date,AZO,dcf,Deviation
2003-07-01,75.39,75.69821708612946,-0.004071655819565367
2003-07-02,75.63,76.04821708612947,-0.005499367403391187
2003-07-03,75.98,76.89821708612946,-0.011940681083685178
2003-07-07,76.83,79.34821708612947,-0.03173627812451085
2003-07-08,79.28,78.34821708612947,0.011892841324598447
2003-07-09,78.28,76.32821708612947,0.025570922371580096
2003-07-10,76.26,77.39821708612946,-0.014705985860925419
2003-07-11,77.33,78.92821708612946,-0.020248995164624528
2003-07-14,78.86,79.51821708612947,-0.008277563434508695
2003-07-15,79.45,78.43821708612947,0.012899106474584254
2003-07-16,78.37,78.99821708612947,-0.00795229448589374
2003-07-17,78.93,79.48821708612947,-0.007022639412387455
2003-07-18,79.42,77.70821708612947,0.022028338547173787
2003-07-21,77.64,77.81821708612947,-0.002290171797847962
2003-07-22,77.75,78.90821708612947,-0.01467802884033309
2003-07-23,78.84,78.83821708612946,2.261484260346336e-05
2003-07-24,78.77,80.23821708612947,-0.01829822669855008
2003-07-25,80.17,83.03821708612946,-0.034540928102472
2003-07-28,82.97,83.81821708612947,-0.010119722366056294
2003-07-29,83.75,83.64821708612946,0.0012167971705330238
2003-07-30,83.58,83.32821708612947,0.0030215804762783183
2003-07-31,83.26,82.71821708612947,0.006549741193120795
2003-08-01,82.65,82.20821708612947,0.005373950798710059
2003-08-04,82.14,80.09821708612947,0.02549099078790995
2003-08-05,80.03,80.64821708612946,-0.007665601404048705
2003-08-06,80.58,80.69821708612946,-0.0014649281037186768
2003-08-07,80.63,82.97821708612946,-0.028299199098144934
2003-08-08,82.91,82.94821708612946,-0.0004607342685832849
2003-08-11,82.88,83.94821708612946,-0.012724714391891045
2003-08-12,83.88,85.76821708612947,-0.02201534729622867
2003-08-13,85.7,86.51821708612947,-0.009457165365704734
2003-08-14,86.45,86.89821708612946,-0.005157954917362817
2003-08-15,86.83,87.11821708612946,-0.0033083446352503154
2003-08-18,87.05,87.71821708612947,-0.007617768672536496
2003-08-19,87.65,88.67821708612946,-0.011594922856092094
2003-08-20,88.61,90.61821708612946,-0.022161295495592537
2003-08-21,90.55,89.82821708612947,0.008035146831184115
2003-08-22,89.76,90.56821708612947,-0.008923848918885646
2003-08-25,90.5,89.39821708612946,0.012324439455084768
2003-08-26,89.33,90.13821708612947,-0.008966419708049012
2003-08-27,90.07,89.93821708612947,0.0014652604659075585
2003-08-28,89.87,91.86821708612946,-0.02175090743576813
2003-08-29,91.8,91.7110387119887,0.0009700172330471268
2003-09-02,91.64,89.8710387119887,0.01968332972850484
2003-09-03,89.8,89.2510387119887,0.006150755172528388
2003-09-04,89.18,88.8110387119887,0.004154453020280835
2003-09-05,88.74,89.8610387119887,-0.012475247649670673
2003-09-08,89.79,86.1010387119887,0.04284456196110509
2003-09-09,86.03,87.5710387119887,-0.01759758402611855
2003-09-10,87.5,87.4010387119887,0.0011322667266850939
2003-09-11,87.33,87.94103871198871,-0.006948277174549822
2003-09-12,87.87,87.3610387119887,0.005825952799041856
2003-09-15,87.29,87.5710387119887,-0.0032092654845971014
2003-09-16,87.5,87.6710387119887,-0.0019509146292949753
2003-09-17,87.6,88.88103871198871,-0.014412958382943875
2003-09-18,88.81,89.7610387119887,-0.01059522846031502
2003-09-19,89.69,89.80103871198871,-0.0012364969668651193
2003-09-22,89.73,94.16103871198871,-0.04705809082610024
2003-09-23,94.09,94.58103871198871,-0.005191724669930786
2003-09-24,94.51,92.13103871198871,0.025821496438873215
2003-09-25,92.06,91.1710387119887,0.009750478886388025
2003-09-26,91.1,91.6710387119887,-0.006229216118983749
2003-09-29,91.6,89.6010387119887,0.02230957717395099
2003-09-30,89.53,92.7510387119887,-0.03472779126485792
2003-10-01,92.68,92.7010387119887,-0.00022695227886349034
2003-10-02,92.63,93.1410387119887,-0.0054867190559141354
2003-10-03,93.07,93.6210387119887,-0.005885842750408932
2003-10-06,93.55,93.72103871198871,-0.0018249767004218098
2003-10-07,93.65,92.5610387119887,0.011764791138523245
2003-10-08,92.49,92.83103871198871,-0.0036737573630604148
2003-10-09,92.76,92.72103871198871,0.0004201990028640523
2003-10-10,92.65,93.0910387119887,-0.004737713942082111
2003-10-13,93.02,94.49103871198871,-0.015568023508266027
2003-10-14,94.42,93.6410387119887,0.008318588716290876
2003-10-15,93.57,94.0110387119887,-0.004691350271534334
2003-10-16,93.94,93.13103871198871,0.00868626935981065
2003-10-17,93.06,93.9510387119887,-0.009484075154509108
2003-10-20,93.88,94.7610387119887,-0.009297478414799665
2003-10-21,94.69,94.30103871198871,0.004124676602971888
2003-10-22,94.23,95.6510387119887,-0.014856490124143251
2003-10-23,95.58,95.52103871198871,0.0006172597032687577
2003-10-24,95.45,98.0410387119887,-0.026428103435340966
2003-10-27,97.97,100.41103871198871,-0.02431046171119089
2003-10-28,100.34,101.72103871198871,-0.013576726402676265
2003-10-29,101.65,103.6010387119887,-0.018832231184598425
2003-10-30,103.53,96.1710387119887,0.07651951550663583
2003-10-31,96.1,96.6710387119887,-0.005907029857101231
2003-11-03,96.6,97.38103871198871,-0.008020439320828077
2003-11-04,97.31,96.7010387119887,0.006297360360574933
2003-11-05,96.63,96.19103871198871,0.004563432247837618
2003-11-06,96.12,93.3710387119887,0.029441262793388434
2003-11-07,93.3,90.6210387119887,0.02956224433186594
2003-11-10,90.55,92.97103871198871,-0.02604078372716423
2003-11-11,92.9,93.7010387119887,-0.008548877611174288
2003-11-12,93.63,93.2110387119887,0.004494760425380884
2003-11-13,93.14,91.5910387119887,0.016911712213266483
2003-11-14,91.52,90.9510387119887,0.006255687632254592
2003-11-17,90.88,91.1710387119887,-0.003192227664621683
2003-11-18,91.1,90.97103871198871,0.0014176081732952817
2003-11-19,90.9,91.4310387119887,-0.005808079176060632
2003-11-20,91.36,93.02103871198871,-0.01785659174513854
2003-11-21,92.95,95.39509493920511,-0.025631243836628625
2003-11-24,95.32,96.0750949392051,-0.007859424335546317
2003-11-25,96.0,96.0250949392051,-0.0002613373016813192
2003-11-26,95.95,95.7350949392051,0.0022447887154797286
2003-11-28,95.66,97.8350949392051,-0.022232256641205428
2003-12-01,97.76,96.2250949392051,0.015951192999753783
2003-12-02,96.15,94.3250949392051,0.019346972955299968
2003-12-03,94.25,93.0750949392051,0.01262319486821184
2003-12-04,93.0,91.7050949392051,0.014120317542371419
2003-12-05,91.63,92.4050949392051,-0.008388010852811267
2003-12-08,92.33,91.4150949392051,0.010008249309409356
2003-12-09,91.34,80.3250949392051,0.13712906370209277
2003-12-10,80.25,81.1750949392051,-0.011396290203269044
2003-12-11,81.1,82.2350949392051,-0.013803047713926264
2003-12-12,82.16,81.5550949392051,0.007417133917210439
2003-12-15,81.48,80.9550949392051,0.006483903961685078
2003-12-16,80.88,81.6750949392051,-0.009734851729244154
2003-12-17,81.6,82.4050949392051,-0.009769965556123306
2003-12-18,82.33,82.78509493920511,-0.005497305276261577
2003-12-19,82.71,82.9150949392051,-0.002473553691948238
2003-12-22,82.84,83.1850949392051,-0.004148518907832077
2003-12-23,83.11,83.6950949392051,-0.006990791271939023
2003-12-24,83.62,83.7750949392051,-0.001851325138069404
2003-12-26,83.7,84.5750949392051,-0.010346957811092516
2003-12-29,84.5,84.78509493920511,-0.003362559650484931
2003-12-30,84.71,85.28509493920511,-0.006743205710389
2003-12-31,85.21,84.25509493920511,0.011333499315191675
2004-01-02,84.18,83.2750949392051,0.010866454868115438
2004-01-05,83.2,85.00509493920511,-0.021235138205493387
2004-01-06,84.93,84.6750949392051,0.0030103900205595835
2004-01-07,84.6,84.4850949392051,0.0013600631079078163
2004-01-08,84.41,83.9350949392051,0.005658003498284936
2004-01-09,83.86,83.9750949392051,-0.0013705842105737887
2004-01-12,83.9,85.6950949392051,-0.0209474642682711
2004-01-13,85.62,85.0750949392051,0.006404989159098706
2004-01-14,85.0,85.6250949392051,-0.007300370757532315
2004-01-15,85.55,84.7450949392051,0.009497954558577382
2004-01-16,84.67,84.3050949392051,0.004328386808152507
2004-01-20,84.23,86.1250949392051,-0.022003980843711357
2004-01-21,86.05,86.5550949392051,-0.005835530993985705
2004-01-22,86.48,85.8150949392051,0.0077481130943914955
2004-01-23,85.74,85.5850949392051,0.0018099537180500391
2004-01-26,85.51,85.9750949392051,-0.005409647288368569
2004-01-27,85.9,84.0750949392051,0.02170565566550353
2004-01-28,84.0,84.8050949392051,-0.009493473709124012
2004-01-29,84.73,84.39509493920511,0.0039683000657342316
2004-01-30,84.32,84.6750949392051,-0.004193617254991566
2004-02-02,84.6,85.3850949392051,-0.00919475395283098
2004-02-03,85.31,86.3250949392051,-0.01175897854407204
2004-02-04,86.25,86.7650949392051,-0.005936660814651495
2004-02-05,86.69,88.6950949392051,-0.022606604576943856
2004-02-06,88.62,89.8750949392051,-0.013964880260255441
2004-02-09,89.8,89.7350949392051,0.0007232962849024194
2004-02-10,89.66,91.3250949392051,-0.018232611094612605
2004-02-11,91.25,90.4650949392051,0.00867633048218619
2004-02-12,90.39,88.9150949392051,0.016587791553316578
2004-02-13,88.84,89.22747812233023,-0.0043425874011477905
2004-02-17,89.15,89.42747812233023,-0.0031028284388233685
2004-02-18,89.35,89.03747812233023,0.003510003700244013
2004-02-19,88.96,90.37747812233023,-0.015683975164826003
2004-02-20,90.3,90.40747812233023,-0.0011888189402298188
2004-02-23,90.33,88.86747812233023,0.0164573352206141
2004-02-24,88.79,90.25747812233023,-0.01625879819444187
2004-02-25,90.18,90.62747812233023,-0.004937554609278805
2004-02-26,90.55,89.77747812233024,0.008604851615648279
2004-02-27,89.7,89.75747812233023,-0.000640371404507234
2004-03-01,89.68,88.47747812233023,0.013591276595916968
2004-03-02,88.4,83.71747812233023,0.05593242871969384
2004-03-03,83.64,83.75747812233023,-0.0014025986092686127
2004-03-04,83.68,85.08747812233023,-0.016541542344299942
2004-03-05,85.01,85.39747812233023,-0.004537348535927133
2004-03-08,85.32,85.77747812233024,-0.005333312803598833
2004-03-09,85.7,84.53747812233023,0.013751556155809919
2004-03-10,84.46,82.82747812233023,0.019709906841044234
2004-03-11,82.75,83.09747812233023,-0.004181572415695944
2004-03-12,83.02,82.57747812233023,0.005358868879650425
2004-03-15,82.5,83.64747812233023,-0.013718024118457017
2004-03-16,83.57,83.77747812233024,-0.0024765381696890687
2004-03-17,83.7,84.52747812233024,-0.009789457117514888
2004-03-18,84.45,83.75747812233023,0.008268179668188269
2004-03-19,83.68,84.63747812233024,-0.011312696734020689
2004-03-22,84.56,85.00747812233023,-0.0052639853835715344
2004-03-23,84.93,84.46747812233023,0.005475739159631621
2004-03-24,84.39,85.77747812233024,-0.01617531959090135
2004-03-25,85.7,85.59747812233023,0.0011977207730728967
2004-03-26,85.52,85.52747812233024,-8.743531896904244e-05
2004-03-29,85.45,85.94747812233024,-0.005788164274257879
2004-03-30,85.87,86.04747812233023,-0.0020625604166796263
2004-03-31,85.97,86.78747812233023,-0.009419309559588362
2004-04-01,86.71,85.67747812233023,0.012051263649421662
2004-04-02,85.6,86.33747812233023,-0.008541807548343106
2004-04-05,86.26,85.67747812233023,0.006799008215881974
2004-04-06,85.6,84.97747812233023,0.007325727844895713
2004-04-07,84.9,84.32747812233023,0.00678926834310456
2004-04-08,84.25,83.48747812233023,0.009133368198671388
2004-04-12,83.41,81.77747812233024,0.01996297654505419
2004-04-13,81.7,81.56747812233023,0.001624690142694174
2004-04-14,81.49,83.09747812233023,-0.019344487445982606
2004-04-15,83.02,83.33747812233023,-0.003809547990691553
2004-04-16,83.26,82.70747812233023,0.00668043434781751
2004-04-19,82.63,86.16747812233024,-0.04105351809540203
2004-04-20,86.09,84.74747812233024,0.015841437496604716
2004-04-21,84.67,87.17747812233023,-0.02876291189350133
2004-04-22,87.1,86.02747812233024,0.012467201190585087
2004-04-23,85.95,85.92747812233023,0.0002621033243603854
2004-04-26,85.85,86.82747812233023,-0.011257704858743889
2004-04-27,86.75,88.08747812233023,-0.015183521549712475
2004-04-28,88.01,87.73747812233023,0.0031061056631900286
2004-04-29,87.66,87.64747812233023,0.00014286637719673756
2004-04-30,87.57,88.40747812233023,-0.009472933060836963
2004-05-03,88.33,86.12747812233023,0.025572812831480274
2004-05-04,86.05,86.54747812233023,-0.005748037182863652
2004-05-05,86.47,85.11747812233023,0.015890060508206627
2004-05-06,85.04,83.57747812233023,0.017498995070527545
2004-05-07,83.5,83.58818863383932,-0.001055037024736083
2004-05-10,83.51,84.32818863383932,-0.0097024333985396
2004-05-11,84.25,84.86818863383932,-0.007284103075493653
2004-05-12,84.79,84.37818863383932,0.004880542860996373
2004-05-13,84.3,84.32818863383932,-0.0003342729672721756
2004-05-14,84.25,83.13818863383932,0.013373052557800635
2004-05-17,83.06,84.12818863383932,-0.012697154796574961
2004-05-18,84.05,83.77818863383932,0.0032444168415797225
2004-05-19,83.7,82.79818863383932,0.010891679891075867
2004-05-20,82.72,82.71818863383932,2.1898039483270182e-05
2004-05-21,82.64,84.37818863383932,-0.02059997568070837
2004-05-24,84.3,83.45818863383931,0.010086623972322295
2004-05-25,83.38,83.86818863383932,-0.005820903512900655
2004-05-26,83.79,84.76818863383932,-0.011539572209861015
2004-05-27,84.69,86.82818863383932,-0.024625512376587944
2004-05-28,86.75,87.51818863383932,-0.008777474098021876
2004-06-01,87.44,87.10818863383932,0.0038091868441376686
2004-06-02,87.03,87.89818863383933,-0.009877207338776506
2004-06-03,87.82,87.60818863383932,0.002417711968066616
2004-06-04,87.53,88.72818863383932,-0.013504035778121981
2004-06-07,88.65,89.02818863383932,-0.004247965050651059
2004-06-08,88.95,89.27818863383932,-0.003676022541018731
2004-06-09,89.2,89.25818863383932,-0.000651913675707938
2004-06-10,89.18,89.45818863383931,-0.003109705641123117
2004-06-14,89.38,88.83818863383932,0.006098856522095852
2004-06-15,88.76,88.78818863383933,-0.0003174817987960932
2004-06-16,88.71,87.92818863383931,0.008891475854420072
2004-06-17,87.85,88.83818863383932,-0.011123466709933805
2004-06-18,88.76,88.60818863383932,0.001713288224274967
2004-06-21,88.53,88.56818863383931,-0.00043117776741707914
2004-06-22,88.49,88.87818863383932,-0.0043676478988402545
2004-06-23,88.8,89.39818863383933,-0.006691283604071785
2004-06-24,89.32,89.87818863383932,-0.006210501594701268
2004-06-25,89.8,89.67818863383931,0.0013583165317716528
2004-06-28,89.6,88.29818863383932,0.014743353021194006
2004-06-29,88.22,80.17818863383931,0.10029923977063548
2004-06-30,80.1,80.07818863383932,0.00027237586829564897
2004-07-01,80.0,78.87818863383932,0.01422207311793433
2004-07-02,78.8,79.16818863383932,-0.004650714386585708
2004-07-06,79.09,79.00818863383932,0.0010354795822471452
2004-07-07,78.93,77.88818863383932,0.013375729804917524
2004-07-08,77.81,78.35818863383932,-0.006995932950938366
2004-07-09,78.28,78.16818863383932,0.0014303947438827347
2004-07-12,78.09,77.75818863383932,0.004267220880403544
2004-07-13,77.68,77.57818863383932,0.0013123710150184653
2004-07-14,77.5,76.79818863383932,0.009138384363553076
2004-07-15,76.72,75.42818863383931,0.01712637396652461
2004-07-16,75.35,75.15818863383932,0.002552102035017878
2004-07-19,75.08,77.12818863383932,-0.02655564288645429
2004-07-20,77.05,76.62818863383932,0.005504650099146469
2004-07-21,76.55,75.94818863383932,0.00792397260535238
2004-07-22,75.87,76.44818863383932,-0.007563143668565475
2004-07-23,76.37,76.03818863383931,0.004363746324343998
2004-07-26,75.96,77.32818863383932,-0.017693271470742733
2004-07-27,77.25,76.29818863383932,0.012474888109447857
2004-07-28,76.22,76.78818863383931,-0.007399427489411026
2004-07-29,76.71,77.27818863383932,-0.007352509729899648
2004-07-30,77.2,77.62818863383932,-0.005515891087695124
2004-08-02,77.55,75.33818863383932,0.029358435692031115
2004-08-03,75.26,74.67818863383931,0.007790914279046213
2004-08-04,74.6,72.32818863383932,0.03140976442340748
2004-08-05,72.25,73.88818863383932,-0.02217118411113761
2004-08-06,73.81,74.24818863383932,-0.0059016743963987706
2004-08-09,74.17,75.46818863383932,-0.017201799292387188
2004-08-10,75.39,75.83818863383932,-0.005909801406297599
2004-08-11,75.76,73.67818863383931,0.02825546345210439
2004-08-12,73.6,74.22818863383932,-0.008462939018195947
2004-08-13,74.15,77.17818863383931,-0.03923632683589018
2004-08-16,77.1,77.92818863383931,-0.01062758737702374
2004-08-17,77.85,77.07818863383932,0.01001335630533795
2004-08-18,77.0,77.13818863383932,-0.0017914425563617664
2004-08-19,77.06,77.80818863383932,-0.009615808399810577
2004-08-20,77.73,76.15818863383932,0.020638770358861747
2004-08-23,76.08,75.52818863383932,0.0073060320410418544
2004-08-24,75.45,75.36818863383932,0.0010854893509268937
2004-08-25,75.29,76.01818863383932,-0.009579136874029115
2004-08-26,75.94,75.43818863383932,0.0066519540732394855
2004-08-27,75.36,74.80818863383932,0.007376349785203518
2004-08-30,74.73,74.13818863383932,0.007982544179539808
2004-08-31,74.06,73.83818863383932,0.0030040196037397493
2004-09-01,73.76,75.47818863383932,-0.022764041704479876
2004-09-02,75.4,75.76818863383932,-0.004859409212204291
2004-09-03,75.69,75.58818863383932,0.00134692162890504
2004-09-07,75.51,76.67818863383931,-0.01523495344181569
2004-09-08,76.6,75.01818863383932,0.021085704613336365
2004-09-09,74.94,75.55818863383932,-0.008181623263033955
2004-09-10,75.48,76.47818863383932,-0.013051938751039494
2004-09-13,76.4,77.10818863383932,-0.009184350538984365
2004-09-14,77.03,76.00818863383932,0.013443437931183189
2004-09-15,75.93,76.22818863383932,-0.003911789577890401
2004-09-16,76.15,76.12818863383932,0.00028650840841093483
2004-09-17,76.05,75.58818863383932,0.00610957048326366
2004-09-20,75.51,75.67818863383931,-0.002222418861702269
2004-09-21,75.6,74.83818863383932,0.010179446884905019
2004-09-22,74.76,74.80818863383932,-0.0006441625538506912
2004-09-23,74.73,75.80818863383932,-0.014222587998337088
2004-09-24,75.73,75.71818863383932,0.00015599113467712478
2004-09-27,75.64,75.97818863383932,-0.004451127881833994
2004-09-28,75.9,75.88818863383932,0.00015564169303972086
2004-09-29,75.81,77.32818863383932,-0.01963305568979723
2004-09-30,77.25,77.12818863383932,0.00157933653464859
2004-10-01,77.05,77.11818863383932,-0.0008842094847830717
2004-10-04,77.04,77.32818863383932,-0.0037268250935493796
2004-10-05,77.25,77.32818863383932,-0.0010111271868730176
2004-10-06,77.25,76.87818863383932,0.004836370012976987
2004-10-07,76.8,77.17818863383931,-0.00490020095746968
2004-10-08,77.1,77.07818863383932,0.00028297715018044123
2004-10-11,77.0,77.48818863383931,-0.00630016835399505
2004-10-12,77.41,76.71818863383932,0.009017566479085692
2004-10-13,76.64,76.42818863383931,0.0027713775499176307
2004-10-14,76.35,78.34818863383931,-0.02550395444593956
2004-10-15,78.27,79.57818863383932,-0.01643903507101241
2004-10-18,79.5,78.98818863383931,0.006479593658404559
2004-10-19,78.91,80.66818863383932,-0.021795315645674274
2004-10-20,80.59,80.68818863383932,-0.0012168898013672491
2004-10-21,80.61,80.07818863383932,0.006641151295172287
2004-10-22,80.0,80.17818863383931,-0.002222407825313577
2004-10-25,80.1,81.58818863383932,-0.018240246030196694
2004-10-26,81.51,82.16818863383932,-0.00801026096330737
2004-10-27,82.09,81.76818863383932,0.003935654825396373
2004-10-28,81.69,81.88818863383932,-0.002420234677866895
2004-10-29,81.81,81.93818863383932,-0.0015644553043777654
2004-11-01,81.86,81.87818863383932,-0.00022214260162323196
2004-11-02,81.8,83.49818863383932,-0.020338029622250953
2004-11-03,83.42,84.79818863383932,-0.01625257161789584
2004-11-04,84.72,85.90818863383932,-0.013830912427960196
2004-11-05,85.83,85.41818863383932,0.004821120334522533
2004-11-08,85.34,84.35818863383932,0.011638601800973758
2004-11-09,84.28,84.75818863383932,-0.005641798645616758
2004-11-10,84.68,84.79818863383932,-0.001393763661033498
2004-11-11,84.72,85.20818863383931,-0.00572936288948922
2004-11-12,85.13,86.53818863383933,-0.01627245330726368
2004-11-15,86.46,85.79818863383932,0.00771358203126038
2004-11-16,85.72,87.28818863383933,-0.0179656452766781
2004-11-17,87.21,87.17818863383931,0.0003649005176546982
2004-11-18,87.1,86.37818863383932,0.008356407764238627
2004-11-19,86.3,,
2004-11-22,86.6,,
2004-11-23,86.54,,
2004-11-24,86.45,,
2004-11-26,86.9,,
2004-11-29,85.75,,
2004-11-30,85.6,,
2004-12-01,87.05,,
2004-12-02,87.97,,
2004-12-03,86.14,,
2004-12-06,85.03,,
2004-12-07,84.67,,
2004-12-08,84.87,,
2004-12-09,88.1,,
2004-12-10,88.74,,
2004-12-13,87.28,,
2004-12-14,88.5,,
2004-12-15,88.37,,
2004-12-16,88.68,,
2004-12-17,89.25,,
2004-12-20,88.81,,
2004-12-21,89.6,,
2004-12-22,91.09,,
2004-12-23,90.13,,
2004-12-27,89.28,,
2004-12-28,89.82,,
2004-12-29,90.4,,
2004-12-30,90.69,,
2004-12-31,91.31,,
2005-01-03,90.75,,
2005-01-04,89.7,,
2005-01-05,90.29,,
2005-01-06,89.55,,
2005-01-07,89.73,,
2005-01-10,90.74,,
2005-01-11,90.41,,
2005-01-12,90.41,,
2005-01-13,90.41,,
2005-01-14,90.69,,
2005-01-18,91.25,,
2005-01-19,91.17,,
2005-01-20,90.27,,
2005-01-21,90.03,,
2005-01-24,89.05,,
2005-01-25,89.62,,
2005-01-26,89.93,,
2005-01-27,89.7,,
2005-01-28,88.55,,
2005-01-31,89.25,,
2005-02-01,89.75,,
2005-02-02,91.6,,
2005-02-03,93.35,,
2005-02-04,95.95,,
2005-02-07,95.28,,
2005-02-08,95.02,,
2005-02-09,93.88,,
2005-02-10,94.5,,
2005-02-11,94.93,,
2005-02-14,95.0,,
2005-02-15,95.14,,
2005-02-16,95.08,,
2005-02-17,95.94,,
2005-02-18,94.99,,
2005-02-22,93.06,,
2005-02-23,94.46,,
2005-02-24,95.76,,
2005-02-25,96.89,,
2005-02-28,96.9,,
2005-03-01,97.33,,
2005-03-02,98.33,,
2005-03-03,98.37,,
2005-03-04,98.4,,
2005-03-07,99.0,,
2005-03-08,98.97,,
2005-03-09,97.03,,
2005-03-10,98.06,,
2005-03-11,98.3,,
2005-03-14,85.75,,
2005-03-15,85.25,,
2005-03-16,87.0,,
2005-03-17,87.23,,
2005-03-18,86.52,,
2005-03-21,85.23,,
2005-03-22,84.96,,
2005-03-23,85.13,,
2005-03-24,85.18,,
2005-03-28,84.99,,
2005-03-29,83.8,,
2005-03-30,84.88,,
2005-03-31,85.7,,
2005-04-01,85.03,,
2005-04-04,85.34,,
2005-04-05,87.2,,
2005-04-06,86.55,,
2005-04-07,86.9,,
2005-04-08,85.29,,
2005-04-11,85.48,,
2005-04-12,85.51,,
2005-04-13,84.59,,
2005-04-14,83.99,,
2005-04-15,82.78,,
2005-04-18,83.23,,
2005-04-19,83.47,,
2005-04-20,82.72,,
2005-04-21,83.07,,
2005-04-22,82.34,,
2005-04-25,83.16,,
2005-04-26,83.0,,
2005-04-27,84.31,,
2005-04-28,82.69,,
2005-04-29,83.0,,
2005-05-02,83.83,,
2005-05-03,84.31,,
2005-05-04,85.45,,
2005-05-05,85.35,,
2005-05-06,84.77,86.3256644979069,-0.018020880661099636
2005-05-09,85.35,85.58566449790689,-0.0027535510682710207
2005-05-10,84.61,85.50566449790689,-0.01047491418453117
2005-05-11,84.53,84.8156644979069,-0.0033680629586289035
2005-05-12,83.84,83.69566449790689,0.0017245278230237915
2005-05-13,82.72,83.97566449790689,-0.014952718807461074
2005-05-16,83.0,85.22566449790689,-0.026114956228490915
2005-05-17,84.25,88.6556644979069,-0.04969411173959348
2005-05-18,87.68,90.86566449790689,-0.03505905685618205
2005-05-19,89.89,89.80566449790689,0.0009390888933857866
2005-05-20,88.83,89.6756644979069,-0.009430256275677062
2005-05-23,88.7,88.1856644979069,0.0058324162438592175
2005-05-24,87.21,87.77566449790689,-0.006444434242026009
2005-05-25,86.8,89.3856644979069,-0.02892706019954072
2005-05-26,88.41,91.6356644979069,-0.03520097241157216
2005-05-27,90.66,91.4956644979069,-0.009133378094937195
2005-05-31,90.52,92.0956644979069,-0.017108997546162574
2005-06-01,91.12,92.9556644979069,-0.019747742193249818
2005-06-02,91.98,92.7356644979069,-0.008148585573826916
2005-06-03,91.76,92.58566449790689,-0.008917843840992812
2005-06-06,91.61,93.1356644979069,-0.016381098541914496
2005-06-07,92.16,92.36566449790689,-0.002226633663330091
2005-06-08,91.39,92.9656644979069,-0.016948886520811945
2005-06-09,91.99,92.4556644979069,-0.005036624856202709
2005-06-10,91.48,92.58566449790689,-0.011942070123954096
2005-06-13,91.61,95.39566449790689,-0.03968382124944425
2005-06-14,94.42,95.2456644979069,-0.008668788256761428
2005-06-15,94.27,96.16566449790689,-0.019712487901002884
2005-06-16,95.19,94.97566449790689,0.0022567412739484816
2005-06-17,94.0,95.7656644979069,-0.018437343980895027
2005-06-20,94.79,95.4056644979069,-0.0064531231048696736
2005-06-21,94.43,94.19566449790689,0.0024877525238788945
2005-06-22,93.22,92.6356644979069,0.006307889140324541
2005-06-23,91.66,91.75566449790689,-0.0010426004588423021
2005-06-24,90.78,92.39566449790689,-0.017486366992289892
2005-06-27,91.42,94.5356644979069,-0.03295755643602505
2005-06-28,93.56,95.05566449790689,-0.015734617245664717
2005-06-29,94.08,93.4356644979069,0.006896033817017866
2005-06-30,92.46,94.16566449790689,-0.018113444077536456
2005-07-01,93.19,96.0156644979069,-0.029429203168911067
2005-07-05,95.04,96.0756644979069,-0.010779675616289452
2005-07-06,95.1,96.7156644979069,-0.01670530318221486
2005-07-07,95.74,97.8756644979069,-0.021820178783588995
2005-07-08,96.9,98.1056644979069,-0.012289448362409416
2005-07-11,97.13,98.5956644979069,-0.014865405140993992
2005-07-12,97.62,98.9956644979069,-0.013896209544974392
2005-07-13,98.02,99.05566449790689,-0.010455378833269857
2005-07-14,98.08,99.0756644979069,-0.01004953641192019
2005-07-15,98.1,99.3756644979069,-0.012836789613957955
2005-07-18,98.4,99.77566449790689,-0.013787575405581398
2005-07-19,98.8,100.3256644979069,-0.015207120785516781
2005-07-20,99.35,99.33566449790689,0.00014431374839607436
2005-07-21,98.36,100.11566449790689,-0.017536361634433284
2005-07-22,99.14,99.1056644979069,0.0003464534773773842
2005-07-25,98.13,98.58566449790689,-0.004622015789289224
2005-07-26,97.61,98.8256644979069,-0.012301101177342955
2005-07-27,97.85,100.3556644979069,-0.02496784322482526
2005-07-28,99.38,98.41566449790689,0.00979859768272573
2005-07-29,97.44,98.86566449790689,-0.014420218638565685
2005-08-01,97.89,99.7356644979069,-0.018505561748632382
2005-08-02,98.76,104.77566449790689,-0.057414711008843655
2005-08-03,103.8,102.8756644979069,0.008984977220846124
2005-08-04,101.9,101.4656644979069,0.0042806155583996475
2005-08-05,100.49,100.77566449790689,-0.0028346575468408686
2005-08-08,99.8,101.66566449790689,-0.018350979232967135
2005-08-09,100.69,101.16566449790689,-0.00470183733055729
2005-08-10,100.19,100.0456644979069,0.0014426962209452832
2005-08-11,99.07,99.3156644979069,-0.0024735725139519715
2005-08-12,98.34,100.1356644979069,-0.017932317190988756
2005-08-15,99.16,99.0756644979069,0.0008512231789763458
2005-08-16,98.1,99.2156644979069,-0.011244842269140243
2005-08-17,98.24,99.2656644979069,-0.01033252034421761
2005-08-18,98.29,96.61566449790689,0.01732985547213617
2005-08-19,95.64,96.0456644979069,-0.004223662775697079
2005-08-22,95.07,96.6756644979069,-0.016608776430408367
2005-08-23,95.7,96.9656644979069,-0.013052707929766427
2005-08-24,95.99,97.89566449790689,-0.019466280837673322
2005-08-25,96.92,96.4256644979069,0.0051265967900469
2005-08-26,95.45,96.32262956831784,-0.009059445036214586
2005-08-29,95.37,94.85262956831784,0.005454465880774917
2005-08-30,93.9,95.45262956831785,-0.016265969574013495
2005-08-31,94.5,94.34262956831785,0.0016680734086196303
