date,CE,dcf,Deviation
2005-08-31,18.43,25.035551984825318,-0.2638468681988362
2005-09-01,18.65,24.97555198482532,-0.253269757107615
2005-09-02,18.59,25.045551984825316,-0.2577524339945324
2005-09-06,18.66,25.205551984825316,-0.2596869129771878
2005-09-07,18.82,25.275551984825317,-0.255406963563092
2005-09-08,18.89,25.41555198482532,-0.2567542892132142
2005-09-09,19.03,25.615551984825316,-0.2570919412053507
2005-09-12,19.23,25.645551984825318,-0.25016236689393356
2005-09-13,19.26,25.515551984825322,-0.2451662416923467
2005-09-14,19.13,24.865551984825316,-0.230662564351097
2005-09-15,18.48,24.805551984825318,-0.2550054918630694
2005-09-16,18.42,24.535551984825318,-0.24925267581539012
2005-09-19,18.15,24.06555198482532,-0.24580994396286482
2005-09-20,17.68,23.49555198482532,-0.24751714658933377
2005-09-21,17.11,23.48555198482532,-0.2714669848485889
2005-09-22,17.1,23.73555198482532,-0.27956173039782595
2005-09-23,17.35,23.49555198482532,-0.2615623582197364
2005-09-26,17.11,23.335551984825322,-0.26678400360418664
2005-09-27,16.95,23.24555198482532,-0.27082824227770763
2005-09-28,16.86,23.41555198482532,-0.27996572487694127
2005-09-29,17.03,23.63555198482532,-0.27947525782627236
2005-09-30,17.25,19.440079609921746,-0.11265795479582208
2005-10-03,16.77,19.590079609921744,-0.14395447420711172
2005-10-04,16.92,19.530079609921746,-0.13364408451237242
2005-10-05,16.86,19.370079609921746,-0.12958540493741866
2005-10-06,16.7,19.700079609921747,-0.15228768966044115
2005-10-07,17.03,19.350079609921746,-0.11990026174011836
2005-10-10,16.68,19.520079609921744,-0.14549528827116964
2005-10-11,16.85,19.350079609921746,-0.1292025490499703
2005-10-12,16.68,19.38007960992174,-0.13932242097392722
2005-10-13,16.71,19.600079609921746,-0.14745244241042565
2005-10-14,16.93,19.350079609921746,-0.12506819913448064
2005-10-17,16.68,19.270079609921744,-0.13440938814742465
2005-10-18,16.6,19.29007960992174,-0.13945404396040506
2005-10-19,16.62,19.020079609921744,-0.12618662272421577
2005-10-20,16.35,18.98007960992174,-0.13857052572882145
2005-10-21,16.31,19.330079609921743,-0.15623730842637595
2005-10-24,16.66,19.170079609921743,-0.13093735972920095
2005-10-25,16.5,19.150079609921743,-0.13838478293054846
2005-10-26,16.48,18.930079609921744,-0.12942785558268832
2005-10-27,16.26,19.920079609921743,-0.18373820193463175
2005-10-28,17.25,20.310079609921743,-0.15066802635410914
2005-10-31,17.64,20.47007960992174,-0.13825445058601604
2005-11-01,17.8,20.89007960992174,-0.1479209111512485
2005-11-02,18.22,20.590079609921744,-0.11510784100026861
2005-11-03,17.92,20.79007960992174,-0.13805043865979416
2005-11-04,18.12,20.97007960992174,-0.13591172103005555
2005-11-07,18.3,20.420079609921743,-0.10382327838191352
2005-11-08,17.75,19.240079609921743,-0.07744664471935647
2005-11-09,16.57,18.97007960992174,-0.12651921653857734
2005-11-10,16.3,20.22007960992174,-0.19387063184450593
2005-11-11,17.55,19.680079609921744,-0.1082353147010574
2005-11-14,17.01,19.82007960992174,-0.14177943102282198
2005-11-15,17.15,19.770079609921744,-0.13252751944442553
2005-11-16,17.1,19.760079609921746,-0.1346188710993902
2005-11-17,17.09,19.680079609921744,-0.13160920388838016
2005-11-18,17.01,19.560079609921743,-0.13037163757903258
2005-11-21,16.89,19.830079609921743,-0.1482636311984703
2005-11-22,17.16,20.04007960992174,-0.14371597648224055
2005-11-23,17.37,20.190079609921746,-0.13967649778537328
2005-11-25,17.52,20.090079609921744,-0.12792779619710803
2005-11-28,17.42,20.080079609921743,-0.13247355894980484
2005-11-29,17.41,19.97007960992174,-0.12819576385913933
2005-11-30,17.3,20.160079609921745,-0.14186846804484643
2005-12-01,17.49,20.07007960992174,-0.12855353142925596
2005-12-02,17.4,20.170079609921743,-0.13733607717438712
2005-12-05,17.5,20.32007960992174,-0.13878290164497054
2005-12-06,17.65,20.07007960992174,-0.12058146539315995
2005-12-07,17.4,19.870079609921746,-0.12431151049280953
2005-12-08,17.2,19.770079609921744,-0.12999844515709147
2005-12-09,17.1,20.120079609921746,-0.150102766414128
2005-12-12,17.45,21.460079609921745,-0.18686228955403061
2005-12-13,18.79,21.370079609921746,-0.12073327086361729
2005-12-14,18.7,21.55007960992175,-0.13225378567091517
2005-12-15,18.88,21.960079609921745,-0.14025812586444997
2005-12-16,19.29,22.310079609921743,-0.13536839234668863
2005-12-19,19.64,22.000079609921745,-0.10727595771323384
2005-12-20,19.33,21.82007960992174,-0.11411872249950394
2005-12-21,19.15,21.760079609921746,-0.11994807265004914
2005-12-22,19.09,22.060079609921743,-0.13463594250067534
2005-12-23,19.39,22.020079609921744,-0.1194400590966388
2005-12-27,19.35,21.97007960992174,-0.1192567189760434
2005-12-28,19.3,21.850079609921746,-0.11670802374394085
2005-12-29,19.18,21.79007960992174,-0.1197829313452019
2005-12-30,19.12,20.37232156102319,-0.06147171579203614
2006-01-03,19.77,20.40232156102319,-0.030992627928734473
2006-01-04,19.8,20.37232156102319,-0.028093094805560437
2006-01-05,19.77,20.33232156102319,-0.02765653490849529
2006-01-06,19.73,19.982321561023188,-0.012627239545346725
2006-01-09,19.38,20.10232156102319,-0.03593224587670085
2006-01-10,19.5,19.87232156102319,-0.018735685203154384
2006-01-11,19.27,19.62232156102319,-0.017955141542630892
2006-01-12,19.02,19.74232156102319,-0.036587468134915424
2006-01-13,19.14,20.65232156102319,-0.07322767837768762
2006-01-17,20.05,20.412321561023187,-0.017750139783954344
2006-01-18,19.81,20.60232156102319,-0.03845787760745156
2006-01-19,20.0,20.22232156102319,-0.010993869341475393
2006-01-20,19.62,20.33232156102319,-0.03503395118384811
2006-01-23,19.73,20.892321561023188,-0.055633911129896685
2006-01-24,20.29,20.94232156102319,-0.031148483663685944
2006-01-25,20.34,20.95232156102319,-0.029224520979205915
2006-01-26,20.35,20.88232156102319,-0.025491493341275095
2006-01-27,20.28,20.76232156102319,-0.02323061800221049
2006-01-30,20.16,21.072321561023188,-0.04329478165854683
2006-01-31,20.47,20.78232156102319,-0.015028232534373909
2006-02-01,20.18,20.62232156102319,-0.021448679272812354
2006-02-02,20.02,20.822321561023188,-0.03853180149350088
2006-02-03,20.22,21.22232156102319,-0.04722959069963628
2006-02-06,20.62,20.92232156102319,-0.014449713916374951
2006-02-07,20.32,20.84232156102319,-0.02506062290104827
2006-02-08,20.24,20.92232156102319,-0.03261213431946808
2006-02-09,20.32,21.232321561023188,-0.0429685259994349
2006-02-10,20.63,20.79232156102319,-0.00780680312906834
2006-02-13,20.19,20.822321561023188,-0.030367486121567477
2006-02-14,20.22,21.752321561023187,-0.07044404693652895
2006-02-15,21.15,21.28232156102319,-0.006217440171824351
2006-02-16,20.68,21.822321561023188,-0.05234647275400284
2006-02-17,21.22,21.982321561023188,-0.03467884676816213
2006-02-21,21.38,22.17232156102319,-0.03573471360870095
2006-02-22,21.57,22.19232156102319,-0.028042201863016647
2006-02-23,21.59,22.11232156102319,-0.023621290038757126
2006-02-24,21.51,22.462321561023188,-0.04239639960794006
2006-02-27,21.86,22.002321561023187,-0.0064684792751738
2006-02-28,21.4,21.99232156102319,-0.026933107511166843
2006-03-01,21.39,22.502321561023187,-0.04943141346579394
2006-03-02,21.9,22.33232156102319,-0.01935855884225335
2006-03-03,21.73,21.58232156102319,0.006842565039134385
2006-03-06,20.98,21.09232156102319,-0.005325234621434527
2006-03-07,20.49,20.95232156102319,-0.022065409776987677
2006-03-08,20.35,20.90232156102319,-0.02642393379179031
2006-03-09,20.3,21.22232156102319,-0.04345997483692454
2006-03-10,20.62,21.47232156102319,-0.039693964092375245
2006-03-13,20.87,21.33232156102319,-0.02167235102380549
2006-03-14,20.73,22.10232156102319,-0.0620894758604561
2006-03-15,21.5,22.29232156102319,-0.035542352951184686
2006-03-16,21.69,21.62232156102319,0.0031300264768427954
2006-03-17,21.02,21.642321561023188,-0.028754843109990547
2006-03-20,21.04,21.62232156102319,-0.026931500365478422
2006-03-21,21.02,21.97232156102319,-0.043341872563549155
2006-03-22,21.37,21.462321561023188,-0.004301564523702228
2006-03-23,20.86,21.19232156102319,-0.01568122492225643
2006-03-24,20.59,21.40232156102319,-0.03795483395140409
2006-03-27,20.8,20.76232156102319,0.0018147507669636909
2006-03-28,20.16,21.03232156102319,-0.04147528642961429
2006-03-29,20.43,21.44232156102319,-0.04721137858800406
2006-03-30,20.84,21.572321561023188,-0.033947276325898335
2006-03-31,20.97,22.600691688593923,-0.07215229122464861
2006-04-03,20.58,23.030691688593922,-0.10640981702723429
2006-04-04,21.01,22.560691688593923,-0.06873422632595572
2006-04-05,20.54,22.210691688593926,-0.07522015577083052
2006-04-06,20.19,22.050691688593925,-0.08438246359212387
2006-04-07,20.03,22.060691688593923,-0.09205022749326819
2006-04-10,20.04,21.960691688593926,-0.08746043684915017
2006-04-11,19.94,22.260691688593923,-0.10425065496877672
2006-04-12,20.24,22.260691688593923,-0.09077398478275045
2006-04-13,20.24,22.460691688593926,-0.09887013807867939
2006-04-17,20.44,22.900691688593923,-0.10745054001227006
2006-04-18,20.88,23.510691688593923,-0.11189341953176946
2006-04-19,21.49,23.520691688593924,-0.08633639331188059
2006-04-20,21.5,23.810691688593923,-0.09704429080910815
2006-04-21,21.79,24.000691688593925,-0.09210949906266797
2006-04-24,21.98,23.720691688593924,-0.07338283855486949
2006-04-25,21.7,23.830691688593923,-0.08940956126815802
2006-04-26,21.81,24.130691688593924,-0.09617178481837174
2006-04-27,22.11,23.970691688593924,-0.07762361273368279
2006-04-28,21.95,24.030691688593922,-0.08658476067010235
2006-05-01,22.01,24.100691688593923,-0.08674820273242934
2006-05-02,22.08,24.530691688593922,-0.09990308140122384
2006-05-03,22.51,24.460691688593926,-0.07974801830741096
2006-05-04,22.44,24.520691688593924,-0.0848545267408497
2006-05-05,22.5,24.750691688593925,-0.09093449657534747
2006-05-08,22.73,24.440691688593922,-0.06999358734975059
2006-05-09,22.42,23.290691688593924,-0.037383676716665426
2006-05-10,21.27,23.560691688593923,-0.09722514597068821
2006-05-11,21.54,22.840691688593925,-0.05694624779001145
2006-05-12,20.82,22.750691688593925,-0.08486298856407426
2006-05-15,20.73,23.080691688593923,-0.10184667428123884
2006-05-16,21.06,22.420691688593923,-0.060689103953298185
2006-05-17,20.4,22.290691688593924,-0.08481978554130676
2006-05-18,20.27,22.620691688593926,-0.10391776347755188
2006-05-19,20.6,21.830691688593923,-0.056374379069121905
2006-05-22,19.81,21.830691688593923,-0.09256196356113133
2006-05-23,19.81,21.180691688593924,-0.06471420805072481
2006-05-24,19.16,21.600691688593923,-0.11299136730342352
2006-05-25,19.58,21.630691688593924,-0.09480472090845227
2006-05-26,19.61,21.050691688593925,-0.0684391615205
2006-05-30,19.03,21.730691688593925,-0.12428006099831013
2006-05-31,19.71,22.230691688593925,-0.11338791090729916
2006-06-01,20.21,22.480691688593925,-0.10100630888265816
2006-06-02,20.46,22.010691688593923,-0.07045174729322567
2006-06-05,19.99,21.900691688593923,-0.08724344033339504
2006-06-06,19.88,21.150691688593923,-0.06007802048758426
2006-06-07,19.13,21.160691688593925,-0.09596527932442367
2006-06-08,19.14,20.930691688593924,-0.08555339284701002
2006-06-09,18.91,20.680691688593924,-0.08562052542809861
2006-06-12,18.66,20.860691688593924,-0.10549466534694074
2006-06-13,18.84,21.000691688593925,-0.1028866915734713
2006-06-14,18.98,21.720691688593924,-0.1261788403374432
2006-06-15,19.7,21.720691688593924,-0.09303072469165607
2006-06-16,19.7,21.270691688593924,-0.07384300010498412
2006-06-19,19.25,21.220691688593924,-0.09286651526317435
2006-06-20,19.2,21.590691688593925,-0.11072788788220689
2006-06-21,19.57,21.890691688593925,-0.10601271634569287
2006-06-22,19.87,22.010691688593923,-0.09725690218555205
2006-06-23,19.99,22.000691688593925,-0.09139220334769527
2006-06-26,19.98,22.020691688593924,-0.09267155262207061
2006-06-27,20.0,22.020691688593924,-0.09176331593800857
2006-06-28,20.0,22.410691688593925,-0.10756882126136535
2006-06-29,20.39,22.440691688593922,-0.09138273084676085
2006-06-30,20.42,,
2006-07-03,20.58,,
2006-07-05,20.47,,
2006-07-06,20.39,,
2006-07-07,20.43,,
2006-07-10,20.62,,
2006-07-11,20.5,,
2006-07-12,20.14,,
2006-07-13,19.65,,
2006-07-14,19.51,,
2006-07-17,19.25,,
2006-07-18,19.0,,
2006-07-19,19.49,,
2006-07-20,19.38,,
2006-07-21,18.85,,
2006-07-24,19.43,,
2006-07-25,19.58,,
2006-07-26,19.44,,
2006-07-27,18.81,,
2006-07-28,19.2,,
2006-07-31,19.21,,
2006-08-01,17.25,,
2006-08-02,17.73,,
2006-08-03,17.35,,
2006-08-04,17.7,,
2006-08-07,17.89,,
2006-08-08,18.37,,
2006-08-09,18.2,,
2006-08-10,18.35,,
2006-08-11,18.0,,
2006-08-14,17.99,,
2006-08-15,18.41,,
2006-08-16,18.58,,
2006-08-17,19.0,,
2006-08-18,19.06,,
2006-08-21,18.6,,
2006-08-22,18.69,,
2006-08-23,18.37,,
2006-08-24,18.29,,
2006-08-25,18.24,,
2006-08-28,18.39,,
2006-08-29,18.7,,
2006-08-30,18.59,,
2006-08-31,18.49,,
2006-09-01,18.69,,
2006-09-05,18.47,,
2006-09-06,17.86,,
2006-09-07,17.81,,
2006-09-08,18.04,,
2006-09-11,18.17,,
2006-09-12,18.2,,
2006-09-13,17.99,,
2006-09-14,17.84,,
2006-09-15,17.91,,
2006-09-18,18.05,,
2006-09-19,17.85,,
2006-09-20,18.25,,
2006-09-21,18.47,,
2006-09-22,18.14,,
2006-09-25,18.32,,
2006-09-26,18.32,,
2006-09-27,18.23,,
2006-09-28,18.01,,
2006-09-29,17.9,,
2006-10-02,17.59,,
2006-10-03,17.79,,
2006-10-04,17.78,,
2006-10-05,18.35,,
2006-10-06,18.06,,
2006-10-09,18.03,,
2006-10-10,17.93,,
2006-10-11,17.84,,
2006-10-12,17.85,,
2006-10-13,18.19,,
2006-10-16,18.78,,
2006-10-17,18.59,,
2006-10-18,18.74,,
2006-10-19,19.3,,
2006-10-20,19.24,,
2006-10-23,19.45,,
2006-10-24,19.58,,
2006-10-25,19.71,,
2006-10-26,20.1,,
2006-10-27,19.79,,
2006-10-30,19.6,,
2006-10-31,20.61,,
2006-11-01,20.84,,
2006-11-02,21.07,,
2006-11-03,20.95,,
2006-11-06,21.1,,
2006-11-07,20.96,,
2006-11-08,20.25,,
2006-11-09,20.25,,
2006-11-10,20.01,,
2006-11-13,20.07,,
2006-11-14,19.89,,
2006-11-15,20.44,,
2006-11-16,20.47,,
2006-11-17,20.88,,
2006-11-20,21.03,,
2006-11-21,21.33,,
2006-11-22,21.5,,
2006-11-24,21.53,,
2006-11-27,21.5,,
2006-11-28,21.83,,
2006-11-29,21.89,,
2006-11-30,22.0,,
2006-12-01,21.96,,
2006-12-04,21.95,,
2006-12-05,22.64,,
2006-12-06,22.87,,
2006-12-07,23.2,,
2006-12-08,22.99,,
2006-12-11,22.95,,
2006-12-12,22.66,,
2006-12-13,23.8,,
2006-12-14,25.02,,
2006-12-15,25.4,,
2006-12-18,25.04,,
2006-12-19,25.76,,
2006-12-20,25.74,,
2006-12-21,25.07,,
2006-12-22,25.15,,
2006-12-26,25.1,,
2006-12-27,25.43,,
2006-12-28,25.79,,
2006-12-29,25.88,25.89639035650415,-0.0006329205066232246
2007-01-03,25.31,25.786390356504146,-0.018474487895277947
2007-01-04,25.2,25.64639035650415,-0.017405582239800155
2007-01-05,25.06,25.51639035650415,-0.017886164544736127
2007-01-08,24.93,25.506390356504152,-0.022597880313439678
2007-01-09,24.92,25.386390356504155,-0.018371668833362165
2007-01-10,24.8,25.34639035650415,-0.021556929756821885
2007-01-11,24.76,25.986390356504153,-0.0471935632336562
2007-01-12,25.4,26.26639035650415,-0.032984751415971125
2007-01-16,25.68,26.386390356504155,-0.02677101137973703
2007-01-17,25.8,25.856390356504146,-0.0021809059859726476
2007-01-18,25.27,25.816390356504154,-0.021164475318157683
2007-01-19,25.23,26.08639035650415,-0.0328290094873408
2007-01-22,25.5,26.326390356504152,-0.03139018852616782
2007-01-23,25.74,26.59639035650415,-0.03219949568437286
2007-01-24,26.01,26.326390356504152,-0.012017992296691093
2007-01-25,25.74,26.356390356504146,-0.023386751682103468
2007-01-26,25.77,26.606390356504146,-0.03143569440638849
2007-01-29,26.02,26.70639035650415,-0.025701352647868658
2007-01-30,26.12,26.83639035650415,-0.026694736027735644
2007-01-31,26.25,27.066390356504154,-0.030162513203685237
2007-02-01,26.48,27.26639035650415,-0.028841014385190267
2007-02-02,26.68,27.156390356504154,-0.017542477120493172
2007-02-05,26.57,28.436390356504155,-0.06563387030158918
2007-02-06,27.85,28.226390356504147,-0.013334696776678534
2007-02-07,27.64,28.696390356504153,-0.03681265634389164
2007-02-08,28.11,28.95639035650415,-0.029229829619078718
2007-02-09,28.37,29.11639035650415,-0.02563471458396005
2007-02-12,28.53,29.576390356504152,-0.03537924486021804
2007-02-13,28.99,29.316390356504154,-0.011133374625424963
2007-02-14,28.73,29.696390356504153,-0.032542350935675035
2007-02-15,29.11,29.88639035650415,-0.02597805714383261
2007-02-16,29.3,30.26639035650415,-0.03192948829117559
2007-02-20,29.68,30.46639035650415,-0.025811733759797617
2007-02-21,29.88,29.776390356504155,0.0034795904491899954
2007-02-22,29.19,30.21639035650415,-0.0339680002936954
2007-02-23,29.63,30.36639035650415,-0.024250177510690696
2007-02-26,29.78,29.73639035650415,0.0014665412638530384
2007-02-27,29.15,29.166390356504152,-0.0005619604038693549
2007-02-28,28.58,28.88639035650415,-0.01060673738472706
2007-03-01,28.3,28.916390356504152,-0.02131629670594437
2007-03-02,28.33,29.916390356504152,-0.053027465466242485
2007-03-05,29.33,30.696390356504153,-0.0445130629574052
2007-03-06,30.11,30.49639035650415,-0.012670035764470233
2007-03-07,29.91,30.76639035650415,-0.027835256153899257
2007-03-08,30.18,30.776390356504155,-0.019378177544401853
2007-03-09,30.19,31.20639035650415,-0.03256994304348659
2007-03-12,30.62,31.05639035650415,-0.014051547893838001
2007-03-13,30.47,30.98639035650415,-0.01666506974716908
2007-03-14,30.4,30.83639035650415,-0.01415179764748653
2007-03-15,30.25,30.70639035650415,-0.014863041575561842
2007-03-16,30.12,30.80639035650415,-0.02228077838918996
2007-03-19,30.22,31.066390356504154,-0.027244567096188277
2007-03-20,30.48,31.45639035650415,-0.03103949135417139
2007-03-21,30.87,31.856390356504146,-0.030963657384451726
2007-03-22,31.27,31.416390356504152,-0.004659680976807246
2007-03-23,30.83,31.38639035650415,-0.01772712153848721
2007-03-26,30.8,31.36639035650415,-0.01805723738264653
2007-03-27,30.78,31.39639035650415,-0.0196325230227129
2007-03-28,30.81,31.04639035650415,-0.007614101149592378
2007-03-29,30.46,31.42639035650415,-0.03075091811504027
2007-03-30,30.84,37.99003631229599,-0.18820819894772745
2007-04-02,30.99,38.67003631229599,-0.19860432119258076
2007-04-03,31.67,38.110036312295996,-0.16898531031360242
2007-04-04,31.11,38.56003631229599,-0.19320615395583363
2007-04-05,31.56,39.040036312295996,-0.1915991125740858
2007-04-09,32.04,38.89003631229599,-0.17613859388786923
2007-04-10,31.89,38.510036312295995,-0.17190418255155637
2007-04-11,31.51,38.950036312295985,-0.19101487486796687
2007-04-12,31.95,39.170036312295984,-0.18432549448593494
2007-04-13,32.17,38.870036312295994,-0.1723702097539983
2007-04-16,31.87,39.400036312295995,-0.19111749676093615
2007-04-17,32.4,40.39003631229599,-0.19782196407344088
2007-04-18,33.39,39.87003631229599,-0.16252897944558764
2007-04-19,32.87,39.77003631229599,-0.17349836590827206
2007-04-20,32.77,39.75003631229599,-0.1755982373816557
2007-04-23,32.75,39.360036312295996,-0.16793775950432832
2007-04-24,32.36,39.53003631229599,-0.18138198142928896
2007-04-25,32.53,39.610036312295996,-0.1787434946152313
2007-04-26,32.61,39.670036312295984,-0.1779689904167716
2007-04-27,32.67,40.170036312295984,-0.18670723257474964
2007-04-30,33.17,40.970036312295996,-0.19038392479908628
2007-05-01,33.97,41.69003631229599,-0.18517701098809203
2007-05-02,34.69,41.68003631229599,-0.16770705908031724
2007-05-03,34.68,41.80003631229599,-0.17033564897171016
2007-05-04,34.8,42.05003631229599,-0.172414507765264
2007-05-07,35.05,42.14003631229599,-0.1682494115513422
2007-05-08,35.14,42.060036312296,-0.16452758768239506
