date,EW,dcf,Deviation
2008-10-13,13.93,,
2008-10-14,13.5,,
2008-10-15,12.17,,
2008-10-16,12.54,,
2008-10-17,12.58,,
2008-10-20,13.31,,
2008-10-21,13.51,,
2008-10-22,12.44,,
2008-10-23,12.78,,
2008-10-24,12.74,,
2008-10-27,12.23,,
2008-10-28,12.8,,
2008-10-29,12.91,,
2008-10-30,13.07,,
2008-10-31,13.21,,
2008-11-03,13.44,,
2008-11-04,13.52,,
2008-11-05,13.45,,
2008-11-06,13.18,,
2008-11-07,13.31,,
2008-11-10,13.35,,
2008-11-11,13.5,,
2008-11-12,13.44,,
2008-11-13,13.71,,
2008-11-14,13.33,,
2008-11-17,12.99,,
2008-11-18,12.62,,
2008-11-19,11.98,,
2008-11-20,11.25,,
2008-11-21,12.15,,
2008-11-24,12.51,,
2008-11-25,12.25,,
2008-11-26,12.58,,
2008-11-28,12.44,,
2008-12-01,11.93,,
2008-12-02,11.96,,
2008-12-03,12.1,,
2008-12-04,11.68,,
2008-12-05,12.12,,
2008-12-08,12.24,,
2008-12-09,11.8,,
2008-12-10,11.61,,
2008-12-11,11.66,,
2008-12-12,12.14,,
2008-12-15,12.58,,
2008-12-16,12.97,,
2008-12-17,13.11,,
2008-12-18,13.24,,
2008-12-19,13.28,,
2008-12-22,13.49,,
2008-12-23,13.59,,
2008-12-24,13.57,,
2008-12-26,13.5,,
2008-12-29,13.32,,
2008-12-30,13.7,,
2008-12-31,13.74,,
2009-01-02,14.0,,
2009-01-05,13.73,,
2009-01-06,13.7,,
2009-01-07,13.74,,
2009-01-08,13.86,,
2009-01-09,13.92,,
2009-01-12,13.72,,
2009-01-13,13.76,,
2009-01-14,13.88,,
2009-01-15,14.15,,
2009-01-16,14.33,,
2009-01-20,13.82,,
2009-01-21,14.23,,
2009-01-22,14.19,,
2009-01-23,14.22,,
2009-01-26,14.27,,
2009-01-27,14.49,,
2009-01-28,14.38,,
2009-01-29,14.39,,
2009-01-30,14.37,,
2009-02-02,14.33,,
2009-02-03,14.35,,
2009-02-04,15.0,,
2009-02-05,15.04,,
2009-02-06,15.28,,
2009-02-09,15.45,,
2009-02-10,15.28,,
2009-02-11,15.42,,
2009-02-12,15.52,,
2009-02-13,15.73,,
2009-02-17,15.43,,
2009-02-18,15.37,,
2009-02-19,15.4,,
2009-02-20,15.28,,
2009-02-23,14.54,,
2009-02-24,15.03,,
2009-02-25,14.92,,
2009-02-26,14.48,,
2009-02-27,13.9,,
2009-03-02,13.33,,
2009-03-03,13.28,,
2009-03-04,13.63,,
2009-03-05,13.35,,
2009-03-06,13.72,,
2009-03-09,13.64,,
2009-03-10,13.93,,
2009-03-11,14.06,,
2009-03-12,14.77,,
2009-03-13,15.35,,
2009-03-16,15.15,,
2009-03-17,15.41,,
2009-03-18,15.45,,
2009-03-19,15.35,,
2009-03-20,15.22,,
2009-03-23,15.48,,
2009-03-24,15.3,,
2009-03-25,15.38,,
2009-03-26,15.77,,
2009-03-27,15.62,,
2009-03-30,15.27,,
2009-03-31,15.16,,
2009-04-01,15.02,,
2009-04-02,14.9,,
2009-04-03,14.53,,
2009-04-06,14.51,,
2009-04-07,14.43,,
2009-04-08,14.6,,
2009-04-09,14.69,,
2009-04-13,14.88,,
2009-04-14,14.75,,
2009-04-15,14.66,,
2009-04-16,14.77,,
2009-04-17,14.94,,
2009-04-20,14.76,,
2009-04-21,14.6,,
2009-04-22,14.32,,
2009-04-23,14.15,,
2009-04-24,14.27,,
2009-04-27,14.44,,
2009-04-28,16.16,,
2009-04-29,16.01,,
2009-04-30,15.85,,
2009-05-01,16.03,,
2009-05-04,15.96,,
2009-05-05,15.93,,
2009-05-06,15.74,,
2009-05-07,15.87,,
2009-05-08,15.82,,
2009-05-11,15.73,,
2009-05-12,15.7,,
2009-05-13,15.62,,
2009-05-14,15.61,,
2009-05-15,15.69,,
2009-05-18,15.69,,
2009-05-19,16.0,,
2009-05-20,15.66,,
2009-05-21,15.59,,
2009-05-22,15.72,,
2009-05-26,16.0,,
2009-05-27,15.84,,
2009-05-28,15.88,,
2009-05-29,15.96,,
2009-06-01,16.38,,
2009-06-02,16.61,,
2009-06-03,16.61,,
2009-06-04,16.18,,
2009-06-05,16.16,,
2009-06-08,15.73,,
2009-06-09,16.1,,
2009-06-10,15.99,,
2009-06-11,16.35,,
2009-06-12,16.54,,
2009-06-15,16.02,,
2009-06-16,16.02,,
2009-06-17,16.47,,
2009-06-18,16.81,,
2009-06-19,16.84,,
2009-06-22,16.41,,
2009-06-23,16.28,,
2009-06-24,16.54,,
2009-06-25,16.87,,
2009-06-26,16.81,,
2009-06-29,16.79,,
2009-06-30,17.01,,
2009-07-01,16.76,,
2009-07-02,16.53,,
2009-07-06,16.53,,
2009-07-07,16.32,,
2009-07-08,16.52,,
2009-07-09,16.35,,
2009-07-10,16.48,,
2009-07-13,16.53,,
2009-07-14,16.58,,
2009-07-15,16.72,,
2009-07-16,16.91,,
2009-07-17,17.0,,
2009-07-20,17.03,,
2009-07-21,16.51,,
2009-07-22,16.35,,
2009-07-23,16.55,,
2009-07-24,16.81,,
2009-07-27,16.61,,
2009-07-28,16.47,,
2009-07-29,16.74,,
2009-07-30,16.32,,
2009-07-31,16.35,,
2009-08-03,16.24,,
2009-08-04,16.23,,
2009-08-05,15.95,,
2009-08-06,15.86,,
2009-08-07,15.96,,
2009-08-10,16.03,,
2009-08-11,16.33,,
2009-08-12,16.21,,
2009-08-13,16.17,,
2009-08-14,16.06,,
2009-08-17,15.87,,
2009-08-18,15.72,,
2009-08-19,15.79,,
2009-08-20,15.92,,
2009-08-21,16.01,,
2009-08-24,15.91,,
2009-08-25,15.92,,
2009-08-26,15.77,,
2009-08-27,15.87,,
2009-08-28,15.53,,
2009-08-31,15.47,,
2009-09-01,15.42,,
2009-09-02,15.65,,
2009-09-03,15.71,,
2009-09-04,15.91,,
2009-09-08,16.04,,
2009-09-09,16.22,,
2009-09-10,16.38,,
2009-09-11,16.5,,
2009-09-14,16.75,,
2009-09-15,16.44,,
2009-09-16,16.87,,
2009-09-17,16.84,,
2009-09-18,16.82,,
2009-09-21,16.91,,
2009-09-22,16.93,,
2009-09-23,16.84,,
2009-09-24,16.93,,
2009-09-25,17.27,,
2009-09-28,17.46,,
2009-09-29,17.48,,
2009-09-30,17.48,,
2009-10-01,17.25,,
2009-10-02,17.1,,
2009-10-05,17.26,,
2009-10-06,17.25,,
2009-10-07,17.26,,
2009-10-08,17.49,,
2009-10-09,17.84,,
2009-10-12,17.49,,
2009-10-13,17.4,,
2009-10-14,17.4,,
2009-10-15,17.55,,
2009-10-16,17.9,,
2009-10-19,18.03,,
2009-10-20,17.91,,
2009-10-21,17.78,,
2009-10-22,19.01,,
2009-10-23,19.0,,
2009-10-26,19.1,,
2009-10-27,19.04,,
2009-10-28,19.25,,
2009-10-29,19.44,,
2009-10-30,19.24,,
2009-11-02,19.46,,
2009-11-03,19.4,,
2009-11-04,19.57,,
2009-11-05,19.93,,
2009-11-06,19.99,,
2009-11-09,20.1,,
2009-11-10,20.15,,
2009-11-11,20.19,,
2009-11-12,20.12,,
2009-11-13,20.16,,
2009-11-16,20.3,,
2009-11-17,20.3,,
2009-11-18,20.45,,
2009-11-19,20.28,,
2009-11-20,20.31,,
2009-11-23,20.32,,
2009-11-24,20.56,,
2009-11-25,20.69,,
2009-11-27,20.63,,
2009-11-30,20.57,,
2009-12-01,20.57,,
2009-12-02,20.64,,
2009-12-03,20.64,,
2009-12-04,20.83,,
2009-12-07,20.74,,
2009-12-08,20.76,,
2009-12-09,20.77,,
2009-12-10,21.47,,
2009-12-11,21.49,,
2009-12-14,21.5,,
2009-12-15,21.45,,
2009-12-16,21.31,,
2009-12-17,21.22,,
2009-12-18,21.32,,
2009-12-21,21.58,,
2009-12-22,21.82,,
2009-12-23,21.86,,
2009-12-24,21.9,,
2009-12-28,21.95,,
2009-12-29,21.94,,
2009-12-30,21.89,,
2009-12-31,21.71,,
2010-01-04,21.87,,
2010-01-05,22.03,,
2010-01-06,22.27,,
2010-01-07,22.47,,
2010-01-08,22.37,,
2010-01-11,22.86,,
2010-01-12,22.94,,
2010-01-13,23.03,,
2010-01-14,23.11,,
2010-01-15,22.9,,
2010-01-19,23.26,,
2010-01-20,23.49,,
2010-01-21,23.52,,
2010-01-22,22.73,,
2010-01-25,22.96,,
2010-01-26,22.92,,
2010-01-27,22.89,,
2010-01-28,22.64,,
2010-01-29,22.41,,
2010-02-01,22.56,,
2010-02-02,23.26,,
2010-02-03,23.11,,
2010-02-04,22.42,,
2010-02-05,22.43,,
2010-02-08,21.76,,
2010-02-09,21.66,,
2010-02-10,21.45,,
2010-02-11,21.59,,
2010-02-12,21.83,,
2010-02-16,22.03,,
2010-02-17,22.45,,
2010-02-18,22.67,,
2010-02-19,22.63,,
2010-02-22,22.84,,
2010-02-23,22.54,,
2010-02-24,22.75,,
2010-02-25,22.82,,
2010-02-26,22.96,,
2010-03-01,23.41,,
2010-03-02,23.78,,
2010-03-03,23.87,,
2010-03-04,23.95,,
2010-03-05,24.23,,
2010-03-08,24.2,,
2010-03-09,24.09,,
2010-03-10,24.3,,
2010-03-11,24.3,,
2010-03-12,24.46,,
2010-03-15,24.7,,
2010-03-16,24.68,,
2010-03-17,24.61,,
2010-03-18,24.78,,
2010-03-19,24.98,,
2010-03-22,25.32,,
2010-03-23,25.14,,
2010-03-24,25.0,,
2010-03-25,24.74,,
2010-03-26,24.55,,
2010-03-29,24.88,,
2010-03-30,25.03,,
2010-03-31,24.72,,
2010-04-01,25.1,,
2010-04-05,25.8,,
2010-04-06,25.61,,
2010-04-07,25.75,,
2010-04-08,25.71,,
2010-04-09,26.0,,
2010-04-12,25.61,,
2010-04-13,26.13,,
2010-04-14,26.08,,
2010-04-15,26.34,,
2010-04-16,26.09,,
2010-04-19,25.9,,
2010-04-20,26.16,,
2010-04-21,25.08,,
2010-04-22,25.4,,
2010-04-23,25.68,,
2010-04-26,25.54,,
2010-04-27,25.7,,
2010-04-28,26.13,,
2010-04-29,26.38,,
2010-04-30,25.77,,
2010-05-03,26.46,,
2010-05-04,25.87,,
2010-05-05,25.73,,
2010-05-06,24.96,,
2010-05-07,24.37,,
2010-05-10,25.23,,
2010-05-11,24.95,,
2010-05-12,25.37,,
2010-05-13,25.48,,
2010-05-14,25.15,,
2010-05-17,25.42,,
2010-05-18,25.31,,
2010-05-19,24.91,,
2010-05-20,24.04,,
2010-05-21,24.6,,
2010-05-24,25.06,,
2010-05-25,24.78,,
2010-05-26,25.46,,
2010-05-27,25.96,,
2010-05-28,25.26,,
2010-06-01,26.05,,
2010-06-02,26.62,,
2010-06-03,26.9,,
2010-06-04,26.23,,
2010-06-07,25.72,,
2010-06-08,26.18,,
2010-06-09,26.27,,
2010-06-10,26.47,,
2010-06-11,26.9,,
2010-06-14,26.92,,
2010-06-15,27.25,,
2010-06-16,27.56,,
2010-06-17,27.45,,
2010-06-18,27.53,,
2010-06-21,27.52,,
2010-06-22,27.41,,
2010-06-23,26.08,,
2010-06-24,26.5,,
2010-06-25,26.66,,
2010-06-28,27.04,,
2010-06-29,26.92,,
2010-06-30,28.01,,
2010-07-01,27.79,,
2010-07-02,27.71,,
2010-07-06,28.3,,
2010-07-07,27.62,,
2010-07-08,27.8,,
2010-07-09,28.07,,
2010-07-12,28.0,,
2010-07-13,27.83,,
2010-07-14,28.0,,
2010-07-15,27.98,,
2010-07-16,27.38,,
2010-07-19,27.59,,
2010-07-20,27.79,,
2010-07-21,26.78,,
2010-07-22,28.68,,
2010-07-23,29.12,,
2010-07-26,29.34,,
2010-07-27,29.37,,
2010-07-28,28.92,,
2010-07-29,28.64,,
2010-07-30,28.9,,
2010-08-02,28.81,,
2010-08-03,28.73,,
2010-08-04,28.77,,
2010-08-05,28.81,,
2010-08-06,29.15,,
2010-08-09,29.17,,
2010-08-10,29.01,,
2010-08-11,28.87,,
2010-08-12,28.72,,
2010-08-13,28.66,,
2010-08-16,28.62,,
2010-08-17,28.83,,
2010-08-18,28.88,,
2010-08-19,28.82,,
2010-08-20,29.09,,
2010-08-23,29.13,,
2010-08-24,28.56,,
2010-08-25,28.45,,
2010-08-26,28.74,,
2010-08-27,29.05,,
2010-08-30,28.91,,
2010-08-31,28.79,,
2010-09-01,29.47,,
2010-09-02,30.21,,
2010-09-03,30.49,,
2010-09-07,30.48,,
2010-09-08,30.0,,
2010-09-09,29.88,,
2010-09-10,29.51,,
2010-09-13,28.71,,
2010-09-14,28.5,,
2010-09-15,28.83,,
2010-09-16,29.16,,
2010-09-17,27.91,,
2010-09-20,27.24,,
2010-09-21,29.67,,
2010-09-22,29.85,,
2010-09-23,33.79,,
2010-09-24,33.96,,
2010-09-27,34.06,,
2010-09-28,33.98,,
2010-09-29,33.97,,
2010-09-30,33.53,,
2010-10-01,33.56,,
2010-10-04,33.26,,
2010-10-05,33.85,,
2010-10-06,33.89,,
2010-10-07,33.83,,
2010-10-08,34.01,,
2010-10-11,33.76,,
2010-10-12,33.4,,
2010-10-13,33.53,,
2010-10-14,33.61,,
2010-10-15,33.74,,
2010-10-18,33.47,,
2010-10-19,32.71,,
2010-10-20,33.11,,
2010-10-21,33.0,,
2010-10-22,33.12,,
2010-10-25,32.39,,
2010-10-26,32.21,,
2010-10-27,31.92,,
2010-10-28,31.97,,
2010-10-29,31.96,,
2010-11-01,32.11,,
2010-11-02,32.12,,
2010-11-03,32.17,,
2010-11-04,32.72,,
2010-11-05,32.81,,
2010-11-08,33.08,,
2010-11-09,33.23,,
2010-11-10,33.08,,
2010-11-11,32.83,,
2010-11-12,32.46,,
2010-11-15,32.92,,
2010-11-16,32.17,,
2010-11-17,32.51,,
2010-11-18,32.97,,
2010-11-19,33.45,,
2010-11-22,33.47,,
2010-11-23,32.72,,
2010-11-24,33.07,,
2010-11-26,32.97,,
2010-11-29,33.32,,
2010-11-30,33.18,,
2010-12-01,33.79,,
2010-12-02,33.76,,
2010-12-03,34.08,,
2010-12-06,34.28,,
2010-12-07,34.4,,
2010-12-08,34.72,,
2010-12-09,35.12,,
2010-12-10,35.65,,
2010-12-13,38.03,,
2010-12-14,39.08,,
2010-12-15,40.63,,
2010-12-16,40.74,,
2010-12-17,42.38,,
2010-12-20,42.14,,
2010-12-21,41.43,,
2010-12-22,40.96,,
2010-12-23,40.66,,
2010-12-27,40.48,,
2010-12-28,40.43,,
2010-12-29,40.93,,
2010-12-30,40.44,,
2010-12-31,40.42,,
2011-01-03,39.63,,
2011-01-04,40.13,,
2011-01-05,39.41,,
2011-01-06,39.4,,
2011-01-07,39.53,,
2011-01-10,39.33,,
2011-01-11,39.99,,
2011-01-12,39.7,,
2011-01-13,40.9,,
2011-01-14,40.85,,
2011-01-18,41.74,,
2011-01-19,41.9,,
2011-01-20,41.76,,
2011-01-21,41.35,,
2011-01-24,41.68,,
2011-01-25,41.74,,
2011-01-26,42.41,,
2011-01-27,42.46,,
2011-01-28,41.59,,
2011-01-31,42.15,,
2011-02-01,42.97,,
2011-02-02,43.16,,
2011-02-03,42.78,,
2011-02-04,42.97,,
2011-02-07,43.33,,
2011-02-08,44.03,,
2011-02-09,44.0,,
2011-02-10,44.25,,
2011-02-11,44.44,,
2011-02-14,44.46,,
2011-02-15,44.32,,
2011-02-16,44.13,,
2011-02-17,44.58,,
2011-02-18,44.75,,
2011-02-22,43.6,,
2011-02-23,42.57,,
2011-02-24,42.29,,
2011-02-25,43.2,,
2011-02-28,42.52,,
2011-03-01,42.49,,
2011-03-02,44.35,,
2011-03-03,45.44,,
2011-03-04,44.76,,
2011-03-07,44.92,,
2011-03-08,45.13,,
2011-03-09,45.68,,
2011-03-10,44.12,,
2011-03-11,44.63,,
2011-03-14,44.23,,
2011-03-15,43.12,,
2011-03-16,43.13,,
2011-03-17,43.56,,
2011-03-18,43.11,,
2011-03-21,43.82,,
2011-03-22,43.31,,
2011-03-23,42.58,,
2011-03-24,42.7,,
2011-03-25,44.25,,
2011-03-28,44.12,,
2011-03-29,44.0,,
2011-03-30,43.96,,
2011-03-31,43.5,,
2011-04-01,43.04,,
2011-04-04,42.74,,
2011-04-05,41.13,,
2011-04-06,41.13,,
2011-04-07,41.39,,
2011-04-08,41.53,,
2011-04-11,41.67,,
2011-04-12,41.63,,
2011-04-13,42.23,,
2011-04-14,41.95,,
2011-04-15,41.97,,
2011-04-18,40.8,,
2011-04-19,40.9,,
2011-04-20,42.18,,
2011-04-21,41.68,,
2011-04-25,41.9,,
2011-04-26,41.67,,
2011-04-27,41.99,,
2011-04-28,42.13,,
2011-04-29,43.17,,
2011-05-02,43.08,,
2011-05-03,42.71,,
2011-05-04,42.76,,
2011-05-05,43.3,,
2011-05-06,44.1,,
2011-05-09,44.04,,
2011-05-10,44.32,,
2011-05-11,43.99,,
2011-05-12,44.62,,
2011-05-13,44.13,,
2011-05-16,44.65,,
2011-05-17,44.24,,
2011-05-18,44.75,,
2011-05-19,44.92,,
2011-05-20,44.22,,
2011-05-23,44.08,,
2011-05-24,43.96,,
2011-05-25,44.06,,
2011-05-26,43.83,,
2011-05-27,44.04,,
2011-05-31,44.37,,
2011-06-01,43.8,,
2011-06-02,43.47,,
2011-06-03,43.22,,
2011-06-06,43.01,,
2011-06-07,43.24,,
2011-06-08,42.97,,
2011-06-09,43.23,,
2011-06-10,42.1,,
2011-06-13,41.79,,
2011-06-14,42.79,,
2011-06-15,41.94,,
2011-06-16,41.62,,
2011-06-17,42.01,,
2011-06-20,41.96,,
2011-06-21,42.13,,
2011-06-22,42.38,,
2011-06-23,42.5,,
2011-06-24,42.38,,
2011-06-27,42.7,,
2011-06-28,42.72,,
2011-06-29,42.79,,
2011-06-30,43.59,,
2011-07-01,44.04,,
2011-07-05,44.6,,
2011-07-06,45.42,,
2011-07-07,45.54,,
2011-07-08,45.46,,
2011-07-11,45.06,,
2011-07-12,44.95,,
2011-07-13,45.18,,
2011-07-14,44.97,,
2011-07-15,44.47,,
2011-07-18,44.85,,
2011-07-19,44.83,,
2011-07-20,43.76,,
2011-07-21,41.28,,
2011-07-22,38.96,,
2011-07-25,37.2,,
2011-07-26,36.99,,
2011-07-27,35.8,,
2011-07-28,36.23,,
2011-07-29,35.67,,
2011-08-01,35.08,,
2011-08-02,35.1,,
2011-08-03,36.0,,
2011-08-04,34.36,,
2011-08-05,34.2,,
2011-08-08,31.97,,
2011-08-09,33.01,,
2011-08-10,31.42,,
2011-08-11,33.04,,
2011-08-12,34.58,,
2011-08-15,34.67,,
2011-08-16,34.28,,
2011-08-17,34.51,,
2011-08-18,33.6,,
2011-08-19,33.87,,
2011-08-22,34.02,,
2011-08-23,35.35,,
2011-08-24,36.15,,
2011-08-25,35.45,,
2011-08-26,36.79,,
2011-08-29,37.3,,
2011-08-30,37.26,,
2011-08-31,37.72,,
2011-09-01,37.26,,
2011-09-02,36.35,,
2011-09-06,36.54,,
2011-09-07,37.38,,
2011-09-08,36.54,,
2011-09-09,35.22,,
2011-09-12,35.6,,
2011-09-13,36.73,,
2011-09-14,37.31,,
2011-09-15,38.16,,
2011-09-16,38.58,,
2011-09-19,38.63,,
2011-09-20,39.25,,
2011-09-21,38.24,,
2011-09-22,37.33,,
2011-09-23,37.27,,
2011-09-26,38.31,,
2011-09-27,38.91,,
2011-09-28,37.94,,
2011-09-29,35.44,,
2011-09-30,35.64,,
2011-10-03,34.21,,
2011-10-04,34.94,,
2011-10-05,34.55,,
2011-10-06,35.17,,
2011-10-07,36.01,,
2011-10-10,36.1,,
2011-10-11,35.84,,
2011-10-12,35.45,,
2011-10-13,35.62,,
2011-10-14,36.0,,
2011-10-17,34.26,,
2011-10-18,35.08,,
2011-10-19,33.9,,
2011-10-20,36.0,,
2011-10-21,36.69,,
2011-10-24,37.75,,
2011-10-25,36.47,,
2011-10-26,36.78,,
2011-10-27,37.73,,
2011-10-28,38.03,,
2011-10-31,37.71,,
2011-11-01,36.76,,
2011-11-02,37.19,,
2011-11-03,38.4,,
2011-11-04,38.22,,
2011-11-07,38.11,,
2011-11-08,38.14,,
2011-11-09,35.85,,
2011-11-10,34.51,,
2011-11-11,35.29,,
2011-11-14,35.16,,
2011-11-15,34.38,,
2011-11-16,32.67,,
2011-11-17,31.84,,
2011-11-18,31.51,,
2011-11-21,32.06,,
2011-11-22,31.53,,
2011-11-23,31.48,,
2011-11-25,31.25,,
2011-11-28,31.93,,
2011-11-29,31.76,,
2011-11-30,33.01,,
2011-12-01,33.42,,
2011-12-02,32.49,,
2011-12-05,32.62,,
2011-12-06,32.59,,
2011-12-07,32.4,,
2011-12-08,31.91,,
2011-12-09,32.26,,
2011-12-12,33.92,,
2011-12-13,33.56,,
2011-12-14,32.94,,
2011-12-15,33.15,,
2011-12-16,33.7,,
2011-12-19,33.8,,
2011-12-20,35.23,,
2011-12-21,35.01,,
2011-12-22,35.21,,
2011-12-23,35.49,,
2011-12-27,35.36,,
2011-12-28,35.06,,
2011-12-29,35.71,,
2011-12-30,35.35,,
2012-01-03,36.0,,
2012-01-04,35.42,,
2012-01-05,35.97,,
2012-01-06,36.44,,
2012-01-09,36.31,,
2012-01-10,37.2,,
2012-01-11,37.15,,
2012-01-12,37.08,,
2012-01-13,36.61,,
2012-01-17,36.13,,
2012-01-18,38.84,,
2012-01-19,38.95,,
2012-01-20,38.56,,
2012-01-23,39.65,,
2012-01-24,39.27,,
2012-01-25,39.5,,
2012-01-26,39.13,,
2012-01-27,39.59,,
2012-01-30,39.13,,
2012-01-31,41.33,,
2012-02-01,40.85,,
2012-02-02,40.33,,
2012-02-03,35.77,,
2012-02-06,36.26,,
2012-02-07,36.81,,
2012-02-08,37.0,,
2012-02-09,36.65,,
2012-02-10,36.94,,
2012-02-13,37.06,,
2012-02-14,36.97,,
2012-02-15,37.92,,
2012-02-16,38.13,,
2012-02-17,37.81,,
2012-02-21,37.32,,
2012-02-22,37.19,,
2012-02-23,36.85,,
2012-02-24,37.13,,
2012-02-27,36.79,,
2012-02-28,36.67,,
2012-02-29,36.56,,
2012-03-01,36.15,,
2012-03-02,35.61,,
2012-03-05,35.4,,
2012-03-06,34.4,,
2012-03-07,34.22,,
2012-03-08,34.26,,
2012-03-09,34.46,,
2012-03-12,34.62,,
2012-03-13,34.65,,
2012-03-14,34.85,,
2012-03-15,35.01,,
2012-03-16,35.71,,
2012-03-19,35.24,,
2012-03-20,35.58,,
2012-03-21,35.54,,
2012-03-22,35.75,,
2012-03-23,35.64,,
2012-03-26,37.76,,
2012-03-27,37.04,,
2012-03-28,36.51,,
2012-03-29,36.44,,
2012-03-30,36.37,,
2012-04-02,36.81,,
2012-04-03,36.58,,
2012-04-04,35.95,,
2012-04-05,35.99,,
2012-04-09,35.6,,
2012-04-10,35.31,,
2012-04-11,35.83,,
2012-04-12,36.3,,
2012-04-13,34.28,,
2012-04-16,34.22,,
2012-04-17,35.69,,
2012-04-18,36.36,,
2012-04-19,36.47,,
2012-04-20,36.69,,
2012-04-23,36.68,,
2012-04-24,36.67,,
2012-04-25,40.92,,
2012-04-26,40.86,,
2012-04-27,41.35,,
2012-04-30,41.49,,
2012-05-01,42.39,,
2012-05-02,43.12,,
2012-05-03,43.06,,
2012-05-04,42.49,,
2012-05-07,42.74,,
2012-05-08,42.7,,
2012-05-09,42.72,,
2012-05-10,42.03,,
2012-05-11,42.34,,
2012-05-14,42.04,,
2012-05-15,41.69,,
2012-05-16,41.54,,
2012-05-17,41.3,,
2012-05-18,40.95,,
2012-05-21,42.05,,
2012-05-22,41.73,,
2012-05-23,42.53,,
2012-05-24,43.67,,
2012-05-25,43.7,,
2012-05-29,43.76,,
2012-05-30,42.88,,
2012-05-31,42.69,,
2012-06-01,42.29,,
2012-06-04,42.09,,
2012-06-05,43.58,,
2012-06-06,43.17,,
2012-06-07,43.61,,
2012-06-08,44.12,,
2012-06-11,44.0,,
2012-06-12,45.4,,
2012-06-13,45.27,,
2012-06-14,48.44,,
2012-06-15,48.76,,
2012-06-18,50.33,,
2012-06-19,51.24,,
2012-06-20,50.94,,
2012-06-21,49.78,,
2012-06-22,50.78,,
2012-06-25,51.08,,
2012-06-26,50.74,,
2012-06-27,50.91,,
2012-06-28,50.59,,
2012-06-29,51.65,,
2012-07-02,52.11,,
2012-07-03,51.97,,
2012-07-05,52.22,,
2012-07-06,50.96,,
2012-07-09,51.67,,
2012-07-10,50.72,,
2012-07-11,50.81,,
2012-07-12,50.41,,
2012-07-13,50.72,,
2012-07-16,50.52,,
2012-07-17,51.62,,
2012-07-18,51.05,,
2012-07-19,51.41,,
2012-07-20,50.54,,
2012-07-23,50.24,,
2012-07-24,49.33,,
2012-07-25,52.53,,
2012-07-26,51.27,,
2012-07-27,52.6,,
2012-07-30,51.72,,
2012-07-31,50.6,,
2012-08-01,50.03,,
2012-08-02,49.65,,
2012-08-03,50.66,,
2012-08-06,50.21,,
2012-08-07,50.56,,
2012-08-08,50.15,,
2012-08-09,49.15,,
2012-08-10,49.08,,
2012-08-13,48.93,,
2012-08-14,48.79,,
2012-08-15,49.09,,
2012-08-16,48.9,,
2012-08-17,50.22,,
2012-08-20,49.67,,
2012-08-21,49.83,,
2012-08-22,49.81,,
2012-08-23,49.65,,
2012-08-24,49.59,,
2012-08-27,50.13,,
2012-08-28,50.54,,
2012-08-29,50.91,,
2012-08-30,51.0,,
2012-08-31,51.06,,
2012-09-04,52.12,,
2012-09-05,51.97,,
2012-09-06,53.41,,
2012-09-07,54.41,,
2012-09-10,53.66,,
2012-09-11,52.99,,
2012-09-12,52.83,,
2012-09-13,52.62,,
2012-09-14,52.55,,
2012-09-17,52.0,,
2012-09-18,52.0,,
2012-09-19,51.99,,
2012-09-20,51.74,,
2012-09-21,52.92,,
2012-09-24,52.2,,
2012-09-25,52.21,,
2012-09-26,51.44,,
2012-09-27,52.76,,
2012-09-28,53.69,,
2012-10-01,53.88,,
2012-10-02,54.01,,
2012-10-03,54.69,,
2012-10-04,54.88,,
2012-10-05,54.22,,
2012-10-08,53.71,,
2012-10-09,42.3,,
2012-10-10,43.9,,
2012-10-11,43.09,,
2012-10-12,43.55,,
2012-10-15,43.65,,
2012-10-16,44.38,,
2012-10-17,43.9,,
2012-10-18,43.37,,
2012-10-19,43.07,,
2012-10-22,43.26,,
2012-10-23,42.53,,
2012-10-24,43.11,,
2012-10-25,43.49,,
2012-10-26,43.58,,
2012-10-31,43.42,,
2012-11-01,43.79,,
2012-11-02,43.92,,
2012-11-05,44.7,,
2012-11-06,45.03,,
2012-11-07,44.54,,
2012-11-08,43.31,,
2012-11-09,43.85,,
2012-11-12,43.33,,
2012-11-13,43.88,,
2012-11-14,42.79,,
2012-11-15,43.13,,
2012-11-16,42.87,,
2012-11-19,42.51,,
2012-11-20,42.59,,
2012-11-21,41.85,,
2012-11-23,42.8,,
2012-11-26,42.28,,
2012-11-27,42.03,,
2012-11-28,41.99,,
2012-11-29,41.97,,
2012-11-30,43.38,,
2012-12-03,43.26,,
2012-12-04,45.75,,
2012-12-05,45.3,,
2012-12-06,45.56,,
2012-12-07,45.68,,
2012-12-10,46.04,,
2012-12-11,45.87,,
2012-12-12,45.29,,
2012-12-13,45.24,,
2012-12-14,45.51,,
2012-12-17,45.94,,
2012-12-18,45.97,,
2012-12-19,46.0,,
2012-12-20,46.15,,
2012-12-21,46.06,,
2012-12-24,45.9,,
2012-12-26,45.17,,
2012-12-27,45.53,,
2012-12-28,44.63,,
2012-12-31,45.08,,
2013-01-02,46.07,,
2013-01-03,46.26,,
2013-01-04,46.33,,
2013-01-07,47.25,,
2013-01-08,46.29,,
2013-01-09,46.6,,
2013-01-10,46.01,,
2013-01-11,45.9,,
2013-01-14,45.7,,
2013-01-15,45.04,,
2013-01-16,45.65,,
2013-01-17,45.76,,
2013-01-18,47.28,,
