date,DD,dcf,Deviation
1993-12-16,28.17,,
1993-12-17,27.4,,
1993-12-20,27.52,,
1993-12-21,27.46,,
1993-12-22,27.4,,
1993-12-23,27.28,,
1993-12-27,26.8,,
1993-12-28,26.98,,
1993-12-29,26.98,,
1993-12-30,27.04,,
1993-12-31,26.92,,
1994-01-03,26.8,,
1994-01-04,27.1,,
1994-01-05,27.46,,
1994-01-06,28.11,,
1994-01-07,27.99,,
1994-01-10,27.99,,
1994-01-11,27.93,,
1994-01-12,28.17,,
1994-01-13,27.69,,
1994-01-14,27.93,,
1994-01-17,28.29,,
1994-01-18,28.52,,
1994-01-19,28.88,,
1994-01-20,29.12,,
1994-01-21,29.83,,
1994-01-24,29.53,,
1994-01-25,29.06,,
1994-01-26,29.3,,
1994-01-27,29.71,,
1994-01-28,29.71,,
1994-01-31,30.13,,
1994-02-01,30.01,,
1994-02-02,30.19,,
1994-02-03,30.48,,
1994-02-04,30.42,,
1994-02-07,30.13,,
1994-02-08,30.13,,
1994-02-09,30.42,,
1994-02-10,30.6,,
1994-02-11,30.13,,
1994-02-14,30.24,,
1994-02-15,30.36,,
1994-02-16,30.84,,
1994-02-17,31.43,,
1994-02-18,31.49,,
1994-02-22,31.07,,
1994-02-23,30.42,,
1994-02-24,29.47,,
1994-02-25,30.07,,
1994-02-28,30.19,,
1994-03-01,30.07,,
1994-03-02,29.77,,
1994-03-03,29.53,,
1994-03-04,30.6,,
1994-03-07,31.31,,
1994-03-08,31.02,,
1994-03-09,30.9,,
1994-03-10,30.66,,
1994-03-11,30.48,,
1994-03-14,30.6,,
1994-03-15,30.19,,
1994-03-16,30.66,,
1994-03-17,31.02,,
1994-03-18,30.96,,
1994-03-21,30.6,,
1994-03-22,30.54,,
1994-03-23,31.19,,
1994-03-24,31.07,,
1994-03-25,30.48,,
1994-03-28,30.42,,
1994-03-29,29.06,,
1994-03-30,29.0,,
1994-03-31,28.52,,
1994-04-04,29.3,,
1994-04-05,29.59,,
1994-04-06,29.89,,
1994-04-07,30.01,,
1994-04-08,29.83,,
1994-04-11,30.13,,
1994-04-12,29.83,,
1994-04-13,29.41,,
1994-04-14,29.65,,
1994-04-15,29.65,,
1994-04-18,29.41,,
1994-04-19,28.94,,
1994-04-20,28.52,,
1994-04-21,28.47,,
1994-04-22,28.17,,
1994-04-25,29.3,,
1994-04-26,29.95,,
1994-04-28,29.53,,
1994-04-29,29.77,,
1994-05-02,30.42,,
1994-05-03,30.3,,
1994-05-04,30.19,,
1994-05-05,30.72,,
1994-05-06,30.01,,
1994-05-09,30.72,,
1994-05-10,30.72,,
1994-05-11,30.84,,
1994-05-12,31.02,,
1994-05-13,31.49,,
1994-05-16,31.67,,
1994-05-17,31.73,,
1994-05-18,31.96,,
1994-05-19,31.96,,
1994-05-20,31.79,,
1994-05-23,31.79,,
1994-05-24,32.14,,
1994-05-25,32.74,,
1994-05-26,32.97,,
1994-05-27,32.62,,
1994-05-31,32.38,,
1994-06-01,32.62,,
1994-06-02,32.62,,
1994-06-03,32.68,,
1994-06-06,32.5,,
1994-06-07,32.38,,
1994-06-08,32.2,,
1994-06-09,32.68,,
1994-06-10,32.5,,
1994-06-13,32.74,,
1994-06-14,33.15,,
1994-06-15,32.97,,
1994-06-16,33.09,,
1994-06-17,33.03,,
1994-06-20,32.26,,
1994-06-21,31.43,,
1994-06-22,31.79,,
1994-06-23,31.79,,
1994-06-24,30.78,,
1994-06-27,31.31,,
1994-06-28,31.13,,
1994-06-29,31.43,,
1994-06-30,31.02,,
1994-07-01,31.07,,
1994-07-05,31.13,,
1994-07-06,31.13,,
1994-07-07,31.55,,
1994-07-08,31.55,,
1994-07-11,31.31,,
1994-07-12,31.19,,
1994-07-13,31.61,,
1994-07-14,31.55,,
1994-07-15,31.96,,
1994-07-18,32.26,,
1994-07-19,32.56,,
1994-07-20,32.26,,
1994-07-21,32.08,,
1994-07-22,31.79,,
1994-07-25,31.85,,
1994-07-26,31.79,,
1994-07-27,32.08,,
1994-07-28,32.32,,
1994-07-29,32.79,,
1994-08-01,32.79,,
1994-08-02,33.09,,
1994-08-03,33.74,,
1994-08-04,33.45,,
1994-08-05,33.51,,
1994-08-08,33.33,,
1994-08-09,34.28,,
1994-08-10,33.92,,
1994-08-11,33.39,,
1994-08-12,33.15,,
1994-08-15,33.45,,
1994-08-16,33.51,,
1994-08-17,32.85,,
1994-08-18,33.03,,
1994-08-19,33.03,,
1994-08-22,32.56,,
1994-08-23,32.44,,
1994-08-24,32.74,,
1994-08-25,33.74,,
1994-08-26,33.98,,
1994-08-29,35.05,,
1994-08-30,35.58,,
1994-08-31,35.64,,
1994-09-01,35.4,,
1994-09-02,35.52,,
1994-09-06,35.4,,
1994-09-07,35.76,,
1994-09-08,36.29,,
1994-09-09,36.0,,
1994-09-12,35.7,,
1994-09-13,35.76,,
1994-09-14,35.58,,
1994-09-15,35.88,,
1994-09-16,35.7,,
1994-09-19,35.88,,
1994-09-20,35.34,,
1994-09-21,35.23,,
1994-09-22,35.4,,
1994-09-23,35.58,,
1994-09-26,35.7,,
1994-09-27,36.35,,
1994-09-28,37.24,,
1994-09-29,37.24,,
1994-09-30,37.12,,
1994-10-03,36.65,,
1994-10-04,35.17,,
1994-10-05,34.69,,
1994-10-06,34.69,,
1994-10-07,35.17,,
1994-10-10,35.4,,
1994-10-11,35.58,,
1994-10-12,35.29,,
1994-10-13,35.46,,
1994-10-14,36.12,,
1994-10-17,36.35,,
1994-10-18,36.06,,
1994-10-19,35.7,,
1994-10-20,35.58,,
1994-10-21,35.52,,
1994-10-24,35.52,,
1994-10-25,34.75,,
1994-10-26,34.69,,
1994-10-27,34.93,,
1994-10-28,35.23,,
1994-10-31,34.87,,
1994-11-01,33.09,,
1994-11-02,33.09,,
1994-11-03,33.03,,
1994-11-04,31.85,,
1994-11-07,31.9,,
1994-11-08,32.74,,
1994-11-09,32.74,,
1994-11-10,32.97,,
1994-11-11,32.08,,
1994-11-14,32.56,,
1994-11-15,32.44,,
1994-11-16,32.08,,
1994-11-17,32.2,,
1994-11-18,31.37,,
1994-11-21,30.66,,
1994-11-22,29.47,,
1994-11-23,29.24,,
1994-11-25,29.65,,
1994-11-28,29.77,,
1994-11-29,29.89,,
1994-11-30,30.36,,
1994-12-01,30.36,,
1994-12-02,30.42,,
1994-12-05,30.66,,
1994-12-06,30.84,,
1994-12-07,30.54,,
1994-12-08,29.53,,
1994-12-09,29.83,,
1994-12-12,30.36,,
1994-12-13,30.3,,
1994-12-14,31.73,,
1994-12-15,32.14,,
1994-12-16,32.62,,
1994-12-19,32.56,,
1994-12-20,32.74,,
1994-12-21,32.02,,
1994-12-22,32.44,,
1994-12-23,32.08,,
1994-12-27,32.2,,
1994-12-28,32.02,,
1994-12-29,31.85,,
1994-12-30,31.9,,
1995-01-03,31.49,,
1995-01-04,32.5,,
1995-01-05,32.2,,
1995-01-06,33.15,,
1995-01-09,32.91,,
1995-01-10,32.74,,
1995-01-11,32.68,,
1995-01-12,32.62,,
1995-01-13,32.2,,
1995-01-16,32.85,,
1995-01-17,32.97,,
1995-01-18,33.09,,
1995-01-19,32.62,,
1995-01-20,32.26,,
1995-01-23,31.49,,
1995-01-24,31.61,,
1995-01-25,31.13,,
1995-01-26,30.54,,
1995-01-27,29.71,,
1995-01-30,29.47,,
1995-01-31,29.59,,
1995-02-01,29.89,,
1995-02-02,29.59,,
1995-02-03,30.19,,
1995-02-06,30.48,,
1995-02-07,30.9,,
1995-02-08,30.66,,
1995-02-09,30.66,,
1995-02-10,30.78,,
1995-02-13,30.96,,
1995-02-14,31.43,,
1995-02-15,31.73,,
1995-02-16,31.02,,
1995-02-17,30.48,,
1995-02-21,30.6,,
1995-02-22,30.24,,
1995-02-23,30.48,,
1995-02-24,30.36,,
1995-02-27,30.66,,
1995-02-28,31.79,,
1995-03-01,31.13,,
1995-03-02,30.78,,
1995-03-03,30.9,,
1995-03-06,30.72,,
1995-03-07,30.6,,
1995-03-08,30.3,,
1995-03-09,30.19,,
1995-03-10,30.96,,
1995-03-13,31.49,,
1995-03-14,31.96,,
1995-03-15,32.02,,
1995-03-16,32.56,,
1995-03-17,32.38,,
1995-03-20,32.14,,
1995-03-21,32.38,,
1995-03-22,32.44,,
1995-03-23,32.74,,
1995-03-24,33.27,,
1995-03-27,32.85,,
1995-03-28,34.1,,
1995-03-29,34.93,,
1995-03-30,35.11,,
1995-03-31,34.75,,
1995-04-03,34.4,,
1995-04-04,34.51,,
1995-04-05,34.16,,
1995-04-06,34.45,,
1995-04-07,34.1,,
1995-04-10,34.75,,
1995-04-11,35.05,,
1995-04-12,34.87,,
1995-04-13,34.4,,
1995-04-17,33.39,,
1995-04-18,32.79,,
1995-04-19,32.79,,
1995-04-20,33.21,,
1995-04-21,33.21,,
1995-04-24,33.98,,
1995-04-25,32.62,,
1995-04-26,33.15,,
1995-04-27,33.39,,
1995-04-28,32.85,,
1995-05-01,33.03,,
1995-05-02,32.68,,
1995-05-03,32.97,,
1995-05-04,32.79,,
1995-05-05,33.21,,
1995-05-08,33.21,,
1995-05-09,33.33,,
1995-05-10,33.45,,
1995-05-11,34.28,,
1995-05-12,34.81,,
1995-05-15,35.11,,
1995-05-16,35.58,,
1995-05-17,34.22,,
1995-05-18,33.86,,
1995-05-19,34.28,,
1995-05-22,34.45,,
1995-05-23,34.99,,
1995-05-24,34.87,,
1995-05-25,34.75,,
1995-05-26,34.34,,
1995-05-30,34.63,,
1995-05-31,34.75,,
1995-06-01,34.69,,
1995-06-02,34.16,,
1995-06-05,33.92,,
1995-06-06,34.34,,
1995-06-07,34.16,,
1995-06-08,33.92,,
1995-06-09,33.74,,
1995-06-12,33.51,,
1995-06-13,33.33,,
1995-06-14,33.15,,
1995-06-15,32.97,,
1995-06-16,33.21,,
1995-06-19,33.57,,
1995-06-20,33.8,,
1995-06-21,33.86,,
1995-06-22,34.45,,
1995-06-23,34.69,,
1995-06-26,34.45,,
1995-06-27,34.57,,
1995-06-28,33.8,,
1995-06-29,33.98,,
1995-06-30,34.1,,
1995-07-03,34.16,,
1995-07-05,34.34,,
1995-07-06,34.57,,
1995-07-07,35.58,,
1995-07-10,35.82,,
1995-07-11,35.52,,
1995-07-12,35.94,,
1995-07-13,36.35,,
1995-07-14,36.17,,
1995-07-17,36.53,,
1995-07-18,35.88,,
1995-07-19,35.52,,
1995-07-20,35.4,,
1995-07-21,35.46,,
1995-07-24,35.46,,
1995-07-25,35.46,,
1995-07-26,34.93,,
1995-07-27,35.23,,
1995-07-28,34.93,,
1995-07-31,35.17,,
1995-08-01,35.46,,
1995-08-02,35.46,,
1995-08-03,35.64,,
1995-08-04,35.52,,
1995-08-07,35.82,,
1995-08-08,35.94,,
1995-08-09,35.94,,
1995-08-10,35.94,,
1995-08-11,36.17,,
1995-08-14,35.7,,
1995-08-15,35.46,,
1995-08-16,35.7,,
1995-08-17,35.52,,
1995-08-18,35.46,,
1995-08-21,35.4,,
1995-08-22,35.29,,
1995-08-23,34.99,,
1995-08-24,34.87,,
1995-08-25,34.87,,
1995-08-28,35.29,,
1995-08-29,35.34,,
1995-08-30,34.99,,
1995-08-31,35.11,,
1995-09-01,35.4,,
1995-09-05,35.76,,
1995-09-06,36.0,,
1995-09-07,36.06,,
1995-09-08,36.35,,
1995-09-11,36.89,,
1995-09-12,36.71,,
1995-09-13,36.83,,
1995-09-14,36.95,,
1995-09-15,36.77,,
1995-09-18,36.41,,
1995-09-19,36.23,,
1995-09-20,35.82,,
1995-09-21,35.52,,
1995-09-22,35.58,,
1995-09-25,35.46,,
1995-09-26,35.58,,
1995-09-27,35.46,,
1995-09-28,35.4,,
1995-09-29,35.34,,
1995-10-02,34.93,,
1995-10-03,34.93,,
1995-10-04,34.87,,
1995-10-05,35.11,,
1995-10-06,34.75,,
1995-10-09,34.93,,
1995-10-10,34.81,,
1995-10-11,34.93,,
1995-10-12,34.75,,
1995-10-13,34.4,,
1995-10-16,34.45,,
1995-10-17,34.22,,
1995-10-18,33.98,,
1995-10-19,34.22,,
1995-10-20,34.22,,
1995-10-23,33.68,,
1995-10-24,33.51,,
1995-10-25,33.21,,
1995-10-26,33.21,,
1995-10-27,33.57,,
1995-10-30,33.15,,
1995-10-31,32.56,,
1995-11-01,32.2,,
1995-11-02,31.67,,
1995-11-03,31.61,,
1995-11-06,31.67,,
1995-11-07,32.26,,
1995-11-08,32.32,,
1995-11-09,32.62,,
1995-11-10,32.74,,
1995-11-13,32.56,,
1995-11-14,32.74,,
1995-11-15,32.85,,
1995-11-16,32.74,,
1995-11-17,32.74,,
1995-11-20,32.74,,
1995-11-21,32.79,,
1995-11-22,33.33,,
1995-11-24,33.33,,
1995-11-27,33.57,,
1995-11-28,33.27,,
1995-11-29,33.74,,
1995-11-30,33.62,,
1995-12-01,33.86,,
1995-12-04,34.1,,
1995-12-05,34.34,,
1995-12-06,34.28,,
1995-12-07,34.1,,
1995-12-08,33.74,,
1995-12-11,33.62,,
1995-12-12,33.21,,
1995-12-13,33.39,,
1995-12-14,33.45,,
1995-12-15,33.27,,
1995-12-18,32.91,,
1995-12-19,33.15,,
1995-12-20,33.21,,
1995-12-21,33.39,,
1995-12-22,33.21,,
1995-12-26,33.45,,
1995-12-27,33.03,,
1995-12-28,32.85,,
1995-12-29,33.33,,
1996-01-02,33.74,,
1996-01-03,34.45,,
1996-01-04,34.69,,
1996-01-05,34.51,,
1996-01-08,34.45,,
1996-01-09,34.42,,
1996-01-10,33.74,,
1996-01-11,33.57,,
1996-01-12,33.57,,
1996-01-15,33.57,,
1996-01-16,33.39,,
1996-01-17,33.09,,
1996-01-18,32.74,,
1996-01-19,32.79,,
1996-01-22,33.15,,
1996-01-23,33.21,,
1996-01-24,33.68,,
1996-01-25,33.27,,
1996-01-26,33.68,,
1996-01-29,34.04,,
1996-01-30,35.34,,
1996-01-31,35.34,,
1996-02-01,35.17,,
1996-02-02,35.11,,
1996-02-05,35.76,,
1996-02-06,36.41,,
1996-02-07,36.65,,
1996-02-08,37.42,,
1996-02-09,37.01,,
1996-02-12,37.01,,
1996-02-13,36.95,,
1996-02-14,36.89,,
1996-02-15,36.29,,
1996-02-16,35.82,,
1996-02-20,35.7,,
1996-02-21,36.47,,
1996-02-22,36.71,,
1996-02-23,37.78,,
1996-02-26,36.95,,
1996-02-27,37.54,,
1996-02-28,38.19,,
1996-02-29,38.07,,
1996-03-01,37.84,,
1996-03-04,38.31,,
1996-03-05,38.31,,
1996-03-06,38.19,,
1996-03-07,38.19,,
1996-03-08,38.67,,
1996-03-11,40.03,,
1996-03-12,41.22,,
1996-03-13,40.86,,
1996-03-14,42.05,,
1996-03-15,42.11,,
1996-03-18,42.34,,
1996-03-19,42.46,,
1996-03-20,41.63,,
1996-03-21,41.45,,
1996-03-22,41.1,,
1996-03-25,41.51,,
1996-03-26,41.45,,
1996-03-27,40.62,,
1996-03-28,41.1,,
1996-03-29,41.27,,
1996-04-01,41.22,,
1996-04-02,41.33,,
1996-04-03,41.45,,
1996-04-04,41.75,,
1996-04-08,41.99,,
1996-04-09,42.46,,
1996-04-10,42.22,,
1996-04-11,41.75,,
1996-04-12,41.57,,
1996-04-15,42.28,,
1996-04-16,42.46,,
1996-04-17,42.22,,
1996-04-18,42.64,,
1996-04-19,42.58,,
1996-04-22,42.52,,
1996-04-23,42.22,,
1996-04-24,41.69,,
1996-04-25,41.39,,
1996-04-26,41.51,,
1996-04-29,41.75,,
1996-04-30,42.16,,
1996-05-01,42.52,,
1996-05-02,42.64,,
1996-05-03,43.59,,
1996-05-06,43.53,,
1996-05-07,43.17,,
1996-05-08,43.11,,
1996-05-09,42.82,,
1996-05-10,41.81,,
1996-05-13,41.69,,
1996-05-14,41.27,,
1996-05-15,39.91,,
1996-05-16,40.33,,
1996-05-17,40.44,,
1996-05-20,40.86,,
1996-05-21,41.45,,
1996-05-22,41.04,,
1996-05-23,40.56,,
1996-05-24,40.62,,
1996-05-28,40.62,,
1996-05-29,40.15,,
1996-05-30,40.09,,
1996-05-31,39.67,,
1996-06-03,39.44,,
1996-06-04,39.5,,
1996-06-05,39.38,,
1996-06-06,38.84,,
1996-06-07,38.96,,
1996-06-10,38.43,,
1996-06-11,38.43,,
1996-06-12,39.08,,
1996-06-13,39.14,,
1996-06-14,38.72,,
1996-06-17,38.43,,
1996-06-18,38.13,,
1996-06-19,37.72,,
1996-06-20,37.84,,
1996-06-21,37.89,,
1996-06-24,38.25,,
1996-06-25,38.25,,
1996-06-26,36.71,,
1996-06-27,36.35,,
1996-06-28,36.06,,
1996-07-01,37.12,,
1996-07-02,37.06,,
1996-07-03,37.12,,
1996-07-05,36.41,,
1996-07-08,36.59,,
1996-07-09,37.12,,
1996-07-10,37.36,,
1996-07-11,37.6,,
1996-07-12,37.3,,
1996-07-15,36.17,,
1996-07-16,36.17,,
1996-07-17,35.29,,
1996-07-18,34.87,,
1996-07-19,34.51,,
1996-07-22,33.98,,
1996-07-23,33.74,,
1996-07-24,33.51,,
1996-07-25,34.1,,
1996-07-26,34.99,,
1996-07-29,34.99,,
1996-07-30,35.52,,
1996-07-31,35.23,,
1996-08-01,35.52,,
1996-08-02,35.7,,
1996-08-05,36.12,,
1996-08-06,36.53,,
1996-08-07,36.77,,
1996-08-08,36.65,,
1996-08-09,36.71,,
1996-08-12,37.06,,
1996-08-13,36.89,,
1996-08-14,36.95,,
1996-08-15,37.48,,
1996-08-16,37.48,,
1996-08-19,37.66,,
1996-08-20,37.84,,
1996-08-21,37.84,,
1996-08-22,38.07,,
1996-08-23,37.89,,
1996-08-26,37.54,,
1996-08-27,37.6,,
1996-08-28,37.54,,
1996-08-29,37.66,,
1996-08-30,37.84,,
1996-09-03,37.72,,
1996-09-04,37.66,,
1996-09-05,37.3,,
1996-09-06,37.72,,
1996-09-09,37.95,,
1996-09-10,38.19,,
1996-09-11,38.07,,
1996-09-12,38.13,,
1996-09-13,38.31,,
1996-09-16,38.25,,
1996-09-17,38.72,,
1996-09-18,39.02,,
1996-09-19,38.9,,
1996-09-20,39.02,,
1996-09-23,38.61,,
1996-09-24,38.96,,
1996-09-25,38.84,,
1996-09-26,38.55,,
1996-09-27,38.37,,
1996-09-30,38.07,,
1996-10-01,38.07,,
1996-10-02,38.37,,
1996-10-03,38.43,,
1996-10-04,38.19,,
1996-10-07,38.13,,
1996-10-08,38.25,,
1996-10-09,38.07,,
1996-10-10,37.78,,
1996-10-11,37.48,,
1996-10-14,37.12,,
1996-10-15,37.24,,
1996-10-16,37.6,,
1996-10-17,37.66,,
1996-10-18,37.36,,
1996-10-21,37.12,,
1996-10-22,36.83,,
1996-10-23,37.01,,
1996-10-24,37.3,,
1996-10-25,37.18,,
1996-10-28,37.12,,
1996-10-29,37.12,,
1996-10-30,36.83,,
1996-10-31,36.89,,
1996-11-01,37.18,,
1996-11-04,37.24,,
1996-11-05,37.48,,
1996-11-06,37.84,,
1996-11-07,38.01,,
1996-11-08,38.07,,
1996-11-11,38.01,,
1996-11-12,38.9,,
1996-11-13,39.85,,
1996-11-14,40.21,,
1996-11-15,39.91,,
1996-11-18,39.91,,
1996-11-19,39.61,,
1996-11-20,39.5,,
1996-11-21,39.26,,
1996-11-22,39.14,,
1996-11-25,39.97,,
1996-11-26,39.73,,
1996-11-27,39.85,,
1996-11-29,39.73,,
1996-12-02,39.85,,
1996-12-03,39.32,,
1996-12-04,39.14,,
1996-12-05,39.08,,
1996-12-06,38.78,,
1996-12-09,38.78,,
1996-12-10,39.08,,
1996-12-11,38.55,,
1996-12-12,38.25,,
1996-12-13,37.72,,
1996-12-16,37.54,,
1996-12-17,37.42,,
1996-12-18,37.24,,
1996-12-19,37.36,,
1996-12-20,37.89,,
1996-12-23,37.48,,
1996-12-24,37.42,,
1996-12-26,37.66,,
1996-12-27,37.48,,
1996-12-30,37.6,,
1996-12-31,37.18,,
1997-01-02,37.36,,
1997-01-03,38.01,,
1997-01-06,38.61,,
1997-01-07,38.72,,
1997-01-08,38.67,,
1997-01-09,38.78,,
1997-01-10,39.26,,
1997-01-13,39.38,,
1997-01-14,39.5,,
1997-01-15,39.08,,
1997-01-16,38.72,,
1997-01-17,39.32,,
1997-01-20,38.9,,
1997-01-21,38.67,,
1997-01-22,38.49,,
1997-01-23,37.84,,
1997-01-24,37.54,,
1997-01-27,37.6,,
1997-01-28,37.3,,
1997-01-29,37.36,,
1997-01-30,37.3,,
1997-01-31,36.59,,
1997-02-03,37.01,,
1997-02-04,37.18,,
1997-02-05,36.89,,
1997-02-06,37.18,,
1997-02-07,37.54,,
1997-02-10,37.6,,
1997-02-11,37.54,,
1997-02-12,38.25,,
1997-02-13,38.13,,
1997-02-14,38.25,,
1997-02-18,38.31,,
1997-02-19,38.13,,
1997-02-20,37.72,,
1997-02-21,37.6,,
1997-02-24,38.31,,
1997-02-25,38.19,,
1997-02-26,38.67,,
1997-02-27,38.61,,
1997-02-28,38.43,,
1997-03-03,38.84,,
1997-03-04,38.72,,
1997-03-05,38.61,,
1997-03-06,38.61,,
1997-03-07,39.32,,
1997-03-10,39.5,,
1997-03-11,39.79,,
1997-03-12,40.09,,
1997-03-13,39.67,,
1997-03-14,39.5,,
1997-03-17,39.85,,
1997-03-18,39.32,,
1997-03-19,39.5,,
1997-03-20,39.26,,
1997-03-21,39.32,,
1997-03-24,39.56,,
1997-03-25,39.44,,
1997-03-26,38.84,,
1997-03-27,38.07,,
1997-03-31,37.89,,
1997-04-01,37.95,,
1997-04-02,37.89,,
1997-04-03,37.48,,
1997-04-04,37.54,,
1997-04-07,37.72,,
1997-04-08,37.95,,
1997-04-09,37.89,,
1997-04-10,38.25,,
1997-04-11,37.54,,
1997-04-14,37.3,,
1997-04-15,38.25,,
1997-04-16,38.07,,
1997-04-17,37.78,,
1997-04-18,38.19,,
1997-04-21,37.89,,
1997-04-22,38.19,,
1997-04-23,37.84,,
1997-04-24,38.84,,
1997-04-25,38.19,,
1997-04-28,39.44,,
1997-04-29,39.56,,
1997-04-30,40.15,,
1997-05-01,40.33,,
1997-05-02,40.21,,
1997-05-05,41.63,,
1997-05-06,41.69,,
1997-05-07,41.16,,
1997-05-08,41.75,,
1997-05-09,41.69,,
1997-05-12,42.11,,
1997-05-13,41.69,,
1997-05-14,42.11,,
1997-05-15,41.57,,
1997-05-16,41.45,,
1997-05-19,40.98,,
1997-05-20,40.62,,
1997-05-21,40.21,,
1997-05-22,40.03,,
1997-05-23,40.15,,
1997-05-27,39.85,,
1997-05-28,39.5,,
1997-05-29,39.56,,
1997-05-30,39.56,,
1997-06-02,39.73,,
1997-06-03,39.91,,
1997-06-04,39.56,,
1997-06-05,39.91,,
1997-06-06,40.03,,
1997-06-09,40.44,,
1997-06-10,41.33,,
1997-06-11,41.39,,
1997-06-12,42.22,,
1997-06-13,42.22,,
1997-06-16,41.69,,
1997-06-17,42.11,,
1997-06-18,42.05,,
1997-06-19,42.11,,
1997-06-20,41.93,,
1997-06-23,41.63,,
1997-06-24,42.4,,
1997-06-25,42.25,,
1997-06-26,41.87,,
1997-06-27,41.78,,
1997-06-30,41.22,,
1997-07-01,41.45,,
1997-07-02,41.6,,
1997-07-03,41.75,,
1997-07-07,42.05,,
1997-07-08,42.64,,
1997-07-09,42.49,,
1997-07-10,43.23,,
1997-07-11,42.96,,
1997-07-14,42.67,,
1997-07-15,43.02,,
1997-07-16,43.88,,
1997-07-17,43.41,,
1997-07-18,42.67,,
1997-07-21,42.52,,
1997-07-22,43.11,,
1997-07-23,43.02,,
1997-07-24,42.85,,
1997-07-25,42.67,,
1997-07-28,42.85,,
1997-07-29,43.71,,
1997-07-30,44.42,,
1997-07-31,45.07,,
1997-08-01,44.63,,
1997-08-04,44.54,,
1997-08-05,44.8,,
1997-08-06,45.25,,
1997-08-07,44.8,,
1997-08-08,44.18,,
1997-08-11,45.04,,
1997-08-12,44.8,,
1997-08-13,44.86,,
1997-08-14,44.98,,
1997-08-15,43.65,,
1997-08-18,42.22,,
1997-08-19,43.05,,
1997-08-20,43.62,,
1997-08-21,42.91,,
1997-08-22,42.61,,
1997-08-25,42.37,,
1997-08-26,42.19,,
1997-08-27,42.34,,
1997-08-28,42.19,,
1997-08-29,41.99,,
1997-09-02,42.61,,
1997-09-03,42.22,,
1997-09-04,41.45,,
1997-09-05,40.95,,
1997-09-08,41.96,,
1997-09-09,42.28,,
1997-09-10,42.02,,
1997-09-11,41.69,,
1997-09-12,42.08,,
1997-09-15,42.16,,
1997-09-16,42.73,,
1997-09-17,42.7,,
1997-09-18,44.83,,
1997-09-19,43.82,,
1997-09-22,43.38,,
1997-09-23,43.05,,
1997-09-24,42.99,,
1997-09-25,43.14,,
1997-09-26,42.91,,
1997-09-29,43.14,,
1997-09-30,43.02,,
1997-10-01,43.2,,
1997-10-02,43.94,,
1997-10-03,44.12,,
1997-10-06,44.15,,
1997-10-07,43.88,,
1997-10-08,43.65,,
1997-10-09,43.38,,
1997-10-10,42.88,,
1997-10-13,42.85,,
1997-10-14,42.52,,
1997-10-15,42.46,,
1997-10-16,42.96,,
1997-10-17,42.7,,
1997-10-20,42.85,,
1997-10-21,44.12,,
1997-10-22,44.83,,
1997-10-23,44.15,,
1997-10-24,43.68,,
1997-10-27,40.92,,
1997-10-28,42.7,,
1997-10-29,42.79,,
1997-10-30,42.73,,
1997-10-31,42.99,,
1997-11-03,44.0,,
1997-11-04,43.82,,
1997-11-05,43.29,,
1997-11-06,43.11,,
1997-11-07,42.79,,
1997-11-10,43.05,,
1997-11-11,42.96,,
1997-11-12,42.73,,
1997-11-13,43.17,,
1997-11-14,43.97,,
1997-11-17,45.43,,
1997-11-18,46.05,,
1997-11-19,46.32,,
1997-11-20,47.26,,
1997-11-21,46.76,,
1997-11-24,46.26,,
1997-11-25,46.14,,
1997-11-26,45.31,,
1997-11-28,46.85,,
1997-12-01,46.88,,
1997-12-02,46.94,,
1997-12-03,47.47,,
1997-12-04,47.62,,
1997-12-05,47.8,,
1997-12-08,47.41,,
1997-12-09,47.44,,
1997-12-10,47.35,,
1997-12-11,46.97,,
1997-12-12,46.26,,
1997-12-15,46.73,,
1997-12-16,47.18,,
1997-12-17,47.21,,
1997-12-18,46.37,,
1997-12-19,45.84,,
1997-12-22,46.17,,
1997-12-23,46.61,,
1997-12-24,46.49,,
1997-12-26,46.97,,
1997-12-29,47.38,,
1997-12-30,48.01,,
1997-12-31,48.15,,
1998-01-02,47.8,,
1998-01-05,47.44,,
1998-01-06,46.46,,
1998-01-07,45.75,,
1998-01-08,45.57,,
1998-01-09,44.24,,
1998-01-12,44.71,,
1998-01-13,43.88,,
1998-01-14,44.74,,
1998-01-15,43.88,,
1998-01-16,43.38,,
1998-01-20,44.03,,
1998-01-21,43.68,,
1998-01-22,43.2,,
1998-01-23,42.55,,
1998-01-26,43.05,,
1998-01-27,43.02,,
1998-01-28,42.96,,
1998-01-29,42.64,,
1998-01-30,42.7,,
1998-02-02,44.83,,
1998-02-03,44.77,,
1998-02-04,44.21,,
1998-02-05,44.42,,
1998-02-06,44.12,,
1998-02-09,43.88,,
1998-02-10,43.88,,
1998-02-11,42.99,,
1998-02-12,42.22,,
1998-02-13,42.49,,
1998-02-17,42.34,,
1998-02-18,42.46,,
1998-02-19,42.52,,
1998-02-20,42.58,,
1998-02-23,41.87,,
1998-02-24,41.36,,
1998-02-25,41.93,,
1998-02-26,43.02,,
1998-02-27,43.41,,
1998-03-02,43.56,,
1998-03-03,43.14,,
1998-03-04,43.29,,
1998-03-05,42.58,,
1998-03-06,43.29,,
1998-03-09,43.11,,
1998-03-10,43.88,,
1998-03-11,44.63,,
1998-03-12,44.09,,
1998-03-13,43.5,,
1998-03-16,43.29,,
1998-03-17,44.24,,
1998-03-18,44.63,,
1998-03-19,45.19,,
