date,FOX,dcf,Deviation
2019-03-13,39.2,43.10170692431562,-0.09052325772542635
2019-03-14,39.96,44.161706924315624,-0.09514367122440515
2019-03-15,41.02,44.00170692431562,-0.06776343766491266
2019-03-18,40.86,42.69170692431562,-0.04290545064321016
2019-03-19,39.55,40.74170692431562,-0.029250294459420068
2019-03-20,37.6,42.02170692431562,-0.10522435302972011
2019-03-21,38.88,40.60170692431562,-0.0424047916883149
2019-03-22,37.46,39.59170692431562,-0.053842258642463725
2019-03-25,36.45,39.85170692431562,-0.08535912729600192
2019-03-26,36.71,39.34170692431562,-0.06689356233013533
2019-03-27,36.2,38.81170692431562,-0.06729173054430593
2019-03-28,35.67,39.02170692431562,-0.0858933959710273
2019-03-29,35.88,40.687842190016106,-0.11816409844402709
2019-04-01,36.15,40.2378421900161,-0.10159198325576191
2019-04-02,35.7,40.0378421900161,-0.10834355581474842
2019-04-03,35.5,40.5678421900161,-0.12492264602782632
2019-04-04,36.03,41.5178421900161,-0.13218033261217443
2019-04-05,36.98,41.3878421900161,-0.10650089390452444
2019-04-08,36.85,41.4278421900161,-0.11050158415248901
2019-04-09,36.89,40.4678421900161,-0.08841198335251976
2019-04-10,35.93,40.9478421900161,-0.12254228603136375
2019-04-11,36.41,41.4878421900161,-0.12239349944399058
2019-04-12,36.95,41.5178421900161,-0.11002118484651247
2019-04-15,36.98,41.7478421900161,-0.11420571555088233
2019-04-16,37.21,42.7478421900161,-0.1295467070688654
2019-04-17,38.21,42.4578421900161,-0.10004847092806268
2019-04-18,37.92,41.7778421900161,-0.09234182494322385
2019-04-22,37.24,42.1378421900161,-0.1162338158638927
2019-04-23,37.6,41.9878421900161,-0.1045026836615921
2019-04-24,37.45,42.1778421900161,-0.11209303142433458
2019-04-25,37.64,42.4478421900161,-0.1132647018544306
2019-04-26,37.91,43.2678421900161,-0.1238296600622345
2019-04-29,38.73,43.0378421900161,-0.1000942884403121
2019-04-30,38.5,43.2778421900161,-0.11039927011699113
2019-05-01,38.74,41.37784219001611,-0.0637501148054691
2019-05-02,36.84,41.55784219001611,-0.11352471498507022
2019-05-03,37.02,41.8478421900161,-0.11536657417351637
2019-05-06,37.31,41.2378421900161,-0.09524848977105427
2019-05-07,36.7,41.3578421900161,-0.11262294992606059
2019-05-08,36.82,42.507842190016106,-0.1338068906106935
2019-05-09,37.97,42.587842190016104,-0.10843099702991454
2019-05-10,38.05,42.0378421900161,-0.09486315144318247
2019-05-13,37.5,42.0178421900161,-0.10752199433719578
2019-05-14,37.48,41.7678421900161,-0.10265893484535904
2019-05-15,37.23,40.8578421900161,-0.08879182050643375
2019-05-16,36.32,41.367842190016106,-0.12202333800321774
2019-05-17,36.83,41.2178421900161,-0.10645492235590481
2019-05-20,36.68,41.7178421900161,-0.12075989374210139
2019-05-21,37.18,41.2078421900161,-0.09774455482146005
2019-05-22,36.67,41.047842190016105,-0.1066521881893443
2019-05-23,36.51,40.9878421900161,-0.1092480587110981
2019-05-24,36.45,40.6978421900161,-0.10437512068043164
2019-05-28,36.16,39.837842190016104,-0.0923203162579379
2019-05-29,35.3,39.3478421900161,-0.10287329532502754
2019-05-30,34.81,39.2478421900161,-0.11307225932397891
2019-05-31,34.71,38.3178421900161,-0.09415567223553478
2019-06-03,33.78,38.62784219001611,-0.12550124250194594
2019-06-04,34.09,38.55784219001611,-0.11587376098481406
2019-06-05,34.02,38.2778421900161,-0.11123516756455665
2019-06-06,33.74,38.2178421900161,-0.11716627453095385
2019-06-07,33.68,38.2778421900161,-0.120117590933988
2019-06-10,33.74,38.367842190016106,-0.1206177341716741
2019-06-11,33.83,39.2378421900161,-0.13782210968247655
2019-06-12,34.7,39.477842190016105,-0.12102592049026462
2019-06-13,34.94,39.4978421900161,-0.11539471366788212
2019-06-14,34.96,40.337842190016104,-0.13332002650719765
2019-06-17,35.8,40.367842190016106,-0.11315547084520261
2019-06-18,35.83,40.2778421900161,-0.11042900880918138
2019-06-19,35.74,39.8878421900161,-0.10398763037260261
2019-06-20,35.35,40.4178421900161,-0.12538626298234068
2019-06-21,35.88,40.077842190016106,-0.10474222065433048
2019-06-24,35.54,39.727842190016105,-0.1054132809425159
2019-06-25,35.19,39.8478421900161,-0.11689070057557915
2019-06-26,35.31,40.2878421900161,-0.12355693230077425
2019-06-27,35.75,41.0678421900161,-0.12948920387419105
2019-06-28,36.53,41.167729468599035,-0.11265448759170682
2019-07-01,35.96,41.737729468599035,-0.13842941487619376
2019-07-02,36.53,41.557729468599035,-0.12098181332062374
2019-07-03,36.35,41.767729468599036,-0.1297108925365953
2019-07-05,36.56,41.337729468599036,-0.1155779364279863
2019-07-08,36.13,41.21772946859903,-0.12343546173437381
2019-07-09,36.01,41.347729468599034,-0.12909365368303238
2019-07-10,36.14,41.517729468599036,-0.12952850595229093
2019-07-11,36.31,42.167729468599035,-0.13891498409847025
2019-07-12,36.96,42.24772946859903,-0.12516008635515385
2019-07-15,37.04,41.89772946859903,-0.11594254701175966
2019-07-16,36.69,41.377729468599036,-0.11329112372288308
2019-07-17,36.17,41.81772946859903,-0.13505586124277547
2019-07-18,36.61,41.65772946859904,-0.12117149765456947
2019-07-19,36.45,41.527729468599034,-0.12227322643388261
2019-07-22,36.32,41.71772946859903,-0.1293869426106209
2019-07-23,36.51,42.097729468599034,-0.13273232402633395
2019-07-24,36.89,42.637729468599034,-0.13480383548171826
2019-07-25,37.43,42.697729468599036,-0.1233725899283018
2019-07-26,37.49,42.89772946859903,-0.12606097188797527
2019-07-29,37.69,43.057729468599035,-0.12466355134944107
2019-07-30,37.85,42.40772946859904,-0.1074740271575686
2019-07-31,37.2,42.04772946859904,-0.11529111155025118
2019-08-01,36.84,41.767729468599036,-0.11797934748413119
2019-08-02,36.56,41.207729468599034,-0.11278780773739738
2019-08-05,36.0,41.60772946859903,-0.1347761471298532
2019-08-06,36.4,41.99772946859903,-0.1332864785650938
2019-08-07,36.79,40.207729468599034,-0.08500180223477116
2019-08-08,35.0,40.57772946859903,-0.13745789973082012
2019-08-09,35.37,40.017729468599036,-0.11614175842350083
2019-08-12,34.81,40.207729468599034,-0.13424606512074966
2019-08-13,35.0,38.86772946859903,-0.0995100439742368
2019-08-14,33.66,38.017729468599036,-0.11462361191765358
2019-08-15,32.81,38.21772946859903,-0.14149792632349345
2019-08-16,33.01,38.807729468599035,-0.14939625553951108
2019-08-19,33.6,38.56772946859903,-0.12880533899833657
2019-08-20,33.36,38.35772946859903,-0.13029263039905292
2019-08-21,33.15,38.027729468599034,-0.12826770193121217
2019-08-22,32.82,36.64772946859903,-0.10444656528800111
2019-08-23,31.44,36.917729468599035,-0.14837666203871513
2019-08-26,31.71,36.82772946859903,-0.13896402364317995
2019-08-27,31.62,36.767729468599036,-0.1400067271762152
2019-08-28,31.56,37.65772946859904,-0.16192504313579603
2019-08-29,32.45,38.00772946859903,-0.14622629518531682
2019-08-30,32.8,37.637729468599034,-0.1285340411576934
2019-09-03,32.43,38.417729468599035,-0.1558584942791359
2019-09-04,33.21,39.11772946859903,-0.15102434494162909
2019-09-05,33.91,39.07772946859903,-0.13224231650284524
