date,HCA,dcf,Deviation
2011-03-10,31.02,31.167412587624778,-0.00472970244836135
2011-03-11,31.12,30.957412587624788,0.005251970329077427
2011-03-14,30.91,31.38741258762478,-0.015210319942492223
2011-03-15,31.34,31.297412587624784,0.0013607326885562987
2011-03-16,31.25,31.957412587624788,-0.02213610334332028
2011-03-17,31.91,33.10741258762478,-0.0361675073355735
2011-03-18,33.06,32.297412587624784,0.023611408818160706
2011-03-21,32.25,31.917412587624778,0.010420249807598037
2011-03-22,31.87,32.72741258762478,-0.026198605995176982
2011-03-23,32.68,32.73741258762479,-0.0017537301541812322
2011-03-24,32.69,32.997412587624794,-0.00931626341333458
2011-03-25,32.95,33.08741258762479,-0.00415301702001869
2011-03-28,33.04,33.9374125876248,-0.026443164613911607
2011-03-29,33.89,34.28741258762477,-0.011590626344555655
2011-03-30,34.24,33.91741258762478,0.009510967605262488
2011-03-31,33.87,34.85504749537749,-0.028261258158036706
2011-04-01,33.74,34.78504749537749,-0.030043009011741728
2011-04-04,33.67,35.13504749537749,-0.04169760964661395
2011-04-05,34.02,34.41504749537749,-0.011478917628416796
2011-04-06,33.3,34.77504749537749,-0.04241683625517889
2011-04-07,33.66,34.28504749537749,-0.018230906504118627
2011-04-08,33.17,33.23504749537749,-0.0019571958002027046
2011-04-11,32.12,32.64504749537749,-0.01608352677237912
2011-04-12,31.53,33.17504749537749,-0.04958689194361232
2011-04-13,32.06,33.25504749537749,-0.035935822841437814
2011-04-14,32.14,33.09504749537749,-0.028857716415451207
2011-04-15,31.98,33.195047495377494,-0.03660327630339111
2011-04-18,32.08,32.85504749537749,-0.023589906405904193
2011-04-19,31.74,32.765047495377495,-0.0312847858841685
2011-04-20,31.65,32.515047495377495,-0.026604528118880255
2011-04-21,31.4,32.515047495377495,-0.03429327592204856
2011-04-25,31.4,33.115047495377496,-0.05179057936175091
2011-04-26,32.0,33.765047495377495,-0.05227439693722136
2011-04-27,32.65,33.685047495377496,-0.03072720902410886
2011-04-28,32.57,33.91504749537749,-0.03965931333461403
2011-04-29,32.8,34.555047495377494,-0.05078990256379401
2011-05-02,33.44,33.725047495377495,-0.008452100635783166
2011-05-03,32.61,34.66504749537749,-0.059282985135143074
2011-05-04,33.55,35.45504749537749,-0.053731348001321066
2011-05-05,34.34,35.365047495377496,-0.02898476229988023
2011-05-06,34.25,35.60504749537749,-0.038057735930654535
2011-05-09,34.49,35.70504749537749,-0.03403013244933495
2011-05-10,34.59,35.655047495377495,-0.02987087579999914
2011-05-11,34.54,35.625047495377494,-0.030457432948497343
2011-05-12,34.51,35.71504749537749,-0.033740610187721565
2011-05-13,34.6,35.365047495377496,-0.021632870575884033
2011-05-16,34.25,35.655047495377495,-0.03940669257444274
2011-05-17,34.54,36.185047495377496,-0.04546207920792822
2011-05-18,35.07,36.16504749537749,-0.0302791665216936
2011-05-19,35.05,35.74504749537749,-0.019444581671555383
2011-05-20,34.63,35.52504749537749,-0.025194828958186588
2011-05-23,34.41,35.60504749537749,-0.033563991047411035
2011-05-24,34.49,35.795047495377496,-0.036458884306440065
2011-05-25,34.68,35.945047495377494,-0.035193930277604424
2011-05-26,34.83,35.85504749537749,-0.028588652560274652
2011-05-27,34.74,36.00504749537749,-0.03513528195011828
2011-05-31,34.89,35.88504749537749,-0.027728749571967803
2011-06-01,34.77,35.475047495377495,-0.019874462337770238
2011-06-02,34.36,35.25504749537749,-0.02538778299745148
