date,MSCI,dcf,Deviation
2007-11-15,26.1,,
2007-11-16,24.96,,
2007-11-19,25.75,,
2007-11-20,27.32,,
2007-11-21,26.65,,
2007-11-23,27.4,,
2007-11-26,27.8,,
2007-11-27,26.98,,
2007-11-28,27.3,,
2007-11-29,27.3,,
2007-11-30,27.65,,
2007-12-03,27.97,,
2007-12-04,29.35,,
2007-12-05,29.28,,
2007-12-06,28.91,,
2007-12-07,28.88,,
2007-12-10,29.0,,
2007-12-11,29.0,,
2007-12-12,28.48,,
2007-12-13,28.94,,
2007-12-14,28.72,,
2007-12-17,27.98,,
2007-12-18,28.5,,
2007-12-19,28.95,,
2007-12-20,28.89,,
2007-12-21,33.72,,
2007-12-24,33.92,,
2007-12-26,34.35,,
2007-12-27,36.55,,
2007-12-28,37.32,,
2007-12-31,38.4,,
2008-01-02,33.85,,
2008-01-03,30.79,,
2008-01-04,30.15,,
2008-01-07,28.14,,
2008-01-08,26.63,,
2008-01-09,27.76,,
2008-01-10,29.64,,
2008-01-11,30.43,,
2008-01-14,30.5,,
2008-01-15,30.71,,
2008-01-16,29.3,,
2008-01-17,28.99,,
2008-01-18,29.32,,
2008-01-22,28.9,,
2008-01-23,31.16,,
2008-01-24,32.17,,
2008-01-25,31.78,,
2008-01-28,33.06,,
2008-01-29,32.78,,
2008-01-30,32.7,,
2008-01-31,32.97,,
2008-02-01,34.6,,
2008-02-04,33.48,,
2008-02-05,32.87,,
2008-02-06,31.37,,
2008-02-07,29.71,,
2008-02-08,31.33,,
2008-02-11,31.43,,
2008-02-12,31.3,,
2008-02-13,33.83,,
2008-02-14,33.28,,
2008-02-15,31.74,,
2008-02-19,32.1,,
2008-02-20,32.21,,
2008-02-21,33.6,,
2008-02-22,33.73,,
2008-02-25,33.09,,
2008-02-26,33.92,,
2008-02-27,32.0,,
2008-02-28,31.09,,
2008-02-29,29.73,29.287705106822333,0.015101725845861447
2008-03-03,29.07,29.577705106822332,-0.0171651284299682
2008-03-04,29.36,31.867705106822335,-0.07869111059037248
2008-03-05,31.65,30.077705106822332,0.05227443010008881
2008-03-06,29.86,28.477705106822334,0.04853954656783466
2008-03-07,28.26,27.227705106822334,0.03791340067507232
2008-03-10,27.01,30.507705106822332,-0.11464989236572076
2008-03-11,30.29,30.047705106822335,0.008063673825215112
2008-03-12,29.83,30.157705106822334,-0.010866380769410822
2008-03-13,29.94,27.077705106822332,0.105706701579245
2008-03-14,26.86,23.787705106822333,0.12915474104715252
2008-03-17,23.57,27.217705106822333,-0.13401956897196332
2008-03-18,27.0,26.907705106822334,0.0034300544327827698
2008-03-19,26.69,28.427705106822334,-0.061127168031769874
2008-03-20,28.21,30.287705106822333,-0.06859896117894804
2008-03-24,30.07,30.607705106822333,-0.0175676387676148
2008-03-25,30.39,29.627705106822333,0.025729123819385302
2008-03-26,29.41,29.917705106822332,-0.01697005519004724
2008-03-27,29.7,31.467705106822333,-0.0561752152189543
2008-03-28,31.25,29.967705106822333,0.042789225554870525
2008-03-31,29.75,31.107705106822333,-0.04364529952177576
2008-04-01,30.89,31.987705106822332,-0.03431646950466016
2008-04-02,31.77,32.24770510682233,-0.014813615581012796
2008-04-03,32.03,32.99770510682233,-0.029326436601867067
2008-04-04,32.78,31.627705106822333,0.036433085779882024
2008-04-07,31.41,31.007705106822332,0.01297402989972185
2008-04-08,30.79,28.197705106822333,0.09193283224138926
2008-04-09,27.98,28.707705106822335,-0.025348773234033173
2008-04-10,28.49,28.147705106822333,0.012160667872518793
2008-04-11,27.93,27.93770510682233,-0.00027579598227089885
2008-04-14,27.72,27.387705106822334,0.01213299514806332
2008-04-15,27.17,28.267705106822334,-0.03883248048167176
2008-04-16,28.05,28.767705106822334,-0.02494829198774451
2008-04-17,28.55,28.947705106822333,-0.013738743895404748
2008-04-18,28.73,28.707705106822335,0.0007766170473990641
2008-04-21,28.49,28.817705106822334,-0.011371658694111386
2008-04-22,28.6,29.677705106822334,-0.03631362677616834
2008-04-23,29.46,29.597705106822332,-0.004652560268619932
2008-04-24,29.38,28.587705106822334,0.02771453288108061
2008-04-25,28.37,29.347705106822332,-0.03331453356450176
2008-04-28,29.13,30.387705106822334,-0.04138861761364032
2008-04-29,30.17,31.237705106822332,-0.034180011085037876
2008-04-30,31.02,32.81770510682233,-0.05477851363984054
2008-05-01,32.6,31.957705106822335,0.02009827961772359
2008-05-02,31.74,31.827705106822332,-0.0027556214476655017
2008-05-05,31.61,32.147705106822336,-0.01672608060312919
2008-05-06,31.93,32.34770510682234,-0.012912974983633196
