date,IR,dcf,Deviation
2011-08-01,29.77,31.730457273506715,-0.061784715442585014
2011-08-02,28.13,31.420457273506717,-0.1047234050371757
2011-08-03,27.82,29.780457273506716,-0.06583032810751288
2011-08-04,26.18,29.050457273506716,-0.09880936628575898
2011-08-05,25.45,27.170457273506717,-0.06332088032924998
2011-08-08,23.57,27.630457273506718,-0.14695584779192417
2011-08-09,24.03,26.130457273506718,-0.08038348703665199
2011-08-10,22.53,26.840457273506715,-0.16059552300405167
2011-08-11,23.24,27.870457273506716,-0.16614213495192154
2011-08-12,24.27,28.680457273506715,-0.15377918250908884
2011-08-15,25.08,28.280457273506716,-0.11316851218332047
2011-08-16,24.68,27.580457273506717,-0.10516349474353504
2011-08-17,23.98,25.800457273506716,-0.0705591088641695
2011-08-18,22.2,25.610457273506718,-0.13316659039254009
2011-08-19,22.01,25.460457273506716,-0.13552220356612144
2011-08-22,21.86,26.850457273506716,-0.18586116514413298
2011-08-23,23.25,27.640457273506716,-0.15884170185979352
2011-08-24,24.04,27.320457273506715,-0.12007329308824755
2011-08-25,23.72,28.810457273506717,-0.17668783335097427
2011-08-26,25.21,29.610457273506718,-0.1486115946424078
2011-08-29,26.01,29.890457273506716,-0.1298226132173007
2011-08-30,26.29,30.370457273506716,-0.13435613552866232
2011-08-31,26.77,29.580457273506717,-0.09501060945477202
2011-09-01,25.98,29.460457273506716,-0.11813996100585411
2011-09-02,25.86,29.840457273506715,-0.13339129615284717
2011-09-06,26.24,31.120457273506716,-0.1568247288468193
2011-09-07,27.52,30.240457273506717,-0.08996085108442042
2011-09-08,26.64,29.370457273506716,-0.09296611380884745
2011-09-09,25.77,29.700457273506718,-0.13233659122860542
2011-09-12,26.1,30.130457273506718,-0.1337668803669515
2011-09-13,26.53,30.480457273506715,-0.12960623385858483
2011-09-14,26.88,31.470457273506717,-0.14586560448141872
2011-09-15,27.87,32.11045727350672,-0.1320584517806097
2011-09-16,28.51,30.470457273506717,-0.06433960789985527
2011-09-19,26.87,30.120457273506716,-0.10791526981118393
2011-09-20,26.52,28.990457273506717,-0.08521622305572862
2011-09-21,25.39,27.750457273506715,-0.08506012172131794
2011-09-22,24.15,28.360457273506718,-0.14846224914151762
2011-09-23,24.76,29.650457273506717,-0.16493699332847855
2011-09-26,26.05,29.730457273506715,-0.12379416971788149
2011-09-27,26.13,28.760457273506717,-0.09146089884773201
2011-09-28,25.16,29.130457273506718,-0.13629917430502303
2011-09-29,25.53,26.040457273506718,-0.01960246965501833
2011-09-30,22.44,25.194367617401326,-0.10932473714874791
2011-10-03,21.15,26.074367617401325,-0.18885856369206577
2011-10-04,22.03,26.284367617401326,-0.16185923433001903
2011-10-05,22.24,26.474367617401324,-0.15994216287221608
2011-10-06,22.43,26.204367617401324,-0.144035821528275
2011-10-07,22.16,26.724367617401324,-0.17079422356206764
2011-10-10,22.68,27.044367617401324,-0.16137806138210942
2011-10-11,23.0,27.954367617401324,-0.17723053818313805
2011-10-12,23.91,27.434367617401325,-0.12846542215049472
2011-10-13,23.39,28.424367617401327,-0.1771144985585994
2011-10-14,24.38,27.224367617401324,-0.10447873968551824
2011-10-17,23.18,28.244367617401327,-0.17930539943408663
2011-10-18,24.2,27.794367617401324,-0.12931999989634535
2011-10-19,23.75,25.914367617401325,-0.08351998587640497
2011-10-20,21.87,26.364367617401324,-0.17047128467571881
2011-10-21,22.32,27.604367617401326,-0.19143230124460997
2011-10-24,23.56,27.704367617401324,-0.14959257235664958
2011-10-25,23.66,28.294367617401324,-0.16379117144682676
2011-10-26,24.25,29.204367617401324,-0.16964474911106386
2011-10-27,25.16,29.874367617401326,-0.15780644055057036
2011-10-28,25.83,28.904367617401324,-0.10636342777312524
2011-10-31,24.86,28.574367617401325,-0.12998949503048096
2011-11-01,24.53,29.884367617401324,-0.17916951383918645
2011-11-02,25.84,30.364367617401324,-0.1490025306770586
2011-11-03,26.32,29.974367617401324,-0.1219164208581941
2011-11-04,25.93,29.814367617401324,-0.1302850916460221
2011-11-07,25.77,29.814367617401324,-0.13565163176698758
2011-11-08,25.77,28.084367617401327,-0.08240768134538035
2011-11-09,24.04,27.994367617401327,-0.14125582943846493
2011-11-10,23.95,29.134367617401324,-0.1779468044573178
2011-11-11,25.09,28.954367617401324,-0.1334640655414927
2011-11-14,24.91,29.424367617401327,-0.1534227574947632
2011-11-15,25.38,29.204367617401324,-0.1309519064923217
2011-11-16,25.16,28.114367617401324,-0.10508390790098099
2011-11-17,24.07,28.964367617401326,-0.16897892203456455
2011-11-18,24.92,28.854367617401326,-0.13635258514654147
2011-11-21,24.81,28.624367617401326,-0.13325596108828952
2011-11-22,24.58,27.474367617401324,-0.10534792493524514
2011-11-23,23.43,27.344367617401325,-0.14315078235381506
2011-11-25,23.3,28.664367617401325,-0.18714411177676804
2011-11-28,24.62,28.744367617401327,-0.1434843748277317
2011-11-29,24.7,30.494367617401327,-0.19001435576892656
2011-11-30,26.45,30.744367617401327,-0.13967981618105274
2011-12-01,26.7,30.584367617401327,-0.127005000266583
2011-12-02,26.54,31.344367617401325,-0.1532769037182331
2011-12-05,27.3,30.934367617401325,-0.11748640419456657
2011-12-06,26.89,30.864367617401324,-0.12876880118420364
2011-12-07,26.82,29.834367617401327,-0.10103675251501398
2011-12-08,25.79,30.544367617401324,-0.15565447865722815
2011-12-09,26.5,29.694367617401326,-0.1075748660001562
2011-12-12,25.65,28.744367617401327,-0.10765126784448908
2011-12-13,24.7,28.304367617401326,-0.1273431601130487
2011-12-14,24.26,28.784367617401326,-0.15718141449340572
2011-12-15,24.74,28.524367617401325,-0.13267139409228013
2011-12-16,24.48,27.864367617401324,-0.12145861926138901
2011-12-19,23.82,29.154367617401324,-0.18296975902222645
2011-12-20,25.11,28.744367617401327,-0.1264375569424998
2011-12-21,24.7,28.914367617401325,-0.1457534078962538
2011-12-22,24.87,28.994367617401327,-0.14224720027782345
2011-12-23,24.95,28.964367617401326,-0.13859676380400443
2011-12-27,24.92,28.234367617401325,-0.11738770502366846
2011-12-28,24.19,28.514367617401327,-0.15165574335803655
2011-12-29,24.47,28.384367617401324,-0.13790575397570537
2011-12-30,24.34,29.06086648983201,-0.1624475475114885
2012-01-03,25.64,28.870866489832007,-0.11190749993492166
2012-01-04,25.45,29.15086648983201,-0.1269556255256732
2012-01-05,25.73,29.000866489832006,-0.11278512974703025
2012-01-06,25.58,29.340866489832006,-0.12817843982676258
2012-01-09,25.92,29.880866489832005,-0.13255527550313262
2012-01-10,26.46,30.030866489832007,-0.11890654207533602
2012-01-11,26.61,31.420866489832008,-0.15311056082393004
2012-01-12,28.0,30.530866489832007,-0.08289533776170055
2012-01-13,27.11,30.420866489832008,-0.10883537755042727
2012-01-17,27.0,31.090866489832006,-0.1315777574475092
2012-01-18,27.67,30.820866489832007,-0.10223159984394004
2012-01-19,27.4,30.580866489832008,-0.10401492354343955
2012-01-20,27.16,31.100866489832008,-0.12671243391628395
2012-01-23,27.68,31.480866489832007,-0.12073576472425396
2012-01-24,28.06,31.930866489832006,-0.12122647818106147
2012-01-25,28.51,31.380866489832005,-0.09148461502050043
2012-01-26,27.96,31.500866489832006,-0.11240536799122469
2012-01-27,28.08,32.09086648983201,-0.12498467410042835
2012-01-30,28.67,31.330866489832008,-0.08492795724930091
2012-01-31,27.91,31.520866489832006,-0.1145547978827548
2012-02-01,28.1,32.38086648983201,-0.1322035805056746
2012-02-02,28.96,33.39086648983201,-0.1326969604451944
2012-02-03,29.97,33.250866489832006,-0.0986701050583233
2012-02-06,29.83,33.42086648983201,-0.10744384772083926
2012-02-07,30.0,33.760866489832004,-0.11139721461132202
2012-02-08,30.34,33.720866489832005,-0.10026036818631134
2012-02-09,30.3,33.760866489832004,-0.1025111867574352
2012-02-10,30.34,34.510866489832004,-0.120856614569816
2012-02-13,31.09,34.49086648983201,-0.09860194410698819
2012-02-14,31.07,34.77086648983201,-0.10643584309048637
2012-02-15,31.35,36.07086648983201,-0.13087754604294766
2012-02-16,32.65,36.10086648983201,-0.09558957513676203
2012-02-17,32.68,36.16086648983201,-0.0962605940543706
2012-02-21,32.74,36.03086648983201,-0.09133464749621534
2012-02-22,32.61,35.91086648983201,-0.09191831922982518
2012-02-23,32.49,35.750866489832006,-0.09121083794596796
2012-02-24,32.33,35.63086648983201,-0.09264064601892241
2012-02-27,32.21,35.44086648983201,-0.09116217547217553
2012-02-28,32.02,35.27086648983201,-0.09216860296781126
2012-02-29,31.85,35.470866489832,-0.10208001236366604
2012-03-01,32.05,35.13086648983201,-0.08769685458010867
2012-03-02,31.71,34.35086648983201,-0.0768791812169779
2012-03-05,30.93,33.500866489832006,-0.07674029836250063
2012-03-06,30.08,34.06086648983201,-0.11687507982277534
2012-03-07,30.64,34.77086648983201,-0.11880251793667529
2012-03-08,31.35,34.760866489832004,-0.09812374760076037
2012-03-09,31.34,35.38086648983201,-0.11421050106258135
2012-03-12,31.96,35.85086648983201,-0.10852921758350054
2012-03-13,32.43,35.650866489832005,-0.09034469024057601
2012-03-14,32.23,36.040866489832005,-0.10573737151705676
2012-03-15,32.62,36.23086648983201,-0.099662714134794
2012-03-16,32.81,36.07086648983201,-0.09040166780443737
2012-03-19,32.65,35.80086648983201,-0.08801090025926905
2012-03-20,32.38,35.91086648983201,-0.09832306582832684
2012-03-21,32.49,35.74086648983201,-0.0909565662252999
2012-03-22,32.32,35.71086648983201,-0.09495335238638059
2012-03-23,32.29,36.67086648983201,-0.11946449345686239
2012-03-26,33.25,36.56086648983201,-0.09055765925987558
2012-03-27,33.14,36.01086648983201,-0.07972222747382729
2012-03-28,32.59,36.30086648983201,-0.10222528685014809
2012-03-29,32.88,36.45086648983201,-0.09796383004579878
2012-03-30,33.03,36.76751600512164,-0.10165266548333074
2012-04-02,33.28,36.507516005121644,-0.0884068914650028
2012-04-03,33.02,36.407516005121636,-0.09304441436337196
2012-04-04,32.92,36.18751600512164,-0.09029401201948162
2012-04-05,32.7,35.407516005121636,-0.07646726770468726
2012-04-09,31.92,34.34751600512164,-0.07067515463882934
2012-04-10,30.86,34.64751600512164,-0.10931565785442632
2012-04-11,31.16,35.61751600512164,-0.12514954733173045
2012-04-12,32.13,35.17751600512164,-0.08663249573045284
2012-04-13,31.69,35.05751600512164,-0.09605689132765916
2012-04-16,31.57,35.48751600512164,-0.11039138396038362
2012-04-17,32.0,35.827516005121645,-0.10683174364012538
2012-04-18,32.34,35.53751600512164,-0.08997578797181016
2012-04-19,32.05,35.92751600512164,-0.10792608107303836
2012-04-20,32.44,35.62751600512164,-0.08946781483905364
2012-04-23,32.14,36.60751600512164,-0.12203821762986056
2012-04-24,33.12,37.007516005121644,-0.10504666145611163
2012-04-25,33.52,36.657516005121636,-0.08558997845580352
2012-04-26,33.17,37.51751600512164,-0.11587963351646591
2012-04-27,34.03,37.44751600512164,-0.09126148726805361
2012-04-30,33.96,37.98751600512164,-0.1060220943264264
2012-05-01,34.5,37.39751600512163,-0.077478835886448
2012-05-02,33.91,37.047516005121636,-0.08468897090665661
2012-05-03,33.56,37.007516005121644,-0.09315718473632562
2012-05-04,33.52,37.56751600512164,-0.1077397825443085
2012-05-07,34.08,37.24751600512164,-0.0850396575354474
2012-05-08,33.76,39.06751600512164,-0.13585496463163516
2012-05-09,35.58,38.327516005121645,-0.07168520925682997
2012-05-10,34.84,38.007516005121644,-0.08333920071742673
2012-05-11,34.52,38.06751600512164,-0.09319011003093425
2012-05-14,34.58,37.66751600512164,-0.08196760319161567
2012-05-15,34.18,37.14751600512163,-0.07988464167328146
2012-05-16,33.66,35.96751600512163,-0.06415555649695281
2012-05-17,32.48,35.55751600512164,-0.08655036546080341
2012-05-18,32.07,36.63751600512164,-0.1246677314172483
2012-05-21,33.15,36.86751600512164,-0.10083445829670756
2012-05-22,33.38,37.52751600512164,-0.11051933212301068
2012-05-23,34.04,37.55751600512164,-0.09365677976791553
2012-05-24,34.07,37.157516005121636,-0.08309263742754136
2012-05-25,33.67,37.77751600512164,-0.10872911825554565
2012-05-29,34.29,36.837516005121635,-0.06915547738798256
2012-05-30,33.35,36.48751600512164,-0.08598875310342413
2012-05-31,33.0,35.35751600512164,-0.06667651666424035
2012-06-01,31.87,34.727516005121636,-0.08228391586372619
2012-06-04,31.24,35.09751600512164,-0.10990851901196452
2012-06-05,31.61,35.80751600512164,-0.1172244398221105
2012-06-06,32.32,35.94751600512164,-0.10091145114463007
2012-06-07,32.46,36.06751600512164,-0.10002119371373863
2012-06-08,32.58,34.96751600512164,-0.06827811288545471
2012-06-11,31.48,35.84751600512164,-0.12183594546683907
2012-06-12,32.36,35.16751600512164,-0.07983265024213726
2012-06-13,31.68,34.80751600512164,-0.0898517436481665
2012-06-14,31.32,34.70751600512164,-0.09760179912102496
2012-06-15,31.22,35.68751600512164,-0.12518428025308592
2012-06-18,32.2,35.80751600512164,-0.10074745214400371
2012-06-19,32.32,35.297516005121636,-0.08435483122068987
2012-06-20,31.81,34.66751600512164,-0.08242632684440054
2012-06-21,31.18,35.587516005121635,-0.1238500603550785
2012-06-22,32.1,34.657516005121636,-0.07379397890903916
2012-06-25,31.17,34.95751600512164,-0.10834625676969523
2012-06-26,31.47,35.56751600512164,-0.11520388448076069
2012-06-27,32.08,36.337516005121635,-0.11716585152715331
2012-06-28,32.85,37.17751600512164,-0.11640142941571119
2012-06-29,33.69,36.75165869218501,-0.08330668059986235
2012-07-02,33.87,37.23165869218501,-0.09029032845347362
2012-07-03,34.35,37.151658692185016,-0.07541140263474577
2012-07-05,34.27,36.87165869218501,-0.0705598496098151
2012-07-06,33.99,36.84165869218501,-0.07740310272159134
2012-07-09,33.96,35.311658692185006,-0.03827797226880614
2012-07-10,32.43,35.00165869218501,-0.07347248068444245
2012-07-11,32.12,34.54165869218501,-0.07010834985561676
2012-07-12,31.66,35.601658692185005,-0.11071559126682617
2012-07-13,32.72,34.531658692185005,-0.05246370318709914
2012-07-16,31.65,35.361658692185,-0.10496279952516163
2012-07-17,32.48,35.94165869218501,-0.09631327039833304
2012-07-18,33.06,36.00165869218501,-0.08170897672621857
2012-07-19,33.12,35.031658692185005,-0.05456945984151951
2012-07-20,32.15,35.111658692185,-0.08434972321157241
2012-07-23,32.23,34.76165869218501,-0.0728290532567184
2012-07-24,31.88,34.46165869218501,-0.07491394175900368
2012-07-25,31.58,34.83165869218501,-0.09335354141244412
2012-07-26,31.95,36.76165869218501,-0.13088796488956844
2012-07-27,33.88,36.631658692185006,-0.07511695594532397
2012-07-30,33.75,36.75165869218501,-0.081674101224261
2012-07-31,33.87,36.33165869218501,-0.06775519700438337
2012-08-01,33.45,36.39165869218501,-0.08083332274207988
2012-08-02,33.51,36.91165869218501,-0.09215675514753319
2012-08-03,34.03,37.01165869218501,-0.08055998562459954
2012-08-06,34.13,37.76165869218501,-0.09617317718452334
2012-08-07,34.88,38.19165869218501,-0.08671157015923625
2012-08-08,35.31,38.611658692185,-0.08550937214342613
2012-08-09,35.73,38.89165869218501,-0.08129400489725902
2012-08-10,36.01,38.851658692185005,-0.07314124513187403
2012-08-13,35.97,38.59165869218501,-0.06793329908662116
2012-08-14,35.71,39.07165869218501,-0.08603828976570682
2012-08-15,36.19,39.861658692185,-0.0921100328648603
2012-08-16,36.98,39.94165869218501,-0.07414961694528954
2012-08-17,37.06,40.16165869218501,-0.07722934742206133
2012-08-20,37.28,40.21165869218501,-0.07290568923372387
2012-08-21,37.33,39.71165869218501,-0.059973790333107124
2012-08-22,36.83,39.94165869218501,-0.07790509443199056
2012-08-23,37.06,40.361658692185,-0.08180185847575883
2012-08-24,37.48,39.84165869218501,-0.059276113738915504
2012-08-27,36.96,39.83165869218501,-0.0720948809683497
2012-08-28,36.95,39.881658692185006,-0.07350894592454538
2012-08-29,37.0,39.69165869218501,-0.06781421540125698
2012-08-30,36.81,40.23165869218501,-0.08504890932696396
2012-08-31,37.35,39.50165869218501,-0.05447008463496983
2012-09-04,36.62,39.26165869218501,-0.06728342052219083
2012-09-05,36.38,39.83165869218501,-0.08665616259817532
2012-09-06,36.95,39.73165869218501,-0.07001113932180592
2012-09-07,36.85,39.531658692185005,-0.06783572409814265
2012-09-10,36.65,39.611658692185,-0.07476734855259448
2012-09-11,36.73,39.58165869218501,-0.07204495178844139
2012-09-12,36.7,39.541658692185,-0.07186493400052096
2012-09-13,36.66,39.76165869218501,-0.07800627021615247
2012-09-14,36.88,39.41165869218501,-0.06423628885954524
2012-09-17,36.53,39.22165869218502,-0.06862684501207317
2012-09-18,36.34,39.531658692185005,-0.08073677649189959
2012-09-19,36.65,39.94165869218501,-0.0824116674160319
2012-09-20,37.06,40.351658692185005,-0.08157430943037058
2012-09-21,37.47,39.901658692185016,-0.060941293467112745
2012-09-24,37.02,38.91165869218501,-0.048614188029073246
2012-09-25,36.03,38.57165869218501,-0.06589446185004155
2012-09-26,35.69,38.94165869218501,-0.08350077529793487
2012-09-27,36.06,38.68165869218501,-0.06777523976019861
2012-09-28,35.8,38.510917225950784,-0.07039347336354851
2012-10-01,35.54,38.700917225950775,-0.08167551191348077
2012-10-02,35.73,38.82091722595078,-0.0796198917186991
2012-10-03,35.85,39.42091722595078,-0.09058432622161428
2012-10-04,36.45,38.98091722595078,-0.06492708243062761
2012-10-05,36.01,39.10091722595078,-0.07904973707111351
2012-10-08,36.13,38.35091722595078,-0.057910407014932
2012-10-09,35.38,38.620917225950784,-0.08391611227123041
2012-10-10,35.65,38.42091722595078,-0.07212001758456754
2012-10-11,35.45,38.360917225950786,-0.07588236769222967
2012-10-12,35.39,38.510917225950784,-0.08103980509318376
2012-10-15,35.54,39.360917225950786,-0.09707388687150931
2012-10-16,36.39,39.470917225950785,-0.07805537450052435
2012-10-17,36.5,39.440917225950784,-0.07456513267941345
2012-10-18,36.47,39.99091722595079,-0.08804292249806178
2012-10-19,37.02,40.150917225950785,-0.07797872233731118
2012-10-22,37.18,39.400917225950785,-0.05636714529295306
2012-10-23,36.43,39.81091722595079,-0.08492437405453535
2012-10-24,36.84,40.02091722595078,-0.07948136740574685
2012-10-25,37.05,40.010917225950784,-0.07400273303483174
2012-10-26,37.04,40.53091722595078,-0.08612973662771306
2012-10-31,37.56,40.66091722595078,-0.07626284495057334
2012-11-01,37.69,40.53091722595078,-0.0700925964767416
2012-11-02,37.56,40.970917225950785,-0.08325215681991915
2012-11-05,38.0,41.260917225950784,-0.07903162229994853
2012-11-06,38.29,40.380917225950775,-0.051779834872276
2012-11-07,37.41,40.150917225950785,-0.06826537014151324
2012-11-08,37.18,39.60091722595078,-0.06113285740675556
2012-11-09,36.63,39.66091722595078,-0.07642075468611709
2012-11-12,36.69,39.78091722595078,-0.0776984906706587
2012-11-13,36.81,39.14091722595078,-0.05955193161404404
2012-11-14,36.17,39.17091722595078,-0.07661084902966397
2012-11-15,36.2,39.14091722595078,-0.07513664559707667
2012-11-16,36.17,40.06091722595079,-0.09712501598516365
2012-11-19,37.09,40.71091722595078,-0.08894216767100149
2012-11-20,37.74,41.000917225950786,-0.07953278722961954
2012-11-21,38.03,41.49091722595079,-0.08341385193061324
2012-11-23,38.52,41.24091722595079,-0.0659761569085241
2012-11-26,38.27,41.120917225950784,-0.06933009811735447
2012-11-27,38.15,41.48091722595078,-0.08029998969904495
2012-11-28,38.51,41.84091722595078,-0.07960908715177173
2012-11-29,38.87,41.930917225950786,-0.0729990524523133
2012-11-30,38.96,41.28091722595078,-0.05622252076540013
2012-12-03,38.31,41.190917225950784,-0.06994059418846266
2012-12-04,38.22,41.66091722595078,-0.08259341020479072
2012-12-05,38.69,41.470917225950785,-0.0670570465273096
2012-12-06,38.5,41.860917225950786,-0.0802877110362803
2012-12-07,38.89,41.14091722595078,-0.05471237341618995
2012-12-10,38.17,41.02091722595078,-0.06949910969195061
2012-12-11,38.05,41.06091722595079,-0.07332805571249812
2012-12-12,38.09,40.96091722595078,-0.0700891830647754
2012-12-13,37.99,40.99091722595079,-0.07320932121155233
2012-12-14,38.02,40.790917225950786,-0.0679297602111274
2012-12-17,37.82,41.49091722595079,-0.08847520063149594
2012-12-18,38.52,41.690917225950784,-0.0760577467932757
2012-12-19,38.72,42.000917225950786,-0.07811537086917786
2012-12-20,39.03,40.60091722595078,-0.03869166839774496
2012-12-21,37.63,40.510917225950784,-0.07111458893617206
2012-12-24,37.54,40.34091722595078,-0.06943117357155648
2012-12-26,37.37,40.57091722595078,-0.07889684150161014
2012-12-27,37.6,40.41091722595078,-0.06955836241563174
2012-12-28,37.44,41.28091722595078,-0.09304340804560018
2012-12-31,38.31,42.34998712169993,-0.09539523849417797
2013-01-02,39.51,41.949987121699934,-0.058164192389889346
2013-01-03,39.11,42.589987121699934,-0.08170904376552046
2013-01-04,39.75,41.96998712169994,-0.05289463433149655
2013-01-07,39.13,42.159987121699935,-0.07186878669942443
2013-01-08,39.32,42.14998712169994,-0.06714087749372011
2013-01-09,39.31,42.46998712169994,-0.07440518200876367
2013-01-10,39.63,42.45998712169994,-0.06665068252584605
2013-01-11,39.62,42.579987121699936,-0.06951592336653023
2013-01-14,39.74,42.609987121699945,-0.06735479908742681
2013-01-15,39.77,42.34998712169993,-0.060920611717918516
2013-01-16,39.51,43.52998712169993,-0.0923498348497317
2013-01-17,40.69,43.27998712169993,-0.05984260379784989
2013-01-18,40.44,43.329987121699936,-0.06669716087343613
2013-01-22,40.49,43.449987121699934,-0.0681240045804673
2013-01-23,40.61,43.64998712169994,-0.06964462814672068
2013-01-24,40.81,43.949987121699934,-0.0714445515764347
2013-01-25,41.11,43.689987121699936,-0.059052137381347736
2013-01-28,40.85,43.949987121699934,-0.07053442616754124
2013-01-29,41.11,44.06998712169993,-0.06716559987925308
2013-01-30,41.23,43.88998712169994,-0.060605784966949794
2013-01-31,41.05,44.659987121699935,-0.08083269508928881
2013-02-01,41.82,44.20998712169994,-0.05405989183215221
2013-02-04,41.37,45.28998712169994,-0.08655306328894374
2013-02-05,42.45,44.98998712169993,-0.056456720354890355
2013-02-06,42.15,44.37998712169993,-0.05024758379457861
2013-02-07,41.54,45.519987121699934,-0.08743383672449734
2013-02-08,42.68,45.12998712169993,-0.054287343692192236
2013-02-11,42.29,45.20998712169994,-0.06458721418875168
2013-02-12,42.37,45.31998712169993,-0.06509240864915056
2013-02-13,42.48,45.199987121699934,-0.060176723377739716
2013-02-14,42.36,45.199987121699934,-0.06283159139079697
2013-02-15,42.36,45.679987121699945,-0.0726792481980103
2013-02-19,42.84,45.079987121699936,-0.049689169512244225
2013-02-20,42.24,44.56998712169993,-0.05227704274039424
2013-02-21,41.73,44.859987121699945,-0.06977235889989575
2013-02-22,42.02,43.519987121699934,-0.034466626047138904
2013-02-25,40.68,43.80998712169993,-0.07144460264288899
2013-02-26,40.97,44.659987121699935,-0.0826240077419772
2013-02-27,41.82,44.88998712169994,-0.06838912903621441
2013-02-28,42.05,44.31998712169993,-0.051218135859712466
2013-03-01,41.48,44.449987121699934,-0.06681637755188519
2013-03-04,41.61,45.359987121699945,-0.08267169723039836
2013-03-05,42.52,45.519987121699934,-0.06590483239108391
2013-03-06,42.68,45.74998712169993,-0.06710356253289063
2013-03-07,42.91,46.21998712169994,-0.07161376122811436
2013-03-08,43.38,46.62998712169993,-0.06969736262670989
2013-03-11,43.79,46.78998712169994,-0.06411600656988903
2013-03-12,43.95,46.88998712169994,-0.06269967859170844
2013-03-13,44.05,47.39998712169994,-0.07067485299307807
2013-03-14,44.56,47.079987121699936,-0.05352565443966384
2013-03-15,44.24,46.799987121699935,-0.05470059457586762
2013-03-18,43.96,46.869987121699936,-0.062086364865943544
2013-03-19,44.03,47.939987121699936,-0.08156003696400838
2013-03-20,45.1,47.24998712169993,-0.045502385348006436
2013-03-21,44.41,47.179987121699945,-0.05871106142006388
2013-03-22,44.34,46.829987121699936,-0.05317078382338758
2013-03-25,43.99,47.06998712169993,-0.06543420361974162
2013-03-26,44.23,46.259987121699936,-0.043882137631372164
2013-03-27,43.42,46.77998712169993,-0.07182531095955191
2013-03-28,43.94,46.20338842975207,-0.04898749868082386
2013-04-01,43.45,46.08338842975206,-0.057143984404842696
2013-04-02,43.33,45.823388429752065,-0.05441300862275755
2013-04-03,43.07,46.27338842975207,-0.06922744450874074
2013-04-04,43.52,45.893388429752065,-0.05171525814409961
2013-04-05,43.14,46.603388429752066,-0.07431623636063778
2013-04-08,43.85,47.173388429752066,-0.07045049211805221
2013-04-09,44.42,47.603388429752066,-0.0668731477896739
2013-04-10,44.85,48.02338842975207,-0.06608006085189211
2013-04-11,45.27,47.613388429752064,-0.04921700612023139
2013-04-12,44.86,45.69338842975207,-0.01823870932735272
2013-04-15,42.94,46.65338842975206,-0.07959525673774948
2013-04-16,43.9,45.79338842975206,-0.041346327377729586
2013-04-17,43.04,45.51338842975207,-0.0543441944246722
2013-04-18,42.76,45.80338842975207,-0.0664446132499491
2013-04-19,43.05,45.88338842975207,-0.061751943932606856
2013-04-22,43.13,45.44338842975207,-0.05090704081911013
2013-04-23,42.69,46.02338842975207,-0.07242814020180188
2013-04-24,43.27,46.51338842975207,-0.06973021186470796
2013-04-25,43.76,45.87338842975207,-0.046070031059257666
2013-04-26,43.12,46.073388429752065,-0.06410182820078636
2013-04-29,43.32,45.72338842975206,-0.05256365532586349
2013-04-30,42.97,44.47338842975206,-0.033804225017096234
2013-05-01,41.72,44.66338842975206,-0.06590159262953177
2013-05-02,41.91,45.97338842975206,-0.0883856632834662
2013-05-03,43.22,46.323388429752065,-0.06699398586651872
2013-05-06,43.57,46.963388429752065,-0.07225603908090883
2013-05-07,44.21,47.103388429752066,-0.061426333140919054
2013-05-08,44.35,47.37338842975207,-0.06382039642858395
2013-05-09,44.62,47.79338842975206,-0.06639806328895037
2013-05-10,45.04,47.503388429752064,-0.05185710980164959
2013-05-13,44.75,48.463388429752065,-0.0766225505493624
2013-05-14,45.71,48.20338842975207,-0.051726414075345395
2013-05-15,45.45,48.16338842975206,-0.056337158123947795
2013-05-16,45.41,49.113388429752064,-0.07540486511227185
2013-05-17,46.36,49.073388429752065,-0.05529246128247789
2013-05-20,46.32,49.19338842975207,-0.058410053087830205
2013-05-21,46.44,48.40338842975206,-0.040563036875022385
2013-05-22,45.65,48.41338842975206,-0.057079013045363336
2013-05-23,45.66,48.40338842975206,-0.05667761119107506
2013-05-24,45.65,48.843388429752075,-0.0653801575282783
2013-05-28,46.09,48.463388429752065,-0.04897281239821483
2013-05-29,45.71,48.933388429752064,-0.0658729863839187
2013-05-30,46.18,48.70338842975207,-0.05181135257953784
2013-05-31,45.95,49.493388429752066,-0.07159316713143082
2013-06-03,46.74,48.33338842975206,-0.032966619587780355
2013-06-04,45.58,47.343388429752075,-0.03724677274353916
2013-06-05,44.59,47.993388429752066,-0.07091369334619091
2013-06-06,45.24,49.113388429752064,-0.07886624306714762
2013-06-07,46.36,48.823388429752065,-0.05045508943518806
2013-06-10,46.07,48.003388429752064,-0.04027608243908398
2013-06-11,45.25,47.40338842975206,-0.045426888268614185
2013-06-12,44.65,47.683388429752064,-0.06361520289651612
2013-06-13,44.93,47.823388429752065,-0.060501535435996456
2013-06-14,45.07,47.963388429752065,-0.06032493792613858
2013-06-17,45.21,48.76338842975207,-0.07287000645722219
2013-06-18,46.01,47.933388429752064,-0.04012627716838446
2013-06-19,45.18,46.743388429752066,-0.033446193831275006
2013-06-20,43.99,46.713388429752065,-0.058299954708862844
2013-06-21,43.96,45.45338842975207,-0.03285538177335423
2013-06-24,42.7,45.97338842975206,-0.07120180916735863
2013-06-25,43.22,46.38338842975207,-0.06820089124241191
2013-06-26,43.63,47.073388429752065,-0.07314936410177175
2013-06-27,44.32,47.103388429752066,-0.05909104466875226
2013-06-28,44.35,52.19883736336535,-0.1503642180519884
2013-07-01,44.91,51.76883736336535,-0.1324896928865369
