date,PLD,dcf,Deviation
2017-05-08,54.8,54.9196760058908,-0.0021791098308366896
2017-05-09,54.2,55.3496760058908,-0.02077114246826739
2017-05-10,54.63,55.3396760058908,-0.012824000014298176
2017-05-11,54.62,55.069676005890805,-0.008165582921582981
2017-05-12,54.35,55.719676005890804,-0.024581550074806557
2017-05-15,55.0,55.5496760058908,-0.009895215335414598
2017-05-16,54.83,56.0496760058908,-0.021760625445232162
2017-05-17,55.33,55.4896760058908,-0.002877580432688931
2017-05-18,54.77,55.9596760058908,-0.021259522763597882
2017-05-19,55.24,56.1296760058908,-0.015850367741253812
2017-05-22,55.41,56.4096760058908,-0.017721711533787432
2017-05-23,55.69,56.5896760058908,-0.015898235674598138
2017-05-24,55.87,56.6196760058908,-0.013240556265507575
2017-05-25,55.9,56.5096760058908,-0.010788878099871724
2017-05-26,55.79,56.5496760058908,-0.013433781756975405
2017-05-30,55.83,56.2596760058908,-0.007637370784819519
2017-05-31,55.54,56.6296760058908,-0.019242137387073366
2017-06-01,55.91,57.5996760058908,-0.029334817885399156
2017-06-02,56.88,57.1296760058908,-0.004370338208553037
2017-06-05,56.41,57.1996760058908,-0.013805602776656989
2017-06-06,56.48,57.4796760058908,-0.017391816992641917
2017-06-07,56.76,57.179676005890805,-0.00733960097723485
2017-06-08,56.46,57.8496760058908,-0.024022191684345606
2017-06-09,57.13,58.0496760058908,-0.015842913676167192
2017-06-12,57.33,57.9096760058908,-0.010010002574212917
2017-06-13,57.19,58.5496760058908,-0.023222605121743234
2017-06-14,57.83,59.2296760058908,-0.02363132977042781
2017-06-15,58.51,58.8496760058908,-0.00577192652440095
2017-06-16,58.13,59.3096760058908,-0.019890110439544917
2017-06-19,58.59,58.3896760058908,0.003430811879980178
2017-06-20,57.67,58.7696760058908,-0.018711622738579847
2017-06-21,58.05,58.359676005890805,-0.005306335248666416
2017-06-22,57.64,59.2396760058908,-0.027003456361437972
2017-06-23,58.52,59.7796760058908,-0.021071977803403752
2017-06-26,59.06,59.4396760058908,-0.006387585387463646
2017-06-27,58.72,59.9096760058908,-0.019857827402936068
2017-06-28,59.19,59.4096760058908,-0.0036976469265549428
2017-06-29,58.69,59.359676005890805,-0.011281665449527578
2017-06-30,58.64,59.682912052779955,-0.01747421526378712
2017-07-03,59.19,59.02291205277996,0.0028308997541603986
2017-07-05,58.53,57.77291205277996,0.013104548832996166
2017-07-06,57.28,58.24291205277996,-0.016532690740245992
2017-07-07,57.75,57.77291205277996,-0.0003965881581150521
2017-07-10,57.28,57.432912052779955,-0.002662446449510192
2017-07-11,56.94,58.282912052779956,-0.023041265535322597
2017-07-12,57.79,58.042912052779954,-0.004357328807864991
2017-07-13,57.55,58.572912052779955,-0.017463909799434463
2017-07-14,58.08,59.01291205277996,-0.01580860900315484
2017-07-17,58.52,60.612912052779954,-0.03452914538997076
2017-07-18,60.12,60.612912052779954,-0.008132129542806732
2017-07-19,60.12,59.66291205277996,0.007661173943633193
2017-07-20,59.17,59.48291205277996,-0.005260536883303635
2017-07-21,58.99,60.792912052779954,-0.02965661607416792
2017-07-24,60.3,60.76291205277996,-0.007618332254679783
2017-07-25,60.27,61.63291205277996,-0.022113380779619995
2017-07-26,61.14,61.65291205277996,-0.008319348360071976
2017-07-27,61.16,62.042912052779954,-0.01423066751007529
2017-07-28,61.55,61.30291205277996,0.004030607012719178
2017-07-31,60.81,61.83291205277996,-0.016543164777793606
2017-08-01,61.34,61.69291205277996,-0.00572046351901867
2017-08-02,61.2,61.612912052779954,-0.006701712985522135
2017-08-03,61.12,61.852912052779956,-0.011849273194357468
2017-08-04,61.36,61.142912052779955,0.003550500621112951
2017-08-07,60.65,61.27291205277996,-0.010166189787803592
2017-08-08,60.78,61.23291205277996,-0.007396546033766382
2017-08-09,60.74,60.432912052779955,0.005081468636690012
2017-08-10,59.94,60.20291205277996,-0.004367098597314767
2017-08-11,59.71,61.822912052779955,-0.03417684451641656
2017-08-14,61.33,62.38291205277996,-0.016878212608752996
2017-08-15,61.89,62.74291205277996,-0.01359375943632446
2017-08-16,62.25,61.792912052779954,0.007397093485894013
2017-08-17,61.3,61.72291205277996,-0.006851783862989569
2017-08-18,61.23,62.58291205277996,-0.02161791467356089
2017-08-21,62.09,62.19291205277996,-0.0016547231731587342
2017-08-22,61.7,63.30291205277996,-0.02532130040784697
2017-08-23,62.81,62.76291205277996,0.000750251154383097
2017-08-24,62.27,63.072912052779955,-0.012729903006667431
2017-08-25,62.58,62.92291205277996,-0.005449716829575846
2017-08-28,62.43,62.67291205277996,-0.0038758698905738687
2017-08-29,62.18,62.95291205277996,-0.012277621917345827
2017-08-30,62.46,63.852912052779956,-0.021814385718674667
2017-08-31,63.36,64.27291205277996,-0.014203682758769154
2017-09-01,63.78,64.00291205277996,-0.003482842352487636
2017-09-05,63.51,63.63291205277996,-0.001931579882404444
2017-09-06,63.14,64.20291205277995,-0.01655551156162749
2017-09-07,63.71,64.46291205277996,-0.011679771031186115
2017-09-08,63.97,65.62291205277995,-0.025188032671432325
2017-09-11,65.13,65.15291205277995,-0.0003516658282503027
2017-09-12,64.66,64.50291205277996,0.002435362097938931
2017-09-13,64.01,65.78291205277996,-0.026950951203824625
2017-09-14,65.29,65.69291205277996,-0.006133265221310968
2017-09-15,65.2,65.52291205277996,-0.004928231097541036
2017-09-18,65.03,65.24291205277996,-0.0032633744583275837
2017-09-19,64.75,65.11291205277996,-0.005573580436485259
2017-09-20,64.62,64.85291205277996,-0.0035913892747082565
2017-09-21,64.36,64.17291205277996,0.002915372565081009
2017-09-22,63.68,64.51291205277995,-0.012910780590690507
2017-09-25,64.02,64.15291205277995,-0.0020718007729814136
2017-09-26,63.66,63.40291205277996,0.004054828696291146
2017-09-27,62.91,64.04291205277995,-0.017689889739028186
2017-09-28,63.55,63.95291205277996,-0.006300136144659629
2017-09-29,63.46,64.62101421635987,-0.01796651182961373
2017-10-02,63.59,64.72101421635988,-0.017475223929262484
2017-10-03,63.69,65.11101421635988,-0.02182448289989669
2017-10-04,64.08,65.60101421635987,-0.023185833855302707
2017-10-05,64.57,65.55101421635987,-0.01496566038050784
2017-10-06,64.52,65.86101421635988,-0.020361274910746352
2017-10-09,64.83,65.75101421635988,-0.014007604709019295
2017-10-10,64.72,65.53101421635988,-0.012376036386102629
2017-10-11,64.5,66.11101421635988,-0.02436831797932415
2017-10-12,65.08,66.24101421635987,-0.01752712017010649
2017-10-13,65.21,66.03101421635988,-0.012433766558086146
2017-10-16,65.0,65.34101421635987,-0.005218991784098792
2017-10-17,64.31,66.34101421635987,-0.030614759818655468
2017-10-18,65.31,65.58101421635988,-0.00413251029430195
2017-10-19,64.55,65.47101421635988,-0.014067511056362059
2017-10-20,64.44,65.49101421635987,-0.016048220186172135
2017-10-23,64.46,65.07101421635987,-0.009389959934054004
2017-10-24,64.04,65.06101421635987,-0.015693180142634766
2017-10-25,64.03,65.30101421635987,-0.01946392765277216
2017-10-26,64.27,65.72101421635988,-0.022078390506619416
2017-10-27,64.69,65.11101421635988,-0.00646609826965483
2017-10-30,64.08,65.61101421635988,-0.023334713456969025
2017-10-31,64.58,66.03101421635988,-0.0219747376831958
2017-11-01,65.0,66.97101421635988,-0.029430855115800125
2017-11-02,65.94,67.30101421635987,-0.020222789094744953
2017-11-03,66.27,67.57101421635987,-0.019254028246402766
2017-11-06,66.54,67.56101421635987,-0.015112476155111132
2017-11-07,66.53,67.75101421635988,-0.01802208026673402
2017-11-08,66.72,67.51101421635987,-0.011716817256289813
2017-11-09,66.48,67.25101421635988,-0.011464722507817715
2017-11-10,66.22,68.10101421635987,-0.027620942771627632
2017-11-13,67.07,68.22101421635988,-0.01687184263648578
2017-11-14,67.19,66.62101421635987,0.008540635268509789
2017-11-15,65.59,68.08101421635988,-0.03658897043518605
2017-11-16,67.05,67.33101421635988,-0.004173622210069117
2017-11-17,66.3,67.47101421635988,-0.017355811676474597
2017-11-20,66.44,68.43101421635987,-0.02909520250664177
2017-11-21,67.4,67.92101421635988,-0.00767088392850257
2017-11-22,66.89,68.09101421635987,-0.017638365798806177
2017-11-24,67.06,67.90101421635987,-0.012385885926240459
2017-11-27,66.87,67.72101421635988,-0.012566471813918678
2017-11-28,66.69,67.16101421635987,-0.007013208806562976
2017-11-29,66.13,67.26101421635987,-0.0168153012489779
2017-11-30,66.23,67.22101421635988,-0.014742625173285284
2017-12-01,66.19,66.97101421635988,-0.011661973847920115
2017-12-04,65.94,65.47101421635988,0.007163258264035521
2017-12-05,64.44,65.75101421635988,-0.01993907214945556
2017-12-06,64.72,66.85101421635987,-0.031877066359277006
2017-12-07,65.82,67.19101421635987,-0.020404725726346662
2017-12-08,66.16,66.76101421635987,-0.009002472826612484
2017-12-11,65.73,67.20101421635987,-0.021889762134002844
2017-12-12,66.17,66.79101421635987,-0.009297870733751434
2017-12-13,65.76,66.94101421635987,-0.017642610142456383
2017-12-14,65.91,67.01101421635987,-0.016430346999450007
2017-12-15,65.98,66.89101421635988,-0.01361938112364669
2017-12-18,65.86,64.41101421635987,0.022495931810247782
2017-12-19,63.38,64.08101421635988,-0.010939499396701247
2017-12-20,63.05,64.04101421635987,-0.015474680226202686
2017-12-21,63.01,64.86101421635988,-0.02853816331310155
2017-12-22,63.83,64.85101421635987,-0.015743997664454445
2017-12-26,63.82,65.31101421635987,-0.022829445144129767
2017-12-27,64.28,65.79101421635987,-0.0229668782942114
2017-12-28,64.76,65.54101421635987,-0.011916419446632798
2017-12-29,64.51,64.81942603657433,-0.004773662087037445
2018-01-02,64.01,64.69942603657432,-0.010655829252404603
2018-01-03,63.89,63.41942603657433,0.007420028733061912
2018-01-04,62.61,63.369426036574325,-0.011984107858827975
2018-01-05,62.56,64.09942603657433,-0.024016221856588027
2018-01-08,63.29,63.45942603657433,-0.002669832476528855
2018-01-09,62.65,62.24942603657433,0.006434982439682546
2018-01-10,61.44,62.45942603657433,-0.016321412175279715
2018-01-11,61.65,62.659426036574324,-0.01610972363495833
2018-01-12,61.85,62.94942603657432,-0.01746522733877731
2018-01-16,62.14,63.66942603657433,-0.024021357373251062
2018-01-17,62.86,62.23942603657432,0.009970753314161307
2018-01-18,61.43,62.589426036574324,-0.018524311692789897
2018-01-19,61.78,63.91942603657433,-0.033470670330333685
2018-01-22,63.11,65.77942603657432,-0.040581473530797996
2018-01-23,64.97,65.28942603657433,-0.004892462010546494
2018-01-24,64.48,65.02942603657432,-0.008448883375739902
2018-01-25,64.22,65.19942603657432,-0.015022003967103958
2018-01-26,64.39,64.19942603657432,0.002968468336727925
2018-01-29,63.39,63.70942603657433,-0.005013795547160527
2018-01-30,62.9,65.91942603657432,-0.04580479864765574
2018-01-31,65.11,64.52942603657432,0.008997042110627351
2018-02-01,63.72,64.63942603657432,-0.014223920182306227
2018-02-02,63.83,62.01942603657432,0.02919365881196545
2018-02-05,61.21,61.549426036574324,-0.005514690524857646
2018-02-06,60.74,60.84942603657433,-0.0017983084426885787
2018-02-07,60.04,59.13942603657433,0.01522797943403642
2018-02-08,58.33,61.12942603657432,-0.045795064964284204
2018-02-09,60.32,60.95942603657433,-0.01048937101525016
2018-02-12,60.15,61.969426036574326,-0.029360059515485926
2018-02-13,61.16,61.34942603657433,-0.0030876578447759373
2018-02-14,60.54,62.219426036574326,-0.026991988572622194
2018-02-15,61.41,62.789426036574326,-0.021969081796843093
2018-02-16,61.98,62.039426036574326,-0.0009578753442898158
2018-02-20,61.23,60.719426036574326,0.00840874159643934
2018-02-21,59.91,60.74942603657433,-0.013817843086598947
2018-02-22,59.94,62.06942603657433,-0.03430716493688157
2018-02-23,61.26,62.119426036574325,-0.01383506080800423
2018-02-26,61.31,61.16942603657433,0.002298108263131704
2018-02-27,60.36,61.48942603657432,-0.018367809058788986
2018-02-28,60.68,61.52942603657433,-0.0138052000691411
2018-03-01,60.72,61.02942603657433,-0.0050701121847172015
2018-03-02,60.22,61.899426036574326,-0.02713152841808275
2018-03-05,61.09,62.409426036574324,-0.021141454430314566
2018-03-06,61.6,62.729426036574324,-0.01800472454372226
2018-03-07,61.92,63.189426036574325,-0.02008921612675474
2018-03-08,62.38,64.49942603657432,-0.03285961080293176
2018-03-09,63.69,64.36942603657432,-0.010555104782016822
2018-03-12,63.56,64.17942603657433,-0.009651473608089378
2018-03-13,63.37,64.02942603657432,-0.010298796622003947
2018-03-14,63.22,64.24942603657432,-0.01602233825385946
2018-03-15,63.44,64.63942603657432,-0.018555641813645773
2018-03-16,63.83,64.14942603657433,-0.004979405994875341
2018-03-19,63.34,64.38942603657432,-0.016298111369687063
2018-03-20,63.58,63.439426036574325,0.0022158769744327067
2018-03-21,62.63,62.51942603657432,0.0017686336941256098
2018-03-22,61.71,60.91942603657433,0.012977370518084452
2018-03-23,60.11,62.039426036574326,-0.031099998175948107
2018-03-26,61.23,62.84942603657433,-0.025766759359615032
2018-03-27,62.04,63.339426036574324,-0.020515279627320804
2018-03-28,62.53,63.799426036574324,-0.019897138821383775
2018-03-29,62.99,62.226709954288125,0.0122662767527415
2018-04-02,61.4,62.55670995428813,-0.0184905816679517
2018-04-03,61.73,62.976709954288125,-0.01979636527841888
2018-04-04,62.15,62.586709954288125,-0.006977678721362568
2018-04-05,61.76,62.06670995428813,-0.004941617728956849
2018-04-06,61.24,62.14670995428813,-0.01458983033784178
2018-04-09,61.32,62.42670995428813,-0.017728148017067014
2018-04-10,61.6,62.446709954288124,-0.013558920156208853
2018-04-11,61.62,62.46670995428813,-0.013554578989476762
2018-04-12,61.64,63.086709954288125,-0.022932087524240696
2018-04-13,62.26,63.42670995428813,-0.018394615693120175
2018-04-16,62.6,66.12670995428813,-0.05333260881610569
2018-04-17,65.3,66.48670995428813,-0.01784882956464584
2018-04-18,65.66,66.05670995428812,-0.006005596623910758
2018-04-19,65.23,65.81670995428813,-0.008914300862130853
2018-04-20,64.99,65.70670995428813,-0.010907713303355826
2018-04-23,64.88,66.04670995428813,-0.017664921615257345
2018-04-24,65.22,65.46670995428812,-0.003768479498364674
2018-04-25,64.64,66.69670995428812,-0.030836752752837926
2018-04-26,65.87,67.40670995428813,-0.022797581358447117
2018-04-27,66.58,65.73670995428813,0.012828297100634822
2018-04-30,64.91,65.89670995428813,-0.014973584492649183
2018-05-01,65.07,65.57670995428813,-0.007726980427065544
2018-05-02,64.75,65.62670995428813,-0.013359041690476303
2018-05-03,64.8,66.07670995428813,-0.019321633222528223
2018-05-04,65.25,66.31670995428813,-0.01608508556928423
2018-05-07,65.49,66.01670995428813,-0.007978433863984558
2018-05-08,65.19,66.04670995428813,-0.012971273737648392
2018-05-09,65.22,66.41670995428812,-0.018018205886918714
2018-05-10,65.59,66.15670995428813,-0.008566174990861875
2018-05-11,65.33,66.03670995428813,-0.010701774131045116
2018-05-14,65.21,65.04670995428813,0.0025103505746348898
2018-05-15,64.22,64.22670995428813,-0.00010447295670135137
2018-05-16,63.4,64.10670995428812,-0.011023962308969626
2018-05-17,63.28,64.06670995428813,-0.012279543539061799
2018-05-18,63.24,64.64670995428813,-0.02175996203492514
2018-05-21,63.82,64.59670995428813,-0.012023986281000543
2018-05-22,63.77,65.59670995428813,-0.027847584971275152
2018-05-23,64.77,65.30670995428812,-0.008218297241796457
2018-05-24,64.48,65.23670995428813,-0.011599449984806998
2018-05-25,64.41,65.13670995428812,-0.011156688061127462
2018-05-29,64.31,65.62670995428813,-0.020063628897521668
2018-05-30,64.8,65.17670995428813,-0.005779824642151099
2018-05-31,64.35,65.93670995428813,-0.024064135978094092
2018-06-01,65.11,67.07670995428813,-0.02932031036746463
2018-06-04,66.25,66.86670995428813,-0.009222974402504969
2018-06-05,66.04,66.76670995428813,-0.01088431577331983
2018-06-06,65.94,66.78670995428813,-0.012677821004622891
2018-06-07,65.96,66.77670995428812,-0.012230461112073487
2018-06-08,65.95,66.30670995428812,-0.005379696180583204
2018-06-11,65.48,66.33670995428812,-0.01291456804050839
2018-06-12,65.51,65.05670995428812,0.006967614040586767
2018-06-13,64.23,65.24670995428812,-0.015582547457188678
2018-06-14,64.42,64.77670995428812,-0.005506762454280945
2018-06-15,63.95,64.99670995428812,-0.016104045189737515
2018-06-18,64.17,64.33670995428812,-0.0025912104365699573
2018-06-19,63.51,64.93670995428813,-0.02197077670384684
2018-06-20,64.11,64.77670995428812,-0.010292433109965082
2018-06-21,63.95,65.13670995428812,-0.018218757980268507
2018-06-22,64.31,64.96670995428812,-0.01010840713267136
2018-06-25,64.14,64.84670995428813,-0.010898162062289773
2018-06-26,64.02,65.23670995428813,-0.01865069460340185
2018-06-27,64.41,65.97670995428813,-0.023746409230978927
2018-06-28,65.15,66.51670995428813,-0.02054686642239767
2018-06-29,65.69,65.47264824046233,0.003319733741934394
2018-07-02,64.52,66.00264824046232,-0.02246346593640769
2018-07-03,65.05,66.93264824046233,-0.02812750264562558
2018-07-05,65.98,67.15264824046233,-0.017462427338133635
2018-07-06,66.2,66.75264824046232,-0.008279045925961181
2018-07-09,65.8,66.78264824046232,-0.014714125096149666
2018-07-10,65.83,66.35264824046233,-0.00787682563276526
2018-07-11,65.4,66.62264824046233,-0.018351840894246574
2018-07-12,65.67,66.48264824046232,-0.012223463745352658
2018-07-13,65.53,65.99264824046233,-0.007010602738301119
2018-07-16,65.04,64.37264824046233,0.010367008003846712
2018-07-17,63.42,63.92264824046233,-0.007863382608484515
2018-07-18,62.97,64.45264824046232,-0.023003682252602076
2018-07-19,63.5,63.39264824046233,0.0016934417872946916
2018-07-20,62.44,63.522648240462324,-0.01704349976663455
2018-07-23,62.57,63.31264824046233,-0.01172985589927844
2018-07-24,62.36,64.71264824046233,-0.03635530772470086
2018-07-25,63.76,66.09264824046232,-0.03529361135561615
2018-07-26,65.14,65.95264824046232,-0.012321692337499801
2018-07-27,65.0,65.95264824046232,-0.014444427416909544
2018-07-30,65.0,66.57264824046233,-0.023623038620634085
2018-07-31,65.62,67.06264824046232,-0.0215119485781341
2018-08-01,66.11,66.80264824046233,-0.010368574580592704
2018-08-02,65.85,67.76264824046233,-0.02822570088576104
2018-08-03,66.81,67.43264824046233,-0.009233631730463654
2018-08-06,66.48,66.61264824046233,-0.001991337140410443
2018-08-07,65.66,66.65264824046233,-0.014892855222813695
2018-08-08,65.7,66.32264824046233,-0.009388169154597503
2018-08-09,65.37,65.52264824046233,-0.0023297019360712934
2018-08-10,64.57,65.38264824046233,-0.012429111734257092
2018-08-13,64.43,65.00264824046232,-0.008809614007477595
2018-08-14,64.05,65.46264824046233,-0.021579454519977337
2018-08-15,64.51,66.60264824046233,-0.031419895390751185
2018-08-16,65.65,68.38264824046233,-0.03996113503608656
2018-08-17,67.43,68.70264824046232,-0.018524005595941362
2018-08-20,67.75,66.70264824046232,0.015701801759983924
2018-08-21,65.75,66.11264824046233,-0.005485308032788572
2018-08-22,65.16,65.48264824046232,-0.00492723262012118
2018-08-23,64.53,67.04264824046233,-0.03747835603764027
2018-08-24,66.09,66.91264824046233,-0.012294360813608796
2018-08-27,65.96,68.29264824046233,-0.03415665229804743
2018-08-28,67.34,68.16264824046233,-0.012068900808551497
2018-08-29,67.21,67.83264824046233,-0.009179182246506046
2018-08-30,66.88,68.13264824046233,-0.01838543301650819
2018-08-31,67.18,67.18264824046233,-3.941851849664779e-05
2018-09-04,66.23,68.19264824046233,-0.028780935938161556
2018-09-05,67.24,68.13264824046233,-0.01310162254829561
2018-09-06,67.18,66.95264824046232,0.0033957097368448874
2018-09-07,66.0,67.49264824046233,-0.02211571599834594
2018-09-10,66.54,67.34264824046232,-0.011918869563850243
2018-09-11,66.39,67.38264824046233,-0.014731511247820905
2018-09-12,66.43,68.54264824046233,-0.030822390069474626
2018-09-13,67.59,68.18264824046233,-0.008692068374525519
2018-09-14,67.23,68.47264824046233,-0.01814809668377948
2018-09-17,67.52,67.68264824046233,-0.002403101011716813
2018-09-18,66.73,66.90264824046233,-0.0025805890350077965
2018-09-19,65.95,68.31264824046232,-0.03458580952894308
2018-09-20,67.36,68.44264824046233,-0.015818327728328363
2018-09-21,67.49,67.27264824046233,0.0032309083293518004
2018-09-24,66.32,67.33264824046233,-0.01503948332532401
2018-09-25,66.38,66.94264824046233,-0.00840492952177918
2018-09-26,65.99,67.41264824046233,-0.021103580375417375
2018-09-27,66.46,68.74264824046233,-0.033205707066705004
2018-09-28,67.79,67.72463328285839,0.0009651837739541591
2018-10-01,67.24,66.9046332828584,0.005012608255750228
2018-10-02,66.42,66.5146332828584,-0.001422743811214655
2018-10-03,66.03,66.0146332828584,0.0002327774370229907
2018-10-04,65.53,65.72463328285839,-0.0029613445239131675
2018-10-05,65.24,66.6846332828584,-0.021663660902664916
2018-10-08,66.2,67.5446332828584,-0.01990732967973108
2018-10-09,67.06,66.0446332828584,0.015373947384838216
2018-10-10,65.56,63.32463328285839,0.03530011310380088
2018-10-11,62.84,63.024633282858396,-0.002929541565592997
2018-10-12,62.54,63.5546332828584,-0.01596474136421555
2018-10-15,63.07,64.3446332828584,-0.019809473111069287
2018-10-16,63.86,63.344633282858396,0.00813591760552601
2018-10-17,62.86,63.5546332828584,-0.010929703264384139
2018-10-18,63.07,64.0746332828584,-0.01567911092715013
2018-10-19,63.59,63.744633282858395,-0.0024258243383756817
2018-10-22,63.26,64.52463328285839,-0.019599232394155286
2018-10-23,64.04,65.75463328285839,-0.02607623519824842
2018-10-24,65.27,66.3746332828584,-0.016642401294346243
2018-10-25,65.89,64.9146332828584,0.01502537513986324
2018-10-26,64.43,65.7846332828584,-0.020591940932980224
2018-10-29,65.3,66.10463328285839,-0.012172116278376555
2018-10-30,65.62,64.9546332828584,0.010243560520835082
2018-10-31,64.47,65.24463328285839,-0.011872750966352763
2018-11-01,64.76,64.83463328285839,-0.0011511329528584024
2018-11-02,64.35,65.55463328285838,-0.018376020466174703
2018-11-05,65.07,66.3946332828584,-0.019950908941918866
2018-11-06,65.91,67.5646332828584,-0.02448963610786281
2018-11-07,67.08,67.60463328285839,-0.007760315489965253
2018-11-08,67.12,68.05463328285838,-0.01373357312754464
2018-11-09,67.57,68.24463328285839,-0.009885514074963186
2018-11-12,67.76,68.0346332828584,-0.004036668820078471
2018-11-13,67.55,68.0446332828584,-0.007269247536425549
2018-11-14,67.56,67.2046332828584,0.005287830612004107
2018-11-15,66.72,67.7946332828584,-0.01585130313154326
2018-11-16,67.31,68.1846332828584,-0.012827425194618991
2018-11-19,67.7,67.1846332828584,0.007670901692234056
2018-11-20,66.7,67.4046332828584,-0.01045378112067541
2018-11-21,66.92,67.44463328285839,-0.007778725412563414
2018-11-23,66.96,66.8446332828584,0.0017258934857704578
2018-11-26,66.36,67.1446332828584,-0.01168571849298794
2018-11-27,66.66,67.83463328285839,-0.017316129328220575
2018-11-28,67.35,67.6646332828584,-0.004649892677954015
2018-11-29,67.18,67.8246332828584,-0.009504412359591985
2018-11-30,67.34,69.13463328285839,-0.025958527551824817
2018-12-03,68.65,67.3446332828584,0.01938338147390084
2018-12-04,66.86,68.9646332828584,-0.030517573757352534
2018-12-06,68.48,67.3246332828584,0.01716112900737876
2018-12-07,66.84,66.4246332828584,0.006253203015406106
2018-12-10,65.94,66.9546332828584,-0.015154041372640314
2018-12-11,66.47,65.1246332828584,0.020658338470763038
2018-12-12,64.64,65.60463328285839,-0.014703737138493156
2018-12-13,65.12,65.2946332828584,-0.0026745426703275177
2018-12-14,64.81,62.00463328285839,0.04524446914061775
2018-12-17,61.52,63.11463328285839,-0.025265666611921533
2018-12-18,62.63,61.7346332828584,0.014503475108359032
2018-12-19,61.25,60.854633282858394,0.006496904110881774
2018-12-20,60.37,59.354633282858394,0.017106781071374977
2018-12-21,58.87,56.424633282858395,0.04333863730904386
2018-12-24,55.94,58.454633282858396,-0.04301854517999015
2018-12-26,57.97,58.4846332828584,-0.008799461567441047
2018-12-27,58.0,58.97463328285839,-0.01652631357932799
2018-12-28,58.49,59.204633282858396,-0.012070563454791294
2018-12-31,58.72,57.612570789121015,0.01922200651195549
2019-01-02,57.03,57.152570789121015,-0.002144624247494842
2019-01-03,56.57,58.582570789121014,-0.03435442934666766
2019-01-04,58.0,59.52257078912102,-0.025579721590239135
2019-01-07,58.94,61.48257078912102,-0.041354334350165334
2019-01-08,60.9,61.89257078912102,-0.016036994044129838
2019-01-09,61.31,62.96257078912102,-0.026246876015528775
2019-01-10,62.38,62.942570789121014,-0.008937842577256938
2019-01-11,62.36,62.932570789121016,-0.009098163032932982
2019-01-14,62.35,63.792570789121015,-0.022613460647160855
2019-01-15,63.21,64.12257078912101,-0.014231662547064317
2019-01-16,63.54,64.63257078912102,-0.016904337484668353
2019-01-17,64.05,65.28257078912101,-0.01888054919133808
2019-01-18,64.7,65.36257078912102,-0.010136853265130474
2019-01-22,64.78,65.652570789121,-0.013290732999987731
2019-01-23,65.07,65.31257078912101,-0.003713998487430925
2019-01-24,64.73,66.59257078912101,-0.027969648371426015
2019-01-25,66.01,67.29257078912102,-0.019059619421292195
2019-01-28,66.71,68.12257078912101,-0.02073572345784991
2019-01-29,67.54,68.97257078912102,-0.02077015214498823
2019-01-30,68.39,69.74257078912102,-0.019393761569397205
2019-01-31,69.16,69.99257078912102,-0.011895130865094972
2019-02-01,69.41,70.23257078912101,-0.011712098530336501
2019-02-04,69.65,70.52257078912102,-0.012372929394905419
2019-02-05,69.94,70.06257078912101,-0.0017494474972939988
2019-02-06,69.48,71.01257078912103,-0.021581682962473647
2019-02-07,70.43,71.41257078912102,-0.013759073203267191
2019-02-08,70.83,71.62257078912101,-0.011065936064408977
2019-02-11,71.04,71.18257078912102,-0.002002889015393583
2019-02-12,70.6,71.402570789121,-0.011240082538362728
2019-02-13,70.82,71.43257078912102,-0.008575510895854732
2019-02-14,70.85,71.77257078912102,-0.01285408588514525
2019-02-15,71.19,71.96257078912102,-0.01073573082019208
2019-02-19,71.38,70.902570789121,0.006733595207696563
2019-02-20,70.32,71.61257078912102,-0.018049495708334362
2019-02-21,71.03,72.20257078912101,-0.01624001439707301
2019-02-22,71.62,71.84257078912101,-0.0030980348653490974
2019-02-25,71.26,71.62257078912101,-0.005062242043622378
2019-02-26,71.04,70.74257078912102,0.004204387931640241
2019-02-27,70.16,70.64257078912102,-0.006831161206768299
2019-02-28,70.06,70.46257078912102,-0.005713257189066012
2019-03-01,69.88,70.92257078912101,-0.01470012687809874
2019-03-04,70.34,70.92257078912101,-0.008214180375006541
2019-03-05,70.34,70.75257078912102,-0.005831177362455087
2019-03-06,70.17,70.10257078912102,0.0009618650232074977
2019-03-07,69.52,70.52257078912102,-0.014216310861935866
2019-03-08,69.94,71.57257078912102,-0.02281000627923746
2019-03-11,70.99,72.20257078912101,-0.016794011291682676
2019-03-12,71.62,72.96257078912102,-0.018400815302977214
2019-03-13,72.38,72.36257078912102,0.00024085947595420265
2019-03-14,71.78,72.22257078912102,-0.006127873658959837
2019-03-15,71.64,71.43257078912102,0.0029038463629056377
2019-03-18,70.85,71.01257078912103,-0.0022893240916992408
2019-03-19,70.43,71.50257078912102,-0.01500045071504208
2019-03-20,70.92,72.64257078912102,-0.023712965695027344
2019-03-21,72.06,71.652570789121,0.005686177151662752
2019-03-22,71.07,71.53257078912101,-0.006466575771262084
2019-03-25,70.95,72.74257078912102,-0.024642664806522108
2019-03-26,72.16,72.17257078912101,-0.00017417682346032581
2019-03-27,71.59,72.70257078912101,-0.015303046055250236
2019-03-28,72.12,72.53257078912101,-0.005688076192976843
2019-03-29,71.95,72.59362733606474,-0.008866168556161735
2019-04-01,72.21,73.52362733606476,-0.01786673731507271
2019-04-02,73.14,73.53362733606475,-0.005353024872087331
2019-04-03,73.15,73.23362733606476,-0.0011419253573360377
2019-04-04,72.85,73.44362733606476,-0.008082761671730054
2019-04-05,73.06,73.27362733606476,-0.0029154737363413785
2019-04-08,72.89,72.76362733606476,0.0017367559667083032
