date,ULTA,dcf,Deviation
2008-02-07,15.92,378.23785297214454,-0.9579100825713167
2008-02-08,15.55,377.7778529721455,-0.9588382434871148
2008-02-11,15.09,377.5978529721447,-0.960036849041318
2008-02-12,14.91,377.6178529721445,-0.9605156380116915
2008-02-13,14.93,377.47785297214466,-0.9604480107046128
2008-02-14,14.79,377.47785297214466,-0.9608188933905709
2008-02-15,14.79,377.4678529721448,-0.9608178553920685
2008-02-19,14.78,377.6078529721446,-0.9608588648682307
2008-02-20,14.92,377.4678529721448,-0.9604734552028169
2008-02-21,14.78,376.6878529721451,-0.9607632688885964
2008-02-22,14.0,376.83785297214484,-0.9628487427959238
2008-02-25,14.15,377.8578529721446,-0.9625520552538493
2008-02-26,15.17,377.5078529721457,-0.9598154054794741
2008-02-27,14.82,377.30785297214516,-0.9607217292636258
2008-02-28,14.62,376.697852972145,-0.9611890540796868
2008-02-29,14.01,377.4378529721451,-0.9628813064464047
2008-03-03,14.75,377.0078529721457,-0.9608761465213039
2008-03-04,14.32,377.1278529721458,-0.9620287923919063
2008-03-05,14.44,376.98785297214454,-0.9616963785804872
2008-03-06,14.3,376.16785297214534,-0.9619850556420118
2008-03-07,13.48,375.3778529721458,-0.9640895170205999
2008-03-10,12.69,375.5078529721457,-0.966205766671566
2008-03-11,12.82,374.90785297214546,-0.9658049307360002
2008-03-12,12.22,373.1778529721452,-0.9672542196631585
2008-03-13,10.49,373.3878529721457,-0.9719058884307559
2008-03-14,10.7,373.9678529721448,-0.9713879149906584
2008-03-17,11.28,374.48785297214454,-0.9698788627976165
2008-03-18,11.8,374.1878529721451,-0.9684650372633063
2008-03-19,11.5,375.4678529721448,-0.9693715456357507
2008-03-20,12.78,376.6778529721452,-0.9660718040650373
2008-03-24,13.99,377.7078529721449,-0.9629607912837551
2008-03-25,15.02,377.33785297214484,-0.9601948230698477
2008-03-26,14.65,377.15785297214546,-0.9611568474988589
2008-03-27,14.47,376.7078529721449,-0.9615882708952448
2008-03-28,14.02,376.72785297214466,-0.9627848063545313
2008-03-31,14.04,377.0078529721457,-0.9627593964175667
2008-04-01,14.32,376.66785297214534,-0.9619824206206975
2008-04-02,13.98,376.7578529721457,-0.962893938667196
2008-04-03,14.07,376.5078529721457,-0.9626302615232811
2008-04-04,13.82,376.2078529721449,-0.9632649879825256
2008-04-07,13.52,376.8678529721445,-0.9641253561603215
2008-04-08,14.18,376.41785297214534,-0.9623290981337984
2008-04-09,13.73,377.5978529721447,-0.9636385644358713
2008-04-10,14.91,376.98785297214454,-0.9604496540605999
2008-04-11,14.3,377.0978529721447,-0.9620788082263192
2008-04-14,14.41,376.90785297214546,-0.961767843555478
2008-04-15,14.22,376.80785297214516,-0.9622619330042169
2008-04-16,14.12,376.6878529721451,-0.96251538272713
2008-04-17,14.0,376.7878529721454,-0.9628438127992545
2008-04-18,14.1,376.72785297214466,-0.9625724514692505
2008-04-21,14.04,375.9578529721449,-0.9626553883925913
2008-04-22,13.27,375.97785297214466,-0.9647053678957437
2008-04-23,13.29,376.08785297214484,-0.9646625119769973
2008-04-24,13.4,376.56785297214503,-0.9644154436066766
2008-04-25,13.88,376.4978529721444,-0.9631339199136763
2008-04-28,13.81,376.8578529721446,-0.9633548833039157
2008-04-29,14.17,376.83785297214484,-0.9623976203870171
2008-04-30,14.15,377.6478529721456,-0.9625312314405143
2008-05-01,14.96,377.5378529721454,-0.9603748342524379
2008-05-02,14.85,14.617395727365208,0.01591283953538536
2008-05-05,14.55,14.437395727365208,0.007799486469804107
2008-05-06,14.37,14.56739572736521,-0.01355051589587819
2008-05-07,14.5,14.417395727365209,0.005729486392469729
2008-05-08,14.35,14.277395727365208,0.0050852602268096625
2008-05-09,14.21,14.337395727365209,-0.008885555632816455
2008-05-12,14.27,14.667395727365209,-0.027093816431487006
2008-05-13,14.6,14.757395727365209,-0.010665549008308073
2008-05-14,14.69,14.98739572736521,-0.019843055643229635
2008-05-15,14.92,14.687395727365208,0.0158369990808791
2008-05-16,14.62,14.22739572736521,0.027594949923241963
2008-05-19,14.16,13.98739572736521,0.012339986370522471
2008-05-20,13.92,14.40739572736521,-0.03382955091873108
2008-05-21,14.34,14.357395727365208,-0.0012116213619474125
2008-05-22,14.29,13.827395727365209,0.033455632698735194
2008-05-23,13.76,14.437395727365208,-0.04691952344848771
2008-05-27,14.37,15.057395727365208,-0.04565170098544602
2008-05-28,14.99,14.967395727365208,0.0015102341814523523
2008-05-29,14.9,14.327395727365209,0.03996569115077353
2008-05-30,14.26,14.357395727365208,-0.006783662525897571
2008-06-02,14.29,14.047395727365208,0.017270409216292082
2008-06-03,13.98,13.39739572736521,0.04348638231568969
2008-06-04,13.33,14.377395727365208,-0.0728501703108615
2008-06-05,14.31,13.90739572736521,0.028948933396825582
2008-06-06,13.84,13.417395727365209,0.031496743572441366
2008-06-09,13.35,14.087395727365209,-0.052344360990214445
2008-06-10,14.02,13.14739572736521,0.06637088368904398
2008-06-11,13.08,12.64739572736521,0.03420500804752735
2008-06-12,12.58,13.017395727365209,-0.03360086276287311
2008-06-13,12.95,13.517395727365209,-0.041975225021824936
2008-06-16,13.45,13.117395727365208,0.025355968482442037
2008-06-17,13.05,12.287395727365208,0.0620639466291788
2008-06-18,12.22,12.297395727365208,-0.006293668113239614
2008-06-19,12.23,12.72739572736521,-0.039080715176927905
2008-06-20,12.66,11.64739572736521,0.08693825609923311
2008-06-23,11.58,11.687395727365208,-0.00918902122170373
2008-06-24,11.62,11.357395727365208,0.023121873969932816
2008-06-25,11.29,10.557395727365208,0.06939251796121004
2008-06-26,10.49,11.337395727365209,-0.07474341971850196
2008-06-27,11.27,11.307395727365208,-0.0033071918828051494
2008-06-30,11.24,11.367395727365208,-0.01120711642496297
2008-07-01,11.3,10.857395727365208,0.040765233555892566
2008-07-02,10.79,10.14739572736521,0.06332701413248643
2008-07-03,10.08,9.687395727365208,0.04052732888011912
2008-07-07,9.62,10.117395727365208,-0.049162426850604346
2008-07-08,10.05,9.81739572736521,0.023693072897777334
2008-07-09,9.75,9.81739572736521,-0.006864929278275755
2008-07-10,9.75,9.507395727365209,0.025517426600483395
2008-07-11,9.44,9.637395727365208,-0.020482268545298665
2008-07-14,9.57,9.65739572736521,-0.009049616463117971
2008-07-15,9.59,10.06739572736521,-0.047419982316534104
2008-07-16,10.0,10.417395727365209,-0.04006718553167388
2008-07-17,10.35,9.957395727365208,0.039428409132703734
2008-07-18,9.89,10.427395727365209,-0.051536907336784954
2008-07-21,10.36,10.797395727365208,-0.04050937266813892
2008-07-22,10.73,11.557395727365208,-0.07159015291015158
2008-07-23,11.49,11.527395727365208,-0.0032440742254066235
2008-07-24,11.46,11.457395727365208,0.00022730057482189814
2008-07-25,11.39,10.667395727365209,0.06773952060117971
2008-07-28,10.6,11.107395727365208,-0.045680890446276434
2008-07-29,11.04,10.997395727365209,0.003874032879327638
2008-07-30,10.93,9.497395727365209,0.1508418006114005
2008-07-31,9.43,9.517395727365209,-0.009182735473940773
2008-08-01,9.45,9.435169491525423,0.0015718327569946844
2008-08-04,9.38,9.555169491525424,-0.018332431641404523
2008-08-05,9.5,9.925169491525423,-0.042837504375965896
2008-08-06,9.87,10.275169491525423,-0.03943190346977654
2008-08-07,10.22,11.165169491525424,-0.08465339395365423
2008-08-08,11.11,11.635169491525424,-0.045136385156050896
2008-08-11,11.58,11.815169491525424,-0.019904030297161812
2008-08-12,11.76,11.965169491525424,-0.017147228183498786
2008-08-13,11.91,12.035169491525425,-0.010400309826426812
2008-08-14,11.98,12.225169491525424,-0.020054486090796297
2008-08-15,12.17,12.285169491525425,-0.009374676646087043
2008-08-18,12.23,11.935169491525423,0.024702666240636217
2008-08-19,11.88,12.065169491525424,-0.015347442210031592
2008-08-20,12.01,11.655169491525424,0.030444045342504555
2008-08-21,11.6,12.085169491525424,-0.04014585743837873
2008-08-22,12.03,11.495169491525424,0.046526543942555065
2008-08-25,11.44,12.005169491525423,-0.047077177204735254
2008-08-26,11.95,11.255169491525423,0.06173434429377078
2008-08-27,11.2,11.505169491525423,-0.026524554179771842
2008-08-28,11.45,10.935169491525423,0.04708024954469714
2008-08-29,10.88,11.515169491525423,-0.05515936973336566
2008-09-02,11.46,11.435169491525423,0.0021714158668990624
2008-09-03,11.38,11.115169491525423,0.023826043199475677
2008-09-04,11.06,12.685169491525423,-0.1281157096569462
2008-09-05,12.63,13.815169491525424,-0.08578754623694163
2008-09-08,13.76,13.495169491525424,0.0196240965065968
2008-09-09,13.44,13.755169491525423,-0.022912803198797405
2008-09-10,13.7,13.975169491525424,-0.019689885814428765
2008-09-11,13.92,14.055169491525424,-0.009617065920615508
2008-09-12,14.0,13.785169491525425,0.015584176067377609
2008-09-15,13.73,13.985169491525424,-0.018245720345402172
2008-09-16,13.93,13.915169491525424,0.001065779937758471
2008-09-17,13.86,14.005169491525423,-0.010365421968885569
2008-09-18,13.95,14.755169491525423,-0.0545686372486518
2008-09-19,14.7,12.895169491525424,0.13996175154275337
2008-09-22,12.84,12.745169491525424,0.007440505874608538
2008-09-23,12.69,12.225169491525424,0.03802241832285436
2008-09-24,12.17,12.635169491525424,-0.03681545323451496
2008-09-25,12.58,13.145169491525424,-0.04299446210182256
2008-09-26,13.09,13.135169491525424,-0.003438820607116422
2008-09-29,13.08,13.335169491525424,-0.01913507673731374
2008-09-30,13.28,13.215169491525424,0.0049057644335284145
2008-10-01,13.16,12.675169491525423,0.03825041620143477
2008-10-02,12.62,12.215169491525424,0.03314162024157219
2008-10-03,12.16,11.845169491525423,0.026578809927525482
2008-10-06,11.79,10.955169491525425,0.0762042530807372
2008-10-07,10.9,11.155169491525424,-0.02287455082769252
2008-10-08,11.1,10.395169491525424,0.06780365717453507
2008-10-09,10.34,11.945169491525423,-0.13437812604201393
2008-10-10,11.89,11.505169491525423,0.03344848667879585
2008-10-13,11.45,11.585169491525424,-0.011667459127318036
2008-10-14,11.53,10.365169491525423,0.11237930160495146
2008-10-15,10.31,10.505169491525423,-0.0185784238591169
2008-10-16,10.45,10.625169491525424,-0.016486277387399717
2008-10-17,10.57,10.655169491525424,-0.007993255442174108
2008-10-20,10.6,10.285169491525425,0.03061014295719522
2008-10-21,10.23,9.435169491525423,0.08424125387344517
2008-10-22,9.38,9.375169491525424,0.0005152449221257349
2008-10-23,9.32,9.025169491525423,0.03266758688038163
2008-10-24,8.97,8.105169491525425,0.10670110099225227
2008-10-27,8.05,9.205169491525425,-0.1254913874849246
2008-10-28,9.15,9.935169491525423,-0.07902930012368314
2008-10-29,9.88,9.335169491525424,0.05836321546911183
2008-10-30,9.28,8.875169491525424,0.045613834063803926
2008-10-31,8.82,9.061825269044997,-0.026686154484910074
2008-11-03,9.0,10.101825269044996,-0.10907189935479455
2008-11-04,10.04,8.901825269044997,0.12785857917396615
2008-11-05,8.84,8.691825269044996,0.017047596605825888
2008-11-06,8.63,8.801825269044997,-0.019521549655079573
2008-11-07,8.74,9.101825269044996,-0.03975304494973675
2008-11-10,9.04,8.561825269044997,0.05584962504243429
2008-11-11,8.5,8.041825269044995,0.05697397240383162
2008-11-12,7.98,8.111825269044997,-0.01625099958058107
2008-11-13,8.05,7.661825269044996,0.05066347995735332
2008-11-14,7.6,7.851825269044996,-0.0320721947338527
2008-11-17,7.79,7.631825269044996,0.020725675101153973
2008-11-18,7.57,7.591825269044996,-0.002874838167573057
2008-11-19,7.53,7.2418252690449965,0.03979310743477882
2008-11-20,7.18,7.481825269044996,-0.040341127758456996
2008-11-21,7.42,8.801825269044997,-0.15699303574052048
2008-11-24,8.74,7.091825269044996,0.23240487017483313
2008-11-25,7.03,7.131825269044996,-0.014277588864516688
2008-11-26,7.07,7.2418252690449965,-0.02372679023055957
2008-11-28,7.18,5.8218252690449965,0.23329019133853124
2008-12-01,5.76,6.341825269044996,-0.09174413427707262
2008-12-02,6.28,7.051825269044996,-0.10945042447847286
2008-12-03,6.99,7.661825269044996,-0.08768475467057157
2008-12-04,7.6,8.531825269044996,-0.10921757533242349
2008-12-05,8.47,9.841825269044996,-0.13938728147915092
2008-12-08,9.78,9.731825269044997,0.004950225638373995
2008-12-09,9.67,8.551825269044997,0.13075275695850053
2008-12-10,8.49,8.401825269044997,0.010494711343244312
2008-12-11,8.34,9.271825269044996,-0.10050073658700154
2008-12-12,9.21,9.071825269044997,0.015231194038369145
2008-12-15,9.01,9.731825269044997,-0.07417162239245911
2008-12-16,9.67,9.571825269044997,0.0102566363463088
2008-12-17,9.51,9.941825269044996,-0.04343521007048201
2008-12-18,9.88,10.361825269044996,-0.046500038027508905
2008-12-19,10.3,9.731825269044997,0.05838316197088478
2008-12-22,9.67,9.331825269044996,0.036238862302402586
2008-12-23,9.27,9.191825269044996,0.008504810379530436
2008-12-24,9.13,9.121825269044995,0.0008961727191536539
2008-12-26,9.06,7.761825269044996,0.16725121810359056
2008-12-29,7.7,8.121825269044995,-0.051937249949554176
2008-12-30,8.06,8.341825269044996,-0.03378460468247857
2008-12-31,8.28,8.361825269044996,-0.009785575088241627
2009-01-02,8.3,8.811825269044997,-0.0580839103611126
2009-01-05,8.75,9.051825269044997,-0.03334413337353792
2009-01-06,8.99,8.841825269044996,0.01675838714815603
2009-01-07,8.78,7.0318252690449965,0.248608954868474
2009-01-08,6.97,6.971825269044996,-0.00026180648174023435
2009-01-09,6.91,6.841825269044996,0.00996440690519429
2009-01-12,6.78,6.861825269044997,-0.011924708927539385
2009-01-13,6.8,6.5318252690449965,0.04105662964162726
2009-01-14,6.47,6.171825269044996,0.048312244426378825
2009-01-15,6.11,6.111825269044997,-0.0002986454888102008
2009-01-16,6.05,6.001825269044996,0.008026680017405585
2009-01-20,5.94,6.561825269044996,-0.09476406998802878
2009-01-21,6.5,6.601825269044996,-0.015423805522760459
2009-01-22,6.54,6.561825269044996,-0.003326097259546801
2009-01-23,6.5,6.5718252690449965,-0.010929272478273577
2009-01-26,6.51,6.651825269044997,-0.021321255942334583
2009-01-27,6.59,6.951825269044996,-0.0520475206211134
2009-01-28,6.89,6.4918252690449965,0.06133478866931652
2009-01-29,6.43,5.891825269044996,0.0913426156377235
2009-01-30,5.83,6.211655791882044,-0.061441877120884
2009-02-02,6.15,6.161655791882044,-0.001891665532079867
2009-02-03,6.1,5.981655791882044,0.01978452325501001
2009-02-04,5.92,6.231655791882044,-0.05001171474971988
2009-02-05,6.17,6.8116557918820435,-0.09419967941520946
2009-02-06,6.75,6.751655791882044,-0.0002452423424835759
2009-02-09,6.69,6.571655791882044,0.01800827856263365
2009-02-10,6.51,6.241655791882044,0.04299247139949092
2009-02-11,6.18,6.261655791882044,-0.013040606925073583
2009-02-12,6.2,6.361655791882044,-0.025410961732373005
2009-02-13,6.3,6.0216557918820435,0.04622386561736058
2009-02-17,5.96,6.401655791882044,-0.06899086833786172
2009-02-18,6.34,5.951655791882044,0.06524977614593408
2009-02-19,5.89,5.571655791882044,0.057136373819392405
2009-02-20,5.51,5.641655791882044,-0.023336374415377725
2009-02-23,5.58,5.951655791882044,-0.062445780616039004
2009-02-24,5.89,5.731655791882044,0.02762625912432215
2009-02-25,5.67,5.431655791882044,0.043880580296376204
2009-02-26,5.37,5.661655791882044,-0.05151422174061415
2009-02-27,5.6,5.531655791882044,0.012355108612913668
2009-03-02,5.47,5.221655791882044,0.04756043255552189
2009-03-03,5.16,4.981655791882044,0.035800186839199055
2009-03-04,4.92,4.681655791882044,0.050910237470094044
2009-03-05,4.62,4.461655791882044,0.03549000987616813
2009-03-06,4.4,4.3516557918820435,0.011109382366165654
2009-03-09,4.29,4.571655791882044,-0.06160914222417713
2009-03-10,4.51,4.731655791882044,-0.04684529087308775
2009-03-11,4.67,5.511655791882044,-0.15270470865065522
2009-03-12,5.45,5.681655791882044,-0.0407725846773459
2009-03-13,5.62,5.611655791882044,0.0014869422550873868
2009-03-16,5.55,6.221655791882044,-0.10795450830925324
2009-03-17,6.16,6.511655791882044,-0.05400405106185835
2009-03-18,6.45,6.341655791882044,0.017084529919874747
2009-03-19,6.28,6.331655791882044,-0.008158338605246507
2009-03-20,6.27,6.541655791882044,-0.041527069067002764
2009-03-23,6.48,6.3516557918820435,0.02020641740095419
2009-03-24,6.29,6.531655791882044,-0.03699763116457988
2009-03-25,6.47,7.031655791882044,-0.07987532503090788
2009-03-26,6.97,7.011655791882044,-0.005940935082733523
2009-03-27,6.95,6.681655791882044,0.040161333728682136
2009-03-30,6.62,6.681655791882044,-0.00922762168577329
2009-03-31,6.62,6.781655791882044,-0.023837215695251546
2009-04-01,6.72,6.691655791882044,0.004235754049444873
2009-04-02,6.63,7.081655791882044,-0.06377827518809842
2009-04-03,7.02,6.991655791882044,0.0040540050828683505
2009-04-06,6.93,6.641655791882044,0.043414506435337064
2009-04-07,6.58,6.861655791882044,-0.04104778794285602
2009-04-08,6.8,7.191655791882044,-0.054459752137212436
2009-04-09,7.13,8.001655791882044,-0.10893442739268655
2009-04-13,7.94,7.531655791882044,0.05421705656783837
2009-04-14,7.47,7.631655791882044,-0.021182269783970198
2009-04-15,7.57,7.751655791882044,-0.023434450233495108
2009-04-16,7.69,8.091655791882044,-0.04963826962152851
2009-04-17,8.03,7.741655791882044,0.03724580579006309
2009-04-20,7.68,8.271655791882045,-0.07152809628063916
2009-04-21,8.21,8.611655791882045,-0.046640948220512124
2009-04-22,8.55,8.421655791882042,0.015239783160180265
2009-04-23,8.36,8.411655791882044,-0.006140977847892581
2009-04-24,8.35,8.251655791882044,0.011918118084216056
2009-04-27,8.19,8.331655791882044,-0.01700211763669679
2009-04-28,8.27,8.621655791882043,-0.04078750072731441
2009-04-29,8.56,8.811655791882044,-0.028559421500995108
2009-04-30,8.75,8.621655791882043,0.01488625981088254
2009-05-01,8.56,8.91536170212766,-0.03985948231835079
2009-05-04,8.85,8.98536170212766,-0.015064691507700623
2009-05-05,8.92,8.90536170212766,0.0016437623043252803
2009-05-06,8.84,8.425361702127658,0.04921311541647322
2009-05-07,8.36,8.90536170212766,-0.06123970259370415
2009-05-08,8.84,8.99536170212766,-0.01727131240213642
2009-05-11,8.93,8.78536170212766,0.016463556399426427
2009-05-12,8.72,8.425361702127658,0.034970403442494025
2009-05-13,8.36,8.57536170212766,-0.025114007969392893
2009-05-14,8.51,8.58536170212766,-0.008777929776561888
2009-05-15,8.52,9.08536170212766,-0.0622277594072298
2009-05-18,9.02,8.965361702127659,0.006094377414731067
2009-05-19,8.9,9.08536170212766,-0.02040223693947707
2009-05-20,9.02,8.935361702127658,0.009472285587743823
2009-05-21,8.87,8.64536170212766,0.025983678371380936
2009-05-22,8.58,9.00536170212766,-0.04723427178135009
2009-05-26,8.94,8.715361702127659,0.02577498278901036
2009-05-27,8.65,8.465361702127659,0.02181103470462875
2009-05-28,8.4,8.625361702127659,-0.026127797292497035
2009-05-29,8.56,9.10536170212766,-0.05989456761505951
2009-06-01,9.04,9.715361702127659,-0.06951482845767398
2009-06-02,9.65,9.76536170212766,-0.011813356806079645
2009-06-03,9.7,9.66536170212766,0.0035837559876019665
2009-06-04,9.6,11.58536170212766,-0.1713681241184768
2009-06-05,11.52,11.625361702127659,-0.009063090235581717
2009-06-08,11.56,10.40536170212766,0.11096570507839654
2009-06-09,10.34,10.24536170212766,0.009237184652318042
2009-06-10,10.18,9.86536170212766,0.0318932348729275
2009-06-11,9.8,10.52536170212766,-0.0689156080955422
2009-06-12,10.46,9.83536170212766,0.06350943837044798
2009-06-15,9.77,9.84536170212766,-0.007654538696264868
2009-06-16,9.78,9.81536170212766,-0.003602689661451386
2009-06-17,9.75,9.375361702127659,0.03995987672532353
2009-06-18,9.31,9.43536170212766,-0.013286369519823538
2009-06-19,9.37,9.69536170212766,-0.03355849035072711
2009-06-22,9.63,9.40536170212766,0.02388406793770881
2009-06-23,9.34,9.58536170212766,-0.025597542351813107
2009-06-24,9.52,10.02536170212766,-0.05040832611759116
2009-06-25,9.96,10.58536170212766,-0.05907797198861531
2009-06-26,10.52,10.99536170212766,-0.043232929939510334
2009-06-29,10.93,11.18536170212766,-0.022829990565176428
2009-06-30,11.12,11.43536170212766,-0.02757776363724329
2009-07-01,11.37,10.69536170212766,0.06307765147747468
2009-07-02,10.63,11.02536170212766,-0.03585929539630084
2009-07-06,10.96,10.94536170212766,0.0013373973625281366
2009-07-07,10.88,10.80536170212766,0.006907524239345264
2009-07-08,10.74,11.045361702127659,-0.027646147800559295
2009-07-09,10.98,10.85536170212766,0.011481726845445683
2009-07-10,10.79,11.385361702127659,-0.05229185665804548
2009-07-13,11.32,10.60536170212766,0.06738462279216462
2009-07-14,10.54,10.80536170212766,-0.024558335893134386
2009-07-15,10.74,10.50536170212766,0.022335099402128966
2009-07-16,10.44,11.01536170212766,-0.052232665407303536
2009-07-17,10.95,11.06536170212766,-0.01042547954898565
2009-07-20,11.0,11.24536170212766,-0.021818924871152556
2009-07-21,11.18,11.59536170212766,-0.03582136657724477
2009-07-22,11.53,11.545361702127659,-0.0013305518288637685
2009-07-23,11.48,11.44536170212766,0.0030264048244017516
2009-07-24,11.38,11.19536170212766,0.01649239236613953
2009-07-27,11.13,11.39536170212766,-0.023286816958000833
2009-07-28,11.33,11.42536170212766,-0.008346493057624693
2009-07-29,11.36,11.58536170212766,-0.01945228020686418
2009-07-30,11.52,11.39536170212766,0.010937634199804869
2009-07-31,11.33,11.672175374274365,-0.029315475762000998
2009-08-03,11.61,11.382175374274366,0.020015912445045858
2009-08-04,11.32,11.172175374274365,0.013231498859749724
2009-08-05,11.11,11.062175374274366,0.0043232568737656685
2009-08-06,11.0,11.602175374274365,-0.051901936908278046
2009-08-07,11.54,11.982175374274366,-0.036902762683954204
2009-08-10,11.92,11.572175374274366,0.030056978439755522
2009-08-11,11.51,11.522175374274367,-0.0010566905882678501
2009-08-12,11.46,11.372175374274367,0.00772276392468485
2009-08-13,11.31,10.842175374274365,0.043148594223596515
2009-08-14,10.78,10.342175374274365,0.04233390073955823
2009-08-17,10.28,10.312175374274366,-0.003120134511543915
2009-08-18,10.25,10.722175374274366,-0.04403727394790169
2009-08-19,10.66,11.342175374274365,-0.06014502084156048
2009-08-20,11.28,11.692175374274367,-0.03525224015894024
2009-08-21,11.63,11.862175374274367,-0.019572748416608943
2009-08-24,11.8,11.992175374274366,-0.016025063700003894
2009-08-25,11.93,11.732175374274366,0.016861717406595478
2009-08-26,11.67,11.932175374274365,-0.021972135511820645
2009-08-27,11.87,11.852175374274365,0.0015039117430142301
2009-08-28,11.79,11.582175374274366,0.017943488076276326
2009-08-31,11.52,11.912175374274366,-0.032922229731549346
2009-09-01,11.85,12.212175374274366,-0.02965690904155449
2009-09-02,12.15,12.552175374274366,-0.0320402928004514
2009-09-03,12.49,15.062175374274366,-0.17077051025893286
2009-09-04,15.0,14.962175374274366,0.0025280164668213256
2009-09-08,14.9,14.472175374274366,0.029561874055653803
2009-09-09,14.41,14.152175374274366,0.018218020827688752
2009-09-10,14.09,14.092175374274365,-0.00015436752783648533
2009-09-11,14.03,14.692175374274367,-0.04506993398906878
2009-09-14,14.63,14.622175374274367,0.0005351204950940769
2009-09-15,14.56,15.052175374274366,-0.03269795641070872
2009-09-16,14.99,15.282175374274367,-0.019118703137395388
2009-09-17,15.22,16.012175374274367,-0.049473313635266525
2009-09-18,15.95,15.682175374274365,0.01707828278498802
2009-09-21,15.62,15.802175374274366,-0.011528499713460039
2009-09-22,15.74,15.752175374274366,-0.000772932879749999
2009-09-23,15.69,15.872175374274367,-0.011477656337494646
2009-09-24,15.81,15.692175374274367,0.0075084953434050306
2009-09-25,15.63,16.312175374274364,-0.041820012268272366
2009-09-28,16.25,16.59217537427437,-0.02062269512922943
2009-09-29,16.53,16.57217537427437,-0.002544950999000317
2009-09-30,16.51,16.09217537427437,0.02596445887568355
2009-10-01,16.03,15.812175374274366,0.013775753213566277
2009-10-02,15.75,16.392175374274363,-0.03917572619935383
2009-10-05,16.33,17.052175374274363,-0.04235092347008518
2009-10-06,16.99,16.692175374274367,0.0178421697021367
2009-10-07,16.63,16.91217537427437,-0.016684747410057987
2009-10-08,16.85,17.472175374274364,-0.0356094968684002
2009-10-09,17.41,17.50217537427437,-0.005266509579709311
2009-10-12,17.44,17.122175374274363,0.018562163906063134
2009-10-13,17.06,17.202175374274365,-0.008264964818751164
2009-10-14,17.14,17.25217537427437,-0.00650210027667808
2009-10-15,17.19,16.742175374274368,0.02674829379781496
2009-10-16,16.68,17.012175374274367,-0.019525743590480427
2009-10-19,16.95,16.492175374274368,0.027760111406514465
2009-10-20,16.43,16.182175374274365,0.01531466690934602
2009-10-21,16.12,16.932175374274365,-0.047966392759451915
2009-10-22,16.87,16.082175374274367,0.0489874415239786
2009-10-23,16.02,15.972175374274366,0.0029942462191256958
2009-10-26,15.91,15.792175374274366,0.007460949674961803
2009-10-27,15.73,15.462175374274366,0.017321277196948204
2009-10-28,15.4,15.942175374274367,-0.0340088702793514
2009-10-29,15.88,15.202175374274367,0.044587344181851174
2009-10-30,15.14,15.444233848445355,-0.019698863111683562
2009-11-02,15.38,15.824233848445354,-0.028073008317492598
2009-11-03,15.76,16.024233848445355,-0.016489640062946953
2009-11-04,15.96,17.074233848445356,-0.06525820475082744
2009-11-05,17.01,17.084233848445354,-0.004345166959424884
2009-11-06,17.02,17.424233848445354,-0.023199519242071087
2009-11-09,17.36,17.864233848445355,-0.028225887139808004
2009-11-10,17.8,17.554233848445353,0.014000391795875089
2009-11-11,17.49,17.124233848445353,0.021359562990775904
2009-11-12,17.06,17.784233848445353,-0.04072336512312924
2009-11-13,17.72,18.214233848445353,-0.027134484632058142
2009-11-16,18.15,18.094233848445356,0.003081984682066885
2009-11-17,18.03,17.554233848445353,0.027102644049417313
2009-11-18,17.49,16.924233848445354,0.03342935087171561
2009-11-19,16.86,16.874233848445353,-0.000843525612670426
