date,HIG,dcf,Deviation
2006-04-10,82.25,86.1658940397351,-0.04544598629626351
2006-04-11,81.55,85.2458940397351,-0.04335568394663525
2006-04-12,80.63,85.52589403973509,-0.057244581827586405
2006-04-13,80.91,85.8758940397351,-0.057826402802134025
2006-04-17,81.26,87.2058940397351,-0.06818224966566899
2006-04-18,82.59,89.7058940397351,-0.07932471010860354
2006-04-19,85.09,90.2258940397351,-0.05692261733059989
2006-04-20,85.61,89.6358940397351,-0.044913860489308566
2006-04-21,85.02,90.04589403973512,-0.05581480525383331
2006-04-24,85.43,90.3158940397351,-0.05409783174582217
2006-04-25,85.7,91.7358940397351,-0.06579642682852871
2006-04-26,87.12,91.5058940397351,-0.047930180736014516
2006-04-27,86.89,96.54589403973512,-0.10001351311492401
2006-04-28,91.93,92.4658940397351,-0.005795585986599683
2006-05-01,87.85,95.0358940397351,-0.07561242109987032
2006-05-02,90.42,95.0958940397351,-0.0491703042171443
2006-05-03,90.48,95.27589403973509,-0.05033690933128321
2006-05-04,90.66,95.0858940397351,-0.04654627360274466
2006-05-05,90.47,96.2858940397351,-0.060402347589305294
2006-05-08,91.67,96.5158940397351,-0.050208248993062976
2006-05-09,91.9,96.8358940397351,-0.05097174026926132
2006-05-10,92.22,96.3158940397351,-0.042525629654077024
2006-05-11,91.7,95.6058940397351,-0.04085411343061929
2006-05-12,90.99,96.0158940397351,-0.05234439662307577
2006-05-15,91.4,95.1258940397351,-0.03916803176828754
2006-05-16,90.51,92.4858940397351,-0.021364274630747304
2006-05-17,87.87,91.93589403973509,-0.0442253168058363
2006-05-18,87.32,92.5158940397351,-0.056162177252521595
2006-05-19,87.9,91.6358940397351,-0.04076889388032978
2006-05-22,87.02,92.9758940397351,-0.06405847560002731
2006-05-23,88.36,92.8758940397351,-0.048622886341240124
2006-05-24,88.26,92.6958940397351,-0.04785426674706428
2006-05-25,88.08,92.6658940397351,-0.049488477797113406
2006-05-26,88.05,91.04589403973512,-0.03290531738232616
2006-05-30,86.43,92.5558940397351,-0.0661858880332914
2006-05-31,87.94,93.4658940397351,-0.059122036936659295
2006-06-01,88.85,93.5158940397351,-0.04989412856121078
2006-06-02,88.9,91.8358940397351,-0.031968916624961485
2006-06-05,87.22,92.4658940397351,-0.05673328630209107
2006-06-06,87.85,92.5558940397351,-0.05084380728594995
2006-06-07,87.94,92.68589403973509,-0.05120405957027818
2006-06-08,88.07,91.1658940397351,-0.033958906149549106
2006-06-09,86.55,90.1658940397351,-0.04010268048960519
2006-06-12,85.55,88.4958940397351,-0.03328848272228746
2006-06-13,83.88,88.3258940397351,-0.050335115065294866
2006-06-14,83.71,90.0958940397351,-0.07087885755280621
2006-06-15,85.48,88.4158940397351,-0.033205500793959786
2006-06-16,83.8,87.4458940397351,-0.04169314156795534
2006-06-19,82.83,86.9658940397351,-0.047557655623541306
2006-06-20,82.35,87.1758940397351,-0.05535812500569759
2006-06-21,82.56,86.8958940397351,-0.04989757096868597
2006-06-22,82.28,86.9158940397351,-0.05333770182028752
2006-06-23,82.3,86.8758940397351,-0.05267161955930133
2006-06-26,82.26,86.9458940397351,-0.05389436834813144
2006-06-27,82.33,86.8658940397351,-0.05221720319438883
2006-06-28,82.25,89.1258940397351,-0.07714810733533417
2006-06-29,84.51,89.2158940397351,-0.05274726090442117
2006-06-30,84.6,88.7794701986755,-0.047076989638735856
2006-07-03,85.2,87.59947019867549,-0.027391377975614417
2006-07-05,84.02,87.7794701986755,-0.04282858155974867
2006-07-06,84.2,87.0594701986755,-0.03284502182416216
2006-07-07,83.48,87.87947019867549,-0.0500625480414173
2006-07-10,84.3,86.9794701986755,-0.030805777415695346
2006-07-11,83.4,85.6794701986755,-0.026604625278258687
2006-07-12,82.1,85.2294701986755,-0.03671817026881086
2006-07-13,81.65,84.5494701986755,-0.0342931799792745
2006-07-14,80.97,85.3694701986755,-0.05153446763154168
2006-07-17,81.79,85.0694701986755,-0.0385504951543304
2006-07-18,81.49,86.75947019867552,-0.060736541919961695
2006-07-19,83.18,88.7994701986755,-0.0632826996163689
2006-07-20,85.22,87.5894701986755,-0.027051998297294544
2006-07-21,84.01,88.4794701986755,-0.05051420616149216
2006-07-24,84.9,89.26947019867549,-0.04894697133242665
2006-07-25,85.69,88.6694701986755,-0.03360198489964594
2006-07-26,85.09,87.5794701986755,-0.028425271276796837
2006-07-27,84.0,89.0794701986755,-0.057021782767080476
2006-07-28,85.5,88.4194701986755,-0.03301840863913286
2006-07-31,84.84,88.26947019867549,-0.03885228030661669
2006-08-01,84.69,87.26947019867549,-0.029557532465857017
2006-08-02,83.69,86.09947019867549,-0.02798472735216151
2006-08-03,82.52,86.1694701986755,-0.04235224134790605
2006-08-04,82.59,85.37947019867549,-0.03267143954143159
2006-08-07,81.8,84.5694701986755,-0.03274787215964936
2006-08-08,80.99,83.4394701986755,-0.02935625301602629
2006-08-09,79.86,84.15947019867549,-0.05108718232809362
2006-08-10,80.58,84.1894701986755,-0.04287317867849327
2006-08-11,80.61,85.0594701986755,-0.05231010948319759
2006-08-14,81.48,86.2994701986755,-0.05584588396174717
2006-08-15,82.72,86.6794701986755,-0.04567944623565556
2006-08-16,83.1,87.9194701986755,-0.05481687034492744
2006-08-17,84.34,88.0894701986755,-0.042564340439544046
2006-08-18,84.51,87.2794701986755,-0.03173106106592205
2006-08-21,83.7,86.39947019867549,-0.031244059627542398
2006-08-22,82.82,87.0694701986755,-0.04880551344781414
2006-08-23,83.49,87.3294701986755,-0.0439653440006067
2006-08-24,83.75,87.4494701986755,-0.042304089324620375
2006-08-25,83.87,88.5894701986755,-0.05327348936720533
2006-08-28,85.01,88.84947019867549,-0.04321320307358145
2006-08-29,85.27,88.73947019867549,-0.039097260676763446
2006-08-30,85.16,89.4394701986755,-0.04784766936979101
2006-08-31,85.86,88.7794701986755,-0.032884519271653145
2006-09-01,85.2,88.5694701986755,-0.03804324663021286
2006-09-05,84.99,88.4494701986755,-0.03911239028232538
2006-09-06,84.87,87.2994701986755,-0.027829151690686338
2006-09-07,83.72,87.8094701986755,-0.0465720860110278
2006-09-08,84.23,88.6794701986755,-0.05017474945110756
2006-09-11,85.1,89.8694701986755,-0.05307108396357052
2006-09-12,86.29,90.37947019867549,-0.04524777794875168
2006-09-13,86.8,89.45947019867549,-0.029728213153612737
2006-09-14,85.88,90.6194701986755,-0.052300793508112786
2006-09-15,87.04,89.6694701986755,-0.029324029603939095
2006-09-18,86.09,89.3594701986755,-0.036587842244435675
2006-09-19,85.78,90.4294701986755,-0.05141543114717484
2006-09-20,86.85,89.1794701986755,-0.02612114866219628
2006-09-21,85.6,88.51947019867549,-0.032981107909061835
2006-09-22,84.94,90.6394701986755,-0.06288066541190773
2006-09-25,87.06,91.4194701986755,-0.047686452231689436
2006-09-26,87.84,91.1194701986755,-0.03599088308486642
2006-09-27,87.54,91.15947019867549,-0.03970481827929795
2006-09-28,87.58,90.3294701986755,-0.030438241170109404
2006-09-29,86.75,90.0881045751634,-0.037053777420506306
2006-10-02,85.66,91.7581045751634,-0.06645848454910219
2006-10-03,87.33,93.9881045751634,-0.0708398643132423
2006-10-04,89.56,94.29810457516339,-0.05024602134379841
2006-10-05,89.87,94.1981045751634,-0.045946832950442995
2006-10-06,89.77,93.5081045751634,-0.039976262936210594
2006-10-09,89.08,93.21810457516341,-0.04439164037954435
2006-10-10,88.79,93.2781045751634,-0.04811530632622241
2006-10-11,88.85,93.8481045751634,-0.0532573843423807
2006-10-12,89.42,94.2781045751634,-0.05152951045266574
2006-10-13,89.85,95.1981045751634,-0.05617868758028499
2006-10-16,90.77,94.4181045751634,-0.038637765411391634
2006-10-17,89.99,95.4781045751634,-0.057480242193570064
2006-10-18,91.05,94.1881045751634,-0.033317419320814
2006-10-19,89.76,93.6281045751634,-0.041313498684127925
2006-10-20,89.2,93.5981045751634,-0.04698924828794504
2006-10-23,89.17,93.5781045751634,-0.04710615367960069
2006-10-24,89.15,93.6481045751634,-0.04803198735915848
2006-10-25,89.22,95.63810457516338,-0.067108236865143
2006-10-26,91.21,91.6781045751634,-0.005105958258327936
2006-10-27,87.25,92.10810457516341,-0.052743508267494854
2006-10-30,87.68,91.5981045751634,-0.04277495253134067
2006-10-31,87.17,91.4281045751634,-0.04657325660363876
2006-11-01,87.0,91.5081045751634,-0.049264538874373764
2006-11-02,87.08,90.90810457516339,-0.04210960720227419
2006-11-03,86.48,90.6781045751634,-0.04629678349400845
2006-11-06,86.25,91.3181045751634,-0.055499449958380076
2006-11-07,86.89,91.6681045751634,-0.05212395955286264
2006-11-08,87.24,90.60810457516341,-0.0371722219657451
2006-11-09,86.18,90.2081045751634,-0.04465346649432245
2006-11-10,85.78,90.5681045751634,-0.052867448177517096
2006-11-13,86.14,91.0781045751634,-0.05421835026318711
2006-11-14,86.65,91.0681045751634,-0.048514291537899545
2006-11-15,86.64,92.4281045751634,-0.06262277693314011
2006-11-16,88.0,92.8481045751634,-0.05221543937107209
2006-11-17,88.42,92.8981045751634,-0.04820447732106514
2006-11-20,88.47,92.0781045751634,-0.03918526116290866
2006-11-21,87.65,91.3681045751634,-0.04069368180998789
2006-11-22,86.94,91.0981045751634,-0.04564424907142417
2006-11-24,86.67,89.9181045751634,-0.036122920856814456
2006-11-27,85.49,89.71810457516341,-0.04712654814972406
2006-11-28,85.29,89.99810457516338,-0.05231337479148046
2006-11-29,85.57,90.1881045751634,-0.05120525147875399
2006-11-30,85.76,89.15810457516339,-0.03811324378591596
2006-12-01,84.73,89.3281045751634,-0.051474332708967396
2006-12-04,84.9,91.3181045751634,-0.07028293682859665
2006-12-05,86.89,90.8681045751634,-0.043778888024156304
2006-12-06,86.44,91.15810457516339,-0.051757379084962585
2006-12-07,86.73,91.3681045751634,-0.05076284111101248
2006-12-08,86.94,92.8281045751634,-0.0634301928506551
2006-12-11,88.4,94.0581045751634,-0.06015541776776834
2006-12-12,89.63,94.2581045751634,-0.04910033567960048
2006-12-13,89.83,95.40810457516339,-0.05846573097748642
2006-12-14,90.98,96.4381045751634,-0.05659697066017477
2006-12-15,92.01,96.0381045751634,-0.041942774620367884
2006-12-18,91.61,95.8681045751634,-0.04441627999252784
2006-12-19,91.44,96.7281045751634,-0.05466978391015853
2006-12-20,92.3,96.8181045751634,-0.046665906082222874
2006-12-21,92.39,96.8781045751634,-0.04632733675834133
2006-12-22,92.45,97.2581045751634,-0.04943654409229803
2006-12-26,92.83,97.9381045751634,-0.05215645735969021
2006-12-27,93.51,98.0381045751634,-0.046187190121487975
2006-12-28,93.61,97.7381045751634,-0.04223638869514579
2006-12-29,93.31,98.50337662337662,-0.052722828408545586
2007-01-03,93.88,97.87337662337663,-0.04080145961187598
2007-01-04,93.25,96.29337662337662,-0.0316052539654923
2007-01-05,91.67,96.75337662337662,-0.05253952679258145
2007-01-08,92.13,95.55337662337662,-0.035826851382446234
2007-01-09,90.93,95.45337662337663,-0.04738833536737186
2007-01-10,90.83,95.39337662337662,-0.04783745774503123
2007-01-11,90.77,95.89337662337662,-0.053427846674946156
2007-01-12,91.27,97.61337662337662,-0.06498470642862186
2007-01-16,92.99,96.94337662337662,-0.04078026535774004
2007-01-17,92.32,96.50337662337662,-0.04334953625201199
2007-01-18,91.88,96.89337662337662,-0.051741169500816975
2007-01-19,92.27,96.38337662337662,-0.04267724131983741
2007-01-22,91.76,97.12337662337663,-0.055222303937955464
2007-01-23,92.5,98.08337662337662,-0.056924800262697195
2007-01-24,93.46,96.52337662337662,-0.03173714731644317
2007-01-25,91.9,97.93337662337662,-0.06160694986122284
2007-01-26,93.31,98.18337662337662,-0.04963545552186999
2007-01-29,93.56,99.19337662337662,-0.05679186267411551
2007-01-30,94.57,99.53337662337663,-0.04986645476881091
2007-01-31,94.91,100.94337662337662,-0.059769910866835474
2007-02-01,96.32,100.68337662337662,-0.04333760715732227
2007-02-02,96.06,100.74337662337662,-0.04648818394171117
2007-02-05,96.12,100.59337662337663,-0.044469892288485635
2007-02-06,95.97,100.52337662337662,-0.04529669392659197
2007-02-07,95.9,100.46337662337662,-0.045423285347894304
2007-02-08,95.84,99.89337662337662,-0.040577030834175076
2007-02-09,95.27,100.49337662337662,-0.051977322276198334
2007-02-12,95.87,101.85337662337662,-0.058745000133882175
2007-02-13,97.23,101.40337662337663,-0.041156189885835914
2007-02-14,96.78,101.78337662337663,-0.049157109828359746
2007-02-15,97.16,101.71337662337662,-0.04476674331869668
2007-02-16,97.09,102.00337662337662,-0.04816876446667162
2007-02-20,97.38,101.73337662337663,-0.042792019373279144
2007-02-21,97.11,101.22337662337662,-0.04063662723563677
2007-02-22,96.6,101.10337662337662,-0.044542296941795456
2007-02-23,96.48,101.85337662337662,-0.05275599888303906
2007-02-26,97.23,98.31337662337663,-0.011019625818843304
2007-02-27,93.69,99.18337662337662,-0.055386061761501626
2007-02-28,94.56,98.82337662337662,-0.0431413777696007
2007-03-01,94.2,98.85337662337662,-0.047073522244016064
2007-03-02,94.23,98.56337662337663,-0.043965383206533315
2007-03-05,93.94,100.25337662337662,-0.06297420432125878
2007-03-06,95.63,99.61337662337662,-0.039988370622523806
2007-03-07,94.99,100.85337662337662,-0.058137633262122845
2007-03-08,96.23,100.46337662337662,-0.04213850624638027
2007-03-09,95.84,99.86337662337662,-0.04028881016661723
2007-03-12,95.24,97.57337662337662,-0.023914070662771292
2007-03-13,92.95,98.01337662337663,-0.05166005700255605
2007-03-14,93.39,98.95337662337663,-0.05622220093156827
2007-03-15,94.33,98.78337662337663,-0.045082247394272135
2007-03-16,94.16,100.25337662337662,-0.06077976451873246
2007-03-19,95.63,100.69337662337662,-0.05028510109771345
2007-03-20,96.07,102.37337662337663,-0.06157242079223635
2007-03-21,97.75,102.08337662337662,-0.04244938565623724
2007-03-22,97.46,101.03337662337663,-0.035368278709491774
2007-03-23,96.41,100.84337662337663,-0.0439629926309798
2007-03-26,96.22,100.15337662337663,-0.039273529819847774
2007-03-27,95.53,99.17337662337663,-0.03673744655496414
2007-03-28,94.55,100.38337662337662,-0.05811098231196765
2007-03-29,95.76,100.20337662337663,-0.0443435817545097
2007-03-30,95.58,101.43128526645768,-0.057687184492304144
2007-04-02,95.82,102.65128526645768,-0.06654846306819573
2007-04-03,97.04,102.73128526645768,-0.05539972805456472
2007-04-04,97.12,102.78128526645769,-0.05508089582438047
2007-04-05,97.17,102.94128526645768,-0.05606385476457809
2007-04-09,97.33,102.63128526645768,-0.05165369655747909
2007-04-10,97.02,101.86128526645768,-0.04752821696480103
2007-04-11,96.25,102.43128526645768,-0.060345677108103346
2007-04-12,96.82,102.43128526645768,-0.05478097098812018
2007-04-13,96.82,102.92128526645769,-0.05928108311766411
2007-04-16,97.31,104.11128526645768,-0.06532707044246722
2007-04-17,98.5,103.78128526645769,-0.05088860918322635
2007-04-18,98.17,103.73128526645768,-0.05361242032403468
2007-04-19,98.12,104.63128526645768,-0.06223076826281748
2007-04-20,99.02,105.06128526645767,-0.05750248772548039
2007-04-23,99.45,104.56128526645767,-0.04888315262606402
2007-04-24,98.95,106.98128526645768,-0.0750718711824615
2007-04-25,101.37,106.27128526645768,-0.04612050427515313
2007-04-26,100.66,108.93128526645768,-0.07593121889845722
2007-04-27,103.32,106.81128526645767,-0.032686483059801374
2007-04-30,101.2,107.38128526645768,-0.057563897201633796
2007-05-01,101.77,108.11128526645768,-0.058655164914824254
2007-05-02,102.5,109.25128526645769,-0.06179593448252518
2007-05-03,103.64,109.34128526645767,-0.05214210947460518
2007-05-04,103.73,109.93128526645768,-0.05641055911814952
2007-05-07,104.32,109.64128526645769,-0.04853359073204533
2007-05-08,104.03,110.13128526645768,-0.05540010953014751
2007-05-09,104.52,109.49128526645768,-0.045403478955969634
2007-05-10,103.88,110.95128526645767,-0.06373324337321074
2007-05-11,105.34,110.34128526645767,-0.04532560278213471
2007-05-14,104.73,109.74128526645768,-0.045664539596834586
2007-05-15,104.13,110.74128526645768,-0.059700275742240905
2007-05-16,105.13,109.98128526645768,-0.04411009795624965
2007-05-17,104.37,110.06128526645767,-0.05171014723914136
2007-05-18,104.45,111.15128526645768,-0.060289768583359216
2007-05-21,105.54,111.63128526645768,-0.054566112464961014
2007-05-22,106.02,111.14128526645769,-0.04607905382936295
2007-05-23,105.53,109.03128526645769,-0.03211266617559372
2007-05-24,103.42,108.81128526645767,-0.04954711501895659
2007-05-25,103.2,108.71128526645768,-0.05069653305035626
2007-05-29,103.1,109.29128526645768,-0.05664939570765426
2007-05-30,103.68,108.78128526645769,-0.04689487951867988
2007-05-31,103.17,108.61128526645768,-0.050098709845008305
2007-06-01,103.0,108.61128526645768,-0.05166392472652759
2007-06-04,103.0,107.14128526645769,-0.03865256288608465
2007-06-05,101.53,106.11128526645768,-0.04317434526359332
2007-06-06,100.5,103.71128526645768,-0.030963701377407116
2007-06-07,98.1,105.27128526645768,-0.06812195033342727
2007-06-08,99.66,106.07128526645768,-0.06044317508128738
2007-06-11,100.46,105.12128526645768,-0.04434197369868931
2007-06-12,99.51,106.31128526645767,-0.06397519557223852
2007-06-13,100.7,106.71128526645768,-0.056332235634192984
2007-06-14,101.1,107.73128526645768,-0.061553941829025405
2007-06-15,102.12,107.71128526645768,-0.05190992988920218
2007-06-18,102.1,106.99128526645768,-0.045716669860317416
2007-06-19,101.38,104.35128526645768,-0.028473873214600154
2007-06-20,98.74,105.26128526645768,-0.06195331217882949
2007-06-21,99.65,103.91128526645768,-0.041008878444054875
2007-06-22,98.3,104.21128526645768,-0.05672404146386956
2007-06-25,98.6,104.39128526645769,-0.05547671198487014
2007-06-26,98.78,104.50128526645769,-0.054748467943428025
2007-06-27,98.89,104.12128526645768,-0.050242227159127406
2007-06-28,98.51,104.12128526645768,-0.05389181714476332
2007-06-29,98.51,104.91691823899372,-0.06106658817788735
2007-07-02,99.81,104.9769182389937,-0.04921956488787882
2007-07-03,99.87,103.99691823899371,-0.03968308204585158
2007-07-05,98.89,104.43691823899371,-0.053112618914128884
2007-07-06,99.33,104.93691823899371,-0.05343132172248444
2007-07-09,99.83,101.81691823899371,-0.019514617740932216
2007-07-10,96.71,102.0069182389937,-0.05192704897312428
2007-07-11,96.9,103.80691823899372,-0.06653620352250489
2007-07-12,98.7,103.5069182389937,-0.04644055026249261
2007-07-13,98.4,102.68691823899371,-0.04174746221340797
2007-07-16,97.58,103.06691823899371,-0.05323646357864831
2007-07-17,97.96,101.81691823899371,-0.037880917098083944
2007-07-18,96.71,101.84691823899371,-0.05043764040988885
2007-07-19,96.74,100.7869182389937,-0.04015320946114598
2007-07-20,95.68,101.31691823899371,-0.05563649523662895
2007-07-23,96.21,99.91691823899372,-0.03710000572802952
2007-07-24,94.81,101.71691823899371,-0.06790333760176692
2007-07-25,96.61,100.7569182389937,-0.041157652610585904
2007-07-26,95.65,97.0069182389937,-0.013987850182506478
2007-07-27,91.9,97.79691823899371,-0.060297587543433284
2007-07-30,92.69,96.9769182389937,-0.04420555238132906
2007-07-31,91.87,98.26691823899371,-0.06509737308985153
2007-08-01,93.16,97.46691823899371,-0.04418851356757725
2007-08-02,92.36,93.35691823899371,-0.010678568421052637
2007-08-03,88.25,97.0069182389937,-0.09027106930063988
2007-08-06,91.9,97.0869182389937,-0.05342551121280148
2007-08-07,91.98,96.38691823899372,-0.04572112398143746
2007-08-08,91.28,90.54691823899371,0.008096153632433545
2007-08-09,85.44,92.9769182389937,-0.08106225052136418
2007-08-10,87.87,93.48691823899371,-0.06008239810231408
2007-08-13,88.38,91.74691823899371,-0.036697889189293065
2007-08-14,86.64,90.6769182389937,-0.04451979971742914
2007-08-15,85.57,92.6169182389937,-0.076086727705725
2007-08-16,87.51,95.2569182389937,-0.08132656800377647
2007-08-17,90.15,93.35691823899371,-0.03435115789473686
2007-08-20,88.25,92.84691823899371,-0.04951072503193865
2007-08-21,87.74,96.20691823899371,-0.08800737404310677
2007-08-22,91.1,95.64691823899372,-0.04753857544717022
2007-08-23,90.54,96.82691823899371,-0.0649294468246524
2007-08-24,91.72,96.8169182389937,-0.052644913014189276
2007-08-27,91.71,92.9769182389937,-0.013626158653023412
2007-08-28,87.87,93.88691823899372,-0.06408686483539006
2007-08-29,88.78,92.87691823899371,-0.04411126377440078
2007-08-30,87.77,94.01691823899371,-0.06644461822407188
2007-08-31,88.91,94.64691823899372,-0.06061389367699621
2007-09-04,89.54,93.29691823899371,-0.04026840660877795
2007-09-05,88.19,93.45691823899371,-0.05635664366253579
2007-09-06,88.35,92.78691823899372,-0.04781835977745741
2007-09-07,87.68,92.27691823899372,-0.049816555718601996
2007-09-10,87.17,92.80691823899372,-0.06073812541084156
2007-09-11,87.7,92.52691823899372,-0.05216771865810932
2007-09-12,87.42,93.55691823899372,-0.06559555781130788
2007-09-13,88.45,93.20691823899371,-0.05103610685632154
2007-09-14,88.1,92.38691823899372,-0.04640178848594112
2007-09-17,87.28,95.57691823899371,-0.08680880689464121
2007-09-18,90.47,97.16691823899372,-0.06892179314076674
2007-09-19,92.06,95.84691823899371,-0.03951006780991173
2007-09-20,90.74,96.79691823899371,-0.06257346152321763
2007-09-21,91.69,95.60691823899371,-0.04096898332401411
2007-09-24,90.5,97.9269182389937,-0.0758414373958759
2007-09-25,92.82,98.8369182389937,-0.060877234399846825
2007-09-26,93.73,98.2569182389937,-0.04607225954291305
2007-09-27,93.15,97.65691823899371,-0.0461505269699789
2007-09-28,92.55,100.5577287066246,-0.07963315012799277
2007-10-01,94.4,101.3677287066246,-0.06873714934257225
2007-10-02,95.21,102.12772870662461,-0.06773604773387942
2007-10-03,95.97,102.1377287066246,-0.060386389874994006
2007-10-04,95.98,104.1777287066246,-0.07868983907021299
2007-10-05,98.02,103.4977287066246,-0.05292607649537717
2007-10-08,97.34,103.8977287066246,-0.0631171517246698
2007-10-09,97.74,102.6077287066246,-0.04744017597877437
2007-10-10,96.45,103.0877287066246,-0.06438912555261345
2007-10-11,96.93,103.37772870662461,-0.06237057814379532
2007-10-12,97.22,102.8577287066246,-0.05481093912451418
2007-10-15,96.7,101.1077287066246,-0.043594379608843936
2007-10-16,94.95,100.90772870662461,-0.05904135176747349
2007-10-17,94.75,100.93772870662461,-0.06130243652112721
2007-10-18,94.78,97.8177287066246,-0.031054991224907402
2007-10-19,91.66,98.98772870662461,-0.07402663746677329
2007-10-22,92.83,98.8177287066246,-0.06059366861589477
2007-10-23,92.66,98.51772870662461,-0.05945862519900669
2007-10-24,92.36,97.69772870662462,-0.054635136121262584
2007-10-25,91.54,104.71772870662461,-0.1258404748592581
2007-10-26,98.56,102.21772870662461,-0.03578370164262468
2007-10-29,96.06,101.8677287066246,-0.057012449186441105
2007-10-30,95.71,103.18772870662461,-0.07246722842291375
2007-10-31,97.03,100.4177287066246,-0.0337363606034351
2007-11-01,94.26,100.34772870662461,-0.060666332811803
2007-11-02,94.19,99.11772870662459,-0.049715916324213016
2007-11-05,92.96,100.9277287066246,-0.0789448926348586
2007-11-06,94.77,97.51772870662461,-0.028176709435993597
2007-11-07,91.36,98.43772870662461,-0.07190056901575281
2007-11-08,92.28,97.65772870662461,-0.05506710813211668
2007-11-09,91.5,98.3877287066246,-0.07000597327703972
2007-11-12,92.23,101.8177287066246,-0.09416561171041715
2007-11-13,95.66,100.9477287066246,-0.05238085863221209
2007-11-14,94.79,99.6777287066246,-0.04903531380626014
2007-11-15,93.52,99.15772870662461,-0.05685617026691703
2007-11-16,93.0,95.3877287066246,-0.025031822635889767
2007-11-19,89.23,94.61772870662459,-0.05694206339839325
2007-11-20,88.46,93.79772870662461,-0.05690680126508896
2007-11-21,87.64,96.93772870662461,-0.09591444766323698
2007-11-23,90.78,94.40772870662461,-0.0384261834949754
2007-11-26,88.25,97.20772870662461,-0.09215037554945105
2007-11-27,91.05,100.87772870662461,-0.09742218458551821
2007-11-28,94.72,100.1077287066246,-0.05381930822158454
2007-11-29,93.95,101.4777287066246,-0.07418109177815269
2007-11-30,95.32,100.90772870662461,-0.055374635602691735
2007-12-03,94.75,99.2877287066246,-0.04570281509845675
2007-12-04,93.13,101.93772870662461,-0.08640303073627564
2007-12-05,95.78,103.3377287066246,-0.07313619915220859
2007-12-06,97.18,100.33772870662462,-0.03147100046341922
2007-12-07,94.18,99.45772870662461,-0.05306504356431241
2007-12-10,93.3,95.84772870662461,-0.02658100239832306
2007-12-11,89.69,96.40772870662461,-0.06968039592621378
2007-12-12,90.25,96.08772870662462,-0.060754154408711125
2007-12-13,89.93,94.70772870662461,-0.05044708358939254
2007-12-14,88.55,92.93772870662461,-0.0472114906151333
2007-12-17,86.78,93.4177287066246,-0.07105427201586301
2007-12-18,87.26,94.1377287066246,-0.07306027881826938
2007-12-19,87.98,93.6477287066246,-0.06052179572213867
2007-12-20,87.49,94.45772870662461,-0.07376557537462725
2007-12-21,88.3,96.57772870662461,-0.08571053406909135
2007-12-24,90.42,95.2877287066246,-0.05108452864493751
2007-12-26,89.13,93.86772870662459,-0.050472391011312845
2007-12-27,87.71,93.3077287066246,-0.059992122669975445
2007-12-28,87.15,93.34772870662461,-0.06639399578861704
2007-12-31,87.19,84.93,0.02661014953491092
2008-01-02,84.93,84.67,0.0030707452462501728
2008-01-03,84.67,82.95,0.020735382760699306
2008-01-04,82.95,83.96,-0.012029537875178575
2008-01-07,83.96,81.45,0.030816451810926848
2008-01-08,81.45,83.7,-0.026881720430107503
2008-01-09,83.7,84.43,-0.008646215800071078
2008-01-10,84.43,83.67,0.009083303454045621
2008-01-11,83.67,84.81,-0.01344181110718079
2008-01-14,84.81,82.0,0.03426829268292675
2008-01-15,82.0,84.05,-0.024390243902439046
2008-01-16,84.05,80.1,0.049313358302122356
2008-01-17,80.1,76.85,0.042290175666883645
2008-01-18,76.85,75.1,0.02330226364846877
2008-01-22,75.1,79.23,-0.0521267196768902
2008-01-23,79.23,79.89,-0.008261359369132526
2008-01-24,79.89,75.13,0.06335684812990827
2008-01-25,75.13,78.16,-0.03876663254861823
2008-01-28,78.16,79.42,-0.01586502140518764
2008-01-29,79.42,78.55,0.011075747931253987
2008-01-30,78.55,80.5,-0.024223602484472084
2008-01-31,80.5,81.5,-0.012269938650306789
2008-02-01,81.5,80.68,0.010163609320773315
2008-02-04,80.68,77.49,0.04116660214221213
2008-02-05,77.49,76.97,0.006755878913862423
2008-02-06,76.97,76.31,0.00864893198794392
2008-02-07,76.31,74.39,0.025809920688264487
2008-02-08,74.39,70.99,0.04789406958726583
2008-02-11,70.99,72.4,-0.01947513812154711
2008-02-12,72.4,71.79,0.008497005153921044
2008-02-13,71.79,70.6,0.016855524079320228
2008-02-14,70.6,72.48,-0.02593818984547469
2008-02-15,72.48,73.27,-0.010782039033710777
2008-02-19,73.27,72.51,0.010481312922355324
2008-02-20,72.51,73.19,-0.009290886733160142
2008-02-21,73.19,74.37,-0.015866612881538344
2008-02-22,74.37,74.4,-0.00040322580645157924
2008-02-25,74.4,74.88,-0.0064102564102562765
2008-02-26,74.88,75.96,-0.01421800947867291
2008-02-27,75.96,72.63,0.045848822800495626
2008-02-28,72.63,69.9,0.03905579399141623
2008-02-29,69.9,68.96,0.013631090487239206
2008-03-03,68.96,69.64,-0.009764503159104043
2008-03-04,69.64,68.61,0.015012388864596993
2008-03-05,68.61,66.58,0.03048963652748582
2008-03-06,66.58,67.01,-0.006416952693627964
2008-03-07,67.01,66.57,0.0066095838966502285
2008-03-10,66.57,70.18,-0.05143915645483066
2008-03-11,70.18,69.87,0.004436811220838832
2008-03-12,69.87,69.3,0.008225108225108357
2008-03-13,69.3,67.0,0.03432835820895508
2008-03-14,67.0,66.05,0.014383043149129415
2008-03-17,66.05,71.28,-0.07337261503928172
2008-03-18,71.28,71.24,0.0005614823133073266
2008-03-19,71.24,74.4,-0.04247311827957001
2008-03-20,74.4,75.87,-0.019375247133254225
2008-03-24,75.87,74.99,0.011734897986398263
