date,ETN,dcf,Deviation
2001-04-11,17.36,,
2001-04-12,17.53,,
2001-04-16,18.15,,
2001-04-17,18.15,,
2001-04-18,18.67,,
2001-04-19,18.71,,
2001-04-20,18.36,,
2001-04-23,18.36,,
2001-04-24,18.18,,
2001-04-25,18.38,,
2001-04-26,18.21,,
2001-04-27,18.24,,
2001-04-30,18.4,,
2001-05-01,18.19,,
2001-05-02,18.23,,
2001-05-03,18.28,,
2001-05-04,18.63,,
2001-05-07,18.65,,
2001-05-08,18.31,,
2001-05-09,18.06,,
2001-05-10,18.37,,
2001-05-11,18.16,,
2001-05-14,18.12,,
2001-05-15,18.21,,
2001-05-16,18.84,,
2001-05-17,19.5,,
2001-05-18,19.14,,
2001-05-21,19.76,,
2001-05-22,19.99,,
2001-05-23,19.5,,
2001-05-24,19.44,,
2001-05-25,19.35,,
2001-05-29,19.22,,
2001-05-30,19.31,,
2001-05-31,19.55,,
2001-06-01,19.68,,
2001-06-04,19.86,,
2001-06-05,20.05,,
2001-06-06,19.93,,
2001-06-07,19.95,,
2001-06-08,19.45,,
2001-06-11,19.43,,
2001-06-12,19.16,,
2001-06-13,18.95,,
2001-06-14,18.44,,
2001-06-15,18.25,,
2001-06-18,18.3,,
2001-06-19,17.96,,
2001-06-20,17.79,,
2001-06-21,17.9,,
2001-06-22,17.89,,
2001-06-25,17.73,,
2001-06-26,17.87,,
2001-06-27,17.62,,
2001-06-28,17.45,,
2001-06-29,17.53,,
2001-07-02,18.11,,
2001-07-03,18.25,,
2001-07-05,18.1,,
2001-07-06,17.78,,
2001-07-09,17.8,,
2001-07-10,17.48,,
2001-07-11,17.58,,
2001-07-12,17.95,,
2001-07-13,18.07,,
2001-07-16,17.96,,
2001-07-17,18.12,,
2001-07-18,18.29,,
2001-07-19,18.25,,
2001-07-20,18.25,,
2001-07-23,18.0,,
2001-07-24,17.78,,
2001-07-25,17.87,,
2001-07-26,18.14,,
2001-07-27,18.18,,
2001-07-30,18.15,,
2001-07-31,18.36,,
2001-08-01,18.26,,
2001-08-02,18.5,,
2001-08-03,18.75,,
2001-08-06,18.92,,
2001-08-07,18.8,,
2001-08-08,18.51,,
2001-08-09,18.48,,
2001-08-10,19.12,,
2001-08-13,18.88,,
2001-08-14,18.81,,
2001-08-15,18.72,,
2001-08-16,18.85,,
2001-08-17,18.33,,
2001-08-20,18.45,,
2001-08-21,18.33,,
2001-08-22,18.56,,
2001-08-23,18.14,,
2001-08-24,18.65,,
2001-08-27,18.45,,
2001-08-28,18.29,,
2001-08-29,17.93,,
2001-08-30,18.0,,
2001-08-31,17.98,,
2001-09-04,18.24,,
2001-09-05,17.93,,
2001-09-06,18.08,,
2001-09-07,17.4,,
2001-09-10,17.49,,
2001-09-17,15.99,,
2001-09-18,15.76,,
2001-09-19,15.48,,
2001-09-20,14.37,,
2001-09-21,14.4,,
2001-09-24,15.03,,
2001-09-25,15.1,,
2001-09-26,14.65,,
2001-09-27,14.83,,
2001-09-28,14.8,,
2001-10-01,14.84,,
2001-10-02,15.31,,
2001-10-03,15.77,,
2001-10-04,16.03,,
2001-10-05,16.42,,
2001-10-08,16.44,,
2001-10-09,16.3,,
2001-10-10,17.0,,
2001-10-11,17.53,,
2001-10-12,17.13,,
2001-10-15,17.15,,
2001-10-16,17.22,,
2001-10-17,16.5,,
2001-10-18,16.39,,
2001-10-19,16.43,,
2001-10-22,16.5,,
2001-10-23,16.47,,
2001-10-24,16.36,,
2001-10-25,16.36,,
2001-10-26,16.86,,
2001-10-29,16.3,,
2001-10-30,16.07,,
2001-10-31,16.36,,
2001-11-01,16.41,,
2001-11-02,16.73,,
2001-11-05,17.1,,
2001-11-06,17.29,,
2001-11-07,17.25,,
2001-11-08,16.85,,
2001-11-09,17.04,,
2001-11-12,16.77,,
2001-11-13,17.16,,
2001-11-14,17.31,,
2001-11-15,17.35,,
2001-11-16,17.41,,
2001-11-19,17.39,,
2001-11-20,17.41,,
2001-11-21,17.2,,
2001-11-23,17.48,,
2001-11-26,17.71,,
2001-11-27,17.65,,
2001-11-28,17.4,,
2001-11-29,17.5,,
2001-11-30,17.4,,
2001-12-03,17.32,,
2001-12-04,17.46,,
2001-12-05,18.08,,
2001-12-06,18.59,,
2001-12-07,18.42,,
2001-12-10,18.25,,
2001-12-11,18.28,,
2001-12-12,18.29,,
2001-12-13,17.88,,
2001-12-14,17.85,,
2001-12-17,18.17,,
2001-12-18,18.51,,
2001-12-19,18.53,,
2001-12-20,18.36,,
2001-12-21,18.42,,
2001-12-24,18.46,,
2001-12-26,18.79,,
2001-12-27,18.79,,
2001-12-28,18.75,,
2001-12-31,18.6,,
2002-01-02,18.62,,
2002-01-03,18.68,,
2002-01-04,18.8,,
2002-01-07,18.62,,
2002-01-08,18.35,,
2002-01-09,18.26,,
2002-01-10,17.75,,
2002-01-11,17.71,,
2002-01-14,17.32,,
2002-01-15,17.35,,
2002-01-16,16.92,,
2002-01-17,17.25,,
2002-01-18,17.01,,
2002-01-22,17.34,,
2002-01-23,17.42,,
2002-01-24,17.49,,
2002-01-25,17.86,,
2002-01-28,18.17,,
2002-01-29,17.99,,
2002-01-30,18.17,,
2002-01-31,18.4,,
2002-02-01,18.26,,
2002-02-04,18.04,,
2002-02-05,17.94,,
2002-02-06,18.17,,
2002-02-07,17.92,,
2002-02-08,17.9,,
2002-02-11,18.37,,
2002-02-12,18.3,,
2002-02-13,18.75,,
2002-02-14,18.74,,
2002-02-15,18.98,,
2002-02-19,18.77,,
2002-02-20,19.61,,
2002-02-21,19.76,,
2002-02-22,19.85,,
2002-02-25,20.28,,
2002-02-26,20.45,,
2002-02-27,20.25,,
2002-02-28,20.18,,
2002-03-01,20.58,,
2002-03-04,21.33,,
2002-03-05,20.94,,
2002-03-06,21.06,,
2002-03-07,21.07,,
2002-03-08,20.87,,
2002-03-11,21.12,,
2002-03-12,20.83,,
2002-03-13,20.78,,
2002-03-14,20.98,,
2002-03-15,20.8,,
2002-03-18,20.88,,
2002-03-19,20.9,,
2002-03-20,20.7,,
2002-03-21,20.25,,
2002-03-22,20.03,,
2002-03-25,19.86,,
2002-03-26,20.13,,
2002-03-27,20.33,,
2002-03-28,20.25,,
2002-04-01,20.18,,
2002-04-02,20.03,,
2002-04-03,19.6,,
2002-04-04,19.99,,
2002-04-05,20.42,,
2002-04-08,20.5,,
2002-04-09,20.76,,
2002-04-10,21.42,,
2002-04-11,21.06,,
2002-04-12,21.26,,
2002-04-15,21.13,,
2002-04-16,21.96,,
2002-04-17,21.48,,
2002-04-18,21.2,,
2002-04-19,21.23,,
2002-04-22,20.96,,
2002-04-23,21.15,,
2002-04-24,21.18,,
2002-04-25,21.13,,
2002-04-26,21.19,,
2002-04-29,20.75,,
2002-04-30,21.15,,
2002-05-01,21.28,,
2002-05-02,21.55,,
2002-05-03,21.56,,
2002-05-06,21.15,,
2002-05-07,21.36,,
2002-05-08,21.61,,
2002-05-09,21.36,,
2002-05-10,21.29,,
2002-05-13,21.32,,
2002-05-14,21.63,,
2002-05-15,21.81,,
2002-05-16,21.55,,
2002-05-17,21.59,,
2002-05-20,21.3,,
2002-05-21,21.01,,
2002-05-22,21.4,,
2002-05-23,21.3,,
2002-05-24,21.17,,
2002-05-28,21.07,,
2002-05-29,20.5,,
2002-05-30,19.88,,
2002-05-31,20.21,,
2002-06-03,19.86,,
2002-06-04,19.41,,
2002-06-05,19.71,,
2002-06-06,19.4,,
2002-06-07,19.51,,
2002-06-10,19.51,,
2002-06-11,19.06,,
2002-06-12,18.87,,
2002-06-13,18.58,,
2002-06-14,18.5,,
2002-06-17,19.02,,
2002-06-18,18.92,,
2002-06-19,18.86,,
2002-06-20,18.45,,
2002-06-21,18.07,,
2002-06-24,18.08,,
2002-06-25,17.81,,
2002-06-26,17.79,,
2002-06-27,18.08,,
2002-06-28,18.19,,
2002-07-01,17.87,,
2002-07-02,17.74,,
2002-07-03,17.41,,
2002-07-05,18.22,,
2002-07-08,18.07,,
2002-07-09,18.19,,
2002-07-10,17.54,,
2002-07-11,17.24,,
2002-07-12,17.75,,
2002-07-15,17.13,,
2002-07-16,16.72,,
2002-07-17,16.33,,
2002-07-18,16.25,,
2002-07-19,15.72,,
2002-07-22,15.63,,
2002-07-23,15.54,,
2002-07-24,16.59,,
2002-07-25,16.62,,
2002-07-26,16.74,,
2002-07-29,17.77,,
2002-07-30,17.37,,
2002-07-31,17.46,,
2002-08-01,17.17,,
2002-08-02,16.59,,
2002-08-05,16.25,,
2002-08-06,16.93,,
2002-08-07,16.99,,
2002-08-08,17.42,,
2002-08-09,17.34,,
2002-08-12,17.35,,
2002-08-13,17.01,,
2002-08-14,17.26,,
2002-08-15,17.65,,
2002-08-16,17.49,,
2002-08-19,18.21,,
2002-08-20,18.08,,
2002-08-21,18.3,,
2002-08-22,18.47,,
2002-08-23,18.13,,
2002-08-26,18.27,,
2002-08-27,18.11,,
2002-08-28,17.95,,
2002-08-29,17.61,,
2002-08-30,17.68,,
2002-09-03,17.13,,
2002-09-04,17.17,,
2002-09-05,16.89,,
2002-09-06,17.09,,
2002-09-09,17.3,,
2002-09-10,17.37,,
2002-09-11,17.46,,
2002-09-12,17.07,,
2002-09-13,16.87,,
2002-09-16,16.57,,
2002-09-17,16.22,,
2002-09-18,15.85,,
2002-09-19,15.91,,
2002-09-20,16.09,,
2002-09-23,15.94,,
2002-09-24,15.41,,
2002-09-25,15.84,,
2002-09-26,16.73,,
2002-09-27,16.06,,
2002-09-30,15.94,,
2002-10-01,16.46,,
2002-10-02,15.85,,
2002-10-03,15.89,,
2002-10-04,15.63,,
2002-10-07,15.43,,
2002-10-08,15.44,,
2002-10-09,14.84,,
2002-10-10,15.77,,
2002-10-11,16.33,,
2002-10-14,16.08,,
2002-10-15,16.83,,
2002-10-16,16.39,,
2002-10-17,17.15,,
2002-10-18,17.18,,
2002-10-21,18.21,,
2002-10-22,17.64,,
2002-10-23,17.5,,
2002-10-24,17.23,,
2002-10-25,17.23,,
2002-10-28,17.06,,
2002-10-29,17.06,,
2002-10-30,17.25,,
2002-10-31,17.1,,
2002-11-01,17.39,,
2002-11-04,17.53,,
2002-11-05,17.68,,
2002-11-06,18.09,,
2002-11-07,17.67,,
2002-11-08,17.69,,
2002-11-11,17.15,,
2002-11-12,17.58,,
2002-11-13,17.75,,
2002-11-14,18.17,,
2002-11-15,18.3,,
2002-11-18,18.19,,
2002-11-19,18.18,,
2002-11-20,18.45,,
2002-11-21,19.14,,
2002-11-22,18.86,,
2002-11-25,18.93,,
2002-11-26,18.35,,
2002-11-27,18.84,,
2002-11-29,18.97,,
2002-12-02,19.19,,
2002-12-03,18.55,,
2002-12-04,18.71,,
2002-12-05,18.55,,
2002-12-06,18.53,,
2002-12-09,18.24,,
2002-12-10,18.62,,
2002-12-11,18.68,,
2002-12-12,18.66,,
2002-12-13,18.48,,
2002-12-16,18.96,,
2002-12-17,18.96,,
2002-12-18,19.06,,
2002-12-19,19.06,,
2002-12-20,19.76,,
2002-12-23,19.62,,
2002-12-24,19.68,,
2002-12-26,19.77,,
2002-12-27,19.4,,
2002-12-30,19.53,,
2002-12-31,19.53,,
2003-01-02,20.0,,
2003-01-03,19.92,,
2003-01-06,19.93,,
2003-01-07,19.74,,
2003-01-08,19.41,,
2003-01-09,19.52,,
2003-01-10,19.41,,
2003-01-13,19.36,,
2003-01-14,19.21,,
2003-01-15,18.88,,
2003-01-16,18.83,,
2003-01-17,18.59,,
2003-01-21,18.38,,
2003-01-22,17.94,,
2003-01-23,18.18,,
2003-01-24,17.72,,
2003-01-27,17.5,,
2003-01-28,17.72,,
2003-01-29,17.86,,
2003-01-30,17.48,,
2003-01-31,17.77,,
2003-02-03,17.98,,
2003-02-04,17.75,,
2003-02-05,17.7,,
2003-02-06,17.49,,
2003-02-07,17.23,,
2003-02-10,17.41,,
2003-02-11,17.31,,
2003-02-12,17.1,,
2003-02-13,17.11,,
2003-02-14,17.5,,
2003-02-18,17.78,,
2003-02-19,17.67,,
2003-02-20,17.53,,
2003-02-21,17.73,,
2003-02-24,17.39,,
2003-02-25,17.51,,
2003-02-26,17.38,,
2003-02-27,17.76,,
2003-02-28,17.74,,
2003-03-03,17.7,,
2003-03-04,17.12,,
2003-03-05,17.14,,
2003-03-06,17.23,,
2003-03-07,17.46,,
2003-03-10,17.11,,
2003-03-11,16.84,,
2003-03-12,16.72,,
2003-03-13,17.55,,
2003-03-14,17.33,,
2003-03-17,18.16,,
2003-03-18,18.17,,
2003-03-19,18.06,,
2003-03-20,18.12,,
2003-03-21,18.67,,
2003-03-24,18.04,,
2003-03-25,18.24,,
2003-03-26,17.98,,
2003-03-27,17.96,,
2003-03-28,17.74,,
2003-03-31,17.49,,
2003-04-01,17.82,,
2003-04-02,18.63,,
2003-04-03,18.49,,
2003-04-04,18.46,,
2003-04-07,18.5,,
2003-04-08,18.38,,
2003-04-09,18.21,,
2003-04-10,18.22,,
2003-04-11,18.08,,
2003-04-14,19.03,,
2003-04-15,19.59,,
2003-04-16,19.66,,
2003-04-17,19.96,,
2003-04-21,19.86,,
2003-04-22,20.3,,
2003-04-23,20.63,,
2003-04-24,20.36,,
2003-04-25,19.91,,
2003-04-28,20.35,,
2003-04-29,20.42,,
2003-04-30,20.52,,
2003-05-01,20.29,,
2003-05-02,20.41,,
2003-05-05,20.43,,
2003-05-06,20.81,,
2003-05-07,20.5,,
2003-05-08,20.17,,
2003-05-09,20.25,,
2003-05-12,20.66,,
2003-05-13,20.28,,
2003-05-14,20.07,,
2003-05-15,20.24,,
2003-05-16,20.08,,
2003-05-19,19.66,,
2003-05-20,19.54,,
2003-05-21,19.3,,
2003-05-22,19.66,,
2003-05-23,19.67,,
2003-05-27,20.0,,
2003-05-28,19.95,,
2003-05-29,20.07,,
2003-05-30,20.98,,
2003-06-02,20.8,,
2003-06-03,20.27,,
2003-06-04,20.64,,
2003-06-05,20.82,,
2003-06-06,20.82,,
2003-06-09,20.45,,
2003-06-10,20.55,,
2003-06-11,20.92,,
2003-06-12,21.08,,
2003-06-13,20.5,,
2003-06-16,20.99,,
2003-06-17,21.29,,
2003-06-18,20.66,,
2003-06-19,20.31,,
2003-06-20,20.41,,
2003-06-23,20.08,,
2003-06-24,20.08,,
2003-06-25,19.36,,
2003-06-26,19.86,,
2003-06-27,19.63,,
2003-06-30,19.65,,
2003-07-01,19.79,,
2003-07-02,20.04,,
2003-07-03,20.0,,
2003-07-07,20.09,,
2003-07-08,20.46,,
2003-07-09,20.45,,
2003-07-10,20.17,,
2003-07-11,20.45,,
2003-07-14,20.75,,
2003-07-15,19.95,,
2003-07-16,19.98,,
2003-07-17,20.57,,
2003-07-18,20.82,,
2003-07-21,20.47,,
2003-07-22,20.7,,
2003-07-23,21.48,,
2003-07-24,21.18,,
2003-07-25,21.28,,
2003-07-28,20.9,,
2003-07-29,20.89,,
2003-07-30,21.03,,
2003-07-31,21.04,,
2003-08-01,20.86,,
2003-08-04,20.89,,
2003-08-05,20.44,,
2003-08-06,20.51,,
2003-08-07,20.71,,
2003-08-08,20.9,,
2003-08-11,21.15,,
2003-08-12,21.46,,
2003-08-13,21.76,,
2003-08-14,22.38,,
2003-08-15,22.31,,
2003-08-18,22.48,,
2003-08-19,22.43,,
2003-08-20,22.36,,
2003-08-21,22.77,,
2003-08-22,22.5,,
2003-08-25,22.44,,
2003-08-26,22.27,,
2003-08-27,22.38,,
2003-08-28,22.55,,
2003-08-29,23.41,,
2003-09-02,23.4,,
2003-09-03,23.42,,
2003-09-04,23.5,,
2003-09-05,23.38,,
2003-09-08,23.48,,
2003-09-09,23.26,,
2003-09-10,22.68,,
2003-09-11,22.74,,
2003-09-12,22.84,,
2003-09-15,22.94,,
2003-09-16,23.37,,
2003-09-17,23.39,,
2003-09-18,23.83,,
2003-09-19,23.75,,
2003-09-22,23.5,,
2003-09-23,23.33,,
2003-09-24,22.82,,
2003-09-25,22.84,,
2003-09-26,22.37,,
2003-09-29,22.42,,
2003-09-30,22.16,,
2003-10-01,22.85,,
2003-10-02,23.17,,
2003-10-03,23.5,,
2003-10-06,23.83,,
2003-10-07,23.97,,
2003-10-08,23.73,,
2003-10-09,23.87,,
2003-10-10,23.88,,
2003-10-13,23.93,,
2003-10-14,24.73,,
2003-10-15,24.9,,
2003-10-16,24.58,,
2003-10-17,24.38,,
2003-10-20,24.37,,
2003-10-21,24.44,,
2003-10-22,24.03,,
2003-10-23,24.03,,
2003-10-24,24.49,,
2003-10-27,24.54,,
2003-10-28,24.66,,
2003-10-29,24.84,,
2003-10-30,25.0,,
2003-10-31,25.06,,
2003-11-03,25.21,,
2003-11-04,25.15,,
2003-11-05,25.41,,
2003-11-06,25.58,,
2003-11-07,25.41,,
2003-11-10,25.05,,
2003-11-11,25.0,,
2003-11-12,25.25,,
2003-11-13,25.35,,
2003-11-14,25.36,,
2003-11-17,25.3,,
2003-11-18,25.16,,
2003-11-19,25.52,,
2003-11-20,25.48,,
2003-11-21,25.77,,
2003-11-24,26.21,,
2003-11-25,25.74,,
2003-11-26,25.78,,
2003-11-28,25.75,,
2003-12-01,26.48,,
2003-12-02,26.34,,
2003-12-03,26.31,,
2003-12-04,26.67,,
2003-12-05,26.63,,
2003-12-08,26.54,,
2003-12-09,26.53,,
2003-12-10,26.27,,
2003-12-11,26.97,,
2003-12-12,26.84,,
2003-12-15,26.7,,
2003-12-16,26.46,,
2003-12-17,26.25,,
2003-12-18,26.79,,
2003-12-19,26.83,,
2003-12-22,26.78,,
2003-12-23,26.97,,
2003-12-24,26.92,,
2003-12-26,26.94,,
2003-12-29,27.16,,
2003-12-30,26.92,,
2003-12-31,27.0,,
2004-01-02,26.62,,
2004-01-05,27.03,,
2004-01-06,27.56,,
2004-01-07,28.15,,
2004-01-08,28.48,,
2004-01-09,28.44,,
2004-01-12,28.33,,
2004-01-13,28.53,,
2004-01-14,28.98,,
2004-01-15,29.25,,
2004-01-16,29.15,,
2004-01-20,28.74,,
2004-01-21,30.35,,
2004-01-22,30.41,,
2004-01-23,30.31,,
2004-01-26,31.04,,
2004-01-27,30.43,,
2004-01-28,29.35,,
2004-01-29,29.28,,
2004-01-30,29.04,,
2004-02-02,29.37,,
2004-02-03,28.78,,
2004-02-04,29.03,,
2004-02-05,29.33,,
2004-02-06,29.59,,
2004-02-09,29.8,,
2004-02-10,29.64,,
2004-02-11,29.95,,
2004-02-12,29.75,,
2004-02-13,29.77,,
2004-02-17,30.2,,
2004-02-18,30.33,,
2004-02-19,30.0,,
2004-02-20,30.15,,
2004-02-23,29.54,,
2004-02-24,29.5,,
2004-02-25,29.85,,
2004-02-26,29.9,,
2004-02-27,29.27,,
2004-03-01,29.95,,
2004-03-02,29.83,,
2004-03-03,30.25,,
2004-03-04,30.03,,
2004-03-05,30.28,,
2004-03-08,29.9,,
2004-03-09,29.17,,
2004-03-10,28.0,,
2004-03-11,27.41,,
2004-03-12,28.03,,
2004-03-15,27.38,,
2004-03-16,27.73,,
2004-03-17,28.58,,
2004-03-18,28.63,,
2004-03-19,28.13,,
2004-03-22,27.03,,
2004-03-23,26.72,,
2004-03-24,26.62,,
2004-03-25,27.25,,
2004-03-26,27.14,,
2004-03-29,27.9,,
2004-03-30,28.2,,
2004-03-31,28.09,,
2004-04-01,28.33,,
2004-04-02,28.85,,
2004-04-05,29.24,,
2004-04-06,29.29,,
2004-04-07,28.42,,
2004-04-08,28.6,,
2004-04-12,28.87,,
2004-04-13,28.58,,
2004-04-14,29.27,,
2004-04-15,29.67,,
2004-04-16,30.01,,
2004-04-19,29.97,,
2004-04-20,29.78,,
2004-04-21,30.08,,
2004-04-22,30.53,,
2004-04-23,30.48,,
2004-04-26,30.06,,
2004-04-27,30.32,,
2004-04-28,29.91,,
2004-04-29,29.33,,
2004-04-30,29.69,,
2004-05-03,30.25,,
2004-05-04,30.58,,
2004-05-05,30.2,,
2004-05-06,29.71,,
2004-05-07,28.95,,
2004-05-10,27.59,,
2004-05-11,28.58,,
2004-05-12,28.74,,
2004-05-13,28.8,,
2004-05-14,28.89,,
2004-05-17,28.2,,
2004-05-18,28.33,,
2004-05-19,28.2,,
2004-05-20,27.8,,
2004-05-21,28.07,,
2004-05-24,28.44,,
2004-05-25,28.91,,
2004-05-26,28.97,,
2004-05-27,29.07,,
2004-05-28,29.17,,
2004-06-01,29.36,,
2004-06-02,29.76,,
2004-06-03,29.64,,
2004-06-04,29.76,,
2004-06-07,30.41,,
2004-06-08,30.57,,
2004-06-09,29.99,,
2004-06-10,30.33,,
2004-06-14,30.28,,
2004-06-15,30.71,,
2004-06-16,30.69,,
2004-06-17,30.48,,
2004-06-18,30.88,,
2004-06-21,30.77,,
2004-06-22,31.16,,
2004-06-23,31.89,,
2004-06-24,31.42,,
2004-06-25,31.41,,
2004-06-28,31.43,,
2004-06-29,31.73,,
2004-06-30,32.37,,
2004-07-01,31.84,,
2004-07-02,31.13,,
2004-07-06,30.77,,
2004-07-07,30.97,,
2004-07-08,30.57,,
2004-07-09,31.06,,
2004-07-12,31.12,,
2004-07-13,30.88,,
2004-07-14,31.31,,
2004-07-15,31.22,,
2004-07-16,31.2,,
2004-07-19,31.18,,
2004-07-20,31.4,,
2004-07-21,31.43,,
2004-07-22,31.32,,
2004-07-23,31.11,,
2004-07-26,31.17,,
2004-07-27,31.91,,
2004-07-28,31.98,,
2004-07-29,32.49,,
2004-07-30,32.32,,
2004-08-02,32.71,,
2004-08-03,32.5,,
2004-08-04,32.54,,
2004-08-05,31.98,,
2004-08-06,30.49,,
2004-08-09,30.63,,
2004-08-10,31.56,,
2004-08-11,30.92,,
2004-08-12,30.15,,
2004-08-13,29.83,,
2004-08-16,30.75,,
2004-08-17,30.86,,
2004-08-18,30.84,,
2004-08-19,30.25,,
2004-08-20,30.52,,
2004-08-23,30.33,,
2004-08-24,29.95,,
2004-08-25,30.11,,
2004-08-26,30.17,,
2004-08-27,30.29,,
2004-08-30,30.25,,
2004-08-31,30.17,,
2004-09-01,30.35,,
2004-09-02,31.05,,
2004-09-03,31.38,,
2004-09-07,31.98,,
2004-09-08,31.66,,
2004-09-09,31.54,,
2004-09-10,31.81,,
2004-09-13,31.3,,
2004-09-14,30.8,,
2004-09-15,30.53,,
2004-09-16,30.79,,
2004-09-17,31.34,,
2004-09-20,31.26,,
2004-09-21,31.36,,
2004-09-22,30.56,,
2004-09-23,30.08,,
2004-09-24,30.5,,
2004-09-27,30.16,,
2004-09-28,30.52,,
2004-09-29,31.11,,
2004-09-30,31.71,,
2004-10-01,32.21,,
2004-10-04,32.65,,
2004-10-05,32.58,,
2004-10-06,33.08,,
2004-10-07,32.54,,
2004-10-08,32.41,,
2004-10-11,32.85,,
2004-10-12,32.72,,
2004-10-13,32.38,,
2004-10-14,30.9,,
2004-10-15,31.35,,
2004-10-18,31.07,,
2004-10-19,30.99,,
2004-10-20,30.99,,
2004-10-21,30.6,,
2004-10-22,30.73,,
2004-10-25,30.88,,
2004-10-26,31.5,,
2004-10-27,32.15,,
2004-10-28,31.8,,
2004-10-29,31.98,,
2004-11-01,31.97,,
2004-11-02,32.0,,
2004-11-03,32.13,,
2004-11-04,32.85,,
2004-11-05,33.06,,
2004-11-08,33.13,,
2004-11-09,32.91,,
2004-11-10,33.31,,
2004-11-11,33.84,,
2004-11-12,34.0,,
2004-11-15,33.5,,
2004-11-16,33.25,,
2004-11-17,33.65,,
2004-11-18,33.98,,
2004-11-19,33.67,,
2004-11-22,33.9,,
2004-11-23,33.52,,
2004-11-24,33.72,,
2004-11-26,33.81,,
2004-11-29,33.51,,
2004-11-30,33.7,,
2004-12-01,34.31,,
2004-12-02,34.53,,
2004-12-03,34.28,,
2004-12-06,34.08,,
2004-12-07,34.0,,
2004-12-08,34.04,,
2004-12-09,34.14,,
2004-12-10,34.02,,
2004-12-13,34.25,,
2004-12-14,34.15,,
2004-12-15,35.0,,
2004-12-16,34.81,,
2004-12-17,34.83,,
2004-12-20,34.96,,
2004-12-21,35.22,,
2004-12-22,35.65,,
2004-12-23,35.65,,
2004-12-27,35.49,,
2004-12-28,36.17,,
2004-12-29,36.08,,
2004-12-30,36.14,,
2004-12-31,36.18,,
2005-01-03,35.56,,
2005-01-04,34.61,,
2005-01-05,34.1,,
2005-01-06,34.2,,
2005-01-07,33.88,,
2005-01-10,34.12,,
2005-01-11,34.21,,
2005-01-12,34.66,,
2005-01-13,34.38,,
2005-01-14,34.65,,
2005-01-18,34.54,,
2005-01-19,34.33,,
2005-01-20,33.44,,
2005-01-21,32.7,,
2005-01-24,32.4,,
2005-01-25,33.08,,
2005-01-26,33.58,,
2005-01-27,33.64,,
2005-01-28,33.5,,
2005-01-31,33.99,,
2005-02-01,33.9,,
2005-02-02,33.95,,
2005-02-03,33.9,,
2005-02-04,34.3,,
2005-02-07,34.53,,
2005-02-08,34.61,,
2005-02-09,34.36,,
2005-02-10,34.67,,
2005-02-11,35.01,,
2005-02-14,34.94,,
2005-02-15,34.94,,
2005-02-16,34.76,,
2005-02-17,34.33,,
2005-02-18,34.31,,
2005-02-22,33.83,,
2005-02-23,34.18,,
2005-02-24,34.54,,
2005-02-25,35.02,,
2005-02-28,34.88,,
2005-03-01,35.51,,
2005-03-02,35.04,,
2005-03-03,35.17,,
2005-03-04,35.05,,
2005-03-07,35.17,,
2005-03-08,34.92,,
2005-03-09,34.65,,
2005-03-10,34.81,,
2005-03-11,34.75,,
2005-03-14,34.92,,
2005-03-15,34.76,,
2005-03-16,34.29,,
2005-03-17,34.17,,
2005-03-18,34.0,,
2005-03-21,33.94,,
2005-03-22,33.56,,
2005-03-23,33.6,,
2005-03-24,33.4,,
2005-03-28,32.81,,
2005-03-29,32.08,,
2005-03-30,32.5,,
2005-03-31,32.7,,
2005-04-01,32.52,,
2005-04-04,32.33,,
2005-04-05,32.26,,
2005-04-06,32.37,,
2005-04-07,32.45,,
2005-04-08,32.04,,
2005-04-11,31.62,,
2005-04-12,31.78,,
2005-04-13,31.53,,
2005-04-14,29.2,,
2005-04-15,28.78,,
2005-04-18,29.25,,
2005-04-19,29.55,,
2005-04-20,29.55,,
2005-04-21,30.33,,
2005-04-22,30.16,,
2005-04-25,30.15,,
2005-04-26,29.67,,
2005-04-27,29.48,,
2005-04-28,29.32,,
2005-04-29,29.33,,
2005-05-02,29.48,,
2005-05-03,29.48,,
2005-05-04,29.91,,
2005-05-05,29.47,,
2005-05-06,29.72,,
2005-05-09,30.02,,
2005-05-10,29.48,,
2005-05-11,29.63,,
2005-05-12,29.1,,
2005-05-13,28.85,,
2005-05-16,29.14,,
2005-05-17,29.4,,
2005-05-18,30.13,,
2005-05-19,29.9,,
2005-05-20,29.68,,
2005-05-23,30.56,,
2005-05-24,30.34,,
2005-05-25,30.03,,
2005-05-26,30.43,,
2005-05-27,30.33,,
2005-05-31,29.92,,
2005-06-01,30.05,,
2005-06-02,30.26,,
2005-06-03,29.75,,
2005-06-06,29.73,,
2005-06-07,30.01,,
2005-06-08,30.04,,
2005-06-09,29.74,,
2005-06-10,29.84,,
2005-06-13,30.02,,
2005-06-14,30.23,,
2005-06-15,30.3,,
2005-06-16,30.71,,
2005-06-17,30.67,,
2005-06-20,30.48,,
2005-06-21,30.74,,
2005-06-22,30.53,,
2005-06-23,29.8,,
2005-06-24,29.36,,
2005-06-27,29.49,,
2005-06-28,30.21,,
2005-06-29,30.18,,
2005-06-30,29.95,,
2005-07-01,30.07,,
2005-07-05,30.33,,
2005-07-06,30.07,,
2005-07-07,30.3,,
2005-07-08,30.92,,
2005-07-11,31.08,,
2005-07-12,30.89,,
2005-07-13,31.08,,
2005-07-14,31.11,,
2005-07-15,31.02,,
2005-07-18,32.88,,
2005-07-19,32.86,,
2005-07-20,33.24,,
2005-07-21,33.15,,
2005-07-22,33.16,,
