date,VTR,dcf,Deviation
2006-07-06,39.49,38.72851692113057,0.01966207692435451
2006-07-07,38.71,39.18851692113057,-0.012210641247118792
2006-07-10,39.17,39.068516921130566,0.0025975667075948117
2006-07-11,39.05,39.178516921130566,-0.0032802906089907102
2006-07-12,39.16,39.12851692113057,0.0008046070065186317
2006-07-13,39.11,38.66851692113057,0.011417119507580065
2006-07-14,38.65,38.648516921130565,3.83735001387997e-05
2006-07-17,38.63,39.41851692113057,-0.020003718625646094
2006-07-18,39.4,40.078516921130564,-0.016929691347257192
2006-07-19,40.06,39.86851692113057,0.004802864356560521
2006-07-20,39.85,39.76851692113057,0.0020489343123111237
2006-07-21,39.75,40.15851692113057,-0.010172609758793527
2006-07-24,40.14,40.01851692113057,0.00303567168940444
2006-07-25,40.0,39.98851692113057,0.0002871594085891438
2006-07-26,39.97,39.88851692113057,0.002042770329880872
2006-07-27,39.87,40.95851692113057,-0.026576082411055357
2006-07-28,40.94,40.818516921130566,0.002976175717117835
2006-07-31,40.8,41.258516921130564,-0.011113267159046591
2006-08-01,41.24,41.69851692113057,-0.01099600069704676
2006-08-02,41.68,42.108516921130565,-0.010176490469450128
2006-08-03,42.09,42.76851692113057,-0.015864869066697374
2006-08-04,42.75,41.94851692113057,0.019106350776985526
2006-08-07,41.93,41.748516921130566,0.004347054512434223
2006-08-08,41.73,41.86851692113057,-0.0033083789758185933
2006-08-09,41.85,42.26851692113057,-0.009901386460080541
2006-08-10,42.25,42.26851692113057,-0.00043807832588782514
2006-08-11,42.25,42.76851692113057,-0.012123799431408067
2006-08-14,42.75,42.998516921130566,-0.005779662623862203
2006-08-15,42.98,43.328516921130564,-0.008043592208913153
2006-08-16,43.31,43.02851692113057,0.006541779708219675
2006-08-17,43.01,43.148516921130565,-0.0032102359713488404
2006-08-18,43.13,43.358516921130565,-0.005270404463931233
2006-08-21,43.34,43.44851692113057,-0.002497597819680508
2006-08-22,43.43,43.22851692113057,0.004660883444996156
2006-08-23,43.21,43.05851692113057,0.0035180746969734056
2006-08-24,43.04,43.038516921130565,3.445933957602065e-05
2006-08-25,43.02,43.83851692113057,-0.01867118184228611
2006-08-28,43.82,44.178516921130566,-0.008115186885304548
2006-08-29,44.16,45.178516921130566,-0.02254427525606084
2006-08-30,45.16,45.748516921130566,-0.012864174857190713
2006-08-31,45.73,45.358516921130565,0.00818993000841206
2006-09-01,45.34,45.52851692113057,-0.004140633912084857
2006-09-05,45.51,45.43851692113057,0.0015731824829032792
2006-09-06,45.42,44.828516921130564,0.013194348586415883
2006-09-07,44.81,45.63851692113057,-0.018153896686922355
2006-09-08,45.62,45.33851692113057,0.006208475662295765
2006-09-11,45.32,45.358516921130565,-0.0008491662370164743
2006-09-12,45.34,44.998516921130566,0.007588762968965268
2006-09-13,44.98,44.15851692113057,0.018603049562027518
2006-09-14,44.14,44.43851692113057,-0.0067175266370922415
2006-09-15,44.42,44.47851692113057,-0.0013156221290905323
2006-09-18,44.46,45.04851692113057,-0.013064068727521638
2006-09-19,45.03,44.578516921130564,0.010127817389443683
2006-09-20,44.56,44.48851692113057,0.0016067759461650954
2006-09-21,44.47,44.55851692113057,-0.00198653203128929
2006-09-22,44.54,44.05851692113057,0.010928263421379647
2006-09-25,44.04,44.20851692113057,-0.003811865515217505
2006-09-26,44.19,44.288516921130565,-0.0022244348643691847
2006-09-27,44.27,44.08851692113057,0.004116334400499078
2006-09-28,44.07,44.02851692113057,0.0009421866047349958
2006-09-29,44.01,44.028531820140785,-0.00042090479456569074
2006-10-02,44.01,44.418531820140785,-0.009197328308711561
2006-10-03,44.4,44.60853182014078,-0.004674707093736519
2006-10-04,44.59,44.57853182014078,0.00025725790848141195
2006-10-05,44.56,44.35853182014078,0.004541813527014549
2006-10-06,44.34,43.00853182014078,0.030958233715750794
2006-10-09,42.99,43.558531820140786,-0.013052134596462817
2006-10-10,43.54,43.28853182014078,0.005809117779832285
2006-10-11,43.27,44.028531820140785,-0.017228187922309735
2006-10-12,44.01,44.278531820140785,-0.006064605331350226
2006-10-13,44.26,44.378531820140786,-0.0026709270288881592
2006-10-16,44.36,44.15853182014079,0.004562384018558463
2006-10-17,44.14,44.33853182014079,-0.004477636312950839
2006-10-18,44.32,43.93853182014078,0.008681859954281945
2006-10-19,43.92,44.098531820140785,-0.004048475374847871
2006-10-20,44.08,44.40853182014079,-0.007397943743589153
2006-10-23,44.39,44.448531820140786,-0.0013168448482759887
2006-10-24,44.43,44.83853182014079,-0.009111177452899577
2006-10-25,44.82,45.498531820140784,-0.014913268472553587
2006-10-26,45.48,44.598531820140785,0.019764511159561016
2006-10-27,44.58,44.558531820140786,0.0004817972895936329
2006-10-30,44.54,44.528531820140785,0.0002575467770986606
2006-10-31,44.51,44.26853182014079,0.005454623632883848
2006-11-01,44.25,43.50853182014078,0.01704190302086861
2006-11-02,43.49,42.198531820140786,0.030604576134632522
2006-11-03,42.18,42.64853182014078,-0.010985883924837014
2006-11-06,42.63,42.168531820140785,0.010943425344460467
2006-11-07,42.15,42.25853182014078,-0.0025682818466744584
2006-11-08,42.24,42.26853182014079,-0.0006750132761220717
2006-11-09,42.25,42.10853182014078,0.0033596084628044753
2006-11-10,42.09,42.068531820140784,0.0005103144543052718
2006-11-13,42.05,42.208531820140784,-0.003755918846367945
2006-11-14,42.19,42.26853182014079,-0.001857926375937402
2006-11-15,42.25,42.68853182014078,-0.010272825076028447
2006-11-16,42.67,42.89853182014078,-0.005327264371166263
2006-11-17,42.88,44.01853182014079,-0.025864829494832153
2006-11-20,44.0,45.21853182014078,-0.026947620170145292
2006-11-21,45.2,45.168531820140785,0.0006966836997164272
2006-11-22,45.15,45.128531820140786,0.0004757119053810932
2006-11-24,45.11,42.90853182014079,0.05130607099508988
2006-11-27,42.89,44.058531820140786,-0.02652225963659116
2006-11-28,44.04,44.33853182014079,-0.006733010947493345
2006-11-29,44.32,44.498531820140784,-0.004012083384287712
2006-11-30,44.48,44.47853182014079,3.300873026002016e-05
2006-12-01,44.46,45.57853182014078,-0.024540760210413626
2006-12-04,45.56,45.488531820140786,0.0015711252265031561
2006-12-05,45.47,45.488531820140786,-0.0004073954335140906
2006-12-06,45.47,45.32853182014078,0.003120952172475988
2006-12-07,45.31,45.378531820140786,-0.0015102255932918363
2006-12-08,45.36,45.848531820140785,-0.010655342728470463
2006-12-11,45.83,45.96853182014078,-0.003013622899308843
2006-12-12,45.95,46.00853182014078,-0.0012721949130999333
2006-12-13,45.99,46.33853182014079,-0.007521425613862376
2006-12-14,46.32,46.33853182014079,-0.0003999224708438609
2006-12-15,46.32,46.65853182014079,-0.007255518057142418
2006-12-18,46.64,46.698531820140786,-0.0012533974379799195
2006-12-19,46.68,47.708531820140784,-0.02155865588189354
2006-12-20,47.69,47.15853182014079,0.01126982031345225
2006-12-21,47.14,46.60853182014078,0.011402808865769831
2006-12-22,46.59,47.348531820140785,-0.016020176148695775
2006-12-26,47.33,47.64853182014078,-0.006685029065389592
2006-12-27,47.63,47.90853182014079,-0.005813825002745965
2006-12-28,47.89,48.348531820140785,-0.00948388302351244
2006-12-29,48.33,50.127669396159554,-0.03586181878819372
2007-01-03,47.84,50.087669396159555,-0.04487470515711178
2007-01-04,47.8,49.49766939615956,-0.03429796628548498
2007-01-05,47.21,49.587669396159555,-0.04794880310191996
2007-01-08,47.3,50.187669396159556,-0.057537427637166405
2007-01-09,47.9,50.367669396159556,-0.04899312248796872
2007-01-10,48.08,50.557669396159554,-0.049006796115245055
2007-01-11,48.27,50.947669396159554,-0.05255724997621569
2007-01-12,48.66,51.557669396159554,-0.05620248995148336
2007-01-16,49.27,51.687669396159556,-0.04677458713855631
2007-01-17,49.4,51.70766939615955,-0.04462915120925848
2007-01-18,49.42,51.59766939615955,-0.04220480152775341
2007-01-19,49.31,52.03766939615956,-0.05241720906818437
2007-01-22,49.75,52.307669396159554,-0.048896642226375686
2007-01-23,50.02,53.047669396159556,-0.05707450356676258
2007-01-24,50.76,53.60766939615956,-0.053120559581043225
2007-01-25,51.32,53.697669396159554,-0.044278819228039
2007-01-26,51.41,53.867669396159556,-0.045624201375505935
2007-01-29,51.58,54.67766939615956,-0.05665328150173743
2007-01-30,52.39,55.09766939615955,-0.04914308401487999
2007-01-31,52.81,55.38766939615955,-0.04653868675576156
2007-02-01,53.1,55.95766939615955,-0.05106841344531898
2007-02-02,53.67,56.09766939615955,-0.043275762117949035
2007-02-05,53.81,56.24766939615956,-0.04333814044793105
2007-02-06,53.96,56.75766939615956,-0.04929147771435549
2007-02-07,54.47,56.32766939615956,-0.03297969569971615
2007-02-08,54.04,55.56766939615956,-0.027492054512279762
2007-02-09,53.28,55.16766939615955,-0.03421695019603199
2007-02-12,52.88,55.617669396159556,-0.04922301538130602
2007-02-13,53.33,55.977669396159556,-0.04729867150098255
2007-02-14,53.69,55.14766939615956,-0.026432112401491126
2007-02-15,52.86,55.27766939615955,-0.04373681854842315
2007-02-16,52.99,56.23766939615955,-0.057749004022228045
2007-02-20,53.95,56.07766939615956,-0.03794147330069442
2007-02-21,53.79,56.477669396159556,-0.04758817821087913
2007-02-22,54.19,56.20766939615955,-0.0358966919965803
2007-02-23,53.92,56.057669396159554,-0.03813339760974799
2007-02-26,53.77,54.10766939615956,-0.006240693785704243
2007-02-27,51.82,54.627669396159554,-0.0513964704552623
2007-02-28,52.34,53.907669396159555,-0.029080637573829837
2007-03-01,51.62,52.85766939615956,-0.023415133703369118
2007-03-02,50.57,51.057669396159554,-0.009551344625147284
2007-03-05,48.77,52.81766939615956,-0.07663475958774257
2007-03-06,50.53,51.75766939615956,-0.023719564858356024
2007-03-07,49.47,52.837669396159555,-0.06373614572039266
2007-03-08,50.55,53.39766939615956,-0.05332946977577957
2007-03-09,51.11,52.867669396159556,-0.033246583710520805
2007-03-12,50.58,51.587669396159555,-0.019533144411338244
2007-03-13,49.3,51.617669396159556,-0.044900698215793455
2007-03-14,49.33,52.057669396159554,-0.0523970709368865
2007-03-15,49.77,51.127669396159554,-0.026554494116282412
2007-03-16,48.84,51.21766939615956,-0.046422834623120135
2007-03-19,48.93,51.66766939615955,-0.05298612126605895
2007-03-20,49.38,52.38766939615955,-0.05741178087949139
2007-03-21,50.1,52.307669396159554,-0.04220546282495319
2007-03-22,50.02,51.81766939615956,-0.03469220860583111
2007-03-23,49.53,51.16766939615955,-0.03200594077248453
2007-03-26,48.88,50.557669396159554,-0.03318328190751196
2007-03-27,48.27,50.39766939615956,-0.04221761485505693
2007-03-28,48.11,49.98766939615955,-0.03756265132664516
2007-03-29,47.7,50.39766939615956,-0.05352766166534528
2007-03-30,48.11,43.25845649540369,0.11215248757458074
2007-04-02,48.29,,
2007-04-03,48.48,,
2007-04-04,48.27,,
2007-04-05,48.42,,
2007-04-09,48.35,,
2007-04-10,48.65,,
2007-04-11,47.86,,
2007-04-12,47.41,,
2007-04-13,47.52,,
2007-04-16,47.57,,
2007-04-17,48.44,,
2007-04-18,48.48,,
2007-04-19,48.54,,
2007-04-20,48.92,,
2007-04-23,49.3,,
2007-04-24,48.64,,
2007-04-25,48.27,,
2007-04-26,48.18,,
2007-04-27,48.14,,
2007-04-30,48.14,,
2007-05-01,47.9,,
2007-05-02,48.38,,
2007-05-03,49.18,,
2007-05-04,49.38,,
2007-05-07,48.89,,
2007-05-08,48.76,,
2007-05-09,49.59,,
2007-05-10,48.6,,
2007-05-11,48.91,,
2007-05-14,48.19,,
2007-05-15,47.73,,
2007-05-16,47.33,,
2007-05-17,46.31,,
2007-05-18,46.53,,
2007-05-21,46.25,,
2007-05-22,47.0,,
2007-05-23,46.44,,
2007-05-24,45.16,,
2007-05-25,45.55,,
2007-05-29,46.33,,
2007-05-30,47.44,,
2007-05-31,48.37,,
2007-06-01,48.0,,
2007-06-04,48.17,,
2007-06-05,47.79,,
2007-06-06,47.54,,
2007-06-07,46.08,,
2007-06-08,45.68,,
2007-06-11,45.0,,
2007-06-12,43.66,,
2007-06-13,44.17,,
2007-06-14,43.09,,
2007-06-15,43.7,,
2007-06-18,42.65,,
2007-06-19,43.05,,
2007-06-20,42.05,,
2007-06-21,41.88,,
2007-06-22,41.41,,
2007-06-25,40.65,,
2007-06-26,40.24,,
2007-06-27,41.34,,
2007-06-28,41.18,,
2007-06-29,41.4,,
2007-07-02,42.99,43.21845649540369,-0.005286086406810608
2007-07-03,42.95,44.20845649540369,-0.028466420118841373
2007-07-05,43.94,44.14845649540369,-0.004721716498183759
2007-07-06,43.88,44.00845649540369,-0.002918904811331058
2007-07-09,43.74,42.638456495403695,0.025834507042135746
2007-07-10,42.37,42.26845649540369,0.0024023471168705957
2007-07-11,42.0,43.14845649540369,-0.026616398098180616
2007-07-12,42.88,43.37845649540369,-0.011490876708729836
2007-07-13,43.11,43.08845649540369,0.0004999832054464193
2007-07-16,42.82,42.44845649540369,0.008752815420662863
2007-07-17,42.18,42.39845649540369,-0.005152463402231966
2007-07-18,42.13,42.428456495403694,-0.00703434722957752
2007-07-19,42.16,41.44845649540369,0.01716694817514397
2007-07-20,41.18,40.09845649540369,0.026972197912911833
2007-07-23,39.83,38.54845649540369,0.03324500177456158
2007-07-24,38.28,38.48845649540369,-0.005416078335814367
2007-07-25,38.22,38.37845649540369,-0.004128787603083217
2007-07-26,38.11,36.248456495403694,0.051355110936443626
2007-07-27,35.98,36.79845649540369,-0.022241598516663963
2007-07-30,36.53,37.51845649540369,-0.0263458731444558
2007-07-31,37.25,38.00845649540369,-0.019954940698405088
2007-08-01,37.74,39.36845649540369,-0.04136449940814457
2007-08-02,39.1,36.98845649540369,0.05708655360784509
2007-08-03,36.72,38.678456495403694,-0.050634298078477524
2007-08-06,38.41,39.498456495403694,-0.02755693745983101
2007-08-07,39.23,40.84845649540369,-0.03962099511852557
2007-08-08,40.58,41.748456495403694,-0.02798801664756967
2007-08-09,41.48,40.40845649540369,0.02651780338895615
2007-08-10,40.14,41.28845649540369,-0.027815437845964075
2007-08-13,41.02,40.428456495403694,0.01463185973136416
2007-08-14,40.16,38.91845649540369,0.03190114964458912
2007-08-15,38.65,38.54845649540369,0.002634178222114203
2007-08-16,38.28,39.09845649540369,-0.020933217542741134
2007-08-17,38.83,40.60845649540369,-0.043795225154765305
2007-08-20,40.34,41.66845649540369,-0.03188158638778049
2007-08-21,41.4,42.39845649540369,-0.023549359527084035
2007-08-22,42.13,42.45845649540369,-0.00773594997357574
2007-08-23,42.19,42.72845649540369,-0.012601824160477615
2007-08-24,42.46,42.178456495403694,0.006675054707774519
2007-08-27,41.91,40.95845649540369,0.023231918046108246
2007-08-28,40.69,42.498456495403694,-0.04255346298516238
2007-08-29,42.23,43.15845649540369,-0.021512736339460492
2007-08-30,42.89,43.75845649540369,-0.01984659800546007
2007-08-31,43.49,43.91845649540369,-0.009755727536748138
2007-09-04,43.65,43.388456495403695,0.0060279513428649345
2007-09-05,43.12,43.75845649540369,-0.014590471112041148
2007-09-06,43.49,43.59845649540369,-0.0024876223637669836
2007-09-07,43.33,43.44845649540369,-0.0027263683214205914
2007-09-10,43.18,44.45845649540369,-0.028756205144815583
2007-09-11,44.19,44.77845649540369,-0.013141509142104768
2007-09-12,44.51,44.748456495403694,-0.005328820568999748
2007-09-13,44.48,45.32845649540369,-0.018717965732844455
2007-09-14,45.06,45.68845649540369,-0.013755257752402161
2007-09-17,45.42,46.37845649540369,-0.020665985197214853
2007-09-18,46.11,47.51845649540369,-0.029640198762346692
2007-09-19,47.25,47.18845649540369,0.0013042067735846707
2007-09-20,46.92,48.07845649540369,-0.02409512658781876
2007-09-21,47.81,49.33845649540369,-0.030979009153763837
2007-09-24,49.07,48.59845649540369,0.009702849403065095
2007-09-25,48.33,48.18845649540369,0.0029372906893128103
2007-09-26,47.92,47.94845649540369,-0.0005934809477425862
2007-09-27,47.68,47.54845649540369,0.002766514715551782
2007-09-28,47.28,48.19926077272194,-0.019072092766248216
2007-10-01,47.96,49.649260772721945,-0.03402388568190018
2007-10-02,49.41,50.52926077272194,-0.022150745045654285
2007-10-03,50.29,51.05926077272194,-0.015066038189352593
2007-10-04,50.82,52.179260772721946,-0.026049828084811377
2007-10-05,51.94,51.49926077272195,0.008558166091415131
2007-10-08,51.26,51.38926077272195,-0.002515326563922171
2007-10-09,51.15,51.24926077272195,-0.0019368235019455726
2007-10-10,51.01,51.40926077272194,-0.007766320050526687
2007-10-11,51.17,51.509260772721944,-0.006586403447311873
2007-10-12,51.27,50.22926077272194,0.02071977989059426
2007-10-15,49.99,49.219260772721945,0.01565930115929759
2007-10-16,48.98,48.609260772721946,0.007626925844675725
2007-10-17,48.37,48.429260772721946,-0.0012236563551952795
2007-10-18,48.19,46.88926077272195,0.027740663978109925
2007-10-19,46.65,47.16926077272194,-0.011008456868211725
2007-10-22,46.93,47.62926077272194,-0.01468132743144357
2007-10-23,47.39,47.049260772721944,0.0072421802528215284
2007-10-24,46.81,47.83926077272194,-0.021514980710337972
2007-10-25,47.6,49.079260772721945,-0.03014024150795913
2007-10-26,48.84,48.72926077272194,0.0022725406772443613
2007-10-29,48.49,48.59926077272194,-0.0022481982438561365
2007-10-30,48.36,49.219260772721945,-0.01745781548182379
2007-10-31,48.98,47.44926077272194,0.03226054952910995
2007-11-01,47.21,46.329260772721945,0.019010431260682248
2007-11-02,46.09,45.76926077272194,0.007007743229036745
2007-11-05,45.53,47.05926077272194,-0.03249648948179784
2007-11-06,46.82,45.539260772721946,0.028123847544868852
2007-11-07,45.3,46.649260772721945,-0.028923518837643103
2007-11-08,46.41,48.20926077272195,-0.037321890937187296
2007-11-09,47.97,48.369260772721944,-0.008254431974844434
2007-11-12,48.13,49.88926077272195,-0.03526331610196676
2007-11-13,49.65,49.399260772721945,0.005075768814267523
2007-11-14,49.16,48.80926077272194,0.007185915576784829
2007-11-15,48.57,49.609260772721946,-0.020948926803871948
2007-11-16,49.37,48.77926077272194,0.012110458787608414
2007-11-19,48.54,47.12926077272194,0.02993340451659665
2007-11-20,46.89,48.01926077272194,-0.023516829591917365
2007-11-21,47.78,49.469260772721945,-0.034147685781741544
2007-11-23,49.23,47.689260772721944,0.03230788656215333
2007-11-26,47.45,48.51926077272194,-0.022037861989090524
2007-11-27,48.28,51.429260772721946,-0.06123480535019299
2007-11-28,51.19,49.869260772721944,0.026484034589910888
2007-11-29,49.63,50.02926077272194,-0.007980545116102022
2007-11-30,49.79,49.719260772721945,0.0014227731100311392
2007-12-03,49.48,48.76926077272194,0.014573508312752503
2007-12-04,48.53,50.219260772721945,-0.03363770686245382
2007-12-05,49.98,52.47926077272194,-0.047623780059436904
2007-12-06,52.24,52.41926077272194,-0.003419750108632269
2007-12-07,52.18,53.33926077272194,-0.021733724013565547
2007-12-10,53.1,51.439260772721944,0.03228544116556864
2007-12-11,51.2,51.66926077272194,-0.00908201057464475
2007-12-12,51.43,51.91926077272194,-0.009423492658412358
2007-12-13,51.68,50.119260772721944,0.031140507725275768
2007-12-14,49.88,48.679260772721946,0.024666340618527016
2007-12-17,48.44,48.719260772721945,-0.00573204043519282
2007-12-18,48.48,48.289260772721946,0.003949930568947435
2007-12-19,48.05,48.31926077272195,-0.005572535018457003
2007-12-20,48.08,49.509260772721944,-0.028868554093003596
2007-12-21,49.27,51.58926077272194,-0.04495627070408148
2007-12-24,51.35,51.09926077272194,0.004906905178008181
2007-12-26,50.86,51.08926077272194,-0.004487455274442942
2007-12-27,50.85,50.429260772721946,0.008343156747315339
2007-12-28,50.19,51.90926077272194,-0.0331205019514631
2007-12-31,51.67,51.02274066797642,0.0126857029542089
2008-01-02,50.63,49.62274066797642,0.020298341414939358
2008-01-03,49.23,47.35274066797643,0.0396441537605261
2008-01-04,46.96,48.152740667976424,-0.024769943546944284
2008-01-07,47.76,47.24274066797643,0.010948969613318704
2008-01-08,46.85,48.072740667976426,-0.025435218608015675
2008-01-09,47.68,49.722740667976424,-0.04108262417827735
2008-01-10,49.33,49.01274066797642,0.006472997177871864
2008-01-11,48.62,48.84274066797642,-0.004560363831558334
2008-01-14,48.45,47.69274066797642,0.015877874104476497
2008-01-15,47.3,48.35274066797643,-0.021772099232291287
2008-01-16,47.96,47.92274066797643,0.0007774875039330276
2008-01-17,47.53,46.03274066797643,0.03252596543888098
2008-01-18,45.64,47.832740667976424,-0.04584183631034222
2008-01-22,47.44,51.34274066797642,-0.07601348539640085
2008-01-23,50.95,50.62274066797642,0.006464670377489101
2008-01-24,50.23,50.652740667976424,-0.008345859718577708
2008-01-25,50.26,51.95274066797642,-0.03258231704838288
2008-01-28,51.56,50.01274066797642,0.030937303402256866
2008-01-29,49.62,49.62274066797642,-5.5230080796331293e-05
2008-01-30,49.23,50.862740667976425,-0.03210091801058634
2008-01-31,50.47,51.722740667976424,-0.02422030719559387
2008-02-01,51.33,51.23274066797642,0.0018983823772746877
2008-02-04,50.84,49.55274066797642,0.025977560770023667
2008-02-05,49.16,47.722740667976424,0.03011686487209686
2008-02-06,47.33,49.042740667976425,-0.03492342892441158
2008-02-07,48.65,47.682740667976425,0.02028531327003158
2008-02-08,47.29,46.67274066797643,0.013225264323230457
2008-02-11,46.28,47.48274066797642,-0.025330059955607886
2008-02-12,47.09,48.002740667976425,-0.019014344916046255
2008-02-13,47.61,47.55274066797642,0.0012041226482271128
2008-02-14,47.16,49.37274066797642,-0.044817051636990235
2008-02-15,48.98,48.472740667976424,0.0104648370410525
2008-02-19,48.08,48.92274066797643,-0.017225949660012896
2008-02-20,48.53,48.072740667976426,0.009511821578505941
2008-02-21,47.68,49.44274066797642,-0.03565216337447352
2008-02-22,49.05,50.002740667976425,-0.019053768958440243
2008-02-25,49.61,49.972740667976424,-0.00725877074436454
2008-02-26,49.58,49.402740667976424,0.0035880465258979477
2008-02-27,49.01,48.87274066797642,0.0028085049077986035
2008-02-28,48.48,48.152740667976424,0.006796276338248308
2008-02-29,47.76,48.892740667976426,-0.02316787016847155
2008-03-03,48.5,47.752740667976425,0.01564851192980199
2008-03-04,47.36,48.072740667976426,-0.014826295694250202
2008-03-05,47.68,46.642740667976426,0.022238387306767526
2008-03-06,46.25,47.20274066797642,-0.020184011658941348
2008-03-07,46.81,47.16274066797642,-0.007479223280506542
2008-03-10,46.77,49.862740667976425,-0.06202508379092542
2008-03-11,49.47,49.822740667976426,-0.00707991297241406
2008-03-12,49.43,49.48274066797642,-0.0010658396698417505
2008-03-13,49.09,49.27274066797642,-0.0037087579359105227
2008-03-14,48.88,49.63274066797642,-0.015166212017425296
2008-03-17,49.24,51.55274066797642,-0.04486164339683785
2008-03-18,51.16,51.792740667976425,-0.012216782889183042
2008-03-19,51.4,53.03274066797643,-0.030787408823514717
2008-03-20,52.64,53.832740667976424,-0.022156417324781463
2008-03-24,53.44,53.70274066797642,-0.0048925001723999495
2008-03-25,53.31,52.792740667976425,0.009797925348803638
2008-03-26,52.4,51.862740667976425,0.010359254545823093
2008-03-27,51.47,51.35274066797643,0.0022834094246637626
2008-03-28,50.96,51.67274066797643,-0.013793359105067515
2008-03-31,51.28,54.25043909626719,-0.05475419454202313
2008-04-01,54.2,54.22043909626719,-0.0003769629425335319
2008-04-02,54.17,55.26043909626719,-0.01973272587225694
2008-04-03,55.21,54.42043909626719,0.01450853607292868
2008-04-04,54.37,54.54043909626719,-0.003125004108719409
2008-04-07,54.49,54.18043909626719,0.00571351781004914
2008-04-08,54.13,53.72043909626719,0.007623930679324431
2008-04-09,53.67,52.65043909626719,0.01936471796310424
2008-04-10,52.6,51.94043909626719,0.012698408315539478
2008-04-11,51.89,52.03043909626719,-0.0026991718445301682
2008-04-14,51.98,52.49043909626719,-0.00972442039075061
2008-04-15,52.44,53.77043909626719,-0.024742946470741267
2008-04-16,53.72,55.13043909626719,-0.02558367245732107
2008-04-17,55.08,54.49043909626719,0.010819529324974653
2008-04-18,54.44,54.20043909626719,0.004419907065832396
2008-04-21,54.15,54.320439096267194,-0.00313766050316977
2008-04-22,54.27,55.81043909626719,-0.02760127175509386
2008-04-23,55.76,57.140439096267194,-0.024158706480037817
2008-04-24,57.09,57.27043909626719,-0.003150649778743353
2008-04-25,57.22,57.17043909626719,0.000866897377670206
2008-04-28,57.12,56.10043909626719,0.018173848906659407
2008-04-29,56.05,55.50043909626719,0.009901919924986124
2008-04-30,55.45,56.75043909626719,-0.02291504906351871
2008-05-01,56.7,55.43043909626719,0.022903677553914648
2008-05-02,55.38,55.11043909626719,0.004891285719243577
2008-05-05,55.06,55.66043909626719,-0.010787537899740629
2008-05-06,55.61,53.24043909626719,0.044506787396104475
2008-05-07,53.19,53.29043909626719,-0.0018847488962467907
2008-05-08,53.24,53.41043909626719,-0.003191119547996779
2008-05-09,53.36,54.50043909626719,-0.02092531941353304
2008-05-12,54.45,54.48043909626719,-0.0005587160597843033
2008-05-13,54.43,54.73043909626719,-0.005489433325004733
2008-05-14,54.68,55.37043909626719,-0.012469453151108145
2008-05-15,55.32,55.03043909626719,0.005261831606073075
2008-05-16,54.98,55.17043909626719,-0.0034518321656801243
2008-05-19,55.12,54.18043909626719,0.017341330550374456
2008-05-20,54.13,52.88043909626719,0.023629926776099985
2008-05-21,52.83,52.73043909626719,0.0018881106518200408
2008-05-22,52.68,52.85043909626719,-0.0032249324543308644
2008-05-23,52.8,53.77043909626719,-0.01804781795681043
2008-05-27,53.72,53.87043909626719,-0.0027926094309043137
2008-05-28,53.82,54.00043909626719,-0.0033414375750819847
2008-05-29,53.95,54.48043909626719,-0.009736321972917628
2008-05-30,54.43,53.84043909626719,0.01095015036334801
2008-06-02,53.79,54.01043909626719,-0.004081416480882227
2008-06-03,53.96,54.55043909626719,-0.010823727655522974
2008-06-04,54.5,55.94043909626719,-0.025749513581549754
2008-06-05,55.89,53.42043909626719,0.046228764598555516
2008-06-06,53.37,52.640439096267194,0.013859324053103084
2008-06-09,52.59,52.84043909626719,-0.004739534730415884
2008-06-10,52.79,51.53043909626719,0.024443046203812546
2008-06-11,51.48,51.88043909626719,-0.007718498594897261
2008-06-12,51.83,52.84043909626719,-0.019122458358575067
2008-06-13,52.79,53.73043909626719,-0.017502911051633818
2008-06-16,53.68,51.11043909626719,0.05027467869906199
2008-06-17,51.06,49.66043909626719,0.02818261234097741
2008-06-18,49.61,51.48043909626719,-0.036333005877621116
2008-06-19,51.43,49.79043909626719,0.03292923166559758
2008-06-20,49.74,49.03043909626719,0.014471844772584008
2008-06-23,48.98,49.02043909626719,-0.0008249435748174383
2008-06-24,48.97,49.37043909626719,-0.00811090813849924
2008-06-25,49.32,47.90043909626719,0.029635655340859657
2008-06-26,47.85,47.99043909626719,-0.002926397401479708
2008-06-27,47.94,48.66043909626719,-0.014805437633678475
2008-06-30,48.61,48.712541302058746,-0.0021050287937741663
2008-07-01,48.5,47.892541302058746,0.012683785020093374
2008-07-02,47.68,47.74254130205875,-0.0013099701095310445
2008-07-03,47.53,46.68254130205875,0.018153653899383393
2008-07-07,46.47,49.392541302058746,-0.059169688884522564
2008-07-08,49.18,45.91254130205875,0.07116701897297806
2008-07-09,45.7,47.38254130205875,-0.0355097311335143
2008-07-10,47.17,48.17254130205875,-0.020811468005652034
2008-07-11,47.96,46.52254130205875,0.03089811213467919
2008-07-14,46.31,45.782541302058746,0.011520957180189084
2008-07-15,45.57,46.98254130205875,-0.030065238339860745
2008-07-16,46.77,47.81254130205875,-0.02180476656683905
2008-07-17,47.6,49.712541302058746,-0.042495137981836795
2008-07-18,49.5,51.13254130205875,-0.03192763865215942
2008-07-21,50.92,53.50254130205875,-0.048269507189920624
2008-07-22,53.29,53.48254130205875,-0.003600077658451495
2008-07-23,53.27,50.42254130205875,0.05647193942255724
2008-07-24,50.21,51.69254130205875,-0.028679984862723384
2008-07-25,51.48,50.84254130205875,0.01253789998721877
2008-07-28,50.63,51.73254130205875,-0.021312335994111864
