date,KMB,dcf,Deviation
1991-05-07,23.16,,
1991-05-08,23.34,,
1991-05-09,23.25,,
1991-05-10,23.16,,
1991-05-13,23.4,,
1991-05-14,23.16,,
1991-05-15,23.01,,
1991-05-16,22.74,,
1991-05-17,22.77,,
1991-05-20,22.68,,
1991-05-21,22.68,,
1991-05-22,22.5,,
1991-05-23,22.5,,
1991-05-24,22.5,,
1991-05-28,22.59,,
1991-05-29,22.62,,
1991-05-30,22.92,,
1991-05-31,23.22,,
1991-06-03,22.92,,
1991-06-04,22.86,,
1991-06-05,22.71,,
1991-06-06,22.65,,
1991-06-07,22.56,,
1991-06-10,22.53,,
1991-06-11,22.5,,
1991-06-12,22.23,,
1991-06-13,22.56,,
1991-06-14,23.01,,
1991-06-17,22.89,,
1991-06-18,23.07,,
1991-06-19,22.98,,
1991-06-20,23.25,,
1991-06-21,23.4,,
1991-06-24,23.13,,
1991-06-25,22.83,,
1991-06-26,22.89,,
1991-06-27,23.04,,
1991-06-28,22.89,,
1991-07-01,23.19,,
1991-07-02,23.34,,
1991-07-03,23.34,,
1991-07-05,23.73,,
1991-07-08,24.06,,
1991-07-09,24.03,,
1991-07-10,24.0,,
1991-07-11,24.0,,
1991-07-12,24.57,,
1991-07-15,24.36,,
1991-07-16,24.54,,
1991-07-17,24.45,,
1991-07-18,24.93,,
1991-07-19,24.99,,
1991-07-22,24.87,,
1991-07-23,23.97,,
1991-07-24,22.35,,
1991-07-25,22.95,,
1991-07-26,22.89,,
1991-07-29,22.86,,
1991-07-30,23.28,,
1991-07-31,23.07,,
1991-08-01,22.8,,
1991-08-02,22.86,,
1991-08-05,22.68,,
1991-08-06,22.89,,
1991-08-07,22.2,,
1991-08-08,22.2,,
1991-08-09,21.96,,
1991-08-12,22.02,,
1991-08-13,21.9,,
1991-08-14,22.2,,
1991-08-15,22.38,,
1991-08-16,22.23,,
1991-08-19,21.87,,
1991-08-20,21.93,,
1991-08-21,22.59,,
1991-08-22,22.32,,
1991-08-23,22.68,,
1991-08-26,23.01,,
1991-08-27,23.16,,
1991-08-28,23.04,,
1991-08-29,22.92,,
1991-08-30,23.07,,
1991-09-03,22.71,,
1991-09-04,22.44,,
1991-09-05,22.29,,
1991-09-06,22.41,,
1991-09-09,22.38,,
1991-09-10,22.47,,
1991-09-11,22.41,,
1991-09-12,22.35,,
1991-09-13,21.99,,
1991-09-16,22.05,,
1991-09-17,21.99,,
1991-09-18,21.93,,
1991-09-19,21.69,,
1991-09-20,21.87,,
1991-09-23,21.99,,
1991-09-24,21.99,,
1991-09-25,21.6,,
1991-09-26,21.45,,
1991-09-27,21.36,,
1991-09-30,21.45,,
1991-10-01,21.54,,
1991-10-02,21.6,,
1991-10-03,21.33,,
1991-10-04,21.27,,
1991-10-07,21.12,,
1991-10-08,21.03,,
1991-10-09,20.82,,
1991-10-10,21.42,,
1991-10-11,21.81,,
1991-10-14,22.05,,
1991-10-15,22.23,,
1991-10-16,22.53,,
1991-10-17,22.53,,
1991-10-18,22.47,,
1991-10-21,21.99,,
1991-10-22,21.99,,
1991-10-23,22.23,,
1991-10-24,22.26,,
1991-10-25,22.77,,
1991-10-28,22.83,,
1991-10-29,22.71,,
1991-10-30,22.89,,
1991-10-31,23.04,,
1991-11-01,22.8,,
1991-11-04,22.92,,
1991-11-05,23.25,,
1991-11-06,23.34,,
1991-11-07,23.64,,
1991-11-08,23.73,,
1991-11-11,23.58,,
1991-11-12,24.06,,
1991-11-13,22.53,,
1991-11-14,22.59,,
1991-11-15,22.38,,
1991-11-18,22.35,,
1991-11-19,22.17,,
1991-11-20,22.29,,
1991-11-21,22.35,,
1991-11-22,22.26,,
1991-11-25,22.17,,
1991-11-26,22.32,,
1991-11-27,22.29,,
1991-11-29,22.17,,
1991-12-02,21.93,,
1991-12-03,21.9,,
1991-12-04,21.78,,
1991-12-05,21.6,,
1991-12-06,21.57,,
1991-12-09,21.78,,
1991-12-10,21.84,,
1991-12-11,21.84,,
1991-12-12,21.9,,
1991-12-13,22.35,,
1991-12-16,22.32,,
1991-12-17,22.17,,
1991-12-18,22.32,,
1991-12-19,22.17,,
1991-12-20,22.32,,
1991-12-23,22.83,,
1991-12-24,23.04,,
1991-12-26,23.67,,
1991-12-27,23.49,,
1991-12-30,24.42,,
1991-12-31,24.3,,
1992-01-02,24.84,,
1992-01-03,24.45,,
1992-01-06,24.45,,
1992-01-07,24.39,,
1992-01-08,24.15,,
1992-01-09,23.97,,
1992-01-10,24.03,,
1992-01-13,23.97,,
1992-01-14,23.97,,
1992-01-15,23.91,,
1992-01-16,23.25,,
1992-01-17,23.01,,
1992-01-20,23.01,,
1992-01-21,22.65,,
1992-01-22,22.53,,
1992-01-23,22.65,,
1992-01-24,23.91,,
1992-01-27,23.49,,
1992-01-28,23.07,,
1992-01-29,23.13,,
1992-01-30,23.31,,
1992-01-31,22.83,,
1992-02-03,23.43,,
1992-02-04,23.85,,
1992-02-05,23.91,,
1992-02-06,24.39,,
1992-02-07,23.91,,
1992-02-10,24.33,,
1992-02-11,24.51,,
1992-02-12,24.03,,
1992-02-13,23.91,,
1992-02-14,23.91,,
1992-02-18,23.85,,
1992-02-19,23.91,,
1992-02-20,24.33,,
1992-02-21,24.27,,
1992-02-24,24.63,,
1992-02-25,24.27,,
1992-02-26,24.63,,
1992-02-27,24.69,,
1992-02-28,24.93,,
1992-03-02,24.87,,
1992-03-03,24.69,,
1992-03-04,24.69,,
1992-03-05,24.33,,
1992-03-06,24.69,,
1992-03-09,24.51,,
1992-03-10,24.57,,
1992-03-11,24.27,,
1992-03-12,24.21,,
1992-03-13,24.45,,
1992-03-16,24.57,,
1992-03-17,25.05,,
1992-03-18,25.17,,
1992-03-19,25.35,,
1992-03-20,25.53,,
1992-03-23,25.77,,
1992-03-24,25.83,,
1992-03-25,24.93,,
1992-03-26,25.05,,
1992-03-27,25.05,,
1992-03-30,24.87,,
1992-03-31,25.47,,
1992-04-01,25.29,,
1992-04-02,25.17,,
1992-04-03,24.93,,
1992-04-06,24.69,,
1992-04-07,24.27,,
1992-04-08,23.61,,
1992-04-09,24.39,,
1992-04-10,24.87,,
1992-04-13,24.87,,
1992-04-14,25.41,,
1992-04-15,25.65,,
1992-04-16,25.77,,
1992-04-20,25.17,,
1992-04-21,25.17,,
1992-04-22,24.81,,
1992-04-23,24.81,,
1992-04-24,25.83,,
1992-04-27,26.13,,
1992-04-28,26.13,,
1992-04-29,26.07,,
1992-04-30,26.61,,
1992-05-01,26.31,,
1992-05-04,26.49,,
1992-05-05,26.55,,
1992-05-06,26.67,,
1992-05-07,26.43,,
1992-05-08,26.73,,
1992-05-11,27.62,,
1992-05-12,27.44,,
1992-05-13,26.61,,
1992-05-14,27.62,,
1992-05-15,26.37,,
1992-05-18,27.33,,
1992-05-19,27.33,,
1992-05-20,26.91,,
1992-05-21,26.55,,
1992-05-22,27.56,,
1992-05-26,27.98,,
1992-05-27,27.74,,
1992-05-28,27.5,,
1992-05-29,27.56,,
1992-06-01,27.56,,
1992-06-02,27.44,,
1992-06-03,27.15,,
1992-06-04,27.44,,
1992-06-05,26.97,,
1992-06-08,26.97,,
1992-06-09,27.21,,
1992-06-10,26.85,,
1992-06-11,26.61,,
1992-06-12,26.61,,
1992-06-15,26.85,,
1992-06-16,26.85,,
1992-06-17,26.73,,
1992-06-18,26.55,,
1992-06-19,26.85,,
1992-06-22,26.67,,
1992-06-23,27.09,,
1992-06-24,27.38,,
1992-06-25,27.27,,
1992-06-26,27.33,,
1992-06-29,27.44,,
1992-06-30,28.04,,
1992-07-01,27.92,,
1992-07-02,27.74,,
1992-07-06,27.68,,
1992-07-07,27.38,,
1992-07-08,27.21,,
1992-07-09,27.5,,
1992-07-10,27.56,,
1992-07-13,27.56,,
1992-07-14,28.46,,
1992-07-15,28.04,,
1992-07-16,27.44,,
1992-07-17,27.56,,
1992-07-20,27.21,,
1992-07-21,27.62,,
1992-07-22,27.33,,
1992-07-23,27.09,,
1992-07-24,26.25,,
1992-07-27,26.43,,
1992-07-28,27.03,,
1992-07-29,27.5,,
1992-07-30,27.38,,
1992-07-31,27.27,,
1992-08-03,26.49,,
1992-08-04,26.85,,
1992-08-05,26.79,,
1992-08-06,27.03,,
1992-08-07,27.38,,
1992-08-10,27.44,,
1992-08-11,27.5,,
1992-08-12,27.44,,
1992-08-13,27.21,,
1992-08-14,27.33,,
1992-08-17,27.09,,
1992-08-18,27.21,,
1992-08-19,27.09,,
1992-08-20,27.21,,
1992-08-21,27.68,,
1992-08-24,27.44,,
1992-08-25,26.43,,
1992-08-26,25.95,,
1992-08-27,26.07,,
1992-08-28,26.13,,
1992-08-31,26.19,,
1992-09-01,26.55,,
1992-09-02,26.55,,
1992-09-03,26.13,,
1992-09-04,26.31,,
1992-09-08,25.89,,
1992-09-09,26.13,,
1992-09-10,26.13,,
1992-09-11,26.73,,
1992-09-14,26.49,,
1992-09-15,26.01,,
1992-09-16,26.07,,
1992-09-17,26.31,,
1992-09-18,26.19,,
1992-09-21,26.31,,
1992-09-22,26.25,,
1992-09-23,25.47,,
1992-09-24,25.71,,
1992-09-25,25.77,,
1992-09-28,25.77,,
1992-09-29,25.89,,
1992-09-30,25.83,,
1992-10-01,25.65,,
1992-10-02,25.95,,
1992-10-05,25.53,,
1992-10-06,25.53,,
1992-10-07,24.81,,
1992-10-08,24.51,,
1992-10-09,24.03,,
1992-10-12,24.15,,
1992-10-13,24.45,,
1992-10-14,24.39,,
1992-10-15,24.39,,
1992-10-16,24.81,,
1992-10-19,25.11,,
1992-10-20,25.71,,
1992-10-21,26.55,,
1992-10-22,26.49,,
1992-10-23,26.79,,
1992-10-26,27.09,,
1992-10-27,26.85,,
1992-10-28,25.95,,
1992-10-29,26.79,,
1992-10-30,27.33,,
1992-11-02,27.62,,
1992-11-03,27.56,,
1992-11-04,27.5,,
1992-11-05,27.8,,
1992-11-06,27.92,,
1992-11-09,28.4,,
1992-11-10,28.04,,
1992-11-11,28.16,,
1992-11-12,28.1,,
1992-11-13,28.22,,
1992-11-16,28.22,,
1992-11-17,28.1,,
1992-11-18,27.56,,
1992-11-19,28.04,,
1992-11-20,27.92,,
1992-11-23,27.62,,
1992-11-24,27.92,,
1992-11-25,28.16,,
1992-11-27,28.7,,
1992-11-30,29.0,,
1992-12-01,28.94,,
1992-12-02,28.64,,
1992-12-03,28.46,,
1992-12-04,28.22,,
1992-12-07,28.1,,
1992-12-08,27.98,,
1992-12-09,28.04,,
1992-12-10,28.28,,
1992-12-11,28.64,,
1992-12-14,28.58,,
1992-12-15,28.88,,
1992-12-16,28.94,,
1992-12-17,28.82,,
1992-12-18,29.84,,
1992-12-21,29.42,,
1992-12-22,29.6,,
1992-12-23,30.2,,
1992-12-24,30.32,,
1992-12-28,30.2,,
1992-12-29,29.54,,
1992-12-30,29.3,,
1992-12-31,28.28,,
1993-01-04,29.12,,
1993-01-05,29.54,,
1993-01-06,29.36,,
1993-01-07,29.36,,
1993-01-08,28.58,,
1993-01-11,28.64,,
1993-01-12,29.0,,
1993-01-13,29.18,,
1993-01-14,29.48,,
1993-01-15,29.48,,
1993-01-18,29.36,,
1993-01-19,29.0,,
1993-01-20,29.12,,
1993-01-21,29.18,,
1993-01-22,29.06,,
1993-01-25,28.76,,
1993-01-26,28.82,,
1993-01-27,28.64,,
1993-01-28,28.16,,
1993-01-29,27.62,,
1993-02-01,28.16,,
1993-02-02,28.52,,
1993-02-03,28.52,,
1993-02-04,28.82,,
1993-02-05,29.24,,
1993-02-08,28.58,,
1993-02-09,27.98,,
1993-02-10,28.46,,
1993-02-11,28.1,,
1993-02-12,27.92,,
1993-02-16,27.38,,
1993-02-17,26.43,,
1993-02-18,26.85,,
1993-02-19,26.49,,
1993-02-22,26.85,,
1993-02-23,26.85,,
1993-02-24,26.91,,
1993-02-25,26.61,,
1993-02-26,26.85,,
1993-03-01,26.37,,
1993-03-02,26.37,,
1993-03-03,26.85,,
1993-03-04,26.79,,
1993-03-05,26.61,,
1993-03-08,27.38,,
1993-03-09,27.8,,
1993-03-10,27.74,,
1993-03-11,27.68,,
1993-03-12,27.09,,
1993-03-15,26.85,,
1993-03-16,26.85,,
1993-03-17,26.85,,
1993-03-18,26.49,,
1993-03-19,26.25,,
1993-03-22,26.91,,
1993-03-23,26.61,,
1993-03-24,26.31,,
1993-03-25,26.07,,
1993-03-26,25.71,,
1993-03-29,26.37,,
1993-03-30,26.49,,
1993-03-31,26.25,,
1993-04-01,26.31,,
1993-04-02,26.19,,
1993-04-05,26.19,,
1993-04-06,25.41,,
1993-04-07,25.41,,
1993-04-08,24.99,,
1993-04-12,25.65,,
1993-04-13,25.59,,
1993-04-14,24.69,,
1993-04-15,24.57,,
1993-04-16,23.73,,
1993-04-19,22.89,,
1993-04-20,22.77,,
1993-04-21,23.01,,
1993-04-22,22.59,,
1993-04-23,23.01,,
1993-04-26,23.01,,
1993-04-27,22.71,,
1993-04-28,22.71,,
1993-04-29,22.65,,
1993-04-30,22.95,,
1993-05-03,23.31,,
1993-05-04,23.55,,
1993-05-05,23.97,,
1993-05-06,23.97,,
1993-05-07,23.25,,
1993-05-10,22.89,,
1993-05-11,23.07,,
1993-05-12,23.31,,
1993-05-13,23.37,,
1993-05-14,23.37,,
1993-05-17,23.49,,
1993-05-18,23.43,,
1993-05-19,23.49,,
1993-05-20,24.09,,
1993-05-21,23.91,,
1993-05-24,23.79,,
1993-05-25,23.07,,
1993-05-26,22.89,,
1993-05-27,22.65,,
1993-05-28,22.41,,
1993-06-01,22.41,,
1993-06-02,22.35,,
1993-06-03,22.47,,
1993-06-04,22.47,,
1993-06-07,22.53,,
1993-06-08,22.23,,
1993-06-09,21.93,,
1993-06-10,22.05,,
1993-06-11,22.53,,
1993-06-14,22.71,,
1993-06-15,22.89,,
1993-06-16,22.77,,
1993-06-17,22.71,,
1993-06-18,22.65,,
1993-06-21,22.59,,
1993-06-22,22.89,,
1993-06-23,23.19,,
1993-06-24,23.31,,
1993-06-25,23.37,,
1993-06-28,23.97,,
1993-06-29,23.67,,
1993-06-30,23.73,,
1993-07-01,23.67,,
1993-07-02,23.49,,
1993-07-06,23.19,,
1993-07-07,23.13,,
1993-07-08,23.07,,
1993-07-09,23.13,,
1993-07-12,22.77,,
1993-07-13,22.53,,
1993-07-14,22.83,,
1993-07-15,22.77,,
1993-07-16,22.59,,
1993-07-19,22.05,,
1993-07-20,22.35,,
1993-07-21,22.47,,
1993-07-22,21.69,,
1993-07-23,22.41,,
1993-07-26,22.53,,
1993-07-27,22.29,,
1993-07-28,22.11,,
1993-07-29,22.23,,
1993-07-30,22.47,,
1993-08-02,22.35,,
1993-08-03,22.41,,
1993-08-04,22.11,,
1993-08-05,22.05,,
1993-08-06,22.11,,
1993-08-09,21.81,,
1993-08-10,21.69,,
1993-08-11,21.81,,
1993-08-12,21.57,,
1993-08-13,21.63,,
1993-08-16,21.57,,
1993-08-17,21.93,,
1993-08-18,22.89,,
1993-08-19,22.53,,
1993-08-20,22.35,,
1993-08-23,22.23,,
1993-08-24,23.19,,
1993-08-25,23.25,,
1993-08-26,23.25,,
1993-08-27,23.37,,
1993-08-30,23.43,,
1993-08-31,23.49,,
1993-09-01,23.79,,
1993-09-02,23.55,,
1993-09-03,23.37,,
1993-09-07,23.61,,
1993-09-08,23.61,,
1993-09-09,23.79,,
1993-09-10,24.03,,
1993-09-13,23.73,,
1993-09-14,23.67,,
1993-09-15,24.21,,
1993-09-16,23.91,,
1993-09-17,23.97,,
1993-09-20,23.97,,
1993-09-21,23.55,,
1993-09-22,23.31,,
1993-09-23,23.37,,
1993-09-24,23.25,,
1993-09-27,23.67,,
1993-09-28,23.61,,
1993-09-29,23.37,,
1993-09-30,23.49,,
1993-10-01,23.43,,
1993-10-04,23.37,,
1993-10-05,23.37,,
1993-10-06,23.49,,
1993-10-07,23.67,,
1993-10-08,23.85,,
1993-10-11,24.15,,
1993-10-12,24.39,,
1993-10-13,24.57,,
1993-10-14,25.41,,
1993-10-15,25.65,,
1993-10-18,25.05,,
1993-10-19,24.93,,
1993-10-20,25.17,,
1993-10-21,25.59,,
1993-10-22,24.69,,
1993-10-25,24.81,,
1993-10-26,25.17,,
1993-10-27,24.93,,
1993-10-28,24.75,,
1993-10-29,24.75,,
1993-11-01,24.93,,
1993-11-02,24.87,,
1993-11-03,24.27,,
1993-11-04,24.21,,
1993-11-05,24.33,,
1993-11-08,24.15,,
1993-11-09,24.45,,
1993-11-10,24.39,,
1993-11-11,24.39,,
1993-11-12,24.93,,
1993-11-15,25.11,,
1993-11-16,25.29,,
1993-11-17,25.05,,
1993-11-18,24.87,,
1993-11-19,24.75,,
1993-11-22,24.69,,
1993-11-23,25.11,,
1993-11-24,25.23,,
1993-11-26,25.47,,
1993-11-29,25.41,,
1993-11-30,25.35,,
1993-12-01,25.41,,
1993-12-02,25.53,,
1993-12-03,25.41,,
1993-12-06,24.87,,
1993-12-07,24.87,,
1993-12-08,24.87,,
1993-12-09,24.63,,
1993-12-10,24.33,,
1993-12-13,24.57,,
1993-12-14,24.15,,
1993-12-15,23.97,,
1993-12-16,24.03,,
1993-12-17,24.15,,
1993-12-20,24.21,,
1993-12-21,24.33,,
1993-12-22,24.57,,
1993-12-23,24.15,,
1993-12-27,24.51,,
1993-12-28,24.27,,
1993-12-29,24.33,,
1993-12-30,24.45,,
1993-12-31,24.87,,
1994-01-03,24.87,,
1994-01-04,25.11,,
1994-01-05,25.35,,
1994-01-06,25.35,,
1994-01-07,25.41,,
1994-01-10,25.65,,
1994-01-11,25.83,,
1994-01-12,25.71,,
1994-01-13,25.41,,
1994-01-14,25.41,,
1994-01-17,25.59,,
1994-01-18,25.11,,
1994-01-19,25.17,,
1994-01-20,26.91,,
1994-01-21,26.61,,
1994-01-24,26.55,,
1994-01-25,26.43,,
1994-01-26,26.85,,
1994-01-27,26.79,,
1994-01-28,26.85,,
1994-01-31,27.27,,
1994-02-01,27.5,,
1994-02-02,27.38,,
1994-02-03,27.15,,
1994-02-04,26.85,,
1994-02-07,26.91,,
1994-02-08,26.85,,
1994-02-09,27.21,,
1994-02-10,27.15,,
1994-02-11,27.03,,
1994-02-14,27.56,,
1994-02-15,27.44,,
1994-02-16,27.44,,
1994-02-17,26.97,,
1994-02-18,27.09,,
1994-02-22,27.27,,
1994-02-23,27.09,,
1994-02-24,26.67,,
1994-02-25,26.91,,
1994-02-28,26.49,,
1994-03-01,26.37,,
1994-03-02,26.55,,
1994-03-03,26.19,,
1994-03-04,26.25,,
1994-03-07,26.19,,
1994-03-08,26.19,,
1994-03-09,26.67,,
1994-03-10,26.37,,
1994-03-11,26.19,,
1994-03-14,26.25,,
1994-03-15,26.37,,
1994-03-16,26.67,,
1994-03-17,27.09,,
1994-03-18,27.21,,
1994-03-21,26.97,,
1994-03-22,26.97,,
1994-03-23,27.03,,
1994-03-24,26.85,,
1994-03-25,26.67,,
1994-03-28,26.43,,
1994-03-29,26.13,,
1994-03-30,25.41,,
1994-03-31,25.35,,
1994-04-04,25.71,,
1994-04-05,25.83,,
1994-04-06,25.77,,
1994-04-07,25.95,,
1994-04-08,25.89,,
1994-04-11,26.07,,
1994-04-12,26.07,,
1994-04-13,26.25,,
1994-04-14,26.19,,
1994-04-15,25.53,,
1994-04-18,25.29,,
1994-04-19,25.23,,
1994-04-20,24.87,,
1994-04-21,25.47,,
1994-04-22,25.83,,
1994-04-25,25.83,,
1994-04-26,26.37,,
1994-04-28,26.01,,
1994-04-29,26.31,,
1994-05-02,26.55,,
1994-05-03,26.79,,
1994-05-04,26.91,,
1994-05-05,26.91,,
1994-05-06,26.79,,
1994-05-09,26.73,,
1994-05-10,26.43,,
1994-05-11,26.37,,
1994-05-12,26.91,,
1994-05-13,26.79,,
1994-05-16,26.97,,
1994-05-17,27.03,,
1994-05-18,27.27,,
1994-05-19,27.44,,
1994-05-20,27.33,,
1994-05-23,27.15,,
1994-05-24,27.03,,
1994-05-25,27.27,,
1994-05-26,27.09,,
1994-05-27,27.09,,
1994-05-31,27.09,,
1994-06-01,27.15,,
1994-06-02,26.97,,
1994-06-03,27.09,,
1994-06-06,27.03,,
1994-06-07,26.67,,
1994-06-08,26.67,,
1994-06-09,26.43,,
1994-06-10,26.61,,
1994-06-13,26.61,,
1994-06-14,26.67,,
1994-06-15,26.43,,
1994-06-16,26.85,,
1994-06-17,26.73,,
1994-06-20,26.79,,
1994-06-21,26.61,,
1994-06-22,26.67,,
1994-06-23,25.89,,
1994-06-24,25.35,,
1994-06-27,25.95,,
1994-06-28,25.41,,
1994-06-29,25.29,,
1994-06-30,25.35,,
1994-07-01,25.47,,
1994-07-05,25.53,,
1994-07-06,25.53,,
1994-07-07,26.13,,
1994-07-08,25.71,,
1994-07-11,25.77,,
1994-07-12,25.65,,
1994-07-13,25.77,,
1994-07-14,25.83,,
1994-07-15,25.89,,
1994-07-18,26.31,,
1994-07-19,26.13,,
1994-07-20,26.01,,
1994-07-21,26.61,,
1994-07-22,26.91,,
1994-07-25,27.21,,
1994-07-26,27.33,,
1994-07-27,27.33,,
1994-07-28,26.97,,
1994-07-29,27.21,,
1994-08-01,27.8,,
1994-08-02,27.8,,
1994-08-03,28.4,,
1994-08-04,28.1,,
1994-08-05,27.74,,
1994-08-08,27.68,,
1994-08-09,27.74,,
1994-08-10,28.22,,
1994-08-11,28.04,,
1994-08-12,28.46,,
1994-08-15,28.04,,
1994-08-16,28.28,,
1994-08-17,27.68,,
1994-08-18,27.8,,
1994-08-19,27.68,,
1994-08-22,27.74,,
1994-08-23,28.04,,
1994-08-24,28.22,,
1994-08-25,28.1,,
1994-08-26,28.16,,
1994-08-29,28.28,,
1994-08-30,28.28,,
1994-08-31,28.46,,
1994-09-01,28.28,,
1994-09-02,27.74,,
1994-09-06,28.28,,
1994-09-07,28.4,,
1994-09-08,28.76,,
1994-09-09,28.52,,
1994-09-12,27.74,,
1994-09-13,27.38,,
1994-09-14,27.86,,
1994-09-15,28.34,,
1994-09-16,28.4,,
1994-09-19,28.58,,
1994-09-20,28.34,,
1994-09-21,28.22,,
1994-09-22,28.1,,
1994-09-23,27.86,,
1994-09-26,27.92,,
1994-09-27,27.98,,
1994-09-28,28.22,,
1994-09-29,27.92,,
1994-09-30,28.16,,
1994-10-03,28.04,,
1994-10-04,27.68,,
1994-10-05,27.27,,
1994-10-06,27.33,,
1994-10-07,27.5,,
1994-10-10,27.98,,
1994-10-11,27.68,,
1994-10-12,27.62,,
1994-10-13,27.86,,
1994-10-14,28.1,,
1994-10-17,28.28,,
1994-10-18,27.98,,
1994-10-19,27.68,,
1994-10-20,25.29,,
1994-10-21,24.33,,
1994-10-24,24.27,,
1994-10-25,24.57,,
1994-10-26,24.57,,
1994-10-27,24.69,,
1994-10-28,24.69,,
1994-10-31,24.69,,
1994-11-01,24.63,,
1994-11-02,24.69,,
1994-11-03,24.39,,
1994-11-04,24.15,,
1994-11-07,23.85,,
1994-11-08,24.09,,
1994-11-09,24.27,,
1994-11-10,23.73,,
1994-11-11,23.97,,
1994-11-14,24.09,,
1994-11-15,23.91,,
1994-11-16,24.09,,
1994-11-17,23.91,,
1994-11-18,23.61,,
1994-11-21,23.49,,
1994-11-22,22.89,,
1994-11-23,23.13,,
1994-11-25,22.77,,
1994-11-28,23.37,,
1994-11-29,23.61,,
1994-11-30,24.03,,
1994-12-01,23.61,,
1994-12-02,23.67,,
1994-12-05,23.97,,
1994-12-06,24.15,,
1994-12-07,24.27,,
1994-12-08,23.79,,
1994-12-09,23.97,,
1994-12-12,23.73,,
1994-12-13,23.85,,
1994-12-14,23.97,,
1994-12-15,24.21,,
1994-12-16,24.03,,
1994-12-19,23.91,,
1994-12-20,23.91,,
1994-12-21,24.21,,
1994-12-22,24.51,,
1994-12-23,24.45,,
1994-12-27,24.57,,
1994-12-28,24.69,,
1994-12-29,24.63,,
1994-12-30,24.15,,
1995-01-03,24.51,,
1995-01-04,24.21,,
1995-01-05,23.67,,
1995-01-06,23.85,,
1995-01-09,23.79,,
1995-01-10,23.43,,
1995-01-11,23.61,,
1995-01-12,23.49,,
1995-01-13,23.43,,
1995-01-16,23.37,,
1995-01-17,23.49,,
1995-01-18,23.37,,
1995-01-19,22.95,,
1995-01-20,22.83,,
1995-01-23,22.71,,
1995-01-24,22.65,,
1995-01-25,23.07,,
1995-01-26,23.01,,
1995-01-27,23.31,,
1995-01-30,23.19,,
1995-01-31,23.07,,
1995-02-01,23.31,,
1995-02-02,23.79,,
1995-02-03,24.21,,
1995-02-06,24.03,,
1995-02-07,23.91,,
1995-02-08,23.91,,
1995-02-09,23.85,,
1995-02-10,24.03,,
1995-02-13,24.09,,
1995-02-14,24.15,,
1995-02-15,24.39,,
1995-02-16,24.45,,
1995-02-17,24.09,,
1995-02-21,23.91,,
1995-02-22,24.09,,
1995-02-23,24.81,,
1995-02-24,25.11,,
1995-02-27,24.93,,
1995-02-28,24.93,,
1995-03-01,24.75,,
1995-03-02,24.63,,
1995-03-03,24.81,,
1995-03-06,24.57,,
1995-03-07,24.27,,
1995-03-08,24.27,,
1995-03-09,24.51,,
1995-03-10,24.75,,
1995-03-13,24.51,,
1995-03-14,24.75,,
1995-03-15,25.35,,
1995-03-16,24.87,,
1995-03-17,24.81,,
1995-03-20,24.93,,
1995-03-21,25.23,,
1995-03-22,24.93,,
1995-03-23,25.11,,
1995-03-24,25.11,,
1995-03-27,25.23,,
1995-03-28,25.59,,
1995-03-29,25.11,,
1995-03-30,25.11,,
1995-03-31,24.93,,
1995-04-03,24.81,,
1995-04-04,25.11,,
1995-04-05,25.05,,
1995-04-06,25.23,,
1995-04-07,25.29,,
1995-04-10,25.17,,
1995-04-11,24.81,,
1995-04-12,24.57,,
1995-04-13,24.63,,
1995-04-17,24.39,,
1995-04-18,24.09,,
1995-04-19,24.93,,
1995-04-20,26.31,,
1995-04-21,26.25,,
1995-04-24,27.03,,
1995-04-25,26.91,,
1995-04-26,27.21,,
1995-04-27,27.33,,
1995-04-28,27.15,,
1995-05-01,27.09,,
1995-05-02,27.21,,
1995-05-03,27.33,,
1995-05-04,27.62,,
1995-05-05,27.21,,
1995-05-08,27.44,,
1995-05-09,28.34,,
1995-05-10,28.04,,
1995-05-11,27.92,,
1995-05-12,27.74,,
1995-05-15,27.74,,
1995-05-16,28.04,,
1995-05-17,27.74,,
1995-05-18,27.09,,
1995-05-19,27.09,,
1995-05-22,27.86,,
1995-05-23,27.92,,
1995-05-24,28.52,,
1995-05-25,28.1,,
1995-05-26,28.28,,
1995-05-30,28.22,,
1995-05-31,28.76,,
1995-06-01,28.46,,
1995-06-02,28.34,,
1995-06-05,28.58,,
1995-06-06,28.04,,
1995-06-07,28.16,,
1995-06-08,28.22,,
1995-06-09,27.8,,
1995-06-12,28.28,,
1995-06-13,28.76,,
1995-06-14,28.82,,
1995-06-15,28.22,,
1995-06-16,28.46,,
1995-06-19,28.22,,
1995-06-20,28.1,,
1995-06-21,28.28,,
1995-06-22,28.88,,
1995-06-23,29.96,,
1995-06-26,29.3,,
1995-06-27,29.72,,
1995-06-28,29.12,,
1995-06-29,29.0,,
1995-06-30,28.7,,
1995-07-03,28.46,,
1995-07-05,27.92,,
1995-07-06,27.8,,
1995-07-07,28.04,,
1995-07-10,28.7,,
1995-07-11,28.16,,
1995-07-12,28.76,,
1995-07-13,28.22,,
1995-07-14,28.1,,
1995-07-17,30.44,,
1995-07-18,29.96,,
1995-07-19,29.3,,
1995-07-20,30.2,,
1995-07-21,30.08,,
1995-07-24,30.2,,
1995-07-25,30.26,,
1995-07-26,30.2,,
1995-07-27,30.38,,
1995-07-28,30.74,,
1995-07-31,30.38,,
1995-08-01,30.8,,
1995-08-02,31.64,,
1995-08-03,32.24,,
1995-08-04,32.42,,
