date,MLM,dcf,Deviation
2005-04-28,54.76,57.14964239470798,-0.04181377685977017
2005-04-29,54.99,58.03964239470798,-0.052544127924986084
2005-05-02,55.88,59.12964239470798,-0.0549579240309902
2005-05-03,56.97,59.99964239470799,-0.05049434086252502
2005-05-04,57.84,59.78964239470798,-0.03260836353288743
2005-05-05,57.63,60.449642394707986,-0.04664448428490331
2005-05-06,58.29,60.10964239470799,-0.03027205490193019
2005-05-09,57.95,59.559642394707986,-0.02702572295583494
2005-05-10,57.4,59.12964239470798,-0.029251697197187565
2005-05-11,56.97,57.809642394707986,-0.01452426204222379
2005-05-12,55.65,57.309642394707986,-0.028959217425883588
2005-05-13,55.15,58.50964239470798,-0.057420320090895816
2005-05-16,56.35,59.199642394707986,-0.04813614203457961
2005-05-17,57.04,60.74964239470799,-0.06106443179706922
2005-05-18,58.59,61.46964239470798,-0.04684657796147995
2005-05-19,59.31,61.58964239470799,-0.03701340527516783
2005-05-20,59.43,63.02964239470798,-0.05711030965662289
2005-05-23,60.87,63.20964239470798,-0.03701401093362078
2005-05-24,61.05,62.86964239470798,-0.02894310076211204
2005-05-25,60.71,63.91964239470798,-0.05021371012822984
2005-05-26,61.76,63.90964239470798,-0.033635650492796154
2005-05-27,61.75,63.20964239470798,-0.02309208436259369
2005-05-31,61.05,63.87964239470798,-0.04429646580085422
2005-06-01,61.72,64.80964239470798,-0.047672572792351375
2005-06-02,62.65,64.43964239470799,-0.02777238246832603
2005-06-03,62.28,65.35964239470799,-0.047118409493582813
2005-06-06,63.2,65.43964239470799,-0.03422455124677004
2005-06-07,63.28,65.02964239470798,-0.026905305492658793
2005-06-08,62.87,65.53964239470798,-0.04073324627910302
2005-06-09,63.38,65.94964239470798,-0.038963704751099226
2005-06-10,63.79,66.18964239470799,-0.03625404682500366
2005-06-13,64.03,66.62964239470797,-0.03901630417446822
2005-06-14,64.47,67.74964239470799,-0.04840826133960774
2005-06-15,65.59,69.35964239470799,-0.05434921900629064
2005-06-16,67.2,70.06964239470797,-0.0409541464268226
2005-06-17,67.91,69.46964239470799,-0.02245070423490192
2005-06-20,67.31,69.40964239470799,-0.03025001026180285
2005-06-21,67.25,69.03964239470798,-0.025921953426067623
2005-06-22,66.88,68.01964239470799,-0.016754607266160182
2005-06-23,65.86,68.42964239470797,-0.03755159759400839
2005-06-24,66.27,70.21964239470799,-0.05624697392371869
2005-06-27,68.06,71.11964239470798,-0.043021059888451396
2005-06-28,68.96,71.13964239470799,-0.030638928188794767
2005-06-29,68.98,71.27964239470798,-0.03226226054802295
2005-06-30,69.12,70.73520014524442,-0.022834460663542888
2005-07-01,69.0,71.38520014524443,-0.03341309039396623
2005-07-05,69.65,71.27520014524443,-0.022801761930272946
2005-07-06,69.54,71.26520014524442,-0.024208170912707883
2005-07-07,69.53,71.73520014524442,-0.0307408377028221
2005-07-08,70.0,71.87520014524442,-0.026089668501166452
2005-07-11,70.14,70.47520014524441,-0.0047562851124025585
2005-07-12,68.74,70.38520014524443,-0.02337423409821171
2005-07-13,68.65,70.15520014524442,-0.02145528973088462
2005-07-14,68.42,69.89520014524442,-0.021105886272289154
2005-07-15,68.16,70.3152001452444,-0.030650558354275992
2005-07-18,68.58,70.73520014524442,-0.030468566439609046
2005-07-19,69.0,73.9252001452444,-0.06662410295227639
2005-07-20,72.19,73.60520014524442,-0.019226904382459775
2005-07-21,71.87,74.48520014524442,-0.03511033252437845
2005-07-22,72.75,73.85520014524442,-0.014964418796116319
2005-07-25,72.12,75.04520014524442,-0.03897917707705367
2005-07-26,73.31,73.70520014524442,-0.005361903155620351
2005-07-27,71.97,75.26520014524442,-0.04378119155845528
2005-07-28,73.53,74.4252001452444,-0.012028185930267887
2005-07-29,72.69,73.48520014524442,-0.010821228542246542
2005-08-01,71.75,74.4252001452444,-0.03594481627222523
2005-08-02,72.69,73.36520014524442,-0.009203275448137482
2005-08-03,71.63,72.73520014524442,-0.015194845728580653
2005-08-04,71.0,70.91520014524443,0.0011957923630179224
2005-08-05,69.18,70.58520014524441,-0.01990785805456241
2005-08-08,68.85,71.32520014524441,-0.03470302417944837
2005-08-09,69.59,71.72520014524441,-0.02976917653656741
2005-08-10,69.99,72.02520014524443,-0.02825677875438448
2005-08-11,70.29,71.98520014524442,-0.023549287101015337
2005-08-12,70.25,71.98520014524442,-0.024104956876459416
2005-08-15,70.25,71.23520014524442,-0.013830243239797979
2005-08-16,69.5,71.00520014524442,-0.021198449439836176
2005-08-17,69.27,69.73520014524442,-0.006670951603716668
2005-08-18,68.0,69.11520014524442,-0.016135381839318175
2005-08-19,67.38,68.77520014524443,-0.020286384369626598
2005-08-22,67.04,69.05520014524441,-0.02918245318246593
2005-08-23,67.32,68.3152001452444,-0.014567770322395646
2005-08-24,66.58,68.36520014524442,-0.026112702682822397
2005-08-25,66.63,67.8152001452444,-0.017476909936208762
2005-08-26,66.08,67.87520014524442,-0.026448542934723096
2005-08-29,66.14,68.18520014524441,-0.02999478099188435
2005-08-30,66.45,74.05520014524441,-0.1026963687942013
2005-08-31,72.32,73.6752001452444,-0.01839425128907346
2005-09-01,71.94,72.51520014524442,-0.007932132078410148
2005-09-02,70.78,74.63520014524443,-0.051653913136723406
2005-09-06,72.9,73.97520014524441,-0.014534602720010725
2005-09-07,72.24,73.03520014524442,-0.010887902595775989
2005-09-08,71.3,73.23520014524442,-0.02642445356067058
2005-09-09,71.5,73.28520014524442,-0.02435962706939898
2005-09-12,71.55,72.89520014524442,-0.0184538919238042
2005-09-13,71.16,72.40520014524442,-0.017197661808082354
2005-09-14,70.67,72.82520014524441,-0.029594153410440693
2005-09-15,71.09,73.23520014524442,-0.029291927119608152
2005-09-16,71.5,72.94520014524441,-0.019812134895329847
2005-09-19,71.21,72.0652001452444,-0.01186703351299645
2005-09-20,70.33,72.99520014524443,-0.036511991746597916
2005-09-21,71.26,73.99520014524443,-0.03696456175367491
2005-09-22,72.26,73.50520014524442,-0.016940300043859824
2005-09-23,71.77,76.12520014524442,-0.057211017336372794
2005-09-26,74.39,77.13520014524443,-0.03558946032518562
2005-09-27,75.4,76.84520014524442,-0.01880664169672086
2005-09-28,75.11,78.63520014524443,-0.04482979808957244
2005-09-29,76.9,80.1952001452444,-0.04108974276859889
2005-09-30,78.46,82.28611563541799,-0.046497706276113715
2005-10-03,79.93,81.26611563541799,-0.016441239069579283
2005-10-04,78.91,79.41611563541801,-0.006372958830440423
2005-10-05,77.06,77.896115635418,-0.01073372694642849
2005-10-06,75.54,77.85611563541799,-0.0297486667105743
2005-10-07,75.5,76.866115635418,-0.01777266386007581
2005-10-10,74.51,76.116115635418,-0.02110086178216175
2005-10-11,73.76,75.246115635418,-0.01975006447666361
2005-10-12,72.89,74.67611563541799,-0.02391816473339503
2005-10-13,72.32,75.756115635418,-0.045357600592334624
2005-10-14,73.4,76.256115635418,-0.03745425021480431
2005-10-17,73.9,78.57611563541798,-0.05951064897524949
2005-10-18,76.22,80.84611563541799,-0.05722124803472106
2005-10-19,78.49,77.84611563541799,0.008271245897451873
2005-10-20,75.49,78.696115635418,-0.04074045598732268
2005-10-21,76.34,81.32611563541798,-0.06131014123151468
2005-10-24,78.97,80.706115635418,-0.021511574702228753
2005-10-25,78.35,79.26611563541799,-0.011557468510651425
2005-10-26,76.91,77.81611563541799,-0.011644318506764062
2005-10-27,75.46,80.39611563541798,-0.06139743937135467
2005-10-28,78.04,81.26611563541799,-0.039698164606405184
2005-10-31,78.91,78.40611563541798,0.0064265951768998075
2005-11-01,76.05,80.816115635418,-0.05897481706395247
2005-11-02,78.46,78.73611563541799,-0.0035068485813616324
2005-11-03,76.38,78.35611563541799,-0.025219673274931576
2005-11-04,76.0,78.50611563541798,-0.03192255297735491
2005-11-07,76.15,75.246115635418,0.012012372425461937
2005-11-08,72.89,73.98611563541799,-0.014815153167647366
2005-11-09,71.63,74.386115635418,-0.037051479457891
2005-11-10,72.03,74.56611563541799,-0.03401163670396912
2005-11-11,72.21,74.60611563541799,-0.03211687962857146
2005-11-14,72.25,74.85611563541799,-0.034814999593498985
2005-11-15,72.5,75.35611563541799,-0.03790157721552723
2005-11-16,73.0,77.34611563541799,-0.056190483513147926
2005-11-17,74.99,77.586115635418,-0.033461085326365714
2005-11-18,75.23,77.76611563541799,-0.03261209094341
2005-11-21,75.41,77.806115635418,-0.03079598069958489
2005-11-22,75.45,78.21611563541799,-0.03536503459608564
2005-11-23,75.86,78.21611563541799,-0.0301231481041625
2005-11-25,75.86,76.17611563541799,-0.004149799878625071
2005-11-28,73.82,76.526115635418,-0.03536198868776175
2005-11-29,74.17,77.46611563541799,-0.0425491275557256
2005-11-30,75.11,79.65611563541798,-0.057071771566483576
2005-12-01,77.3,79.59611563541799,-0.02884708150753379
2005-12-02,77.24,78.196115635418,-0.01222715000161645
2005-12-05,75.84,78.276115635418,-0.03112208130976435
2005-12-06,75.92,76.73611563541799,-0.010635352449887447
2005-12-07,74.38,76.35611563541799,-0.025880253585102153
2005-12-08,74.0,76.35611563541799,-0.030856934193298602
2005-12-09,74.0,76.35611563541799,-0.030856934193298602
2005-12-12,74.0,76.396115635418,-0.031364364738815764
2005-12-13,74.04,80.29611563541798,-0.07791305452213493
2005-12-14,77.94,79.46611563541799,-0.019204608444933324
2005-12-15,77.11,78.46611563541799,-0.017282818506258124
2005-12-16,76.11,77.65611563541799,-0.01990977301358643
2005-12-19,75.3,76.40611563541799,-0.014476794510742685
2005-12-20,74.05,78.51611563541799,-0.056881515333182975
2005-12-21,76.16,79.526115635418,-0.042327172759823006
2005-12-22,77.17,79.85611563541799,-0.03363694332042666
2005-12-23,77.5,79.41611563541801,-0.02412754162158315
2005-12-27,77.06,79.73611563541799,-0.03356215203226276
2005-12-28,77.38,79.746115635418,-0.029670606731936222
2005-12-29,77.39,79.07611563541798,-0.02132269171126011
2005-12-30,76.72,80.33323653207555,-0.04497810231550736
2006-01-03,78.71,79.54323653207555,-0.010475265634175668
2006-01-04,77.92,79.96323653207556,-0.025552198994045927
2006-01-05,78.34,81.29323653207555,-0.03632819479281413
2006-01-06,79.67,81.42323653207555,-0.021532385676966803
2006-01-09,79.8,82.57323653207555,-0.03358517418653317
2006-01-10,80.95,81.62323653207555,-0.008248098956612493
2006-01-11,80.0,81.32323653207555,-0.016271321561994734
2006-01-12,79.7,81.95323653207555,-0.027494173841366876
2006-01-13,80.33,81.93323653207555,-0.019567596740157067
2006-01-17,80.31,82.04323653207555,-0.02112589172902668
2006-01-18,80.42,83.52323653207556,-0.037154170036069134
2006-01-19,81.9,81.51323653207555,0.004744793414898529
2006-01-20,79.89,82.32323653207555,-0.029557104829418313
2006-01-23,80.7,83.88323653207556,-0.03794842287538991
2006-01-24,82.26,84.63323653207556,-0.028041424732422993
2006-01-25,83.01,87.01323653207555,-0.046007213288748794
2006-01-26,85.39,88.15323653207555,-0.03134583188071738
2006-01-27,86.53,87.56323653207555,-0.011799889691115562
2006-01-30,85.94,86.40323653207555,-0.005361333101261634
2006-01-31,84.78,92.67323653207555,-0.0851727729325994
2006-02-01,91.05,90.12323653207555,0.010283291008913231
2006-02-02,88.5,90.62323653207555,-0.023429272814859625
2006-02-03,89.0,93.92323653207555,-0.05241766269834858
2006-02-06,92.3,90.62323653207555,0.0185025776179486
2006-02-07,89.0,90.77323653207556,-0.019534794613707218
2006-02-08,89.15,95.69323653207555,-0.0683772100223855
2006-02-09,94.07,94.31323653207555,-0.0025790285756213116
2006-02-10,92.69,92.51323653207555,0.0019106829957586946
2006-02-13,90.89,95.45323653207555,-0.04780599063859026
2006-02-14,93.83,94.95323653207555,-0.011829365412901138
2006-02-15,93.33,95.33323653207555,-0.021012991952723103
2006-02-16,93.71,95.56323653207555,-0.01939277696453412
2006-02-17,93.94,95.87323653207555,-0.020164506821763184
2006-02-21,94.25,97.80323653207554,-0.036330459584639874
2006-02-22,96.18,99.47323653207555,-0.033106759635931016
2006-02-23,97.85,100.21323653207556,-0.02358207971178694
2006-02-24,98.59,100.10323653207556,-0.015116759302689187
2006-02-27,98.48,99.12323653207555,-0.006489260788689055
2006-02-28,97.5,100.30323653207554,-0.027947617933336666
2006-03-01,98.68,100.62323653207555,-0.01931200584525128
2006-03-02,99.0,100.33323653207555,-0.0132880845685599
2006-03-03,98.71,98.94323653207555,-0.002357276153988952
2006-03-06,97.32,97.83323653207555,-0.0052460344793692215
2006-03-07,96.21,98.62323653207555,-0.02446924900188907
2006-03-08,97.0,99.63323653207556,-0.02642929833186558
2006-03-09,98.01,99.68323653207555,-0.016785535765957427
2006-03-10,98.06,99.52323653207556,-0.014702461285048374
2006-03-13,97.9,99.75323653207555,-0.01857820955493139
2006-03-14,98.13,105.51323653207555,-0.06997450532977523
2006-03-15,103.89,105.25323653207555,-0.012951967815831522
2006-03-16,103.63,107.17323653207555,-0.03306083353202749
2006-03-17,105.55,105.65323653207555,-0.0009771260726519904
2006-03-20,104.03,103.27323653207556,0.007327779135588575
2006-03-21,101.65,104.11323653207555,-0.023659206207816474
2006-03-22,102.49,104.37323653207555,-0.01804328958886703
2006-03-23,102.75,104.56323653207555,-0.01734105209644432
2006-03-24,102.94,103.75323653207555,-0.007838179889686048
2006-03-27,102.13,102.48323653207555,-0.0034467737751919802
2006-03-28,100.86,104.67323653207555,-0.036429909482229905
2006-03-29,103.05,107.34323653207555,-0.03999540791554834
2006-03-30,105.72,108.65323653207555,-0.026996310700874826
2006-03-31,107.03,109.05588035515301,-0.01857653478707888
2006-04-03,108.39,110.215880355153,-0.016566399953159117
2006-04-04,109.55,113.03588035515301,-0.030838706649610304
2006-04-05,112.37,111.595880355153,0.006936812025527983
2006-04-06,110.93,109.17588035515301,0.016066915504970414
2006-04-07,108.51,107.715880355153,0.007372354403349712
2006-04-10,107.05,105.63588035515299,0.013386736022766854
2006-04-11,104.97,108.295880355153,-0.03071105146609343
2006-04-12,107.63,109.76588035515299,-0.01945850885759992
2006-04-13,109.1,107.755880355153,0.012473747515373779
2006-04-17,107.09,112.855880355153,-0.051090650633427326
2006-04-18,112.19,112.03588035515301,0.0013756275610852242
2006-04-19,111.37,112.20588035515301,-0.00744952361237472
2006-04-20,111.54,111.655880355153,-0.0010378347721983205
2006-04-21,110.99,111.03588035515301,-0.00041320296652092026
2006-04-24,110.37,110.24588035515299,0.0011258438360433054
2006-04-25,109.58,105.525880355153,0.03841824992317178
2006-04-26,104.86,106.095880355153,-0.011648712004800998
2006-04-27,105.43,106.825880355153,-0.013066874342736567
2006-04-28,106.16,108.70588035515301,-0.023419895472401087
2006-05-01,108.04,106.485880355153,0.014594607657500536
2006-05-02,105.82,105.735880355153,0.000795563857457271
2006-05-03,105.07,107.80588035515301,-0.025377839744362696
2006-05-04,107.14,108.105880355153,-0.008934577397453847
2006-05-05,107.44,107.44588035515301,-5.4728530620051785e-05
2006-05-08,106.78,104.545880355153,0.02136975304294597
2006-05-09,103.88,105.74588035515299,-0.01764494606207201
2006-05-10,105.08,105.075880355153,3.9206379552236825e-05
2006-05-11,104.41,99.58588035515301,0.04844180347296967
2006-05-12,98.92,96.025880355153,0.030138954562489273
2006-05-15,95.36,95.715880355153,-0.0037180910193012062
2006-05-16,95.05,91.525880355153,0.03850407809432865
2006-05-17,90.86,91.025880355153,-0.0018223427722511287
2006-05-18,90.36,91.165880355153,-0.008839714507374419
2006-05-19,90.5,89.685880355153,0.009077456134935824
2006-05-22,89.02,88.415880355153,0.006832705193007493
2006-05-23,87.75,87.24588035515299,0.005778148409929296
2006-05-24,86.58,91.37588035515301,-0.052485189051123204
2006-05-25,90.71,93.725880355153,-0.032177669003747966
2006-05-26,93.06,91.03588035515301,0.02223430626419387
2006-05-30,90.37,92.17588035515301,-0.019591680038150594
2006-05-31,91.51,94.255880355153,-0.02913219148563051
2006-06-01,93.59,95.185880355153,-0.016765935758523476
2006-06-02,94.52,90.775880355153,0.041245754160669446
2006-06-05,90.11,87.935880355153,0.024723919702244634
2006-06-06,87.27,85.49588035515299,0.020750937208638076
2006-06-07,84.83,84.415880355153,0.004905707825408223
2006-06-08,83.75,84.94588035515301,-0.01407814422727871
2006-06-09,84.28,80.53588035515301,0.04649008154298295
2006-06-12,79.87,78.325880355153,0.019714041359579992
2006-06-13,77.66,78.55588035515301,-0.011404370380711293
2006-06-14,77.89,83.11588035515302,-0.0628746315724854
2006-06-15,82.45,81.565880355153,0.010839331850491796
2006-06-16,80.9,82.325880355153,-0.01731995271719855
2006-06-19,81.66,82.83588035515301,-0.014195302206139515
2006-06-20,82.17,85.01588035515302,-0.03347469135489012
2006-06-21,84.35,86.60588035515299,-0.02604765803317388
2006-06-22,85.94,86.915880355153,-0.01122787172108708
2006-06-23,86.25,88.065880355153,-0.020619567394658422
2006-06-26,87.4,87.155880355153,0.0028009543802693937
2006-06-27,86.49,87.575880355153,-0.012399308471115034
2006-06-28,86.91,91.39588035515301,-0.049081866028550136
2006-06-29,90.73,91.815880355153,-0.011826716151418504
2006-06-30,91.15,91.32649366221308,-0.0019325570832257055
2006-07-03,90.89,89.6264936622131,0.014097464780323143
2006-07-05,89.19,89.88649366221308,-0.007748590848703718
2006-07-06,89.45,88.05649366221309,0.01582513997357693
2006-07-07,87.62,86.73649366221309,0.01018609699889006
2006-07-10,86.3,84.68649366221308,0.019052699763703496
2006-07-11,84.25,83.18649366221308,0.012784603497117963
2006-07-12,82.75,80.74649366221308,0.024812301400580772
2006-07-13,80.31,79.40649366221308,0.011378242459997523
2006-07-14,78.97,77.56649366221309,0.018094234656253816
2006-07-17,77.13,77.77649366221308,-0.00831219860618615
2006-07-18,77.34,83.27649366221308,-0.07128654679305713
2006-07-19,82.84,78.90649366221308,0.04985022341286238
2006-07-20,78.47,76.89649366221308,0.020462653924103957
2006-07-21,76.46,81.56649366221309,-0.06260528598127979
2006-07-24,81.13,82.96649366221308,-0.022135365508998417
2006-07-25,82.53,81.38649366221308,0.0140503207145517
2006-07-26,80.95,80.43649366221308,0.006383997044219214
2006-07-27,80.0,81.88649366221308,-0.02303790989018273
2006-07-28,81.45,80.95649366221309,0.006095945062122299
2006-07-31,80.52,78.04649366221308,0.03169272854834837
2006-08-01,77.61,83.26649366221308,-0.06793241090659785
2006-08-02,82.83,84.79649366221308,-0.023190742650829543
2006-08-03,84.36,84.69649366221309,-0.0039729349783368395
2006-08-04,84.26,83.66649366221309,0.0070937159167094865
2006-08-07,83.23,81.64649366221309,0.019394664323714617
2006-08-08,81.21,78.72649366221309,0.03154600468354074
2006-08-09,78.29,77.52649366221308,0.009848327993699169
2006-08-10,77.09,76.82649366221308,0.00342988889933582
2006-08-11,76.39,77.56649366221309,-0.015167549887409981
2006-08-14,77.13,79.85649366221308,-0.03414241644199845
2006-08-15,79.42,81.29649366221308,-0.02308209834989816
2006-08-16,80.86,79.93649366221308,0.011553000331605334
2006-08-17,79.5,83.1264936622131,-0.04362620751152402
2006-08-18,82.69,82.28649366221309,0.004903676409439672
2006-08-21,81.85,83.23649366221309,-0.016657280973892408
2006-08-22,82.8,82.78649366221309,0.0001631466340634713
2006-08-23,82.35,83.02649366221308,-0.008147925226920427
2006-08-24,82.59,83.03649366221309,-0.005377077505577144
2006-08-25,82.6,83.67649366221309,-0.012864947072934285
2006-08-28,83.24,82.97649366221309,0.0031756745333155756
2006-08-29,82.54,82.66649366221309,-0.001530168471036819
2006-08-30,82.23,82.79649366221308,-0.006842000635005285
2006-08-31,82.36,85.49649366221308,-0.03668564087089954
2006-09-01,85.06,84.67649366221309,0.00452907673901537
2006-09-05,84.24,81.85649366221308,0.02911810940281212
2006-09-06,81.42,79.65649366221308,0.022138889834457887
2006-09-07,79.22,79.78649366221309,-0.007100119784827497
2006-09-08,79.35,77.45649366221309,0.024446063180247446
2006-09-11,77.02,77.8764936622131,-0.010998102533071319
2006-09-12,77.44,81.74649366221308,-0.05268108109942993
2006-09-13,81.31,82.49649366221308,-0.01438235262544918
2006-09-14,82.06,81.93649366221308,0.0015073422386864266
2006-09-15,81.5,81.31649366221309,0.0022566927018421445
2006-09-18,80.88,79.42649366221309,0.018300018932831286
2006-09-19,78.99,78.85649366221308,0.0016930290910319723
2006-09-20,78.42,77.60649366221308,0.0104824519108897
2006-09-21,77.17,78.88649366221308,-0.021759031014396468
2006-09-22,78.45,77.75649366221309,0.00891895075412763
2006-09-25,77.32,81.55649366221309,-0.051945510062749944
2006-09-26,81.12,83.58649366221309,-0.029508280036013912
2006-09-27,83.15,85.92649366221309,-0.03231242826139047
2006-09-28,85.49,85.05649366221309,0.005096687144293899
2006-09-29,84.62,85.69106450692479,-0.01249913877354425
2006-10-02,85.19,85.50106450692478,-0.0036381360713887423
2006-10-03,85.0,85.83106450692478,-0.009682560873490398
2006-10-04,85.33,87.81106450692478,-0.02825457726604741
2006-10-05,87.31,87.30106450692479,0.00010235262451474547
2006-10-06,86.8,87.47106450692478,-0.0076718456635640475
2006-10-09,86.97,89.28106450692478,-0.025885270518313908
2006-10-10,88.78,89.50106450692478,-0.008056490846195308
2006-10-11,89.0,91.46106450692479,-0.026908330011164994
2006-10-12,90.96,91.51106450692478,-0.006021834735438936
2006-10-13,91.01,91.50106450692478,-0.005366762775613432
2006-10-16,91.0,90.50106450692478,0.005513034523887184
2006-10-17,90.0,91.51106450692478,-0.01651236946118617
2006-10-18,91.01,92.76106450692478,-0.01887714976356336
2006-10-19,92.26,90.07106450692478,0.0243023162328333
2006-10-20,89.57,87.67106450692478,0.021659774564790624
2006-10-23,87.17,89.51106450692478,-0.026153912031106175
2006-10-24,89.01,89.95106450692478,-0.010461960757032873
2006-10-25,89.45,90.38106450692479,-0.010301543935161916
2006-10-26,89.88,90.59106450692478,-0.007849168246283567
2006-10-27,90.09,88.99106450692479,0.012348829617491619
2006-10-30,88.49,88.50106450692478,-0.00012502117332069407
2006-10-31,88.0,88.31106450692478,-0.003522372974004706
2006-11-01,87.81,88.54106450692478,-0.008256784702058817
2006-11-02,88.04,88.95106450692478,-0.0102423114548994
2006-11-03,88.45,90.68106450692478,-0.024603422104230055
2006-11-06,90.18,90.90106450692478,-0.00793240993200739
2006-11-07,90.4,92.89106450692478,-0.02681705199684814
2006-11-08,92.39,95.20106450692478,-0.029527658345882335
2006-11-09,94.7,95.01106450692478,-0.003273981915044355
2006-11-10,94.51,95.60106450692479,-0.011412681569521133
2006-11-13,95.1,97.10106450692479,-0.0206080594181548
2006-11-14,96.6,97.73106450692478,-0.01157323428974466
2006-11-15,97.23,96.65106450692478,0.005989954647977358
2006-11-16,96.15,95.46106450692479,0.0072169265724586484
2006-11-17,94.96,94.07106450692478,0.009449616603517619
2006-11-20,93.57,95.41106450692479,-0.019296132125128707
2006-11-21,94.91,96.40106450692478,-0.015467303338934424
2006-11-22,95.9,96.75106450692478,-0.008796435587164586
2006-11-24,96.25,94.88106450692479,0.014427910354813722
2006-11-27,94.38,95.01106450692478,-0.006642010698435952
2006-11-28,94.51,97.80106450692479,-0.033650600057546054
2006-11-29,97.3,99.81106450692478,-0.025158177796516412
2006-11-30,99.31,99.53106450692478,-0.002221060409832054
2006-12-01,99.03,100.94106450692479,-0.018932478236284966
2006-12-04,100.44,103.00106450692478,-0.024864446976201826
2006-12-05,102.5,103.62106450692478,-0.01081888622028071
2006-12-06,103.12,103.02106450692479,0.0009603423683179901
2006-12-07,102.52,101.91106450692479,0.005975165660582649
2006-12-08,101.41,101.25106450692478,0.00156971676148987
2006-12-11,100.75,99.89106450692478,0.00859872199095113
2006-12-12,99.39,101.21106450692479,-0.01799274136475648
2006-12-13,100.71,101.25106450692478,-0.005343790799234305
2006-12-14,100.75,101.02106450692479,-0.0026832473825912917
2006-12-15,100.52,102.32106450692478,-0.017602089223797135
2006-12-18,101.82,103.51106450692478,-0.01633704102049549
2006-12-19,103.01,104.70106450692478,-0.016151359252063124
2006-12-20,104.2,103.57106450692478,0.006072501968280575
2006-12-21,103.07,102.52106450692479,0.005354367862988152
2006-12-22,102.02,103.10106450692479,-0.010485483463191447
2006-12-26,102.6,106.21106450692479,-0.033998948449380784
2006-12-27,105.71,105.16106450692479,0.005219949946769997
2006-12-28,104.66,104.41106450692479,0.0023841869082630307
2006-12-29,103.91,104.04022814775702,-0.0012517095557698088
2007-01-03,103.33,103.50022814775703,-0.001644712777966184
2007-01-04,102.79,101.53022814775703,0.01240785010755241
2007-01-05,100.82,100.64022814775703,0.0017862822407261891
2007-01-08,99.93,100.95022814775703,-0.010106249054373184
2007-01-09,100.24,101.54022814775702,-0.012805054424981033
2007-01-10,100.83,107.13022814775702,-0.05880906123963048
2007-01-11,106.42,108.94022814775703,-0.023134045068629816
2007-01-12,108.23,112.80022814775702,-0.04051612503629409
2007-01-16,112.09,112.86022814775703,-0.0068246198009509484
2007-01-17,112.15,111.36022814775703,0.007092045925005452
2007-01-18,110.65,111.61022814775703,-0.008603406369583011
2007-01-19,110.9,111.06022814775703,-0.0014427140158927987
2007-01-22,110.35,113.66022814775702,-0.029123891458793905
2007-01-23,112.95,114.10022814775702,-0.010080857562068113
2007-01-24,113.39,112.63022814775702,0.006745718842425141
2007-01-25,111.92,113.63022814775702,-0.015050820328664227
2007-01-26,112.92,114.11022814775703,-0.010430512383305723
2007-01-29,113.4,114.91022814775702,-0.013142678176698896
2007-01-30,114.2,116.13022814775702,-0.016621237885635742
2007-01-31,115.42,118.27022814775702,-0.02409928679765616
2007-02-01,117.56,118.43022814775702,-0.007348023907133738
2007-02-02,117.72,119.05022814775702,-0.011173671554043918
2007-02-05,118.34,119.27022814775702,-0.007799332341383747
2007-02-06,118.56,118.96022814775702,-0.0033643861817406195
2007-02-07,118.25,124.56022814775703,-0.0506600561157583
2007-02-08,123.85,123.13022814775702,0.00584561454218413
2007-02-09,122.42,121.02022814775702,0.011566428800100725
2007-02-12,120.31,125.30022814775702,-0.03982616968480235
2007-02-13,124.59,128.87022814775702,-0.033213475364142986
2007-02-14,128.16,127.39022814775703,0.006042628727771282
2007-02-15,126.68,127.11022814775703,-0.0033846855129305853
2007-02-16,126.4,130.31022814775702,-0.03000707007682668
2007-02-20,129.6,133.64022814775703,-0.03023212548911569
2007-02-21,132.93,133.11022814775703,-0.0013539767023534877
2007-02-22,132.4,132.53022814775701,-0.000982629771163035
2007-02-23,131.82,132.78022814775701,-0.007231710331816021
2007-02-26,132.07,126.26022814775702,0.04601426702194811
2007-02-27,125.55,126.03022814775703,-0.003810420363549727
2007-02-28,125.32,126.13022814775702,-0.006423742822441292
2007-03-01,125.42,125.50022814775703,-0.0006392669474877266
2007-03-02,124.79,122.27022814775702,0.020608220745265804
2007-03-05,121.56,123.39022814775703,-0.014832845155009933
2007-03-06,122.68,126.05022814775702,-0.026737184035925843
2007-03-07,125.34,129.11022814775703,-0.029201622534833382
2007-03-08,128.4,129.80022814775702,-0.010787563070868256
2007-03-09,129.09,128.39022814775703,0.005450351341674153
2007-03-12,127.68,123.86022814775703,0.03083937361786737
2007-03-13,123.15,126.22022814775703,-0.02432437488674888
2007-03-14,125.51,127.68022814775702,-0.016997370534500678
2007-03-15,126.97,126.32022814775702,0.005143846411383546
2007-03-16,125.61,127.59022814775702,-0.01552021793913394
2007-03-19,126.88,130.190228147757,-0.02542608761696108
2007-03-20,129.48,134.64022814775703,-0.03832605023584845
2007-03-21,133.93,135.500228147757,-0.011588380102539375
2007-03-22,134.79,134.53022814775701,0.0019309552642523542
2007-03-23,133.82,135.720228147757,-0.014001068033044128
2007-03-26,135.01,135.59022814775702,-0.004279277022269823
2007-03-27,134.88,135.58022814775703,-0.005164677455726907
2007-03-28,134.87,136.850228147757,-0.014470039067957963
2007-03-29,136.14,135.910228147757,0.0016906148666984144
2007-03-30,135.2,136.15648289485497,-0.007024879568853226
2007-04-02,135.75,137.89648289485498,-0.015565900230331886
2007-04-03,137.49,138.27648289485498,-0.005687755997185739
