date,DXCM,dcf,Deviation
2009-12-22,7.33,7.695261090942302,-0.04746571774832076
2009-12-23,7.55,7.875261090942302,-0.04130162634435064
2009-12-24,7.73,8.015261090942301,-0.0355897440776648
2009-12-28,7.87,8.195261090942303,-0.03968892355385645
2009-12-29,8.05,8.265261090942301,-0.026044076354490464
2009-12-30,8.12,8.215261090942303,-0.011595625493550421
2009-12-31,8.07,8.640659345615262,-0.06604349538497256
2010-01-04,8.56,8.770659345615261,-0.02401864413085153
2010-01-05,8.69,9.03065934561526,-0.037722533048560325
2010-01-06,8.95,9.290659345615262,-0.0366668643142144
2010-01-07,9.21,9.12065934561526,0.009795416208334906
2010-01-08,9.04,9.090659345615261,-0.005572681110275757
2010-01-11,9.01,9.540659345615262,-0.05562082518533118
2010-01-12,9.46,9.300659345615262,0.01713218906999958
2010-01-13,9.22,9.300659345615262,-0.00867243306285459
2010-01-14,9.22,9.78065934561526,-0.05732326684771083
2010-01-15,9.7,10.150659345615262,-0.04439705148906725
2010-01-19,10.07,10.090659345615261,-0.0020473732099813846
2010-01-20,10.01,9.830659345615262,0.01824299348392433
2010-01-21,9.75,9.440659345615261,0.032766848485896505
2010-01-22,9.36,9.45065934561526,-0.009592912229697936
2010-01-25,9.37,9.350659345615261,0.002068373327470896
2010-01-26,9.27,9.630659345615262,-0.03744908138397263
2010-01-27,9.55,9.320659345615262,0.02460562561946089
2010-01-28,9.24,9.140659345615262,0.010867996566614302
2010-01-29,9.06,9.440659345615261,-0.04032126694541294
2010-02-01,9.36,9.420659345615261,-0.0064389702875197186
2010-02-02,9.34,9.320659345615262,0.002075030710551262
2010-02-03,9.24,9.070659345615262,0.018669056783242155
2010-02-04,8.99,9.070659345615262,-0.008892335445741528
2010-02-05,8.99,8.940659345615261,0.005518681841841788
2010-02-08,8.86,8.910659345615262,-0.0056852521963136615
2010-02-09,8.83,9.300659345615262,-0.050604944028742604
2010-02-10,9.22,9.540659345615262,-0.03360976783670955
2010-02-11,9.46,9.730659345615262,-0.02781510851443203
2010-02-12,9.65,9.810659345615262,-0.01637599879431817
2010-02-16,9.73,9.830659345615262,-0.010239328012129567
2010-02-17,9.75,9.860659345615261,-0.011222306920527392
2010-02-18,9.78,9.440659345615261,0.03594459263508387
2010-02-19,9.36,9.510659345615261,-0.015841104190607025
2010-02-22,9.43,9.350659345615261,0.008485033135331
2010-02-23,9.27,9.340659345615261,-0.007564706408914379
2010-02-24,9.26,9.190659345615261,0.007544687685309581
2010-02-25,9.11,9.12065934561526,-0.001168703403047866
2010-02-26,9.04,9.290659345615262,-0.026979715463742893
2010-03-01,9.21,9.500659345615261,-0.03059359724853261
2010-03-02,9.42,9.350659345615261,0.00741558983402113
2010-03-03,9.27,9.170659345615261,0.010832444063276103
2010-03-04,9.09,9.560659345615262,-0.04922875385483927
2010-03-05,9.48,9.750659345615261,-0.027758055739786736
2010-03-08,9.67,9.770659345615261,-0.010302206028750094
2010-03-09,9.69,10.320659345615262,-0.06110649760794573
2010-03-10,10.24,10.190659345615261,0.004841752894622076
2010-03-11,10.11,9.880659345615262,0.023211067840984922
2010-03-12,9.8,9.850659345615261,-0.005142736525328151
2010-03-15,9.77,9.610659345615261,0.016579575724680717
2010-03-16,9.53,9.710659345615262,-0.018604230586755977
2010-03-17,9.63,9.810659345615262,-0.018414597760547546
2010-03-18,9.73,9.930659345615261,-0.020206044597014472
2010-03-19,9.85,10.400659345615262,-0.05294465738341969
2010-03-22,10.32,10.900659345615262,-0.05326827737707707
2010-03-23,10.82,10.640659345615262,0.016854280224527507
2010-03-24,10.56,10.210659345615262,0.03421332967442048
2010-03-25,10.13,9.910659345615262,0.022131792319325383
2010-03-26,9.83,10.050659345615262,-0.02195471342002331
2010-03-29,9.97,9.930659345615261,0.003961534981270942
2010-03-30,9.85,9.820659345615262,0.0029876460787572334
2010-03-31,9.74,10.138613596927335,-0.03931638119122527
2010-04-01,9.93,10.218613596927336,-0.028243909429564895
2010-04-05,10.01,10.078613596927335,-0.006807840807415588
2010-04-06,9.87,9.768613596927336,0.01037879142896525
2010-04-07,9.56,9.718613596927336,-0.016320599162156446
2010-04-08,9.51,10.128613596927336,-0.061075841328866676
2010-04-09,9.92,10.318613596927337,-0.038630538219401434
2010-04-12,10.11,10.628613596927336,-0.04879409644520938
2010-04-13,10.42,11.008613596927336,-0.05346845828902802
2010-04-14,10.8,11.198613596927336,-0.03559490587626901
2010-04-15,10.99,11.068613596927337,-0.007102388771540458
2010-04-16,10.86,10.888613596927335,-0.0026278457466256677
2010-04-19,10.68,11.168613596927337,-0.04374881382428364
2010-04-20,10.96,11.178613596927336,-0.01955641413237741
2010-04-21,10.97,11.218613596927336,-0.02216081290075167
2010-04-22,11.01,10.778613596927336,0.021467176737704596
2010-04-23,10.57,10.778613596927336,-0.019354399807671507
2010-04-26,10.57,10.978613596927335,-0.037219052598927105
2010-04-27,10.77,11.158613596927337,-0.03482633335689178
2010-04-28,10.95,11.518613596927336,-0.049364760102641014
2010-04-29,11.31,11.158613596927337,0.013566775277024545
2010-04-30,10.95,11.558613596927335,-0.05265454994439178
2010-05-03,11.35,11.078613596927337,0.024496422832901432
2010-05-04,10.87,10.728613596927335,0.013178441165329735
2010-05-05,10.52,10.088613596927337,0.04275973095094554
2010-05-06,9.88,9.478613596927335,0.042346530847378494
2010-05-07,9.27,9.728613596927335,-0.04714069403190024
2010-05-10,9.52,10.278613596927336,-0.0738050506299911
2010-05-11,10.07,10.878613596927336,-0.07433057436250223
2010-05-12,10.67,11.128613596927336,-0.04121030826822503
2010-05-13,10.92,11.158613596927337,-0.021383803180803906
2010-05-14,10.95,11.178613596927336,-0.020450979447950157
2010-05-17,10.97,10.888613596927335,0.0074744504750936525
2010-05-18,10.68,11.138613596927335,-0.04117331056836804
2010-05-19,10.93,10.428613596927338,0.04807795383466784
2010-05-20,10.22,10.528613596927336,-0.029311893164870373
2010-05-21,10.32,10.158613596927335,0.01588665633679387
2010-05-24,9.95,10.298613596927336,-0.03385053664226689
2010-05-25,10.09,10.158613596927335,-0.006754228445906119
2010-05-26,9.95,10.598613596927336,-0.06119796622412743
2010-05-27,10.39,10.738613596927337,-0.032463557216276584
2010-05-28,10.53,10.008613596927338,0.052093768834549525
2010-06-01,9.8,10.458613596927336,-0.06297331771783121
2010-06-02,10.25,10.588613596927337,-0.03197903047719086
2010-06-03,10.38,9.798613596927336,0.059333537068445796
2010-06-04,9.59,9.498613596927335,0.00962102544125254
2010-06-07,9.29,9.428613596927338,-0.014701376347898254
2010-06-08,9.22,9.938613596927336,-0.07230521540242851
2010-06-09,9.73,10.018613596927336,-0.02880773813013926
2010-06-10,9.81,10.338613596927337,-0.05113002744240691
2010-06-11,10.13,10.338613596927337,-0.020178101732067466
2010-06-14,10.13,10.768613596927336,-0.059303232600857236
2010-06-15,10.56,11.858613596927336,-0.1095080454652656
2010-06-16,11.65,11.598613596927336,0.004430391843235126
2010-06-17,11.39,11.678613596927336,-0.02471300163602219
2010-06-18,11.47,11.668613596927337,-0.017021182103385102
2010-06-21,11.46,11.348613596927336,0.009814978906570904
2010-06-22,11.14,11.298613596927336,-0.014038323867493818
2010-06-23,11.09,10.998613596927337,0.00830890205090884
2010-06-24,10.79,11.388613596927335,-0.05256246441523338
2010-06-25,11.18,11.618613596927336,-0.037750941045438635
2010-06-28,11.41,11.308613596927335,0.008965414036271602
2010-06-29,11.1,11.768613596927336,-0.0568132848802092
2010-06-30,11.56,11.401866274797943,0.013869108915229855
2010-07-01,11.29,11.571866274797943,-0.024357892504497047
2010-07-02,11.46,11.141866274797943,0.028553001566860692
2010-07-06,11.03,11.481866274797943,-0.0393547759556967
2010-07-07,11.37,11.351866274797942,0.0015974223764700923
2010-07-08,11.24,11.561866274797943,-0.027838609022795335
2010-07-09,11.45,11.181866274797942,0.023979335704128912
2010-07-12,11.07,11.411866274797942,-0.029957087348010947
2010-07-13,11.3,11.661866274797942,-0.03102987688856962
2010-07-14,11.55,11.431866274797942,0.010333721753069236
2010-07-15,11.32,10.991866274797943,0.029852412411020657
2010-07-16,10.88,11.081866274797942,-0.018215909648451545
2010-07-19,10.97,11.241866274797943,-0.024183375620417502
2010-07-20,11.13,10.871866274797943,0.023743276331538166
2010-07-21,10.76,11.301866274797943,-0.04794484925080489
2010-07-22,11.19,11.611866274797944,-0.036330617733133064
2010-07-23,11.5,11.911866274797942,-0.03457613318488406
2010-07-26,11.8,12.011866274797942,-0.017638081373121617
2010-07-27,11.9,11.591866274797942,0.026581890948136344
2010-07-28,11.48,11.231866274797943,0.022091940834340296
2010-07-29,11.12,11.271866274797942,-0.013473037303280533
2010-07-30,11.16,11.751866274797942,-0.0503635985092179
2010-08-02,11.64,11.831866274797942,-0.016216061806464066
2010-08-03,11.72,12.371866274797943,-0.05268940516483145
2010-08-04,12.26,12.011866274797942,0.02065738325131594
2010-08-05,11.9,11.821866274797943,0.006609254696834599
2010-08-06,11.71,12.161866274797942,-0.03715435317146254
2010-08-09,12.05,12.441866274797942,-0.03149577934234027
2010-08-10,12.33,12.201866274797943,0.01050115796357387
2010-08-11,12.09,12.261866274797942,-0.014016322715179386
2010-08-12,12.15,12.391866274797943,-0.019518147584423162
2010-08-13,12.28,12.841866274797942,-0.04375269628064893
2010-08-16,12.73,12.701866274797943,0.0022149284674708447
2010-08-17,12.59,12.781866274797943,-0.01501081850435626
2010-08-18,12.67,12.561866274797943,0.008608093959653118
2010-08-19,12.45,12.591866274797942,-0.011266501065205992
2010-08-20,12.48,12.611866274797944,-0.01045573049418147
2010-08-23,12.5,12.221866274797943,0.022757058451505108
2010-08-24,12.11,12.471866274797943,-0.02901460509796927
2010-08-25,12.36,12.351866274797942,0.0006585017212057398
2010-08-26,12.24,12.851866274797942,-0.04760913798160116
2010-08-27,12.74,12.731866274797943,0.0006388478347560955
2010-08-30,12.62,12.341866274797942,0.022535791509101344
2010-08-31,12.23,12.931866274797942,-0.05427416738493207
2010-09-01,12.82,13.211866274797943,-0.02966017568202617
2010-09-02,13.1,13.221866274797943,-0.009217025211503693
2010-09-03,13.11,13.081866274797942,0.0021505895727016444
2010-09-07,12.97,13.231866274797943,-0.01979057748616353
2010-09-08,13.12,13.591866274797942,-0.03471681263322002
2010-09-09,13.48,13.181866274797942,0.022616958705767853
2010-09-10,13.07,13.331866274797942,-0.019642131821631326
2010-09-13,13.22,13.231866274797943,-0.0008967952480402053
2010-09-14,13.12,13.521866274797942,-0.02971973443835496
2010-09-15,13.41,13.401866274797943,0.0006069098911509752
2010-09-16,13.29,13.461866274797943,-0.01276689808750342
2010-09-17,13.35,13.941866274797942,-0.04245244238698742
2010-09-20,13.83,13.911866274797942,-0.0058846364090091585
2010-09-21,13.8,13.961866274797943,-0.011593455460185975
2010-09-22,13.85,13.711866274797943,0.010074028030446991
2010-09-23,13.6,14.171866274797942,-0.04035222063976862
2010-09-24,14.06,13.781866274797943,0.020181136549747514
2010-09-27,13.67,13.641866274797943,0.002062307651705453
2010-09-28,13.53,13.501866274797942,0.0020836915897004538
2010-09-29,13.39,13.331866274797942,0.004360509174319516
2010-09-30,13.22,13.359251440572997,-0.010423596051952422
2010-10-01,13.26,13.369251440572999,-0.00817184425460371
2010-10-04,13.27,13.389251440572998,-0.008906505423569522
2010-10-05,13.29,13.419251440572998,-0.00963179214171428
2010-10-06,13.32,13.459251440572999,-0.010346150466676307
2010-10-07,13.36,13.749251440572998,-0.028310736933964797
2010-10-08,13.65,14.149251440572998,-0.035284653938751354
2010-10-11,14.05,14.099251440572997,-0.003493195421089279
2010-10-12,14.0,14.389251440572998,-0.027051542061141243
2010-10-13,14.29,14.299251440572998,-0.0006469877539707625
2010-10-14,14.2,14.199251440572999,5.2718231671189386e-05
2010-10-15,14.1,14.449251440572999,-0.02417090200204508
2010-10-18,14.35,14.229251440572998,0.008485938977977447
2010-10-19,14.13,14.169251440572998,-0.002770184489817362
2010-10-20,14.07,13.929251440572997,0.010104531462260091
2010-10-21,13.83,14.249251440572998,-0.02942269931311836
2010-10-22,14.15,14.159251440572998,-0.0006533848637285677
2010-10-25,14.06,14.249251440572998,-0.013281500530906931
2010-10-26,14.15,14.109251440572997,0.002888073800274338
2010-10-27,14.01,13.959251440572999,0.0036354785672461087
2010-10-28,13.86,13.889251440572998,-0.0021060487455465404
2010-10-29,13.79,13.639251440572998,0.011052553733159165
2010-11-01,13.54,13.949251440572999,-0.029338595143725388
2010-11-02,13.85,14.009251440572998,-0.011367590998601185
2010-11-03,13.91,14.009251440572998,-0.0070847069162846
2010-11-04,13.91,10.949251440572999,0.270406481712147
2010-11-05,10.85,11.109251440572997,-0.02333653549564685
2010-11-08,11.01,12.019251440572997,-0.08396957544012273
2010-11-09,11.92,12.239251440572998,-0.026084229262149372
2010-11-10,12.14,12.009251440572998,0.010887319669673268
2010-11-11,11.91,11.809251440572998,0.008531324778203953
2010-11-12,11.71,11.979251440572998,-0.02247648293457294
2010-11-15,11.88,11.949251440572999,-0.005795462662862572
2010-11-16,11.85,11.749251440572998,0.008574891765367632
2010-11-17,11.65,11.989251440572998,-0.028296298751807947
2010-11-18,11.89,12.029251440572999,-0.011576068657383143
2010-11-19,11.93,11.969251440572998,-0.003279356338020012
2010-11-22,11.87,11.909251440572998,-0.003295878063274027
2010-11-23,11.81,12.059251440572998,-0.020668898214892373
2010-11-24,11.96,11.979251440572998,-0.0016070654054221034
2010-11-26,11.88,11.589251440572998,0.025087777318310467
2010-11-29,11.49,11.379251440572999,0.009732499541413198
2010-11-30,11.28,12.009251440572998,-0.06072413790165454
2010-12-01,11.91,11.849251440572997,0.005126784567925924
2010-12-02,11.75,11.899251440572998,-0.012542926865474424
2010-12-03,11.8,12.099251440572997,-0.02473305411023219
2010-12-06,12.0,12.259251440572998,-0.021147411963097773
2010-12-07,12.16,12.209251440572999,-0.004033944325966599
2010-12-08,12.11,12.259251440572998,-0.012174596572759544
2010-12-09,12.16,12.299251440572998,-0.011321944367576164
2010-12-10,12.2,12.169251440572998,0.002526742057813447
2010-12-13,12.07,13.059251440572998,-0.075751006485682
2010-12-14,12.96,12.929251440572997,0.0023782165246251097
2010-12-15,12.83,13.239251440572998,-0.030911977343281327
2010-12-16,13.14,13.209251440572999,-0.0052426468588741
2010-12-17,13.11,13.619251440572999,-0.03739202868785374
2010-12-20,13.52,13.719251440572998,-0.01452349214795623
2010-12-21,13.62,13.919251440572998,-0.02149910444901626
2010-12-22,13.82,13.709251440572999,0.00807838122359028
2010-12-23,13.61,13.809251440572998,-0.014428837177052012
2010-12-27,13.71,13.839251440572998,-0.00933948206144053
2010-12-28,13.74,14.059251440572998,-0.02270757030859294
2010-12-29,13.96,13.869251440572999,0.0065431476108024356
2010-12-30,13.77,13.749251440572998,0.0015090682948581957
2010-12-31,13.65,13.795951372162937,-0.010579290128365781
2011-01-03,13.71,13.405951372162937,0.022680123133104413
2011-01-04,13.32,13.785951372162936,-0.03379900012586734
2011-01-05,13.7,13.785951372162936,-0.006234707336665424
2011-01-06,13.7,13.815951372162937,-0.008392572399795961
2011-01-07,13.73,13.785951372162936,-0.004058578958570425
2011-01-10,13.7,14.095951372162936,-0.028089723191360605
2011-01-11,14.01,15.255951372162937,-0.08166985734081367
2011-01-12,15.17,15.505951372162937,-0.021665963222743834
2011-01-13,15.42,15.475951372162937,-0.0036153752888871127
2011-01-14,15.39,15.875951372162938,-0.03060927567559879
2011-01-18,15.79,15.205951372162936,0.03840921317861534
2011-01-19,15.12,14.805951372162937,0.021210972530107952
2011-01-20,14.72,14.485951372162937,0.0161569386658873
2011-01-21,14.4,14.845951372162936,-0.030038584997598927
2011-01-24,14.76,14.585951372162937,0.011932620875812816
2011-01-25,14.5,14.585951372162937,-0.005892750494628229
2011-01-26,14.5,14.575951372162937,-0.005210731719919703
2011-01-27,14.49,14.185951372162936,0.021433079802719357
2011-01-28,14.1,14.195951372162936,-0.006759065993356961
2011-01-31,14.11,14.215951372162937,-0.007452992022075056
2011-02-01,14.13,13.945951372162936,0.01319728019448263
2011-02-02,13.86,14.225951372162937,-0.025724210816509885
2011-02-03,14.14,14.405951372162937,-0.018461215458275282
2011-02-04,14.32,14.655951372162937,-0.022922522300465098
2011-02-07,14.57,14.745951372162937,-0.011932181771268646
2011-02-08,14.66,14.835951372162937,-0.0118597970395804
2011-02-09,14.75,14.815951372162937,-0.004451376122011963
2011-02-10,14.73,14.835951372162937,-0.007141528676194997
2011-02-11,14.75,14.775951372162936,-0.0017563249573104844
2011-02-14,14.69,14.745951372162937,-0.00379435485380486
2011-02-15,14.66,14.805951372162937,-0.00985761525850637
2011-02-16,14.72,15.005951372162937,-0.01905586424152983
2011-02-17,14.92,14.905951372162937,0.0009424844806147359
2011-02-18,14.82,14.435951372162936,0.026603624377512958
2011-02-22,14.35,14.255951372162937,0.006597148473774128
2011-02-23,14.17,14.325951372162937,-0.010885934770515138
2011-02-24,14.24,14.815951372162937,-0.03887373532050509
2011-02-25,14.73,14.715951372162937,0.0009546530483675042
2011-02-28,14.63,14.265951372162936,0.025518706628106846
2011-03-01,14.18,14.425951372162936,-0.017049230641213553
2011-03-02,14.34,14.665951372162937,-0.022225041109956045
2011-03-03,14.58,15.215951372162937,-0.04179504498985109
2011-03-04,15.13,14.495951372162937,0.043739704387712575
2011-03-07,14.41,14.385951372162937,0.0016716744840106212
2011-03-08,14.3,14.325951372162937,-0.001811493805106923
2011-03-09,14.24,13.985951372162937,0.018164558211085424
2011-03-10,13.9,13.955951372162936,-0.004009140664859134
2011-03-11,13.87,13.685951372162936,0.013447996623122238
2011-03-14,13.6,13.485951372162937,0.008456847032125347
2011-03-15,13.4,13.445951372162936,-0.0034174876058281622
2011-03-16,13.36,13.385951372162937,-0.001938702109504531
2011-03-17,13.3,13.435951372162936,-0.010118477538152204
2011-03-18,13.35,14.345951372162936,-0.06942386366201503
2011-03-21,14.26,14.595951372162936,-0.02301675057671504
2011-03-22,14.51,14.365951372162936,0.010027085857758689
2011-03-23,14.28,14.615951372162936,-0.022985255191993792
2011-03-24,14.53,14.725951372162937,-0.013306533969231538
2011-03-25,14.64,14.915951372162937,-0.018500420474548696
2011-03-28,14.83,15.695951372162936,-0.05517036537834319
2011-03-29,15.61,15.835951372162937,-0.014268253725514879
2011-03-30,15.75,15.605951372162936,0.009230365032022902
2011-03-31,15.52,16.331194293893436,-0.04967146182301918
2011-04-01,16.27,16.201194293893437,0.004246952715856178
2011-04-04,16.14,16.421194293893436,-0.017123863761724256
2011-04-05,16.36,16.561194293893436,-0.012148537739673948
2011-04-06,16.5,16.371194293893435,0.007867825877224455
2011-04-07,16.31,16.271194293893437,0.0023849328700551453
2011-04-08,16.21,16.411194293893438,-0.01225957662132493
2011-04-11,16.35,16.161194293893438,0.01168265801852919
2011-04-12,16.1,16.311194293893436,-0.012947813022649246
2011-04-13,16.25,16.021194293893437,0.014281438818438907
2011-04-14,15.96,16.071194293893438,-0.006918856922518035
2011-04-15,16.01,15.841194293893437,0.010656122447259886
2011-04-18,15.78,15.871194293893437,-0.0057458999117996346
2011-04-19,15.81,16.641194293893435,-0.049947995270894996
2011-04-20,16.58,16.451194293893437,0.00782956567198112
2011-04-21,16.39,16.551194293893435,-0.00973913368613566
2011-04-25,16.49,16.321194293893438,0.010342730015150847
2011-04-26,16.26,16.411194293893438,-0.009212875747238836
2011-04-27,16.35,16.721194293893436,-0.022199030007623022
2011-04-28,16.66,16.711194293893435,-0.003063473082360213
2011-04-29,16.65,16.781194293893435,-0.007817935457739011
2011-05-02,16.72,16.561194293893436,0.009589024999550722
2011-05-03,16.5,16.481194293893438,0.0011410402529827834
2011-05-04,16.42,14.961194293893437,0.09750596626513919
2011-05-05,14.9,15.071194293893436,-0.011359039672310556
2011-05-06,15.01,15.141194293893436,-0.008664725605320833
2011-05-09,15.08,15.391194293893436,-0.02021898287756041
2011-05-10,15.33,15.381194293893437,-0.0033283692355255967
2011-05-11,15.32,15.661194293893436,-0.02178596903216201
2011-05-12,15.6,15.461194293893437,0.008977683319159047
2011-05-13,15.4,15.311194293893436,0.005800050890999664
2011-05-16,15.25,15.201194293893437,0.0032106494504953176
2011-05-17,15.14,15.371194293893437,-0.015040750215829624
2011-05-18,15.31,15.511194293893437,-0.012970909272450037
2011-05-19,15.45,15.461194293893437,-0.0007240251742944848
2011-05-20,15.4,15.101194293893437,0.019786892367009257
2011-05-23,15.04,14.661194293893436,0.025837302099211756
2011-05-24,14.6,15.041194293893437,-0.02933239776528629
2011-05-25,14.98,15.311194293893436,-0.02163085958784583
2011-05-26,15.25,15.361194293893437,-0.007238649011661824
2011-05-27,15.3,15.831194293893438,-0.0335536463031304
2011-05-31,15.77,15.231194293893436,0.0353751449630304
2011-06-01,15.17,15.061194293893436,0.007224241582932001
2011-06-02,15.0,14.651194293893436,0.023807322400464237
2011-06-03,14.59,14.151194293893436,0.031008386783009545
2011-06-06,14.09,14.161194293893436,-0.005027421587184611
2011-06-07,14.1,13.971194293893436,0.00921937691202701
2011-06-08,13.91,14.071194293893436,-0.011455622779893648
2011-06-09,14.01,13.561194293893436,0.03309485111563215
2011-06-10,13.5,13.271194293893437,0.017240777358812798
2011-06-13,13.21,13.621194293893437,-0.030187829717529202
2011-06-14,13.56,13.111194293893437,0.03423072651097825
2011-06-15,13.05,13.221194293893436,-0.012948474251868958
2011-06-16,13.16,13.461194293893437,-0.022375005316584096
2011-06-17,13.4,13.781194293893437,-0.02766046873472694
2011-06-20,13.72,14.601194293893437,-0.06035083679846465
2011-06-21,14.54,14.761194293893437,-0.014984850784393822
2011-06-22,14.7,14.741194293893436,-0.0027945017935555594
2011-06-23,14.68,14.661194293893436,0.001282685825560348
2011-06-24,14.6,14.851194293893437,-0.016914080371079998
2011-06-27,14.79,14.801194293893436,-0.0007563101781628001
2011-06-28,14.74,14.551194293893436,0.012975272152458084
2011-06-29,14.49,14.551194293893436,-0.0042054482029091345
2011-06-30,14.49,15.142460798793326,-0.043088161657669266
2011-07-01,14.61,15.462460798793325,-0.055130991753903125
2011-07-05,14.93,15.502460798793326,-0.036927092170933595
2011-07-06,14.97,16.062460798793325,-0.06801328964957809
2011-07-07,15.53,16.002460798793326,-0.02952425909576062
2011-07-08,15.47,15.722460798793325,-0.016057333646696037
2011-07-11,15.19,15.742460798793326,-0.035093674734490876
2011-07-12,15.21,15.872460798793325,-0.04173648983550715
2011-07-13,15.34,16.092460798793326,-0.04675859138024108
2011-07-14,15.56,16.192460798793327,-0.03905896742022419
2011-07-15,15.66,16.162460798793326,-0.03108813719943182
2011-07-18,15.63,15.792460798793325,-0.010287237743578093
2011-07-19,15.26,15.842460798793326,-0.03676580338060176
2011-07-20,15.31,15.972460798793325,-0.04147518701960884
2011-07-21,15.44,15.962460798793325,-0.03273059244304111
2011-07-22,15.43,15.722460798793325,-0.018601464652134525
2011-07-25,15.19,15.152460798793326,0.0024774326563288263
2011-07-26,14.62,14.622460798793325,-0.00016828896498244372
2011-07-27,14.09,14.702460798793325,-0.041657026478424064
2011-07-28,14.17,14.712460798793325,-0.03687084072555802
2011-07-29,14.18,14.662460798793326,-0.032904490277173015
2011-08-01,14.13,13.832460798793326,0.021510214670742434
2011-08-02,13.3,13.922460798793326,-0.044709107663443715
2011-08-03,13.39,11.492460798793326,0.1651116531462009
2011-08-04,10.96,11.772460798793325,-0.06901367629753341
2011-08-05,11.24,10.832460798793326,0.037622033328943205
2011-08-08,10.3,11.692460798793325,-0.11909048255582166
2011-08-09,11.16,10.842460798793326,0.02928663585687241
2011-08-10,10.31,11.482460798793326,-0.10210884403076192
2011-08-11,10.95,11.672460798793326,-0.061894472060939676
2011-08-12,11.14,12.072460798793326,-0.07723866859741868
2011-08-15,11.54,11.882460798793325,-0.028820696705189497
2011-08-16,11.35,11.842460798793326,-0.04158433007804463
2011-08-17,11.31,11.272460798793325,0.003330169150882689
2011-08-18,10.74,11.372460798793325,-0.05561336371987602
2011-08-19,10.84,11.442460798793325,-0.052651331683553515
2011-08-22,10.91,11.882460798793325,-0.08184001742232372
2011-08-23,11.35,12.252460798793326,-0.07365547326478317
2011-08-24,11.72,11.842460798793326,-0.010340823657681297
2011-08-25,11.31,12.202460798793325,-0.07313777225013318
2011-08-26,11.67,12.912460798793326,-0.0962218447865053
2011-08-29,12.38,12.612460798793325,-0.018431042324077218
2011-08-30,12.08,12.562460798793326,-0.03840495954738965
2011-08-31,12.03,12.292460798793325,-0.021351363497460918
2011-09-01,11.76,12.052460798793325,-0.024265650283019857
2011-09-02,11.52,11.892460798793326,-0.03131906887018021
2011-09-06,11.36,12.612460798793325,-0.09930344432968641
2011-09-07,12.08,12.532460798793325,-0.036103109042789905
2011-09-08,12.0,12.172460798793326,-0.014168112893854778
2011-09-09,11.64,12.112460798793325,-0.03900617774056225
2011-09-12,11.58,12.582460798793326,-0.0796712832905836
2011-09-13,12.05,12.892460798793326,-0.06534522865271586
2011-09-14,12.36,13.242460798793326,-0.06663873219649163
2011-09-15,12.71,13.322460798793326,-0.04597204735995908
2011-09-16,12.79,13.302460798793325,-0.03852375936637309
2011-09-19,12.77,13.622460798793325,-0.06257759235899851
2011-09-20,13.09,13.132460798793325,-0.0032332705533167916
2011-09-21,12.6,12.422460798793326,0.014291790015060313
2011-09-22,11.89,12.422460798793326,-0.04286274735880402
2011-09-23,11.89,12.532460798793325,-0.0512637389502294
2011-09-26,12.0,13.382460798793325,-0.10330393038909402
2011-09-27,12.85,12.752460798793326,0.007648657207862453
2011-09-28,12.22,13.082460798793326,-0.06592496717994178
2011-09-29,12.55,12.532460798793325,0.0013995017808765553
2011-09-30,12.0,11.737199198890773,0.02239041841720324
2011-10-03,11.36,12.577199198890773,-0.09677823970523758
2011-10-04,12.2,12.597199198890772,-0.031530754782836734
2011-10-05,12.22,12.467199198890771,-0.019827965764176114
2011-10-06,12.09,11.477199198890771,0.05339288710510948
2011-10-07,11.1,11.867199198890772,-0.06464871668813665
2011-10-10,11.49,11.847199198890772,-0.030150518522910952
2011-10-11,11.47,11.667199198890772,-0.016902016973321277
2011-10-12,11.29,11.627199198890771,-0.0290008963571331
2011-10-13,11.25,11.607199198890772,-0.030773935449036394
2011-10-14,11.23,10.997199198890772,0.021169099231439725
2011-10-17,10.62,11.117199198890772,-0.04472342268908713
2011-10-18,10.74,10.697199198890772,0.004001122192215156
2011-10-19,10.32,10.637199198890771,-0.029819804345099454
2011-10-20,10.26,10.637199198890771,-0.03546038687797681
2011-10-21,10.26,11.407199198890773,-0.10056799911080061
2011-10-24,11.03,10.857199198890772,0.015915780667161483
2011-10-25,10.48,10.557199198890771,-0.0073124696651439836
2011-10-26,10.18,9.777199198890772,0.041197974278250005
2011-10-27,9.4,10.417199198890772,-0.09764613112122156
2011-10-28,10.04,10.167199198890772,-0.012510741296841155
2011-10-31,9.79,9.777199198890772,0.001309250312776733
2011-11-01,9.4,10.177199198890772,-0.07636670794214973
2011-11-02,9.8,8.247199198890772,0.18828219904256427
2011-11-03,7.87,8.007199198890772,-0.017134480544680142
2011-11-04,7.63,7.787199198890772,-0.020186872696561275
2011-11-07,7.41,7.757199198890772,-0.04475831933520791
2011-11-08,7.38,7.487199198890772,-0.014317663527190994
2011-11-09,7.11,7.4571991988907715,-0.04655892777309956
2011-11-10,7.08,7.717199198890772,-0.08256871210248917
2011-11-11,7.34,7.3771991988907715,-0.005042455529242651
2011-11-14,7.0,7.587199198890771,-0.07739340743506751
2011-11-15,7.21,7.4171991988907715,-0.027934964847884602
2011-11-16,7.04,7.3771991988907715,-0.04570829522150799
2011-11-17,7.0,7.477199198890772,-0.06382058123602796
2011-11-18,7.1,7.317199198890772,-0.02968337925304776
2011-11-21,6.94,7.287199198890772,-0.04764508138375312
2011-11-22,6.91,7.327199198890772,-0.05693842729892329
