date,WST,dcf,Deviation
2004-09-03,9.88,,
2004-09-07,10.0,,
2004-09-08,9.99,,
2004-09-09,10.0,,
2004-09-10,10.01,,
2004-09-13,10.0,,
2004-09-14,9.9,,
2004-09-15,9.89,,
2004-09-16,9.93,,
2004-09-17,9.84,,
2004-09-20,9.89,,
2004-09-21,9.97,,
2004-09-22,9.76,,
2004-09-23,9.76,,
2004-09-24,9.75,,
2004-09-27,9.64,,
2004-09-28,10.08,,
2004-09-29,10.28,,
2004-09-30,10.43,,
2004-10-01,10.77,,
2004-10-04,11.13,,
2004-10-05,11.06,,
2004-10-06,11.13,,
2004-10-07,10.78,,
2004-10-08,10.64,,
2004-10-11,10.81,,
2004-10-12,10.86,,
2004-10-13,10.6,,
2004-10-14,10.26,,
2004-10-15,10.83,,
2004-10-18,10.68,,
2004-10-19,10.5,,
2004-10-20,10.44,,
2004-10-21,10.38,,
2004-10-22,10.21,,
2004-10-25,10.91,,
2004-10-26,11.18,,
2004-10-27,11.55,,
2004-10-28,11.65,,
2004-10-29,11.46,,
2004-11-01,11.52,,
2004-11-02,11.38,,
2004-11-03,11.5,,
2004-11-04,11.54,,
2004-11-05,11.46,,
2004-11-08,11.4,,
2004-11-09,11.46,,
2004-11-10,11.75,,
2004-11-11,11.7,,
2004-11-12,11.75,,
2004-11-15,11.65,,
2004-11-16,11.4,,
2004-11-17,11.6,,
2004-11-18,11.47,,
2004-11-19,11.43,,
2004-11-22,11.55,,
2004-11-23,11.55,,
2004-11-24,11.57,,
2004-11-26,11.49,,
2004-11-29,11.66,,
2004-11-30,11.69,,
2004-12-01,12.05,,
2004-12-02,11.8,,
2004-12-03,11.73,,
2004-12-06,11.81,,
2004-12-07,11.75,,
2004-12-08,11.85,,
2004-12-09,12.0,,
2004-12-10,11.9,,
2004-12-13,12.0,,
2004-12-14,12.0,,
2004-12-15,11.97,,
2004-12-16,11.7,,
2004-12-17,11.75,,
2004-12-20,11.54,,
2004-12-21,11.53,,
2004-12-22,11.52,,
2004-12-23,11.46,,
2004-12-27,11.07,,
2004-12-28,11.66,,
2004-12-29,12.51,,
2004-12-30,12.42,,
2004-12-31,12.52,,
2005-01-03,12.65,,
2005-01-04,12.75,,
2005-01-05,12.75,,
2005-01-06,12.74,,
2005-01-07,12.7,,
2005-01-10,12.88,,
2005-01-11,12.73,,
2005-01-12,12.82,,
2005-01-13,12.73,,
2005-01-14,12.7,,
2005-01-18,12.89,,
2005-01-19,13.03,,
2005-01-20,12.86,,
2005-01-21,12.96,,
2005-01-24,12.77,,
2005-01-25,12.82,,
2005-01-26,12.78,,
2005-01-27,12.96,,
2005-01-28,12.91,,
2005-01-31,13.05,,
2005-02-01,13.4,,
2005-02-02,13.17,,
2005-02-03,13.2,,
2005-02-04,13.2,,
2005-02-07,13.27,,
2005-02-08,13.24,,
2005-02-09,13.08,,
2005-02-10,13.01,,
2005-02-11,13.16,,
2005-02-14,13.17,,
2005-02-15,13.44,,
2005-02-16,13.48,,
2005-02-17,13.38,,
2005-02-18,13.26,,
2005-02-22,13.26,,
2005-02-23,12.77,,
2005-02-24,12.6,,
2005-02-25,12.93,,
2005-02-28,12.85,,
2005-03-01,12.8,,
2005-03-02,12.77,,
2005-03-03,12.65,,
2005-03-04,12.92,,
2005-03-07,12.79,,
2005-03-08,12.45,,
2005-03-09,12.39,,
2005-03-10,12.13,,
2005-03-11,12.11,,
2005-03-14,12.05,,
2005-03-15,12.01,,
2005-03-16,11.89,,
2005-03-17,12.05,,
2005-03-18,11.96,,
2005-03-21,12.0,,
2005-03-22,11.77,,
2005-03-23,11.64,,
2005-03-24,11.86,,
2005-03-28,11.84,,
2005-03-29,11.91,,
2005-03-30,12.36,,
2005-03-31,11.95,,
2005-04-01,11.8,,
2005-04-04,12.28,,
2005-04-05,12.36,,
2005-04-06,11.85,,
2005-04-07,12.28,,
2005-04-08,11.95,,
2005-04-11,12.03,,
2005-04-12,12.43,,
2005-04-13,12.09,,
2005-04-14,11.84,,
2005-04-15,11.8,,
2005-04-18,11.69,,
2005-04-19,11.85,,
2005-04-20,11.56,,
2005-04-21,13.3,,
2005-04-22,13.31,,
2005-04-25,13.13,,
2005-04-26,12.92,,
2005-04-27,13.32,,
2005-04-28,13.03,,
2005-04-29,13.17,,
2005-05-02,13.53,,
2005-05-03,13.81,,
2005-05-04,13.8,,
2005-05-05,13.96,,
2005-05-06,13.88,,
2005-05-09,14.35,,
2005-05-10,14.23,,
2005-05-11,14.24,,
2005-05-12,13.97,,
2005-05-13,13.68,,
2005-05-16,13.9,,
2005-05-17,14.01,,
2005-05-18,14.2,,
2005-05-19,14.19,,
2005-05-20,14.05,,
2005-05-23,14.08,,
2005-05-24,14.0,,
2005-05-25,13.82,,
2005-05-26,14.11,,
2005-05-27,13.96,,
2005-05-31,13.92,,
2005-06-01,13.93,,
2005-06-02,13.83,,
2005-06-03,13.72,,
2005-06-06,13.73,,
2005-06-07,13.76,,
2005-06-08,13.83,,
2005-06-09,14.02,,
2005-06-10,13.94,,
2005-06-13,14.14,,
2005-06-14,14.29,,
2005-06-15,14.45,,
2005-06-16,14.29,,
2005-06-17,14.22,,
2005-06-20,14.21,,
2005-06-21,14.18,,
2005-06-22,14.27,,
2005-06-23,14.25,,
2005-06-24,13.99,,
2005-06-27,14.0,,
2005-06-28,14.25,,
2005-06-29,14.15,,
2005-06-30,14.03,,
2005-07-01,14.05,,
2005-07-05,14.3,,
2005-07-06,14.21,,
2005-07-07,14.25,,
2005-07-08,14.5,,
2005-07-11,14.5,,
2005-07-12,14.5,,
2005-07-13,14.05,,
2005-07-14,13.78,,
2005-07-15,13.93,,
2005-07-18,13.77,,
2005-07-19,13.77,,
2005-07-20,13.9,,
2005-07-21,13.21,,
2005-07-22,13.65,,
2005-07-25,13.71,,
2005-07-26,13.5,,
2005-07-27,13.55,,
2005-07-28,13.56,,
2005-07-29,13.76,,
2005-08-01,13.62,,
2005-08-02,13.91,,
2005-08-03,13.76,,
2005-08-04,13.54,,
2005-08-05,13.53,,
2005-08-08,13.38,,
2005-08-09,13.45,,
2005-08-10,13.26,,
2005-08-11,13.51,,
2005-08-12,13.31,,
2005-08-15,13.52,,
2005-08-16,13.14,,
2005-08-17,13.16,,
2005-08-18,13.02,,
2005-08-19,13.02,,
2005-08-22,13.27,,
2005-08-23,13.41,,
2005-08-24,13.45,,
2005-08-25,13.55,,
2005-08-26,13.4,,
2005-08-29,13.61,,
2005-08-30,13.87,,
2005-08-31,14.18,,
2005-09-01,14.06,,
2005-09-02,14.2,,
2005-09-06,14.55,,
2005-09-07,14.39,,
2005-09-08,14.45,,
2005-09-09,14.53,,
2005-09-12,14.51,,
2005-09-13,14.22,,
2005-09-14,14.2,,
2005-09-15,14.27,,
2005-09-16,14.6,,
2005-09-19,14.39,,
2005-09-20,14.47,,
2005-09-21,14.14,,
2005-09-22,14.5,,
2005-09-23,14.53,,
2005-09-26,14.7,,
2005-09-27,14.75,,
2005-09-28,14.83,,
2005-09-29,14.92,,
2005-09-30,14.84,,
2005-10-03,14.76,,
2005-10-04,14.7,,
2005-10-05,14.22,,
2005-10-06,14.11,,
2005-10-07,14.19,,
2005-10-10,13.93,,
2005-10-11,13.74,,
2005-10-12,13.68,,
2005-10-13,13.71,,
2005-10-14,13.92,,
2005-10-17,13.67,,
2005-10-18,13.5,,
2005-10-19,13.7,,
2005-10-20,11.72,,
2005-10-21,11.88,,
2005-10-24,11.67,,
2005-10-25,11.55,,
2005-10-26,11.59,,
2005-10-27,11.66,,
2005-10-28,11.93,,
2005-10-31,11.99,,
2005-11-01,11.76,,
2005-11-02,12.08,,
2005-11-03,11.92,,
2005-11-04,11.89,,
2005-11-07,12.48,,
2005-11-08,12.6,,
2005-11-09,12.39,,
2005-11-10,12.45,,
2005-11-11,12.58,,
2005-11-14,12.7,,
2005-11-15,12.65,,
2005-11-16,12.65,,
2005-11-17,13.09,,
2005-11-18,12.95,,
2005-11-21,12.89,,
2005-11-22,12.6,,
2005-11-23,12.54,,
2005-11-25,12.64,,
2005-11-28,12.45,,
2005-11-29,12.34,,
2005-11-30,12.49,,
2005-12-01,12.55,,
2005-12-02,12.84,,
2005-12-05,12.74,,
2005-12-06,12.46,,
2005-12-07,12.31,,
2005-12-08,12.26,,
2005-12-09,12.34,,
2005-12-12,12.3,,
2005-12-13,12.27,,
2005-12-14,12.21,,
2005-12-15,12.19,,
2005-12-16,12.25,,
2005-12-19,12.21,,
2005-12-20,12.21,,
2005-12-21,12.54,,
2005-12-22,12.59,,
2005-12-23,12.62,,
2005-12-27,12.36,,
2005-12-28,12.46,,
2005-12-29,12.51,,
2005-12-30,12.52,,
2006-01-03,12.93,,
2006-01-04,12.65,,
2006-01-05,12.7,,
2006-01-06,12.69,,
2006-01-09,12.8,,
2006-01-10,12.93,,
2006-01-11,13.8,,
2006-01-12,14.47,,
2006-01-13,14.11,,
2006-01-17,14.68,,
2006-01-18,14.95,,
2006-01-19,15.22,,
2006-01-20,15.14,,
2006-01-23,15.1,,
2006-01-24,15.34,,
2006-01-25,15.18,,
2006-01-26,15.25,,
2006-01-27,15.46,,
2006-01-30,15.15,,
2006-01-31,15.27,,
2006-02-01,15.45,,
2006-02-02,15.15,,
2006-02-03,15.1,,
2006-02-06,14.95,,
2006-02-07,14.73,,
2006-02-08,14.61,,
2006-02-09,14.48,,
2006-02-10,14.54,,
2006-02-13,14.56,,
2006-02-14,14.74,,
2006-02-15,15.35,,
2006-02-16,15.83,,
2006-02-17,15.72,,
2006-02-21,15.87,,
2006-02-22,16.12,,
2006-02-23,16.39,,
2006-02-24,16.39,,
2006-02-27,16.26,,
2006-02-28,16.15,,
2006-03-01,16.4,,
2006-03-02,16.36,,
2006-03-03,16.35,,
2006-03-06,16.02,,
2006-03-07,15.89,,
2006-03-08,15.69,,
2006-03-09,15.63,,
2006-03-10,15.6,,
2006-03-13,15.59,,
2006-03-14,15.5,,
2006-03-15,15.6,,
2006-03-16,15.78,,
2006-03-17,15.9,,
2006-03-20,15.97,,
2006-03-21,16.14,,
2006-03-22,16.32,,
2006-03-23,16.5,,
2006-03-24,16.65,,
2006-03-27,16.65,,
2006-03-28,16.5,,
2006-03-29,17.05,,
2006-03-30,17.08,,
2006-03-31,17.36,,
2006-04-03,17.15,,
2006-04-04,17.41,,
2006-04-05,17.51,,
2006-04-06,17.53,,
2006-04-07,17.51,,
2006-04-10,17.17,,
2006-04-11,16.92,,
2006-04-12,16.91,,
2006-04-13,16.91,,
2006-04-17,16.74,,
2006-04-18,17.0,,
2006-04-19,17.03,,
2006-04-20,17.0,,
2006-04-21,16.67,,
2006-04-24,16.82,,
2006-04-25,16.83,,
2006-04-26,16.9,,
2006-04-27,17.52,,
2006-04-28,17.81,,
2006-05-01,18.0,,
2006-05-02,18.18,,
2006-05-03,18.25,,
2006-05-04,18.25,,
2006-05-05,18.73,,
2006-05-08,18.47,,
2006-05-09,18.63,,
2006-05-10,18.9,,
2006-05-11,18.25,,
2006-05-12,18.01,,
2006-05-15,18.0,,
2006-05-16,18.07,,
2006-05-17,17.97,,
2006-05-18,17.67,,
2006-05-19,17.83,,
2006-05-22,17.67,,
2006-05-23,17.42,,
2006-05-24,17.4,,
2006-05-25,17.52,,
2006-05-26,17.4,,
2006-05-30,16.82,,
2006-05-31,17.01,,
2006-06-01,17.64,,
2006-06-02,17.58,,
2006-06-05,17.0,,
2006-06-06,17.09,,
2006-06-07,16.99,,
2006-06-08,17.33,,
2006-06-09,17.2,,
2006-06-12,16.95,,
2006-06-13,17.28,,
2006-06-14,18.52,,
2006-06-15,18.03,,
2006-06-16,17.36,,
2006-06-19,17.08,,
2006-06-20,17.12,,
2006-06-21,17.24,,
2006-06-22,16.92,,
2006-06-23,16.55,,
2006-06-26,17.29,,
2006-06-27,17.23,,
2006-06-28,17.58,,
2006-06-29,18.17,,
2006-06-30,18.14,,
2006-07-03,18.0,,
2006-07-05,18.05,,
2006-07-06,17.95,,
2006-07-07,17.51,,
2006-07-10,17.22,,
2006-07-11,17.25,,
2006-07-12,16.9,,
2006-07-13,16.25,,
2006-07-14,16.01,,
2006-07-17,16.07,,
2006-07-18,16.44,,
2006-07-19,17.53,,
2006-07-20,18.31,,
2006-07-21,18.75,,
2006-07-24,19.63,,
2006-07-25,19.16,,
2006-07-26,19.08,,
2006-07-27,18.59,,
2006-07-28,19.16,,
2006-07-31,19.4,,
2006-08-01,19.25,,
2006-08-02,18.83,,
2006-08-03,19.3,,
2006-08-04,18.76,,
2006-08-07,18.64,,
2006-08-08,17.96,,
2006-08-09,18.19,,
2006-08-10,18.55,,
2006-08-11,18.64,,
2006-08-14,18.3,,
2006-08-15,18.89,,
2006-08-16,19.2,,
2006-08-17,19.08,,
2006-08-18,19.13,,
2006-08-21,19.21,,
2006-08-22,19.2,,
2006-08-23,19.18,,
2006-08-24,19.34,,
2006-08-25,19.1,,
2006-08-28,19.38,,
2006-08-29,19.64,,
2006-08-30,19.56,,
2006-08-31,19.96,,
2006-09-01,20.5,,
2006-09-05,20.7,,
2006-09-06,20.39,,
2006-09-07,19.87,,
2006-09-08,19.98,,
2006-09-11,20.43,,
2006-09-12,20.95,,
2006-09-13,20.99,,
2006-09-14,21.15,,
2006-09-15,20.92,,
2006-09-18,20.68,,
2006-09-19,19.62,,
2006-09-20,19.84,,
2006-09-21,19.53,,
2006-09-22,19.19,,
2006-09-25,19.48,,
2006-09-26,19.92,,
2006-09-27,19.98,,
2006-09-28,19.95,,
2006-09-29,19.64,,
2006-10-02,19.26,,
2006-10-03,19.15,,
2006-10-04,19.4,,
2006-10-05,19.95,,
2006-10-06,20.1,,
2006-10-09,20.13,,
2006-10-10,20.4,,
2006-10-11,19.99,,
2006-10-12,20.68,,
2006-10-13,20.74,,
2006-10-16,21.08,,
2006-10-17,21.13,,
2006-10-18,20.95,,
2006-10-19,21.07,,
2006-10-20,20.93,,
2006-10-23,20.92,,
2006-10-24,20.97,,
2006-10-25,21.43,,
2006-10-26,21.47,,
2006-10-27,21.2,,
2006-10-30,21.39,,
2006-10-31,21.02,,
2006-11-01,20.38,,
2006-11-02,22.32,,
2006-11-03,22.42,,
2006-11-06,23.13,,
2006-11-07,23.53,,
2006-11-08,24.63,,
2006-11-09,24.3,,
2006-11-10,24.52,,
2006-11-13,24.32,,
2006-11-14,24.96,,
2006-11-15,25.24,,
2006-11-16,25.42,,
2006-11-17,25.06,,
2006-11-20,25.45,,
2006-11-21,24.8,,
2006-11-22,24.4,,
2006-11-24,24.97,,
2006-11-27,24.02,,
2006-11-28,23.9,,
2006-11-29,24.22,,
2006-11-30,24.55,,
2006-12-01,24.19,,
2006-12-04,24.6,,
2006-12-05,24.92,,
2006-12-06,24.83,,
2006-12-07,24.58,,
2006-12-08,25.05,,
2006-12-11,25.0,,
2006-12-12,24.68,,
2006-12-13,25.05,,
2006-12-14,25.37,,
2006-12-15,25.55,,
2006-12-18,25.0,,
2006-12-19,25.4,,
2006-12-20,25.16,,
2006-12-21,25.21,,
2006-12-22,25.38,,
2006-12-26,25.74,,
2006-12-27,26.07,,
2006-12-28,25.93,,
2006-12-29,25.62,,
2007-01-03,25.53,,
2007-01-04,26.07,,
2007-01-05,25.29,,
2007-01-08,25.67,,
2007-01-09,23.65,,
2007-01-10,23.37,,
2007-01-11,23.71,,
2007-01-12,24.09,,
2007-01-16,24.03,,
2007-01-17,24.03,,
2007-01-18,23.65,,
2007-01-19,23.83,,
2007-01-22,23.58,,
2007-01-23,23.63,,
2007-01-24,23.75,,
2007-01-25,23.36,,
2007-01-26,23.3,,
2007-01-29,23.7,,
2007-01-30,23.83,,
2007-01-31,24.26,,
2007-02-01,24.34,,
2007-02-02,24.64,,
2007-02-05,24.53,,
2007-02-06,24.41,,
2007-02-07,24.37,,
2007-02-08,24.37,,
2007-02-09,24.11,,
2007-02-12,24.34,,
2007-02-13,24.15,,
2007-02-14,23.95,,
2007-02-15,23.64,,
2007-02-16,23.22,,
2007-02-20,23.8,,
2007-02-21,23.96,,
2007-02-22,23.99,,
2007-02-23,23.65,,
2007-02-26,23.65,,
2007-02-27,22.9,,
2007-02-28,22.63,,
2007-03-01,22.75,,
2007-03-02,22.53,,
2007-03-05,22.15,,
2007-03-06,23.02,,
2007-03-07,23.05,,
2007-03-08,21.16,,
2007-03-09,21.15,,
2007-03-12,21.5,,
2007-03-13,20.82,,
2007-03-14,21.25,,
2007-03-15,21.67,,
2007-03-16,21.47,,
2007-03-19,22.25,,
2007-03-20,22.3,,
2007-03-21,22.66,,
2007-03-22,23.2,,
2007-03-23,22.88,,
2007-03-26,23.09,,
2007-03-27,23.19,,
2007-03-28,23.03,,
2007-03-29,22.99,,
2007-03-30,23.22,,
2007-04-02,23.15,,
2007-04-03,23.17,,
2007-04-04,23.49,,
2007-04-05,23.29,,
2007-04-09,23.39,,
2007-04-10,23.42,,
2007-04-11,23.08,,
2007-04-12,23.37,,
2007-04-13,23.25,,
2007-04-16,23.64,,
2007-04-17,23.56,,
2007-04-18,22.9,,
2007-04-19,23.0,,
2007-04-20,23.56,,
2007-04-23,23.06,,
2007-04-24,23.07,,
2007-04-25,23.13,,
2007-04-26,25.98,,
2007-04-27,24.81,,
2007-04-30,24.89,,
2007-05-01,25.0,,
2007-05-02,25.24,,
2007-05-03,25.75,,
2007-05-04,25.89,,
2007-05-07,25.96,,
2007-05-08,25.92,,
2007-05-09,25.97,,
2007-05-10,25.06,,
2007-05-11,25.46,,
2007-05-14,24.81,,
2007-05-15,24.61,,
2007-05-16,24.67,,
2007-05-17,24.18,,
2007-05-18,24.33,,
2007-05-21,24.59,,
2007-05-22,25.16,,
2007-05-23,25.09,,
2007-05-24,24.99,,
2007-05-25,24.78,,
2007-05-29,24.5,,
2007-05-30,24.89,,
2007-05-31,25.43,,
2007-06-01,25.67,,
2007-06-04,25.98,,
2007-06-05,25.55,,
2007-06-06,24.9,,
2007-06-07,24.36,,
2007-06-08,25.39,,
2007-06-11,25.29,,
2007-06-12,24.43,,
2007-06-13,24.33,,
2007-06-14,24.05,,
2007-06-15,24.17,,
2007-06-18,24.27,,
2007-06-19,24.24,,
2007-06-20,24.05,,
2007-06-21,24.58,,
2007-06-22,24.49,,
2007-06-25,24.2,,
2007-06-26,23.88,,
2007-06-27,24.09,,
2007-06-28,23.9,,
2007-06-29,23.58,,
2007-07-02,24.64,,
2007-07-03,24.91,,
2007-07-05,24.96,,
2007-07-06,25.11,,
2007-07-09,25.51,,
2007-07-10,25.47,,
2007-07-11,25.55,,
2007-07-12,25.89,,
2007-07-13,25.92,,
2007-07-16,25.69,,
2007-07-17,25.87,,
2007-07-18,25.51,,
2007-07-19,25.29,,
2007-07-20,24.74,,
2007-07-23,24.58,,
2007-07-24,23.58,,
2007-07-25,24.2,,
2007-07-26,24.09,,
2007-07-27,23.62,,
2007-07-30,23.7,,
2007-07-31,23.14,,
2007-08-01,23.25,,
2007-08-02,21.3,,
2007-08-03,20.09,,
2007-08-06,20.48,,
2007-08-07,19.9,,
2007-08-08,19.49,,
2007-08-09,20.08,,
2007-08-10,20.96,,
2007-08-13,21.5,,
2007-08-14,21.27,,
2007-08-15,21.25,,
2007-08-16,21.11,,
2007-08-17,21.49,,
2007-08-20,21.26,,
2007-08-21,21.17,,
2007-08-22,21.04,,
2007-08-23,20.48,,
2007-08-24,20.36,,
2007-08-27,20.26,,
2007-08-28,19.92,,
2007-08-29,20.19,,
2007-08-30,19.93,,
2007-08-31,20.03,,
2007-09-04,20.12,,
2007-09-05,20.25,,
2007-09-06,20.19,,
2007-09-07,20.05,,
2007-09-10,19.75,,
2007-09-11,19.46,,
2007-09-12,19.2,,
2007-09-13,19.24,,
2007-09-14,19.24,,
2007-09-17,19.09,,
2007-09-18,19.56,,
2007-09-19,20.07,,
2007-09-20,20.09,,
2007-09-21,20.54,,
2007-09-24,20.78,,
2007-09-25,21.09,,
2007-09-26,21.63,,
2007-09-27,21.65,,
2007-09-28,20.83,,
2007-10-01,20.7,,
2007-10-02,20.39,,
2007-10-03,20.0,,
2007-10-04,19.97,,
2007-10-05,20.11,,
2007-10-08,19.91,,
2007-10-09,20.09,,
2007-10-10,20.3,,
2007-10-11,20.48,,
2007-10-12,20.96,,
2007-10-15,20.82,,
2007-10-16,20.79,,
2007-10-17,20.96,,
2007-10-18,20.82,,
2007-10-19,20.0,,
2007-10-22,19.43,,
2007-10-23,19.73,,
2007-10-24,19.93,,
2007-10-25,20.11,,
2007-10-26,20.42,,
2007-10-29,20.37,,
2007-10-30,20.33,,
2007-10-31,20.67,,
2007-11-01,19.28,,
2007-11-02,19.38,,
2007-11-05,20.09,,
2007-11-06,19.98,,
2007-11-07,19.59,,
2007-11-08,19.74,,
2007-11-09,19.84,,
2007-11-12,19.75,,
2007-11-13,20.0,,
2007-11-14,19.75,,
2007-11-15,19.55,,
2007-11-16,19.65,,
2007-11-19,18.99,,
2007-11-20,18.75,,
2007-11-21,18.49,,
2007-11-23,18.55,,
2007-11-26,18.44,,
2007-11-27,18.43,,
2007-11-28,19.08,,
2007-11-29,18.84,,
2007-11-30,18.79,,
2007-12-03,18.54,,
2007-12-04,18.16,,
2007-12-05,18.06,,
2007-12-06,18.62,,
2007-12-07,18.73,,
2007-12-10,18.67,,
2007-12-11,18.52,,
2007-12-12,18.67,,
2007-12-13,19.06,,
2007-12-14,18.94,,
2007-12-17,18.73,,
2007-12-18,19.2,,
2007-12-19,19.33,,
2007-12-20,19.47,,
2007-12-21,19.99,,
2007-12-24,20.24,,
2007-12-26,20.17,,
2007-12-27,20.17,,
2007-12-28,20.26,,
2007-12-31,20.3,,
2008-01-02,20.18,,
2008-01-03,20.01,,
2008-01-04,19.56,,
2008-01-07,19.92,,
2008-01-08,19.28,,
2008-01-09,19.99,,
2008-01-10,19.92,,
2008-01-11,20.5,,
2008-01-14,20.7,,
2008-01-15,20.75,,
2008-01-16,20.99,,
2008-01-17,20.78,,
2008-01-18,20.08,,
2008-01-22,19.7,,
2008-01-23,19.86,,
2008-01-24,19.29,,
2008-01-25,18.97,,
2008-01-28,19.2,,
2008-01-29,19.1,,
2008-01-30,19.17,,
2008-01-31,19.55,,
2008-02-01,19.86,,
2008-02-04,19.53,,
2008-02-05,19.19,,
2008-02-06,19.03,,
2008-02-07,18.65,,
2008-02-08,18.99,,
2008-02-11,19.19,,
2008-02-12,19.16,,
2008-02-13,19.0,,
2008-02-14,18.65,,
2008-02-15,18.87,,
2008-02-19,19.05,,
2008-02-20,19.35,,
2008-02-21,20.89,,
2008-02-22,20.33,,
2008-02-25,20.92,,
2008-02-26,20.85,,
2008-02-27,22.01,,
2008-02-28,21.82,,
2008-02-29,20.65,,
2008-03-03,20.31,,
2008-03-04,20.3,,
2008-03-05,20.18,,
2008-03-06,19.67,,
2008-03-07,19.85,,
2008-03-10,19.48,,
2008-03-11,19.81,,
2008-03-12,19.53,,
2008-03-13,20.32,,
2008-03-14,20.02,,
2008-03-17,19.9,,
2008-03-18,21.2,,
2008-03-19,21.47,,
2008-03-20,21.85,,
2008-03-24,22.4,,
2008-03-25,22.03,,
2008-03-26,21.95,,
2008-03-27,21.68,,
2008-03-28,21.47,,
2008-03-31,22.12,,
2008-04-01,22.58,,
2008-04-02,22.73,,
2008-04-03,22.41,,
2008-04-04,22.38,,
2008-04-07,22.86,,
2008-04-08,22.7,,
2008-04-09,22.4,,
2008-04-10,22.46,,
2008-04-11,21.95,,
2008-04-14,22.38,,
2008-04-15,22.28,,
2008-04-16,22.88,,
2008-04-17,22.45,,
2008-04-18,23.47,,
2008-04-21,23.11,,
2008-04-22,22.96,,
2008-04-23,22.93,,
2008-04-24,23.39,,
2008-04-25,23.28,,
2008-04-28,23.52,,
2008-04-29,23.49,,
2008-04-30,23.46,,
2008-05-01,24.24,,
2008-05-02,23.45,,
2008-05-05,23.05,,
2008-05-06,22.86,,
2008-05-07,23.08,,
2008-05-08,22.61,,
2008-05-09,22.75,,
2008-05-12,23.03,,
2008-05-13,23.09,,
2008-05-14,23.37,,
2008-05-15,22.94,,
2008-05-16,23.17,,
2008-05-19,23.08,,
2008-05-20,23.25,,
2008-05-21,23.23,,
2008-05-22,23.62,,
2008-05-23,23.2,,
2008-05-27,23.75,,
2008-05-28,23.39,,
2008-05-29,23.84,,
2008-05-30,23.72,,
2008-06-02,23.53,,
2008-06-03,23.5,,
2008-06-04,23.64,,
2008-06-05,23.91,,
2008-06-06,23.4,,
2008-06-09,23.24,,
2008-06-10,23.33,,
2008-06-11,22.89,,
2008-06-12,23.59,,
2008-06-13,23.98,,
2008-06-16,23.93,,
2008-06-17,23.84,,
2008-06-18,23.56,,
2008-06-19,22.72,,
2008-06-20,22.05,,
2008-06-23,22.41,,
2008-06-24,21.83,,
2008-06-25,22.16,,
2008-06-26,21.82,,
2008-06-27,21.93,,
2008-06-30,21.64,,
2008-07-01,21.93,,
2008-07-02,21.79,,
2008-07-03,21.4,,
2008-07-07,21.35,,
2008-07-08,22.05,,
2008-07-09,21.81,,
2008-07-10,21.65,,
2008-07-11,21.8,,
2008-07-14,21.51,,
2008-07-15,21.48,,
2008-07-16,21.56,,
2008-07-17,22.05,,
2008-07-18,21.99,,
2008-07-21,21.83,,
2008-07-22,22.48,,
2008-07-23,22.25,,
2008-07-24,22.91,,
2008-07-25,22.86,,
2008-07-28,22.64,,
2008-07-29,23.04,,
2008-07-30,23.06,,
2008-07-31,22.96,,
2008-08-01,23.09,,
2008-08-04,22.96,,
2008-08-05,25.59,,
2008-08-06,24.08,,
2008-08-07,23.86,,
2008-08-08,24.75,,
2008-08-11,24.73,,
2008-08-12,24.73,,
2008-08-13,24.74,,
2008-08-14,25.03,,
2008-08-15,25.47,,
2008-08-18,24.65,,
2008-08-19,24.48,,
2008-08-20,24.04,,
2008-08-21,24.07,,
2008-08-22,24.55,,
2008-08-25,24.03,,
2008-08-26,24.47,,
2008-08-27,24.54,,
2008-08-28,25.05,,
2008-08-29,24.41,,
2008-09-02,24.87,,
2008-09-03,24.67,,
2008-09-04,24.15,,
2008-09-05,24.26,,
2008-09-08,25.05,,
2008-09-09,24.86,,
2008-09-10,24.98,,
2008-09-11,24.75,,
2008-09-12,24.15,,
2008-09-15,23.8,,
2008-09-16,24.81,,
2008-09-17,24.06,,
2008-09-18,24.75,,
2008-09-19,25.83,,
2008-09-22,25.22,,
2008-09-23,24.64,,
2008-09-24,24.82,,
2008-09-25,25.02,,
2008-09-26,25.24,,
2008-09-29,24.68,,
2008-09-30,24.41,,
2008-10-01,24.64,,
2008-10-02,23.17,,
2008-10-03,22.26,,
2008-10-06,22.05,,
2008-10-07,21.79,,
2008-10-08,21.15,,
2008-10-09,19.25,,
2008-10-10,19.47,,
2008-10-13,21.08,,
2008-10-14,20.36,,
2008-10-15,19.47,,
2008-10-16,20.67,,
2008-10-17,20.2,,
2008-10-20,21.49,,
2008-10-21,20.72,,
2008-10-22,19.9,,
2008-10-23,19.73,,
2008-10-24,18.93,,
2008-10-27,18.18,,
2008-10-28,18.5,,
2008-10-29,18.92,,
2008-10-30,19.22,,
2008-10-31,19.96,,
2008-11-03,20.08,,
2008-11-04,18.5,,
2008-11-05,18.03,,
2008-11-06,17.87,,
2008-11-07,17.9,,
2008-11-10,17.7,,
2008-11-11,17.49,,
2008-11-12,17.02,,
2008-11-13,18.09,,
2008-11-14,17.58,,
2008-11-17,17.55,,
2008-11-18,17.67,,
2008-11-19,16.85,,
2008-11-20,15.57,,
2008-11-21,15.83,,
2008-11-24,17.39,,
2008-11-25,17.06,,
2008-11-26,17.57,,
2008-11-28,17.75,,
2008-12-01,16.52,,
2008-12-02,17.11,,
2008-12-03,17.45,,
2008-12-04,17.36,,
2008-12-05,18.27,,
2008-12-08,18.82,,
2008-12-09,18.42,,
