date,BIO,dcf,Deviation
1995-09-27,13.17,,
1995-09-28,13.38,,
1995-09-29,13.42,,
1995-10-02,13.46,,
1995-10-03,13.33,,
1995-10-04,13.25,,
1995-10-05,13.17,,
1995-10-06,13.25,,
1995-10-09,12.96,,
1995-10-10,12.67,,
1995-10-11,12.88,,
1995-10-12,13.04,,
1995-10-13,13.04,,
1995-10-16,13.0,,
1995-10-17,12.92,,
1995-10-18,13.04,,
1995-10-19,13.08,,
1995-10-20,12.67,,
1995-10-23,12.79,,
1995-10-24,12.79,,
1995-10-25,12.71,,
1995-10-26,12.88,,
1995-10-27,12.83,,
1995-10-30,12.71,,
1995-10-31,12.67,,
1995-11-01,12.67,,
1995-11-02,12.75,,
1995-11-03,13.08,,
1995-11-06,13.21,,
1995-11-07,13.08,,
1995-11-08,13.08,,
1995-11-09,13.25,,
1995-11-10,13.29,,
1995-11-13,13.25,,
1995-11-14,13.17,,
1995-11-15,13.21,,
1995-11-16,13.25,,
1995-11-17,13.13,,
1995-11-20,13.21,,
1995-11-21,13.17,,
1995-11-22,13.29,,
1995-11-24,13.21,,
1995-11-27,13.21,,
1995-11-28,13.54,,
1995-11-29,13.75,,
1995-11-30,13.75,,
1995-12-01,13.83,,
1995-12-04,13.96,,
1995-12-05,14.0,,
1995-12-06,13.67,,
1995-12-07,13.46,,
1995-12-08,13.29,,
1995-12-11,13.29,,
1995-12-12,13.33,,
1995-12-13,13.33,,
1995-12-14,13.38,,
1995-12-15,13.21,,
1995-12-18,13.08,,
1995-12-19,13.42,,
1995-12-20,13.33,,
1995-12-21,13.46,,
1995-12-22,13.67,,
1995-12-26,14.04,,
1995-12-27,14.13,,
1995-12-28,13.96,,
1995-12-29,14.17,,
1996-01-02,14.21,,
1996-01-03,14.0,,
1996-01-04,13.83,,
1996-01-05,13.83,,
1996-01-08,13.83,,
1996-01-09,13.75,,
1996-01-10,13.5,,
1996-01-11,13.58,,
1996-01-12,13.58,,
1996-01-15,13.33,,
1996-01-16,12.83,,
1996-01-17,12.88,,
1996-01-18,13.0,,
1996-01-19,12.92,,
1996-01-22,13.0,,
1996-01-23,13.0,,
1996-01-24,12.88,,
1996-01-25,12.88,,
1996-01-26,12.88,,
1996-01-29,13.17,,
1996-01-30,13.33,,
1996-01-31,13.42,,
1996-02-01,13.5,,
1996-02-02,13.5,,
1996-02-05,13.5,,
1996-02-06,13.54,,
1996-02-07,13.33,,
1996-02-08,12.96,,
1996-02-09,13.0,,
1996-02-12,13.38,,
1996-02-13,13.29,,
1996-02-14,13.25,,
1996-02-15,13.25,,
1996-02-16,13.42,,
1996-02-20,13.42,,
1996-02-21,13.46,,
1996-02-22,13.5,,
1996-02-23,13.29,,
1996-02-26,13.25,,
1996-02-27,13.29,,
1996-02-28,12.58,,
1996-02-29,12.88,,
1996-03-01,12.92,,
1996-03-04,13.13,,
1996-03-05,13.13,,
1996-03-06,13.0,,
1996-03-07,12.92,,
1996-03-08,12.58,,
1996-03-11,12.75,,
1996-03-12,12.67,,
1996-03-13,12.96,,
1996-03-14,12.88,,
1996-03-15,13.13,,
1996-03-18,13.33,,
1996-03-19,13.21,,
1996-03-20,13.29,,
1996-03-21,13.25,,
1996-03-22,13.33,,
1996-03-25,13.63,,
1996-03-26,13.46,,
1996-03-27,13.25,,
1996-03-28,13.29,,
1996-03-29,14.0,,
1996-04-01,14.67,,
1996-04-02,15.21,,
1996-04-03,15.08,,
1996-04-04,15.13,,
1996-04-08,15.17,,
1996-04-09,15.42,,
1996-04-10,15.17,,
1996-04-11,14.92,,
1996-04-12,14.83,,
1996-04-15,14.88,,
1996-04-16,14.71,,
1996-04-17,14.67,,
1996-04-18,15.04,,
1996-04-19,15.13,,
1996-04-22,15.5,,
1996-04-23,15.5,,
1996-04-24,15.58,,
1996-04-25,15.58,,
1996-04-26,15.75,,
1996-04-29,15.67,,
1996-04-30,15.5,,
1996-05-01,16.79,,
1996-05-02,16.58,,
1996-05-03,16.04,,
1996-05-06,16.29,,
1996-05-07,16.5,,
1996-05-08,16.33,,
1996-05-09,16.54,,
1996-05-10,16.83,,
1996-05-13,16.79,,
1996-05-14,17.08,,
1996-05-15,17.42,,
1996-05-16,16.96,,
1996-05-17,16.88,,
1996-05-20,17.29,,
1996-05-21,17.54,,
1996-05-22,17.38,,
1996-05-23,17.04,,
1996-05-24,17.08,,
1996-05-28,17.13,,
1996-05-29,17.13,,
1996-05-30,17.0,,
1996-05-31,17.17,,
1996-06-03,17.44,,
1996-06-04,17.94,,
1996-06-05,17.94,,
1996-06-06,18.13,,
1996-06-07,18.0,,
1996-06-10,18.0,,
1996-06-11,18.19,,
1996-06-12,18.31,,
1996-06-13,18.19,,
1996-06-14,18.0,,
1996-06-17,18.06,,
1996-06-18,18.0,,
1996-06-19,17.94,,
1996-06-20,17.44,,
1996-06-21,17.0,,
1996-06-24,16.81,,
1996-06-25,17.5,,
1996-06-26,17.19,,
1996-06-27,17.5,,
1996-06-28,17.94,,
1996-07-01,17.63,,
1996-07-02,17.88,,
1996-07-03,18.31,,
1996-07-05,17.44,,
1996-07-08,16.25,,
1996-07-09,14.88,,
1996-07-10,15.0,,
1996-07-11,14.88,,
1996-07-12,14.56,,
1996-07-15,14.31,,
1996-07-16,14.13,,
1996-07-17,14.63,,
1996-07-18,15.38,,
1996-07-19,15.0,,
1996-07-22,15.19,,
1996-07-23,14.31,,
1996-07-24,13.94,,
1996-07-25,14.31,,
1996-07-26,14.69,,
1996-07-29,14.56,,
1996-07-30,14.69,,
1996-07-31,14.75,,
1996-08-01,14.63,,
1996-08-02,14.88,,
1996-08-05,15.0,,
1996-08-06,15.0,,
1996-08-07,15.19,,
1996-08-08,15.19,,
1996-08-09,15.19,,
1996-08-12,15.13,,
1996-08-13,14.94,,
1996-08-14,15.0,,
1996-08-15,15.0,,
1996-08-16,14.94,,
1996-08-19,14.88,,
1996-08-20,14.56,,
1996-08-21,14.5,,
1996-08-22,14.5,,
1996-08-23,14.19,,
1996-08-26,13.44,,
1996-08-27,13.88,,
1996-08-28,14.0,,
1996-08-29,14.06,,
1996-08-30,14.0,,
1996-09-03,14.06,,
1996-09-04,14.25,,
1996-09-05,13.88,,
1996-09-06,14.06,,
1996-09-09,14.13,,
1996-09-10,14.19,,
1996-09-11,14.13,,
1996-09-12,14.06,,
1996-09-13,14.13,,
1996-09-16,14.38,,
1996-09-17,14.13,,
1996-09-18,14.19,,
1996-09-19,14.13,,
1996-09-20,14.13,,
1996-09-23,13.88,,
1996-09-24,13.88,,
1996-09-25,13.88,,
1996-09-26,14.25,,
1996-09-27,14.38,,
1996-09-30,14.38,,
1996-10-01,14.5,,
1996-10-02,15.0,,
1996-10-03,14.88,,
1996-10-04,14.56,,
1996-10-07,14.56,,
1996-10-08,14.44,,
1996-10-09,14.25,,
1996-10-10,14.25,,
1996-10-11,14.31,,
1996-10-14,14.25,,
1996-10-15,13.56,,
1996-10-16,13.5,,
1996-10-17,13.44,,
1996-10-18,13.31,,
1996-10-21,13.06,,
1996-10-22,12.75,,
1996-10-23,12.75,,
1996-10-24,13.0,,
1996-10-25,13.13,,
1996-10-28,12.75,,
1996-10-29,12.63,,
1996-10-30,12.75,,
1996-10-31,12.13,,
1996-11-01,12.88,,
1996-11-04,13.0,,
1996-11-05,13.5,,
1996-11-06,13.75,,
1996-11-07,13.56,,
1996-11-08,13.69,,
1996-11-11,13.81,,
1996-11-12,14.0,,
1996-11-13,14.38,,
1996-11-14,15.19,,
1996-11-15,14.94,,
1996-11-18,15.44,,
1996-11-19,15.38,,
1996-11-20,14.94,,
1996-11-21,14.63,,
1996-11-22,14.75,,
1996-11-25,14.69,,
1996-11-26,14.88,,
1996-11-27,14.81,,
1996-11-29,14.94,,
1996-12-02,14.75,,
1996-12-03,14.81,,
1996-12-04,14.63,,
1996-12-05,14.38,,
1996-12-06,14.25,,
1996-12-09,14.5,,
1996-12-10,14.88,,
1996-12-11,14.63,,
1996-12-12,14.94,,
1996-12-13,14.44,,
1996-12-16,14.25,,
1996-12-17,14.06,,
1996-12-18,14.19,,
1996-12-19,14.0,,
1996-12-20,14.5,,
1996-12-23,14.5,,
1996-12-24,14.5,,
1996-12-26,14.88,,
1996-12-27,14.75,,
1996-12-30,14.75,,
1996-12-31,15.0,,
1997-01-02,15.19,,
1997-01-03,15.56,,
1997-01-06,15.13,,
1997-01-07,14.94,,
1997-01-08,15.25,,
1997-01-09,15.25,,
1997-01-10,15.25,,
1997-01-13,15.13,,
1997-01-14,15.38,,
1997-01-15,15.5,,
1997-01-16,15.75,,
1997-01-17,15.75,,
1997-01-20,15.69,,
1997-01-21,15.56,,
1997-01-22,16.0,,
1997-01-23,16.31,,
1997-01-24,15.94,,
1997-01-27,15.94,,
1997-01-28,16.06,,
1997-01-29,16.13,,
1997-01-30,15.88,,
1997-01-31,16.0,,
1997-02-03,16.38,,
1997-02-04,16.25,,
1997-02-05,16.31,,
1997-02-06,16.31,,
1997-02-07,15.5,,
1997-02-10,14.56,,
1997-02-11,14.31,,
1997-02-12,14.69,,
1997-02-13,14.44,,
1997-02-14,14.19,,
1997-02-18,14.13,,
1997-02-19,13.88,,
1997-02-20,13.63,,
1997-02-21,13.81,,
1997-02-24,13.88,,
1997-02-25,13.94,,
1997-02-26,13.56,,
1997-02-27,13.25,,
1997-02-28,13.19,,
1997-03-03,13.25,,
1997-03-04,13.13,,
1997-03-05,13.5,,
1997-03-06,13.5,,
1997-03-07,13.38,,
1997-03-10,14.06,,
1997-03-11,14.06,,
1997-03-12,13.88,,
1997-03-13,13.88,,
1997-03-14,13.5,,
1997-03-17,13.56,,
1997-03-18,13.75,,
1997-03-19,13.75,,
1997-03-20,13.75,,
1997-03-21,13.63,,
1997-03-24,13.5,,
1997-03-25,13.38,,
1997-03-26,13.44,,
1997-03-27,13.25,,
1997-03-31,12.75,,
1997-04-01,12.56,,
1997-04-02,12.56,,
1997-04-03,12.5,,
1997-04-04,12.69,,
1997-04-07,12.63,,
1997-04-08,12.75,,
1997-04-09,12.63,,
1997-04-10,12.75,,
1997-04-11,12.69,,
1997-04-14,12.56,,
1997-04-15,12.75,,
1997-04-16,12.5,,
1997-04-17,12.44,,
1997-04-18,12.06,,
1997-04-21,11.81,,
1997-04-22,11.94,,
1997-04-23,12.31,,
1997-04-24,12.25,,
1997-04-25,12.13,,
1997-04-28,12.0,,
1997-04-29,11.88,,
1997-04-30,11.94,,
1997-05-01,12.13,,
1997-05-02,12.81,,
1997-05-05,12.63,,
1997-05-06,12.56,,
1997-05-07,12.5,,
1997-05-08,12.44,,
1997-05-09,12.69,,
1997-05-12,12.75,,
1997-05-13,12.75,,
1997-05-14,12.69,,
1997-05-15,12.56,,
1997-05-16,12.19,,
1997-05-19,12.13,,
1997-05-20,12.06,,
1997-05-21,12.13,,
1997-05-22,12.31,,
1997-05-23,12.44,,
1997-05-27,12.72,,
1997-05-28,12.94,,
1997-05-29,12.88,,
1997-05-30,12.75,,
1997-06-02,12.5,,
1997-06-03,13.06,,
1997-06-04,13.19,,
1997-06-05,13.38,,
1997-06-06,13.5,,
1997-06-09,13.13,,
1997-06-10,13.13,,
1997-06-11,12.75,,
1997-06-12,13.25,,
1997-06-13,13.25,,
1997-06-16,13.34,,
1997-06-17,13.88,,
1997-06-18,13.38,,
1997-06-19,13.44,,
1997-06-20,13.38,,
1997-06-23,13.31,,
1997-06-24,13.0,,
1997-06-25,13.06,,
1997-06-26,13.0,,
1997-06-27,13.19,,
1997-06-30,13.03,,
1997-07-01,13.19,,
1997-07-02,13.16,,
1997-07-03,13.31,,
1997-07-07,13.41,,
1997-07-08,13.38,,
1997-07-09,13.31,,
1997-07-10,13.41,,
1997-07-11,13.47,,
1997-07-14,13.5,,
1997-07-15,13.44,,
1997-07-16,13.59,,
1997-07-17,13.59,,
1997-07-18,13.56,,
1997-07-21,13.25,,
1997-07-22,13.31,,
1997-07-23,13.28,,
1997-07-24,13.31,,
1997-07-25,13.28,,
1997-07-28,13.22,,
1997-07-29,13.31,,
1997-07-30,13.59,,
1997-07-31,14.19,,
1997-08-01,13.63,,
1997-08-04,13.63,,
1997-08-05,13.97,,
1997-08-06,14.0,,
1997-08-07,13.81,,
1997-08-08,13.75,,
1997-08-11,13.69,,
1997-08-12,13.75,,
1997-08-13,13.63,,
1997-08-14,13.63,,
1997-08-15,13.81,,
1997-08-18,13.75,,
1997-08-19,13.81,,
1997-08-20,13.88,,
1997-08-21,13.94,,
1997-08-22,13.75,,
1997-08-25,13.88,,
1997-08-26,14.09,,
1997-08-27,14.0,,
1997-08-28,14.13,,
1997-08-29,14.09,,
1997-09-02,14.0,,
1997-09-03,13.97,,
1997-09-04,14.25,,
1997-09-05,14.56,,
1997-09-08,14.69,,
1997-09-09,14.56,,
1997-09-10,14.53,,
1997-09-11,14.44,,
1997-09-12,14.75,,
1997-09-15,14.94,,
1997-09-16,15.16,,
1997-09-17,15.25,,
1997-09-18,15.03,,
1997-09-19,14.91,,
1997-09-22,14.94,,
1997-09-23,15.0,,
1997-09-24,14.88,,
1997-09-25,14.75,,
1997-09-26,14.69,,
1997-09-29,14.88,,
1997-09-30,15.0,,
1997-10-01,15.06,,
1997-10-02,14.97,,
1997-10-03,15.0,,
1997-10-06,14.56,,
1997-10-07,14.91,,
1997-10-08,14.63,,
1997-10-09,14.53,,
1997-10-10,14.75,,
1997-10-13,14.59,,
1997-10-14,14.53,,
1997-10-15,14.31,,
1997-10-16,14.44,,
1997-10-17,13.91,,
1997-10-20,13.53,,
1997-10-21,13.88,,
1997-10-22,13.63,,
1997-10-23,13.44,,
1997-10-24,13.44,,
1997-10-27,13.22,,
1997-10-28,12.91,,
1997-10-29,13.13,,
1997-10-30,12.56,,
1997-10-31,12.38,,
1997-11-03,12.56,,
1997-11-04,12.63,,
1997-11-05,12.69,,
1997-11-06,12.56,,
1997-11-07,12.5,,
1997-11-10,12.41,,
1997-11-11,12.63,,
1997-11-12,12.69,,
1997-11-13,12.5,,
1997-11-14,12.44,,
1997-11-17,12.47,,
1997-11-18,12.59,,
1997-11-19,12.5,,
1997-11-20,12.47,,
1997-11-21,12.59,,
1997-11-24,12.38,,
1997-11-25,12.5,,
1997-11-26,12.63,,
1997-11-28,12.59,,
1997-12-01,12.81,,
1997-12-02,12.69,,
1997-12-03,12.78,,
1997-12-04,12.81,,
1997-12-05,12.63,,
1997-12-08,12.41,,
1997-12-09,12.25,,
1997-12-10,11.94,,
1997-12-11,12.16,,
1997-12-12,11.91,,
1997-12-15,11.94,,
1997-12-16,12.0,,
1997-12-17,12.03,,
1997-12-18,12.09,,
1997-12-19,11.97,,
1997-12-22,12.5,,
1997-12-23,12.56,,
1997-12-24,12.63,,
1997-12-26,12.69,,
1997-12-29,13.06,,
1997-12-30,13.13,,
1997-12-31,13.06,,
1998-01-02,13.06,,
1998-01-05,12.94,,
1998-01-06,12.84,,
1998-01-07,12.94,,
1998-01-08,12.94,,
1998-01-09,12.94,,
1998-01-12,12.72,,
1998-01-13,12.72,,
1998-01-14,12.81,,
1998-01-15,12.81,,
1998-01-16,12.84,,
1998-01-20,12.78,,
1998-01-21,12.66,,
1998-01-22,12.25,,
1998-01-23,12.0,,
1998-01-26,11.66,,
1998-01-27,11.28,,
1998-01-28,11.56,,
1998-01-29,11.91,,
1998-01-30,12.19,,
1998-02-02,11.94,,
1998-02-03,12.19,,
1998-02-04,12.13,,
1998-02-05,12.19,,
1998-02-06,12.06,,
1998-02-09,11.91,,
1998-02-10,11.94,,
1998-02-11,11.56,,
1998-02-12,11.81,,
1998-02-13,11.5,,
1998-02-17,11.63,,
1998-02-18,11.75,,
1998-02-19,12.0,,
1998-02-20,12.13,,
1998-02-23,12.19,,
1998-02-24,12.5,,
1998-02-25,12.75,,
1998-02-26,12.81,,
1998-02-27,12.81,,
1998-03-02,13.25,,
1998-03-03,13.13,,
1998-03-04,13.38,,
1998-03-05,13.31,,
1998-03-06,13.25,,
1998-03-09,12.69,,
1998-03-10,12.72,,
1998-03-11,12.84,,
1998-03-12,12.75,,
1998-03-13,12.91,,
1998-03-16,13.25,,
1998-03-17,13.25,,
1998-03-18,13.31,,
1998-03-19,13.34,,
1998-03-20,13.31,,
1998-03-23,13.38,,
1998-03-24,13.44,,
1998-03-25,13.31,,
1998-03-26,13.28,,
1998-03-27,13.13,,
1998-03-30,12.91,,
1998-03-31,13.44,,
1998-04-01,13.44,,
1998-04-02,13.63,,
1998-04-03,13.5,,
1998-04-06,13.25,,
1998-04-07,13.31,,
1998-04-08,13.44,,
1998-04-09,13.47,,
1998-04-13,13.84,,
1998-04-14,13.97,,
1998-04-15,13.94,,
1998-04-16,13.81,,
1998-04-17,13.94,,
1998-04-20,14.19,,
1998-04-21,14.25,,
1998-04-22,14.25,,
1998-04-23,14.16,,
1998-04-24,14.22,,
1998-04-27,13.97,,
1998-04-28,13.97,,
1998-04-29,14.19,,
1998-04-30,14.81,,
1998-05-01,15.38,,
1998-05-04,15.63,,
1998-05-05,15.94,,
1998-05-06,16.56,,
1998-05-07,16.88,,
1998-05-08,16.84,,
1998-05-11,16.75,,
1998-05-12,16.75,,
1998-05-13,16.75,,
1998-05-14,16.75,,
1998-05-15,16.53,,
1998-05-18,16.0,,
1998-05-19,16.0,,
1998-05-20,15.88,,
1998-05-21,15.69,,
1998-05-22,15.75,,
1998-05-26,15.69,,
1998-05-27,15.53,,
1998-05-28,15.81,,
1998-05-29,15.88,,
1998-06-01,15.91,,
1998-06-02,15.75,,
1998-06-03,15.97,,
1998-06-04,16.06,,
1998-06-05,16.19,,
1998-06-08,16.28,,
1998-06-09,16.31,,
1998-06-10,16.25,,
1998-06-11,16.28,,
1998-06-12,16.53,,
1998-06-15,16.5,,
1998-06-16,16.63,,
1998-06-17,16.84,,
1998-06-18,16.25,,
1998-06-19,15.75,,
1998-06-22,15.81,,
1998-06-23,15.72,,
1998-06-24,15.69,,
1998-06-25,15.63,,
1998-06-26,15.59,,
1998-06-29,15.44,,
1998-06-30,15.31,,
1998-07-01,15.56,,
1998-07-02,15.94,,
1998-07-06,15.78,,
1998-07-07,15.88,,
1998-07-08,15.56,,
1998-07-09,15.38,,
1998-07-10,15.25,,
1998-07-13,14.88,,
1998-07-14,14.66,,
1998-07-15,14.88,,
1998-07-16,14.88,,
1998-07-17,14.81,,
1998-07-20,15.0,,
1998-07-21,14.94,,
1998-07-22,14.78,,
1998-07-23,14.63,,
1998-07-24,14.63,,
1998-07-27,14.31,,
1998-07-28,14.25,,
1998-07-29,14.0,,
1998-07-30,13.63,,
1998-07-31,13.69,,
1998-08-03,13.41,,
1998-08-04,13.09,,
1998-08-05,13.0,,
1998-08-06,13.41,,
1998-08-07,14.22,,
1998-08-10,14.38,,
1998-08-11,14.0,,
1998-08-12,14.13,,
1998-08-13,14.38,,
1998-08-14,14.88,,
1998-08-17,14.75,,
1998-08-18,14.59,,
1998-08-19,14.31,,
1998-08-20,14.0,,
1998-08-21,13.75,,
1998-08-24,13.5,,
1998-08-25,13.28,,
1998-08-26,12.94,,
1998-08-27,12.69,,
1998-08-28,12.56,,
1998-08-31,12.0,,
1998-09-01,12.25,,
1998-09-02,11.88,,
1998-09-03,11.78,,
1998-09-04,11.69,,
1998-09-08,11.94,,
1998-09-09,12.41,,
1998-09-10,12.56,,
1998-09-11,12.78,,
1998-09-14,12.69,,
1998-09-15,12.63,,
1998-09-16,12.63,,
1998-09-17,12.13,,
1998-09-18,12.47,,
1998-09-21,12.56,,
1998-09-22,12.63,,
1998-09-23,12.38,,
1998-09-24,12.31,,
1998-09-25,12.25,,
1998-09-28,12.44,,
1998-09-29,12.31,,
1998-09-30,12.19,,
1998-10-01,12.38,,
1998-10-02,12.22,,
1998-10-05,11.66,,
1998-10-06,11.19,,
1998-10-07,11.44,,
1998-10-08,11.44,,
1998-10-09,11.38,,
1998-10-12,11.13,,
1998-10-13,11.06,,
1998-10-14,10.75,,
1998-10-15,10.94,,
1998-10-16,11.06,,
1998-10-19,11.44,,
1998-10-20,11.69,,
1998-10-21,11.25,,
1998-10-22,11.31,,
1998-10-23,11.28,,
1998-10-26,11.5,,
1998-10-27,11.81,,
1998-10-28,11.81,,
1998-10-29,11.81,,
1998-10-30,11.03,,
1998-11-02,11.06,,
1998-11-03,10.88,,
1998-11-04,11.06,,
1998-11-05,11.28,,
1998-11-06,11.63,,
1998-11-09,11.47,,
1998-11-10,11.47,,
1998-11-11,11.31,,
1998-11-12,11.38,,
1998-11-13,11.16,,
1998-11-16,11.0,,
1998-11-17,10.75,,
1998-11-18,11.0,,
1998-11-19,11.03,,
1998-11-20,10.94,,
1998-11-23,10.81,,
1998-11-24,10.59,,
1998-11-25,10.69,,
1998-11-27,10.88,,
1998-11-30,10.63,,
1998-12-01,10.5,,
1998-12-02,10.94,,
1998-12-03,11.19,,
1998-12-04,11.09,,
1998-12-07,11.06,,
1998-12-08,11.25,,
1998-12-09,10.88,,
1998-12-10,10.72,,
1998-12-11,10.72,,
1998-12-14,9.88,,
1998-12-15,10.0,,
1998-12-16,10.0,,
1998-12-17,9.88,,
1998-12-18,10.06,,
1998-12-21,10.5,,
1998-12-22,10.5,,
1998-12-23,10.34,,
1998-12-24,10.31,,
1998-12-28,10.19,,
1998-12-29,10.09,,
1998-12-30,10.09,,
1998-12-31,10.5,,
1999-01-04,10.31,,
1999-01-05,10.31,,
1999-01-06,10.31,,
1999-01-07,10.41,,
1999-01-08,10.25,,
1999-01-11,10.28,,
1999-01-12,9.88,,
1999-01-13,9.63,,
1999-01-14,9.88,,
1999-01-15,9.97,,
1999-01-19,10.19,,
1999-01-20,10.63,,
1999-01-21,10.53,,
1999-01-22,10.0,,
1999-01-25,10.13,,
1999-01-26,10.0,,
1999-01-27,9.75,,
1999-01-28,10.0,,
1999-01-29,10.31,,
1999-02-01,9.97,,
1999-02-02,10.0,,
1999-02-03,9.84,,
1999-02-04,10.06,,
1999-02-05,10.38,,
1999-02-08,10.41,,
1999-02-09,10.34,,
1999-02-10,10.06,,
1999-02-11,9.97,,
1999-02-12,10.0,,
1999-02-16,10.0,,
1999-02-17,9.81,,
1999-02-18,9.81,,
1999-02-19,9.63,,
1999-02-22,9.5,,
1999-02-23,9.5,,
1999-02-24,9.44,,
1999-02-25,9.56,,
1999-02-26,10.0,,
1999-03-01,10.25,,
1999-03-02,10.38,,
1999-03-03,10.5,,
1999-03-04,10.5,,
1999-03-05,10.56,,
1999-03-08,10.44,,
1999-03-09,10.38,,
1999-03-10,10.38,,
1999-03-11,10.25,,
1999-03-12,10.19,,
1999-03-15,10.44,,
1999-03-16,10.22,,
1999-03-17,10.25,,
1999-03-18,10.31,,
1999-03-19,10.38,,
1999-03-22,10.22,,
1999-03-23,10.13,,
1999-03-24,10.06,,
1999-03-25,10.25,,
1999-03-26,10.16,,
1999-03-29,10.25,,
1999-03-30,10.25,,
1999-03-31,10.13,,
1999-04-01,10.53,,
1999-04-05,10.56,,
1999-04-06,10.81,,
1999-04-07,10.75,,
1999-04-08,10.75,,
1999-04-09,11.25,,
1999-04-12,11.34,,
1999-04-13,11.56,,
1999-04-14,11.63,,
1999-04-15,11.56,,
1999-04-16,11.78,,
1999-04-19,11.81,,
1999-04-20,11.44,,
1999-04-21,11.75,,
1999-04-22,12.0,,
1999-04-23,12.06,,
1999-04-26,12.66,,
1999-04-27,12.84,,
1999-04-28,14.0,,
1999-04-29,14.09,,
1999-04-30,14.0,,
1999-05-03,13.81,,
1999-05-04,13.5,,
1999-05-05,13.56,,
1999-05-06,13.5,,
1999-05-07,13.69,,
1999-05-10,13.69,,
1999-05-11,14.06,,
1999-05-12,14.16,,
1999-05-13,14.13,,
1999-05-14,13.94,,
1999-05-17,13.69,,
1999-05-18,13.44,,
1999-05-19,13.47,,
1999-05-20,13.63,,
1999-05-21,13.81,,
1999-05-24,13.94,,
1999-05-25,13.88,,
1999-05-26,13.5,,
1999-05-27,13.69,,
1999-05-28,14.09,,
1999-06-01,14.06,,
1999-06-02,14.19,,
1999-06-03,14.38,,
1999-06-04,14.44,,
1999-06-07,14.5,,
1999-06-08,14.41,,
1999-06-09,14.25,,
1999-06-10,14.28,,
1999-06-11,14.13,,
1999-06-14,14.25,,
1999-06-15,14.31,,
1999-06-16,14.19,,
1999-06-17,13.94,,
1999-06-18,13.81,,
1999-06-21,14.0,,
1999-06-22,13.94,,
1999-06-23,13.81,,
1999-06-24,13.94,,
1999-06-25,13.72,,
1999-06-28,14.13,,
1999-06-29,14.13,,
1999-06-30,13.06,,
1999-07-01,13.56,,
1999-07-02,13.63,,
1999-07-06,13.53,,
1999-07-07,13.34,,
1999-07-08,12.81,,
1999-07-09,13.25,,
1999-07-12,13.13,,
1999-07-13,13.25,,
1999-07-14,13.44,,
1999-07-15,13.69,,
1999-07-16,13.63,,
1999-07-19,13.88,,
1999-07-20,13.5,,
1999-07-21,13.63,,
1999-07-22,13.56,,
1999-07-23,13.31,,
1999-07-26,13.56,,
1999-07-27,13.22,,
1999-07-28,13.19,,
1999-07-29,13.31,,
1999-07-30,13.66,,
1999-08-02,13.69,,
1999-08-03,13.56,,
1999-08-04,13.5,,
1999-08-05,13.38,,
1999-08-06,13.38,,
1999-08-09,13.25,,
1999-08-10,13.19,,
1999-08-11,13.38,,
1999-08-12,13.38,,
1999-08-13,13.38,,
1999-08-16,13.25,,
1999-08-17,13.31,,
1999-08-18,13.31,,
1999-08-19,13.44,,
1999-08-20,13.25,,
1999-08-23,13.25,,
1999-08-24,13.19,,
1999-08-25,13.22,,
1999-08-26,13.25,,
1999-08-27,13.56,,
1999-08-30,13.41,,
1999-08-31,13.31,,
1999-09-01,13.38,,
1999-09-02,13.41,,
1999-09-03,13.44,,
1999-09-07,13.44,,
1999-09-08,13.5,,
1999-09-09,13.44,,
1999-09-10,13.63,,
1999-09-13,13.5,,
1999-09-14,13.5,,
1999-09-15,13.56,,
1999-09-16,13.5,,
1999-09-17,13.38,,
1999-09-20,13.31,,
1999-09-21,13.28,,
1999-09-22,13.19,,
1999-09-23,12.81,,
1999-09-24,13.13,,
1999-09-27,13.38,,
1999-09-28,13.63,,
1999-09-29,13.75,,
1999-09-30,13.69,,
1999-10-01,13.63,,
1999-10-04,13.56,,
1999-10-05,13.56,,
1999-10-06,13.56,,
1999-10-07,13.44,,
1999-10-08,13.44,,
1999-10-11,13.13,,
1999-10-12,13.0,,
1999-10-13,12.88,,
1999-10-14,12.63,,
1999-10-15,12.06,,
1999-10-18,11.97,,
1999-10-19,11.56,,
1999-10-20,11.69,,
1999-10-21,12.13,,
1999-10-22,12.13,,
1999-10-25,11.72,,
1999-10-26,11.69,,
1999-10-27,11.66,,
1999-10-28,11.78,,
1999-10-29,12.0,,
1999-11-01,12.25,,
1999-11-02,12.22,,
1999-11-03,12.13,,
1999-11-04,12.06,,
1999-11-05,12.13,,
1999-11-08,12.13,,
1999-11-09,12.38,,
1999-11-10,12.31,,
1999-11-11,12.0,,
1999-11-12,11.94,,
1999-11-15,11.94,,
1999-11-16,11.91,,
1999-11-17,11.88,,
1999-11-18,12.06,,
1999-11-19,12.19,,
1999-11-22,12.0,,
1999-11-23,11.88,,
1999-11-24,12.06,,
1999-11-26,12.31,,
1999-11-29,12.44,,
1999-11-30,12.34,,
1999-12-01,12.44,,
1999-12-02,12.38,,
1999-12-03,12.5,,
1999-12-06,12.44,,
1999-12-07,12.25,,
1999-12-08,12.5,,
1999-12-09,12.19,,
1999-12-10,11.88,,
1999-12-13,11.63,,
1999-12-14,11.53,,
1999-12-15,11.41,,
1999-12-16,11.5,,
1999-12-17,11.56,,
1999-12-20,11.94,,
1999-12-21,12.0,,
1999-12-22,12.06,,
1999-12-23,11.75,,
1999-12-27,11.88,,
1999-12-28,11.75,,
1999-12-29,11.53,,
