date,MS,dcf,Deviation
1993-11-12,9.75,,
1993-11-15,9.56,,
1993-11-16,9.5,,
1993-11-17,9.56,,
1993-11-18,9.5,,
1993-11-19,9.09,,
1993-11-22,8.81,,
1993-11-23,9.38,,
1993-11-24,9.34,,
1993-11-26,9.31,,
1993-11-29,9.47,,
1993-11-30,9.5,,
1993-12-01,9.72,,
1993-12-02,9.59,,
1993-12-03,9.72,,
1993-12-06,9.75,,
1993-12-07,9.63,,
1993-12-08,9.53,,
1993-12-09,9.72,,
1993-12-10,9.69,,
1993-12-13,9.78,,
1993-12-14,9.69,,
1993-12-15,9.53,,
1993-12-16,9.44,,
1993-12-17,9.5,,
1993-12-20,9.5,,
1993-12-21,9.44,,
1993-12-22,9.53,,
1993-12-23,9.44,,
1993-12-27,9.25,,
1993-12-28,9.03,,
1993-12-29,8.84,,
1993-12-30,8.78,,
1993-12-31,8.66,,
1994-01-03,8.75,,
1994-01-04,8.78,,
1994-01-05,8.72,,
1994-01-06,8.72,,
1994-01-07,9.0,,
1994-01-10,9.06,,
1994-01-11,9.28,,
1994-01-12,9.53,,
1994-01-13,9.69,,
1994-01-14,9.88,,
1994-01-17,9.72,,
1994-01-18,9.75,,
1994-01-19,9.63,,
1994-01-20,9.75,,
1994-01-21,9.59,,
1994-01-24,9.59,,
1994-01-25,9.44,,
1994-01-26,9.53,,
1994-01-27,9.66,,
1994-01-28,9.66,,
1994-01-31,9.59,,
1994-02-01,9.63,,
1994-02-02,9.63,,
1994-02-03,9.59,,
1994-02-04,9.28,,
1994-02-07,9.03,,
1994-02-08,8.94,,
1994-02-09,9.06,,
1994-02-10,8.94,,
1994-02-11,8.97,,
1994-02-14,8.91,,
1994-02-15,8.69,,
1994-02-16,8.69,,
1994-02-17,8.78,,
1994-02-18,8.78,,
1994-02-22,8.69,,
1994-02-23,8.66,,
1994-02-24,8.66,,
1994-02-25,8.84,,
1994-02-28,9.0,,
1994-03-01,8.91,,
1994-03-02,8.81,,
1994-03-03,8.88,,
1994-03-04,8.56,,
1994-03-07,8.44,,
1994-03-08,8.5,,
1994-03-09,8.56,,
1994-03-10,8.53,,
1994-03-11,8.81,,
1994-03-14,9.0,,
1994-03-15,9.09,,
1994-03-16,9.0,,
1994-03-17,9.09,,
1994-03-18,8.94,,
1994-03-21,8.97,,
1994-03-22,8.97,,
1994-03-23,9.16,,
1994-03-24,9.0,,
1994-03-25,8.84,,
1994-03-28,8.5,,
1994-03-29,8.44,,
1994-03-30,8.09,,
1994-03-31,8.16,,
1994-04-04,8.06,,
1994-04-05,8.5,,
1994-04-06,8.59,,
1994-04-07,8.69,,
1994-04-08,8.72,,
1994-04-11,8.69,,
1994-04-12,8.59,,
1994-04-13,8.41,,
1994-04-14,8.41,,
1994-04-15,8.34,,
1994-04-18,8.53,,
1994-04-19,8.44,,
1994-04-20,8.94,,
1994-04-21,8.97,,
1994-04-22,9.34,,
1994-04-25,9.53,,
1994-04-26,9.31,,
1994-04-28,9.38,,
1994-04-29,9.41,,
1994-05-02,9.53,,
1994-05-03,9.78,,
1994-05-04,9.63,,
1994-05-05,9.63,,
1994-05-06,9.5,,
1994-05-09,9.38,,
1994-05-10,9.53,,
1994-05-11,9.31,,
1994-05-12,9.56,,
1994-05-13,9.81,,
1994-05-16,9.72,,
1994-05-17,9.69,,
1994-05-18,9.88,,
1994-05-19,9.91,,
1994-05-20,9.75,,
1994-05-23,9.88,,
1994-05-24,10.16,,
1994-05-25,10.03,,
1994-05-26,9.97,,
1994-05-27,10.0,,
1994-05-31,9.75,,
1994-06-01,9.81,,
1994-06-02,9.81,,
1994-06-03,9.81,,
1994-06-06,9.66,,
1994-06-07,9.63,,
1994-06-08,9.91,,
1994-06-09,9.88,,
1994-06-10,10.03,,
1994-06-13,9.94,,
1994-06-14,10.09,,
1994-06-15,10.19,,
1994-06-16,10.03,,
1994-06-17,9.91,,
1994-06-20,9.66,,
1994-06-21,9.38,,
1994-06-22,9.53,,
1994-06-23,9.25,,
1994-06-24,8.91,,
1994-06-27,9.34,,
1994-06-28,9.16,,
1994-06-29,9.38,,
1994-06-30,9.38,,
1994-07-01,9.56,,
1994-07-05,9.38,,
1994-07-06,9.25,,
1994-07-07,9.09,,
1994-07-08,9.31,,
1994-07-11,9.34,,
1994-07-12,9.25,,
1994-07-13,9.38,,
1994-07-14,9.59,,
1994-07-15,9.63,,
1994-07-18,9.75,,
1994-07-19,9.75,,
1994-07-20,9.59,,
1994-07-21,9.84,,
1994-07-22,9.97,,
1994-07-25,10.16,,
1994-07-26,10.06,,
1994-07-27,9.91,,
1994-07-28,9.88,,
1994-07-29,10.03,,
1994-08-01,10.16,,
1994-08-02,9.94,,
1994-08-03,9.94,,
1994-08-04,9.97,,
1994-08-05,9.88,,
1994-08-08,9.91,,
1994-08-09,10.03,,
1994-08-10,9.94,,
1994-08-11,10.03,,
1994-08-12,10.06,,
1994-08-15,10.0,,
1994-08-16,9.91,,
1994-08-17,9.94,,
1994-08-18,9.88,,
1994-08-19,9.84,,
1994-08-22,9.94,,
1994-08-23,10.03,,
1994-08-24,10.16,,
1994-08-25,10.03,,
1994-08-26,10.13,,
1994-08-29,10.34,,
1994-08-30,10.78,,
1994-08-31,10.66,,
1994-09-01,10.66,,
1994-09-02,10.59,,
1994-09-06,10.47,,
1994-09-07,10.41,,
1994-09-08,10.59,,
1994-09-09,10.47,,
1994-09-12,10.41,,
1994-09-13,10.53,,
1994-09-14,10.59,,
1994-09-15,10.69,,
1994-09-16,10.56,,
1994-09-19,10.63,,
1994-09-20,10.41,,
1994-09-21,10.13,,
1994-09-22,9.94,,
1994-09-23,9.63,,
1994-09-26,9.47,,
1994-09-27,9.56,,
1994-09-28,9.47,,
1994-09-29,9.53,,
1994-09-30,9.41,,
1994-10-03,9.22,,
1994-10-04,9.06,,
1994-10-05,8.84,,
1994-10-06,8.72,,
1994-10-07,8.72,,
1994-10-10,8.94,,
1994-10-11,8.84,,
1994-10-12,8.94,,
1994-10-13,9.03,,
1994-10-14,9.13,,
1994-10-17,9.16,,
1994-10-18,9.22,,
1994-10-19,9.31,,
1994-10-20,8.97,,
1994-10-21,8.88,,
1994-10-24,9.0,,
1994-10-25,8.84,,
1994-10-26,9.13,,
1994-10-27,9.44,,
1994-10-28,9.84,,
1994-10-31,9.66,,
1994-11-01,9.56,,
1994-11-02,9.44,,
1994-11-03,9.44,,
1994-11-04,9.13,,
1994-11-07,9.28,,
1994-11-08,9.34,,
1994-11-09,9.38,,
1994-11-10,9.28,,
1994-11-11,9.16,,
1994-11-14,9.41,,
1994-11-15,9.41,,
1994-11-16,9.16,,
1994-11-17,8.94,,
1994-11-18,8.81,,
1994-11-21,8.66,,
1994-11-22,8.5,,
1994-11-23,8.59,,
1994-11-25,8.66,,
1994-11-28,8.69,,
1994-11-29,8.59,,
1994-11-30,8.75,,
1994-12-01,8.72,,
1994-12-02,8.78,,
1994-12-05,8.63,,
1994-12-06,8.59,,
1994-12-07,8.22,,
1994-12-08,8.06,,
1994-12-09,8.09,,
1994-12-12,8.09,,
1994-12-13,8.19,,
1994-12-14,8.44,,
1994-12-15,8.41,,
1994-12-16,8.41,,
1994-12-19,8.38,,
1994-12-20,8.44,,
1994-12-21,8.5,,
1994-12-22,8.47,,
1994-12-23,8.47,,
1994-12-27,8.47,,
1994-12-28,8.41,,
1994-12-29,8.34,,
1994-12-30,8.47,,
1995-01-03,8.41,,
1995-01-04,8.72,,
1995-01-05,8.66,,
1995-01-06,8.59,,
1995-01-09,8.5,,
1995-01-10,8.69,,
1995-01-11,8.63,,
1995-01-12,8.53,,
1995-01-13,8.66,,
1995-01-16,9.06,,
1995-01-17,8.91,,
1995-01-18,8.91,,
1995-01-19,8.75,,
1995-01-20,8.78,,
1995-01-23,8.63,,
1995-01-24,9.03,,
1995-01-25,9.22,,
1995-01-26,9.25,,
1995-01-27,9.56,,
1995-01-30,9.28,,
1995-01-31,9.34,,
1995-02-01,9.56,,
1995-02-02,9.69,,
1995-02-03,10.25,,
1995-02-06,10.09,,
1995-02-07,10.0,,
1995-02-08,10.03,,
1995-02-09,10.22,,
1995-02-10,10.03,,
1995-02-13,9.91,,
1995-02-14,9.97,,
1995-02-15,10.25,,
1995-02-16,10.19,,
1995-02-17,10.09,,
1995-02-21,10.0,,
1995-02-22,10.09,,
1995-02-23,10.0,,
1995-02-24,10.16,,
1995-02-27,9.91,,
1995-02-28,10.03,,
1995-03-01,10.25,,
1995-03-02,10.25,,
1995-03-03,10.03,,
1995-03-06,9.91,,
1995-03-07,9.88,,
1995-03-08,9.97,,
1995-03-09,10.06,,
1995-03-10,10.5,,
1995-03-13,10.66,,
1995-03-14,10.63,,
1995-03-15,10.72,,
1995-03-16,10.75,,
1995-03-17,10.72,,
1995-03-20,10.66,,
1995-03-21,10.44,,
1995-03-22,10.28,,
1995-03-23,10.28,,
1995-03-24,10.41,,
1995-03-27,10.5,,
1995-03-28,10.34,,
1995-03-29,10.25,,
1995-03-30,10.06,,
1995-03-31,10.19,,
1995-04-03,10.13,,
1995-04-04,10.22,,
1995-04-05,10.34,,
1995-04-06,10.63,,
1995-04-07,10.72,,
1995-04-10,10.59,,
1995-04-11,10.53,,
1995-04-12,11.06,,
1995-04-13,11.0,,
1995-04-17,10.75,,
1995-04-18,10.69,,
1995-04-19,10.81,,
1995-04-20,10.97,,
1995-04-21,11.0,,
1995-04-24,11.25,,
1995-04-25,10.88,,
1995-04-26,10.81,,
1995-04-27,10.78,,
1995-04-28,10.59,,
1995-05-01,10.78,,
1995-05-02,10.84,,
1995-05-03,11.16,,
1995-05-04,11.25,,
1995-05-05,11.41,,
1995-05-08,11.72,,
1995-05-09,11.59,,
1995-05-10,11.5,,
1995-05-11,11.47,,
1995-05-12,11.69,,
1995-05-15,11.88,,
1995-05-16,11.88,,
1995-05-17,11.91,,
1995-05-18,11.69,,
1995-05-19,11.69,,
1995-05-22,11.69,,
1995-05-23,11.72,,
1995-05-24,12.0,,
1995-05-25,11.66,,
1995-05-26,11.53,,
1995-05-30,11.44,,
1995-05-31,11.88,,
1995-06-01,11.75,,
1995-06-02,11.91,,
1995-06-05,11.94,,
1995-06-06,11.97,,
1995-06-07,11.78,,
1995-06-08,11.59,,
1995-06-09,11.34,,
1995-06-12,11.44,,
1995-06-13,11.78,,
1995-06-14,11.72,,
1995-06-15,11.53,,
1995-06-16,11.56,,
1995-06-19,11.63,,
1995-06-20,11.97,,
1995-06-21,11.88,,
1995-06-22,11.97,,
1995-06-23,11.94,,
1995-06-26,12.03,,
1995-06-27,11.97,,
1995-06-28,11.63,,
1995-06-29,11.69,,
1995-06-30,11.75,,
1995-07-03,11.69,,
1995-07-05,11.91,,
1995-07-06,12.03,,
1995-07-07,12.47,,
1995-07-10,12.44,,
1995-07-11,12.31,,
1995-07-12,12.44,,
1995-07-13,12.38,,
1995-07-14,12.34,,
1995-07-17,12.31,,
1995-07-18,12.28,,
1995-07-19,12.09,,
1995-07-20,12.13,,
1995-07-21,11.91,,
1995-07-24,12.0,,
1995-07-25,12.31,,
1995-07-26,12.38,,
1995-07-27,12.66,,
1995-07-28,12.59,,
1995-07-31,12.63,,
1995-08-01,12.47,,
1995-08-02,12.41,,
1995-08-03,12.22,,
1995-08-04,12.16,,
1995-08-07,12.34,,
1995-08-08,12.09,,
1995-08-09,12.09,,
1995-08-10,12.06,,
1995-08-11,11.94,,
1995-08-14,11.97,,
1995-08-15,11.94,,
1995-08-16,12.0,,
1995-08-17,12.0,,
1995-08-18,11.94,,
1995-08-21,11.91,,
1995-08-22,12.22,,
1995-08-23,12.19,,
1995-08-24,12.44,,
1995-08-25,12.53,,
1995-08-28,12.75,,
1995-08-29,12.69,,
1995-08-30,12.63,,
1995-08-31,12.81,,
1995-09-01,13.13,,
1995-09-05,13.56,,
1995-09-06,13.81,,
1995-09-07,13.72,,
1995-09-08,14.09,,
1995-09-11,14.13,,
1995-09-12,14.25,,
1995-09-13,14.44,,
1995-09-14,14.47,,
1995-09-15,14.44,,
1995-09-18,14.25,,
1995-09-19,13.81,,
1995-09-20,13.63,,
1995-09-21,13.72,,
1995-09-22,13.47,,
1995-09-25,13.34,,
1995-09-26,13.41,,
1995-09-27,13.41,,
1995-09-28,13.88,,
1995-09-29,14.06,,
1995-10-02,13.5,,
1995-10-03,13.56,,
1995-10-04,13.5,,
1995-10-05,13.53,,
1995-10-06,13.78,,
1995-10-09,13.41,,
1995-10-10,13.28,,
1995-10-11,13.72,,
1995-10-12,13.78,,
1995-10-13,13.59,,
1995-10-16,13.53,,
1995-10-17,13.72,,
1995-10-18,13.72,,
1995-10-19,13.47,,
1995-10-20,13.0,,
1995-10-23,12.88,,
1995-10-24,12.56,,
1995-10-25,12.28,,
1995-10-26,12.34,,
1995-10-27,12.5,,
1995-10-30,12.47,,
1995-10-31,12.44,,
1995-11-01,12.78,,
1995-11-02,12.81,,
1995-11-03,12.91,,
1995-11-06,12.75,,
1995-11-07,12.56,,
1995-11-08,12.75,,
1995-11-09,12.88,,
1995-11-10,12.5,,
1995-11-13,12.38,,
1995-11-14,12.41,,
1995-11-15,12.5,,
1995-11-16,13.06,,
1995-11-17,12.94,,
1995-11-20,12.53,,
1995-11-21,12.34,,
1995-11-22,12.59,,
1995-11-24,12.66,,
1995-11-27,12.63,,
1995-11-28,12.59,,
1995-11-29,12.78,,
1995-11-30,12.75,,
1995-12-01,12.66,,
1995-12-04,12.72,,
1995-12-05,12.84,,
1995-12-06,12.97,,
1995-12-07,12.94,,
1995-12-08,12.91,,
1995-12-11,12.97,,
1995-12-12,12.81,,
1995-12-13,12.66,,
1995-12-14,12.34,,
1995-12-15,12.25,,
1995-12-18,12.03,,
1995-12-19,11.94,,
1995-12-20,11.63,,
1995-12-21,11.75,,
1995-12-22,11.97,,
1995-12-26,12.24,,
1995-12-27,12.06,,
1995-12-28,11.72,,
1995-12-29,11.75,,
1996-01-02,11.81,,
1996-01-03,11.91,,
1996-01-04,11.78,,
1996-01-05,11.63,,
1996-01-08,11.66,,
1996-01-09,11.75,,
1996-01-10,11.31,,
1996-01-11,11.34,,
1996-01-12,11.41,,
1996-01-15,11.28,,
1996-01-16,11.59,,
1996-01-17,12.16,,
1996-01-18,12.38,,
1996-01-19,12.81,,
1996-01-22,12.44,,
1996-01-23,12.44,,
1996-01-24,12.5,,
1996-01-25,12.66,,
1996-01-26,12.81,,
1996-01-29,12.72,,
1996-01-30,12.97,,
1996-01-31,13.53,,
1996-02-01,13.44,,
1996-02-02,13.22,,
1996-02-05,13.47,,
1996-02-06,13.59,,
1996-02-07,13.59,,
1996-02-08,13.75,,
1996-02-09,13.84,,
1996-02-12,14.06,,
1996-02-13,13.97,,
1996-02-14,13.78,,
1996-02-15,13.66,,
1996-02-16,13.5,,
1996-02-20,13.19,,
1996-02-21,13.41,,
1996-02-22,13.88,,
1996-02-23,14.13,,
1996-02-26,13.78,,
1996-02-27,13.69,,
1996-02-28,13.66,,
1996-02-29,13.44,,
1996-03-01,13.28,,
1996-03-04,13.19,,
1996-03-05,13.47,,
1996-03-06,13.41,,
1996-03-07,13.47,,
1996-03-08,12.84,,
1996-03-11,12.97,,
1996-03-12,13.13,,
1996-03-13,13.19,,
1996-03-14,13.34,,
1996-03-15,13.38,,
1996-03-18,13.47,,
1996-03-19,13.31,,
1996-03-20,13.5,,
1996-03-21,13.47,,
1996-03-22,13.66,,
1996-03-25,13.94,,
1996-03-26,14.19,,
1996-03-27,14.13,,
1996-03-28,14.16,,
1996-03-29,14.31,,
1996-04-01,14.59,,
1996-04-02,14.84,,
1996-04-03,14.66,,
1996-04-04,14.63,,
1996-04-08,13.81,,
1996-04-09,13.5,,
1996-04-10,13.28,,
1996-04-11,12.81,,
1996-04-12,13.13,,
1996-04-15,13.44,,
1996-04-16,13.13,,
1996-04-17,13.22,,
1996-04-18,13.22,,
1996-04-19,13.34,,
1996-04-22,13.38,,
1996-04-23,13.53,,
1996-04-24,13.47,,
1996-04-25,13.47,,
1996-04-26,13.59,,
1996-04-29,13.66,,
1996-04-30,13.63,,
1996-05-01,13.77,,
1996-05-02,13.53,,
1996-05-03,13.38,,
1996-05-06,13.38,,
1996-05-07,13.56,,
1996-05-08,13.88,,
1996-05-09,13.69,,
1996-05-10,14.06,,
1996-05-13,14.41,,
1996-05-14,14.34,,
1996-05-15,14.41,,
1996-05-16,14.22,,
1996-05-17,14.63,,
1996-05-20,14.72,,
1996-05-21,15.13,,
1996-05-22,15.44,,
1996-05-23,15.06,,
1996-05-24,15.22,,
1996-05-28,15.09,,
1996-05-29,14.88,,
1996-05-30,15.06,,
1996-05-31,14.81,,
1996-06-03,14.78,,
1996-06-04,15.0,,
1996-06-05,15.22,,
1996-06-06,15.09,,
1996-06-07,15.22,,
1996-06-10,15.22,,
1996-06-11,15.09,,
1996-06-12,14.97,,
1996-06-13,14.97,,
1996-06-14,15.0,,
1996-06-17,14.84,,
1996-06-18,14.72,,
1996-06-19,14.63,,
1996-06-20,14.41,,
1996-06-21,14.0,,
1996-06-24,13.69,,
1996-06-25,13.91,,
1996-06-26,14.13,,
1996-06-27,14.19,,
1996-06-28,14.28,,
1996-07-01,14.41,,
1996-07-02,14.16,,
1996-07-03,13.97,,
1996-07-05,13.44,,
1996-07-08,13.34,,
1996-07-09,13.53,,
1996-07-10,13.47,,
1996-07-11,13.13,,
1996-07-12,13.28,,
1996-07-15,13.0,,
1996-07-16,12.97,,
1996-07-17,13.19,,
1996-07-18,13.06,,
1996-07-19,12.84,,
1996-07-22,12.44,,
1996-07-23,12.47,,
1996-07-24,12.31,,
1996-07-25,12.44,,
1996-07-26,12.63,,
1996-07-29,12.63,,
1996-07-30,12.75,,
1996-07-31,12.72,,
1996-08-01,13.19,,
1996-08-02,14.0,,
1996-08-05,13.34,,
1996-08-06,13.13,,
1996-08-07,13.31,,
1996-08-08,13.13,,
1996-08-09,13.31,,
1996-08-12,13.22,,
1996-08-13,12.97,,
1996-08-14,13.0,,
1996-08-15,12.94,,
1996-08-16,12.97,,
1996-08-19,13.03,,
1996-08-20,13.13,,
1996-08-21,13.03,,
1996-08-22,13.25,,
1996-08-23,12.94,,
1996-08-26,12.81,,
1996-08-27,12.78,,
1996-08-28,12.69,,
1996-08-29,12.59,,
1996-08-30,12.5,,
1996-09-03,12.56,,
1996-09-04,12.53,,
1996-09-05,12.44,,
1996-09-06,12.5,,
1996-09-09,12.94,,
1996-09-10,12.69,,
1996-09-11,12.94,,
1996-09-12,13.16,,
1996-09-13,13.44,,
1996-09-16,13.56,,
1996-09-17,13.28,,
1996-09-18,13.22,,
1996-09-19,13.19,,
1996-09-20,13.31,,
1996-09-23,13.34,,
1996-09-24,13.22,,
1996-09-25,13.22,,
1996-09-26,13.63,,
1996-09-27,13.63,,
1996-09-30,13.75,,
1996-10-01,13.91,,
1996-10-02,14.19,,
1996-10-03,14.09,,
1996-10-04,14.31,,
1996-10-07,14.41,,
1996-10-08,14.19,,
1996-10-09,14.47,,
1996-10-10,14.44,,
1996-10-11,14.5,,
1996-10-14,14.69,,
1996-10-15,14.72,,
1996-10-16,14.63,,
1996-10-17,15.0,,
1996-10-18,15.13,,
1996-10-21,14.88,,
1996-10-22,14.66,,
1996-10-23,14.94,,
1996-10-24,14.78,,
1996-10-25,14.56,,
1996-10-28,14.34,,
1996-10-29,14.78,,
1996-10-30,14.72,,
1996-10-31,14.72,,
1996-11-01,14.84,,
1996-11-04,14.81,,
1996-11-05,15.28,,
1996-11-06,15.5,,
1996-11-07,15.72,,
1996-11-08,15.88,,
1996-11-11,15.75,,
1996-11-12,15.72,,
1996-11-13,16.03,,
1996-11-14,16.06,,
1996-11-15,16.06,,
1996-11-18,16.09,,
1996-11-19,16.03,,
1996-11-20,16.13,,
1996-11-21,16.22,,
1996-11-22,16.66,,
1996-11-25,17.0,,
1996-11-26,17.0,,
1996-11-27,16.97,,
1996-11-29,17.09,,
1996-12-02,16.91,,
1996-12-03,16.66,,
1996-12-04,16.41,,
1996-12-05,16.56,,
1996-12-06,16.38,,
1996-12-09,16.47,,
1996-12-10,16.44,,
1996-12-11,16.28,,
1996-12-12,16.09,,
1996-12-13,16.16,,
1996-12-16,16.13,,
1996-12-17,16.5,,
1996-12-18,16.72,,
1996-12-19,16.78,,
1996-12-20,16.75,,
1996-12-23,16.88,,
1996-12-24,16.94,,
1996-12-26,16.84,,
1996-12-27,16.81,,
1996-12-30,16.91,,
1996-12-31,16.56,,
1997-01-02,16.56,,
1997-01-03,16.91,,
1997-01-06,16.91,,
1997-01-07,17.0,,
1997-01-08,16.81,,
1997-01-09,17.03,,
1997-01-10,16.94,,
1997-01-13,17.13,,
1997-01-14,17.56,,
1997-01-15,17.13,,
1997-01-16,17.31,,
1997-01-17,17.75,,
1997-01-20,18.25,,
1997-01-21,18.56,,
1997-01-22,19.0,,
1997-01-23,18.75,,
1997-01-24,18.63,,
1997-01-27,18.5,,
1997-01-28,18.31,,
1997-01-29,18.44,,
1997-01-30,18.88,,
1997-01-31,19.06,,
1997-02-03,19.19,,
1997-02-04,19.31,,
1997-02-05,20.31,,
1997-02-06,20.56,,
1997-02-07,21.0,,
1997-02-10,20.94,,
1997-02-11,20.81,,
1997-02-12,20.44,,
1997-02-13,21.0,,
1997-02-14,21.19,,
1997-02-18,21.75,,
1997-02-19,21.88,,
1997-02-20,21.25,,
1997-02-21,20.63,,
1997-02-24,20.31,,
1997-02-25,20.56,,
1997-02-26,20.06,,
1997-02-27,19.25,,
1997-02-28,19.19,,
1997-03-03,19.81,,
1997-03-04,19.5,,
1997-03-05,20.06,,
1997-03-06,20.31,,
1997-03-07,20.0,,
1997-03-10,19.94,,
1997-03-11,20.13,,
1997-03-12,19.81,,
1997-03-13,19.06,,
1997-03-14,19.38,,
1997-03-17,19.13,,
1997-03-18,18.56,,
1997-03-19,19.0,,
1997-03-20,18.88,,
1997-03-21,19.31,,
1997-03-24,19.06,,
1997-03-25,19.0,,
1997-03-26,18.63,,
1997-03-27,18.0,,
1997-03-31,17.44,,
1997-04-01,18.38,,
1997-04-02,17.25,,
1997-04-03,17.94,,
1997-04-04,18.5,,
1997-04-07,18.63,,
1997-04-08,18.5,,
1997-04-09,18.44,,
1997-04-10,18.13,,
1997-04-11,17.69,,
1997-04-14,18.0,,
1997-04-15,18.06,,
1997-04-16,18.13,,
1997-04-17,18.19,,
1997-04-18,18.25,,
1997-04-21,17.81,,
1997-04-22,18.13,,
1997-04-23,17.81,,
1997-04-24,17.63,,
1997-04-25,17.44,,
1997-04-28,17.63,,
1997-04-29,18.88,,
1997-04-30,19.13,,
1997-05-01,19.13,,
1997-05-02,19.63,,
1997-05-05,20.19,,
1997-05-06,20.0,,
1997-05-07,19.38,,
1997-05-08,19.5,,
1997-05-09,19.69,,
1997-05-12,19.88,,
1997-05-13,19.69,,
1997-05-14,19.81,,
1997-05-15,19.81,,
1997-05-16,19.56,,
1997-05-19,19.88,,
1997-05-20,20.5,,
1997-05-21,20.06,,
