date,MS,dcf,Deviation
2004-04-15,53.5,84.91466559299789,-0.36995571228615143
2004-04-16,54.53,84.6546655929979,-0.35585357737789736
2004-04-19,54.27,83.4246655929979,-0.3494729692443015
2004-04-20,53.04,83.16466559299789,-0.36222914356952884
2004-04-21,52.78,83.86466559299788,-0.3706527102111671
2004-04-22,53.48,83.41466559299789,-0.3588657387785621
2004-04-23,53.03,84.0446655929979,-0.36902598605356174
2004-04-26,53.66,83.95466559299788,-0.3608455275119882
2004-04-27,53.57,82.7846655929979,-0.3528994818512492
2004-04-28,52.4,82.74466559299789,-0.3667265481772126
2004-04-29,52.36,81.77466559299789,-0.35970389337203934
2004-04-30,51.39,81.85466559299789,-0.3721799529971317
2004-05-03,51.47,82.86466559299788,-0.3788667385348231
2004-05-04,52.48,82.88466559299789,-0.3668310100000751
2004-05-05,52.5,82.70466559299788,-0.36521114469695815
2004-05-06,52.32,82.3246655929979,-0.36446750651058746
2004-05-07,51.94,82.48466559299789,-0.37030720041605913
2004-05-10,52.1,82.8246655929979,-0.37096033377278614
2004-05-11,52.44,83.16466559299789,-0.36944374601783736
2004-05-12,52.78,83.0346655929979,-0.3643618647336275
2004-05-13,52.65,82.4646655929979,-0.3615447340821991
2004-05-14,52.08,80.99466559299789,-0.3569946907157502
2004-05-17,50.61,81.70466559299788,-0.38057392888543573
2004-05-18,51.32,82.38466559299789,-0.37706854023618397
2004-05-19,52.0,82.6446655929979,-0.3708002854523532
2004-05-20,52.26,82.91466559299789,-0.3697134321625566
2004-05-21,52.53,83.66466559299789,-0.3721363776729615
2004-05-24,53.28,84.2646655929979,-0.36770650396519955
2004-05-25,53.88,84.58466559299788,-0.36300510710465805
2004-05-26,54.2,84.4346655929979,-0.3580835594083911
2004-05-27,54.05,83.8946655929979,-0.35573972888556127
2004-05-28,53.51,82.27026134108199,-0.34958271521522977
2004-06-01,53.33,82.22026134108201,-0.3513764231572293
2004-06-02,53.28,80.940261341082,-0.3417367436524791
2004-06-03,52.0,81.97026134108201,-0.36562359141901934
2004-06-04,53.03,83.58026134108201,-0.3655200504388194
2004-06-07,54.64,83.50026134108201,-0.3456307905815236
2004-06-08,54.56,82.840261341082,-0.34138305315868556
2004-06-09,53.9,82.17026134108198,-0.3440449242790461
2004-06-10,53.23,81.16026134108199,-0.34413715381845567
2004-06-14,52.22,80.07026134108202,-0.34782278557136115
2004-06-15,51.13,81.08026134108201,-0.3693902911226399
2004-06-16,52.14,80.560261341082,-0.3527826358550923
2004-06-17,51.62,80.590261341082,-0.35947595725581805
2004-06-18,51.65,80.190261341082,-0.3559068253897888
2004-06-21,51.25,81.090261341082,-0.3679882250664829
2004-06-22,52.15,81.440261341082,-0.35965333188716975
2004-06-23,52.5,81.75026134108201,-0.35780021814294627
2004-06-24,52.81,81.38026134108199,-0.3510711426857914
2004-06-25,52.44,81.260261341082,-0.35466611681338034
2004-06-28,52.32,81.310261341082,-0.35653877952098856
2004-06-29,52.37,81.71026134108202,-0.3590768265763754
2004-06-30,52.77,80.540261341082,-0.34479974212496045
2004-07-01,51.6,80.61026134108201,-0.3598829833627806
2004-07-02,51.67,79.92026134108198,-0.35348059261863674
2004-07-06,50.98,78.82026134108202,-0.35321198975232726
2004-07-07,49.88,78.760261341082,-0.3666856971945802
2004-07-08,49.82,78.940261341082,-0.368889852229654
2004-07-09,50.0,79.28026134108201,-0.369325994210735
2004-07-12,50.34,78.440261341082,-0.3582377322647302
2004-07-13,49.5,78.03026134108201,-0.3656307290369303
2004-07-14,49.09,76.900261341082,-0.36164066098205927
2004-07-15,47.96,76.010261341082,-0.36903256015936636
2004-07-16,47.07,76.39026134108201,-0.3838219797438215
2004-07-19,47.45,77.400261341082,-0.38695297434590437
2004-07-20,48.46,76.810261341082,-0.3690947126867651
2004-07-21,47.87,77.32026134108202,-0.38088672788065736
2004-07-22,48.38,76.940261341082,-0.37120047220105223
2004-07-23,48.0,76.340261341082,-0.37123610586634026
2004-07-26,47.4,77.590261341082,-0.38909859071575326
2004-07-27,48.65,77.74026134108199,-0.3741981418540612
2004-07-28,48.8,78.840261341082,-0.38102691226657126
2004-07-29,49.9,78.27026134108199,-0.36246539688236856
2004-07-30,49.33,78.42026134108198,-0.37095338428619196
2004-08-02,49.48,78.25026134108201,-0.3676698434996458
2004-08-03,49.31,77.97026134108201,-0.3675793930676632
2004-08-04,49.03,77.00026134108201,-0.3632489144054244
2004-08-05,48.06,75.74026134108199,-0.36546297637433744
2004-08-06,46.8,75.89026134108201,-0.38332008385553484
2004-08-09,46.95,77.090261341082,-0.390973656292692
2004-08-10,48.15,76.80026134108199,-0.37304900843815747
2004-08-11,47.86,76.190261341082,-0.37183572864063996
2004-08-12,47.25,76.21026134108202,-0.3800047504294629
2004-08-13,47.27,77.38026134108199,-0.3891206984732182
2004-08-16,48.44,78.30026134108199,-0.3813558324027603
2004-08-17,49.36,78.760261341082,-0.373288011498085
2004-08-18,49.82,78.49026134108199,-0.3652715744759013
2004-08-19,49.55,79.24026134108199,-0.3746865651197584
2004-08-20,50.3,79.14026134108201,-0.36441958684954356
2004-08-23,50.2,78.77026134108199,-0.36270365052326414
2004-08-24,49.83,79.92026134108198,-0.3765035403558481
2004-08-25,50.98,80.930261341082,-0.37007493667734626
2004-08-26,51.99,80.510261341082,-0.3542438052741602
2004-08-27,51.57,79.540261341082,-0.3516491003360025
2004-08-30,50.6,79.67026134108198,-0.3648822139120045
2004-08-31,50.73,93.41256239190771,-0.456925292476564
2004-09-01,50.35,94.31256239190772,-0.46613686742202043
2004-09-02,51.25,94.06256239190772,-0.45514986306168204
2004-09-03,51.0,95.7825623919077,-0.467544000427485
2004-09-07,52.72,95.26256239190771,-0.44658217586976834
2004-09-08,52.2,95.02256239190774,-0.45065678417818134
2004-09-09,51.96,96.01256239190771,-0.458820817760204
2004-09-10,52.95,95.30256239190773,-0.4444010877456107
2004-09-13,52.24,95.24256239190773,-0.45150572718696014
2004-09-14,52.18,94.71256239190772,-0.4490699155188491
2004-09-15,51.65,95.31256239190772,-0.45809871538628133
2004-09-16,52.25,94.51256239190771,-0.44716343861952346
2004-09-17,51.45,94.02256239190774,-0.4527909185718155
2004-09-20,50.96,95.44256239190774,-0.46606630498092405
2004-09-21,52.38,91.7825623919077,-0.4293033596475593
2004-09-22,48.72,92.58256239190771,-0.47376699519543186
2004-09-23,49.52,93.09256239190775,-0.46805632235659
2004-09-24,50.03,91.83256239190771,-0.4552041378689805
2004-09-27,48.77,91.91256239190771,-0.46938700509677145
2004-09-28,48.85,92.56256239190772,-0.4722488364877989
2004-09-29,49.5,92.36256239190773,-0.4640685715283176
2004-09-30,49.3,93.62256239190773,-0.4734175316241799
2004-10-01,50.56,93.66256239190771,-0.4601898697961705
2004-10-04,50.6,92.58256239190771,-0.45346079550264473
2004-10-05,49.52,92.51256239190771,-0.4647213446513332
2004-10-06,49.45,91.93256239190771,-0.4621057140864291
2004-10-07,48.87,91.36256239190773,-0.4650981898869272
2004-10-08,48.3,91.86256239190773,-0.474214535907015
2004-10-11,48.8,91.96256239190772,-0.46934927941618376
2004-10-12,48.9,91.41256239190771,-0.465062583079622
2004-10-13,48.35,90.36256239190773,-0.4649332785595077
2004-10-14,47.3,91.30256239190773,-0.4819422504598594
2004-10-15,48.24,91.90256239190772,-0.4750962460188415
2004-10-18,48.84,91.2825623919077,-0.46495805200654927
2004-10-19,48.22,90.86256239190773,-0.46930838476667813
2004-10-20,47.8,91.76256239190771,-0.4790903964096871
2004-10-21,48.7,91.38256239190773,-0.46707556972256037
2004-10-22,48.32,91.14256239190773,-0.4698415456850247
2004-10-25,48.08,92.31256239190772,-0.47916081241598407
2004-10-26,49.25,94.2825623919077,-0.477634052887948
2004-10-27,51.22,94.89256239190773,-0.4602316692802475
2004-10-28,51.83,94.15256239190772,-0.44951046808201667
2004-10-29,51.09,95.25256239190772,-0.4636364763627565
2004-11-01,52.19,95.21256239190772,-0.4518580459458813
2004-11-02,52.15,95.98256239190772,-0.4566721423099165
2004-11-03,52.92,96.84256239190775,-0.45354605771540335
2004-11-04,53.78,96.81256239190772,-0.4444935794355618
2004-11-05,53.75,95.99256239190773,-0.4400607853288102
2004-11-08,52.93,95.06256239190772,-0.4432087809521773
2004-11-09,52.0,94.62256239190773,-0.4504481945370873
2004-11-10,51.56,95.21256239190772,-0.4584748198691251
2004-11-11,52.15,96.19256239190774,-0.45785829274897094
2004-11-12,53.13,96.26256239190771,-0.44807203673121454
2004-11-15,53.2,95.57256239190772,-0.4433548848272323
2004-11-16,52.51,96.29256239190774,-0.4546827013878192
2004-11-17,53.23,96.64256239190773,-0.4492074849574026
2004-11-18,53.58,95.32256239190772,-0.4379085218071247
2004-11-19,52.26,95.01256239190771,-0.44996747078098986
2004-11-22,51.95,94.56256239190772,-0.4506282540790617
2004-11-23,51.5,94.41256239190771,-0.4545217427081063
2004-11-24,51.35,94.18256239190771,-0.45478230050351587
2004-11-26,51.12,94.19256239190774,-0.45728199019255245
2004-11-29,51.13,93.81256239190772,-0.4549770446904403
2004-11-30,50.75,84.791,-0.4014694955832576
2004-12-01,51.98,84.951,-0.3881178561759132
2004-12-02,52.14,85.881,-0.39288084675306534
2004-12-03,53.07,86.081,-0.38348764535727975
2004-12-06,53.27,85.451,-0.3766017951808638
2004-12-07,52.64,85.441,-0.38390234196697137
2004-12-08,52.63,85.321,-0.3831530338369217
2004-12-09,52.51,86.511,-0.39302516442995683
2004-12-10,53.7,87.211,-0.3842519865613282
2004-12-13,54.4,87.521,-0.37843488991213536
2004-12-14,54.71,88.341,-0.3806952604113605
2004-12-15,55.53,87.661,-0.36653700049052595
2004-12-16,54.85,86.921,-0.3689672231106407
2004-12-17,54.11,86.461,-0.37416870033888106
2004-12-20,53.65,87.311,-0.3855298874139571
2004-12-21,54.5,87.891,-0.37991375681241546
2004-12-22,55.08,87.881,-0.37324336318430607
2004-12-23,55.07,87.661,-0.3717844879707053
2004-12-27,54.85,88.031,-0.37692403812293396
2004-12-28,55.22,88.051,-0.3728634541345357
2004-12-29,55.24,88.061,-0.37270755499029085
2004-12-30,55.25,88.331,-0.3745117795564411
2004-12-31,55.52,88.711,-0.3741475127098105
2005-01-03,55.9,88.111,-0.3655729704577182
2005-01-04,55.3,87.791,-0.37009488444145755
2005-01-05,54.98,89.091,-0.3828781807365502
2005-01-06,56.28,88.871,-0.36672255291377387
2005-01-07,56.06,88.861,-0.3691270636162096
2005-01-10,56.05,88.261,-0.3649516774113142
2005-01-11,55.45,88.091,-0.37053728530723906
2005-01-12,55.28,88.311,-0.37403041523705993
2005-01-13,55.5,88.881,-0.3755695818003848
2005-01-14,56.07,89.261,-0.3718421259004492
2005-01-18,56.45,88.241,-0.36027470223592206
2005-01-19,55.43,87.661,-0.36767775863839114
2005-01-20,54.85,87.291,-0.3716419791272868
2005-01-21,54.48,86.881,-0.37293539439002776
2005-01-24,54.07,87.211,-0.3800094024836317
2005-01-25,54.4,86.981,-0.3745760568399995
2005-01-26,54.17,86.561,-0.37419854206859904
2005-01-27,53.75,87.181,-0.383466581021094
2005-01-28,54.37,88.771,-0.38752520530353385
2005-01-31,55.96,90.061,-0.378643363942217
2005-02-01,57.25,89.881,-0.36304669507459864
2005-02-02,57.07,89.991,-0.3658254714360325
2005-02-03,57.18,91.491,-0.3750204938190642
2005-02-04,58.68,90.881,-0.35432048502987423
2005-02-07,58.07,91.411,-0.36473728544704687
2005-02-08,58.6,90.981,-0.3559094756047966
2005-02-09,58.17,91.681,-0.3655173918260054
2005-02-10,58.87,93.131,-0.36787965339145934
2005-02-11,60.32,93.081,-0.35196226942125675
2005-02-14,60.27,92.811,-0.35061576752755597
2005-02-15,60.0,92.541,-0.3516387331020845
2005-02-16,59.73,92.421,-0.35371831077352556
2005-02-17,59.61,90.461,-0.34104199599827545
2005-02-18,57.65,89.691,-0.35723762696368644
2005-02-22,56.88,89.841,-0.3668814906334523
2005-02-23,57.03,89.521,-0.36294277320405266
2005-02-24,56.71,90.471,-0.37316930287053307
2005-02-25,57.66,89.281,-0.3541739003819403
2005-02-28,56.47,87.32446504992868,-0.3533312804411377
2005-03-01,56.95,87.11446504992867,-0.34626241500352717
2005-03-02,56.74,87.30446504992868,-0.35009051406991754
2005-03-03,56.93,88.76446504992867,-0.3586397443168532
2005-03-04,58.39,89.57446504992868,-0.3481401204299295
2005-03-07,59.2,89.77446504992868,-0.3405697269588237
2005-03-08,59.4,90.33446504992867,-0.3424436623699594
2005-03-09,59.96,90.35446504992868,-0.3363914006146027
2005-03-10,59.98,88.86446504992867,-0.32503954233787236
2005-03-11,58.49,89.37446504992867,-0.3455625164601007
2005-03-14,59.0,89.22446504992867,-0.3387463856803794
2005-03-15,58.85,88.32446504992868,-0.3337066919484555
2005-03-16,57.95,87.44446504992867,-0.33729367585573355
2005-03-17,57.07,88.15446504992867,-0.352613620107877
2005-03-18,57.78,87.38446504992868,-0.33878407372538855
2005-03-21,57.01,86.07446504992868,-0.3376665197171941
2005-03-22,55.7,86.01446504992867,-0.3524345007823054
2005-03-23,55.64,85.96446504992868,-0.35275581639827625
2005-03-24,55.59,85.85446504992868,-0.3525089234709967
2005-03-28,55.48,83.98446504992867,-0.3394016385409231
2005-03-29,53.61,85.65446504992867,-0.37411318874328037
2005-03-30,55.28,87.62446504992867,-0.36912596306863277
2005-03-31,57.25,87.24446504992868,-0.3437979135153537
2005-04-01,56.87,88.67446504992867,-0.35866542901635756
2005-04-04,58.3,86.82446504992868,-0.32853027120323286
2005-04-05,56.45,86.97446504992867,-0.35095892837519327
2005-04-06,56.6,86.35446504992868,-0.34456197525773746
2005-04-07,55.98,86.04446504992868,-0.3494061475364312
2005-04-08,55.67,84.71446504992868,-0.3428513068318446
2005-04-11,54.34,85.12446504992867,-0.36164062860039625
2005-04-12,54.75,83.50446504992867,-0.34434643743584137
2005-04-13,53.13,82.70446504992867,-0.35759212071651236
2005-04-14,52.33,81.86446504992867,-0.3607727117243821
2005-04-15,51.49,81.95446504992867,-0.371724286545815
2005-04-18,51.58,82.10446504992868,-0.3717759446013855
2005-04-19,51.73,80.56446504992867,-0.35790549880842537
2005-04-20,50.19,81.55446504992868,-0.38458305171552476
2005-04-21,51.18,80.62446504992867,-0.3652050904361904
2005-04-22,50.25,81.59446504992867,-0.3841494031580279
2005-04-25,51.22,80.91446504992868,-0.3669858662676143
2005-04-26,50.54,81.55446504992868,-0.3802914411975019
2005-04-27,51.18,80.81446504992867,-0.3666975340568047
2005-04-28,50.44,82.99446504992868,-0.39224862803012495
2005-04-29,52.62,79.76446504992867,-0.34030774271397124
2005-05-02,49.39,79.79446504992868,-0.38103476263553004
2005-05-03,49.42,80.75446504992867,-0.3880214552911133
2005-05-04,50.38,80.62446504992867,-0.37512763689283457
2005-05-05,50.25,80.42446504992867,-0.3751901244378303
2005-05-06,50.05,81.12446504992867,-0.3830467791781882
2005-05-09,50.75,79.79446504992868,-0.3639909739573426
2005-05-10,49.42,80.22446504992867,-0.38397844137392667
2005-05-11,49.85,79.77446504992868,-0.3751133276945169
2005-05-12,49.4,78.59446504992867,-0.3714570107625559
2005-05-13,48.22,79.17446504992867,-0.39096525666966364
2005-05-16,48.8,79.03446504992867,-0.3825478546711054
2005-05-17,48.66,79.29446504992868,-0.38633800014464226
2005-05-18,48.92,80.52446504992868,-0.39248276943327143
2005-05-19,50.15,80.37446504992867,-0.3760456138793984
2005-05-20,50.0,80.26446504992867,-0.3770593254574437
2005-05-23,49.89,79.78446504992867,-0.3746902988096853
2005-05-24,49.41,79.87446504992867,-0.3814043077582512
2005-05-25,49.5,79.63446504992868,-0.37840983839139464
2005-05-26,49.26,79.63446504992868,-0.3814236088719213
2005-05-27,49.26,79.33446504992867,-0.3790844878200349
2005-05-31,48.96,73.11036053044762,-0.3303274714448978
2005-06-01,50.07,72.32036053044763,-0.30766384967176696
2005-06-02,49.28,71.95036053044761,-0.31508334862136067
2005-06-03,48.91,72.15036053044763,-0.3221101094933565
2005-06-06,49.11,72.18036053044763,-0.31962102102158285
2005-06-07,49.14,72.48036053044761,-0.32202323994570603
2005-06-08,49.44,72.67036053044764,-0.31966761085098117
2005-06-09,49.63,72.92036053044764,-0.31939447859316095
2005-06-10,49.88,73.92036053044764,-0.32521974132614606
2005-06-13,50.88,73.64036053044762,-0.3090745396478204
2005-06-14,50.6,73.65036053044763,-0.3129700976944767
2005-06-15,50.61,74.94036053044762,-0.3246629767755441
2005-06-16,51.9,74.42036053044764,-0.3026102046527156
2005-06-17,51.38,74.60036053044763,-0.3112633821785673
2005-06-20,51.56,74.01036053044761,-0.3033407805277696
2005-06-21,50.97,73.56036053044764,-0.3070996439868886
2005-06-22,50.52,74.76036053044761,-0.3242408190444086
2005-06-23,51.72,76.16036053044762,-0.3209065760747912
2005-06-24,53.12,76.09036053044761,-0.3018826612242954
2005-06-27,53.05,76.06036053044764,-0.302527628977467
2005-06-28,53.02,76.36036053044762,-0.30566069055083855
2005-06-29,53.32,75.51036053044761,-0.29387173329016114
2005-06-30,52.47,76.07036053044763,-0.31024383696724356
2005-07-01,53.03,76.81036053044764,-0.30959834540837883
2005-07-05,53.77,76.40036053044763,-0.2962075096678216
2005-07-06,53.36,76.38036053044763,-0.3013910954409673
2005-07-07,53.34,76.16036053044762,-0.2996356683648369
2005-07-08,53.12,76.61036053044762,-0.30662119807035415
2005-07-11,53.57,76.55036053044762,-0.30019924623747873
2005-07-12,53.51,76.51036053044761,-0.30061759441447833
2005-07-13,53.47,76.76036053044761,-0.3034165078108161
2005-07-14,53.72,76.68036053044763,-0.2994294806599235
2005-07-15,53.64,76.44036053044762,-0.2982764651059673
2005-07-18,53.4,76.55036053044762,-0.30242000651635925
2005-07-19,53.51,76.79036053044763,-0.30316774618107034
2005-07-20,53.75,76.42036053044764,-0.296653409812366
2005-07-21,53.38,77.04036053044763,-0.30711643049874693
2005-07-22,54.0,77.00036053044762,-0.29870458231624486
2005-07-25,53.96,76.75036053044762,-0.2969414133423707
2005-07-26,53.71,76.55036053044762,-0.2983703848313418
2005-07-27,53.51,76.61036053044762,-0.3015305028001629
2005-07-28,53.57,76.09036053044761,-0.2959686400938536
2005-07-29,53.05,75.88036053044763,-0.3008731161904108
2005-08-01,52.84,76.66036053044762,-0.3107259131789075
2005-08-02,53.62,77.46036053044763,-0.307774975060652
2005-08-03,54.42,76.54036053044763,-0.2890025651453286
2005-08-04,53.5,75.69036053044762,-0.2931728739952455
2005-08-05,52.65,75.14036053044762,-0.2993113204631791
2005-08-08,52.1,75.62036053044761,-0.3110321131169088
2005-08-09,52.58,76.17036053044764,-0.30970524973447966
2005-08-10,53.13,77.04036053044763,-0.31036148281001175
2005-08-11,54.0,75.89036053044762,-0.2884471806095201
2005-08-12,52.85,76.64036053044762,-0.3104155612759182
2005-08-15,53.6,76.00036053044762,-0.29474018773205013
2005-08-16,52.96,75.89036053044762,-0.3021511608348182
2005-08-17,52.85,75.34036053044761,-0.29851676275637795
2005-08-18,52.3,75.08036053044762,-0.30341304130005364
2005-08-19,52.04,75.33036053044762,-0.30917627854753116
2005-08-22,52.29,75.44036053044762,-0.30686969637564454
2005-08-23,52.4,74.57036053044763,-0.2973079434341116
2005-08-24,51.53,74.66036053044762,-0.30980777973895146
2005-08-25,51.62,74.60036053044763,-0.30804623954958443
2005-08-26,51.56,74.26036053044761,-0.30568610720843725
2005-08-29,51.22,74.07036053044763,-0.30849533290788667
2005-08-30,51.03,73.91036053044762,-0.3095690558974067
2005-08-31,50.87,87.87536785044792,-0.4211119538461118
2005-09-01,51.4,87.3053678504479,-0.4112618586288185
2005-09-02,50.83,88.4053678504479,-0.4250349131968182
2005-09-06,51.93,88.5253678504479,-0.413388486702151
2005-09-07,52.05,88.69536785044792,-0.4131598835266893
2005-09-08,52.22,88.99536785044792,-0.413227887458671
2005-09-09,52.52,89.42536785044791,-0.41269461605310087
2005-09-12,52.95,89.06536785044793,-0.40549282759478655
2005-09-13,52.59,88.94536785044792,-0.40873818085249325
2005-09-14,52.47,88.47536785044791,-0.4069535818297887
2005-09-15,52.0,88.47536785044791,-0.41226579483798387
2005-09-16,52.0,88.72536785044791,-0.41392184377697694
2005-09-19,52.25,88.87536785044792,-0.4120980732487999
2005-09-20,52.4,88.22536785044791,-0.40606651718557873
2005-09-21,51.75,88.67536785044791,-0.4164106532123215
2005-09-22,52.2,88.41536785044792,-0.4096048993621243
2005-09-23,51.94,88.38536785044789,-0.4123461692450625
2005-09-26,51.91,88.84536785044791,-0.41572643283576327
2005-09-27,52.37,89.18536785044789,-0.4127960531842221
2005-09-28,52.71,90.3253678504479,-0.4164430076025578
2005-09-29,53.85,90.41536785044792,-0.4044154076874308
2005-09-30,53.94,90.3353678504479,-0.40289167705279283
2005-10-03,53.86,89.7053678504479,-0.39958999900883774
2005-10-04,53.23,89.46536785044792,-0.40502116876129857
2005-10-05,52.99,89.62536785044792,-0.40876114351440096
2005-10-06,53.15,89.92536785044791,-0.4089543221175129
2005-10-07,53.45,89.97536785044791,-0.40594852483580124
2005-10-10,53.5,89.51536785044793,-0.4023372602413733
2005-10-11,53.04,88.42536785044791,-0.40017213058468115
2005-10-12,51.95,88.17536785044791,-0.410833192234467
2005-10-13,51.7,88.67536785044791,-0.4169745076536623
2005-10-14,52.2,89.0253678504479,-0.41365027451849645
2005-10-17,52.55,88.8553678504479,-0.40858947218082897
2005-10-18,52.38,89.6053678504479,-0.4154368063370639
2005-10-19,53.13,88.61536785044792,-0.40044259490447465
2005-10-20,52.14,88.5753678504479,-0.4113487613392244
2005-10-21,52.1,89.87536785044792,-0.4203083531552928
2005-10-24,53.4,89.7553678504479,-0.4050495109219975
2005-10-25,53.28,89.79536785044792,-0.40665090777581536
2005-10-26,53.32,89.49536785044792,-0.4042149746889594
2005-10-27,53.02,90.4053678504479,-0.4135303991273199
2005-10-28,53.93,90.88536785044789,-0.40661515406152116
2005-10-31,54.41,89.5053678504479,-0.3921034982961894
2005-11-01,53.03,89.6553678504479,-0.40851282782690546
2005-11-02,53.18,89.19536785044792,-0.4037806975675482
2005-11-03,52.72,88.88536785044789,-0.4068765053804708
2005-11-04,52.41,89.19536785044792,-0.4124134328603837
2005-11-07,52.72,89.01536785044793,-0.4077427159704232
2005-11-08,52.54,89.5553678504479,-0.41332383238335135
2005-11-09,53.08,90.92536785044791,-0.41622452287127576
2005-11-10,54.45,91.7553678504479,-0.406574228019574
2005-11-11,55.28,92.0853678504479,-0.3996874716319969
2005-11-14,55.61,91.64536785044791,-0.39320446516459473
2005-11-15,55.17,90.8553678504479,-0.3927711559011863
2005-11-16,54.38,91.48536785044789,-0.40558800518903115
2005-11-17,55.01,91.97536785044791,-0.4019050830060681
2005-11-18,55.5,92.49536785044792,-0.39996995211981057
2005-11-21,56.02,92.92536785044791,-0.3971506242498024
2005-11-22,56.45,93.8253678504479,-0.39835034710465544
2005-11-23,57.35,94.24536785044792,-0.39148202921755126
2005-11-25,57.77,93.13536785044789,-0.3797200641032076
2005-11-28,56.66,93.2753678504479,-0.3925513101074528
2005-11-29,56.8,92.5053678504479,-0.38598157793580434
2005-11-30,56.03,86.374,-0.3513094218167504
2005-12-01,56.96,86.694,-0.3429764458901423
2005-12-02,57.28,86.844,-0.3404265119064068
2005-12-05,57.43,85.984,-0.33208503907703757
2005-12-06,56.57,85.714,-0.340014466714889
2005-12-07,56.3,85.774,-0.34362394198708235
2005-12-08,56.36,85.374,-0.33984585470986484
2005-12-09,55.96,85.934,-0.3488025694137361
2005-12-12,56.52,86.784,-0.3487278761061947
2005-12-13,57.37,86.854,-0.3394662306859788
2005-12-14,57.44,86.324,-0.3345998795236551
2005-12-15,56.91,86.294,-0.34051034834403315
2005-12-16,56.88,86.084,-0.33925003484968175
2005-12-19,56.67,87.124,-0.34954777099306733
2005-12-20,57.71,87.524,-0.3406379964352635
2005-12-21,58.11,87.894,-0.3388627210048468
2005-12-22,58.48,87.824,-0.3341227910366187
2005-12-23,58.41,87.394,-0.33164748152047063
2005-12-27,57.98,87.044,-0.3339000965029181
2005-12-28,57.63,86.544,-0.33409595119245694
2005-12-29,57.13,86.154,-0.33688511270515586
2005-12-30,56.74,87.724,-0.3531986685513656
2006-01-03,58.31,87.764,-0.3356045759081172
2006-01-04,58.35,87.924,-0.33635867339975434
2006-01-05,58.51,87.984,-0.3349927259501727
2006-01-06,58.57,88.604,-0.33896889530946683
2006-01-09,59.19,88.634,-0.3321975765507593
2006-01-10,59.22,88.984,-0.3344870988042794
2006-01-11,59.57,88.884,-0.3298006390351469
2006-01-12,59.47,88.794,-0.3302475392481474
2006-01-13,59.38,88.224,-0.32694051505259336
2006-01-17,58.81,87.864,-0.3306701265592279
2006-01-18,58.45,88.764,-0.34151232481636695
2006-01-19,59.35,87.264,-0.31987990465713234
2006-01-20,57.85,87.894,-0.3418208296356976
2006-01-23,58.48,88.104,-0.33623899028420956
2006-01-24,58.69,88.584,-0.337465004967037
2006-01-25,59.17,89.384,-0.33802470240758975
2006-01-26,59.97,90.194,-0.33509989578020716
2006-01-27,60.78,90.084,-0.32529639003596644
2006-01-30,60.67,90.864,-0.3322988202148266
2006-01-31,61.45,91.244,-0.32653105957652007
2006-02-01,61.83,90.684,-0.31818181818181823
2006-02-02,61.27,90.854,-0.32562132652387343
2006-02-03,61.44,91.144,-0.32590186956903366
2006-02-06,61.73,89.944,-0.3136840700880549
2006-02-07,60.53,90.684,-0.33251731286665787
2006-02-08,61.27,90.594,-0.3236858953131553
2006-02-09,61.18,89.724,-0.31813115777272527
2006-02-10,60.31,89.224,-0.32406079081861383
2006-02-13,59.81,89.484,-0.331612355281391
2006-02-14,60.07,90.274,-0.3345813855595188
2006-02-15,60.86,90.714,-0.329100249134643
2006-02-16,61.3,90.224,-0.3205798900514276
2006-02-17,60.81,90.184,-0.3257118779384369
2006-02-21,60.77,90.994,-0.3321537683803327
2006-02-22,61.58,90.264,-0.31777895949658774
2006-02-23,60.85,90.244,-0.32571694517087
2006-02-24,60.83,90.154,-0.32526565654324824
2006-02-27,60.74,89.074,-0.31809506702292467
2006-02-28,59.66,85.52272262997612,-0.3024076155979524
2006-03-01,60.13,85.18272262997613,-0.29410568078226673
2006-03-02,59.79,85.11272262997612,-0.29751982838177504
2006-03-03,59.72,85.31272262997612,-0.299987174726313
2006-03-06,59.92,85.05272262997612,-0.2954958036948049
2006-03-07,59.66,84.46272262997611,-0.2936528903837815
2006-03-08,59.07,84.05272262997612,-0.29722681012912733
2006-03-09,58.66,84.51272262997612,-0.3059033223100345
2006-03-10,59.12,84.18272262997613,-0.29771812845895873
2006-03-13,58.79,85.42272262997612,-0.3117756237452246
2006-03-14,60.03,85.03272262997612,-0.2940364821526019
2006-03-15,59.64,85.33272262997612,-0.30108874811584463
2006-03-16,59.94,85.65272262997613,-0.3001973765744298
2006-03-17,60.26,85.76272262997612,-0.29736372456373383
2006-03-20,60.37,85.80272262997612,-0.29640927292779073
2006-03-21,60.41,87.33272262997612,-0.3082776056810481
2006-03-22,61.94,86.96272262997611,-0.28774079137847464
2006-03-23,61.57,86.86272262997612,-0.29118040356298547
2006-03-24,61.47,87.51272262997612,-0.29758784605628985
2006-03-27,62.12,87.45272262997612,-0.28967334427267843
2006-03-28,62.06,88.29272262997613,-0.29711081331033606
2006-03-29,62.9,89.01272262997612,-0.2933594418690699
2006-03-30,63.62,88.21272262997611,-0.2787888401669071
2006-03-31,62.82,88.64272262997612,-0.29131238147736793
2006-04-03,63.25,89.66272262997612,-0.294578637088428
2006-04-04,64.27,89.70272262997612,-0.28352230438853177
2006-04-05,64.31,89.89272262997612,-0.28459169865487155
2006-04-06,64.5,89.16272262997612,-0.27660351661003024
2006-04-07,63.77,89.58272262997612,-0.2881439843773924
