date,AAL,dcf,Deviation
2005-09-27,19.3,,
2005-09-28,20.5,,
2005-09-29,20.21,,
2005-09-30,21.01,,
2005-10-03,21.5,,
2005-10-04,22.16,,
2005-10-05,22.2,,
2005-10-06,22.58,,
2005-10-07,22.15,,
2005-10-10,22.21,,
2005-10-11,21.98,,
2005-10-12,21.76,,
2005-10-13,21.71,,
2005-10-14,22.27,,
2005-10-17,22.08,,
2005-10-18,21.49,,
2005-10-19,21.38,,
2005-10-20,21.02,,
2005-10-21,21.96,,
2005-10-24,22.31,,
2005-10-25,22.0,,
2005-10-26,22.32,,
2005-10-27,22.56,,
2005-10-28,23.9,,
2005-10-31,24.68,,
2005-11-01,25.02,,
2005-11-02,27.55,,
2005-11-03,27.87,,
2005-11-04,28.8,,
2005-11-07,28.93,,
2005-11-08,29.43,,
2005-11-09,31.3,,
2005-11-10,32.8,,
2005-11-11,33.35,,
2005-11-14,33.75,,
2005-11-15,33.88,,
2005-11-16,33.6,,
2005-11-17,34.32,,
2005-11-18,33.05,,
2005-11-21,31.99,,
2005-11-22,32.5,,
2005-11-23,33.04,,
2005-11-25,32.85,,
2005-11-28,33.41,,
2005-11-29,32.9,,
2005-11-30,33.59,,
2005-12-01,34.28,,
2005-12-02,34.28,,
2005-12-05,32.35,,
2005-12-06,33.62,,
2005-12-07,33.95,,
2005-12-08,33.66,,
2005-12-09,33.88,,
2005-12-12,33.76,,
2005-12-13,33.25,,
2005-12-14,33.54,,
2005-12-15,33.63,,
2005-12-16,35.15,,
2005-12-19,35.25,,
2005-12-20,35.32,,
2005-12-21,36.51,,
2005-12-22,36.83,,
2005-12-23,37.73,,
2005-12-27,37.46,,
2005-12-28,37.45,,
2005-12-29,37.38,,
2005-12-30,37.14,38.28505226522541,-0.029908598721320456
2006-01-03,37.45,40.03505226522541,-0.06456972375357162
2006-01-04,39.2,40.5450522652254,-0.033174263937970516
2006-01-05,39.71,39.83505226522541,-0.0031392519430575305
2006-01-06,39.0,39.4450522652254,-0.01128284131132351
2006-01-09,38.61,38.6350522652254,-0.0006484335792641405
2006-01-10,37.8,35.6350522652254,0.06075332003616207
