date,C,dcf,Deviation
2008-04-15,228.0,242.18919469928645,-0.0585872326670247
2008-04-16,234.4,248.08919469928645,-0.05517852043447269
2008-04-17,240.3,258.88919469928646,-0.07180367153167122
2008-04-18,251.1,258.08919469928645,-0.027080539762348255
2008-04-21,250.3,258.98919469928643,-0.03355041398300607
2008-04-22,251.2,254.08919469928645,-0.011370789311626606
2008-04-23,246.3,265.38919469928646,-0.07192905770303304
2008-04-24,257.6,273.78919469928644,-0.05913014469788569
2008-04-25,266.0,275.88919469928646,-0.035844806136990925
2008-04-28,268.1,270.98919469928643,-0.010661660153986952
2008-04-29,263.2,260.48919469928643,0.010406594038739225
2008-04-30,252.7,267.6891946992864,-0.05599476929251779
2008-05-01,259.9,271.6891946992864,-0.04339221039811714
2008-05-02,263.9,265.28919469928644,-0.005236529519648037
2008-05-05,257.5,266.48919469928643,-0.03373192939184677
2008-05-06,258.7,252.58919469928645,0.024192663142176718
2008-05-07,244.8,250.78919469928644,-0.023881390529874702
2008-05-08,243.0,244.08919469928645,-0.0044622815058582566
2008-05-09,236.3,244.18919469928645,-0.03230771414354272
2008-05-12,236.4,238.08919469928645,-0.007094797819027221
2008-05-13,230.3,240.28919469928644,-0.041571551778628923
2008-05-14,232.5,245.08919469928645,-0.051365767939026585
2008-05-15,237.3,238.98919469928643,-0.007068079799222193
2008-05-16,231.2,237.68919469928645,-0.027301176679471184
2008-05-19,229.9,228.88919469928643,0.0044161337630705955
2008-05-20,221.1,218.38919469928643,0.012412726300155219
2008-05-21,210.6,224.98919469928643,-0.0639550477902665
2008-05-22,217.2,218.98919469928643,-0.008170241923321164
2008-05-23,211.2,224.38919469928643,-0.05877820773394127
2008-05-27,216.6,223.78919469928644,-0.03212485173355584
2008-05-28,216.0,228.18919469928645,-0.05341705471790492
2008-05-29,220.4,226.68919469928645,-0.02774368980237163
2008-05-30,218.9,222.38919469928643,-0.015689587365089852
2008-06-02,214.6,221.98919469928643,-0.033286280934962
2008-06-03,214.2,218.58919469928645,-0.02007965080490226
2008-06-04,210.8,219.98919469928643,-0.041771118403554186
2008-06-05,212.2,208.38919469928643,0.018286962076957458
2008-06-06,200.6,203.78919469928644,-0.01564947888425805
2008-06-09,196.0,210.38919469928643,-0.06839322104851064
2008-06-10,202.6,199.88919469928643,0.013561539956132629
2008-06-11,192.1,206.68919469928645,-0.07058518332568076
2008-06-12,198.9,212.58919469928645,-0.06439271157995685
2008-06-13,204.8,216.08919469928645,-0.052243217042835854
2008-06-16,208.3,212.38919469928643,-0.01925330855496743
2008-06-17,204.6,211.78919469928644,-0.033945049507809744
2008-06-18,204.0,209.48919469928643,-0.026202758128723302
2008-06-19,201.7,200.78919469928644,0.0045361270663872855
2008-06-20,193.0,193.28919469928644,-0.0014961762334224638
2008-06-23,185.5,196.28919469928644,-0.0549658106031532
2008-06-24,188.5,196.28919469928644,-0.03968223880697774
2008-06-25,188.5,184.48919469928643,0.02174005533088863
2008-06-26,176.7,180.28919469928644,-0.01990798564092011
2008-06-27,172.5,175.38919469928643,-0.016473048435167836
2008-06-30,167.6,179.08919469928645,-0.06415347792801385
2008-07-01,171.3,176.18919469928645,-0.02774968526095567
2008-07-02,168.4,175.98919469928643,-0.04312307191503495
2008-07-03,168.2,171.78919469928644,-0.020893017780130307
2008-07-07,164.0,181.68919469928645,-0.0973596406135423
2008-07-08,173.9,172.18919469928645,0.009935613577270797
2008-07-09,164.4,170.58919469928645,-0.03628128211869874
2008-07-10,162.8,169.68919469928645,-0.04059890031003488
2008-07-11,161.9,159.98919469928643,0.011943339700565936
2008-07-14,152.2,153.38919469928643,-0.0077527931587215715
2008-07-15,145.6,172.48919469928643,-0.15588915436798467
2008-07-16,164.7,187.48919469928643,-0.12154937640986718
2008-07-17,179.7,201.28919469928644,-0.10725461310300022
2008-07-18,193.5,204.68919469928645,-0.05466431540621741
2008-07-21,196.9,216.68919469928645,-0.0913252491742802
2008-07-22,208.9,218.98919469928643,-0.04607165533048696
2008-07-23,211.2,198.38919469928643,0.06457410808150033
2008-07-24,190.6,196.28919469928644,-0.02898373854965497
2008-07-25,188.5,182.08919469928645,0.03520695069963242
2008-07-28,174.3,192.28919469928644,-0.09355281105326296
2008-07-29,184.5,195.88919469928643,-0.05814100525947963
2008-07-30,188.1,194.68919469928645,-0.03384468619054082
2008-07-31,186.9,196.48919469928643,-0.04880265662425887
2008-08-01,188.7,196.08919469928645,-0.03768282444434634
2008-08-04,188.3,206.98919469928643,-0.09029067786092915
2008-08-05,199.2,204.78919469928644,-0.027292429698225318
2008-08-06,197.0,192.48919469928643,0.023434070196825862
2008-08-07,184.7,201.68919469928645,-0.08423453088112587
2008-08-08,193.9,205.98919469928643,-0.058688489544001854
2008-08-11,198.2,193.18919469928645,0.025937295864363552
2008-08-12,185.4,185.88919469928643,-0.002631646772572216
2008-08-13,178.1,188.58919469928645,-0.055619277212631046
2008-08-14,180.8,193.28919469928644,-0.06461403452333037
2008-08-15,185.5,183.98919469928643,0.008211380582337169
2008-08-18,176.2,179.68919469928645,-0.019417943884303623
2008-08-19,171.9,182.68919469928645,-0.0590576509850288
2008-08-20,174.9,182.48919469928643,-0.04158709074141198
2008-08-21,174.7,189.18919469928645,-0.07658574117996975
2008-08-22,181.4,183.88919469928643,-0.013536383708444677
2008-08-25,176.1,186.18919469928645,-0.05418786367050721
2008-08-26,178.4,188.98919469928643,-0.056030688506481074
2008-08-27,181.2,198.58919469928645,-0.087563649802891
2008-08-28,190.8,197.68919469928645,-0.0348486153214691
2008-08-29,189.9,198.88919469928643,-0.04519699882579231
2008-09-02,191.1,203.88919469928643,-0.06272620144558938
2008-09-03,196.1,190.78919469928644,0.027835985728039914
2008-09-04,183.0,198.48919469928643,-0.07803545539470169
2008-09-05,190.7,210.98919469928643,-0.09616224531404904
2008-09-08,203.2,196.58919469928645,0.03362751096684535
2008-09-09,188.8,194.58919469928645,-0.029750853885966877
2008-09-10,186.8,193.88919469928643,-0.036563124161103744
2008-09-11,186.1,187.38919469928643,-0.0068797707432132205
2008-09-12,179.6,160.18919469928645,0.12117424859493364
2008-09-15,152.4,165.28919469928644,-0.07797965694452058
2008-09-16,157.5,148.08919469928645,0.06354822389184678
2008-09-17,140.3,174.28919469928644,-0.19501607519577102
2008-09-18,166.5,214.28919469928644,-0.22301261977464315
2008-09-19,206.5,207.88919469928643,-0.006682380492626927
2008-09-22,200.1,207.68919469928645,-0.03654111476658606
2008-09-23,199.9,197.38919469928643,0.012720074695773853
2008-09-24,189.6,201.88919469928643,-0.06087098775935573
2008-09-25,194.1,209.28919469928644,-0.07257515000289805
2008-09-26,201.5,185.28919469928644,0.08748921018855293
2008-09-29,177.5,212.88919469928643,-0.1662329304654232
2008-09-30,205.1,242.0324551355479,-0.15259298640285346
2008-10-01,230.0,237.0324551355479,-0.02966874359684779
2008-10-02,225.0,195.5324551355479,0.1507041112127625
2008-10-03,183.5,186.13245513554793,-0.014142913086441
2008-10-06,174.1,163.5324551355479,0.06462047460666387
2008-10-07,151.5,156.0324551355479,-0.02904815624166457
2008-10-08,144.0,141.33245513554792,0.018874255470151757
2008-10-09,129.3,153.13245513554793,-0.15563294609527545
2008-10-10,141.1,169.5324551355479,-0.16771098556211572
2008-10-13,157.5,198.23245513554792,-0.20547823567889412
2008-10-14,186.2,174.33245513554792,0.06807421403676539
2008-10-15,162.3,171.0324551355479,-0.05105729861988584
2008-10-16,159.0,160.83245513554792,-0.011393565645712145
2008-10-17,148.8,162.9324551355479,-0.08673812178052998
2008-10-20,150.9,153.83245513554792,-0.01906265575079069
2008-10-21,141.8,145.23245513554792,-0.023634215453731344
2008-10-22,133.2,143.13245513554793,-0.06939345186346313
2008-10-23,131.1,133.4324551355479,-0.017480418337341375
2008-10-24,121.4,129.33245513554792,-0.061333832464822824
2008-10-27,117.3,146.13245513554793,-0.19730357030410417
2008-10-28,134.1,141.13245513554793,-0.04982875929419461
2008-10-29,129.1,143.13245513554793,-0.09803824801481298
2008-10-30,131.1,148.5324551355479,-0.11736461987139024
2008-10-31,136.5,151.9324551355479,-0.10157444715666386
2008-11-03,139.9,158.83245513554792,-0.1191976483609154
2008-11-04,146.8,138.33245513554792,0.06121155629136332
2008-11-05,126.3,127.23245513554792,-0.007328752200486344
2008-11-06,115.2,130.23245513554792,-0.11542787179971314
2008-11-07,118.2,124.13245513554791,-0.04779133006811065
2008-11-10,112.1,120.03245513554792,-0.06608591923401153
2008-11-11,108.0,108.43245513554793,-0.003988244432972854
2008-11-12,96.4,106.53245513554792,-0.09511143925722687
2008-11-13,94.5,107.23245513554792,-0.11873695439923837
2008-11-14,95.2,100.93245513554793,-0.056794963798804665
2008-11-17,88.9,95.63245513554791,-0.07039927110524802
2008-11-18,83.6,76.03245513554792,0.09953045513210013
2008-11-19,64.0,59.13245513554792,0.08231596089312232
2008-11-20,47.1,49.732455135547916,-0.05293233821602106
2008-11-21,37.7,71.53245513554792,-0.4729665027075932
2008-11-24,59.5,72.83245513554792,-0.18305651114925325
2008-11-25,60.8,82.53245513554792,-0.263320109644811
2008-11-26,70.5,94.93245513554793,-0.25736672564364216
2008-11-28,82.9,76.53245513554792,0.08320058272238118
2008-12-01,64.5,84.23245513554792,-0.23426190182625228
2008-12-02,72.2,90.23245513554792,-0.1998444474159483
2008-12-03,78.2,86.03245513554792,-0.09104070229319317
2008-12-04,74.0,89.13245513554791,-0.16977491658381094
2008-12-05,77.1,96.73245513554792,-0.202956237470016
2008-12-08,84.7,97.43245513554793,-0.1306798142142117
2008-12-09,85.4,95.03245513554792,-0.10135963678733573
2008-12-10,83.0,87.73245513554792,-0.053941897878455713
2008-12-11,75.7,89.03245513554792,-0.14974825882595122
2008-12-12,77.0,86.03245513554792,-0.10498892681043326
2008-12-15,74.0,94.33245513554792,-0.2155404002401068
2008-12-16,82.3,90.33245513554792,-0.08892103201994073
2008-12-17,78.3,86.33245513554792,-0.09304096730408529
2008-12-18,74.3,82.23245513554792,-0.0964638003629158
2008-12-19,70.2,79.53245513554792,-0.11734146921080868
2008-12-22,67.5,77.23245513554792,-0.1260150945411076
2008-12-23,65.2,79.83245513554792,-0.18328955448887796
2008-12-24,67.8,79.33245513554792,-0.14536869073122083
2008-12-26,67.3,77.73245513554792,-0.13420977270505696
2008-12-29,65.7,80.03245513554792,-0.1790830371412896
2008-12-30,68.0,79.13245513554791,-0.14068128072709052
2008-12-31,67.1,76.95612535612536,-0.12807460498452528
2009-01-02,71.4,76.35612535612536,-0.06490802581993205
2009-01-05,70.8,80.15612535612536,-0.11672377269431455
2009-01-06,74.6,77.05612535612535,-0.03187449855250357
2009-01-07,71.5,77.15612535612536,-0.07330753494967102
2009-01-08,71.6,73.05612535612535,-0.01993159846662007
2009-01-09,67.5,61.55612535612536,0.09656024659588458
2009-01-12,56.0,64.55612535612535,-0.13253777715011994
2009-01-13,59.0,50.856125356125354,0.16013557043220072
2009-01-14,45.3,43.856125356125354,0.03292298697502183
2009-01-15,38.3,40.55612535612536,-0.055629706642688626
2009-01-16,35.0,33.55612535612536,0.04302864614287416
2009-01-20,28.0,42.25612535612536,-0.3373741732347171
2009-01-21,36.7,36.65612535612536,0.001196925300980034
2009-01-22,31.1,40.25612535612536,-0.22744676183129398
2009-01-23,34.7,38.856125356125354,-0.10696190930087601
2009-01-26,33.3,41.05612535612536,-0.1889151810807248
2009-01-27,35.5,47.65612535612536,-0.25508001889127363
2009-01-28,42.1,44.55612535612536,-0.05512430303340321
2009-01-29,39.0,41.05612535612536,-0.05008084270715507
2009-01-30,35.5,42.05612535612536,-0.15588990427931748
2009-02-02,36.5,40.15612535612536,-0.09104776229531464
2009-02-03,34.6,40.456125356125355,-0.1447525017429454
2009-02-04,34.9,40.856125356125354,-0.14578292249224223
2009-02-05,35.3,44.65612535612536,-0.20951493846615166
2009-02-06,39.1,45.05612535612536,-0.13219346557316924
2009-02-09,39.5,39.05612535612536,0.011365045555012498
2009-02-10,33.5,42.456125356125355,-0.21095013454479572
2009-02-11,36.9,41.65612535612536,-0.11417589407234663
2009-02-12,36.1,40.456125356125355,-0.10767529806128118
2009-02-13,34.9,36.15612535612536,-0.03474170265073917
2009-02-17,30.6,34.65612535612536,-0.11703920488642994
2009-02-18,29.1,30.656125356125354,-0.05076066652416744
2009-02-19,25.1,25.056125356125357,0.0017510546124370752
2009-02-20,19.5,26.956125356125355,-0.27660226600152193
2009-02-23,21.4,31.556125356125357,-0.32184323143316307
2009-02-24,26.0,30.756125356125356,-0.15463993923337715
2009-02-25,25.2,30.156125356125354,-0.16434887763585515
2009-02-26,24.6,20.556125356125357,0.19672358354584762
2009-02-27,15.0,17.556125356125357,-0.14559735159520948
2009-03-02,12.0,17.756125356125356,-0.3241768820999936
2009-03-03,12.2,16.856125356125357,-0.2762274993661794
2009-03-04,11.3,15.756125356125356,-0.28281860263272085
2009-03-05,10.2,15.856125356125355,-0.35671547929206726
2009-03-06,10.3,16.056125356125357,-0.3585002750323828
2009-03-09,10.5,20.056125356125357,-0.4764691677202154
2009-03-10,14.5,20.956125356125355,-0.30807819892326926
2009-03-11,15.4,22.256125356125356,-0.3080556586745862
2009-03-12,16.7,23.356125356125357,-0.2849841424737741
2009-03-13,17.8,28.856125356125357,-0.3831465666189465
2009-03-16,23.3,30.656125356125354,-0.23995613505199664
2009-03-17,25.1,36.356125356125354,-0.3096073975393777
2009-03-18,30.8,31.556125356125357,-0.023961286361748657
2009-03-19,26.0,31.756125356125356,-0.18126031723246971
2009-03-20,26.2,36.856125356125354,-0.2891276620415104
2009-03-23,31.3,35.65612535612536,-0.12217046335285608
2009-03-24,30.1,35.05612535612536,-0.1413768722520663
2009-03-25,29.5,33.65612535612536,-0.12348793309236206
2009-03-26,28.1,31.756125356125356,-0.11513134285509219
2009-03-27,26.2,28.656125356125354,-0.08571030889911813
2009-03-30,23.1,30.856125356125357,-0.25136420294538575
2009-03-31,25.3,32.56843082636954,-0.22317411806295995
2009-04-01,26.8,33.168430826369544,-0.19200277696907253
2009-04-02,27.4,34.268430826369546,-0.2004302695145379
2009-04-03,28.5,32.96843082636955,-0.135536654744135
2009-04-06,27.2,33.36843082636955,-0.18485828292216
2009-04-07,27.6,32.768430826369546,-0.15772591778213507
2009-04-08,27.0,36.168430826369544,-0.253492634789261
2009-04-09,30.4,43.768430826369546,-0.30543546053552717
2009-04-13,38.0,45.86843082636955,-0.17154349265085433
2009-04-14,40.1,45.46843082636955,-0.11806941055146569
2009-04-15,39.7,45.86843082636955,-0.13448096469049786
2009-04-16,40.1,42.268430826369546,-0.051301427187515736
2009-04-17,36.5,35.168430826369544,0.037862626859997306
2009-04-20,29.4,38.168430826369544,-0.22972992697178607
2009-04-21,32.4,38.268430826369546,-0.1533491366028471
2009-04-22,32.5,37.768430826369546,-0.1394929763057876
2009-04-23,32.0,37.668430826369544,-0.15048226597221026
2009-04-24,31.9,36.46843082636955,-0.12527083625068436
2009-04-27,30.7,34.668430826369544,-0.11446814095061586
2009-04-28,28.9,36.96843082636955,-0.21825191510737174
2009-04-29,31.2,36.268430826369546,-0.13974772855859152
2009-04-30,30.5,35.46843082636955,-0.14008036754407793
2009-05-01,29.7,37.768430826369546,-0.2136289660394428
2009-05-04,32.0,38.86843082636955,-0.17670975339991835
2009-05-05,33.1,44.36843082636955,-0.2539740670673519
2009-05-06,38.6,43.86843082636955,-0.12009617684347773
2009-05-07,38.1,45.96843082636955,-0.17117031590854004
2009-05-08,40.2,44.36843082636955,-0.09395037752590785
2009-05-11,38.6,42.36843082636955,-0.08894430954530708
2009-05-12,36.6,39.86843082636955,-0.08198042307217568
2009-05-13,34.1,41.268430826369546,-0.17370252958077315
2009-05-14,35.5,40.56843082636954,-0.1249353431504936
2009-05-15,34.8,42.168430826369544,-0.1747380844383183
2009-05-18,36.4,43.46843082636955,-0.16261067381529637
2009-05-19,37.7,42.668430826369544,-0.11644278287588206
2009-05-20,36.9,42.96843082636955,-0.1412299846576054
2009-05-21,37.2,42.46843082636955,-0.12405522699695004
2009-05-22,36.7,43.46843082636955,-0.1557091134346531
2009-05-26,37.7,42.768430826369546,-0.11850869270715736
2009-05-27,37.0,42.46843082636955,-0.1287646074969665
2009-05-28,36.7,42.96843082636955,-0.1458845646865614
2009-05-29,37.2,42.668430826369544,-0.12816104835498177
2009-06-01,36.9,40.86843082636955,-0.0971025984146423
2009-06-02,35.1,39.668430826369544,-0.11516540309763612
2009-06-03,33.9,41.46843082636955,-0.18251066354690293
2009-06-04,35.7,40.36843082636955,-0.11564558569167926
2009-06-05,34.6,39.96843082636955,-0.13431677740091996
2009-06-08,34.2,39.86843082636955,-0.14217842811662318
2009-06-09,34.1,40.56843082636954,-0.15944493525160086
2009-06-10,34.8,40.56843082636954,-0.1421901392010474
2009-06-11,34.8,40.46843082636955,-0.14007043788502804
2009-06-12,34.7,39.46843082636955,-0.12081632653061225
2009-06-15,33.7,38.268430826369546,-0.11937857726901058
2009-06-16,32.5,36.56843082636954,-0.11125527495797805
2009-06-17,30.8,37.06843082636954,-0.16910429404824812
2009-06-18,31.3,37.46843082636955,-0.16463008165338822
2009-06-19,31.7,35.768430826369546,-0.11374362062789123
2009-06-22,30.0,35.86843082636955,-0.1636099124262561
2009-06-23,30.1,36.168430826369544,-0.16778252989469467
2009-06-24,30.4,36.06843082636954,-0.1571576776837591
2009-06-25,30.3,36.06843082636954,-0.15993018532295722
2009-06-26,30.3,35.96843082636955,-0.15759460994372454
2009-06-29,30.2,35.46843082636955,-0.14853859343708697
2009-06-30,29.7,34.69814298978645,-0.14404641168427001
2009-07-01,29.7,33.79814298978644,-0.12125349582149736
2009-07-02,28.8,32.89814298978644,-0.12457064798638484
2009-07-06,27.9,31.898142989786443,-0.12534093257612589
2009-07-07,26.9,31.198142989786444,-0.13776919322389025
2009-07-08,26.2,31.898142989786443,-0.17863557109299277
2009-07-09,26.9,30.898142989786443,-0.12939751722645765
2009-07-10,25.9,32.79814298978644,-0.21032114507015143
2009-07-13,27.8,34.19814298978645,-0.18709036311408211
2009-07-14,29.2,36.69814298978645,-0.20431941179893698
2009-07-15,31.7,35.29814298978644,-0.10193575879693073
2009-07-16,30.3,35.19814298978645,-0.13915913095778254
2009-07-17,30.2,32.89814298978644,-0.0820150544857231
2009-07-20,27.9,31.498142989786444,-0.11423349595413212
2009-07-21,26.5,32.998142989786444,-0.19692450547286078
2009-07-22,28.0,32.69814298978645,-0.1436822571622478
2009-07-23,27.7,32.29814298978644,-0.1423655530672615
2009-07-24,27.3,31.898142989786443,-0.14415080499384347
2009-07-27,26.9,34.69814298978645,-0.22474237287228505
2009-07-28,29.7,37.19814298978645,-0.20157304604816495
2009-07-29,32.2,36.39814298978644,-0.11533948286769646
2009-07-30,31.4,36.69814298978645,-0.14437087433173357
2009-07-31,31.7,36.79814298978644,-0.13854348550146844
2009-08-03,31.8,37.498142989786444,-0.15195800472942023
2009-08-04,32.5,40.79814298978644,-0.20339511511256358
2009-08-05,35.8,42.998142989786444,-0.16740590381999187
2009-08-06,38.0,43.498142989786444,-0.1263994876994503
2009-08-07,38.5,44.39814298978644,-0.1328466145789764
2009-08-10,39.4,41.89814298978644,-0.05962419361629989
2009-08-11,36.9,44.79814298978644,-0.17630514263921937
2009-08-12,39.8,45.598142989786446,-0.12715743689573455
2009-08-13,40.6,45.39814298978644,-0.10569029202066516
2009-08-14,40.4,44.998142989786444,-0.10218517219321965
2009-08-17,40.0,46.39814298978644,-0.13789653157443948
2009-08-18,41.4,46.29814298978644,-0.10579566854046374
2009-08-19,41.3,49.79814298978644,-0.17065180505886346
2009-08-20,44.8,51.998142989786444,-0.13843077032963114
2009-08-21,47.0,53.19814298978645,-0.11651051411656288
2009-08-24,48.2,52.498142989786444,-0.08187228623729892
2009-08-25,47.5,51.29814298978644,-0.07404055524081365
2009-08-26,46.3,55.498142989786444,-0.16573785165170696
2009-08-27,50.5,57.29814298978644,-0.11864508403000473
2009-08-28,52.3,54.998142989786444,-0.04905880168149512
2009-08-31,50.0,50.39814298978644,-0.007899953573033969
2009-09-01,45.4,50.598142989786446,-0.1027338689255004
2009-09-02,45.6,52.69814298978645,-0.13469436657686695
2009-09-03,47.7,53.498142989786444,-0.10838026641211429
2009-09-04,48.5,51.79814298978644,-0.0636729967411529
2009-09-08,46.8,51.598142989786446,-0.09299061384314189
2009-09-09,46.6,52.498142989786444,-0.11234955474394459
2009-09-10,47.5,51.098142989786446,-0.07041631611750832
2009-09-11,46.1,50.19814298978645,-0.08163933455905481
2009-09-14,45.2,46.19814298978645,-0.021605695060234686
2009-09-15,41.2,46.998142989786444,-0.12336961890274012
2009-09-16,42.0,49.19814298978645,-0.14630924161671677
2009-09-17,44.2,47.598142989786446,-0.07139234382559023
2009-09-18,42.6,49.29814298978644,-0.13587008726016636
2009-09-21,44.3,51.498142989786444,-0.1397748068549587
2009-09-22,46.5,50.19814298978645,-0.07367091229926348
2009-09-23,45.2,49.29814298978644,-0.08312976394740645
2009-09-24,44.3,48.79814298978644,-0.09217856898218268
2009-09-25,43.8,50.69814298978645,-0.13606303077365456
2009-09-28,45.7,51.998142989786444,-0.12112245991214599
2009-09-29,47.0,53.39814298978644,-0.11981957857617309
2009-09-30,48.4,68.19246196403873,-0.29024413247429426
2009-10-01,45.3,68.09246196403873,-0.33472812271167374
2009-10-02,45.2,69.59246196403873,-0.35050436894506354
2009-10-05,46.7,69.59246196403873,-0.32895031039235545
2009-10-06,46.7,69.29246196403872,-0.3260450173608165
2009-10-07,46.4,69.39246196403873,-0.3313394756905169
2009-10-08,46.5,69.19246196403873,-0.32796147614797466
2009-10-09,46.3,70.59246196403873,-0.3441226058444289
2009-10-12,47.7,71.19246196403873,-0.3299852444477256
2009-10-13,48.3,72.89246196403873,-0.33738004316785664
2009-10-14,50.0,70.39246196403873,-0.2896966719882108
2009-10-15,47.5,68.79246196403872,-0.30951737088824294
2009-10-16,45.9,68.29246196403872,-0.3278906825152985
2009-10-19,45.4,67.19246196403873,-0.3243289697541074
2009-10-20,44.3,67.09246196403873,-0.33971717979667215
2009-10-21,44.2,67.49246196403872,-0.34511205083094154
2009-10-22,44.6,67.49246196403872,-0.339185463055656
2009-10-23,44.6,65.59246196403873,-0.32004381807696003
2009-10-26,42.7,65.59246196403873,-0.34901056125305363
2009-10-27,42.7,63.69246196403873,-0.32959099580561413
2009-10-28,40.8,65.99246196403872,-0.38174756955979094
2009-10-29,43.1,63.79246196403873,-0.3243715844624956
2009-10-30,40.9,62.79246196403873,-0.34864793128475446
2009-11-02,39.9,63.29246196403873,-0.3695931748922924
2009-11-03,40.4,62.592461964038726,-0.3545548659963076
2009-11-04,39.7,63.492461964038725,-0.3747289241597601
2009-11-05,40.6,63.492461964038725,-0.3605540131205608
2009-11-06,40.6,64.79246196403872,-0.37338389730376476
2009-11-09,41.9,64.69246196403873,-0.3523202127739181
2009-11-10,41.8,64.49246196403872,-0.35186223743004486
2009-11-11,41.6,63.492461964038725,-0.3448041119658948
2009-11-12,40.6,63.39246196403873,-0.35954530330386025
2009-11-13,40.5,64.69246196403873,-0.37396106485307123
2009-11-16,41.8,65.29246196403872,-0.3598035861624841
2009-11-17,42.4,65.79246196403872,-0.3555492721464767
2009-11-18,42.9,65.49246196403872,-0.3449627832962522
2009-11-19,42.6,64.89246196403873,-0.3435292989252354
2009-11-20,42.0,65.69246196403873,-0.3606572391366367
2009-11-23,42.8,64.99246196403872,-0.34146209103939074
2009-11-24,42.1,64.59246196403873,-0.3482211589420636
2009-11-25,41.7,63.492461964038725,-0.3432291218504282
2009-11-27,40.6,63.992461964038725,-0.36555027336164025
2009-11-30,41.1,63.89246196403873,-0.35673162785411605
2009-12-01,41.0,63.89246196403873,-0.3582967577133518
2009-12-02,41.0,63.39246196403873,-0.3532354048142431
2009-12-03,40.5,63.492461964038725,-0.36212900323602737
2009-12-04,40.6,63.19246196403873,-0.35751830616910507
2009-12-07,40.3,61.992461964038725,-0.34992096259416716
2009-12-08,39.1,61.492461964038725,-0.3641497063027662
2009-12-09,38.6,61.592461964038726,-0.3732999336422542
2009-12-10,38.7,62.39246196403873,-0.37973276287277136
2009-12-11,39.5,59.89246196403873,-0.34048461685016373
2009-12-14,37.0,58.492461964038725,-0.3674398587847496
2009-12-15,35.6,57.39246196403873,-0.379709481319926
2009-12-16,34.5,54.89246196403873,-0.3714984031395474
2009-12-17,32.0,56.89246196403873,-0.4375353272595771
2009-12-18,34.0,57.092461964038726,-0.4044747970158329
2009-12-21,34.2,56.29246196403873,-0.3924586204481878
2009-12-22,33.4,55.79246196403873,-0.401352820358992
2009-12-23,32.9,56.39246196403873,-0.4165886919251688
2009-12-24,33.5,56.79246196403873,-0.4101329852329282
2009-12-28,33.9,56.592461964038726,-0.4009802927191697
2009-12-29,33.7,56.092461964038726,-0.3992062601637042
2009-12-30,33.2,55.992461964038725,-0.4070630432124458
2009-12-31,33.1,34.093360995850624,-0.029136493640844696
2010-01-04,34.0,35.39336099585062,-0.039367863255879376
2010-01-05,35.3,36.49336099585062,-0.03270076976429526
2010-01-06,36.4,36.593360995850624,-0.005284045810182603
2010-01-07,36.5,35.99336099585062,0.01407590150327409
2010-01-08,35.9,36.39336099585062,-0.013556346057372215
2010-01-11,36.3,35.29336099585062,0.02852204991946583
2010-01-12,35.2,35.093360995850624,0.003038723026899337
2010-01-13,35.0,35.193360995850625,-0.005494246368609734
2010-01-14,35.1,34.29336099585062,0.023521724926494736
2010-01-15,34.2,35.49336099585062,-0.03643951881597862
2010-01-19,35.4,34.693360995850625,0.0203681333795791
2010-01-20,34.6,32.79336099585062,0.055091608462395136
2010-01-21,32.7,32.593360995850624,0.0032718014003818574
2010-01-22,32.5,32.39336099585062,0.003292001844545922
2010-01-25,32.3,31.593360995850624,0.022366692934068677
2010-01-26,31.5,32.093360995850624,-0.018488590083392653
2010-01-27,32.0,32.49336099585062,-0.015183439962201062
2010-01-28,32.4,33.29336099585062,-0.02683300721612225
2010-01-29,33.2,33.49336099585062,-0.008758780460610183
2010-02-01,33.4,34.193360995850625,-0.02320219401499901
2010-02-02,34.1,33.79336099585062,0.009073942191989426
2010-02-03,33.7,31.89336099585062,0.05664624071399782
2010-02-04,31.8,32.29336099585062,-0.015277474398344926
2010-02-05,32.2,31.593360995850624,0.01920147097452074
2010-02-08,31.5,31.89336099585062,-0.012333632567034791
2010-02-09,31.8,32.093360995850624,-0.009140862369901082
2010-02-10,32.0,32.193360995850625,-0.0060062382388575974
2010-02-11,32.1,31.89336099585062,0.006479060145974103
2010-02-12,31.8,33.193360995850625,-0.04197709885494283
2010-02-16,33.1,34.193360995850625,-0.031975827002888146
2010-02-17,34.1,34.39336099585062,-0.008529582086671095
2010-02-18,34.3,34.29336099585062,0.0001935944438393733
2010-02-19,34.2,34.693360995850625,-0.014220616904474292
2010-02-22,34.6,33.593360995850624,0.029965415019762798
2010-02-23,33.5,34.593360995850624,-0.03160609331893971
2010-02-24,34.5,33.99336099585062,0.014904057419071304
2010-02-25,33.9,34.093360995850624,-0.005671514635185337
2010-02-26,34.0,33.99336099585062,0.000195302963722499
2010-03-01,33.9,34.093360995850624,-0.005671514635185337
2010-03-02,34.0,34.093360995850624,-0.0027383922594779175
2010-03-03,34.0,34.39336099585062,-0.011437119969114895
2010-03-04,34.3,35.093360995850624,-0.022607153414129555
2010-03-05,35.0,35.693360995850625,-0.01942548912474873
2010-03-08,35.6,38.29336099585062,-0.07033493341424024
2010-03-09,38.2,39.693360995850625,-0.037622437565988265
2010-03-10,39.6,41.89336099585062,-0.054742826580034154
2010-03-11,41.8,39.79336099585062,0.05042647702863334
2010-03-12,39.7,38.99336099585062,0.01812203375401711
2010-03-15,38.9,40.593360995850624,-0.04171522028007779
2010-03-16,40.5,40.593360995850624,-0.0022999080036798514
