date,GS,dcf,Deviation
2013-02-15,154.99,308.60666529096164,-0.49777494321494387
2013-02-19,158.65,305.1366652909616,-0.4800690377581467
2013-02-20,155.18,300.8366652909616,-0.4841719181738907
2013-02-21,150.88,304.04666529096164,-0.5037603854144781
2013-02-22,154.09,297.60666529096164,-0.4822360586267429
2013-02-25,147.65,297.9566652909616,-0.5044581403949586
2013-02-26,148.0,301.60666529096164,-0.5092946641042446
2013-02-27,151.65,299.7166652909616,-0.4940221296911206
2013-02-28,149.76,300.48666529096164,-0.5016084994820413
2013-03-01,150.53,302.1366652909616,-0.5017817521251927
2013-03-04,152.18,302.91666529096165,-0.4976176043208914
2013-03-05,152.96,304.0866652909616,-0.49698550624164295
2013-03-06,154.13,306.5766652909616,-0.49725462681994925
2013-03-07,156.62,302.9366652909616,-0.48299424287393156
2013-03-08,152.98,303.2566652909616,-0.4955428272179201
2013-03-11,153.3,301.80666529096163,-0.49205893166007897
2013-03-12,151.85,301.86666529096163,-0.4969633369301124
2013-03-13,151.91,303.9766652909616,-0.5002576929561544
2013-03-14,154.02,304.79666529096164,-0.49467951083726214
2013-03-15,154.84,301.9066652909616,-0.48712626185058405
2013-03-18,151.95,298.79666529096164,-0.49146018797755187
2013-03-19,148.84,300.0866652909616,-0.5040099504065403
2013-03-20,150.13,295.3366652909616,-0.4916648772610268
2013-03-21,145.38,296.55666529096163,-0.5097732844501646
2013-03-22,146.6,296.0666652909616,-0.5048412496694695
2013-03-25,146.11,296.49666529096163,-0.5072119955999586
2013-03-26,146.54,297.79666529096164,-0.5079192715041877
2013-03-27,147.84,297.10666529096164,-0.5024009311429694
2013-03-28,147.15,0.0,inf
2013-04-01,146.04,0.0,inf
2013-04-02,146.68,0.0,inf
2013-04-03,143.41,0.0,inf
2013-04-04,142.99,0.0,inf
2013-04-05,143.69,0.0,inf
2013-04-08,143.82,0.0,inf
2013-04-09,146.52,0.0,inf
2013-04-10,149.46,0.0,inf
2013-04-11,149.07,0.0,inf
2013-04-12,149.12,0.0,inf
2013-04-15,146.46,0.0,inf
2013-04-16,144.1,0.0,inf
2013-04-17,140.6,0.0,inf
2013-04-18,138.6,0.0,inf
2013-04-19,138.72,0.0,inf
2013-04-22,139.52,0.0,inf
2013-04-23,142.94,0.0,inf
2013-04-24,143.93,0.0,inf
2013-04-25,144.76,0.0,inf
2013-04-26,144.11,0.0,inf
2013-04-29,145.11,0.0,inf
2013-04-30,146.07,0.0,inf
2013-05-01,142.61,0.0,inf
2013-05-02,143.67,0.0,inf
2013-05-03,145.37,0.0,inf
2013-05-06,148.45,0.0,inf
2013-05-07,149.32,0.0,inf
2013-05-08,150.26,0.0,inf
2013-05-09,148.54,0.0,inf
2013-05-10,149.1,0.0,inf
2013-05-13,149.63,0.0,inf
2013-05-14,154.52,0.0,inf
2013-05-15,155.61,0.0,inf
2013-05-16,154.47,0.0,inf
2013-05-17,158.18,0.0,inf
2013-05-20,158.9,0.0,inf
2013-05-21,160.73,0.0,inf
2013-05-22,159.34,0.0,inf
2013-05-23,157.41,0.0,inf
2013-05-24,158.72,0.0,inf
2013-05-28,160.7,0.0,inf
2013-05-29,162.87,0.0,inf
2013-05-30,164.35,0.0,inf
2013-05-31,162.08,0.0,inf
2013-06-03,163.56,0.0,inf
2013-06-04,161.68,0.0,inf
2013-06-05,158.3,0.0,inf
2013-06-06,159.68,0.0,inf
2013-06-07,166.01,0.0,inf
2013-06-10,167.49,0.0,inf
2013-06-11,163.31,0.0,inf
2013-06-12,161.86,0.0,inf
2013-06-13,165.82,0.0,inf
2013-06-14,162.92,0.0,inf
2013-06-17,164.11,0.0,inf
2013-06-18,164.15,0.0,inf
2013-06-19,161.56,0.0,inf
2013-06-20,155.41,0.0,inf
2013-06-21,154.25,0.0,inf
2013-06-24,150.78,0.0,inf
2013-06-25,153.06,0.0,inf
2013-06-26,151.66,0.0,inf
2013-06-27,153.51,0.0,inf
2013-06-28,151.25,301.14744118860915,-0.4977543245825825
2013-07-01,151.75,300.31744118860917,-0.4947013420219706
2013-07-02,150.92,299.82744118860916,-0.49664380484419235
2013-07-03,150.43,302.63744118860916,-0.5029365850795398
2013-07-05,153.24,303.20744118860915,-0.4946034325566647
2013-07-08,153.81,306.33744118860915,-0.49790662413576603
2013-07-09,156.94,305.22744118860913,-0.4858260470000727
2013-07-10,155.83,307.1074411886092,-0.4925880030881523
2013-07-11,157.71,309.50744118860916,-0.49044843834984275
2013-07-12,160.11,312.39744118860915,-0.4874797969189062
2013-07-15,163.0,309.63744118860916,-0.47357787425742237
2013-07-16,160.24,310.89744118860915,-0.4845888747511796
2013-07-17,161.5,313.45744118860915,-0.4847785415857315
2013-07-18,164.06,313.75744118860916,-0.4771120028946866
2013-07-19,164.36,315.64744118860915,-0.47929246826433225
2013-07-22,166.25,315.65744118860914,-0.4733214608406344
2013-07-23,166.26,314.43744118860917,-0.4712461742103029
2013-07-24,165.04,315.3074411886092,-0.4765743574656802
2013-07-25,165.91,314.65744118860914,-0.47272818537746986
2013-07-26,165.26,312.56744118860917,-0.471282103562799
2013-07-29,163.17,311.82744118860916,-0.47672982410388176
2013-07-30,162.43,313.4274411886092,-0.4817620327562334
2013-07-31,164.03,316.88744118860916,-0.4823714080155972
2013-08-01,167.49,317.01744118860915,-0.4716694470436028
2013-08-02,167.62,317.71744118860914,-0.47242430452379724
2013-08-05,168.32,314.1774411886092,-0.4642517955356541
2013-08-06,164.78,312.84744118860914,-0.47328960283661836
2013-08-07,163.45,312.2374411886092,-0.4765201784328392
2013-08-08,162.84,311.52744118860915,-0.47728521321044326
2013-08-09,162.13,311.08744118860915,-0.4788282054057521
2013-08-12,161.69,313.1074411886092,-0.48359579259375884
2013-08-13,163.71,312.7374411886092,-0.4765257419201433
2013-08-14,163.34,310.14744118860915,-0.4733472590519666
2013-08-15,160.75,310.0574411886092,-0.48154767908887197
2013-08-16,160.66,308.02744118860915,-0.4784230931502437
2013-08-19,158.63,308.95744118860915,-0.48656358820902723
2013-08-20,159.56,306.50744118860916,-0.47942536278649484
2013-08-21,157.11,308.8074411886092,-0.49123635299952984
2013-08-22,159.41,308.0474411886092,-0.48251477309822055
2013-08-23,158.65,307.2974411886092,-0.4837249559047718
2013-08-26,157.9,302.62744118860917,-0.47823634439815854
2013-08-27,153.23,302.3674411886092,-0.49323247437736195
2013-08-28,152.97,303.02744118860915,-0.4951942325751647
2013-08-29,153.63,301.52744118860915,-0.49049413415111853
2013-08-30,152.13,304.15744118860914,-0.4998314050595145
2013-09-03,154.76,305.13744118860916,-0.4928187134389026
2013-09-04,155.74,305.56744118860917,-0.4903252800946464
2013-09-05,156.17,306.0574411886092,-0.48973630768951126
2013-09-06,156.66,308.88744118860916,-0.4928249611017945
2013-09-09,159.49,314.53744118860914,-0.4929379491443009
2013-09-10,165.14,314.45744118860915,-0.47484149404831455
2013-09-11,165.06,312.7474411886092,-0.47222589776375834
2013-09-12,163.35,313.39744118860915,-0.47877685478072385
2013-09-13,164.0,316.4274411886092,-0.4817137243724495
2013-09-16,167.03,316.81744118860917,-0.4727878636562721
2013-09-17,167.42,317.45744118860915,-0.47262222182238367
2013-09-18,168.06,317.1774411886092,-0.47013886179861286
2013-09-19,167.78,319.14744118860915,-0.4742868707481014
2013-09-20,169.75,314.64744118860915,-0.4605072923563146
2013-09-23,165.25,312.3674411886092,-0.47097559409137923
2013-09-24,162.97,311.70744118860915,-0.47717000473726423
2013-09-25,162.31,311.68744118860917,-0.4792539622994225
2013-09-26,162.29,309.2474411886092,-0.47520988572700995
2013-09-27,159.85,307.6074411886092,-0.48034417053653744
2013-09-30,158.21,294.1176227816756,-0.46208595559933596
2013-10-01,159.0,293.7876227816756,-0.4587927207601977
2013-10-02,158.67,291.96762278167563,-0.4565493307501136
2013-10-03,156.85,291.6676227816756,-0.4622303342959385
2013-10-04,156.55,289.3676227816756,-0.4589926872429847
2013-10-07,154.25,288.1676227816756,-0.4647212670492674
2013-10-08,153.05,289.5576227816756,-0.4714350859435028
2013-10-09,154.44,293.1276227816756,-0.4731305138204991
2013-10-10,158.01,295.1176227816756,-0.4645863621743326
2013-10-11,160.0,294.5776227816756,-0.456849442638815
2013-10-14,159.46,292.7476227816756,-0.4552987365539717
2013-10-15,157.63,297.3676227816756,-0.4699153911731325
2013-10-16,162.25,293.4376227816756,-0.44707158386190393
2013-10-17,158.32,293.8076227816756,-0.46114400129895405
2013-10-18,158.69,294.8876227816756,-0.4618627987737265
2013-10-21,159.77,294.3676227816756,-0.45724329839597533
2013-10-22,159.25,292.8576227816756,-0.4562204033230156
2013-10-23,157.74,295.0776227816756,-0.4654287962841901
2013-10-24,159.96,297.2076227816756,-0.4617903857819141
2013-10-25,162.09,296.5676227816756,-0.45344674351277414
2013-10-28,161.45,297.2276227816756,-0.4568136080723869
2013-10-29,162.11,297.1676227816756,-0.4544829666080423
2013-10-30,162.05,295.9776227816756,-0.4524923929146688
2013-10-31,160.86,297.1676227816756,-0.45868934679273143
2013-11-01,162.05,298.27762278167563,-0.4567141896574235
2013-11-04,163.16,297.0676227816756,-0.4507647838825187
2013-11-05,161.95,298.6376227816756,-0.457703960768545
2013-11-06,163.52,294.7576227816756,-0.44523911389691917
2013-11-07,159.64,298.2876227816756,-0.46481185336729647
2013-11-08,163.17,298.9576227816756,-0.4542035808226884
2013-11-11,163.84,298.0076227816756,-0.4502154056641987
2013-11-12,162.89,298.0576227816756,-0.45349493671794006
2013-11-13,162.94,298.3176227816756,-0.4538036389514676
2013-11-14,163.2,299.5176227816756,-0.4551238805772716
2013-11-15,164.4,300.7976227816756,-0.4534531274559822
2013-11-18,165.68,301.71762278167563,-0.45087728561388385
2013-11-19,166.6,300.1176227816756,-0.44488431417039687
2013-11-20,165.0,302.1876227816756,-0.4539816075815616
2013-11-21,167.07,303.21762278167563,-0.44900959757113257
2013-11-22,168.1,304.5976227816756,-0.44812438631378326
2013-11-25,169.48,303.1576227816756,-0.44095088738027866
2013-11-26,168.04,303.33762278167563,-0.4460298117357332
2013-11-27,168.22,304.0576227816756,-0.446749604693226
2013-11-29,168.94,304.83762278167563,-0.44580331502914705
2013-12-02,169.72,303.1676227816756,-0.4401776863810326
2013-12-03,168.05,303.8176227816756,-0.44687211208692357
2013-12-04,168.7,300.6776227816756,-0.43893397041224314
2013-12-05,165.56,302.3276227816756,-0.4523821592062782
2013-12-06,167.21,302.7876227816756,-0.4477647452565575
2013-12-09,167.67,304.8476227816756,-0.44998751025170003
2013-12-10,169.73,302.71762278167563,-0.43931245746333125
2013-12-11,167.6,303.4476227816756,-0.4476806294818635
2013-12-12,168.33,303.5076227816756,-0.4453846053115902
2013-12-13,168.39,306.0676227816756,-0.44982746469685864
2013-12-16,170.95,305.6076227816756,-0.44062259166183915
2013-12-17,170.49,309.9576227816756,-0.4499570668081687
2013-12-18,174.84,309.8876227816756,-0.4357954718211523
2013-12-19,174.77,310.27762278167563,-0.4367302468248717
2013-12-20,175.16,311.58762278167563,-0.4378467333321139
2013-12-23,176.47,311.27762278167563,-0.43307842554499076
2013-12-24,176.16,311.5676227816756,-0.43460107174409335
2013-12-26,176.45,311.46762278167563,-0.43348846848302025
2013-12-27,176.35,310.8476227816756,-0.4326802359886158
2013-12-30,175.73,312.3776227816756,-0.4374436989591288
2013-12-31,177.26,303.04146512587704,-0.415063546084791
2014-01-02,176.89,304.30146512587703,-0.4187014514477351
2014-01-03,178.15,305.521465125877,-0.416898580508571
2014-01-06,179.37,304.441465125877,-0.41082270141540633
2014-01-07,178.29,304.591465125877,-0.4146585823528608
2014-01-08,178.44,303.55146512587703,-0.41215898949456786
2014-01-09,177.4,304.54146512587704,-0.41748490660647897
2014-01-10,178.39,302.031465125877,-0.40936617340298376
2014-01-13,175.88,302.751465125877,-0.4190614406213585
2014-01-14,176.6,304.901465125877,-0.42079648608086684
2014-01-15,178.75,301.321465125877,-0.4067797329827558
2014-01-16,175.17,302.431465125877,-0.420794394104822
2014-01-17,176.28,299.351465125877,-0.41112698437646045
2014-01-21,173.2,299.831465125877,-0.4223421483556232
2014-01-22,173.68,296.901465125877,-0.4150247795969445
2014-01-23,170.75,293.79146512587704,-0.41880544444393253
2014-01-24,167.64,290.841465125877,-0.4236035087794482
2014-01-27,164.69,292.401465125877,-0.4367675280659008
2014-01-28,166.25,290.05146512587703,-0.4268258568256136
2014-01-29,163.9,291.991465125877,-0.43868222336792273
2014-01-30,165.84,290.271465125877,-0.4286727428475168
2014-01-31,164.12,285.971465125877,-0.42609658649768156
2014-02-03,159.82,287.911465125877,-0.4448987992537028
2014-02-04,161.76,286.571465125877,-0.4355334718027608
2014-02-05,160.42,287.901465125877,-0.44279547195127766
2014-02-06,161.75,288.081465125877,-0.43852687666204615
2014-02-07,161.93,287.151465125877,-0.4360815817916316
2014-02-10,161.0,290.54146512587704,-0.4458622285454271
2014-02-11,164.39,289.651465125877,-0.4324558312572
2014-02-12,163.5,290.211465125877,-0.4366177093345257
2014-02-13,164.06,289.871465125877,-0.43402500853695014
2014-02-14,163.72,290.80146512587703,-0.4370042120347235
2014-02-18,164.65,289.411465125877,-0.43108680947250333
2014-02-19,163.26,290.651465125877,-0.43829631160023774
2014-02-20,164.5,290.651465125877,-0.434030033432801
2014-02-21,164.5,292.691465125877,-0.4379747290230894
2014-02-24,166.54,289.631465125877,-0.4249934138626137
2014-02-25,163.48,288.951465125877,-0.4342302437235174
2014-02-26,162.8,291.531465125877,-0.4415697121073827
2014-02-27,165.38,292.601465125877,-0.4347943543999221
2014-02-28,166.45,290.891465125877,-0.427793455789525
2014-03-03,164.74,294.881465125877,-0.44133484303709325
2014-03-04,168.73,298.05146512587703,-0.43388971455402947
2014-03-05,171.9,298.751465125877,-0.424605332303321
2014-03-06,172.6,300.411465125877,-0.4254546845351659
2014-03-07,174.26,299.661465125877,-0.4184771140767144
2014-03-10,173.51,296.04146512587704,-0.41389967136453865
2014-03-11,169.89,295.871465125877,-0.42579795612354454
2014-03-12,169.72,292.851465125877,-0.42045705686652834
2014-03-13,166.7,291.501465125877,-0.42813323450015905
2014-03-14,165.35,292.991465125877,-0.4356490898840306
2014-03-17,166.84,294.241465125877,-0.4329827037510653
2014-03-18,168.09,294.331465125877,-0.42890917242533755
2014-03-19,168.18,295.371465125877,-0.43061527650165
2014-03-20,169.22,293.101465125877,-0.42265727014593446
2014-03-21,166.95,291.871465125877,-0.4280016378853666
2014-03-24,165.72,289.401465125877,-0.42736986515282827
2014-03-25,163.25,287.881465125877,-0.43292632636624084
2014-03-26,161.73,288.441465125877,-0.43929698204306245
2014-03-27,162.29,288.451465125877,-0.4373750192976886
2014-03-28,162.3,290.001465125877,-0.4403476550383887
2014-03-31,163.85,287.37687164671894,-0.42984277384219793
2014-04-01,165.92,288.72687164671896,-0.4253392520976823
2014-04-02,167.27,287.54687164671896,-0.4182861422136823
2014-04-03,166.09,284.69687164671893,-0.41660756916886144
2014-04-04,163.24,280.0168716467189,-0.4170351270620919
2014-04-07,158.56,278.0168716467189,-0.429674900444585
2014-04-08,156.56,279.61687164671895,-0.4400910106819118
2014-04-09,158.16,277.43687164671894,-0.42992436779853505
2014-04-10,155.98,274.17687164671895,-0.4310971634362267
2014-04-11,152.72,276.19687164671893,-0.44706107969483866
2014-04-14,154.74,276.37687164671894,-0.4401123397988319
2014-04-15,154.92,278.67687164671895,-0.4440873435797952
2014-04-16,157.22,278.8968716467189,-0.43627908383586345
2014-04-17,157.44,279.25687164671893,-0.43621799144418727
2014-04-21,157.8,281.91687164671896,-0.44026053113364083
2014-04-22,160.46,281.90687164671897,-0.43080493546434073
2014-04-23,160.45,282.30687164671895,-0.43164684917486396
2014-04-24,160.85,279.69687164671893,-0.4249131245087099
2014-04-25,158.24,277.99687164671894,-0.43078496149016776
2014-04-28,156.54,279.69687164671893,-0.4403226640385045
2014-04-29,158.24,281.2768716467189,-0.4374226395736228
2014-04-30,159.82,281.8268716467189,-0.43291426021170665
2014-05-01,160.37,280.3368716467189,-0.42793825493601645
2014-05-02,158.88,277.80687164671895,-0.4280919004694589
2014-05-05,156.35,275.99687164671894,-0.4335080717866583
2014-05-06,154.54,276.97687164671896,-0.4420472760732379
2014-05-07,155.52,278.85687164671896,-0.4422945395549486
2014-05-08,157.4,278.65687164671897,-0.43514760978314704
2014-05-09,157.2,281.00687164671893,-0.4405830751440435
2014-05-12,159.55,281.73687164671895,-0.43369144738688625
2014-05-13,160.28,280.90687164671897,-0.4294194404700242
2014-05-14,159.45,278.09687164671897,-0.4266386419385627
2014-05-15,156.64,277.88687164671893,-0.43631737954451344
2014-05-16,156.43,279.12687164671894,-0.4395738429727828
2014-05-19,157.67,277.80687164671895,-0.4324474442788242
2014-05-20,156.35,280.80687164671895,-0.4432116312427611
2014-05-21,159.35,281.30687164671895,-0.43353676692220755
2014-05-22,159.85,281.61687164671895,-0.43238486009273025
2014-05-23,160.16,283.22687164671896,-0.4345169331257013
2014-05-27,161.77,282.6468716467189,-0.4276603910118745
2014-05-28,161.19,282.19687164671893,-0.42880302301227113
2014-05-29,160.74,281.2668716467189,-0.4285142823293634
2014-05-30,159.81,281.48687164671895,-0.432264819083392
2014-06-02,160.03,283.25687164671893,-0.4350357713489431
2014-06-03,161.8,283.84687164671897,-0.42997434123079126
2014-06-04,162.39,284.03687164671896,-0.42827845181319146
2014-06-05,162.58,287.6468716467189,-0.43479308824301444
2014-06-06,166.19,287.4568716467189,-0.4218610985085598
2014-06-09,166.0,287.81687164671894,-0.42324437393038983
2014-06-10,166.36,286.88687164671893,-0.420119857541405
2014-06-11,165.43,287.41687164671896,-0.4244248813502508
2014-06-12,165.96,287.34687164671897,-0.42244020598198495
2014-06-13,165.89,287.30687164671895,-0.4226034377486688
2014-06-16,165.85,289.67687164671895,-0.4274655099069643
2014-06-17,168.22,291.31687164671894,-0.4225531839295562
2014-06-18,169.86,291.18687164671894,-0.41666326150142563
2014-06-19,169.73,291.29687164671896,-0.41732982218275827
2014-06-20,169.84,291.69687164671893,-0.41775172616284584
2014-06-23,170.24,289.68687164671894,-0.4123309798877861
2014-06-24,168.23,289.8368716467189,-0.41957005316751106
2014-06-25,168.38,289.46687164671897,-0.4183099466888216
2014-06-26,168.01,288.23687164671895,-0.4171113534498685
2014-06-27,166.78,288.8968716467189,-0.42270056768233555
2014-06-30,167.44,285.4998562799417,-0.4135198448722869
2014-07-01,166.81,285.5798562799417,-0.41589017456300104
2014-07-02,166.89,288.1498562799417,-0.42082219941187826
2014-07-03,169.46,286.46985627994167,-0.40845434070940534
2014-07-07,167.78,283.59985627994166,-0.40839180174201417
2014-07-08,164.91,283.35985627994165,-0.4180191853390859
2014-07-09,164.67,282.10985627994165,-0.41629122012456177
2014-07-10,163.42,283.4898562799417,-0.4235419843783569
2014-07-11,164.8,285.6898562799417,-0.42315067764073555
2014-07-14,167.0,287.85985627994165,-0.41985658522113034
2014-07-15,169.17,289.15985627994166,-0.4149602846799626
2014-07-16,170.47,288.8298562799417,-0.4097909329886732
2014-07-17,170.14,290.15985627994166,-0.4136335667472498
2014-07-18,171.47,290.40985627994166,-0.4095586072853159
2014-07-21,171.72,293.7098562799417,-0.4153413774567726
2014-07-22,175.02,295.5098562799417,-0.4077354907776731
2014-07-23,176.82,294.9498562799417,-0.40050826865914024
2014-07-24,176.26,294.08985627994167,-0.40065936911397726
2014-07-25,175.4,294.6398562799417,-0.4046969672923344
2014-07-28,175.95,294.22985627994166,-0.40199814449627314
2014-07-29,175.54,294.4498562799417,-0.4038373724553317
2014-07-30,175.76,291.5598562799417,-0.3971735264156403
2014-07-31,172.87,288.9398562799417,-0.4017093999226139
2014-08-01,170.25,290.3798562799417,-0.4136990004021839
2014-08-04,171.69,288.10985627994165,-0.40408147705582975
2014-08-05,169.42,288.4298562799417,-0.4126128196813099
2014-08-06,169.74,287.78985627994166,-0.41019463926175037
2014-08-07,169.1,290.9498562799417,-0.41880019408809077
2014-08-08,172.26,291.1498562799417,-0.40834592123455715
2014-08-11,172.46,291.0198562799417,-0.4073943881200154
2014-08-12,172.33,291.0598562799417,-0.40792247270866233
2014-08-13,172.37,291.41985627994165,-0.40851662546144707
2014-08-14,172.73,290.58985627994167,-0.4055883360443271
2014-08-15,171.9,293.2398562799417,-0.4137904642952235
2014-08-18,174.55,292.6498562799417,-0.40355344021413164
2014-08-19,173.96,292.71985627994167,-0.40571165136937637
2014-08-20,174.03,293.83985627994167,-0.4077386158459002
2014-08-21,175.15,294.15985627994166,-0.4045754501820402
2014-08-22,175.47,296.5598562799417,-0.4083150625944372
2014-08-25,177.87,296.58985627994167,-0.4002829286510925
2014-08-26,177.9,296.4998562799417,-0.3999997091666887
2014-08-27,177.81,296.33985627994167,-0.3999794619862769
2014-08-28,177.65,297.79985627994165,-0.40345840921762177
2014-08-29,179.11,298.4598562799417,-0.3998857929087688
2014-09-02,179.77,298.28985627994166,-0.39733116559187354
2014-09-03,179.6,298.7698562799417,-0.39886840581494876
2014-09-04,180.08,298.4398562799417,-0.3965953400303146
2014-09-05,179.75,298.79985627994165,-0.3984267521481182
2014-09-08,180.11,296.08985627994167,-0.3917049295004795
2014-09-09,177.4,298.5598562799417,-0.4058142906068971
2014-09-10,179.87,299.6898562799417,-0.39981285241772546
2014-09-11,181.0,301.85985627994165,-0.4003839986190727
2014-09-12,183.17,302.66985627994165,-0.3948191529499896
2014-09-15,183.98,302.72985627994166,-0.3922634448388559
2014-09-16,184.04,303.5098562799417,-0.39362759992133145
2014-09-17,184.82,306.5798562799417,-0.39715543531588493
2014-09-18,187.89,304.8898562799417,-0.38374466670519725
2014-09-19,186.2,303.97985627994166,-0.3874594116903445
2014-09-22,185.29,303.77985627994167,-0.39005172275396016
2014-09-23,185.09,306.4998562799417,-0.39611717197365337
2014-09-24,187.81,302.77985627994167,-0.37971434986627317
2014-09-25,184.09,303.8098562799417,-0.39406179162807464
2014-09-26,185.12,302.5198562799417,-0.38807322508874853
2014-09-29,183.83,302.2598562799417,-0.3918147045311118
2014-09-30,183.57,294.3411332633788,-0.3763358931021711
2014-10-01,180.7,296.52113326337883,-0.39059992786586006
2014-10-02,182.88,301.7111332633788,-0.39385730310337985
2014-10-03,188.07,301.1211332633788,-0.375434072123053
2014-10-06,187.48,297.4411332633788,-0.36969040581892276
2014-10-07,183.8,300.2811332633788,-0.3879069324052815
2014-10-08,186.64,294.9111332633788,-0.36713138654783917
2014-10-09,181.27,294.02113326337883,-0.38347969076895705
2014-10-10,180.38,292.4111332633788,-0.38312882280877725
2014-10-13,178.77,292.3411332633788,-0.3884883799812707
2014-10-14,178.7,290.8811332633788,-0.38565970919057235
2014-10-15,177.24,286.2211332633788,-0.38075851360386825
2014-10-16,172.58,290.5511332633788,-0.4060253764573698
2014-10-17,176.91,291.4811332633788,-0.3930653486236234
2014-10-20,177.84,293.8211332633788,-0.39473380275684344
2014-10-21,180.18,290.4711332633788,-0.37969739720530016
2014-10-22,176.83,293.7011332633788,-0.3979253738819376
2014-10-23,180.06,296.9911332633788,-0.39371927363124837
2014-10-24,183.35,297.5511332633788,-0.3838033887180431
2014-10-27,183.91,299.9611332633788,-0.3868872343587292
2014-10-28,186.32,299.7211332633788,-0.3783554800712968
2014-10-29,186.08,300.6111332633788,-0.38099431654460036
2014-10-30,186.97,303.6311332633788,-0.38421993163060586
2014-10-31,189.99,304.4711332633788,-0.37599995781652107
2014-11-03,190.83,303.9111332633788,-0.37208618206618704
2014-11-04,190.27,303.4811332633788,-0.37304175072104895
2014-11-05,189.84,304.6411332633788,-0.37684055345253387
2014-11-06,191.0,304.3511332633788,-0.3724353908197451
2014-11-07,190.71,305.4411332633788,-0.3756243700302385
2014-11-10,191.8,305.52113326337883,-0.37222018669767076
2014-11-11,191.88,303.8211332633788,-0.36844419629736025
2014-11-12,190.18,303.8811332633788,-0.3741631869091133
2014-11-13,190.24,303.6211332633788,-0.3734296491312591
2014-11-14,189.98,303.5711332633788,-0.37418292062976544
2014-11-17,189.93,303.2811332633788,-0.3737493725497957
2014-11-18,189.64,302.83113326337883,-0.37377640813744883
2014-11-19,189.19,303.3911332633788,-0.37641552683162605
2014-11-20,189.75,303.2311332633788,-0.3742397162260116
2014-11-21,189.59,303.7111332633788,-0.37575551491032366
2014-11-24,190.07,302.5011332633788,-0.37167177540947705
2014-11-25,188.86,302.1611332633788,-0.374969249154291
2014-11-26,188.52,302.0511332633788,-0.3758672647136977
2014-11-28,188.41,301.8411332633788,-0.37579746682305804
2014-12-01,188.2,303.83113326337883,-0.38057697386509404
2014-12-02,190.19,304.5911332633788,-0.3755891776549405
2014-12-03,190.95,305.5911332633788,-0.37514548291744265
2014-12-04,191.95,309.0911332633788,-0.37898574451685096
2014-12-05,195.45,310.2611332633788,-0.37004677980698386
2014-12-08,196.62,310.5311332633788,-0.36682677213805936
2014-12-09,196.89,305.6411332633788,-0.3558131462942363
2014-12-10,192.0,307.1811332633788,-0.3749616131685466
2014-12-11,193.54,302.4611332633788,-0.3601161315775798
2014-12-12,188.82,299.1811332633788,-0.36887731542290914
2014-12-15,185.54,296.9511332633788,-0.3751833914186933
2014-12-16,183.31,298.6711332633788,-0.3862480180220472
2014-12-17,185.03,305.2511332633788,-0.39384336424280786
2014-12-18,191.61,306.9211332633788,-0.37570281341437195
2014-12-19,193.28,308.08113326337883,-0.3726327933403025
2014-12-22,194.44,309.1411332633788,-0.3710316128189157
2014-12-23,195.5,309.5311332633788,-0.3683995598799755
2014-12-24,195.89,309.0911332633788,-0.3662386949382962
2014-12-26,195.45,309.83113326337883,-0.36917249747831704
2014-12-29,196.19,309.3511332633788,-0.3658015798087749
2014-12-30,195.71,307.4711332633788,-0.36348496223755933
2014-12-31,193.83,316.13442941673713,-0.38687475338382726
2015-01-02,194.41,310.0644294167371,-0.3730012811669333
2015-01-05,188.34,306.2544294167371,-0.38502113958418704
2015-01-06,184.53,309.0044294167371,-0.40282409430728694
2015-01-07,187.28,311.9944294167371,-0.3997328723140553
2015-01-08,190.27,309.07442941673713,-0.38438776588841794
2015-01-09,187.35,306.7944294167371,-0.3893305026555376
2015-01-12,185.07,306.6544294167371,-0.3964867869281822
2015-01-13,184.93,301.9544294167371,-0.38755659137964793
2015-01-14,180.23,300.2144294167371,-0.3996624334474709
2015-01-15,178.49,298.9544294167371,-0.40295248226214386
2015-01-16,177.23,297.3544294167371,-0.40397726595955563
2015-01-20,175.63,298.8744294167371,-0.4123619061598963
2015-01-21,177.15,303.76442941673713,-0.41681782709006276
2015-01-22,182.04,302.2144294167371,-0.3976462330030681
2015-01-23,180.49,302.1444294167371,-0.40263667826535854
2015-01-26,180.42,298.2144294167371,-0.3949990939309189
2015-01-27,176.49,294.7744294167371,-0.40127099779578435
2015-01-28,173.05,297.7144294167371,-0.4187382844055345
2015-01-29,175.99,294.13442941673713,-0.401668140826
2015-01-30,172.41,297.2144294167371,-0.4199137628063928
2015-02-02,175.49,301.9644294167371,-0.41883883363689645
2015-02-03,180.24,300.5044294167371,-0.4002085082411725
2015-02-04,178.78,302.4944294167371,-0.40898085183016575
2015-02-05,180.77,305.1544294167371,-0.4076114171256885
2015-02-06,183.43,303.94442941673714,-0.39650152380815706
2015-02-09,182.22,306.2844294167371,-0.40506280274513207
2015-02-10,184.56,309.3744294167371,-0.4034413240035689
2015-02-11,187.65,311.5044294167371,-0.39760086124182215
2015-02-12,189.78,310.7244294167371,-0.38923373242252857
2015-02-13,189.0,311.7444294167371,-0.39373415475743256
2015-02-17,190.02,310.3944294167371,-0.38781117832215284
2015-02-18,188.67,310.8344294167371,-0.3930209071304348
2015-02-19,189.11,313.2344294167371,-0.3962668779669746
2015-02-20,191.51,312.0344294167371,-0.3862536247747549
2015-02-23,190.31,313.94442941673714,-0.3938099161257036
