date,AON,dcf,Deviation
2005-02-03,22.44,,
2005-02-04,22.52,,
2005-02-07,22.56,,
2005-02-08,22.55,,
2005-02-09,24.52,,
2005-02-10,24.1,,
2005-02-11,25.24,,
2005-02-14,25.03,,
2005-02-15,25.37,,
2005-02-16,25.09,,
2005-02-17,24.5,,
2005-02-18,24.56,,
2005-02-22,24.39,,
2005-02-23,24.3,,
2005-02-24,24.43,,
2005-02-25,24.74,,
2005-02-28,24.51,,
2005-03-01,24.45,,
2005-03-02,24.24,,
2005-03-03,24.17,,
2005-03-04,24.45,,
2005-03-07,24.94,,
2005-03-08,24.3,,
2005-03-09,24.04,,
2005-03-10,24.18,,
2005-03-11,23.81,,
2005-03-14,24.18,,
2005-03-15,23.95,,
2005-03-16,23.57,,
2005-03-17,23.19,,
2005-03-18,22.8,,
2005-03-21,23.12,,
2005-03-22,22.77,,
2005-03-23,22.66,,
2005-03-24,22.42,,
2005-03-28,22.81,,
2005-03-29,22.82,,
2005-03-30,23.05,,
2005-03-31,22.84,,
2005-04-01,22.53,,
2005-04-04,22.6,,
2005-04-05,22.23,,
2005-04-06,22.46,,
2005-04-07,22.58,,
2005-04-08,22.65,,
2005-04-11,22.87,,
2005-04-12,22.99,,
2005-04-13,22.44,,
2005-04-14,22.13,,
2005-04-15,21.42,,
2005-04-18,21.58,,
2005-04-19,21.47,,
2005-04-20,21.31,,
2005-04-21,21.78,,
2005-04-22,21.51,,
2005-04-25,21.89,,
2005-04-26,21.6,,
2005-04-27,21.38,,
2005-04-28,21.06,,
2005-04-29,20.85,,
2005-05-02,21.16,,
2005-05-03,21.27,,
2005-05-04,24.45,,
2005-05-05,24.45,,
2005-05-06,24.22,,
2005-05-09,24.94,,
2005-05-10,24.68,,
2005-05-11,24.97,,
2005-05-12,24.56,,
2005-05-13,23.99,,
2005-05-16,24.18,,
2005-05-17,24.3,,
2005-05-18,24.5,,
2005-05-19,24.71,,
2005-05-20,24.81,,
2005-05-23,25.07,,
2005-05-24,25.22,,
2005-05-25,24.95,,
2005-05-26,24.9,,
2005-05-27,25.0,,
2005-05-31,24.93,,
2005-06-01,24.82,,
2005-06-02,24.97,,
2005-06-03,24.69,,
2005-06-06,24.52,,
2005-06-07,24.47,,
2005-06-08,24.62,,
2005-06-09,24.64,,
2005-06-10,24.7,,
2005-06-13,24.55,,
2005-06-14,24.76,,
2005-06-15,24.67,,
2005-06-16,24.58,,
2005-06-17,24.84,,
2005-06-20,24.7,,
2005-06-21,24.81,,
2005-06-22,24.85,,
2005-06-23,24.47,,
2005-06-24,24.35,,
2005-06-27,24.66,,
2005-06-28,25.12,,
2005-06-29,25.01,,
2005-06-30,25.04,,
2005-07-01,25.17,,
2005-07-05,25.55,,
2005-07-06,25.37,,
2005-07-07,25.5,,
2005-07-08,25.5,,
2005-07-11,25.5,,
2005-07-12,25.45,,
2005-07-13,25.5,,
2005-07-14,25.45,,
2005-07-15,25.85,,
2005-07-18,25.57,,
2005-07-19,25.64,,
2005-07-20,25.57,,
2005-07-21,25.38,,
2005-07-22,25.48,,
2005-07-25,25.33,,
2005-07-26,25.17,,
2005-07-27,25.5,,
2005-07-28,25.57,,
2005-07-29,25.44,,
2005-08-01,25.35,,
2005-08-02,25.56,,
2005-08-03,29.88,,
2005-08-04,29.66,,
2005-08-05,29.14,,
2005-08-08,29.12,,
2005-08-09,29.15,,
2005-08-10,29.51,,
2005-08-11,29.28,,
2005-08-12,29.5,,
2005-08-15,29.8,,
2005-08-16,29.53,,
2005-08-17,30.08,,
2005-08-18,29.75,,
2005-08-19,29.56,,
2005-08-22,29.54,,
2005-08-23,29.2,,
2005-08-24,29.2,,
2005-08-25,29.2,,
2005-08-26,29.18,,
2005-08-29,29.91,,
2005-08-30,29.62,,
2005-08-31,29.92,,
2005-09-01,30.5,,
2005-09-02,30.63,,
2005-09-06,30.79,,
2005-09-07,30.3,,
2005-09-08,29.97,,
2005-09-09,31.21,,
2005-09-12,32.68,,
2005-09-13,32.25,,
2005-09-14,32.2,,
2005-09-15,32.0,,
2005-09-16,31.66,,
2005-09-19,31.81,,
2005-09-20,31.53,,
2005-09-21,32.34,,
2005-09-22,32.55,,
2005-09-23,32.14,,
2005-09-26,31.44,,
2005-09-27,31.38,,
2005-09-28,31.36,,
2005-09-29,32.28,,
2005-09-30,32.08,,
2005-10-03,31.93,,
2005-10-04,32.02,,
2005-10-05,32.22,,
2005-10-06,31.81,,
2005-10-07,31.81,,
2005-10-10,31.26,,
2005-10-11,31.19,,
2005-10-12,30.83,,
2005-10-13,31.09,,
2005-10-14,31.1,,
2005-10-17,31.15,,
2005-10-18,31.23,,
2005-10-19,32.6,,
2005-10-20,32.65,,
2005-10-21,32.76,,
2005-10-24,33.37,,
2005-10-25,33.98,,
2005-10-26,33.95,,
2005-10-27,33.71,,
2005-10-28,33.87,,
2005-10-31,33.85,,
2005-11-01,33.86,,
2005-11-02,34.12,,
2005-11-03,34.33,,
2005-11-04,35.9,,
2005-11-07,35.42,,
2005-11-08,35.45,,
2005-11-09,35.15,,
2005-11-10,35.03,,
2005-11-11,35.51,,
2005-11-14,35.99,,
2005-11-15,35.77,,
2005-11-16,36.85,,
2005-11-17,36.84,,
2005-11-18,36.9,,
2005-11-21,36.35,,
2005-11-22,36.39,,
2005-11-23,36.43,,
2005-11-25,36.35,,
2005-11-28,36.47,,
2005-11-29,36.7,,
2005-11-30,36.41,,
2005-12-01,36.57,,
2005-12-02,36.63,,
2005-12-05,36.1,,
2005-12-06,35.77,,
2005-12-07,35.63,,
2005-12-08,35.5,,
2005-12-09,36.13,,
2005-12-12,35.5,,
2005-12-13,36.11,,
2005-12-14,36.56,,
2005-12-15,36.29,,
2005-12-16,36.15,,
2005-12-19,35.83,,
2005-12-20,36.16,,
2005-12-21,36.09,,
2005-12-22,35.94,,
2005-12-23,36.19,,
2005-12-27,36.24,,
2005-12-28,36.38,,
2005-12-29,36.43,,
2005-12-30,35.95,,
2006-01-03,37.25,,
2006-01-04,37.38,,
2006-01-05,37.1,,
2006-01-06,36.95,,
2006-01-09,37.31,,
2006-01-10,36.92,,
2006-01-11,37.3,,
2006-01-12,37.67,,
2006-01-13,37.45,,
2006-01-17,37.35,,
2006-01-18,37.12,,
2006-01-19,36.88,,
2006-01-20,36.22,,
2006-01-23,35.96,,
2006-01-24,36.19,,
2006-01-25,35.78,,
2006-01-26,36.01,,
2006-01-27,35.88,,
2006-01-30,35.8,,
2006-01-31,34.22,,
2006-02-01,34.24,,
2006-02-02,33.92,,
2006-02-03,33.7,,
2006-02-06,33.54,,
2006-02-07,34.02,,
2006-02-08,34.67,,
2006-02-09,34.88,,
2006-02-10,38.11,,
2006-02-13,38.06,,
2006-02-14,38.39,,
2006-02-15,38.47,,
2006-02-16,38.9,,
2006-02-17,39.05,,
2006-02-21,38.98,,
2006-02-22,39.64,,
2006-02-23,39.45,,
2006-02-24,39.78,,
2006-02-27,39.62,,
2006-02-28,39.61,,
2006-03-01,40.41,,
2006-03-02,40.25,,
2006-03-03,39.86,,
2006-03-06,39.98,,
2006-03-07,39.35,,
2006-03-08,39.74,,
2006-03-09,39.39,,
2006-03-10,40.14,,
2006-03-13,40.4,,
2006-03-14,40.9,,
2006-03-15,40.98,,
2006-03-16,41.0,,
2006-03-17,41.19,,
2006-03-20,41.21,,
2006-03-21,41.14,,
2006-03-22,41.9,,
2006-03-23,41.71,,
2006-03-24,41.81,,
2006-03-27,41.7,,
2006-03-28,41.6,,
2006-03-29,41.41,,
2006-03-30,41.23,41.85166666666667,-0.014854048026761268
2006-03-31,41.51,41.30166666666667,0.005044187078810269
2006-04-03,40.96,41.26166666666666,-0.007311063537585261
2006-04-04,40.92,41.84166666666667,-0.022027484564827726
2006-04-05,41.5,41.94166666666667,-0.01053049870852385
2006-04-06,41.6,41.02166666666667,0.014098240767074222
2006-04-07,40.68,41.01166666666666,-0.008087129678546634
2006-04-10,40.67,40.59166666666667,0.0019297885444466978
2006-04-11,40.25,40.67166666666667,-0.010367577756833168
2006-04-12,40.33,40.81166666666667,-0.011802180748968882
2006-04-13,40.47,41.32166666666666,-0.020610656233614133
2006-04-17,40.98,42.401666666666664,-0.03352855626744233
2006-04-18,42.06,42.651666666666664,-0.01387206439763966
2006-04-19,42.31,42.13166666666667,0.004232762371929377
2006-04-20,41.79,42.16166666666667,-0.008815274538482853
2006-04-21,41.82,41.76166666666666,0.0013968152612044982
2006-04-24,41.42,41.61166666666667,-0.004606080025633896
2006-04-25,41.27,41.781666666666666,-0.0122462004866567
2006-04-26,41.44,42.141666666666666,-0.0166501878584141
2006-04-27,41.8,42.25166666666666,-0.01068991361287508
2006-04-28,41.91,42.141666666666666,-0.005497330433063108
2006-05-01,41.8,42.62166666666667,-0.019278144918468798
2006-05-02,42.28,42.70166666666667,-0.009874712150189313
2006-05-03,42.36,42.13166666666667,0.0054195181771430345
2006-05-04,41.79,38.18166666666667,0.09450434327120338
2006-05-05,37.84,38.10166666666667,-0.006867591094002812
2006-05-08,37.76,37.17166666666667,0.015827467156884767
2006-05-09,36.83,37.26166666666666,-0.011584738560629693
2006-05-10,36.92,37.05166666666667,-0.0035535963294498485
2006-05-11,36.71,36.84166666666667,-0.003573852069667538
2006-05-12,36.5,36.42166666666667,0.0021507344529354544
2006-05-15,36.08,36.88166666666667,-0.021736183288897037
2006-05-16,36.54,35.91166666666667,0.01749663526244949
2006-05-17,35.57,35.84166666666667,-0.00757963264357131
2006-05-18,35.5,36.67166666666667,-0.031950188610644026
2006-05-19,36.33,36.60166666666667,-0.007422248531487652
2006-05-22,36.26,36.17166666666667,0.002442058701561889
2006-05-23,35.83,35.88166666666667,-0.0014399182498027185
2006-05-24,35.54,36.541666666666664,-0.027411630558722866
2006-05-25,36.2,36.94166666666667,-0.020076697496052343
2006-05-26,36.6,35.81166666666667,0.022013310373714345
2006-05-30,35.47,35.99166666666667,-0.014494095855522193
2006-05-31,35.65,36.68166666666667,-0.028124858012631426
2006-06-01,36.34,36.37166666666667,-0.0008706410667643771
2006-06-02,36.03,35.58166666666666,0.0126001217855638
2006-06-05,35.24,34.94166666666667,0.00853803958979249
2006-06-06,34.6,35.291666666666664,-0.019598583234946787
2006-06-07,34.95,35.13166666666667,-0.005171023293325083
2006-06-08,34.79,34.68166666666667,0.003123648421355929
2006-06-09,34.34,34.09166666666667,0.0072842825714984905
2006-06-12,33.75,33.76166666666666,-0.000345559559658315
2006-06-13,33.42,33.60166666666667,-0.0054064778532810776
2006-06-14,33.26,35.141666666666666,-0.05354517429452221
2006-06-15,34.8,34.56166666666667,0.006895886579543653
2006-06-16,34.22,34.59166666666667,-0.010744398940014555
2006-06-19,34.25,34.031666666666666,0.0064155933199470105
2006-06-20,33.69,34.50166666666666,-0.02352543355393444
2006-06-21,34.16,34.461666666666666,-0.008753687672293009
2006-06-22,34.12,34.69166666666667,-0.01647850108095139
2006-06-23,34.35,34.291666666666664,0.0017010935601460275
2006-06-26,33.95,34.05166666666667,-0.0029856590475257905
2006-06-27,33.71,34.51166666666666,-0.023228859805862645
2006-06-28,34.17,35.43166666666667,-0.03560844818665043
2006-06-29,35.09,35.16166666666667,-0.002038204484049788
2006-06-30,34.82,36.22826086997359,-0.038871887199552924
2006-07-03,35.0,36.128260869973595,-0.031229315854262363
2006-07-05,34.9,35.99826086997359,-0.03050872023902862
2006-07-06,34.77,35.64826086997359,-0.024636850397191323
2006-07-07,34.42,35.26826086997359,-0.024051678451084912
2006-07-10,34.04,35.388260869973585,-0.03809909944225498
2006-07-11,34.16,34.51826086997359,-0.010378879495786864
2006-07-12,33.29,34.2582608699736,-0.028263573380114315
2006-07-13,33.03,34.208260869973586,-0.03444375247406417
2006-07-14,32.98,34.17826086997359,-0.03505915279107419
2006-07-17,32.95,34.04826086997359,-0.032256004915132586
2006-07-18,32.82,34.86826086997359,-0.05874284575338329
2006-07-19,33.64,34.53826086997359,-0.02600770413296949
2006-07-20,33.31,34.39826086997359,-0.031637089854258726
2006-07-21,33.17,35.0082608699736,-0.05250934563134102
2006-07-24,33.78,35.32826086997359,-0.04382499539595219
2006-07-25,34.1,36.028260869973586,-0.053520786832667255
2006-07-26,34.8,35.388260869973585,-0.016623051133680344
2006-07-27,34.16,35.61826086997359,-0.040941383278006005
2006-07-28,34.39,35.458260869973586,-0.03012727764316836
2006-07-31,34.23,34.778260869973586,-0.015764470570376887
2006-08-01,33.55,35.11826086997359,-0.04465656416700492
2006-08-02,33.89,35.85826086997359,-0.05489002595833481
2006-08-03,34.63,33.128260869973595,0.04533105845551755
2006-08-04,31.9,33.528260869973586,-0.048563833247664334
2006-08-07,32.3,34.53826086997359,-0.06480525694099037
2006-08-08,33.31,33.94826086997359,-0.018800988728648327
2006-08-09,32.72,34.41826086997359,-0.04934185595226126
2006-08-10,33.19,34.73826086997359,-0.04456932590174212
2006-08-11,33.51,34.94826086997359,-0.04115400406688896
2006-08-14,33.72,35.19826086997359,-0.04199812244799406
2006-08-15,33.97,34.93826086997359,-0.02771348217866587
2006-08-16,33.71,34.99826086997359,-0.036809282460056214
2006-08-17,33.77,35.208260869973586,-0.04085009694983721
2006-08-18,33.98,34.98826086997359,-0.028817118796517938
2006-08-21,33.76,34.85826086997359,-0.03150647343165702
2006-08-22,33.63,34.628260869973595,-0.02882792392381428
2006-08-23,33.4,34.848260869973586,-0.04155905729061671
2006-08-24,33.62,35.11826086997359,-0.042663299174208746
2006-08-25,33.89,35.378260869973595,-0.0420671009081941
2006-08-28,34.15,35.32826086997359,-0.03335179374694397
2006-08-29,34.1,35.35826086997359,-0.03558605086943378
2006-08-30,34.13,35.79826086997359,-0.04660172950951558
2006-08-31,34.57,35.33826086997359,-0.021740200311509028
2006-09-01,34.11,35.44826086997359,-0.03775251132579993
2006-09-05,34.22,35.22826086997359,-0.028620796061862075
2006-09-06,34.0,35.17826086997359,-0.033494005696549256
2006-09-07,33.95,35.26826086997359,-0.03737810817589582
2006-09-08,34.04,35.458260869973586,-0.03999803812077496
2006-09-11,34.23,35.72826086997359,-0.04193489505202164
2006-09-12,34.5,35.78826086997359,-0.03599674414619136
2006-09-13,34.56,35.278260869973586,-0.020359871837812626
2006-09-14,34.05,35.638260869973585,-0.04456617217569536
2006-09-15,34.41,35.31826086997359,-0.025716466428440943
2006-09-18,34.09,35.47826086997359,-0.039129901971844294
2006-09-19,34.25,35.39826086997359,-0.03243834136912638
2006-09-20,34.17,35.22826086997359,-0.03004011108807203
2006-09-21,34.0,35.14826086997359,-0.032669066450298434
2006-09-22,33.92,35.26826086997359,-0.03822873134981997
2006-09-25,34.04,35.11826086997359,-0.03070370921743204
2006-09-26,33.89,35.23826086997359,-0.038261277278937356
2006-09-27,34.01,35.348260869973586,-0.03785931293469569
2006-09-28,34.12,35.098260869973586,-0.02787206105731832
2006-09-29,33.87,35.012301790724294,-0.03262572673890651
2006-10-02,33.68,35.0323017907243,-0.03860156831265804
2006-10-03,33.7,35.63230179072429,-0.05422893536525053
2006-10-04,34.3,35.27230179072429,-0.027565589467143492
2006-10-05,33.94,35.38230179072429,-0.04076336806053704
2006-10-06,34.05,35.502301790724296,-0.04090725720504529
2006-10-09,34.17,35.932301790724296,-0.049045057034982964
2006-10-10,34.6,35.98230179072429,-0.03841615799800302
2006-10-11,34.65,36.542301790724295,-0.05178386959752568
2006-10-12,35.21,37.13230179072429,-0.05176899082524655
2006-10-13,35.8,37.182301790724296,-0.0371763372398084
2006-10-16,35.85,36.362301790724295,-0.01408881631511505
2006-10-17,35.03,36.7123017907243,-0.04582392573241878
2006-10-18,35.38,36.762301790724294,-0.03760106749009573
2006-10-19,35.43,36.542301790724295,-0.030438744584136646
2006-10-20,35.21,37.1723017907243,-0.052789353798207705
2006-10-23,35.84,36.81230179072429,-0.026412414965295117
2006-10-24,35.48,36.7823017907243,-0.0354056632489681
2006-10-25,35.45,36.88230179072429,-0.03883439268111255
2006-10-26,35.55,36.192301790724294,-0.017746917409074858
2006-10-27,34.86,36.38230179072429,-0.041841821869346485
2006-10-30,35.05,36.12230179072429,-0.02968531177599676
2006-10-31,34.79,36.0323017907243,-0.03447744742868741
2006-11-01,34.7,35.81230179072429,-0.031059209687895106
2006-11-02,34.48,35.2823017907243,-0.02273949685831511
2006-11-03,33.95,35.49230179072429,-0.04345454402530069
2006-11-06,34.16,35.62230179072429,-0.04105017691768209
2006-11-07,34.29,35.74230179072429,-0.040632575910407254
2006-11-08,34.41,35.582301790724294,-0.03294620448163077
2006-11-09,34.25,36.13230179072429,-0.05209471020214673
2006-11-10,34.8,36.3523017907243,-0.04270160936880174
2006-11-13,35.02,36.192301790724294,-0.032390915546154586
2006-11-14,34.86,36.63230179072429,-0.048380847069049326
2006-11-15,35.3,36.6723017907243,-0.037420661472397754
2006-11-16,35.34,36.6423017907243,-0.03554093839852501
2006-11-17,35.31,36.99230179072429,-0.04547707791317057
2006-11-20,35.66,36.62230179072429,-0.026276387437996318
2006-11-21,35.29,37.09230179072429,-0.04858964539038113
2006-11-22,35.76,37.072301790724296,-0.035398443779734334
2006-11-24,35.74,36.31230179072429,-0.01576054842302721
2006-11-27,34.98,35.942301790724294,-0.02677351596253752
2006-11-28,34.61,36.63230179072429,-0.05520542504474457
2006-11-29,35.3,37.012301790724294,-0.046263045200647834
2006-11-30,35.68,36.972301790724295,-0.034953241430278226
2006-12-01,35.64,37.48230179072429,-0.04915124479308808
2006-12-04,36.15,38.02230179072429,-0.04924220003905844
2006-12-05,36.69,38.37230179072429,-0.04384156571839948
2006-12-06,37.04,38.13230179072429,-0.028645052604456045
2006-12-07,36.8,37.832301790724294,-0.02728625385879635
2006-12-08,36.5,37.932301790724296,-0.037759421999393195
2006-12-11,36.6,38.20230179072429,-0.04194254575291945
2006-12-12,36.87,37.792301790724295,-0.024404488401674085
2006-12-13,36.46,37.73230179072429,-0.0337191671417475
2006-12-14,36.4,37.542301790724295,-0.03042705791168432
2006-12-15,36.21,37.332301790724294,-0.03006248575337367
2006-12-18,36.0,37.192301790724294,-0.03205775747446882
2006-12-19,35.86,37.292301790724295,-0.038407438585100984
2006-12-20,35.96,37.292301790724295,-0.035725920008930045
2006-12-21,35.96,36.902301790724295,-0.025535041040750217
2006-12-22,35.57,36.832301790724294,-0.03427159665167023
2006-12-26,35.5,36.88230179072429,-0.037478728919026816
2006-12-27,35.55,36.682301790724296,-0.030867795515782448
2006-12-28,35.35,36.6723017907243,-0.03605723464728772
2006-12-29,35.34,38.073934876852945,-0.07180594508278781
2007-01-03,35.39,38.47393487685294,-0.08015647182239016
2007-01-04,35.79,38.263934876852936,-0.0646544816892185
2007-01-05,35.58,38.083934876852936,-0.0657477985126691
2007-01-08,35.4,37.88393487685294,-0.06556697145973145
2007-01-09,35.2,37.863934876852944,-0.0703554684825286
2007-01-10,35.18,37.88393487685294,-0.07137418237156357
2007-01-11,35.2,38.323934876852945,-0.08151393866238277
2007-01-12,35.64,38.13393487685294,-0.0653993584692133
2007-01-16,35.45,37.38393487685294,-0.051731709977121065
2007-01-17,34.7,37.35393487685294,-0.0710483349505836
2007-01-18,34.67,38.263934876852936,-0.09392486393308752
2007-01-19,35.58,38.113934876852944,-0.06648316121230069
2007-01-22,35.43,38.283934876852946,-0.07454653984845427
2007-01-23,35.6,38.343934876852934,-0.07156111874447613
2007-01-24,35.66,38.373934876852935,-0.07072339298959873
2007-01-25,35.69,38.413934876852935,-0.07091007171187502
2007-01-26,35.73,38.303934876852935,-0.06719766220175893
2007-01-29,35.62,38.13393487685294,-0.06592382572035294
2007-01-30,35.45,38.54393487685294,-0.08027034309646874
2007-01-31,35.86,38.803934876852935,-0.07586691623402941
2007-02-01,36.12,39.13393487685294,-0.07701589135713605
2007-02-02,36.45,39.163934876852935,-0.06929678760284497
2007-02-05,36.48,39.343934876852934,-0.07279228388866277
2007-02-06,36.66,39.46393487685294,-0.07105056517051866
2007-02-07,36.78,39.113934876852944,-0.05967016318355978
2007-02-08,36.43,40.413934876852935,-0.09857824755229994
2007-02-09,37.73,40.863934876852944,-0.07669195064785939
2007-02-12,38.18,41.263934876852936,-0.07473681039039426
2007-02-13,38.58,41.48393487685294,-0.07000143273470594
2007-02-14,38.8,41.49393487685295,-0.06492358184028812
2007-02-15,38.81,41.69393487685294,-0.06916917017717139
2007-02-16,39.01,41.763934876852936,-0.06594050309132315
2007-02-20,39.08,41.333934876852936,-0.054529888905281654
2007-02-21,38.65,41.343934876852934,-0.06515913119728667
2007-02-22,38.66,41.38393487685294,-0.06582107005915738
2007-02-23,38.7,41.373934876852935,-0.06462848855956638
2007-02-26,38.69,40.04393487685294,-0.03381123461060187
2007-02-27,37.36,40.323934876852945,-0.07350311634776319
2007-02-28,37.64,40.083934876852936,-0.06097043327610585
2007-03-01,37.4,40.24393487685295,-0.07066741573743807
2007-03-02,37.56,40.17393487685294,-0.06506544317517204
2007-03-05,37.49,40.533934876852946,-0.07509596307639
2007-03-06,37.85,40.60393487685294,-0.06782433488786999
2007-03-07,37.92,40.56393487685294,-0.06517944782427043
2007-03-08,37.88,40.77393487685294,-0.07097511892323649
2007-03-09,38.09,40.23393487685294,-0.053286731298219814
2007-03-12,37.55,39.513934876852936,-0.049702336225780464
2007-03-13,36.83,39.42393487685294,-0.06579594058674043
2007-03-14,36.74,40.113934876852944,-0.08410879878054078
2007-03-15,37.43,40.623934876852935,-0.0786219967744386
2007-03-16,37.94,40.93393487685294,-0.07314065666689495
2007-03-19,38.25,41.13393487685294,-0.07011084364982068
2007-03-20,38.45,41.77393487685294,-0.07956959014399045
2007-03-21,39.09,41.283934876852946,-0.05314258157313001
2007-03-22,38.6,41.72393487685294,-0.07487153083890918
2007-03-23,39.04,41.31393487685294,-0.055040384887835136
2007-03-26,38.63,41.123934876852935,-0.06064436402598894
2007-03-27,38.44,41.02393487685294,-0.06298603204713271
2007-03-28,38.34,40.763934876852936,-0.05946273057730056
2007-03-29,38.08,40.64393487685294,-0.06308284088687299
2007-03-30,37.96,39.11,-0.02940424443876244
2007-04-02,37.94,39.71,-0.044573155376479545
2007-04-03,38.54,39.96,-0.03553553553553557
2007-04-04,38.79,39.78,-0.02488687782805432
2007-04-05,38.61,39.65,-0.02622950819672132
2007-04-09,38.48,39.84,-0.03413654618473916
2007-04-10,38.67,39.65,-0.024716267339218057
2007-04-11,38.48,39.67,-0.029997479203428434
2007-04-12,38.5,39.66,-0.02924861321230454
2007-04-13,38.49,40.53,-0.050333086602516675
2007-04-16,39.36,40.67,-0.032210474551266355
2007-04-17,39.5,41.010000000000005,-0.03682028773469892
2007-04-18,39.84,40.69,-0.020889653477512815
2007-04-19,39.52,40.92,-0.03421309872922773
2007-04-20,39.75,40.31,-0.013892334408335483
2007-04-23,39.14,40.07,-0.023209383578737253
2007-04-24,38.9,39.62,-0.018172640080767244
2007-04-25,38.45,40.65,-0.05412054120541199
2007-04-26,39.48,40.43,-0.0234974029186249
2007-04-27,39.26,39.92,-0.016533066132264573
2007-04-30,38.75,40.16,-0.03510956175298796
2007-05-01,38.99,40.67,-0.04130808950086062
2007-05-02,39.5,41.19,-0.04102937606215096
2007-05-03,40.02,42.93,-0.06778476589797333
2007-05-04,41.76,42.65,-0.02086752637749123
2007-05-07,41.48,42.5,-0.02400000000000002
2007-05-08,41.33,42.67,-0.03140379657839243
2007-05-09,41.5,42.48,-0.02306967984934083
2007-05-10,41.31,42.66,-0.031645569620253
2007-05-11,41.49,43.77,-0.052090472926662135
2007-05-14,42.6,44.23,-0.03685281483156222
2007-05-15,43.06,44.760000000000005,-0.03798033958891878
2007-05-16,43.59,44.72,-0.025268336314847817
2007-05-17,43.55,44.82,-0.02833556448014285
2007-05-18,43.65,44.68,-0.02305282005371534
2007-05-21,43.51,44.15,-0.01449603624009066
2007-05-22,42.98,43.64,-0.015123739688359339
2007-05-23,42.47,43.69,-0.027924010070954464
2007-05-24,42.52,43.66,-0.026110856619331102
2007-05-25,42.49,43.52,-0.02366727941176472
2007-05-29,42.35,44.19,-0.04163837972391937
2007-05-30,43.02,44.09,-0.02426854161941483
2007-05-31,42.92,44.1,-0.026757369614512472
2007-06-01,42.93,44.13,-0.02719238613188313
2007-06-04,42.96,43.95,-0.022525597269624664
2007-06-05,42.78,43.62,-0.019257221458046647
2007-06-06,42.45,42.79,-0.00794578172470195
2007-06-07,41.62,42.81,-0.02779724363466496
2007-06-08,41.64,42.85,-0.02823803967327887
2007-06-11,41.68,42.97,-0.03002094484524087
2007-06-12,41.8,43.45,-0.03797468354430389
2007-06-13,42.28,43.45,-0.026927502876869958
2007-06-14,42.28,43.61,-0.0304975922953451
2007-06-15,42.44,43.86,-0.03237574099407203
2007-06-18,42.69,43.98,-0.029331514324693053
2007-06-19,42.81,43.55,-0.016991963260619913
2007-06-20,42.38,43.55,-0.026865671641790878
2007-06-21,42.38,43.0,-0.014418604651162736
2007-06-22,41.83,42.88,-0.02448694029850751
2007-06-25,41.71,43.03,-0.03067627236811532
2007-06-26,41.86,43.29,-0.033033033033033066
2007-06-27,42.12,43.42,-0.029940119760479167
2007-06-28,42.25,43.78,-0.03494746459570586
2007-06-29,42.61,43.983333333333334,-0.031223948465327833
2007-07-02,42.63,43.82333333333333,-0.027230546892827112
2007-07-03,42.47,43.56333333333333,-0.02509755910934275
2007-07-05,42.21,44.03333333333333,-0.04140802422407264
2007-07-06,42.68,43.64333333333333,-0.02207286336210179
2007-07-09,42.29,42.46333333333333,-0.004081953057539778
2007-07-10,41.11,42.583333333333336,-0.034598825831702595
2007-07-11,41.23,43.20333333333333,-0.04567548800246901
2007-07-12,41.85,42.94333333333334,-0.0254599084064272
2007-07-13,41.59,42.99333333333333,-0.03264071949139391
2007-07-16,41.64,42.623333333333335,-0.023070305779307132
2007-07-17,41.27,42.093333333333334,-0.019559708584098723
2007-07-18,40.74,42.413333333333334,-0.0394530022005658
2007-07-19,41.06,41.803333333333335,-0.017781676102384125
2007-07-20,40.45,42.31333333333333,-0.04403655270206386
2007-07-23,40.96,41.53333333333333,-0.01380417335473505
2007-07-24,40.18,42.303333333333335,-0.050193050193050204
2007-07-25,40.95,41.79333333333334,-0.020178656883075408
2007-07-26,40.44,41.61333333333334,-0.028196090996475576
2007-07-27,40.26,41.873333333333335,-0.038528896672504476
2007-07-30,40.52,41.39333333333333,-0.021098405540344478
2007-07-31,40.04,43.343333333333334,-0.07621318157348311
2007-08-01,41.99,43.333333333333336,-0.031000000000000028
2007-08-02,41.98,42.45333333333333,-0.01114949748743721
2007-08-03,41.1,43.99333333333333,-0.06576754053644485
2007-08-06,42.64,44.17333333333333,-0.03471174162390578
2007-08-07,42.82,43.85333333333333,-0.023563393128610444
2007-08-08,42.5,42.81333333333333,-0.00731859233883525
2007-08-09,41.46,43.17333333333333,-0.03968499073502152
2007-08-10,41.82,44.70333333333333,-0.06449929162627688
2007-08-13,43.35,43.43333333333333,-0.0019186492709131198
2007-08-14,42.08,42.53333333333333,-0.01065830721003136
2007-08-15,41.18,43.083333333333336,-0.04417794970986466
2007-08-16,41.73,44.723333333333336,-0.06693001416113897
2007-08-17,43.37,44.63333333333333,-0.028304705003734165
2007-08-20,43.28,44.67333333333333,-0.03118937472019101
2007-08-21,43.32,45.10333333333333,-0.039538836745251604
2007-08-22,43.75,44.42333333333333,-0.015157199669843191
2007-08-23,43.07,44.85333333333333,-0.03975921521997616
2007-08-24,43.5,44.79333333333334,-0.028873344247655974
2007-08-27,43.44,44.13333333333333,-0.015709969788519684
2007-08-28,42.78,45.093333333333334,-0.051301005322294535
2007-08-29,43.74,44.78333333333333,-0.02329735764793439
2007-08-30,43.43,44.67333333333333,-0.027831666915385744
2007-08-31,43.32,44.94333333333334,-0.03611955796187816
2007-09-04,43.59,44.94333333333334,-0.030111992879922944
2007-09-05,43.59,44.89333333333333,-0.029031779031778893
