date,NI,dcf,Deviation
2007-06-27,8.05,8.468888889287653,-0.04946208348742265
2007-06-28,8.11,8.498888889287656,-0.045757615419331765
2007-06-29,8.14,8.382345679256336,-0.028911439414395
2007-07-02,8.3,8.362345679256332,-0.0074555252374924885
2007-07-03,8.28,8.262345679256333,0.0021367201795963187
2007-07-05,8.18,8.27234567925633,-0.01116317944593348
2007-07-06,8.19,8.27234567925633,-0.009954332477041028
2007-07-09,8.19,8.212345679256334,-0.0027209861992022466
2007-07-10,8.13,8.292345679256332,-0.0195777751598617
2007-07-11,8.21,8.362345679256332,-0.01821805568672441
2007-07-12,8.28,8.432345679256331,-0.018066820912134074
2007-07-13,8.35,8.322345679256332,0.003322899794056422
2007-07-16,8.24,8.322345679256332,-0.009894527628380057
2007-07-17,8.24,8.352345679256333,-0.0134507937734607
2007-07-18,8.27,8.502345679256331,-0.02732724450655999
2007-07-19,8.42,8.362345679256332,0.006894515361483444
2007-07-20,8.28,8.402345679256333,-0.014560895722057765
2007-07-23,8.32,8.052345679256334,0.0332392983864529
2007-07-24,7.97,8.082345679256333,-0.013900132921148556
2007-07-25,8.0,7.932345679256332,0.008528917356764865
2007-07-26,7.85,7.642345679256331,0.027171542541880367
2007-07-27,7.56,7.732345679256334,-0.022288925819585192
2007-07-30,7.65,7.572345679256331,0.010254988880974647
2007-07-31,7.49,7.782345679256333,-0.03756523949271151
2007-08-01,7.7,8.062345679256332,-0.0449429599860266
2007-08-02,7.98,7.532345679256333,0.05943093158569224
2007-08-03,7.45,7.632345679256332,-0.02389117145885078
2007-08-06,7.55,7.622345679256334,-0.009491261916029003
2007-08-07,7.54,7.502345679256331,0.0050190063686057496
2007-08-08,7.42,7.212345679256334,0.028791509722129405
2007-08-09,7.13,7.702345679256332,-0.07430797098574171
2007-08-10,7.62,7.372345679256334,0.03359233702788722
2007-08-13,7.29,7.3623456792563315,-0.009826444235044307
2007-08-14,7.28,7.312345679256333,-0.004423434103791202
2007-08-15,7.23,7.342345679256335,-0.015301061018379247
2007-08-16,7.26,7.512345679256333,-0.03359079707329349
2007-08-17,7.43,7.452345679256332,-0.002998475945437118
2007-08-20,7.37,7.592345679256335,-0.02928550525087703
2007-08-21,7.51,7.632345679256332,-0.016029892302814708
2007-08-22,7.55,7.752345679256331,-0.026101219892421312
2007-08-23,7.67,7.882345679256332,-0.026939402038044902
2007-08-24,7.8,7.622345679256334,0.02330704066953282
2007-08-27,7.54,7.412345679256335,0.017221852065117504
2007-08-28,7.33,7.502345679256331,-0.02297223916685942
2007-08-29,7.42,7.472345679256333,-0.007005253972878656
2007-08-30,7.39,7.482345679256334,-0.012341808734171344
2007-08-31,7.4,7.572345679256331,-0.02275988003670426
2007-09-04,7.49,7.492345679256332,-0.000313076752828767
2007-09-05,7.41,7.512345679256333,-0.013623664781419409
2007-09-06,7.43,7.442345679256333,-0.0016588424924609546
2007-09-07,7.36,7.432345679256332,-0.009733895916365753
2007-09-10,7.35,7.552345679256334,-0.026792428187193185
2007-09-11,7.47,7.672345679256333,-0.02637337884858526
2007-09-12,7.59,7.592345679256335,-0.00030895316881363044
2007-09-13,7.51,7.6123456792563315,-0.013444696755590568
2007-09-14,7.53,7.562345679256333,-0.004277201893197913
2007-09-17,7.48,7.742345679256332,-0.03388452158100108
2007-09-18,7.66,7.822345679256331,-0.02075409166419817
2007-09-19,7.74,7.722345679256333,0.002286134482569313
2007-09-20,7.64,7.702345679256332,-0.008094375642505813
2007-09-21,7.62,7.712345679256334,-0.011973747430008674
2007-09-24,7.63,7.6523456792563325,-0.0029201084468657434
2007-09-25,7.57,7.712345679256334,-0.018456859323512487
2007-09-26,7.63,7.692345679256333,-0.008104898278877282
2007-09-27,7.61,7.6023456792563335,0.0010068367141673473
2007-09-28,7.52,7.740236220519871,-0.028453423674074774
2007-10-01,7.68,7.76023622051987,-0.010339404399534513
2007-10-02,7.7,7.710236220519872,-0.0013276143852284372
2007-10-03,7.65,7.750236220519872,-0.012933311665324632
2007-10-04,7.69,7.880236220519871,-0.024140928672227058
2007-10-05,7.82,7.950236220519871,-0.01638142778496643
2007-10-08,7.89,8.170236220519872,-0.034299647275319645
2007-10-09,8.11,8.140236220519872,-0.0037144156140891393
2007-10-10,8.08,8.140236220519872,-0.007399812350411761
2007-10-11,8.08,8.13023622051987,-0.006178937383526373
2007-10-12,8.07,8.050236220519874,0.0024550558441687187
2007-10-15,7.99,7.960236220519872,0.0037390573163398333
2007-10-16,7.9,7.9702362205198725,-0.00881231353457812
2007-10-17,7.91,7.950236220519871,-0.0050610094346655865
2007-10-18,7.89,7.780236220519871,0.014108026590585299
2007-10-19,7.72,7.800236220519873,-0.010286383418594225
2007-10-22,7.74,7.7202362205198725,0.002559996730099545
2007-10-23,7.66,7.7702362205198705,-0.014186984461135865
2007-10-24,7.71,7.860236220519872,-0.01911344854085517
2007-10-25,7.8,7.91023622051987,-0.01393589488944813
2007-10-26,7.85,7.840236220519871,0.0012453425133511775
2007-10-29,7.78,7.9702362205198725,-0.023868329025192092
2007-10-30,7.91,8.100236220519868,-0.023485268249085478
2007-10-31,8.04,7.9002362205198695,0.017691088668603472
2007-11-01,7.84,7.380236220519871,0.0622966211029683
2007-11-02,7.32,7.2302362205198705,0.012415054880969834
2007-11-05,7.17,7.210236220519872,-0.005580430278464665
2007-11-06,7.15,6.9402362205198695,0.030224299694574075
2007-11-07,6.88,7.170236220519872,-0.04047791615139129
2007-11-08,7.11,7.1002362205198715,0.0013751344570638313
2007-11-09,7.04,7.090236220519871,-0.007085267536571238
2007-11-12,7.03,7.130236220519871,-0.01405791020378877
2007-11-13,7.07,7.12023622051987,-0.007055414871643406
2007-11-14,7.06,7.12023622051987,-0.008459862658246498
2007-11-15,7.06,7.12023622051987,-0.008459862658246498
2007-11-16,7.06,7.1002362205198715,-0.005666884772592251
2007-11-19,7.04,7.130236220519871,-0.012655432124420107
2007-11-20,7.07,7.130236220519871,-0.008447997886313896
2007-11-21,7.07,7.250236220519872,-0.024859358376456808
2007-11-23,7.19,7.080236220519869,0.015502841439388071
2007-11-26,7.02,7.1402362205198715,-0.016839249683971658
2007-11-27,7.08,7.280236220519871,-0.027504082897130577
2007-11-28,7.22,7.240236220519871,-0.0027949668910689507
2007-11-29,7.18,7.330236220519869,-0.020495413244569938
2007-11-30,7.27,7.340236220519871,-0.009568659428633053
2007-12-03,7.28,7.320236220519872,-0.005496574059602466
2007-12-04,7.26,7.430236220519872,-0.022911279731556378
2007-12-05,7.37,7.55023622051987,-0.023871600206365362
2007-12-06,7.49,7.570236220519872,-0.010598905791391777
2007-12-07,7.51,7.6502362205198695,-0.018330966061377407
2007-12-10,7.59,7.490236220519871,0.01331917666452509
2007-12-11,7.43,7.570236220519872,-0.018524682247001545
2007-12-12,7.51,7.66023622051987,-0.01961247880547401
2007-12-13,7.6,7.490236220519871,0.01465424804352966
2007-12-14,7.43,7.3502362205198715,0.010851866128798626
2007-12-17,7.29,7.3502362205198715,-0.00819514076999428
2007-12-18,7.29,7.2702362205198705,0.00271845080141242
2007-12-19,7.21,7.280236220519871,-0.00964751944750164
2007-12-20,7.22,7.4802362205198705,-0.034789839899171615
2007-12-21,7.42,7.4702362205198725,-0.0067248503309547125
2007-12-24,7.41,7.3902362205198715,0.0026743095741990075
2007-12-26,7.33,7.380236220519871,-0.0068068580759237385
2007-12-27,7.32,7.4702362205198725,-0.020111307873664108
2007-12-28,7.41,7.4802362205198705,-0.009389572528097134
2007-12-31,7.42,7.419999999999999,2.220446049250313e-16
2008-01-02,7.42,7.419999999999999,2.220446049250313e-16
2008-01-03,7.42,7.32,0.013661202185792254
2008-01-04,7.32,7.480000000000001,-0.021390374331550888
2008-01-07,7.48,7.410000000000002,0.009446693657219729
2008-01-08,7.41,7.519999999999999,-0.014627659574467877
2008-01-09,7.52,7.5,0.002666666666666595
2008-01-10,7.5,7.559999999999999,-0.007936507936507797
2008-01-11,7.56,7.529999999999999,0.003984063745019917
2008-01-14,7.53,7.379999999999999,0.020325203252032686
2008-01-15,7.38,7.309999999999999,0.009575923392612928
2008-01-16,7.31,7.160000000000002,0.020949720670390803
2008-01-17,7.16,6.970000000000001,0.027259684361549352
2008-01-18,6.97,6.879999999999999,0.013081395348837344
2008-01-22,6.88,7.309999999999999,-0.05882352941176461
2008-01-23,7.31,7.21,0.01386962552011095
2008-01-24,7.21,7.059999999999999,0.021246458923512845
2008-01-25,7.06,7.14,-0.011204481792717047
2008-01-28,7.14,7.309999999999999,-0.02325581395348819
2008-01-29,7.31,7.269999999999999,0.005502063273727709
2008-01-30,7.27,7.449999999999998,-0.024161073825503254
2008-01-31,7.45,7.519999999999999,-0.009308510638297629
2008-02-01,7.52,7.740000000000003,-0.028423772609819542
2008-02-04,7.74,7.410000000000002,0.04453441295546545
2008-02-05,7.41,7.419999999999999,-0.0013477088948785632
2008-02-06,7.42,7.35,0.00952380952380949
2008-02-07,7.35,7.300000000000002,0.006849315068492956
2008-02-08,7.3,7.220000000000001,0.011080332409972193
2008-02-11,7.22,7.279999999999999,-0.008241758241758212
2008-02-12,7.28,7.260000000000001,0.0027548209366390353
2008-02-13,7.26,7.129999999999999,0.01823281907433394
2008-02-14,7.13,7.11,0.002812939521800173
2008-02-15,7.11,7.14,-0.004201680672268782
2008-02-19,7.14,7.18,-0.005571030640668551
2008-02-20,7.18,7.019999999999999,0.02279202279202286
2008-02-21,7.02,7.059999999999999,-0.005665722379603277
2008-02-22,7.06,7.120000000000001,-0.008426966292135019
2008-02-25,7.12,7.18,-0.00835654596100277
2008-02-26,7.18,7.080000000000001,0.014124293785310549
2008-02-27,7.08,7.0,0.011428571428571344
2008-02-28,7.0,6.75,0.03703703703703698
2008-02-29,6.75,6.879999999999999,-0.018895348837209114
2008-03-03,6.88,7.010000000000001,-0.01854493580599159
2008-03-04,7.01,6.980000000000001,0.004297994269340855
2008-03-05,6.98,6.779999999999999,0.029498525073746507
2008-03-06,6.78,6.79,-0.0014727540500736325
2008-03-07,6.79,6.75,0.00592592592592589
2008-03-10,6.75,6.919999999999999,-0.02456647398843914
2008-03-11,6.92,6.86,0.008746355685131046
2008-03-12,6.86,6.870000000000001,-0.0014556040756915634
2008-03-13,6.87,6.75,0.017777777777777892
2008-03-14,6.75,6.769999999999999,-0.002954209748891934
2008-03-17,6.77,6.89,-0.01741654571843254
2008-03-18,6.89,6.809999999999999,0.011747430249632984
2008-03-19,6.81,6.870000000000001,-0.008733624454148714
2008-03-20,6.87,6.839999999999998,0.0043859649122810485
2008-03-24,6.84,6.86,-0.00291545189504383
2008-03-25,6.86,6.839999999999998,0.0029239766081874397
2008-03-26,6.84,6.769999999999999,0.010339734121122879
2008-03-27,6.77,6.690000000000001,0.011958146487294208
2008-03-28,6.69,6.769999999999999,-0.011816838995568402
2008-03-31,6.77,7.546666669919195,-0.10291519473292321
2008-04-01,7.01,7.616666669919193,-0.07964989098382458
2008-04-02,7.08,7.586666669919192,-0.06678383168303725
2008-04-03,7.05,7.526666669919189,-0.06333038127279089
2008-04-04,6.99,7.516666669919193,-0.07006651924939677
2008-04-07,6.98,7.516666669919193,-0.07139689618895417
2008-04-08,6.98,7.50666666991919,-0.07015985830697069
2008-04-09,6.97,7.476666669919189,-0.06776638471227525
2008-04-10,6.94,7.456666669919191,-0.06928922704879192
2008-04-11,6.92,7.456666669919191,-0.07197139065960245
2008-04-14,6.92,7.5366666699191915,-0.08182220296148557
2008-04-15,7.0,7.696666669919194,-0.09051537500538642
2008-04-16,7.16,7.706666669919191,-0.07093425644746654
2008-04-17,7.17,7.816666669919194,-0.08272921146909784
2008-04-18,7.28,7.75666666991919,-0.06145251436003196
2008-04-21,7.22,7.726666669919189,-0.06557377088514793
2008-04-22,7.19,7.796666669919195,-0.0778110307395612
2008-04-23,7.26,7.826666669919189,-0.07240204467849654
2008-04-24,7.29,7.766666669919193,-0.061373390951018125
2008-04-25,7.23,7.686666669919192,-0.05941023456972572
2008-04-28,7.15,7.666666669919193,-0.06739130474347832
2008-04-29,7.13,7.566666669919194,-0.057709251506364634
2008-04-30,7.03,7.736666669919192,-0.09133994006317614
2008-05-01,7.2,7.586666669919192,-0.05096660849122436
2008-05-02,7.05,7.5366666699191915,-0.06457319810382567
2008-05-05,7.0,7.586666669919192,-0.07732864714424592
2008-05-06,7.05,7.456666669919191,-0.054537327189334794
2008-05-07,6.92,7.50666666991919,-0.0781527535077704
2008-05-08,6.97,7.5366666699191915,-0.0751879703239241
2008-05-09,7.0,7.616666669919193,-0.0809628012677277
2008-05-12,7.08,7.586666669919192,-0.06678383168303725
2008-05-13,7.05,7.656666669919191,-0.07923378358661048
2008-05-14,7.12,7.636666669919192,-0.0676560457921177
2008-05-15,7.1,7.6766666699191894,-0.07511940985777621
2008-05-16,7.14,7.716666669919193,-0.07473002198826761
2008-05-19,7.18,7.6766666699191894,-0.06469822010969484
2008-05-20,7.14,7.606666669919191,-0.06134969365289
2008-05-21,7.07,7.6766666699191894,-0.07902735601330668
2008-05-22,7.14,7.476666669919189,-0.04502897946135509
2008-05-23,6.94,7.516666669919193,-0.07671840394718366
2008-05-27,6.98,7.55666666991919,-0.07631230741124595
2008-05-28,7.02,7.62666666991919,-0.07954545493799825
2008-05-29,7.09,7.6466666699191945,-0.07279860545105687
2008-05-30,7.11,7.586666669919192,-0.06282952588508395
2008-06-02,7.05,7.50666666991919,-0.06083481390603784
2008-06-03,6.97,7.50666666991919,-0.07149200750710405
2008-06-04,6.97,7.5366666699191915,-0.0751879703239241
2008-06-05,7.0,7.296666669919195,-0.04065783505531573
2008-06-06,6.76,7.386666669919192,-0.08483754552932166
2008-06-09,6.85,7.416666669919193,-0.0764044947870588
2008-06-10,6.88,7.296666669919195,-0.05710370074008175
2008-06-11,6.76,7.276666669919189,-0.07100320701166973
2008-06-12,6.74,7.326666669919189,-0.0800727938569723
2008-06-13,6.79,7.336666669919192,-0.07451158605318142
2008-06-16,6.8,7.326666669919189,-0.0718835308942748
2008-06-17,6.79,7.276666669919189,-0.06688044017888117
2008-06-18,6.74,7.37666666991919,-0.08630817934547719
2008-06-19,6.84,7.316666669919194,-0.06514806419689723
2008-06-20,6.78,7.37666666991919,-0.08088567595880347
2008-06-23,6.84,7.37666666991919,-0.0727519208787929
2008-06-24,6.84,7.436666669919192,-0.08023307973889271
2008-06-25,6.9,7.466666669919193,-0.07589285754540387
2008-06-26,6.93,7.456666669919191,-0.07063030885419719
2008-06-27,6.92,7.576666669919189,-0.08666960004011803
2008-06-30,7.04,6.823592231082711,0.03171463967783894
2008-07-01,7.16,6.833592231082711,0.04776518087114101
2008-07-02,7.17,6.623592231082715,0.08249417383412316
2008-07-03,6.96,6.583592231082711,0.057173615209669126
2008-07-07,6.92,6.743592231082715,0.026159317300382234
2008-07-08,7.08,6.763592231082714,0.04678102376769622
2008-07-09,7.1,6.703592231082711,0.05913363391634352
2008-07-10,7.04,6.633592231082715,0.06126511168609361
2008-07-11,6.97,6.5335922310827135,0.06679446060945349
2008-07-14,6.87,6.473592231082709,0.06123459043557822
2008-07-15,6.81,6.383592231082715,0.06679746347848448
2008-07-16,6.72,6.393592231082714,0.05105232819359995
2008-07-17,6.73,6.4135922310827125,0.04933393915875328
2008-07-18,6.75,6.473592231082709,0.04269774169434548
2008-07-21,6.81,6.573592231082711,0.03596325427662728
2008-07-22,6.91,6.433592231082712,0.07405004106657742
2008-07-23,6.77,6.383592231082715,0.06053139908213501
2008-07-24,6.72,6.313592231082711,0.06437029095995239
2008-07-25,6.65,6.303592231082712,0.05495402561243856
2008-07-28,6.64,6.333592231082711,0.0483781964070189
2008-07-29,6.67,6.383592231082715,0.04486623809126167
2008-07-30,6.72,6.373592231082715,0.05435047558077599
2008-07-31,6.71,6.243592231082715,0.07470183055763147
2008-08-01,6.58,6.233592231082716,0.05557113075025688
2008-08-04,6.57,6.313592231082711,0.04061202553673926
2008-08-05,6.65,6.303592231082712,0.05495402561243856
2008-08-06,6.64,6.123592231082715,0.08433085506511229
2008-08-07,6.46,6.273592231082714,0.02971308335816336
2008-08-08,6.61,6.383592231082715,0.035467141496737575
2008-08-11,6.72,6.303592231082712,0.06605880482941151
2008-08-12,6.64,6.303592231082712,0.053367628581442395
2008-08-13,6.64,6.153592231082714,0.07904452401970485
2008-08-14,6.49,6.173592231082712,0.05125180884546321
2008-08-15,6.51,6.21359223108271,0.04770312532492049
2008-08-18,6.55,6.21359223108271,0.05414062532691677
2008-08-19,6.55,6.203592231082711,0.05583986761438542
2008-08-20,6.54,6.203592231082711,0.05422789835085218
2008-08-21,6.54,6.21359223108271,0.0525312503264177
2008-08-22,6.55,6.143592231082714,0.0661514881897789
2008-08-25,6.48,6.143592231082714,0.054757502819811954
2008-08-26,6.48,6.193592231082711,0.046242593672851884
2008-08-27,6.53,6.233592231082716,0.047550073525711056
2008-08-28,6.57,6.143592231082714,0.06940691258119824
2008-08-29,6.48,6.133592231082715,0.05647714355085798
2008-09-02,6.47,6.103592231082716,0.0600314953956691
2008-09-03,6.44,6.053592231082712,0.06383115250697635
2008-09-04,6.39,5.9135922310827125,0.08056148450906342
2008-09-05,6.25,6.053592231082712,0.032444829684565635
2008-09-08,6.39,6.003592231082715,0.06436276050140699
2008-09-09,6.34,6.013592231082714,0.05427833420932138
2008-09-10,6.35,6.063592231082711,0.04723400881891893
2008-09-11,6.4,6.193592231082711,0.03332601844232275
2008-09-12,6.53,5.993592231082715,0.08949687403415263
2008-09-15,6.33,6.073592231082711,0.04221682311912156
2008-09-16,6.41,5.633592231082715,0.13781753046192136
2008-09-17,5.97,5.683592231082712,0.05039203329031361
2008-09-18,6.02,5.793592231082712,0.039078996223207874
2008-09-19,6.13,5.6635922310827125,0.0823519331701823
2008-09-22,6.0,5.513592231082714,0.08821975737980337
2008-09-23,5.85,5.553592231082712,0.05337226007670015
2008-09-24,5.89,5.623592231082715,0.0473732372423441
2008-09-25,5.96,5.653592231082714,0.054197005442433
2008-09-26,5.99,5.243592231082715,0.1423466463491887
2008-09-29,5.58,5.46359223108271,0.02130608654413102
2008-09-30,5.8,5.561927708065756,0.04280391699248409
2008-10-01,5.83,5.561927708065756,0.04819773035623842
2008-10-02,5.83,5.551927708065754,0.05008571915125404
2008-10-03,5.82,5.281927708065759,0.10187043853564637
2008-10-06,5.55,4.941927708065758,0.12304354249087912
2008-10-07,5.21,4.871927708065761,0.06939189417251423
2008-10-08,5.14,4.561927708065756,0.12671667087406435
2008-10-09,4.83,4.271927708065757,0.1306371104736992
2008-10-10,4.54,4.691927708065758,-0.03238065833891324
2008-10-13,4.96,4.811927708065756,0.03077192778396176
2008-10-14,5.08,4.441927708065758,0.14364760839660118
2008-10-15,4.71,4.801927708065754,-0.01914391753781375
2008-10-16,5.07,4.871927708065761,0.04065583559590169
2008-10-17,5.14,5.16192770806576,-0.004247968841465499
2008-10-20,5.43,4.961927708065752,0.09433275119534357
2008-10-21,5.23,4.671927708065763,0.11945225328952858
2008-10-22,4.94,4.8219277080657585,0.02448653299731962
2008-10-23,5.09,4.671927708065763,0.08948603618426376
2008-10-24,4.94,4.4719277080657545,0.10466902027284819
2008-10-27,4.74,4.95192770806576,-0.042797011701234955
2008-10-28,5.22,4.70192770806576,0.11018295560893687
2008-10-29,4.97,4.901927708065758,0.013886841256804727
2008-10-30,5.17,4.8219277080657585,0.07218529870367241
2008-10-31,5.09,4.921927708065763,0.034147655533178556
2008-11-03,5.19,5.041927708065751,0.0293681902057763
2008-11-04,5.31,4.941927708065758,0.07447949741019233
2008-11-05,5.21,4.641927708065755,0.1223785305719367
2008-11-06,4.91,4.741927708065759,0.035443874787116414
2008-11-07,5.01,4.581927708065761,0.09342624310302527
2008-11-10,4.85,4.491927708065759,0.07971461590783879
2008-11-11,4.76,4.331927708065761,0.0988179676076304
2008-11-12,4.6,4.541927708065751,0.012785824801024637
2008-11-13,4.81,4.271927708065757,0.12595538330817657
2008-11-14,4.54,4.341927708065754,0.04561851445990195
2008-11-17,4.61,4.281927708065759,0.0766178960275905
2008-11-18,4.55,4.081927708065761,0.11466942224609777
2008-11-19,4.35,3.8519277080657557,0.1293046831827358
2008-11-20,4.12,4.211927708065752,-0.021825566447807754
2008-11-21,4.48,4.331927708065761,0.03418161657188756
2008-11-24,4.6,4.431927708065755,0.037923067117806575
2008-11-25,4.7,4.381927708065753,0.07258729790287877
2008-11-26,4.65,4.461927708065752,0.04215045698617503
2008-11-28,4.73,4.181927708065755,0.13105733293217114
2008-12-01,4.45,4.171927708065763,0.06665319041761641
2008-12-02,4.44,4.301927708065754,0.032095446809897066
2008-12-03,4.57,4.0119277080657545,0.13910327716331294
2008-12-04,4.28,4.121927708065761,0.03834911796849916
2008-12-05,4.39,4.081927708065761,0.07547225574953176
2008-12-08,4.35,4.151927708065758,0.04770610325161884
2008-12-09,4.42,4.171927708065763,0.059462270032778486
2008-12-10,4.44,4.20192770806576,0.05665787430784475
2008-12-11,4.47,4.301927708065754,0.03906906469374749
2008-12-12,4.57,4.20192770806576,0.08759605531235382
2008-12-15,4.47,4.421927708065763,0.01087134279616353
2008-12-16,4.69,4.20192770806576,0.1161543762395929
2008-12-17,4.47,4.131927708065753,0.08181950794403092
2008-12-18,4.4,4.021927708065757,0.09400275673181291
2008-12-19,4.29,3.9919277080657594,0.07466875999081357
2008-12-22,4.26,3.861927708065758,0.10307605994354962
2008-12-23,4.13,3.9019277080657577,0.05845118336323574
2008-12-24,4.17,3.931927708065755,0.06054849163321996
2008-12-26,4.2,3.9219277080657626,0.07090194226741087
2008-12-29,4.19,4.031927708065759,0.03920514041410561
2008-12-30,4.3,4.041927708065751,0.0638488143712368
2008-12-31,4.31,4.380000000000003,-0.015981735159818045
2009-01-02,4.38,4.390000000000008,-0.0022779043280199973
2009-01-05,4.39,4.380000000000003,0.0022831050228304672
2009-01-06,4.38,4.239999999999995,0.03301886792452957
2009-01-07,4.24,4.299999999999994,-0.013953488372091538
2009-01-08,4.3,4.350000000000003,-0.011494252873563982
2009-01-09,4.35,4.320000000000004,0.006944444444443532
2009-01-12,4.32,4.260000000000005,0.014084507042252392
2009-01-13,4.26,4.190000000000001,0.016706443914080715
2009-01-14,4.19,4.160000000000002,0.007211538461538103
2009-01-15,4.16,4.2099999999999955,-0.011876484560569
2009-01-16,4.21,4.079999999999993,0.03186274509804088
2009-01-20,4.08,4.130000000000003,-0.012106537530266914
2009-01-21,4.13,4.100000000000003,0.007317073170730826
2009-01-22,4.1,4.119999999999997,-0.004854368932038278
2009-01-23,4.12,4.269999999999994,-0.035128805620607606
2009-01-26,4.27,4.359999999999992,-0.020642201834860763
2009-01-27,4.36,4.25,0.025882352941176467
2009-01-28,4.25,4.2099999999999955,0.009501187648457199
2009-01-29,4.21,3.7999999999999936,0.10789473684210704
2009-01-30,3.8,3.6900000000000013,0.029810298102980637
2009-02-02,3.69,3.829999999999993,-0.03655352480417584
2009-02-03,3.83,4.179999999999996,-0.0837320574162671
2009-02-04,4.18,4.200000000000006,-0.004761904761906299
2009-02-05,4.2,4.230000000000006,-0.007092198581561626
2009-02-06,4.23,4.239999999999995,-0.002358490566036431
2009-02-09,4.24,4.140000000000008,0.024154589371978785
2009-02-10,4.14,4.070000000000004,0.017199017199016176
2009-02-11,4.07,4.010000000000005,0.014962593516208322
2009-02-12,4.01,4.0,0.0024999999999999467
2009-02-13,4.0,3.7300000000000058,0.07238605898123152
2009-02-17,3.73,3.5,0.06571428571428561
2009-02-18,3.5,3.4599999999999955,0.011560693641619713
2009-02-19,3.46,3.420000000000007,0.011695906432746428
2009-02-20,3.42,3.339999999999998,0.023952095808383866
2009-02-23,3.34,3.600000000000003,-0.07222222222222308
2009-02-24,3.6,3.579999999999993,0.005586592178772998
2009-02-25,3.58,3.5,0.02285714285714291
2009-02-26,3.5,3.4400000000000013,0.017441860465115866
2009-02-27,3.44,3.2699999999999942,0.05198776758409962
2009-03-02,3.27,3.1400000000000077,0.041401273885347756
2009-03-03,3.14,3.3099999999999987,-0.05135951661631377
2009-03-04,3.31,3.089999999999998,0.07119741100323695
2009-03-05,3.09,3.2099999999999955,-0.03738317757009213
2009-03-06,3.21,3.2699999999999942,-0.018348623853209345
2009-03-09,3.27,3.429999999999996,-0.04664723032069862
2009-03-10,3.43,3.3599999999999923,0.020833333333335702
2009-03-11,3.36,3.4700000000000006,-0.03170028818443826
2009-03-12,3.47,3.5400000000000045,-0.019774011299436234
2009-03-13,3.54,3.6300000000000026,-0.02479338842975276
2009-03-16,3.63,3.7200000000000006,-0.024193548387096975
2009-03-17,3.72,3.7900000000000045,-0.01846965699208558
2009-03-18,3.79,3.8099999999999987,-0.005249343832020692
2009-03-19,3.81,3.7900000000000045,0.005277044854880009
2009-03-20,3.79,4.049999999999994,-0.064197530864196
2009-03-23,4.05,3.929999999999996,0.030534351145039107
2009-03-24,3.93,3.9700000000000006,-0.010075566750629816
2009-03-25,3.97,4.029999999999999,-0.014888337468982438
2009-03-26,4.03,3.9599999999999955,0.017676767676768845
2009-03-27,3.96,3.8099999999999987,0.039370078740157854
2009-03-30,3.81,3.850000000000003,-0.01038961038961117
2009-03-31,3.85,4.459054055698412,-0.1365881750009459
2009-04-01,3.93,4.48905405569841,-0.12453716278794769
2009-04-02,3.96,4.4990540556984095,-0.11981497644280459
2009-04-03,3.97,4.4490540556984115,-0.10767548555289685
2009-04-06,3.92,4.4490540556984115,-0.11891382956356567
2009-04-07,3.92,4.539054055698411,-0.1363839355297476
2009-04-08,4.01,4.609054055698411,-0.1299733195703725
2009-04-09,4.08,4.619054055698411,-0.11670226180475063
2009-04-13,4.09,4.58905405569841,-0.10874878561927492
2009-04-14,4.06,4.649054055698413,-0.12670406681471058
2009-04-15,4.12,4.6990540556984115,-0.12322779198426304
2009-04-16,4.17,4.709054055698412,-0.11447183432649377
2009-04-17,4.18,4.599054055698411,-0.09111744515792042
2009-04-20,4.07,4.67905405569841,-0.1301660652876344
2009-04-21,4.15,4.65905405569841,-0.10926124694256212
2009-04-22,4.13,4.719054055698412,-0.12482460441136711
2009-04-23,4.19,4.789054055698411,-0.12508817998945054
2009-04-24,4.26,4.869054055698411,-0.12508673116611146
2009-04-27,4.34,4.779054055698412,-0.09187049373816891
2009-04-28,4.25,4.819054055698413,-0.11808418189987324
2009-04-29,4.29,4.849054055698411,-0.1152913638983738
2009-04-30,4.32,4.9490540556984115,-0.12710591733668974
2009-05-01,4.42,5.039054055698411,-0.12285124328014596
2009-05-04,4.51,5.019054055698411,-0.10142430227872401
2009-05-05,4.49,5.00905405569841,-0.10362316915065484
2009-05-06,4.48,4.92905405569841,-0.09110349584810595
2009-05-07,4.4,5.00905405569841,-0.12159063346612053
2009-05-08,4.48,4.91905405569841,-0.08925578998055406
2009-05-11,4.39,4.899054055698409,-0.10390864234418795
2009-05-12,4.37,4.769054055698411,-0.08367572500496023
2009-05-13,4.24,4.799054055698412,-0.11649255232592959
2009-05-14,4.27,4.709054055698412,-0.09323614690027071
2009-05-15,4.18,4.729054055698413,-0.11610230063596205
2009-05-18,4.2,4.729054055698413,-0.11187312504091873
2009-05-19,4.2,4.709054055698412,-0.10810112809862682
2009-05-20,4.18,4.649054055698413,-0.1008923643560321
2009-05-21,4.12,4.639054055698413,-0.11188790849738628
2009-05-22,4.11,4.789054055698411,-0.14179294027604816
2009-05-26,4.26,4.65905405569841,-0.08565130409043731
2009-05-27,4.13,4.7490540556984095,-0.13035312894693296
2009-05-28,4.22,4.729054055698413,-0.10764394944587563
2009-05-29,4.2,4.879054055698412,-0.1391773995422989
2009-06-01,4.35,4.889054055698413,-0.11025733190045661
2009-06-02,4.36,4.82905405569841,-0.09713166394252992
2009-06-03,4.3,4.83905405569841,-0.11139657658166213
2009-06-04,4.31,4.82905405569841,-0.10748565862208825
