date,FLIR,dcf,Deviation
2003-01-22,6.0,8.572959507705557,-0.30012500413572774
2003-01-23,5.96,8.492959507705555,-0.29824226824670863
2003-01-24,5.88,8.522959507705558,-0.31009879905167603
2003-01-27,5.91,8.772959507705558,-0.3263390769318989
2003-01-28,6.16,8.702959507705556,-0.29219479941898296
2003-01-29,6.09,8.452959507705556,-0.2795422722126525
2003-01-30,5.84,8.452959507705556,-0.3091177125980117
2003-01-31,5.84,8.422959507705556,-0.30665700165631726
2003-02-03,5.81,8.552959507705555,-0.3207029689821823
2003-02-04,5.94,8.292959507705556,-0.28372977168395186
2003-02-05,5.68,8.422959507705556,-0.32565270024107573
2003-02-06,5.81,8.422959507705556,-0.31021869514095957
2003-02-07,5.81,8.472959507705557,-0.3142891813992247
2003-02-10,5.86,8.562959507705557,-0.31565716330589233
2003-02-11,5.95,8.462959507705555,-0.296936255622811
2003-02-12,5.85,8.512959507705556,-0.3128124250203661
2003-02-13,5.9,8.362959507705556,-0.29450812304378693
2003-02-14,5.75,8.362959507705556,-0.3124443572036907
2003-02-18,5.75,8.262959507705556,-0.30412342035103956
2003-02-19,5.65,8.252959507705556,-0.31539710152161127
2003-02-20,5.64,8.242959507705555,-0.31577972756899964
2003-02-21,5.63,8.022959507705558,-0.29826393931158046
2003-02-24,5.41,7.922959507705557,-0.3171743469421435
2003-02-25,5.31,8.082959507705556,-0.343062402460642
2003-02-26,5.47,8.122959507705557,-0.32660011479669715
2003-02-27,5.51,8.142959507705557,-0.3233418396854397
2003-02-28,5.53,8.002959507705556,-0.3090056253970167
2003-03-03,5.39,8.052959507705555,-0.3306808515748124
2003-03-04,5.44,7.892959507705557,-0.3107781694953379
2003-03-05,5.28,8.032959507705556,-0.3427080025817135
2003-03-06,5.42,8.042959507705556,-0.3261187011065554
2003-03-07,5.43,7.932959507705558,-0.31551396490481853
2003-03-10,5.32,7.822959507705557,-0.3199504618731773
2003-03-11,5.21,7.852959507705555,-0.33655585580343383
2003-03-12,5.24,8.072959507705557,-0.35091957354691616
2003-03-13,5.46,8.112959507705556,-0.3270026807339317
2003-03-14,5.5,8.532959507705556,-0.35544051333733495
2003-03-17,5.92,8.452959507705556,-0.29965357167469675
2003-03-18,5.84,8.512959507705556,-0.3139871046357158
2003-03-19,5.9,8.502959507705556,-0.3061239448860953
2003-03-20,5.89,8.502959507705556,-0.307300005996458
2003-03-21,5.89,8.372959507705557,-0.29654502752826084
2003-03-24,5.76,8.532959507705556,-0.32497042851328173
2003-03-25,5.92,8.472959507705557,-0.30130670462709297
2003-03-26,5.86,8.492959507705555,-0.3100167268331733
2003-03-27,5.88,8.462959507705555,-0.3052075937919544
2003-03-28,5.85,8.542959507705556,-0.3152255966186621
2003-03-31,5.93,8.740259086695321,-0.3215304098906153
2003-04-01,6.06,8.84025908669532,-0.3144997289592608
2003-04-02,6.16,8.77025908669532,-0.2976262229989467
2003-04-03,6.09,8.790259086695322,-0.3071876562526302
2003-04-04,6.11,8.69025908669532,-0.2969139424905829
2003-04-07,6.01,8.68025908669532,-0.30762435314726544
2003-04-08,6.0,8.62025908669532,-0.303965235887107
2003-04-09,5.94,8.580259086695321,-0.3077132123888131
2003-04-10,5.9,8.69025908669532,-0.3210789297372241
2003-04-11,6.01,8.790259086695322,-0.31628863942172547
2003-04-14,6.11,8.75025908669532,-0.30173496127786736
2003-04-15,6.07,8.730259086695321,-0.3047170834539703
2003-04-16,6.05,8.790259086695322,-0.3117381478371778
2003-04-17,6.11,8.75025908669532,-0.30173496127786736
2003-04-21,6.07,8.580259086695321,-0.2925621547474908
2003-04-22,5.9,8.88025908669532,-0.3356049702604327
2003-04-23,6.2,8.80025908669532,-0.29547528783857324
2003-04-24,6.12,8.75025908669532,-0.30059213797390316
2003-04-25,6.07,8.830259086695321,-0.3125909511368973
2003-04-28,6.15,8.980259086695321,-0.31516452469489253
2003-04-29,6.3,9.19025908669532,-0.3144915784669804
2003-04-30,6.51,9.12025908669532,-0.28620448847809377
2003-05-01,6.44,9.46025908669532,-0.31925754453627375
2003-05-02,6.78,9.65025908669532,-0.2974281893273214
2003-05-05,6.97,9.32025908669532,-0.25216671176559
2003-05-06,6.64,9.07025908669532,-0.2679371188260915
2003-05-07,6.39,9.02025908669532,-0.29159462731784436
2003-05-08,6.34,9.160259086695321,-0.3078798383324729
2003-05-09,6.48,9.160259086695321,-0.2925964278224643
2003-05-12,6.48,9.05025908669532,-0.2839983985070469
2003-05-13,6.37,9.13025908669532,-0.3023199079550316
2003-05-14,6.45,9.25025908669532,-0.30272223301539103
2003-05-15,6.57,9.25025908669532,-0.2897496233970728
2003-05-16,6.57,9.02025908669532,-0.2716395463972202
2003-05-19,6.34,9.19025908669532,-0.31013914404454845
2003-05-20,6.51,9.18025908669532,-0.29086968695308923
2003-05-21,6.5,9.220259086695322,-0.29503065598456013
2003-05-22,6.54,9.25025908669532,-0.2929927758016524
2003-05-23,6.57,9.56025908669532,-0.3127801307034408
2003-05-27,6.88,9.50025908669532,-0.2758092240205189
2003-05-28,6.82,9.69025908669532,-0.29620044841073156
2003-05-29,7.01,9.81025908669532,-0.2854419095305071
2003-05-30,7.13,9.81025908669532,-0.2732098166836683
2003-06-02,7.13,9.82025908669532,-0.27394990936034835
2003-06-03,7.14,9.730259086695321,-0.2662065895282393
2003-06-04,7.05,9.980259086695321,-0.29360551276686275
2003-06-05,7.3,10.380259086695322,-0.29674202358237656
2003-06-06,7.7,10.18025908669532,-0.2436341811709679
2003-06-09,7.5,10.28025908669532,-0.2704464024932526
2003-06-10,7.6,10.42025908669532,-0.2706515321002194
2003-06-11,7.74,10.390259086695321,-0.2550715111703967
2003-06-12,7.71,10.290259086695322,-0.2507477280170175
2003-06-13,7.61,10.31025908669532,-0.26190021647271866
2003-06-16,7.63,10.40025908669532,-0.26636443030916535
2003-06-17,7.72,10.52025908669532,-0.2661777684008496
2003-06-18,7.84,10.540259086695322,-0.25618526684071596
2003-06-19,7.86,10.350259086695319,-0.2405987198809746
2003-06-20,7.67,10.19025908669532,-0.2473204130781954
2003-06-23,7.51,10.290259086695322,-0.270183584618392
2003-06-24,7.61,10.11025908669532,-0.24729921016421397
2003-06-25,7.43,10.18025908669532,-0.27015609949354447
2003-06-26,7.5,10.290259086695322,-0.27115537744846063
2003-06-27,7.61,10.21025908669532,-0.25467121496296197
2003-06-30,7.53,13.198817410564825,-0.4294943428816048
2003-07-01,7.57,13.488817410564824,-0.43879439022794087
2003-07-02,7.86,13.368817410564825,-0.41206467568413596
2003-07-03,7.74,13.318817410564824,-0.41886732422201123
2003-07-07,7.69,13.508817410564824,-0.43074217629250866
2003-07-08,7.88,13.618817410564825,-0.42138882089078644
2003-07-09,7.99,13.478817410564822,-0.40721802539313545
2003-07-10,7.85,13.508817410564824,-0.41889806032460253
2003-07-11,7.88,13.518817410564823,-0.4171087780324737
2003-07-14,7.89,13.288817410564823,-0.4062677094406216
2003-07-15,7.66,13.288817410564823,-0.4235754948434932
2003-07-16,7.66,13.128817410564823,-0.4165506488165521
2003-07-17,7.5,13.308817410564822,-0.43646382930715244
2003-07-18,7.68,13.098817410564823,-0.4136875292417076
2003-07-21,7.47,13.368817410564825,-0.4412370391043887
2003-07-22,7.74,12.828817410564824,-0.39667081132311277
2003-07-23,7.2,12.798817410564823,-0.43744802593583854
2003-07-24,7.17,12.478817410564824,-0.4254263233365583
2003-07-25,6.85,12.658817410564824,-0.4588752031225989
2003-07-28,7.03,12.608817410564825,-0.4424536599197938
2003-07-29,6.98,12.378817410564823,-0.43613353614515304
2003-07-30,6.75,12.408817410564824,-0.4560319668937127
2003-07-31,6.78,12.308817410564822,-0.44917535341935977
2003-08-01,6.68,12.498817410564822,-0.46554943715286023
2003-08-04,6.87,12.258817410564824,-0.43958705233024054
2003-08-05,6.63,12.118817410564825,-0.4529169162809431
2003-08-06,6.49,12.158817410564824,-0.4662309844080046
2003-08-07,6.53,12.178817410564822,-0.46382314638074895
2003-08-08,6.55,12.118817410564825,-0.4595182204585486
2003-08-11,6.49,12.298817410564823,-0.47230698827799356
2003-08-12,6.67,12.228817410564824,-0.4545670463410798
2003-08-13,6.6,12.408817410564824,-0.46812014540718583
2003-08-14,6.78,12.488817410564824,-0.457114330595905
2003-08-15,6.86,12.488817410564824,-0.45070859998346735
2003-08-18,6.86,12.378817410564823,-0.4458275154664397
2003-08-19,6.75,12.258817410564824,-0.44937592477862065
2003-08-20,6.63,12.288817410564823,-0.4604851078428327
2003-08-21,6.66,12.328817410564824,-0.4598022033895234
2003-08-22,6.7,12.318817410564824,-0.45611662412871157
2003-08-25,6.69,11.958817410564823,-0.4405801367876201
2003-08-26,6.33,12.028817410564823,-0.47376373055256393
2003-08-27,6.4,12.128817410564823,-0.47233107867340207
2003-08-28,6.5,12.238817410564824,-0.4689029354756896
2003-08-29,6.61,12.428817410564822,-0.4681714453073125
2003-09-02,6.8,12.408817410564824,-0.4520025740558884
2003-09-03,6.78,12.448817410564825,-0.4553699539165801
2003-09-04,6.82,12.408817410564824,-0.45039081692075866
2003-09-05,6.78,12.478817410564824,-0.456679284828712
2003-09-08,6.85,12.458817410564823,-0.45018858738620415
2003-09-09,6.83,12.398817410564822,-0.4491410129017407
2003-09-10,6.77,12.438817410564823,-0.45573604173577253
2003-09-11,6.81,12.508817410564824,-0.455584027132066
2003-09-12,6.88,12.478817410564824,-0.448665704958929
2003-09-15,6.85,12.618817410564825,-0.45715990832350195
2003-09-16,6.99,12.728817410564824,-0.45085236322124067
2003-09-17,7.1,12.748817410564822,-0.4430855999148362
2003-09-18,7.12,12.578817410564824,-0.4339690475179342
2003-09-19,6.95,12.628817410564823,-0.4496713529023014
2003-09-22,7.0,12.658817410564824,-0.44702575501579445
2003-09-23,7.03,12.508817410564824,-0.43799643329492266
2003-09-24,6.88,12.328817410564824,-0.4419578317297178
2003-09-25,6.7,12.118817410564825,-0.4471407751255383
2003-09-26,6.49,12.168817410564824,-0.46666962112805976
2003-09-29,6.54,11.988817410564824,-0.45449165034102523
2003-09-30,6.36,12.223275502455198,-0.4796812033957253
2003-10-01,6.49,12.213275502455199,-0.4686110209586827
2003-10-02,6.48,12.333275502455198,-0.47459213096228814
2003-10-03,6.6,12.543275502455197,-0.4738216505961199
2003-10-06,6.81,12.463275502455199,-0.4535946831426084
2003-10-07,6.73,12.3532755024552,-0.4552052207803169
2003-10-08,6.62,12.183275502455198,-0.45663216770679405
2003-10-09,6.45,12.203275502455197,-0.47145338161854056
2003-10-10,6.47,12.163275502455198,-0.46807091570901205
2003-10-13,6.43,12.283275502455199,-0.47652399405071055
2003-10-14,6.55,12.333275502455198,-0.4689164286733005
2003-10-15,6.6,12.443275502455199,-0.46959303451107026
2003-10-16,6.71,12.293275502455197,-0.4541731372846979
2003-10-17,6.56,12.343275502455198,-0.46853653240623594
2003-10-20,6.61,12.443275502455199,-0.46878938759366273
2003-10-21,6.71,12.693275502455199,-0.4713736419963376
2003-10-22,6.96,13.413275502455198,-0.48111108291736604
2003-10-23,7.68,13.383275502455199,-0.4261494505892012
2003-10-24,7.65,13.4232755024552,-0.4300943910001126
2003-10-27,7.69,13.733275502455198,-0.44004618573149556
2003-10-28,8.0,13.723275502455198,-0.41704879432255515
2003-10-29,7.99,13.613275502455197,-0.4130729229303426
2003-10-30,7.88,13.553275502455199,-0.418590731179889
2003-10-31,7.82,13.543275502455197,-0.4225916766898562
2003-11-03,7.81,13.693275502455197,-0.4296470556953542
2003-11-04,7.96,13.703275502455197,-0.4191169842149187
2003-11-05,7.97,13.743275502455198,-0.4200800239669079
2003-11-06,8.01,13.843275502455198,-0.4213797161965481
2003-11-07,8.11,13.483275502455198,-0.3985141074568096
2003-11-10,7.75,13.333275502455198,-0.4187474789242216
2003-11-11,7.6,13.563275502455198,-0.4396633764001725
2003-11-12,7.83,13.733275502455198,-0.4298519680465033
2003-11-13,8.0,13.823275502455198,-0.4212659656114722
2003-11-14,8.09,13.783275502455199,-0.41305678765842435
2003-11-17,8.05,13.933275502455198,-0.42224640583748585
2003-11-18,8.2,13.993275502455198,-0.41400424807177827
2003-11-19,8.26,13.943275502455199,-0.4075997423599972
2003-11-20,8.21,14.213275502455199,-0.4223710081056399
2003-11-21,8.48,14.193275502455199,-0.4025339676853942
2003-11-24,8.46,14.413275502455198,-0.4130411231951474
2003-11-25,8.68,14.353275502455197,-0.39525998797171813
2003-11-26,8.62,14.353275502455197,-0.39944021846960953
2003-11-28,8.62,14.473275502455198,-0.40441954562823523
2003-12-01,8.74,14.563275502455198,-0.3998602856530086
2003-12-02,8.83,14.563275502455198,-0.3936803572444012
2003-12-03,8.83,14.573275502455198,-0.39409640622573927
2003-12-04,8.84,14.473275502455198,-0.3892191163983294
2003-12-05,8.74,14.543275502455199,-0.3990349699058846
2003-12-08,8.81,14.473275502455198,-0.3912919022024074
2003-12-09,8.74,14.323275502455198,-0.38980437830007186
2003-12-10,8.59,14.553275502455199,-0.40975486937282046
2003-12-11,8.82,14.563275502455198,-0.3943670159564686
2003-12-12,8.83,14.403275502455198,-0.38694500438495194
2003-12-15,8.67,14.333275502455198,-0.39511383852805415
2003-12-16,8.6,14.393275502455198,-0.4024987572472287
2003-12-17,8.66,14.473275502455198,-0.4016558312227977
2003-12-18,8.74,14.533275502455199,-0.39862146021222156
2003-12-19,8.8,14.523275502455197,-0.39407608163101104
2003-12-22,8.79,14.743275502455198,-0.4037959883109964
2003-12-23,9.01,14.743275502455198,-0.3888739311356174
2003-12-24,9.01,14.713275502455199,-0.38762786039746866
2003-12-26,8.98,14.863275502455199,-0.3958263103905574
2003-12-29,9.13,14.903275502455198,-0.3873829952015646
2003-12-30,9.17,14.863275502455199,-0.38304312542109253
2003-12-31,9.13,14.676185625565019,-0.3779037528595919
2004-01-02,9.05,14.916185625565017,-0.393276523423716
2004-01-05,9.29,15.046185625565018,-0.3825677662639405
2004-01-06,9.42,15.206185625565018,-0.3805152566227482
2004-01-07,9.58,15.416185625565017,-0.3785752044842231
2004-01-08,9.79,15.476185625565018,-0.3674151863474707
2004-01-09,9.85,15.626185625565018,-0.3696478311453669
2004-01-12,10.0,15.44618562556502,-0.35259097343431023
2004-01-13,9.82,15.626185625565018,-0.37156768546675156
2004-01-14,10.0,15.626185625565018,-0.3600485595384436
2004-01-15,10.0,15.686185625565017,-0.36249638766850945
2004-01-16,10.06,15.366185625565018,-0.34531573123371717
2004-01-20,9.74,15.376185625565018,-0.3665529125893281
2004-01-21,9.75,15.106185625565018,-0.3545690327345412
2004-01-22,9.48,15.27618562556502,-0.3794262368653717
2004-01-23,9.65,15.246185625565017,-0.36705480065658225
2004-01-26,9.62,14.886185625565018,-0.3537632646821933
2004-01-27,9.26,14.766185625565019,-0.37289153510518247
2004-01-28,9.14,14.576185625565017,-0.3729498076664548
2004-01-29,8.95,14.676185625565019,-0.390168520054036
2004-01-30,9.05,14.776185625565018,-0.38752799745949706
2004-02-02,9.15,14.50618562556502,-0.3692345985236485
2004-02-03,8.88,15.056185625565018,-0.41020918439515064
2004-02-04,9.43,15.19618562556502,-0.37944953869636766
2004-02-05,9.57,15.50618562556502,-0.38282694202873735
2004-02-06,9.88,15.71618562556502,-0.371348733376595
2004-02-09,10.09,15.71618562556502,-0.3579867125273122
2004-02-10,10.09,15.766185625565017,-0.36002275758830526
2004-02-11,10.14,15.75618562556502,-0.35644322547536766
2004-02-12,10.13,15.496185625565017,-0.34629074245936287
2004-02-13,9.87,15.596185625565019,-0.36715295412865223
2004-02-17,9.97,15.636185625565018,-0.3623764619614682
2004-02-18,10.01,15.486185625565021,-0.3536174599718592
2004-02-19,9.86,15.496185625565017,-0.36371438505916276
2004-02-20,9.87,15.25618562556502,-0.35304929801976903
2004-02-23,9.63,15.236185625565021,-0.3679520428103946
2004-02-24,9.61,15.336185625565019,-0.37337743330516415
2004-02-25,9.71,15.346185625565019,-0.3672694807089891
2004-02-26,9.72,15.236185625565021,-0.36204505255628616
2004-02-27,9.61,15.516185625565017,-0.38064674966467127
2004-03-01,9.89,15.46618562556502,-0.3605404564877196
2004-03-02,9.84,15.416185625565017,-0.3617098133741916
2004-03-03,9.79,15.29618562556502,-0.35997115623141696
2004-03-04,9.67,15.496185625565017,-0.37597546688865147
2004-03-05,9.87,15.186185625565017,-0.3500672095444127
2004-03-08,9.56,14.886185625565018,-0.35779384723095287
2004-03-09,9.26,14.826185625565017,-0.3754293765192821
2004-03-10,9.2,14.826185625565017,-0.3794762704079261
2004-03-11,9.2,14.956185625565018,-0.3848698972902431
2004-03-12,9.33,14.776185625565018,-0.3685785874361446
2004-03-15,9.15,14.916185625565017,-0.3865723966107184
2004-03-16,9.29,15.236185625565021,-0.3902673393259156
2004-03-17,9.61,15.036185625565018,-0.36087514218627625
2004-03-18,9.41,15.00618562556502,-0.37292525663758136
2004-03-19,9.38,14.97618562556502,-0.37367229316469475
2004-03-22,9.35,14.906185625565017,-0.3727436223547237
2004-03-23,9.28,14.856185625565018,-0.3753443694166916
2004-03-24,9.23,15.146185625565018,-0.39060564632056116
2004-03-25,9.52,15.016185625565019,-0.3660174269694546
2004-03-26,9.39,15.156185625565017,-0.38045097678394624
2004-03-29,9.53,15.31618562556502,-0.3777824170469053
2004-03-30,9.69,15.156185625565017,-0.36065707827864113
2004-03-31,9.53,11.339075165009463,-0.1595434494156962
2004-04-01,9.75,11.45907516500946,-0.1491459948031547
2004-04-02,9.87,11.559075165009466,-0.14612545907846286
2004-04-05,9.97,11.409075165009465,-0.12613425226813912
2004-04-06,9.82,11.45907516500946,-0.14303729938122867
2004-04-07,9.87,11.529075165009466,-0.14390357780342433
2004-04-08,9.94,12.139075165009464,-0.1811567302382504
2004-04-12,10.55,11.589075165009463,-0.08965988659273783
2004-04-13,10.0,11.399075165009462,-0.12273584872078525
2004-04-14,9.81,11.379075165009466,-0.13789127343444874
2004-04-15,9.79,11.229075165009466,-0.128156161025061
2004-04-16,9.64,11.379075165009466,-0.15283097613741958
2004-04-19,9.79,11.189075165009465,-0.1250393928342407
2004-04-20,9.6,12.70907516500946,-0.24463425738242117
2004-04-21,11.12,12.999075165009463,-0.14455452723802265
2004-04-22,11.41,12.979075165009466,-0.12089267879729715
2004-04-23,11.39,13.309075165009466,-0.14419297668818154
2004-04-26,11.72,13.719075165009468,-0.145715009281975
2004-04-27,12.13,13.939075165009465,-0.1297844472171792
2004-04-28,12.35,13.439075165009465,-0.08103795474297415
2004-04-29,11.85,13.299075165009462,-0.10896059666028901
2004-04-30,11.71,13.109075165009461,-0.10672569555050304
2004-05-03,11.52,13.119075165009463,-0.12188932107611028
2004-05-04,11.53,13.189075165009465,-0.1257916225552328
2004-05-05,11.6,13.029075165009466,-0.10968354598547048
2004-05-06,11.44,12.809075165009466,-0.10688321735743789
2004-05-07,11.22,12.619075165009463,-0.11086986539939614
2004-05-10,11.03,12.849075165009463,-0.14157245884615577
2004-05-11,11.26,12.729075165009466,-0.11541098987676324
2004-05-12,11.14,13.339075165009463,-0.1648596426518376
2004-05-13,11.75,13.289075165009464,-0.1158150695890332
2004-05-14,11.7,13.159075165009465,-0.11087976523526577
2004-05-17,11.57,13.149075165009462,-0.12009020750078936
2004-05-18,11.56,13.309075165009466,-0.13141973753427372
2004-05-19,11.72,13.549075165009462,-0.13499631102003595
2004-05-20,11.96,13.569075165009467,-0.11858399673094766
2004-05-21,11.98,13.809075165009466,-0.13245457376060354
2004-05-24,12.22,14.039075165009464,-0.12957229330485154
2004-05-25,12.45,14.029075165009466,-0.11255732444487199
2004-05-26,12.44,13.729075165009466,-0.09389380927091584
2004-05-27,12.14,13.889075165009464,-0.12593172289943988
2004-05-28,12.3,13.799075165009462,-0.10863591560184338
2004-06-01,12.21,13.859075165009461,-0.11898883189355547
2004-06-02,12.27,13.719075165009468,-0.10562484333531008
2004-06-03,12.13,14.649075165009462,-0.1719613789016854
2004-06-04,13.06,14.669075165009463,-0.10969165723873531
2004-06-07,13.08,14.969075165009468,-0.12619852223237016
2004-06-08,13.38,14.289075165009464,-0.06362029414160908
2004-06-09,12.7,14.299075165009462,-0.11183067062424279
2004-06-10,12.71,13.899075165009462,-0.08555066800436661
2004-06-14,12.31,14.249075165009463,-0.136084282141421
2004-06-15,12.66,14.319075165009467,-0.11586468720156129
2004-06-16,12.73,14.359075165009461,-0.11345265250642533
2004-06-17,12.77,14.159075165009465,-0.09810493615022331
2004-06-18,12.57,13.969075165009468,-0.10015517480455327
2004-06-21,12.38,14.039075165009464,-0.11817553118773017
2004-06-22,12.45,14.679075165009465,-0.15185392403486808
2004-06-23,13.09,14.519075165009463,-0.09842742383850256
2004-06-24,12.93,14.779075165009466,-0.1251144029219965
2004-06-25,13.19,15.079075165009465,-0.12527791952340728
2004-06-28,13.49,15.169075165009463,-0.11069067472765837
2004-06-29,13.58,15.319075165009467,-0.11352350884612894
2004-06-30,13.73,15.454427162873362,-0.11158143519004093
2004-07-01,13.55,15.15442716287336,-0.10587184494865132
2004-07-02,13.25,14.93442716287336,-0.1127882003442896
2004-07-06,13.03,15.104427162873357,-0.13733901593913433
2004-07-07,13.2,15.174427162873359,-0.13011543313503848
2004-07-08,13.27,15.33442716287336,-0.1346269502568448
2004-07-09,13.43,15.144427162873361,-0.11320515094002948
2004-07-12,13.24,15.23442716287336,-0.1309157962784333
2004-07-13,13.33,15.454427162873362,-0.13746398624058598
2004-07-14,13.55,15.754427162873359,-0.1399242981089327
2004-07-15,13.85,15.784427162873358,-0.12255288981429346
2004-07-16,13.88,15.93442716287336,-0.1289300921755192
2004-07-19,14.03,16.03442716287336,-0.1250077188609816
2004-07-20,14.13,15.744427162873361,-0.10253959360809972
2004-07-21,13.84,17.22442716287336,-0.1964899692088672
2004-07-22,15.32,17.104427162873357,-0.10432545597005494
2004-07-23,15.2,17.614427162873362,-0.13707100097824065
2004-07-26,15.71,17.38442716287336,-0.0963176495368977
2004-07-27,15.48,17.07442716287336,-0.09338100468402721
2004-07-28,15.17,17.674427162873357,-0.14169778402403443
2004-07-29,15.77,17.814427162873358,-0.11476244193437224
2004-07-30,15.91,17.864427162873362,-0.10940329320691222
2004-08-02,15.96,17.674427162873357,-0.09700043724611662
2004-08-03,15.77,17.50442716287336,-0.09908505698215908
2004-08-04,15.6,17.32442716287336,-0.09953732649636149
2004-08-05,15.42,16.71442716287336,-0.07744370478628093
2004-08-06,14.81,16.88442716287336,-0.1228603815138457
2004-08-09,14.98,17.30442716287336,-0.1343255769749152
2004-08-10,15.4,17.20442716287336,-0.1048815601816292
2004-08-11,15.3,17.08442716287336,-0.104447585269417
2004-08-12,15.18,16.91442716287336,-0.10254128893471326
2004-08-13,15.01,17.08442716287336,-0.12142210816300336
2004-08-16,15.18,17.38442716287336,-0.12680470528135634
2004-08-17,15.48,17.614427162873362,-0.12117494046994504
2004-08-18,15.71,17.60442716287336,-0.10761083819123574
2004-08-19,15.7,17.68442716287336,-0.11221325658992565
2004-08-20,15.78,18.38442716287336,-0.1416648525298032
2004-08-23,16.48,17.794427162873358,-0.07386734907745751
2004-08-24,15.89,17.89442716287336,-0.11201404463128406
2004-08-25,15.99,17.664427162873363,-0.09479091212154511
2004-08-26,15.76,17.534427162873364,-0.10119675689380137
2004-08-27,15.63,16.98442716287336,-0.07974523661498756
2004-08-30,15.08,16.49442716287336,-0.08575182083661792
2004-08-31,14.59,16.40442716287336,-0.11060594465497631
2004-09-01,14.5,16.854427162873357,-0.1396919124050474
2004-09-02,14.95,16.88442716287336,-0.11456871732829133
2004-09-03,14.98,17.12442716287336,-0.1252262129691899
2004-09-07,15.22,16.99442716287336,-0.10441229621142145
2004-09-08,15.09,17.144427162873363,-0.1198306098743428
2004-09-09,15.24,17.26442716287336,-0.11726002512419476
2004-09-10,15.36,17.51442716287336,-0.1230087140640409
2004-09-13,15.61,17.30442716287336,-0.09791870871685093
2004-09-14,15.4,17.144427162873363,-0.10174893254240414
2004-09-15,15.24,17.424427162873357,-0.12536579495294786
2004-09-16,15.52,17.62442716287336,-0.11940400351317115
2004-09-17,15.72,17.68442716287336,-0.11108231806328861
2004-09-20,15.78,17.89442716287336,-0.11816120983522116
2004-09-21,15.99,17.73442716287336,-0.09836388550092445
2004-09-22,15.83,17.52442716287336,-0.09668944651515421
2004-09-23,15.62,17.63442716287336,-0.114232639612725
2004-09-24,15.73,17.25442716287336,-0.08834991440072226
2004-09-27,15.35,17.49442716287336,-0.12257772963405511
2004-09-28,15.59,16.74442716287336,-0.06894396276708814
2004-09-29,14.84,16.53442716287336,-0.10247873398832053
2004-09-30,14.63,16.333905573528305,-0.10431709463839167
2004-10-01,14.51,16.703905573528306,-0.13134087497507896
2004-10-04,14.88,16.823905573528304,-0.11554425130553247
2004-10-05,15.0,16.683905573528303,-0.10092993910251391
2004-10-06,14.86,16.363905573528303,-0.0919038286288546
2004-10-07,14.54,15.453905573528305,-0.0591375150559853
2004-10-08,13.63,15.753905573528304,-0.13481771638247952
2004-10-11,13.93,15.353905573528303,-0.09273898205960451
2004-10-12,13.53,15.563905573528304,-0.1306809247794236
2004-10-13,13.74,15.643905573528304,-0.12170270170576714
2004-10-14,13.82,15.453905573528305,-0.10572767937233263
2004-10-15,13.63,15.383905573528303,-0.11400912240038164
2004-10-18,13.56,15.173905573528305,-0.10636059158980471
2004-10-19,13.35,15.543905573528306,-0.1411424923517669
2004-10-20,13.72,15.903905573528304,-0.13731882168386145
2004-10-21,14.08,15.473905573528304,-0.09008104430421893
2004-10-22,13.65,15.333905573528304,-0.1098158303801815
2004-10-25,13.51,15.263905573528305,-0.11490542607719267
2004-10-26,13.44,15.313905573528304,-0.12236627452944127
2004-10-27,13.49,15.183905573528303,-0.11155928001037274
2004-10-28,13.36,15.123905573528305,-0.11663029532634128
2004-10-29,13.3,15.313905573528304,-0.13150829250309282
2004-11-01,13.49,15.673905573528305,-0.13933384779456037
2004-11-02,13.85,15.893905573528304,-0.12859681115335675
2004-11-03,14.07,16.403905573528306,-0.14227743283859362
2004-11-04,14.58,16.263905573528305,-0.10353635945040707
2004-11-05,14.44,16.143905573528304,-0.10554481787370307
2004-11-08,14.32,16.433905573528303,-0.12863074842862532
2004-11-09,14.61,16.543905573528306,-0.11689534644242194
2004-11-10,14.72,17.1039055735283,-0.13937784930348707
2004-11-11,15.28,17.003905573528304,-0.10138291853443848
2004-11-12,15.18,17.073905573528304,-0.11092398077125654
2004-11-15,15.25,16.773905573528303,-0.09084977656803139
2004-11-16,14.95,16.703905573528306,-0.1049997299019595
2004-11-17,14.88,16.773905573528303,-0.11290784756277417
2004-11-18,14.95,16.383905573528303,-0.08751915513020803
2004-11-19,14.56,16.423905573528305,-0.1134873532476044
2004-11-22,14.6,16.543905573528306,-0.1174997986351376
2004-11-23,14.72,16.413905573528304,-0.10319942233980961
2004-11-24,14.59,16.343905573528303,-0.10731251264502217
2004-11-26,14.52,16.533905573528305,-0.12180458903507219
2004-11-29,14.71,15.913905573528304,-0.07565116985053111
2004-11-30,14.09,16.133905573528303,-0.1266838685904943
2004-12-01,14.31,16.163905573528304,-0.1146941600899013
2004-12-02,14.34,15.973905573528304,-0.10228591661615838
2004-12-03,14.15,15.813905573528304,-0.10521787712667252
2004-12-06,13.99,15.443905573528303,-0.09414105561616337
2004-12-07,13.62,15.693905573528303,-0.13214719330454394
2004-12-08,13.87,15.893905573528304,-0.12733846719834363
2004-12-09,14.07,15.553905573528304,-0.09540404926038715
2004-12-10,13.73,15.403905573528304,-0.1086676080646014
2004-12-13,13.58,15.753905573528304,-0.13799153253661578
2004-12-14,13.93,15.793905573528306,-0.11801422801035
2004-12-15,13.97,16.8539055735283,-0.1711120049264977
2004-12-16,15.03,16.8539055735283,-0.10821857079779962
2004-12-17,15.03,16.793905573528306,-0.10503248132517162
