date,HSIC,dcf,Deviation
2005-09-14,16.92,19.162785988019916,-0.11703861794532622
2005-09-15,17.06,19.292785988019915,-0.11573165168609612
2005-09-16,17.19,19.052785988019913,-0.09776974292322405
2005-09-19,16.95,18.982785988019913,-0.10708575597400771
2005-09-20,16.88,18.852785988019914,-0.10464161579479714
2005-09-21,16.75,18.802785988019913,-0.10917456537173975
2005-09-22,16.7,18.942785988019914,-0.11839789508461596
2005-09-23,16.84,16.79,0.0029779630732580387
2005-09-26,16.79,16.7,0.005389221556886259
2005-09-27,16.7,16.59,0.006630500301386233
2005-09-28,16.59,16.67,-0.0047990401919617565
2005-09-29,16.67,16.71,-0.002393776181926932
2005-09-30,16.71,16.6,0.0066265060240964235
2005-10-03,16.6,16.78,-0.010727056019070313
2005-10-04,16.78,16.47,0.018822100789314122
2005-10-05,16.47,16.32,0.009191176470588092
2005-10-06,16.32,16.36,-0.0024449877750610804
2005-10-07,16.36,16.26,0.006150061500614923
2005-10-10,16.26,15.91,0.021998742928975634
2005-10-11,15.91,15.89,0.0012586532410321372
2005-10-12,15.89,15.97,-0.0050093926111458575
2005-10-13,15.97,16.07,-0.0062227753578095735
2005-10-14,16.07,15.84,0.014520202020201989
2005-10-17,15.84,16.15,-0.019195046439628438
2005-10-18,16.15,16.07,0.004978220286247614
2005-10-19,16.07,15.99,0.00500312695434646
2005-10-20,15.99,16.13,-0.008679479231246012
2005-10-21,16.13,16.47,-0.020643594414086253
2005-10-24,16.47,15.96,0.03195488721804507
2005-10-25,15.96,15.26,0.04587155963302769
2005-10-26,15.26,14.96,0.020053475935828846
2005-10-27,14.96,15.11,-0.00992720052945062
2005-10-28,15.11,15.55,-0.028295819935691413
2005-10-31,15.55,15.75,-0.012698412698412653
2005-11-01,15.75,16.09,-0.021131137352392804
2005-11-02,16.09,16.05,0.0024922118380061864
2005-11-03,16.05,15.86,0.011979823455233296
2005-11-04,15.86,16.0,-0.008750000000000036
2005-11-07,16.0,15.84,0.010101010101010166
2005-11-08,15.84,16.02,-0.011235955056179803
2005-11-09,16.02,16.16,-0.008663366336633671
2005-11-10,16.16,16.26,-0.006150061500615145
2005-11-11,16.26,16.35,-0.0055045871559632475
2005-11-14,16.35,16.63,-0.016837041491280624
2005-11-15,16.63,16.64,-0.0006009615384616751
2005-11-16,16.64,16.98,-0.020023557126030656
2005-11-17,16.98,16.66,0.019207683073229287
2005-11-18,16.66,16.96,-0.017688679245283057
2005-11-21,16.96,16.77,0.011329755515802065
2005-11-22,16.77,17.01,-0.014109347442680886
2005-11-23,17.01,16.97,0.0023571007660578847
2005-11-25,16.97,16.71,0.015559545182525225
2005-11-28,16.71,16.83,-0.007130124777183444
2005-11-29,16.83,16.73,0.005977286312014218
2005-11-30,16.73,16.96,-0.013561320754717054
2005-12-01,16.96,17.01,-0.0029394473838918467
2005-12-02,17.01,16.72,0.017344497607655773
2005-12-05,16.72,16.82,-0.005945303210463826
2005-12-06,16.82,16.97,-0.008839127872716457
2005-12-07,16.97,17.03,-0.0035231943628891704
2005-12-08,17.03,17.33,-0.017311021350259526
2005-12-09,17.33,17.58,-0.014220705346985163
2005-12-12,17.58,17.73,-0.008460236886632999
2005-12-13,17.73,17.84,-0.006165919282511201
2005-12-14,17.84,17.64,0.011337868480725488
2005-12-15,17.64,17.42,0.012629161882893092
2005-12-16,17.42,17.18,0.01396973224679865
2005-12-19,17.18,17.03,0.008807985907222537
2005-12-20,17.03,17.11,-0.004675628287551081
2005-12-21,17.11,17.21,-0.005810575246949501
2005-12-22,17.21,17.09,0.00702165008777067
2005-12-23,17.09,17.02,0.004112808460634554
2005-12-27,17.02,17.06,-0.0023446658851112856
2005-12-28,17.06,17.13,-0.004086398131932345
2005-12-29,17.13,17.11,0.0011689070718876593
2005-12-30,17.11,19.98353246549385,-0.14379502074799166
2006-01-03,17.13,20.01353246549385,-0.14407913597789235
2006-01-04,17.16,20.10353246549385,-0.14641866898497535
2006-01-05,17.25,20.30353246549385,-0.15039414794855877
2006-01-06,17.45,20.57353246549385,-0.15182285641674198
2006-01-09,17.72,20.51353246549385,-0.13617998119986874
2006-01-10,17.66,20.69353246549385,-0.14659326388823257
2006-01-11,17.84,20.453532465493854,-0.1277790264299341
2006-01-12,17.6,20.44353246549385,-0.13909203168744821
2006-01-13,17.59,20.44353246549385,-0.13958118394217134
2006-01-17,17.59,20.58353246549385,-0.14543336866556777
2006-01-18,17.73,20.63353246549385,-0.14071911682352622
2006-01-19,17.78,20.44353246549385,-0.13028729110243353
2006-01-20,17.59,20.40353246549385,-0.13789438031145118
2006-01-23,17.55,20.503532465493848,-0.14404993239406216
2006-01-24,17.65,20.21353246549385,-0.12682258629806586
2006-01-25,17.36,20.58353246549385,-0.1566073496324194
2006-01-26,17.73,20.74353246549385,-0.14527576103572315
2006-01-27,17.89,20.97353246549385,-0.1470201774816402
2006-01-30,18.12,21.14353246549385,-0.14300034634365089
2006-01-31,18.29,21.12353246549385,-0.13414103299827052
2006-02-01,18.27,21.15353246549385,-0.13631446521745427
2006-02-02,18.3,21.003532465493848,-0.1287179892208803
2006-02-03,18.15,21.07353246549385,-0.13873006199985183
2006-02-06,18.22,20.89353246549385,-0.12795981100415887
2006-02-07,18.04,21.12353246549385,-0.14597617470141067
2006-02-08,18.27,21.17353246549385,-0.13713028141268768
2006-02-09,18.32,20.96353246549385,-0.1261014797885387
2006-02-10,18.11,21.18353246549385,-0.14509064862059107
2006-02-13,18.33,21.46353246549385,-0.1459933247489209
2006-02-14,18.61,21.61353246549385,-0.1389653667344295
2006-02-15,18.76,21.97353246549385,-0.14624560118134033
2006-02-16,19.12,21.90353246549385,-0.1270814408533847
2006-02-17,19.05,21.18353246549385,-0.10071655749432684
2006-02-21,18.33,21.18353246549385,-0.1347052230378485
2006-02-22,18.33,21.17353246549385,-0.13429655491486403
2006-02-23,18.32,21.24353246549385,-0.13761988361599375
2006-02-24,18.39,21.21353246549385,-0.13310053241187603
2006-02-27,18.36,21.14353246549385,-0.1316493575535006
2006-02-28,18.29,21.38353246549385,-0.144668916161809
2006-03-01,18.53,21.40353246549385,-0.13425505673544658
2006-03-02,18.55,21.27353246549385,-0.1280244580871316
2006-03-03,18.42,21.03353246549385,-0.12425551769686938
2006-03-06,18.18,20.88353246549385,-0.12945762264889504
2006-03-07,18.03,21.12353246549385,-0.14644958036953615
2006-03-08,18.27,20.863532465493854,-0.12430936466695142
2006-03-09,18.01,20.85353246549385,-0.1363573519354102
2006-03-10,18.0,21.03353246549385,-0.1442236329285369
2006-03-13,18.18,21.22353246549385,-0.1434036709224611
2006-03-14,18.37,21.17353246549385,-0.13240740391631478
2006-03-15,18.32,21.40353246549385,-0.1440665212840465
2006-03-16,18.55,21.38353246549385,-0.13251002705311954
2006-03-17,18.53,21.55353246549385,-0.1402801359978637
2006-03-20,18.7,21.36353246549385,-0.12467659408835874
2006-03-21,18.51,21.41353246549385,-0.135593343609825
2006-03-22,18.56,21.72353246549385,-0.14562698173139554
2006-03-23,18.87,21.22353246549385,-0.11089258912578881
2006-03-24,18.37,21.29353246549385,-0.13729673412485366
2006-03-27,18.44,21.26353246549385,-0.1327875540000626
2006-03-28,18.41,21.45353246549385,-0.14186626236910438
2006-03-29,18.6,21.60353246549385,-0.1390296920325983
2006-03-30,18.75,21.62353246549385,-0.13288913224882848
2006-03-31,18.77,20.37164518948477,-0.0786212981125104
2006-04-03,18.58,20.10164518948477,-0.07569754490944602
2006-04-04,18.31,20.041645189484772,-0.08640234736783547
2006-04-05,18.25,19.931645189484772,-0.08437061634891774
2006-04-06,18.14,20.01164518948477,-0.09352780202540456
2006-04-07,18.22,19.911645189484773,-0.08495758001845688
2006-04-10,18.12,19.821645189484773,-0.08584782813020386
2006-04-11,18.03,20.03164518948477,-0.09992415353560147
2006-04-12,18.24,20.001645189484773,-0.08807501446985488
2006-04-13,18.21,19.771645189484772,-0.07898407919616657
2006-04-17,17.98,20.10164518948477,-0.10554584808782763
2006-04-18,18.31,19.911645189484773,-0.08043761197244481
2006-04-19,18.12,20.10164518948477,-0.09858124401287183
2006-04-20,18.31,19.92164518948477,-0.08089920155467112
2006-04-21,18.13,20.17164518948477,-0.10121361794272765
2006-04-24,18.38,19.931645189484772,-0.07784832484893756
2006-04-25,18.14,20.12164518948477,-0.09848325874070896
2006-04-26,18.33,20.271645189484772,-0.09578133256258536
2006-04-27,18.48,20.071645189484773,-0.07929819277189154
2006-04-28,18.28,19.981645189484773,-0.08516041463794244
2006-05-01,18.19,20.17164518948477,-0.098239145635864
2006-05-02,18.38,19.83164518948477,-0.07319842482127858
2006-05-03,18.04,20.111645189484772,-0.10300724629767821
2006-05-04,18.32,20.291645189484772,-0.09716536885370375
2006-05-05,18.5,20.521645189484772,-0.09851282247685755
2006-05-08,18.73,20.42164518948477,-0.08283589171139893
2006-05-09,18.63,20.361645189484772,-0.08504446341983385
2006-05-10,18.57,20.26164518948477,-0.0834900213514097
2006-05-11,18.47,20.15164518948477,-0.08344952353380375
2006-05-12,18.36,20.391645189484773,-0.09963125439885645
2006-05-15,18.6,20.771645189484772,-0.1045485405548966
2006-05-16,18.98,21.01164518948477,-0.0966913904724368
2006-05-17,19.22,20.38164518948477,-0.05699467234784783
2006-05-18,18.59,20.08164518948477,-0.07427903318727258
2006-05-19,18.29,20.041645189484772,-0.08740026943515622
2006-05-22,18.25,20.181645189484772,-0.09571296945063801
2006-05-23,18.39,20.391645189484773,-0.09816006363807017
2006-05-24,18.6,20.231645189484773,-0.08064817142665226
2006-05-25,18.44,20.301645189484773,-0.09169922792508511
2006-05-26,18.51,19.861645189484772,-0.06805303269642349
2006-05-30,18.07,19.861645189484772,-0.0902062831347582
2006-05-31,18.07,20.211645189484774,-0.10596095317361776
2006-06-01,18.42,20.181645189484772,-0.08728947382360286
2006-06-02,18.39,19.83164518948477,-0.07269418022107244
2006-06-05,18.04,19.72164518948477,-0.08526901145049481
2006-06-06,17.93,19.92164518948477,-0.09997393139679145
2006-06-07,18.13,19.711645189484774,-0.08023912637837594
2006-06-08,17.92,19.74164518948477,-0.09227423408739277
2006-06-09,17.95,19.861645189484772,-0.09624807870884955
2006-06-12,18.07,19.72164518948477,-0.08374784018350556
2006-06-13,17.93,19.731645189484773,-0.0913073984547873
2006-06-14,17.94,19.83164518948477,-0.09538518723034473
2006-06-15,18.04,19.76164518948477,-0.08712053945796294
2006-06-16,17.97,19.571645189484773,-0.08183497983834731
2006-06-19,17.78,19.541645189484772,-0.09014825376282543
2006-06-20,17.75,19.76164518948477,-0.10179543100769628
2006-06-21,17.97,19.501645189484773,-0.07853928089670259
2006-06-22,17.71,19.461645189484774,-0.0900049904532837
2006-06-23,17.67,19.481645189484773,-0.09299241269739411
2006-06-26,17.69,19.701645189484772,-0.10210544196372151
2006-06-27,17.91,19.771645189484772,-0.09415732336097438
2006-06-28,17.98,20.01164518948477,-0.10152314666024109
2006-06-29,18.22,20.12164518948477,-0.09450744069766914
2006-06-30,18.33,20.068330050143267,-0.08662056313603728
2006-07-03,18.52,19.908330050143267,-0.06973613792048194
2006-07-05,18.36,20.168330050143265,-0.08966186321065384
2006-07-06,18.62,20.278330050143268,-0.08177843274286534
2006-07-07,18.73,20.418330050143265,-0.0826869800809894
2006-07-10,18.87,20.658330050143267,-0.08656701900891861
2006-07-11,19.11,20.588330050143266,-0.07180427196099759
2006-07-12,19.04,20.618330050143268,-0.07654984891137206
2006-07-13,19.07,20.468330050143265,-0.06831676285840804
2006-07-14,18.92,20.318330050143267,-0.06882111111948419
2006-07-17,18.77,20.118330050143268,-0.06701997863553621
2006-07-18,18.57,20.368330050143268,-0.08829050028726426
2006-07-19,18.82,20.238330050143265,-0.07008137759534283
2006-07-20,18.69,20.258330050143268,-0.07741655142656612
2006-07-21,18.71,20.488330050143265,-0.08679721801586404
2006-07-24,18.94,20.588330050143266,-0.08006137681534764
2006-07-25,19.04,20.708330050143267,-0.08056323451014946
2006-07-26,19.16,20.148330050143265,-0.04905270301228948
2006-07-27,18.6,20.548330050143267,-0.09481695327011164
2006-07-28,19.0,20.138330050143267,-0.05652554344421268
2006-07-31,18.59,20.058330050143265,-0.07320300575734007
2006-08-01,18.51,19.948330050143266,-0.07210277985815328
2006-08-02,18.4,20.078330050143265,-0.08358912548761943
2006-08-03,18.53,20.178330050143266,-0.08168813009040665
2006-08-04,18.63,20.148330050143265,-0.07535761258449658
2006-08-07,18.6,20.038330050143266,-0.07177893799253898
2006-08-08,18.49,19.948330050143266,-0.0731053700473937
2006-08-09,18.4,20.078330050143265,-0.08358912548761943
2006-08-10,18.53,20.018330050143266,-0.07434836204694373
2006-08-11,18.47,20.178330050143266,-0.084661616987038
2006-08-14,18.63,20.308330050143265,-0.08264244504591489
2006-08-15,18.76,20.238330050143265,-0.0730460490801611
2006-08-16,18.69,20.418330050143265,-0.08464600414915602
2006-08-17,18.87,20.478330050143267,-0.07853814477084342
2006-08-18,18.93,20.348330050143268,-0.06970252824915635
2006-08-21,18.8,20.548330050143267,-0.08508380223000545
2006-08-22,19.0,20.528330050143268,-0.07444979919994033
2006-08-23,18.98,20.658330050143267,-0.08124229044988207
2006-08-24,19.11,20.808330050143265,-0.0816177966252305
2006-08-25,19.26,21.038330050143266,-0.08452809923148596
2006-08-28,19.49,21.368330050143268,-0.08790251955747364
2006-08-29,19.82,21.118330050143268,-0.06147882181311293
2006-08-30,19.57,21.108330050143266,-0.07287786605993618
2006-08-31,19.56,21.218330050143265,-0.07815554033820249
2006-09-01,19.67,21.128330050143266,-0.06902249475856592
2006-09-05,19.58,21.098330050143268,-0.07196446574372173
2006-09-06,19.55,21.078330050143265,-0.07250716951995329
2006-09-07,19.53,21.198330050143266,-0.07870101306079014
2006-09-08,19.65,21.218330050143265,-0.07391392472626179
2006-09-11,19.67,21.968330050143265,-0.10462015296097915
2006-09-12,20.42,21.898330050143265,-0.06750880303466755
2006-09-13,20.35,21.728330050143267,-0.06343469778682687
2006-09-14,20.18,21.728330050143267,-0.07125858483234238
2006-09-15,20.18,21.588330050143266,-0.06523571053769028
2006-09-18,20.04,21.608330050143266,-0.07257988222615419
2006-09-19,20.06,21.678330050143266,-0.07465197025785542
2006-09-20,20.13,21.588330050143266,-0.06755177666618961
2006-09-21,20.04,21.558330050143265,-0.0704289268515571
2006-09-22,20.01,21.508330050143268,-0.06966277933480414
2006-09-25,19.96,21.408330050143267,-0.06765264019897588
2006-09-26,19.86,21.148330050143265,-0.060918760350751056
2006-09-27,19.6,21.218330050143265,-0.07627037784400648
2006-09-28,19.67,21.208330050143267,-0.07253423756166388
2006-09-29,19.66,21.4560763338321,-0.08370944929013113
2006-10-02,19.49,21.4360763338321,-0.09078510001201345
2006-10-03,19.47,21.6360763338321,-0.10011410111569219
2006-10-04,19.67,22.0460763338321,-0.10777774229991899
2006-10-05,20.08,21.916076333832102,-0.08377760260844369
2006-10-06,19.95,21.786076333832103,-0.08427751310963771
2006-10-09,19.82,21.916076333832102,-0.09564104002486817
2006-10-10,19.95,21.986076333832102,-0.09260753501064645
2006-10-11,20.02,21.916076333832102,-0.08651531893531084
2006-10-12,19.95,21.806076333832102,-0.08511739138289642
2006-10-13,19.84,21.826076333832102,-0.09099557352658616
2006-10-16,19.86,21.986076333832102,-0.09670103485270376
2006-10-17,20.02,22.0260763338321,-0.0910773350381413
2006-10-18,20.06,21.966076333832103,-0.08677363698752016
2006-10-19,20.0,22.1160763338321,-0.09568045895170973
2006-10-20,20.15,22.2260763338321,-0.0934072349365569
2006-10-23,20.26,22.0460763338321,-0.08101561052345496
2006-10-24,20.08,21.696076333832103,-0.07448703207741081
2006-10-25,19.73,22.1060763338321,-0.10748521347479689
2006-10-26,20.14,21.9760763338321,-0.08354886950431029
2006-10-27,20.01,21.9760763338321,-0.08946439318675514
2006-10-30,20.01,21.4560763338321,-0.06739705393161355
2006-10-31,19.49,21.1860763338321,-0.08005617968644974
2006-11-01,19.22,21.536076333832103,-0.10754402510143701
2006-11-02,19.57,21.7760763338321,-0.10130733838421846
2006-11-03,19.81,22.0660763338321,-0.10224184398261349
2006-11-06,20.1,22.126076333832103,-0.09156961692001886
2006-11-07,20.16,21.7660763338321,-0.07378805023005897
2006-11-08,19.8,21.5860763338321,-0.08274205586092376
2006-11-09,19.62,21.6060763338321,-0.09192211964567487
2006-11-10,19.64,21.4260763338321,-0.08335993515582962
2006-11-13,19.46,21.5660763338321,-0.09765690806390037
2006-11-14,19.6,21.8460763338321,-0.1028137181024904
2006-11-15,19.88,21.966076333832103,-0.09496809089291625
2006-11-16,20.0,22.0960763338321,-0.09486192490305279
2006-11-17,20.13,22.126076333832103,-0.09021375067661608
2006-11-20,20.16,21.8560763338321,-0.07760205024570943
2006-11-21,19.89,22.0960763338321,-0.09984018431608588
2006-11-22,20.13,22.146076333832102,-0.09103537364549696
2006-11-24,20.18,21.9060763338321,-0.07879440879909294
2006-11-27,19.94,21.736076333832102,-0.08263112009026741
2006-11-28,19.77,21.946076333832103,-0.09915559851022027
2006-11-29,19.98,22.1760763338321,-0.09902907533203864
2006-11-30,20.21,22.466076333832103,-0.10042146658402618
2006-12-01,20.5,23.056076333832102,-0.11086345728658775
2006-12-04,21.09,21.7460763338321,-0.030169871739638365
2006-12-05,19.78,21.7260763338321,-0.08957329910517009
2006-12-06,19.76,21.876076333832103,-0.09673015862353329
2006-12-07,19.91,21.8560763338321,-0.08904051688452752
2006-12-08,19.89,21.7460763338321,-0.08535224034620237
2006-12-11,19.78,21.716076333832103,-0.0891540582225635
2006-12-12,19.75,21.6060763338321,-0.08590529373099287
2006-12-13,19.64,21.6760763338321,-0.09393195993936332
2006-12-14,19.71,21.6160763338321,-0.08817864557819088
2006-12-15,19.65,21.5060763338321,-0.08630474034504532
2006-12-18,19.54,21.376076333832103,-0.0858939828412818
2006-12-19,19.41,21.236076333832102,-0.08598934686078996
2006-12-20,19.27,21.2660763338321,-0.0938619942154798
2006-12-21,19.3,21.2060763338321,-0.0898834986645386
2006-12-22,19.24,21.286076333832103,-0.09612275657304059
2006-12-26,19.32,21.3460763338321,-0.09491563236944422
2006-12-27,19.38,21.4060763338321,-0.09464958931450262
2006-12-28,19.44,21.1760763338321,-0.08198290875342396
2006-12-29,19.21,21.93828100645736,-0.12436165831107326
2007-01-03,19.17,21.94828100645736,-0.12658307981567973
2007-01-04,19.18,21.748281006457358,-0.11809121859768135
2007-01-05,18.98,21.658281006457358,-0.12366083003811956
2007-01-08,18.89,21.03828100645736,-0.10211295332532067
2007-01-09,18.27,21.07828100645736,-0.13323102607831439
2007-01-10,18.31,21.03828100645736,-0.12968174565307689
2007-01-11,18.27,20.918281006457356,-0.12660127309886726
2007-01-12,18.15,20.95828100645736,-0.13399386169085692
2007-01-16,18.19,21.26828100645736,-0.14473576898493812
2007-01-17,18.5,21.25828100645736,-0.12975089592707478
2007-01-18,18.49,21.57828100645736,-0.1431198808437607
2007-01-19,18.81,21.66828100645736,-0.131910833425391
2007-01-22,18.9,21.80828100645736,-0.13335672837287038
2007-01-23,19.04,21.96828100645736,-0.13329586441454488
2007-01-24,19.2,22.178281006457357,-0.13428818065702253
2007-01-25,19.41,22.30828100645736,-0.1299195131000198
2007-01-26,19.54,22.43828100645736,-0.12916680228861044
2007-01-29,19.67,22.64828100645736,-0.13150141529982806
2007-01-30,19.88,22.678281006457357,-0.12339034892726586
2007-01-31,19.91,22.82828100645736,-0.12783621358226116
2007-02-01,20.06,22.86828100645736,-0.12280245312992177
2007-02-02,20.1,22.91828100645736,-0.12297087227716996
2007-02-05,20.15,22.998281006457358,-0.12384756085281468
2007-02-06,20.23,23.16828100645736,-0.12682343612969882
2007-02-07,20.4,23.25828100645736,-0.12289304638050402
2007-02-08,20.49,23.178281006457357,-0.11598276014120357
2007-02-09,20.41,23.03828100645736,-0.11408320810570394
2007-02-12,20.27,23.14828100645736,-0.12434102582625661
2007-02-13,20.38,23.25828100645736,-0.12375295515856233
2007-02-14,20.49,23.318281006457358,-0.121290287464764
2007-02-15,20.55,23.318281006457358,-0.11871719899467537
2007-02-16,20.55,23.35828100645736,-0.12022635594121911
2007-02-20,20.59,23.978281006457358,-0.14130625150088505
2007-02-21,21.21,23.73828100645736,-0.10650649075093555
2007-02-22,20.97,23.88828100645736,-0.1221637088775247
2007-02-23,21.12,23.80828100645736,-0.11291369610969537
2007-02-26,21.04,23.39828100645736,-0.10078864365320395
2007-02-27,20.63,23.228281006457358,-0.1118585144434514
2007-02-28,20.46,23.05828100645736,-0.1126832050372586
2007-03-01,20.29,22.928281006457357,-0.11506667271368187
2007-03-02,20.16,22.85828100645736,-0.11804391614991117
2007-03-05,20.09,22.928281006457357,-0.12378952463370474
2007-03-06,20.16,22.998281006457358,-0.12341274574653804
2007-03-07,20.23,23.07828100645736,-0.12341824790418332
2007-03-08,20.31,23.07828100645736,-0.11995178521670613
2007-03-09,20.31,23.10828100645736,-0.12109429540325445
2007-03-12,20.34,22.75828100645736,-0.10625938777059674
2007-03-13,19.99,22.87828100645736,-0.12624554290779755
2007-03-14,20.11,23.11828100645736,-0.13012563544915345
2007-03-15,20.35,23.20828100645736,-0.12315780758006523
2007-03-16,20.44,23.318281006457358,-0.12343452785650433
2007-03-19,20.55,23.588281006457358,-0.1288046808339115
2007-03-20,20.82,23.61828100645736,-0.1184794526617875
2007-03-21,20.85,23.838281006457358,-0.12535639653076847
2007-03-22,21.07,23.98828100645736,-0.12165444475457798
2007-03-23,21.22,24.01828100645736,-0.11650629808623847
2007-03-26,21.25,24.01828100645736,-0.11525724949729343
2007-03-27,21.25,24.18828100645736,-0.12147539569566557
2007-03-28,21.42,24.25828100645736,-0.1170025611337353
2007-03-29,21.49,24.408281006457358,-0.11956110328643421
2007-03-30,21.64,23.46648293029872,-0.0778336888286083
2007-04-02,21.75,23.43648293029872,-0.07195972771658632
2007-04-03,21.72,23.34648293029872,-0.06966715008657243
2007-04-04,21.63,23.26648293029872,-0.07033649800879949
2007-04-05,21.55,23.32648293029872,-0.07615734166213495
2007-04-09,21.61,23.35648293029872,-0.07477508216929063
2007-04-10,21.64,23.18648293029872,-0.06669760717688955
2007-04-11,21.47,23.31648293029872,-0.07919217215643182
2007-04-12,21.6,23.426482930298718,-0.07796658746142504
2007-04-13,21.71,23.63648293029872,-0.08150463569303845
2007-04-16,21.92,22.81648293029872,-0.03929102189138223
2007-04-17,21.1,22.57648293029872,-0.06539915605354141
2007-04-18,20.86,22.85648293029872,-0.08734865011327575
2007-04-19,21.14,22.39648293029872,-0.05610179661731207
2007-04-20,20.68,22.64648293029872,-0.08683392190969152
2007-04-23,20.93,22.61648293029872,-0.07456875304158728
2007-04-24,20.9,22.77648293029872,-0.0823868608705387
2007-04-25,21.06,22.49648293029872,-0.06385366702650375
2007-04-26,20.78,22.33648293029872,-0.06968343830833812
2007-04-27,20.62,22.15648293029872,-0.06934687852455124
2007-04-30,20.44,22.31648293029872,-0.08408506556161
2007-05-01,20.6,22.58648293029872,-0.08795007777124708
2007-05-02,20.87,22.51648293029872,-0.07312345073586846
2007-05-03,20.8,23.02648293029872,-0.09669227111401657
2007-05-04,21.31,23.05648293029872,-0.07574802000714753
2007-05-07,21.34,22.60648293029872,-0.05602299721737325
2007-05-08,20.89,22.71648293029872,-0.08040342054282534
2007-05-09,21.0,22.36648293029872,-0.06109511873445317
2007-05-10,20.65,22.43648293029872,-0.07962401842787115
2007-05-11,20.72,22.31648293029872,-0.07153828563779652
2007-05-14,20.6,22.24648293029872,-0.07401093177098483
2007-05-15,20.53,22.31648293029872,-0.08005217201466985
2007-05-16,20.6,22.10648293029872,-0.06814665793055497
2007-05-17,20.39,22.26648293029872,-0.08427388088961862
2007-05-18,20.55,22.32648293029872,-0.07956841818054106
2007-05-21,20.61,22.53648293029872,-0.08548285623169272
2007-05-22,20.82,22.50648293029872,-0.07493320637976442
2007-05-23,20.79,22.22648293029872,-0.06462934035958223
2007-05-24,20.51,22.25648293029872,-0.07847075100626766
2007-05-25,20.54,22.24648293029872,-0.076707987309516
2007-05-29,20.53,22.44648293029872,-0.08538009879987984
2007-05-30,20.73,22.70648293029872,-0.087044873323881
2007-05-31,20.99,22.89648293029872,-0.08326531791377834
2007-06-01,21.18,22.75648293029872,-0.06927621175589216
2007-06-04,21.04,22.65648293029872,-0.07134747856813128
2007-06-05,20.94,22.51648293029872,-0.0700146170775795
2007-06-06,20.8,22.43648293029872,-0.07293847861015579
2007-06-07,20.72,22.47648293029872,-0.07814758811446199
2007-06-08,20.76,22.31648293029872,-0.06974588850582297
2007-06-11,20.6,22.28648293029872,-0.07567290610964583
2007-06-12,20.57,22.35648293029872,-0.07990894345360477
2007-06-13,20.64,22.53648293029872,-0.08415168134993378
2007-06-14,20.82,22.78648293029872,-0.08630041486937545
2007-06-15,21.07,22.72648293029872,-0.07288778186132405
2007-06-18,21.01,22.75648293029872,-0.07674661043396092
2007-06-19,21.04,22.86648293029872,-0.07987598861907097
2007-06-20,21.15,22.75648293029872,-0.07059451740496325
2007-06-21,21.04,22.43648293029872,-0.06224161490181157
2007-06-22,20.72,22.426482930298718,-0.07609231173708564
2007-06-25,20.71,22.60648293029872,-0.08389110929577315
2007-06-26,20.89,22.84648293029872,-0.08563606644697408
2007-06-27,21.13,22.75648293029872,-0.0714733878376772
2007-06-28,21.04,22.66648293029872,-0.07175718153099842
2007-06-29,20.95,23.453820508279467,-0.10675533682862415
2007-07-02,21.34,23.603820508279465,-0.0959090714778732
2007-07-03,21.49,23.513820508279466,-0.08606940363293403
2007-07-05,21.4,23.653820508279466,-0.0952835719494265
2007-07-06,21.54,23.823820508279464,-0.09586289938197656
2007-07-09,21.71,23.583820508279466,-0.07945364524893794
2007-07-10,21.47,23.623820508279465,-0.09117155743393046
2007-07-11,21.51,23.983820508279464,-0.10314538951062757
2007-07-12,21.87,24.143820508279465,-0.09417815658046824
2007-07-13,22.03,23.913820508279464,-0.07877538880193757
2007-07-16,21.8,23.983820508279464,-0.09105390475740038
2007-07-17,21.87,23.963820508279465,-0.08737423598862515
2007-07-18,21.85,23.913820508279464,-0.08630241694608876
2007-07-19,21.8,23.723820508279466,-0.08109235641907109
2007-07-20,21.61,23.853820508279465,-0.09406545620231588
2007-07-23,21.74,23.883820508279467,-0.08976036759011397
2007-07-24,21.77,24.043820508279467,-0.0945698503903104
2007-07-25,21.93,23.623820508279465,-0.07169968581863506
2007-07-26,21.51,23.353820508279465,-0.0789515577387343
2007-07-27,21.24,23.813820508279466,-0.10808095691258846
2007-07-30,21.7,23.423820508279466,-0.07359262796904364
2007-07-31,21.31,23.713820508279465,-0.10136791359453001
2007-08-01,21.6,23.943820508279465,-0.09788832602837971
2007-08-02,21.83,23.613820508279463,-0.07554137661265037
2007-08-03,21.5,24.353820508279465,-0.11718163510769342
2007-08-06,22.24,25.873820508279465,-0.1404439095925809
2007-08-07,23.76,25.963820508279465,-0.08488043997903538
2007-08-08,23.85,25.893820508279465,-0.07893082087388215
2007-08-09,23.78,24.793820508279467,-0.04089004790290052
2007-08-10,22.68,24.823820508279464,-0.08636142480825781
2007-08-13,22.71,24.443820508279465,-0.0709308312786946
2007-08-14,22.33,23.993820508279466,-0.06934370904814169
2007-08-15,21.88,24.053820508279465,-0.09037319071750882
2007-08-16,21.94,24.383820508279467,-0.10022303549395273
2007-08-17,22.27,24.663820508279464,-0.09705797637782343
2007-08-20,22.55,24.833820508279466,-0.09196412237569529
2007-08-21,22.72,24.873820508279465,-0.0865898548862869
2007-08-22,22.76,24.683820508279464,-0.07793852283256453
2007-08-23,22.57,24.973820508279466,-0.09625361516002473
2007-08-24,22.86,24.903820508279466,-0.08206855279895642
2007-08-27,22.79,24.603820508279465,-0.07372109171699959
2007-08-28,22.49,24.833820508279466,-0.09438018236050505
