date,HON,dcf,Deviation
2016-02-02,95.97,,
2016-02-03,97.4,,
2016-02-04,97.77,,
2016-02-05,97.37,,
2016-02-08,96.8,,
2016-02-09,97.93,,
2016-02-10,97.82,,
2016-02-11,96.81,,
2016-02-12,98.65,,
2016-02-16,100.06,,
2016-02-17,101.18,,
2016-02-18,101.51,,
2016-02-19,102.27,,
2016-02-22,100.27,,
2016-02-23,98.81,,
2016-02-24,98.48,,
2016-02-25,99.33,,
2016-02-26,98.23,,
2016-02-29,96.62,,
2016-03-01,100.93,,
2016-03-02,101.52,,
2016-03-03,102.94,,
2016-03-04,103.11,,
2016-03-07,102.46,,
2016-03-08,102.56,,
2016-03-09,103.85,,
2016-03-10,103.31,,
2016-03-11,103.95,,
2016-03-14,103.45,,
2016-03-15,103.61,,
2016-03-16,104.14,,
2016-03-17,105.84,,
2016-03-18,106.87,,
2016-03-21,107.43,,
2016-03-22,107.71,,
2016-03-23,106.98,,
2016-03-24,106.13,,
2016-03-28,106.4,,
2016-03-29,106.68,,
2016-03-30,106.94,,
2016-03-31,106.83,,
2016-04-01,107.95,,
2016-04-04,107.3,,
2016-04-05,106.57,,
2016-04-06,107.79,,
2016-04-07,106.46,,
2016-04-08,106.89,,
2016-04-11,106.72,,
2016-04-12,107.76,,
2016-04-13,109.39,,
2016-04-14,109.18,,
2016-04-15,109.28,,
2016-04-18,110.08,,
2016-04-19,110.4,,
2016-04-20,109.81,,
2016-04-21,109.56,,
2016-04-22,108.85,,
2016-04-25,107.97,,
2016-04-26,109.45,,
2016-04-27,110.06,,
2016-04-28,109.28,,
2016-04-29,108.94,,
2016-05-02,109.32,,
2016-05-03,109.17,,
2016-05-04,107.66,,
2016-05-05,108.32,,
2016-05-06,108.47,,
2016-05-09,107.88,,
2016-05-10,109.58,,
2016-05-11,108.79,,
2016-05-12,108.87,,
2016-05-13,107.92,,
2016-05-16,109.48,,
2016-05-17,108.33,,
2016-05-18,107.44,,
2016-05-19,107.08,,
2016-05-20,107.94,,
2016-05-23,107.54,,
2016-05-24,109.04,,
2016-05-25,109.37,,
2016-05-26,108.87,,
2016-05-27,109.0,,
2016-05-31,108.52,,
2016-06-01,108.63,,
2016-06-02,109.19,,
2016-06-03,109.44,,
2016-06-06,110.15,,
2016-06-07,109.97,,
2016-06-08,110.66,,
2016-06-09,111.74,,
2016-06-10,111.24,,
2016-06-13,109.76,,
2016-06-14,110.12,,
2016-06-15,110.13,,
2016-06-16,110.39,,
2016-06-17,110.51,,
2016-06-20,111.6,,
2016-06-21,111.83,,
2016-06-22,111.13,,
2016-06-23,111.85,,
2016-06-24,107.71,,
2016-06-27,106.26,,
2016-06-28,108.74,,
2016-06-29,109.12,,
2016-06-30,110.9,,
2016-07-01,111.07,,
2016-07-05,109.86,,
2016-07-06,111.37,,
2016-07-07,110.7,,
2016-07-08,113.3,,
2016-07-11,113.04,,
2016-07-12,113.47,,
2016-07-13,113.5,,
2016-07-14,113.54,,
2016-07-15,113.67,,
2016-07-18,113.35,,
2016-07-19,113.78,,
2016-07-20,114.29,,
2016-07-21,113.13,,
2016-07-22,110.22,,
2016-07-25,110.1,,
2016-07-26,110.54,,
2016-07-27,109.6,,
2016-07-28,110.36,,
2016-07-29,110.91,,
2016-08-01,110.48,,
2016-08-02,110.07,,
2016-08-03,110.6,,
2016-08-04,110.54,,
2016-08-05,110.94,,
2016-08-08,110.63,,
2016-08-09,110.84,,
2016-08-10,110.62,,
2016-08-11,110.94,,
2016-08-12,110.69,,
2016-08-15,111.39,,
2016-08-16,110.81,,
2016-08-17,110.38,,
2016-08-18,110.46,,
2016-08-19,110.7,,
2016-08-22,111.14,,
2016-08-23,111.55,,
2016-08-24,111.32,,
2016-08-25,111.32,,
2016-08-26,111.31,,
2016-08-29,111.71,,
2016-08-30,111.56,,
2016-08-31,111.27,,
2016-09-01,110.71,,
2016-09-02,110.96,,
2016-09-06,110.31,,
2016-09-07,108.91,,
2016-09-08,108.51,,
2016-09-09,106.79,,
2016-09-12,108.2,,
2016-09-13,106.4,,
2016-09-14,108.71,,
2016-09-15,109.9,,
2016-09-16,108.93,,
2016-09-19,109.2,,
2016-09-20,109.51,,
2016-09-21,110.52,,
2016-09-22,111.38,,
2016-09-23,110.57,,
2016-09-26,110.53,,
2016-09-27,110.79,,
2016-09-28,111.7,,
2016-09-29,110.77,,
2016-09-30,111.15,,
2016-10-03,111.23,,
2016-10-04,110.11,,
2016-10-05,110.47,,
2016-10-06,110.81,,
2016-10-07,102.5,,
2016-10-10,102.36,,
2016-10-11,101.38,,
2016-10-12,102.97,,
2016-10-13,103.76,,
2016-10-14,104.47,,
2016-10-17,103.55,,
2016-10-18,103.39,,
2016-10-19,103.77,,
2016-10-20,103.65,,
2016-10-21,104.43,,
2016-10-24,104.72,,
2016-10-25,104.54,,
2016-10-26,104.88,,
2016-10-27,104.31,,
2016-10-28,105.27,,
2016-10-31,105.12,,
2016-11-01,104.61,,
2016-11-02,103.95,,
2016-11-03,103.85,,
2016-11-04,103.75,,
2016-11-07,106.63,,
2016-11-08,106.02,,
2016-11-09,107.69,,
2016-11-10,108.49,,
2016-11-11,108.54,,
2016-11-14,108.34,,
2016-11-15,108.42,,
2016-11-16,107.61,,
2016-11-17,108.4,,
2016-11-18,107.43,,
2016-11-21,107.55,,
2016-11-22,107.84,,
2016-11-23,109.1,,
2016-11-25,109.43,,
2016-11-28,109.12,,
2016-11-29,108.63,,
2016-11-30,109.21,,
2016-12-01,108.95,,
2016-12-02,107.78,,
2016-12-05,108.19,,
2016-12-06,108.37,,
2016-12-07,111.67,,
2016-12-08,110.84,,
2016-12-09,111.4,,
2016-12-12,112.53,,
2016-12-13,113.18,,
2016-12-14,111.67,,
2016-12-15,111.51,,
2016-12-16,111.54,,
2016-12-19,112.42,,
2016-12-20,112.82,,
2016-12-21,112.33,,
2016-12-22,112.06,,
2016-12-23,112.13,,
2016-12-27,112.17,,
2016-12-28,110.94,,
2016-12-29,111.18,,
2016-12-30,111.04,,
2017-01-03,111.35,,
2017-01-04,111.66,,
2017-01-05,111.91,,
2017-01-06,113.6,,
2017-01-09,112.67,,
2017-01-10,112.95,,
2017-01-11,113.11,,
2017-01-12,112.74,,
2017-01-13,113.16,,
2017-01-17,112.36,,
2017-01-18,113.15,,
2017-01-19,113.01,,
2017-01-20,112.92,,
2017-01-23,112.53,,
2017-01-24,113.06,,
2017-01-25,112.98,,
2017-01-26,113.07,,
2017-01-27,113.5,,
2017-01-30,114.16,,
2017-01-31,113.4,,
2017-02-01,113.1,,
2017-02-02,113.09,,
2017-02-03,114.24,,
2017-02-06,114.38,,
2017-02-07,114.75,,
2017-02-08,114.76,,
2017-02-09,115.65,,
2017-02-10,116.79,,
2017-02-13,118.48,,
2017-02-14,118.48,,
2017-02-15,119.12,,
2017-02-16,119.0,,
2017-02-17,119.38,,
2017-02-21,119.53,,
2017-02-22,119.84,,
2017-02-23,119.63,,
2017-02-24,119.83,,
2017-02-27,119.7,,
2017-02-28,119.33,,
2017-03-01,121.96,,
2017-03-02,121.08,,
2017-03-03,120.97,,
2017-03-06,120.84,,
2017-03-07,121.01,,
2017-03-08,121.33,,
2017-03-09,120.95,,
2017-03-10,121.76,,
2017-03-13,121.46,,
2017-03-14,120.49,,
2017-03-15,121.69,,
2017-03-16,121.11,,
2017-03-17,121.88,,
2017-03-20,121.24,,
2017-03-21,120.44,,
2017-03-22,120.29,,
2017-03-23,120.3,,
2017-03-24,119.59,,
2017-03-27,119.33,,
2017-03-28,120.07,,
2017-03-29,120.09,,
2017-03-30,120.2,,
2017-03-31,119.68,,
2017-04-03,119.16,,
2017-04-04,119.02,,
2017-04-05,118.44,,
2017-04-06,118.68,,
2017-04-07,119.11,,
2017-04-10,119.29,,
2017-04-11,119.37,,
2017-04-12,118.03,,
2017-04-13,117.41,,
2017-04-17,118.3,,
2017-04-18,117.97,,
2017-04-19,117.64,,
2017-04-20,118.63,,
2017-04-21,121.8,,
2017-04-24,124.4,,
2017-04-25,123.93,,
2017-04-26,124.69,,
2017-04-27,124.48,,
2017-04-28,125.69,,
2017-05-01,125.46,,
2017-05-02,125.74,,
2017-05-03,125.62,,
2017-05-04,125.75,,
2017-05-05,125.95,,
2017-05-08,125.68,,
2017-05-09,126.43,,
2017-05-10,126.27,,
2017-05-11,126.42,,
2017-05-12,126.03,,
2017-05-15,126.5,,
2017-05-16,126.52,,
2017-05-17,124.54,,
2017-05-18,125.0,,
2017-05-19,125.94,,
2017-05-22,126.36,,
2017-05-23,126.37,,
2017-05-24,126.65,,
2017-05-25,128.19,,
2017-05-26,127.71,,
2017-05-30,127.41,,
2017-05-31,127.46,,
2017-06-01,127.91,,
2017-06-02,128.46,,
2017-06-05,127.94,,
2017-06-06,127.22,,
2017-06-07,127.21,,
2017-06-08,128.0,,
2017-06-09,128.23,,
2017-06-12,127.72,,
2017-06-13,128.81,,
2017-06-14,128.66,,
2017-06-15,128.88,,
2017-06-16,129.04,,
2017-06-19,130.2,,
2017-06-20,129.3,,
2017-06-21,128.67,,
2017-06-22,128.5,,
2017-06-23,128.42,,
2017-06-26,128.68,,
2017-06-27,127.41,,
2017-06-28,128.4,,
2017-06-29,126.82,,
2017-06-30,127.75,,
2017-07-03,128.15,,
2017-07-05,128.24,,
2017-07-06,127.83,,
2017-07-07,128.55,,
2017-07-10,129.09,,
2017-07-11,128.64,,
2017-07-12,129.17,,
2017-07-13,129.71,,
2017-07-14,130.19,,
2017-07-17,129.64,,
2017-07-18,129.57,,
2017-07-19,130.49,,
2017-07-20,129.34,,
2017-07-21,130.68,,
2017-07-24,131.99,,
2017-07-25,131.55,,
2017-07-26,132.74,,
2017-07-27,131.29,,
2017-07-28,131.11,,
2017-07-31,130.46,,
2017-08-01,131.32,,
2017-08-02,132.96,,
2017-08-03,133.76,,
2017-08-04,134.22,,
2017-08-07,133.19,,
2017-08-08,132.91,,
2017-08-09,133.22,,
2017-08-10,131.54,,
2017-08-11,130.91,,
2017-08-14,132.52,,
2017-08-15,131.71,,
2017-08-16,132.34,,
2017-08-17,130.21,,
2017-08-18,129.34,,
2017-08-21,129.94,,
2017-08-22,131.21,,
2017-08-23,130.74,,
2017-08-24,130.87,,
2017-08-25,131.14,,
2017-08-28,131.18,,
2017-08-29,131.91,,
2017-08-30,132.3,,
2017-08-31,132.52,,
2017-09-01,131.91,,
2017-09-05,130.84,,
2017-09-06,130.88,,
2017-09-07,131.38,,
2017-09-08,131.85,,
2017-09-11,133.22,,
2017-09-12,132.92,,
2017-09-13,132.17,,
2017-09-14,131.51,,
2017-09-15,133.18,,
2017-09-18,131.95,,
2017-09-19,132.03,,
2017-09-20,132.93,,
2017-09-21,135.01,,
2017-09-22,135.86,,
2017-09-25,134.96,,
2017-09-26,134.41,,
2017-09-27,133.77,,
2017-09-28,134.74,,
2017-09-29,135.85,,
2017-10-02,136.73,,
2017-10-03,136.74,,
2017-10-04,136.63,,
2017-10-05,137.13,,
2017-10-06,137.65,,
2017-10-09,137.63,,
2017-10-10,137.36,,
2017-10-11,136.79,,
2017-10-12,137.24,,
2017-10-13,137.41,,
2017-10-16,137.78,,
2017-10-17,137.47,,
2017-10-18,137.48,,
2017-10-19,137.65,,
2017-10-20,139.31,,
2017-10-23,139.86,,
2017-10-24,140.05,,
2017-10-25,139.92,,
2017-10-26,139.78,,
2017-10-27,140.13,,
2017-10-30,138.63,,
2017-10-31,138.17,,
2017-11-01,138.91,,
2017-11-02,139.37,,
2017-11-03,138.95,,
2017-11-06,139.55,,
2017-11-07,140.86,,
2017-11-08,140.76,,
2017-11-09,139.4,,
2017-11-10,139.69,,
2017-11-13,140.62,,
2017-11-14,141.2,,
2017-11-15,140.29,,
2017-11-16,140.78,,
2017-11-17,140.4,,
2017-11-20,141.79,,
2017-11-21,143.14,,
2017-11-22,142.8,,
2017-11-24,143.44,,
2017-11-27,144.18,,
2017-11-28,146.41,,
2017-11-29,146.87,,
2017-11-30,149.48,,
2017-12-01,147.98,,
2017-12-04,147.38,,
2017-12-05,146.7,,
2017-12-06,146.64,,
2017-12-07,146.91,,
2017-12-08,147.28,,
2017-12-11,146.84,,
2017-12-12,147.35,,
2017-12-13,149.33,,
2017-12-14,146.86,,
2017-12-15,147.84,,
2017-12-18,148.17,,
2017-12-19,147.71,,
2017-12-20,148.3,,
2017-12-21,147.33,,
2017-12-22,147.11,,
2017-12-26,147.37,,
2017-12-27,147.55,,
2017-12-28,147.73,,
2017-12-29,146.99,,
2018-01-02,147.32,,
2018-01-03,146.11,,
2018-01-04,148.08,,
2018-01-05,149.12,,
2018-01-08,148.31,,
2018-01-09,149.53,,
2018-01-10,150.56,,
2018-01-11,151.36,,
2018-01-12,152.46,,
2018-01-16,151.33,,
2018-01-17,151.83,,
2018-01-18,151.22,,
2018-01-19,152.1,,
2018-01-22,151.95,,
2018-01-23,152.96,,
2018-01-24,153.32,,
2018-01-25,155.12,,
2018-01-26,158.13,,
2018-01-29,154.76,,
2018-01-30,152.36,,
2018-01-31,153.04,,
2018-02-01,153.02,,
2018-02-02,150.14,,
2018-02-05,143.93,,
2018-02-06,145.11,,
2018-02-07,144.91,,
2018-02-08,139.95,,
2018-02-09,141.75,,
2018-02-12,143.26,,
2018-02-13,142.33,,
2018-02-14,144.13,,
2018-02-15,147.05,,
2018-02-16,147.63,,
2018-02-20,147.93,,
2018-02-21,147.65,,
2018-02-22,146.94,,
2018-02-23,148.67,,
2018-02-26,150.0,,
2018-02-27,147.52,,
2018-02-28,144.83,,
2018-03-01,141.09,,
2018-03-02,141.98,,
2018-03-05,142.34,,
2018-03-06,143.13,,
2018-03-07,144.16,,
2018-03-08,144.95,,
2018-03-09,147.8,,
2018-03-12,145.9,,
2018-03-13,145.21,,
2018-03-14,144.17,,
2018-03-15,144.79,,
2018-03-16,145.47,,
2018-03-19,143.96,,
2018-03-20,144.23,,
2018-03-21,145.07,,
2018-03-22,140.78,,
2018-03-23,137.33,,
2018-03-26,140.83,,
2018-03-27,138.34,,
2018-03-28,137.31,,
2018-03-29,138.51,,
2018-04-02,136.51,,
2018-04-03,138.27,,
2018-04-04,138.82,,
2018-04-05,140.32,,
2018-04-06,136.81,,
2018-04-09,136.9,,
2018-04-10,139.58,,
2018-04-11,138.29,,
2018-04-12,140.38,,
2018-04-13,140.05,,
2018-04-16,140.65,,
2018-04-17,142.52,,
2018-04-18,143.16,,
2018-04-19,141.98,,
2018-04-20,144.31,,
2018-04-23,142.44,,
2018-04-24,141.1,,
2018-04-25,140.95,,
2018-04-26,140.7,,
2018-04-27,140.82,,
2018-04-30,138.67,,
2018-05-01,138.51,,
2018-05-02,137.04,,
2018-05-03,137.4,,
2018-05-04,137.91,,
2018-05-07,138.17,,
2018-05-08,138.24,,
2018-05-09,139.64,,
2018-05-10,141.18,,
2018-05-11,141.24,,
2018-05-14,141.18,,
2018-05-15,141.23,,
2018-05-16,141.42,,
2018-05-17,141.01,,
2018-05-18,142.18,,
2018-05-21,144.24,,
2018-05-22,144.6,,
2018-05-23,145.03,,
2018-05-24,144.8,,
2018-05-25,144.4,,
2018-05-29,142.04,,
2018-05-30,144.19,,
2018-05-31,141.76,,
2018-06-01,143.85,,
2018-06-04,143.9,,
2018-06-05,143.64,,
2018-06-06,144.73,,
2018-06-07,145.77,,
2018-06-08,145.55,,
2018-06-11,145.56,,
2018-06-12,145.93,,
2018-06-13,145.52,,
2018-06-14,144.92,,
2018-06-15,143.99,,
2018-06-18,143.72,,
2018-06-19,141.16,,
2018-06-20,140.45,,
2018-06-21,137.99,,
2018-06-22,138.02,,
2018-06-25,138.06,,
2018-06-26,138.03,,
2018-06-27,137.19,,
2018-06-28,137.18,,
2018-06-29,138.06,,
2018-07-02,138.79,,
2018-07-03,138.92,,
2018-07-05,138.9,,
2018-07-06,139.67,,
2018-07-09,141.29,,
2018-07-10,141.89,,
2018-07-11,138.52,,
2018-07-12,141.75,,
2018-07-13,141.37,,
2018-07-16,140.32,,
2018-07-17,142.32,,
2018-07-18,142.95,,
2018-07-19,141.41,,
2018-07-20,146.77,,
2018-07-23,147.31,,
2018-07-24,148.71,,
2018-07-25,151.45,,
2018-07-26,152.51,,
2018-07-27,152.72,,
2018-07-30,150.4,,
2018-07-31,153.02,,
2018-08-01,150.37,,
2018-08-02,149.42,,
2018-08-03,148.6,,
2018-08-06,148.53,,
2018-08-07,149.86,,
2018-08-08,148.75,,
2018-08-09,147.56,,
2018-08-10,146.73,,
2018-08-13,146.02,,
2018-08-14,147.73,,
2018-08-15,146.82,,
2018-08-16,147.7,,
2018-08-17,148.72,,
2018-08-20,149.01,,
2018-08-21,150.46,,
2018-08-22,149.64,,
2018-08-23,151.35,,
2018-08-24,150.97,,
2018-08-27,152.73,,
2018-08-28,153.45,,
2018-08-29,153.64,,
2018-08-30,152.82,,
2018-08-31,152.45,,
2018-09-04,153.01,,
2018-09-05,155.07,,
2018-09-06,157.2,,
2018-09-07,156.05,,
2018-09-10,156.58,,
2018-09-11,156.28,,
2018-09-12,157.08,,
2018-09-13,158.82,,
2018-09-14,158.25,,
2018-09-17,158.86,,
2018-09-18,159.24,,
2018-09-19,158.91,,
2018-09-20,159.62,,
2018-09-21,160.39,,
2018-09-24,158.59,,
2018-09-25,158.68,,
2018-09-26,158.87,,
2018-09-27,158.49,,
2018-09-28,159.49,,
2018-10-01,161.28,,
2018-10-02,160.88,,
2018-10-03,160.25,,
2018-10-04,159.6,,
2018-10-05,158.98,,
2018-10-08,159.75,,
2018-10-09,155.95,,
2018-10-10,151.76,,
2018-10-11,148.86,,
2018-10-12,151.36,,
2018-10-15,151.37,,
2018-10-16,154.61,,
2018-10-17,153.15,,
2018-10-18,150.38,,
2018-10-19,148.71,,
2018-10-22,147.88,,
2018-10-23,145.93,,
2018-10-24,140.83,,
2018-10-25,142.91,,
2018-10-26,141.51,,
2018-10-29,141.06,,
2018-10-30,142.96,,
2018-10-31,144.82,,
2018-11-01,144.45,,
2018-11-02,145.48,,
2018-11-05,147.18,,
2018-11-06,148.45,,
2018-11-07,150.2,,
2018-11-08,150.55,,
2018-11-09,150.32,,
2018-11-12,148.13,,
2018-11-13,147.68,,
2018-11-14,147.53,,
2018-11-15,147.77,,
2018-11-16,148.55,,
2018-11-19,147.47,,
2018-11-20,144.05,,
2018-11-21,144.1,,
2018-11-23,143.26,,
2018-11-26,143.22,,
2018-11-27,142.89,,
2018-11-28,144.3,,
2018-11-29,145.74,,
2018-11-30,146.75,,
2018-12-03,148.98,,
2018-12-04,142.68,,
2018-12-06,141.56,,
2018-12-07,138.71,,
2018-12-10,137.95,,
2018-12-11,136.81,,
2018-12-12,138.29,,
2018-12-13,138.82,,
2018-12-14,136.44,,
2018-12-17,134.38,,
2018-12-18,135.18,,
2018-12-19,133.26,,
2018-12-20,130.67,,
2018-12-21,129.44,,
2018-12-24,124.83,,
2018-12-26,129.57,,
2018-12-27,131.57,,
2018-12-28,130.76,,
2018-12-31,132.12,,
2019-01-02,131.83,,
2019-01-03,130.07,,
2019-01-04,134.62,,
2019-01-07,135.37,,
2019-01-08,135.09,,
2019-01-09,135.72,,
2019-01-10,137.75,,
2019-01-11,137.36,,
2019-01-14,137.61,,
2019-01-15,137.77,,
2019-01-16,138.02,,
2019-01-17,139.88,,
2019-01-18,141.85,,
2019-01-22,139.82,,
2019-01-23,140.74,,
2019-01-24,141.18,,
2019-01-25,141.71,,
2019-01-28,140.48,,
2019-01-29,141.74,,
2019-01-30,143.28,,
2019-01-31,143.63,,
2019-02-01,144.71,,
2019-02-04,147.93,,
2019-02-05,148.69,,
2019-02-06,148.9,,
2019-02-07,148.15,,
2019-02-08,148.61,,
2019-02-11,148.48,,
2019-02-12,150.36,,
2019-02-13,151.48,,
2019-02-14,150.52,,
2019-02-15,153.32,,
2019-02-19,153.28,,
2019-02-20,154.58,,
2019-02-21,152.61,,
2019-02-22,153.2,,
2019-02-25,154.06,,
2019-02-26,153.92,,
2019-02-27,154.6,,
2019-02-28,154.07,,
2019-03-01,155.72,,
2019-03-04,154.5,,
2019-03-05,154.15,,
2019-03-06,153.74,,
2019-03-07,152.48,,
2019-03-08,151.59,,
2019-03-11,153.19,,
2019-03-12,153.5,,
2019-03-13,155.04,,
2019-03-14,155.25,,
2019-03-15,155.35,,
2019-03-18,156.93,,
2019-03-19,157.24,,
2019-03-20,156.29,,
2019-03-21,158.45,,
2019-03-22,155.83,,
2019-03-25,155.93,,
2019-03-26,157.48,,
2019-03-27,157.11,,
2019-03-28,158.54,,
2019-03-29,158.92,,
2019-04-01,161.47,,
2019-04-02,161.04,,
2019-04-03,160.29,,
2019-04-04,161.07,,
2019-04-05,161.7,,
2019-04-08,162.06,,
2019-04-09,160.85,,
2019-04-10,159.97,,
2019-04-11,160.9,,
2019-04-12,162.47,,
2019-04-15,162.0,,
2019-04-16,162.86,,
2019-04-17,162.89,,
2019-04-18,169.06,,
2019-04-22,168.24,,
2019-04-23,171.81,,
2019-04-24,171.29,,
2019-04-25,170.42,,
2019-04-26,172.25,,
2019-04-29,172.55,,
2019-04-30,173.63,,
2019-05-01,170.94,,
2019-05-02,171.38,,
2019-05-03,173.54,,
2019-05-06,172.61,,
2019-05-07,169.85,,
2019-05-08,170.36,,
2019-05-09,170.39,,
2019-05-10,171.63,,
2019-05-13,166.82,,
2019-05-14,168.16,,
2019-05-15,169.38,,
2019-05-16,170.79,,
2019-05-17,169.95,,
2019-05-20,168.62,,
2019-05-21,169.6,,
2019-05-22,169.31,,
2019-05-23,166.44,,
2019-05-24,166.68,,
2019-05-28,165.26,,
2019-05-29,164.37,,
2019-05-30,165.45,,
2019-05-31,164.31,,
2019-06-03,166.47,,
2019-06-04,168.15,,
2019-06-05,169.41,,
2019-06-06,170.26,,
2019-06-07,172.26,,
2019-06-10,171.28,,
2019-06-11,171.65,,
2019-06-12,172.9,,
2019-06-13,173.19,,
2019-06-14,172.81,,
2019-06-17,172.36,,
2019-06-18,175.75,,
2019-06-19,175.41,,
2019-06-20,176.29,,
2019-06-21,174.31,,
2019-06-24,174.61,,
2019-06-25,173.94,,
2019-06-26,173.59,,
2019-06-27,173.84,,
2019-06-28,174.59,,
2019-07-01,176.81,,
2019-07-02,176.62,,
2019-07-03,178.4,,
2019-07-05,176.59,,
2019-07-08,175.67,,
2019-07-09,175.52,,
2019-07-10,174.46,,
2019-07-11,174.54,,
2019-07-12,177.14,,
2019-07-15,175.01,,
2019-07-16,174.78,,
2019-07-17,168.62,,
2019-07-18,173.88,,
2019-07-19,172.99,,
2019-07-22,173.58,,
2019-07-23,174.86,,
2019-07-24,173.96,,
2019-07-25,173.77,,
2019-07-26,173.61,,
2019-07-29,174.53,,
2019-07-30,173.91,,
2019-07-31,172.46,,
2019-08-01,169.55,,
2019-08-02,168.01,,
2019-08-05,162.01,,
2019-08-06,164.52,,
2019-08-07,163.39,,
2019-08-08,167.01,,
2019-08-09,166.67,,
2019-08-12,164.96,,
2019-08-13,167.98,,
2019-08-14,164.04,,
2019-08-15,162.27,,
2019-08-16,165.03,,
2019-08-19,165.86,,
2019-08-20,163.47,,
2019-08-21,163.79,,
2019-08-22,162.9,,
2019-08-23,156.49,,
2019-08-26,156.91,,
2019-08-27,157.48,,
2019-08-28,159.55,,
2019-08-29,163.6,,
2019-08-30,164.62,,
2019-09-03,163.53,,
2019-09-04,167.14,,
2019-09-05,170.37,,
2019-09-06,171.16,,
2019-09-09,169.66,,
2019-09-10,169.61,,
2019-09-11,171.28,,
2019-09-12,168.63,,
2019-09-13,167.71,,
2019-09-16,166.21,,
2019-09-17,166.46,,
2019-09-18,167.97,,
2019-09-19,166.77,,
2019-09-20,168.31,,
2019-09-23,167.14,,
2019-09-24,165.76,,
2019-09-25,166.93,,
2019-09-26,167.03,,
2019-09-27,168.04,,
2019-09-30,169.2,,
2019-10-01,164.19,,
2019-10-02,161.08,,
2019-10-03,161.52,,
2019-10-04,163.63,,
2019-10-07,163.18,,
2019-10-08,158.62,,
2019-10-09,159.84,,
2019-10-10,160.97,,
2019-10-11,163.53,,
2019-10-14,162.98,,
2019-10-15,163.64,,
2019-10-16,163.63,,
2019-10-17,167.52,,
2019-10-18,165.57,,
2019-10-21,168.94,,
2019-10-22,168.94,,
2019-10-23,169.85,,
2019-10-24,171.46,,
2019-10-25,171.63,,
2019-10-28,172.68,,
2019-10-29,173.16,,
2019-10-30,174.6,,
2019-10-31,172.73,,
2019-11-01,176.12,,
2019-11-04,180.0,,
2019-11-05,180.68,,
2019-11-06,180.81,,
2019-11-07,179.66,,
2019-11-08,181.21,,
2019-11-11,180.83,,
2019-11-12,182.01,,
2019-11-13,181.95,,
2019-11-14,179.65,,
2019-11-15,181.75,,
2019-11-18,179.8,,
2019-11-19,180.12,,
2019-11-20,177.22,,
2019-11-21,176.53,,
2019-11-22,176.79,,
2019-11-25,176.51,,
2019-11-26,178.52,,
2019-11-27,179.42,,
2019-11-29,178.55,,
2019-12-02,174.32,,
2019-12-03,172.55,,
2019-12-04,173.21,,
2019-12-05,174.01,,
2019-12-06,175.46,,
2019-12-09,174.49,,
2019-12-10,174.04,,
2019-12-11,176.01,,
2019-12-12,177.39,,
2019-12-13,176.98,,
2019-12-16,176.4,,
2019-12-17,176.7,,
2019-12-18,174.64,,
2019-12-19,176.5,,
2019-12-20,176.41,,
2019-12-23,176.43,,
2019-12-24,176.31,,
2019-12-26,176.88,,
2019-12-27,176.48,,
2019-12-30,176.42,,
2019-12-31,177.0,195.6753711790393,-0.09544058133893452
2020-01-02,180.79,193.7453711790393,-0.06686802941509917
2020-01-03,178.86,192.3953711790393,-0.0703518546007198
2020-01-06,177.51,192.4953711790393,-0.07784795596514094
2020-01-07,177.61,192.6453711790393,-0.07804688525355652
2020-01-08,177.76,193.9553711790393,-0.08350050364982897
2020-01-09,179.07,193.5653711790393,-0.07488617974767675
2020-01-10,178.68,196.1553711790393,-0.08908943494128829
2020-01-13,181.27,195.3353711790393,-0.0720062684711994
2020-01-14,180.45,195.6153711790393,-0.07752648009015117
2020-01-15,180.73,197.1453711790393,-0.08326531371680823
2020-01-16,182.26,198.1153711790393,-0.08003099953668213
2020-01-17,183.23,195.8153711790393,-0.06427162026791122
2020-01-21,180.93,194.9353711790393,-0.07184622828750764
2020-01-22,180.05,194.4653711790393,-0.07412821671868464
2020-01-23,179.58,192.0153711790393,-0.06476237346355096
2020-01-24,177.13,188.4253711790393,-0.05994612672571886
2020-01-27,173.54,190.3453711790393,-0.08828883557789347
2020-01-28,175.46,190.5553711790393,-0.07921776796759084
2020-01-29,175.67,193.2253711790393,-0.090854379380505
2020-01-30,178.34,188.1053711790393,-0.05191436649485459
2020-01-31,173.22,186.2053711790393,-0.0697368238994227
2020-02-03,171.32,190.0953711790393,-0.09876816601365801
2020-02-04,175.21,191.7853711790393,-0.08642667100800672
2020-02-05,176.9,191.2353711790393,-0.07496192305145355
2020-02-06,176.35,190.1653711790393,-0.07264924782773541
2020-02-07,175.28,191.8353711790393,-0.08629988868730687
2020-02-10,176.95,194.0353711790393,-0.08805286930533085
2020-02-11,179.15,196.0653711790393,-0.0862741394735781
2020-02-12,181.18,195.00537117903932,-0.07089738654606537
2020-02-13,180.12,195.6953711790393,-0.07958988035945724
2020-02-14,180.81,194.3053711790393,-0.06945444223775066
2020-02-18,179.42,195.7453711790393,-0.08340105863401104
2020-02-19,180.86,195.5853711790393,-0.07528871454071917
2020-02-20,180.7,194.7653711790393,-0.0722170018925471
2020-02-21,179.88,190.1553711790393,-0.05403671279610922
2020-02-24,175.27,182.6853711790393,-0.04059094130625218
2020-02-25,167.8,182.0653711790393,-0.07835301730723421
2020-02-26,167.18,174.43537117903932,-0.04159346312619383
2020-02-27,159.55,177.05537117903927,-0.09886947265405321
