date,ESS,dcf,Deviation
1998-09-04,28.44,,
1998-09-08,28.94,,
1998-09-09,28.31,,
1998-09-10,27.38,,
1998-09-11,27.81,,
1998-09-14,27.25,,
1998-09-15,27.44,,
1998-09-16,28.31,,
1998-09-17,28.19,,
1998-09-18,29.19,,
1998-09-21,29.75,,
1998-09-22,31.44,,
1998-09-23,32.0,,
1998-09-24,31.56,,
1998-09-25,31.94,,
1998-09-28,31.25,,
1998-09-29,31.0,,
1998-09-30,31.0,,
1998-10-01,30.81,,
1998-10-02,30.81,,
1998-10-05,30.31,,
1998-10-06,30.56,,
1998-10-07,30.5,,
1998-10-08,29.75,,
1998-10-09,30.5,,
1998-10-12,30.5,,
1998-10-13,30.13,,
1998-10-14,29.81,,
1998-10-15,30.0,,
1998-10-16,30.06,,
1998-10-19,29.81,,
1998-10-20,30.19,,
1998-10-21,30.0,,
1998-10-22,30.44,,
1998-10-23,30.56,,
1998-10-26,31.5,,
1998-10-27,31.19,,
1998-10-28,30.63,,
1998-10-29,31.06,,
1998-10-30,31.38,,
1998-11-02,31.56,,
1998-11-03,31.25,,
1998-11-04,31.38,,
1998-11-05,31.38,,
1998-11-06,31.56,,
1998-11-09,31.13,,
1998-11-10,30.94,,
1998-11-11,30.69,,
1998-11-12,30.19,,
1998-11-13,30.81,,
1998-11-16,31.13,,
1998-11-17,30.94,,
1998-11-18,31.0,,
1998-11-19,30.81,,
1998-11-20,30.63,,
1998-11-23,30.69,,
1998-11-24,30.94,,
1998-11-25,30.75,,
1998-11-27,30.69,,
1998-11-30,30.94,,
1998-12-01,31.0,,
1998-12-02,31.13,,
1998-12-03,31.56,,
1998-12-04,31.19,,
1998-12-07,31.06,,
1998-12-08,30.63,,
1998-12-09,30.56,,
1998-12-10,30.31,,
1998-12-11,30.38,,
1998-12-14,29.88,,
1998-12-15,29.94,,
1998-12-16,30.06,,
1998-12-17,30.0,,
1998-12-18,29.75,,
1998-12-21,29.5,,
1998-12-22,29.31,,
1998-12-23,29.38,,
1998-12-24,29.0,,
1998-12-28,29.13,,
1998-12-29,29.06,,
1998-12-30,29.31,,
1998-12-31,29.75,,
1999-01-04,30.31,,
1999-01-05,30.25,,
1999-01-06,30.25,,
1999-01-07,29.88,,
1999-01-08,29.25,,
1999-01-11,29.38,,
1999-01-12,29.56,,
1999-01-13,29.56,,
1999-01-14,29.38,,
1999-01-15,29.44,,
1999-01-19,29.19,,
1999-01-20,29.06,,
1999-01-21,28.94,,
1999-01-22,28.69,,
1999-01-25,28.94,,
1999-01-26,28.88,,
1999-01-27,29.13,,
1999-01-28,29.25,,
1999-01-29,28.63,,
1999-02-01,28.56,,
1999-02-02,28.69,,
1999-02-03,28.44,,
1999-02-04,28.56,,
1999-02-05,28.63,,
1999-02-08,28.0,,
1999-02-09,28.25,,
1999-02-10,28.0,,
1999-02-11,28.5,,
1999-02-12,28.5,,
1999-02-16,28.94,,
1999-02-17,28.38,,
1999-02-18,28.38,,
1999-02-19,28.5,,
1999-02-22,28.81,,
1999-02-23,28.44,,
1999-02-24,28.19,,
1999-02-25,28.25,,
1999-02-26,28.25,,
1999-03-01,27.81,,
1999-03-02,27.81,,
1999-03-03,27.63,,
1999-03-04,27.69,,
1999-03-05,28.0,,
1999-03-08,27.94,,
1999-03-09,27.69,,
1999-03-10,27.63,,
1999-03-11,27.63,,
1999-03-12,27.69,,
1999-03-15,27.88,,
1999-03-16,27.13,,
1999-03-17,27.25,,
1999-03-18,27.19,,
1999-03-19,27.06,,
1999-03-22,26.63,,
1999-03-23,26.63,,
1999-03-24,27.0,,
1999-03-25,27.0,,
1999-03-26,27.0,,
1999-03-29,26.31,,
1999-03-30,26.13,,
1999-03-31,26.13,,
1999-04-01,26.69,,
1999-04-05,27.0,,
1999-04-06,27.44,,
1999-04-07,27.44,,
1999-04-08,27.44,,
1999-04-09,27.0,,
1999-04-12,27.69,,
1999-04-13,27.81,,
1999-04-14,28.94,,
1999-04-15,29.19,,
1999-04-16,29.75,,
1999-04-19,29.81,,
1999-04-20,29.94,,
1999-04-21,30.63,,
1999-04-22,30.38,,
1999-04-23,30.69,,
1999-04-26,30.19,,
1999-04-27,30.38,,
1999-04-28,30.69,,
1999-04-29,31.81,,
1999-04-30,31.56,,
1999-05-03,31.75,,
1999-05-04,32.0,,
1999-05-05,31.94,,
1999-05-06,32.06,,
1999-05-07,32.94,,
1999-05-10,33.44,,
1999-05-11,33.5,,
1999-05-12,33.56,,
1999-05-13,33.0,,
1999-05-14,32.69,,
1999-05-17,32.19,,
1999-05-18,32.19,,
1999-05-19,31.88,,
1999-05-20,32.06,,
1999-05-21,31.88,,
1999-05-24,32.13,,
1999-05-25,31.94,,
1999-05-26,31.94,,
1999-05-27,32.0,,
1999-05-28,32.13,,
1999-06-01,32.0,,
1999-06-02,32.0,,
1999-06-03,31.81,,
1999-06-04,32.19,,
1999-06-07,32.0,,
1999-06-08,32.25,,
1999-06-09,32.31,,
1999-06-10,32.31,,
1999-06-11,32.63,,
1999-06-14,32.25,,
1999-06-15,32.5,,
1999-06-16,33.19,,
1999-06-17,33.88,,
1999-06-18,34.0,,
1999-06-21,33.69,,
1999-06-22,33.06,,
1999-06-23,33.38,,
1999-06-24,33.13,,
1999-06-25,33.5,,
1999-06-28,34.0,,
1999-06-29,34.69,,
1999-06-30,35.38,,
1999-07-01,34.19,,
1999-07-02,34.81,,
1999-07-06,34.81,,
1999-07-07,34.69,,
1999-07-08,34.5,,
1999-07-09,34.25,,
1999-07-12,34.5,,
1999-07-13,34.88,,
1999-07-14,34.38,,
1999-07-15,34.44,,
1999-07-16,34.44,,
1999-07-19,34.75,,
1999-07-20,34.5,,
1999-07-21,34.44,,
1999-07-22,34.5,,
1999-07-23,34.31,,
1999-07-26,34.0,,
1999-07-27,34.38,,
1999-07-28,34.25,,
1999-07-29,33.75,,
1999-07-30,33.75,,
1999-08-02,33.81,,
1999-08-03,33.88,,
1999-08-04,33.19,,
1999-08-05,33.31,,
1999-08-06,33.0,,
1999-08-09,33.0,,
1999-08-10,32.88,,
1999-08-11,32.63,,
1999-08-12,33.0,,
1999-08-13,33.13,,
1999-08-16,33.13,,
1999-08-17,33.88,,
1999-08-18,33.81,,
1999-08-19,33.81,,
1999-08-20,33.75,,
1999-08-23,34.13,,
1999-08-24,34.44,,
1999-08-25,34.5,,
1999-08-26,34.63,,
1999-08-27,34.44,,
1999-08-30,34.75,,
1999-08-31,34.63,,
1999-09-01,34.25,,
1999-09-02,34.38,,
1999-09-03,34.69,,
1999-09-07,35.0,,
1999-09-08,35.0,,
1999-09-09,34.63,,
1999-09-10,34.31,,
1999-09-13,34.19,,
1999-09-14,34.5,,
1999-09-15,34.13,,
1999-09-16,33.5,,
1999-09-17,34.25,,
1999-09-20,34.38,,
1999-09-21,34.38,,
1999-09-22,34.38,,
1999-09-23,34.5,,
1999-09-24,34.56,,
1999-09-27,35.0,,
1999-09-28,34.0,,
1999-09-29,34.0,,
1999-09-30,34.94,,
1999-10-01,34.5,,
1999-10-04,34.88,,
1999-10-05,34.75,,
1999-10-06,34.75,,
1999-10-07,34.44,,
1999-10-08,33.94,,
1999-10-11,33.94,,
1999-10-12,33.63,,
1999-10-13,33.31,,
1999-10-14,33.13,,
1999-10-15,32.81,,
1999-10-18,32.81,,
1999-10-19,32.94,,
1999-10-20,33.0,,
1999-10-21,32.88,,
1999-10-22,32.56,,
1999-10-25,32.69,,
1999-10-26,32.19,,
1999-10-27,32.56,,
1999-10-28,32.75,,
1999-10-29,32.56,,
1999-11-01,32.63,,
1999-11-02,33.19,,
1999-11-03,33.0,,
1999-11-04,33.19,,
1999-11-05,33.69,,
1999-11-08,33.5,,
1999-11-09,33.63,,
1999-11-10,33.69,,
1999-11-11,33.81,,
1999-11-12,33.94,,
1999-11-15,34.0,,
1999-11-16,33.5,,
1999-11-17,33.75,,
1999-11-18,33.56,,
1999-11-19,33.75,,
1999-11-22,33.63,,
1999-11-23,32.94,,
1999-11-24,33.0,,
1999-11-26,33.0,,
1999-11-29,32.5,,
1999-11-30,32.44,,
1999-12-01,32.81,,
1999-12-02,32.63,,
1999-12-03,32.94,,
1999-12-06,32.13,,
1999-12-07,31.63,,
1999-12-08,31.13,,
1999-12-09,31.69,,
1999-12-10,31.69,,
1999-12-13,31.25,,
1999-12-14,30.75,,
1999-12-15,30.25,,
1999-12-16,30.06,,
1999-12-17,31.56,,
1999-12-20,32.38,,
1999-12-21,32.06,,
1999-12-22,32.56,,
1999-12-23,32.81,,
1999-12-27,32.5,,
1999-12-28,33.38,,
1999-12-29,33.69,,
1999-12-30,33.63,,
1999-12-31,34.0,,
2000-01-03,33.31,,
2000-01-04,32.94,,
2000-01-05,32.81,,
2000-01-06,33.13,,
2000-01-07,34.25,,
2000-01-10,34.06,,
2000-01-11,33.69,,
2000-01-12,33.63,,
2000-01-13,34.0,,
2000-01-14,33.88,,
2000-01-18,33.75,,
2000-01-19,34.13,,
2000-01-20,34.31,,
2000-01-21,34.06,,
2000-01-24,34.0,,
2000-01-25,34.19,,
2000-01-26,34.13,,
2000-01-27,34.38,,
2000-01-28,33.94,,
2000-01-31,34.0,,
2000-02-01,34.63,,
2000-02-02,34.56,,
2000-02-03,34.88,,
2000-02-04,35.06,,
2000-02-07,34.81,,
2000-02-08,34.38,,
2000-02-09,34.31,,
2000-02-10,34.38,,
2000-02-11,34.31,,
2000-02-14,34.56,,
2000-02-15,34.44,,
2000-02-16,34.25,,
2000-02-17,34.38,,
2000-02-18,34.44,,
2000-02-22,34.94,,
2000-02-23,34.88,,
2000-02-24,34.69,,
2000-02-25,34.38,,
2000-02-28,34.56,,
2000-02-29,35.25,,
2000-03-01,35.63,,
2000-03-02,35.63,,
2000-03-03,35.94,,
2000-03-06,36.06,,
2000-03-07,36.0,,
2000-03-08,36.0,,
2000-03-09,36.06,,
2000-03-10,35.94,,
2000-03-13,35.94,,
2000-03-14,35.94,,
2000-03-15,35.69,,
2000-03-16,35.94,,
2000-03-17,36.0,,
2000-03-20,35.88,,
2000-03-21,35.94,,
2000-03-22,36.0,,
2000-03-23,35.88,,
2000-03-24,35.56,,
2000-03-27,35.81,,
2000-03-28,35.75,,
2000-03-29,35.94,,
2000-03-30,35.94,,
2000-03-31,36.0,,
2000-04-03,36.38,,
2000-04-04,36.56,,
2000-04-05,36.69,,
2000-04-06,37.31,,
2000-04-07,37.31,,
2000-04-10,37.19,,
2000-04-11,37.25,,
2000-04-12,37.63,,
2000-04-13,37.69,,
2000-04-14,37.81,,
2000-04-17,38.0,,
2000-04-18,37.88,,
2000-04-19,37.63,,
2000-04-20,37.81,,
2000-04-24,37.56,,
2000-04-25,38.06,,
2000-04-26,37.81,,
2000-04-27,38.63,,
2000-04-28,38.63,,
2000-05-01,38.88,,
2000-05-02,39.25,,
2000-05-03,39.38,,
2000-05-04,39.88,,
2000-05-05,40.25,,
2000-05-08,40.06,,
2000-05-09,40.38,,
2000-05-10,40.25,,
2000-05-11,40.19,,
2000-05-12,40.38,,
2000-05-15,40.88,,
2000-05-16,41.38,,
2000-05-17,41.13,,
2000-05-18,40.69,,
2000-05-19,40.69,,
2000-05-22,40.56,,
2000-05-23,40.44,,
2000-05-24,40.25,,
2000-05-25,39.75,,
2000-05-26,39.81,,
2000-05-30,40.0,,
2000-05-31,39.81,,
2000-06-01,39.94,,
2000-06-02,39.94,,
2000-06-05,39.94,,
2000-06-06,40.19,,
2000-06-07,40.25,,
2000-06-08,40.31,,
2000-06-09,40.44,,
2000-06-12,40.5,,
2000-06-13,41.06,,
2000-06-14,41.44,,
2000-06-15,41.75,,
2000-06-16,41.94,,
2000-06-19,42.94,,
2000-06-20,42.88,,
2000-06-21,42.44,,
2000-06-22,42.0,,
2000-06-23,42.88,,
2000-06-26,43.38,,
2000-06-27,44.0,,
2000-06-28,43.38,,
2000-06-29,43.44,,
2000-06-30,42.02,,
2000-07-03,42.31,,
2000-07-05,42.94,,
2000-07-06,42.69,,
2000-07-07,42.56,,
2000-07-10,42.63,,
2000-07-11,43.0,,
2000-07-12,43.38,,
2000-07-13,44.25,,
2000-07-14,44.06,,
2000-07-17,44.0,,
2000-07-18,43.94,,
2000-07-19,44.56,,
2000-07-20,45.5,,
2000-07-21,44.75,,
2000-07-24,45.06,,
2000-07-25,45.63,,
2000-07-26,46.38,,
2000-07-27,47.88,,
2000-07-28,49.0,,
2000-07-31,49.25,,
2000-08-01,49.81,,
2000-08-02,51.0,,
2000-08-03,51.44,,
2000-08-04,51.31,,
2000-08-07,51.0,,
2000-08-08,50.63,,
2000-08-09,51.75,,
2000-08-10,50.94,,
2000-08-11,50.63,,
2000-08-14,50.88,,
2000-08-15,50.5,,
2000-08-16,50.75,,
2000-08-17,50.88,,
2000-08-18,50.56,,
2000-08-21,49.81,,
2000-08-22,50.38,,
2000-08-23,49.69,,
2000-08-24,49.75,,
2000-08-25,49.94,,
2000-08-28,49.63,,
2000-08-29,49.5,,
2000-08-30,49.25,,
2000-08-31,49.19,,
2000-09-01,49.19,,
2000-09-05,48.94,,
2000-09-06,48.88,,
2000-09-07,49.13,,
2000-09-08,50.25,,
2000-09-11,51.0,,
2000-09-12,51.31,,
2000-09-13,51.88,,
2000-09-14,52.19,,
2000-09-15,52.94,,
2000-09-18,52.81,,
2000-09-19,53.75,,
2000-09-20,54.38,,
2000-09-21,53.94,,
2000-09-22,55.25,,
2000-09-25,54.31,,
2000-09-26,54.69,,
2000-09-27,55.0,,
2000-09-28,56.44,,
2000-09-29,55.38,,
2000-10-02,55.19,,
2000-10-03,55.25,,
2000-10-04,55.31,,
2000-10-05,54.63,,
2000-10-06,54.81,,
2000-10-09,55.13,,
2000-10-10,55.06,,
2000-10-11,54.75,,
2000-10-12,53.75,,
2000-10-13,53.88,,
2000-10-16,53.94,,
2000-10-17,54.0,,
2000-10-18,53.69,,
2000-10-19,54.06,,
2000-10-20,54.0,,
2000-10-23,54.25,,
2000-10-24,52.69,,
2000-10-25,52.38,,
2000-10-26,52.5,,
2000-10-27,52.69,,
2000-10-30,52.25,,
2000-10-31,52.0,,
2000-11-01,51.75,,
2000-11-02,51.75,,
2000-11-03,51.31,,
2000-11-06,51.06,,
2000-11-07,51.5,,
2000-11-08,51.31,,
2000-11-09,51.44,,
2000-11-10,51.25,,
2000-11-13,52.06,,
2000-11-14,52.38,,
2000-11-15,52.0,,
2000-11-16,50.81,,
2000-11-17,51.44,,
2000-11-20,51.69,,
2000-11-21,51.88,,
2000-11-22,51.88,,
2000-11-24,52.44,,
2000-11-27,52.0,,
2000-11-28,52.19,,
2000-11-29,52.44,,
2000-11-30,52.56,,
2000-12-01,52.94,,
2000-12-04,53.06,,
2000-12-05,54.44,,
2000-12-06,53.75,,
2000-12-07,53.5,,
2000-12-08,54.69,,
2000-12-11,54.94,,
2000-12-12,55.31,,
2000-12-13,55.0,,
2000-12-14,54.75,,
2000-12-15,55.81,,
2000-12-18,57.75,,
2000-12-19,57.38,,
2000-12-20,57.13,,
2000-12-21,56.38,,
2000-12-22,55.5,,
2000-12-26,55.44,,
2000-12-27,55.5,,
2000-12-28,56.56,,
2000-12-29,54.75,,
2001-01-02,54.31,,
2001-01-03,55.94,,
2001-01-04,55.06,,
2001-01-05,51.81,,
2001-01-08,52.06,,
2001-01-09,52.0,,
2001-01-10,52.5,,
2001-01-11,52.0,,
2001-01-12,52.19,,
2001-01-16,52.0,,
2001-01-17,51.69,,
2001-01-18,51.69,,
2001-01-19,51.38,,
2001-01-22,50.94,,
2001-01-23,51.69,,
2001-01-24,51.19,,
2001-01-25,51.44,,
2001-01-26,50.75,,
2001-01-29,51.3,,
2001-01-30,51.59,,
2001-01-31,51.75,,
2001-02-01,52.19,,
2001-02-02,52.82,,
2001-02-05,52.96,,
2001-02-06,52.9,,
2001-02-07,51.45,,
2001-02-08,50.5,,
2001-02-09,49.99,,
2001-02-12,50.1,,
2001-02-13,49.8,,
2001-02-14,50.1,,
2001-02-15,49.95,,
2001-02-16,50.0,,
2001-02-20,50.05,,
2001-02-21,49.9,,
2001-02-22,49.16,,
2001-02-23,49.9,,
2001-02-26,50.05,,
2001-02-27,49.9,,
2001-02-28,50.15,,
2001-03-01,50.85,,
2001-03-02,51.58,,
2001-03-05,51.21,,
2001-03-06,51.68,,
2001-03-07,51.57,,
2001-03-08,51.44,,
2001-03-09,51.47,,
2001-03-12,51.0,,
2001-03-13,51.16,,
2001-03-14,50.9,,
2001-03-15,51.0,,
2001-03-16,50.65,,
2001-03-19,51.04,,
2001-03-20,50.9,,
2001-03-21,49.6,,
2001-03-22,49.4,,
2001-03-23,49.85,,
2001-03-26,49.6,,
2001-03-27,48.55,,
2001-03-28,47.44,,
2001-03-29,47.85,,
2001-03-30,48.05,,
2001-04-02,47.8,,
2001-04-03,46.34,,
2001-04-04,45.45,,
2001-04-05,45.65,,
2001-04-06,44.6,,
2001-04-09,44.6,,
2001-04-10,44.17,,
2001-04-11,43.34,,
2001-04-12,43.35,,
2001-04-16,43.2,,
2001-04-17,44.13,,
2001-04-18,44.71,,
2001-04-19,45.46,,
2001-04-20,44.75,,
2001-04-23,44.75,,
2001-04-24,45.64,,
2001-04-25,48.37,,
2001-04-26,48.02,,
2001-04-27,48.18,,
2001-04-30,47.0,,
2001-05-01,46.8,,
2001-05-02,46.7,,
2001-05-03,46.8,,
2001-05-04,47.0,,
2001-05-07,46.75,,
2001-05-08,46.83,,
2001-05-09,46.77,,
2001-05-10,46.6,,
2001-05-11,46.6,,
2001-05-14,46.92,,
2001-05-15,46.99,,
2001-05-16,47.1,,
2001-05-17,47.26,,
2001-05-18,47.0,,
2001-05-21,46.9,,
2001-05-22,46.92,,
2001-05-23,46.95,,
2001-05-24,47.35,,
2001-05-25,46.9,,
2001-05-29,47.55,,
2001-05-30,47.01,,
2001-05-31,47.0,,
2001-06-01,47.11,,
2001-06-04,47.69,,
2001-06-05,47.87,,
2001-06-06,47.97,,
2001-06-07,48.05,,
2001-06-08,48.02,,
2001-06-11,48.77,,
2001-06-12,49.66,,
2001-06-13,49.44,,
2001-06-14,49.32,,
2001-06-15,49.66,,
2001-06-18,50.35,,
2001-06-19,49.85,,
2001-06-20,50.05,,
2001-06-21,50.3,,
2001-06-22,50.6,,
2001-06-25,50.36,,
2001-06-26,50.91,,
2001-06-27,50.14,,
2001-06-28,50.38,,
2001-06-29,49.55,,
2001-07-02,50.02,,
2001-07-03,49.75,,
2001-07-05,49.4,,
2001-07-06,49.3,,
2001-07-09,49.07,,
2001-07-10,49.22,,
2001-07-11,49.11,,
2001-07-12,49.3,,
2001-07-13,49.45,,
2001-07-16,49.64,,
2001-07-17,49.81,,
2001-07-18,49.91,,
2001-07-19,50.17,,
2001-07-20,50.78,,
2001-07-23,50.55,,
2001-07-24,50.65,,
2001-07-25,50.5,,
2001-07-26,50.4,,
2001-07-27,50.72,,
2001-07-30,50.73,,
2001-07-31,50.9,,
2001-08-01,51.15,,
2001-08-02,51.7,,
2001-08-03,51.36,,
2001-08-06,51.95,,
2001-08-07,52.04,,
2001-08-08,52.35,,
2001-08-09,52.79,,
2001-08-10,52.85,,
2001-08-13,52.65,,
2001-08-14,52.92,,
2001-08-15,53.37,,
2001-08-16,53.74,,
2001-08-17,53.9,,
2001-08-20,54.02,,
2001-08-21,54.12,,
2001-08-22,54.62,,
2001-08-23,54.45,,
2001-08-24,53.95,,
2001-08-27,53.43,,
2001-08-28,53.28,,
2001-08-29,52.9,,
2001-08-30,52.81,,
2001-08-31,52.1,,
2001-09-04,51.9,,
2001-09-05,51.86,,
2001-09-06,51.31,,
2001-09-07,50.99,,
2001-09-10,50.88,,
2001-09-17,49.44,,
2001-09-18,49.8,,
2001-09-19,49.5,,
2001-09-20,48.54,,
2001-09-21,48.09,,
2001-09-24,47.97,,
2001-09-25,47.81,,
2001-09-26,47.65,,
2001-09-27,48.03,,
2001-09-28,49.1,,
2001-10-01,49.05,,
2001-10-02,48.49,,
2001-10-03,46.51,,
2001-10-04,47.25,,
2001-10-05,47.5,,
2001-10-08,47.85,,
2001-10-09,47.8,,
2001-10-10,48.65,,
2001-10-11,49.65,,
2001-10-12,49.35,,
2001-10-15,50.5,,
2001-10-16,50.68,,
2001-10-17,50.28,,
2001-10-18,50.4,,
2001-10-19,50.12,,
2001-10-22,49.51,,
2001-10-23,49.48,,
2001-10-24,49.0,,
2001-10-25,48.44,,
2001-10-26,47.32,,
2001-10-29,47.5,,
2001-10-30,46.6,,
2001-10-31,46.85,,
2001-11-01,47.06,,
2001-11-02,46.93,,
2001-11-05,46.6,,
2001-11-06,47.05,,
2001-11-07,46.32,,
2001-11-08,46.16,,
2001-11-09,45.74,,
2001-11-12,46.2,,
2001-11-13,46.74,,
2001-11-14,46.77,,
2001-11-15,47.26,,
2001-11-16,47.75,,
2001-11-19,47.75,,
2001-11-20,47.52,,
2001-11-21,48.5,,
2001-11-23,48.48,,
2001-11-26,48.28,,
2001-11-27,47.98,,
2001-11-28,47.71,,
2001-11-29,47.83,,
2001-11-30,47.68,,
2001-12-03,47.97,,
2001-12-04,48.5,,
2001-12-05,48.76,,
2001-12-06,49.22,,
2001-12-07,49.29,,
2001-12-10,48.6,,
2001-12-11,49.12,,
2001-12-12,49.3,,
2001-12-13,48.95,,
2001-12-14,48.95,,
2001-12-17,49.68,,
2001-12-18,49.69,,
2001-12-19,49.6,,
2001-12-20,49.36,,
2001-12-21,49.3,,
2001-12-24,49.6,,
2001-12-26,50.01,,
2001-12-27,49.64,,
2001-12-28,49.75,,
2001-12-31,49.41,,
2002-01-02,49.3,,
2002-01-03,49.7,,
2002-01-04,49.47,,
2002-01-07,49.15,,
2002-01-08,49.3,,
2002-01-09,49.33,,
2002-01-10,49.41,,
2002-01-11,49.15,,
2002-01-14,49.5,,
2002-01-15,48.93,,
2002-01-16,48.4,,
2002-01-17,48.12,,
2002-01-18,47.31,,
2002-01-22,47.35,,
2002-01-23,47.45,,
2002-01-24,47.55,,
2002-01-25,46.95,,
2002-01-28,46.65,,
2002-01-29,46.44,,
2002-01-30,46.43,,
2002-01-31,46.34,,
2002-02-01,46.53,,
2002-02-04,46.51,,
2002-02-05,46.2,,
2002-02-06,46.3,,
2002-02-07,46.4,,
2002-02-08,46.54,,
2002-02-11,46.75,,
2002-02-12,46.77,,
2002-02-13,47.05,,
2002-02-14,47.12,,
2002-02-15,47.3,,
2002-02-19,47.17,,
2002-02-20,47.45,,
2002-02-21,47.18,,
2002-02-22,47.59,,
2002-02-25,47.13,,
2002-02-26,47.37,,
2002-02-27,47.37,,
2002-02-28,47.4,,
2002-03-01,47.8,,
2002-03-04,48.68,,
2002-03-05,50.0,,
2002-03-06,49.83,,
2002-03-07,49.88,,
2002-03-08,49.86,,
2002-03-11,49.95,,
2002-03-12,50.3,,
2002-03-13,50.35,,
2002-03-14,51.1,,
2002-03-15,51.14,,
2002-03-18,52.24,,
2002-03-19,52.35,,
2002-03-20,52.6,,
2002-03-21,53.26,,
2002-03-22,53.97,,
2002-03-25,53.65,,
2002-03-26,52.43,,
2002-03-27,53.4,,
2002-03-28,52.18,,
2002-04-01,52.32,,
2002-04-02,52.32,,
2002-04-03,52.6,,
2002-04-04,52.37,,
2002-04-05,52.85,,
2002-04-08,53.24,,
2002-04-09,53.1,,
2002-04-10,54.02,,
2002-04-11,53.41,,
2002-04-12,55.15,,
2002-04-15,54.25,,
2002-04-16,53.5,,
2002-04-17,53.35,,
2002-04-18,53.3,,
2002-04-19,53.0,,
2002-04-22,51.83,,
2002-04-23,51.2,,
2002-04-24,51.65,,
2002-04-25,52.51,,
2002-04-26,52.15,,
2002-04-29,51.94,,
2002-04-30,52.0,,
2002-05-01,52.39,,
2002-05-02,52.75,,
2002-05-03,52.66,,
2002-05-06,52.44,,
2002-05-07,52.2,,
2002-05-08,51.93,,
2002-05-09,51.6,,
2002-05-10,50.73,,
2002-05-13,50.8,,
2002-05-14,50.88,,
2002-05-15,51.25,,
2002-05-16,50.33,,
2002-05-17,50.45,,
2002-05-20,50.2,,
2002-05-21,50.3,,
2002-05-22,50.48,,
2002-05-23,51.8,,
2002-05-24,52.0,,
2002-05-28,52.28,,
2002-05-29,52.35,,
2002-05-30,52.0,,
2002-05-31,52.15,,
2002-06-03,51.95,,
2002-06-04,52.66,,
2002-06-05,52.81,,
2002-06-06,53.4,,
2002-06-07,54.02,,
2002-06-10,53.84,,
2002-06-11,53.35,,
2002-06-12,53.51,,
2002-06-13,53.85,,
2002-06-14,53.83,,
2002-06-17,54.8,,
2002-06-18,54.78,,
2002-06-19,54.81,,
2002-06-20,55.1,,
2002-06-21,55.75,,
2002-06-24,54.84,,
2002-06-25,55.35,,
2002-06-26,54.62,,
2002-06-27,55.05,,
2002-06-28,54.7,,
2002-07-01,54.65,,
2002-07-02,54.03,,
2002-07-03,53.2,,
2002-07-05,53.4,,
2002-07-08,52.2,,
2002-07-09,52.0,,
2002-07-10,51.25,,
2002-07-11,50.24,,
2002-07-12,49.2,,
2002-07-15,49.23,,
2002-07-16,49.77,,
2002-07-17,49.33,,
2002-07-18,48.02,,
2002-07-19,47.5,,
2002-07-22,46.98,,
2002-07-23,45.23,,
2002-07-24,45.33,,
2002-07-25,46.74,,
2002-07-26,49.01,,
2002-07-29,51.38,,
2002-07-30,52.0,,
2002-07-31,51.0,,
2002-08-01,51.0,,
2002-08-02,49.99,,
2002-08-05,49.75,,
2002-08-06,49.98,,
2002-08-07,50.7,,
2002-08-08,50.98,,
2002-08-09,50.36,,
2002-08-12,50.65,,
2002-08-13,49.77,,
2002-08-14,50.6,,
2002-08-15,50.05,,
2002-08-16,51.37,,
2002-08-19,51.3,,
2002-08-20,51.0,,
2002-08-21,51.71,,
2002-08-22,51.62,,
2002-08-23,51.6,,
2002-08-26,52.85,,
2002-08-27,52.65,,
2002-08-28,53.07,,
2002-08-29,53.18,,
2002-08-30,52.8,,
2002-09-03,51.85,,
2002-09-04,52.6,,
2002-09-05,52.38,,
2002-09-06,52.58,,
2002-09-09,52.73,,
2002-09-10,52.04,,
2002-09-11,52.0,,
2002-09-12,51.7,,
2002-09-13,51.79,,
2002-09-16,51.44,,
2002-09-17,51.42,,
2002-09-18,51.16,,
2002-09-19,50.46,,
2002-09-20,50.6,,
2002-09-23,50.72,,
2002-09-24,50.34,,
2002-09-25,49.9,,
2002-09-26,50.31,,
2002-09-27,49.95,,
2002-09-30,49.44,,
2002-10-01,49.41,,
2002-10-02,49.0,,
2002-10-03,48.69,,
2002-10-04,48.46,,
2002-10-07,47.4,,
2002-10-08,46.85,,
2002-10-09,45.25,,
2002-10-10,46.58,,
2002-10-11,46.8,,
2002-10-14,46.57,,
2002-10-15,46.88,,
2002-10-16,46.2,,
2002-10-17,47.0,,
2002-10-18,46.55,,
2002-10-21,46.72,,
2002-10-22,46.0,,
2002-10-23,45.85,,
2002-10-24,46.19,,
2002-10-25,46.85,,
2002-10-28,46.75,,
2002-10-29,47.3,,
2002-10-30,47.95,,
2002-10-31,47.46,,
2002-11-01,48.17,,
2002-11-04,48.92,,
2002-11-05,48.75,,
2002-11-06,49.34,,
2002-11-07,49.19,,
2002-11-08,48.96,,
2002-11-11,48.35,,
2002-11-12,48.85,,
2002-11-13,48.6,,
2002-11-14,50.0,,
2002-11-15,49.98,,
2002-11-18,49.32,,
2002-11-19,49.6,,
2002-11-20,49.72,,
2002-11-21,50.69,,
2002-11-22,50.8,,
2002-11-25,50.9,,
2002-11-26,50.9,,
2002-11-27,51.35,,
2002-11-29,51.0,,
2002-12-02,51.6,,
2002-12-03,51.73,,
2002-12-04,50.5,,
2002-12-05,50.44,,
2002-12-06,50.5,,
2002-12-09,50.9,,
2002-12-10,50.95,,
2002-12-11,50.8,,
2002-12-12,50.7,,
2002-12-13,50.45,,
