date,FFIV,dcf,Deviation
2004-09-09,12.85,14.506587301587302,-0.11419552146534417
2004-09-10,13.83,15.226587301587301,-0.09172030960881916
2004-09-13,14.55,15.526587301587302,-0.06289774324635156
2004-09-14,14.85,15.1665873015873,-0.020873997247499942
2004-09-15,14.49,15.5765873015873,-0.0697577255241637
2004-09-16,14.9,15.706587301587302,-0.05135344082707183
2004-09-17,15.03,15.926587301587302,-0.05629500436028412
2004-09-20,15.25,15.806587301587301,-0.03521236374226133
2004-09-21,15.13,15.726587301587301,-0.03793494991294688
2004-09-22,15.05,16.1965873015873,-0.07079190697628823
2004-09-23,15.52,15.596587301587302,-0.00491051664741482
2004-09-24,14.92,15.306587301587301,-0.02525626999476316
2004-09-27,14.63,14.9965873015873,-0.024444714935143885
2004-09-28,14.32,15.606587301587302,-0.08243873415275393
2004-09-29,14.93,15.906587301587301,-0.06139514925931655
2004-09-30,15.23,16.56955600373258,-0.08084441148759935
2004-10-01,15.82,17.13955600373258,-0.0769889257017633
2004-10-04,16.39,17.199556003732578,-0.04706842453124316
2004-10-05,16.45,17.079556003732577,-0.0368602089887462
2004-10-06,16.33,16.47955600373258,-0.009075244727388743
2004-10-07,15.73,16.25955600373258,-0.03256890923780542
2004-10-08,15.51,16.58955600373258,-0.0650744361988762
2004-10-11,15.84,16.65955600373258,-0.04919434848977711
2004-10-12,15.91,16.79955600373258,-0.052951161538729696
2004-10-13,16.05,16.899556003732577,-0.05027090673535661
2004-10-14,16.15,16.42955600373258,-0.01701543265497063
2004-10-15,15.68,16.649556003732577,-0.058233144686574145
2004-10-18,15.9,16.97955600373258,-0.06357975458812126
2004-10-19,16.23,17.219556003732578,-0.05746698715797771
2004-10-20,16.47,18.00955600373258,-0.08548550577335168
2004-10-21,17.26,17.309556003732578,-0.0028629274905659363
2004-10-22,16.56,17.22955600373258,-0.03886089714601637
2004-10-25,16.48,17.16955600373258,-0.040161551270322504
2004-10-26,16.42,20.77955600373258,-0.2098002480394423
2004-10-27,20.03,20.79955600373258,-0.036998674567595424
2004-10-28,20.05,20.72955600373258,-0.0327819854709005
2004-10-29,19.98,20.67955600373258,-0.03382838604495719
2004-11-01,19.93,21.67955600373258,-0.08070073037618286
2004-11-02,20.93,21.35955600373258,-0.020110717828475178
2004-11-03,20.61,21.809556003732578,-0.055001394963165695
2004-11-04,21.06,21.989556003732577,-0.04227261357959178
2004-11-05,21.24,22.02955600373258,-0.035840758824136176
2004-11-08,21.28,21.789556003732578,-0.023385332112562995
2004-11-09,21.04,21.489556003732577,-0.020919743695704707
2004-11-10,20.74,21.739556003732577,-0.04597867608524109
2004-11-11,20.99,22.059556003732578,-0.048484928869447996
2004-11-12,21.31,22.629556003732578,-0.0583111751514227
2004-11-15,21.88,22.899556003732577,-0.04452295946551943
2004-11-16,22.15,21.83955600373258,0.014214757672471157
2004-11-17,21.09,21.95955600373258,-0.03959806853949033
2004-11-18,21.21,21.04955600373258,0.007622203349038292
2004-11-19,20.3,20.829556003732577,-0.025423297723565552
2004-11-22,20.08,20.77955600373258,-0.03366558956345944
2004-11-23,20.03,21.47955600373258,-0.06748538021366379
2004-11-24,20.73,21.629556003732578,-0.04158920338343253
2004-11-26,20.88,21.74955600373258,-0.039980402523313585
2004-11-29,21.0,22.27955600373258,-0.05743184484996966
2004-11-30,21.53,23.989556003732577,-0.10252611608776296
2004-12-01,23.24,24.22955600373258,-0.04084086409095322
2004-12-02,23.48,24.24955600373258,-0.03173484923246128
2004-12-03,23.5,24.15955600373258,-0.027300005166927765
2004-12-06,23.41,23.20955600373258,0.008636270174025906
2004-12-07,22.46,23.079556003732577,-0.026844364061092807
2004-12-08,22.33,23.00955600373258,-0.029533642614500977
2004-12-09,22.26,24.20955600373258,-0.0805283667090797
2004-12-10,23.46,24.449556003732578,-0.040473373159885084
2004-12-13,23.7,24.33955600373258,-0.02627640387665664
2004-12-14,23.59,25.149556003732577,-0.06201127381736349
2004-12-15,24.4,24.40955600373258,-0.0003914861757878807
2004-12-16,23.66,24.379556003732578,-0.0295147296210978
2004-12-17,23.63,24.15955600373258,-0.02191911157848947
2004-12-20,23.41,24.24955600373258,-0.03462150002265407
2004-12-21,23.5,24.199556003732578,-0.028907803251624897
2004-12-22,23.45,24.24955600373258,-0.03297198528540102
2004-12-23,23.5,24.41955600373258,-0.037656540667325156
2004-12-27,23.67,25.22955600373258,-0.06181464325023589
2004-12-28,24.48,25.08955600373258,-0.024295208876629615
2004-12-29,24.34,25.219556003732578,-0.03487595117068676
2004-12-30,24.47,25.10955600373258,-0.025470621767963886
2004-12-31,24.36,24.19905585069005,0.006650844161151692
2005-01-03,23.53,23.029055850690053,0.021752700265171176
2005-01-04,22.36,22.909055850690052,-0.02396676031821343
2005-01-05,22.24,21.819055850690052,0.019292500655871958
2005-01-06,21.15,21.76905585069005,-0.02843742305298136
2005-01-07,21.1,22.419055850690054,-0.058836369358054474
2005-01-10,21.75,22.239055850690054,-0.021990854916391522
2005-01-11,21.57,21.96905585069005,-0.018164451554139815
2005-01-12,21.3,23.549055850690053,-0.09550513892998169
2005-01-13,22.88,23.899055850690054,-0.042640004569914014
2005-01-14,23.23,23.819055850690052,-0.02473044500095023
2005-01-18,23.15,23.009055850690054,0.006125594645193466
2005-01-19,22.34,26.049055850690053,-0.14238734301734002
2005-01-20,25.38,25.529055850690053,-0.005838674628698581
2005-01-21,24.86,24.479055850690052,0.01556204420764895
2005-01-24,23.81,24.509055850690054,-0.028522349247099732
2005-01-25,23.84,24.909055850690052,-0.042918360980769066
2005-01-26,24.24,24.28905585069005,-0.0020196688990963274
2005-01-27,23.62,24.169055850690054,-0.02271730654610471
2005-01-28,23.5,24.639055850690053,-0.046229687435776934
2005-01-31,23.97,23.99905585069005,-0.0012107080741351472
2005-02-01,23.33,24.029055850690053,-0.029092106449533306
2005-02-02,23.36,24.149055850690054,-0.03267439752380663
2005-02-03,23.48,24.709055850690053,-0.04974110941821874
2005-02-04,24.04,24.339055850690055,-0.01228707689092945
2005-02-07,23.67,26.46905585069005,-0.10574823168908298
2005-02-08,25.8,25.51905585069005,0.011009190581098727
2005-02-09,24.85,26.03905585069005,-0.04566432275840515
2005-02-10,25.37,26.569055850690052,-0.045129787728565796
2005-02-11,25.9,27.96905585069005,-0.07397660692357644
2005-02-14,27.3,27.079055850690054,0.008159226471122105
2005-02-15,26.41,27.079055850690054,-0.024707502890024324
2005-02-16,26.41,26.479055850690052,-0.0026079423329685714
2005-02-17,25.81,26.60905585069005,-0.030029470236514588
2005-02-18,25.94,26.529055850690053,-0.022204176959985222
2005-02-22,25.86,27.17905585069005,-0.048532070353597745
2005-02-23,26.51,27.53905585069005,-0.037367143458705954
2005-02-24,26.87,28.139055850690053,-0.04509944674134936
2005-02-25,27.47,28.21905585069005,-0.02654432716152466
2005-02-28,27.55,28.369055850690053,-0.028871452578501322
2005-03-01,27.7,27.96905585069005,-0.009619768794712935
2005-03-02,27.3,28.37905585069005,-0.03802296511791148
2005-03-03,27.71,28.76905585069005,-0.0368123255829631
2005-03-04,28.1,29.42905585069005,-0.04516134861522869
2005-03-07,28.76,29.339055850690055,-0.019736690016097902
2005-03-08,28.67,28.959055850690053,-0.0099815357303219
2005-03-09,28.29,29.119055850690053,-0.028471247657928633
2005-03-10,28.45,29.599055850690053,-0.038820692676360014
2005-03-11,28.93,27.479055850690052,0.05280181958193131
2005-03-14,26.81,26.889055850690053,-0.0029400753648263223
2005-03-15,26.22,27.099055850690053,-0.03243861540909254
2005-03-16,26.43,27.899055850690054,-0.05265611347395183
2005-03-17,27.23,27.96905585069005,-0.026424054306138367
2005-03-18,27.3,28.339055850690055,-0.036665154130911315
2005-03-21,27.67,28.599055850690053,-0.03248554272352433
2005-03-22,27.93,28.309055850690054,-0.013389914968881422
2005-03-23,27.64,27.24905585069005,0.014347071379357645
2005-03-24,26.58,27.489055850690054,-0.03306973712111816
2005-03-28,26.82,26.029055850690053,0.03038697038598026
2005-03-29,25.36,26.94905585069005,-0.058965177091700016
2005-03-30,26.28,25.919055850690054,0.013925821657594817
2005-03-31,25.25,25.741424076833912,-0.019090788270574754
2005-04-01,25.14,26.381424076833913,-0.04705674997749776
2005-04-04,25.78,26.231424076833914,-0.017209285912638816
2005-04-05,25.63,25.811424076833912,-0.007028828641684415
2005-04-06,25.21,26.061424076833912,-0.03266989840323975
2005-04-07,25.46,25.811424076833912,-0.013615059587096523
2005-04-08,25.21,25.161424076833914,0.0019305712990549395
2005-04-11,24.56,24.881424076833913,-0.012918234737744672
2005-04-12,24.28,24.251424076833914,0.0011783193875771758
2005-04-13,23.65,23.76142407683391,-0.004689284466857568
2005-04-14,23.16,22.68142407683391,0.021099906317385564
2005-04-15,22.08,22.76142407683391,-0.029937673255139297
2005-04-18,22.16,23.631424076833913,-0.062265569440496105
2005-04-19,23.03,24.19142407683391,-0.04800974399626634
2005-04-20,23.59,23.491424076833912,0.004196251484953617
2005-04-21,22.89,22.981424076833914,-0.003978172828988047
2005-04-22,22.38,23.60142407683391,-0.05175213465329864
2005-04-25,23.0,23.141424076833914,-0.006111295327563271
2005-04-26,22.54,21.981424076833914,0.02541127095376705
2005-04-27,21.38,21.481424076833914,-0.00472147826285374
2005-04-28,20.88,21.991424076833912,-0.05053897705536514
2005-04-29,21.39,21.721424076833912,-0.015257935007464751
2005-05-02,21.12,21.901424076833912,-0.035679144611443614
2005-05-03,21.3,22.911424076833914,-0.07033277684660588
2005-05-04,22.31,22.621424076833915,-0.013766775945500132
2005-05-05,22.02,22.861424076833913,-0.0368054095845477
2005-05-06,22.26,22.68142407683391,-0.018580141855569665
2005-05-09,22.08,22.42142407683391,-0.015227582140363571
2005-05-10,21.82,22.271424076833917,-0.020269205744390395
2005-05-11,21.67,21.881424076833913,-0.00966226311831997
2005-05-12,21.28,23.271424076833917,-0.08557379515146757
2005-05-13,22.67,23.751424076833914,-0.045530915255253435
2005-05-16,23.15,24.061424076833912,-0.03787905794451385
2005-05-17,23.46,25.60142407683391,-0.0836447250124508
2005-05-18,25.0,25.521424076833917,-0.020430837842909333
2005-05-19,24.92,25.411424076833914,-0.01933870669144888
2005-05-20,24.81,25.391424076833914,-0.022898442996916568
2005-05-23,24.79,25.721424076833912,-0.036211994874451925
2005-05-24,25.12,26.241424076833912,-0.04273487877603077
2005-05-25,25.64,25.891424076833914,-0.009710708692105996
2005-05-26,25.29,26.491424076833912,-0.045351434235826105
2005-05-27,25.89,26.211424076833914,-0.012262747567309495
2005-05-31,25.61,26.071424076833914,-0.017698460792708204
2005-06-01,25.47,25.891424076833914,-0.016276589328702906
2005-06-02,25.29,25.891424076833914,-0.023228698238040635
2005-06-03,25.29,25.94142407683391,-0.025111346042704152
2005-06-06,25.34,26.821424076833914,-0.05523286431735153
2005-06-07,26.22,26.051424076833914,0.006470890906727478
2005-06-08,25.45,26.231424076833914,-0.029789617008404212
2005-06-09,25.63,26.19142407683391,-0.021435416233456572
2005-06-10,25.59,25.881424076833913,-0.01125997070210527
2005-06-13,25.28,24.951424076833913,0.013168624049444633
2005-06-14,24.35,24.131424076833913,0.009057729973587447
2005-06-15,23.53,24.92142407683391,-0.05583244651445618
2005-06-16,24.32,24.17142407683391,0.006146759193575324
2005-06-17,23.57,23.841424076833913,-0.011384558068309736
2005-06-20,23.24,24.28142407683391,-0.04288974458575934
2005-06-21,23.68,23.611424076833913,0.002904353542714455
2005-06-22,23.01,23.911424076833914,-0.037698468896599
2005-06-23,23.31,23.44142407683391,-0.005606488599120274
2005-06-24,22.84,22.791424076833913,0.0021313246158876087
2005-06-27,22.19,23.111424076833913,-0.039868771122481994
2005-06-28,22.51,23.711424076833914,-0.050668575322209586
2005-06-29,23.11,24.241424076833912,-0.04667316875641592
2005-06-30,23.64,23.28490691670064,0.01524992496511457
2005-07-01,22.97,24.06490691670064,-0.04549807404161588
2005-07-05,23.75,23.73490691670064,0.0006359023590161161
2005-07-06,23.42,23.81490691670064,-0.016582341391546795
2005-07-07,23.5,24.214906916700638,-0.02952342204576386
2005-07-08,23.9,24.324906916700638,-0.01746797708849246
2005-07-11,24.01,23.94490691670064,0.002718452133717131
2005-07-12,23.63,24.054906916700638,-0.017664043272835883
2005-07-13,23.74,24.40490691670064,-0.02724480445551858
2005-07-14,24.09,25.28490691670064,-0.047257714676869345
2005-07-15,24.97,25.214906916700638,-0.009712782899009231
2005-07-18,24.9,25.934906916700637,-0.039904015079931354
2005-07-19,25.62,25.19490691670064,0.016872183124343465
2005-07-20,24.88,20.77490691670064,0.1975986270243808
2005-07-21,20.46,21.184906916700637,-0.0342180836361935
2005-07-22,20.87,21.20490691670064,-0.015793840454770947
2005-07-25,20.89,21.38490691670064,-0.02314281369698834
2005-07-26,21.07,21.844906916700637,-0.0354731159833056
2005-07-27,21.53,21.78490691670064,-0.011701078993604619
2005-07-28,21.47,21.40490691670064,0.0030410355696792735
2005-07-29,21.09,21.394906916700634,-0.014251378512080692
2005-08-01,21.08,20.81490691670064,0.012735732346065065
2005-08-02,20.5,19.69490691670064,0.04087823754153774
2005-08-03,19.38,19.344906916700637,0.0018140735156013665
2005-08-04,19.03,18.894906916700634,0.007149708855139325
2005-08-05,18.58,19.344906916700637,-0.039540480602689665
2005-08-08,19.03,19.31490691670064,-0.014750623336128754
2005-08-09,19.0,18.824906916700638,0.00930113939336552
2005-08-10,18.51,19.01490691670064,-0.026553215270130104
2005-08-11,18.7,18.94490691670064,-0.012927322249588036
2005-08-12,18.63,18.644906916700634,-0.0007995168207186598
2005-08-15,18.33,18.13490691670064,0.01075787618847368
2005-08-16,17.82,19.06490691670064,-0.06529834748944485
2005-08-17,18.75,19.214906916700638,-0.024195116776577485
2005-08-18,18.9,19.23490691670064,-0.01741141343449193
2005-08-19,18.92,19.26490691670064,-0.01790337831332267
2005-08-22,18.95,19.414906916700637,-0.023945874100520514
2005-08-23,19.1,20.094906916700637,-0.049510401855794584
2005-08-24,19.78,20.24490691670064,-0.022964141974746388
2005-08-25,19.93,20.644906916700634,-0.034628730445973255
2005-08-26,20.33,20.81490691670064,-0.023296136689017866
2005-08-29,20.5,20.73490691670064,-0.011329055763035
2005-08-30,20.42,20.964906916700638,-0.02599138259309719
2005-08-31,20.65,21.08490691670064,-0.02062645656529627
2005-09-01,20.77,21.24490691670064,-0.02235391845032353
2005-09-02,20.93,21.44490691670064,-0.02401068555348429
2005-09-06,21.13,21.184906916700637,-0.0025917940973982923
2005-09-07,20.87,22.37490691670064,-0.06725868949101077
2005-09-08,22.06,22.094906916700637,-0.0015798625824603452
2005-09-09,21.78,22.644906916700634,-0.03819432421966651
2005-09-12,22.33,22.15490691670064,0.007903128817362326
2005-09-13,21.84,21.88490691670064,-0.002051958314082225
2005-09-14,21.57,22.004906916700637,-0.019764087998507485
2005-09-15,21.69,22.42490691670064,-0.032771904892649806
2005-09-16,22.11,22.28490691670064,-0.007848671630284465
2005-09-19,21.97,21.88490691670064,0.0038882086007148153
2005-09-20,21.57,22.464906916700638,-0.03983577230116875
2005-09-21,22.15,22.37490691670064,-0.010051747591082405
2005-09-22,22.06,22.56490691670064,-0.022375758896968967
2005-09-23,22.25,22.894906916700634,-0.0281681388374726
2005-09-26,22.58,22.47490691670064,0.004676018623297029
2005-09-27,22.16,22.06490691670064,0.004309697913449373
2005-09-28,21.75,22.02490691670064,-0.01248163807185898
2005-09-29,21.71,22.054906916700638,-0.01563855689816873
2005-09-30,21.74,23.54352498656636,-0.07660386401761976
2005-10-03,22.15,22.70352498656636,-0.02438057468582
2005-10-04,21.31,21.95352498656636,-0.029313059609340386
2005-10-05,20.56,21.643524986566362,-0.05006231596927402
2005-10-06,20.25,21.713524986566362,-0.06740153832562013
2005-10-07,20.32,21.373524986566363,-0.049291120076287
2005-10-10,19.98,21.903524986566364,-0.08781805612320748
2005-10-11,20.51,21.50352498656636,-0.04620288939543782
2005-10-12,20.11,21.88352498656636,-0.08104384406328846
2005-10-13,20.49,22.47352498656636,-0.0882605193333944
2005-10-14,21.08,22.373524986566363,-0.057814983885776994
2005-10-17,20.98,21.66352498656636,-0.0315518821147629
2005-10-18,20.27,22.063524986566364,-0.08128914068166226
2005-10-19,20.67,21.97352498656636,-0.05932252505518687
2005-10-20,20.58,21.77352498656636,-0.05481542319411914
2005-10-21,20.38,22.97352498656636,-0.11289190440225916
2005-10-24,21.58,22.09352498656636,-0.023243234697885695
2005-10-25,20.7,26.963524986566362,-0.23229622201425615
2005-10-26,25.57,27.303524986566362,-0.06349088578926254
2005-10-27,25.91,26.86352498656636,-0.0354951551236552
2005-10-28,25.47,27.403524986566364,-0.07055752818348038
2005-10-31,26.01,27.45352498656636,-0.05258067906663022
2005-11-01,26.06,28.143524986566362,-0.07403212595298148
2005-11-02,26.75,28.763524986566363,-0.07000272002498842
2005-11-03,27.37,28.213524986566362,-0.029897894253482993
2005-11-04,26.82,28.20352498656636,-0.04905503788002907
2005-11-07,26.81,27.443524986566363,-0.023084679787908957
2005-11-08,26.05,28.283524986566363,-0.07896911674295215
2005-11-09,26.89,28.673524986566363,-0.06220110667948742
2005-11-10,27.28,28.303524986566362,-0.036162456338995064
2005-11-11,26.91,28.403524986566364,-0.052582381492182306
2005-11-14,27.01,27.91352498656636,-0.03236871684967013
2005-11-15,26.52,28.553524986566362,-0.07121800154352498
2005-11-16,27.16,29.743524986566364,-0.08686008089939612
2005-11-17,28.35,28.963524986566362,-0.021182676723600524
2005-11-18,27.57,29.43352498656636,-0.0633130074436169
2005-11-21,28.04,29.213524986566362,-0.040170605468049514
2005-11-22,27.82,28.373524986566363,-0.019508502620962043
2005-11-23,26.98,28.513524986566363,-0.05378237125325103
2005-11-25,27.12,27.443524986566363,-0.011788754787321554
2005-11-28,26.05,27.893524986566362,-0.06609150286506316
2005-11-29,26.5,27.88352498656636,-0.049618008742901454
2005-11-30,26.49,27.763524986566363,-0.04587043565910931
2005-12-01,26.37,27.54352498656636,-0.04260620189822162
2005-12-02,26.15,27.93352498656636,-0.06384890512114338
2005-12-05,26.54,28.643524986566362,-0.07343806279265219
2005-12-06,27.25,28.033524986566363,-0.027949570628090004
2005-12-07,26.64,27.623524986566363,-0.03560461552407457
2005-12-08,26.23,27.783524986566363,-0.05591533066151644
2005-12-09,26.39,27.713524986566362,-0.0477573671053364
2005-12-12,26.32,27.54352498656636,-0.044421510578733225
2005-12-13,26.15,27.803524986566362,-0.0594717751567575
2005-12-14,26.41,27.68352498656636,-0.04600299229178184
2005-12-15,26.29,28.04352498656636,-0.06252869378604686
2005-12-16,26.65,27.693524986566363,-0.03768119035307205
2005-12-19,26.3,28.72352498656636,-0.08437421896162856
2005-12-20,27.33,29.153524986566364,-0.06254903952117719
2005-12-21,27.76,29.813524986566364,-0.06887897313355795
2005-12-22,28.42,30.313524986566364,-0.06246469150009737
2005-12-23,28.92,29.563524986566364,-0.02176753235139517
2005-12-27,28.17,29.643524986566362,-0.04970815674701712
2005-12-28,28.25,30.423524986566363,-0.07144224699557633
2005-12-29,29.03,29.983524986566362,-0.03180163062860597
2005-12-30,28.59,31.378257539003652,-0.08885954025770249
2006-01-03,30.9,32.348257539003654,-0.0447708052669431
2006-01-04,31.87,32.598257539003654,-0.022340382400264702
2006-01-05,32.12,32.56825753900366,-0.013763632839946416
2006-01-06,32.09,32.28825753900365,-0.0061402365477343235
2006-01-09,31.81,32.25825753900365,-0.013895900560086383
2006-01-10,31.78,29.59825753900365,0.07371185476446773
2006-01-11,29.12,29.84825753900365,-0.024398661732666027
2006-01-12,29.37,29.63825753900365,-0.009051056346704112
2006-01-13,29.16,29.408257539003653,-0.008441762952952736
2006-01-17,28.93,29.56825753900365,-0.021585902996202
2006-01-18,29.09,30.22825753900365,-0.037655413565765405
2006-01-19,29.75,31.27825753900365,-0.04886005996650966
2006-01-20,30.8,30.948257539003652,-0.004790497132732052
2006-01-23,30.47,30.908257539003653,-0.014179302681511907
2006-01-24,30.43,31.55825753900365,-0.035751579047392235
2006-01-25,31.08,32.30825753900365,-0.038016830140742086
2006-01-26,31.83,32.22825753900365,-0.012357402150012797
2006-01-27,31.75,31.97825753900365,-0.007137897952233518
2006-01-30,31.5,32.78825753900365,-0.03929021045022563
2006-01-31,32.31,32.97825753900365,-0.02026357936629286
2006-02-01,32.5,32.208257539003654,0.009058001993527576
2006-02-02,31.73,31.98825753900365,-0.008073510683998752
2006-02-03,31.51,32.31825753900365,-0.025009316731516185
2006-02-06,31.84,31.77825753900365,0.001942915243876131
2006-02-07,31.3,32.14825753900365,-0.02638580140695057
2006-02-08,31.67,30.91825753900365,0.024313868918648396
2006-02-09,30.44,31.198257539003652,-0.024304483609563388
2006-02-10,30.72,30.72825753900365,-0.00026872786369902535
2006-02-13,30.25,30.54825753900365,-0.009763487774150037
2006-02-14,30.07,31.108257539003652,-0.03337562503145286
2006-02-15,30.63,31.288257539003652,-0.021038485066900092
2006-02-16,30.81,32.05825753900365,-0.03893716111940759
2006-02-17,31.58,31.858257539003652,-0.00873423597203915
2006-02-21,31.38,32.35825753900365,-0.030232083350733352
2006-02-22,31.88,32.67825753900365,-0.02442778774391141
2006-02-23,32.2,34.05825753900365,-0.05456114532211642
2006-02-24,33.58,34.88825753900365,-0.037498506124620024
2006-02-27,34.41,34.37825753900365,0.0009233295480532977
2006-02-28,33.9,34.43825753900365,-0.015629639170740228
2006-03-01,33.96,34.85825753900365,-0.02576885944452534
2006-03-02,34.38,35.08825753900365,-0.020185030226033795
2006-03-03,34.61,34.05825753900365,0.016199961503153615
2006-03-06,33.58,33.39825753900365,0.005441674937205931
2006-03-07,32.92,33.07825753900365,-0.004784337228677882
2006-03-08,32.6,32.96825753900365,-0.011170063767185101
2006-03-09,32.49,32.99825753900366,-0.01540255688964487
2006-03-10,32.52,34.528257539003654,-0.05816272474031137
2006-03-13,34.05,34.71825753900365,-0.019248014917019107
2006-03-14,34.24,34.92825753900365,-0.0197048918983459
2006-03-15,34.45,34.51825753900365,-0.001977432925938327
2006-03-16,34.04,35.44825753900365,-0.03972713009811968
2006-03-17,34.97,36.98825753900365,-0.054564817952708955
2006-03-20,36.51,35.76825753900365,0.02073745024306861
2006-03-21,35.29,35.47825753900365,-0.005306279171029882
2006-03-22,35.0,35.98825753900365,-0.02746055537511327
2006-03-23,35.51,35.98825753900365,-0.013289266324865046
2006-03-24,35.51,34.918257539003655,0.016946506002923245
2006-03-27,34.44,34.97825753900365,-0.015388346272064868
2006-03-28,34.5,36.39825753900365,-0.052152428916947935
2006-03-29,35.92,36.46825753900365,-0.015033828759634993
2006-03-30,35.99,36.71825753900365,-0.019833662810117447
2006-03-31,36.24,35.15035624180038,0.030999508246913
2006-04-03,34.57,33.12035624180039,0.0437689663606351
2006-04-04,32.54,33.18035624180038,-0.01929925758282447
2006-04-05,32.6,33.96035624180038,-0.04005718409178449
2006-04-06,33.38,32.82035624180038,0.017051727107302073
2006-04-07,32.24,31.760356241800384,0.01510196405065356
2006-04-10,31.18,32.480356241800386,-0.040035159470538706
2006-04-11,31.9,32.950356241800385,-0.031876931286949794
2006-04-12,32.37,33.44035624180038,-0.03200791983377371
2006-04-13,32.86,33.29035624180038,-0.012927354657142787
2006-04-17,32.71,33.64035624180038,-0.02765595688443845
2006-04-18,33.06,33.94035624180038,-0.02593833239487764
2006-04-19,33.36,33.32035624180038,0.0011897759409271735
2006-04-20,32.74,29.530356241800384,0.10868963895722827
2006-04-21,28.95,30.530356241800384,-0.0517634392892099
2006-04-24,29.95,30.220356241800385,-0.008946163295932008
2006-04-25,29.64,30.550356241800383,-0.02979854750612665
2006-04-26,29.97,30.080356241800384,-0.0036687145894579443
2006-04-27,29.5,29.860356241800382,-0.012068048983820634
2006-04-28,29.28,29.660356241800383,-0.012823724661281899
2006-05-01,29.08,29.540356241800385,-0.015583977323501919
2006-05-02,28.96,29.750356241800382,-0.026566278244759323
2006-05-03,29.17,30.030356241800384,-0.028649551636114823
2006-05-04,29.45,30.230356241800383,-0.02581366344341529
2006-05-05,29.65,29.630356241800385,0.00066296058134796
2006-05-08,29.05,29.660356241800383,-0.020578183108273196
2006-05-09,29.08,29.480356241800383,-0.013580441108534402
2006-05-10,28.9,29.470356241800385,-0.01935355776227099
2006-05-11,28.89,29.730356241800383,-0.028265932468675037
2006-05-12,29.15,29.650356241800385,-0.016875218554541216
2006-05-15,29.07,28.130356241800385,0.03340319440403494
2006-05-16,27.55,26.390356241800383,0.04394195165743264
2006-05-17,25.81,25.810356241800385,-1.3802281419450502e-05
2006-05-18,25.23,25.890356241800383,-0.02550587700041873
2006-05-19,25.31,26.750356241800386,-0.053844376081604195
2006-05-22,26.17,24.720356241800385,0.05864170176271055
2006-05-23,24.14,23.550356241800383,0.02503757277153351
2006-05-24,22.97,24.030356241800384,-0.04412569797679122
2006-05-25,23.45,24.120356241800383,-0.027792136860676275
2006-05-26,23.54,23.150356241800385,0.016831004850632603
2006-05-30,22.57,24.840356241800386,-0.09139789380234087
2006-05-31,24.26,25.060356241800385,-0.03193714542913795
2006-06-01,24.48,25.32035624180038,-0.03318895807686417
2006-06-02,24.74,24.770356241800382,-0.0012255068721682694
2006-06-05,24.19,24.890356241800383,-0.028137654399024492
2006-06-06,24.31,24.580356241800384,-0.010998874025292982
2006-06-07,24.0,24.260356241800384,-0.010731756747734522
2006-06-08,23.68,24.080356241800384,-0.01662584381145571
2006-06-09,23.5,22.300356241800383,0.05379482485355869
2006-06-12,21.72,22.41035624180038,-0.030805232828593265
2006-06-13,21.83,22.960356241800383,-0.049230779779562805
2006-06-14,22.38,24.210356241800383,-0.07560220194695788
2006-06-15,23.63,23.980356241800383,-0.014610134989974655
2006-06-16,23.4,24.490356241800384,-0.0445218612189624
2006-06-19,23.91,24.970356241800385,-0.04246460208786884
2006-06-20,24.39,25.220356241800385,-0.032924048884929946
2006-06-21,24.64,24.950356241800385,-0.012438950321696507
2006-06-22,24.37,25.960356241800383,-0.06126095601260084
2006-06-23,25.38,26.240356241800384,-0.0327875213991895
2006-06-26,25.66,26.330356241800384,-0.02545944443912118
2006-06-27,25.75,26.210356241800383,-0.01756390632593563
2006-06-28,25.63,27.190356241800384,-0.0573863846403605
2006-06-29,26.61,27.320356241800383,-0.026000987524223085
2006-06-30,26.74,27.603933797557776,-0.03129748839037616
2006-07-03,27.07,27.323933797557775,-0.009293456770872122
2006-07-05,26.79,27.713933797557775,-0.03333824076750869
2006-07-06,27.18,26.713933797557775,0.017446558263344736
2006-07-07,26.18,24.703933797557777,0.05975024927358508
2006-07-10,24.17,24.973933797557777,-0.03219091569932775
2006-07-11,24.44,24.533933797557776,-0.003828729560162336
2006-07-12,24.0,24.293933797557777,-0.01209906143678241
2006-07-13,23.76,24.293933797557777,-0.02197807082241454
2006-07-14,23.76,24.353933797557776,-0.024387591856611435
2006-07-17,23.82,24.403933797557777,-0.02392785533683972
2006-07-18,23.87,24.813933797557777,-0.038040473761990934
2006-07-19,24.28,24.513933797557776,-0.009542890973340268
2006-07-20,23.98,22.693933797557776,0.05667004292489053
2006-07-21,22.16,23.173933797557776,-0.04375320161070928
2006-07-24,22.64,23.183933797557774,-0.02346166971953101
2006-07-25,22.65,23.323933797557775,-0.028894516825817007
2006-07-26,22.79,23.003933797557774,-0.009299878857262578
2006-07-27,22.47,23.433933797557774,-0.04113410091045977
2006-07-28,22.9,23.703933797557777,-0.03391562786260427
2006-07-31,23.17,22.953933797557777,0.009413035880813325
2006-08-01,22.42,22.963933797557775,-0.023686438149182476
2006-08-02,22.43,23.163933797557775,-0.03168433323856046
2006-08-03,22.63,23.243933797557776,-0.026412646108219584
2006-08-04,22.71,22.013933797557776,0.03161934658490906
2006-08-07,21.48,21.663933797557775,-0.008490323099976882
2006-08-08,21.13,22.123933797557775,-0.044925726439639546
