date,CMG,dcf,Deviation
2006-05-11,64.2,67.5644848445846,-0.04979664763705016
2006-05-12,63.27,66.4444848445846,-0.04777649871181622
2006-05-15,62.15,68.1944848445846,-0.08863597779732468
2006-05-16,63.9,68.4544848445846,-0.06653303804600763
2006-05-17,64.16,66.9844848445846,-0.04216625463550083
2006-05-18,62.69,66.1244848445846,-0.05193968395605397
2006-05-19,61.83,65.1144848445846,-0.050441692849509834
2006-05-22,60.82,65.0544848445846,-0.06509135926140674
2006-05-23,60.76,64.4444848445846,-0.05717300485014598
2006-05-24,60.15,65.54448484458459,-0.08230265074743803
2006-05-25,61.25,65.18448484458459,-0.06035922281146111
2006-05-26,60.89,62.38448484458459,-0.02395603407333935
2006-05-30,58.09,62.06448484458459,-0.06403798975431885
2006-05-31,57.77,64.29448484458459,-0.10147814171551184
2006-06-01,60.0,64.8644848445846,-0.07499458072071197
2006-06-02,60.57,63.19448484458459,-0.04153028307832618
2006-06-05,58.9,62.45448484458459,-0.056913204126649686
2006-06-06,58.16,62.904484844584594,-0.07542363404305097
2006-06-07,58.61,61.584484844584594,-0.04829925673797619
2006-06-08,57.29,60.544484844584595,-0.053753613610533435
2006-06-09,56.25,61.394484844584596,-0.08379392477365777
2006-06-12,57.1,60.44448484458459,-0.055331513754877104
2006-06-13,56.15,62.44448484458459,-0.10080129350495359
2006-06-14,58.15,66.1744848445846,-0.12126252079529842
2006-06-15,61.88,66.0544848445846,-0.0631975989882666
2006-06-16,61.76,65.27448484458459,-0.053841632805718964
2006-06-19,60.98,64.96448484458459,-0.06133327854621995
2006-06-20,60.67,67.29448484458459,-0.09844023414227354
2006-06-21,63.0,67.1444848445846,-0.0617248736687398
2006-06-22,62.85,66.1944848445846,-0.050525128376434636
2006-06-23,61.9,67.04448484458459,-0.07673240918339497
2006-06-26,62.75,66.0944848445846,-0.05060157216519445
2006-06-27,61.8,64.24448484458459,-0.038049722875015735
2006-06-28,59.95,65.1444848445846,-0.07973790654691781
2006-06-29,60.85,65.24448484458459,-0.06735411973981342
2006-06-30,60.95,64.83081785781279,-0.05986069566983121
2006-07-03,60.39,63.79081785781279,-0.05331202784377331
2006-07-05,59.35,63.50081785781279,-0.06536636846327004
2006-07-06,59.06,60.440817857812796,-0.022845783805592657
2006-07-07,56.0,58.03081785781279,-0.03499550640124882
2006-07-10,53.59,59.620817857812796,-0.1011528871038877
2006-07-11,55.18,58.74081785781279,-0.06061913993829737
2006-07-12,54.3,59.450817857812794,-0.08663998315602472
2006-07-13,55.01,58.550817857812795,-0.0604742681205831
2006-07-14,54.11,59.940817857812796,-0.09727624790913325
2006-07-17,55.5,58.340817857812795,-0.04869348703229337
2006-07-18,53.9,58.40081785781279,-0.0770677196468521
2006-07-19,53.96,55.57081785781279,-0.028986758156670178
2006-07-20,51.13,53.81081785781279,-0.049819310773095093
2006-07-21,49.37,55.04081785781279,-0.103029316760195
2006-07-24,50.6,57.190817857812796,-0.11524258796576081
2006-07-25,52.75,56.79081785781279,-0.07115266182518776
2006-07-26,52.35,55.380817857812794,-0.05472685263685073
2006-07-27,50.94,54.57081785781279,-0.06653405611902474
2006-07-28,50.13,56.940817857812796,-0.11961222395540794
2006-07-31,52.5,56.440817857812796,-0.06982212532321219
2006-08-01,52.0,56.690817857812796,-0.08274387343604594
2006-08-02,52.25,58.520817857812794,-0.10715533526973109
2006-08-03,54.08,59.340817857812795,-0.08865428633657024
2006-08-04,54.9,58.840817857812795,-0.06697421961971484
2006-08-07,54.4,57.840817857812795,-0.05948771101873396
2006-08-08,53.4,54.72081785781279,-0.02413739248643576
2006-08-09,50.28,53.11081785781279,-0.05330021212234759
2006-08-10,48.67,53.730817857812795,-0.09418836451001311
2006-08-11,49.29,54.32081785781279,-0.09261307278143693
2006-08-14,49.88,55.0808178578128,-0.09442158014498503
2006-08-15,50.64,57.940817857812796,-0.1260047429038551
2006-08-16,53.5,57.520817857812794,-0.06990195910899522
2006-08-17,53.08,56.25081785781279,-0.05636927565796079
2006-08-18,51.81,55.54081785781279,-0.06717254087550284
2006-08-21,51.1,55.020817857812794,-0.0712606248046902
2006-08-22,50.58,54.60081785781279,-0.073640249643943
2006-08-23,50.16,53.61081785781279,-0.0643679390783608
2006-08-24,49.17,53.340817857812795,-0.07819186179204596
2006-08-25,48.9,53.340817857812795,-0.0832536514466351
2006-08-28,48.9,54.24081785781279,-0.09846492122986139
2006-08-29,49.8,54.700817857812794,-0.0895931368074202
2006-08-30,50.26,53.78081785781279,-0.06546605273131456
2006-08-31,49.34,55.130817857812794,-0.10503776440878887
2006-09-01,50.69,54.950817857812794,-0.07753875235920626
2006-09-05,50.51,54.53081785781279,-0.07373477999719236
2006-09-06,50.09,54.29081785781279,-0.0773762124714108
2006-09-07,49.85,52.36081785781279,-0.04795222764913609
2006-09-08,47.92,53.54081785781279,-0.10498192001362161
2006-09-11,49.1,55.910817857812795,-0.1218157436926327
2006-09-12,51.47,56.510817857812796,-0.08920093619058977
2006-09-13,52.07,55.270817857812794,-0.05791153418512951
2006-09-14,50.83,55.64081785781279,-0.0864620263150443
2006-09-15,51.2,55.270817857812794,-0.07365220953098961
2006-09-18,50.83,54.770817857812794,-0.07195105006544389
2006-09-19,50.33,55.480817857812795,-0.09283961658628392
2006-09-20,51.04,57.65081785781279,-0.11466997526587386
2006-09-21,53.21,56.56081785781279,-0.059242740552945206
2006-09-22,52.12,57.60081785781279,-0.09515173675731747
2006-09-25,53.16,56.82081785781279,-0.06442740523329926
2006-09-26,52.38,54.24081785781279,-0.03430659660572877
2006-09-27,49.8,54.04081785781279,-0.07847434635372919
2006-09-28,49.6,54.11081785781279,-0.083362588783372
2006-09-29,49.67,53.878928626722406,-0.07811826875553152
2006-10-02,49.0,54.378928626722406,-0.09891567860127237
2006-10-03,49.5,55.8689286267224,-0.11399768678714395
2006-10-04,50.99,54.9989286267224,-0.07289103127682706
2006-10-05,50.12,56.4689286267224,-0.11243224869185753
2006-10-06,51.59,60.5689286267224,-0.14824314760556934
2006-10-09,55.69,61.3589286267224,-0.09238962859357247
2006-10-10,56.48,60.278928626722404,-0.06302249746751964
2006-10-11,55.4,62.1089286267224,-0.10801874666110223
2006-10-12,57.23,61.6789286267224,-0.07213044593635998
2006-10-13,56.8,60.9289286267224,-0.06776630936706685
2006-10-16,56.05,60.3689286267224,-0.07154224408101595
2006-10-17,55.49,59.7289286267224,-0.07096944017217688
2006-10-18,54.85,58.878928626722406,-0.0684273426961417
2006-10-19,54.0,59.8389286267224,-0.09757742594533847
2006-10-20,54.96,61.278928626722404,-0.10311747885172484
2006-10-23,56.4,62.5789286267224,-0.0987381657423243
2006-10-24,57.7,61.8289286267224,-0.06677988311345051
2006-10-25,56.95,63.378928626722406,-0.10143637271917816
2006-10-26,58.5,63.2989286267224,-0.07581374173047972
2006-10-27,58.42,63.9289286267224,-0.08617270373618713
2006-10-30,59.05,64.7789286267224,-0.08843815030863489
2006-10-31,59.9,63.098928626722405,-0.050697035533621704
2006-11-01,58.22,61.668928626722405,-0.05592652091620598
2006-11-02,56.79,61.958928626722404,-0.08342508079607247
2006-11-03,57.08,63.138928626722404,-0.09596185362192022
2006-11-06,58.26,62.958928626722404,-0.07463482510291608
2006-11-07,58.08,62.558928626722405,-0.07159535377351722
2006-11-08,57.68,61.458928626722404,-0.06148705665980847
2006-11-09,56.58,62.1789286267224,-0.09004543420705025
2006-11-10,57.3,61.528928626722404,-0.0687307372500836
2006-11-13,56.65,62.7489286267224,-0.09719574118951735
2006-11-14,57.87,63.7189286267224,-0.0917926392169357
2006-11-15,58.84,63.6489286267224,-0.07555396030190864
2006-11-16,58.77,64.75892862672241,-0.09248035373227448
2006-11-17,59.88,66.7389286267224,-0.10277253123263452
2006-11-20,61.86,66.1089286267224,-0.06427163039827133
2006-11-21,61.23,66.14892862672241,-0.0743614254809759
2006-11-22,61.27,65.8889286267224,-0.07010174126354085
2006-11-24,61.01,62.6889286267224,-0.02678190014570969
2006-11-27,57.81,62.198928626722406,-0.07056276890333435
2006-11-28,57.32,62.768928626722406,-0.08680932980593603
2006-11-29,57.89,62.8289286267224,-0.07860914923546503
2006-11-30,57.95,62.3689286267224,-0.0708514435636638
2006-12-01,57.49,62.878928626722406,-0.08570325138192969
2006-12-04,58.0,61.7289286267224,-0.0604081216000264
2006-12-05,56.85,62.0089286267224,-0.08319654509397845
2006-12-06,57.13,59.638928626722404,-0.04206864013982681
2006-12-07,54.76,60.1789286267224,-0.09004694417766912
2006-12-08,55.3,59.7289286267224,-0.07415047831179289
2006-12-11,54.85,59.378928626722406,-0.07627164604455738
2006-12-12,54.5,59.0789286267224,-0.07750527528441464
2006-12-13,54.2,58.8289286267224,-0.07868456446136529
2006-12-14,53.95,57.9789286267224,-0.06948953218265352
2006-12-15,53.1,58.7989286267224,-0.09692232086236352
2006-12-18,53.92,59.488928626722405,-0.09361285797675034
2006-12-19,54.61,59.7589286267224,-0.08616166228288025
2006-12-20,54.88,59.3289286267224,-0.0749875099669094
2006-12-21,54.45,60.3989286267224,-0.0984939428890863
2006-12-22,55.52,61.128928626722406,-0.09175571620063483
2006-12-26,56.25,60.9289286267224,-0.07679322010382938
2006-12-27,56.05,61.2989286267224,-0.08562839097377317
2006-12-28,56.42,61.878928626722406,-0.08821950780131904
2006-12-29,57.0,61.14254273833359,-0.06775221560644062
2007-01-03,56.41,60.11254273833359,-0.06159351392687784
2007-01-04,55.38,59.73254273833359,-0.0728671933053392
2007-01-05,55.0,60.78254273833359,-0.09513492654012856
2007-01-08,56.05,61.18254273833359,-0.08388900671037036
2007-01-09,56.45,60.94254273833359,-0.07371767793843176
2007-01-10,56.21,62.40254273833359,-0.09923542321504686
2007-01-11,57.67,63.01254273833359,-0.08478538567343774
2007-01-12,58.28,65.19254273833359,-0.10603272165773292
2007-01-16,60.46,65.33254273833359,-0.07458063828693817
2007-01-17,60.6,64.31254273833359,-0.05772657370178469
2007-01-18,59.58,63.70254273833359,-0.06471551308818968
2007-01-19,58.97,63.15254273833359,-0.0662292056182685
2007-01-22,58.42,63.23254273833359,-0.07610863852571392
2007-01-23,58.5,62.73254273833359,-0.06746965057654575
2007-01-24,58.0,62.21254273833359,-0.06771211323175741
2007-01-25,57.48,62.07254273833359,-0.07398670226372761
2007-01-26,57.34,63.43254273833359,-0.09604758811996572
2007-01-29,58.7,64.33254273833359,-0.08755355374718221
2007-01-30,59.6,64.1525427383336,-0.07096433818535575
2007-01-31,59.42,64.53254273833359,-0.07922425680735867
2007-02-01,59.8,64.74254273833358,-0.07634149863884077
2007-02-02,60.01,65.17254273833359,-0.0792134620105448
2007-02-05,60.44,65.31254273833359,-0.0746034763621869
2007-02-06,60.58,66.30254273833359,-0.08630955167010557
2007-02-07,61.57,66.8225427383336,-0.0786043530085605
2007-02-08,62.09,66.64254273833359,-0.06831286069333764
2007-02-09,61.91,65.45254273833359,-0.054123836754455534
2007-02-12,60.72,65.1825427383336,-0.0684622377535633
2007-02-13,60.45,64.42254273833359,-0.06166386127397905
2007-02-14,59.69,66.11254273833359,-0.09714560161077646
2007-02-15,61.38,69.7625427383336,-0.12015821684962025
2007-02-16,65.03,68.62254273833359,-0.05235222413766294
2007-02-20,63.89,68.31254273833359,-0.06473983489787272
2007-02-21,63.58,69.1525427383336,-0.08058333819219854
2007-02-22,64.42,69.0425427383336,-0.0669520929414884
2007-02-23,64.31,68.36254273833359,-0.059280163902697636
2007-02-26,63.63,64.98254273833359,-0.020813939888131183
2007-02-27,60.25,64.72254273833359,-0.06910332241450412
2007-02-28,59.99,65.9625427383336,-0.0905444588760933
2007-03-01,61.23,64.9325427383336,-0.05702137298479404
2007-03-02,60.2,63.78254273833359,-0.05616807647557864
2007-03-05,59.05,64.80254273833359,-0.08877032436152699
2007-03-06,60.07,64.95254273833359,-0.0751709253016205
2007-03-07,60.22,64.8225427383336,-0.07100219374165073
2007-03-08,60.09,65.30254273833359,-0.0798214360384123
2007-03-09,60.57,65.9625427383336,-0.08175158983372188
2007-03-12,61.23,65.74254273833358,-0.06863961371701532
2007-03-13,61.01,65.3225427383336,-0.06601921109544995
2007-03-14,60.59,65.78254273833359,-0.07893496545106526
2007-03-15,61.05,65.31254273833359,-0.06526376955512092
2007-03-16,60.58,67.83254273833359,-0.10691833809489537
2007-03-19,63.1,68.9625427383336,-0.08501053623527188
2007-03-20,64.23,69.48254273833359,-0.07559514277009549
2007-03-21,64.75,68.9025427383336,-0.06026690123909384
2007-03-22,64.17,69.53254273833359,-0.07712277628784592
2007-03-23,64.8,68.3225427383336,-0.05155754743825147
2007-03-26,63.59,67.1025427383336,-0.05234589622081465
2007-03-27,62.37,66.7925427383336,-0.06621312136085833
2007-03-28,62.06,66.9325427383336,-0.0727978131263044
2007-03-29,62.2,66.83254273833359,-0.06931567389963256
2007-03-30,62.1,,
2007-04-02,62.74,,
2007-04-03,63.95,,
2007-04-04,64.75,,
2007-04-05,64.91,,
2007-04-09,65.0,,
2007-04-10,64.67,,
2007-04-11,63.78,,
2007-04-12,64.16,,
2007-04-13,64.07,,
2007-04-16,65.2,,
2007-04-17,66.54,,
2007-04-18,66.25,,
2007-04-19,65.37,,
2007-04-20,65.59,,
2007-04-23,65.51,,
2007-04-24,65.0,,
2007-04-25,65.68,,
2007-04-26,66.94,,
2007-04-27,66.02,,
2007-04-30,65.23,,
2007-05-01,66.26,,
2007-05-02,78.09,,
2007-05-03,79.01,,
2007-05-04,78.37,,
2007-05-07,76.4,,
2007-05-08,77.62,,
2007-05-09,77.69,,
2007-05-10,80.55,,
2007-05-11,81.74,,
2007-05-14,82.7,,
2007-05-15,81.1,,
2007-05-16,82.44,,
2007-05-17,81.26,,
2007-05-18,82.0,,
2007-05-21,81.8,,
2007-05-22,82.04,,
2007-05-23,80.7,,
2007-05-24,82.44,,
2007-05-25,86.55,,
2007-05-29,85.65,,
2007-05-30,86.06,,
2007-05-31,86.62,,
2007-06-01,87.81,,
2007-06-04,87.52,,
2007-06-05,86.26,,
2007-06-06,84.57,,
2007-06-07,82.85,,
2007-06-08,84.76,,
2007-06-11,84.49,,
2007-06-12,82.62,,
2007-06-13,83.35,,
2007-06-14,83.91,,
2007-06-15,85.05,,
2007-06-18,85.67,,
2007-06-19,85.93,,
2007-06-20,84.45,,
2007-06-21,83.45,,
2007-06-22,79.58,,
2007-06-25,80.72,,
2007-06-26,80.88,,
2007-06-27,82.3,,
2007-06-28,82.52,,
2007-06-29,85.28,90.73241441987277,-0.06009334651496445
2007-07-02,86.0,88.93241441987277,-0.03297351633823964
2007-07-03,84.2,87.31241441987277,-0.03564687153084112
2007-07-05,82.58,90.18241441987277,-0.08430040899634073
2007-07-06,85.45,90.49241441987276,-0.05572195694190041
2007-07-09,85.76,90.00241441987276,-0.04713667346835115
2007-07-10,85.27,89.94241441987276,-0.051948954784122314
2007-07-11,85.21,94.55241441987276,-0.09880672510790167
2007-07-12,89.82,95.25241441987276,-0.05703177660071357
2007-07-13,90.52,93.53241441987277,-0.032207170514703676
2007-07-16,88.8,90.77241441987276,-0.021729227238015847
2007-07-17,86.04,91.51241441987277,-0.05979969444106781
2007-07-18,86.78,92.17241441987277,-0.05850356046125371
2007-07-19,87.44,90.46241441987277,-0.033410720233980506
2007-07-20,85.73,91.54241441987277,-0.06349422239633395
2007-07-23,86.81,86.94241441987276,-0.001523012913274835
2007-07-24,82.21,84.32241441987277,-0.0250516358480235
2007-07-25,79.59,83.27241441987276,-0.044221300001047625
2007-07-26,78.54,86.23241441987277,-0.08920560176383041
2007-07-27,81.5,92.30241441987276,-0.11703284781624301
2007-07-30,87.57,93.07241441987277,-0.05911971290494322
2007-07-31,88.34,103.92241441987277,-0.1499427674660817
2007-08-01,99.19,104.64241441987276,-0.052105204663906224
2007-08-02,99.91,102.63241441987276,-0.026525873285366486
2007-08-03,97.9,104.13241441987276,-0.05985085868405016
2007-08-06,99.4,113.23241441987277,-0.12215949373455304
2007-08-07,108.5,112.29241441987277,-0.03377266789983291
2007-08-08,107.56,108.78241441987277,-0.011237242953208826
2007-08-09,104.05,106.43241441987277,-0.022384293665219546
2007-08-10,101.7,106.74241441987276,-0.04723908904700569
2007-08-13,102.01,100.81241441987277,0.011879346279114245
2007-08-14,96.08,100.09241441987277,-0.04008709793972287
2007-08-15,95.36,100.73241441987277,-0.05333352179447892
2007-08-16,96.0,104.68241441987277,-0.08294052509190608
2007-08-17,99.95,105.89241441987276,-0.05611747028744252
2007-08-20,101.16,104.38241441987276,-0.030871238587285132
2007-08-21,99.65,106.73241441987277,-0.06635673387853269
2007-08-22,102.0,106.10241441987277,-0.03866466604273988
2007-08-23,101.37,107.64241441987276,-0.058270844756476925
2007-08-24,102.91,104.28241441987277,-0.013160554706251881
2007-08-27,99.55,101.86241441987276,-0.022701350964852374
2007-08-28,97.13,105.40241441987277,-0.07848410746000023
2007-08-29,100.67,104.78241441987277,-0.039247181338978754
2007-08-30,100.05,108.72241441987276,-0.07976657312245616
2007-08-31,103.99,112.48241441987277,-0.0754999300439303
2007-09-04,107.75,110.48241441987277,-0.02473166824078099
2007-09-05,105.75,109.99241441987276,-0.038570063601642945
2007-09-06,105.26,106.42241441987277,-0.010922646570361016
2007-09-07,101.69,105.27241441987276,-0.03402994449794339
2007-09-10,100.54,108.36241441987276,-0.07218752426060926
2007-09-11,103.63,108.24241441987276,-0.042611895203863326
2007-09-12,103.51,110.31241441987277,-0.061664994421945174
2007-09-13,105.58,110.47241441987276,-0.044286299394871165
2007-09-14,105.74,113.36241441987276,-0.06723934435306578
2007-09-17,108.63,116.53241441987277,-0.06781301545336504
2007-09-18,111.8,117.61241441987276,-0.0494200756658445
2007-09-19,112.88,115.57241441987277,-0.02329634137512504
2007-09-20,110.84,118.63241441987276,-0.06568537324287493
2007-09-21,113.9,119.22241441987276,-0.044642733044547245
2007-09-24,114.49,119.38241441987276,-0.040981030947036645
2007-09-25,114.65,121.82241441987277,-0.05887598315981768
2007-09-26,117.09,123.99241441987276,-0.05566803785672936
2007-09-27,119.26,122.86241441987276,-0.029320719740715706
2007-09-28,118.13,127.58298254107537,-0.07409281671269896
2007-10-01,122.51,129.34298254107537,-0.052828397852240805
2007-10-02,124.27,130.89298254107538,-0.05059845388576911
2007-10-03,125.82,128.83298254107538,-0.023386732819872136
2007-10-04,123.76,132.61298254107538,-0.06675803810032899
2007-10-05,127.54,134.87298254107537,-0.05436954386948567
2007-10-08,129.8,134.59298254107537,-0.03561093937131998
2007-10-09,129.52,136.87298254107537,-0.053721212211246594
2007-10-10,131.8,134.07298254107536,-0.0169533227201758
2007-10-11,129.0,127.75298254107537,0.009761161220041892
2007-10-12,122.68,126.93298254107538,-0.033505732363131924
2007-10-15,121.86,128.06298254107537,-0.048436967638839756
2007-10-16,122.99,128.19298254107537,-0.040587108888025414
2007-10-17,123.12,131.17298254107538,-0.061392082310499196
2007-10-18,126.1,128.47298254107537,-0.018470673710067276
2007-10-19,123.4,130.01298254107536,-0.05086401689912845
2007-10-22,124.94,132.2029825410754,-0.054938114114171266
2007-10-23,127.13,128.62298254107537,-0.011607432136776952
2007-10-24,123.55,133.64298254107538,-0.07552197915048242
2007-10-25,128.57,139.02298254107538,-0.07518888136346069
2007-10-26,133.95,139.4829825410754,-0.039667796316629755
2007-10-29,134.41,138.57298254107536,-0.030041805153767198
2007-10-30,133.5,144.07298254107536,-0.07338629599106827
2007-10-31,139.0,140.76298254107536,-0.012524475606084273
2007-11-01,135.69,136.75298254107537,-0.00777301175684475
2007-11-02,131.68,135.99298254107538,-0.03171474336753133
2007-11-05,130.92,136.9529825410754,-0.04405148708072837
2007-11-06,131.88,136.27298254107538,-0.03223663604596938
2007-11-07,131.2,132.50298254107537,-0.009833609146657984
2007-11-08,127.43,126.67298254107537,0.005976155639022318
2007-11-09,121.6,122.19298254107537,-0.004852836298320451
2007-11-12,117.12,131.52298254107538,-0.10950924517376448
2007-11-13,126.45,135.07298254107536,-0.06383943242278767
2007-11-14,130.0,134.32298254107536,-0.032183491308000245
2007-11-15,129.25,129.94298254107537,-0.005332973951527653
2007-11-16,124.87,126.31298254107537,-0.011423865639512809
2007-11-19,121.24,129.85298254107536,-0.06632872324169292
2007-11-20,124.78,128.41298254107537,-0.028291396003618963
2007-11-21,123.34,130.24298254107538,-0.05300080208849911
2007-11-23,125.17,131.06298254107537,-0.044962982123716744
2007-11-26,125.99,132.26298254107536,-0.04742810437627354
2007-11-27,127.19,139.68298254107538,-0.08943811417687675
2007-11-28,134.61,139.41298254107537,-0.034451472549625994
2007-11-29,134.34,138.22298254107537,-0.02809216289282046
2007-11-30,133.15,138.00298254107537,-0.0351657801282006
2007-12-03,132.93,142.58298254107538,-0.06770080390410227
2007-12-04,137.51,143.86298254107538,-0.044159952955663884
2007-12-05,138.79,154.22298254107537,-0.1000692781762601
2007-12-06,149.15,151.11298254107538,-0.012990164763254541
2007-12-07,146.04,155.12298254107537,-0.05855342897800642
2007-12-10,150.05,149.92298254107538,0.0008472180633800619
2007-12-11,144.85,150.24298254107538,-0.03589507110324419
2007-12-12,145.17,149.47298254107537,-0.028787694390810192
2007-12-13,144.4,146.46298254107538,-0.014085351160296189
2007-12-14,141.39,140.50298254107537,0.006313157506569578
2007-12-17,135.43,150.53298254107537,-0.1003300558198551
2007-12-18,145.46,145.52298254107538,-0.000432801334714239
2007-12-19,140.45,148.66298254107537,-0.055245646230769885
2007-12-20,143.59,151.67298254107538,-0.053292171128014765
2007-12-21,146.6,153.52298254107538,-0.04509411181627565
2007-12-24,148.45,157.43298254107538,-0.05705908886488675
2007-12-26,152.36,155.7029825410754,-0.02147025372615119
2007-12-27,150.63,156.9529825410754,-0.040285838718742584
2007-12-28,151.88,152.14298254107538,-0.0017285223194858368
2007-12-31,147.07,151.2309123272793,-0.027513636354151383
2008-01-02,146.67,146.2609123272793,0.0027969719743392574
2008-01-03,141.7,131.5709123272793,0.07698576754963016
2008-01-04,127.01,128.5409123272793,-0.01190992268190394
2008-01-07,123.98,122.43091232727932,0.012652749565238208
2008-01-08,117.87,123.14091232727931,-0.04280390836532433
2008-01-09,118.58,127.6609123272793,-0.07113306776312966
2008-01-10,123.1,121.26091232727931,0.015166368431708932
2008-01-11,116.7,121.33091232727931,-0.038167621411992925
2008-01-14,116.77,120.4909123272793,-0.030881269428623015
2008-01-15,115.93,123.36091232727931,-0.060237170649037663
2008-01-16,118.8,124.89091232727931,-0.048769860142569454
2008-01-17,120.33,126.5209123272793,-0.048931929223406945
2008-01-18,121.96,128.1209123272793,-0.04808670353159472
2008-01-22,123.56,131.5609123272793,-0.060815269412055506
2008-01-23,127.0,137.4709123272793,-0.07616820278569936
2008-01-24,132.91,133.3509123272793,-0.003306406529842043
2008-01-25,128.79,129.93091232727932,-0.008780915232900921
2008-01-28,125.37,123.84091232727931,0.012347193217373098
2008-01-29,119.28,119.6309123272793,-0.0029332914081545702
2008-01-30,115.07,124.9409123272793,-0.07900464422272446
2008-01-31,120.38,127.61091232727931,-0.05666374603399471
2008-02-01,123.05,121.50091232727931,0.012749597044572125
2008-02-04,116.94,119.4409123272793,-0.02093848982354196
2008-02-05,114.88,113.1609123272793,0.015191532459095214
2008-02-06,108.6,112.29091232727932,-0.0328691988584251
2008-02-07,107.73,112.86091232727931,-0.045462261658850034
2008-02-08,108.3,114.61091232727931,-0.0550637997650526
2008-02-11,110.05,110.61091232727931,-0.005071039696514457
2008-02-12,106.05,114.26091232727931,-0.0718610779490424
2008-02-13,109.7,113.2109123272793,-0.03101213703790029
2008-02-14,108.65,109.81091232727931,-0.010571921338922485
2008-02-15,105.25,107.31091232727931,-0.019205058298208177
2008-02-19,102.75,107.2109123272793,-0.04160875260217556
2008-02-20,102.65,105.64091232727931,-0.028312064534366632
2008-02-21,101.08,104.28091232727931,-0.03069509324231301
2008-02-22,99.72,107.53091232727931,-0.0726387618055927
2008-02-25,102.97,108.84091232727931,-0.053940307938854515
2008-02-26,104.28,107.8009123272793,-0.0326612479548406
2008-02-27,103.24,106.6009123272793,-0.031527988399957074
2008-02-28,102.04,103.86091232727931,-0.017532219643337732
2008-02-29,99.3,102.1909123272793,-0.02828932887907687
2008-03-03,97.63,101.08091232727931,-0.034140098736999525
2008-03-04,96.52,106.3809123272793,-0.09269437638344702
2008-03-05,101.82,100.1609123272793,0.01656422285072212
2008-03-06,95.6,100.9909123272793,-0.05338017256254779
2008-03-07,96.43,95.1309123272793,0.013655789069397795
2008-03-10,90.57,100.9409123272793,-0.10274240729719031
2008-03-11,96.38,103.64091232727931,-0.0700583598140343
2008-03-12,99.08,105.57091232727932,-0.06148390862775632
2008-03-13,101.01,104.17091232727931,-0.03034352159025444
2008-03-14,99.61,102.8009123272793,-0.031039727712927734
2008-03-17,98.24,106.1009123272793,-0.07408901728414463
2008-03-18,101.54,104.7109123272793,-0.030282539391581764
2008-03-19,100.15,114.2709123272793,-0.12357398781271733
2008-03-20,109.71,119.36091232727931,-0.08085488070681957
