date,UAA,dcf,Deviation
2006-08-29,4.4,5.207376081507237,-0.1550447036799285
2006-08-30,4.36,5.157376081507237,-0.15460886871647417
2006-08-31,4.31,5.087376081507237,-0.15280491731936685
2006-09-01,4.24,5.197376081507237,-0.1842037340560504
2006-09-05,4.35,5.047376081507237,-0.138166062969294
2006-09-06,4.2,4.927376081507237,-0.1476193555099491
2006-09-07,4.08,5.0373760815072375,-0.19005451767277626
2006-09-08,4.19,5.357376081507237,-0.21790071552692047
2006-09-11,4.51,5.647376081507237,-0.20139903294764838
2006-09-12,4.8,5.627376081507237,-0.14702697483222638
2006-09-13,4.78,5.7473760815072374,-0.16831612683566455
2006-09-14,4.9,5.797376081507237,-0.15479004102730753
2006-09-15,4.95,5.847376081507237,-0.15346645555179117
2006-09-18,5.0,5.867376081507237,-0.14783031962805793
2006-09-19,5.02,5.877376081507237,-0.14587735574807148
2006-09-20,5.03,5.957376081507237,-0.155668547497946
2006-09-21,5.11,6.007376081507237,-0.14937904158683657
2006-09-22,5.16,5.957376081507237,-0.13384685985872802
2006-09-25,5.11,5.887376081507237,-0.13204117942270466
2006-09-26,5.04,5.967376081507237,-0.15540768150697837
2006-09-27,5.12,5.877376081507237,-0.12886296044424816
2006-09-28,5.03,5.847376081507237,-0.13978510533848676
2006-09-29,5.0,5.863864113750202,-0.1473199407408713
2006-10-02,4.97,5.883864113750202,-0.155316998503511
2006-10-03,4.99,6.153864113750202,-0.18912736651913742
2006-10-04,5.26,6.203864113750202,-0.1521413261870499
2006-10-05,5.31,6.253864113750202,-0.15092494761358088
2006-10-06,5.36,6.263864113750202,-0.1442981676064895
2006-10-09,5.37,6.583864113750202,-0.1843695575695561
2006-10-10,5.69,6.463864113750202,-0.11972159379155356
2006-10-11,5.57,6.703864113750202,-0.16913590348953367
2006-10-12,5.81,6.883864113750202,-0.1559972852464081
2006-10-13,5.99,6.973864113750202,-0.14107876174563538
2006-10-16,6.08,6.723864113750202,-0.09575804966574342
2006-10-17,5.83,6.723864113750202,-0.13293905091304015
2006-10-18,5.83,6.693864113750202,-0.12905312971258187
2006-10-19,5.8,6.623864113750202,-0.12437817255942452
2006-10-20,5.73,6.763864113750202,-0.1528511064627197
2006-10-23,5.87,6.703864113750202,-0.12438559308502017
2006-10-24,5.81,6.783864113750202,-0.14355595828876921
2006-10-25,5.89,6.863864113750202,-0.1418827787979201
2006-10-26,5.97,6.723864113750202,-0.11211769021455409
2006-10-27,5.83,6.733864113750202,-0.13422666369292457
2006-10-30,5.84,6.683864113750202,-0.1262539302697948
2006-10-31,5.79,6.733864113750202,-0.14016678949949113
2006-11-01,5.84,6.333864113750202,-0.07797200964227691
2006-11-02,5.44,6.543864113750202,-0.16868689425116923
2006-11-03,5.65,6.543864113750202,-0.1365957633307181
2006-11-06,5.65,6.623864113750202,-0.14702356464840494
2006-11-07,5.73,6.613864113750202,-0.13363808184577763
2006-11-08,5.72,6.503864113750202,-0.1205228307419568
2006-11-09,5.61,6.603864113750202,-0.15049735982314238
2006-11-10,5.71,6.443864113750202,-0.11388572148569209
2006-11-13,5.55,6.553864113750202,-0.15317133470070965
2006-11-14,5.66,6.753864113750202,-0.16196122624427733
2006-11-15,5.86,6.673864113750202,-0.12194795996421215
2006-11-16,5.78,6.713864113750202,-0.13909487858677672
2006-11-17,5.82,6.843864113750202,-0.14960322074383792
2006-11-20,5.95,6.883864113750202,-0.13565987043306849
2006-11-21,5.99,6.853864113750202,-0.12604044950601223
2006-11-22,5.96,6.843864113750202,-0.1291469408304594
2006-11-24,5.95,6.933864113750202,-0.1418926153743264
2006-11-27,6.04,6.723864113750202,-0.1017070098653109
2006-11-28,5.83,6.663864113750202,-0.1251322205129617
2006-11-29,5.77,6.763864113750202,-0.1469373271012031
2006-11-30,5.87,6.693864113750202,-0.12307750796103867
2006-12-01,5.8,6.733864113750202,-0.13868175804784955
2006-12-04,5.84,7.093864113750202,-0.17675333127960657
2006-12-05,6.2,7.263864113750202,-0.14645980391295454
2006-12-06,6.37,7.193864113750202,-0.11452316873423907
2006-12-07,6.3,7.253864113750202,-0.13149737833413322
2006-12-08,6.36,7.283864113750202,-0.12683708802394678
2006-12-11,6.39,7.083864113750202,-0.09794994689457281
2006-12-12,6.19,7.023864113750202,-0.11871871383698829
2006-12-13,6.13,7.113864113750202,-0.13830234848716283
2006-12-14,6.22,7.223864113750202,-0.1389649774612185
2006-12-15,6.33,7.203864113750202,-0.1213049135785661
2006-12-18,6.31,7.193864113750202,-0.12286360984506262
2006-12-19,6.3,7.243864113750202,-0.13029842897778443
2006-12-20,6.35,7.313864113750202,-0.13178589303267474
2006-12-21,6.42,7.143864113750202,-0.10132669130099203
2006-12-22,6.25,7.173864113750202,-0.12878193663850201
2006-12-26,6.28,7.243864113750202,-0.1330593863461088
2006-12-27,6.35,7.293864113750202,-0.12940522321643677
2006-12-28,6.4,7.203864113750202,-0.11158790630376347
2006-12-29,6.31,7.614869421420937,-0.1713580823527041
2007-01-03,6.19,7.574869421420937,-0.1828241972732455
2007-01-04,6.15,7.474869421420937,-0.17724315258594647
2007-01-05,6.05,7.544869421420937,-0.19813058887100077
2007-01-08,6.12,7.534869421420937,-0.1877762363603268
2007-01-09,6.11,7.6748694214209365,-0.20389525026358224
2007-01-10,6.25,7.684869421420937,-0.1867135721813773
2007-01-11,6.26,7.624869421420937,-0.17900233380869968
2007-01-12,6.2,7.774869421420937,-0.20255895450564532
2007-01-16,6.35,7.784869421420937,-0.18431515594503534
2007-01-17,6.36,7.764869421420937,-0.18092634211533876
2007-01-18,6.34,7.804869421420937,-0.18768660208465682
2007-01-19,6.38,7.314869421420937,-0.12780397947819222
2007-01-22,5.89,7.604869421420937,-0.22549623489794535
2007-01-23,6.18,7.764869421420937,-0.20410767205547076
2007-01-24,6.34,7.654869421420937,-0.17176902034951558
2007-01-25,6.23,7.684869421420937,-0.18931608875039685
2007-01-26,6.26,7.854869421420937,-0.20304213041041586
2007-01-29,6.43,7.964869421420937,-0.19270490703752374
2007-01-30,6.54,7.774869421420937,-0.15882831652692275
2007-01-31,6.35,7.324869421420937,-0.13309034814600484
2007-02-01,5.9,7.154869421420937,-0.1753867677394625
2007-02-02,5.73,7.084869421420937,-0.1912342120695295
2007-02-05,5.66,7.194869421420937,-0.21332832210286456
2007-02-06,5.77,7.414869421420937,-0.22183390265363911
2007-02-07,5.99,7.534869421420937,-0.20502935552260748
2007-02-08,6.11,7.434869421420937,-0.17819673034253913
2007-02-09,6.01,7.324869421420937,-0.17950755785157302
2007-02-12,5.9,7.284869421420937,-0.19010216124791068
2007-02-13,5.86,7.364869421420937,-0.20433076750064028
2007-02-14,5.94,7.374869421420937,-0.19456201044770172
2007-02-15,5.95,7.414869421420937,-0.19755835715583225
2007-02-16,5.99,7.524869421420937,-0.20397289779562766
2007-02-20,6.1,7.404869421420937,-0.17621774904580867
2007-02-21,5.98,7.404869421420937,-0.192423301523596
2007-02-22,5.98,7.3848694214209365,-0.19023618987031765
2007-02-23,5.96,7.374869421420937,-0.19185009802496678
2007-02-26,5.95,7.114869421420937,-0.16372323263078192
2007-02-27,5.69,7.164869421420937,-0.20584735529324416
2007-02-28,5.74,7.164869421420937,-0.19886886105153279
2007-03-01,5.74,7.024869421420937,-0.1829029615131328
2007-03-02,5.6,6.8848694214209365,-0.18662219176202743
2007-03-05,5.46,7.1748694214209365,-0.23901054091675966
2007-03-06,5.75,7.064869421420937,-0.18611376134344482
2007-03-07,5.64,7.194869421420937,-0.2161080806820065
2007-03-08,5.77,7.234869421420937,-0.20247351211118825
2007-03-09,5.81,7.264869421420937,-0.20026091826663273
2007-03-12,5.84,7.094869421420937,-0.17686998123351172
2007-03-13,5.67,7.254869421420937,-0.21845595411288943
2007-03-14,5.83,7.314869421420937,-0.2029932915921412
2007-03-15,5.89,7.274869421420937,-0.19036347475092452
2007-03-16,5.85,7.514869421420937,-0.2215433599784543
2007-03-19,6.09,7.544869421420937,-0.19282897292965195
2007-03-20,6.12,7.664869421420937,-0.20155195561499128
2007-03-21,6.24,7.6748694214209365,-0.1869568513330201
2007-03-22,6.25,7.824869421420937,-0.20126462648816346
2007-03-23,6.4,7.804869421420937,-0.17999909358703525
2007-03-26,6.38,7.6348694214209365,-0.1643602990642099
2007-03-27,6.21,7.604869421420937,-0.1834179318703294
2007-03-28,6.18,7.764869421420937,-0.20410767205547076
2007-03-29,6.34,7.834869421420937,-0.19079697963234543
2007-03-30,6.41,7.54821951904934,-0.15079311302179677
2007-04-02,6.4,7.68821951904934,-0.16755758805500776
2007-04-03,6.54,7.5682195190493395,-0.13586016056501704
2007-04-04,6.42,7.668219519049339,-0.16277827153337499
2007-04-05,6.52,7.748219519049339,-0.15851635540651732
2007-04-09,6.6,7.7782195190493395,-0.15147676356572448
2007-04-10,6.63,7.72821951904934,-0.14210511442413498
2007-04-11,6.58,7.72821951904934,-0.1485749099412983
2007-04-12,6.58,7.63821951904934,-0.13854269524595264
2007-04-13,6.49,7.708219519049339,-0.1580416224575274
2007-04-16,6.56,7.63821951904934,-0.1411611065066033
2007-04-17,6.49,7.4882195190493395,-0.13330532264845618
2007-04-18,6.34,7.5282195190493395,-0.15783539733966045
2007-04-19,6.38,7.58821951904934,-0.15922305832300265
2007-04-20,6.44,7.498219519049339,-0.14112943964376023
2007-04-23,6.35,7.408219519049339,-0.14284397436229535
2007-04-24,6.26,7.5282195190493395,-0.16846208002307161
2007-04-25,6.38,7.34821951904934,-0.13176246525288904
2007-04-26,6.2,7.30821951904934,-0.15164015204533676
2007-04-27,6.16,7.458219519049339,-0.1740656085186959
2007-04-30,6.31,6.908219519049339,-0.08659532566962524
2007-05-01,5.76,6.88821951904934,-0.16378971604044468
2007-05-02,5.74,6.708219519049339,-0.14433330875650163
2007-05-03,5.56,6.79821951904934,-0.18213879613326933
2007-05-04,5.65,6.75821951904934,-0.16398098876865574
2007-05-07,5.61,6.788219519049339,-0.17356827011014864
2007-05-08,5.64,6.75821951904934,-0.16546066843455198
2007-05-09,5.61,6.618219519049339,-0.15233999358095673
2007-05-10,5.47,6.71821951904934,-0.18579617940587467
2007-05-11,5.57,6.62821951904934,-0.15965366204424025
2007-05-14,5.48,6.498219519049339,-0.1566920778937151
2007-05-15,5.35,6.578219519049339,-0.18671002320500818
2007-05-16,5.43,6.75821951904934,-0.19653394141837188
2007-05-17,5.61,6.958219519049339,-0.19375926777796426
2007-05-18,5.81,7.158219519049339,-0.18834565152151028
2007-05-21,6.01,7.17821951904934,-0.162745025552528
2007-05-22,6.03,7.0282195190493395,-0.14203021353327927
2007-05-23,5.88,6.93821951904934,-0.15252032832687523
2007-05-24,5.79,7.0682195190493395,-0.18084038216476572
2007-05-25,5.92,7.00821951904934,-0.1552776016920423
2007-05-29,5.86,7.08821951904934,-0.17327616840146431
2007-05-30,5.94,7.12821951904934,-0.16669232981307058
2007-05-31,5.98,7.158219519049339,-0.16459672910475576
2007-06-01,6.01,7.13821951904934,-0.15805335154495148
2007-06-04,5.99,7.05821951904934,-0.15134404875993657
2007-06-05,5.91,6.97821951904934,-0.15307909361883554
2007-06-06,5.83,6.89821951904934,-0.1548543817864111
2007-06-07,5.75,6.9882195190493395,-0.1771866947902896
2007-06-08,5.84,6.79821951904934,-0.14095154126228293
2007-06-11,5.65,6.698219519049339,-0.15649226127454685
2007-06-12,5.55,6.7382195190493395,-0.17634028035005
2007-06-13,5.59,6.708219519049339,-0.1666939365764537
2007-06-14,5.56,6.79821951904934,-0.18213879613326933
2007-06-15,5.65,6.908219519049339,-0.18213369097200982
2007-06-18,5.76,6.87821951904934,-0.16257397949460806
2007-06-19,5.73,6.93821951904934,-0.1741397077062916
2007-06-20,5.79,6.918219519049339,-0.16307946227245074
2007-06-21,5.77,6.92821951904934,-0.1671741947357156
2007-06-22,5.78,6.89821951904934,-0.16210262894090155
2007-06-25,5.75,6.87821951904934,-0.164027844113541
2007-06-26,5.73,6.97821951904934,-0.17887363899085074
2007-06-27,5.83,6.93821951904934,-0.15972678812001406
2007-06-28,5.79,6.85821951904934,-0.15575755720304096
2007-06-29,5.71,6.40505486349321,-0.10851661356638853
2007-07-02,5.89,6.65505486349321,-0.11495846077693139
2007-07-03,6.14,7.3050548634932095,-0.1594861209483226
2007-07-05,6.79,7.29505486349321,-0.06923249693716027
2007-07-06,6.78,7.29505486349321,-0.07060328854697295
2007-07-09,6.78,7.0550548634932095,-0.03898692055769781
2007-07-10,6.54,7.00505486349321,-0.06638846840684143
2007-07-11,6.49,7.17505486349321,-0.09547729968989915
2007-07-12,6.66,7.2650548634932095,-0.08328290355157553
2007-07-13,6.75,7.28505486349321,-0.07344555031074251
2007-07-16,6.77,7.37505486349321,-0.08204072711218102
2007-07-17,6.86,7.605054863493209,-0.0979683745701454
2007-07-18,7.09,7.685054863493209,-0.07743013863439485
2007-07-19,7.17,7.40505486349321,-0.03174248777710298
2007-07-20,6.89,7.28505486349321,-0.054228124687558
2007-07-23,6.77,7.12505486349321,-0.049831877830500915
2007-07-24,6.61,6.99505486349321,-0.05504672529486354
2007-07-25,6.48,6.82505486349321,-0.050557082747991755
2007-07-26,6.31,6.96505486349321,-0.09404877295750091
2007-07-27,6.45,7.41505486349321,-0.1301480408789012
2007-07-30,6.9,8.19505486349321,-0.15802882165711118
2007-07-31,7.68,8.53505486349321,-0.10018153101165361
2007-08-01,8.02,8.26505486349321,-0.02964951443645214
2007-08-02,7.75,8.60505486349321,-0.09936657895358281
2007-08-03,8.09,8.39505486349321,-0.03633744727741717
2007-08-06,7.88,8.52505486349321,-0.0756657726926222
2007-08-07,8.01,8.85505486349321,-0.09543191730828493
2007-08-08,8.34,8.90505486349321,-0.06345327144582624
2007-08-09,8.39,8.82505486349321,-0.049297695053762136
2007-08-10,8.31,8.42505486349321,-0.013656274689884396
2007-08-13,7.91,8.19505486349321,-0.03478376511706516
2007-08-14,7.68,7.90505486349321,-0.028469740865752824
2007-08-15,7.39,8.06505486349321,-0.08370121157499777
2007-08-16,7.55,8.50505486349321,-0.11229261642892552
2007-08-17,7.99,8.57505486349321,-0.06822753589414077
2007-08-20,8.06,8.87505486349321,-0.09183660000186245
2007-08-21,8.36,8.87505486349321,-0.058033992061485185
2007-08-22,8.36,8.635054863493208,-0.03185328499255624
2007-08-23,8.12,8.70505486349321,-0.06720863597847981
2007-08-24,8.19,8.40505486349321,-0.02558637236590633
2007-08-27,7.89,8.29505486349321,-0.04883088420257098
2007-08-28,7.78,8.60505486349321,-0.09588025603340311
2007-08-29,8.09,8.50505486349321,-0.048800962504636725
2007-08-30,7.99,8.645054863493211,-0.075772204322197
2007-08-31,8.13,8.68505486349321,-0.06390919484300894
2007-09-04,8.17,8.57505486349321,-0.04723641655258193
2007-09-05,8.06,8.43505486349321,-0.04446383213420957
2007-09-06,7.92,8.495054863493209,-0.06769289577686655
2007-09-07,7.98,8.31505486349321,-0.04029496726043846
2007-09-10,7.8,8.28505486349321,-0.058545763605082235
2007-09-11,7.77,8.495054863493209,-0.08535022729624409
2007-09-12,7.98,8.36505486349321,-0.04603136139293795
2007-09-13,7.85,8.29505486349321,-0.05365303434603064
2007-09-14,7.78,8.19505486349321,-0.05064699021627894
2007-09-17,7.68,8.735054863493211,-0.12078399964064879
2007-09-18,8.22,8.665054863493209,-0.05136203642152015
2007-09-19,8.15,8.36505486349321,-0.025708721222110875
2007-09-20,7.85,8.40505486349321,-0.06603822015535588
2007-09-21,7.89,8.60505486349321,-0.08309707199274441
2007-09-24,8.09,8.52505486349321,-0.05103250013747629
2007-09-25,8.01,8.02505486349321,-0.0018759826255764223
2007-09-26,7.51,7.86505486349321,-0.0451433422468861
2007-09-27,7.35,7.99505486349321,-0.08068173070814577
2007-09-28,7.48,7.8798716176971295,-0.05074595591114339
2007-10-01,7.59,7.83987161769713,-0.031871901720059936
2007-10-02,7.55,7.60987161769713,-0.007867625198550776
2007-10-03,7.32,7.52987161769713,-0.027871871972408813
2007-10-04,7.24,7.60987161769713,-0.04860418628311347
2007-10-05,7.32,7.61987161769713,-0.039353893706119414
2007-10-08,7.33,7.76987161769713,-0.0566124692067308
2007-10-09,7.48,7.86987161769713,-0.049539768453200406
2007-10-10,7.58,7.95987161769713,-0.047723334739791956
2007-10-11,7.67,7.8798716176971295,-0.0266338879463196
2007-10-12,7.59,7.80987161769713,-0.028153038674656572
2007-10-15,7.52,7.67987161769713,-0.020816964873309862
2007-10-16,7.39,7.4198716176971296,-0.004025894144297992
2007-10-17,7.13,7.28987161769713,-0.021930649273578462
2007-10-18,7.0,7.01987161769713,-0.0028307665409483818
2007-10-19,6.73,7.11987161769713,-0.05475823703450855
2007-10-22,6.83,7.43987161769713,-0.08197340613330417
2007-10-23,7.15,7.23987161769713,-0.012413426983628795
2007-10-24,6.95,7.39987161769713,-0.060794516572590496
2007-10-25,7.11,7.73987161769713,-0.08138011181696281
2007-10-26,7.45,7.6298716176971295,-0.02357465848834539
2007-10-29,7.34,8.24987161769713,-0.11028918507596264
2007-10-30,7.96,8.06987161769713,-0.013615039111177785
2007-10-31,7.78,7.57987161769713,0.026402608434108688
2007-11-01,7.29,7.29987161769713,-0.0013523001792522527
2007-11-02,7.01,6.70987161769713,0.04472937775907493
2007-11-05,6.42,6.47987161769713,-0.009239630231811291
2007-11-06,6.19,6.49987161769713,-0.047673498173940065
2007-11-07,6.21,6.36987161769713,-0.02509809102792049
2007-11-08,6.08,6.11987161769713,-0.006515106882606925
2007-11-09,5.83,5.97987161769713,-0.02506268148861135
2007-11-12,5.69,6.31987161769713,-0.09966525521394143
2007-11-13,6.03,6.6698716176971296,-0.0959346227893445
2007-11-14,6.38,6.58987161769713,-0.03184760339389914
2007-11-15,6.3,6.73987161769713,-0.06526409442906045
2007-11-16,6.45,6.26987161769713,0.028729197866579126
2007-11-19,5.98,6.27987161769713,-0.047751233775555124
2007-11-20,5.99,6.13987161769713,-0.024409568640678225
2007-11-21,5.85,6.30987161769713,-0.07288129546207256
2007-11-23,6.02,6.10987161769713,-0.014709248134906594
2007-11-26,5.82,6.29987161769713,-0.07617165028396933
2007-11-27,6.01,6.33987161769713,-0.05203127722276368
2007-11-28,6.05,6.29987161769713,-0.03966296979690975
2007-11-29,6.01,6.49987161769713,-0.07536635283124082
2007-11-30,6.21,6.42987161769713,-0.034195335579013886
2007-12-03,6.14,6.26987161769713,-0.02071360079057427
2007-12-04,5.98,6.43987161769713,-0.07141005985792892
2007-12-05,6.15,6.24987161769713,-0.015979787075038887
2007-12-06,5.96,6.34987161769713,-0.06139834648161324
2007-12-07,6.06,6.46987161769713,-0.06335081156417433
2007-12-10,6.18,6.32987161769713,-0.02367688110421029
2007-12-11,6.04,6.31987161769713,-0.04428438339054597
2007-12-12,6.03,6.22987161769713,-0.0320827827541994
2007-12-13,5.94,5.94987161769713,-0.0016591312101201794
2007-12-14,5.66,5.65987161769713,2.268290016838037e-05
2007-12-17,5.37,5.81987161769713,-0.0772992339434353
2007-12-18,5.53,6.06987161769713,-0.08894283960192773
2007-12-19,5.78,5.77987161769713,2.2211964445295607e-05
2007-12-20,5.49,5.8798716176971295,-0.06630614459739237
2007-12-21,5.59,5.72987161769713,-0.024410951419073013
2007-12-24,5.44,5.57987161769713,-0.025067174888668053
2007-12-26,5.29,5.6698716176971296,-0.06699827497177402
2007-12-27,5.38,5.59987161769713,-0.03926368901070443
2007-12-28,5.31,5.74987161769713,-0.07650111984122909
