DE,dcf,Deviation
6.33,,
6.5,,
6.65,,
6.6,,
6.58,,
6.46,,
6.33,,
6.38,,
6.52,,
6.5,,
6.27,,
6.27,,
6.27,,
6.27,,
6.29,,
6.19,,
6.13,,
6.15,,
6.17,,
6.15,,
6.08,,
6.06,,
6.06,,
6.19,,
6.21,,
6.17,,
6.15,,
6.15,,
6.21,,
6.19,,
6.19,,
6.17,,
6.06,,
5.92,,
5.98,,
6.13,,
6.17,,
6.02,,
6.0,,
6.02,,
5.92,,
6.04,,
6.21,,
6.1,,
6.15,,
6.06,,
5.88,,
5.98,,
6.0,,
6.0,,
6.0,,
6.06,,
6.02,,
5.83,,
5.56,,
5.48,,
5.4,,
5.35,,
5.54,,
5.88,,
6.13,,
6.08,,
5.96,,
5.98,,
6.0,,
6.02,,
5.96,,
5.96,,
5.83,,
5.79,,
6.0,,
5.94,,
6.0,,
6.06,,
6.02,,
6.02,,
6.02,,
6.04,,
6.4,,
6.25,,
6.15,,
6.1,,
6.08,,
6.1,,
6.17,,
6.33,,
6.31,,
6.21,,
6.06,,
6.13,,
6.1,,
6.04,,
6.13,,
6.04,,
6.04,,
5.94,,
5.92,,
5.94,,
5.85,,
5.9,,
5.92,,
6.0,,
5.88,,
5.75,,
5.77,,
5.83,,
5.71,,
5.75,,
5.65,,
5.71,,
5.71,,
5.67,,
5.69,,
5.65,,
5.71,,
5.65,,
5.56,,
5.6,,
5.67,,
5.83,,
5.85,,
5.67,,
5.65,,
5.54,,
5.71,,
5.69,,
5.44,,
5.5,,
5.6,,
5.58,,
5.67,,
5.58,,
5.4,,
5.4,,
5.31,,
5.27,,
5.33,,
5.44,,
5.42,,
5.38,,
5.35,,
5.35,,
5.38,,
5.33,,
5.29,,
5.31,,
5.35,,
5.31,,
5.35,,
5.31,,
5.25,,
5.27,,
5.21,,
5.27,,
5.25,,
5.25,,
5.29,,
5.27,,
5.21,,
5.21,,
5.13,,
5.13,,
5.19,,
5.4,,
5.46,,
5.42,,
5.44,,
5.44,,
5.48,,
5.44,,
5.5,,
5.5,,
5.75,,
5.67,,
5.77,,
5.67,,
5.6,,
5.79,,
5.85,,
5.75,,
5.27,,
5.04,,
5.04,,
4.96,,
4.94,,
5.0,,
4.96,,
4.96,,
4.98,,
4.98,,
5.1,,
5.06,,
5.08,,
4.96,,
4.71,,
4.6,,
4.65,,
4.92,,
4.83,,
4.63,,
4.44,,
4.27,,
4.13,,
4.23,,
4.29,,
4.44,,
4.38,,
4.31,,
4.29,,
4.25,,
4.27,,
4.31,,
4.42,,
4.44,,
4.46,,
4.48,,
4.44,,
4.4,,
4.38,,
4.35,,
4.5,,
4.38,,
4.17,,
4.21,,
4.27,,
4.17,,
4.1,,
4.0,,
4.02,,
4.0,,
4.0,,
4.0,,
3.98,,
4.0,,
3.96,,
3.9,,
3.79,,
3.77,,
3.79,,
3.88,,
3.9,,
3.9,,
3.88,,
3.9,,
3.83,,
3.75,,
3.81,,
3.92,,
3.79,,
3.75,,
3.79,,
3.85,,
3.81,,
3.71,,
3.69,,
3.67,,
3.73,,
3.83,,
3.94,,
3.92,,
3.92,,
4.0,,
4.25,,
4.19,,
4.13,,
4.17,,
4.13,,
4.21,,
4.29,,
4.23,,
4.42,,
4.63,,
4.46,,
4.52,,
4.63,,
4.54,,
4.54,,
4.6,,
4.54,,
4.63,,
4.56,,
4.58,,
4.58,,
4.5,,
4.42,,
4.27,,
4.31,,
4.38,,
4.02,,
3.96,,
3.9,,
3.96,,
3.92,,
3.94,,
4.15,,
4.25,,
4.58,,
4.56,,
4.69,,
4.75,,
4.79,,
4.83,,
4.79,,
4.92,,
4.85,,
4.83,,
4.46,,
4.29,,
4.44,,
4.35,,
4.42,,
4.4,,
4.54,,
4.79,,
4.65,,
4.83,,
4.92,,
5.15,,
4.94,,
5.0,,
5.1,,
5.02,,
4.85,,
4.85,,
4.85,,
4.75,,
4.65,,
4.58,,
4.6,,
4.65,,
4.67,,
4.88,,
4.96,,
5.0,,
5.0,,
5.13,,
5.13,,
5.0,,
4.98,,
5.0,,
5.0,,
4.96,,
4.83,,
4.81,,
4.88,,
4.69,,
4.73,,
4.75,,
4.75,,
4.85,,
4.88,,
5.0,,
4.9,,
4.92,,
4.85,,
4.96,,
5.04,,
5.48,,
5.52,,
5.67,,
5.65,,
5.63,,
5.67,,
5.67,,
5.73,,
5.69,,
5.6,,
5.54,,
5.46,,
5.23,,
5.1,,
5.08,,
5.13,,
5.29,,
5.44,,
5.4,,
5.31,,
5.27,,
5.4,,
5.54,,
5.52,,
5.63,,
5.71,,
5.77,,
5.81,,
5.67,,
5.52,,
5.48,,
5.54,,
5.44,,
5.54,,
5.83,,
5.83,,
5.77,,
5.77,,
5.65,,
5.67,,
5.63,,
5.71,,
5.69,,
5.69,,
5.48,,
5.42,,
5.5,,
5.5,,
5.4,,
5.33,,
5.5,,
5.6,,
5.83,,
6.27,,
6.35,,
6.17,,
6.0,,
5.98,,
6.04,,
5.98,,
6.0,,
5.94,,
5.88,,
5.9,,
5.85,,
5.92,,
5.96,,
5.96,,
5.98,,
5.98,,
6.08,,
6.15,,
6.17,,
6.06,,
6.23,,
6.33,,
6.33,,
6.25,,
6.33,,
6.35,,
6.19,,
6.15,,
6.1,,
6.21,,
6.46,,
6.46,,
6.48,,
6.48,,
6.42,,
6.46,,
6.35,,
6.38,,
6.38,,
6.25,,
6.29,,
6.25,,
6.25,,
6.29,,
6.29,,
6.23,,
6.17,,
6.1,,
5.98,,
6.21,,
6.17,,
6.13,,
6.13,,
6.15,,
6.15,,
6.17,,
6.02,,
5.98,,
6.02,,
5.98,,
6.0,,
5.96,,
5.96,,
5.94,,
5.92,,
5.81,,
5.73,,
5.71,,
5.71,,
5.77,,
5.67,,
5.65,,
5.54,,
5.5,,
5.5,,
5.33,,
5.35,,
5.46,,
5.38,,
5.38,,
5.48,,
5.52,,
5.81,,
5.81,,
5.94,,
5.94,,
5.96,,
5.96,,
5.81,,
5.85,,
6.23,,
6.46,,
6.4,,
6.5,,
6.4,,
6.48,,
6.48,,
6.6,,
6.65,,
6.75,,
6.54,,
6.56,,
6.48,,
6.4,,
6.4,,
6.48,,
6.46,,
6.46,,
6.5,,
6.46,,
6.42,,
6.48,,
6.54,,
6.56,,
6.67,,
6.67,,
6.69,,
6.81,,
6.98,,
6.85,,
6.96,,
6.85,,
6.69,,
6.63,,
6.56,,
6.6,,
6.69,,
6.71,,
6.69,,
6.69,,
6.73,,
6.69,,
6.58,,
6.52,,
6.52,,
6.54,,
6.77,,
6.81,,
6.65,,
6.52,,
6.33,,
6.42,,
6.6,,
6.52,,
6.4,,
6.35,,
6.27,,
6.17,,
6.17,,
6.15,,
6.08,,
6.02,,
6.0,,
6.02,,
6.15,,
6.21,,
6.13,,
6.17,,
6.21,,
6.21,,
6.23,,
6.17,,
6.27,,
6.17,,
6.1,,
6.04,,
6.06,,
6.1,,
6.13,,
6.29,,
6.29,,
6.27,,
6.35,,
6.4,,
6.54,,
6.63,,
6.6,,
6.67,,
6.73,,
6.58,,
6.63,,
6.63,,
6.63,,
6.54,,
6.5,,
6.46,,
6.42,,
6.42,,
6.4,,
6.48,,
6.4,,
6.35,,
6.31,,
6.33,,
6.46,,
6.42,,
6.33,,
6.52,,
6.6,,
6.6,,
6.54,,
6.67,,
6.69,,
6.67,,
6.67,,
6.71,,
6.54,,
6.58,,
6.58,,
6.5,,
6.35,,
6.31,,
6.19,,
6.17,,
5.94,,
6.0,,
6.13,,
6.04,,
6.02,,
5.96,,
5.69,,
5.56,,
5.63,,
5.63,,
5.65,,
5.67,,
5.67,,
5.5,,
5.35,,
5.33,,
5.23,,
5.29,,
5.21,,
5.23,,
5.5,,
5.63,,
5.58,,
5.73,,
5.71,,
5.69,,
5.67,,
5.69,,
5.67,,
5.65,,
5.69,,
5.63,,
5.63,,
5.65,,
5.79,,
5.58,,
5.58,,
5.52,,
5.56,,
5.54,,
5.5,,
5.5,,
5.58,,
5.52,,
5.52,,
5.56,,
5.52,,
5.48,,
5.38,,
5.5,,
5.5,,
5.54,,
5.46,,
5.58,,
5.58,,
5.4,,
5.44,,
5.44,,
5.33,,
5.21,,
5.15,,
5.13,,
5.27,,
5.35,,
5.31,,
5.42,,
5.21,,
5.13,,
5.1,,
5.1,,
5.06,,
5.02,,
5.17,,
5.13,,
5.08,,
4.98,,
4.96,,
4.96,,
5.0,,
5.0,,
4.98,,
4.88,,
4.9,,
4.94,,
4.88,,
4.92,,
4.94,,
4.96,,
4.92,,
4.83,,
4.85,,
4.77,,
4.81,,
4.58,,
4.5,,
4.48,,
4.56,,
4.58,,
4.75,,
4.65,,
4.79,,
4.92,,
4.88,,
4.75,,
4.56,,
4.56,,
4.54,,
4.56,,
4.5,,
4.46,,
4.44,,
4.33,,
4.4,,
4.38,,
4.38,,
4.33,,
4.35,,
4.38,,
4.33,,
4.29,,
4.21,,
4.17,,
4.25,,
4.19,,
4.17,,
4.17,,
4.21,,
4.21,,
4.1,,
4.29,,
4.71,,
4.83,,
4.69,,
4.58,,
4.5,,
4.44,,
4.65,,
4.75,,
4.75,,
4.69,,
4.69,,
4.69,,
4.63,,
4.69,,
4.48,,
4.44,,
4.46,,
4.63,,
4.67,,
4.71,,
4.69,,
4.67,,
4.58,,
4.58,,
4.54,,
4.52,,
4.65,,
4.71,,
4.83,,
4.92,,
4.94,,
4.96,,
4.98,,
5.0,,
5.02,,
5.08,,
4.98,,
4.98,,
4.98,,
5.02,,
5.06,,
5.02,,
4.94,,
4.83,,
4.88,,
4.83,,
4.75,,
4.67,,
4.69,,
4.71,,
4.73,,
4.69,,
4.67,,
4.67,,
4.81,,
4.98,,
5.02,,
5.04,,
5.04,,
5.0,,
4.94,,
4.92,,
4.88,,
4.88,,
5.06,,
5.08,,
5.17,,
5.27,,
5.23,,
5.25,,
5.23,,
5.17,,
5.06,,
5.06,,
4.94,,
4.9,,
4.81,,
4.73,,
4.77,,
4.77,,
4.77,,
4.9,,
4.81,,
4.77,,
4.81,,
4.77,,
4.79,,
4.81,,
4.85,,
4.83,,
4.81,,
4.83,,
4.79,,
4.83,,
4.83,,
4.83,,
4.98,,
5.06,,
5.02,,
4.96,,
5.27,,
5.13,,
5.13,,
5.0,,
4.96,,
4.96,,
5.02,,
4.98,,
4.98,,
4.94,,
4.92,,
4.98,,
5.08,,
5.25,,
5.33,,
5.33,,
5.38,,
5.38,,
5.48,,
5.4,,
5.48,,
5.44,,
5.44,,
5.38,,
5.38,,
5.33,,
5.33,,
5.33,,
5.38,,
5.29,,
5.13,,
5.13,,
5.25,,
5.17,,
5.06,,
5.08,,
5.02,,
5.08,,
5.08,,
5.1,,
5.15,,
5.08,,
5.13,,
5.23,,
5.23,,
5.19,,
5.27,,
5.27,,
5.31,,
5.25,,
5.19,,
5.25,,
5.23,,
5.21,,
5.25,,
5.21,,
5.19,,
5.21,,
5.25,,
5.25,,
5.21,,
5.19,,
5.1,,
5.1,,
5.1,,
5.08,,
5.15,,
5.1,,
5.02,,
5.02,,
5.0,,
4.88,,
4.9,,
4.83,,
4.85,,
4.77,,
4.73,,
4.75,,
4.79,,
4.79,,
4.75,,
4.6,,
4.65,,
4.65,,
4.69,,
4.67,,
4.67,,
4.58,,
4.5,,
4.48,,
4.48,,
4.44,,
4.38,,
4.48,,
4.6,,
4.75,,
4.81,,
4.73,,
4.75,,
4.77,,
4.98,,
4.96,,
4.94,,
4.9,,
4.85,,
4.96,,
4.94,,
4.92,,
4.88,,
4.92,,
4.88,,
4.92,,
4.9,,
4.9,,
4.88,,
4.85,,
4.83,,
4.85,,
4.9,,
4.94,,
4.9,,
4.94,,
4.94,,
4.96,,
4.98,,
4.94,,
4.96,,
4.96,,
5.04,,
5.02,,
5.04,,
5.04,,
5.02,,
5.0,,
5.02,,
5.04,,
5.1,,
5.21,,
5.27,,
5.17,,
5.19,,
5.19,,
5.08,,
5.15,,
5.17,,
5.1,,
5.1,,
5.08,,
5.02,,
5.0,,
4.83,,
4.9,,
4.98,,
5.0,,
5.0,,
4.94,,
4.96,,
4.9,,
4.9,,
4.9,,
4.9,,
4.9,,
4.88,,
4.83,,
4.81,,
4.81,,
4.77,,
4.69,,
4.69,,
4.71,,
4.71,,
4.71,,
4.69,,
4.71,,
4.56,,
4.44,,
4.42,,
4.46,,
4.44,,
4.38,,
4.35,,
4.27,,
4.29,,
4.29,,
4.33,,
4.35,,
4.35,,
4.38,,
4.46,,
4.29,,
4.25,,
4.23,,
4.1,,
4.08,,
4.19,,
4.25,,
4.27,,
4.27,,
4.33,,
4.25,,
4.23,,
4.25,,
4.25,,
4.27,,
4.21,,
4.21,,
4.19,,
4.17,,
4.19,,
4.21,,
4.21,,
4.23,,
4.21,,
4.21,,
4.21,,
4.19,,
4.08,,
4.1,,
4.17,,
4.23,,
4.23,,
4.25,,
4.48,,
4.5,,
4.58,,
4.6,,
4.58,,
4.5,,
4.56,,
4.54,,
4.69,,
4.67,,
4.56,,
4.5,,
4.71,,
4.79,,
4.75,,
4.58,,
4.6,,
4.5,,
4.4,,
4.38,,
4.33,,
4.31,,
4.29,,
4.4,,
4.54,,
4.5,,
4.42,,
4.58,,
4.5,,
4.5,,
4.46,,
4.52,,
4.6,,
4.67,,
4.79,,
4.79,,
4.79,,
4.77,,
4.85,,
4.77,,
4.71,,
4.63,,
4.58,,
4.63,,
4.77,,
5.0,,
4.96,,
4.94,,
4.9,,
4.85,,
4.77,,
4.81,,
4.77,,
4.79,,
4.81,,
4.65,,
4.69,,
4.75,,
4.67,,
4.63,,
4.69,,
4.67,,
4.58,,
4.58,,
4.83,,
5.15,,
5.4,,
5.31,,
5.08,,
5.17,,
5.17,,
5.17,,
5.23,,
5.19,,
5.23,,
5.0,,
4.98,,
5.25,,
5.33,,
5.65,,
5.52,,
5.5,,
5.6,,
5.65,,
5.67,,
5.83,,
5.83,,
5.79,,
5.67,,
5.75,,
5.67,,
5.73,,
5.56,,
5.56,,
5.71,,
5.79,,
5.56,,
5.58,,
5.5,,
5.35,,
5.4,,
5.6,,
5.56,,
5.58,,
5.52,,
5.5,,
5.42,,
5.54,,
5.67,,
5.71,,
5.69,,
5.56,,
5.44,,
5.4,,
5.46,,
5.52,,
5.67,,
5.71,,
5.71,,
5.63,,
5.65,,
5.52,,
5.5,,
5.65,,
5.79,,
5.77,,
5.73,,
5.56,,
5.56,,
5.4,,
5.4,,
5.4,,
5.13,,
5.02,,
5.0,,
5.02,,
4.94,,
4.96,,
4.94,,
4.94,,
5.0,,
4.94,,
4.98,,
4.92,,
4.92,,
4.85,,
4.83,,
4.73,,
4.75,,
4.77,,
4.71,,
4.67,,
4.75,,
4.83,,
4.71,,
4.79,,
4.79,,
4.77,,
4.77,,
4.75,,
4.71,,
4.63,,
4.6,,
4.5,,
4.5,,
4.48,,
4.4,,
4.29,,
4.19,,
4.08,,
4.15,,
4.08,,
3.96,,
3.9,,
3.94,,
3.96,,
3.94,,
3.92,,
3.92,,
3.85,,
3.75,,
3.67,,
3.67,,
3.6,,
3.65,,
3.63,,
3.6,,
3.63,,
3.81,,
3.88,,
4.0,,
4.17,,
4.5,,
4.31,,
4.19,,
3.94,,
4.0,,
4.0,,
3.94,,
4.0,,
4.1,,
4.19,,
4.19,,
4.17,,
4.21,,
4.29,,
4.31,,
4.33,,
4.33,,
4.38,,
4.08,,
4.02,,
4.13,,
4.17,,
4.13,,
4.06,,
4.06,,
4.0,,
3.96,,
3.92,,
3.88,,
3.92,,
3.81,,
3.81,,
3.88,,
3.85,,
3.9,,
3.83,,
3.85,,
3.83,,
3.96,,
4.08,,
3.94,,
3.81,,
3.81,,
3.81,,
3.88,,
3.88,,
3.98,,
4.02,,
4.13,,
4.0,,
3.88,,
3.83,,
3.88,,
3.94,,
3.94,,
4.02,,
3.94,,
3.98,,
3.94,,
4.0,,
3.98,,
3.98,,
3.92,,
3.9,,
3.88,,
3.81,,
3.77,,
3.92,,
3.88,,
3.98,,
3.94,,
3.96,,
3.88,,
3.85,,
3.79,,
3.98,,
4.0,,
4.1,,
4.08,,
3.98,,
3.9,,
3.96,,
3.92,,
3.88,,
3.92,,
3.92,,
3.9,,
3.88,,
3.94,,
3.96,,
3.92,,
3.92,,
3.9,,
3.92,,
3.88,,
3.81,,
3.81,,
3.77,,
4.0,,
3.88,,
3.96,,
4.13,,
4.06,,
4.08,,
4.08,,
4.25,,
4.33,,
4.35,,
4.38,,
4.27,,
4.35,,
4.21,,
4.23,,
4.27,,
4.42,,
4.5,,
4.54,,
4.58,,
4.56,,
4.44,,
4.33,,
4.33,,
4.46,,
4.5,,
4.58,,
4.67,,
4.88,,
5.17,,
4.98,,
4.96,,
4.9,,
4.94,,
4.9,,
4.9,,
4.94,,
4.96,,
4.88,,
4.81,,
4.83,,
4.83,,
4.88,,
4.83,,
4.75,,
4.69,,
4.71,,
4.6,,
4.69,,
4.77,,
4.85,,
4.85,,
4.81,,
4.71,,
4.67,,
4.73,,
4.81,,
4.6,,
4.5,,
4.52,,
4.63,,
4.65,,
4.9,,
4.85,,
4.77,,
4.79,,
4.67,,
4.6,,
4.5,,
4.52,,
4.65,,
4.73,,
4.79,,
4.88,,
4.6,,
4.54,,
4.42,,
4.42,,
4.4,,
4.52,,
4.73,,
4.75,,
4.92,,
5.1,,
5.33,,
5.38,,
5.33,,
5.29,,
5.33,,
5.35,,
5.31,,
5.33,,
5.31,,
5.13,,
4.94,,
4.96,,
5.08,,
4.94,,
4.79,,
4.88,,
4.73,,
4.77,,
4.73,,
4.79,,
4.9,,
4.88,,
4.9,,
4.85,,
4.77,,
4.85,,
4.79,,
4.79,,
4.85,,
5.0,,
5.0,,
5.0,,
4.96,,
5.08,,
5.19,,
5.13,,
4.88,,
4.83,,
4.73,,
4.88,,
4.9,,
4.77,,
4.79,,
4.85,,
4.85,,
5.06,,
5.19,,
5.27,,
5.23,,
5.31,,
5.44,,
5.5,,
5.44,,
5.4,,
5.29,,
5.21,,
5.23,,
5.23,,
5.4,,
5.48,,
5.67,,
5.67,,
5.65,,
5.9,,
5.96,,
5.96,,
5.98,,
6.0,,
5.92,,
5.88,,
5.88,,
5.85,,
5.79,,
5.73,,
5.9,,
6.0,,
5.83,,
5.83,,
5.63,,
5.5,,
5.58,,
5.83,,
5.75,,
5.63,,
5.63,,
5.63,,
5.77,,
5.96,,
5.94,,
6.13,,
6.17,,
5.96,,
6.13,,
6.1,,
6.1,,
6.1,,
6.15,,
6.5,,
6.69,,
6.6,,
6.58,,
6.63,,
6.5,,
6.71,,
6.67,,
6.65,,
6.5,,
6.63,,
6.67,,
6.58,,
6.44,,
6.52,,
6.83,,
7.0,,
6.5,,
5.5,,
5.17,,
5.58,,
5.38,,
5.15,,
4.29,,
3.96,,
4.17,,
4.6,,
4.69,,
4.77,,
4.65,,
4.67,,
5.25,,
5.15,,
4.98,,
5.04,,
5.0,,
5.15,,
5.08,,
5.13,,
5.0,,
5.04,,
4.85,,
5.08,,
5.13,,
5.6,,
5.83,,
5.58,,
5.46,,
5.38,,
5.42,,
5.15,,
5.13,,
5.42,,
5.73,,
6.0,,
6.0,,
5.94,,
6.04,,
6.04,,
6.15,,
6.02,,
6.0,,
6.0,,
6.08,,
6.1,,
6.1,,
5.83,,
5.71,,
5.75,,
5.79,,
5.98,,
6.23,,
6.23,,
6.29,,
5.85,,
5.9,,
5.85,,
5.9,,
5.92,,
6.15,,
6.1,,
6.04,,
5.81,,
5.65,,
5.69,,
5.79,,
5.88,,
5.79,,
5.83,,
6.13,,
6.21,,
6.13,,
6.15,,
6.4,,
6.44,,
6.31,,
6.29,,
6.5,,
6.52,,
6.42,,
6.44,,
6.5,,
6.48,,
6.65,,
6.79,,
6.94,,
7.19,,
7.15,,
7.17,,
7.21,,
7.23,,
7.27,,
7.31,,
7.46,,
7.38,,
7.27,,
7.29,,
7.25,,
7.25,,
7.31,,
7.35,,
7.46,,
7.5,,
7.63,,
7.65,,
7.56,,
7.56,,
7.5,,
7.54,,
7.6,,
7.73,,
7.79,,
7.69,,
7.52,,
7.33,,
7.5,,
7.65,,
7.83,,
7.85,,
7.92,,
7.94,,
7.67,,
7.65,,
7.46,,
7.44,,
7.38,,
7.46,,
7.6,,
7.71,,
7.77,,
7.79,,
7.83,,
7.83,,
7.77,,
7.9,,
7.92,,
7.75,,
7.77,,
7.65,,
7.54,,
7.44,,
7.44,,
7.58,,
7.71,,
7.81,,
7.65,,
7.63,,
7.63,,
7.52,,
7.85,,
7.96,,
8.02,,
7.96,,
8.0,,
8.17,,
8.29,,
8.25,,
8.29,,
8.19,,
8.23,,
8.23,,
8.27,,
8.21,,
8.33,,
8.13,,
7.79,,
7.56,,
7.33,,
7.46,,
7.83,,
7.98,,
7.83,,
7.4,,
7.58,,
7.63,,
7.67,,
7.52,,
7.56,,
7.52,,
7.44,,
7.42,,
7.4,,
7.19,,
7.25,,
7.27,,
7.13,,
6.96,,
7.1,,
7.23,,
7.29,,
7.25,,
7.31,,
7.38,,
7.44,,
7.48,,
7.73,,
7.71,,
7.63,,
7.63,,
7.5,,
7.46,,
7.5,,
7.35,,
7.1,,
7.13,,
7.27,,
7.19,,
7.33,,
7.25,,
7.15,,
7.13,,
6.92,,
7.1,,
7.33,,
7.38,,
7.33,,
7.29,,
7.25,,
7.17,,
7.0,,
7.29,,
7.33,,
7.23,,
7.19,,
7.23,,
7.13,,
7.13,,
7.21,,
7.23,,
7.38,,
7.44,,
7.56,,
7.6,,
7.5,,
7.5,,
7.35,,
7.4,,
7.35,,
7.4,,
7.4,,
7.52,,
7.48,,
7.5,,
7.56,,
7.94,,
8.17,,
8.02,,
7.83,,
7.98,,
7.83,,
7.88,,
8.0,,
7.9,,
8.06,,
8.23,,
8.33,,
8.19,,
8.15,,
8.0,,
8.08,,
7.96,,
7.94,,
7.88,,
7.83,,
7.79,,
7.67,,
7.77,,
7.73,,
7.73,,
7.58,,
7.58,,
7.65,,
7.71,,
7.73,,
7.92,,
7.88,,
7.85,,
8.15,,
7.96,,
8.06,,
8.17,,
8.19,,
8.17,,
8.02,,
8.19,,
8.04,,
7.94,,
7.75,,
7.63,,
7.71,,
7.75,,
7.85,,
7.79,,
7.83,,
7.81,,
7.96,,
7.9,,
7.94,,
7.94,,
7.92,,
7.9,,
7.83,,
8.0,,
7.83,,
7.79,,
7.85,,
7.94,,
7.88,,
7.96,,
7.92,,
7.94,,
8.04,,
8.15,,
7.98,,
8.02,,
7.81,,
7.77,,
7.52,,
7.6,,
7.58,,
7.65,,
7.88,,
7.96,,
7.98,,
8.0,,
7.96,,
7.92,,
7.77,,
7.92,,
7.9,,
7.79,,
7.54,,
7.54,,
7.58,,
7.6,,
7.85,,
7.73,,
7.92,,
7.96,,
8.08,,
7.9,,
7.98,,
7.94,,
7.94,,
8.04,,
8.08,,
8.23,,
8.21,,
8.19,,
8.17,,
8.19,,
8.33,,
8.67,,
8.71,,
8.79,,
8.71,,
8.46,,
8.42,,
8.38,,
8.29,,
8.4,,
8.44,,
8.52,,
8.58,,
8.77,,
8.79,,
8.67,,
8.67,,
8.75,,
8.94,,
8.96,,
8.96,,
8.9,,
8.83,,
9.06,,
9.02,,
9.04,,
9.0,,
8.88,,
8.92,,
8.94,,
8.71,,
8.75,,
8.81,,
8.88,,
8.88,,
8.81,,
8.85,,
8.96,,
9.08,,
8.92,,
8.81,,
8.85,,
8.94,,
9.23,,
9.54,,
9.42,,
9.5,,
9.42,,
9.58,,
9.69,,
9.69,,
9.48,,
9.52,,
9.67,,
9.79,,
10.0,,
10.13,,
10.31,,
10.17,,
10.13,,
10.0,,
9.9,,
9.98,,
9.94,,
9.88,,
9.85,,
9.83,,
9.81,,
9.79,,
9.83,,
9.67,,
9.71,,
9.79,,
9.69,,
9.67,,
9.6,,
9.54,,
9.31,,
9.38,,
9.4,,
9.44,,
9.67,,
9.79,,
9.83,,
9.81,,
9.54,,
9.56,,
9.58,,
9.6,,
9.85,,
9.83,,
9.75,,
9.67,,
9.48,,
9.42,,
9.69,,
9.65,,
9.88,,
9.9,,
9.94,,
9.96,,
10.0,,
10.35,,
10.42,,
10.13,,
10.04,,
10.19,,
10.17,,
10.19,,
10.21,,
10.17,,
10.17,,
10.17,,
10.02,,
9.98,,
10.15,,
10.33,,
10.46,,
10.33,,
10.42,,
10.52,,
10.71,,
10.6,,
10.42,,
10.35,,
10.38,,
10.29,,
10.25,,
10.19,,
9.98,,
10.0,,
10.1,,
10.15,,
10.15,,
10.08,,
10.15,,
10.02,,
9.92,,
9.85,,
10.0,,
9.94,,
10.0,,
9.94,,
9.94,,
10.04,,
10.23,,
10.33,,
10.31,,
10.02,,
10.04,,
9.5,,
9.52,,
9.42,,
9.54,,
9.69,,
9.63,,
9.54,,
9.35,,
9.46,,
9.1,,
9.04,,
9.02,,
9.15,,
8.98,,
8.96,,
8.92,,
8.92,,
8.83,,
9.0,,
9.1,,
9.19,,
9.38,,
9.38,,
9.48,,
9.54,,
9.69,,
9.56,,
9.67,,
9.85,,
9.94,,
9.94,,
10.02,,
10.0,,
10.02,,
9.98,,
9.94,,
9.48,,
9.58,,
9.69,,
9.83,,
9.75,,
10.0,,
10.06,,
10.0,,
10.1,,
10.0,,
9.98,,
9.83,,
9.88,,
9.92,,
9.98,,
9.92,,
10.13,,
10.25,,
10.46,,
10.65,,
10.65,,
10.48,,
10.65,,
10.56,,
10.58,,
10.65,,
10.5,,
10.4,,
10.42,,
10.31,,
10.33,,
10.5,,
10.4,,
10.44,,
10.77,,
10.63,,
10.46,,
10.67,,
10.9,,
10.96,,
11.04,,
11.13,,
11.02,,
11.15,,
11.29,,
11.23,,
11.21,,
11.13,,
11.17,,
11.21,,
11.21,,
11.1,,
11.08,,
11.17,,
11.48,,
11.29,,
11.42,,
11.65,,
11.77,,
11.65,,
11.65,,
11.5,,
11.63,,
11.81,,
11.81,,
11.98,,
11.92,,
11.88,,
11.98,,
12.06,,
12.27,,
12.21,,
12.13,,
12.02,,
11.81,,
11.9,,
11.98,,
12.08,,
12.25,,
12.23,,
12.15,,
12.0,,
12.21,,
12.4,,
12.42,,
12.42,,
12.4,,
12.4,,
12.33,,
12.48,,
12.71,,
13.0,,
12.85,,
12.73,,
12.58,,
12.42,,
12.38,,
12.54,,
12.48,,
12.4,,
12.5,,
12.46,,
12.54,,
12.67,,
12.96,,
12.94,,
12.96,,
12.79,,
12.71,,
12.75,,
12.85,,
12.5,,
12.6,,
12.79,,
12.88,,
12.92,,
12.65,,
12.17,,
12.1,,
12.33,,
12.54,,
12.35,,
12.33,,
12.38,,
12.35,,
12.17,,
12.04,,
12.06,,
12.08,,
12.19,,
12.27,,
12.19,,
11.98,,
12.1,,
11.98,,
11.83,,
11.96,,
12.23,,
11.94,,
11.79,,
11.58,,
11.63,,
12.08,,
12.21,,
12.13,,
12.27,,
12.17,,
12.21,,
12.23,,
12.48,,
12.48,,
12.6,,
12.65,,
12.79,,
12.88,,
12.73,,
12.73,,
12.69,,
12.42,,
12.42,,
12.5,,
12.6,,
12.29,,
12.21,,
12.13,,
12.19,,
12.06,,
11.63,,
11.08,,
11.04,,
11.13,,
11.1,,
11.04,,
10.98,,
11.0,,
10.71,,
10.1,,
9.54,,
9.31,,
8.67,,
8.67,,
8.6,,
8.94,,
9.31,,
9.33,,
9.4,,
9.29,,
9.46,,
9.52,,
9.63,,
9.33,,
9.38,,
9.17,,
9.02,,
9.02,,
8.92,,
8.52,,
8.52,,
8.46,,
8.42,,
8.33,,
8.19,,
7.94,,
8.13,,
7.56,,
7.69,,
7.88,,
7.77,,
8.0,,
7.88,,
7.92,,
7.58,,
7.35,,
6.92,,
6.85,,
6.81,,
6.67,,
6.67,,
6.4,,
6.42,,
6.73,,
6.96,,
7.17,,
7.27,,
6.85,,
6.56,,
