date,YUM,dcf,Deviation
2005-10-27,17.53,18.931728973039405,-0.0740412550293531
2005-10-28,18.01,19.211728973039403,-0.06255183876088588
2005-10-31,18.29,19.031728973039403,-0.03897328372478126
2005-11-01,18.11,19.1417289730394,-0.05389946616068808
2005-11-02,18.22,19.3517289730394,-0.058482059903593786
2005-11-03,18.43,19.671728973039404,-0.06312251326465634
2005-11-04,18.75,19.211728973039403,-0.024033702208029584
2005-11-07,18.29,19.191728973039403,-0.046985291127555784
2005-11-08,18.27,18.731728973039402,-0.0246495651151033
2005-11-09,17.81,18.701728973039405,-0.047681632769084104
2005-11-10,17.78,18.3517289730394,-0.031153956876724176
2005-11-11,17.43,18.4117289730394,-0.05332084642767454
2005-11-14,17.49,18.021728973039405,-0.02950488123724837
2005-11-15,17.1,17.711728973039403,-0.034538072142508924
2005-11-16,16.79,18.001728973039402,-0.06731181070741421
2005-11-17,17.08,18.401728973039404,-0.07182634713161395
2005-11-18,17.48,18.521728973039405,-0.056243613895644695
2005-11-21,17.6,18.6017289730394,-0.05385139061488664
2005-11-22,17.68,18.751728973039402,-0.05715360831954741
2005-11-23,17.83,18.551728973039403,-0.038903596214038494
2005-11-25,17.63,18.571728973039402,-0.05070766294331086
2005-11-28,17.65,18.571728973039402,-0.04963075728584443
2005-11-29,17.65,18.461728973039403,-0.04396819898205706
2005-11-30,17.54,18.6017289730394,-0.057076897237790525
2005-12-01,17.68,18.501728973039402,-0.04441363151718525
2005-12-02,17.58,18.511728973039403,-0.050331817973155335
2005-12-05,17.59,18.4117289730394,-0.04463073371559345
2005-12-06,17.49,18.231728973039402,-0.04068341374184825
2005-12-07,17.31,18.3517289730394,-0.05676462280855443
2005-12-08,17.43,18.221728973039404,-0.04344971732434588
2005-12-09,17.3,18.111728973039405,-0.04481786218464956
2005-12-12,17.19,18.1617289730394,-0.053504210666390994
2005-12-13,17.24,18.231728973039402,-0.05439577203598989
2005-12-14,17.31,18.181728973039405,-0.047945328760099826
2005-12-15,17.26,18.291728973039405,-0.05640412530494476
2005-12-16,17.37,17.901728973039404,-0.02970266022014989
2005-12-19,16.98,18.181728973039405,-0.06609541781320005
2005-12-20,17.26,18.171728973039404,-0.050172934803952574
2005-12-21,17.25,18.321728973039402,-0.058494969258439666
2005-12-22,17.4,18.281728973039403,-0.048230064800748096
2005-12-23,17.36,17.971728973039404,-0.034038404093290064
2005-12-27,17.05,18.001728973039402,-0.05286875357721332
2005-12-28,17.08,18.001728973039402,-0.05120224698526721
2005-12-29,17.08,17.771728973039405,-0.0389229980993292
2005-12-30,16.85,17.721728973039404,-0.049189837761630995
2006-01-03,16.8,17.8717289730394,-0.05996783941028694
2006-01-04,16.95,18.591728973039405,-0.08830426559144344
2006-01-05,17.67,18.541728973039405,-0.04701443831408281
2006-01-06,17.62,18.681728973039405,-0.05683247918710532
2006-01-09,17.76,18.6617289730394,-0.04831969076081455
2006-01-10,17.74,18.481728973039402,-0.04013309437236179
2006-01-11,17.56,18.201728973039405,-0.03525648436969597
2006-01-12,17.28,18.191728973039403,-0.05011777464311429
2006-01-13,17.27,17.981728973039402,-0.03958067514567265
2006-01-17,17.06,18.081728973039404,-0.056506154614021975
2006-01-18,17.16,18.171728973039404,-0.055675988484115146
2006-01-19,17.25,17.821728973039402,-0.032080443704665784
2006-01-20,16.9,17.921728973039404,-0.057010625178879004
2006-01-23,17.0,18.011728973039403,-0.05617056388944086
2006-01-24,17.09,18.491728973039404,-0.0758030238861438
2006-01-25,17.57,18.471728973039404,-0.04881670656577586
2006-01-26,17.55,18.981728973039402,-0.07542668926908347
2006-01-27,18.06,18.801728973039403,-0.039450040690566346
2006-01-30,17.88,18.701728973039405,-0.04393866333022034
2006-01-31,17.78,18.961728973039403,-0.06232179432158502
2006-02-01,18.04,18.8917289730394,-0.045084755040415425
2006-02-02,17.97,19.051728973039403,-0.056778519921744985
2006-02-03,18.13,19.311728973039404,-0.061192292761004796
2006-02-06,18.39,19.091728973039405,-0.03675565340521847
2006-02-07,18.17,18.8917289730394,-0.038203436756338416
2006-02-08,17.97,18.631728973039404,-0.035516240816777955
2006-02-09,17.71,18.921728973039404,-0.06403901962478864
2006-02-10,18.0,18.931728973039405,-0.04921520767417897
2006-02-13,18.01,19.091728973039405,-0.05665956051266907
2006-02-14,18.17,19.1017289730394,-0.04877720620758785
2006-02-15,18.18,19.071728973039402,-0.04675658794753157
2006-02-16,18.15,18.8917289730394,-0.03926210110773509
2006-02-17,17.97,18.581728973039404,-0.03292099319320474
2006-02-21,17.66,18.6617289730394,-0.05367825106058477
2006-02-22,17.74,18.8517289730394,-0.05897225525729388
2006-02-23,17.93,18.801728973039403,-0.04636429842645917
2006-02-24,17.88,18.691728973039403,-0.043427174351298725
2006-02-27,17.77,18.071728973039402,-0.016696187370314197
2006-02-28,17.15,18.481728973039402,-0.07205651457080076
2006-03-01,17.56,18.211728973039403,-0.03578622183562152
2006-03-02,17.29,18.02154855722664,-0.04059299093547042
2006-03-03,17.47,17.931548557226645,-0.025739470060472613
2006-03-06,17.38,17.631548557226644,-0.014266957687249948
2006-03-07,17.08,18.041548557226644,-0.053296342837571564
2006-03-08,17.49,18.161548557226645,-0.0369763930157504
2006-03-09,17.61,18.081548557226647,-0.02607899183713358
2006-03-10,17.53,17.961548557226642,-0.0240262444995597
2006-03-13,17.41,18.151548557226644,-0.040853184227712225
2006-03-14,17.6,18.071548557226645,-0.02609342280399518
2006-03-15,17.52,18.531548557226643,-0.05458521472735611
2006-03-16,17.98,18.681548557226645,-0.03755301949822898
2006-03-17,18.13,18.561548557226647,-0.023249598808857574
2006-03-20,18.01,18.391548557226645,-0.020745863570945544
2006-03-21,17.84,18.431548557226645,-0.03209434928324084
2006-03-22,17.88,18.081548557226647,-0.011146642478588764
2006-03-23,17.53,18.09154855722664,-0.031039275352818252
2006-03-24,17.54,18.201548557226644,-0.03634572932883706
2006-03-27,17.65,18.111548557226644,-0.02548366064714458
2006-03-28,17.56,17.941548557226646,-0.021266199849452994
2006-03-29,17.39,18.081548557226647,-0.038246091314466324
2006-03-30,17.53,18.111548557226644,-0.03210926748693732
2006-03-31,17.56,17.77154855722664,-0.01190377735206527
2006-04-03,17.22,17.811548557226647,-0.03321151753459639
2006-04-04,17.26,17.681548557226645,-0.023841155985986906
2006-04-05,17.13,17.881548557226644,-0.042029276984677844
2006-04-06,17.33,17.781548557226643,-0.025394220068821194
2006-04-07,17.23,17.711548557226642,-0.027188393813829537
2006-04-10,17.16,17.701548557226644,-0.03059328710569542
2006-04-11,17.15,17.77154855722664,-0.03497436113826413
2006-04-12,17.22,17.811548557226647,-0.03321151753459639
2006-04-13,17.26,17.741548557226647,-0.027142419708932164
2006-04-17,17.19,17.721548557226644,-0.02999447568084468
2006-04-18,17.17,17.831548557226647,-0.037099893769940495
2006-04-19,17.28,17.981548557226645,-0.039014913259219686
2006-04-20,17.43,18.181548557226645,-0.04133578363037327
2006-04-21,17.63,18.381548557226644,-0.04088603062396379
2006-04-24,17.83,19.001548557226645,-0.06165542527748802
2006-04-25,18.45,19.081548557226647,-0.03309734298202249
2006-04-26,18.53,19.171548557226647,-0.03346357521989618
2006-04-27,18.62,19.131548557226644,-0.02673848150328706
2006-04-28,18.58,18.84154855722664,-0.013881478819654958
2006-05-01,18.29,18.888705883042878,-0.03169650090112108
2006-05-02,18.4,19.058705883042876,-0.03456194177533056
2006-05-03,18.57,19.16870588304288,-0.03123350562608973
2006-05-04,18.68,19.34870588304288,-0.03456075497167643
2006-05-05,18.86,19.49870588304288,-0.03275632172073195
2006-05-08,19.01,19.428705883042877,-0.021550888955929715
2006-05-09,18.94,19.76870588304288,-0.0419200876347563
2006-05-10,19.28,19.59870588304288,-0.016261577929929882
2006-05-11,19.11,19.59870588304288,-0.0249356200332449
2006-05-12,19.11,19.77870588304288,-0.03380938505264841
2006-05-15,19.29,19.368705883042878,-0.004063559203084655
2006-05-16,18.88,19.428705883042877,-0.028242019120881423
2006-05-17,18.94,19.28870588304288,-0.01807824149309223
2006-05-18,18.8,19.318705883042878,-0.026849929088582192
2006-05-19,18.83,19.618705883042878,-0.04020172827630719
2006-05-22,19.13,19.18870588304288,-0.003059397720758139
2006-05-23,18.7,18.78870588304288,-0.004721234319971956
2006-05-24,18.3,19.10870588304288,-0.04232133185746123
2006-05-25,18.62,18.958705883042878,-0.017865453746282567
2006-05-26,18.47,18.708705883042878,-0.01275908042678875
2006-05-30,18.22,18.60870588304288,-0.02088838877275656
2006-05-31,18.12,18.78870588304288,-0.03559084309507432
2006-06-01,18.3,18.77870588304288,-0.025491952748200153
2006-06-02,18.29,18.458705883042878,-0.009139637638295173
2006-06-05,17.97,18.65870588304288,-0.036910699346452636
2006-06-06,18.17,19.03870588304288,-0.04562841027008058
2006-06-07,18.55,19.00870588304288,-0.024131357803377718
2006-06-08,18.52,19.07870588304288,-0.02928426521525529
2006-06-09,18.59,18.638705883042878,-0.002613157981487868
2006-06-12,18.15,18.33870588304288,-0.010290032690767559
2006-06-13,17.85,18.44870588304288,-0.03245245963800525
2006-06-14,17.96,18.96870588304288,-0.053177369571880684
2006-06-15,18.48,19.14870588304288,-0.034921727198027
2006-06-16,18.66,19.14870588304288,-0.025521614151254646
2006-06-19,18.66,19.058705883042876,-0.020919882256938416
2006-06-20,18.57,19.118705883042878,-0.028699948960956956
2006-06-21,18.63,18.618705883042878,0.0006066005354006254
2006-06-22,18.13,18.428705883042877,-0.01620872810812679
2006-06-23,17.94,18.41870588304288,-0.025990201813450797
2006-06-26,17.93,18.228705883042878,-0.016386565506043227
2006-06-27,17.74,18.118705883042878,-0.02090137593089947
2006-06-28,17.63,18.59870588304288,-0.05208458530042592
2006-06-29,18.11,18.558705883042876,-0.024177649339917617
2006-06-30,18.07,18.798705883042878,-0.03876361955852492
2006-07-03,18.31,18.66870588304288,-0.01921428755105614
2006-07-05,18.18,18.76870588304288,-0.03136635454311021
2006-07-06,18.28,18.57870588304288,-0.016077862738303694
2006-07-07,18.09,18.60870588304288,-0.027874366240349335
2006-07-10,18.12,18.53870588304288,-0.022585496834806817
2006-07-11,18.05,18.00870588304288,0.00229300857181558
2006-07-12,17.52,17.818705883042878,-0.016763612632898384
2006-07-13,17.33,17.638705883042878,-0.017501617470681685
2006-07-14,17.15,17.798705883042878,-0.03644680053176852
2006-07-17,17.31,17.59870588304288,-0.016404949600360097
2006-07-18,17.11,18.14870588304288,-0.05723305505839882
2006-07-19,17.66,17.01870588304288,0.0376817204177724
2006-07-20,16.53,16.638705883042878,-0.006533313576608357
2006-07-21,16.15,16.84870588304288,-0.04146940945453159
2006-07-24,16.36,17.437343750771362,-0.06178370778081976
2006-07-25,16.45,17.36734375077136,-0.0528200376485678
2006-07-26,16.38,17.337343750771364,-0.05521859429757059
2006-07-27,16.35,17.167343750771362,-0.04761037948777813
2006-07-28,16.18,17.167343750771362,-0.05751290153591748
2006-07-31,16.18,17.20734375077136,-0.059703796567980416
2006-08-01,16.22,17.497343750771364,-0.07300215215324057
2006-08-02,16.51,17.827343750771362,-0.07389456158965702
2006-08-03,16.84,17.877343750771363,-0.058025608570993925
2006-08-04,16.89,17.847343750771362,-0.053640685366974306
2006-08-07,16.86,17.627343750771363,-0.0435314453283856
2006-08-08,16.64,17.417343750771362,-0.044630442040677676
2006-08-09,16.43,17.747343750771364,-0.07422765734810921
2006-08-10,16.76,17.577343750771362,-0.04649984447937372
2006-08-11,16.59,17.787343750771363,-0.06731436506473543
2006-08-14,16.8,18.187343750771362,-0.07628072410038
2006-08-15,17.2,18.437343750771362,-0.06711073826562441
2006-08-16,17.45,18.697343750771363,-0.06671235055620695
2006-08-17,17.71,18.63734375077136,-0.0497572917671264
2006-08-18,17.65,18.47734375077136,-0.044776119442862194
2006-08-21,17.49,18.377343750771363,-0.048284657609134585
2006-08-22,17.39,18.237343750771362,-0.046462015650471145
2006-08-23,17.25,18.11734375077136,-0.04787367081526139
2006-08-24,17.13,18.06734375077136,-0.051880551103774875
2006-08-25,17.08,18.287343750771363,-0.06602072817275273
2006-08-28,17.3,18.697343750771363,-0.07473488049411914
2006-08-29,17.71,18.56734375077136,-0.04617481974155524
2006-08-30,17.58,18.557343750771363,-0.05266614467551367
2006-08-31,17.57,18.737343750771362,-0.06230038613254918
2006-09-01,17.75,18.88734375077136,-0.06021724207380463
2006-09-05,17.9,18.60734375077136,-0.03801422493428375
2006-09-06,17.62,18.487343750771362,-0.04691554192230418
2006-09-07,17.5,18.837343750771364,-0.07099428499395521
2006-09-08,17.85,19.413304349588355,-0.08052747339849453
2006-09-11,18.4,19.763304349588356,-0.06898159970990647
2006-09-12,18.75,19.903304349588357,-0.05794537074504469
2006-09-13,18.89,20.063304349588357,-0.058480115196599125
2006-09-14,19.05,20.033304349588356,-0.04908348280589869
2006-09-15,19.02,19.823304349588355,-0.04052323141600944
2006-09-18,18.81,19.883304349588354,-0.05398018009066863
2006-09-19,18.87,20.003304349588355,-0.05665585694153952
2006-09-20,18.99,19.903304349588357,-0.045887071490581244
2006-09-21,18.89,19.883304349588354,-0.049956703982601214
2006-09-22,18.87,19.973304349588357,-0.05523894946361718
2006-09-25,18.96,20.203304349588358,-0.06153965351780133
2006-09-26,19.19,20.063304349588357,-0.04352744365393002
2006-09-27,19.05,19.943304349588356,-0.04479219360691322
2006-09-28,18.93,19.723304349588357,-0.04022167561415313
2006-09-29,18.71,19.833304349588353,-0.05663727686464237
2006-10-02,18.82,20.043304349588357,-0.06103306761459626
2006-10-03,19.03,20.583304349588353,-0.07546428518992465
2006-10-04,19.57,20.513304349588356,-0.04598500239222969
2006-10-05,19.5,20.423304349588356,-0.045208372444734524
2006-10-06,19.41,20.423304349588356,-0.04961510303345107
2006-10-09,19.41,20.753304349588355,-0.0647272514757391
2006-10-10,19.74,20.633304349588354,-0.043294294236791875
2006-10-11,19.62,22.253304349588355,-0.11833318361266487
2006-10-12,21.24,21.873304349588352,-0.02895330030920873
2006-10-13,20.86,21.823304349588355,-0.044141085793294454
2006-10-16,20.81,21.84330434958835,-0.04730531301725083
2006-10-17,20.83,21.883304349588354,-0.0481327834572739
2006-10-18,20.87,21.783304349588356,-0.041926804810290985
2006-10-19,20.77,21.883304349588354,-0.05087459973152075
2006-10-20,20.87,22.663304349588355,-0.07912810603105747
2006-10-23,21.65,22.833304349588353,-0.05182361394003354
2006-10-24,21.82,22.573304349588355,-0.033371470030354344
2006-10-25,21.56,22.683304349588358,-0.04952119551350742
2006-10-26,21.67,22.203304349588358,-0.02401914333071975
2006-10-27,21.19,22.613304349588354,-0.06294101594286738
2006-10-30,21.6,22.383304349588354,-0.03499502742555338
2006-10-31,21.37,22.393304349588355,-0.04569688928499582
2006-11-01,21.38,22.353304349588353,-0.04354185557386181
2006-11-02,21.34,21.873304349588352,-0.024381517353978976
2006-11-03,20.86,22.243304349588357,-0.06218969663173979
2006-11-06,21.23,22.363304349588354,-0.05067696311208203
2006-11-07,21.35,22.293304349588357,-0.04231334820518762
2006-11-08,21.28,22.34330434958835,-0.04758939559483466
2006-11-09,21.33,22.84330434958835,-0.0662471736325495
2006-11-10,21.83,22.873304349588352,-0.04561231440996982
2006-11-13,21.86,23.263304349588356,-0.06032265788644031
2006-11-14,22.25,23.34330434958835,-0.04683588635160951
2006-11-15,22.33,23.603304349588353,-0.05394602089306877
2006-11-16,22.59,23.303304349588355,-0.030609579606720283
2006-11-17,22.29,23.573304349588355,-0.05443888266817232
2006-11-20,22.56,23.563304349588357,-0.042579102434157745
2006-11-21,22.55,23.823304349588355,-0.05344784799386382
2006-11-22,22.81,23.703304349588358,-0.037686912187999355
2006-11-24,22.69,22.903304349588357,-0.00931325656475368
2006-11-27,21.89,23.223304349588357,-0.05741234449317245
2006-11-28,22.21,23.153304349588357,-0.04074167278007246
2006-11-29,22.14,23.003304349588355,-0.03752957994505701
2006-11-30,21.99,22.923304349588356,-0.040714215339775706
2006-12-01,21.91,23.163304349588355,-0.0541073212471358
2006-12-04,22.15,23.753304349588355,-0.06749816050818802
2006-12-05,22.74,23.403304349588357,-0.02834233746142023
2006-12-06,22.39,22.973304349588357,-0.02539052896841143
2006-12-07,21.96,22.483304349588355,-0.023275241995197926
2006-12-08,21.47,22.403304349588357,-0.04165922736328431
2006-12-11,21.39,21.853304349588353,-0.02120065424326001
2006-12-12,20.84,22.073304349588355,-0.05587311849896892
2006-12-13,21.06,22.173304349588356,-0.05020922150509455
2006-12-14,21.16,22.103304349588353,-0.042677073738339955
2006-12-15,21.09,22.043304349588357,-0.043246889598299254
2006-12-18,21.03,22.203304349588358,-0.052843681783342755
2006-12-19,21.19,22.243304349588357,-0.04735377141066943
2006-12-20,21.23,22.063304349588357,-0.037768791853877715
2006-12-21,21.05,22.143304349588355,-0.04937403796324913
2006-12-22,21.13,22.123304349588352,-0.04489855285143407
2006-12-26,21.11,22.293304349588357,-0.0530789124408203
2006-12-27,21.28,22.253304349588355,-0.04373752024859889
2006-12-28,21.24,22.153304349588357,-0.04122655181258905
2006-12-29,21.14,22.329150485947686,-0.05325551846211296
2007-01-03,21.16,22.26915048594769,-0.04980659170845281
2007-01-04,21.1,22.089150485947687,-0.04477992426992372
2007-01-05,20.92,22.039150485947687,-0.05078010999839866
2007-01-08,20.87,22.119150485947685,-0.05647370981725863
2007-01-09,20.95,22.30915048594769,-0.060923453217270884
2007-01-10,21.14,22.739150485947686,-0.07032586757961456
2007-01-11,21.57,22.68915048594769,-0.049325358683694365
2007-01-12,21.52,22.80915048594769,-0.056519004806510176
2007-01-16,21.64,22.67915048594769,-0.04581963890541496
2007-01-17,21.51,22.419150485947686,-0.04055240569965124
2007-01-18,21.25,22.379150485947687,-0.05045546687112645
2007-01-19,21.21,22.379150485947687,-0.05224284481583963
2007-01-22,21.21,22.43915048594769,-0.05477705079421047
2007-01-23,21.27,22.539150485947687,-0.05630870989299064
2007-01-24,21.37,22.369150485947685,-0.04466644750659399
2007-01-25,21.2,22.459150485947685,-0.0560640299701235
2007-01-26,21.29,22.329150485947686,-0.04653784238686787
2007-01-29,21.16,22.399150485947686,-0.055321316168891244
2007-01-30,21.23,22.739150485947686,-0.06636793607924396
2007-01-31,21.57,22.579150485947686,-0.04469390850535937
2007-02-01,21.41,22.619150485947685,-0.053456936267296085
2007-02-02,21.45,22.589150485947687,-0.05042909810425733
2007-02-05,21.42,22.919150485947686,-0.06541038625610718
2007-02-06,21.75,23.049150485947685,-0.056364354371313374
2007-02-07,21.88,23.01915048594769,-0.04948707758103843
2007-02-08,21.85,22.909150485947684,-0.04623263907569852
2007-02-09,21.74,23.01915048594769,-0.05556897013764972
2007-02-12,21.85,22.649150485947686,-0.035283905524116865
2007-02-13,21.48,22.749150485947684,-0.05578891777658457
2007-02-14,21.58,22.869150485947685,-0.05637072031774093
2007-02-15,21.7,22.829150485947686,-0.049460906863035836
2007-02-16,21.66,23.479150485947688,-0.07747939973537166
2007-02-20,22.31,23.319150485947684,-0.04327561102861821
2007-02-21,22.15,23.119150485947685,-0.04191981390219146
2007-02-22,21.95,22.919150485947686,-0.042285619902967087
2007-02-23,21.75,22.459150485947685,-0.03157512508727289
2007-02-26,21.29,21.749150485947684,-0.021111191733412582
2007-02-27,20.58,21.999150485947684,-0.06450933125141312
2007-02-28,20.83,21.709150485947685,-0.04049677054460332
2007-03-01,20.54,21.479150485947688,-0.043723818898801836
2007-03-02,20.31,21.079150485947686,-0.036488685180194436
2007-03-05,19.91,21.629150485947687,-0.0794830331900741
2007-03-06,20.46,21.67915048594769,-0.05623608207055608
2007-03-07,20.51,21.899150485947686,-0.06343398968097325
2007-03-08,20.73,21.919150485947686,-0.05425166849919871
2007-03-09,20.75,22.00915048594769,-0.05721031744281213
2007-03-12,20.84,21.779150485947685,-0.043121538948621696
2007-03-13,20.61,21.869150485947685,-0.05757656141041101
2007-03-14,20.7,22.119150485947685,-0.06415935760504332
2007-03-15,20.95,21.919150485947686,-0.044214783167304206
2007-03-16,20.75,22.25915048594769,-0.06779910522193666
2007-03-19,21.09,22.249150485947684,-0.05209864020110744
2007-03-20,21.08,22.539150485947687,-0.0647384863443462
2007-03-21,21.37,22.419150485947686,-0.04679706693638064
2007-03-22,21.25,22.539150485947687,-0.05719605478260703
2007-03-23,21.37,22.30915048594769,-0.04209709762544522
2007-03-26,21.14,22.139150485947688,-0.04513047989722441
2007-03-27,20.97,22.039150485947687,-0.04851142001273534
2007-03-28,20.87,21.909150485947684,-0.04742997619255862
2007-03-29,20.74,21.92915048594769,-0.05422692897792403
2007-03-30,20.76,22.09915048594769,-0.06059737394879594
2007-04-02,20.93,22.289150485947687,-0.06097811968224498
2007-04-03,21.12,22.17915048594769,-0.04775433065476287
2007-04-04,21.01,22.319150485947684,-0.05865592809062936
2007-04-05,21.15,22.389150485947688,-0.05534602515291631
2007-04-09,21.22,22.629150485947687,-0.062271470898686454
2007-04-10,21.46,22.34915048594769,-0.03978453169872176
2007-04-11,21.18,22.449150485947687,-0.05653445491142872
2007-04-12,21.28,22.59915048594769,-0.05837168466876419
2007-04-13,21.43,23.119150485947685,-0.07306282672342945
2007-04-16,21.95,23.089150485947687,-0.04933704627378943
2007-04-17,21.92,23.149150485947686,-0.05309700184003818
2007-04-18,21.98,22.979150485947688,-0.04348074079408171
2007-04-19,21.81,23.119150485947685,-0.05662623662333166
2007-04-20,21.95,23.089150485947687,-0.04933704627378943
2007-04-23,21.92,23.159150485947684,-0.05350586959999093
2007-04-24,21.99,23.459150485947685,-0.062625903134375
2007-04-25,22.29,23.59915048594769,-0.05547447509719616
2007-04-26,22.43,23.75915048594769,-0.05594267719015511
2007-04-27,22.59,23.409150485947684,-0.03499274723529222
2007-04-30,22.24,23.859150485947687,-0.06786287243970901
2007-05-01,22.69,25.159150485947688,-0.09814125033064203
2007-05-02,23.99,24.92915048594769,-0.03767278337370872
2007-05-03,23.76,25.373144333071696,-0.06357683982308415
2007-05-04,24.09,25.2631443330717,-0.046436988112202315
2007-05-07,23.98,25.3131443330717,-0.05266608981998111
2007-05-08,24.03,25.353144333071697,-0.05218856942117944
2007-05-09,24.07,25.123144333071696,-0.04191928841030279
2007-05-10,23.84,25.253144333071695,-0.05595914371823518
2007-05-11,23.97,25.0431443330717,-0.042851820793705975
2007-05-14,23.76,24.873144333071696,-0.044752859476300366
2007-05-15,23.59,25.083144333071697,-0.059527797362430857
2007-05-16,23.8,25.133144333071698,-0.05304327685404109
2007-05-17,23.85,25.323144333071692,-0.05817383156276468
2007-05-18,24.04,25.4231443330717,-0.05440492784649131
2007-05-21,24.14,25.623144333071696,-0.05788299491243187
2007-05-22,24.34,25.373144333071696,-0.0407180253069811
2007-05-23,24.09,25.373144333071696,-0.05057096259840488
2007-05-24,24.09,25.4731443330717,-0.054298139051329075
2007-05-25,24.19,25.5131443330717,-0.05186128043639682
2007-05-29,24.23,25.453144333071705,-0.04805474392735254
2007-05-30,24.17,25.623144333071696,-0.05671217841895093
2007-05-31,24.34,25.8131443330717,-0.057069542325547507
2007-06-01,24.53,25.9931443330717,-0.05628962446109709
2007-06-04,24.71,25.823144333071692,-0.04310645979878169
2007-06-05,24.54,25.6531443330717,-0.043392120615664664
2007-06-06,24.37,25.083144333071697,-0.02843121753804312
2007-06-07,23.8,25.443144333071697,-0.06458102471776228
2007-06-08,24.16,25.6331443330717,-0.057470293692025165
2007-06-11,24.35,25.3131443330717,-0.03804917794480989
2007-06-12,24.03,25.6331443330717,-0.06254185254219224
2007-06-13,24.35,25.6531443330717,-0.05079862008930047
2007-06-14,24.37,25.803144333071696,-0.05554146093872925
2007-06-15,24.52,25.015327103623452,-0.019800944499810513
2007-06-18,24.18,25.185327103623454,-0.03991717476954337
2007-06-19,24.35,24.78532710362345,-0.017563903909898704
2007-06-20,23.95,24.36532710362345,-0.017045825071713705
2007-06-21,23.53,24.135327103623453,-0.025080542767227487
2007-06-22,23.3,24.05532710362345,-0.03139957733144583
2007-06-25,23.22,24.04532710362345,-0.034323804374409184
2007-06-26,23.21,24.105327103623452,-0.03714229223169796
2007-06-27,23.27,24.255327103623454,-0.040623121651336525
2007-06-28,23.42,24.355327103623452,-0.03840338910842622
2007-06-29,23.52,24.80532710362345,-0.051816575457926395
2007-07-02,23.97,25.11532710362345,-0.045602714983481674
2007-07-03,24.28,25.11532710362345,-0.03325965455982194
2007-07-05,24.28,25.315327103623453,-0.040897243767996305
2007-07-06,24.48,25.135327103623453,-0.026071954461614366
2007-07-09,24.3,24.525327103623454,-0.009187526945977464
2007-07-10,23.69,25.57532710362345,-0.07371663697534259
2007-07-11,24.74,25.435327103623454,-0.02733706159117577
2007-07-12,24.6,25.62532710362345,-0.04001225426224775
2007-07-13,24.79,25.335327103623452,-0.02152437588009115
2007-07-16,24.5,25.275327103623454,-0.030675254980668587
2007-07-17,24.44,25.455327103623453,-0.039886625675257026
2007-07-18,24.62,25.485327103623447,-0.03395393357538723
2007-07-19,24.65,25.37532710362345,-0.028583950885105236
2007-07-20,24.54,25.855327103623452,-0.050872576407633985
2007-07-23,25.02,25.195327103623452,-0.006958715118179137
2007-07-24,24.36,24.96532710362345,-0.024246712294652695
2007-07-25,24.13,23.945327103623452,0.007712272861313485
2007-07-26,23.11,23.685327103623454,-0.024290443661866945
2007-07-27,22.85,24.065327103623453,-0.05050116702716512
2007-07-30,23.23,23.86532710362345,-0.026621344885190745
2007-07-31,23.03,23.565327103623453,-0.02271672704857719
2007-08-01,22.73,23.815327103623453,-0.045572630554308935
2007-08-02,22.98,23.335327103623452,-0.015227003334711275
2007-08-03,22.5,23.89532710362345,-0.05839330416246391
2007-08-06,23.06,23.78532710362345,-0.0304947289757036
2007-08-07,22.95,23.705327103623453,-0.03186317996464172
2007-08-08,22.87,22.475327103623453,0.017560273741818788
2007-08-09,21.64,23.255327103623454,-0.06946051958012522
2007-08-10,22.42,22.91532710362345,-0.021615537119918593
2007-08-13,22.08,22.815327103623453,-0.03222952273634827
2007-08-14,21.98,22.12532710362345,-0.006568359552056147
2007-08-15,21.29,22.585327103623452,-0.057352594349436625
2007-08-16,21.75,23.335327103623452,-0.06793678514055568
2007-08-17,22.5,23.29532710362345,-0.0341410575642761
2007-08-20,22.46,23.55532710362345,-0.04650018651003829
2007-08-21,22.72,23.975327103623453,-0.05235912311843838
2007-08-22,23.14,23.995327103623453,-0.035645569653196874
2007-08-23,23.16,24.635327103623453,-0.05988664560522339
2007-08-24,23.8,24.355327103623452,-0.022801052979527947
2007-08-27,23.52,24.03532710362345,-0.02144040317827689
2007-08-28,23.2,24.085327103623452,-0.03675794394713716
2007-08-29,23.25,24.095327103623454,-0.03508261581127625
2007-08-30,23.26,24.355327103623452,-0.0449727937942781
2007-08-31,23.52,24.335327103623452,-0.03350384813615481
2007-09-04,23.5,24.355327103623452,-0.03511868676550034
2007-09-05,23.52,24.225327103623453,-0.029115276776508603
2007-09-06,23.39,23.635327103623453,-0.010379678798092096
2007-09-07,22.8,23.475327103623453,-0.02876752688652484
2007-09-10,22.64,23.755327103623454,-0.046950610225583
2007-09-11,22.92,23.445327103623452,-0.02240647363551862
2007-09-12,22.61,23.905327103623453,-0.05418570923579258
2007-09-13,23.07,24.195327103623452,-0.04651010084732121
2007-09-14,23.36,24.14532710362345,-0.03252501406392627
2007-09-17,23.31,24.87532710362345,-0.06292689527670337
2007-09-18,24.04,25.455327103623453,-0.05560042885569472
2007-09-19,24.62,25.29532710362345,-0.02669770194538068
2007-09-20,24.46,25.475327103623453,-0.03985531174903101
2007-09-21,24.64,25.37532710362345,-0.028978034475009795
2007-09-24,24.54,24.79532710362345,-0.010297387993971618
2007-09-25,23.96,24.855327103623452,-0.03602153775288397
2007-09-26,24.02,25.05532710362345,-0.041321635887712094
2007-09-27,24.22,25.155327103623453,-0.037182068822660064
