date,YUM,dcf,Deviation
1999-06-08,9.42,,
1999-06-09,9.06,,
1999-06-10,9.28,,
1999-06-11,9.03,,
1999-06-14,8.94,,
1999-06-15,8.99,,
1999-06-16,9.11,,
1999-06-17,9.21,,
1999-06-18,9.12,,
1999-06-21,8.76,,
1999-06-22,8.86,,
1999-06-23,8.71,,
1999-06-24,8.92,,
1999-06-25,8.94,,
1999-06-28,9.3,,
1999-06-29,9.76,,
1999-06-30,9.73,,
1999-07-01,9.71,,
1999-07-02,9.84,,
1999-07-06,9.82,,
1999-07-07,9.82,,
1999-07-08,9.75,,
1999-07-09,9.84,,
1999-07-12,9.68,,
1999-07-13,9.75,,
1999-07-14,9.59,,
1999-07-15,10.13,,
1999-07-16,10.09,,
1999-07-19,9.73,,
1999-07-20,9.51,,
1999-07-21,8.54,,
1999-07-22,8.27,,
1999-07-23,7.82,,
1999-07-26,8.04,,
1999-07-27,7.81,,
1999-07-28,7.5,,
1999-07-29,7.38,,
1999-07-30,7.31,,
1999-08-02,7.37,,
1999-08-03,7.46,,
1999-08-04,7.01,,
1999-08-05,6.67,,
1999-08-06,6.83,,
1999-08-09,6.62,,
1999-08-10,6.43,,
1999-08-11,6.83,,
1999-08-12,7.1,,
1999-08-13,7.23,,
1999-08-16,7.22,,
1999-08-17,7.5,,
1999-08-18,7.82,,
1999-08-19,7.74,,
1999-08-20,7.91,,
1999-08-23,7.99,,
1999-08-24,7.62,,
1999-08-25,7.31,,
1999-08-26,7.78,,
1999-08-27,7.98,,
1999-08-30,7.4,,
1999-08-31,7.3,,
1999-09-01,7.42,,
1999-09-02,7.26,,
1999-09-03,7.47,,
1999-09-07,7.36,,
1999-09-08,7.25,,
1999-09-09,7.25,,
1999-09-10,7.44,,
1999-09-13,7.5,,
1999-09-14,7.49,,
1999-09-15,7.59,,
1999-09-16,7.3,,
1999-09-17,7.41,,
1999-09-20,7.31,,
1999-09-21,7.3,,
1999-09-22,6.78,,
1999-09-23,6.85,,
1999-09-24,7.5,,
1999-09-27,7.78,,
1999-09-28,7.5,,
1999-09-29,7.49,,
1999-09-30,7.36,,
1999-10-01,7.49,,
1999-10-04,7.67,,
1999-10-05,7.62,,
1999-10-06,7.55,,
1999-10-07,7.44,,
1999-10-08,7.55,,
1999-10-11,7.56,,
1999-10-12,7.51,,
1999-10-13,7.0,,
1999-10-14,7.07,,
1999-10-15,7.01,,
1999-10-18,7.02,,
1999-10-19,7.05,,
1999-10-20,7.09,,
1999-10-21,7.2,,
1999-10-22,7.07,,
1999-10-25,7.01,,
1999-10-26,6.93,,
1999-10-27,7.08,,
1999-10-28,7.19,,
1999-10-29,7.22,,
1999-11-01,7.29,,
1999-11-02,7.18,,
1999-11-03,7.05,,
1999-11-04,7.05,,
1999-11-05,7.27,,
1999-11-08,7.29,,
1999-11-09,7.48,,
1999-11-10,7.83,,
1999-11-11,7.94,,
1999-11-12,7.75,,
1999-11-15,8.11,,
1999-11-16,7.68,,
1999-11-17,7.6,,
1999-11-18,7.75,,
1999-11-19,7.64,,
1999-11-22,7.51,,
1999-11-23,7.39,,
1999-11-24,7.21,,
1999-11-26,7.22,,
1999-11-29,7.28,,
1999-11-30,7.46,,
1999-12-01,7.31,,
1999-12-02,7.23,,
1999-12-03,7.19,,
1999-12-06,7.2,,
1999-12-07,7.23,,
1999-12-08,7.28,,
1999-12-09,7.3,,
1999-12-10,7.21,,
1999-12-13,7.02,,
1999-12-14,7.16,,
1999-12-15,7.1,,
1999-12-16,6.99,,
1999-12-17,7.09,,
1999-12-20,6.99,,
1999-12-21,6.77,,
1999-12-22,6.94,,
1999-12-23,6.82,,
1999-12-27,6.94,,
1999-12-28,6.87,,
1999-12-29,6.85,,
1999-12-30,6.91,,
1999-12-31,6.94,,
2000-01-03,6.71,,
2000-01-04,6.57,,
2000-01-05,6.6,,
2000-01-06,6.55,,
2000-01-07,6.4,,
2000-01-10,6.66,,
2000-01-11,6.62,,
2000-01-12,6.55,,
2000-01-13,6.65,,
2000-01-14,6.47,,
2000-01-18,6.28,,
2000-01-19,6.04,,
2000-01-20,5.72,,
2000-01-21,5.73,,
2000-01-24,5.61,,
2000-01-25,5.46,,
2000-01-26,5.4,,
2000-01-27,5.41,,
2000-01-28,5.19,,
2000-01-31,5.14,,
2000-02-01,5.53,,
2000-02-02,5.2,,
2000-02-03,5.34,,
2000-02-04,5.32,,
2000-02-07,5.29,,
2000-02-08,5.37,,
2000-02-09,5.39,,
2000-02-10,4.94,,
2000-02-11,5.02,,
2000-02-14,5.04,,
2000-02-15,5.1,,
2000-02-16,5.02,,
2000-02-17,5.28,,
2000-02-18,5.03,,
2000-02-22,4.85,,
2000-02-23,4.82,,
2000-02-24,4.67,,
2000-02-25,4.65,,
2000-02-28,4.62,,
2000-02-29,4.79,,
2000-03-01,5.07,,
2000-03-02,4.98,,
2000-03-03,4.7,,
2000-03-06,4.98,,
2000-03-07,4.75,,
2000-03-08,4.75,,
2000-03-09,5.02,,
2000-03-10,4.99,,
2000-03-13,4.94,,
2000-03-14,4.76,,
2000-03-15,5.12,,
2000-03-16,5.91,,
2000-03-17,5.62,,
2000-03-20,5.41,,
2000-03-21,5.52,,
2000-03-22,5.25,,
2000-03-23,5.25,,
2000-03-24,5.36,,
2000-03-27,5.34,,
2000-03-28,5.3,,
2000-03-29,5.21,,
2000-03-30,5.63,,
2000-03-31,5.58,,
2000-04-03,5.45,,
2000-04-04,5.61,,
2000-04-05,5.8,,
2000-04-06,5.67,,
2000-04-07,5.68,,
2000-04-10,5.67,,
2000-04-11,5.84,,
2000-04-12,5.91,,
2000-04-13,5.71,,
2000-04-14,5.48,,
2000-04-17,5.45,,
2000-04-18,5.44,,
2000-04-19,5.32,,
2000-04-20,5.76,,
2000-04-24,5.94,,
2000-04-25,5.98,,
2000-04-26,6.19,,
2000-04-27,6.39,,
2000-04-28,6.09,,
2000-05-01,6.05,,
2000-05-02,6.08,,
2000-05-03,5.96,,
2000-05-04,5.58,,
2000-05-05,5.81,,
2000-05-08,5.64,,
2000-05-09,5.67,,
2000-05-10,5.68,,
2000-05-11,5.82,,
2000-05-12,5.62,,
2000-05-15,5.55,,
2000-05-16,5.82,,
2000-05-17,5.78,,
2000-05-18,5.82,,
2000-05-19,5.55,,
2000-05-22,5.55,,
2000-05-23,5.7,,
2000-05-24,5.89,,
2000-05-25,5.62,,
2000-05-26,5.52,,
2000-05-30,5.37,,
2000-05-31,5.27,,
2000-06-01,5.37,,
2000-06-02,5.46,,
2000-06-05,5.37,,
2000-06-06,5.32,,
2000-06-07,5.26,,
2000-06-08,5.36,,
2000-06-09,5.28,,
2000-06-12,5.16,,
2000-06-13,5.07,,
2000-06-14,5.05,,
2000-06-15,5.12,,
2000-06-16,5.05,,
2000-06-19,5.07,,
2000-06-20,4.85,,
2000-06-21,4.91,,
2000-06-22,4.88,,
2000-06-23,4.86,,
2000-06-26,4.93,,
2000-06-27,4.92,,
2000-06-28,4.91,,
2000-06-29,4.83,,
2000-06-30,5.08,,
2000-07-03,5.14,,
2000-07-05,5.22,,
2000-07-06,5.35,,
2000-07-07,5.75,,
2000-07-10,5.65,,
2000-07-11,5.64,,
2000-07-12,5.46,,
2000-07-13,5.19,,
2000-07-14,5.25,,
2000-07-17,5.17,,
2000-07-18,4.94,,
2000-07-19,5.04,,
2000-07-20,5.0,,
2000-07-21,4.84,,
2000-07-24,4.76,,
2000-07-25,4.68,,
2000-07-26,4.56,,
2000-07-27,4.31,,
2000-07-28,4.27,,
2000-07-31,4.36,,
2000-08-01,4.64,,
2000-08-02,4.93,,
2000-08-03,4.93,,
2000-08-04,4.99,,
2000-08-07,4.98,,
2000-08-08,5.12,,
2000-08-09,5.03,,
2000-08-10,5.21,,
2000-08-11,5.39,,
2000-08-14,5.36,,
2000-08-15,5.37,,
2000-08-16,5.21,,
2000-08-17,5.21,,
2000-08-18,5.55,,
2000-08-21,5.82,,
2000-08-22,5.62,,
2000-08-23,5.66,,
2000-08-24,5.44,,
2000-08-25,5.4,,
2000-08-28,5.34,,
2000-08-29,5.35,,
2000-08-30,5.29,,
2000-08-31,5.24,,
2000-09-01,5.37,,
2000-09-05,5.38,,
2000-09-06,5.4,,
2000-09-07,5.75,,
2000-09-08,5.61,,
2000-09-11,5.58,,
2000-09-12,5.5,,
2000-09-13,5.52,,
2000-09-14,5.45,,
2000-09-15,5.55,,
2000-09-18,5.44,,
2000-09-19,5.23,,
2000-09-20,5.25,,
2000-09-21,5.32,,
2000-09-22,5.23,,
2000-09-25,5.34,,
2000-09-26,5.34,,
2000-09-27,5.25,,
2000-09-28,5.34,,
2000-09-29,5.5,,
2000-10-02,5.54,,
2000-10-03,5.31,,
2000-10-04,5.39,,
2000-10-05,5.59,,
2000-10-06,5.38,,
2000-10-09,5.48,,
2000-10-10,5.41,,
2000-10-11,5.36,,
2000-10-12,4.8,,
2000-10-13,4.95,,
2000-10-16,5.02,,
2000-10-17,4.94,,
2000-10-18,5.09,,
2000-10-19,5.03,,
2000-10-20,4.98,,
2000-10-23,4.91,,
2000-10-24,4.86,,
2000-10-25,4.82,,
2000-10-26,4.77,,
2000-10-27,4.76,,
2000-10-30,5.19,,
2000-10-31,5.39,,
2000-11-01,5.45,,
2000-11-02,5.4,,
2000-11-03,5.39,,
2000-11-06,5.49,,
2000-11-07,5.48,,
2000-11-08,5.44,,
2000-11-09,5.46,,
2000-11-10,5.38,,
2000-11-13,5.43,,
2000-11-14,5.53,,
2000-11-15,5.94,,
2000-11-16,6.08,,
2000-11-17,6.29,,
2000-11-20,6.39,,
2000-11-21,6.38,,
2000-11-22,6.4,,
2000-11-24,6.39,,
2000-11-27,6.39,,
2000-11-28,6.59,,
2000-11-29,6.72,,
2000-11-30,6.47,,
2000-12-01,6.16,,
2000-12-04,6.22,,
2000-12-05,6.14,,
2000-12-06,6.11,,
2000-12-07,6.23,,
2000-12-08,6.23,,
2000-12-11,6.3,,
2000-12-12,6.41,,
2000-12-13,6.21,,
2000-12-14,6.05,,
2000-12-15,6.01,,
2000-12-18,6.3,,
2000-12-19,6.36,,
2000-12-20,6.1,,
2000-12-21,5.78,,
2000-12-22,5.74,,
2000-12-26,5.7,,
2000-12-27,5.81,,
2000-12-28,6.01,,
2000-12-29,5.93,,
2001-01-02,5.74,,
2001-01-03,6.07,,
2001-01-04,6.08,,
2001-01-05,5.89,,
2001-01-08,5.85,,
2001-01-09,5.82,,
2001-01-10,5.87,,
2001-01-11,5.74,,
2001-01-12,5.87,,
2001-01-16,6.08,,
2001-01-17,6.31,,
2001-01-18,6.31,,
2001-01-19,6.11,,
2001-01-22,6.13,,
2001-01-23,6.25,,
2001-01-24,6.07,,
2001-01-25,6.03,,
2001-01-26,6.21,,
2001-01-29,6.31,,
2001-01-30,6.46,,
2001-01-31,6.47,,
2001-02-01,6.46,,
2001-02-02,6.34,,
2001-02-05,6.24,,
2001-02-06,6.45,,
2001-02-07,6.45,,
2001-02-08,6.42,,
2001-02-09,6.29,,
2001-02-12,6.3,,
2001-02-13,6.47,,
2001-02-14,6.28,,
2001-02-15,6.34,,
2001-02-16,6.65,,
2001-02-20,6.89,,
2001-02-21,6.66,,
2001-02-22,6.67,,
2001-02-23,6.63,,
2001-02-26,6.69,,
2001-02-27,6.87,,
2001-02-28,6.92,,
2001-03-01,7.01,,
2001-03-02,6.92,,
2001-03-05,6.87,,
2001-03-06,6.76,,
2001-03-07,6.84,,
2001-03-08,7.14,,
2001-03-09,7.18,,
2001-03-12,6.98,,
2001-03-13,6.77,,
2001-03-14,6.6,,
2001-03-15,6.52,,
2001-03-16,6.46,,
2001-03-19,6.66,,
2001-03-20,6.64,,
2001-03-21,6.68,,
2001-03-22,6.47,,
2001-03-23,6.36,,
2001-03-26,6.37,,
2001-03-27,6.31,,
2001-03-28,6.53,,
2001-03-29,6.75,,
2001-03-30,6.86,,
2001-04-02,6.87,,
2001-04-03,6.68,,
2001-04-04,6.79,,
2001-04-05,6.84,,
2001-04-06,6.67,,
2001-04-09,6.8,,
2001-04-10,6.78,,
2001-04-11,6.68,,
2001-04-12,6.73,,
2001-04-16,6.84,,
2001-04-17,6.82,,
2001-04-18,7.02,,
2001-04-19,7.19,,
2001-04-20,7.19,,
2001-04-23,7.37,,
2001-04-24,7.51,,
2001-04-25,7.71,,
2001-04-26,7.82,,
2001-04-27,7.85,,
2001-04-30,8.06,,
2001-05-01,8.04,,
2001-05-02,7.59,,
2001-05-03,7.38,,
2001-05-04,7.54,,
2001-05-07,7.49,,
2001-05-08,7.45,,
2001-05-09,7.42,,
2001-05-10,7.45,,
2001-05-11,7.56,,
2001-05-14,7.59,,
2001-05-15,7.63,,
2001-05-16,7.57,,
2001-05-17,7.55,,
2001-05-18,7.72,,
2001-05-21,7.7,,
2001-05-22,7.81,,
2001-05-23,7.78,,
2001-05-24,8.02,,
2001-05-25,8.09,,
2001-05-29,8.19,,
2001-05-30,8.32,,
2001-05-31,8.21,,
2001-06-01,8.32,,
2001-06-04,8.28,,
2001-06-05,8.2,,
2001-06-06,7.99,,
2001-06-07,8.13,,
2001-06-08,8.23,,
2001-06-11,8.31,,
2001-06-12,8.56,,
2001-06-13,8.59,,
2001-06-14,8.44,,
2001-06-15,8.43,,
2001-06-18,8.31,,
2001-06-19,8.26,,
2001-06-20,8.31,,
2001-06-21,8.28,,
2001-06-22,8.11,,
2001-06-25,7.97,,
2001-06-26,7.85,,
2001-06-27,7.8,,
2001-06-28,7.89,,
2001-06-29,7.89,,
2001-07-02,7.88,,
2001-07-03,7.87,,
2001-07-05,7.91,,
2001-07-06,7.71,,
2001-07-09,7.84,,
2001-07-10,7.73,,
2001-07-11,7.69,,
2001-07-12,7.64,,
2001-07-13,7.87,,
2001-07-16,8.13,,
2001-07-17,7.98,,
2001-07-18,7.89,,
2001-07-19,7.91,,
2001-07-20,8.09,,
2001-07-23,8.13,,
2001-07-24,8.1,,
2001-07-25,8.12,,
2001-07-26,8.03,,
2001-07-27,7.82,,
2001-07-30,8.16,,
2001-07-31,8.22,,
2001-08-01,8.22,,
2001-08-02,8.17,,
2001-08-03,8.11,,
2001-08-06,7.98,,
2001-08-07,7.8,,
2001-08-08,7.82,,
2001-08-09,7.88,,
2001-08-10,7.84,,
2001-08-13,7.8,,
2001-08-14,7.84,,
2001-08-15,7.82,,
2001-08-16,7.88,,
2001-08-17,7.92,,
2001-08-20,7.99,,
2001-08-21,7.96,,
2001-08-22,7.96,,
2001-08-23,7.99,,
2001-08-24,7.99,,
2001-08-27,7.93,,
2001-08-28,7.9,,
2001-08-29,7.91,,
2001-08-30,7.94,,
2001-08-31,7.66,,
2001-09-04,7.56,,
2001-09-05,7.54,,
2001-09-06,7.33,,
2001-09-07,7.31,,
2001-09-10,7.35,,
2001-09-17,7.07,,
2001-09-18,7.13,,
2001-09-19,6.99,,
2001-09-20,7.09,,
2001-09-21,6.93,,
2001-09-24,7.03,,
2001-09-25,7.05,,
2001-09-26,7.04,,
2001-09-27,7.05,,
2001-09-28,7.05,,
2001-10-01,6.85,,
2001-10-02,7.0,,
2001-10-03,7.48,,
2001-10-04,7.56,,
2001-10-05,7.6,,
2001-10-08,7.5,,
2001-10-09,7.52,,
2001-10-10,7.6,,
2001-10-11,7.97,,
2001-10-12,8.02,,
2001-10-15,8.09,,
2001-10-16,8.36,,
2001-10-17,8.55,,
2001-10-18,8.72,,
2001-10-19,8.99,,
2001-10-22,8.93,,
2001-10-23,8.45,,
2001-10-24,8.58,,
2001-10-25,8.74,,
2001-10-26,8.89,,
2001-10-29,8.97,,
2001-10-30,8.94,,
2001-10-31,9.09,,
2001-11-01,9.2,,
2001-11-02,9.18,,
2001-11-05,9.21,,
2001-11-06,9.42,,
2001-11-07,9.09,,
2001-11-08,9.17,,
2001-11-09,9.15,,
2001-11-12,9.13,,
2001-11-13,9.21,,
2001-11-14,9.18,,
2001-11-15,9.17,,
2001-11-16,9.07,,
2001-11-19,8.88,,
2001-11-20,8.79,,
2001-11-21,8.7,,
2001-11-23,8.78,,
2001-11-26,8.84,,
2001-11-27,8.75,,
2001-11-28,8.68,,
2001-11-29,8.65,,
2001-11-30,8.53,,
2001-12-03,8.62,,
2001-12-04,8.88,,
2001-12-05,8.91,,
2001-12-06,8.97,,
2001-12-07,8.86,,
2001-12-10,8.92,,
2001-12-11,8.99,,
2001-12-12,9.09,,
2001-12-13,9.09,,
2001-12-14,9.3,,
2001-12-17,9.54,,
2001-12-18,9.45,,
2001-12-19,9.25,,
2001-12-20,9.2,,
2001-12-21,9.11,,
2001-12-24,9.11,,
