date,RL,dcf,Deviation
2011-08-08,114.16,124.44978655282817,-0.0826822354448975
2011-08-09,119.85,129.87978655282816,-0.07722361438243197
2011-08-10,125.28,135.1497865528282,-0.07302850270481365
2011-08-11,130.55,142.27978655282817,-0.08244169349012143
2011-08-12,137.68,145.28978655282816,-0.052376610451287275
2011-08-15,140.69,142.18978655282817,-0.01054777976103749
2011-08-16,137.59,138.33978655282817,-0.005419890918668235
2011-08-17,133.74,131.53978655282816,0.016726600406092418
2011-08-18,126.94,125.71978655282817,0.009705818635470598
2011-08-19,121.12,125.70978655282818,-0.03651097244445134
2011-08-22,121.11,135.10978655282818,-0.10361785707769022
2011-08-23,130.51,137.43978655282817,-0.05042052761166471
2011-08-24,132.84,133.85978655282818,-0.007618318982047012
2011-08-25,129.26,136.24978655282817,-0.051301266076611673
2011-08-26,131.65,140.1997865528282,-0.060982878526755546
2011-08-29,135.6,140.41978655282819,-0.03432412675698604
2011-08-30,135.82,141.7097865528282,-0.041562313345469226
2011-08-31,137.11,140.34978655282816,-0.023083658567650822
2011-09-01,135.75,136.4297865528282,-0.004982684280349425
2011-09-02,131.83,135.63978655282818,-0.028087529843939696
2011-09-06,131.04,141.3997865528282,-0.07326592780221564
2011-09-07,136.8,141.91978655282819,-0.036075213169253106
2011-09-08,137.32,138.57978655282815,-0.009090694856481951
2011-09-09,133.98,139.54978655282815,-0.03991254082441509
2011-09-12,134.95,143.08978655282817,-0.05688586690163944
2011-09-13,138.49,147.81978655282816,-0.0631159520007415
2011-09-14,143.22,152.4597865528282,-0.06060474543316097
2011-09-15,147.86,151.96978655282817,-0.027043444924491622
2011-09-16,147.37,155.1197865528282,-0.04996001300059105
2011-09-19,150.52,156.3697865528282,-0.037409954197589745
2011-09-20,151.77,151.4297865528282,0.0022466745474354344
2011-09-21,146.83,148.29978655282815,-0.009910914823229144
2011-09-22,143.7,151.12978655282816,-0.04916162936702795
2011-09-23,146.53,151.41978655282819,-0.03229291669303869
2011-09-26,146.82,153.3697865528282,-0.04270584643848441
2011-09-27,148.77,148.15978655282817,0.004118617213006548
2011-09-28,143.56,144.3997865528282,-0.005815704945803191
2011-09-29,139.8,134.29978655282815,0.04095474451858716
2011-09-30,129.7,130.0136499466382,-0.0024124385921550084
2011-10-03,125.67,136.02364994663822,-0.07611654260637712
2011-10-04,131.68,137.2236499466382,-0.04039864811054028
2011-10-05,132.88,145.6336499466382,-0.08757351032066618
2011-10-06,141.29,145.39364994663822,-0.028224409719023735
2011-10-07,141.05,149.1636499466382,-0.054394284060096165
2011-10-10,144.82,147.6236499466382,-0.018991875269658065
2011-10-11,143.28,149.1936499466382,-0.03963741049805625
2011-10-12,144.85,150.0936499466382,-0.03493585470472904
2011-10-13,145.75,152.5636499466382,-0.04466103130740118
2011-10-14,148.22,148.61364994663822,-0.0026488142023264327
2011-10-17,144.27,152.6636499466382,-0.05498132626576202
2011-10-18,148.32,148.0736499466382,0.001663699472867597
2011-10-19,143.73,149.6236499466382,-0.03938982873857266
2011-10-20,145.28,155.08364994663822,-0.06321523867932888
2011-10-21,150.74,161.89364994663822,-0.06889491929000657
2011-10-24,157.55,157.95364994663822,-0.0025554961646949703
2011-10-25,153.61,157.58364994663822,-0.025216130911955514
2011-10-26,153.24,163.61364994663822,-0.06340332820654959
2011-10-27,159.27,166.4136499466382,-0.04292706727440243
2011-10-28,162.07,163.1336499466382,-0.006520113704230446
2011-10-31,158.79,161.6536499466382,-0.01771472495414428
2011-11-01,157.31,163.8836499466382,-0.040111688681443436
2011-11-02,159.54,161.7336499466382,-0.013563349045557116
2011-11-03,157.39,161.6836499466382,-0.026555869737325266
2011-11-04,157.34,161.6636499466382,-0.02674472553394247
2011-11-07,157.32,163.39364994663822,-0.037171884884276585
2011-11-08,159.05,154.2836499466382,0.030893422958364836
2011-11-09,149.94,155.5636499466382,-0.03615015428454682
2011-11-10,151.22,159.8436499466382,-0.05395053196994126
2011-11-11,155.5,160.45364994663822,-0.03087277820283707
2011-11-14,156.11,159.7536499466382,-0.022807929257674275
2011-11-15,155.41,156.3436499466382,-0.005971780414214978
2011-11-16,152.0,152.5636499466382,-0.0036945232159518726
2011-11-17,148.22,150.5636499466382,-0.015565841738486186
2011-11-18,146.22,147.3836499466382,-0.00789538016638558
2011-11-21,143.04,146.52364994663822,-0.02377534239630885
2011-11-22,142.18,146.1336499466382,-0.027055027696098022
2011-11-23,141.79,143.14364994663822,-0.009456583978002864
2011-11-25,138.8,149.6836499466382,-0.07271101386502932
2011-11-28,145.34,145.0036499466382,0.002319597151420494
2011-11-29,140.66,146.20364994663822,-0.037917315666616824
2011-11-30,141.86,147.6636499466382,-0.03930317277634321
2011-12-01,143.32,149.05364994663822,-0.038467021429471115
2011-12-02,144.71,154.49364994663821,-0.0633271979140726
2011-12-05,150.15,154.9736499466382,-0.031125613601403312
2011-12-06,150.63,153.6936499466382,-0.019933484224637144
2011-12-07,149.35,150.6836499466382,-0.008850661283493655
2011-12-08,146.34,151.52364994663822,-0.03421017081137978
2011-12-09,147.18,149.5436499466382,-0.01580575268479545
2011-12-12,145.2,145.3536499466382,-0.0010570766313375834
2011-12-13,141.01,143.2236499466382,-0.015455896756317644
2011-12-14,138.88,144.45364994663822,-0.038584348326935025
2011-12-15,140.11,143.4736499466382,-0.023444374265861545
2011-12-16,139.13,140.3236499466382,-0.008506406062642524
2011-12-19,135.98,141.64364994663822,-0.03998520194002286
2011-12-20,137.3,140.9636499466382,-0.025990033232149434
2011-12-21,136.62,140.3136499466382,-0.026324238219466944
2011-12-22,135.97,143.64364994663822,-0.05342143526350718
2011-12-23,139.3,144.9836499466382,-0.03920200621746017
2011-12-27,140.64,143.0636499466382,-0.01694106048281463
2011-12-28,138.72,142.74364994663821,-0.028187943548748873
2011-12-29,138.4,142.42364994663822,-0.028251276723674446
2011-12-30,138.08,145.81797225186767,-0.053065970760463266
2012-01-03,137.12,151.57797225186766,-0.09538306943335906
2012-01-04,142.88,150.85797225186766,-0.05288399501053809
2012-01-05,142.16,149.39797225186763,-0.04844759365050322
2012-01-06,140.7,155.05797225186768,-0.09259744625413646
2012-01-09,146.36,156.01797225186766,-0.06190294690073461
2012-01-10,147.32,153.23797225186766,-0.03861948944443527
2012-01-11,144.54,153.13797225186767,-0.05614526642501505
2012-01-12,144.44,152.36797225186766,-0.05203175007646976
2012-01-13,143.67,150.88797225186767,-0.04783663100607638
2012-01-17,142.19,154.40797225186768,-0.07912785896791608
2012-01-18,145.71,155.36797225186766,-0.06216192508589269
2012-01-19,146.67,155.63797225186767,-0.05762072148662334
2012-01-20,146.94,154.66797225186767,-0.04996491606732334
2012-01-23,145.97,159.42797225186763,-0.08441412169883489
2012-01-24,150.73,160.42797225186763,-0.06045063161829456
2012-01-25,151.73,158.97797225186767,-0.045591047295437725
2012-01-26,150.28,160.21797225186768,-0.0620278244206266
2012-01-27,151.52,159.69797225186767,-0.0512089924283432
2012-01-30,151.0,160.69797225186767,-0.060349064247479656
2012-01-31,152.0,162.60797225186766,-0.0652364832115162
2012-02-01,153.91,161.69797225186767,-0.04816369768531659
2012-02-02,153.0,164.66797225186767,-0.0708575692789909
2012-02-03,155.97,166.10797225186766,-0.061032424358871684
2012-02-06,157.41,165.76797225186766,-0.05041970495463721
2012-02-07,157.07,180.18797225186765,-0.12829919757104125
2012-02-08,171.49,181.23797225186766,-0.05378548507660874
2012-02-09,172.54,181.29797225186766,-0.048307061259905804
2012-02-10,172.6,181.06797225186767,-0.04676681439878627
2012-02-13,172.37,183.47797225186767,-0.060541176226971305
2012-02-14,174.78,181.31797225186767,-0.0360580485799048
2012-02-15,172.62,183.12797225186767,-0.05738048711321597
2012-02-16,174.43,183.16797225186767,-0.04770469500995722
2012-02-17,174.47,181.27797225186768,-0.037555430300205916
2012-02-21,172.58,180.20797225186766,-0.04232871696267915
2012-02-22,171.51,181.93797225186765,-0.05731608483264605
2012-02-23,173.24,182.01797225186766,-0.04822585453111805
2012-02-24,173.32,183.15797225186768,-0.053713044160256906
2012-02-27,174.46,183.39797225186766,-0.048735392993292104
2012-02-28,174.7,182.42797225186763,-0.04236177246545325
2012-02-29,173.73,186.60797225186766,-0.06901083644211126
2012-03-01,177.91,185.30797225186765,-0.03992257948736522
2012-03-02,176.61,185.47797225186767,-0.04781145784700247
2012-03-05,176.78,179.20797225186766,-0.013548349559222017
2012-03-06,170.51,180.03797225186767,-0.05292201490993431
2012-03-07,171.34,182.47797225186767,-0.06103735214952044
2012-03-08,173.78,185.08797225186765,-0.06109512203461698
2012-03-09,176.39,186.33797225186765,-0.053386715180206434
2012-03-12,177.64,188.56797225186767,-0.05795243021053087
2012-03-13,179.87,187.22797225186767,-0.039299535018033405
2012-03-14,178.53,186.74797225186765,-0.04400568398560201
2012-03-15,178.05,186.44797225186767,-0.045041907136018966
2012-03-16,177.75,185.29797225186766,-0.04073424096410527
2012-03-19,176.6,185.68797225186765,-0.04894216971436738
2012-03-20,176.99,185.27797225186765,-0.044732636865222886
2012-03-21,176.58,184.19797225186767,-0.04135752505163859
2012-03-22,175.5,182.85797225186766,-0.04023872823949304
2012-03-23,174.16,185.83797225186765,-0.06283953763787531
2012-03-26,177.14,184.82797225186766,-0.0415952853791588
2012-03-27,176.13,183.49797225186765,-0.040152881045216415
2012-03-28,174.8,183.44797225186767,-0.047141280144510356
2012-03-29,174.75,183.02797225186768,-0.0452279077892872
2012-03-30,174.33,182.45115261472785,-0.04451138016034806
2012-04-02,175.29,182.75115261472786,-0.04082684299374739
2012-04-03,175.59,181.16115261472785,-0.030752468364870222
2012-04-04,174.0,185.22115261472786,-0.06058245754505476
2012-04-05,178.06,183.61115261472784,-0.030233199539767885
2012-04-09,176.45,176.96115261472787,-0.0028885018388229433
2012-04-10,169.8,178.01115261472785,-0.04612718076433875
2012-04-11,170.85,178.96115261472787,-0.04532353807638778
2012-04-12,171.8,179.67115261472784,-0.04380866099081637
2012-04-13,172.51,177.86115261472784,-0.0300861235635822
2012-04-16,170.7,180.00115261472786,-0.051672739199820183
2012-04-17,172.84,180.46115261472787,-0.04223154127247819
2012-04-18,173.3,176.51115261472785,-0.018192349702326416
2012-04-19,169.35,178.43115261472786,-0.05089443452924436
2012-04-20,171.27,175.17115261472784,-0.022270519754517104
2012-04-23,168.01,171.36115261472784,-0.01955608119806629
2012-04-24,164.2,174.68115261472786,-0.06000162271567344
2012-04-25,167.52,178.28115261472786,-0.06036057349249413
2012-04-26,171.12,180.36115261472784,-0.051236934787548205
2012-04-27,173.2,179.43115261472786,-0.03472726181560748
2012-04-30,172.27,179.43115261472786,-0.03991030827352582
2012-05-01,172.27,184.16115261472785,-0.06456927775427523
2012-05-02,177.0,181.61115261472784,-0.025390250259079594
2012-05-03,174.45,175.70115261472785,-0.0071209129599243415
2012-05-04,168.54,175.87115261472786,-0.041684793132548914
2012-05-07,168.71,170.54115261472785,-0.010737306431044424
2012-05-08,163.38,168.10115261472785,-0.028085188835964114
2012-05-09,160.94,165.63115261472785,-0.02832288818058204
2012-05-10,158.47,167.73115261472785,-0.05521426682138386
2012-05-11,160.57,164.73115261472785,-0.02526026527878389
2012-05-14,157.57,158.69115261472786,-0.007064997614894208
2012-05-15,151.53,157.12115261472786,-0.035584977080952096
2012-05-16,149.96,151.46115261472787,-0.009911139515400014
2012-05-17,144.3,148.67115261472784,-0.029401484671713107
2012-05-18,141.51,153.46115261472787,-0.07787738076444572
2012-05-21,146.3,157.43115261472786,-0.07070489182003559
2012-05-22,150.27,157.05115261472784,-0.04317798692864805
2012-05-23,149.89,155.84115261472786,-0.038187298507990186
2012-05-24,148.68,157.00115261472786,-0.05300058296481114
2012-05-25,149.84,159.19115261472786,-0.058741660331836254
2012-05-29,152.03,155.85115261472785,-0.02451796185411559
2012-05-30,148.69,155.96115261472787,-0.04662156243926885
2012-05-31,148.8,148.79115261472785,5.9461769847724e-05
2012-06-01,141.63,150.02115261472787,-0.055933129885205934
2012-06-04,142.86,150.35115261472785,-0.04982437769482073
2012-06-05,143.19,152.38115261472785,-0.06031685977573786
2012-06-06,145.22,151.43115261472786,-0.04101634642199625
2012-06-07,144.27,152.21115261472787,-0.05217194980993445
2012-06-08,145.05,148.13115261472785,-0.020800166341387816
2012-06-11,140.97,149.82115261472785,-0.05907812388474276
2012-06-12,142.66,146.99115261472787,-0.02946539664247727
2012-06-13,139.83,149.88115261472785,-0.06706081745024006
2012-06-14,142.72,153.14115261472784,-0.06804932858867374
2012-06-15,145.98,152.33115261472784,-0.04169306478492307
2012-06-18,145.17,154.55115261472784,-0.0606993377662709
2012-06-19,147.39,154.81115261472786,-0.04793680874656747
2012-06-20,147.65,150.46115261472787,-0.01868357756055561
2012-06-21,143.3,149.97115261472786,-0.044482905534945605
2012-06-22,142.81,148.05115261472784,-0.035400957859253124
2012-06-25,140.89,148.16115261472785,-0.04907597225323612
2012-06-26,141.0,145.16115261472785,-0.02866574520644627
2012-06-27,138.0,143.76115261472785,-0.040074474292560947
2012-06-28,136.6,147.22115261472786,-0.07214420228404961
2012-06-29,140.06,145.47466382070436,-0.03722066563685522
2012-07-02,140.48,149.56466382070437,-0.060740709661173176
2012-07-03,144.57,152.58466382070438,-0.05252601159263337
2012-07-05,147.59,149.41466382070436,-0.012212079952834687
2012-07-06,144.42,147.40466382070437,-0.020248096249754877
2012-07-09,142.41,148.69466382070436,-0.04226556393632519
2012-07-10,143.7,143.77466382070438,-0.0005193113913136704
2012-07-11,138.78,141.86466382070438,-0.021743707965240278
2012-07-12,136.87,145.99466382070437,-0.06249998172474536
2012-07-13,141.0,146.99466382070437,-0.040781506381866506
2012-07-16,142.0,147.01466382070438,-0.03410995672390982
2012-07-17,142.02,149.47466382070436,-0.049872424062757936
2012-07-18,144.48,157.25466382070437,-0.08123551639313886
2012-07-19,152.26,154.0746638207044,-0.011777821062235794
2012-07-20,149.08,152.25466382070437,-0.020851011988984758
2012-07-23,147.26,150.06466382070437,-0.018689701821178684
2012-07-24,145.07,148.0746638207044,-0.020291545786270238
2012-07-25,143.08,152.53466382070437,-0.06198370641717066
2012-07-26,147.54,153.14466382070438,-0.036597186482880684
2012-07-27,148.15,152.1046638207044,-0.02599962237427511
2012-07-30,147.11,149.33466382070438,-0.014897169644251917
2012-07-31,144.34,147.3246638207044,-0.020259091338139745
2012-08-01,142.33,145.11466382070438,-0.019189403382038228
2012-08-02,140.12,150.66466382070436,-0.06998763713602307
2012-08-03,145.67,155.05466382070438,-0.060524872902605664
2012-08-06,150.06,158.02466382070438,-0.05040139702332236
2012-08-07,153.03,156.34466382070437,-0.02120100385712953
2012-08-08,151.35,153.42466382070438,-0.013522361848737008
2012-08-09,148.43,155.15466382070437,-0.04334168019902607
2012-08-10,150.16,158.00466382070437,-0.0496483055057545
2012-08-13,153.01,157.21466382070437,-0.026744730539255523
2012-08-14,152.22,157.50466382070437,-0.033552427544114916
2012-08-15,152.51,157.39466382070438,-0.031034494449371786
2012-08-16,152.4,164.78466382070437,-0.07515665313478215
2012-08-17,159.79,162.15466382070437,-0.014582767864876223
2012-08-20,157.16,161.38466382070436,-0.026177603997105336
2012-08-21,156.39,163.02466382070438,-0.04069730104152358
2012-08-22,158.03,161.47466382070436,-0.0213325344001285
2012-08-23,156.48,164.5746638207044,-0.049185358382521804
2012-08-24,159.58,163.59466382070437,-0.024540310343522775
2012-08-27,158.6,164.05466382070438,-0.033249062804248
2012-08-28,159.06,164.33466382070438,-0.032097085898196376
2012-08-29,159.34,162.83466382070438,-0.02146142435957199
2012-08-30,157.84,163.64466382070438,-0.03547114635564408
2012-08-31,158.65,162.01466382070438,-0.020767649923515097
2012-09-04,157.02,159.7946638207044,-0.017363932902150325
2012-09-05,154.8,163.84466382070437,-0.05520267556959901
2012-09-06,158.85,166.0746638207044,-0.04350250456327398
2012-09-07,161.08,165.30466382070438,-0.025556833806495538
2012-09-10,160.31,161.21466382070437,-0.005611547977487308
2012-09-11,156.22,163.58466382070438,-0.0450205028313434
2012-09-12,158.59,165.20466382070438,-0.040039207536436305
2012-09-13,160.21,167.90466382070437,-0.04582757646875757
2012-09-14,162.91,167.84466382070437,-0.029400182933284613
2012-09-17,162.85,163.98466382070438,-0.006919328882760589
2012-09-18,158.99,164.03466382070437,-0.03075364501138833
2012-09-19,159.04,160.46466382070437,-0.008878364786257475
2012-09-20,155.47,160.84466382070437,-0.03341524482711833
2012-09-21,155.85,158.65466382070437,-0.017677789944290145
2012-09-24,153.66,156.48466382070438,-0.01805073897810716
2012-09-25,151.49,155.90466382070437,-0.02831643205864176
2012-09-26,150.91,156.96466382070437,-0.0385734194775228
2012-09-27,151.97,156.22466382070436,-0.027234264530646368
2012-09-28,151.23,157.55509071504804,-0.040145264023791705
2012-10-01,151.76,159.62509071504806,-0.04927227091816222
2012-10-02,153.83,160.34509071504806,-0.040631681868116054
2012-10-03,154.55,163.81509071504806,-0.056558224731349194
2012-10-04,158.02,163.365090715048,-0.03271868360402197
2012-10-05,157.57,162.09509071504806,-0.02791627244900874
2012-10-08,156.3,160.01509071504802,-0.02321712719998248
2012-10-09,154.22,161.775090715048,-0.046701199063801546
2012-10-10,155.98,161.33509071504804,-0.03319234948400829
2012-10-11,155.54,160.645090715048,-0.031778691103006795
2012-10-12,154.85,165.60509071504802,-0.06494420351819985
2012-10-15,159.81,169.63509071504802,-0.057918975806439454
2012-10-16,163.84,168.81509071504806,-0.029470651551203875
2012-10-17,163.02,169.995090715048,-0.041031130285638096
2012-10-18,164.2,167.72509071504803,-0.02101707442827916
2012-10-19,161.93,164.79509071504802,-0.01738577710425926
2012-10-22,159.0,161.03509071504803,-0.012637560583917296
2012-10-23,155.24,160.31509071504806,-0.03165697435226955
2012-10-24,154.52,159.54509071504802,-0.03149636690497082
2012-10-25,153.75,158.31509071504806,-0.028835474207981715
2012-10-26,152.52,159.48509071504802,-0.04367236262537255
2012-10-31,153.69,164.83509071504804,-0.06761358074121893
2012-11-01,159.04,166.54509071504802,-0.045063416056429606
2012-11-02,160.75,167.025090715048,-0.03756974888134368
2012-11-05,161.23,166.23509071504802,-0.030108508940675516
2012-11-06,160.44,161.70509071504802,-0.007823443958714482
2012-11-07,155.91,156.09509071504806,-0.0011857561579944331
2012-11-08,150.3,157.06509071504806,-0.043071892578099735
2012-11-09,151.27,157.685090715048,-0.040682924973805434
2012-11-12,151.89,158.30509071504804,-0.04052359078328904
2012-11-13,152.51,154.92509071504801,-0.015588764246651787
2012-11-14,149.13,155.645090715048,-0.04185863290076852
2012-11-15,149.85,157.17509071504801,-0.04660465396726321
2012-11-16,151.38,162.33509071504804,-0.06748442783869735
2012-11-19,156.54,162.30509071504804,-0.03552008559712749
2012-11-20,156.51,162.29509071504802,-0.035645506524934145
2012-11-21,156.5,165.69509071504802,-0.055494044364061246
2012-11-23,159.9,164.76509071504802,-0.029527436266593154
2012-11-26,158.97,164.91509071504802,-0.03604940390397848
2012-11-27,159.12,168.34509071504806,-0.054798691639087016
2012-11-28,162.55,166.19509071504802,-0.021932601615156977
2012-11-29,160.4,162.88509071504802,-0.015256710753198677
2012-11-30,157.09,163.25509071504803,-0.03776354347080557
2012-12-03,157.46,160.30509071504804,-0.017747974829479096
2012-12-04,154.51,158.53509071504803,-0.025389273105994925
2012-12-05,152.74,159.55509071504804,-0.04271308852952371
2012-12-06,153.76,161.145090715048,-0.045828828432055935
2012-12-07,155.35,157.775090715048,-0.015370555035381872
2012-12-10,151.98,159.95509071504802,-0.04985831135099816
2012-12-11,154.16,156.29509071504802,-0.013660638381410517
2012-12-12,150.5,154.56509071504806,-0.026300186518457447
2012-12-13,148.77,155.88509071504802,-0.045643176537351615
2012-12-14,150.09,159.395090715048,-0.05837752388298334
2012-12-17,153.6,158.37509071504806,-0.03015051605330732
2012-12-18,152.58,159.09509071504806,-0.04095092240600362
2012-12-19,153.3,157.15509071504803,-0.024530485760961063
2012-12-20,151.36,157.05509071504804,-0.03626173904404584
2012-12-21,151.26,156.87509071504806,-0.03579338625051354
2012-12-24,151.08,151.82509071504802,-0.0049075598212315885
2012-12-26,146.03,154.13509071504802,-0.05258433155907394
2012-12-27,148.34,152.80509071504804,-0.029220824346582575
2012-12-28,147.01,160.56004259850903,-0.08439237047533554
2012-12-31,149.92,162.74004259850906,-0.07877620279439779
2013-01-02,152.1,167.85004259850905,-0.09383401013595549
2013-01-03,157.21,170.03004259850903,-0.0753986907406764
2013-01-04,159.39,172.16004259850908,-0.07417541495554725
2013-01-07,161.52,172.89004259850904,-0.06576458902791138
2013-01-08,162.25,176.22004259850908,-0.07927612768961656
2013-01-09,165.58,178.12004259850903,-0.07040219851493557
2013-01-10,167.48,176.57004259850905,-0.05148122787271625
2013-01-11,165.93,176.98004259850904,-0.06243665916374985
2013-01-14,166.34,177.59004259850903,-0.0633483861701798
2013-01-15,166.95,177.39004259850904,-0.05885359992915862
2013-01-16,166.75,178.70004259850904,-0.0668720747054189
2013-01-17,168.06,178.34004259850903,-0.0576429300381639
2013-01-18,167.7,175.96004259850906,-0.04694271765639513
2013-01-22,165.32,174.83004259850904,-0.05439592908152813
2013-01-23,164.19,176.02004259850906,-0.06720849753168545
2013-01-24,165.38,180.72004259850908,-0.08488290716369962
2013-01-25,170.08,179.47004259850908,-0.05232094706477253
2013-01-28,168.83,178.59004259850903,-0.0546505418583203
2013-01-29,167.95,178.06004259850903,-0.056778839603589426
2013-01-30,167.42,177.12004259850903,-0.054765358319706636
2013-01-31,166.48,172.18004259850906,-0.03310512944755439
2013-02-01,161.54,173.02004259850906,-0.066350940770188
2013-02-04,162.38,175.55004259850907,-0.07502158588835861
2013-02-05,164.91,185.27004259850906,-0.1098938733588487
2013-02-06,174.63,188.70004259850904,-0.07456300700708063
2013-02-07,178.06,188.20004259850904,-0.05387906643645668
2013-02-08,177.56,187.65004259850906,-0.05377053188363745
2013-02-11,177.01,187.43004259850906,-0.05559430310128921
2013-02-12,176.79,186.27004259850906,-0.05089408079936175
2013-02-13,175.63,185.50004259850905,-0.05320776459265564
2013-02-14,174.86,186.71004259850906,-0.06346762302438502
2013-02-15,176.07,187.68004259850906,-0.061860826744086106
2013-02-19,177.04,184.15004259850906,-0.0386100513373796
2013-02-20,173.51,181.26004259850905,-0.04275648668843912
2013-02-21,170.62,181.76004259850905,-0.0612898326785517
2013-02-22,171.12,179.52004259850906,-0.04679167003817786
2013-02-25,168.88,180.76004259850905,-0.06572272515389987
2013-02-26,170.12,183.95004259850904,-0.07518368793583052
2013-02-27,173.31,184.11004259850904,-0.058660801149564734
2013-02-28,173.47,184.81004259850906,-0.06136053235561856
2013-03-01,174.17,185.04004259850905,-0.05874427202815957
2013-03-04,174.4,187.73004259850904,-0.07100644315634386
2013-03-05,177.09,188.06004259850906,-0.058332660393622726
2013-03-06,177.42,187.82004259850905,-0.05537237908491255
2013-03-07,177.18,188.10004259850905,-0.05805443979519653
2013-03-08,177.46,187.14004259850904,-0.05172619640403009
2013-03-11,176.5,185.05004259850907,-0.04620394828581331
2013-03-12,174.41,183.67004259850904,-0.05041672810383624
2013-03-13,173.03,183.80004259850907,-0.0585965185113424
2013-03-14,173.16,181.94004259850908,-0.04825789019893867
2013-03-15,171.3,179.86004259850904,-0.047592797571037515
2013-03-18,169.22,177.84004259850903,-0.04847076323508093
2013-03-19,167.2,181.15004259850906,-0.07700822146328268
2013-03-20,170.51,179.23004259850904,-0.048652795435878526
2013-03-21,168.59,179.05004259850907,-0.058419659926940204
2013-03-22,168.41,178.08004259850904,-0.054301663776612386
2013-03-25,167.44,178.21004259850906,-0.06043454365124068
2013-03-26,167.57,180.35004259850905,-0.07086243182631058
2013-03-27,169.71,179.95004259850904,-0.0569049190021913
2013-03-28,169.31,177.14167556029884,-0.044211366611088265
2013-04-01,166.75,178.32167556029881,-0.06489214238224161
2013-04-02,167.93,179.1216755602988,-0.06248085568254569
2013-04-03,168.73,180.0116755602988,-0.06267191017018103
2013-04-04,169.62,179.1216755602988,-0.05304592830866073
2013-04-05,168.73,179.99167556029883,-0.06256775778792101
2013-04-08,169.6,180.47167556029885,-0.060240342572020045
2013-04-09,170.08,182.99167556029883,-0.07055881378628182
2013-04-10,172.6,185.38167556029882,-0.06894789100199572
2013-04-11,174.99,184.41167556029882,-0.051090450383214026
2013-04-12,174.02,181.24167556029883,-0.039845557253724295
2013-04-15,170.85,181.67167556029884,-0.05956721391446085
2013-04-16,171.28,178.96167556029883,-0.04292357867263363
2013-04-17,168.57,177.74167556029883,-0.05160115392963849
2013-04-18,167.35,179.5316755602988,-0.06785251417211546
2013-04-19,169.14,176.32167556029881,-0.04073053149862349
2013-04-22,165.93,181.14167556029884,-0.08397667468431436
2013-04-23,170.75,181.83167556029883,-0.060944692535838896
2013-04-24,171.44,185.77167556029883,-0.0771467206562767
2013-04-25,175.38,185.99167556029883,-0.057054572621765054
2013-04-26,175.6,187.39167556029884,-0.06292529017119819
2013-04-29,177.0,191.97167556029882,-0.07798898205478322
2013-04-30,181.58,188.96167556029883,-0.03906440572360015
2013-05-01,178.57,187.93167556029883,-0.049814250484320755
2013-05-02,177.54,189.65167556029883,-0.0638627395435164
2013-05-03,179.26,191.31167556029882,-0.06299498201039122
2013-05-06,180.92,195.40167556029883,-0.07411234074003603
2013-05-07,185.01,195.7616755602988,-0.05492226979323678
2013-05-08,185.37,194.0116755602988,-0.04454203869608342
2013-05-09,183.62,195.39167556029884,-0.06024655618793762
2013-05-10,185.0,194.18167556029883,-0.04728394444947337
2013-05-13,183.79,196.94167556029882,-0.06677954538003361
2013-05-14,186.55,197.10167556029882,-0.05353417483795442
2013-05-15,186.71,195.19167556029882,-0.043453059849771325
2013-05-16,184.8,197.40167556029883,-0.06383773351736055
2013-05-17,187.01,197.07167556029881,-0.05105591928262776
2013-05-20,186.68,199.95167556029884,-0.06637441533365163
2013-05-21,189.56,198.45167556029884,-0.04480524306582201
2013-05-22,188.06,194.08167556029883,-0.03102650233678539
2013-05-23,183.69,191.36167556029883,-0.04008992677262313
2013-05-24,180.97,188.86167556029883,-0.04178547890611728
2013-05-28,178.47,187.72167556029882,-0.049284002674092164
2013-05-29,177.33,185.96167556029883,-0.046416421740080316
2013-05-30,175.57,185.48167556029884,-0.05343749203449821
2013-05-31,175.09,186.0416755602988,-0.05886678631180797
2013-06-03,175.65,186.71167556029883,-0.05924469119086473
2013-06-04,176.32,184.13167556029882,-0.04242439839059997
2013-06-05,173.74,184.98167556029884,-0.06077183335186276
2013-06-06,174.59,186.33167556029883,-0.0630149196318428
2013-06-07,175.94,186.19167556029882,-0.05505979539337025
2013-06-10,175.8,184.17167556029884,-0.04545582557594685
2013-06-11,173.78,182.85167556029882,-0.0496122090896961
2013-06-12,172.46,184.82167556029881,-0.06688433877045852
2013-06-13,174.43,183.5416755602988,-0.04964363288328677
2013-06-14,173.15,186.49167556029883,-0.07154032757877726
2013-06-17,176.1,189.2916755602988,-0.06968967611096355
2013-06-18,178.9,188.20167556029884,-0.04942397846675184
2013-06-19,177.81,180.72167556029885,-0.01611137984014177
2013-06-20,170.33,179.48167556029884,-0.05098947027171152
2013-06-21,169.09,178.97167556029885,-0.05521362824236131
2013-06-24,168.58,180.65167556029883,-0.06682293714053855
2013-06-25,170.26,180.7616755602988,-0.0580968035826579
2013-06-26,170.37,184.0416755602988,-0.0742857590199425
2013-06-27,173.65,184.13167556029882,-0.056924890996640665
2013-06-28,173.74,184.03667024704617,-0.05594901403738817
2013-07-01,173.94,182.76667024704616,-0.04829474780667142
2013-07-02,172.67,182.8866702470462,-0.05586339470911339
2013-07-03,172.79,184.12667024704618,-0.061569951989223326
2013-07-05,174.03,186.05667024704618,-0.06463982307689997
2013-07-08,175.96,187.7266702470462,-0.06267980053958977
2013-07-09,177.63,190.1166702470462,-0.06567898664972649
