date,WM,dcf,Deviation
2010-01-11,34.67,37.3358380008617,-0.07140158474011404
2010-01-12,34.88,37.2558380008617,-0.0637708914454359
2010-01-13,34.8,36.895838000861694,-0.05680418481924032
2010-01-14,34.44,35.7058380008617,-0.03545184966198389
2010-01-15,33.25,36.3758380008617,-0.08593171106567088
2010-01-19,33.92,36.175838000861695,-0.06235758797924629
2010-01-20,33.72,35.5558380008617,-0.05163253361704501
2010-01-21,33.1,35.315838000861696,-0.06274346373453266
2010-01-22,32.86,35.0958380008617,-0.06370664238895796
2010-01-25,32.64,35.0158380008617,-0.0678503824698764
2010-01-26,32.56,35.035838000861695,-0.07066587078067887
2010-01-27,32.58,34.565838000861696,-0.05745088549024013
2010-01-28,32.11,34.5058380008617,-0.06943283049094096
2010-01-29,32.05,34.635838000861696,-0.07465787317741135
2010-02-01,32.18,34.965838000861694,-0.07967313698567846
2010-02-02,32.51,34.925838000861695,-0.06917050926028157
2010-02-03,32.47,34.2658380008617,-0.052408991159549
2010-02-04,31.81,34.2758380008617,-0.07194099822737254
2010-02-05,31.82,33.855838000861695,-0.06013255382453919
2010-02-08,31.4,34.5158380008617,-0.09027270323797187
2010-02-09,32.06,34.3758380008617,-0.0673681904366562
2010-02-10,31.92,34.385838000861696,-0.07171085959283297
2010-02-11,31.93,34.285838000861695,-0.06871169375537756
2010-02-12,31.83,35.355838000861695,-0.09972435106122401
2010-02-16,32.9,35.4558380008617,-0.07208511051972832
2010-02-17,33.0,35.355838000861695,-0.06663222070437924
2010-02-18,32.9,35.8358380008617,-0.08192463647120818
2010-02-19,33.38,35.815838000861696,-0.06801007980891272
2010-02-22,33.36,35.0758380008617,-0.04891794747197631
2010-02-23,32.62,35.3758380008617,-0.07790170230863713
2010-02-24,32.92,35.4858380008617,-0.07230597177384934
2010-02-25,33.03,35.4758380008617,-0.06894376958205439
2010-02-26,33.02,35.8258380008617,-0.07831883795137495
2010-03-01,33.37,35.965838000861694,-0.07217510129472038
2010-03-02,33.51,35.9558380008617,-0.06802339027122895
2010-03-03,33.5,35.925838000861695,-0.06752349105408506
2010-03-04,33.47,36.315838000861696,-0.07836355038245768
2010-03-05,33.86,36.0558380008617,-0.060901039127400636
2010-03-08,33.6,36.0758380008617,-0.06862870381008368
2010-03-09,33.62,35.9458380008617,-0.06470395823866859
2010-03-10,33.49,35.9058380008617,-0.06728259623974575
2010-03-11,33.45,35.8758380008617,-0.06761759825104097
2010-03-12,33.42,36.1558380008617,-0.07566794609480476
2010-03-15,33.7,36.3358380008617,-0.07254099935163705
2010-03-16,33.88,36.425838000861695,-0.06989099333284987
2010-03-17,33.97,36.5558380008617,-0.07073666320549798
2010-03-18,34.1,36.6158380008617,-0.06870901058723533
2010-03-19,34.16,36.7258380008617,-0.06986465498218175
2010-03-22,34.27,37.145838000861694,-0.07742019444533677
2010-03-23,34.69,36.815838000861696,-0.0577424857424661
2010-03-24,34.36,36.7258380008617,-0.06441889769285025
2010-03-25,34.27,36.885838000861696,-0.07091713629498086
2010-03-26,34.43,37.0058380008617,-0.06960626052575059
2010-03-29,34.55,36.895838000861694,-0.06358001682484915
2010-03-30,34.44,36.885838000861696,-0.06630832138894505
2010-03-31,34.43,36.456346402412755,-0.05558281622753747
2010-04-01,34.58,36.55634640241275,-0.05406301769485122
2010-04-05,34.68,36.71634640241275,-0.055461575073246894
2010-04-06,34.84,36.55634640241275,-0.04695070955721836
2010-04-07,34.68,36.48634640241276,-0.04950746184587307
2010-04-08,34.61,36.64634640241275,-0.055567514972752696
2010-04-09,34.77,36.79634640241275,-0.05506922834816774
2010-04-12,34.92,36.746346402412755,-0.04970144194506465
2010-04-13,34.87,36.97634640241275,-0.05696469790415293
2010-04-14,35.1,37.01634640241275,-0.051770274180485853
2010-04-15,35.14,36.90634640241275,-0.04786023474535195
2010-04-16,35.03,36.98634640241276,-0.052893745738701425
2010-04-19,35.11,36.96634640241275,-0.050217199779624244
2010-04-20,35.09,37.00634640241275,-0.05178426374692868
2010-04-21,35.13,37.11634640241275,-0.053516754609328365
2010-04-22,35.24,37.40634640241275,-0.057913873199683
2010-04-23,35.53,37.536346402412754,-0.05345076425136008
2010-04-26,35.66,36.64634640241275,-0.02691527257810933
2010-04-27,34.77,37.166346402412756,-0.06447624354750103
2010-04-28,35.29,36.96634640241275,-0.04534790601603356
2010-04-29,35.09,36.55634640241275,-0.04011195173257154
2010-04-30,34.68,36.956346402412755,-0.06159554782894183
2010-05-03,35.08,36.07634640241275,-0.027617719136495467
2010-05-04,34.2,35.916346402412756,-0.047787332909158486
2010-05-05,34.04,34.96634640241275,-0.0264925134514149
2010-05-06,33.09,34.73634640241276,-0.04739549702033141
2010-05-07,32.86,35.856346402412754,-0.08356530162847631
2010-05-10,33.98,35.83634640241275,-0.05180066018916962
2010-05-11,33.96,36.22634640241275,-0.06256072244320521
2010-05-12,34.35,35.93634640241275,-0.04414322993909714
2010-05-13,34.06,35.346346402412756,-0.03639262705593094
2010-05-14,33.47,35.61634640241275,-0.06026295842257856
2010-05-17,33.74,35.62634640241275,-0.05294807334734153
2010-05-18,33.75,35.176346402412754,-0.04054845224957537
2010-05-19,33.3,34.04634640241275,-0.021921482957121707
2010-05-20,32.17,34.276346402412756,-0.06145189390035122
2010-05-21,32.4,33.89634640241275,-0.04414476960579572
2010-05-24,32.02,33.916346402412756,-0.05591246120418947
2010-05-25,32.04,34.096346402412756,-0.06030987537911814
2010-05-26,32.22,34.55634640241275,-0.06760976334725088
2010-05-27,32.68,34.386346402412755,-0.049622788720962485
2010-05-28,32.51,33.846346402412756,-0.03948273726577167
2010-06-01,31.97,34.55634640241275,-0.07484432446342681
2010-06-02,32.68,34.676346402412754,-0.05757084034302562
2010-06-03,32.8,33.43634640241275,-0.019031577037580738
2010-06-04,31.56,33.246346402412755,-0.05072275858529751
2010-06-07,31.37,33.72634640241275,-0.0698666370290314
2010-06-08,31.85,33.83634640241275,-0.058704517881135954
2010-06-09,31.96,34.706346402412755,-0.07913095693131877
2010-06-10,32.83,34.64634640241275,-0.05242533747472622
2010-06-11,32.77,34.706346402412755,-0.055792285939903485
2010-06-14,32.83,35.48634640241276,-0.07485544925617227
2010-06-15,33.61,35.51634640241275,-0.05367518327513687
2010-06-16,33.64,35.58634640241275,-0.05469362829224833
2010-06-17,33.71,35.40634640241275,-0.047910800598650716
2010-06-18,33.53,35.426346402412754,-0.05352926832679539
2010-06-21,33.55,34.916346402412756,-0.03913199813822288
2010-06-22,33.04,34.54634640241275,-0.04360363856907157
2010-06-23,32.67,34.01634640241275,-0.0395793947558476
2010-06-24,32.14,34.026346402412756,-0.05543781809847792
2010-06-25,32.15,34.176346402412754,-0.059290901916587035
2010-06-28,32.3,33.33634640241275,-0.031087582001420144
2010-06-29,31.46,33.166346402412756,-0.0514481270173498
2010-06-30,31.29,34.168311072813445,-0.0842391965666579
2010-07-01,31.65,34.32831107281344,-0.07802047316375404
2010-07-02,31.81,34.24831107281344,-0.07119507492294985
2010-07-06,31.73,34.99831107281344,-0.09338482265654968
2010-07-07,32.48,35.39831107281344,-0.08244209919536982
2010-07-08,32.88,35.29831107281344,-0.06851067372104402
2010-07-09,32.78,35.25831107281344,-0.07029012443889826
2010-07-12,32.74,35.668311072813445,-0.0820983944778203
2010-07-13,33.15,35.57831107281344,-0.06825256735328833
2010-07-14,33.06,35.69831107281344,-0.07390576734658694
2010-07-15,33.18,34.958311072813444,-0.05086947905204753
2010-07-16,32.44,34.988311072813445,-0.0728332118549595
2010-07-19,32.47,35.19831107281344,-0.07751255641696797
2010-07-20,32.68,35.128311072813446,-0.06969623639857392
2010-07-21,32.61,35.86831107281344,-0.09084093940746196
2010-07-22,33.35,36.10831107281344,-0.07638992217750717
2010-07-23,33.59,36.638311072813444,-0.08320009802731776
2010-07-26,34.12,36.64831107281344,-0.06898847446994638
2010-07-27,34.13,36.638311072813444,-0.06846142737934968
2010-07-28,34.12,36.76831107281344,-0.07202699812805946
2010-07-29,34.25,36.46831107281344,-0.06082845647511104
2010-07-30,33.95,36.97831107281344,-0.08189425057435518
2010-08-02,34.46,36.90831107281344,-0.06633495279649515
2010-08-03,34.39,37.10831107281344,-0.07325343014074681
2010-08-04,34.59,36.97831107281344,-0.06458680787531501
2010-08-05,34.46,37.08831107281344,-0.07086629174494952
2010-08-06,34.57,37.168311072813445,-0.06990662200720665
2010-08-09,34.65,36.83831107281344,-0.059403132474995846
2010-08-10,34.32,35.848311072813445,-0.04263272179571331
2010-08-11,33.33,35.61831107281344,-0.06424535593884606
2010-08-12,33.1,35.528311072813445,-0.06834862112743678
2010-08-13,33.01,35.76831107281344,-0.07711605580700631
2010-08-16,33.25,36.47831107281344,-0.08849946661098129
2010-08-17,33.96,36.47831107281344,-0.06903584619876457
2010-08-18,33.96,35.99831107281344,-0.05662240844273414
2010-08-19,33.48,36.11831107281344,-0.07304635777389168
2010-08-20,33.6,36.03831107281344,-0.06765886081306549
2010-08-23,33.52,35.68831107281344,-0.06075689792070904
2010-08-24,33.17,35.638311072813444,-0.06926004623985627
2010-08-25,33.12,35.60831107281344,-0.06988006445251604
2010-08-26,33.09,36.138311072813444,-0.08435123231607411
2010-08-27,33.62,35.94831107281344,-0.0647683021351807
2010-08-30,33.43,35.60831107281344,-0.061174231722451955
2010-08-31,33.09,36.51831107281344,-0.09387923406363907
2010-09-01,34.0,36.35831107281344,-0.06486305340450338
2010-09-02,33.84,36.628311072813446,-0.07612447833782332
2010-09-03,34.11,36.348311072813445,-0.061579506908302495
2010-09-07,33.83,36.43831107281344,-0.07158155787191522
2010-09-08,33.92,36.318311072813444,-0.06603586460849309
2010-09-09,33.8,36.51831107281344,-0.07443693295107301
2010-09-10,34.0,36.67831107281344,-0.07302165760840196
2010-09-13,34.16,36.78831107281344,-0.07144418963978394
2010-09-14,34.27,37.04831107281344,-0.07499157160910908
2010-09-15,34.53,37.058311072813446,-0.06822521047561325
2010-09-16,34.54,37.51831107281344,-0.07938286632981162
2010-09-17,35.0,37.82831107281344,-0.07476704596642969
2010-09-20,35.31,38.11831107281344,-0.07367354412552574
2010-09-21,35.6,38.138311072813444,-0.06655541374045937
2010-09-22,35.62,37.638311072813444,-0.05362384802306641
2010-09-23,35.12,38.278311072813445,-0.08250915425201677
2010-09-24,35.76,37.988311072813445,-0.058657808412234225
2010-09-27,35.47,38.098311072813445,-0.06898760073091481
2010-09-28,35.58,38.36831107281344,-0.07267223901312536
2010-09-29,35.85,38.25831107281344,-0.06294870330867264
2010-09-30,35.74,37.11483412322275,-0.03704271231977607
2010-10-01,35.93,36.93483412322275,-0.02720559458505767
2010-10-04,35.75,37.58483412322275,-0.048818470695046856
2010-10-05,36.4,37.73483412322275,-0.03537405567661589
2010-10-06,36.55,37.35483412322275,-0.02154564843114659
2010-10-07,36.17,37.53483412322275,-0.03636179978156151
2010-10-08,36.35,37.62483412322275,-0.03388278388278376
2010-10-11,36.44,37.71483412322275,-0.0338019284151585
2010-10-12,36.53,38.17483412322275,-0.04308687021175961
2010-10-13,36.99,38.094834123222746,-0.029002203281657923
2010-10-14,36.91,37.79483412322275,-0.023411509634833183
2010-10-15,36.61,37.65483412322275,-0.027747675631861868
2010-10-18,36.47,37.31483412322275,-0.02264070424198872
2010-10-19,36.13,37.72483412322275,-0.04227544428726848
2010-10-20,36.54,37.90483412322275,-0.03600686178406387
2010-10-21,36.72,37.97483412322275,-0.033043834217971746
2010-10-22,36.79,38.06483412322275,-0.0334911251444282
2010-10-25,36.88,37.68483412322275,-0.021356976671068284
2010-10-26,36.5,37.274834123222746,-0.020787057580492707
2010-10-27,36.09,37.31483412322275,-0.032824321801298795
2010-10-28,36.13,36.90483412322275,-0.020995464188665047
2010-10-29,35.72,36.73483412322275,-0.027625934550802755
2010-11-01,35.55,37.06483412322275,-0.04086984763473267
2010-11-02,35.88,37.134834123222745,-0.03379129469271058
2010-11-03,35.95,37.05483412322275,-0.029816194009901986
2010-11-04,35.87,36.69483412322275,-0.02247820825277269
2010-11-05,35.51,36.36483412322275,-0.023507164100519007
2010-11-08,35.18,36.33483412322275,-0.03178311257198385
2010-11-09,35.15,36.26483412322275,-0.030741464842626964
2010-11-10,35.08,36.11483412322275,-0.028653990758809145
2010-11-11,34.93,36.274834123222746,-0.037073474096516956
2010-11-12,35.09,36.17483412322275,-0.029988641261697757
2010-11-15,34.99,36.01483412322275,-0.028455889029401993
2010-11-16,34.83,36.01483412322275,-0.03289850285493212
2010-11-17,34.83,36.384834123222745,-0.04273302766633669
2010-11-18,35.2,36.40483412322275,-0.033095443290433235
2010-11-19,35.22,36.344834123222746,-0.030948940897876587
2010-11-22,35.16,36.05483412322275,-0.02481870032086464
2010-11-23,34.87,36.48483412322275,-0.04426042113193829
2010-11-24,35.3,36.10483412322275,-0.022291589000961065
2010-11-26,34.92,35.60483412322275,-0.019234301748258242
2010-11-29,34.42,35.43483412322275,-0.02863944895843784
2010-11-30,34.25,35.73483412322275,-0.041551448597820895
2010-12-01,34.55,36.16483412322275,-0.04465205391847227
2010-12-02,34.98,35.98483412322275,-0.027923822568749368
2010-12-03,34.8,35.86483412322275,-0.0296902007008939
2010-12-06,34.68,35.91483412322275,-0.03438228668928467
2010-12-07,34.73,36.07483412322275,-0.03727901058752292
2010-12-08,34.89,36.53483412322275,-0.04502098237739749
2010-12-09,35.35,37.05483412322275,-0.046008413303199824
2010-12-10,35.87,37.37483412322275,-0.040263299049338785
2010-12-13,36.19,37.54483412322275,-0.036085766653707
2010-12-14,36.36,37.35483412322275,-0.026632004841490753
2010-12-15,36.17,37.44483412322275,-0.034045660852109694
2010-12-16,36.26,37.46483412322275,-0.032159067333917046
2010-12-17,36.28,37.48483412322275,-0.0321419088920637
2010-12-20,36.3,37.58483412322275,-0.03418490870573998
2010-12-21,36.4,37.67483412322275,-0.033837816486548156
2010-12-22,36.49,37.67483412322275,-0.03144895394489389
2010-12-23,36.49,37.80483412322275,-0.03477952366983328
2010-12-27,36.62,37.844834123222746,-0.03236463183415439
2010-12-28,36.66,37.98483412322275,-0.03487797574487206
2010-12-29,36.8,38.00483412322275,-0.031702128190227885
2010-12-30,36.82,38.05483412322275,-0.03244881108203801
2010-12-31,36.87,36.82,0.0013579576317217512
2011-01-03,36.82,36.6,0.006010928961748707
2011-01-04,36.6,36.58,0.0005467468562057043
2011-01-05,36.58,36.41,0.004669046965119605
2011-01-06,36.41,36.21,0.00552333609500133
2011-01-07,36.21,36.15,0.0016597510373443924
2011-01-10,36.15,36.04,0.003052164261931223
2011-01-11,36.04,36.36,-0.008800880088008833
2011-01-12,36.36,36.68,-0.008724100327153761
2011-01-13,36.68,37.03,-0.00945179584120992
2011-01-14,37.03,37.21,-0.004837409298575679
2011-01-18,37.21,37.19,0.00053777897284224
2011-01-19,37.19,37.18,0.00026896180742319586
2011-01-20,37.18,37.43,-0.006679134384183771
2011-01-21,37.43,37.7,-0.0071618037135279256
2011-01-24,37.7,37.87,-0.0044890414576179705
2011-01-25,37.87,38.23,-0.009416688464556566
2011-01-26,38.23,38.34,-0.002869066249348129
2011-01-27,38.34,37.87,0.012410879324003421
2011-01-28,37.87,37.87,0.0
2011-01-31,37.87,38.1,-0.0060367454068243065
2011-02-01,38.1,37.84,0.006871035940803294
2011-02-02,37.84,37.7,0.003713527851458842
2011-02-03,37.7,37.72,-0.0005302226935312015
2011-02-04,37.72,38.04,-0.008412197686645695
2011-02-07,38.04,38.07,-0.0007880220646178104
2011-02-08,38.07,38.18,-0.002881089575694107
2011-02-09,38.18,38.14,0.001048767697954922
2011-02-10,38.14,38.04,0.002628811777076745
2011-02-11,38.04,38.18,-0.0036668412781560855
2011-02-14,38.18,37.98,0.00526592943654558
2011-02-15,37.98,37.99,-0.0002632271650435669
2011-02-16,37.99,37.98,0.00026329647182743443
2011-02-17,37.98,38.04,-0.001577287066246158
2011-02-18,38.04,37.7,0.009018567639257125
2011-02-22,37.7,37.26,0.01180891035963505
2011-02-23,37.26,36.79,0.012775210655069369
2011-02-24,36.79,36.88,-0.0024403470715835818
2011-02-25,36.88,37.06,-0.004856988667026441
2011-02-28,37.06,36.77,0.00788686429154195
2011-03-01,36.77,36.84,-0.0019001085776330084
2011-03-02,36.84,37.26,-0.011272141706924144
2011-03-03,37.26,37.21,0.0013437248051597628
2011-03-04,37.21,37.24,-0.0008055853920515554
2011-03-07,37.24,37.5,-0.006933333333333236
2011-03-08,37.5,37.35,0.004016064257028162
2011-03-09,37.35,36.82,0.014394350896252073
2011-03-10,36.82,36.87,-0.0013561160835366959
2011-03-11,36.87,36.98,-0.0029745808545159624
2011-03-14,36.98,36.73,0.0068064252654505
2011-03-15,36.73,36.1,0.017451523545706227
2011-03-16,36.1,36.23,-0.0035881865857023687
2011-03-17,36.23,36.52,-0.007940854326396685
2011-03-18,36.52,36.76,-0.006528835690968293
2011-03-21,36.76,36.81,-0.0013583265417007606
2011-03-22,36.81,36.96,-0.0040584415584414835
2011-03-23,36.96,37.17,-0.005649717514124353
2011-03-24,37.17,37.08,0.0024271844660195274
2011-03-25,37.08,37.12,-0.0010775862068965747
2011-03-28,37.12,37.17,-0.0013451708366963855
2011-03-29,37.17,37.18,-0.0002689618074233069
2011-03-30,37.18,37.34,-0.004284949116229342
2011-03-31,37.34,37.65,-0.008233731739707761
2011-04-01,37.65,37.75,-0.0026490066225165476
2011-04-04,37.75,37.74,0.00026497085320609237
2011-04-05,37.74,38.24,-0.013075313807531352
2011-04-06,38.24,38.09,0.003938041480703536
2011-04-07,38.09,37.92,0.004483122362869185
2011-04-08,37.92,37.76,0.004237288135593209
2011-04-11,37.76,37.67,0.002389169100079469
2011-04-12,37.67,37.59,0.0021282255919126136
2011-04-13,37.59,37.82,-0.006081438392384952
2011-04-14,37.82,37.85,-0.0007926023778072055
2011-04-15,37.85,37.33,0.013929815162068149
2011-04-18,37.33,37.38,-0.0013376136971643415
2011-04-19,37.38,38.17,-0.0206968823683521
2011-04-20,38.17,38.38,-0.0054715997915580905
2011-04-21,38.38,38.5,-0.0031168831168830735
2011-04-25,38.5,39.13,-0.01610017889087667
2011-04-26,39.13,39.46,-0.008362899138367963
2011-04-27,39.46,39.61,-0.0037869224943195556
2011-04-28,39.61,39.46,0.0038013177901672357
2011-04-29,39.46,39.47,-0.0002533569799847424
2011-05-02,39.47,39.35,0.003049555273189286
2011-05-03,39.35,39.06,0.007424475166410538
2011-05-04,39.06,38.57,0.012704174228675091
2011-05-05,38.57,38.71,-0.003616636528028905
2011-05-06,38.71,38.8,-0.00231958762886586
2011-05-09,38.8,38.99,-0.00487304437035152
2011-05-10,38.99,38.85,0.003603603603603567
2011-05-11,38.85,39.05,-0.005121638924455718
2011-05-12,39.05,38.75,0.00774193548387081
2011-05-13,38.75,38.71,0.0010333247222940045
2011-05-16,38.71,38.56,0.00389004149377592
2011-05-17,38.56,39.06,-0.01280081925243215
2011-05-18,39.06,39.22,-0.004079551249362434
2011-05-19,39.22,38.87,0.00900437355286865
2011-05-20,38.87,38.43,0.011449388498568691
2011-05-23,38.43,38.37,0.0015637216575450363
2011-05-24,38.37,38.25,0.0031372549019608176
2011-05-25,38.25,38.4,-0.00390625
2011-05-26,38.4,38.87,-0.012091587342423438
2011-05-27,38.87,38.88,-0.00025720164609066565
2011-05-31,38.88,38.39,0.012763740557436787
2011-06-01,38.39,38.24,0.003922594142259372
2011-06-02,38.24,37.92,0.00843881856540074
2011-06-03,37.92,37.55,0.009853528628495534
2011-06-06,37.55,37.18,0.009951586874663798
2011-06-07,37.18,36.75,0.01170068027210891
2011-06-08,36.75,36.91,-0.004334868599295438
2011-06-09,36.91,36.54,0.010125889436234159
2011-06-10,36.54,36.49,0.0013702384214853147
2011-06-13,36.49,36.84,-0.009500542888165042
2011-06-14,36.84,36.37,0.012922738520759092
2011-06-15,36.37,36.44,-0.0019209659714599647
2011-06-16,36.44,36.74,-0.00816548720740351
2011-06-17,36.74,37.32,-0.015541264737406135
2011-06-20,37.32,37.47,-0.004003202562049557
2011-06-21,37.47,37.29,0.00482703137570395
2011-06-22,37.29,37.1,0.00512129380053894
2011-06-23,37.1,36.8,0.008152173913043681
2011-06-24,36.8,36.82,-0.0005431830526888559
2011-06-27,36.82,36.9,-0.0021680216802167918
2011-06-28,36.9,37.05,-0.004048582995951344
2011-06-29,37.05,37.27,-0.005902870941776439
2011-06-30,37.27,37.54,-0.007192328183271091
2011-07-01,37.54,37.62,-0.0021265284423178654
2011-07-05,37.62,37.73,-0.002915451895043719
2011-07-06,37.73,38.0,-0.007105263157894837
2011-07-07,38.0,37.74,0.006889242183359734
2011-07-08,37.74,37.15,0.015881561238223485
2011-07-11,37.15,36.63,0.014196014196014017
2011-07-12,36.63,36.54,0.0024630541871921707
2011-07-13,36.54,36.05,0.013592233009708687
2011-07-14,36.05,36.16,-0.003042035398230114
2011-07-15,36.16,35.73,0.012034704729918744
2011-07-18,35.73,36.06,-0.009151414309484296
2011-07-19,36.06,36.14,-0.0022136137244050946
2011-07-20,36.14,36.57,-0.011758271807492449
2011-07-21,36.57,35.97,0.016680567139282676
2011-07-22,35.97,35.95,0.0005563282336578101
2011-07-25,35.95,35.8,0.0041899441340784715
2011-07-26,35.8,35.51,0.008166713601802211
2011-07-27,35.51,32.68,0.08659730722154224
2011-07-28,32.68,31.49,0.037789774531597375
2011-07-29,31.49,31.48,0.0003176620076237313
2011-08-01,31.48,30.66,0.026744944553163785
2011-08-02,30.66,30.86,-0.006480881399870353
2011-08-03,30.86,30.07,0.0262720319255072
2011-08-04,30.07,30.37,-0.009878169245966406
2011-08-05,30.37,28.17,0.07809726659566918
2011-08-08,28.17,29.4,-0.0418367346938775
2011-08-09,29.4,28.7,0.024390243902439046
2011-08-10,28.7,30.73,-0.06605922551252852
2011-08-11,30.73,30.79,-0.0019486846378693468
2011-08-12,30.79,30.97,-0.005812076202776906
2011-08-15,30.97,30.6,0.012091503267973813
2011-08-16,30.6,31.2,-0.019230769230769162
2011-08-17,31.2,29.72,0.049798115746971794
2011-08-18,29.72,29.4,0.010884353741496655
2011-08-19,29.4,30.12,-0.02390438247011961
2011-08-22,30.12,32.13,-0.06255835667600373
2011-08-23,32.13,33.11,-0.029598308668076
2011-08-24,33.11,32.48,0.019396551724138122
2011-08-25,32.48,32.34,0.004329004329004071
2011-08-26,32.34,33.9,-0.04601769911504405
2011-08-29,33.9,33.47,0.012847325963549538
2011-08-30,33.47,33.04,0.013014527845036206
2011-08-31,33.04,32.08,0.029925187032419087
2011-09-01,32.08,30.71,0.044610875936176964
2011-09-02,30.71,30.72,-0.0003255208333332593
2011-09-06,30.72,31.45,-0.02321144674085851
2011-09-07,31.45,31.2,0.008012820512820484
2011-09-08,31.2,30.48,0.023622047244094446
2011-09-09,30.48,30.83,-0.011352578657152002
2011-09-12,30.83,31.15,-0.010272873194221543
2011-09-13,31.15,31.77,-0.01951526597418951
2011-09-14,31.77,32.28,-0.01579925650557623
2011-09-15,32.28,32.01,0.008434864104967188
2011-09-16,32.01,31.25,0.024319999999999897
2011-09-19,31.25,31.14,0.0035324341682723137
2011-09-20,31.14,29.62,0.051316677920324016
2011-09-21,29.62,29.35,0.009199318568994919
2011-09-22,29.35,30.81,-0.047387211944173835
2011-09-23,30.81,32.09,-0.03988781551885334
2011-09-26,32.09,32.48,-0.012007389162561388
2011-09-27,32.48,31.55,0.029477020602218573
2011-09-28,31.55,32.37,-0.0253320976212541
2011-09-29,32.37,32.56,-0.005835380835380932
2011-09-30,32.56,31.96749676863421,0.018534552006184812
2011-10-03,31.36,32.59749676863421,-0.03796293860898381
2011-10-04,31.99,33.24749676863421,-0.03782229914585733
2011-10-05,32.64,33.69749676863421,-0.03138205712711972
2011-10-06,33.09,33.537496768634206,-0.013343177391006766
2011-10-07,32.93,34.357496768634206,-0.041548334508973994
2011-10-10,33.75,33.72749676863421,0.0006672072795723683
2011-10-11,33.12,33.69749676863421,-0.017137675614283254
2011-10-12,33.09,33.16749676863421,-0.002336527509893105
2011-10-13,32.56,33.52749676863421,-0.028856814909585582
2011-10-14,32.92,33.15749676863421,-0.007162686926923678
2011-10-17,32.55,33.69749676863421,-0.03405287866077655
2011-10-18,33.09,33.61749676863421,-0.015691137631829055
2011-10-19,33.01,33.86749676863421,-0.025319165880259842
2011-10-20,33.26,34.51749676863421,-0.036430705768237814
2011-10-21,33.91,34.93749676863421,-0.029409570337525448
2011-10-24,34.33,34.48749676863421,-0.004566778786259995
2011-10-25,33.88,35.287496768634206,-0.03988655749266057
2011-10-26,34.68,34.67749676863421,7.218604567960085e-05
2011-10-27,34.07,34.32749676863421,-0.007501181061052242
2011-10-28,33.72,33.537496768634206,0.005441766647786173
2011-10-31,32.93,31.97749676863421,0.02978667274231639
2011-11-01,31.37,31.96749676863421,-0.01869075870902903
2011-11-02,31.36,32.42749676863421,-0.032919493485749185
2011-11-03,31.82,32.107496768634206,-0.00895419442711154
2011-11-04,31.5,32.25749676863421,-0.023482813129218627
2011-11-07,31.65,32.27749676863421,-0.019440688760101854
2011-11-08,31.67,31.59749676863421,0.0022945878243672
2011-11-09,30.99,31.76749676863421,-0.024474599755114346
2011-11-10,31.16,32.44749676863421,-0.03967938660460191
2011-11-11,31.84,31.76749676863421,0.0022823086091370293
2011-11-14,31.16,31.78749676863421,-0.019740364370351426
2011-11-15,31.18,31.74749676863421,-0.017875323297768975
2011-11-16,31.14,31.47749676863421,-0.010721842690188388
2011-11-17,30.87,31.57749676863421,-0.022405093532840148
2011-11-18,30.97,30.437496768634208,0.017494974551078624
2011-11-21,29.83,31.14749676863421,-0.04229864051100696
2011-11-22,30.54,30.85749676863421,-0.010289129122001195
2011-11-23,30.25,30.91749676863421,-0.021589612303651418
2011-11-25,30.31,31.01749676863421,-0.022809602396723805
2011-11-28,30.41,31.027496768634208,-0.01990159803218272
2011-11-29,30.42,31.90749676863421,-0.04661903688090163
2011-11-30,31.3,31.84749676863421,-0.017191202580587817
2011-12-01,31.24,31.83749676863421,-0.018767077480251415
2011-12-02,31.23,32.13749676863421,-0.028237941964413094
2011-12-05,31.53,32.21749676863421,-0.02133923605460042
2011-12-06,31.61,32.09749676863421,-0.015187999617172432
2011-12-07,31.49,31.17749676863421,0.010023358632184287
2011-12-08,30.57,32.26749676863421,-0.052607017544796686
2011-12-09,31.66,32.31749676863421,-0.020344916357269982
2011-12-12,31.71,31.85749676863421,-0.004629891975047706
2011-12-13,31.25,32.22749676863421,-0.03033114162268946
2011-12-14,31.62,31.49749676863421,0.0038893005455526986
2011-12-15,30.89,31.60749676863421,-0.022700208557680512
2011-12-16,31.0,31.65749676863421,-0.020769070070178364
2011-12-19,31.05,32.44749676863421,-0.04306947862878341
2011-12-20,31.84,32.66749676863421,-0.025330890043241183
2011-12-21,32.06,32.99749676863421,-0.028411148130646824
2011-12-22,32.39,33.33749676863421,-0.028421353145076766
2011-12-23,32.73,33.45749676863421,-0.02174390910548407
2011-12-27,32.85,33.01749676863421,-0.0050729699409958195
2011-12-28,32.41,33.38749676863421,-0.029277330235566446
2011-12-29,32.78,33.31749676863421,-0.01613256759253945
2011-12-30,32.71,33.39579491598449,-0.020535367333215926
2012-01-03,32.84,32.90579491598449,-0.001999493285376408
2012-01-04,32.35,33.16579491598449,-0.02459747815636748
2012-01-05,32.61,33.54579491598449,-0.027896042360247786
2012-01-06,32.99,33.49579491598449,-0.015100251158485567
2012-01-09,32.94,33.97579491598449,-0.030486259954941697
2012-01-10,33.42,33.88579491598449,-0.013746022991031115
2012-01-11,33.33,34.38579491598449,-0.03070439169907624
2012-01-12,33.83,33.95579491598449,-0.0037046670913092328
2012-01-13,33.4,34.05579491598449,-0.01925648535300195
2012-01-17,33.5,34.23579491598449,-0.02149197697293581
2012-01-18,33.68,34.40579491598449,-0.021095135797815634
