date,FOXA,dcf,Deviation
2020-08-21,26.0,,
2020-08-20,25.889999,33.62725779967159,-0.23008890126471016
2020-08-19,25.85,33.51725679967159,-0.2287554988613124
2020-08-18,25.635,33.47725779967159,-0.23425627769752755
2020-08-17,25.559999,33.262257799671595,-0.23156151473721187
2020-08-14,25.74,33.187256799671594,-0.2244010960178333
2020-08-13,25.57,33.36725779967159,-0.2336799100029231
2020-08-12,24.92,33.19725779967159,-0.2493355881868493
2020-08-11,24.66,32.54725779967159,-0.24233248306870192
2020-08-10,24.4,32.237487765089725,-0.2431172001429036
2020-08-07,24.67,31.977487765089723,-0.22851975798634838
2020-08-06,24.99,29.833166397415187,-0.16234168149964834
2020-08-05,24.725,30.153166397415184,-0.18001978053888568
2020-08-04,26.67,29.888166397415187,-0.10767359745740379
2020-08-03,26.360001,31.833166397415187,-0.17193279892695812
2020-07-31,25.77,31.523167397415186,-0.18250600661045657
2020-07-30,25.82,30.933166397415185,-0.1652972195514536
2020-07-29,25.860001,30.983166397415186,-0.16535318991291326
2020-07-28,25.74,31.023167397415186,-0.17029748541586298
2020-07-27,25.719999,30.903166397415184,-0.16772285825858657
2020-07-24,26.66,30.883165397415187,-0.13674652008853505
2020-07-23,26.24,31.823166397415186,-0.1754434592614479
2020-07-22,25.91,31.403166397415184,-0.1749239655612349
2020-07-21,25.4,31.073166397415186,-0.1825744542689125
2020-07-20,24.76,30.563166397415184,-0.18987451502753894
2020-07-17,25.280001,29.923166397415187,-0.15516958786207447
2020-07-16,26.17,30.443167397415184,-0.1403654009332157
2020-07-15,26.059999,31.333166397415187,-0.16829347313746734
2020-07-14,25.030001,31.223165397415187,-0.19835158666929686
2020-07-13,24.959999,30.193167397415184,-0.17332293523677123
2020-07-10,25.32,30.123165397415185,-0.15945088552437903
2020-07-09,24.370001,30.483166397415186,-0.20054233598034465
2020-07-08,25.299999,29.533166397415187,-0.14333604939109013
2020-07-07,25.690001,30.463166397415186,-0.15668644996208247
2020-07-06,26.5,30.853166397415187,-0.141093019152157
2020-07-02,26.559999,31.663166397415186,-0.16117046960381642
2020-07-01,26.93,31.723166397415184,-0.15109356794237705
2020-06-30,26.82,32.09316639741519,-0.16430807518699353
2020-06-29,26.9,31.983166397415186,-0.15893255640335846
2020-06-26,25.700001,32.06316639741519,-0.1984571741463489
2020-06-25,26.93,30.863166397415185,-0.1274388488455478
2020-06-24,27.379999,32.09316639741519,-0.14685890881102937
2020-06-23,28.26,32.543166397415185,-0.13161492477742986
2020-06-22,28.110001,33.42316639741519,-0.1589665483586883
2020-06-19,28.32,33.27316639741519,-0.14886369208912964
2020-06-18,29.0,33.48316639741518,-0.13389314332473856
2020-06-17,28.07,34.16316639741519,-0.17835484938762003
2020-06-16,28.309999,33.23316639741518,-0.1481401843731055
2020-06-15,29.29,33.473166397415184,-0.12497074067478153
2020-06-12,28.29,34.45316639741519,-0.17888534035808024
2020-06-11,28.06,33.45316639741519,-0.161215423776205
2020-06-10,30.14,33.223166397415184,-0.09280170229816076
2020-06-09,30.81,35.30316639741518,-0.1272737506555266
2020-06-08,32.48,35.973166397415184,-0.09710477968006137
2020-06-05,30.85,37.64316639741518,-0.1804621408756315
2020-06-04,30.53,36.01316639741518,-0.15225449317360584
2020-06-03,30.77,35.69316639741518,-0.13793022290596524
2020-06-02,29.3,35.933166397415185,-0.18459732504654347
2020-06-01,29.54,34.463166397415186,-0.14285299094816883
