date,HSY,dcf,Deviation
1990-04-06,8.16,,
1990-04-09,8.41,,
1990-04-10,8.47,,
1990-04-11,8.41,,
1990-04-12,8.41,,
1990-04-16,8.44,,
1990-04-17,8.31,,
1990-04-18,8.09,,
1990-04-19,7.94,,
1990-04-20,7.84,,
1990-04-23,7.78,,
1990-04-24,7.81,,
1990-04-25,7.81,,
1990-04-26,7.94,,
1990-04-27,7.81,,
1990-04-30,8.06,,
1990-05-01,8.03,,
1990-05-02,8.16,,
1990-05-03,8.19,,
1990-05-04,8.25,,
1990-05-07,8.31,,
1990-05-08,8.5,,
1990-05-09,8.44,,
1990-05-10,8.53,,
1990-05-11,8.75,,
1990-05-14,8.66,,
1990-05-15,8.59,,
1990-05-16,8.63,,
1990-05-17,8.59,,
1990-05-18,8.63,,
1990-05-21,8.59,,
1990-05-22,8.69,,
1990-05-23,8.69,,
1990-05-24,8.66,,
1990-05-25,8.66,,
1990-05-29,8.75,,
1990-05-30,8.72,,
1990-05-31,8.75,,
1990-06-01,8.75,,
1990-06-04,8.84,,
1990-06-05,8.81,,
1990-06-06,8.94,,
1990-06-07,8.97,,
1990-06-08,8.84,,
1990-06-11,8.75,,
1990-06-12,8.88,,
1990-06-13,9.0,,
1990-06-14,9.0,,
1990-06-15,9.13,,
1990-06-18,8.94,,
1990-06-19,9.09,,
1990-06-20,9.09,,
1990-06-21,9.09,,
1990-06-22,9.19,,
1990-06-25,8.91,,
1990-06-26,9.13,,
1990-06-27,9.34,,
1990-06-28,9.5,,
1990-06-29,9.41,,
1990-07-02,9.44,,
1990-07-03,9.38,,
1990-07-05,9.19,,
1990-07-06,9.38,,
1990-07-09,9.5,,
1990-07-10,9.59,,
1990-07-11,9.81,,
1990-07-12,9.75,,
1990-07-13,9.81,,
1990-07-16,9.75,,
1990-07-17,9.75,,
1990-07-18,9.63,,
1990-07-19,9.59,,
1990-07-20,9.56,,
1990-07-23,9.47,,
1990-07-24,9.38,,
1990-07-25,9.66,,
1990-07-26,9.72,,
1990-07-27,9.78,,
1990-07-30,9.81,,
1990-07-31,9.66,,
1990-08-01,9.53,,
1990-08-02,9.22,,
1990-08-03,9.06,,
1990-08-06,8.81,,
1990-08-07,9.0,,
1990-08-08,9.34,,
1990-08-09,9.47,,
1990-08-10,9.28,,
1990-08-13,9.31,,
1990-08-14,9.38,,
1990-08-15,9.5,,
1990-08-16,9.06,,
1990-08-17,8.75,,
1990-08-20,8.75,,
1990-08-21,8.63,,
1990-08-22,8.47,,
1990-08-23,8.44,,
1990-08-24,8.56,,
1990-08-27,8.88,,
1990-08-28,8.91,,
1990-08-29,9.38,,
1990-08-30,9.34,,
1990-08-31,9.5,,
1990-09-04,9.25,,
1990-09-05,9.19,,
1990-09-06,8.94,,
1990-09-07,9.13,,
1990-09-10,9.03,,
1990-09-11,9.13,,
1990-09-12,9.16,,
1990-09-13,9.09,,
1990-09-14,8.97,,
1990-09-17,8.97,,
1990-09-18,9.03,,
1990-09-19,9.03,,
1990-09-20,8.84,,
1990-09-21,8.84,,
1990-09-24,8.53,,
1990-09-25,8.81,,
1990-09-26,8.72,,
1990-09-27,8.72,,
1990-09-28,9.03,,
1990-10-01,9.47,,
1990-10-02,9.19,,
1990-10-03,9.16,,
1990-10-04,9.31,,
1990-10-05,9.38,,
1990-10-08,9.38,,
1990-10-09,9.0,,
1990-10-10,8.88,,
1990-10-11,8.63,,
1990-10-12,8.94,,
1990-10-15,9.0,,
1990-10-16,8.84,,
1990-10-17,8.91,,
1990-10-18,9.0,,
1990-10-19,9.19,,
1990-10-22,8.84,,
1990-10-23,8.78,,
1990-10-24,8.75,,
1990-10-25,8.53,,
1990-10-26,8.47,,
1990-10-29,8.53,,
1990-10-30,8.78,,
1990-10-31,8.63,,
1990-11-01,8.59,,
1990-11-02,8.66,,
1990-11-05,8.84,,
1990-11-06,8.78,,
1990-11-07,8.69,,
1990-11-08,8.69,,
1990-11-09,8.91,,
1990-11-12,8.94,,
1990-11-13,8.91,,
1990-11-14,9.03,,
1990-11-15,8.94,,
1990-11-16,8.81,,
1990-11-19,8.88,,
1990-11-20,8.69,,
1990-11-21,8.66,,
1990-11-23,8.66,,
1990-11-26,8.66,,
1990-11-27,8.75,,
1990-11-28,8.81,,
1990-11-29,8.78,,
1990-11-30,8.75,,
1990-12-03,8.97,,
1990-12-04,9.09,,
1990-12-05,9.22,,
1990-12-06,9.41,,
1990-12-07,9.5,,
1990-12-10,9.5,,
1990-12-11,9.38,,
1990-12-12,9.69,,
1990-12-13,9.59,,
1990-12-14,9.47,,
1990-12-17,9.31,,
1990-12-18,9.44,,
1990-12-19,9.53,,
1990-12-20,9.53,,
1990-12-21,9.63,,
1990-12-24,9.5,,
1990-12-26,9.56,,
1990-12-27,9.44,,
1990-12-28,9.34,,
1990-12-31,9.38,,
1991-01-02,9.28,,
1991-01-03,9.19,,
1991-01-04,9.19,,
1991-01-07,9.06,,
1991-01-08,9.0,,
1991-01-09,8.78,,
1991-01-10,9.0,,
1991-01-11,9.19,,
1991-01-14,9.16,,
1991-01-15,9.19,,
1991-01-16,9.31,,
1991-01-17,9.59,,
1991-01-18,9.84,,
1991-01-21,9.69,,
1991-01-22,9.56,,
1991-01-23,9.78,,
1991-01-24,9.84,,
1991-01-25,9.91,,
1991-01-28,10.0,,
1991-01-29,9.75,,
1991-01-30,9.94,,
1991-01-31,9.94,,
1991-02-01,9.94,,
1991-02-04,10.22,,
1991-02-05,10.34,,
1991-02-06,10.44,,
1991-02-07,10.09,,
1991-02-08,10.28,,
1991-02-11,10.53,,
1991-02-12,10.34,,
1991-02-13,10.09,,
1991-02-14,9.75,,
1991-02-15,9.72,,
1991-02-19,9.5,,
1991-02-20,9.59,,
1991-02-21,9.72,,
1991-02-22,9.94,,
1991-02-25,10.06,,
1991-02-26,9.97,,
1991-02-27,9.97,,
1991-02-28,9.97,,
1991-03-01,9.97,,
1991-03-04,9.88,,
1991-03-05,9.94,,
1991-03-06,9.97,,
1991-03-07,9.97,,
1991-03-08,9.91,,
1991-03-11,10.03,,
1991-03-12,9.91,,
1991-03-13,9.97,,
1991-03-14,9.81,,
1991-03-15,9.63,,
1991-03-18,9.72,,
1991-03-19,9.84,,
1991-03-20,10.25,,
1991-03-21,10.03,,
1991-03-22,10.16,,
1991-03-25,10.19,,
1991-03-26,10.16,,
1991-03-27,10.31,,
1991-03-28,10.22,,
1991-04-01,10.09,,
1991-04-02,10.41,,
1991-04-03,10.16,,
1991-04-04,10.44,,
1991-04-05,10.38,,
1991-04-08,10.44,,
1991-04-09,10.19,,
1991-04-10,10.13,,
1991-04-11,10.28,,
1991-04-12,10.31,,
1991-04-15,10.19,,
1991-04-16,10.34,,
1991-04-17,10.44,,
1991-04-18,10.44,,
1991-04-19,10.31,,
1991-04-22,10.13,,
1991-04-23,10.22,,
1991-04-24,10.25,,
1991-04-25,10.13,,
1991-04-26,10.06,,
1991-04-29,9.91,,
1991-04-30,10.03,,
1991-05-01,10.31,,
1991-05-02,10.38,,
1991-05-03,10.47,,
1991-05-06,10.47,,
1991-05-07,10.66,,
1991-05-08,10.69,,
1991-05-09,10.84,,
1991-05-10,10.56,,
1991-05-13,10.66,,
1991-05-14,10.5,,
1991-05-15,10.53,,
1991-05-16,10.63,,
1991-05-17,10.81,,
1991-05-20,10.81,,
1991-05-21,10.81,,
1991-05-22,10.72,,
1991-05-23,10.78,,
1991-05-24,10.88,,
1991-05-28,10.81,,
1991-05-29,10.84,,
1991-05-30,10.88,,
1991-05-31,10.97,,
1991-06-03,10.91,,
1991-06-04,10.88,,
1991-06-05,10.84,,
1991-06-06,10.75,,
1991-06-07,10.72,,
1991-06-10,10.78,,
1991-06-11,10.69,,
1991-06-12,10.56,,
1991-06-13,10.56,,
1991-06-14,10.63,,
1991-06-17,10.47,,
1991-06-18,10.38,,
1991-06-19,10.28,,
1991-06-20,10.28,,
1991-06-21,10.13,,
1991-06-24,10.06,,
1991-06-25,10.16,,
1991-06-26,10.22,,
1991-06-27,10.44,,
1991-06-28,10.19,,
1991-07-01,10.28,,
1991-07-02,10.44,,
1991-07-03,10.56,,
1991-07-05,10.5,,
1991-07-08,10.5,,
1991-07-09,10.44,,
1991-07-10,10.31,,
1991-07-11,10.13,,
1991-07-12,10.38,,
1991-07-15,10.44,,
1991-07-16,10.47,,
1991-07-17,10.34,,
1991-07-18,10.53,,
1991-07-19,10.44,,
1991-07-22,10.41,,
1991-07-23,10.13,,
1991-07-24,10.22,,
1991-07-25,10.34,,
1991-07-26,10.44,,
1991-07-29,10.28,,
1991-07-30,10.47,,
1991-07-31,10.47,,
1991-08-01,10.41,,
1991-08-02,10.41,,
1991-08-05,10.38,,
1991-08-06,10.38,,
1991-08-07,10.44,,
1991-08-08,10.53,,
1991-08-09,10.41,,
1991-08-12,10.25,,
1991-08-13,10.31,,
1991-08-14,10.31,,
1991-08-15,10.31,,
1991-08-16,10.31,,
1991-08-19,10.19,,
1991-08-20,10.19,,
1991-08-21,10.5,,
1991-08-22,10.44,,
1991-08-23,10.44,,
1991-08-26,10.47,,
1991-08-27,10.41,,
1991-08-28,10.47,,
1991-08-29,10.5,,
1991-08-30,10.47,,
1991-09-03,10.34,,
1991-09-04,10.22,,
1991-09-05,10.09,,
1991-09-06,10.06,,
1991-09-09,9.94,,
1991-09-10,9.66,,
1991-09-11,9.72,,
1991-09-12,9.75,,
1991-09-13,9.81,,
1991-09-16,9.94,,
1991-09-17,9.88,,
1991-09-18,9.72,,
1991-09-19,9.75,,
1991-09-20,9.75,,
1991-09-23,9.75,,
1991-09-24,9.84,,
1991-09-25,9.81,,
1991-09-26,9.78,,
1991-09-27,9.78,,
1991-09-30,9.72,,
1991-10-01,9.69,,
1991-10-02,9.81,,
1991-10-03,9.84,,
1991-10-04,9.84,,
1991-10-07,9.88,,
1991-10-08,9.84,,
1991-10-09,9.81,,
1991-10-10,9.94,,
1991-10-11,9.94,,
1991-10-14,9.94,,
1991-10-15,10.28,,
1991-10-16,10.13,,
1991-10-17,10.25,,
1991-10-18,10.13,,
1991-10-21,10.19,,
1991-10-22,10.16,,
1991-10-23,10.13,,
1991-10-24,10.03,,
1991-10-25,10.06,,
1991-10-28,10.25,,
1991-10-29,10.22,,
1991-10-30,10.31,,
1991-10-31,10.31,,
1991-11-01,10.22,,
1991-11-04,10.16,,
1991-11-05,10.03,,
1991-11-06,9.97,,
1991-11-07,10.09,,
1991-11-08,10.09,,
1991-11-11,10.13,,
1991-11-12,10.16,,
1991-11-13,10.34,,
1991-11-14,10.41,,
1991-11-15,10.28,,
1991-11-18,10.22,,
1991-11-19,10.06,,
1991-11-20,9.47,,
1991-11-21,9.31,,
1991-11-22,9.22,,
1991-11-25,9.38,,
1991-11-26,9.56,,
1991-11-27,9.56,,
1991-11-29,9.5,,
1991-12-02,9.44,,
1991-12-03,9.47,,
1991-12-04,9.56,,
1991-12-05,9.56,,
1991-12-06,9.5,,
1991-12-09,9.47,,
1991-12-10,9.44,,
1991-12-11,9.59,,
1991-12-12,9.78,,
1991-12-13,10.09,,
1991-12-16,10.0,,
1991-12-17,10.09,,
1991-12-18,10.06,,
1991-12-19,10.03,,
1991-12-20,10.25,,
1991-12-23,10.41,,
1991-12-24,10.59,,
1991-12-26,10.66,,
1991-12-27,10.72,,
1991-12-30,11.13,,
1991-12-31,11.09,,
1992-01-02,11.0,,
1992-01-03,11.19,,
1992-01-06,10.66,,
1992-01-07,10.75,,
1992-01-08,11.13,,
1992-01-09,11.06,,
1992-01-10,10.97,,
1992-01-13,10.84,,
1992-01-14,10.91,,
1992-01-15,10.88,,
1992-01-16,10.78,,
1992-01-17,10.59,,
1992-01-20,10.53,,
1992-01-21,10.44,,
1992-01-22,10.69,,
1992-01-23,10.59,,
1992-01-24,10.63,,
1992-01-27,10.53,,
1992-01-28,10.5,,
1992-01-29,10.47,,
1992-01-30,10.44,,
1992-01-31,10.28,,
1992-02-03,10.22,,
1992-02-04,10.72,,
1992-02-05,10.97,,
1992-02-06,10.91,,
1992-02-07,10.91,,
1992-02-10,10.97,,
1992-02-11,11.0,,
1992-02-12,11.06,,
1992-02-13,10.78,,
1992-02-14,11.0,,
1992-02-18,10.94,,
1992-02-19,10.81,,
1992-02-20,10.78,,
1992-02-21,10.59,,
1992-02-24,10.75,,
1992-02-25,10.81,,
1992-02-26,10.69,,
1992-02-27,10.53,,
1992-02-28,10.56,,
1992-03-02,10.41,,
1992-03-03,10.41,,
1992-03-04,10.38,,
1992-03-05,10.41,,
1992-03-06,10.28,,
1992-03-09,10.25,,
1992-03-10,10.31,,
1992-03-11,10.31,,
1992-03-12,10.25,,
1992-03-13,10.31,,
1992-03-16,10.25,,
1992-03-17,10.34,,
1992-03-18,10.31,,
1992-03-19,10.31,,
1992-03-20,10.31,,
1992-03-23,10.13,,
1992-03-24,10.13,,
1992-03-25,10.06,,
1992-03-26,10.22,,
1992-03-27,10.03,,
1992-03-30,10.06,,
1992-03-31,10.03,,
1992-04-01,10.09,,
1992-04-02,10.13,,
1992-04-03,10.19,,
1992-04-06,10.34,,
1992-04-07,10.16,,
1992-04-08,9.69,,
1992-04-09,9.81,,
1992-04-10,9.91,,
1992-04-13,10.03,,
1992-04-14,10.09,,
1992-04-15,10.19,,
1992-04-16,10.25,,
1992-04-20,10.09,,
1992-04-21,10.09,,
1992-04-22,10.19,,
1992-04-23,10.16,,
1992-04-24,10.0,,
1992-04-27,10.25,,
1992-04-28,10.13,,
1992-04-29,10.28,,
1992-04-30,10.31,,
1992-05-01,10.28,,
1992-05-04,10.38,,
1992-05-05,10.34,,
1992-05-06,10.25,,
1992-05-07,10.19,,
1992-05-08,10.03,,
1992-05-11,10.09,,
1992-05-12,10.06,,
1992-05-13,10.03,,
1992-05-14,9.94,,
1992-05-15,9.84,,
1992-05-18,9.88,,
1992-05-19,9.97,,
1992-05-20,10.0,,
1992-05-21,9.94,,
1992-05-22,9.94,,
1992-05-26,9.91,,
1992-05-27,9.72,,
1992-05-28,10.09,,
1992-05-29,10.16,,
1992-06-01,10.22,,
1992-06-02,10.03,,
1992-06-03,10.03,,
1992-06-04,9.94,,
1992-06-05,10.09,,
1992-06-08,10.06,,
1992-06-09,9.97,,
1992-06-10,10.0,,
1992-06-11,9.91,,
1992-06-12,9.84,,
1992-06-15,10.0,,
1992-06-16,10.0,,
1992-06-17,9.91,,
1992-06-18,9.97,,
1992-06-19,10.06,,
1992-06-22,10.06,,
1992-06-23,10.25,,
1992-06-24,10.25,,
1992-06-25,10.41,,
1992-06-26,10.34,,
1992-06-29,10.47,,
1992-06-30,10.5,,
1992-07-01,10.5,,
1992-07-02,10.5,,
1992-07-06,10.69,,
1992-07-07,10.5,,
1992-07-08,10.59,,
1992-07-09,10.81,,
1992-07-10,10.72,,
1992-07-13,10.91,,
1992-07-14,10.88,,
1992-07-15,11.0,,
1992-07-16,10.94,,
1992-07-17,10.88,,
1992-07-20,10.94,,
1992-07-21,11.09,,
1992-07-22,10.56,,
1992-07-23,10.69,,
1992-07-24,10.53,,
1992-07-27,10.59,,
1992-07-28,10.78,,
1992-07-29,10.88,,
1992-07-30,11.0,,
1992-07-31,10.94,,
1992-08-03,10.75,,
1992-08-04,10.88,,
1992-08-05,10.81,,
1992-08-06,10.66,,
1992-08-07,10.72,,
1992-08-10,10.59,,
1992-08-11,10.72,,
1992-08-12,10.59,,
1992-08-13,10.69,,
1992-08-14,10.78,,
1992-08-17,10.88,,
1992-08-18,10.91,,
1992-08-19,10.84,,
1992-08-20,10.78,,
1992-08-21,10.69,,
1992-08-24,10.53,,
1992-08-25,10.59,,
1992-08-26,10.63,,
1992-08-27,10.66,,
1992-08-28,10.69,,
1992-08-31,10.75,,
1992-09-01,10.84,,
1992-09-02,10.88,,
1992-09-03,10.94,,
1992-09-04,10.94,,
1992-09-08,10.97,,
1992-09-09,11.0,,
1992-09-10,11.09,,
1992-09-11,11.13,,
1992-09-14,11.22,,
1992-09-15,11.0,,
1992-09-16,11.06,,
1992-09-17,11.06,,
1992-09-18,11.13,,
1992-09-21,11.16,,
1992-09-22,11.06,,
1992-09-23,11.0,,
1992-09-24,11.06,,
1992-09-25,11.09,,
1992-09-28,11.38,,
1992-09-29,11.22,,
1992-09-30,11.31,,
1992-10-01,11.44,,
1992-10-02,11.28,,
1992-10-05,11.13,,
1992-10-06,11.06,,
1992-10-07,10.94,,
1992-10-08,11.22,,
1992-10-09,11.44,,
1992-10-12,11.44,,
1992-10-13,11.44,,
1992-10-14,11.59,,
1992-10-15,11.5,,
1992-10-16,11.56,,
1992-10-19,11.84,,
1992-10-20,12.0,,
1992-10-21,11.72,,
1992-10-22,11.25,,
1992-10-23,11.47,,
1992-10-26,11.44,,
1992-10-27,11.31,,
1992-10-28,11.5,,
1992-10-29,11.41,,
1992-10-30,11.44,,
1992-11-02,11.59,,
1992-11-03,11.56,,
1992-11-04,11.66,,
1992-11-05,11.63,,
1992-11-06,11.63,,
1992-11-09,11.56,,
1992-11-10,11.5,,
1992-11-11,11.56,,
1992-11-12,11.41,,
1992-11-13,11.38,,
1992-11-16,11.34,,
1992-11-17,11.41,,
1992-11-18,11.53,,
1992-11-19,11.47,,
1992-11-20,11.44,,
1992-11-23,11.47,,
1992-11-24,11.47,,
1992-11-25,11.56,,
1992-11-27,11.53,,
1992-11-30,11.5,,
1992-12-01,11.56,,
1992-12-02,11.5,,
1992-12-03,11.53,,
1992-12-04,11.53,,
1992-12-07,11.56,,
1992-12-08,11.78,,
1992-12-09,11.78,,
1992-12-10,11.44,,
1992-12-11,11.47,,
1992-12-14,11.34,,
1992-12-15,11.34,,
1992-12-16,11.44,,
1992-12-17,11.72,,
1992-12-18,12.0,,
1992-12-21,11.84,,
1992-12-22,11.88,,
1992-12-23,11.69,,
1992-12-24,11.66,,
1992-12-28,11.69,,
1992-12-29,11.56,,
1992-12-30,11.78,,
1992-12-31,11.75,,
1993-01-04,11.69,,
1993-01-05,11.88,,
1993-01-06,11.94,,
1993-01-07,11.91,,
1993-01-08,11.78,,
1993-01-11,11.75,,
1993-01-12,11.81,,
1993-01-13,11.97,,
1993-01-14,12.03,,
1993-01-15,12.06,,
1993-01-18,11.97,,
1993-01-19,11.84,,
1993-01-20,11.72,,
1993-01-21,11.81,,
1993-01-22,11.91,,
1993-01-25,12.09,,
1993-01-26,11.84,,
1993-01-27,12.0,,
1993-01-28,11.97,,
1993-01-29,12.06,,
1993-02-01,12.13,,
1993-02-02,12.56,,
1993-02-03,12.53,,
1993-02-04,12.63,,
1993-02-05,12.59,,
1993-02-08,12.56,,
1993-02-09,12.41,,
1993-02-10,12.5,,
1993-02-11,12.28,,
1993-02-12,12.28,,
1993-02-16,12.31,,
1993-02-17,12.59,,
1993-02-18,12.72,,
1993-02-19,12.88,,
1993-02-22,13.03,,
1993-02-23,13.0,,
1993-02-24,12.66,,
1993-02-25,13.0,,
1993-02-26,13.09,,
1993-03-01,13.03,,
1993-03-02,13.53,,
1993-03-03,13.59,,
1993-03-04,13.53,,
1993-03-05,13.59,,
1993-03-08,13.94,,
1993-03-09,13.72,,
1993-03-10,13.81,,
1993-03-11,13.5,,
1993-03-12,13.22,,
1993-03-15,13.28,,
1993-03-16,13.44,,
1993-03-17,13.34,,
1993-03-18,13.41,,
1993-03-19,13.72,,
1993-03-22,13.63,,
1993-03-23,13.47,,
1993-03-24,13.34,,
1993-03-25,13.47,,
1993-03-26,13.25,,
1993-03-29,13.28,,
1993-03-30,13.44,,
1993-03-31,13.41,,
1993-04-01,13.31,,
1993-04-02,13.25,,
1993-04-05,12.97,,
1993-04-06,12.78,,
1993-04-07,12.53,,
1993-04-08,12.5,,
1993-04-12,12.97,,
1993-04-13,13.28,,
1993-04-14,13.06,,
1993-04-15,13.09,,
1993-04-16,13.22,,
1993-04-19,13.09,,
1993-04-20,12.94,,
1993-04-21,13.03,,
1993-04-22,13.06,,
1993-04-23,12.72,,
1993-04-26,12.78,,
1993-04-27,13.0,,
1993-04-28,12.91,,
1993-04-29,12.94,,
1993-04-30,12.84,,
1993-05-03,12.97,,
1993-05-04,12.94,,
1993-05-05,13.03,,
1993-05-06,13.31,,
1993-05-07,13.28,,
1993-05-10,13.34,,
1993-05-11,13.34,,
1993-05-12,13.28,,
1993-05-13,13.13,,
1993-05-14,13.19,,
1993-05-17,13.06,,
1993-05-18,12.94,,
1993-05-19,13.25,,
1993-05-20,13.22,,
1993-05-21,13.25,,
1993-05-24,13.34,,
1993-05-25,13.34,,
1993-05-26,13.41,,
1993-05-27,13.38,,
1993-05-28,13.25,,
1993-06-01,13.41,,
1993-06-02,12.91,,
1993-06-03,12.81,,
1993-06-04,12.72,,
1993-06-07,12.78,,
1993-06-08,12.47,,
1993-06-09,12.47,,
1993-06-10,12.28,,
1993-06-11,12.47,,
1993-06-14,12.34,,
1993-06-15,12.5,,
1993-06-16,12.41,,
1993-06-17,12.34,,
1993-06-18,12.19,,
1993-06-21,12.16,,
1993-06-22,12.41,,
1993-06-23,12.31,,
1993-06-24,12.38,,
1993-06-25,11.78,,
1993-06-28,11.81,,
1993-06-29,11.81,,
1993-06-30,11.78,,
1993-07-01,11.75,,
1993-07-02,11.59,,
1993-07-06,11.31,,
1993-07-07,11.63,,
1993-07-08,11.63,,
1993-07-09,11.69,,
1993-07-12,11.66,,
1993-07-13,11.56,,
1993-07-14,11.44,,
1993-07-15,11.59,,
1993-07-16,11.47,,
1993-07-19,11.28,,
1993-07-20,11.19,,
1993-07-21,11.09,,
1993-07-22,10.91,,
1993-07-23,11.0,,
1993-07-26,11.06,,
1993-07-27,11.16,,
1993-07-28,11.03,,
1993-07-29,11.22,,
1993-07-30,11.13,,
1993-08-02,11.16,,
1993-08-03,11.34,,
1993-08-04,11.25,,
1993-08-05,11.5,,
1993-08-06,11.63,,
1993-08-09,11.59,,
1993-08-10,11.5,,
1993-08-11,11.5,,
1993-08-12,11.41,,
1993-08-13,11.47,,
1993-08-16,11.47,,
1993-08-17,11.59,,
1993-08-18,11.84,,
1993-08-19,11.91,,
1993-08-20,11.69,,
1993-08-23,11.72,,
1993-08-24,11.81,,
1993-08-25,11.84,,
1993-08-26,11.84,,
1993-08-27,11.88,,
1993-08-30,11.88,,
1993-08-31,12.13,,
1993-09-01,12.22,,
1993-09-02,12.31,,
1993-09-03,12.5,,
1993-09-07,12.44,,
1993-09-08,12.53,,
1993-09-09,12.53,,
1993-09-10,12.72,,
1993-09-13,12.81,,
1993-09-14,12.78,,
1993-09-15,12.97,,
1993-09-16,12.81,,
1993-09-17,12.75,,
1993-09-20,12.75,,
1993-09-21,12.66,,
1993-09-22,12.63,,
1993-09-23,12.47,,
1993-09-24,12.47,,
1993-09-27,12.69,,
1993-09-28,12.56,,
1993-09-29,12.53,,
1993-09-30,12.47,,
1993-10-01,12.5,,
1993-10-04,12.59,,
1993-10-05,12.53,,
1993-10-06,12.56,,
1993-10-07,12.59,,
1993-10-08,12.69,,
1993-10-11,12.66,,
1993-10-12,12.78,,
1993-10-13,12.81,,
1993-10-14,13.03,,
1993-10-15,13.41,,
1993-10-18,13.41,,
1993-10-19,13.41,,
1993-10-20,13.47,,
1993-10-21,13.41,,
1993-10-22,13.47,,
1993-10-25,13.5,,
1993-10-26,13.41,,
1993-10-27,13.34,,
1993-10-28,13.69,,
1993-10-29,13.25,,
1993-11-01,13.34,,
1993-11-02,13.25,,
1993-11-03,13.28,,
1993-11-04,13.06,,
1993-11-05,13.44,,
1993-11-08,13.5,,
1993-11-09,13.47,,
1993-11-10,13.56,,
1993-11-11,13.47,,
1993-11-12,13.22,,
1993-11-15,13.25,,
1993-11-16,13.34,,
1993-11-17,13.47,,
1993-11-18,13.44,,
1993-11-19,13.34,,
1993-11-22,13.25,,
1993-11-23,13.0,,
1993-11-24,12.78,,
1993-11-26,12.88,,
1993-11-29,12.78,,
1993-11-30,12.72,,
1993-12-01,12.75,,
1993-12-02,12.53,,
1993-12-03,12.63,,
1993-12-06,12.53,,
1993-12-07,12.56,,
1993-12-08,12.66,,
1993-12-09,12.59,,
1993-12-10,12.53,,
1993-12-13,12.5,,
1993-12-14,12.41,,
1993-12-15,12.59,,
1993-12-16,12.5,,
1993-12-17,12.56,,
1993-12-20,12.38,,
1993-12-21,12.34,,
1993-12-22,12.38,,
1993-12-23,12.31,,
1993-12-27,12.28,,
1993-12-28,12.28,,
1993-12-29,12.25,,
1993-12-30,12.22,,
1993-12-31,12.25,,
1994-01-03,12.19,,
1994-01-04,12.16,,
1994-01-05,12.06,,
1994-01-06,11.81,,
1994-01-07,12.13,,
1994-01-10,12.31,,
1994-01-11,12.22,,
1994-01-12,12.19,,
1994-01-13,12.09,,
1994-01-14,12.0,,
1994-01-17,11.94,,
1994-01-18,11.94,,
1994-01-19,12.03,,
1994-01-20,12.09,,
1994-01-21,12.03,,
1994-01-24,12.06,,
1994-01-25,12.09,,
1994-01-26,12.13,,
1994-01-27,12.25,,
1994-01-28,12.16,,
1994-01-31,12.06,,
1994-02-01,12.03,,
1994-02-02,12.06,,
1994-02-03,12.19,,
1994-02-04,12.16,,
1994-02-07,12.06,,
1994-02-08,12.13,,
1994-02-09,12.03,,
1994-02-10,12.16,,
1994-02-11,12.16,,
1994-02-14,12.16,,
1994-02-15,12.88,,
1994-02-16,12.91,,
1994-02-17,12.72,,
1994-02-18,12.72,,
1994-02-22,13.38,,
1994-02-23,12.94,,
1994-02-24,12.66,,
1994-02-25,12.75,,
1994-02-28,12.81,,
1994-03-01,12.84,,
1994-03-02,12.63,,
1994-03-03,12.56,,
1994-03-04,12.47,,
1994-03-07,12.47,,
1994-03-08,12.47,,
1994-03-09,12.47,,
1994-03-10,12.44,,
1994-03-11,12.38,,
1994-03-14,12.28,,
1994-03-15,12.25,,
1994-03-16,12.22,,
1994-03-17,12.28,,
1994-03-18,12.31,,
1994-03-21,11.81,,
1994-03-22,11.91,,
1994-03-23,11.75,,
1994-03-24,11.75,,
1994-03-25,11.5,,
1994-03-28,11.59,,
1994-03-29,11.56,,
1994-03-30,11.53,,
1994-03-31,11.59,,
1994-04-04,11.5,,
1994-04-05,11.56,,
1994-04-06,11.53,,
1994-04-07,11.41,,
1994-04-08,11.53,,
1994-04-11,11.56,,
1994-04-12,11.59,,
1994-04-13,11.53,,
1994-04-14,11.44,,
1994-04-15,11.38,,
1994-04-18,11.34,,
1994-04-19,11.31,,
1994-04-20,11.09,,
1994-04-21,11.13,,
1994-04-22,11.31,,
1994-04-25,11.41,,
1994-04-26,11.5,,
1994-04-28,11.31,,
1994-04-29,11.16,,
1994-05-02,11.0,,
1994-05-03,11.0,,
1994-05-04,10.91,,
1994-05-05,11.03,,
1994-05-06,11.03,,
1994-05-09,10.91,,
1994-05-10,10.97,,
1994-05-11,10.91,,
1994-05-12,11.0,,
1994-05-13,10.97,,
1994-05-16,10.81,,
1994-05-17,10.78,,
1994-05-18,10.63,,
1994-05-19,10.75,,
1994-05-20,10.41,,
1994-05-23,10.63,,
1994-05-24,10.72,,
1994-05-25,10.78,,
1994-05-26,10.69,,
1994-05-27,10.81,,
1994-05-31,10.75,,
1994-06-01,10.69,,
1994-06-02,10.69,,
1994-06-03,10.88,,
1994-06-06,10.75,,
1994-06-07,10.63,,
1994-06-08,10.72,,
1994-06-09,10.81,,
1994-06-10,10.78,,
1994-06-13,10.66,,
1994-06-14,10.91,,
1994-06-15,11.03,,
1994-06-16,11.06,,
1994-06-17,10.94,,
1994-06-20,11.0,,
1994-06-21,11.03,,
1994-06-22,11.03,,
1994-06-23,11.25,,
1994-06-24,11.09,,
1994-06-27,11.03,,
1994-06-28,10.81,,
1994-06-29,10.81,,
1994-06-30,10.84,,
1994-07-01,10.91,,
1994-07-05,10.78,,
1994-07-06,10.75,,
1994-07-07,10.81,,
