date,LYV,dcf,Deviation
2006-06-13,22.04,27.27036315172852,-0.191796608010957
2006-06-14,20.93,27.15036315172852,-0.22910791715625733
2006-06-15,20.81,27.53036315172852,-0.24410731942366604
2006-06-16,21.19,27.84036315172852,-0.23887487082996683
2006-06-19,21.5,28.09036315172852,-0.2346129566261228
2006-06-20,21.75,28.03036315172852,-0.22405571835558735
2006-06-21,21.69,28.30036315172852,-0.2335787394772273
2006-06-22,21.96,27.77036315172852,-0.20922892221403533
2006-06-23,21.43,28.13036315172852,-0.23818971392542454
2006-06-26,21.79,27.27036315172852,-0.20096406935384548
2006-06-27,20.93,27.42036315172852,-0.236698657702474
2006-06-28,21.08,28.34036315172852,-0.25618454897200926
2006-06-29,22.0,26.700363151728517,-0.1760411693660514
2006-06-30,20.36,30.265093001069094,-0.3272777982449684
2006-07-03,20.97,30.165093001069096,-0.30482561418733933
2006-07-05,20.87,30.055093001069096,-0.30560853698713797
2006-07-06,20.76,30.275093001069095,-0.31428782070902606
2006-07-07,20.98,30.745093001069094,-0.3176146840970536
2006-07-10,21.45,31.095093001069095,-0.3101805484465824
2006-07-11,21.8,30.795093001069095,-0.29209501009647276
2006-07-12,21.5,30.905093001069094,-0.3043217828447805
2006-07-13,21.61,31.125093001069093,-0.3057048857891691
2006-07-14,21.83,31.455093001069095,-0.30599473988972026
2006-07-17,22.16,31.075093001069096,-0.2868886989577918
2006-07-18,21.78,31.505093001069095,-0.30868320245044456
2006-07-19,22.21,31.195093001069093,-0.2880290499778655
2006-07-20,21.9,30.485093001069096,-0.28161610006464544
2006-07-21,21.19,30.225093001069094,-0.2989268883556293
2006-07-24,20.93,30.325093001069096,-0.3098125041442701
2006-07-25,21.03,31.055093001069096,-0.3228163895926498
2006-07-26,21.76,30.695093001069093,-0.2910919019127223
2006-07-27,21.4,30.775093001069095,-0.30463248318188396
2006-07-28,21.48,30.255093001069095,-0.290036887368319
2006-07-31,20.96,29.635093001069094,-0.2927304125806569
2006-08-01,20.34,30.205093001069095,-0.3266036294183873
2006-08-02,20.91,29.645093001069096,-0.2946556113267744
2006-08-03,20.35,28.755093001069095,-0.29229928071373645
2006-08-04,19.46,28.455093001069095,-0.3161153963099378
2006-08-07,19.16,28.085093001069094,-0.3177875537292808
2006-08-08,18.79,28.075093001069096,-0.33072349932075107
2006-08-09,18.78,28.115093001069095,-0.33203137548626005
2006-08-10,18.82,28.315093001069094,-0.33533681138573646
2006-08-11,19.02,28.325093001069096,-0.32851058955809564
2006-08-14,19.03,28.875093001069093,-0.34095450361682234
2006-08-15,19.58,29.225093001069094,-0.3300277949745537
2006-08-16,19.93,29.595093001069095,-0.3265775512420236
2006-08-17,20.3,29.375093001069093,-0.3089383581096682
2006-08-18,20.08,28.995093001069094,-0.30746902590518965
2006-08-21,19.7,29.265093001069094,-0.326843075493376
2006-08-22,19.97,29.515093001069094,-0.3233970159173597
2006-08-23,20.22,28.615093001069095,-0.2933798957338858
2006-08-24,19.32,28.565093001069094,-0.3236500227996135
2006-08-25,19.27,29.215093001069096,-0.34040942470062197
2006-08-28,19.92,30.455093001069095,-0.34592220751712266
2006-08-29,21.16,30.445093001069093,-0.30497830966530615
2006-08-30,21.15,30.275093001069095,-0.30140594450847313
2006-08-31,20.98,30.305093001069096,-0.3077071237082205
2006-09-01,21.01,30.405093001069094,-0.3089973446467914
2006-09-05,21.11,29.575093001069096,-0.28622371536627444
2006-09-06,20.28,29.595093001069095,-0.3147512663917831
2006-09-07,20.3,29.175093001069094,-0.30420101833930313
2006-09-08,19.88,29.865093001069095,-0.3343399265728606
2006-09-11,20.57,30.675093001069094,-0.3294233859606198
2006-09-12,21.38,31.805093001069096,-0.327780616793627
2006-09-13,22.51,31.745093001069094,-0.2909140319972626
2006-09-14,22.45,31.305093001069096,-0.28286429306460414
2006-09-15,22.01,31.255093001069095,-0.29579476857588816
2006-09-18,21.96,30.205093001069095,-0.27297029016852437
2006-09-19,20.91,31.285093001069093,-0.33163056285990744
2006-09-20,21.99,31.195093001069093,-0.29508144119825597
2006-09-21,21.9,30.725093001069094,-0.28722754397397665
2006-09-22,21.43,31.215093001069096,-0.31347313303644375
2006-09-25,21.92,31.225093001069094,-0.29800048956621206
2006-09-26,21.93,30.795093001069095,-0.2878735583218187
2006-09-27,21.5,30.285093001069093,-0.2900797762370738
2006-09-28,20.99,29.715093001069096,-0.2936249602434421
2006-09-29,20.42,27.592447225423545,-0.25994240984956507
2006-10-02,20.0,27.612447225423544,-0.27568897328356157
2006-10-03,20.02,27.992447225423543,-0.28480708246840025
2006-10-04,20.4,28.342447225423545,-0.28023152560725484
2006-10-05,20.75,28.442447225423546,-0.2704565878054115
2006-10-06,20.85,28.092447225423545,-0.2578076294780456
2006-10-09,20.5,27.722447225423544,-0.26052704390397474
2006-10-10,20.13,27.702447225423544,-0.27334939631160216
2006-10-11,20.11,27.772447225423544,-0.275901045494081
2006-10-12,20.18,27.592447225423545,-0.2686404422509415
2006-10-13,20.0,27.592447225423545,-0.2751639665519737
2006-10-16,20.0,27.602447225423546,-0.27542656501925045
2006-10-17,20.01,27.472447225423544,-0.27163387244648696
2006-10-18,19.88,27.792447225423544,-0.28469775120002816
2006-10-19,20.2,27.582447225423543,-0.26765018945160635
2006-10-20,19.99,27.572447225423545,-0.27500087908163806
2006-10-23,19.98,27.422447225423543,-0.27139981943418956
2006-10-24,19.83,27.482447225423545,-0.2784485370845867
2006-10-25,19.89,27.572447225423545,-0.27862768809073435
2006-10-26,19.98,27.542447225423544,-0.2745742658060861
2006-10-27,19.95,28.092447225423545,-0.2898447102200006
2006-10-30,20.5,28.852447225423546,-0.2894883460028904
2006-10-31,21.26,28.962447225423546,-0.2659460081350533
2006-11-01,21.37,29.382447225423544,-0.2726950265221839
2006-11-02,21.79,29.002447225423545,-0.24868409101357192
2006-11-03,21.41,29.412447225423545,-0.272076891939355
2006-11-06,21.82,30.222447225423544,-0.2780200809931529
2006-11-07,22.63,29.642447225423545,-0.23656775609974456
2006-11-08,22.05,29.062447225423544,-0.2412889448376916
2006-11-09,21.47,29.312447225423544,-0.2675466556958629
2006-11-10,21.72,29.182447225423545,-0.25571697835273777
2006-11-13,21.59,29.672447225423543,-0.2723889662359379
2006-11-14,22.08,29.492447225423543,-0.2513337455100624
2006-11-15,21.9,29.672447225423543,-0.26194156371315613
2006-11-16,22.08,29.492447225423543,-0.2513337455100624
2006-11-17,21.9,29.552447225423546,-0.2589446202898641
2006-11-20,21.96,29.492447225423543,-0.2554025838496815
2006-11-21,21.9,29.262447225423546,-0.25160052980896863
2006-11-22,21.67,29.212447225423546,-0.25819292602296473
2006-11-24,21.62,28.452447225423544,-0.24013566113632723
2006-11-27,20.86,28.272447225423544,-0.2621791869066793
2006-11-28,20.68,28.262447225423546,-0.26828700165082453
2006-11-29,20.67,29.032447225423546,-0.28803797215208915
2006-11-30,21.44,30.642447225423545,-0.30031698048543665
2006-12-01,23.05,31.332447225423543,-0.26434089765905866
2006-12-04,23.74,31.232447225423545,-0.23989305645330972
2006-12-05,23.64,31.502447225423545,-0.24958210926160307
2006-12-06,23.91,30.462447225423546,-0.21509917364600184
2006-12-07,22.87,30.282447225423546,-0.2447770211649356
2006-12-08,22.69,30.022447225423544,-0.24423216303347506
2006-12-11,22.43,29.972447225423544,-0.25164602572144357
2006-12-12,22.38,30.212447225423546,-0.2592457064793018
2006-12-13,22.62,29.772447225423544,-0.2402371283512047
2006-12-14,22.18,29.392447225423545,-0.24538437273045455
2006-12-15,21.8,29.382447225423544,-0.2580604388480866
2006-12-18,21.79,29.632447225423544,-0.26465742656229263
2006-12-19,22.04,28.952447225423544,-0.23875174252467435
2006-12-20,21.36,29.632447225423544,-0.27916854664389956
2006-12-21,22.04,29.552447225423546,-0.2542072799629499
2006-12-22,21.96,29.452447225423544,-0.25439133013558257
2006-12-26,21.86,29.822447225423545,-0.2669950981968906
2006-12-27,22.23,29.992447225423543,-0.25881339948957516
2006-12-28,22.4,29.992447225423543,-0.25314530582845185
2006-12-29,22.4,27.9617562983704,-0.1989058283400652
2007-01-03,23.17,28.491756298370394,-0.18678231845871762
2007-01-04,23.7,28.051756298370396,-0.1551331136661558
2007-01-05,23.26,28.31175629837039,-0.1784331655419471
2007-01-08,23.52,28.2117562983704,-0.16630500592554076
2007-01-09,23.42,28.391756298370403,-0.17511267165447475
2007-01-10,23.6,28.7517562983704,-0.1791805775239682
2007-01-11,23.96,28.391756298370403,-0.1560930663040656
2007-01-12,23.6,28.351756298370397,-0.16760006852356857
2007-01-16,23.56,28.521756298370402,-0.17396391184556526
2007-01-17,23.73,28.9017562983704,-0.178942630509344
2007-01-18,24.11,29.56175629837039,-0.18441922879497263
2007-01-19,24.77,29.351756298370397,-0.15609819909225586
2007-01-22,24.56,29.1617562983704,-0.15780106833371876
2007-01-23,24.37,29.5317562983704,-0.17478663463897104
2007-01-24,24.74,29.0017562983704,-0.14694821425728166
2007-01-25,24.21,29.241756298370394,-0.17207435309386
2007-01-26,24.45,29.201756298370395,-0.16272159283226284
2007-01-29,24.41,29.131756298370398,-0.16208278862454062
2007-01-30,24.34,29.471756298370398,-0.17412454983736925
2007-01-31,24.68,29.271756298370402,-0.15686644325561128
2007-02-01,24.48,29.2517562983704,-0.16312717259429066
2007-02-02,24.46,29.291756298370398,-0.16495276859309405
2007-02-05,24.5,29.56175629837039,-0.17122650790032468
2007-02-06,24.77,29.791756298370398,-0.1685619420378075
2007-02-07,25.0,29.8417562983704,-0.1622476991622238
2007-02-08,25.05,29.451756298370395,-0.1494564960329361
2007-02-09,24.66,29.0917562983704,-0.15233718627770332
2007-02-12,24.3,29.6517562983704,-0.18048699188400252
2007-02-13,24.86,29.541756298370398,-0.15847928102462405
2007-02-14,24.75,29.56175629837039,-0.16276963553196067
2007-02-15,24.77,29.741756298370394,-0.16716417983166665
2007-02-16,24.95,29.43175629837039,-0.15227620985087265
2007-02-20,24.64,29.44175629837039,-0.16309340549212303
2007-02-21,24.65,29.201756298370395,-0.15587268970614643
2007-02-22,24.41,28.9117562983704,-0.15570677380896913
2007-02-23,24.12,28.951756298370395,-0.16688992020295357
2007-02-26,24.16,28.0917562983704,-0.13996121341115575
2007-02-27,23.3,27.93175629837039,-0.1658240265629347
2007-02-28,23.14,27.831756298370394,-0.16857564603801545
2007-03-01,23.04,27.011756298370397,-0.1470380620385655
2007-03-02,22.22,25.901756298370398,-0.14214311400196578
2007-03-05,21.11,26.541756298370398,-0.20464946770323167
2007-03-06,21.75,26.0017562983704,-0.16351804276532156
2007-03-07,21.21,26.901756298370398,-0.21157563971818383
2007-03-08,22.11,27.0517562983704,-0.1826778359181097
2007-03-09,22.26,27.1117562983704,-0.17895396539330877
2007-03-12,22.32,26.281756298370397,-0.1507416876328027
2007-03-13,21.49,26.5517562983704,-0.19063734396662357
2007-03-14,21.76,27.0017562983704,-0.19412649460460263
2007-03-15,22.21,26.831756298370394,-0.17224948851563215
2007-03-16,22.04,26.811756298370394,-0.17797253731790852
2007-03-19,22.02,27.381756298370398,-0.1958149155936173
2007-03-20,22.59,27.701756298370395,-0.18452823869045099
2007-03-21,22.91,27.711756298370396,-0.17327506227574485
2007-03-22,22.92,27.9117562983704,-0.17884063779468573
2007-03-23,23.12,27.631756298370398,-0.16328156088422363
2007-03-26,22.84,27.381756298370398,-0.16586796876286192
2007-03-27,22.59,27.561756298370394,-0.1803860481367202
2007-03-28,22.77,27.421756298370397,-0.1696374312336384
2007-03-29,22.63,26.851756298370393,-0.15722458715397358
2007-03-30,22.06,27.576987688298328,-0.20005766223115584
2007-04-02,21.55,27.816987688298326,-0.22529354215210862
2007-04-03,21.79,27.646987688298328,-0.21184903593592286
2007-04-04,21.62,27.526987688298327,-0.21458896102930203
2007-04-05,21.5,27.436987688298327,-0.21638627956342338
2007-04-09,21.41,27.62698768829833,-0.22503313638249434
2007-04-10,21.6,27.596987688298327,-0.2173058797587959
2007-04-11,21.57,27.316987688298326,-0.21038145764366767
2007-04-12,21.29,27.266987688298325,-0.21920234668471872
2007-04-13,21.24,27.736987688298328,-0.2342355183378214
2007-04-16,21.71,27.756987688298327,-0.2178546085837546
2007-04-17,21.73,27.516987688298325,-0.21030600274459754
2007-04-18,21.49,27.37698768829833,-0.21503416501935269
2007-04-19,21.35,28.346987688298327,-0.24683355301229026
2007-04-20,22.32,27.37698768829833,-0.18471673165341795
2007-04-23,21.35,27.326987688298328,-0.21872105906710415
2007-04-24,21.3,27.406987688298326,-0.2228259361354682
2007-04-25,21.38,27.146987688298328,-0.2124356394350222
2007-04-26,21.12,26.726987688298326,-0.20978749096940652
2007-04-27,20.7,26.316987688298326,-0.21343581396270073
2007-04-30,20.29,26.246987688298326,-0.2269589089247802
2007-05-01,20.22,26.526987688298327,-0.23775740247659127
2007-05-02,20.5,26.736987688298328,-0.23327189139665117
2007-05-03,20.71,26.966987688298328,-0.23202397541099462
2007-05-04,20.94,27.046987688298326,-0.22579178719190485
2007-05-07,21.02,26.986987688298328,-0.22110610332718383
2007-05-08,20.96,27.406987688298326,-0.2352315315210992
2007-05-09,21.38,27.616987688298327,-0.22583881191868804
2007-05-10,21.59,27.066987688298326,-0.2023493619375366
2007-05-11,21.04,27.056987688298328,-0.22238202410464825
2007-05-14,21.03,26.53698768829833,-0.20752120598551105
2007-05-15,20.51,26.326987688298328,-0.22095151018298342
2007-05-16,20.3,26.186987688298327,-0.22480583709629687
2007-05-17,20.16,26.486987688298328,-0.23887154563421809
2007-05-18,20.46,26.136987688298326,-0.21720129939992838
2007-05-21,20.11,26.12698768829833,-0.23029779628951252
2007-05-22,20.1,25.386987688298326,-0.20825581015014505
2007-05-23,19.36,25.296987688298326,-0.23469148822982633
2007-05-24,19.27,25.926987688298325,-0.2567590098907956
2007-05-25,19.9,26.076987688298328,-0.23687504715393803
2007-05-29,20.05,26.496987688298326,-0.2433102118677989
2007-05-30,20.47,28.426987688298325,-0.27990963290048976
2007-05-31,22.4,28.636987688298326,-0.21779482381964677
2007-06-01,22.61,28.986987688298324,-0.21999483895570948
2007-06-04,22.96,29.04698768829833,-0.20955658995065063
2007-06-05,23.02,28.956987688298327,-0.20502780718097602
2007-06-06,22.93,28.69698768829833,-0.20096143020090973
2007-06-07,22.67,28.94698768829833,-0.21684424493108023
2007-06-08,22.92,29.19698768829833,-0.21498751019489726
2007-06-11,23.17,28.79698768829833,-0.1954019548574123
2007-06-12,22.77,28.546987688298326,-0.20236768065957333
2007-06-13,22.52,29.016987688298325,-0.22390289984919298
2007-06-14,22.99,29.63698768829833,-0.22428013798861157
2007-06-15,23.61,30.076987688298324,-0.2150144740330613
2007-06-18,24.05,29.926987688298325,-0.19637752217194482
2007-06-19,23.9,29.276987688298327,-0.18365918466562214
2007-06-20,23.25,29.006987688298324,-0.198468994787099
2007-06-21,22.98,28.986987688298324,-0.20723049089793033
2007-06-22,22.96,28.37698768829833,-0.1908936828602178
2007-06-25,22.35,28.456987688298327,-0.21460415119094112
2007-06-26,22.43,28.94698768829833,-0.22513526307031895
2007-06-27,22.92,28.606987688298325,-0.19879715229942174
2007-06-28,22.58,28.406987688298326,-0.20512515273481935
2007-06-29,22.38,29.673418478858352,-0.24578962764451118
2007-07-02,22.55,29.713418478858348,-0.2410836196432683
2007-07-03,22.59,29.73341847885835,-0.24024881242422924
2007-07-05,22.61,29.99341847885835,-0.24616795461520158
2007-07-06,22.87,30.13341847885835,-0.24104196754027007
2007-07-09,23.01,28.413418478858347,-0.19017136156562375
2007-07-10,21.29,28.623418478858348,-0.25620344698781916
2007-07-11,21.5,29.253418478858347,-0.26504316015107077
2007-07-12,22.13,29.963418478858348,-0.26143273620082663
2007-07-13,22.84,30.033418478858348,-0.23951380972239522
2007-07-16,22.91,30.183418478858346,-0.24097397993381486
2007-07-17,23.06,29.873418478858348,-0.22807629075595282
2007-07-18,22.75,30.113418478858346,-0.24452283569293087
2007-07-19,22.99,29.753418478858347,-0.22731567747968784
2007-07-20,22.63,29.463418478858348,-0.2319289081734256
2007-07-23,22.34,28.773418478858346,-0.22358895185100747
2007-07-24,21.65,28.643418478858347,-0.2441544637564883
2007-07-25,21.52,27.97341847885835,-0.2306982424667079
2007-07-26,20.85,27.26341847885835,-0.2352389698977656
2007-07-27,20.14,26.913418478858347,-0.2516744011608618
2007-07-30,19.79,26.98341847885835,-0.266586625578758
2007-07-31,19.86,27.123418478858348,-0.2677914100141876
2007-08-01,20.0,27.08341847885835,-0.2615407831322236
2007-08-02,19.96,25.83341847885835,-0.22735738530559002
2007-08-03,18.71,24.693418478858348,-0.24230822816132747
2007-08-06,17.57,24.523418478858346,-0.28354197376083157
2007-08-07,17.4,26.58341847885835,-0.34545664193496683
2007-08-08,19.46,26.54341847885835,-0.2668615756670619
2007-08-09,19.42,29.803418478858347,-0.34839689568577614
2007-08-10,22.68,28.003418478858347,-0.19009887963776106
2007-08-13,20.88,27.49341847885835,-0.24054551397251234
2007-08-14,20.37,26.933418478858346,-0.24369050976616158
2007-08-15,19.81,27.13341847885835,-0.26990401097320516
2007-08-16,20.01,28.01341847885835,-0.2856994580971439
2007-08-17,20.89,28.04341847885835,-0.2550836833338004
2007-08-20,20.92,27.533418478858348,-0.24019605425808233
2007-08-21,20.41,27.363418478858346,-0.2541136621592338
2007-08-22,20.24,28.283418478858348,-0.28438636174303844
2007-08-23,21.16,28.38341847885835,-0.2544943092122176
2007-08-24,21.26,28.163418478858347,-0.24512004762634154
2007-08-27,21.04,27.73341847885835,-0.24134848302097545
2007-08-28,20.61,28.173418478858352,-0.26845938076467457
2007-08-29,21.05,27.73341847885835,-0.2409879072049207
2007-08-30,20.61,27.823418478858347,-0.25925708892814414
2007-08-31,20.7,28.213418478858348,-0.266306562052681
2007-09-04,21.09,27.843418478858347,-0.2425499039920781
2007-09-05,20.72,28.23341847885835,-0.2661179157063295
2007-09-06,21.11,27.423418478858352,-0.2302199663300759
2007-09-07,20.3,27.20341847885835,-0.2537702562721472
2007-09-10,20.08,27.79341847885835,-0.2775267995452134
2007-09-11,20.67,27.273418478858346,-0.24211920790117103
2007-09-12,20.15,27.673418478858352,-0.27186444221215444
2007-09-13,20.55,27.853418478858348,-0.2622090528816734
2007-09-14,20.73,26.98341847885835,-0.2317504167886636
2007-09-17,19.86,28.04341847885835,-0.29181244380130567
2007-09-18,20.92,27.853418478858348,-0.24892522560995656
2007-09-19,20.73,28.373418478858348,-0.26938659099373674
2007-09-20,21.25,27.88341847885835,-0.23789832239859376
2007-09-21,20.76,27.95341847885835,-0.2573359134697194
2007-09-24,20.83,27.963418478858348,-0.25509822714456554
2007-09-25,20.84,27.753418478858347,-0.2491015110129502
2007-09-26,20.63,27.81341847885835,-0.25827168581663706
2007-09-27,20.69,28.373418478858348,-0.2707963611992481
2007-09-28,21.25,27.578260216498627,-0.2294655343310149
2007-10-01,22.47,28.04826021649863,-0.19888079237147727
2007-10-02,22.94,27.608260216498625,-0.1690892573414997
2007-10-03,22.5,27.23826021649862,-0.17395605221616117
2007-10-04,22.13,28.18826021649862,-0.21492139528897614
2007-10-05,23.08,28.068260216498626,-0.17771889593522117
2007-10-08,22.96,28.78826021649862,-0.2024526724667589
2007-10-09,23.68,28.468260216498617,-0.16819644685289226
2007-10-10,23.36,27.598260216498623,-0.15356983314350126
2007-10-11,22.49,27.278260216498627,-0.17553392989493366
2007-10-12,22.17,26.528260216498627,-0.16428744972081155
2007-10-15,21.42,26.558260216498624,-0.19347126561048655
2007-10-16,21.45,25.94826021649862,-0.17335498330013288
2007-10-17,20.84,25.268260216498625,-0.1752499055557154
2007-10-18,20.16,24.638260216498626,-0.18176040747795286
2007-10-19,19.53,25.33826021649862,-0.22922884866091398
2007-10-22,20.23,25.178260216498625,-0.1965290760342593
2007-10-23,20.07,25.148260216498624,-0.20193286425305113
2007-10-24,20.04,25.038260216498625,-0.19962490098274033
2007-10-25,19.93,25.508260216498623,-0.21868446413646947
2007-10-26,20.4,25.568260216498626,-0.20213577978073238
2007-10-29,20.46,25.358260216498625,-0.19316231376597792
2007-10-30,20.25,25.54826021649863,-0.20738242728078615
2007-10-31,20.44,24.108260216498625,-0.15215781576756948
2007-11-01,19.0,24.44826021649862,-0.22284858588104872
2007-11-02,19.34,24.598260216498623,-0.2137655334246682
2007-11-05,19.49,24.268260216498625,-0.19689339795566208
2007-11-06,19.16,23.078260216498624,-0.16978143845078342
2007-11-07,17.97,23.44826021649862,-0.23363184159155737
2007-11-08,18.34,20.898260216498624,-0.12241498526652206
2007-11-09,15.79,21.478260216498622,-0.26483803432687536
2007-11-12,16.37,21.488260216498624,-0.23818867441715164
2007-11-13,16.38,21.088260216498625,-0.22326451628357036
2007-11-14,15.98,21.43826021649862,-0.2546036927146733
2007-11-15,16.33,21.338260216498625,-0.23470799238947637
2007-11-16,16.23,20.718260216498624,-0.2166330652090409
2007-11-19,15.61,19.408260216498626,-0.1957032817021791
2007-11-20,14.3,19.668260216498627,-0.27294026809730154
2007-11-21,14.56,19.69826021649862,-0.26084842823809284
2007-11-23,14.59,18.78826021649862,-0.22345124924403503
2007-11-26,13.68,18.268260216498625,-0.2511602178928253
2007-11-27,13.16,18.708260216498623,-0.2965674067119116
2007-11-28,13.6,18.668260216498627,-0.27149076334491007
2007-11-29,13.56,18.528260216498623,-0.2681449935636482
2007-11-30,13.42,18.228260216498622,-0.263780534148103
2007-12-03,13.12,18.018260216498625,-0.2718497878065651
2007-12-04,12.91,17.668260216498627,-0.2693111918317437
2007-12-05,12.56,18.768260216498625,-0.33078506717639844
2007-12-06,13.66,18.678260216498625,-0.2686685032937899
2007-12-07,13.57,19.468260216498624,-0.3029680182464414
2007-12-10,14.36,19.318260216498626,-0.2566618401932519
2007-12-11,14.21,19.938260216498623,-0.2872999025139902
2007-12-12,14.83,19.868260216498626,-0.25358336168331685
2007-12-13,14.76,19.128260216498624,-0.22836683352576337
2007-12-14,14.02,18.688260216498623,-0.24979640493111965
2007-12-17,13.58,18.408260216498626,-0.2622876990934341
2007-12-18,13.3,19.128260216498624,-0.3046936914561418
2007-12-19,14.02,19.228260216498622,-0.27086487065687437
2007-12-20,14.12,20.558260216498624,-0.31317145267631774
2007-12-21,15.45,19.938260216498623,-0.22510791652647066
2007-12-24,14.83,20.508260216498623,-0.27687673925311995
2007-12-26,15.4,19.648260216498624,-0.2162155921027229
2007-12-27,14.54,19.778260216498623,-0.264849393180143
2007-12-28,14.67,19.628260216498624,-0.2526082373989996
2007-12-31,14.52,18.95812253513528,-0.23410137406328413
2008-01-02,14.13,19.188122535135278,-0.26360695403489187
2008-01-03,14.36,18.548122535135278,-0.22579765295392107
2008-01-04,13.72,19.00812253513528,-0.27820330626344225
2008-01-07,14.18,18.85812253513528,-0.24806936779731348
2008-01-08,14.03,18.24812253513528,-0.23115378182131496
2008-01-09,13.42,18.188122535135278,-0.2621558396653838
2008-01-10,13.36,18.24812253513528,-0.2678698877500191
2008-01-11,13.42,17.588122535135277,-0.23698507483153708
2008-01-14,12.76,17.41812253513528,-0.26742965699885646
2008-01-15,12.59,17.67812253513528,-0.2878203002056714
