date,RMD,dcf,Deviation
2007-02-06,27.05,,
2007-02-07,25.0,,
2007-02-08,25.04,,
2007-02-09,24.03,,
2007-02-12,24.31,,
2007-02-13,24.72,,
2007-02-14,24.78,,
2007-02-15,25.17,,
2007-02-16,24.9,,
2007-02-20,24.7,,
2007-02-21,24.63,,
2007-02-22,24.69,,
2007-02-23,24.78,,
2007-02-26,24.55,,
2007-02-27,23.66,,
2007-02-28,23.87,,
2007-03-01,23.65,,
2007-03-02,23.08,,
2007-03-05,22.59,,
2007-03-06,23.3,,
2007-03-07,23.26,,
2007-03-08,23.45,,
2007-03-09,23.64,,
2007-03-12,23.96,,
2007-03-13,23.64,,
2007-03-14,23.31,,
2007-03-15,23.65,,
2007-03-16,23.79,,
2007-03-19,24.18,,
2007-03-20,24.18,,
2007-03-21,24.33,,
2007-03-22,24.59,,
2007-03-23,25.33,,
2007-03-26,25.6,,
2007-03-27,25.25,,
2007-03-28,25.12,,
2007-03-29,25.25,,
2007-03-30,25.18,,
2007-04-02,25.12,,
2007-04-03,25.18,,
2007-04-04,25.15,,
2007-04-05,25.61,,
2007-04-09,25.53,,
2007-04-10,25.71,,
2007-04-11,24.95,,
2007-04-12,24.83,,
2007-04-13,24.85,,
2007-04-16,24.68,,
2007-04-17,24.23,,
2007-04-18,23.87,,
2007-04-19,23.59,,
2007-04-20,24.22,,
2007-04-23,24.32,,
2007-04-24,21.92,,
2007-04-25,21.31,,
2007-04-26,21.42,,
2007-04-27,21.4,,
2007-04-30,21.13,,
2007-05-01,20.91,,
2007-05-02,21.68,,
2007-05-03,21.45,,
2007-05-04,21.62,,
2007-05-07,22.09,,
2007-05-08,21.92,,
2007-05-09,21.83,,
2007-05-10,21.88,,
2007-05-11,22.16,,
2007-05-14,22.55,,
2007-05-15,22.01,,
2007-05-16,22.09,,
2007-05-17,21.88,,
2007-05-18,22.16,,
2007-05-21,22.24,,
2007-05-22,22.41,,
2007-05-23,22.6,,
2007-05-24,22.19,,
2007-05-25,22.46,,
2007-05-29,22.45,,
2007-05-30,22.5,,
2007-05-31,22.54,,
2007-06-01,22.78,,
2007-06-04,22.67,,
2007-06-05,22.64,,
2007-06-06,22.22,,
2007-06-07,21.9,,
2007-06-08,22.1,,
2007-06-11,21.8,,
2007-06-12,21.58,,
2007-06-13,21.87,,
2007-06-14,21.71,,
2007-06-15,21.96,,
2007-06-18,21.96,,
2007-06-19,21.93,,
2007-06-20,21.62,,
2007-06-21,21.45,,
2007-06-22,20.92,,
2007-06-25,20.74,,
2007-06-26,20.63,,
2007-06-27,20.82,,
2007-06-28,20.79,,
2007-06-29,20.63,,
2007-07-02,20.85,,
2007-07-03,20.83,,
2007-07-05,20.85,,
2007-07-06,20.86,,
2007-07-09,21.06,,
2007-07-10,20.56,,
2007-07-11,20.57,,
2007-07-12,20.86,,
2007-07-13,20.8,,
2007-07-16,20.53,,
2007-07-17,20.47,,
2007-07-18,20.72,,
2007-07-19,20.62,,
2007-07-20,20.76,,
2007-07-23,20.92,,
2007-07-24,20.93,,
2007-07-25,21.57,,
2007-07-26,21.61,,
2007-07-27,21.28,,
2007-07-30,21.37,,
2007-07-31,21.49,,
2007-08-01,21.71,,
2007-08-02,22.28,,
2007-08-03,22.08,,
2007-08-06,22.58,,
2007-08-07,22.7,,
2007-08-08,22.33,,
2007-08-09,22.02,,
2007-08-10,21.5,,
2007-08-13,21.21,,
2007-08-14,20.63,,
2007-08-15,20.12,,
2007-08-16,19.83,,
2007-08-17,20.4,,
2007-08-20,20.37,,
2007-08-21,20.25,,
2007-08-22,20.78,,
2007-08-23,20.7,,
2007-08-24,20.99,,
2007-08-27,20.88,,
2007-08-28,20.5,,
2007-08-29,20.38,,
2007-08-30,20.28,,
2007-08-31,20.33,,
2007-09-04,20.72,,
2007-09-05,20.64,,
2007-09-06,21.09,,
2007-09-07,21.17,,
2007-09-10,21.34,,
2007-09-11,22.02,,
2007-09-12,22.23,,
2007-09-13,22.21,,
2007-09-14,22.2,,
2007-09-17,22.04,,
2007-09-18,22.48,,
2007-09-19,22.22,,
2007-09-20,22.25,,
2007-09-21,21.91,,
2007-09-24,21.65,,
2007-09-25,21.88,,
2007-09-26,21.83,,
2007-09-27,21.45,,
2007-09-28,21.43,,
2007-10-01,21.42,,
2007-10-02,21.38,,
2007-10-03,20.62,,
2007-10-04,20.0,,
2007-10-05,20.58,,
2007-10-08,20.17,,
2007-10-09,20.27,,
2007-10-10,20.38,,
2007-10-11,20.26,,
2007-10-12,20.25,,
2007-10-15,20.0,,
2007-10-16,19.83,,
2007-10-17,20.05,,
2007-10-18,19.97,,
2007-10-19,20.03,,
2007-10-22,20.03,,
2007-10-23,20.56,,
2007-10-24,20.45,,
2007-10-25,20.73,,
2007-10-26,20.45,,
2007-10-29,20.49,,
2007-10-30,20.39,,
2007-10-31,20.72,,
2007-11-01,20.08,,
2007-11-02,20.95,,
2007-11-05,20.78,,
2007-11-06,21.15,,
2007-11-07,21.03,,
2007-11-08,21.42,,
2007-11-09,21.77,,
2007-11-12,21.92,,
2007-11-13,22.45,,
2007-11-14,21.99,,
2007-11-15,21.75,,
2007-11-16,21.84,,
2007-11-19,22.29,,
2007-11-20,22.13,,
2007-11-21,21.87,,
2007-11-23,22.73,,
2007-11-26,22.36,,
2007-11-27,22.54,,
2007-11-28,23.16,,
2007-11-29,22.96,,
2007-11-30,22.9,,
2007-12-03,22.95,,
2007-12-04,22.93,,
2007-12-05,23.02,,
2007-12-06,23.9,,
2007-12-07,24.04,,
2007-12-10,24.15,,
2007-12-11,24.15,,
2007-12-12,24.39,,
2007-12-13,24.42,,
2007-12-14,23.67,,
2007-12-17,23.28,,
2007-12-18,23.33,,
2007-12-19,23.0,,
2007-12-20,23.5,,
2007-12-21,26.55,,
2007-12-24,26.25,,
2007-12-26,26.42,,
2007-12-27,26.16,,
2007-12-28,26.28,,
2007-12-31,26.26,,
2008-01-02,25.66,,
2008-01-03,25.5,,
2008-01-04,24.78,,
2008-01-07,24.33,,
2008-01-08,24.49,,
2008-01-09,24.66,,
2008-01-10,24.84,,
2008-01-11,24.59,,
2008-01-14,24.72,,
2008-01-15,24.46,,
2008-01-16,24.33,,
2008-01-17,23.9,,
2008-01-18,23.05,,
2008-01-22,22.81,,
2008-01-23,22.72,,
2008-01-24,22.72,,
2008-01-25,22.72,,
2008-01-28,23.12,,
2008-01-29,23.25,,
2008-01-30,22.73,,
2008-01-31,23.23,,
2008-02-01,23.73,,
2008-02-04,23.3,,
2008-02-05,22.33,,
2008-02-06,22.14,,
2008-02-07,22.17,,
2008-02-08,21.68,,
2008-02-11,21.42,,
2008-02-12,21.25,,
2008-02-13,21.09,,
2008-02-14,20.88,,
2008-02-15,20.75,,
2008-02-19,20.83,,
2008-02-20,20.93,,
2008-02-21,20.48,,
2008-02-22,20.54,,
2008-02-25,20.58,,
2008-02-26,20.8,,
2008-02-27,21.27,,
2008-02-28,21.0,,
2008-02-29,20.25,,
2008-03-03,20.5,,
2008-03-04,20.36,,
2008-03-05,20.2,,
2008-03-06,19.91,,
2008-03-07,19.75,,
2008-03-10,19.6,,
2008-03-11,20.14,,
2008-03-12,20.33,,
2008-03-13,20.75,,
2008-03-14,20.95,,
2008-03-17,19.93,,
2008-03-18,21.12,,
2008-03-19,20.76,,
2008-03-20,20.84,,
2008-03-24,20.84,,
2008-03-25,21.17,,
2008-03-26,20.74,,
2008-03-27,20.73,,
2008-03-28,21.01,,
2008-03-31,21.09,,
2008-04-01,21.79,,
2008-04-02,21.84,,
2008-04-03,22.38,,
2008-04-04,22.58,,
2008-04-07,22.66,,
2008-04-08,22.53,,
2008-04-09,22.19,,
2008-04-10,21.66,,
2008-04-11,21.16,,
2008-04-14,21.03,,
2008-04-15,21.13,,
2008-04-16,21.23,,
2008-04-17,21.17,,
2008-04-18,21.17,,
2008-04-21,21.08,,
2008-04-22,21.0,,
2008-04-23,21.09,,
2008-04-24,21.12,,
2008-04-25,21.15,,
2008-04-28,21.48,,
2008-04-29,21.7,,
2008-04-30,21.56,,
2008-05-01,21.0,,
2008-05-02,20.75,,
2008-05-05,20.0,,
2008-05-06,20.37,,
2008-05-07,20.17,,
2008-05-08,20.09,,
2008-05-09,20.14,,
2008-05-12,20.36,,
2008-05-13,20.47,,
2008-05-14,20.73,,
2008-05-15,20.42,,
2008-05-16,20.54,,
2008-05-19,20.59,,
2008-05-20,20.47,,
2008-05-21,20.4,,
2008-05-22,20.01,,
2008-05-23,19.92,,
2008-05-27,19.5,,
2008-05-28,19.51,,
2008-05-29,19.7,,
2008-05-30,19.7,,
2008-06-02,19.32,,
2008-06-03,19.4,,
2008-06-04,19.82,,
2008-06-05,20.25,,
2008-06-06,20.33,,
2008-06-09,20.01,,
2008-06-10,19.4,,
2008-06-11,19.37,,
2008-06-12,19.1,,
2008-06-13,19.14,,
2008-06-16,19.0,,
2008-06-17,18.31,,
2008-06-18,17.91,,
2008-06-19,17.84,,
2008-06-20,17.58,,
2008-06-23,17.42,,
2008-06-24,17.09,,
2008-06-25,17.26,,
2008-06-26,17.25,,
2008-06-27,17.5,,
2008-06-30,17.87,,
2008-07-01,19.16,,
2008-07-02,19.04,,
2008-07-03,19.41,,
2008-07-07,18.78,,
2008-07-08,19.08,,
2008-07-09,18.94,,
2008-07-10,18.97,,
2008-07-11,18.88,,
2008-07-14,18.12,,
2008-07-15,17.86,,
2008-07-16,17.76,,
2008-07-17,17.85,,
2008-07-18,18.01,,
2008-07-21,18.5,,
2008-07-22,18.11,,
2008-07-23,18.48,,
2008-07-24,18.56,,
2008-07-25,18.46,,
2008-07-28,18.5,,
2008-07-29,18.91,,
2008-07-30,18.83,,
2008-07-31,18.91,,
2008-08-01,18.67,,
2008-08-04,18.67,,
2008-08-05,19.13,,
2008-08-06,21.55,,
2008-08-07,22.31,,
2008-08-08,22.18,,
2008-08-11,22.15,,
2008-08-12,22.23,,
2008-08-13,22.33,,
2008-08-14,22.3,,
2008-08-15,22.01,,
2008-08-18,22.13,,
2008-08-19,22.1,,
2008-08-20,21.73,,
2008-08-21,21.9,,
2008-08-22,22.44,,
2008-08-25,22.58,,
2008-08-26,22.93,,
2008-08-27,23.36,,
2008-08-28,23.57,,
2008-08-29,23.4,,
2008-09-02,23.19,,
2008-09-03,22.76,,
2008-09-04,22.41,,
2008-09-05,22.2,,
2008-09-08,22.61,,
2008-09-09,22.76,,
2008-09-10,22.91,,
2008-09-11,23.5,,
2008-09-12,23.99,,
2008-09-15,23.71,,
2008-09-16,23.7,,
2008-09-17,22.92,,
2008-09-18,22.91,,
2008-09-19,22.96,,
2008-09-22,22.49,,
2008-09-23,22.33,,
2008-09-24,22.7,,
2008-09-25,22.8,,
2008-09-26,22.53,,
2008-09-29,21.17,,
2008-09-30,21.5,,
2008-10-01,21.67,,
2008-10-02,21.4,,
2008-10-03,21.42,,
2008-10-06,20.19,,
2008-10-07,19.47,,
2008-10-08,18.54,,
2008-10-09,17.89,,
2008-10-10,16.95,,
2008-10-13,18.27,,
2008-10-14,18.17,,
2008-10-15,17.73,,
2008-10-16,17.29,,
2008-10-17,17.71,,
2008-10-20,18.21,,
2008-10-21,17.54,,
2008-10-22,17.29,,
2008-10-23,16.76,,
2008-10-24,15.74,,
2008-10-27,14.92,,
2008-10-28,15.73,,
2008-10-29,16.32,,
2008-10-30,16.98,,
2008-10-31,17.13,,
2008-11-03,17.95,,
2008-11-04,18.25,,
2008-11-05,17.86,,
2008-11-06,16.21,,
2008-11-07,17.83,,
2008-11-10,17.47,,
2008-11-11,17.42,,
2008-11-12,16.47,,
2008-11-13,18.09,,
2008-11-14,17.17,,
2008-11-17,17.54,,
2008-11-18,17.93,,
2008-11-19,17.07,,
2008-11-20,15.52,,
2008-11-21,16.5,,
2008-11-24,17.3,,
2008-11-25,16.86,,
2008-11-26,17.67,,
2008-11-28,18.17,,
2008-12-01,16.75,,
2008-12-02,17.4,,
2008-12-03,18.08,,
2008-12-04,17.66,,
2008-12-05,18.5,,
2008-12-08,18.48,,
2008-12-09,17.84,,
2008-12-10,17.7,,
2008-12-11,17.9,,
2008-12-12,18.24,,
2008-12-15,17.81,,
2008-12-16,18.88,,
2008-12-17,18.59,,
2008-12-18,17.87,,
2008-12-19,17.71,,
2008-12-22,17.99,,
2008-12-23,17.5,,
2008-12-24,17.86,,
2008-12-26,17.89,,
2008-12-29,17.7,,
2008-12-30,18.18,,
2008-12-31,18.74,,
2009-01-02,19.19,,
2009-01-05,18.91,,
2009-01-06,18.74,,
2009-01-07,18.28,,
2009-01-08,18.3,,
2009-01-09,18.21,,
2009-01-12,18.28,,
2009-01-13,18.8,,
2009-01-14,19.05,,
2009-01-15,19.22,,
2009-01-16,19.41,,
2009-01-20,18.9,,
2009-01-21,19.61,,
2009-01-22,19.57,,
2009-01-23,19.54,,
2009-01-26,20.0,,
2009-01-27,20.49,,
2009-01-28,20.64,,
2009-01-29,20.17,,
2009-01-30,19.95,,
2009-02-02,19.97,,
2009-02-03,20.61,,
2009-02-04,20.23,,
2009-02-05,20.09,,
2009-02-06,21.41,,
2009-02-09,20.66,,
2009-02-10,20.36,,
2009-02-11,20.98,,
2009-02-12,21.27,,
2009-02-13,21.25,,
2009-02-17,21.01,,
2009-02-18,20.48,,
2009-02-19,20.54,,
2009-02-20,20.42,,
2009-02-23,20.22,,
2009-02-24,20.45,,
2009-02-25,19.86,,
2009-02-26,19.68,,
2009-02-27,18.44,,
2009-03-02,16.98,,
2009-03-03,17.76,,
2009-03-04,18.3,,
2009-03-05,17.47,,
2009-03-06,17.76,,
2009-03-09,17.0,,
2009-03-10,17.42,,
2009-03-11,17.26,,
2009-03-12,17.98,,
2009-03-13,18.07,,
2009-03-16,18.04,,
2009-03-17,16.84,,
2009-03-18,17.26,,
2009-03-19,16.86,,
2009-03-20,16.15,,
2009-03-23,16.84,,
2009-03-24,15.91,,
2009-03-25,16.4,,
2009-03-26,17.6,,
2009-03-27,17.5,,
2009-03-30,17.25,,
2009-03-31,17.67,21.393664114616165,-0.17405452823166245
2009-04-01,17.09,21.743664114616163,-0.21402391474066018
2009-04-02,17.44,21.793664114616163,-0.19976742284911742
2009-04-03,17.49,21.63366411461616,-0.19153778540069943
2009-04-06,17.33,21.63366411461616,-0.1989336661517508
2009-04-07,17.33,21.70366411461616,-0.2015173148422783
2009-04-08,17.4,22.13366411461616,-0.21386717039273417
2009-04-09,17.83,22.393664114616165,-0.20379264828025623
2009-04-13,18.09,22.583664114616166,-0.19897852234296487
2009-04-14,18.28,22.753664114616164,-0.19661290999467806
2009-04-15,18.45,22.973664114616167,-0.1969065140000088
2009-04-16,18.67,23.38366411461616,-0.2015793629053131
2009-04-17,19.08,22.943664114616162,-0.16839786772134768
2009-04-20,18.64,23.153664114616166,-0.19494383663304649
2009-04-21,18.85,23.253664114616164,-0.18937506334101673
2009-04-22,18.95,22.96366411461616,-0.17478326170349712
2009-04-23,18.66,23.183664114616164,-0.19512291466318366
2009-04-24,18.88,23.23366411461616,-0.18738603145585198
2009-04-27,18.93,23.05366411461616,-0.17887239503943908
2009-04-28,18.75,23.52366411461616,-0.20293029569530785
2009-04-29,19.22,23.533664114616162,-0.18329759843632065
2009-04-30,19.23,23.333664114616166,-0.17586882602144072
2009-05-01,19.03,23.46366411461616,-0.18895872754393506
2009-05-04,19.16,23.55366411461616,-0.18653845504613797
2009-05-05,19.25,23.393664114616165,-0.1771276228603812
2009-05-06,19.09,23.80366411461616,-0.19802262760554712
2009-05-07,19.5,24.683664114616164,-0.21000383454200033
2009-05-08,20.38,24.223664114616167,-0.15867393538936014
2009-05-11,19.92,23.933664114616164,-0.16769952546317546
2009-05-12,19.63,23.66366411461616,-0.17045813763578221
2009-05-13,19.36,23.503664114616164,-0.17629864409266105
2009-05-14,19.2,23.59366411461616,-0.18622220326915262
2009-05-15,19.29,23.723664114616167,-0.18688783036194578
2009-05-18,19.42,23.433664114616164,-0.17127770095982298
2009-05-19,19.13,23.243664114616163,-0.17698001891317106
2009-05-20,18.94,22.80366411461616,-0.16943172356848213
2009-05-21,18.5,22.91366411461616,-0.19262148962901027
2009-05-22,18.61,22.783664114616162,-0.18318669436224155
2009-05-26,18.48,22.563664114616163,-0.18098408546911804
2009-05-27,18.26,22.363664114616164,-0.18349694815592144
2009-05-28,18.06,22.84366411461616,-0.20940879232922227
2009-05-29,18.54,22.943664114616162,-0.19193377712546045
2009-06-01,18.64,23.63366411461616,-0.2112945369113478
2009-06-02,19.33,23.643664114616165,-0.18244482300649512
2009-06-03,19.34,23.45366411461616,-0.1753953708261965
2009-06-04,19.15,23.683664114616164,-0.19142579005831517
2009-06-05,19.38,23.543664114616163,-0.1768486032737494
2009-06-08,19.24,23.513664114616166,-0.18175236721016375
2009-06-09,19.21,23.52366411461616,-0.1833755189496994
2009-06-10,19.22,23.973664114616167,-0.19828692401333736
2009-06-11,19.67,24.363664114616164,-0.19265017332923895
2009-06-12,20.06,24.09366411461616,-0.16741596858940122
2009-06-15,19.79,23.743664114616163,-0.1665144897405435
2009-06-16,19.44,24.013664114616166,-0.1904609014595301
2009-06-17,19.71,24.193664114616162,-0.1853238969250398
2009-06-18,19.89,24.263664114616166,-0.18025571463386347
2009-06-19,19.96,23.70366411461616,-0.15793609361464667
2009-06-22,19.4,23.613664114616164,-0.17844177397306293
2009-06-23,19.31,23.903664114616166,-0.19217405719014102
2009-06-24,19.6,24.503664114616164,-0.20011962666804517
2009-06-25,20.2,24.863664114616164,-0.18756946253447082
2009-06-26,20.56,25.083664114616166,-0.180343034970726
2009-06-29,20.78,24.673664114616162,-0.15780648129637287
2009-06-30,20.37,25.590141740043833,-0.20399034100992408
2009-07-01,20.2,25.200141740043833,-0.19841720699921495
2009-07-02,19.81,25.03014174004383,-0.20855422211583097
2009-07-06,19.64,25.17014174004383,-0.21971039325717368
2009-07-07,19.78,25.13014174004383,-0.21289739609859026
2009-07-08,19.74,25.23014174004383,-0.21760249294716383
2009-07-09,19.84,25.360141740043833,-0.21766998767705992
2009-07-10,19.97,25.240141740043832,-0.20880000573382995
2009-07-13,19.85,25.32014174004383,-0.2160391437064033
2009-07-14,19.93,25.330141740043832,-0.21319034829982308
2009-07-15,19.94,25.64014174004383,-0.2223131914727896
2009-07-16,20.25,25.200141740043833,-0.19643309117495555
2009-07-17,19.81,25.040141740043833,-0.20887029292169967
2009-07-20,19.65,25.14014174004383,-0.21838149509312432
2009-07-21,19.75,25.10014174004383,-0.21315185370082645
2009-07-22,19.71,25.19014174004383,-0.21755104820757132
2009-07-23,19.8,25.30014174004383,-0.21739568878930327
2009-07-24,19.91,25.590141740043833,-0.22196601323061305
2009-07-27,20.2,25.44014174004383,-0.20597926668763933
2009-07-28,20.05,25.37014174004383,-0.209700907253766
2009-07-29,19.98,25.610141740043833,-0.21984031940130122
2009-07-30,20.22,25.89014174004383,-0.21900775194575017
2009-07-31,20.5,26.39014174004383,-0.22319477470279203
2009-08-03,21.0,26.47014174004383,-0.20665328481292722
2009-08-04,21.08,26.580141740043832,-0.20692672724757122
2009-08-05,21.19,26.39014174004383,-0.19704864760742258
2009-08-06,21.0,28.020141740043833,-0.2505391230770002
2009-08-07,22.63,27.930141740043833,-0.18976422638217216
2009-08-10,22.54,27.970141740043832,-0.19414065865349894
2009-08-11,22.58,28.12014174004383,-0.19701684974633404
2009-08-12,22.73,28.05014174004383,-0.18966541379179203
2009-08-13,22.66,28.200141740043833,-0.19645793950662682
2009-08-14,22.81,27.98014174004383,-0.18477896888722956
2009-08-17,22.59,27.930141740043833,-0.19119637092237163
2009-08-18,22.54,28.130141740043832,-0.1987242649433989
2009-08-19,22.74,27.96014174004383,-0.1866994019049507
2009-08-20,22.57,27.990141740043832,-0.1936446692690219
2009-08-21,22.6,28.150141740043832,-0.197162124130576
2009-08-24,22.76,28.380141740043832,-0.19803078474812263
2009-08-25,22.99,28.23014174004383,-0.18562222564440078
2009-08-26,22.84,28.16014174004383,-0.18892453699828393
2009-08-27,22.77,28.290141740043833,-0.19512598384158109
2009-08-28,22.9,28.35014174004383,-0.19224389740336467
2009-08-31,22.96,28.10014174004383,-0.18292227091221114
2009-09-01,22.71,28.060141740043832,-0.1906669534890052
2009-09-02,22.67,28.240141740043832,-0.19724198948143046
2009-09-03,22.85,28.17014174004383,-0.1888574714724014
2009-09-04,22.78,28.220141740043832,-0.19277513876992247
2009-09-08,22.83,28.490141740043832,-0.19867018534654457
2009-09-09,23.1,28.450141740043833,-0.18805325431871078
2009-09-10,23.06,28.32014174004383,-0.18573853861070722
2009-09-11,22.93,28.270141740043833,-0.18889688594944953
2009-09-14,22.88,28.28014174004383,-0.19095172116472792
2009-09-15,22.89,28.37014174004383,-0.19316582166767005
2009-09-16,22.98,28.03014174004383,-0.18016825554717775
2009-09-17,22.64,28.150141740043832,-0.19574117213788678
2009-09-18,22.76,28.150141740043832,-0.19147831615981903
2009-09-21,22.76,28.060141740043832,-0.1888850665526094
2009-09-22,22.67,28.03014174004383,-0.1912277786446701
2009-09-23,22.64,27.89014174004383,-0.1882436378050325
2009-09-24,22.5,27.38014174004383,-0.17823654042325698
2009-09-25,21.99,27.69014174004383,-0.20585455262587649
2009-09-28,22.3,27.89014174004383,-0.20043432522315485
2009-09-29,22.5,27.990141740043832,-0.1961455497808149
2009-09-30,22.6,28.395551827719938,-0.20410069375944573
2009-10-01,22.04,28.52555182771994,-0.22735938175322357
2009-10-02,22.17,27.94555182771994,-0.20667159708726934
2009-10-05,21.59,28.325551827719938,-0.2377906657807244
2009-10-06,21.97,28.10555182771994,-0.2183039089689237
2009-10-07,21.75,28.705551827719937,-0.2423068495413213
2009-10-08,22.35,29.22555182771994,-0.2352582380052306
2009-10-09,22.87,29.775551827719944,-0.2319201963972043
2009-10-12,23.42,30.135551827719944,-0.2228448268049532
2009-10-13,23.78,30.135551827719944,-0.21089880364738633
2009-10-14,23.78,30.53555182771994,-0.2212356228515019
2009-10-15,24.18,30.685551827719934,-0.21200700134853412
2009-10-16,24.33,30.92555182771994,-0.21327192039975362
2009-10-19,24.57,30.985551827719938,-0.20704978447343736
2009-10-20,24.63,30.99555182771994,-0.20536984994172935
2009-10-21,24.64,31.185551827719934,-0.20989052442874467
2009-10-22,24.83,31.185551827719934,-0.2037979594791287
2009-10-23,24.83,31.28555182771994,-0.2063429107234135
2009-10-26,24.93,31.095551827719937,-0.1982776141706446
2009-10-27,24.74,30.61555182771994,-0.19191396126984384
2009-10-28,24.26,31.145551827719938,-0.22107657189081198
2009-10-29,24.79,30.96555182771994,-0.1994329654474838
2009-10-30,24.61,31.145551827719938,-0.20983901212831346
2009-11-02,24.79,30.85555182771994,-0.1965789450659179
2009-11-03,24.5,31.025551827719944,-0.2103283082265649
2009-11-04,24.67,31.385551827719944,-0.21396953173175426
2009-11-05,25.03,30.075551827719938,-0.16776256863455352
2009-11-06,23.72,30.97555182771994,-0.2342347883929211
2009-11-09,24.62,30.845551827719937,-0.20182980880002366
2009-11-10,24.49,30.805551827719935,-0.2050134294960747
2009-11-11,24.45,30.85555182771994,-0.20759803174109281
2009-11-12,24.5,31.61555182771994,-0.2250649258470685
2009-11-13,25.26,31.945551827719935,-0.20927958495676124
2009-11-16,25.59,31.81555182771994,-0.19567637429113527
2009-11-17,25.46,31.78555182771994,-0.19900714205010195
2009-11-18,25.43,31.685551827719934,-0.19742600229064966
2009-11-19,25.33,31.485551827719938,-0.1955040159817234
2009-11-20,25.13,31.595551827719937,-0.20463487591463658
2009-11-23,25.24,31.775551827719944,-0.20567862560355432
2009-11-24,25.42,32.47555182771994,-0.21725733453734808
2009-11-25,26.12,31.555551827719935,-0.1722534233403924
2009-11-27,25.2,31.49555182771994,-0.19988701459039315
2009-11-30,25.14,31.92555182771994,-0.21254297699650915
2009-12-01,25.57,32.325551827719934,-0.20898488798347092
2009-12-02,25.97,32.11555182771994,-0.19135750370060656
2009-12-03,25.76,32.48555182771994,-0.20703209424877367
2009-12-04,26.13,32.48555182771994,-0.19564241547827865
2009-12-07,26.13,32.09555182771994,-0.18586849229891333
2009-12-08,25.74,32.34555182771994,-0.20421824499710717
2009-12-09,25.99,32.775551827719944,-0.20703089496058646
2009-12-10,26.42,32.775551827719944,-0.19391135994069608
2009-12-11,26.42,32.83555182771994,-0.19538431579833837
2009-12-14,26.48,32.765551827719946,-0.19183415132969972
2009-12-15,26.41,32.45555182771994,-0.18627173125297147
2009-12-16,26.1,31.895551827719938,-0.181704077704124
2009-12-17,25.54,31.875551827719942,-0.19875896931799486
2009-12-18,25.52,32.25555182771994,-0.20881837221992616
2009-12-21,25.9,32.47555182771994,-0.20247698522884816
2009-12-22,26.12,32.60555182771994,-0.19890943303116204
2009-12-23,26.25,32.56555182771994,-0.1939335117405908
2009-12-24,26.21,32.69555182771994,-0.19836190139544785
2009-12-28,26.34,32.895551827719935,-0.19928383819346052
2009-12-29,26.54,32.73555182771994,-0.1892606503267693
2009-12-30,26.38,32.49555182771994,-0.188196583339851
2009-12-31,26.14,32.39618863048752,-0.193114958733137
2010-01-04,26.4,31.27618863048753,-0.15590738015099126
2010-01-05,25.28,32.07618863048752,-0.2118764392109832
2010-01-06,26.08,32.12618863048752,-0.1882012429183626
2010-01-07,26.13,32.11618863048753,-0.18639162633404482
2010-01-08,26.12,32.416188630487525,-0.19422976285885563
2010-01-11,26.42,31.71618863048752,-0.16698691927303333
2010-01-12,25.72,32.096188630487525,-0.19865874742619483
2010-01-13,26.1,32.276188630487525,-0.19135433558142
2010-01-14,26.28,32.07618863048752,-0.18070066544559493
2010-01-15,26.08,32.456188630487524,-0.19645524935414294
2010-01-19,26.46,32.46618863048752,-0.1849982669307657
2010-01-20,26.47,31.96618863048752,-0.17193756484454858
2010-01-21,25.97,31.986188630487526,-0.18808707408025527
2010-01-22,25.99,32.50618863048752,-0.20045994024583969
2010-01-25,26.51,32.736188630487526,-0.19019283829178013
2010-01-26,26.74,32.32618863048752,-0.17280690570552037
2010-01-27,26.33,32.04618863048752,-0.1783734314366907
2010-01-28,26.05,31.566188630487527,-0.17474991026188802
2010-01-29,25.57,31.736188630487526,-0.19429518466385554
2010-02-01,25.74,32.10618863048752,-0.19828540546361495
2010-02-02,26.11,32.07618863048752,-0.186000546985711
2010-02-03,26.08,31.46618863048752,-0.17117384929386892
2010-02-04,25.47,33.446188630487526,-0.23847825289177838
2010-02-05,27.45,33.416188630487525,-0.17854186473690858
2010-02-08,27.42,33.136188630487524,-0.1725059177514533
2010-02-09,27.14,33.136188630487524,-0.1809558937919199
2010-02-10,27.14,33.746188630487524,-0.19576102957355168
2010-02-11,27.75,33.986188630487526,-0.18349185012447422
2010-02-12,27.99,33.72618863048752,-0.17008114060366042
2010-02-16,27.73,33.89618863048752,-0.1819139224680092
2010-02-17,27.9,34.71618863048752,-0.1963403501184342
2010-02-18,28.72,34.73618863048752,-0.17319656725974786
2010-02-19,28.74,34.97618863048752,-0.1782981186535475
2010-02-22,28.98,34.46618863048752,-0.15917595906251847
2010-02-23,28.47,34.75618863048753,-0.1808653042288243
2010-02-24,28.76,34.76618863048753,-0.17275947888117127
2010-02-25,28.77,34.53618863048752,-0.16696076953312977
2010-02-26,28.54,35.07618863048752,-0.18634261262942342
2010-03-01,29.08,35.44618863048752,-0.17960149952516802
2010-03-02,29.45,35.62618863048752,-0.17336091420125066
2010-03-03,29.63,35.54618863048753,-0.1664366520975834
2010-03-04,29.55,35.746188630487524,-0.17333844160389345
2010-03-05,29.75,35.58618863048752,-0.16400150887435916
2010-03-08,29.59,35.67618863048752,-0.17059525874595516
2010-03-09,29.68,36.08618863048752,-0.17752466729266148
2010-03-10,30.09,36.316188630487524,-0.17144388949617428
2010-03-11,30.32,36.33618863048752,-0.16557016179291006
2010-03-12,30.34,36.316188630487524,-0.16455990718889757
