date,O,dcf,Deviation
2010-06-24,30.65,10026000.0,-0.9999969429483343
2010-06-25,31.86,10026000.0,-0.9999968222621185
2010-06-28,31.34,10026000.0,-0.9999968741272691
2010-06-29,30.65,10026000.0,-0.9999969429483343
2010-06-30,30.33,10026000.0,-0.9999969748653501
2010-07-01,30.22,10026000.0,-0.9999969858368243
2010-07-02,30.3,10026000.0,-0.9999969778575704
2010-07-06,29.33,10026000.0,-0.9999970746060244
2010-07-07,31.06,10026000.0,-0.9999969020546579
2010-07-08,31.39,10026000.0,-0.9999968691402353
2010-07-09,31.6,10026000.0,-0.9999968481946938
2010-07-12,31.37,10026000.0,-0.9999968711350489
2010-07-13,31.91,10026000.0,-0.9999968172750848
2010-07-14,31.94,10026000.0,-0.9999968142828646
2010-07-15,31.84,10026000.0,-0.9999968242569319
2010-07-16,30.73,10026000.0,-0.9999969349690804
2010-07-19,30.99,10026000.0,-0.9999969090365051
2010-07-20,31.25,10026000.0,-0.9999968831039298
2010-07-21,30.68,10026000.0,-0.999996939956114
2010-07-22,31.86,10026000.0,-0.9999968222621185
2010-07-23,32.11,10026000.0,-0.9999967973269499
2010-07-26,32.84,10026000.0,-0.9999967245162578
2010-07-27,32.8,10026000.0,-0.9999967285058847
2010-07-28,32.6,10026000.0,-0.9999967484540195
2010-07-29,31.81,10026000.0,-0.9999968272491522
2010-07-30,32.09,10026000.0,-0.9999967993217634
2010-08-02,33.15,10026000.0,-0.9999966935966487
2010-08-03,32.63,10026000.0,-0.9999967454617993
2010-08-04,32.71,10026000.0,-0.9999967374825454
2010-08-05,32.28,10026000.0,-0.9999967803710353
2010-08-06,32.39,10026000.0,-0.9999967693995612
2010-08-09,32.79,10026000.0,-0.9999967295032914
2010-08-10,32.73,10026000.0,-0.9999967354877319
2010-08-11,32.41,10026000.0,-0.9999967674047476
2010-08-12,31.96,10026000.0,-0.999996812288051
2010-08-13,32.48,10026000.0,-0.9999967604229004
2010-08-16,32.65,10026000.0,-0.9999967434669859
2010-08-17,33.03,10026000.0,-0.9999967055655297
2010-08-18,32.83,10026000.0,-0.9999967255136645
2010-08-19,32.19,10026000.0,-0.999996789347696
2010-08-20,32.07,10026000.0,-0.9999968013165769
2010-08-23,31.99,10026000.0,-0.9999968092958308
2010-08-24,32.09,10026000.0,-0.9999967993217634
2010-08-25,32.52,10026000.0,-0.9999967564332735
2010-08-26,32.38,10026000.0,-0.9999967703969679
2010-08-27,32.69,10026000.0,-0.9999967394773589
2010-08-30,32.23,10026000.0,-0.999996785358069
2010-08-31,32.59,10026000.0,-0.9999967494514262
2010-09-01,33.46,10026000.0,-0.9999966626770397
2010-09-02,33.78,10026000.0,-0.999996630760024
2010-09-03,33.78,10026000.0,-0.999996630760024
2010-09-07,33.03,10026000.0,-0.9999967055655297
2010-09-08,33.17,10026000.0,-0.9999966916018352
2010-09-09,32.93,10026000.0,-0.999996715539597
2010-09-10,33.07,10026000.0,-0.9999967015759027
2010-09-13,33.71,10026000.0,-0.9999966377418711
2010-09-14,33.95,10026000.0,-0.9999966138041093
2010-09-15,34.09,10026000.0,-0.9999965998404149
2010-09-16,33.78,10026000.0,-0.999996630760024
2010-09-17,33.93,10026000.0,-0.9999966157989228
2010-09-20,34.71,10026000.0,-0.9999965380011969
2010-09-21,34.12,10026000.0,-0.9999965968481946
2010-09-22,33.83,10026000.0,-0.9999966257729902
2010-09-23,33.49,10026000.0,-0.9999966596848194
2010-09-24,33.81,10026000.0,-0.9999966277678037
2010-09-27,33.5,10026000.0,-0.9999966586874127
2010-09-28,33.82,10026000.0,-0.9999966267703969
2010-09-29,33.78,10026000.0,-0.999996630760024
2010-09-30,33.72,10026000.0,-0.9999966367444644
2010-10-01,33.97,10026000.0,-0.9999966118092958
2010-10-04,34.2,10026000.0,-0.9999965888689407
2010-10-05,34.32,10026000.0,-0.9999965769000598
2010-10-06,34.33,10026000.0,-0.9999965759026531
2010-10-07,34.21,10026000.0,-0.999996587871534
2010-10-08,34.22,10026000.0,-0.9999965868741273
2010-10-11,34.23,10026000.0,-0.9999965858767206
2010-10-12,34.46,10026000.0,-0.9999965629363654
2010-10-13,34.66,10026000.0,-0.9999965429882306
2010-10-14,34.28,10026000.0,-0.9999965808896868
2010-10-15,34.61,10026000.0,-0.9999965479752643
2010-10-18,35.08,10026000.0,-0.9999965010971474
2010-10-19,34.87,10026000.0,-0.999996522042689
2010-10-20,35.65,10026000.0,-0.9999964442449631
2010-10-21,35.56,10026000.0,-0.9999964532216238
2010-10-22,35.49,10026000.0,-0.999996460203471
2010-10-25,35.49,10026000.0,-0.999996460203471
2010-10-26,35.16,10026000.0,-0.9999964931178935
2010-10-27,35.14,10026000.0,-0.9999964951127069
2010-10-28,34.42,10026000.0,-0.9999965669259924
2010-10-29,34.28,10026000.0,-0.9999965808896868
2010-11-01,34.45,10026000.0,-0.9999965639337722
2010-11-02,34.24,10026000.0,-0.9999965848793138
2010-11-03,34.31,10026000.0,-0.9999965778974665
2010-11-04,35.13,10026000.0,-0.9999964961101137
2010-11-05,35.22,10026000.0,-0.999996487133453
2010-11-08,35.06,10026000.0,-0.9999965030919609
2010-11-09,34.19,10026000.0,-0.9999965898663475
2010-11-10,34.11,10026000.0,-0.9999965978456015
2010-11-11,34.04,10026000.0,-0.9999966048274487
2010-11-12,33.86,10026000.0,-0.99999662278077
2010-11-15,33.82,10026000.0,-0.9999966267703969
2010-11-16,33.13,10026000.0,-0.9999966955914622
2010-11-17,33.65,10026000.0,-0.9999966437263116
2010-11-18,33.34,10026000.0,-0.9999966746459206
2010-11-19,33.69,10026000.0,-0.9999966397366846
2010-11-22,33.85,10026000.0,-0.9999966237781768
2010-11-23,33.82,10026000.0,-0.9999966267703969
2010-11-24,34.39,10026000.0,-0.9999965699182126
2010-11-26,34.4,10026000.0,-0.9999965689208059
2010-11-29,34.31,10026000.0,-0.9999965778974665
2010-11-30,34.05,10026000.0,-0.9999966038300419
2010-12-01,34.0,10026000.0,-0.9999966088170756
2010-12-02,34.1,10026000.0,-0.9999965988430082
2010-12-03,34.02,10026000.0,-0.9999966068222621
2010-12-06,33.84,10026000.0,-0.9999966247755835
2010-12-07,34.06,10026000.0,-0.9999966028326351
2010-12-08,33.41,10026000.0,-0.9999966676640734
2010-12-09,33.22,10026000.0,-0.9999966866148016
2010-12-10,33.59,10026000.0,-0.9999966497107521
2010-12-13,33.85,10026000.0,-0.9999966237781768
2010-12-14,33.81,10026000.0,-0.9999966277678037
2010-12-15,33.16,10026000.0,-0.999996692599242
2010-12-16,33.31,10026000.0,-0.9999966776381408
2010-12-17,33.89,10026000.0,-0.9999966197885498
2010-12-20,34.13,10026000.0,-0.9999965958507879
2010-12-21,34.36,10026000.0,-0.9999965729104329
2010-12-22,34.61,10026000.0,-0.9999965479752643
2010-12-23,34.22,10026000.0,-0.9999965868741273
2010-12-27,34.6,10026000.0,-0.9999965489726711
2010-12-28,34.65,10026000.0,-0.9999965439856373
2010-12-29,34.62,10026000.0,-0.9999965469778576
2010-12-30,34.41,10026000.0,-0.9999965679233992
2010-12-31,34.2,17607000.0,-0.9999980575907309
2011-01-03,34.58,17607000.0,-0.9999980360084058
2011-01-04,33.89,17607000.0,-0.9999980751973647
2011-01-05,33.86,17607000.0,-0.9999980769012324
2011-01-06,33.63,17607000.0,-0.9999980899642188
2011-01-07,33.81,17607000.0,-0.9999980797410121
2011-01-10,33.71,17607000.0,-0.9999980854205713
2011-01-11,33.55,17607000.0,-0.9999980945078661
2011-01-12,33.6,17607000.0,-0.9999980916680865
2011-01-13,33.68,17607000.0,-0.9999980871244392
2011-01-14,33.71,17607000.0,-0.9999980854205713
2011-01-18,34.42,17607000.0,-0.9999980450957006
2011-01-19,33.96,17607000.0,-0.9999980712216732
2011-01-20,33.7,17607000.0,-0.9999980859885272
2011-01-21,33.83,17607000.0,-0.9999980786051003
2011-01-24,34.19,17607000.0,-0.9999980581586869
2011-01-25,34.72,17607000.0,-0.9999980280570228
2011-01-26,34.81,17607000.0,-0.9999980229454194
2011-01-27,35.12,17607000.0,-0.9999980053387857
2011-01-28,34.54,17607000.0,-0.9999980382802295
2011-01-31,34.96,17607000.0,-0.9999980144260805
2011-02-01,35.08,17607000.0,-0.9999980076106094
2011-02-02,34.82,17607000.0,-0.9999980223774635
2011-02-03,35.0,17607000.0,-0.9999980121542569
2011-02-04,34.55,17607000.0,-0.9999980377122736
2011-02-07,34.83,17607000.0,-0.9999980218095076
2011-02-08,34.98,17607000.0,-0.9999980132901687
2011-02-09,34.86,17607000.0,-0.9999980201056398
2011-02-10,35.04,17607000.0,-0.9999980098824331
2011-02-11,34.8,17607000.0,-0.9999980235133754
2011-02-14,35.1,17607000.0,-0.9999980064746976
2011-02-15,34.78,17607000.0,-0.9999980246492872
2011-02-16,35.03,17607000.0,-0.999998010450389
2011-02-17,35.31,17607000.0,-0.9999979945476231
2011-02-18,35.48,17607000.0,-0.9999979848923723
2011-02-22,35.47,17607000.0,-0.9999979854603283
2011-02-23,35.25,17607000.0,-0.9999979979553587
2011-02-24,35.02,17607000.0,-0.999998011018345
2011-02-25,35.64,17607000.0,-0.9999979758050775
2011-02-28,35.97,17607000.0,-0.9999979570625319
2011-03-01,35.16,17607000.0,-0.999998003066962
2011-03-02,34.88,17607000.0,-0.999998018969728
2011-03-03,35.15,17607000.0,-0.999998003634918
2011-03-04,34.88,17607000.0,-0.999998018969728
2011-03-07,34.93,17607000.0,-0.9999980161299483
2011-03-08,35.25,17607000.0,-0.9999979979553587
2011-03-09,34.7,17607000.0,-0.9999980291929347
2011-03-10,34.35,17607000.0,-0.9999980490713921
2011-03-11,34.54,17607000.0,-0.9999980382802295
2011-03-14,34.36,17607000.0,-0.9999980485034361
2011-03-15,34.4,17607000.0,-0.9999980462316125
2011-03-16,34.25,17607000.0,-0.9999980547509513
2011-03-17,34.56,17607000.0,-0.9999980371443176
2011-03-18,34.64,17607000.0,-0.9999980326006702
2011-03-21,34.76,17607000.0,-0.999998025785199
2011-03-22,34.43,17607000.0,-0.9999980445277447
2011-03-23,34.22,17607000.0,-0.9999980564548191
2011-03-24,34.41,17607000.0,-0.9999980456636565
2011-03-25,34.62,17607000.0,-0.999998033736582
2011-03-28,34.65,17607000.0,-0.9999980320327143
2011-03-29,34.77,17607000.0,-0.9999980252172431
2011-03-30,34.83,34.95,-0.0034334763948499214
2011-03-31,34.95,34.9,0.0014326647564470996
2011-04-01,34.9,35.04,-0.003995433789954372
2011-04-04,35.04,35.0,0.0011428571428571122
2011-04-05,35.0,35.05,-0.0014265335235377208
2011-04-06,35.05,34.71,0.009795447997695161
2011-04-07,34.71,34.64,0.0020207852193996345
2011-04-08,34.64,34.59,0.0014455044810637308
2011-04-11,34.59,34.66,-0.002019619157530128
2011-04-12,34.66,34.54,0.003474232773595709
2011-04-13,34.54,34.93,-0.011165187517892972
2011-04-14,34.93,35.07,-0.003992015968063867
2011-04-15,35.07,34.67,0.011537352177675153
2011-04-18,34.67,34.97,-0.008578781812982439
2011-04-19,34.97,35.29,-0.009067724567866309
2011-04-20,35.29,35.51,-0.006195437904815471
2011-04-21,35.51,35.64,-0.003647586980920381
2011-04-25,35.64,35.73,-0.0025188916876572875
2011-04-26,35.73,36.02,-0.008051082731815873
2011-04-27,36.02,36.07,-0.0013861935126142644
2011-04-28,36.07,35.55,0.014627285513361565
2011-04-29,35.55,35.52,0.0008445945945945166
2011-05-02,35.52,35.56,-0.0011248593925758943
2011-05-03,35.56,35.52,0.0011261261261261701
2011-05-04,35.52,35.56,-0.0011248593925758943
2011-05-05,35.56,35.23,0.009367016747090728
2011-05-06,35.23,35.34,-0.003112620260328436
2011-05-09,35.34,35.45,-0.003102961918194591
2011-05-10,35.45,35.15,0.008534850640113945
2011-05-11,35.15,35.24,-0.0025539160045403575
2011-05-12,35.24,34.98,0.007432818753573711
2011-05-13,34.98,34.98,0.0
2011-05-16,34.98,34.97,0.0002859593937660776
2011-05-17,34.97,35.35,-0.010749646393210854
2011-05-18,35.35,35.41,-0.0016944365998303734
2011-05-19,35.41,35.12,0.008257403189066093
2011-05-20,35.12,34.87,0.007169486664754698
2011-05-23,34.87,34.85,0.0005738880918220168
2011-05-24,34.85,34.75,0.0028776978417266452
2011-05-25,34.75,35.0,-0.0071428571428571175
2011-05-26,35.0,34.95,0.0014306151645206988
2011-05-27,34.95,35.14,-0.005406943653955554
2011-05-31,35.14,34.21,0.027185033615901855
2011-06-01,34.21,34.12,0.002637749120750321
2011-06-02,34.12,34.15,-0.0008784773060029893
2011-06-03,34.15,33.75,0.01185185185185178
2011-06-06,33.75,33.96,-0.006183745583038913
2011-06-07,33.96,33.71,0.007416196974191713
2011-06-08,33.71,33.24,0.014139590854392203
2011-06-09,33.24,32.28,0.029739776951672958
2011-06-10,32.28,32.35,-0.0021638330757342006
2011-06-13,32.35,33.01,-0.019993941229930257
2011-06-14,33.01,32.75,0.00793893129770984
2011-06-15,32.75,33.05,-0.009077155824508187
2011-06-16,33.05,33.48,-0.012843488649940227
2011-06-17,33.48,33.63,-0.004460303300624635
2011-06-20,33.63,33.77,-0.004145691442108412
2011-06-21,33.77,33.51,0.0077588779468815705
2011-06-22,33.51,32.95,0.016995447647951245
2011-06-23,32.95,33.09,-0.004230885463886391
2011-06-24,33.09,33.16,-0.0021109770808200867
2011-06-27,33.16,33.39,-0.006888289907157952
2011-06-28,33.39,33.67,-0.008316008316008316
2011-06-29,33.67,33.49,0.005374738727978556
2011-06-30,33.49,34.02,-0.015579071134626754
2011-07-01,34.02,34.16,-0.004098360655737543
2011-07-05,34.16,34.69,-0.015278178149322641
2011-07-06,34.69,35.01,-0.009140245644101652
2011-07-07,35.01,34.94,0.002003434459072695
2011-07-08,34.94,34.42,0.01510749564206848
2011-07-11,34.42,34.51,-0.002607939727615083
2011-07-12,34.51,34.08,0.012617370892018753
2011-07-13,34.08,33.77,0.00917974533609689
2011-07-14,33.77,34.06,-0.008514386376981764
2011-07-15,34.06,33.81,0.007394262052647038
2011-07-18,33.81,34.07,-0.007631347226298768
2011-07-19,34.07,34.23,-0.004674262342973856
2011-07-20,34.23,34.43,-0.005808887598025114
2011-07-21,34.43,34.54,-0.0031847133757961776
2011-07-22,34.54,34.12,0.012309495896834832
2011-07-25,34.12,34.11,0.00029316915860455595
2011-07-26,34.11,33.22,0.026791089704996995
2011-07-27,33.22,32.67,0.016835016835016647
2011-07-28,32.67,32.46,0.006469500924214389
2011-07-29,32.46,32.5,-0.0012307692307692575
2011-08-01,32.5,31.64,0.02718078381795186
2011-08-02,31.64,31.56,0.0025348542458809575
2011-08-03,31.56,30.58,0.03204708960104652
2011-08-04,30.58,30.01,0.018993668777074202
2011-08-05,30.01,28.04,0.07025677603423697
2011-08-08,28.04,31.34,-0.1052967453733249
2011-08-09,31.34,30.75,0.01918699186991879
2011-08-10,30.75,32.12,-0.04265255292652548
2011-08-11,32.12,31.66,0.014529374605180001
2011-08-12,31.66,32.91,-0.03798237617745359
2011-08-15,32.91,32.64,0.008272058823529216
2011-08-16,32.64,32.84,-0.006090133982947665
2011-08-17,32.84,32.31,0.016403590219746134
2011-08-18,32.31,32.04,0.008426966292135019
2011-08-19,32.04,32.3,-0.00804953560371513
2011-08-22,32.3,33.3,-0.03003003003003002
2011-08-23,33.3,34.02,-0.021164021164021385
2011-08-24,34.02,33.32,0.021008403361344685
2011-08-25,33.32,33.64,-0.009512485136741966
2011-08-26,33.64,34.63,-0.028587929540860535
2011-08-29,34.63,34.58,0.0014459224985541308
2011-08-30,34.58,34.68,-0.0028835063437140374
2011-08-31,34.68,33.84,0.024822695035460862
2011-09-01,33.84,33.31,0.015911137796457586
2011-09-02,33.31,33.27,0.0012022843402463845
2011-09-06,33.27,34.47,-0.03481288076588329
2011-09-07,34.47,34.61,-0.004045073678127675
2011-09-08,34.61,33.64,0.028834720570749095
2011-09-09,33.64,34.01,-0.010879153190238133
2011-09-12,34.01,34.37,-0.010474250800116325
2011-09-13,34.37,34.52,-0.004345307068366333
2011-09-14,34.52,34.66,-0.004039238315060367
2011-09-15,34.66,34.94,-0.00801373783629078
2011-09-16,34.94,34.5,0.012753623188405783
2011-09-19,34.5,34.43,0.002033110659308779
2011-09-20,34.43,33.5,0.027761194029850778
2011-09-21,33.5,33.3,0.006006006006006093
2011-09-22,33.3,33.58,-0.008338296605122086
2011-09-23,33.58,33.82,-0.007096392667060969
2011-09-26,33.82,33.97,-0.004415660877244543
2011-09-27,33.97,33.51,0.01372724559832883
2011-09-28,33.51,33.58,-0.002084574151280494
2011-09-29,33.58,32.24,0.041563275434242986
2011-09-30,32.24,30.54,0.05566470203012441
2011-10-03,30.54,31.71,-0.03689687795648067
2011-10-04,31.71,31.36,0.011160714285714413
2011-10-05,31.36,31.77,-0.01290525653131891
2011-10-06,31.77,30.78,0.032163742690058506
2011-10-07,30.78,31.88,-0.03450439146800499
2011-10-10,31.88,31.08,0.025740025740025763
2011-10-11,31.08,31.46,-0.012078830260648488
2011-10-12,31.46,31.72,-0.008196721311475308
2011-10-13,31.72,32.44,-0.022194821208384674
2011-10-14,32.44,32.02,0.013116801998750649
2011-10-17,32.02,32.91,-0.027043451838346777
2011-10-18,32.91,32.5,0.012615384615384473
2011-10-19,32.5,32.55,-0.001536098310291778
2011-10-20,32.55,33.23,-0.020463436653626266
2011-10-21,33.23,33.85,-0.01831610044313159
2011-10-24,33.85,33.16,0.0208082026537999
2011-10-25,33.16,33.54,-0.011329755515802065
2011-10-26,33.54,34.05,-0.0149779735682819
2011-10-27,34.05,33.95,0.002945508100147043
2011-10-28,33.95,33.41,0.016162825501347067
2011-10-31,33.41,32.62,0.024218270999386782
2011-11-01,32.62,33.19,-0.017173847544441068
2011-11-02,33.19,33.79,-0.017756732761171956
2011-11-03,33.79,33.5,0.008656716417910326
2011-11-04,33.5,33.55,-0.0014903129657226621
2011-11-07,33.55,33.79,-0.007102693104468871
2011-11-08,33.79,32.8,0.030182926829268375
2011-11-09,32.8,32.63,0.005209929512718148
2011-11-10,32.63,33.28,-0.01953125
2011-11-11,33.28,33.06,0.006654567453115545
2011-11-14,33.06,33.39,-0.009883198562443796
2011-11-15,33.39,33.47,-0.002390200179264945
2011-11-16,33.47,33.36,0.003297362110311841
2011-11-17,33.36,33.72,-0.010676156583629859
2011-11-18,33.72,33.07,0.019655276685818013
2011-11-21,33.07,33.14,-0.002112251056125558
2011-11-22,33.14,32.41,0.022523912372724553
2011-11-23,32.41,32.5,-0.002769230769230857
2011-11-25,32.5,33.16,-0.019903498190591007
2011-11-28,33.16,33.04,0.00363196125907983
2011-11-29,33.04,33.86,-0.02421736562315413
2011-11-30,33.86,33.39,0.014076070679844177
2011-12-01,33.39,33.26,0.003908598917618855
2011-12-02,33.26,33.38,-0.0035949670461356
2011-12-05,33.38,33.41,-0.0008979347500746027
2011-12-06,33.41,33.88,-0.013872491145218602
2011-12-07,33.88,33.41,0.014067644417839142
2011-12-08,33.41,33.9,-0.014454277286135797
2011-12-09,33.9,33.72,0.005338078291814874
2011-12-12,33.72,33.47,0.0074693755602031064
2011-12-13,33.47,33.73,-0.007708271568336755
2011-12-14,33.73,34.33,-0.01747742499271776
2011-12-15,34.33,34.58,-0.007229612492770432
2011-12-16,34.58,33.96,0.018256772673733712
2011-12-19,33.96,34.7,-0.021325648414985632
2011-12-20,34.7,34.93,-0.006584597766962408
2011-12-21,34.93,35.1,-0.004843304843304863
2011-12-22,35.1,35.25,-0.004255319148936176
2011-12-23,35.25,35.59,-0.009553245293621893
2011-12-27,35.59,35.06,0.01511694238448369
2011-12-28,35.06,35.25,-0.0053900709219857346
2011-12-29,35.25,34.96,0.008295194508009196
2011-12-30,34.96,34.85300594212356,0.0030698659981900356
2012-01-03,34.82,34.553005942123555,0.007727086272136807
2012-01-04,34.52,34.913005942123554,-0.011256720282838195
2012-01-05,34.88,34.82300594212355,0.0016366782916781286
2012-01-06,34.79,35.053005942123555,-0.007503092389788413
2012-01-09,35.02,35.34300594212356,-0.009139175729775295
2012-01-10,35.31,35.51300594212355,-0.005716382962748678
2012-01-11,35.48,35.43300594212355,0.0013262791746544433
2012-01-12,35.4,35.70300594212355,-0.008486846811014859
2012-01-13,35.67,35.85300594212356,-0.005104340272583552
2012-01-17,35.82,35.913005942123554,-0.0025897565431710623
2012-01-18,35.88,35.82300594212355,0.0015909903811124337
2012-01-19,35.79,35.64300594212356,0.004124064567256891
2012-01-20,35.61,35.72300594212355,-0.0031633939850033155
2012-01-23,35.69,35.93300594212355,-0.006762750172222054
2012-01-24,35.9,36.33300594212355,-0.01191770212498533
2012-01-25,36.3,36.56300594212355,-0.00719322537484679
2012-01-26,36.53,36.64300594212356,-0.0030839703026014353
2012-01-27,36.61,36.37300594212356,0.0065156577450193875
2012-01-30,36.34,36.43300594212355,-0.0025527935375767585
2012-01-31,36.4,36.87300594212356,-0.01282797347376563
2012-02-01,36.84,37.03300594212355,-0.00521172767949718
2012-02-02,37.0,37.33300594212355,-0.008919880243230316
2012-02-03,37.3,37.14300594212356,0.004226746163761508
2012-02-06,37.11,37.31300594212355,-0.005440621493707498
2012-02-07,37.28,37.39300594212356,-0.003022114410873189
2012-02-08,37.36,37.17300594212355,0.005030372259041682
2012-02-09,37.14,36.99300594212355,0.00397356349214828
2012-02-10,36.96,36.983005942123555,-0.0006220679346496949
2012-02-13,36.95,36.63300594212356,0.008653236329480007
2012-02-14,36.6,36.54300594212355,0.0015596433956943656
2012-02-15,36.51,36.71300594212355,-0.005529537473547785
2012-02-16,36.68,36.81300594212355,-0.003613014985319629
2012-02-17,36.78,36.58300594212355,0.00538485159442903
2012-02-21,36.55,36.46300594212355,0.0023858169569050958
2012-02-22,36.43,36.97300594212355,-0.014686551127964909
2012-02-23,36.94,37.22300594212355,-0.007602984631697507
2012-02-24,37.19,36.86300594212356,0.008870520716347308
2012-02-27,36.83,36.58300594212355,0.006751606422588985
2012-02-28,36.55,36.92300594212355,-0.010102263686446289
2012-02-29,36.89,36.96300594212355,-0.001975108362070488
2012-03-01,36.93,36.86300594212356,0.001817379135646835
2012-03-02,36.83,37.19300594212355,-0.00976005926190604
2012-03-05,37.16,37.01300594212355,0.003971416374727754
2012-03-06,36.98,37.29300594212355,-0.008393154003442871
2012-03-07,37.26,36.93300594212355,0.008853708208556466
2012-03-08,36.9,36.99300594212355,-0.0025141493575586704
2012-03-09,36.96,37.44300594212355,-0.01289976405393678
2012-03-12,37.41,38.07300594212355,-0.017414068727103382
2012-03-13,38.04,37.88300594212356,0.004144181644832656
2012-03-14,37.85,38.00300594212355,-0.004026153677331945
2012-03-15,37.97,37.96300594212355,0.00018423351109531083
2012-03-16,37.93,38.13300594212356,-0.005323628104001887
2012-03-19,38.1,38.11300594212356,-0.00034124682118508165
2012-03-20,38.08,38.08300594212355,-7.893132511960221e-05
2012-03-21,38.05,37.99300594212355,0.001500119731596472
2012-03-22,37.96,38.18300594212355,-0.00584045013275214
2012-03-23,38.15,38.523005942123554,-0.009682680076522399
2012-03-26,38.49,38.79300594212355,-0.007810839473888942
2012-03-27,38.76,38.95300594212355,-0.004954840774299307
2012-03-28,38.92,38.72300594212355,0.005087261515050789
2012-03-29,38.69,38.76300594212355,-0.0018833921763589112
2012-03-30,38.73,38.87300594212356,-0.0036787981443081597
2012-04-02,38.84,38.97300594212355,-0.0034127709399953687
2012-04-03,38.94,38.53300594212355,0.01056221926957246
2012-04-04,38.5,37.53300594212355,0.02576383195546783
2012-04-05,37.5,37.34300594212356,0.004204108745818669
2012-04-09,37.31,36.95300594212355,0.009660758273239756
2012-04-10,36.92,37.71300594212355,-0.02102738623753675
2012-04-11,37.68,37.773005942123554,-0.0024622330101570222
2012-04-12,37.74,37.54300594212355,0.005247157304882233
2012-04-13,37.51,38.07300594212355,-0.01478753589825299
2012-04-16,38.04,38.26300594212355,-0.005828238964311061
2012-04-17,38.23,38.11300594212356,0.0030696623103960707
2012-04-18,38.08,38.01300594212355,0.001762398321733638
2012-04-19,37.98,38.663005942123554,-0.017665619252315246
2012-04-20,38.63,38.553005942123555,0.001997096101715945
2012-04-23,38.52,39.03300594212355,-0.013142875618757377
2012-04-24,39.0,39.49300594212355,-0.012483373457215285
2012-04-25,39.46,39.44300594212355,0.00043085098284323387
2012-04-26,39.41,39.28300594212355,0.0032327988867131285
2012-04-27,39.25,39.37300594212356,-0.00312411864881168
2012-04-30,39.34,39.47300594212355,-0.0033695417652904736
2012-05-01,39.44,39.303005942123555,0.0034855872876027316
2012-05-02,39.27,39.47300594212355,-0.005142905569978651
2012-05-03,39.44,39.32300594212355,0.002975206372794581
2012-05-04,39.29,39.46300594212355,-0.004384003144040305
2012-05-07,39.43,39.47300594212355,-0.0010895025878344677
2012-05-08,39.44,39.28300594212355,0.003996487898806578
2012-05-09,39.25,39.34300594212356,-0.0023639765161914683
2012-05-10,39.31,39.70300594212355,-0.009898644518161914
2012-05-11,39.67,39.24300594212355,0.010880768371979155
2012-05-14,39.21,39.56300594212355,-0.00892262692678003
2012-05-15,39.53,39.33300594212355,0.005008365192487929
2012-05-16,39.3,38.403005942123556,0.023357391846572817
2012-05-17,38.37,38.053005942123555,0.008330328972133483
2012-05-18,38.02,38.45300594212355,-0.01126065262037712
2012-05-21,38.42,38.76300594212355,-0.008848796263006165
2012-05-22,38.73,38.663005942123554,0.0017327689930970447
2012-05-23,38.63,38.76300594212355,-0.0034312597511693133
2012-05-24,38.73,38.62300594212356,0.00277021571124636
2012-05-25,38.59,39.153005942123556,-0.014379635192143247
2012-05-29,39.12,38.07300594212355,0.027499642646236833
2012-05-30,38.04,38.36300594212356,-0.00841972452864781
2012-05-31,38.33,37.83300594212355,0.013136520493157278
2012-06-01,37.8,37.803005942123555,-7.95159551111313e-05
2012-06-04,37.77,38.67300594212355,-0.0233497738312598
2012-06-05,38.64,39.81300594212355,-0.029462883155036312
2012-06-06,39.78,39.17300594212355,0.01549521266693854
2012-06-07,39.14,39.72300594212355,-0.014676783095745272
2012-06-08,39.69,38.95300594212355,0.01892008177678184
2012-06-11,38.92,39.483005942123555,-0.014259449823775805
2012-06-12,39.45,39.39300594212356,0.0014468065209387593
2012-06-13,39.36,39.84300594212356,-0.012122728461431365
2012-06-14,39.81,39.69300594212355,0.0029474728632807867
2012-06-15,39.66,40.25300594212355,-0.014731966675387898
2012-06-18,40.22,40.50300594212355,-0.006987282438442932
2012-06-19,40.47,40.483005942123555,-0.00032126918001473825
2012-06-20,40.45,40.10300594212356,0.008652569794324716
2012-06-21,40.07,40.13300594212356,-0.0015699283082464266
2012-06-22,40.1,40.24300594212355,-0.003553560147301571
2012-06-25,40.21,40.54300594212355,-0.008213647073897934
2012-06-26,40.51,40.74300594212355,-0.005718918787056215
2012-06-27,40.71,41.26300594212355,-0.013401979072954817
2012-06-28,41.23,41.803005942123555,-0.013707290401960281
2012-06-29,41.77,42.07300594212355,-0.0072019085715047115
2012-07-02,42.04,42.12300594212356,-0.001970560748623007
2012-07-03,42.09,41.96300594212355,0.0030263336723685974
2012-07-05,41.93,42.13300594212356,-0.004818216445378276
2012-07-06,42.1,41.76300594212355,0.008069200247306618
2012-07-09,41.73,41.58300594212355,0.0035349550747014735
2012-07-10,41.55,41.74300594212355,-0.004623671385600714
2012-07-11,41.71,41.983005942123555,-0.0065027726337630876
2012-07-12,41.95,42.54300594212355,-0.013938976078236798
2012-07-13,42.51,42.20300594212355,0.007274222558872889
2012-07-16,42.17,42.33300594212355,-0.0038505638448260715
2012-07-17,42.3,42.14300594212356,0.003725269575977741
2012-07-18,42.11,41.733005942123555,0.009033474808866293
2012-07-19,41.7,41.56300594212355,0.0032960575100660083
2012-07-20,41.53,41.69300594212355,-0.003909671141241855
2012-07-23,41.66,41.76300594212355,-0.0024664398502900475
