date,ADM,dcf,Deviation
2001-06-25,13.0,13.937913624156892,-0.06729225402368111
2001-06-26,13.1,13.977913624156892,-0.06280720054240896
2001-06-27,13.14,14.107913624156891,-0.0686078501713775
2001-06-28,13.27,13.267913624156892,0.00015724973060637915
2001-06-29,12.43,13.74082533233986,-0.0953964045561917
2001-07-02,12.88,13.870825332339857,-0.07143232710383463
2001-07-03,13.01,14.040825332339857,-0.07341629198716582
2001-07-05,13.18,14.030825332339859,-0.06063972091355019
2001-07-06,13.17,14.050825332339858,-0.06268851199171344
2001-07-09,13.19,14.060825332339858,-0.06193273237929808
2001-07-10,13.2,14.130825332339858,-0.0658719721210883
2001-07-11,13.27,14.150825332339858,-0.062245509477588334
2001-07-12,13.29,14.35082533233986,-0.07392085875014243
2001-07-13,13.49,13.980825332339858,-0.03510703557711303
2001-07-16,13.12,14.00082533233986,-0.06291238633663132
2001-07-17,13.14,13.970825332339857,-0.059468593485071386
2001-07-18,13.11,14.09082533233986,-0.06960737282639984
2001-07-19,13.23,14.050825332339858,-0.058418300201242834
2001-07-20,13.19,13.480825332339858,-0.021573258696719555
2001-07-23,12.62,13.33082533233986,-0.05332192978445505
2001-07-24,12.47,13.41082533233986,-0.07015417090483489
2001-07-25,12.55,13.290825332339857,-0.055739603359111545
2001-07-26,12.43,13.24082533233986,-0.06123676674138068
2001-07-27,12.38,13.560825332339858,-0.08707621427169521
2001-07-30,12.7,13.610825332339859,-0.06691918455346735
2001-07-31,12.75,13.41082533233986,-0.049275515560276206
2001-08-01,12.55,13.390825332339857,-0.06279115076717479
2001-08-02,12.53,13.41082533233986,-0.06568017333100096
2001-08-03,12.55,13.380825332339858,-0.06209073892713124
2001-08-06,12.52,13.390825332339857,-0.06503149064581915
2001-08-07,12.53,13.43082533233986,-0.06707147997605012
2001-08-08,12.57,13.66082533233986,-0.07985061706026664
2001-08-09,12.8,13.480825332339858,-0.05050323815906066
2001-08-10,12.62,13.630825332339858,-0.07415730945811638
2001-08-13,12.77,13.730825332339858,-0.06997578871510746
2001-08-14,12.87,13.620825332339857,-0.05512333606959752
2001-08-15,12.76,13.76082533233986,-0.07273003676514811
2001-08-16,12.9,13.870825332339857,-0.06999045183536234
2001-08-17,13.01,14.190825332339857,-0.08321047611296029
2001-08-20,13.33,14.24082533233986,-0.06395874614594443
2001-08-21,13.38,14.620825332339857,-0.08486698282314264
2001-08-22,13.76,14.570825332339858,-0.05564717947309661
2001-08-23,13.71,14.220825332339857,-0.03592093429192034
2001-08-24,13.36,14.530825332339859,-0.08057528086405841
2001-08-27,13.67,14.380825332339858,-0.0494286882645979
2001-08-28,13.52,14.34082533233986,-0.05723696602655248
2001-08-29,13.48,14.700825332339859,-0.08304467978775354
2001-08-30,13.84,14.290825332339857,-0.031546486774255644
2001-08-31,13.43,14.66082533233986,-0.08395334535667787
2001-09-04,13.8,14.91082533233986,-0.07449791058383648
2001-09-05,14.05,14.51082533233986,-0.03175734817183906
2001-09-06,13.65,14.070825332339858,-0.029907650930229956
2001-09-07,13.21,14.110825332339859,-0.06383930855378839
2001-09-10,13.25,13.380825332339858,-0.009777074962907473
2001-09-17,12.52,13.560825332339858,-0.07675235885958198
2001-09-18,12.7,13.270825332339857,-0.04301355176070365
2001-09-19,12.41,13.290825332339857,-0.06627318547303385
2001-09-20,12.43,12.91082533233986,-0.03724202906962559
2001-09-21,12.05,13.050825332339858,-0.0766867463822245
2001-09-24,12.19,13.110825332339859,-0.07023397147001131
2001-09-25,12.25,13.040825332339857,-0.060642276250621574
2001-09-26,12.18,13.10082533233986,-0.07028758181110684
2001-09-27,12.24,13.450825332339859,-0.09001866446281681
2001-09-28,12.59,14.267373094086212,-0.11756705898309194
2001-10-01,12.5,14.267373094086212,-0.12387515784659642
2001-10-02,12.5,14.237373094086212,-0.12202904865981679
2001-10-03,12.47,14.197373094086212,-0.12166850040770805
2001-10-04,12.43,14.057373094086213,-0.11576651506609237
2001-10-05,12.29,14.007373094086214,-0.12260493688222485
2001-10-08,12.24,13.767373094086212,-0.11094150522747848
2001-10-09,12.0,13.807373094086213,-0.130899127717518
2001-10-10,12.04,13.817373094086213,-0.1286332128389095
2001-10-11,12.05,13.817373094086213,-0.1279094862714999
2001-10-12,12.05,13.917373094086212,-0.1341756868528371
2001-10-15,12.15,14.127373094086211,-0.13996750003820235
2001-10-16,12.36,13.77737309408621,-0.10287687532354062
2001-10-17,12.01,13.957373094086213,-0.13952289452743238
2001-10-18,12.19,13.997373094086214,-0.12912230615970477
2001-10-19,12.23,14.907373094086212,-0.17960059610692458
2001-10-22,13.14,14.517373094086212,-0.09487757083595905
2001-10-23,12.75,14.517373094086212,-0.12174193517187815
2001-10-24,12.75,14.897373094086214,-0.14414441261047917
2001-10-25,13.13,15.097373094086212,-0.13031227895247888
2001-10-26,13.33,14.907373094086212,-0.10581160638637
2001-10-29,13.14,15.187373094086212,-0.13480758531463444
2001-10-30,13.42,15.697373094086215,-0.14507988568763686
2001-10-31,13.93,16.457373094086208,-0.1535708693992235
2001-11-01,14.69,16.467373094086213,-0.10793300691805585
2001-11-02,14.7,16.687373094086208,-0.11909442444182594
2001-11-05,14.92,16.687373094086208,-0.1059108035831321
2001-11-06,14.92,16.307373094086206,-0.08507643052511815
2001-11-07,14.54,16.167373094086212,-0.10065785484232326
2001-11-08,14.4,16.23737309408621,-0.11315704107060243
2001-11-09,14.47,16.597373094086215,-0.12817528906693165
2001-11-12,14.83,16.717373094086213,-0.11289890364137845
2001-11-13,14.95,16.81737309408621,-0.11103833420588549
2001-11-14,15.05,16.827373094086216,-0.10562391908401036
2001-11-15,15.06,16.807373094086206,-0.10396467575894008
2001-11-16,15.04,16.897373094086216,-0.10992081927434416
2001-11-19,15.13,16.767373094086214,-0.09765233259249817
2001-11-20,15.0,16.477373094086218,-0.08966071749728433
2001-11-21,14.71,16.61737309408621,-0.11478186614014263
2001-11-23,14.85,17.007373094086212,-0.12684928366958514
2001-11-26,15.24,16.807373094086206,-0.09325509021024214
2001-11-27,15.04,17.207373094086208,-0.12595607024009303
2001-11-28,15.44,16.967373094086213,-0.09001824181131268
2001-11-29,15.2,17.157373094086214,-0.11408349537849005
2001-11-30,15.39,17.227373094086218,-0.10665428118677867
2001-12-03,15.46,17.36737309408621,-0.10982507738811076
2001-12-04,15.6,17.257373094086212,-0.09603855030834119
2001-12-05,15.49,17.23737309408621,-0.101371194122711
2001-12-06,15.47,17.36737309408621,-0.10924928507076803
2001-12-07,15.6,17.327373094086216,-0.0996904195867846
2001-12-10,15.56,17.047373094086215,-0.08724940117619584
2001-12-11,15.28,16.63737309408621,-0.08158578198674238
2001-12-12,14.87,16.767373094086214,-0.11315863751820554
2001-12-13,15.0,16.58737309408621,-0.09569767829314368
2001-12-14,14.82,16.557373094086206,-0.1049304792622413
2001-12-17,14.79,16.467373094086213,-0.10186039294200444
2001-12-18,14.7,16.267373094086214,-0.09635071901412351
2001-12-19,14.5,16.247373094086214,-0.10754803770230581
2001-12-20,14.48,16.02737309408621,-0.09654564631412754
2001-12-21,14.26,16.33737309408621,-0.12715465834823692
2001-12-24,14.57,16.167373094086212,-0.09880226582205287
2001-12-26,14.4,16.437373094086208,-0.1239476090506949
2001-12-27,14.67,16.097373094086215,-0.08867118167315124
2001-12-28,14.33,16.11737309408621,-0.11089729595836151
2001-12-31,14.35,16.74121625093735,-0.14283408177129686
2002-01-02,14.17,16.591216250937343,-0.14593362019499645
2002-01-03,14.02,16.071216250937347,-0.12763291955689482
2002-01-04,13.5,16.001216250937347,-0.15631413335788313
2002-01-07,13.43,16.301216250937347,-0.17613509364813484
2002-01-08,13.73,16.341216250937343,-0.15979326207053657
2002-01-09,13.77,16.511216250937345,-0.16602146136761586
2002-01-10,13.94,16.481216250937344,-0.1541886358534259
2002-01-11,13.91,16.611216250937346,-0.16261399587672698
2002-01-14,14.04,16.88121625093735,-0.1683063713362234
2002-01-15,14.31,16.38121625093735,-0.1264384902323008
2002-01-16,13.81,16.20121625093735,-0.14759486040432312
2002-01-17,13.63,16.051216250937347,-0.15084316434874234
2002-01-18,13.48,16.22121625093735,-0.1689895633306132
2002-01-22,13.65,16.291216250937346,-0.1621251728694828
2002-01-23,13.72,16.211216250937348,-0.15367238413054307
2002-01-24,13.64,16.051216250937347,-0.15022015859991533
2002-01-25,13.48,16.191216250937345,-0.16744982025549726
2002-01-28,13.62,16.111216250937346,-0.15462620649712955
2002-01-29,13.54,16.161216250937347,-0.162191768876635
2002-01-30,13.59,16.511216250937345,-0.1769231416111764
2002-01-31,13.94,16.13121625093735,-0.13583701419972116
2002-02-01,13.56,15.981216250937344,-0.15150387886124328
2002-02-04,13.41,15.991216250937347,-0.16141462978377552
2002-02-05,13.42,15.741216250937347,-0.1474610483671568
2002-02-06,13.17,16.06121625093735,-0.18001228585466655
2002-02-07,13.49,15.901216250937345,-0.1516372215109777
2002-02-08,13.33,16.181216250937347,-0.17620531156130992
2002-02-11,13.61,16.17121625093734,-0.15838117623273296
2002-02-12,13.6,16.411216250937347,-0.17129847099399353
2002-02-13,13.84,16.571216250937347,-0.164816885470483
2002-02-14,14.0,16.531216250937348,-0.1531173636902744
2002-02-15,13.96,16.27121625093735,-0.14204323851968992
2002-02-19,13.7,16.501216250937347,-0.16975816863064408
2002-02-20,13.93,16.22121625093735,-0.1412481170026293
2002-02-21,13.65,16.56121625093735,-0.1757851722256556
2002-02-22,13.99,16.56121625093735,-0.155255279079628
2002-02-25,13.99,16.641216250937347,-0.15931625495149804
2002-02-26,14.07,16.621216250937344,-0.15349155034268147
2002-02-27,14.05,16.42121625093734,-0.14439955084337852
2002-02-28,13.85,16.38121625093735,-0.15451943324370132
2002-03-01,13.81,16.571216250937347,-0.1666272534933071
2002-03-04,14.0,16.571216250937347,-0.15516158934875446
2002-03-05,14.0,16.981216250937344,-0.17555964230611476
2002-03-06,14.41,16.961216250937348,-0.15041469981826072
2002-03-07,14.39,16.911216250937347,-0.1490854479965391
2002-03-08,14.34,16.941216250937345,-0.15354365426941652
2002-03-11,14.37,16.751216250937347,-0.14215184230602373
2002-03-12,14.18,16.541216250937346,-0.1427474385871439
2002-03-13,13.97,16.88121625093735,-0.1724529919919544
2002-03-14,14.31,17.22121625093735,-0.16904823727411766
2002-03-15,14.65,15.971216250937351,-0.08272483636678629
2002-03-18,13.4,16.361216250937346,-0.18098998298905167
2002-03-19,13.79,16.211216250937348,-0.14935438609039287
2002-03-20,13.64,16.301216250937347,-0.16325261931202972
2002-03-21,13.73,16.47121625093735,-0.1664246409721778
2002-03-22,13.9,16.551216250937347,-0.16018256367034056
2002-03-25,13.98,16.581216250937345,-0.15687728882917717
2002-03-26,14.01,16.571216250937347,-0.15455813334114643
2002-03-27,14.0,16.501216250937347,-0.1515776905714611
2002-03-28,13.93,17.460255940536246,-0.20218809807594518
2002-04-01,14.08,17.450255940536245,-0.19313504352146926
2002-04-02,14.07,17.120255940536246,-0.1781664918521484
2002-04-03,13.74,17.540255940536248,-0.21665909285586316
2002-04-04,14.16,17.400255940536248,-0.1862188666425092
2002-04-05,14.02,17.630255940536248,-0.2047761503130191
2002-04-08,14.25,17.51025594053625,-0.18619122139664201
2002-04-09,14.13,17.84025594053625,-0.20797100405414493
2002-04-10,14.46,17.380255940536248,-0.1680214578270558
2002-04-11,14.0,17.410255940536246,-0.19587626696493055
2002-04-12,14.03,17.190255940536247,-0.18383995860608826
2002-04-15,13.81,17.26025594053625,-0.19989598951619347
2002-04-16,13.88,17.180255940536245,-0.19209585421538455
2002-04-17,13.8,17.410255940536246,-0.20736374886543152
2002-04-18,14.03,17.450255940536245,-0.19600033100896408
2002-04-19,14.07,17.57025594053625,-0.19921485221287105
2002-04-22,14.19,17.690255940536247,-0.19786349910945067
2002-04-23,14.31,17.390255940536246,-0.1771253943052239
2002-04-24,14.01,16.620255940536246,-0.1570526922013229
2002-04-25,13.24,16.660255940536246,-0.20529432157247862
2002-04-26,13.28,16.51025594053625,-0.1956514757960398
2002-04-29,13.13,16.650255940536248,-0.21142353325428054
2002-04-30,13.27,16.920255940536247,-0.2157329034126041
2002-05-01,13.54,17.28025594053625,-0.21644679068452388
2002-05-02,13.9,17.36025594053625,-0.19932056027218703
2002-05-03,13.98,17.290255940536248,-0.19145210758711195
2002-05-06,13.91,16.930255940536245,-0.1783939918654639
2002-05-07,13.55,17.180255940536245,-0.21130394990046542
2002-05-08,13.8,17.400255940536248,-0.20690821749058097
2002-05-09,14.02,17.440255940536247,-0.19611271487057558
2002-05-10,14.06,17.520255940536252,-0.19750030777406224
2002-05-13,14.14,17.520255940536252,-0.1929341644328051
2002-05-14,14.14,17.470255940536244,-0.19062433612143304
2002-05-15,14.09,17.600255940536247,-0.1994434599358046
2002-05-16,14.22,17.650255940536248,-0.19434596031314144
2002-05-17,14.27,17.53025594053625,-0.18597879868926315
2002-05-20,14.15,17.53025594053625,-0.19282410661899596
2002-05-21,14.15,17.660255940536246,-0.1987658589068929
2002-05-22,14.28,17.57025594053625,-0.18726283508171992
2002-05-23,14.19,17.520255940536252,-0.19008032484451942
2002-05-24,14.14,17.500255940536245,-0.19201181696736258
2002-05-28,14.12,17.51025594053625,-0.1936154418330236
2002-05-29,14.13,17.880255940536248,-0.2097428556396701
2002-05-30,14.5,17.930255940536245,-0.1913110416221786
2002-05-31,14.55,17.490255940536244,-0.16810822840629602
2002-06-03,14.11,17.710255940536246,-0.20328649978997626
2002-06-04,14.33,17.940255940536247,-0.2012377054431439
2002-06-05,14.56,17.580255940536247,-0.17179817806703224
2002-06-06,14.2,17.720255940536244,-0.1986571724668733
2002-06-07,14.34,17.710255940536246,-0.1902996744853479
2002-06-10,14.33,17.640255940536246,-0.1876535097730344
2002-06-11,14.26,17.470255940536244,-0.18375551860619777
2002-06-12,14.09,17.230255940536246,-0.18225242569661526
2002-06-13,13.85,17.160255940536246,-0.1929024807093176
2002-06-14,13.78,17.270255940536252,-0.20209636455612823
2002-06-17,13.89,17.120255940536246,-0.18868035336363476
2002-06-18,13.74,16.80025594053625,-0.18215531664326357
2002-06-19,13.42,16.84025594053625,-0.2030999975661496
2002-06-20,13.46,16.560255940536248,-0.18721062957411372
2002-06-21,13.18,16.28025594053625,-0.19043041779318193
2002-06-24,12.9,16.230255940536246,-0.20518813460105023
2002-06-25,12.85,16.03025594053625,-0.19839083994250084
2002-06-26,12.65,16.180255940536245,-0.21818294800219618
2002-06-27,12.8,16.170255940536247,-0.20842316614714507
2002-06-28,12.79,13.615888124276523,-0.060656206685776315
2002-07-01,12.7,13.365888124276523,-0.04981996842148251
2002-07-02,12.45,12.945888124276523,-0.03830468172721346
2002-07-03,12.03,13.145888124276524,-0.08488495518350059
2002-07-05,12.23,13.245888124276522,-0.07669460248683846
2002-07-08,12.33,13.045888124276523,-0.05487461776897795
2002-07-09,12.13,12.885888124276525,-0.05866014953617826
2002-07-10,11.97,12.765888124276522,-0.062344908284367895
2002-07-11,11.85,12.725888124276524,-0.06882726892794522
2002-07-12,11.81,12.675888124276524,-0.06830985851146776
2002-07-15,11.76,12.535888124276523,-0.06189335104020022
2002-07-16,11.62,12.805888124276525,-0.0926049105511394
2002-07-17,11.89,12.625888124276523,-0.058284068180644466
2002-07-18,11.71,12.035888124276523,-0.02707636702099303
2002-07-19,11.12,12.055888124276525,-0.07762913147741968
2002-07-22,11.14,12.095888124276524,-0.07902587345843992
2002-07-23,11.18,12.525888124276522,-0.10744851869370009
2002-07-24,11.61,12.535888124276523,-0.07385899707285071
2002-07-25,11.62,12.385888124276525,-0.06183554353081655
2002-07-26,11.47,12.665888124276524,-0.09441802363502505
2002-07-29,11.75,12.415888124276524,-0.05363193656477361
2002-07-30,11.5,12.615888124276523,-0.08845101615392736
2002-07-31,11.7,12.515888124276522,-0.06518819249382546
2002-08-01,11.6,12.235888124276523,-0.05196910251368625
2002-08-02,11.32,11.935888124276522,-0.05159968976450613
2002-08-05,11.02,11.835888124276524,-0.068933409619094
2002-08-06,10.92,12.215888124276523,-0.10608218666485791
2002-08-07,11.3,12.385888124276525,-0.08767139775372002
2002-08-08,11.47,12.575888124276522,-0.0879371789370258
2002-08-09,11.66,12.675888124276524,-0.08014334887753716
2002-08-12,11.76,12.795888124276523,-0.08095476564156756
2002-08-13,11.88,12.925888124276524,-0.08091421759346706
2002-08-14,12.01,12.755888124276524,-0.05847402525089396
2002-08-15,11.84,12.695888124276523,-0.06741459249628479
2002-08-16,11.78,12.375888124276523,-0.04814912015143624
2002-08-19,11.46,12.345888124276524,-0.0717557226632034
2002-08-20,11.43,12.445888124276523,-0.08162439788406639
2002-08-21,11.53,13.025888124276522,-0.11483962628917532
2002-08-22,12.11,13.235888124276523,-0.08506328504027483
2002-08-23,12.32,13.225888124276524,-0.06849355716337402
2002-08-26,12.31,12.925888124276524,-0.04764764466124416
2002-08-27,12.01,13.005888124276524,-0.07657209678880905
2002-08-28,12.09,13.155888124276522,-0.08101985317963001
2002-08-29,12.24,13.105888124276522,-0.06606863388926731
2002-08-30,12.19,12.995888124276522,-0.062011008141191315
2002-09-03,12.08,13.205888124276523,-0.08525652448976839
2002-09-04,12.29,13.115888124276523,-0.0629685246207512
2002-09-05,12.2,13.065888124276524,-0.06627089686063503
2002-09-06,12.15,12.965888124276523,-0.06292574148846031
2002-09-09,12.05,13.045888124276523,-0.07633731906862806
2002-09-10,12.13,13.155888124276522,-0.07797938950115069
2002-09-11,12.24,12.905888124276522,-0.0515956839129853
2002-09-12,11.99,12.985888124276523,-0.0766900280324112
2002-09-13,12.07,13.105888124276522,-0.07903990286302742
2002-09-16,12.19,13.165888124276524,-0.07412246823494484
2002-09-17,12.25,13.185888124276522,-0.07097649513296411
2002-09-18,12.27,13.025888124276522,-0.05802968036150746
2002-09-19,12.11,13.065888124276524,-0.07315906237559755
2002-09-20,12.15,12.995888124276522,-0.06508890475106432
2002-09-23,12.08,13.015888124276522,-0.07190351632870562
2002-09-24,12.1,13.225888124276524,-0.08512760078545667
2002-09-25,12.31,13.385888124276525,-0.08037480324710788
2002-09-26,12.47,13.505888124276524,-0.0766990008168762
2002-09-27,12.59,13.425888124276524,-0.06225942869023926
2002-09-30,12.51,17.261302396991944,-0.2752574682788672
2002-10-01,12.67,17.071302396991943,-0.25781878234243427
2002-10-02,12.48,17.141302396991946,-0.2719339691370206
2002-10-03,12.55,17.071302396991943,-0.2648481229990174
2002-10-04,12.48,17.031302396991943,-0.26723161217522573
2002-10-07,12.44,16.861302396991945,-0.2622159482639197
2002-10-08,12.27,16.681302396991946,-0.26444592226728136
2002-10-09,12.09,16.841302396991946,-0.28212202862888947
2002-10-10,12.25,16.921302396991948,-0.2760604525229897
2002-10-11,12.33,17.08130239699194,-0.2781580869283513
2002-10-14,12.49,17.241302396991944,-0.27557676836646017
2002-10-15,12.65,17.151302396991944,-0.2624466814707551
2002-10-16,12.56,17.131302396991945,-0.2668391632497603
2002-10-17,12.54,17.591302396991946,-0.28714772124295374
2002-10-18,13.0,17.79130239699194,-0.26930588273301614
2002-10-21,13.2,17.391302396991946,-0.24099991486071148
2002-10-22,12.8,17.821302396991943,-0.2817584419553695
2002-10-23,13.23,17.911302396991942,-0.26136024579531014
2002-10-24,13.32,18.011302396991944,-0.2604643625202492
2002-10-25,13.42,17.881302396991945,-0.2494953833867516
2002-10-28,13.29,18.121302396991943,-0.26660900475861593
2002-10-29,13.53,18.181302396991946,-0.2558288892308118
2002-10-30,13.59,18.211302396991943,-0.2537601263353503
2002-10-31,13.62,18.591302396991946,-0.26739936185408386
2002-11-01,14.0,18.511302396991944,-0.24370529421663079
2002-11-04,13.92,18.36130239699195,-0.24188384358396864
2002-11-05,13.77,18.57130239699194,-0.25853342400851886
2002-11-06,13.98,18.86130239699195,-0.258799858792913
2002-11-07,14.27,18.871302396991943,-0.24382537570514395
2002-11-08,14.28,18.58130239699194,-0.23148551727398092
2002-11-11,13.99,18.431302396991942,-0.24096519612834189
2002-11-12,13.84,18.33130239699194,-0.24500727224536634
2002-11-13,13.74,18.341302396991946,-0.25087108305605277
2002-11-14,13.75,18.341302396991946,-0.25032586550369185
2002-11-15,13.75,18.271302396991945,-0.24745375555364346
2002-11-18,13.68,18.221302396991945,-0.24923039517425738
2002-11-19,13.63,18.221302396991945,-0.25197443612756776
2002-11-20,13.63,18.091302396991946,-0.24659929390897417
2002-11-21,13.5,18.04130239699194,-0.2517169934333079
2002-11-22,13.45,18.051302396991943,-0.25490140798697725
2002-11-25,13.46,17.991302396991944,-0.2518607211976802
2002-11-26,13.4,18.091302396991946,-0.25931258535438395
2002-11-27,13.5,17.921302396991948,-0.24670653388082187
2002-11-29,13.33,17.731302396991943,-0.24822217220426002
2002-12-02,13.14,17.641302396991946,-0.25515703408380275
2002-12-03,13.05,17.79130239699194,-0.2664955207435278
2002-12-04,13.2,17.591302396991946,-0.24962918025574077
2002-12-05,13.0,17.691302396991944,-0.26517563782017584
2002-12-06,13.1,17.58130239699194,-0.2548902405409207
2002-12-09,12.99,17.711302396991943,-0.2665700291918567
2002-12-10,13.12,17.101302396991947,-0.232806970169257
2002-12-11,12.51,16.991302396991944,-0.26374095947967424
2002-12-12,12.4,17.131302396991945,-0.276178791743394
2002-12-13,12.54,17.321302396991943,-0.27603596354407367
2002-12-16,12.73,17.021302396991945,-0.25211363366356243
2002-12-17,12.43,16.811302396991945,-0.26061647655424325
2002-12-18,12.22,16.801302396991943,-0.2726754324600553
2002-12-19,12.21,17.001302396991942,-0.2818197268133805
2002-12-20,12.41,16.83130239699194,-0.26268332020355756
2002-12-23,12.24,16.841302396991946,-0.2732153540461213
2002-12-24,12.25,16.861302396991945,-0.2734843541987956
2002-12-26,12.27,16.79130239699194,-0.2692645448277976
2002-12-27,12.2,16.811302396991945,-0.27429774850858957
2002-12-30,12.22,16.991302396991944,-0.28080851517518934
2002-12-31,12.4,16.158473314084137,-0.23260076871297952
2003-01-02,12.52,16.238473314084136,-0.22899155863741127
2003-01-03,12.6,16.25847331408413,-0.22501948635699565
2003-01-06,12.62,16.078473314084135,-0.21509960843450504
2003-01-07,12.44,15.988473314084136,-0.2219394712913778
2003-01-08,12.35,16.148473314084136,-0.23522182191496954
2003-01-09,12.51,16.038473314084133,-0.22000057268453443
2003-01-10,12.4,16.398473314084136,-0.24383204689243676
2003-01-13,12.76,16.248473314084137,-0.21469545148345337
2003-01-14,12.61,16.078473314084135,-0.21572155803162507
2003-01-15,12.44,16.248473314084137,-0.23438960943998122
2003-01-16,12.61,16.308473314084136,-0.22678231388404113
2003-01-17,12.67,16.25847331408413,-0.2207140390589789
2003-01-21,12.62,16.288473314084133,-0.22521897806789049
2003-01-22,12.65,16.238473314084136,-0.2209858799331671
2003-01-23,12.6,15.998473314084137,-0.2124248512570457
2003-01-24,12.36,15.938473314084133,-0.2245179474574891
2003-01-27,12.3,15.888473314084134,-0.22585387803768264
2003-01-28,12.25,15.808473314084136,-0.2250991125698273
2003-01-29,12.17,15.598473314084131,-0.2197954405568976
2003-01-30,11.96,15.688473314084133,-0.2376568605140783
2003-01-31,12.05,15.758473314084132,-0.23533201726906394
2003-02-03,12.12,15.728473314084136,-0.2294229860728385
2003-02-04,12.09,15.798473314084134,-0.23473618243720284
2003-02-05,12.16,15.688473314084133,-0.2249086474791967
2003-02-06,12.05,15.718473314084134,-0.23338610822954997
2003-02-07,12.08,15.748473314084137,-0.2329415201664886
2003-02-10,12.11,15.518473314084138,-0.21963973163459982
2003-02-11,11.88,15.398473314084136,-0.22849494507133905
2003-02-12,11.76,15.558473314084136,-0.2441417764714492
2003-02-13,11.92,15.588473314084137,-0.23533243058315934
2003-02-14,11.95,15.368473314084133,-0.22243415101949926
2003-02-18,11.73,14.928473314084139,-0.21425320907172507
2003-02-19,11.29,14.708473314084134,-0.23241523719601598
2003-02-20,11.07,14.778473314084133,-0.25093751128879427
2003-02-21,11.14,14.468473314084134,-0.2300500710634119
2003-02-24,10.83,14.508473314084132,-0.2535396546867027
2003-02-25,10.87,14.208473314084134,-0.2349635488828259
2003-02-26,10.57,14.628473314084134,-0.2774365599844708
2003-02-27,10.99,14.538473314084134,-0.24407468634595586
2003-02-28,10.9,14.538473314084134,-0.25026515752237655
2003-03-03,10.9,14.338473314084137,-0.23980749126942646
2003-03-04,10.7,14.498473314084137,-0.26199126154849817
2003-03-05,10.86,14.438473314084133,-0.24784291498419575
2003-03-06,10.8,14.538473314084134,-0.25714345882951073
2003-03-07,10.9,14.388473314084134,-0.24244916315544385
2003-03-10,10.75,14.228473314084136,-0.2444727018351961
2003-03-11,10.59,14.178473314084139,-0.2530930682444873
2003-03-12,10.54,14.318473314084136,-0.26388800196788453
2003-03-13,10.68,14.298473314084134,-0.25306710965567936
2003-03-14,10.66,14.578473314084137,-0.26878488780430343
2003-03-17,10.94,14.828473314084137,-0.26223018592149006
2003-03-18,11.19,14.788473314084134,-0.24332960121428138
2003-03-19,11.15,14.718473314084134,-0.24244860441262306
2003-03-20,11.08,14.838473314084137,-0.25329245364593755
2003-03-21,11.2,14.608473314084138,-0.23332166481750038
2003-03-24,10.97,14.768473314084138,-0.25720148814987376
2003-03-25,11.13,14.578473314084137,-0.23654557235102225
2003-03-26,10.94,14.768473314084138,-0.25923284232995614
2003-03-27,11.13,14.678473314084139,-0.24174675650221356
2003-03-28,11.04,14.438473314084133,-0.23537622296735927
2003-03-31,10.8,16.030746781893168,-0.3262946419814534
2003-04-01,10.78,16.340746781893166,-0.3402994279340349
2003-04-02,11.09,16.400746781893165,-0.3238112783837601
2003-04-03,11.15,16.58074678189317,-0.3275333043396911
2003-04-04,11.33,16.540746781893166,-0.3150248807144106
2003-04-07,11.29,16.650746781893165,-0.321952333556757
2003-04-08,11.4,16.450746781893166,-0.3070223406181395
2003-04-09,11.2,16.740746781893165,-0.33097369275581257
2003-04-10,11.49,16.57074678189317,-0.30660940323129515
2003-04-11,11.32,16.790746781893166,-0.3258191462807788
2003-04-14,11.54,16.960746781893167,-0.3196054307986138
2003-04-15,11.71,16.800746781893167,-0.3030071727156597
2003-04-16,11.55,17.060746781893165,-0.3230073602488377
2003-04-17,11.81,16.650746781893165,-0.2907225030385562
2003-04-21,11.4,16.72074678189317,-0.31821226954139303
2003-04-22,11.47,16.680746781893166,-0.312380905365064
2003-04-23,11.43,16.63074678189317,-0.31271877625817235
2003-04-24,11.38,16.350746781893168,-0.30400732444818834
2003-04-25,11.1,16.42074678189317,-0.3240258712082602
2003-04-28,11.17,16.400746781893165,-0.31893345171745724
2003-04-29,11.15,16.33074678189317,-0.3172388165149531
2003-04-30,11.08,16.250746781893167,-0.31818517950538083
2003-05-01,11.0,16.23074678189317,-0.32227394414954025
2003-05-02,10.98,16.140746781893167,-0.3197340774642805
2003-05-05,10.89,16.140746781893167,-0.3253100276489995
2003-05-06,10.89,16.100746781893168,-0.32363385701793357
2003-05-07,10.85,16.210746781893167,-0.33069092090692165
2003-05-08,10.96,16.51074678189317,-0.33618992860943786
2003-05-09,11.26,16.63074678189317,-0.3229408067075259
2003-05-12,11.38,16.740746781893165,-0.32022148424653085
2003-05-13,11.49,16.83074678189317,-0.3173208444701243
2003-05-14,11.58,16.870746781893168,-0.31360477697238376
2003-05-15,11.62,16.930746781893166,-0.31367469198540154
2003-05-16,11.68,16.88074678189317,-0.3080874826859945
2003-05-19,11.63,16.940746781893168,-0.31348953208895547
2003-05-20,11.69,16.92074678189317,-0.3091321470214644
2003-05-21,11.67,17.20074678189317,-0.32154108493215305
2003-05-22,11.95,17.240746781893165,-0.3068745715498642
2003-05-23,11.99,17.08074678189317,-0.2980400591904875
2003-05-27,11.83,17.100746781893168,-0.30821734565849535
2003-05-28,11.85,16.88074678189317,-0.2980168381702941
2003-05-29,11.63,17.22074678189317,-0.3246518198485785
