date,A,dcf,Deviation
2011-03-02,29.66,38.06098591549296,-0.2207243378861945
2011-03-03,30.63,40.87098591549296,-0.2505686047473328
2011-03-04,33.44,40.240985915492956,-0.1690064435741011
2011-03-07,32.81,40.31098591549296,-0.18607795728980314
2011-03-08,32.88,40.37098591549296,-0.18555370263123006
2011-03-09,32.94,39.530985915492955,-0.16672961128727692
2011-03-10,32.1,39.86098591549296,-0.19470130347369208
2011-03-11,32.43,39.500985915492954,-0.17900783364294703
2011-03-14,32.07,38.77098591549296,-0.17283506615227007
2011-03-15,31.34,37.710985915492955,-0.16894243841223833
2011-03-16,30.28,37.79098591549296,-0.19875072675502026
2011-03-17,30.36,38.15098591549296,-0.20421453675536794
2011-03-18,30.72,38.87098591549296,-0.20969331555452497
2011-03-21,31.44,38.320985915492955,-0.17956181844243757
2011-03-22,30.89,38.670985915492956,-0.20120991827042145
2011-03-23,31.24,38.84098591549296,-0.19569497880487796
2011-03-24,31.41,38.93098591549296,-0.19318765601823384
2011-03-25,31.5,38.87098591549296,-0.18962693489477656
2011-03-28,31.44,39.30098591549296,-0.20002006902310443
2011-03-29,31.87,39.68098591549296,-0.19684455250501365
2011-03-30,32.25,39.460985915492955,-0.1827370945808482
2011-03-31,32.03,39.72098591549296,-0.19362525219931992
2011-04-01,32.29,39.500985915492954,-0.182552048977205
2011-04-04,32.07,39.86098591549296,-0.1954539190779223
2011-04-05,32.43,39.83098591549296,-0.18580975954738332
2011-04-06,32.4,39.530985915492955,-0.18038978159404284
2011-04-07,32.1,39.54098591549296,-0.18818412700674292
2011-04-08,32.11,39.61098591549296,-0.18936630185110126
2011-04-11,32.18,39.58098591549296,-0.18698336446935326
2011-04-12,32.15,40.76098591549296,-0.21125558477279094
2011-04-13,33.33,40.780985915492955,-0.18270735118893433
2011-04-14,33.35,41.41098591549295,-0.1946581501812813
2011-04-15,33.98,40.750985915492954,-0.16615514357209016
2011-04-18,33.32,40.86098591549296,-0.18455222620151468
2011-04-19,33.43,42.22098591549296,-0.20821365784987778
2011-04-20,34.79,42.72098591549296,-0.1856461349272549
2011-04-21,35.29,41.890985915492955,-0.15757532966183185
2011-04-25,34.46,42.770985915492965,-0.19431363896810405
2011-04-26,35.34,43.22098591549296,-0.18234165067178498
2011-04-27,35.79,43.420985915492956,-0.17574418808325953
2011-04-28,35.99,43.130985915492964,-0.16556509812885745
2011-04-29,35.7,44.460281690140846,-0.19703612656335134
2011-05-02,36.08,44.570281690140845,-0.1904919908105256
2011-05-03,36.19,43.79028169014084,-0.17356092257913025
2011-05-04,35.41,43.55028169014084,-0.18691685505179378
2011-05-05,35.17,43.95028169014085,-0.19977759760548897
2011-05-06,35.57,44.06028169014085,-0.1926969452862276
2011-05-09,35.68,44.62028169014084,-0.20036363177232608
2011-05-10,36.24,44.17028169014085,-0.17953885252017643
2011-05-11,35.79,44.38028169014085,-0.19356077435734698
2011-05-12,36.0,45.99028169014085,-0.21722592954420872
2011-05-13,37.61,45.80028169014084,-0.1788260112798371
2011-05-16,37.42,44.98028169014084,-0.16807990981963916
2011-05-17,36.6,45.38028169014085,-0.19348230912476727
2011-05-18,37.0,44.98028169014084,-0.17741733466933862
2011-05-19,36.6,44.65028169014085,-0.1802963248027709
2011-05-20,36.27,43.500281690140845,-0.16621229585691522
2011-05-23,35.12,43.210281690140846,-0.18723047787922154
2011-05-24,34.83,43.44028169014084,-0.19820961916310553
2011-05-25,35.06,43.710281690140846,-0.19790038763561602
2011-05-26,35.33,43.86028169014084,-0.1944876175306992
2011-05-27,35.48,44.05028169014084,-0.19455679649056623
2011-05-31,35.67,42.710281690140846,-0.16483810013751343
2011-06-01,34.33,42.84028169014085,-0.19865139430442602
2011-06-02,34.46,42.31028169014085,-0.18554075691654215
2011-06-03,33.93,42.04028169014084,-0.19291692072660005
2011-06-06,33.66,42.500281690140845,-0.20800524934383213
2011-06-07,34.12,42.530281690140846,-0.19774808338714756
2011-06-08,34.15,43.22028169014085,-0.20986169769018215
2011-06-09,34.84,42.85028169014085,-0.18693650016270202
2011-06-10,34.47,42.38028169014085,-0.18665004985044875
2011-06-13,34.0,43.41028169014084,-0.21677541180936555
2011-06-14,35.03,42.26028169014084,-0.1710892923798858
2011-06-15,33.88,42.04028169014084,-0.19410625623982347
2011-06-16,33.66,42.31028169014085,-0.20444869059230442
2011-06-17,33.93,42.99028169014085,-0.21075185679043085
2011-06-20,34.61,44.02028169014085,-0.21377150097266306
2011-06-21,35.64,43.390281690140846,-0.1786179159998832
2011-06-22,35.01,43.70028169014085,-0.19886099938118817
2011-06-23,35.32,43.070281690140845,-0.17994499655002139
2011-06-24,34.69,43.320281690140845,-0.19922035022466145
2011-06-27,34.94,44.49028169014085,-0.21465995105751856
2011-06-28,36.11,44.570281690140845,-0.18981889656785145
2011-06-29,36.19,44.94028169014084,-0.19470909751908638
2011-06-30,36.56,45.58028169014085,-0.19789877016253632
2011-07-01,37.2,45.33028169014085,-0.1793565225496746
2011-07-05,36.95,45.45028169014085,-0.18702374053678839
2011-07-06,37.07,45.85028169014085,-0.19149896939518396
2011-07-07,37.47,44.31028169014085,-0.15437233592813804
2011-07-08,35.93,43.49028169014085,-0.17383841622379614
2011-07-11,35.11,42.76028169014084,-0.17891092826698463
2011-07-12,34.38,42.81028169014085,-0.19692189252943715
2011-07-13,34.43,42.24028169014085,-0.18490126906430682
2011-07-14,33.86,42.06028169014085,-0.19496497314384453
2011-07-15,33.68,40.90028169014085,-0.17653378880960924
2011-07-18,32.52,41.960281690140846,-0.22498137071274638
2011-07-19,33.58,41.94028169014084,-0.19933775724034175
2011-07-20,33.56,41.94028169014084,-0.1998146257589597
2011-07-21,33.56,41.92028169014085,-0.19943286049308884
2011-07-22,33.54,41.570281690140845,-0.1931736173932489
2011-07-25,33.19,40.45028169014085,-0.17948655452529116
2011-07-26,32.07,38.750281690140845,-0.17239311299872417
2011-07-27,30.37,38.55028169014084,-0.21219771507487928
2011-07-28,30.17,38.540281690140844,-0.21718268064143598
2011-07-29,30.16,37.915211267605635,-0.20454089554900112
2011-08-01,29.18,36.58521126760564,-0.2024099632345865
2011-08-02,27.85,36.775211267605634,-0.24269639683804156
2011-08-03,28.04,35.135211267605634,-0.2019401908121543
2011-08-04,26.4,34.90521126760564,-0.243665944388626
2011-08-05,26.17,32.025211267605634,-0.18283130808034154
2011-08-08,23.29,33.205211267605634,-0.2986040711410478
2011-08-09,24.47,31.515211267605633,-0.22354954906640212
2011-08-10,22.78,33.42521126760563,-0.31847850361749375
2011-08-11,24.69,34.635211267605634,-0.2871416371843357
2011-08-12,25.9,35.555211267605635,-0.2715554463995691
2011-08-15,26.82,34.93521126760563,-0.23229317851959352
2011-08-16,26.2,34.345211267605634,-0.23715711643585635
2011-08-17,25.61,31.785211267605632,-0.19427938407001222
2011-08-18,23.05,30.965211267605635,-0.25561625267792576
2011-08-19,22.23,30.555211267605635,-0.27246452968996326
2011-08-22,21.82,31.525211267605634,-0.3078555504425253
2011-08-23,22.79,32.39521126760563,-0.29650096084449973
2011-08-24,23.66,32.36521126760563,-0.2689681582989908
2011-08-25,23.63,33.67521126760563,-0.29829690414648635
2011-08-26,24.94,35.00521126760563,-0.28753465278811596
2011-08-29,26.27,34.92521126760563,-0.2478213002431755
2011-08-30,26.19,35.10521126760563,-0.25395691823773203
2011-08-31,26.37,34.375211267605636,-0.23287744198243088
2011-09-01,25.64,33.345211267605634,-0.23107399757551184
2011-09-02,24.61,32.99521126760563,-0.2541341893403225
2011-09-06,24.26,34.265211267605636,-0.29199327532133357
2011-09-07,25.53,33.15521126760564,-0.22998530173915266
2011-09-08,24.42,32.595211267605634,-0.25081019418734274
2011-09-09,23.86,32.635211267605634,-0.268887833930344
2011-09-12,23.9,33.61521126760563,-0.28901235188630225
2011-09-13,24.88,34.90521126760564,-0.28721245062079603
2011-09-14,26.17,35.22521126760564,-0.25706620178409356
2011-09-15,26.49,34.74521126760563,-0.23759277800973688
2011-09-16,26.01,33.74521126760563,-0.22922396918081223
2011-09-19,25.01,33.805211267605635,-0.26017323772899414
2011-09-20,25.07,31.805211267605635,-0.21176439329191343
2011-09-21,23.07,31.115211267605634,-0.2585620003802316
2011-09-22,22.38,31.395211267605635,-0.28715243196683815
2011-09-23,22.66,31.905211267605633,-0.2897711972524246
2011-09-26,23.17,32.74521126760563,-0.29241562038960645
2011-09-27,24.01,31.365211267605634,-0.23450220707431302
2011-09-28,22.63,31.995211267605633,-0.2927066550452092
2011-09-29,23.26,31.085211267605633,-0.25173421535533846
2011-09-30,22.35,29.765211267605633,-0.2491234213303175
2011-10-03,21.03,30.915211267605635,-0.31975234398491104
2011-10-04,22.18,31.715211267605635,-0.3006510405101742
2011-10-05,22.98,32.72521126760564,-0.29778910173919415
2011-10-06,23.99,31.175211267605633,-0.23047835044094267
2011-10-07,22.44,32.56521126760563,-0.3109210987271477
2011-10-10,23.83,33.00521126760563,-0.27799280523348846
2011-10-11,24.27,32.89521126760563,-0.2622026409083903
2011-10-12,24.16,31.965211267605635,-0.24417831004657353
2011-10-13,23.23,32.58521126760564,-0.2870999113915844
2011-10-14,23.85,32.39521126760563,-0.26378007530238334
2011-10-17,23.66,32.68521126760563,-0.27612522353650915
2011-10-18,23.95,32.33521126760564,-0.2593213694572699
2011-10-19,23.6,32.86521126760563,-0.2819154635022262
2011-10-20,24.13,33.96521126760563,-0.28956720422304516
2011-10-21,25.23,35.58521126760564,-0.29099760543032993
2011-10-24,26.85,34.43521126760563,-0.2202748578673973
2011-10-25,25.7,34.33521126760564,-0.25149725162031344
2011-10-26,25.6,37.345211267605634,-0.3145038110359757
2011-10-27,28.61,37.985211267605635,-0.2468121396392221
2011-10-28,29.25,35.25521126760563,-0.17033542139410007
2011-10-31,26.52,35.17521126760563,-0.2460599654045743
2011-11-01,25.24,35.805211267605635,-0.2950746802928208
2011-11-02,25.87,36.49521126760563,-0.29113987557696164
2011-11-03,26.56,36.33521126760564,-0.26902860686874963
2011-11-04,26.4,36.93521126760563,-0.28523489932885904
2011-11-07,27.0,37.65521126760564,-0.2829677728238428
2011-11-08,27.72,35.735211267605635,-0.22429449787166966
2011-11-09,25.8,36.305211267605635,-0.2893582188565643
2011-11-10,26.37,36.735211267605635,-0.28216011042098
2011-11-11,26.8,36.79521126760564,-0.2716443505355106
2011-11-14,26.86,37.29521126760564,-0.2798002990981737
2011-11-15,27.36,37.53521126760563,-0.27108442776735453
2011-11-16,27.6,36.555211267605635,-0.24497769147190052
2011-11-17,26.62,36.265211267605636,-0.26596318980282196
2011-11-18,26.33,35.53521126760563,-0.2590447879508522
2011-11-21,25.6,35.385211267605634,-0.27653392242322916
2011-11-22,25.45,33.96521126760563,-0.2507039099658722
2011-11-23,24.03,34.135211267605634,-0.29603482422842053
2011-11-25,24.2,35.08521126760564,-0.3102506974970395
2011-11-28,25.15,34.985211267605635,-0.2811248213530869
2011-11-29,25.05,36.75521126760563,-0.31846399092588185
2011-11-30,26.82,36.985211267605635,-0.2748452940840458
2011-12-01,27.05,36.22521126760564,-0.25328247777013135
2011-12-02,26.29,36.445211267605636,-0.27864322676137443
2011-12-05,26.51,36.385211267605634,-0.2714072812433468
2011-12-06,26.45,36.15521126760564,-0.26843187820897396
2011-12-07,26.22,34.555211267605635,-0.2412143049294455
2011-12-08,24.62,35.205211267605634,-0.300671715535072
2011-12-09,25.27,34.06521126760563,-0.25818748630423005
2011-12-12,24.13,33.64521126760563,-0.28281026954843624
2011-12-13,23.71,33.49521126760563,-0.2921376189995627
2011-12-14,23.56,33.86521126760563,-0.3043008114189225
2011-12-15,23.93,33.86521126760563,-0.29337514504477147
2011-12-16,23.93,33.705211267605634,-0.2900207683018048
2011-12-19,23.77,34.67521126760563,-0.3144958853587009
2011-12-20,24.74,34.515211267605636,-0.28321458593475834
2011-12-21,24.58,34.85521126760563,-0.294796987133898
2011-12-22,24.92,35.22521126760564,-0.29255214934885787
2011-12-23,25.29,35.14521126760563,-0.28041405677050146
2011-12-27,25.21,34.33521126760564,-0.2657683156944787
2011-12-28,24.4,35.015211267605636,-0.30315999485133227
2011-12-29,25.08,34.92521126760563,-0.2818941077312084
2011-12-30,24.99,36.025211267605634,-0.3063191270589064
2012-01-03,26.09,35.82521126760563,-0.27174190809053345
2012-01-04,25.89,36.40521126760564,-0.2888380784363793
2012-01-05,26.47,36.68521126760563,-0.2784558385963565
2012-01-06,26.75,37.385211267605634,-0.284476425490233
2012-01-09,27.45,37.90521126760564,-0.27582516804334023
2012-01-10,27.97,37.775211267605634,-0.25956734426033923
2012-01-11,27.84,38.205211267605634,-0.27130359769517465
2012-01-12,28.27,37.875211267605636,-0.25360152316353934
2012-01-13,27.94,38.54521126760564,-0.27513693449433807
2012-01-17,28.61,39.455211267605634,-0.2748739879770965
2012-01-18,29.52,39.875211267605636,-0.2596904427191874
2012-01-19,29.94,39.265211267605636,-0.23749296047463442
2012-01-20,29.33,39.265211267605636,-0.2530283410394465
2012-01-23,29.33,40.40521126760564,-0.27410353566162515
2012-01-24,30.47,41.445211267605636,-0.26481253037269636
2012-01-25,31.51,40.455211267605634,-0.22111394273618534
2012-01-26,30.52,40.46521126760563,-0.24577188543106054
2012-01-27,30.53,40.805211267605635,-0.25181125028907525
2012-01-30,30.87,40.31521126760563,-0.234284057322927
2012-01-31,30.38,42.01340909090909,-0.2768975273045944
2012-02-01,31.61,41.67340909090909,-0.2414827418835861
2012-02-02,31.27,42.793409090909094,-0.2692799974507545
2012-02-03,32.39,42.35340909090909,-0.23524456011376138
2012-02-06,31.95,42.30340909090909,-0.24474171971955838
2012-02-07,31.9,42.57340909090909,-0.2507059997971418
2012-02-08,32.17,42.65340909090909,-0.245781270813907
2012-02-09,32.25,41.973409090909094,-0.2316564058413606
2012-02-10,31.57,41.76340909090909,-0.24407512013017052
2012-02-13,31.36,41.723409090909094,-0.24838356492703584
2012-02-14,31.32,41.62340909090909,-0.24753880847206833
2012-02-15,31.22,41.75340909090909,-0.25227662411887974
2012-02-16,31.35,41.26340909090909,-0.24024697205866963
2012-02-17,30.86,40.88340909090909,-0.24517057930812125
2012-02-21,30.48,40.96340909090909,-0.25592130449014916
2012-02-22,30.56,41.45340909090909,-0.2627868088489268
2012-02-23,31.05,41.17340909090909,-0.24587250155936913
2012-02-24,30.77,41.41340909090909,-0.25700393482567685
2012-02-27,31.01,41.613409090909094,-0.25480750850632716
2012-02-28,31.21,41.60340909090909,-0.24982109202152358
2012-02-29,31.2,41.99340909090909,-0.25702626494417413
2012-03-01,31.59,41.67340909090909,-0.2419626642234256
2012-03-02,31.27,41.00340909090909,-0.2373804838843776
2012-03-05,30.6,40.64340909090909,-0.24711040032209175
2012-03-06,30.24,41.49340909090909,-0.27120955682994563
2012-03-07,31.09,42.07340909090909,-0.2610534617524565
2012-03-08,31.67,42.27340909090909,-0.25082928769966073
2012-03-09,31.87,41.60340909090909,-0.23395700745677528
2012-03-12,31.2,42.6734090909091,-0.26886553793878465
2012-03-13,32.27,42.57340909090909,-0.24201512894839383
2012-03-14,32.17,43.20340909090908,-0.2553828348983401
2012-03-15,32.8,43.03340909090909,-0.2378014967229478
2012-03-16,32.63,42.853409090909096,-0.23856699636710776
2012-03-19,32.45,42.473409090909094,-0.23599257289320053
2012-03-20,32.07,42.39340909090909,-0.2435144828473551
2012-03-21,31.99,41.67340909090909,-0.2323642174266346
2012-03-22,31.27,42.09340909090909,-0.2571283563071308
2012-03-23,31.69,42.62340909090909,-0.25651183995137117
2012-03-26,32.22,43.07340909090909,-0.25197469436427233
2012-03-27,32.67,42.30340909090909,-0.22772181481183007
2012-03-28,31.9,42.20340909090909,-0.2441368911386952
2012-03-29,31.8,42.24340909090909,-0.24721984602224123
2012-03-30,31.84,42.50340909090909,-0.25088361896104583
2012-04-02,32.1,42.473409090909094,-0.24423302280036174
2012-04-03,32.07,41.69340909090909,-0.23081367776681516
2012-04-04,31.29,42.4234090909091,-0.26243551212613114
2012-04-05,32.02,41.55340909090909,-0.2294254382366614
2012-04-09,31.15,40.66340909090909,-0.23395502992974482
2012-04-10,30.26,40.78340909090909,-0.2580316193639347
2012-04-11,30.38,41.543409090909094,-0.26871673113008854
2012-04-12,31.14,40.613409090909094,-0.2332581603702315
2012-04-13,30.21,40.44340909090909,-0.2530303285735961
2012-04-16,30.04,40.91340909090909,-0.2657663913253602
2012-04-17,30.51,40.67340909090909,-0.24987846649866163
2012-04-18,30.27,40.39340909090909,-0.25062031947156094
2012-04-19,29.99,40.51340909090909,-0.25975126080590605
2012-04-20,30.11,39.92340909090909,-0.24580588968650197
2012-04-23,29.52,38.87340909090909,-0.24061200984547748
2012-04-24,28.47,39.863409090909094,-0.28581120758955303
2012-04-25,29.46,40.44340909090909,-0.2715747593438643
2012-04-26,30.04,40.84340909090909,-0.26450801564734494
2012-04-27,30.44,40.57340909090909,-0.2497549335379754
2012-04-30,30.17,41.77682719546742,-0.2778293129145696
2012-05-01,30.74,41.82682719546742,-0.26506498194701344
2012-05-02,30.79,41.22682719546742,-0.2531562069034231
2012-05-03,30.19,40.36682719546742,-0.2521086719594876
2012-05-04,29.33,40.26682719546742,-0.27160886409988894
2012-05-07,29.23,39.84682719546742,-0.2664409676430921
2012-05-08,28.81,39.59682719546742,-0.2724164525157251
2012-05-09,28.56,39.466827195467424,-0.2763542947460449
2012-05-10,28.43,39.25682719546742,-0.27579475899971573
2012-05-11,28.22,38.86682719546742,-0.27393095767562514
2012-05-14,27.83,40.01682719546742,-0.30454256495496934
2012-05-15,28.98,39.47682719546742,-0.2658984508428942
2012-05-16,28.44,39.386827195467426,-0.277931175850772
2012-05-17,28.35,38.73682719546742,-0.2681383052632348
2012-05-18,27.7,39.646827195467424,-0.30133122977450344
2012-05-21,28.61,39.996827195467425,-0.28469326178847054
2012-05-22,28.96,40.19682719546742,-0.2795451277989045
2012-05-23,29.16,40.37682719546742,-0.2778035812761085
2012-05-24,29.34,40.36682719546742,-0.27316556592551733
2012-05-25,29.33,41.20682719546742,-0.28822474341761073
2012-05-29,30.17,40.61682719546742,-0.25720441296885
2012-05-30,29.58,40.11682719546742,-0.2626535529374546
2012-05-31,29.08,38.37682719546742,-0.2422510633334859
2012-06-01,27.34,38.106827195467424,-0.28254326029924826
2012-06-04,27.07,38.426827195467425,-0.29554423365994165
2012-06-05,27.39,39.48682719546742,-0.30635095434702286
2012-06-06,28.45,39.61682719546742,-0.2818708106121387
2012-06-07,28.58,39.36682719546742,-0.27400804087938757
2012-06-08,28.33,38.91682719546742,-0.2720372640424411
2012-06-11,27.88,39.26682719546742,-0.2899859247294063
2012-06-12,28.23,38.93682719546742,-0.27497944662306195
2012-06-13,27.9,39.18682719546742,-0.28802605373401924
2012-06-14,28.15,39.65682719546742,-0.2901600558902654
2012-06-15,28.62,39.75682719546742,-0.2801236411726815
2012-06-18,28.72,40.466827195467424,-0.2902828813024203
2012-06-19,29.43,40.106827195467424,-0.26620971894465983
2012-06-20,29.07,39.01682719546742,-0.25493685444066405
2012-06-21,27.98,38.95682719546742,-0.28176902447395813
2012-06-22,27.92,37.97682719546742,-0.2648148341541211
2012-06-25,26.94,38.20682719546742,-0.29489041677881156
2012-06-26,27.17,38.466827195467424,-0.293677124397682
2012-06-27,27.43,38.01682719546742,-0.27847740004798827
2012-06-28,26.98,39.106827195467424,-0.3100948879042008
2012-06-29,28.07,38.86682719546742,-0.27779028993461363
2012-07-02,27.83,39.316827195467425,-0.2921605840257544
2012-07-03,28.28,39.19682719546742,-0.2785130322162862
2012-07-05,28.16,38.19682719546742,-0.2627659921622607
2012-07-06,27.16,37.94682719546742,-0.2842616364183369
2012-07-09,26.91,37.856827195467424,-0.2891638842036419
2012-07-10,26.82,37.636827195467426,-0.2874000812897982
2012-07-11,26.6,37.15682719546742,-0.2841154100680371
2012-07-12,26.12,37.52682719546742,-0.3039646047360264
2012-07-13,26.49,37.37682719546742,-0.29127210660587144
2012-07-16,26.34,37.746827195467425,-0.30219300648498315
2012-07-17,26.71,38.47682719546742,-0.3058159430789438
2012-07-18,27.44,38.54682719546742,-0.28813855778961317
2012-07-19,27.51,37.90682719546742,-0.2742732105184098
2012-07-20,26.87,37.27682719546742,-0.2791768500279661
2012-07-23,26.24,36.50682719546742,-0.2812303337262385
2012-07-24,25.47,36.886827195467426,-0.3095096017602268
2012-07-25,25.85,37.22682719546742,-0.3056082952149254
2012-07-26,26.19,38.176827195467425,-0.3139817547983812
2012-07-27,27.14,38.34682719546742,-0.29224913806668373
2012-07-30,27.31,38.426827195467425,-0.28929859701710403
2012-07-31,27.39,32.75759206798867,-0.16385795564118943
2012-08-01,27.31,32.447592067988666,-0.15833507944822767
2012-08-02,27.0,33.42759206798867,-0.1922840285628571
2012-08-03,27.98,33.50759206798867,-0.1649653623803493
2012-08-06,28.06,34.23759206798867,-0.18043301806158774
2012-08-07,28.79,34.52759206798867,-0.1661741153767895
2012-08-08,29.08,34.627592067988665,-0.160207272197743
2012-08-09,29.18,34.43759206798867,-0.15267014190797157
2012-08-10,28.99,34.32759206798867,-0.1554898478581639
2012-08-13,28.88,34.407592067988666,-0.1606503604514452
2012-08-14,28.96,34.407592067988666,-0.15832529219784808
2012-08-15,28.96,32.017592067988666,-0.095497252307292
2012-08-16,26.57,32.06759206798867,-0.17143763262089817
2012-08-17,26.62,31.687592067988668,-0.1599235453774991
2012-08-20,26.24,32.00759206798867,-0.18019450059652986
2012-08-21,26.56,32.24759206798867,-0.17637261275190197
2012-08-22,26.8,32.24759206798867,-0.16893019660206965
2012-08-23,26.8,32.517592067988666,-0.17583073359288626
2012-08-24,27.07,32.22759206798867,-0.16003653196019096
2012-08-27,26.78,31.87759206798867,-0.1599114530707495
2012-08-28,26.43,32.02759206798867,-0.17477405282626357
2012-08-29,26.58,31.937592067988668,-0.16775190993057465
2012-08-30,26.49,32.02759206798867,-0.17290066815617566
2012-08-31,26.58,31.94759206798867,-0.16801241409886947
2012-09-04,26.5,31.72759206798867,-0.1647648537836255
2012-09-05,26.28,32.25759206798867,-0.18530806810966605
2012-09-06,26.81,32.92759206798867,-0.18578923279166926
2012-09-07,27.48,32.81759206798867,-0.1626442323047561
2012-09-10,27.37,32.50759206798867,-0.158042836800817
2012-09-11,27.06,32.267592067988666,-0.1613876875911947
2012-09-12,26.82,32.89759206798867,-0.18474276340433227
2012-09-13,27.45,33.86759206798867,-0.18949065097705942
2012-09-14,28.42,33.79759206798867,-0.1591116922522431
2012-09-17,28.35,33.73759206798867,-0.15969106678187006
2012-09-18,28.29,33.97759206798867,-0.1673924407770827
2012-09-19,28.53,33.50759206798867,-0.14855117186245048
2012-09-20,28.06,33.34759206798867,-0.15855993611797792
2012-09-21,27.9,33.127592067988665,-0.1578017520035847
2012-09-24,27.68,32.85759206798867,-0.1575767346942295
2012-09-25,27.41,32.81759206798867,-0.16477723462421268
2012-09-26,27.37,33.04759206798867,-0.17180047660683362
2012-09-27,27.6,32.947592067988666,-0.1623060057607152
2012-09-28,27.5,33.24759206798867,-0.1728724310691524
2012-10-01,27.8,33.24759206798867,-0.16384922122627044
2012-10-02,27.8,33.32759206798867,-0.1658563287954412
2012-10-03,27.88,33.48759206798867,-0.1674528301886794
2012-10-04,28.04,33.24759206798867,-0.1566306533519649
2012-10-05,27.8,33.09759206798867,-0.16005974262739175
2012-10-08,27.65,32.73759206798867,-0.1554052007680614
2012-10-09,27.29,32.20759206798867,-0.15268425089363624
2012-10-10,26.76,32.36759206798867,-0.17324711879122257
2012-10-11,26.92,32.06759206798867,-0.16052318668252075
2012-10-12,26.62,32.04759206798867,-0.169360370553709
2012-10-15,26.6,32.56759206798867,-0.18323712896951727
2012-10-16,27.12,32.66759206798867,-0.16981943623034335
2012-10-17,27.22,31.65759206798867,-0.14017465568633214
2012-10-18,26.21,31.01759206798867,-0.1549956572209319
2012-10-19,25.57,31.19759206798867,-0.18038546230505548
2012-10-22,25.75,30.847592067988668,-0.1652508907908753
2012-10-23,25.4,31.08759206798867,-0.18295376674880082
2012-10-24,25.64,31.277592067988667,-0.18024380060121414
2012-10-25,25.83,31.15759206798867,-0.1709885685762682
2012-10-26,25.71,31.187592067988668,-0.175633696120161
2012-10-31,25.74,33.2000566572238,-0.22470011826322023
2012-11-01,26.54,33.1300566572238,-0.19891474154140565
2012-11-02,26.47,33.5600566572238,-0.21126474039183918
2012-11-05,26.9,34.04005665722379,-0.20975454680121897
2012-11-06,27.38,33.54005665722379,-0.1836626789328054
2012-11-07,26.88,33.04005665722379,-0.1864420730609424
2012-11-08,26.38,33.0600566572238,-0.20205823379205157
2012-11-09,26.4,33.000056657223794,-0.20000137350609748
2012-11-12,26.34,32.65005665722379,-0.1932632682224672
2012-11-13,25.99,32.5100566572238,-0.20055506903507758
2012-11-14,25.85,32.2300566572238,-0.19795362835000851
2012-11-15,25.57,32.280056657223795,-0.20787003964945594
2012-11-16,25.62,33.490056657223796,-0.23499681525699134
2012-11-19,26.83,32.610056657223794,-0.17724767294887223
2012-11-20,25.95,32.3000566572238,-0.19659583649069634
2012-11-21,25.64,33.04005665722379,-0.22397227504771433
2012-11-23,26.38,33.460056657223795,-0.21159727043364884
2012-11-26,26.8,33.3700566572238,-0.1968847917973655
2012-11-27,26.71,33.820056657223795,-0.21023195582687237
2012-11-28,27.16,34.08005665722379,-0.2030529680987775
2012-11-29,27.42,34.0500566572238,-0.19471499633517397
2012-11-30,27.39,33.780056657223795,-0.18916654646454822
2012-12-03,27.12,33.930056657223794,-0.20070867331646247
2012-12-04,27.27,34.3100566572238,-0.2051893043359796
2012-12-05,27.65,34.070056657223795,-0.18843692341974916
2012-12-06,27.41,33.710056657223795,-0.18688953036433842
2012-12-07,27.05,34.240056657223796,-0.20998962499400164
2012-12-10,27.58,35.0600566572238,-0.21334981658344243
2012-12-11,28.4,35.640056657223795,-0.20314380324522652
2012-12-12,28.98,35.1300566572238,-0.17506537826659496
2012-12-13,28.47,35.170056657223796,-0.19050457389148479
2012-12-14,28.51,35.8000566572238,-0.20363254525053376
2012-12-17,29.14,36.2700566572238,-0.19658245159657683
2012-12-18,29.61,35.6900566572238,-0.1703571590154137
2012-12-19,29.03,36.250056657223794,-0.19917366545094772
2012-12-20,29.59,36.0200566572238,-0.17851322996001606
2012-12-21,29.36,36.04005665722379,-0.18535089222410694
2012-12-24,29.38,35.9100566572238,-0.18184478848239827
2012-12-26,29.25,35.7300566572238,-0.18136149963013504
2012-12-27,29.07,35.15005665722379,-0.1729743060307205
2012-12-28,28.49,35.9400566572238,-0.20729117731444568
2012-12-31,29.28,36.6200566572238,-0.2004381567710074
2013-01-02,29.96,36.72005665722379,-0.1840971194660157
2013-01-03,30.06,37.320056657223795,-0.19453498487169407
2013-01-04,30.66,37.100056657223796,-0.17358616771734348
2013-01-07,30.44,36.850056657223796,-0.1739497096802215
2013-01-08,30.19,37.670056657223796,-0.19856770392696987
2013-01-09,31.01,37.90005665722379,-0.18179541839578062
2013-01-10,31.24,37.7300566572238,-0.17201290515372747
2013-01-11,31.07,37.8000566572238,-0.17804356004682464
2013-01-14,31.14,37.5900566572238,-0.17158943696309303
2013-01-15,30.93,37.4500566572238,-0.1741000478824679
2013-01-16,30.79,38.04005665722379,-0.19059005938275886
2013-01-17,31.38,38.240056657223796,-0.1793945212664293
2013-01-18,31.58,38.5900566572238,-0.18165447953317693
2013-01-22,31.93,38.350056657223796,-0.1674067059302371
2013-01-23,31.69,38.610056657223794,-0.17922938364632202
2013-01-24,31.95,39.0600566572238,-0.1820288362512874
2013-01-25,32.4,38.9800566572238,-0.16880572327245147
2013-01-28,32.32,38.5900566572238,-0.16247855536770983
2013-01-29,31.93,38.420056657223796,-0.16892366180317764
2013-01-30,31.76,38.6900566572238,-0.1791172527510344
