date,NDAQ,dcf,Deviation
2002-07-01,15.0,18.207841645354893,-0.17617912698473315
2002-07-02,15.13,18.077841645354894,-0.163063805026323
2002-07-03,15.0,18.077841645354894,-0.17025492897520467
2002-07-05,15.0,17.077841645354894,-0.12166886709129654
2002-07-08,14.0,18.577841645354894,-0.24641407396749526
2002-07-09,15.5,18.577841645354894,-0.16567272474972683
2002-07-10,15.5,18.577841645354894,-0.16567272474972683
2002-07-11,15.5,18.077841645354894,-0.14259675994104482
2002-07-12,15.0,15.827841645354894,-0.05230287640626263
2002-07-15,12.75,15.577841645354894,-0.18152974652930298
2002-07-16,12.5,15.577841645354894,-0.19757818287186568
2002-07-17,12.5,14.827841645354894,-0.15699126690391485
2002-07-18,11.75,13.577841645354894,-0.13461945521954266
2002-07-19,10.5,13.277841645354892,-0.20920882471336666
2002-07-22,10.2,13.277841645354892,-0.23180285829298486
2002-07-23,10.2,13.577841645354894,-0.24877603772249668
2002-07-24,10.5,13.227841645354895,-0.20621970828572833
2002-07-25,10.15,13.227841645354895,-0.2326790513428707
2002-07-26,10.15,14.177841645354892,-0.28409413407960726
2002-07-29,11.1,14.577841645354894,-0.23857040911561
2002-07-30,11.5,15.077841645354894,-0.2372913663314098
2002-07-31,12.0,14.877841645354895,-0.19343139374342
2002-08-01,11.8,14.877841645354895,-0.20687420384769628
2002-08-02,11.8,14.927841645354892,-0.20953073590033588
2002-08-05,11.85,15.077841645354894,-0.21407849487193098
2002-08-06,12.0,15.127841645354895,-0.2067606019868221
2002-08-07,12.05,15.177841645354892,-0.20607947549065075
2002-08-08,12.1,15.227841645354895,-0.2054028218968913
2002-08-09,12.15,15.227841645354895,-0.20211936248324203
2002-08-12,12.15,15.277841645354892,-0.20473059728995735
2002-08-13,12.2,15.277841645354892,-0.201457883698558
2002-08-14,12.2,15.177841645354892,-0.1961966473847253
2002-08-15,12.1,15.227841645354895,-0.2054028218968913
2002-08-16,12.15,14.727841645354895,-0.17503186871702514
2002-08-19,11.65,14.677841645354892,-0.2062865725433899
2002-08-20,11.6,14.827841645354894,-0.217687895686833
2002-08-21,11.75,14.077841645354894,-0.1653550099509029
2002-08-22,11.0,14.177841645354892,-0.22414142609612608
2002-08-23,11.1,13.947841645354893,-0.2041779450731951
2002-08-26,10.87,13.587841645354892,-0.20002011476811754
2002-08-27,10.51,13.177841645354892,-0.2024490593492061
2002-08-28,10.1,13.277841645354892,-0.2393342028195241
2002-08-29,10.2,13.077841645354894,-0.2200547860569234
2002-08-30,10.0,12.977841645354895,-0.229455846875797
2002-09-03,9.9,12.377841645354895,-0.20018366015247646
2002-09-04,9.3,12.377841645354895,-0.248657377718993
2002-09-05,9.3,12.777841645354892,-0.2721775509418044
2002-09-06,9.7,12.877841645354895,-0.24676818778099818
2002-09-09,9.8,12.977841645354895,-0.24486672993828107
2002-09-10,9.9,13.127841645354895,-0.24587755798357158
2002-09-11,10.05,12.977841645354895,-0.22560312611017597
2002-09-12,9.9,13.017841645354892,-0.23950526748552203
2002-09-13,9.94,13.077841645354894,-0.23993574249076655
2002-09-16,10.0,12.977841645354895,-0.229455846875797
2002-09-17,9.9,12.947841645354893,-0.23539379989624154
2002-09-18,9.87,12.877841645354895,-0.2335672178761291
2002-09-19,9.8,12.477841645354895,-0.2146077600168752
2002-09-20,9.4,12.777841645354892,-0.264351503102469
2002-09-23,9.7,12.477841645354895,-0.22262196654731536
2002-09-24,9.4,12.677841645354892,-0.2585488710971461
2002-09-25,9.6,12.777841645354892,-0.24869940742379815
