date,LEN,dcf,Deviation
1992-12-18,9.01,,
1992-12-21,9.05,,
1992-12-22,8.97,,
1992-12-23,8.89,,
1992-12-24,8.69,,
1992-12-28,8.89,,
1992-12-29,9.22,,
1992-12-30,9.14,,
1992-12-31,9.26,,
1993-01-04,9.1,,
1993-01-05,9.14,,
1993-01-06,9.1,,
1993-01-07,8.89,,
1993-01-08,9.1,,
1993-01-11,9.22,,
1993-01-12,9.1,,
1993-01-13,9.51,,
1993-01-14,9.75,,
1993-01-15,9.59,,
1993-01-18,9.63,,
1993-01-19,9.46,,
1993-01-20,9.63,,
1993-01-21,9.55,,
1993-01-22,9.83,,
1993-01-25,10.12,,
1993-01-26,10.32,,
1993-01-27,10.32,,
1993-01-28,10.16,,
1993-01-29,10.0,,
1993-02-01,10.08,,
1993-02-02,10.12,,
1993-02-03,10.04,,
1993-02-04,10.45,,
1993-02-05,10.69,,
1993-02-08,10.69,,
1993-02-09,10.24,,
1993-02-10,10.32,,
1993-02-11,10.28,,
1993-02-12,10.24,,
1993-02-16,9.59,,
1993-02-17,9.55,,
1993-02-18,9.46,,
1993-02-19,9.51,,
1993-02-22,9.59,,
1993-02-23,9.55,,
1993-02-24,9.59,,
1993-02-25,9.75,,
1993-02-26,9.75,,
1993-03-01,9.87,,
1993-03-02,10.0,,
1993-03-03,10.49,,
1993-03-04,10.53,,
1993-03-05,10.41,,
1993-03-08,10.41,,
1993-03-09,11.02,,
1993-03-10,10.82,,
1993-03-11,11.14,,
1993-03-12,10.82,,
1993-03-15,10.9,,
1993-03-16,10.82,,
1993-03-17,10.65,,
1993-03-18,10.65,,
1993-03-19,10.65,,
1993-03-22,10.49,,
1993-03-23,10.32,,
1993-03-24,10.65,,
1993-03-25,10.45,,
1993-03-26,10.53,,
1993-03-29,10.53,,
1993-03-30,10.41,,
1993-03-31,10.65,,
1993-04-01,10.73,,
1993-04-02,10.45,,
1993-04-05,10.45,,
1993-04-06,10.04,,
1993-04-07,10.08,,
1993-04-08,10.2,,
1993-04-12,10.28,,
1993-04-13,10.61,,
1993-04-14,10.73,,
1993-04-15,10.61,,
1993-04-16,10.65,,
1993-04-19,10.53,,
1993-04-20,10.53,,
1993-04-21,10.53,,
1993-04-22,10.16,,
1993-04-23,10.16,,
1993-04-26,9.67,,
1993-04-27,9.59,,
1993-04-28,9.71,,
1993-04-29,10.0,,
1993-04-30,10.04,,
1993-05-03,10.16,,
1993-05-04,10.32,,
1993-05-05,10.49,,
1993-05-06,10.45,,
1993-05-07,10.37,,
1993-05-10,10.2,,
1993-05-11,10.04,,
1993-05-12,10.0,,
1993-05-13,9.67,,
1993-05-14,9.55,,
1993-05-17,9.51,,
1993-05-18,9.51,,
1993-05-19,9.42,,
1993-05-20,9.75,,
1993-05-21,9.79,,
1993-05-24,9.71,,
1993-05-25,9.67,,
1993-05-26,9.42,,
1993-05-27,9.05,,
1993-05-28,9.22,,
1993-06-01,9.1,,
1993-06-02,9.71,,
1993-06-03,9.75,,
1993-06-04,9.96,,
1993-06-07,10.0,,
1993-06-08,9.83,,
1993-06-09,9.75,,
1993-06-10,9.96,,
1993-06-11,9.91,,
1993-06-14,9.87,,
1993-06-15,9.83,,
1993-06-16,9.79,,
1993-06-17,9.63,,
1993-06-18,9.26,,
1993-06-21,9.26,,
1993-06-22,9.14,,
1993-06-23,9.14,,
1993-06-24,9.34,,
1993-06-25,9.34,,
1993-06-28,9.38,,
1993-06-29,9.55,,
1993-06-30,9.79,,
1993-07-01,9.71,,
1993-07-02,9.71,,
1993-07-06,9.63,,
1993-07-07,9.38,,
1993-07-08,9.59,,
1993-07-09,9.46,,
1993-07-12,9.55,,
1993-07-13,9.67,,
1993-07-14,9.83,,
1993-07-15,9.79,,
1993-07-16,9.75,,
1993-07-19,9.63,,
1993-07-20,9.79,,
1993-07-21,9.67,,
1993-07-22,9.51,,
1993-07-23,9.63,,
1993-07-26,9.83,,
1993-07-27,9.67,,
1993-07-28,9.63,,
1993-07-29,9.75,,
1993-07-30,9.67,,
1993-08-02,9.83,,
1993-08-03,9.83,,
1993-08-04,9.79,,
1993-08-05,9.83,,
1993-08-06,9.87,,
1993-08-09,9.96,,
1993-08-10,9.71,,
1993-08-11,9.63,,
1993-08-12,9.75,,
1993-08-13,9.87,,
1993-08-16,10.0,,
1993-08-17,9.96,,
1993-08-18,10.32,,
1993-08-19,10.69,,
1993-08-20,10.61,,
1993-08-23,10.73,,
1993-08-24,10.86,,
1993-08-25,10.94,,
1993-08-26,11.06,,
1993-08-27,11.02,,
1993-08-30,11.06,,
1993-08-31,11.06,,
1993-09-01,11.51,,
1993-09-02,11.39,,
1993-09-03,11.76,,
1993-09-07,11.47,,
1993-09-08,11.47,,
1993-09-09,11.31,,
1993-09-10,11.31,,
1993-09-13,11.35,,
1993-09-14,11.14,,
1993-09-15,11.14,,
1993-09-16,11.23,,
1993-09-17,11.35,,
1993-09-20,11.31,,
1993-09-21,11.27,,
1993-09-22,11.51,,
1993-09-23,11.27,,
1993-09-24,11.43,,
1993-09-27,11.1,,
1993-09-28,11.06,,
1993-09-29,11.1,,
1993-09-30,11.14,,
1993-10-01,11.06,,
1993-10-04,11.23,,
1993-10-05,11.31,,
1993-10-06,11.23,,
1993-10-07,11.02,,
1993-10-08,10.82,,
1993-10-11,10.65,,
1993-10-12,10.65,,
1993-10-13,10.61,,
1993-10-14,10.65,,
1993-10-15,10.65,,
1993-10-18,10.65,,
1993-10-19,10.9,,
1993-10-20,10.37,,
1993-10-21,10.49,,
1993-10-22,10.53,,
1993-10-25,10.53,,
1993-10-26,10.98,,
1993-10-27,11.06,,
1993-10-28,11.02,,
1993-10-29,10.78,,
1993-11-01,10.49,,
1993-11-02,10.57,,
1993-11-03,10.16,,
1993-11-04,9.63,,
1993-11-05,9.79,,
1993-11-08,10.2,,
1993-11-09,10.08,,
1993-11-10,10.24,,
1993-11-11,10.32,,
1993-11-12,10.41,,
1993-11-15,10.28,,
1993-11-16,10.28,,
1993-11-17,10.24,,
1993-11-18,10.04,,
1993-11-19,10.04,,
1993-11-22,9.83,,
1993-11-23,9.87,,
1993-11-24,10.2,,
1993-11-26,10.16,,
1993-11-29,10.12,,
1993-11-30,9.75,,
1993-12-01,9.96,,
1993-12-02,10.37,,
1993-12-03,10.2,,
1993-12-06,10.2,,
1993-12-07,10.12,,
1993-12-08,10.04,,
1993-12-09,10.04,,
1993-12-10,10.2,,
1993-12-13,10.28,,
1993-12-14,10.73,,
1993-12-15,10.86,,
1993-12-16,10.9,,
1993-12-17,11.02,,
1993-12-20,11.27,,
1993-12-21,11.06,,
1993-12-22,11.02,,
1993-12-23,10.86,,
1993-12-27,10.82,,
1993-12-28,10.65,,
1993-12-29,10.65,,
1993-12-30,10.78,,
1993-12-31,11.18,,
1994-01-03,11.06,,
1994-01-04,11.23,,
1994-01-05,11.31,,
1994-01-06,11.39,,
1994-01-07,11.39,,
1994-01-10,11.23,,
1994-01-11,11.55,,
1994-01-12,11.72,,
1994-01-13,11.76,,
1994-01-14,11.88,,
1994-01-17,11.92,,
1994-01-18,11.92,,
1994-01-19,12.21,,
1994-01-20,12.13,,
1994-01-21,12.09,,
1994-01-24,11.92,,
1994-01-25,11.55,,
1994-01-26,11.43,,
1994-01-27,11.76,,
1994-01-28,11.64,,
1994-01-31,11.55,,
1994-02-01,11.55,,
1994-02-02,11.76,,
1994-02-03,11.76,,
1994-02-04,11.18,,
1994-02-07,10.78,,
1994-02-08,11.06,,
1994-02-09,11.64,,
1994-02-10,11.27,,
1994-02-11,11.31,,
1994-02-14,11.39,,
1994-02-15,11.31,,
1994-02-16,11.18,,
1994-02-17,11.02,,
1994-02-18,10.94,,
1994-02-22,10.86,,
1994-02-23,11.02,,
1994-02-24,10.82,,
1994-02-25,11.1,,
1994-02-28,11.18,,
1994-03-01,11.27,,
1994-03-02,10.9,,
1994-03-03,10.57,,
1994-03-04,10.98,,
1994-03-07,11.02,,
1994-03-08,10.78,,
1994-03-09,10.78,,
1994-03-10,10.65,,
1994-03-11,10.65,,
1994-03-14,10.69,,
1994-03-15,10.73,,
1994-03-16,10.98,,
1994-03-17,10.94,,
1994-03-18,10.82,,
1994-03-21,10.73,,
1994-03-22,10.73,,
1994-03-23,11.43,,
1994-03-24,11.18,,
1994-03-25,11.02,,
1994-03-28,10.94,,
1994-03-29,10.86,,
1994-03-30,10.37,,
1994-03-31,10.16,,
1994-04-04,9.96,,
1994-04-05,10.2,,
1994-04-06,10.28,,
1994-04-07,10.41,,
1994-04-08,10.2,,
1994-04-11,10.24,,
1994-04-12,10.16,,
1994-04-13,10.2,,
1994-04-14,10.28,,
1994-04-15,10.12,,
1994-04-18,9.75,,
1994-04-19,9.38,,
1994-04-20,9.34,,
1994-04-21,9.83,,
1994-04-22,9.83,,
1994-04-25,9.59,,
1994-04-26,9.71,,
1994-04-28,9.77,,
1994-04-29,10.08,,
1994-05-02,10.32,,
1994-05-03,11.12,,
1994-05-04,11.06,,
1994-05-05,10.88,,
1994-05-06,10.57,,
1994-05-09,10.39,,
1994-05-10,10.32,,
1994-05-11,10.26,,
1994-05-12,10.2,,
1994-05-13,10.14,,
1994-05-16,10.2,,
1994-05-17,10.14,,
1994-05-18,9.89,,
1994-05-19,9.77,,
1994-05-20,9.71,,
1994-05-23,9.59,,
1994-05-24,9.34,,
1994-05-25,9.28,,
1994-05-26,9.4,,
1994-05-27,9.4,,
1994-05-31,9.1,,
1994-06-01,8.91,,
1994-06-02,8.85,,
1994-06-03,9.03,,
1994-06-06,9.4,,
1994-06-07,9.59,,
1994-06-08,9.46,,
1994-06-09,9.28,,
1994-06-10,9.46,,
1994-06-13,9.65,,
1994-06-14,9.89,,
1994-06-15,9.83,,
1994-06-16,10.2,,
1994-06-17,10.32,,
1994-06-20,9.77,,
1994-06-21,9.46,,
1994-06-22,9.59,,
1994-06-23,9.59,,
1994-06-24,9.28,,
1994-06-27,9.4,,
1994-06-28,9.59,,
1994-06-29,9.46,,
1994-06-30,9.28,,
1994-07-01,9.65,,
1994-07-05,10.08,,
1994-07-06,10.26,,
1994-07-07,10.51,,
1994-07-08,10.2,,
1994-07-11,9.96,,
1994-07-12,9.96,,
1994-07-13,10.02,,
1994-07-14,10.32,,
1994-07-15,10.32,,
1994-07-18,10.75,,
1994-07-19,10.75,,
1994-07-20,10.08,,
1994-07-21,9.83,,
1994-07-22,9.77,,
1994-07-25,9.77,,
1994-07-26,9.89,,
1994-07-27,9.83,,
1994-07-28,9.89,,
1994-07-29,9.89,,
1994-08-01,10.02,,
1994-08-02,9.77,,
1994-08-03,9.77,,
1994-08-04,9.46,,
1994-08-05,9.28,,
1994-08-08,9.22,,
1994-08-09,9.03,,
1994-08-10,9.16,,
1994-08-11,9.03,,
1994-08-12,9.22,,
1994-08-15,9.1,,
1994-08-16,9.1,,
1994-08-17,9.28,,
1994-08-18,9.22,,
1994-08-19,9.16,,
1994-08-22,9.03,,
1994-08-23,9.1,,
1994-08-24,9.16,,
1994-08-25,9.46,,
1994-08-26,9.59,,
1994-08-29,9.59,,
1994-08-30,9.53,,
1994-08-31,9.71,,
1994-09-01,9.65,,
1994-09-02,10.14,,
1994-09-06,9.83,,
1994-09-07,9.77,,
1994-09-08,9.89,,
1994-09-09,9.53,,
1994-09-12,9.89,,
1994-09-13,9.89,,
1994-09-14,9.89,,
1994-09-15,9.96,,
1994-09-16,9.83,,
1994-09-19,9.53,,
1994-09-20,9.46,,
1994-09-21,9.34,,
1994-09-22,8.24,,
1994-09-23,7.87,,
1994-09-26,7.87,,
1994-09-27,7.44,,
1994-09-28,7.37,,
1994-09-29,7.25,,
1994-09-30,7.5,,
1994-10-03,7.62,,
1994-10-04,7.37,,
1994-10-05,7.13,,
1994-10-06,7.31,,
1994-10-07,7.56,,
1994-10-10,7.62,,
1994-10-11,7.74,,
1994-10-12,7.74,,
1994-10-13,7.74,,
1994-10-14,7.68,,
1994-10-17,7.87,,
1994-10-18,7.56,,
1994-10-19,7.62,,
1994-10-20,7.62,,
1994-10-21,7.87,,
1994-10-24,7.68,,
1994-10-25,7.44,,
1994-10-26,7.25,,
1994-10-27,7.37,,
1994-10-28,7.5,,
1994-10-31,7.44,,
1994-11-01,7.31,,
1994-11-02,7.25,,
1994-11-03,7.31,,
1994-11-04,7.31,,
1994-11-07,7.31,,
1994-11-08,7.37,,
1994-11-09,7.37,,
1994-11-10,7.37,,
1994-11-11,7.25,,
1994-11-14,7.37,,
1994-11-15,7.62,,
1994-11-16,7.5,,
1994-11-17,7.44,,
1994-11-18,7.44,,
1994-11-21,7.56,,
1994-11-22,7.5,,
1994-11-23,7.56,,
1994-11-25,7.62,,
1994-11-28,7.8,,
1994-11-29,7.74,,
1994-11-30,7.68,,
1994-12-01,7.62,,
1994-12-02,7.68,,
1994-12-05,7.87,,
1994-12-06,7.56,,
1994-12-07,7.62,,
1994-12-08,7.56,,
1994-12-09,7.5,,
1994-12-12,7.5,,
1994-12-13,7.5,,
1994-12-14,7.44,,
1994-12-15,7.87,,
1994-12-16,8.05,,
1994-12-19,8.17,,
1994-12-20,8.11,,
1994-12-21,7.99,,
1994-12-22,7.99,,
1994-12-23,8.05,,
1994-12-27,8.17,,
1994-12-28,8.05,,
1994-12-29,7.74,,
1994-12-30,7.62,,
1995-01-03,7.87,,
1995-01-04,8.05,,
1995-01-05,7.93,,
1995-01-06,7.93,,
1995-01-09,8.17,,
1995-01-10,8.05,,
1995-01-11,7.99,,
1995-01-12,8.05,,
1995-01-13,8.17,,
1995-01-16,8.24,,
1995-01-17,8.6,,
1995-01-18,7.99,,
1995-01-19,8.11,,
1995-01-20,8.05,,
1995-01-23,7.93,,
1995-01-24,7.74,,
1995-01-25,7.68,,
1995-01-26,7.8,,
1995-01-27,7.74,,
1995-01-30,7.74,,
1995-01-31,7.56,,
1995-02-01,7.62,,
1995-02-02,7.56,,
1995-02-03,7.93,,
1995-02-06,8.3,,
1995-02-07,8.48,,
1995-02-08,8.42,,
1995-02-09,8.48,,
1995-02-10,8.54,,
1995-02-13,8.48,,
1995-02-14,8.24,,
1995-02-15,8.48,,
1995-02-16,8.36,,
1995-02-17,8.3,,
1995-02-21,8.3,,
1995-02-22,8.3,,
1995-02-23,8.24,,
1995-02-24,8.36,,
1995-02-27,8.36,,
1995-02-28,8.36,,
1995-03-01,8.36,,
1995-03-02,8.17,,
1995-03-03,8.24,,
1995-03-06,8.17,,
1995-03-07,7.99,,
1995-03-08,8.24,,
1995-03-09,8.17,,
1995-03-10,8.24,,
1995-03-13,8.3,,
1995-03-14,8.36,,
1995-03-15,8.3,,
1995-03-16,8.24,,
1995-03-17,8.17,,
1995-03-20,8.17,,
1995-03-21,8.11,,
1995-03-22,8.3,,
1995-03-23,8.24,,
1995-03-24,8.24,,
1995-03-27,8.11,,
1995-03-28,8.05,,
1995-03-29,7.99,,
1995-03-30,7.99,,
1995-03-31,7.99,,
1995-04-03,8.17,,
1995-04-04,7.99,,
1995-04-05,8.11,,
1995-04-06,7.99,,
1995-04-07,7.87,,
1995-04-10,7.8,,
1995-04-11,8.11,,
1995-04-12,8.11,,
1995-04-13,8.11,,
1995-04-17,7.99,,
1995-04-18,7.8,,
1995-04-19,7.56,,
1995-04-20,7.62,,
1995-04-21,7.93,,
1995-04-24,8.24,,
1995-04-25,8.17,,
1995-04-26,8.05,,
1995-04-27,7.99,,
1995-04-28,8.11,,
1995-05-01,7.99,,
1995-05-02,8.17,,
1995-05-03,8.24,,
1995-05-04,8.42,,
1995-05-05,8.91,,
1995-05-08,9.77,,
1995-05-09,10.14,,
1995-05-10,9.77,,
1995-05-11,9.83,,
1995-05-12,9.89,,
1995-05-15,10.02,,
1995-05-16,9.89,,
1995-05-17,9.83,,
1995-05-18,9.83,,
1995-05-19,9.71,,
1995-05-22,9.83,,
1995-05-23,9.83,,
1995-05-24,9.77,,
1995-05-25,9.65,,
1995-05-26,9.4,,
1995-05-30,9.34,,
1995-05-31,9.59,,
1995-06-01,9.59,,
1995-06-02,9.77,,
1995-06-05,9.77,,
1995-06-06,9.83,,
1995-06-07,9.59,,
1995-06-08,9.59,,
1995-06-09,9.46,,
1995-06-12,9.53,,
1995-06-13,9.53,,
1995-06-14,9.71,,
1995-06-15,9.83,,
1995-06-16,9.83,,
1995-06-19,9.77,,
1995-06-20,9.46,,
1995-06-21,9.53,,
1995-06-22,9.22,,
1995-06-23,9.1,,
1995-06-26,8.97,,
1995-06-27,9.16,,
1995-06-28,9.03,,
1995-06-29,9.22,,
1995-06-30,9.22,,
1995-07-03,9.28,,
1995-07-05,9.46,,
1995-07-06,10.32,,
1995-07-07,10.02,,
1995-07-10,10.39,,
1995-07-11,10.14,,
1995-07-12,10.14,,
1995-07-13,10.26,,
1995-07-14,10.39,,
1995-07-17,10.32,,
1995-07-18,10.14,,
1995-07-19,9.77,,
1995-07-20,9.53,,
1995-07-21,9.4,,
1995-07-24,9.65,,
1995-07-25,9.53,,
1995-07-26,9.53,,
1995-07-27,9.53,,
1995-07-28,9.4,,
1995-07-31,9.46,,
1995-08-01,9.16,,
1995-08-02,9.28,,
1995-08-03,9.16,,
1995-08-04,9.22,,
1995-08-07,9.16,,
1995-08-08,9.16,,
1995-08-09,9.16,,
1995-08-10,9.1,,
1995-08-11,8.79,,
1995-08-14,9.34,,
1995-08-15,9.1,,
1995-08-16,9.34,,
1995-08-17,9.28,,
1995-08-18,9.4,,
1995-08-21,9.65,,
1995-08-22,9.65,,
1995-08-23,9.65,,
1995-08-24,9.46,,
1995-08-25,9.46,,
1995-08-28,9.4,,
1995-08-29,9.46,,
1995-08-30,9.53,,
1995-08-31,9.53,,
1995-09-01,9.71,,
1995-09-05,9.83,,
1995-09-06,10.2,,
1995-09-07,10.08,,
1995-09-08,10.08,,
1995-09-11,10.14,,
1995-09-12,10.02,,
1995-09-13,10.14,,
1995-09-14,9.96,,
1995-09-15,9.96,,
1995-09-18,10.02,,
1995-09-19,10.2,,
1995-09-20,10.08,,
1995-09-21,10.14,,
1995-09-22,10.08,,
1995-09-25,10.08,,
1995-09-26,10.14,,
1995-09-27,10.14,,
1995-09-28,10.32,,
1995-09-29,10.69,,
1995-10-02,10.82,,
1995-10-03,10.88,,
1995-10-04,11.25,,
1995-10-05,11.43,,
1995-10-06,11.31,,
1995-10-09,10.69,,
1995-10-10,11.06,,
1995-10-11,10.82,,
1995-10-12,10.88,,
1995-10-13,11.31,,
1995-10-16,11.62,,
1995-10-17,11.43,,
1995-10-18,11.12,,
1995-10-19,11.06,,
1995-10-20,11.31,,
1995-10-23,11.18,,
1995-10-24,11.12,,
1995-10-25,11.25,,
1995-10-26,11.18,,
1995-10-27,10.94,,
1995-10-30,11.37,,
1995-10-31,11.25,,
1995-11-01,11.18,,
1995-11-02,11.37,,
1995-11-03,11.18,,
1995-11-06,11.12,,
1995-11-07,11.0,,
1995-11-08,11.06,,
1995-11-09,11.12,,
1995-11-10,11.12,,
1995-11-13,11.06,,
1995-11-14,11.0,,
1995-11-15,10.57,,
1995-11-16,10.51,,
1995-11-17,10.51,,
1995-11-20,10.88,,
1995-11-21,10.82,,
1995-11-22,10.75,,
1995-11-24,10.75,,
1995-11-27,10.94,,
1995-11-28,10.75,,
1995-11-29,10.75,,
1995-11-30,10.88,,
1995-12-01,10.88,,
1995-12-04,11.55,,
1995-12-05,11.68,,
1995-12-06,11.92,,
1995-12-07,11.8,,
1995-12-08,12.05,,
1995-12-11,11.92,,
1995-12-12,11.8,,
1995-12-13,11.74,,
1995-12-14,11.8,,
1995-12-15,11.74,,
1995-12-18,11.55,,
1995-12-19,11.62,,
1995-12-20,11.74,,
1995-12-21,12.05,,
1995-12-22,12.11,,
1995-12-26,12.11,,
1995-12-27,12.23,,
1995-12-28,12.54,,
1995-12-29,12.35,,
1996-01-02,12.66,,
1996-01-03,12.91,,
1996-01-04,12.41,,
1996-01-05,12.54,,
1996-01-08,12.72,,
1996-01-09,12.66,,
1996-01-10,11.92,,
1996-01-11,11.98,,
1996-01-12,11.86,,
1996-01-15,11.43,,
1996-01-16,11.49,,
1996-01-17,11.43,,
1996-01-18,11.55,,
1996-01-19,12.23,,
1996-01-22,12.66,,
1996-01-23,12.6,,
1996-01-24,12.78,,
1996-01-25,12.78,,
1996-01-26,12.78,,
1996-01-29,12.84,,
1996-01-30,12.97,,
1996-01-31,12.84,,
1996-02-01,12.91,,
1996-02-02,12.91,,
1996-02-05,13.03,,
1996-02-06,12.78,,
1996-02-07,12.41,,
1996-02-08,12.6,,
1996-02-09,12.66,,
1996-02-12,12.72,,
1996-02-13,12.78,,
1996-02-14,13.09,,
1996-02-15,13.27,,
1996-02-16,13.09,,
1996-02-20,12.54,,
1996-02-21,12.23,,
1996-02-22,12.78,,
1996-02-23,12.54,,
1996-02-26,12.54,,
1996-02-27,12.11,,
1996-02-28,12.23,,
1996-02-29,11.74,,
1996-03-01,11.98,,
1996-03-04,11.86,,
1996-03-05,11.8,,
1996-03-06,12.05,,
1996-03-07,11.98,,
1996-03-08,11.37,,
1996-03-11,11.31,,
1996-03-12,11.31,,
1996-03-13,11.49,,
1996-03-14,11.74,,
1996-03-15,11.92,,
1996-03-18,12.23,,
1996-03-19,12.29,,
1996-03-20,12.17,,
1996-03-21,12.05,,
1996-03-22,12.29,,
1996-03-25,12.17,,
1996-03-26,12.11,,
1996-03-27,12.11,,
1996-03-28,12.11,,
1996-03-29,12.23,,
1996-04-01,12.29,,
1996-04-02,12.72,,
1996-04-03,12.72,,
1996-04-04,12.84,,
1996-04-08,12.48,,
1996-04-09,12.66,,
1996-04-10,12.29,,
1996-04-11,12.11,,
1996-04-12,12.23,,
1996-04-15,12.29,,
1996-04-16,12.17,,
1996-04-17,12.17,,
1996-04-18,12.17,,
1996-04-19,12.17,,
1996-04-22,12.17,,
1996-04-23,12.11,,
1996-04-24,12.11,,
1996-04-25,12.11,,
1996-04-26,12.23,,
1996-04-29,12.23,,
1996-04-30,12.29,,
1996-05-01,12.23,,
1996-05-02,12.17,,
1996-05-03,12.05,,
1996-05-06,11.92,,
1996-05-07,11.74,,
1996-05-08,11.68,,
1996-05-09,12.05,,
1996-05-10,11.98,,
1996-05-13,11.98,,
1996-05-14,12.48,,
1996-05-15,12.35,,
1996-05-16,12.29,,
1996-05-17,12.41,,
1996-05-20,12.29,,
1996-05-21,12.29,,
1996-05-22,12.23,,
1996-05-23,12.23,,
1996-05-24,12.35,,
1996-05-28,12.29,,
1996-05-29,12.29,,
1996-05-30,12.29,,
1996-05-31,12.23,,
1996-06-03,12.23,,
1996-06-04,12.29,,
1996-06-05,12.41,,
1996-06-06,12.48,,
1996-06-07,12.41,,
1996-06-10,12.35,,
1996-06-11,12.41,,
1996-06-12,12.35,,
1996-06-13,12.35,,
1996-06-14,12.91,,
1996-06-17,12.84,,
1996-06-18,12.66,,
1996-06-19,12.78,,
1996-06-20,12.78,,
1996-06-21,12.84,,
1996-06-24,13.03,,
1996-06-25,12.97,,
1996-06-26,12.66,,
1996-06-27,12.66,,
1996-06-28,12.29,,
1996-07-01,12.35,,
1996-07-02,12.29,,
1996-07-03,12.29,,
1996-07-05,11.92,,
1996-07-08,12.05,,
1996-07-09,11.86,,
1996-07-10,11.55,,
1996-07-11,11.43,,
1996-07-12,11.43,,
1996-07-15,11.12,,
1996-07-16,10.75,,
1996-07-17,11.31,,
1996-07-18,11.49,,
1996-07-19,11.37,,
1996-07-22,11.37,,
1996-07-23,11.06,,
1996-07-24,10.63,,
1996-07-25,11.0,,
1996-07-26,11.06,,
1996-07-29,10.94,,
1996-07-30,11.06,,
1996-07-31,11.0,,
1996-08-01,11.06,,
1996-08-02,11.68,,
1996-08-05,11.31,,
1996-08-06,11.43,,
1996-08-07,11.37,,
1996-08-08,11.43,,
1996-08-09,11.37,,
1996-08-12,11.37,,
1996-08-13,11.25,,
1996-08-14,11.12,,
1996-08-15,11.0,,
1996-08-16,11.18,,
1996-08-19,11.0,,
1996-08-20,11.25,,
1996-08-21,11.25,,
1996-08-22,11.25,,
1996-08-23,11.12,,
1996-08-26,11.25,,
1996-08-27,11.25,,
1996-08-28,11.25,,
1996-08-29,11.12,,
1996-08-30,11.0,,
1996-09-03,10.82,,
1996-09-04,11.0,,
1996-09-05,11.0,,
1996-09-06,10.88,,
1996-09-09,11.06,,
1996-09-10,11.06,,
1996-09-11,11.25,,
1996-09-12,11.25,,
1996-09-13,11.31,,
1996-09-16,11.18,,
1996-09-17,11.12,,
1996-09-18,11.31,,
1996-09-19,11.06,,
1996-09-20,11.06,,
1996-09-23,11.06,,
1996-09-24,10.94,,
1996-09-25,10.82,,
1996-09-26,10.82,,
1996-09-27,10.82,,
1996-09-30,10.94,,
1996-10-01,10.94,,
1996-10-02,11.12,,
1996-10-03,10.94,,
1996-10-04,11.06,,
1996-10-07,11.0,,
1996-10-08,11.06,,
1996-10-09,11.06,,
1996-10-10,11.0,,
1996-10-11,11.0,,
1996-10-14,11.06,,
1996-10-15,10.94,,
1996-10-16,10.88,,
1996-10-17,10.88,,
1996-10-18,10.82,,
1996-10-21,10.94,,
1996-10-22,11.0,,
1996-10-23,11.0,,
1996-10-24,11.12,,
1996-10-25,11.18,,
1996-10-28,10.94,,
1996-10-29,10.94,,
1996-10-30,10.88,,
1996-10-31,10.94,,
1996-11-01,10.88,,
1996-11-04,11.0,,
1996-11-05,11.0,,
1996-11-06,11.37,,
1996-11-07,11.37,,
1996-11-08,11.31,,
1996-11-11,11.43,,
1996-11-12,11.55,,
1996-11-13,11.62,,
1996-11-14,11.74,,
1996-11-15,11.62,,
1996-11-18,12.05,,
1996-11-19,12.6,,
1996-11-20,12.41,,
1996-11-21,12.72,,
1996-11-22,12.97,,
1996-11-25,13.03,,
1996-11-26,12.66,,
1996-11-27,12.91,,
1996-11-29,12.78,,
1996-12-02,12.84,,
1996-12-03,13.09,,
1996-12-04,12.84,,
1996-12-05,12.72,,
1996-12-06,12.66,,
1996-12-09,13.03,,
1996-12-10,12.97,,
1996-12-11,12.72,,
1996-12-12,12.6,,
1996-12-13,12.41,,
1996-12-16,12.66,,
1996-12-17,12.66,,
1996-12-18,12.66,,
1996-12-19,12.66,,
1996-12-20,12.84,,
1996-12-23,12.97,,
1996-12-24,12.91,,
1996-12-26,13.03,,
1996-12-27,13.15,,
1996-12-30,13.27,,
1996-12-31,13.4,,
1997-01-02,12.84,,
1997-01-03,13.21,,
1997-01-06,13.27,,
1997-01-07,13.4,,
1997-01-08,13.52,,
1997-01-09,13.34,,
1997-01-10,13.09,,
1997-01-13,13.27,,
1997-01-14,13.4,,
1997-01-15,13.09,,
1997-01-16,13.09,,
1997-01-17,13.27,,
1997-01-20,13.34,,
1997-01-21,13.27,,
1997-01-22,13.34,,
1997-01-23,13.27,,
1997-01-24,13.21,,
1997-01-27,12.84,,
1997-01-28,12.84,,
1997-01-29,12.97,,
1997-01-30,13.15,,
1997-01-31,13.09,,
1997-02-03,13.15,,
1997-02-04,13.21,,
1997-02-05,12.91,,
1997-02-06,12.91,,
1997-02-07,12.78,,
1997-02-10,12.78,,
1997-02-11,12.72,,
1997-02-12,12.66,,
1997-02-13,12.78,,
1997-02-14,12.78,,
1997-02-18,12.78,,
1997-02-19,12.91,,
1997-02-20,12.78,,
1997-02-21,12.72,,
1997-02-24,12.71,,
1997-02-25,12.78,,
1997-02-26,12.66,,
1997-02-27,12.54,,
1997-02-28,12.41,,
1997-03-03,12.23,,
1997-03-04,12.35,,
1997-03-05,12.48,,
1997-03-06,12.66,,
1997-03-07,12.72,,
1997-03-10,12.78,,
1997-03-11,12.78,,
1997-03-12,12.66,,
1997-03-13,12.54,,
1997-03-14,12.35,,
1997-03-17,12.29,,
1997-03-18,12.17,,
1997-03-19,12.23,,
1997-03-20,12.17,,
