date,EVRG,dcf,Deviation
1984-04-23,14.75,,
1984-04-24,14.88,,
1984-04-25,14.88,,
1984-04-26,14.81,,
1984-04-27,14.88,,
1984-04-30,15.06,,
1984-05-01,15.25,,
1984-05-02,15.25,,
1984-05-03,15.25,,
1984-05-04,15.25,,
1984-05-07,15.31,,
1984-05-08,15.44,,
1984-05-09,15.44,,
1984-05-10,15.44,,
1984-05-11,15.38,,
1984-05-14,15.25,,
1984-05-15,15.31,,
1984-05-16,15.44,,
1984-05-17,15.44,,
1984-05-18,15.38,,
1984-05-21,15.38,,
1984-05-22,15.44,,
1984-05-23,15.38,,
1984-05-24,15.38,,
1984-05-25,15.38,,
1984-05-29,15.0,,
1984-05-30,15.0,,
1984-05-31,15.0,,
1984-06-01,15.0,,
1984-06-04,15.19,,
1984-06-05,15.13,,
1984-06-06,15.0,,
1984-06-07,15.0,,
1984-06-08,15.06,,
1984-06-11,14.88,,
1984-06-12,14.81,,
1984-06-13,14.56,,
1984-06-14,14.5,,
1984-06-15,14.5,,
1984-06-18,14.69,,
1984-06-19,14.63,,
1984-06-20,14.63,,
1984-06-21,14.75,,
1984-06-22,14.81,,
1984-06-25,14.75,,
1984-06-26,15.0,,
1984-06-27,14.94,,
1984-06-28,15.0,,
1984-06-29,15.13,,
1984-07-02,15.13,,
1984-07-03,15.13,,
1984-07-05,15.06,,
1984-07-06,15.06,,
1984-07-09,15.13,,
1984-07-10,15.25,,
1984-07-11,15.25,,
1984-07-12,15.13,,
1984-07-13,15.19,,
1984-07-16,15.25,,
1984-07-17,15.25,,
1984-07-18,15.31,,
1984-07-19,15.31,,
1984-07-20,15.13,,
1984-07-23,15.13,,
1984-07-24,15.13,,
1984-07-25,15.31,,
1984-07-26,15.31,,
1984-07-27,15.25,,
1984-07-30,15.19,,
1984-07-31,15.19,,
1984-08-01,15.25,,
1984-08-02,15.31,,
1984-08-03,15.31,,
1984-08-06,15.25,,
1984-08-07,15.25,,
1984-08-08,15.19,,
1984-08-09,15.13,,
1984-08-10,15.13,,
1984-08-13,15.19,,
1984-08-14,15.25,,
1984-08-15,15.25,,
1984-08-16,15.38,,
1984-08-17,15.44,,
1984-08-20,15.5,,
1984-08-21,15.56,,
1984-08-22,15.63,,
1984-08-23,15.63,,
1984-08-24,15.63,,
1984-08-27,15.63,,
1984-08-28,15.56,,
1984-08-29,15.5,,
1984-08-30,15.5,,
1984-08-31,15.06,,
1984-09-04,15.0,,
1984-09-05,15.0,,
1984-09-06,15.06,,
1984-09-07,15.0,,
1984-09-10,14.94,,
1984-09-11,14.94,,
1984-09-12,15.0,,
1984-09-13,15.06,,
1984-09-14,14.94,,
1984-09-17,14.88,,
1984-09-18,14.88,,
1984-09-19,15.0,,
1984-09-20,15.06,,
1984-09-21,15.25,,
1984-09-24,15.19,,
1984-09-25,15.13,,
1984-09-26,15.31,,
1984-09-27,15.38,,
1984-09-28,15.38,,
1984-10-01,15.38,,
1984-10-02,15.38,,
1984-10-03,15.38,,
1984-10-04,15.38,,
1984-10-05,15.38,,
1984-10-08,15.5,,
1984-10-09,15.63,,
1984-10-10,15.94,,
1984-10-11,15.94,,
1984-10-12,16.13,,
1984-10-15,16.31,,
1984-10-16,16.44,,
1984-10-17,16.44,,
1984-10-18,16.88,,
1984-10-19,17.44,,
1984-10-22,17.44,,
1984-10-23,17.19,,
1984-10-24,16.94,,
1984-10-25,16.81,,
1984-10-26,16.63,,
1984-10-29,16.63,,
1984-10-30,16.63,,
1984-10-31,16.63,,
1984-11-01,16.56,,
1984-11-02,16.69,,
1984-11-05,16.88,,
1984-11-06,17.0,,
1984-11-07,16.88,,
1984-11-08,16.81,,
1984-11-09,16.81,,
1984-11-12,16.69,,
1984-11-13,16.69,,
1984-11-14,16.69,,
1984-11-15,16.69,,
1984-11-16,16.75,,
1984-11-19,16.69,,
1984-11-20,16.69,,
1984-11-21,16.63,,
1984-11-23,16.69,,
1984-11-26,16.75,,
1984-11-27,16.81,,
1984-11-28,16.69,,
1984-11-29,16.25,,
1984-11-30,16.31,,
1984-12-03,16.25,,
1984-12-04,16.31,,
1984-12-05,16.38,,
1984-12-06,16.31,,
1984-12-07,16.44,,
1984-12-10,16.38,,
1984-12-11,16.5,,
1984-12-12,16.63,,
1984-12-13,16.69,,
1984-12-14,16.63,,
1984-12-17,16.63,,
1984-12-18,16.56,,
1984-12-19,16.63,,
1984-12-20,16.69,,
1984-12-21,16.69,,
1984-12-24,16.69,,
1984-12-26,16.69,,
1984-12-27,16.69,,
1984-12-28,16.75,,
1984-12-31,16.75,,
1985-01-02,16.75,,
1985-01-03,16.69,,
1985-01-04,16.75,,
1985-01-07,16.75,,
1985-01-08,16.81,,
1985-01-09,16.81,,
1985-01-10,16.94,,
1985-01-11,16.94,,
1985-01-14,16.94,,
1985-01-15,17.38,,
1985-01-16,17.44,,
1985-01-17,17.5,,
1985-01-18,17.5,,
1985-01-21,17.63,,
1985-01-22,17.63,,
1985-01-23,17.63,,
1985-01-24,17.5,,
1985-01-25,17.63,,
1985-01-28,17.63,,
1985-01-29,17.56,,
1985-01-30,17.56,,
1985-01-31,17.63,,
1985-02-01,17.0,,
1985-02-04,16.94,,
1985-02-05,17.13,,
1985-02-06,17.0,,
1985-02-07,17.0,,
1985-02-08,17.0,,
1985-02-11,16.88,,
1985-02-12,16.88,,
1985-02-13,17.13,,
1985-02-14,17.13,,
1985-02-15,17.06,,
1985-02-19,17.19,,
1985-02-20,17.13,,
1985-02-21,17.19,,
1985-02-22,17.31,,
1985-02-25,17.25,,
1985-02-26,16.81,,
1985-02-27,16.69,,
1985-02-28,16.69,,
1985-03-01,16.69,,
1985-03-04,16.63,,
1985-03-05,16.5,,
1985-03-06,16.31,,
1985-03-07,16.19,,
1985-03-08,16.38,,
1985-03-11,16.31,,
1985-03-12,16.25,,
1985-03-13,16.31,,
1985-03-14,16.44,,
1985-03-15,16.56,,
1985-03-18,16.56,,
1985-03-19,16.75,,
1985-03-20,16.63,,
1985-03-21,16.75,,
1985-03-22,16.81,,
1985-03-25,16.94,,
1985-03-26,17.06,,
1985-03-27,17.19,,
1985-03-28,17.56,,
1985-03-29,17.63,,
1985-04-01,17.5,,
1985-04-02,17.44,,
1985-04-03,17.31,,
1985-04-04,17.38,,
1985-04-08,17.5,,
1985-04-09,17.5,,
1985-04-10,17.5,,
1985-04-11,17.56,,
1985-04-12,17.56,,
1985-04-15,17.69,,
1985-04-16,17.94,,
1985-04-17,18.25,,
1985-04-18,18.19,,
1985-04-19,18.06,,
1985-04-22,18.31,,
1985-04-23,18.56,,
1985-04-24,18.5,,
1985-04-25,18.56,,
1985-04-26,18.56,,
1985-04-29,18.38,,
1985-04-30,18.31,,
1985-05-01,18.25,,
1985-05-02,18.25,,
1985-05-03,18.38,,
1985-05-06,18.38,,
1985-05-07,18.5,,
1985-05-08,18.63,,
1985-05-09,18.69,,
1985-05-10,19.0,,
1985-05-13,19.0,,
1985-05-14,19.06,,
1985-05-15,19.13,,
1985-05-16,19.19,,
1985-05-17,19.44,,
1985-05-20,19.75,,
1985-05-21,19.81,,
1985-05-22,19.75,,
1985-05-23,19.75,,
1985-05-24,19.81,,
1985-05-28,19.31,,
1985-05-29,19.38,,
1985-05-30,19.25,,
1985-05-31,19.38,,
1985-06-03,19.56,,
1985-06-04,19.56,,
1985-06-05,19.56,,
1985-06-06,19.5,,
1985-06-07,19.44,,
1985-06-10,19.31,,
1985-06-11,19.38,,
1985-06-12,19.38,,
1985-06-13,19.44,,
1985-06-14,19.56,,
1985-06-17,19.56,,
1985-06-18,19.5,,
1985-06-19,19.44,,
1985-06-20,19.44,,
1985-06-21,19.44,,
1985-06-24,19.56,,
1985-06-25,19.5,,
1985-06-26,19.56,,
1985-06-27,19.63,,
1985-06-28,19.63,,
1985-07-01,19.69,,
1985-07-02,19.81,,
1985-07-03,19.75,,
1985-07-05,19.94,,
1985-07-08,19.88,,
1985-07-09,20.25,,
1985-07-10,20.44,,
1985-07-11,20.56,,
1985-07-12,20.44,,
1985-07-15,20.38,,
1985-07-16,20.5,,
1985-07-17,20.31,,
1985-07-18,20.13,,
1985-07-19,20.31,,
1985-07-22,20.19,,
1985-07-23,18.94,,
1985-07-24,18.38,,
1985-07-25,18.0,,
1985-07-26,17.44,,
1985-07-29,17.5,,
1985-07-30,17.69,,
1985-07-31,17.63,,
1985-08-01,18.13,,
1985-08-02,18.13,,
1985-08-05,18.31,,
1985-08-06,18.31,,
1985-08-07,18.31,,
1985-08-08,18.13,,
1985-08-09,18.13,,
1985-08-12,18.25,,
1985-08-13,18.06,,
1985-08-14,18.06,,
1985-08-15,18.25,,
1985-08-16,18.31,,
1985-08-19,18.38,,
1985-08-20,18.44,,
1985-08-21,18.44,,
1985-08-22,18.56,,
1985-08-23,18.63,,
1985-08-26,18.69,,
1985-08-27,18.94,,
1985-08-28,18.94,,
1985-08-29,18.88,,
1985-08-30,18.13,,
1985-09-03,18.25,,
1985-09-04,18.13,,
1985-09-05,18.13,,
1985-09-06,18.38,,
1985-09-09,18.25,,
1985-09-10,18.13,,
1985-09-11,17.88,,
1985-09-12,17.5,,
1985-09-13,17.5,,
1985-09-16,17.5,,
1985-09-17,17.38,,
1985-09-18,17.25,,
1985-09-19,17.25,,
1985-09-20,17.13,,
1985-09-23,17.31,,
1985-09-24,17.31,,
1985-09-25,17.44,,
1985-09-26,17.5,,
1985-09-30,17.5,,
1985-10-01,18.0,,
1985-10-02,18.0,,
1985-10-03,18.63,,
1985-10-04,18.44,,
1985-10-07,18.38,,
1985-10-08,18.5,,
1985-10-09,18.5,,
1985-10-10,18.5,,
1985-10-11,18.38,,
1985-10-14,18.5,,
1985-10-15,18.5,,
1985-10-16,18.38,,
1985-10-17,18.38,,
1985-10-18,18.5,,
1985-10-21,18.5,,
1985-10-22,18.5,,
1985-10-23,18.81,,
1985-10-24,18.75,,
1985-10-25,18.75,,
1985-10-28,18.5,,
1985-10-29,18.56,,
1985-10-30,19.0,,
1985-10-31,19.0,,
1985-11-01,18.69,,
1985-11-04,18.69,,
1985-11-05,18.88,,
1985-11-06,18.94,,
1985-11-07,18.88,,
1985-11-08,19.0,,
1985-11-11,19.31,,
1985-11-12,19.38,,
1985-11-13,19.19,,
1985-11-14,19.25,,
1985-11-15,19.13,,
1985-11-18,19.31,,
1985-11-19,19.38,,
1985-11-20,19.44,,
1985-11-21,19.5,,
1985-11-22,19.38,,
1985-11-25,19.44,,
1985-11-26,19.31,,
1985-11-27,19.5,,
1985-11-29,19.63,,
1985-12-02,19.0,,
1985-12-03,19.25,,
1985-12-04,19.19,,
1985-12-05,19.06,,
1985-12-06,19.13,,
1985-12-09,19.25,,
1985-12-10,19.44,,
1985-12-11,19.69,,
1985-12-12,19.69,,
1985-12-13,19.94,,
1985-12-16,20.69,,
1985-12-17,20.38,,
1985-12-18,20.0,,
1985-12-19,19.75,,
1985-12-20,19.81,,
1985-12-23,19.88,,
1985-12-24,19.94,,
1985-12-26,20.0,,
1985-12-27,19.94,,
1985-12-30,19.88,,
1985-12-31,19.88,,
1986-01-02,19.94,,
1986-01-03,20.13,,
1986-01-06,20.13,,
1986-01-07,20.56,,
1986-01-08,20.44,,
1986-01-09,20.06,,
1986-01-10,20.0,,
1986-01-13,20.06,,
1986-01-14,20.19,,
1986-01-15,20.13,,
1986-01-16,20.13,,
1986-01-17,20.25,,
1986-01-20,20.19,,
1986-01-21,20.31,,
1986-01-22,20.31,,
1986-01-23,20.38,,
1986-01-24,20.63,,
1986-01-27,20.69,,
1986-01-28,20.75,,
1986-01-29,20.44,,
1986-01-30,20.56,,
1986-01-31,20.75,,
1986-02-03,20.63,,
1986-02-04,21.0,,
1986-02-05,21.06,,
1986-02-06,21.63,,
1986-02-07,21.5,,
1986-02-10,21.75,,
1986-02-11,21.94,,
1986-02-12,22.13,,
1986-02-13,22.38,,
1986-02-14,22.5,,
1986-02-18,22.5,,
1986-02-19,22.5,,
1986-02-20,22.44,,
1986-02-21,22.56,,
1986-02-24,22.69,,
1986-02-25,21.94,,
1986-02-26,21.94,,
1986-02-27,22.06,,
1986-02-28,22.25,,
1986-03-03,22.69,,
1986-03-04,22.94,,
1986-03-05,23.06,,
1986-03-06,23.0,,
1986-03-07,23.0,,
1986-03-10,23.13,,
1986-03-11,23.19,,
1986-03-12,23.25,,
1986-03-13,23.25,,
1986-03-14,23.38,,
1986-03-17,23.06,,
1986-03-18,23.0,,
1986-03-19,23.06,,
1986-03-20,23.19,,
1986-03-21,23.0,,
1986-03-24,22.81,,
1986-03-25,22.75,,
1986-03-26,23.06,,
1986-03-27,23.13,,
1986-03-31,23.69,,
1986-04-01,24.06,,
1986-04-02,24.44,,
1986-04-03,24.25,,
1986-04-04,24.56,,
1986-04-07,24.31,,
1986-04-08,24.0,,
1986-04-09,24.06,,
1986-04-10,24.13,,
1986-04-11,24.06,,
1986-04-14,24.13,,
1986-04-15,24.19,,
1986-04-16,24.25,,
1986-04-17,24.44,,
1986-04-18,24.44,,
1986-04-21,24.63,,
1986-04-22,24.75,,
1986-04-23,24.69,,
1986-04-24,24.81,,
1986-04-25,24.81,,
1986-04-28,24.63,,
1986-04-29,24.38,,
1986-04-30,24.25,,
1986-05-01,24.13,,
1986-05-02,24.25,,
1986-05-05,24.44,,
1986-05-06,24.63,,
1986-05-07,24.75,,
1986-05-08,24.75,,
1986-05-09,24.75,,
1986-05-12,25.06,,
1986-05-13,24.88,,
1986-05-14,25.0,,
1986-05-15,24.88,,
1986-05-16,24.88,,
1986-05-19,24.88,,
1986-05-20,24.88,,
1986-05-21,24.75,,
1986-05-22,24.81,,
1986-05-23,24.88,,
1986-05-27,24.38,,
1986-05-28,24.63,,
1986-05-29,24.88,,
1986-05-30,24.88,,
1986-06-02,24.81,,
1986-06-03,24.88,,
1986-06-04,24.94,,
1986-06-05,25.06,,
1986-06-06,25.06,,
1986-06-09,24.75,,
1986-06-10,25.25,,
1986-06-11,25.25,,
1986-06-12,25.25,,
1986-06-13,25.25,,
1986-06-16,25.75,,
1986-06-17,25.81,,
1986-06-18,26.13,,
1986-06-19,25.56,,
1986-06-20,25.31,,
1986-06-23,25.5,,
1986-06-24,25.63,,
1986-06-25,25.81,,
1986-06-26,25.88,,
1986-06-27,25.94,,
1986-06-30,26.13,,
1986-07-01,26.88,,
1986-07-02,27.31,,
1986-07-03,27.5,,
1986-07-07,27.44,,
1986-07-08,27.19,,
1986-07-09,28.0,,
1986-07-10,28.5,,
1986-07-11,28.5,,
1986-07-14,28.44,,
1986-07-15,29.13,,
1986-07-16,29.38,,
1986-07-17,28.69,,
1986-07-18,28.63,,
1986-07-21,29.13,,
1986-07-22,29.63,,
1986-07-23,29.81,,
1986-07-24,30.31,,
1986-07-25,30.5,,
1986-07-28,30.31,,
1986-07-29,30.0,,
1986-07-30,30.06,,
1986-07-31,30.06,,
1986-08-01,30.19,,
1986-08-04,30.13,,
1986-08-05,30.5,,
1986-08-06,30.13,,
1986-08-07,30.44,,
1986-08-08,30.5,,
1986-08-11,31.19,,
1986-08-12,31.25,,
1986-08-13,32.0,,
1986-08-14,32.19,,
1986-08-15,32.19,,
1986-08-18,32.25,,
1986-08-19,32.19,,
1986-08-20,32.38,,
1986-08-21,31.88,,
1986-08-22,31.5,,
1986-08-25,31.31,,
1986-08-26,30.75,,
1986-08-27,30.75,,
1986-08-28,30.56,,
1986-08-29,30.31,,
1986-09-02,30.88,,
1986-09-03,30.44,,
1986-09-04,30.38,,
1986-09-05,29.38,,
1986-09-08,28.63,,
1986-09-09,28.38,,
1986-09-10,27.25,,
1986-09-11,26.5,,
1986-09-12,26.75,,
1986-09-15,26.5,,
1986-09-16,27.13,,
1986-09-17,27.38,,
1986-09-18,27.25,,
1986-09-19,27.0,,
1986-09-22,27.38,,
1986-09-23,27.5,,
1986-09-24,27.5,,
1986-09-25,27.0,,
1986-09-26,26.88,,
1986-09-29,26.38,,
1986-09-30,26.56,,
1986-10-01,27.19,,
1986-10-02,27.69,,
1986-10-03,27.81,,
1986-10-06,27.88,,
1986-10-07,28.13,,
1986-10-08,28.0,,
1986-10-09,28.13,,
1986-10-10,28.13,,
1986-10-13,27.94,,
1986-10-14,27.94,,
1986-10-15,27.88,,
1986-10-16,27.94,,
1986-10-17,27.88,,
1986-10-20,27.69,,
1986-10-21,27.81,,
1986-10-22,27.75,,
1986-10-23,27.88,,
1986-10-24,27.69,,
1986-10-27,27.75,,
1986-10-28,27.81,,
1986-10-29,28.19,,
1986-10-30,28.75,,
1986-10-31,28.88,,
1986-11-03,29.75,,
1986-11-04,29.69,,
1986-11-05,29.94,,
1986-11-06,29.75,,
1986-11-07,29.88,,
1986-11-10,29.94,,
1986-11-11,29.63,,
1986-11-12,29.94,,
1986-11-13,29.81,,
1986-11-14,29.69,,
1986-11-17,29.38,,
1986-11-18,28.5,,
1986-11-19,28.63,,
1986-11-20,29.19,,
1986-11-21,29.13,,
1986-11-24,29.13,,
1986-11-25,28.94,,
1986-11-26,28.75,,
1986-11-28,28.81,,
1986-12-01,28.19,,
1986-12-02,28.25,,
1986-12-03,28.25,,
1986-12-04,28.5,,
1986-12-05,28.5,,
1986-12-08,28.63,,
1986-12-09,28.69,,
1986-12-10,28.69,,
1986-12-11,28.63,,
1986-12-12,28.63,,
1986-12-15,28.5,,
1986-12-16,28.69,,
1986-12-17,28.69,,
1986-12-18,28.25,,
1986-12-19,28.13,,
1986-12-22,28.19,,
1986-12-23,28.06,,
1986-12-24,28.06,,
1986-12-26,27.94,,
1986-12-29,27.5,,
1986-12-30,27.13,,
1986-12-31,27.19,,
1987-01-02,27.69,,
1987-01-05,28.5,,
1987-01-06,29.0,,
1987-01-07,29.31,,
1987-01-08,29.56,,
1987-01-09,29.38,,
1987-01-12,29.5,,
1987-01-13,29.63,,
1987-01-14,29.56,,
1987-01-15,29.56,,
1987-01-16,29.31,,
1987-01-19,29.31,,
1987-01-20,29.19,,
1987-01-21,29.44,,
1987-01-22,30.25,,
1987-01-23,30.0,,
1987-01-26,30.06,,
1987-01-27,30.31,,
1987-01-28,30.38,,
1987-01-29,30.25,,
1987-01-30,29.38,,
1987-02-02,29.31,,
1987-02-03,29.63,,
1987-02-04,29.88,,
1987-02-05,29.88,,
1987-02-06,29.5,,
1987-02-09,29.38,,
1987-02-10,29.38,,
1987-02-11,29.19,,
1987-02-12,29.13,,
1987-02-13,29.0,,
1987-02-17,28.5,,
1987-02-18,28.5,,
1987-02-19,28.31,,
1987-02-20,28.25,,
1987-02-23,28.0,,
1987-02-24,27.56,,
1987-02-25,27.81,,
1987-02-26,27.75,,
1987-02-27,27.88,,
1987-03-02,27.56,,
1987-03-03,27.38,,
1987-03-04,27.19,,
1987-03-05,27.31,,
1987-03-06,27.44,,
1987-03-09,27.25,,
1987-03-10,26.75,,
1987-03-11,26.94,,
1987-03-12,27.06,,
1987-03-13,26.94,,
1987-03-16,26.63,,
1987-03-17,26.69,,
1987-03-18,26.56,,
1987-03-19,26.38,,
1987-03-20,26.63,,
1987-03-23,26.88,,
1987-03-24,27.0,,
1987-03-25,27.25,,
1987-03-26,27.5,,
1987-03-27,27.25,,
1987-03-30,26.5,,
1987-03-31,26.56,,
1987-04-01,26.31,,
1987-04-02,26.44,,
1987-04-03,26.31,,
1987-04-06,25.69,,
1987-04-07,25.88,,
1987-04-08,25.69,,
1987-04-09,25.25,,
1987-04-10,24.06,,
1987-04-13,24.06,,
1987-04-14,23.75,,
1987-04-15,24.38,,
1987-04-16,25.13,,
1987-04-20,25.25,,
1987-04-21,25.44,,
1987-04-22,25.38,,
1987-04-23,25.5,,
1987-04-24,25.0,,
1987-04-27,25.44,,
1987-04-28,26.0,,
1987-04-29,25.88,,
1987-04-30,25.88,,
1987-05-01,25.94,,
1987-05-04,25.88,,
1987-05-05,26.0,,
1987-05-06,26.0,,
1987-05-07,26.25,,
1987-05-08,26.44,,
1987-05-11,26.0,,
1987-05-12,25.94,,
1987-05-13,25.75,,
1987-05-14,25.63,,
1987-05-15,25.44,,
1987-05-18,25.13,,
1987-05-19,24.5,,
1987-05-20,24.44,,
1987-05-21,24.44,,
1987-05-22,25.38,,
1987-05-26,25.63,,
1987-05-27,26.13,,
1987-05-28,25.88,,
1987-05-29,26.0,,
1987-06-01,25.25,,
1987-06-02,25.25,,
1987-06-03,24.5,,
1987-06-04,24.88,,
1987-06-05,25.38,,
1987-06-08,25.5,,
1987-06-09,25.25,,
1987-06-10,25.63,,
1987-06-11,25.88,,
1987-06-12,25.88,,
1987-06-15,26.0,,
1987-06-16,25.88,,
1987-06-17,25.75,,
1987-06-18,25.75,,
1987-06-19,26.38,,
1987-06-22,26.13,,
1987-06-23,26.0,,
1987-06-24,25.75,,
1987-06-25,26.13,,
1987-06-26,25.88,,
1987-06-29,25.63,,
1987-06-30,25.63,,
1987-07-01,25.38,,
1987-07-02,25.88,,
1987-07-06,25.5,,
1987-07-07,25.25,,
1987-07-08,25.25,,
1987-07-09,25.25,,
1987-07-10,24.88,,
1987-07-13,25.0,,
1987-07-14,25.13,,
1987-07-15,25.13,,
1987-07-16,24.88,,
1987-07-17,24.88,,
1987-07-20,24.75,,
1987-07-21,24.5,,
1987-07-22,24.13,,
1987-07-23,24.13,,
1987-07-24,24.25,,
1987-07-27,24.5,,
1987-07-28,24.38,,
1987-07-29,24.25,,
1987-07-30,24.63,,
1987-07-31,24.75,,
1987-08-03,24.25,,
1987-08-04,24.63,,
1987-08-05,25.13,,
1987-08-06,25.75,,
1987-08-07,25.75,,
1987-08-10,25.75,,
1987-08-11,26.0,,
1987-08-12,26.13,,
1987-08-13,26.38,,
1987-08-14,27.0,,
1987-08-17,27.25,,
1987-08-18,26.75,,
1987-08-19,26.63,,
1987-08-20,26.63,,
1987-08-21,26.13,,
1987-08-24,26.0,,
1987-08-25,26.25,,
1987-08-26,25.88,,
1987-08-27,25.88,,
1987-08-28,26.0,,
1987-08-31,26.0,,
1987-09-01,24.75,,
1987-09-02,24.5,,
1987-09-03,25.0,,
1987-09-04,24.5,,
1987-09-08,24.5,,
1987-09-09,24.63,,
1987-09-10,24.88,,
1987-09-11,24.63,,
1987-09-14,24.63,,
1987-09-15,24.38,,
1987-09-16,24.5,,
1987-09-17,24.25,,
1987-09-18,24.88,,
1987-09-21,24.75,,
1987-09-22,25.13,,
1987-09-23,27.5,,
1987-09-24,24.5,,
1987-09-25,24.25,,
1987-09-28,24.5,,
1987-09-29,24.88,,
1987-09-30,24.75,,
1987-10-01,24.88,,
1987-10-02,25.13,,
1987-10-05,25.38,,
1987-10-06,25.25,,
1987-10-07,25.63,,
1987-10-08,25.63,,
1987-10-09,25.38,,
1987-10-12,24.88,,
1987-10-13,25.5,,
1987-10-14,25.38,,
1987-10-15,25.25,,
1987-10-16,24.38,,
1987-10-19,20.38,,
1987-10-20,22.0,,
1987-10-21,23.25,,
1987-10-22,23.25,,
1987-10-23,24.75,,
1987-10-26,23.88,,
1987-10-27,23.5,,
1987-10-28,24.0,,
1987-10-29,23.63,,
1987-10-30,23.88,,
1987-11-02,23.5,,
1987-11-03,23.25,,
1987-11-04,23.88,,
1987-11-05,24.5,,
1987-11-06,24.75,,
1987-11-09,24.5,,
1987-11-10,24.25,,
1987-11-11,24.0,,
1987-11-12,24.13,,
1987-11-13,24.0,,
1987-11-16,24.38,,
1987-11-17,24.13,,
1987-11-18,24.63,,
1987-11-19,24.13,,
1987-11-20,24.5,,
1987-11-23,24.5,,
1987-11-24,24.13,,
1987-11-25,24.38,,
1987-11-27,24.13,,
1987-11-30,23.0,,
1987-12-01,23.13,,
1987-12-02,23.0,,
1987-12-03,22.88,,
1987-12-04,23.0,,
1987-12-07,22.5,,
1987-12-08,22.63,,
1987-12-09,22.88,,
1987-12-10,22.75,,
1987-12-11,22.63,,
1987-12-14,22.5,,
1987-12-15,22.75,,
1987-12-16,22.88,,
1987-12-17,23.0,,
1987-12-18,23.88,,
1987-12-21,23.0,,
1987-12-22,22.5,,
1987-12-23,22.75,,
1987-12-24,22.88,,
1987-12-28,22.88,,
1987-12-29,22.75,,
1987-12-30,22.63,,
1987-12-31,22.63,,
1988-01-04,23.75,,
1988-01-05,23.75,,
1988-01-06,23.75,,
1988-01-07,24.13,,
1988-01-08,23.5,,
1988-01-11,23.5,,
1988-01-12,23.38,,
1988-01-13,23.88,,
1988-01-14,23.5,,
1988-01-15,23.5,,
1988-01-18,24.0,,
1988-01-19,23.75,,
1988-01-20,24.38,,
1988-01-21,24.38,,
1988-01-22,25.38,,
1988-01-25,25.5,,
1988-01-26,25.63,,
1988-01-27,25.75,,
1988-01-28,26.13,,
1988-01-29,26.25,,
1988-02-01,26.25,,
1988-02-02,26.38,,
1988-02-03,26.25,,
1988-02-04,25.75,,
1988-02-05,26.25,,
1988-02-08,26.13,,
1988-02-09,26.13,,
1988-02-10,26.25,,
1988-02-11,26.38,,
1988-02-12,26.25,,
1988-02-16,26.13,,
1988-02-17,26.13,,
1988-02-18,26.38,,
1988-02-19,26.38,,
1988-02-22,26.5,,
1988-02-23,26.25,,
1988-02-24,26.0,,
1988-02-25,25.5,,
1988-02-26,25.25,,
1988-02-29,25.13,,
1988-03-01,24.88,,
1988-03-02,24.88,,
1988-03-03,25.0,,
1988-03-04,24.75,,
1988-03-07,24.38,,
1988-03-08,24.5,,
1988-03-09,24.5,,
1988-03-10,24.13,,
1988-03-11,24.13,,
1988-03-14,23.88,,
1988-03-15,24.25,,
1988-03-16,24.38,,
1988-03-17,24.63,,
1988-03-18,24.63,,
1988-03-21,23.88,,
1988-03-22,24.25,,
1988-03-23,24.25,,
1988-03-24,24.0,,
1988-03-25,24.13,,
1988-03-28,24.0,,
1988-03-29,23.88,,
1988-03-30,23.75,,
1988-03-31,23.63,,
1988-04-04,23.25,,
1988-04-05,23.88,,
1988-04-06,24.13,,
1988-04-07,24.5,,
1988-04-08,24.88,,
1988-04-11,25.0,,
1988-04-12,24.75,,
1988-04-13,24.75,,
1988-04-14,24.13,,
1988-04-15,24.0,,
1988-04-18,23.88,,
1988-04-19,23.63,,
1988-04-20,23.5,,
1988-04-21,23.63,,
1988-04-22,23.38,,
1988-04-25,23.88,,
1988-04-26,23.63,,
1988-04-27,23.88,,
1988-04-28,23.88,,
1988-04-29,24.13,,
1988-05-02,24.0,,
1988-05-03,23.63,,
1988-05-04,24.13,,
1988-05-05,24.13,,
1988-05-06,24.0,,
1988-05-09,23.88,,
1988-05-10,24.13,,
1988-05-11,24.0,,
1988-05-12,24.0,,
1988-05-13,24.5,,
1988-05-16,24.5,,
1988-05-17,24.13,,
1988-05-18,24.0,,
1988-05-19,23.88,,
1988-05-20,24.0,,
1988-05-23,24.0,,
1988-05-24,24.0,,
1988-05-25,23.75,,
1988-05-26,24.0,,
1988-05-27,23.88,,
1988-05-31,24.38,,
1988-06-01,25.0,,
1988-06-02,24.63,,
1988-06-03,24.63,,
1988-06-06,24.75,,
1988-06-07,24.63,,
1988-06-08,24.5,,
1988-06-09,24.63,,
1988-06-10,24.63,,
1988-06-13,24.25,,
1988-06-14,24.25,,
1988-06-15,24.25,,
1988-06-16,24.38,,
1988-06-17,24.38,,
1988-06-20,24.38,,
1988-06-21,24.38,,
1988-06-22,24.88,,
1988-06-23,24.5,,
1988-06-24,24.5,,
1988-06-27,24.5,,
1988-06-28,24.5,,
1988-06-29,24.38,,
1988-06-30,24.38,,
1988-07-01,25.0,,
1988-07-05,25.0,,
1988-07-06,24.63,,
1988-07-07,24.63,,
1988-07-08,24.5,,
1988-07-11,24.38,,
1988-07-12,24.63,,
1988-07-13,24.75,,
1988-07-14,24.75,,
1988-07-15,24.63,,
1988-07-18,24.5,,
1988-07-19,24.5,,
1988-07-20,24.5,,
1988-07-21,24.13,,
1988-07-22,23.88,,
