date,INCY,dcf,Deviation
2002-12-18,4.97,5.163652075785472,-0.03750292873014971
2002-12-19,4.93,5.213652075785473,-0.05440563959050504
2002-12-20,4.98,5.373652075785473,-0.0732559663770066
2002-12-23,5.14,5.243652075785472,-0.01976715355775127
2002-12-24,5.01,5.233652075785472,-0.042733462703843705
2002-12-26,5.0,4.833652075785473,0.03441454238046204
2002-12-27,4.6,4.633652075785473,-0.007262538325078838
2002-12-30,4.4,4.793652075785473,-0.08211945079910077
2002-12-31,4.56,5.240162900761094,-0.12979804514518156
2003-01-02,4.9,5.210162900761094,-0.059530365301204924
2003-01-03,4.87,5.340162900761094,-0.08804280122130448
2003-01-06,5.0,5.090162900761094,-0.01771316606539497
2003-01-07,4.75,4.520162900761093,0.050847083232377965
2003-01-08,4.18,4.8001629007610935,-0.12919621970803608
2003-01-09,4.46,5.080162900761094,-0.12207539657206323
2003-01-10,4.74,5.310162900761093,-0.10737201690731046
2003-01-13,4.97,5.430162900761093,-0.08474200667103327
2003-01-14,5.09,5.650162900761094,-0.09914101780775886
2003-01-15,5.31,5.5501629007610935,-0.043271324653941345
2003-01-16,5.21,5.290162900761094,-0.015153200811559242
2003-01-17,4.95,5.440162900761094,-0.09010077633750979
2003-01-21,5.1,5.290162900761094,-0.03594651135104654
2003-01-22,4.95,5.310162900761093,-0.06782520752978627
2003-01-23,4.97,4.900162900761094,0.014251995424082509
2003-01-24,4.56,4.820162900761094,-0.05397388140554649
2003-01-27,4.48,4.860162900761094,-0.07822019724926521
2003-01-28,4.52,4.890162900761093,-0.07569541307171634
2003-01-29,4.55,4.750162900761094,-0.042138112932721294
2003-01-30,4.41,4.700162900761094,-0.061734647689361544
2003-01-31,4.36,4.660162900761094,-0.06441038803859656
2003-02-03,4.32,4.650162900761094,-0.07100028704522499
2003-02-04,4.31,4.670162900761094,-0.07711998669305486
2003-02-05,4.33,4.540162900761094,-0.04628972690073807
2003-02-06,4.2,4.170162900761094,0.00715490016791942
2003-02-07,3.83,4.340162900761094,-0.11754464346756
2003-02-10,4.0,4.380162900761094,-0.0867919548597238
2003-02-11,4.04,4.190162900761094,-0.035837007848505964
2003-02-12,3.85,4.240162900761094,-0.09201601681177418
2003-02-13,3.9,4.140162900761093,-0.05800808000017199
2003-02-14,3.8,4.270162900761093,-0.11010420719015046
2003-02-18,3.93,4.250162900761094,-0.07532955988669532
2003-02-19,3.91,4.100162900761093,-0.04637935256811243
2003-02-20,3.76,4.090162900761094,-0.08072121056588166
2003-02-21,3.75,3.740162900761094,0.0026301258795182747
2003-02-24,3.4,3.930162900761094,-0.1348959099528484
2003-02-25,3.59,3.830162900761094,-0.06270305127580111
2003-02-26,3.49,3.8401629007610936,-0.09118438717578714
2003-02-27,3.5,3.720162900761094,-0.059180983906928275
2003-02-28,3.38,3.580162900761094,-0.05590888077147049
2003-03-03,3.24,3.490162900761094,-0.0716765686514349
2003-03-04,3.15,3.4601629007610937,-0.08963823659656911
2003-03-05,3.12,3.3001629007610935,-0.054592123534127235
2003-03-06,2.96,3.2701629007610937,-0.09484631505326746
2003-03-07,2.93,3.3401629007610936,-0.12279727454838596
2003-03-10,3.0,3.3801629007610936,-0.11246881050481161
2003-03-11,3.04,3.330162900761094,-0.08713174382393674
2003-03-12,2.99,3.4801629007610937,-0.14084481523950998
2003-03-13,3.14,3.6501629007610936,-0.13976442000841105
2003-03-14,3.31,4.270162900761093,-0.2248539278419468
2003-03-17,3.93,3.8001629007610935,0.034166193036857084
2003-03-18,3.46,3.4801629007610937,-0.005793665795553515
2003-03-19,3.14,3.620162900761094,-0.1326357166579839
2003-03-20,3.28,3.4201629007610936,-0.04098135230047173
2003-03-21,3.08,3.2701629007610937,-0.05815089539326479
2003-03-24,2.93,3.220162900761094,-0.0901081435018436
2003-03-25,2.88,3.0701629007610935,-0.061939026334385194
2003-03-26,2.73,3.390162900761094,-0.19472896143512364
2003-03-27,3.05,3.3401629007610936,-0.08687088306231316
2003-03-28,3.0,3.330162900761094,-0.09914316824730607
2003-03-31,2.99,3.154190705360508,-0.052054780670511724
2003-04-01,3.0,3.194190705360508,-0.06079496287889641
2003-04-02,3.04,3.394190705360508,-0.10435203443375407
2003-04-03,3.24,3.2941907053605077,-0.01645038499814999
2003-04-04,3.14,3.254190705360508,-0.03509035446890252
2003-04-07,3.1,3.184190705360508,-0.026440220813023108
2003-04-08,3.03,3.0841907053605078,-0.017570478137529322
2003-04-09,2.93,2.924190705360508,0.001986633302965668
2003-04-10,2.77,2.824190705360508,-0.019188047484771542
2003-04-11,2.67,2.844190705360508,-0.06124438316748837
2003-04-14,2.69,2.854190705360508,-0.05752618598755099
2003-04-15,2.7,2.844190705360508,-0.05069656724802185
2003-04-16,2.69,2.874190705360508,-0.06408437165181247
2003-04-17,2.72,2.964190705360508,-0.08238022773599152
2003-04-21,2.81,3.104190705360508,-0.09477211076383973
2003-04-22,2.95,3.234190705360508,-0.08787073220186925
2003-04-23,3.08,3.204190705360508,-0.03875883702950034
2003-04-24,3.05,3.354190705360508,-0.0906897466725326
2003-04-25,3.2,3.5641907053605077,-0.10218047671039832
2003-04-28,3.41,3.504190705360508,-0.026879446148983965
2003-04-29,3.35,3.5841907053605078,-0.0653399120226088
2003-04-30,3.43,3.574190705360508,-0.040342196946641096
2003-05-01,3.42,3.754190705360508,-0.08901804186008089
2003-05-02,3.6,3.924190705360508,-0.08261339208557272
2003-05-05,3.77,3.854190705360508,-0.02184393866224965
2003-05-06,3.7,3.7741907053605077,-0.019657381185093303
2003-05-07,3.62,3.684190705360508,-0.017423285191808913
2003-05-08,3.53,3.594190705360508,-0.017859571353509907
2003-05-09,3.44,3.634190705360508,-0.05343437400631523
2003-05-12,3.48,3.514190705360508,-0.009729325533857303
2003-05-13,3.36,3.644190705360508,-0.0779845865208072
2003-05-14,3.49,3.7941907053605077,-0.08017275065555896
2003-05-15,3.64,4.054190705360508,-0.102163596994305
2003-05-16,3.9,4.004190705360508,-0.02602041536658717
2003-05-19,3.85,4.204190705360508,-0.084247059703762
2003-05-20,4.05,4.274190705360508,-0.05245219991689598
2003-05-21,4.12,4.544190705360508,-0.0933479100822322
2003-05-22,4.39,4.754190705360508,-0.07660414315098285
2003-05-23,4.6,5.454190705360508,-0.156611814933605
2003-05-27,5.3,5.144190705360508,0.030288397838192704
2003-05-28,4.99,5.044190705360508,-0.010743191232424842
2003-05-29,4.89,5.174190705360508,-0.05492466774873306
2003-05-30,5.02,5.214190705360508,-0.03724273167854575
2003-06-02,5.06,5.024190705360508,0.007127375678890102
2003-06-03,4.87,5.304190705360508,-0.08185804950823261
2003-06-04,5.15,6.004190705360508,-0.14226575191855428
2003-06-05,5.85,6.044190705360508,-0.03212848747281971
2003-06-06,5.89,5.834190705360508,0.00956590167479665
2003-06-09,5.68,5.874190705360508,-0.0330582909375583
2003-06-10,5.72,6.144190705360508,-0.06903931301976385
2003-06-11,5.99,6.044190705360508,-0.008965750420887098
2003-06-12,5.89,5.854190705360508,0.006116865070128652
2003-06-13,5.7,6.084190705360508,-0.06314573687212255
2003-06-16,5.93,5.754190705360508,0.030553261725529968
2003-06-17,5.6,5.604190705360508,-0.0007477806485955973
2003-06-18,5.45,5.154190705360508,0.05739199644511461
2003-06-19,5.0,4.884190705360508,0.023711050944916767
2003-06-20,4.73,4.594190705360508,0.029561092115969467
2003-06-23,4.44,4.734190705360508,-0.062141709886633034
2003-06-24,4.58,5.004190705360508,-0.08476709428881546
2003-06-25,4.85,5.294190705360508,-0.08390153095746133
2003-06-26,5.14,4.884190705360508,0.052374960371374346
2003-06-27,4.73,5.014190705360508,-0.056677282947513064
2003-06-30,4.86,4.93,-0.014198782961460377
2003-07-01,4.93,5.26,-0.06273764258555137
2003-07-02,5.26,5.24,0.003816793893129722
2003-07-03,5.24,5.83,-0.10120068610634647
2003-07-07,5.83,5.82,0.0017182130584192379
2003-07-08,5.82,6.06,-0.03960396039603953
2003-07-09,6.06,5.88,0.030612244897959107
2003-07-10,5.88,6.05,-0.028099173553719048
2003-07-11,6.05,6.24,-0.030448717948718063
2003-07-14,6.24,6.28,-0.006369426751592355
2003-07-15,6.28,6.06,0.03630363036303641
2003-07-16,6.06,6.0,0.010000000000000009
2003-07-17,6.0,5.95,0.008403361344537785
2003-07-18,5.95,5.7,0.04385964912280693
2003-07-21,5.7,5.75,-0.008695652173912993
2003-07-22,5.75,5.7,0.00877192982456143
2003-07-23,5.7,5.5,0.036363636363636376
2003-07-24,5.5,5.54,-0.0072202166064981865
2003-07-25,5.54,5.74,-0.03484320557491294
2003-07-28,5.74,5.77,-0.005199306759098632
2003-07-29,5.77,5.29,0.09073724007561434
2003-07-30,5.29,5.25,0.007619047619047636
2003-07-31,5.25,4.97,0.05633802816901423
2003-08-01,4.97,4.92,0.010162601626016121
2003-08-04,4.92,4.45,0.10561797752808988
2003-08-05,4.45,4.02,0.10696517412935336
2003-08-06,4.02,4.03,-0.002481389578163906
2003-08-07,4.03,3.89,0.03598971722365052
2003-08-08,3.89,3.99,-0.02506265664160401
2003-08-11,3.99,4.15,-0.03855421686746996
2003-08-12,4.15,3.41,0.21700879765395897
2003-08-13,3.41,3.82,-0.10732984293193715
2003-08-14,3.82,3.8,0.0052631578947368585
2003-08-15,3.8,4.19,-0.09307875894988082
2003-08-18,4.19,4.39,-0.04555808656036431
2003-08-19,4.39,4.26,0.030516431924882514
2003-08-20,4.26,4.49,-0.051224944320712784
2003-08-21,4.49,4.36,0.029816513761467878
2003-08-22,4.36,3.96,0.101010101010101
2003-08-25,3.96,3.9,0.01538461538461533
2003-08-26,3.9,3.9,0.0
2003-08-27,3.9,3.91,-0.002557544757033292
2003-08-28,3.91,3.96,-0.012626262626262541
2003-08-29,3.96,3.99,-0.007518796992481258
2003-09-02,3.99,3.93,0.01526717557251911
2003-09-03,3.93,4.0,-0.01749999999999996
2003-09-04,4.0,4.02,-0.004975124378109319
2003-09-05,4.02,4.99,-0.1943887775551103
2003-09-08,4.99,5.35,-0.06728971962616814
2003-09-09,5.35,5.1,0.0490196078431373
2003-09-10,5.1,4.9,0.04081632653061207
2003-09-11,4.9,5.05,-0.02970297029702962
2003-09-12,5.05,5.14,-0.017509727626459082
2003-09-15,5.14,5.05,0.017821782178217838
2003-09-16,5.05,4.91,0.02851323828920571
2003-09-17,4.91,4.9,0.0020408163265306367
2003-09-18,4.9,5.15,-0.04854368932038833
2003-09-19,5.15,4.89,0.053169734151329306
2003-09-22,4.89,4.94,-0.010121457489878694
2003-09-23,4.94,5.23,-0.055449330783938766
2003-09-24,5.23,4.83,0.08281573498964812
2003-09-25,4.83,4.54,0.0638766519823788
2003-09-26,4.54,4.79,-0.05219206680584554
2003-09-29,4.79,4.63,0.03455723542116629
2003-09-30,4.63,4.921444622792937,-0.0592193238227563
2003-10-01,4.72,5.071444622792938,-0.06929872037119689
2003-10-02,4.87,4.401444622792938,0.10645490682323766
2003-10-03,4.2,4.761444622792937,-0.11791476479749718
2003-10-06,4.56,5.361444622792938,-0.14948296199606026
2003-10-07,5.16,5.201444622792938,-0.007967906187316798
2003-10-08,5.0,5.111444622792938,-0.021802960027383356
2003-10-09,4.91,5.211444622792937,-0.05784281415454928
2003-10-10,5.01,5.431444622792938,-0.07759346767973208
2003-10-13,5.23,5.321444622792938,-0.017184172583749047
2003-10-14,5.12,5.441444622792938,-0.05907339779706322
2003-10-15,5.24,5.461444622792937,-0.040546895205849864
2003-10-16,5.26,5.561444622792937,-0.05420257563250763
2003-10-17,5.36,5.571444622792938,-0.03795148962405759
2003-10-20,5.37,5.611444622792938,-0.04302717731762373
2003-10-21,5.41,5.5014446227929374,-0.0166219291591293
2003-10-22,5.3,5.5814446227929375,-0.05042504975210227
2003-10-23,5.38,5.511444622792937,-0.023849395537667073
2003-10-24,5.31,5.601444622792937,-0.05203026048084369
2003-10-27,5.4,5.571444622792938,-0.030772023128714743
2003-10-28,5.37,5.5014446227929374,-0.02389274668845187
2003-10-29,5.3,5.511444622792937,-0.03836464616164237
2003-10-30,5.31,5.481444622792937,-0.03127726987882662
2003-10-31,5.28,5.491444622792938,-0.03850437131156881
2003-11-03,5.29,5.701444622792938,-0.07216497747747752
2003-11-04,5.5,5.481444622792937,0.0033851253609142873
2003-11-05,5.28,5.611444622792938,-0.0590658279771048
2003-11-06,5.41,6.201444622792938,-0.12762262197489327
2003-11-07,6.0,5.951444622792938,0.008158586743982177
2003-11-10,5.75,5.691444622792938,0.010288315372965373
2003-11-11,5.49,6.111444622792938,-0.10168538883183675
2003-11-12,5.91,5.951444622792938,-0.006963792057177565
2003-11-13,5.75,5.561444622792937,0.03390402853860852
2003-11-14,5.36,5.451444622792938,-0.01677438351122562
2003-11-17,5.25,5.361444622792938,-0.02078630492967448
2003-11-18,5.16,5.481444622792937,-0.058642318752305966
2003-11-19,5.28,5.341444622792937,-0.011503371677905494
2003-11-20,5.14,5.381444622792937,-0.04486613534408712
2003-11-21,5.18,5.901444622792938,-0.12224881684164723
2003-11-24,5.7,6.031444622792938,-0.05495277558222156
2003-11-25,5.83,6.3714446227929376,-0.08497988366029208
2003-11-26,6.17,6.2514446227929374,-0.013028128329888422
2003-11-28,6.05,6.761444622792937,-0.1052208015421211
2003-12-01,6.56,7.021444622792937,-0.06571932808456549
2003-12-02,6.82,6.601444622792937,0.03310720451285043
2003-12-03,6.4,6.801444622792937,-0.05902343473438265
2003-12-04,6.6,6.451444622792938,0.023026684082851245
2003-12-05,6.25,6.351444622792937,-0.015971897547353398
2003-12-08,6.15,6.231444622792937,-0.013069942480919194
2003-12-09,6.03,6.0814446227929375,-0.008459276698849716
2003-12-10,5.88,6.6214446227929376,-0.11197626273889982
2003-12-11,6.42,6.7914446227929375,-0.05469302091433137
2003-12-12,6.59,6.401444622792938,0.029455129008801206
2003-12-15,6.2,6.661444622792938,-0.06927095381293857
2003-12-16,6.46,6.571444622792938,-0.016958922914208863
2003-12-17,6.37,6.571444622792938,-0.030654541635218302
2003-12-18,6.37,6.341444622792937,0.004502976672606573
2003-12-19,6.14,6.571444622792938,-0.06565445614446486
2003-12-22,6.37,6.851444622792937,-0.07026906722580795
2003-12-23,6.65,6.851444622792937,-0.029401773477491733
2003-12-24,6.65,6.811444622792937,-0.023701965109236833
2003-12-26,6.61,7.031444622792938,-0.059937131756224615
2003-12-29,6.83,7.111444622792938,-0.03957629394889439
2003-12-30,6.91,7.0414446227929375,-0.018667280626968985
2003-12-31,6.84,7.236119043282097,-0.05474191910231885
2004-01-02,6.82,7.696119043282097,-0.11383907114155889
2004-01-05,7.28,7.766119043282098,-0.06259484828559303
2004-01-06,7.35,8.016119043282098,-0.0830974489881533
2004-01-07,7.6,8.586119043282098,-0.11485038098250588
2004-01-08,8.17,8.996119043282098,-0.09183060376452079
2004-01-09,8.58,8.906119043282096,-0.036617413454414605
2004-01-12,8.49,9.006119043282098,-0.057307597290431556
2004-01-13,8.59,9.776119043282097,-0.12132821194491983
2004-01-14,9.36,9.306119043282097,0.0057898417661870205
2004-01-15,8.89,9.806119043282097,-0.09342320231261159
2004-01-16,9.39,9.896119043282097,-0.05114318462303369
2004-01-20,9.48,9.876119043282099,-0.04010877567859461
2004-01-21,9.46,9.186119043282098,0.02981465354710333
2004-01-22,8.77,9.766119043282098,-0.10199742997883143
2004-01-23,9.35,10.316119043282097,-0.09365140507090586
2004-01-26,9.9,9.826119043282096,0.007518833874541109
2004-01-27,9.41,9.316119043282097,0.010077260314272252
2004-01-28,8.9,9.096119043282098,-0.021560738414801217
2004-01-29,8.68,9.336119043282098,-0.07027749327534716
2004-01-30,8.92,10.126119043282099,-0.1191097041350967
2004-02-02,9.71,9.836119043282098,-0.012822033032249047
2004-02-03,9.42,9.156119043282096,0.028820175389868252
2004-02-04,8.74,9.136119043282097,-0.043357473934555135
2004-02-05,8.72,9.286119043282097,-0.06096400882257125
2004-02-06,8.87,9.506119043282098,-0.06691679752649837
2004-02-09,9.09,9.816119043282097,-0.07397211057449782
2004-02-10,9.4,9.626119043282099,-0.023490156548593988
2004-02-11,9.21,8.726119043282097,0.055452023324209065
2004-02-12,8.31,8.606119043282098,-0.034407965052870915
2004-02-13,8.19,8.766119043282098,-0.06572110650534757
2004-02-17,8.35,8.756119043282098,-0.046381169702538805
2004-02-18,8.34,8.786119043282097,-0.05077543806138185
2004-02-19,8.37,8.676119043282098,-0.03528294641359564
2004-02-20,8.26,8.396119043282097,-0.016212138320145453
2004-02-23,7.98,8.576119043282096,-0.069509184780854
2004-02-24,8.16,8.696119043282097,-0.06165037996993139
2004-02-25,8.28,8.776119043282097,-0.05653057357532831
2004-02-26,8.36,9.056119043282097,-0.0768672584751946
2004-02-27,8.64,9.146119043282097,-0.055337027747724865
2004-03-01,8.73,9.126119043282099,-0.04340498314819696
2004-03-02,8.71,9.446119043282097,-0.07792819886232649
2004-03-03,9.03,9.766119043282098,-0.07537477681970906
2004-03-04,9.35,9.876119043282099,-0.053271840991019004
2004-03-05,9.46,9.426119043282098,0.0035943697042579714
2004-03-08,9.01,9.096119043282098,-0.009467668889590941
2004-03-09,8.68,8.836119043282098,-0.01766828202714088
2004-03-10,8.42,8.666119043282098,-0.02840014567684568
2004-03-11,8.25,9.106119043282098,-0.09401579742290833
2004-03-12,8.69,8.266119043282098,0.05127931917002715
2004-03-15,7.85,8.146119043282097,-0.03635093493094721
2004-03-16,7.73,8.956119043282095,-0.13690294170462103
2004-03-17,8.54,8.866119043282097,-0.03678261499649049
2004-03-18,8.45,8.786119043282097,-0.038255689642527235
2004-03-19,8.37,8.456119043282095,-0.010184227875849605
2004-03-22,8.04,8.276119043282097,-0.028530165171290145
2004-03-23,7.86,8.026119043282097,-0.020697306180767372
2004-03-24,7.61,8.416119043282098,-0.0957827520186465
2004-03-25,8.0,8.346119043282098,-0.04147065737825695
2004-03-26,7.93,8.646119043282097,-0.08282548964422487
2004-03-29,8.23,8.876119043282099,-0.0727929673015274
2004-03-30,8.46,8.726119043282097,-0.030496838510009838
2004-03-31,8.31,10.09006318571645,-0.17641744684377358
2004-04-01,8.22,10.440063185716449,-0.21264844342645584
2004-04-02,8.57,10.360063185716449,-0.17278496797050735
2004-04-05,8.49,10.40006318571645,-0.18365880587530936
2004-04-06,8.53,10.280063185716449,-0.17023856313918972
2004-04-07,8.41,9.960063185716448,-0.1556278466123957
2004-04-08,8.09,9.82006318571645,-0.17617638023275384
2004-04-12,7.95,9.450063185716449,-0.1587357836912413
2004-04-13,7.58,9.520063185716449,-0.20378679719555304
2004-04-14,7.65,9.50006318571645,-0.1947421979780154
2004-04-15,7.63,9.90006318571645,-0.2292978482189525
2004-04-16,8.03,10.130063185716448,-0.20730997894243852
2004-04-19,8.26,9.73006318571645,-0.15108464946810163
2004-04-20,7.86,9.960063185716448,-0.21084837983037208
2004-04-21,8.09,10.130063185716448,-0.20138701489966715
2004-04-22,8.26,9.870063185716448,-0.16312592487213928
2004-04-23,8.0,10.110063185716449,-0.20870919864255222
2004-04-26,8.24,10.14006318571645,-0.18738178953292195
2004-04-27,8.27,9.65006318571645,-0.14301079269192263
2004-04-28,7.78,9.610063185716449,-0.19043196182481847
2004-04-29,7.74,9.82006318571645,-0.2118176987640933
2004-04-30,7.95,9.620063185716448,-0.17360210151177624
2004-05-03,7.75,9.17006318571645,-0.1548586042382325
2004-05-04,7.3,9.720063185716448,-0.24897607551283318
2004-05-05,7.85,9.40006318571645,-0.1648992304723862
2004-05-06,7.53,9.17006318571645,-0.17884971482759882
2004-05-07,7.3,8.930063185716449,-0.18253657917266697
2004-05-10,7.06,9.08006318571645,-0.22247237099562756
2004-05-11,7.21,9.350063185716449,-0.2288822164309755
2004-05-12,7.48,9.190063185716449,-0.18607741330596017
2004-05-13,7.32,8.940063185716449,-0.181213840670033
2004-05-14,7.07,8.66006318571645,-0.18360872797545336
2004-05-17,6.79,8.870063185716448,-0.23450376194230438
2004-05-18,7.0,8.66006318571645,-0.19169180987668644
2004-05-19,6.79,8.58006318571645,-0.20863053650891916
2004-05-20,6.71,8.64006318571645,-0.22338530913838517
2004-05-21,6.77,8.680063185716449,-0.22005176055164777
2004-05-24,6.81,8.89006318571645,-0.2339761981735362
2004-05-25,7.02,9.34006318571645,-0.24839908891242524
2004-05-26,7.47,9.360063185716449,-0.20192846439334988
2004-05-27,7.49,9.040063185716448,-0.17146596808809822
2004-05-28,7.17,9.040063185716448,-0.20686395075990183
2004-06-01,7.17,9.350063185716449,-0.23316026238697574
2004-06-02,7.48,9.120063185716448,-0.1798302437514976
2004-06-03,7.25,9.07006318571645,-0.200667090013517
2004-06-04,7.2,9.120063185716448,-0.210531785429249
2004-06-07,7.25,9.16006318571645,-0.20852074346985572
2004-06-08,7.29,8.870063185716448,-0.17813437769652418
2004-06-09,7.0,8.800063185716448,-0.20455116602323553
2004-06-10,6.93,8.470063185716448,-0.18182428536230344
2004-06-14,6.6,8.67006318571645,-0.23875987306837487
2004-06-15,6.8,8.860063185716449,-0.23251111674209424
2004-06-16,6.99,8.610063185716449,-0.18815926791385584
2004-06-17,6.74,8.58006318571645,-0.21445799942122468
2004-06-18,6.71,8.470063185716448,-0.2077981175730239
2004-06-21,6.6,8.510063185716449,-0.22444759151992644
2004-06-22,6.64,8.92006318571645,-0.25561065412266104
2004-06-23,7.05,8.970063185716448,-0.21405235904847097
2004-06-24,7.1,8.83006318571645,-0.19592874358079426
2004-06-25,6.96,8.89006318571645,-0.21710342720819553
2004-06-28,7.02,9.270063185716449,-0.24272360831190498
2004-06-29,7.4,9.510063185716449,-0.22187688393970273
2004-06-30,7.64,9.561132085840685,-0.20093144499967075
2004-07-01,7.46,9.721132085840683,-0.23259966698057066
2004-07-02,7.62,9.321132085840684,-0.1825027335922852
2004-07-06,7.22,9.171132085840684,-0.21274713607636708
2004-07-07,7.07,8.841132085840684,-0.20032865346251305
2004-07-08,6.74,8.901132085840684,-0.24279294644761718
2004-07-09,6.8,8.561132085840685,-0.20571252355204672
2004-07-12,6.46,8.801132085840683,-0.26600351670748257
2004-07-13,6.7,8.861132085840683,-0.2438889370912306
2004-07-14,6.76,8.801132085840683,-0.23191699271556998
2004-07-15,6.7,8.451132085840683,-0.20720680591119733
2004-07-16,6.35,8.371132085840683,-0.2414407113775351
2004-07-19,6.27,8.601132085840684,-0.27102619313081233
2004-07-20,6.5,8.371132085840683,-0.2235219880242485
2004-07-21,6.27,8.281132085840683,-0.24285714380517787
2004-07-22,6.18,7.921132085840684,-0.2198084903738725
2004-07-23,5.82,7.601132085840684,-0.23432458030278924
2004-07-26,5.5,7.8611320858406835,-0.3003552236571
2004-07-27,5.76,7.841132085840684,-0.265412195975979
2004-07-28,5.74,8.011132085840684,-0.28349702158260603
2004-07-29,5.91,8.231132085840684,-0.28199427024546597
2004-07-30,6.13,8.141132085840683,-0.24703346716834484
2004-08-02,6.04,7.951132085840683,-0.24035974565735274
2004-08-03,5.85,8.181132085840684,-0.2849400378066552
2004-08-04,6.08,7.911132085840683,-0.231462711780282
2004-08-05,5.81,7.701132085840683,-0.24556546553950465
2004-08-06,5.6,7.701132085840683,-0.27283418365253453
2004-08-09,5.6,7.831132085840683,-0.2849054340271887
2004-08-10,5.73,8.051132085840683,-0.28829884556518426
2004-08-11,5.95,7.551132085840684,-0.21203868077516563
2004-08-12,5.45,7.591132085840684,-0.28205701885156476
2004-08-13,5.49,7.801132085840684,-0.29625598700417677
2004-08-16,5.7,8.021132085840684,-0.289377117967932
2004-08-17,5.92,8.381132085840683,-0.29365150920346283
2004-08-18,6.28,8.351132085840684,-0.24800614629868933
2004-08-19,6.25,8.791132085840683,-0.28905629684867584
2004-08-20,6.69,8.491132085840684,-0.21211919301598736
2004-08-23,6.39,8.751132085840684,-0.2698087587617368
2004-08-24,6.65,9.071132085840684,-0.2669051737897058
2004-08-25,6.97,8.821132085840684,-0.20985198587061693
2004-08-26,6.72,9.201132085840683,-0.2696550883840495
2004-08-27,7.1,8.871132085840683,-0.19965119093059247
2004-08-30,6.77,8.931132085840684,-0.24197739604220148
2004-08-31,6.83,9.071132085840684,-0.2470620055614572
2004-09-01,6.97,9.121132085840683,-0.23584047085339588
2004-09-02,7.02,9.201132085840683,-0.23705040482976603
2004-09-03,7.1,9.741132085840684,-0.2711319446822539
2004-09-07,7.64,9.831132085840684,-0.22287688403622086
2004-09-08,7.73,10.041132085840683,-0.23016648581883337
2004-09-09,7.94,10.281132085840683,-0.22771150747736446
2004-09-10,8.18,10.561132085840685,-0.22546182232045653
2004-09-13,8.46,10.841132085840684,-0.2196386933566299
2004-09-14,8.74,10.851132085840684,-0.19455408607507751
2004-09-15,8.75,10.541132085840683,-0.16991837985282543
2004-09-16,8.44,10.731132085840684,-0.21350329746325136
2004-09-17,8.63,11.031132085840683,-0.217668691405003
2004-09-20,8.93,11.711132085840683,-0.23747764652088632
2004-09-21,9.61,11.311132085840685,-0.1503945027721998
2004-09-22,9.21,11.261132085840684,-0.1821426185400754
2004-09-23,9.16,11.151132085840684,-0.17855873919464682
2004-09-24,9.05,10.911132085840684,-0.17057185919835616
2004-09-27,8.81,11.271132085840684,-0.21835713281476588
2004-09-28,9.17,11.471132085840683,-0.2006020041109169
2004-09-29,9.37,11.731132085840684,-0.2012706078632035
2004-09-30,9.63,10.998913466546062,-0.12445897230755598
2004-10-01,9.92,12.038913466546065,-0.17600537394293403
2004-10-04,10.96,11.248913466546062,-0.025683677575197073
2004-10-05,10.17,11.808913466546063,-0.1387861356753105
2004-10-06,10.73,11.288913466546065,-0.04950994337961456
2004-10-07,10.21,11.368913466546061,-0.10193704701476147
2004-10-08,10.29,11.368913466546061,-0.09490031476806038
2004-10-11,10.29,11.498913466546062,-0.10513284320846228
2004-10-12,10.42,10.818913466546062,-0.03687186035636314
2004-10-13,9.74,10.738913466546062,-0.09301811302026819
2004-10-14,9.66,10.978913466546063,-0.12013151124334243
2004-10-15,9.9,11.108913466546063,-0.10882373601942674
2004-10-18,10.03,10.908913466546062,-0.08056837825704566
2004-10-19,9.83,11.078913466546062,-0.11272887637558382
2004-10-20,10.0,11.328913466546062,-0.11730281729755487
2004-10-21,10.25,11.338913466546062,-0.09603331657471015
2004-10-22,10.26,11.488913466546062,-0.10696515994523492
2004-10-25,10.41,11.238913466546062,-0.07375387923516097
2004-10-26,10.16,11.168913466546062,-0.09033228429676998
2004-10-27,10.09,11.128913466546063,-0.09335264126808751
2004-10-28,10.05,11.478913466546063,-0.12448159581570695
2004-10-29,10.4,11.458913466546063,-0.0924095874916524
2004-11-01,10.38,10.828913466546062,-0.04145507930531511
2004-11-02,9.75,10.588913466546062,-0.07922564191278658
2004-11-03,9.51,10.088913466546062,-0.057381150950068904
2004-11-04,9.01,10.668913466546062,-0.15549038538439997
2004-11-05,9.59,10.828913466546062,-0.11440792009036338
2004-11-08,9.75,11.158913466546062,-0.12625901892419222
2004-11-09,10.08,11.228913466546063,-0.10231742100150498
2004-11-10,10.15,11.488913466546062,-0.11653960754816117
2004-11-11,10.41,11.258913466546062,-0.07539923537634985
2004-11-12,10.18,11.198913466546063,-0.09098324311459416
2004-11-15,10.12,11.148913466546063,-0.09228822787381641
2004-11-16,10.07,11.128913466546063,-0.09514976189986535
2004-11-17,10.05,11.148913466546063,-0.09856686661381953
2004-11-18,10.07,11.078913466546062,-0.09106610224843636
2004-11-19,10.0,11.108913466546063,-0.09982195557517848
2004-11-22,10.03,11.148913466546063,-0.10036076339667765
2004-11-23,10.07,11.208913466546063,-0.10160783825704833
2004-11-24,10.13,11.238913466546062,-0.09866731956312969
2004-11-26,10.16,11.428913466546062,-0.11102660548269427
2004-11-29,10.35,11.348913466546062,-0.08801842304028706
2004-11-30,10.27,11.568913466546062,-0.11227618482082546
2004-12-01,10.49,11.758913466546062,-0.10791077510316771
