date,EFX,dcf,Deviation
2001-02-15,32.2,,
2001-02-16,32.2,,
2001-02-20,31.57,,
2001-02-21,31.44,,
2001-02-22,30.6,,
2001-02-23,30.29,,
2001-02-26,30.45,,
2001-02-27,30.8,,
2001-02-28,30.31,,
2001-03-01,30.76,,
2001-03-02,31.76,,
2001-03-05,31.25,,
2001-03-06,31.92,,
2001-03-07,31.45,,
2001-03-08,32.43,,
2001-03-09,32.45,,
2001-03-12,30.96,,
2001-03-13,30.51,,
2001-03-14,29.98,,
2001-03-15,30.24,,
2001-03-16,30.13,,
2001-03-19,30.16,,
2001-03-20,30.07,,
2001-03-21,29.5,,
2001-03-22,28.97,,
2001-03-23,30.19,,
2001-03-26,30.46,,
2001-03-27,30.81,,
2001-03-28,30.71,,
2001-03-29,31.59,,
2001-03-30,31.25,,
2001-04-02,30.99,,
2001-04-03,30.0,,
2001-04-04,29.9,,
2001-04-05,30.01,,
2001-04-06,29.95,,
2001-04-09,30.0,,
2001-04-10,30.5,,
2001-04-11,30.29,,
2001-04-12,30.02,,
2001-04-16,30.1,,
2001-04-17,30.47,,
2001-04-18,31.68,,
2001-04-19,31.75,,
2001-04-20,32.56,,
2001-04-23,32.0,,
2001-04-24,31.95,,
2001-04-25,32.42,,
2001-04-26,32.84,,
2001-04-27,33.0,,
2001-04-30,33.07,,
2001-05-01,32.99,,
2001-05-02,32.75,,
2001-05-03,32.8,,
2001-05-04,32.91,,
2001-05-07,33.0,,
2001-05-08,32.28,,
2001-05-09,32.45,,
2001-05-10,33.0,,
2001-05-11,33.26,,
2001-05-14,33.66,,
2001-05-15,32.99,,
2001-05-16,34.43,,
2001-05-17,34.94,,
2001-05-18,34.65,,
2001-05-21,34.65,,
2001-05-22,35.02,,
2001-05-23,33.5,,
2001-05-24,34.06,,
2001-05-25,34.33,,
2001-05-29,34.41,,
2001-05-30,34.23,,
2001-05-31,35.08,,
2001-06-01,35.0,,
2001-06-04,35.45,,
2001-06-05,36.05,,
2001-06-06,35.65,,
2001-06-07,35.9,,
2001-06-08,35.96,,
2001-06-11,35.72,,
2001-06-12,35.4,,
2001-06-13,35.67,,
2001-06-14,35.31,,
2001-06-15,35.92,,
2001-06-18,36.65,,
2001-06-19,37.81,,
2001-06-20,37.85,,
2001-06-21,38.2,,
2001-06-22,38.21,,
2001-06-25,37.35,,
2001-06-26,36.55,,
2001-06-27,36.78,,
2001-06-28,37.04,,
2001-06-29,36.68,,
2001-07-02,37.01,,
2001-07-03,37.1,,
2001-07-05,37.28,,
2001-07-06,36.76,,
2001-07-09,21.49,,
2001-07-10,21.25,,
2001-07-11,21.4,,
2001-07-12,22.26,,
2001-07-13,22.4,,
2001-07-16,22.5,,
2001-07-17,22.66,,
2001-07-18,22.88,,
2001-07-19,22.4,,
2001-07-20,22.99,,
2001-07-23,23.2,,
2001-07-24,22.96,,
2001-07-25,22.83,,
2001-07-26,23.2,,
2001-07-27,23.01,,
2001-07-30,23.3,,
2001-07-31,23.66,,
2001-08-01,23.7,,
2001-08-02,23.72,,
2001-08-03,23.83,,
2001-08-06,23.93,,
2001-08-07,24.18,,
2001-08-08,24.3,,
2001-08-09,24.95,,
2001-08-10,24.99,,
2001-08-13,24.62,,
2001-08-14,24.54,,
2001-08-15,24.99,,
2001-08-16,25.65,,
2001-08-17,25.73,,
2001-08-20,26.45,,
2001-08-21,25.61,,
2001-08-22,25.98,,
2001-08-23,26.14,,
2001-08-24,26.27,,
2001-08-27,27.0,,
2001-08-28,26.45,,
2001-08-29,26.7,,
2001-08-30,26.97,,
2001-08-31,26.03,,
2001-09-04,25.48,,
2001-09-05,25.33,,
2001-09-06,24.36,,
2001-09-07,23.78,,
2001-09-10,23.63,,
2001-09-17,22.4,,
2001-09-18,22.55,,
2001-09-19,21.92,,
2001-09-20,21.11,,
2001-09-21,20.47,,
2001-09-24,21.8,,
2001-09-25,22.03,,
2001-09-26,21.7,,
2001-09-27,21.8,,
2001-09-28,21.9,,
2001-10-01,21.8,,
2001-10-02,21.95,,
2001-10-03,22.44,,
2001-10-04,22.75,,
2001-10-05,22.94,,
2001-10-08,22.97,,
2001-10-09,22.89,,
2001-10-10,23.3,,
2001-10-11,23.98,,
2001-10-12,24.02,,
2001-10-15,23.54,,
2001-10-16,23.58,,
2001-10-17,23.15,,
2001-10-18,23.0,,
2001-10-19,23.35,,
2001-10-22,23.65,,
2001-10-23,23.98,,
2001-10-24,23.58,,
2001-10-25,23.4,,
2001-10-26,23.15,,
2001-10-29,22.9,,
2001-10-30,22.23,,
2001-10-31,22.36,,
2001-11-01,22.81,,
2001-11-02,22.8,,
2001-11-05,23.31,,
2001-11-06,23.7,,
2001-11-07,23.64,,
2001-11-08,23.4,,
2001-11-09,23.4,,
2001-11-12,23.44,,
2001-11-13,23.95,,
2001-11-14,24.59,,
2001-11-15,24.55,,
2001-11-16,24.49,,
2001-11-19,24.56,,
2001-11-20,24.59,,
2001-11-21,24.73,,
2001-11-23,25.0,,
2001-11-26,25.22,,
2001-11-27,24.94,,
2001-11-28,24.65,,
2001-11-29,24.9,,
2001-11-30,24.89,,
2001-12-03,24.59,,
2001-12-04,24.73,,
2001-12-05,24.44,,
2001-12-06,24.49,,
2001-12-07,24.45,,
2001-12-10,24.0,,
2001-12-11,23.5,,
2001-12-12,23.48,,
2001-12-13,23.42,,
2001-12-14,23.2,,
2001-12-17,23.1,,
2001-12-18,23.3,,
2001-12-19,23.13,,
2001-12-20,22.3,,
2001-12-21,22.4,,
2001-12-24,23.04,,
2001-12-26,23.11,,
2001-12-27,24.08,,
2001-12-28,24.44,,
2001-12-31,24.15,,
2002-01-02,24.31,,
2002-01-03,24.0,,
2002-01-04,24.25,,
2002-01-07,24.02,,
2002-01-08,24.41,,
2002-01-09,24.04,,
2002-01-10,24.15,,
2002-01-11,23.82,,
2002-01-14,23.34,,
2002-01-15,23.39,,
2002-01-16,23.02,,
2002-01-17,23.04,,
2002-01-18,22.86,,
2002-01-22,23.06,,
2002-01-23,23.22,,
2002-01-24,23.4,,
2002-01-25,23.77,,
2002-01-28,24.23,,
2002-01-29,24.2,,
2002-01-30,24.37,,
2002-01-31,25.18,,
2002-02-01,25.46,,
2002-02-04,25.49,,
2002-02-05,25.5,,
2002-02-06,25.81,,
2002-02-07,25.6,,
2002-02-08,26.11,,
2002-02-11,26.66,,
2002-02-12,26.57,,
2002-02-13,26.7,,
2002-02-14,26.98,,
2002-02-15,27.17,,
2002-02-19,26.9,,
2002-02-20,27.0,,
2002-02-21,27.06,,
2002-02-22,27.16,,
2002-02-25,27.93,,
2002-02-26,29.3,,
2002-02-27,30.14,,
2002-02-28,30.0,,
2002-03-01,29.86,,
2002-03-04,29.97,,
2002-03-05,29.94,,
2002-03-06,30.89,,
2002-03-07,30.13,,
2002-03-08,29.21,,
2002-03-11,29.1,,
2002-03-12,28.89,,
2002-03-13,28.64,,
2002-03-14,28.99,,
2002-03-15,29.18,,
2002-03-18,29.36,,
2002-03-19,29.64,,
2002-03-20,29.45,,
2002-03-21,29.73,,
2002-03-22,29.5,,
2002-03-25,28.83,,
2002-03-26,29.24,,
2002-03-27,29.91,,
2002-03-28,29.9,,
2002-04-01,28.95,,
2002-04-02,29.21,,
2002-04-03,29.51,,
2002-04-04,28.5,,
2002-04-05,28.72,,
2002-04-08,28.75,,
2002-04-09,28.6,,
2002-04-10,28.98,,
2002-04-11,28.25,,
2002-04-12,28.15,,
2002-04-15,28.53,,
2002-04-16,28.87,,
2002-04-17,28.39,,
2002-04-18,28.28,,
2002-04-19,28.3,,
2002-04-22,27.91,,
2002-04-23,27.96,,
2002-04-24,27.97,,
2002-04-25,28.09,,
2002-04-26,27.9,,
2002-04-29,27.56,,
2002-04-30,27.32,,
2002-05-01,27.97,,
2002-05-02,28.25,,
2002-05-03,27.57,,
2002-05-06,27.51,,
2002-05-07,28.68,,
2002-05-08,29.87,,
2002-05-09,29.36,,
2002-05-10,28.57,,
2002-05-13,29.2,,
2002-05-14,29.92,,
2002-05-15,29.84,,
2002-05-16,29.69,,
2002-05-17,29.37,,
2002-05-20,28.82,,
2002-05-21,28.54,,
2002-05-22,28.61,,
2002-05-23,29.05,,
2002-05-24,28.65,,
2002-05-28,28.49,,
2002-05-29,28.66,,
2002-05-30,27.9,,
2002-05-31,27.63,,
2002-06-03,27.61,,
2002-06-04,26.51,,
2002-06-05,28.13,,
2002-06-06,28.13,,
2002-06-07,28.61,,
2002-06-10,28.85,,
2002-06-11,28.62,,
2002-06-12,28.13,,
2002-06-13,27.6,,
2002-06-14,27.17,,
2002-06-17,27.09,,
2002-06-18,26.9,,
2002-06-19,26.65,,
2002-06-20,26.44,,
2002-06-21,25.89,,
2002-06-24,26.25,,
2002-06-25,25.87,,
2002-06-26,26.29,,
2002-06-27,26.65,,
2002-06-28,27.0,,
2002-07-01,26.38,,
2002-07-02,25.65,,
2002-07-03,25.75,,
2002-07-05,26.65,,
2002-07-08,26.65,,
2002-07-09,26.0,,
2002-07-10,25.3,,
2002-07-11,25.4,,
2002-07-12,25.3,,
2002-07-15,25.01,,
2002-07-16,24.05,,
2002-07-17,24.81,,
2002-07-18,22.45,,
2002-07-19,21.98,,
2002-07-22,20.18,,
2002-07-23,19.8,,
2002-07-24,20.1,,
2002-07-25,20.82,,
2002-07-26,20.63,,
2002-07-29,22.23,,
2002-07-30,21.66,,
2002-07-31,21.2,,
2002-08-01,21.02,,
2002-08-02,20.38,,
2002-08-05,19.61,,
2002-08-06,20.29,,
2002-08-07,20.55,,
2002-08-08,21.22,,
2002-08-09,20.95,,
2002-08-12,20.79,,
2002-08-13,20.53,,
2002-08-14,20.74,,
2002-08-15,21.39,,
2002-08-16,21.3,,
2002-08-19,21.81,,
2002-08-20,21.81,,
2002-08-21,23.03,,
2002-08-22,23.62,,
2002-08-23,23.15,,
2002-08-26,23.42,,
2002-08-27,23.1,,
2002-08-28,22.71,,
2002-08-29,22.76,,
2002-08-30,23.28,,
2002-09-03,22.67,,
2002-09-04,22.5,,
2002-09-05,21.85,,
2002-09-06,22.19,,
2002-09-09,22.53,,
2002-09-10,23.47,,
2002-09-11,23.5,,
2002-09-12,23.18,,
2002-09-13,23.51,,
2002-09-16,23.85,,
2002-09-17,23.5,,
2002-09-18,23.46,,
2002-09-19,22.24,,
2002-09-20,22.7,,
2002-09-23,22.75,,
2002-09-24,21.85,,
2002-09-25,22.15,,
2002-09-26,22.58,,
2002-09-27,22.41,,
2002-09-30,21.74,23.110588235294117,-0.05930564039910402
2002-10-01,22.89,22.200588235294116,0.031053761161601523
2002-10-02,21.98,22.020588235294117,-0.0018431948711098434
2002-10-03,21.8,21.570588235294117,0.010635396782110673
2002-10-04,21.35,20.74058823529412,0.029382568989477775
2002-10-07,20.52,21.410588235294117,-0.041595692070992896
2002-10-08,21.19,20.820588235294117,0.017742619013985106
2002-10-09,20.6,22.06058823529412,-0.0662080366903981
2002-10-10,21.84,22.92058823529412,-0.04714487360451691
2002-10-11,22.7,23.28058823529412,-0.024938727038431474
2002-10-14,23.06,24.58058823529412,-0.06186134443726532
2002-10-15,24.36,23.74058823529412,0.02609083475804641
2002-10-16,23.52,25.65058823529412,-0.08306196394991527
2002-10-17,25.43,23.980588235294118,0.060441043000466044
2002-10-18,23.76,24.020588235294117,-0.010848536794416441
2002-10-21,23.8,24.65058823529412,-0.03450579869231141
2002-10-22,24.43,24.590588235294117,-0.006530475552578685
2002-10-23,24.37,23.960588235294118,0.017086882871381937
2002-10-24,23.74,24.390588235294118,-0.02667374107659659
2002-10-25,24.17,24.020588235294117,0.006220154279417356
2002-10-28,23.8,23.710588235294118,0.0037709635804306085
2002-10-29,23.49,23.930588235294117,-0.01841109090015247
2002-10-30,23.71,23.78058823529412,-0.0029683132559922276
2002-10-31,23.56,24.10058823529412,-0.022430499621683753
2002-11-01,23.88,23.870588235294118,0.0003942828979792701
2002-11-04,23.65,24.17058823529412,-0.021538087125821503
2002-11-05,23.95,25.340588235294117,-0.05487592562501453
2002-11-06,25.12,24.200588235294116,0.03799129821832237
2002-11-07,23.98,23.640588235294118,0.014357162407623969
2002-11-08,23.42,23.360588235294117,0.002543247802986537
2002-11-11,23.14,23.630588235294116,-0.020760728865876654
2002-11-12,23.41,23.540588235294116,-0.005547365001624116
2002-11-13,23.32,24.520588235294117,-0.04896245651913156
2002-11-14,24.3,24.860588235294117,-0.022549274779357753
2002-11-15,24.64,24.53058823529412,0.004460217735360317
2002-11-18,24.31,24.40058823529412,-0.0037125430920181834
2002-11-19,24.18,24.520588235294117,-0.013889888449082344
2002-11-20,24.3,24.540588235294116,-0.009803686569668457
2002-11-21,24.32,25.31058823529412,-0.039137305940317946
2002-11-22,25.09,24.860588235294117,0.009227929867733131
2002-11-25,24.64,24.17058823529412,0.019420783645655915
2002-11-26,23.95,24.28058823529412,-0.013615330571504769
2002-11-27,24.06,24.520588235294117,-0.01878373515653109
2002-11-29,24.3,24.08058823529412,0.009111561667928703
2002-12-02,23.86,23.720588235294116,0.005877247365158045
2002-12-03,23.5,24.340588235294117,-0.034534425674859204
2002-12-04,24.12,23.710588235294118,0.01726704376302468
2002-12-05,23.49,23.970588235294116,-0.02004907975460124
2002-12-06,23.75,23.220588235294116,0.022799240025332512
2002-12-09,23.0,23.610588235294117,-0.025860780307937592
2002-12-10,23.39,23.250588235294117,0.005996053230784781
2002-12-11,23.03,23.520588235294117,-0.020857821683131106
2002-12-12,23.3,22.74058823529412,0.024599705113945047
2002-12-13,22.52,23.15058823529412,-0.02723854050208363
2002-12-16,22.93,22.890588235294118,0.0017217453872642174
2002-12-17,22.67,22.120588235294118,0.02483712272304217
2002-12-18,21.9,22.800588235294118,-0.03949846495188469
2002-12-19,22.58,23.40058823529412,-0.035066991779995615
2002-12-20,23.18,23.470588235294116,-0.01238095238095227
2002-12-23,23.25,23.210588235294118,0.0016980080085153837
2002-12-24,22.99,23.24058823529412,-0.010782353387835841
2002-12-26,23.02,22.81058823529412,0.009180463149208284
2002-12-27,22.59,22.980588235294118,-0.016996442009880486
2002-12-30,22.76,23.360588235294117,-0.02570946541434782
2002-12-31,23.14,24.160588235294117,-0.042241862050495405
2003-01-02,23.94,23.910588235294117,0.0012300728203109568
2003-01-03,23.69,24.56058823529412,-0.035446554738581715
2003-01-06,24.34,24.120588235294118,0.009096451652237603
2003-01-07,23.9,23.410588235294117,0.02090557314437902
2003-01-08,23.19,23.750588235294117,-0.023603130572617315
2003-01-09,23.53,23.960588235294118,-0.017970687157832677
2003-01-10,23.74,24.17058823529412,-0.017814553419323587
2003-01-13,23.95,23.860588235294117,0.003747257352759936
2003-01-14,23.64,23.090588235294117,0.023793753502827863
2003-01-15,22.87,23.250588235294117,-0.01636897232201584
2003-01-16,23.03,22.660588235294117,0.01630194948472341
2003-01-17,22.44,22.210588235294118,0.010328936914031583
2003-01-21,21.99,21.65058823529412,0.015676791827419212
2003-01-22,21.43,21.800588235294118,-0.016999001645935152
2003-01-23,21.58,21.370588235294118,0.009799064134324187
2003-01-24,21.15,21.33058823529412,-0.008466162925376608
2003-01-27,21.11,21.60058823529412,-0.022711799787587528
2003-01-28,21.38,21.33058823529412,0.0023164745463568615
2003-01-29,21.11,21.230588235294118,-0.005679929070154022
2003-01-30,21.01,21.630588235294116,-0.028690307842923812
2003-01-31,21.41,21.770588235294117,-0.016563091056471135
2003-02-03,21.55,21.340588235294117,0.009812839383665617
2003-02-04,21.12,21.370588235294118,-0.011725846407927287
2003-02-05,21.15,21.01058823529412,0.006635309927767397
2003-02-06,20.79,20.840588235294117,-0.0024273899912501395
2003-02-07,20.62,20.65058823529412,-0.001481228280066138
2003-02-10,20.43,20.210588235294118,0.010856278013854137
2003-02-11,19.99,19.930588235294117,0.00298093382917175
2003-02-12,19.71,19.620588235294118,0.0045570379253485616
2003-02-13,19.4,20.020588235294117,-0.030997502570882962
2003-02-14,19.8,20.090588235294117,-0.014463898811266529
2003-02-18,19.87,19.83058823529412,0.0019874228761271873
2003-02-19,19.61,19.51058823529412,0.005095272551857155
2003-02-20,19.29,19.410588235294117,-0.006212497727134947
2003-02-21,19.19,18.81058823529412,0.020170116955406714
2003-02-24,18.59,19.340588235294117,-0.038808966209434526
2003-02-25,19.12,19.15058823529412,-0.0015972478191423889
2003-02-26,18.93,19.58058823529412,-0.033226184396310976
2003-02-27,19.36,19.40058823529412,-0.002092113641187443
2003-02-28,19.18,19.910588235294117,-0.036693453084377214
2003-03-03,19.69,19.470588235294116,0.011268882175226702
2003-03-04,19.25,19.360588235294117,-0.0057120286816758625
2003-03-05,19.14,19.210588235294118,-0.0036744442403086053
2003-03-06,18.99,19.340588235294117,-0.01812707199124064
2003-03-07,19.12,18.590588235294117,0.02847740792304787
2003-03-10,18.37,18.460588235294118,-0.004907115317209887
2003-03-11,18.24,18.430588235294117,-0.010340865568747692
2003-03-12,18.21,18.570588235294117,-0.019417168197655932
2003-03-13,18.35,18.970588235294116,-0.03271317829457343
2003-03-14,18.75,19.53058823529412,-0.03996747183904592
2003-03-17,19.31,19.76058823529412,-0.02280236954127357
2003-03-18,19.54,19.92058823529412,-0.019105270928687523
2003-03-19,19.7,20.17058823529412,-0.02333041703120453
2003-03-20,19.95,21.33058823529412,-0.06472340190833392
2003-03-21,21.11,20.26058823529412,0.04192433876259316
2003-03-24,20.04,20.78058823529412,-0.03563846349817423
2003-03-25,20.56,20.750588235294117,-0.009184714820274498
2003-03-26,20.53,20.800588235294118,-0.013008681881168438
2003-03-27,20.58,20.500588235294117,0.0038736334681930273
2003-03-28,20.28,20.210588235294118,0.0034344257523721833
2003-03-31,19.99,20.595185185185183,-0.02938478968475189
2003-04-01,20.41,20.745185185185186,-0.016157252017424906
2003-04-02,20.56,20.385185185185186,0.008575581395348753
2003-04-03,20.2,20.755185185185184,-0.026749228216063736
2003-04-04,20.57,20.775185185185187,-0.009876455172659782
2003-04-07,20.59,20.355185185185185,0.011535872195636676
2003-04-08,20.17,19.745185185185186,0.02151485594237701
2003-04-09,19.56,20.025185185185187,-0.023230006658282343
2003-04-10,19.84,19.915185185185184,-0.0037752691971507657
2003-04-11,19.73,20.395185185185184,-0.032614814680298476
2003-04-14,20.21,21.085185185185185,-0.04150711399964868
2003-04-15,20.9,21.055185185185184,-0.007370402293795819
2003-04-16,20.87,21.195185185185185,-0.015342408303772648
2003-04-17,21.01,20.825185185185184,0.008874582058760794
2003-04-21,20.64,21.485185185185184,-0.03933804516462669
2003-04-22,21.3,21.435185185185187,-0.00630669546436291
2003-04-23,21.25,21.295185185185186,-0.0021218498356436744
2003-04-24,21.11,22.595185185185183,-0.06573016211254445
2003-04-25,22.41,23.585185185185185,-0.0498272613065327
2003-04-28,23.4,23.395185185185184,0.00020580366330524846
2003-04-29,23.21,23.375185185185185,-0.007066689905407708
2003-04-30,23.19,23.205185185185186,-0.0006543875889807316
2003-05-01,23.02,23.485185185185184,-0.019807601324712154
2003-05-02,23.3,23.305185185185184,-0.00022249062360935046
2003-05-05,23.12,23.745185185185186,-0.02632892438233092
2003-05-06,23.56,23.145185185185184,0.017922294053638765
2003-05-07,22.96,23.255185185185184,-0.012693306152351425
2003-05-08,23.07,23.735185185185184,-0.028025278926425812
2003-05-09,23.55,24.115185185185187,-0.02343690006296939
2003-05-12,23.93,23.895185185185184,0.0014569803307655782
2003-05-13,23.71,23.625185185185185,0.0035900169310842944
2003-05-14,23.44,24.095185185185183,-0.027191539726701075
2003-05-15,23.91,24.115185185185187,-0.00850854694291292
2003-05-16,23.93,23.655185185185186,0.011617529630963297
2003-05-19,23.47,23.755185185185184,-0.012005176257815053
2003-05-20,23.57,23.795185185185186,-0.009463476893862732
2003-05-21,23.61,23.885185185185186,-0.011521166072259281
2003-05-22,23.7,23.915185185185184,-0.008997847330845077
2003-05-23,23.73,24.615185185185187,-0.03596093949835244
2003-05-27,24.43,24.635185185185186,-0.00832894835751341
2003-05-28,24.45,24.505185185185184,-0.0022519799286621067
2003-05-29,24.32,25.505185185185184,-0.04646840148698883
2003-05-30,25.32,25.755185185185184,-0.016896993054257292
2003-06-02,25.57,25.945185185185185,-0.014460686347284812
2003-06-03,25.76,26.645185185185184,-0.03322120597147693
2003-06-04,26.46,26.575185185185184,-0.004334313547865509
2003-06-05,26.39,26.545185185185186,-0.005846076571045855
2003-06-06,26.36,26.025185185185187,0.01286503102407921
2003-06-09,25.84,26.435185185185187,-0.022514886164623493
2003-06-10,26.25,27.305185185185184,-0.03864413216862894
2003-06-11,27.12,27.335185185185185,-0.007872095386491362
2003-06-12,27.15,26.845185185185183,0.011354543196931743
2003-06-13,26.66,27.635185185185186,-0.03528781076191112
2003-06-16,27.45,27.415185185185184,0.0012699098904365158
2003-06-17,27.23,27.365185185185187,-0.004940042768589503
2003-06-18,27.18,26.495185185185186,0.025846764611320072
2003-06-19,26.31,26.685185185185187,-0.014059680777238182
2003-06-20,26.5,25.885185185185186,0.023751609672342244
2003-06-23,25.7,25.915185185185184,-0.008303439996570017
2003-06-24,25.73,25.475185185185186,0.010002471540933033
2003-06-25,25.29,26.105185185185185,-0.03122694512229729
2003-06-26,25.92,26.185185185185187,-0.010127298444130073
2003-06-27,26.0,26.185185185185187,-0.007072135785007094
2003-06-30,26.0,26.485185185185184,-0.018319116207523356
2003-07-01,26.3,26.575185185185184,-0.010354967736540543
2003-07-02,26.39,26.185185185185187,0.007821782178217829
2003-07-03,26.0,26.485185185185184,-0.018319116207523356
2003-07-07,26.3,26.685185185185187,-0.014434420541290849
2003-07-08,26.5,26.435185185185187,0.0024518388791592294
2003-07-09,26.25,26.185185185185187,0.0024752475247524774
2003-07-10,26.0,26.395185185185184,-0.014971866361710107
2003-07-11,26.21,26.475185185185186,-0.01001636752794366
2003-07-14,26.29,26.855185185185185,-0.021045663296970107
2003-07-15,26.67,26.285185185185185,0.014639988727631392
2003-07-16,26.1,25.035185185185185,0.04253273171092542
2003-07-17,24.85,25.125185185185185,-0.010952563460007614
2003-07-18,24.94,24.205185185185186,0.03035774397894553
2003-07-21,24.02,24.155185185185186,-0.005596528618960761
2003-07-22,23.97,24.185185185185187,-0.008897396630934251
2003-07-23,24.0,23.765185185185185,0.009880622136333894
2003-07-24,23.58,24.045185185185186,-0.019346292474045845
2003-07-25,23.86,23.755185185185184,0.004412292053197042
2003-07-28,23.57,23.925185185185185,-0.014845660856373288
2003-07-29,23.74,23.805185185185184,-0.002738276752652702
2003-07-30,23.62,23.513880597014925,0.004513053579022985
2003-07-31,23.29,23.033880597014925,0.011119246794144999
2003-08-01,22.81,22.873880597014924,-0.0027927310691331364
2003-08-04,22.65,22.143880597014924,0.022855948882478216
2003-08-05,21.92,22.683880597014927,-0.03367504046531822
2003-08-06,22.46,22.973880597014926,-0.02236803638135454
2003-08-07,22.75,23.153880597014926,-0.017443322095519243
2003-08-08,22.93,22.703880597014926,0.009959504588603396
2003-08-11,22.48,22.813880597014926,-0.014634976088136908
2003-08-12,22.59,22.743880597014925,-0.006765802183956282
2003-08-13,22.52,22.813880597014926,-0.012881657540251168
2003-08-14,22.59,22.583880597014925,0.0002709633076027895
2003-08-15,22.36,22.993880597014925,-0.027567360556669862
2003-08-18,22.77,23.023880597014927,-0.011026837806301093
2003-08-19,22.8,23.153880597014926,-0.015283856869355517
2003-08-20,22.93,23.413880597014927,-0.020666398934169772
2003-08-21,23.19,23.113880597014926,0.003293233374014548
2003-08-22,22.89,22.903880597014926,-0.000606036909602703
2003-08-25,22.68,22.863880597014926,-0.00804240541034551
2003-08-26,22.64,22.953880597014926,-0.013674402273214925
2003-08-27,22.73,23.043880597014926,-0.01362099563454544
2003-08-28,22.82,23.163880597014927,-0.014845552133403883
2003-08-29,22.94,23.473880597014926,-0.022743601971069727
2003-09-02,23.25,23.733880597014924,-0.02038775728381237
2003-09-03,23.51,23.593880597014927,-0.0035551844330998783
2003-09-04,23.37,23.273880597014927,0.0041299259306761815
2003-09-05,23.05,23.163880597014927,-0.004916300467789569
2003-09-08,22.94,22.853880597014925,0.0037682617015302178
2003-09-09,22.63,22.123880597014924,0.022876610672603492
2003-09-10,21.9,22.453880597014926,-0.024667477615809674
2003-09-11,22.23,22.503880597014927,-0.01217037194248427
2003-09-12,22.28,22.323880597014924,-0.0019656348198167084
2003-09-15,22.1,22.743880597014925,-0.028310058798823978
2003-09-16,22.52,23.233880597014924,-0.03072584427014069
2003-09-17,23.01,23.333880597014925,-0.01388027146484827
2003-09-18,23.11,23.373880597014924,-0.01128955014207722
2003-09-19,23.15,23.303880597014924,-0.006603217707639497
2003-09-22,23.08,23.803880597014924,-0.030410192744190767
2003-09-23,23.58,23.523880597014927,0.0023856354292239867
2003-09-24,23.3,22.913880597014927,0.016850895305589253
2003-09-25,22.69,22.413880597014927,0.012319125275515486
2003-09-26,22.19,22.973880597014926,-0.034120513236965966
2003-09-29,22.75,22.493880597014925,0.011386181316311639
2003-09-30,22.27,22.856268656716416,-0.02565023475711281
2003-10-01,22.61,22.75626865671642,-0.006427620403103629
2003-10-02,22.51,22.816268656716417,-0.013423257822056667
2003-10-03,22.57,22.796268656716418,-0.009925688283628498
2003-10-06,22.55,23.206268656716418,-0.028279800877271888
2003-10-07,22.96,22.796268656716418,0.007182374701280025
2003-10-08,22.55,22.746268656716417,-0.008628608923884395
2003-10-09,22.5,22.746268656716417,-0.010826771653543288
2003-10-10,22.5,22.96626865671642,-0.020302325279124567
2003-10-13,22.72,23.07626865671642,-0.015438746272904313
2003-10-14,22.83,22.976268656716417,-0.0063660753145685645
2003-10-15,22.73,24.16626865671642,-0.05943278530577967
2003-10-16,23.92,23.93626865671642,-0.0006796655297337528
2003-10-17,23.69,23.996268656716417,-0.01276317835484364
2003-10-20,23.75,23.84626865671642,-0.004037053264067114
2003-10-21,23.6,23.496268656716417,0.004414800698745447
2003-10-22,23.25,23.53626865671642,-0.012162873431287413
2003-10-23,23.29,23.386268656716418,-0.0041164607372613515
2003-10-24,23.14,23.926268656716417,-0.03286215113595237
2003-10-27,23.68,24.14626865671642,-0.019310174310792516
2003-10-28,23.9,24.32626865671642,-0.017522977433644726
2003-10-29,24.08,24.266268656716417,-0.007676032081877726
2003-10-30,24.02,24.68626865671642,-0.02698944364502598
2003-10-31,24.44,24.496268656716417,-0.002297029702970188
2003-11-03,24.25,24.266268656716417,-0.0006704226738177832
2003-11-04,24.02,24.446268656716416,-0.01743696196348976
2003-11-05,24.2,24.62626865671642,-0.017309510533588757
2003-11-06,24.38,24.726268656716417,-0.014004080499317895
2003-11-07,24.48,24.496268656716417,-0.0006641279512565879
2003-11-10,24.25,24.46626865671642,-0.008839462189795366
2003-11-11,24.22,24.996268656716417,-0.031055381400209026
2003-11-12,24.75,24.676268656716417,0.002987945394390623
2003-11-13,24.43,24.386268656716418,0.0017932773520699108
2003-11-14,24.14,23.996268656716417,0.005989737210387203
2003-11-17,23.75,23.84626865671642,-0.004037053264067114
2003-11-18,23.6,24.07626865671642,-0.01978166399067638
2003-11-19,23.83,23.606268656716416,0.009477624208090507
2003-11-20,23.36,23.75626865671642,-0.01668059333907157
2003-11-21,23.51,23.93626865671642,-0.01780848397174084
2003-11-24,23.69,24.03626865671642,-0.014406090298864305
2003-11-25,23.79,23.976268656716417,-0.007768875940762365
2003-11-26,23.73,23.87626865671642,-0.0061261103575023235
2003-11-28,23.63,24.476268656716417,-0.03457506814398348
2003-12-01,24.23,24.546268656716418,-0.012884591998054251
2003-12-02,24.3,24.28626865671642,0.0005653953465505346
2003-12-03,24.04,24.316268656716417,-0.01136147410676469
2003-12-04,24.07,24.246268656716417,-0.00726992920898728
2003-12-05,24.0,24.426268656716417,-0.017451239184631095
2003-12-08,24.18,24.296268656716418,-0.004785453205147894
2003-12-09,24.05,24.276268656716418,-0.009320569808977441
