date,NCLH,dcf,Deviation
2013-01-18,24.79,,
2013-01-22,26.95,,
2013-01-23,27.49,,
2013-01-24,27.35,,
2013-01-25,27.35,,
2013-01-28,27.76,,
2013-01-29,27.11,,
2013-01-30,26.29,,
2013-01-31,26.37,,
2013-02-01,27.65,,
2013-02-04,28.41,,
2013-02-05,28.54,,
2013-02-06,27.98,,
2013-02-07,27.55,,
2013-02-08,27.91,,
2013-02-11,27.68,,
2013-02-12,28.32,,
2013-02-13,28.92,,
2013-02-14,29.25,,
2013-02-15,30.27,,
2013-02-19,31.19,,
2013-02-20,30.8,,
2013-02-21,30.47,,
2013-02-22,29.99,,
2013-02-25,30.78,,
2013-02-26,30.21,,
2013-02-27,30.26,,
2013-02-28,30.98,,
2013-03-01,30.99,,
2013-03-04,30.45,,
2013-03-05,30.03,,
2013-03-06,30.02,,
2013-03-07,30.29,,
2013-03-08,30.3,,
2013-03-11,30.66,,
2013-03-12,30.85,,
2013-03-13,30.78,,
2013-03-14,30.0,,
2013-03-15,29.82,,
2013-03-18,30.29,,
2013-03-19,30.26,,
2013-03-20,30.5,,
2013-03-21,30.03,,
2013-03-22,30.18,,
2013-03-25,29.48,,
2013-03-26,29.54,,
2013-03-27,30.15,,
2013-03-28,29.65,,
2013-04-01,29.93,30.32938151115607,-0.013168138987904032
2013-04-02,29.92,29.599381511156068,0.01083193203625199
2013-04-03,29.19,29.679381511156066,-0.016488938995312674
2013-04-04,29.27,29.709381511156067,-0.014789318686795228
2013-04-05,29.3,30.399381511156065,-0.03616460126837151
2013-04-08,29.99,30.749381511156074,-0.024695830414688702
2013-04-09,30.34,30.939381511156064,-0.019372769650871646
2013-04-10,30.53,31.04938151115606,-0.016727596038247805
2013-04-11,30.64,30.909381511156067,-0.008715202245597742
2013-04-12,30.5,30.479381511156074,0.0006764733344861718
2013-04-15,30.07,30.409381511156067,-0.011160421366398388
2013-04-16,30.0,29.959381511156067,0.001355785293124523
2013-04-17,29.55,29.749381511156066,-0.006702038866969295
2013-04-18,29.34,29.839381511156063,-0.016735652210799312
2013-04-19,29.43,29.789381511156066,-0.012064080988773762
2013-04-22,29.38,29.749381511156066,-0.012416443381101816
2013-04-23,29.34,29.309381511156065,0.0010446651299100829
2013-04-24,28.9,30.469381511156065,-0.05150683844965653
2013-04-25,30.06,30.79938151115606,-0.02400637528673244
2013-04-26,30.39,30.76938151115607,-0.012329838707304419
2013-04-29,30.36,31.419381511156065,-0.03371745273788762
2013-04-30,31.01,31.499381511156074,-0.015536226036144463
2013-05-01,31.09,31.76938151115607,-0.02138478871291527
2013-05-02,31.36,31.939381511156064,-0.018140035396543075
2013-05-03,31.53,32.22938151115607,-0.02170012201177307
2013-05-06,31.82,32.06938151115606,-0.0077763118402924825
2013-05-07,31.66,32.30938151115607,-0.020098853050834253
2013-05-08,31.9,32.119381511156064,-0.006830191019707721
2013-05-09,31.71,31.419381511156065,0.009249656577127396
2013-05-10,31.01,30.869381511156067,0.0045552739303544865
2013-05-13,30.46,31.169381511156065,-0.022758921632826223
2013-05-14,30.76,31.76938151115607,-0.03177214862686628
2013-05-15,31.36,31.82938151115607,-0.01474679961945069
2013-05-16,31.42,31.969381511156065,-0.017184614940528364
2013-05-17,31.56,32.439381511156064,-0.02710845491470426
2013-05-20,32.03,32.40938151115606,-0.01170591641884522
2013-05-21,32.0,32.209381511156074,-0.006500637433337619
2013-05-22,31.8,32.369381511156064,-0.017590126365554015
2013-05-23,31.96,32.55938151115607,-0.018408872753025052
2013-05-24,32.15,32.15938151115606,-0.0002917192655838008
2013-05-28,31.75,31.979381511156074,-0.00717279385394165
2013-05-29,31.57,31.229381511156074,0.010906987982526983
2013-05-30,30.82,31.159381511156067,-0.010891792285240176
2013-05-31,30.75,31.75938151115606,-0.03178215264681705
2013-06-03,31.35,31.81938151115606,-0.014751434153158827
2013-06-04,31.41,31.25938151115606,0.004818345135529478
2013-06-05,30.85,31.199381511156066,-0.011198347346441317
2013-06-06,30.79,31.649381511156065,-0.027153184995199475
2013-06-07,31.24,31.57938151115607,-0.010746933439344741
2013-06-10,31.17,32.05938151115607,-0.027741692734982393
2013-06-11,31.65,31.51938151115607,0.004144068905593823
2013-06-12,31.11,31.48938151115606,-0.012047918788803624
2013-06-13,31.08,31.689381511156064,-0.01922983289975344
2013-06-14,31.28,31.599381511156068,-0.010107207669343476
2013-06-17,31.19,31.959381511156074,-0.024073729677387634
2013-06-18,31.55,31.709381511156074,-0.005026320399847628
2013-06-19,31.3,31.689381511156064,-0.01228744432954565
2013-06-20,31.28,30.129381511156065,0.03818925019811292
2013-06-21,29.72,28.679381511156066,0.03628455127036623
2013-06-24,28.27,29.169381511156065,-0.030833067571627737
2013-06-25,28.76,29.839381511156063,-0.03617305240567781
2013-06-26,29.43,30.439381511156064,-0.033160381750402035
2013-06-27,30.03,30.719381511156065,-0.022441256211675586
2013-06-28,30.31,31.36175098338352,-0.03353610530039519
2013-07-01,30.95,30.891750983383524,0.0018855848167300682
2013-07-02,30.48,31.00175098338352,-0.016829726284272484
2013-07-03,30.59,32.06175098338352,-0.045903637145278675
2013-07-05,31.65,32.20175098338352,-0.017134191978201097
2013-07-08,31.79,32.17175098338352,-0.011866030654678728
2013-07-09,31.76,31.91175098338352,-0.004755332399733692
2013-07-10,31.5,31.84175098338352,-0.010732794925814915
2013-07-11,31.43,31.941750983383525,-0.016021381659688694
2013-07-12,31.53,31.79175098338352,-0.008233298742190254
2013-07-15,31.38,31.81175098338352,-0.013572059696086547
2013-07-16,31.4,31.761750983383525,-0.0113895163894705
2013-07-17,31.35,31.781750983383525,-0.013584870877921595
2013-07-18,31.37,31.61175098338352,-0.007647503724503957
2013-07-19,31.2,31.711750983383524,-0.016137582048108112
2013-07-22,31.3,31.54175098338352,-0.007664475682116589
2013-07-23,31.13,31.13175098338352,-5.6244294914686854e-05
2013-07-24,30.72,30.68175098338352,0.0012466373459973923
2013-07-25,30.27,31.38175098338352,-0.035426671506385565
2013-07-26,30.97,30.671750983383518,0.009723899257595647
2013-07-29,30.26,30.171750983383518,0.0029248888029429487
2013-07-30,29.76,30.72175098338352,-0.03130521381752294
2013-07-31,30.31,30.66175098338352,-0.011471979652243114
2013-08-01,30.25,31.00175098338352,-0.024248662076746808
2013-08-02,30.59,31.151750983383526,-0.018032725790700033
2013-08-05,30.74,30.671750983383518,0.002225142498498256
2013-08-06,30.26,30.59175098338352,-0.010844458807333868
2013-08-07,30.18,30.461750983383524,-0.009249336439563716
2013-08-08,30.05,31.43175098338352,-0.04396035665063602
2013-08-09,31.02,32.01175098338353,-0.03098084150093261
2013-08-12,31.6,32.63175098338352,-0.03161800860483699
2013-08-13,32.22,32.85175098338352,-0.019230359553835008
2013-08-14,32.44,33.20175098338352,-0.022943096698868515
2013-08-15,32.79,32.38175098338352,0.012607379286746045
2013-08-16,31.97,31.871750983383524,0.003082636302840669
2013-08-19,31.46,31.871750983383524,-0.012918994742340706
2013-08-20,31.46,32.211750983383524,-0.02333778700112621
2013-08-21,31.8,32.83175098338353,-0.031425402315755524
2013-08-22,32.42,32.19175098338352,0.0070902951732665365
2013-08-23,31.78,32.101750983383525,-0.010022848396963435
2013-08-26,31.69,31.621750983383524,0.002158293405458256
2013-08-27,31.21,31.511750983383525,-0.009575824064573246
2013-08-28,31.1,31.621750983383524,-0.01649974992395864
2013-08-29,31.21,31.50175098338352,-0.009261421167903072
2013-08-30,31.09,31.871750983383524,-0.02452802118688413
2013-09-03,31.46,31.571750983383524,-0.0035395877612977023
2013-09-04,31.16,31.56175098338352,-0.012729046103780228
2013-09-05,31.15,31.72175098338352,-0.018023941480500683
2013-09-06,31.31,31.601750983383525,-0.00923211449697614
2013-09-09,31.19,32.16175098338352,-0.030214492484739952
2013-09-10,31.75,32.211750983383524,-0.014334861325040027
2013-09-11,31.8,32.291750983383515,-0.01522837778714936
2013-09-12,31.88,32.98175098338352,-0.03340486634377271
2013-09-13,32.57,32.71175098338352,-0.004333335242602043
2013-09-16,32.3,33.59175098338352,-0.03845441054925958
2013-09-17,33.18,33.47175098338353,-0.008716334664665815
2013-09-18,33.06,33.60175098338352,-0.016122700976250237
2013-09-19,33.19,33.46175098338352,-0.008121242176431953
2013-09-20,33.05,33.25175098338353,-0.006067379233182346
2013-09-23,32.84,32.351750983383525,0.015091888438040213
2013-09-24,31.94,32.06175098338352,-0.0037973903373716977
2013-09-25,31.65,31.68175098338352,-0.001002185245385423
2013-09-26,31.27,31.43175098338352,-0.005146101579547091
2013-09-27,31.02,31.261750983383525,-0.007733123570462297
2013-09-30,30.85,31.102962165871975,-0.008133057054917403
2013-10-01,30.83,31.612962165871984,-0.024767124376507743
2013-10-02,31.34,30.812962165871976,0.01710441960402509
2013-10-03,30.54,31.522962165871977,-0.03118241746126804
2013-10-04,31.25,31.122962165871975,0.004081804085709129
2013-10-07,30.85,30.47296216587197,0.012372864576660536
2013-10-08,30.2,30.592962165871985,-0.012844855092533525
2013-10-09,30.32,31.16296216587197,-0.02705012961813813
2013-10-10,30.89,31.01296216587198,-0.003964863633932114
2013-10-11,30.74,30.752962165871978,-0.00042149324679896516
2013-10-14,30.48,30.43296216587197,0.001545621286276777
2013-10-15,30.16,30.20296216587197,-0.001422448753073513
2013-10-16,29.93,30.082962165871976,-0.005084677666666315
2013-10-17,29.81,30.332962165871976,-0.017240721925284586
2013-10-18,30.06,31.49296216587198,-0.04550102839880976
2013-10-21,31.22,32.262962165871976,-0.03232691903830298
2013-10-22,31.99,32.622962165871975,-0.01940235110023636
2013-10-23,32.35,33.14296216587197,-0.02392550677586991
2013-10-24,32.87,32.71296216587198,0.00480047735609368
2013-10-25,32.44,32.332962165871976,0.003310486480604613
2013-10-28,32.06,32.50296216587198,-0.01362836296616321
2013-10-29,32.23,32.39296216587197,-0.005030789250995538
2013-10-30,32.12,32.29296216587198,-0.0053560328403310375
2013-10-31,32.02,32.552962165871975,-0.016372155724455717
2013-11-01,32.28,32.99296216587198,-0.021609522730561825
2013-11-04,32.72,32.13296216587198,0.01826902328822655
2013-11-05,31.86,32.512962165871976,-0.02008313369113357
2013-11-06,32.24,31.582962165871976,0.020803553215727577
2013-11-07,31.31,31.69296216587198,-0.012083508126115361
2013-11-08,31.42,32.372962165871975,-0.029436977715823542
2013-11-11,32.1,32.24296216587198,-0.004433902975059079
2013-11-12,31.97,32.362962165871984,-0.012142342343630652
2013-11-13,32.09,32.18296216587197,-0.0028885521908404987
2013-11-14,31.91,33.34296216587198,-0.04297645058478583
2013-11-15,33.07,33.40296216587198,-0.009968043080088695
2013-11-18,33.13,33.14296216587197,-0.0003910985930315469
2013-11-19,32.87,33.02296216587198,-0.0046319940986415675
2013-11-20,32.75,33.47296216587198,-0.021598392227416552
2013-11-21,33.2,33.84296216587198,-0.01899840098868044
2013-11-22,33.57,33.82296216587198,-0.007479006854320458
2013-11-25,33.55,34.262962165871976,-0.020808538456786763
2013-11-26,33.99,34.63296216587198,-0.018565035320760592
2013-11-27,34.36,34.372962165871975,-0.0003771035446239468
2013-11-29,34.1,34.39296216587197,-0.008518084730796294
2013-12-02,34.12,33.82296216587198,0.008782135422418236
2013-12-03,33.55,33.512962165871976,0.0011051793614871297
2013-12-04,33.24,33.27296216587198,-0.0009906591937217657
2013-12-05,33.0,33.79296216587198,-0.023465305053156915
2013-12-06,33.52,33.832962165871976,-0.009250214756178377
2013-12-09,33.56,33.512962165871976,0.0014035713672582162
2013-12-10,33.24,33.27296216587198,-0.0009906591937217657
2013-12-11,33.0,32.38296216587198,0.019054397524458366
2013-12-12,32.11,31.922962165871983,0.005859037552848889
2013-12-13,31.65,32.56296216587197,-0.028036827891192773
2013-12-16,32.29,32.412962165871974,-0.003793610878349285
2013-12-17,32.14,32.17296216587198,-0.0010245300293469928
2013-12-18,31.9,33.43296216587197,-0.0458518200770377
2013-12-19,33.16,34.79296216587198,-0.046933691879610495
2013-12-20,34.52,35.02296216587198,-0.014360925940241742
2013-12-23,34.75,35.372962165871975,-0.01761125242920747
2013-12-24,35.1,35.332962165871976,-0.006593338106732349
2013-12-26,35.06,35.39296216587197,-0.009407581210962634
2013-12-27,35.12,35.52296216587198,-0.011343709569893945
2013-12-30,35.25,35.74296216587198,-0.013791866594164648
2013-12-31,35.47,34.90986780372676,0.016045096458756625
2014-01-02,34.64,34.90986780372676,-0.007730416088769898
2014-01-03,34.64,34.229867803726755,0.011981705527609243
2014-01-06,33.96,34.14986780372676,-0.005559840079557676
2014-01-07,33.88,34.58986780372676,-0.020522420257711338
2014-01-08,34.32,34.98986780372675,-0.01914462230850167
2014-01-09,34.72,35.519867803726754,-0.022518884590072563
2014-01-10,35.25,35.109867803726765,0.003991248188589314
2014-01-13,34.84,36.11986780372676,-0.03543390055250162
2014-01-14,35.85,37.15986780372676,-0.0352495280835039
