date,ABT,dcf,Deviation
2002-01-29,25.24,,
2002-01-30,25.35,,
2002-01-31,25.9,,
2002-02-01,25.78,,
2002-02-04,25.41,,
2002-02-05,25.59,,
2002-02-06,25.1,,
2002-02-07,24.95,,
2002-02-08,24.82,,
2002-02-11,24.99,,
2002-02-12,25.2,,
2002-02-13,25.12,,
2002-02-14,25.26,,
2002-02-15,25.74,,
2002-02-19,25.4,,
2002-02-20,25.85,,
2002-02-21,25.65,,
2002-02-22,25.86,,
2002-02-25,25.48,,
2002-02-26,25.36,,
2002-02-27,25.31,,
2002-02-28,25.39,,
2002-03-01,25.81,,
2002-03-04,25.75,,
2002-03-05,24.7,,
2002-03-06,25.15,,
2002-03-07,24.4,,
2002-03-08,24.28,,
2002-03-11,24.54,,
2002-03-12,24.77,,
2002-03-13,24.91,,
2002-03-14,24.62,,
2002-03-15,24.25,,
2002-03-18,24.02,,
2002-03-19,23.96,,
2002-03-20,23.25,,
2002-03-21,23.5,,
2002-03-22,24.11,,
2002-03-25,23.53,,
2002-03-26,23.72,,
2002-03-27,23.3,,
2002-03-28,23.61,,
2002-04-01,23.9,,
2002-04-02,24.01,,
2002-04-03,23.77,,
2002-04-04,23.7,,
2002-04-05,23.3,,
2002-04-08,23.32,,
2002-04-09,23.64,,
2002-04-10,24.5,,
2002-04-11,24.16,,
2002-04-12,24.1,,
2002-04-15,24.13,,
2002-04-16,24.39,,
2002-04-17,24.47,,
2002-04-18,24.54,,
2002-04-19,24.58,,
2002-04-22,24.42,,
2002-04-23,24.5,,
2002-04-24,24.09,,
2002-04-25,23.97,,
2002-04-26,24.29,,
2002-04-29,23.85,,
2002-04-30,24.22,,
2002-05-01,24.69,,
2002-05-02,24.24,,
2002-05-03,23.98,,
2002-05-06,23.42,,
2002-05-07,23.2,,
2002-05-08,23.52,,
2002-05-09,23.41,,
2002-05-10,23.01,,
2002-05-13,22.9,,
2002-05-14,23.23,,
2002-05-15,21.05,,
2002-05-16,20.54,,
2002-05-17,21.37,,
2002-05-20,21.1,,
2002-05-21,20.93,,
2002-05-22,21.37,,
2002-05-23,21.44,,
2002-05-24,21.05,,
2002-05-28,21.0,,
2002-05-29,21.14,,
2002-05-30,20.98,,
2002-05-31,21.32,,
2002-06-03,20.39,,
2002-06-04,20.05,,
2002-06-05,20.22,,
2002-06-06,20.09,,
2002-06-07,20.36,,
2002-06-10,20.5,,
2002-06-11,17.19,,
2002-06-12,16.62,,
2002-06-13,16.14,,
2002-06-14,16.5,,
2002-06-17,16.95,,
2002-06-18,17.39,,
2002-06-19,16.9,,
2002-06-20,16.91,,
2002-06-21,16.22,,
2002-06-24,16.71,,
2002-06-25,17.11,,
2002-06-26,17.04,,
2002-06-27,17.57,,
2002-06-28,16.9,,
2002-07-01,16.74,,
2002-07-02,16.51,,
2002-07-03,16.65,,
2002-07-05,16.82,,
2002-07-08,16.61,,
2002-07-09,15.9,,
2002-07-10,15.22,,
2002-07-11,14.21,,
2002-07-12,14.88,,
2002-07-15,15.49,,
2002-07-16,15.08,,
2002-07-17,15.53,,
2002-07-18,14.85,,
2002-07-19,14.43,,
2002-07-22,14.36,,
2002-07-23,13.92,,
2002-07-24,15.02,,
2002-07-25,16.89,,
2002-07-26,17.35,,
2002-07-29,17.8,,
2002-07-30,18.14,,
2002-07-31,18.59,,
2002-08-01,17.92,,
2002-08-02,18.01,,
2002-08-05,16.99,,
2002-08-06,17.09,,
2002-08-07,17.89,,
2002-08-08,18.29,,
2002-08-09,18.1,,
2002-08-12,18.29,,
2002-08-13,17.74,,
2002-08-14,17.96,,
2002-08-15,18.09,,
2002-08-16,17.93,,
2002-08-19,17.96,,
2002-08-20,17.55,,
2002-08-21,18.15,,
2002-08-22,18.74,,
2002-08-23,18.19,,
2002-08-26,18.49,,
2002-08-27,18.3,,
2002-08-28,17.88,,
2002-08-29,18.17,,
2002-08-30,17.97,,
2002-09-03,17.18,,
2002-09-04,17.42,,
2002-09-05,16.97,,
2002-09-06,16.83,,
2002-09-09,17.03,,
2002-09-10,17.13,,
2002-09-11,17.33,,
2002-09-12,17.16,,
2002-09-13,16.89,,
2002-09-16,17.2,,
2002-09-17,17.32,,
2002-09-18,18.14,,
2002-09-19,18.0,,
2002-09-20,18.76,,
2002-09-23,18.72,,
2002-09-24,18.9,,
2002-09-25,19.66,,
2002-09-26,18.81,,
2002-09-27,18.11,,
2002-09-30,18.14,,
2002-10-01,18.85,,
2002-10-02,18.7,,
2002-10-03,19.03,,
2002-10-04,18.36,,
2002-10-07,17.75,,
2002-10-08,17.72,,
2002-10-09,18.09,,
2002-10-10,18.1,,
2002-10-11,18.62,,
2002-10-14,19.43,,
2002-10-15,19.81,,
2002-10-16,19.53,,
2002-10-17,19.84,,
2002-10-18,19.75,,
2002-10-21,19.59,,
2002-10-22,19.21,,
2002-10-23,19.37,,
2002-10-24,19.06,,
2002-10-25,19.34,,
2002-10-28,19.11,,
2002-10-29,18.8,,
2002-10-30,18.9,,
2002-10-31,18.8,,
2002-11-01,18.73,,
2002-11-04,18.89,,
2002-11-05,19.5,,
2002-11-06,20.45,,
2002-11-07,20.49,,
2002-11-08,20.6,,
2002-11-11,19.79,,
2002-11-12,19.5,,
2002-11-13,19.29,,
2002-11-14,19.73,,
2002-11-15,20.18,,
2002-11-18,19.99,,
2002-11-19,19.95,,
2002-11-20,20.29,,
2002-11-21,20.25,,
2002-11-22,19.66,,
2002-11-25,19.65,,
2002-11-26,19.46,,
2002-11-27,19.57,,
2002-11-29,19.65,,
2002-12-02,18.88,,
2002-12-03,18.93,,
2002-12-04,18.97,,
2002-12-05,18.63,,
2002-12-06,19.28,,
2002-12-09,18.7,,
2002-12-10,18.22,,
2002-12-11,18.42,,
2002-12-12,18.34,,
2002-12-13,18.17,,
2002-12-16,18.39,,
2002-12-17,18.41,,
2002-12-18,18.3,,
2002-12-19,18.13,,
2002-12-20,17.37,,
2002-12-23,17.12,,
2002-12-24,16.92,,
2002-12-26,16.45,,
2002-12-27,16.51,,
2002-12-30,16.65,,
2002-12-31,17.96,,
2003-01-02,17.98,,
2003-01-03,18.15,,
2003-01-06,18.27,,
2003-01-07,17.45,,
2003-01-08,17.89,,
2003-01-09,17.95,,
2003-01-10,17.86,,
2003-01-13,17.7,,
2003-01-14,17.53,,
2003-01-15,17.04,,
2003-01-16,17.6,,
2003-01-17,17.06,,
2003-01-21,17.24,,
2003-01-22,17.16,,
2003-01-23,17.18,,
2003-01-24,16.77,,
2003-01-27,16.59,,
2003-01-28,16.92,,
2003-01-29,17.14,,
2003-01-30,17.04,,
2003-01-31,17.11,,
2003-02-03,17.01,,
2003-02-04,16.7,,
2003-02-05,16.56,,
2003-02-06,16.56,,
2003-02-07,16.77,,
2003-02-10,16.58,,
2003-02-11,16.24,,
2003-02-12,15.9,,
2003-02-13,15.66,,
2003-02-14,16.08,,
2003-02-18,16.43,,
2003-02-19,16.07,,
2003-02-20,15.8,,
2003-02-21,15.75,,
2003-02-24,15.43,,
2003-02-25,15.58,,
2003-02-26,15.58,,
2003-02-27,15.95,,
2003-02-28,15.99,,
2003-03-03,15.72,,
2003-03-04,15.92,,
2003-03-05,16.13,,
2003-03-06,15.81,,
2003-03-07,15.91,,
2003-03-10,15.49,,
2003-03-11,15.61,,
2003-03-12,15.69,,
2003-03-13,16.11,,
2003-03-14,15.8,,
2003-03-17,16.41,,
2003-03-18,16.78,,
2003-03-19,17.11,,
2003-03-20,16.94,,
2003-03-21,17.64,,
2003-03-24,17.22,,
2003-03-25,17.5,,
2003-03-26,17.44,,
2003-03-27,17.29,,
2003-03-28,17.15,,
2003-03-31,16.88,,
2003-04-01,17.47,,
2003-04-02,18.11,,
2003-04-03,17.68,,
2003-04-04,18.04,,
2003-04-07,18.03,,
2003-04-08,17.92,,
2003-04-09,18.05,,
2003-04-10,18.01,,
2003-04-11,17.56,,
2003-04-14,18.02,,
2003-04-15,17.76,,
2003-04-16,17.36,,
2003-04-17,17.79,,
2003-04-21,17.48,,
2003-04-22,17.82,,
2003-04-23,17.91,,
2003-04-24,17.92,,
2003-04-25,17.73,,
2003-04-28,18.03,,
2003-04-29,18.23,,
2003-04-30,18.24,,
2003-05-01,18.5,,
2003-05-02,18.99,,
2003-05-05,18.64,,
2003-05-06,19.03,,
2003-05-07,19.17,,
2003-05-08,19.24,,
2003-05-09,19.47,,
2003-05-12,19.4,,
2003-05-13,19.51,,
2003-05-14,19.35,,
2003-05-15,19.72,,
2003-05-16,19.33,,
2003-05-19,18.51,,
2003-05-20,18.4,,
2003-05-21,18.58,,
2003-05-22,18.83,,
2003-05-23,18.89,,
2003-05-27,19.28,,
2003-05-28,19.55,,
2003-05-29,19.67,,
2003-05-30,20.0,,
2003-06-02,19.72,,
2003-06-03,19.77,,
2003-06-04,20.05,,
2003-06-05,20.31,,
2003-06-06,20.29,,
2003-06-09,20.15,,
2003-06-10,20.51,,
2003-06-11,20.47,,
2003-06-12,20.53,,
2003-06-13,20.47,,
2003-06-16,20.75,,
2003-06-17,20.87,,
2003-06-18,20.65,,
2003-06-19,20.47,,
2003-06-20,20.47,,
2003-06-23,19.91,,
2003-06-24,19.94,,
2003-06-25,19.91,,
2003-06-26,20.12,,
2003-06-27,19.57,,
2003-06-30,19.64,,
2003-07-01,19.55,,
2003-07-02,19.83,,
2003-07-03,19.85,,
2003-07-07,20.19,,
2003-07-08,19.98,,
2003-07-09,19.61,,
2003-07-10,19.55,,
2003-07-11,19.76,,
2003-07-14,19.77,,
2003-07-15,19.37,,
2003-07-16,19.03,,
2003-07-17,18.88,,
2003-07-18,18.58,,
2003-07-21,18.54,,
2003-07-22,18.6,,
2003-07-23,18.32,,
2003-07-24,17.96,,
2003-07-25,18.06,,
2003-07-28,17.66,,
2003-07-29,17.47,,
2003-07-30,17.63,,
2003-07-31,17.62,,
2003-08-01,17.3,,
2003-08-04,17.28,,
2003-08-05,16.99,,
2003-08-06,17.33,,
2003-08-07,17.92,,
2003-08-08,17.91,,
2003-08-11,17.78,,
2003-08-12,17.76,,
2003-08-13,17.7,,
2003-08-14,17.78,,
2003-08-15,17.81,,
2003-08-18,17.86,,
2003-08-19,17.75,,
2003-08-20,17.51,,
2003-08-21,17.33,,
2003-08-22,17.5,,
2003-08-25,17.77,,
2003-08-26,17.93,,
2003-08-27,17.82,,
2003-08-28,17.88,,
2003-08-29,18.09,,
2003-09-02,18.47,,
2003-09-03,18.74,,
2003-09-04,18.49,,
2003-09-05,18.85,,
2003-09-08,19.21,,
2003-09-09,19.0,,
2003-09-10,19.43,,
2003-09-11,19.56,,
2003-09-12,19.78,,
2003-09-15,19.63,,
2003-09-16,19.72,,
2003-09-17,19.77,,
2003-09-18,19.8,,
2003-09-19,19.51,,
2003-09-22,19.17,,
2003-09-23,19.32,,
2003-09-24,18.9,,
2003-09-25,18.9,,
2003-09-26,19.0,,
2003-09-29,19.1,,
2003-09-30,19.1,,
2003-10-01,19.2,,
2003-10-02,19.37,,
2003-10-03,19.14,,
2003-10-06,19.19,,
2003-10-07,18.94,,
2003-10-08,18.83,,
2003-10-09,18.94,,
2003-10-10,18.76,,
2003-10-13,18.86,,
2003-10-14,18.9,,
2003-10-15,18.82,,
2003-10-16,18.97,,
2003-10-17,18.76,,
2003-10-20,18.97,,
2003-10-21,19.08,,
2003-10-22,18.41,,
2003-10-23,18.68,,
2003-10-24,18.75,,
2003-10-27,18.6,,
2003-10-28,19.06,,
2003-10-29,19.25,,
2003-10-30,19.28,,
2003-10-31,19.13,,
2003-11-03,19.21,,
2003-11-04,18.78,,
2003-11-05,18.99,,
2003-11-06,18.97,,
2003-11-07,18.63,,
2003-11-10,18.57,,
2003-11-11,18.71,,
2003-11-12,18.78,,
2003-11-13,19.69,,
2003-11-14,19.84,,
2003-11-17,19.82,,
2003-11-18,19.79,,
2003-11-19,19.91,,
2003-11-20,19.55,,
2003-11-21,19.6,,
2003-11-24,20.01,,
2003-11-25,19.96,,
2003-11-26,20.02,,
2003-11-28,19.84,,
2003-12-01,20.2,,
2003-12-02,20.32,,
2003-12-03,20.33,,
2003-12-04,20.36,,
2003-12-05,20.18,,
2003-12-08,20.34,,
2003-12-09,20.45,,
2003-12-10,20.36,,
2003-12-11,20.54,,
2003-12-12,20.57,,
2003-12-15,20.49,,
2003-12-16,20.6,,
2003-12-17,20.47,,
2003-12-18,20.91,,
2003-12-19,20.83,,
2003-12-22,20.78,,
2003-12-23,20.88,,
2003-12-24,21.04,,
2003-12-26,21.03,,
2003-12-29,21.17,,
2003-12-30,20.91,,
2003-12-31,20.92,,
2004-01-02,20.99,,
2004-01-05,20.99,,
2004-01-06,20.83,,
2004-01-07,21.05,,
2004-01-08,20.43,,
2004-01-09,20.17,,
2004-01-12,19.95,,
2004-01-13,19.94,,
2004-01-14,19.98,,
2004-01-15,20.18,,
2004-01-16,19.41,,
2004-01-20,19.43,,
2004-01-21,19.62,,
2004-01-22,19.34,,
2004-01-23,19.29,,
2004-01-26,19.7,,
2004-01-27,19.48,,
2004-01-28,19.66,,
2004-01-29,19.64,,
2004-01-30,19.34,,
2004-02-02,19.52,,
2004-02-03,19.86,,
2004-02-04,19.87,,
2004-02-05,20.01,,
2004-02-06,19.92,,
2004-02-09,19.91,,
2004-02-10,19.8,,
2004-02-11,20.02,,
2004-02-12,19.65,,
2004-02-13,19.89,,
2004-02-17,20.2,,
2004-02-18,20.02,,
2004-02-19,19.46,,
2004-02-20,19.47,,
2004-02-23,19.63,,
2004-02-24,19.55,,
2004-02-25,19.53,,
2004-02-26,19.33,,
2004-02-27,19.21,,
2004-03-01,19.48,,
2004-03-02,19.58,,
2004-03-03,19.72,,
2004-03-04,19.59,,
2004-03-05,19.56,,
2004-03-08,19.37,,
2004-03-09,19.03,,
2004-03-10,18.61,,
2004-03-11,18.64,,
2004-03-12,18.6,,
2004-03-15,18.27,,
2004-03-16,18.66,,
2004-03-17,18.24,,
2004-03-18,18.0,,
2004-03-19,18.05,,
2004-03-22,17.78,,
2004-03-23,17.97,,
2004-03-24,17.66,,
2004-03-25,17.87,,
2004-03-26,18.02,,
2004-03-29,18.21,,
2004-03-30,18.39,,
2004-03-31,18.45,,
2004-04-01,18.79,,
2004-04-02,19.02,,
2004-04-05,19.25,,
2004-04-06,19.39,,
2004-04-07,19.19,,
2004-04-08,19.0,,
2004-04-12,18.49,,
2004-04-13,18.07,,
2004-04-14,18.84,,
2004-04-15,19.74,,
2004-04-16,19.81,,
2004-04-19,19.84,,
2004-04-20,19.41,,
2004-04-21,19.36,,
2004-04-22,19.86,,
2004-04-23,19.71,,
2004-04-26,19.75,,
2004-04-27,19.94,,
2004-04-28,19.82,,
2004-04-29,19.93,,
2004-04-30,19.76,,
2004-05-03,20.31,,
2004-05-04,20.05,,
2004-05-05,20.14,,
2004-05-06,20.15,,
2004-05-07,19.91,,
2004-05-10,19.57,,
2004-05-11,19.64,,
2004-05-12,19.78,,
2004-05-13,19.67,,
2004-05-14,19.74,,
2004-05-17,19.71,,
2004-05-18,19.67,,
2004-05-19,19.59,,
2004-05-20,19.32,,
2004-05-21,19.17,,
2004-05-24,18.98,,
2004-05-25,19.49,,
2004-05-26,19.69,,
2004-05-27,19.94,,
2004-05-28,19.77,,
2004-06-01,19.68,,
2004-06-02,19.77,,
2004-06-03,19.74,,
2004-06-04,20.03,,
2004-06-07,20.3,,
2004-06-08,20.49,,
2004-06-09,20.43,,
2004-06-10,20.49,,
2004-06-14,20.43,,
2004-06-15,20.63,,
2004-06-16,20.55,,
2004-06-17,20.72,,
2004-06-18,20.63,,
2004-06-21,20.42,,
2004-06-22,20.16,,
2004-06-23,20.13,,
2004-06-24,20.11,,
2004-06-25,19.46,,
2004-06-28,19.57,,
2004-06-29,19.82,,
2004-06-30,19.56,,
2004-07-01,19.54,,
2004-07-02,19.48,,
2004-07-06,19.09,,
2004-07-07,18.99,,
2004-07-08,19.33,,
2004-07-09,19.14,,
2004-07-12,19.38,,
2004-07-13,19.33,,
2004-07-14,19.08,,
2004-07-15,19.08,,
2004-07-16,18.76,,
2004-07-19,18.77,,
2004-07-20,18.89,,
2004-07-21,18.6,,
2004-07-22,18.84,,
2004-07-23,18.53,,
2004-07-26,18.48,,
2004-07-27,18.8,,
2004-07-28,18.74,,
2004-07-29,18.78,,
2004-07-30,18.88,,
2004-08-02,18.84,,
2004-08-03,18.79,,
2004-08-04,18.77,,
2004-08-05,18.57,,
2004-08-06,18.56,,
2004-08-09,18.41,,
2004-08-10,18.74,,
2004-08-11,19.09,,
2004-08-12,19.01,,
2004-08-13,19.0,,
2004-08-16,19.19,,
2004-08-17,19.19,,
2004-08-18,19.48,,
2004-08-19,19.53,,
2004-08-20,19.68,,
2004-08-23,19.61,,
2004-08-24,19.67,,
2004-08-25,19.89,,
2004-08-26,19.78,,
2004-08-27,19.92,,
2004-08-30,19.78,,
2004-08-31,20.0,,
2004-09-01,20.18,,
2004-09-02,20.44,,
2004-09-03,20.47,,
2004-09-07,20.19,,
2004-09-08,20.23,,
2004-09-09,20.15,,
2004-09-10,20.3,,
2004-09-13,20.61,,
2004-09-14,20.6,,
2004-09-15,20.4,,
2004-09-16,20.48,,
2004-09-17,20.59,,
2004-09-20,20.43,,
2004-09-21,20.65,,
2004-09-22,20.16,,
2004-09-23,20.33,,
2004-09-24,20.31,,
2004-09-27,20.36,,
2004-09-28,20.4,,
2004-09-29,20.3,,
2004-09-30,20.32,,
2004-10-01,20.24,,
2004-10-04,20.25,,
2004-10-05,20.29,,
2004-10-06,20.25,,
2004-10-07,19.83,,
2004-10-08,19.59,,
2004-10-11,19.75,,
2004-10-12,19.92,,
2004-10-13,19.74,,
2004-10-14,19.68,,
2004-10-15,19.84,,
2004-10-18,19.84,,
2004-10-19,19.85,,
2004-10-20,19.86,,
2004-10-21,19.72,,
2004-10-22,19.6,,
2004-10-25,19.5,,
2004-10-26,19.66,,
2004-10-27,20.36,,
2004-10-28,20.49,,
2004-10-29,20.45,,
2004-11-01,20.51,,
2004-11-02,20.3,,
2004-11-03,20.92,,
2004-11-04,21.33,,
2004-11-05,21.33,,
2004-11-08,21.57,,
2004-11-09,21.59,,
2004-11-10,21.61,,
2004-11-11,21.73,,
2004-11-12,21.2,,
2004-11-15,21.35,,
2004-11-16,21.2,,
2004-11-17,20.94,,
2004-11-18,20.81,,
2004-11-19,20.51,,
2004-11-22,20.57,,
2004-11-23,20.27,,
2004-11-24,20.34,,
2004-11-26,20.43,,
2004-11-29,20.36,,
2004-11-30,20.13,,
2004-12-01,20.75,,
2004-12-02,20.95,,
2004-12-03,20.84,,
2004-12-06,20.91,,
2004-12-07,20.9,,
2004-12-08,21.04,,
2004-12-09,21.1,,
2004-12-10,20.99,,
2004-12-13,21.06,,
2004-12-14,21.35,,
2004-12-15,21.28,,
2004-12-16,22.16,,
2004-12-17,22.55,,
2004-12-20,22.27,,
2004-12-21,22.12,,
2004-12-22,22.31,,
2004-12-23,22.27,,
2004-12-27,22.08,,
2004-12-28,22.24,,
2004-12-29,22.47,,
2004-12-30,22.51,,
2004-12-31,22.38,,
2005-01-03,22.39,,
2005-01-04,22.17,,
2005-01-05,21.91,,
2005-01-06,22.41,,
2005-01-07,22.79,,
2005-01-10,23.01,,
2005-01-11,22.59,,
2005-01-12,22.52,,
2005-01-13,22.09,,
2005-01-14,22.19,,
2005-01-18,22.09,,
2005-01-19,22.09,,
2005-01-20,21.95,,
2005-01-21,22.06,,
2005-01-24,22.04,,
2005-01-25,22.03,,
2005-01-26,22.02,,
2005-01-27,21.81,,
2005-01-28,21.72,,
2005-01-31,21.6,,
2005-02-01,21.85,,
2005-02-02,21.9,,
2005-02-03,21.91,,
2005-02-04,21.84,,
2005-02-07,21.87,,
2005-02-08,21.73,,
2005-02-09,21.67,,
2005-02-10,21.58,,
2005-02-11,22.17,,
2005-02-14,22.31,,
2005-02-15,22.49,,
2005-02-16,22.47,,
2005-02-17,22.34,,
2005-02-18,22.26,,
2005-02-22,21.8,,
2005-02-23,21.95,,
2005-02-24,22.24,,
2005-02-25,22.2,,
2005-02-28,22.07,,
2005-03-01,22.05,,
2005-03-02,22.1,,
2005-03-03,22.08,,
2005-03-04,22.27,,
2005-03-07,22.38,,
2005-03-08,22.31,,
2005-03-09,22.02,,
2005-03-10,22.21,,
2005-03-11,22.07,,
2005-03-14,22.13,,
2005-03-15,21.91,,
2005-03-16,21.79,,
2005-03-17,21.37,,
2005-03-18,21.34,,
2005-03-21,21.05,,
2005-03-22,21.0,,
2005-03-23,21.4,,
2005-03-24,21.56,,
2005-03-28,21.68,,
2005-03-29,21.95,,
2005-03-30,22.43,,
2005-03-31,22.37,,
2005-04-01,22.16,,
2005-04-04,22.16,,
2005-04-05,22.65,,
2005-04-06,22.84,,
2005-04-07,23.2,,
2005-04-08,22.96,,
2005-04-11,22.91,,
2005-04-12,22.98,,
2005-04-13,23.05,,
2005-04-14,23.17,,
2005-04-15,23.93,,
2005-04-18,23.5,,
2005-04-19,23.11,,
2005-04-20,22.69,,
2005-04-21,23.08,,
2005-04-22,22.82,,
2005-04-25,22.92,,
2005-04-26,23.0,,
2005-04-27,23.26,,
2005-04-28,23.07,,
2005-04-29,23.59,,
2005-05-02,23.69,,
2005-05-03,23.63,,
2005-05-04,23.85,,
2005-05-05,23.6,,
2005-05-06,23.52,,
2005-05-09,23.54,,
2005-05-10,23.44,,
2005-05-11,23.63,,
2005-05-12,23.57,,
2005-05-13,23.4,,
2005-05-16,23.74,,
2005-05-17,23.71,,
2005-05-18,23.68,,
2005-05-19,23.53,,
2005-05-20,23.45,,
2005-05-23,23.37,,
2005-05-24,23.35,,
2005-05-25,23.15,,
2005-05-26,23.14,,
2005-05-27,23.03,,
2005-05-31,23.15,,
2005-06-01,23.19,,
2005-06-02,23.16,,
2005-06-03,23.16,,
2005-06-06,23.25,,
2005-06-07,23.4,,
2005-06-08,23.35,,
2005-06-09,23.5,,
2005-06-10,23.46,,
2005-06-13,23.44,,
2005-06-14,23.52,,
2005-06-15,23.52,,
2005-06-16,23.55,,
2005-06-17,23.72,,
2005-06-20,23.7,,
2005-06-21,23.73,,
2005-06-22,23.86,,
2005-06-23,23.55,,
2005-06-24,23.52,,
2005-06-27,23.51,,
2005-06-28,23.75,,
2005-06-29,23.62,,
2005-06-30,23.51,,
2005-07-01,23.52,,
2005-07-05,23.49,,
2005-07-06,23.58,,
2005-07-07,23.5,,
2005-07-08,23.68,,
2005-07-11,23.82,,
2005-07-12,23.99,,
2005-07-13,22.86,,
2005-07-14,22.37,,
2005-07-15,22.49,,
2005-07-18,22.27,,
2005-07-19,22.24,,
2005-07-20,22.48,,
2005-07-21,22.29,,
2005-07-22,22.09,,
2005-07-25,21.83,,
2005-07-26,21.95,,
2005-07-27,22.19,,
2005-07-28,22.46,,
2005-07-29,22.37,,
2005-08-01,22.56,,
2005-08-02,22.68,,
2005-08-03,22.71,,
2005-08-04,22.56,,
2005-08-05,22.31,,
2005-08-08,22.25,,
2005-08-09,22.36,,
2005-08-10,22.36,,
2005-08-11,22.45,,
2005-08-12,22.33,,
2005-08-15,22.42,,
2005-08-16,22.08,,
2005-08-17,22.11,,
2005-08-18,22.08,,
2005-08-19,21.99,,
2005-08-22,22.05,,
2005-08-23,21.93,,
2005-08-24,21.55,,
2005-08-25,21.64,,
2005-08-26,21.46,,
2005-08-29,21.65,,
2005-08-30,21.41,,
2005-08-31,21.65,,
2005-09-01,21.66,,
2005-09-02,21.53,,
2005-09-06,21.73,,
2005-09-07,21.92,,
2005-09-08,21.78,,
2005-09-09,21.86,,
2005-09-12,21.7,,
2005-09-13,21.43,,
2005-09-14,21.04,,
2005-09-15,20.97,,
2005-09-16,20.99,,
2005-09-19,20.78,,
2005-09-20,20.67,,
2005-09-21,20.68,,
2005-09-22,21.07,,
2005-09-23,21.22,,
2005-09-26,20.47,,
2005-09-27,20.5,,
2005-09-28,20.12,,
2005-09-29,20.19,,
2005-09-30,20.34,,
2005-10-03,20.38,,
2005-10-04,21.12,,
2005-10-05,20.77,,
2005-10-06,20.64,,
2005-10-07,20.49,,
2005-10-10,20.24,,
2005-10-11,20.35,,
2005-10-12,20.2,,
2005-10-13,20.43,,
2005-10-14,20.46,,
2005-10-17,20.42,,
2005-10-18,20.34,,
2005-10-19,21.09,,
2005-10-20,20.76,,
2005-10-21,20.51,,
2005-10-24,20.58,,
2005-10-25,20.77,,
2005-10-26,20.64,,
2005-10-27,20.36,,
2005-10-28,20.51,,
2005-10-31,20.66,,
2005-11-01,20.53,,
2005-11-02,20.46,,
2005-11-03,20.53,,
2005-11-04,20.43,,
2005-11-07,20.42,,
2005-11-08,20.4,,
2005-11-09,20.49,,
2005-11-10,20.54,,
2005-11-11,20.98,,
2005-11-14,19.44,,
2005-11-15,19.9,,
2005-11-16,19.47,,
2005-11-17,19.6,,
2005-11-18,19.62,,
2005-11-21,19.37,,
2005-11-22,18.87,,
2005-11-23,18.71,,
2005-11-25,18.7,,
2005-11-28,18.69,,
2005-11-29,18.31,,
2005-11-30,18.09,,
2005-12-01,18.05,,
2005-12-02,18.5,,
2005-12-05,18.32,,
2005-12-06,18.17,,
2005-12-07,18.23,,
2005-12-08,18.37,,
2005-12-09,18.71,,
2005-12-12,18.79,,
2005-12-13,18.94,,
2005-12-14,18.94,,
2005-12-15,18.83,,
2005-12-16,19.27,,
2005-12-19,19.4,,
2005-12-20,19.19,,
2005-12-21,19.37,,
2005-12-22,19.55,,
2005-12-23,19.6,,
2005-12-27,19.38,,
2005-12-28,19.36,,
2005-12-29,19.1,,
2005-12-30,18.92,,
2006-01-03,18.98,,
2006-01-04,19.0,,
2006-01-05,19.25,,
2006-01-06,19.62,,
2006-01-09,20.35,,
2006-01-10,20.15,,
2006-01-11,19.88,,
2006-01-12,19.83,,
2006-01-13,19.76,,
2006-01-17,19.71,,
2006-01-18,19.78,,
2006-01-19,19.93,,
2006-01-20,19.36,,
2006-01-23,19.44,,
2006-01-24,19.22,,
2006-01-25,20.23,,
2006-01-26,20.78,,
2006-01-27,20.63,,
2006-01-30,20.6,,
2006-01-31,20.7,,
2006-02-01,20.68,,
2006-02-02,20.35,,
2006-02-03,20.39,,
2006-02-06,20.35,,
2006-02-07,20.2,,
2006-02-08,20.18,,
2006-02-09,20.22,,
2006-02-10,20.38,,
2006-02-13,20.55,,
2006-02-14,20.98,,
2006-02-15,21.18,,
2006-02-16,21.28,,
2006-02-17,21.27,,
2006-02-21,21.11,,
2006-02-22,21.06,,
2006-02-23,20.84,,
2006-02-24,21.09,,
2006-02-27,21.33,,
2006-02-28,21.2,,
2006-03-01,21.11,,
2006-03-02,20.84,,
2006-03-03,21.01,,
2006-03-06,20.96,,
2006-03-07,20.89,,
2006-03-08,20.86,,
2006-03-09,20.72,,
2006-03-10,21.07,,
2006-03-13,21.56,,
2006-03-14,21.67,,
2006-03-15,21.71,,
2006-03-16,21.59,,
2006-03-17,21.68,,
2006-03-20,21.23,,
2006-03-21,21.08,,
2006-03-22,21.16,,
2006-03-23,21.05,,
2006-03-24,21.05,,
2006-03-27,20.85,,
2006-03-28,20.61,,
2006-03-29,20.59,,
2006-03-30,20.46,,
2006-03-31,20.38,,
2006-04-03,20.58,,
2006-04-04,20.43,,
2006-04-05,20.47,,
2006-04-06,20.57,,
2006-04-07,20.19,,
2006-04-10,20.24,,
2006-04-11,19.89,,
2006-04-12,19.98,,
2006-04-13,19.91,,
2006-04-17,19.73,,
2006-04-18,20.0,,
2006-04-19,19.83,,
2006-04-20,20.11,,
2006-04-21,20.15,,
2006-04-24,19.74,,
2006-04-25,19.77,,
2006-04-26,19.72,,
2006-04-27,20.17,,
2006-04-28,20.51,,
2006-05-01,20.31,,
2006-05-02,20.22,,
2006-05-03,20.27,,
2006-05-04,20.41,,
