date,NTRS,dcf,Deviation
2004-07-27,39.68,1972000039.34,-0.9999999798782966
2004-07-28,39.34,1972000040.08,-0.9999999800507103
2004-07-29,40.08,1972000040.15,-0.9999999796754568
2004-07-30,40.15,1972000040.73,-0.9999999796399599
2004-08-02,40.73,1972000040.5,-0.9999999793458422
2004-08-03,40.5,1972000040.17,-0.9999999794624751
2004-08-04,40.17,1972000039.76,-0.9999999796298179
2004-08-05,39.76,1972000039.49,-0.9999999798377286
2004-08-06,39.49,1972000039.57,-0.9999999799746454
2004-08-09,39.57,1972000040.18,-0.9999999799340775
2004-08-10,40.18,1972000040.25,-0.9999999796247468
2004-08-11,40.25,1972000039.81,-0.9999999795892499
2004-08-12,39.81,1972000039.7,-0.9999999798123737
2004-08-13,39.7,1972000040.89,-0.9999999798681546
2004-08-16,40.89,1972000041.27,-0.9999999792647063
2004-08-17,41.27,1972000042.18,-0.9999999790720085
2004-08-18,42.18,1972000041.88,-0.9999999786105481
2004-08-19,41.88,1972000042.39,-0.999999978762678
2004-08-20,42.39,1972000042.6,-0.9999999785040573
2004-08-23,42.6,1972000042.64,-0.9999999783975664
2004-08-24,42.64,1972000043.03,-0.9999999783772824
2004-08-25,43.03,1972000043.13,-0.9999999781795137
2004-08-26,43.13,1972000043.0,-0.9999999781288037
2004-08-27,43.0,1972000042.77,-0.9999999781947266
2004-08-30,42.77,1972000043.05,-0.9999999783113594
2004-08-31,43.05,1972000042.74,-0.9999999781693717
2004-09-01,42.74,1972000042.88,-0.9999999783265725
2004-09-02,42.88,1972000042.71,-0.9999999782555785
2004-09-03,42.71,1972000043.24,-0.9999999783417854
2004-09-07,43.24,1972000042.5,-0.9999999780730228
2004-09-08,42.5,1972000042.51,-0.9999999784482764
2004-09-09,42.51,1972000042.6,-0.9999999784432053
2004-09-10,42.6,1972000042.55,-0.9999999783975664
2004-09-13,42.55,1972000042.11,-0.9999999784229213
2004-09-14,42.11,1972000041.88,-0.9999999786460451
2004-09-15,41.88,1972000041.83,-0.999999978762678
2004-09-16,41.83,1972000042.34,-0.9999999787880329
2004-09-17,42.34,1972000041.93,-0.9999999785294122
2004-09-20,41.93,1972000042.49,-0.9999999787373229
2004-09-21,42.49,1972000042.06,-0.9999999784533473
2004-09-22,42.06,1972000041.03,-0.9999999786714
2004-09-23,41.03,1972000040.85,-0.9999999791937124
2004-09-24,40.85,1972000040.31,-0.9999999792849903
2004-09-27,40.31,1972000040.5,-0.9999999795588239
2004-09-28,40.5,1972000040.74,-0.9999999794624751
2004-09-29,40.74,1972000040.8,-0.9999999793407712
2004-09-30,40.8,2278000041.29,-0.9999999820895525
2004-10-01,41.29,2278000041.04,-0.9999999818744516
2004-10-04,41.04,2278000040.99,-0.999999981984197
2004-10-05,40.99,2278000041.63,-0.999999982006146
2004-10-06,41.63,2278000041.34,-0.9999999817251979
2004-10-07,41.34,2278000041.08,-0.9999999818525025
2004-10-08,41.08,2278000040.91,-0.9999999819666378
2004-10-11,40.91,2278000039.94,-0.9999999820412646
2004-10-12,39.94,2278000039.7200003,-0.9999999824670767
2004-10-13,39.72,2278000038.87,-0.9999999825636526
2004-10-14,38.87,2278000038.96,-0.9999999829367869
2004-10-15,38.96,2278000039.05,-0.9999999828972786
2004-10-18,39.05,2278000038.9700003,-0.9999999828577703
2004-10-19,38.97,2278000039.33,-0.9999999828928888
2004-10-20,39.33,2278000039.7200003,-0.9999999827348555
2004-10-21,39.72,2278000039.66,-0.9999999825636526
2004-10-22,39.66,2278000039.59,-0.9999999825899916
2004-10-25,39.59,2278000040.52,-0.9999999826207202
2004-10-26,40.52,2278000041.7,-0.9999999822124674
2004-10-27,41.7,2278000041.99,-0.9999999816944691
2004-10-28,41.99,2278000042.54,-0.9999999815671645
2004-10-29,42.54,2278000042.74,-0.9999999813257247
2004-11-01,42.74,2278000042.99,-0.9999999812379283
2004-11-02,42.99,2278000043.96,-0.999999981128183
2004-11-03,43.96,2278000044.95,-0.9999999807023708
2004-11-04,44.95,2278000045.96,-0.9999999802677791
2004-11-05,45.96,2278000045.45,-0.9999999798244078
2004-11-08,45.45,2278000045.1800003,-0.9999999800482884
2004-11-09,45.18,2278000045.08,-0.9999999801668134
2004-11-10,45.08,2278000045.8199997,-0.9999999802107116
2004-11-11,45.82,2278000046.21,-0.9999999798858652
2004-11-12,46.21,2278000046.2,-0.9999999797146624
2004-11-15,46.2,2278000046.08,-0.9999999797190522
2004-11-16,46.08,2278000046.1800003,-0.99999997977173
2004-11-17,46.18,2278000046.2,-0.9999999797278318
2004-11-18,46.2,2278000045.35,-0.9999999797190522
2004-11-19,45.35,2278000046.1099997,-0.9999999800921865
2004-11-22,46.11,2278000046.45,-0.9999999797585606
2004-11-23,46.45,2278000046.85,-0.9999999796093069
2004-11-24,46.85,2278000047.0,-0.9999999794337142
2004-11-26,47.0,2278000047.01,-0.999999979367867
2004-11-29,47.01,2278000047.04,-0.9999999793634772
2004-11-30,47.04,2278000047.84,-0.9999999793503077
2004-12-01,47.84,2278000048.01,-0.9999999789991225
2004-12-02,48.01,2278000047.94,-0.9999999789244957
2004-12-03,47.94,2278000047.85,-0.9999999789552243
2004-12-06,47.85,2278000047.63,-0.9999999789947327
2004-12-07,47.63,2278000047.77,-0.9999999790913086
2004-12-08,47.77,2278000047.3,-0.9999999790298512
2004-12-09,47.3,2278000048.0699997,-0.9999999792361726
2004-12-10,48.07,2278000048.4300003,-0.9999999788981567
2004-12-13,48.43,2278000048.56,-0.9999999787401234
2004-12-14,48.56,2278000049.17,-0.9999999786830558
2004-12-15,49.17,2278000049.25,-0.999999978415277
2004-12-16,49.25,2278000048.35,-0.9999999783801585
2004-12-17,48.35,2278000048.13,-0.9999999787752419
2004-12-20,48.13,2278000049.04,-0.9999999788718178
2004-12-21,49.04,2278000048.84,-0.9999999784723447
2004-12-22,48.84,2278000048.94,-0.9999999785601409
2004-12-23,48.94,2278000048.79,-0.9999999785162428
2004-12-27,48.79,2278000048.76,-0.99999997858209
2004-12-28,48.76,2278000048.76,-0.9999999785952595
2004-12-29,48.76,2278000048.71,-0.9999999785952595
2004-12-30,48.71,2278000048.58,-0.9999999786172086
2004-12-31,48.58,47.42999994754791,0.024246258775539875
2005-01-03,47.43,47.019999980926514,0.008719694156524849
2005-01-04,47.02,46.8400000333786,0.003842868627095042
2005-01-05,46.84,47.389999985694885,-0.011605823715148844
2005-01-06,47.39,46.62999999523163,0.01629852036984958
2005-01-07,46.63,46.46000003814697,0.0036590607342541492
2005-01-10,46.46,46.0,0.010000000000000009
2005-01-11,46.0,45.85000002384186,0.0032715371009846006
2005-01-12,45.85,45.57000005245209,0.006144392083072825
2005-01-13,45.57,46.05999994277954,-0.010638296643253775
2005-01-14,46.06,47.03999996185303,-0.020833332539280436
2005-01-18,47.04,45.89999997615814,0.024836601839520966
2005-01-19,45.9,44.75,0.025698324022346286
2005-01-20,44.75,44.28999996185303,0.010386092538793745
2005-01-21,44.29,44.17999994754791,0.0024898155858461557
2005-01-24,44.18,43.94000005722046,0.005461992318320563
2005-01-25,43.94,44.05999994277954,-0.002723557488320205
2005-01-26,44.06,43.5900000333786,0.010782288741947754
2005-01-27,43.59,43.28999996185303,0.006930007817309569
2005-01-28,43.29,43.639999985694885,-0.008020164661081908
2005-01-31,43.64,44.049999952316284,-0.009307603921909324
2005-02-01,44.05,43.669999957084656,0.008701626821359554
2005-02-02,43.67,43.49000000953674,0.004138882281531142
2005-02-03,43.49,44.330000042915344,-0.018948794092085497
2005-02-04,44.33,44.299999952316284,0.0006772019800451723
2005-02-07,44.3,44.55999994277954,-0.005834828166818129
2005-02-08,44.56,43.950000047683716,0.013879407318645454
2005-02-09,43.95,44.32000005245209,-0.00834837662486898
2005-02-10,44.32,44.860000014305115,-0.012037450159003926
2005-02-11,44.86,44.71000003814697,0.003354953292888485
2005-02-14,44.71,44.450000047683716,0.005849267762370491
2005-02-15,44.45,43.700000047683716,0.017162470285993603
2005-02-16,43.7,43.019999980926514,0.015806602031031458
2005-02-17,43.02,42.46000003814697,0.01318888274493446
2005-02-18,42.46,41.80999994277954,0.015546521361158527
2005-02-22,41.81,41.860000014305115,-0.0011944580575257158
2005-02-23,41.86,41.97000002861023,-0.0026209203844470563
2005-02-24,41.97,42.25,-0.00662721893491125
2005-02-25,42.25,42.25,0.0
2005-02-28,42.25,43.52999997138977,-0.02940500740250529
2005-03-01,43.53,43.57000005245209,-0.0009180640900604553
2005-03-02,43.57,43.360000014305115,0.004843173100221421
2005-03-03,43.36,44.55999994277954,-0.026929980797138375
2005-03-04,44.56,44.39999997615814,0.0036036041425175913
2005-03-07,44.4,43.980000019073486,0.009549794923700894
2005-03-08,43.98,43.139999985694885,0.01947148851607916
2005-03-09,43.14,43.35000002384186,-0.004844291204760376
2005-03-10,43.35,42.769999980926514,0.013560907629930785
2005-03-11,42.77,43.480000019073486,-0.01632934725763624
2005-03-14,43.48,43.080000042915344,0.009285050062353362
2005-03-15,43.08,42.87999999523163,0.004664179216198994
2005-03-16,42.88,42.75,0.003040935672514733
2005-03-17,42.75,43.1599999666214,-0.00949953584194807
2005-03-18,43.16,42.700000047683716,0.010772832594908577
2005-03-21,42.7,42.169999957084656,0.01256817745920591
2005-03-22,42.17,42.110000014305115,0.0014248393653408797
2005-03-23,42.11,41.60000002384186,0.012259614804467578
2005-03-24,41.6,41.92999994754791,-0.007870258715972356
2005-03-28,41.93,41.85000002384186,0.001911588437576217
2005-03-29,41.85,42.69000005722046,-0.019676740597201814
2005-03-30,42.69,47.01855151443404,-0.09206050324849402
2005-03-31,43.44,46.70855151443405,-0.06997758244384844
2005-04-01,43.13,46.68855151443404,-0.07621893160112048
2005-04-04,43.11,47.01855151443404,-0.08312785886724239
2005-04-05,43.44,48.09855151443405,-0.09685429951120361
2005-04-06,44.52,48.46855151443405,-0.08146625783232153
2005-04-07,44.89,48.38855151443405,-0.07230122425529617
2005-04-08,44.81,48.15855151443404,-0.06953181541247999
2005-04-11,44.58,48.838551514434045,-0.08719651550630958
2005-04-12,45.26,48.13855151443405,-0.05979721914920799
2005-04-13,44.56,47.338551514434045,-0.058695321794686284
2005-04-14,43.76,46.52855151443404,-0.05950220723237398
2005-04-15,42.95,47.378551514434044,-0.09347165273900082
2005-04-18,43.8,48.28855151443404,-0.09295270563442681
2005-04-19,44.71,47.508551514434046,-0.058906268981570364
2005-04-20,43.93,48.048551514434045,-0.08571645522335491
2005-04-21,44.47,47.89855151443404,-0.07157944042213593
2005-04-22,44.32,48.47855151443404,-0.08578126582837087
2005-04-25,44.9,48.35855151443404,-0.0715189228403943
2005-04-26,44.78,48.88855151443405,-0.08403913364504212
2005-04-27,45.31,47.81855151443404,-0.05245979719140659
2005-04-28,44.24,48.57855151443404,-0.08931002220485995
2005-04-29,45.0,49.06855151443404,-0.08291566367589298
2005-05-02,45.49,48.84855151443405,-0.06875437265405182
2005-05-03,45.27,50.338551514434045,-0.10068926025773084
2005-05-04,46.76,50.28855151443404,-0.07016609960263542
2005-05-05,46.71,49.16855151443405,-0.05000252069073685
2005-05-06,45.59,49.51855151443404,-0.07933494406210384
2005-05-09,45.94,49.048551514434045,-0.06337702987047966
2005-05-10,45.47,49.59855151443405,-0.08323935656130144
2005-05-11,46.02,48.91855151443405,-0.05925260304526381
2005-05-12,45.34,48.40855151443404,-0.0633886249110156
2005-05-13,44.83,49.27855151443404,-0.09027358511402328
2005-05-16,45.7,49.838551514434045,-0.08303916122513011
2005-05-17,46.26,50.76855151443404,-0.08880599071557538
2005-05-18,47.19,50.45855151443405,-0.0647769588371766
2005-05-19,46.88,49.77855151443404,-0.05822892443130978
2005-05-20,46.2,49.89855151443404,-0.07412142040564373
2005-05-23,46.32,50.01855151443404,-0.07394359497529102
2005-05-24,46.44,49.71855151443405,-0.06594221703104597
2005-05-25,46.14,50.06855151443404,-0.07846345451598491
2005-05-26,46.49,50.088551514434045,-0.07184379275565689
2005-05-27,46.51,49.60855151443404,-0.06246002795571426
2005-05-31,46.03,49.90855151443404,-0.07771316531421113
2005-06-01,46.33,49.57855151443404,-0.06552332440547959
2005-06-02,46.0,49.24855151443404,-0.0659623768524834
2005-06-03,45.67,49.758551514434046,-0.08216781618428004
2005-06-06,46.18,49.738551514434036,-0.071545137646426
2005-06-07,46.16,49.85855151443404,-0.07418088576767645
2005-06-08,46.28,49.808551514434036,-0.07084228324550845
2005-06-09,46.23,49.43855151443404,-0.06489978804288543
2005-06-10,45.86,49.57855151443404,-0.07500323024466415
2005-06-13,46.0,49.17855151443405,-0.06463288194856931
2005-06-14,45.6,49.41855151443405,-0.07726959608111406
2005-06-15,45.84,49.68855151443404,-0.0774534857051743
2005-06-16,46.11,49.90855151443404,-0.07611023360065783
2005-06-17,46.33,49.878551514434044,-0.07114383651271738
2005-06-20,46.3,49.57855151443404,-0.06612842477819347
2005-06-21,46.0,50.02855151443404,-0.08052504804724836
2005-06-22,46.45,48.88855151443405,-0.04987980700786521
2005-06-23,45.31,49.26855151443404,-0.08034641556844457
2005-06-24,45.69,48.65855151443404,-0.06100780689193863
2005-06-27,45.08,49.13855151443405,-0.08259404051098018
2005-06-28,45.56,49.22855151443404,-0.07452080960290697
2005-06-29,45.65,49.16855151443405,-0.07156101626058953
2005-06-30,45.59,1929000046.16,-0.9999999763659934
2005-07-01,46.16,1929000047.0,-0.9999999760705034
2005-07-05,47.0,1929000046.52,-0.9999999756350446
2005-07-06,46.52,1929000046.2,-0.9999999758838782
2005-07-07,46.2,1929000046.84,-0.9999999760497673
2005-07-08,46.84,1929000047.49,-0.9999999757179892
2005-07-11,47.49,1929000048.12,-0.999999975381027
2005-07-12,48.12,1929000048.82,-0.9999999750544329
2005-07-13,48.82,1929000048.66,-0.9999999746915507
2005-07-14,48.66,1929000048.95,-0.9999999747744952
2005-07-15,48.95,1929000049.02,-0.9999999746241582
2005-07-18,49.02,1929000049.21,-0.99999997458787
2005-07-19,49.21,1929000050.41,-0.9999999744893734
2005-07-20,50.41,1929000050.23,-0.9999999738672894
2005-07-21,50.23,1929000051.21,-0.999999973960602
2005-07-22,51.21,1929000050.76,-0.9999999734525667
2005-07-25,50.76,1929000050.95,-0.9999999736858483
2005-07-26,50.95,1929000050.77,-0.9999999735873517
2005-07-27,50.77,1929000051.19,-0.9999999736806643
2005-07-28,51.19,1929000050.8,-0.9999999734629349
2005-07-29,50.8,1929000050.62,-0.9999999736651122
2005-08-01,50.62,1929000050.56,-0.9999999737584248
2005-08-02,50.56,1929000050.26,-0.999999973789529
2005-08-03,50.26,1929000049.83,-0.9999999739450499
2005-08-04,49.83,1929000049.3,-0.9999999741679634
2005-08-05,49.3,1929000049.4,-0.999999974442717
2005-08-08,49.4,1929000049.57,-0.9999999743908767
2005-08-09,49.57,1929000049.55,-0.9999999743027482
2005-08-10,49.55,1929000049.98,-0.9999999743131163
2005-08-11,49.98,1929000049.98,-0.9999999740902028
2005-08-12,49.98,1929000050.07,-0.9999999740902028
2005-08-15,50.07,1929000049.13,-0.9999999740435466
2005-08-16,49.13,1929000049.63,-0.9999999745308457
2005-08-17,49.63,1929000049.78,-0.999999974271644
2005-08-18,49.78,1929000050.49,-0.9999999741938835
2005-08-19,50.49,1929000050.81,-0.9999999738258172
2005-08-22,50.81,1929000050.46,-0.9999999736599281
2005-08-23,50.46,1929000050.23,-0.9999999738413693
2005-08-24,50.23,1929000050.69,-0.999999973960602
2005-08-25,50.69,1929000049.91,-0.9999999737221364
2005-08-26,49.91,1929000050.18,-0.9999999741264911
2005-08-29,50.18,1929000049.53,-0.9999999739865222
2005-08-30,49.53,1929000049.84,-0.9999999743234843
2005-08-31,49.84,1929000050.61,-0.9999999741627793
2005-09-01,50.61,1929000050.18,-0.9999999737636087
2005-09-02,50.18,1929000051.03,-0.9999999739865222
2005-09-06,51.03,1929000050.15,-0.9999999735458793
2005-09-07,50.15,1929000049.82,-0.9999999740020743
2005-09-08,49.82,1929000049.91,-0.9999999741731473
2005-09-09,49.91,1929000049.73,-0.9999999741264911
2005-09-12,49.73,1929000048.87,-0.9999999742198037
2005-09-13,48.87,1929000048.81,-0.9999999746656305
2005-09-14,48.81,1929000048.53,-0.9999999746967347
2005-09-15,48.53,1929000049.36,-0.9999999748418876
2005-09-16,49.36,1929000049.36,-0.9999999744116129
2005-09-19,49.36,1929000048.78,-0.9999999744116129
2005-09-20,48.78,1929000048.07,-0.9999999747122867
2005-09-21,48.07,1929000048.22,-0.9999999750803531
2005-09-22,48.22,1929000048.86,-0.9999999750025926
2005-09-23,48.86,1929000049.14,-0.9999999746708146
2005-09-26,49.14,1929000049.32,-0.9999999745256616
2005-09-27,49.32,1929000048.86,-0.999999974432349
2005-09-28,48.86,1929000050.21,-0.9999999746708146
2005-09-29,50.21,1929000050.55,-0.9999999739709701
2005-09-30,50.55,2478000051.1,-0.9999999796004847
2005-10-03,51.1,2478000050.67,-0.9999999793785315
2005-10-04,50.67,2478000050.1400003,-0.9999999795520585
2005-10-05,50.14,2478000049.8900003,-0.9999999797659407
2005-10-06,49.89,2478000049.54,-0.9999999798668285
2005-10-07,49.54,2478000049.5699997,-0.9999999800080714
2005-10-10,49.57,2478000049.02,-0.9999999799959649
2005-10-11,49.02,2478000048.5299997,-0.999999980217918
2005-10-12,48.53,2478000049.08,-0.9999999804156582
2005-10-13,49.08,2478000049.95,-0.999999980193705
2005-10-14,49.95,2478000050.38,-0.9999999798426155
2005-10-17,50.38,2478000050.81,-0.9999999796690884
2005-10-18,50.81,2478000052.3900003,-0.9999999794955614
2005-10-19,52.39,2478000052.1,-0.9999999788579504
2005-10-20,52.1,2478000052.12,-0.9999999789749803
2005-10-21,52.12,2478000052.71,-0.9999999789669093
2005-10-24,52.71,2478000052.27,-0.999999978728814
2005-10-25,52.27,2478000052.3599997,-0.9999999789063766
2005-10-26,52.36,2478000052.31,-0.999999978870057
2005-10-27,52.31,2478000053.2,-0.9999999788902345
2005-10-28,53.2,2478000053.6,-0.9999999785310739
2005-10-31,53.6,2478000052.4,-0.9999999783696534
2005-11-01,52.4,2478000052.38,-0.9999999788539149
2005-11-02,52.38,2478000050.91,-0.9999999788619859
2005-11-03,50.91,2478000051.15,-0.9999999794552062
2005-11-04,51.15,2478000051.99,-0.9999999793583539
2005-11-07,51.99,2478000052.01,-0.9999999790193709
2005-11-08,52.01,2478000052.63,-0.9999999790112999
2005-11-09,52.63,2478000053.26,-0.9999999787610981
2005-11-10,53.26,2478000053.35,-0.9999999785068608
2005-11-11,53.35,2478000052.5,-0.9999999784705412
2005-11-14,52.5,2478000052.0,-0.9999999788135597
2005-11-15,52.0,2478000051.56,-0.9999999790153354
2005-11-16,51.56,2478000051.75,-0.999999979192898
2005-11-17,51.75,2478000051.9700003,-0.9999999791162232
2005-11-18,51.97,2478000052.0299997,-0.999999979027442
2005-11-21,52.03,2478000051.7,-0.9999999790032289
2005-11-22,51.7,2478000052.25,-0.9999999791364007
2005-11-23,52.25,2478000052.4,-0.9999999789144476
2005-11-25,52.4,2478000052.4700003,-0.9999999788539149
2005-11-28,52.47,2478000052.74,-0.9999999788256663
2005-11-29,52.74,2478000052.69,-0.9999999787167074
2005-11-30,52.69,2478000053.08,-0.9999999787368851
2005-12-01,53.08,2478000053.48,-0.9999999785795001
2005-12-02,53.48,2478000052.8199997,-0.9999999784180795
2005-12-05,52.82,2478000052.99,-0.9999999786844234
2005-12-06,52.99,2478000052.71,-0.9999999786158197
2005-12-07,52.71,2478000052.71,-0.999999978728814
2005-12-08,52.71,2478000053.84,-0.9999999787288141
2005-12-09,53.84,2478000053.84,-0.9999999782728011
2005-12-12,53.84,2478000054.5299997,-0.9999999782728011
2005-12-13,54.53,2478000054.83,-0.9999999779943508
2005-12-14,54.83,2478000054.52,-0.9999999778732854
2005-12-15,54.52,2478000054.1800003,-0.9999999779983862
2005-12-16,54.18,2478000053.71,-0.9999999781355937
2005-12-19,53.71,2478000053.6,-0.9999999783252628
2005-12-20,53.6,2478000053.3900003,-0.9999999783696534
2005-12-21,53.39,2478000053.1,-0.9999999784543991
2005-12-22,53.1,2478000053.48,-0.9999999785714291
2005-12-23,53.48,2478000052.9,-0.9999999784180795
2005-12-27,52.9,2478000052.1800003,-0.9999999786521393
2005-12-28,52.18,2478000051.99,-0.9999999789426962
2005-12-29,51.99,2478000051.8199997,-0.9999999790193709
2005-12-30,51.82,2846000052.31,-0.9999999817919891
2006-01-03,52.31,2846000052.24,-0.9999999816198176
2006-01-04,52.24,2846000052.31,-0.9999999816444135
2006-01-05,52.31,2846000052.95,-0.9999999816198176
2006-01-06,52.95,2846000052.7,-0.9999999813949406
2006-01-09,52.7,2846000052.34,-0.9999999814827832
2006-01-10,52.34,2846000052.71,-0.9999999816092765
2006-01-11,52.71,2846000052.23,-0.9999999814792695
2006-01-12,52.23,2846000052.45,-0.9999999816479272
2006-01-13,52.45,2846000052.54,-0.9999999815706258
2006-01-17,52.54,2846000051.13,-0.9999999815390025
2006-01-18,51.13,2846000049.6,-0.9999999820344346
2006-01-19,49.6,2846000049.42,-0.9999999825720313
2006-01-20,49.42,2846000049.48,-0.9999999826352779
2006-01-23,49.48,2846000049.66,-0.9999999826141956
2006-01-24,49.66,2846000050.32,-0.999999982550949
2006-01-25,50.32,2846000051.89,-0.9999999823190446
2006-01-26,51.89,2846000051.93,-0.9999999817673931
2006-01-27,51.93,2846000052.31,-0.9999999817533384
2006-01-30,52.31,2846000052.21,-0.9999999816198176
2006-01-31,52.21,2846000051.95,-0.9999999816549546
2006-02-01,51.95,2846000051.49,-0.999999981746311
2006-02-02,51.49,2846000051.76,-0.9999999819079413
2006-02-03,51.76,2846000052.08,-0.9999999818130713
2006-02-06,52.08,2846000051.75,-0.9999999817006328
2006-02-07,51.75,2846000052.61,-0.999999981816585
2006-02-08,52.61,2846000052.41,-0.9999999815144065
2006-02-09,52.41,2846000052.93,-0.9999999815846806
2006-02-10,52.93,2846000052.39,-0.999999981401968
2006-02-13,52.39,2846000052.46,-0.999999981591708
2006-02-14,52.46,2846000052.19,-0.9999999815671121
2006-02-15,52.19,2846000052.75,-0.9999999816619821
2006-02-16,52.75,2846000052.29,-0.9999999814652146
2006-02-17,52.29,2846000051.96,-0.999999981626845
2006-02-21,51.96,2846000053.81,-0.9999999817427973
2006-02-22,53.81,2846000053.42,-0.9999999810927621
2006-02-23,53.42,2846000053.11,-0.9999999812297966
2006-02-24,53.11,2846000053.25,-0.9999999813387214
2006-02-27,53.25,2846000052.72,-0.9999999812895295
2006-02-28,52.72,2846000053.28,-0.9999999814757558
2006-03-01,53.28,2846000053.3,-0.9999999812789884
2006-03-02,53.3,2846000053.04,-0.999999981271961
2006-03-03,53.04,2846000052.8,-0.9999999813633172
2006-03-06,52.8,2846000053.12,-0.9999999814476461
2006-03-07,53.12,2846000052.87,-0.9999999813352076
2006-03-08,52.87,2846000052.56,-0.9999999814230502
2006-03-09,52.56,2846000053.17,-0.999999981531975
2006-03-10,53.17,2846000053.25,-0.9999999813176391
2006-03-13,53.25,2846000053.8,-0.9999999812895295
2006-03-14,53.8,2846000053.42,-0.9999999810962759
2006-03-15,53.42,2846000053.15,-0.9999999812297966
2006-03-16,53.15,2846000053.49,-0.9999999813246665
2006-03-17,53.49,2846000053.36,-0.9999999812052006
2006-03-20,53.36,2846000053.34,-0.9999999812508787
2006-03-21,53.34,2846000053.31,-0.9999999812579062
2006-03-22,53.31,2846000052.99,-0.9999999812684472
2006-03-23,52.99,2846000053.18,-0.9999999813808857
2006-03-24,53.18,2846000053.06,-0.9999999813141255
2006-03-27,53.06,2846000052.74,-0.9999999813562899
2006-03-28,52.74,2846000052.67,-0.9999999814687284
2006-03-29,52.67,2846000052.63,-0.9999999814933243
2006-03-30,52.63,56.258732913536235,-0.06450079348770998
2006-03-31,52.5,56.048732913536234,-0.06331513183376869
2006-04-03,52.29,56.05873291353623,-0.06722829285758292
2006-04-04,52.3,56.43873291353623,-0.0733314286108574
2006-04-05,52.68,56.30873291353623,-0.06444351925141456
2006-04-06,52.55,56.05873291353623,-0.06259030005098454
2006-04-07,52.3,56.55873291353623,-0.07529753044585963
2006-04-10,52.8,56.40873291353623,-0.0639747203516825
2006-04-11,52.65,56.038732913536236,-0.06047126223865218
2006-04-12,52.28,56.49873291353623,-0.07466951373922737
2006-04-13,52.74,56.51873291353623,-0.06685806136731742
2006-04-17,52.76,61.01873291353623,-0.13534749935300838
2006-04-18,57.26,61.18873291353623,-0.06420680289437919
2006-04-19,57.43,61.118732913536235,-0.06035355671974796
2006-04-20,57.36,61.39873291353623,-0.06577876646450842
2006-04-21,57.64,61.508732913536235,-0.06289729490891272
2006-04-24,57.75,61.71873291353623,-0.06430353842643133
2006-04-25,57.96,62.328732913536236,-0.07009179730312565
2006-04-26,58.57,63.13873291353624,-0.07236022490018568
2006-04-27,59.38,62.64873291353623,-0.05217556304047721
2006-04-28,58.89,61.96873291353623,-0.04968203751772571
2006-05-01,58.21,62.16873291353623,-0.0636772333616965
2006-05-02,58.41,62.10873291353624,-0.05955254180898162
2006-05-03,58.35,62.68873291353623,-0.06921072913565585
2006-05-04,58.93,63.478732913536234,-0.07165758837266045
2006-05-05,59.72,63.49873291353623,-0.05950879238301632
2006-05-08,59.74,63.14873291353623,-0.053979434840022766
2006-05-09,59.39,62.35873291353624,-0.04760733220241253
2006-05-10,58.6,61.508732913536235,-0.047289755060067384
2006-05-11,57.75,61.13873291353624,-0.0554269405342217
2006-05-12,57.38,61.508732913536235,-0.06712433695130826
2006-05-15,57.75,60.758732913536235,-0.0495193492237217
2006-05-16,57.0,59.44873291353623,-0.041190666201376125
2006-05-17,55.69,59.118732913536235,-0.05799740191574998
2006-05-18,55.36,60.27873291353623,-0.08159980603095385
2006-05-19,56.52,60.26873291353623,-0.062200294121236954
2006-05-22,56.51,60.038732913536236,-0.05877427357799314
2006-05-23,56.28,59.94873291353623,-0.06119783914078092
2006-05-24,56.19,60.15873291353623,-0.06597101902462499
2006-05-25,56.4,60.40873291353623,-0.06636015556350072
2006-05-26,56.65,58.88873291353624,-0.03801631997793653
2006-05-30,55.13,59.67873291353623,-0.0762203332990753
2006-05-31,55.92,60.73873291353623,-0.07933542045396091
2006-06-01,56.98,61.20873291353623,-0.06908708467319136
2006-06-02,57.45,59.80873291353623,-0.03943793487392855
2006-06-05,56.05,59.508732913536235,-0.0581214343542088
2006-06-06,55.75,59.59873291353624,-0.06457742850204296
2006-06-07,55.84,59.578732913536236,-0.06275281011702749
2006-06-08,55.82,59.26873291353623,-0.05818806551115907
2006-06-09,55.51,58.30873291353623,-0.04799852052498499
2006-06-12,54.55,57.48873291353623,-0.05111841511546489
2006-06-13,53.73,57.66873291353623,-0.06829927960168036
2006-06-14,53.91,58.96873291353623,-0.08578669853655618
2006-06-15,55.21,58.65873291353623,-0.05879317097796344
2006-06-16,54.9,57.94873291353623,-0.05261086412510807
2006-06-19,54.19,57.63873291353624,-0.059833600414319954
2006-06-20,53.88,58.14873291353623,-0.07341059210840561
2006-06-21,54.39,57.94873291353623,-0.06141174680809891
2006-06-22,54.19,57.42873291353623,-0.056395688172546254
2006-06-23,53.67,58.09873291353624,-0.07622770224829467
2006-06-26,54.34,56.85873291353624,-0.04429808376782529
2006-06-27,53.1,57.76873291353623,-0.08081764439119743
2006-06-28,54.01,59.24873291353623,-0.08841932402472308
2006-06-29,55.49,59.05873291353623,-0.0604268452349116
2006-06-30,55.3,4356000055.280001,-0.999999987304867
2006-07-03,55.28,4356000054.5,-0.9999999873094584
2006-07-05,54.5,4356000054.2,-0.9999999874885217
2006-07-06,54.2,4356000053.87,-0.9999999875573923
2006-07-07,53.87,4356000053.59,-0.9999999876331498
2006-07-10,53.59,4356000053.76,-0.999999987697429
2006-07-11,53.76,4356000053.719999,-0.9999999876584024
