date,ALB,dcf,Deviation
2004-02-17,14.53,621406550.0,-0.9999999766175622
2004-02-18,14.21,611917900.0,-0.9999999767779305
2004-02-19,13.98,605317100.0,-0.999999976904667
2004-02-20,13.82,601604150.0,-0.999999977028084
2004-02-23,13.73,607792400.0,-0.9999999774100499
2004-02-24,13.88,605729650.0,-0.9999999770854869
2004-02-25,13.83,606554750.0,-0.9999999771990904
2004-02-26,13.85,618106150.0,-0.9999999775928455
2004-02-27,14.13,629245000.0,-0.9999999775445176
2004-03-01,14.4,634608150.0,-0.9999999773088323
2004-03-02,14.53,631720300.0,-0.9999999769993144
2004-03-03,14.46,637496000.0,-0.9999999773175048
2004-03-04,14.6,639971300.0,-0.9999999771864769
2004-03-05,14.66,634608150.0,-0.9999999768991306
2004-03-08,14.53,628832450.0,-0.999999976893686
2004-03-09,14.39,619343800.0,-0.9999999767657317
2004-03-10,14.16,618106150.0,-0.9999999770913135
2004-03-11,14.13,629657550.0,-0.9999999775592304
2004-03-12,14.41,612743000.0,-0.9999999764827995
2004-03-15,14.0,614393200.0,-0.9999999772132895
2004-03-16,14.04,624706950.0,-0.9999999775254621
2004-03-17,14.29,620994000.0,-0.9999999769885055
2004-03-18,14.2,614805750.0,-0.9999999769032739
2004-03-19,14.05,601191600.0,-0.9999999766297467
2004-03-22,13.72,606554750.0,-0.9999999773804426
2004-03-23,13.85,602016700.0,-0.9999999769939937
2004-03-24,13.74,621819100.0,-0.9999999779035414
2004-03-25,14.22,615218300.0,-0.9999999768862532
2004-03-26,14.06,626769700.0,-0.999999977567518
2004-03-29,14.34,637908550.0,-0.9999999775202888
2004-03-30,14.61,633370500.0,-0.9999999769329326
2004-03-31,14.5,662423661.72,-0.9999999781106853
2004-04-01,14.84,664072995.0400001,-0.999999977653059
2004-04-02,14.88,662835995.05,-0.9999999775510079
2004-04-05,14.85,653352328.4599999,-0.999999977271069
2004-04-06,14.62,651702995.14,-0.999999977566468
2004-04-07,14.58,647579661.84,-0.9999999774853955
2004-04-08,14.48,661598995.0600001,-0.9999999781136306
2004-04-12,14.82,650053661.8199999,-0.9999999772018822
2004-04-13,14.54,642631661.88,-0.9999999773742863
2004-04-14,14.36,649641328.49,-0.999999977895495
2004-04-15,14.53,657887995.09,-0.9999999779141737
2004-04-16,14.73,658712661.75,-0.9999999776382013
2004-04-19,14.75,648816661.83,-0.9999999772663052
2004-04-20,14.51,642631661.88,-0.9999999774209694
2004-04-21,14.36,666959328.35,-0.9999999784694518
2004-04-22,14.95,662835995.05,-0.9999999774454011
2004-04-23,14.85,672319661.64,-0.9999999779122926
2004-04-26,15.08,680978661.5699999,-0.9999999778554001
2004-04-27,15.29,666134661.6899999,-0.9999999770466831
2004-04-28,14.93,659949661.74,-0.9999999773770625
2004-04-29,14.78,653764661.7900001,-0.9999999773924765
2004-04-30,14.63,656650995.1,-0.9999999777202805
2004-05-03,14.7,650878328.48,-0.9999999774151337
2004-05-04,14.56,646754995.1800001,-0.999999977487611
2004-05-05,14.46,640157661.9,-0.9999999774118146
2004-05-06,14.3,624901328.6899999,-0.9999999771163872
2004-05-07,13.93,622839662.0400001,-0.9999999776346934
2004-05-10,13.88,630673995.3100001,-0.9999999779917991
2004-05-11,14.07,634797328.61,-0.9999999778354455
2004-05-12,14.17,631086328.64,-0.9999999775466535
2004-05-13,14.08,620365662.0600001,-0.9999999773037084
2004-05-14,13.82,614592995.4399999,-0.9999999775135738
2004-05-17,13.68,616654662.09,-0.9999999778157843
2004-05-18,13.73,616242328.76,-0.9999999777198038
2004-05-19,13.72,622427328.7099999,-0.999999977957266
2004-05-20,13.87,624076662.03,-0.9999999777751664
2004-05-21,13.91,624076662.03,-0.9999999777110716
2004-05-24,13.91,641394661.89,-0.9999999783128847
2004-05-25,14.33,641394661.89,-0.9999999776580616
2004-05-26,14.33,644280995.2,-0.999999977758152
2004-05-27,14.4,643868661.87,-0.9999999776351904
2004-05-28,14.39,652115328.47,-0.999999977933351
2004-06-01,14.59,647991995.17,-0.9999999774842898
2004-06-02,14.49,643456328.5400001,-0.9999999774809892
2004-06-03,14.38,647579661.84,-0.9999999777942378
2004-06-04,14.48,661186661.73,-0.9999999780999816
2004-06-07,14.81,659949661.74,-0.9999999775588945
2004-06-08,14.78,645930328.52,-0.9999999771182753
2004-06-09,14.44,650465995.15,-0.9999999778005305
2004-06-10,14.55,643456328.5400001,-0.9999999773877428
2004-06-14,14.38,652527661.8,-0.9999999779626201
2004-06-15,14.6,657887995.09,-0.9999999778077726
2004-06-16,14.73,661598995.0600001,-0.9999999777357582
2004-06-17,14.82,673144328.3,-0.999999977983919
2004-06-18,15.1,666134661.6899999,-0.9999999773319107
2004-06-21,14.93,671494994.98,-0.9999999777660293
2004-06-22,15.06,676442994.9399999,-0.9999999777364832
2004-06-23,15.18,678092328.26,-0.999999977613668
2004-06-24,15.22,689637661.5,-0.9999999779304396
2004-06-25,15.5,697059661.4399999,-0.9999999777637398
2004-06-28,15.68,699121328.09,-0.9999999775718471
2004-06-29,15.73,703244661.39,-0.9999999776322511
2004-06-30,15.83,685565640.4399999,-0.9999999769095779
2004-07-01,15.62,685979797.0600001,-0.9999999772296501
2004-07-02,15.63,674797568.3199999,-0.9999999768374981
2004-07-06,15.36,680595761.0,-0.9999999774315373
2004-07-07,15.5,670656002.12,-0.9999999768883004
2004-07-08,15.26,676040038.1800001,-0.9999999774273725
2004-07-09,15.39,675211724.9399999,-0.9999999772071494
2004-07-12,15.37,678939134.52,-0.999999977361741
2004-07-13,15.46,678524977.9,-0.9999999772152824
2004-07-14,15.45,679353291.14,-0.999999977257783
2004-07-15,15.47,675625881.5600001,-0.9999999771027126
2004-07-16,15.38,670241845.5,-0.9999999770530591
2004-07-19,15.25,675625881.5600001,-0.9999999774283366
2004-07-20,15.38,659887930.0,-0.9999999766930121
2004-07-21,15.0,681009917.62,-0.9999999779738891
2004-07-22,15.51,672726785.22,-0.9999999769445779
2004-07-23,15.31,671070158.74,-0.9999999771856939
2004-07-26,15.27,675211724.9399999,-0.9999999773848713
2004-07-27,15.37,673140941.84,-0.9999999771667432
2004-07-28,15.32,685565640.4399999,-0.9999999776534891
2004-07-29,15.62,676454194.8000001,-0.9999999769090057
2004-07-30,15.4,688464736.78,-0.9999999776313888
2004-08-02,15.69,690535519.88,-0.9999999772785041
2004-08-03,15.74,696333712.5600001,-0.9999999773958955
2004-08-04,15.88,673555098.46,-0.9999999764236066
2004-08-05,15.33,667342749.16,-0.9999999770282961
2004-08-06,15.18,680181604.38,-0.9999999776824309
2004-08-09,15.49,699232808.9,-0.9999999778471493
2004-08-10,15.95,696333712.5600001,-0.999999977094316
2004-08-11,15.88,685151483.8199999,-0.9999999768226437
2004-08-12,15.61,681838230.86,-0.9999999771060065
2004-08-13,15.53,699232808.9,-0.9999999777899438
2004-08-16,15.95,695919555.9399999,-0.9999999770806843
2004-08-17,15.87,707101784.6800001,-0.9999999775562721
2004-08-18,16.14,695505399.3199999,-0.9999999767938538
2004-08-19,15.86,704616844.9599999,-0.999999977491313
2004-08-20,16.08,695919555.9399999,-0.9999999768938811
2004-08-23,15.87,704616844.9599999,-0.9999999774771209
2004-08-24,16.08,714142447.2199999,-0.9999999774834838
2004-08-25,16.31,716627386.94,-0.9999999772406131
2004-08-26,16.37,716627386.94,-0.9999999771568875
2004-08-27,16.37,722011423.0,-0.9999999773272286
2004-08-30,16.5,727395459.06,-0.9999999773163281
2004-08-31,16.63,736921061.3199999,-0.9999999774331324
2004-09-01,16.86,748103290.06,-0.9999999774630052
2004-09-02,17.13,748931603.3,-0.9999999771274174
2004-09-03,17.15,763012928.3799999,-0.9999999775233166
2004-09-07,17.49,743961723.86,-0.999999976490726
2004-09-08,17.03,751830699.64,-0.9999999773486238
2004-09-09,17.22,746446663.58,-0.9999999769307027
2004-09-10,17.09,742719254.0,-0.9999999769899597
2004-09-13,17.0,734850278.2199999,-0.9999999768660358
2004-09-14,16.81,738991844.42,-0.9999999772527937
2004-09-15,16.91,753487326.1200001,-0.9999999775576849
2004-09-16,17.26,752244856.26,-0.9999999770553433
2004-09-17,17.23,748931603.3,-0.9999999769938938
2004-09-20,17.15,753901482.74,-0.9999999772516697
2004-09-21,17.27,751002386.4,-0.9999999770040677
2004-09-22,17.2,747274976.8199999,-0.9999999769830377
2004-09-23,17.11,745204193.7199999,-0.9999999770398501
2004-09-24,17.06,728637928.92,-0.9999999765864508
2004-09-27,16.66,746032506.9599999,-0.9999999776685334
2004-09-28,17.08,749345759.92,-0.9999999772067837
2004-09-29,17.16,765497868.1,-0.9999999775832165
2004-09-30,17.55,792604447.3900001,-0.9999999778578078
2004-10-01,17.67,793018588.56,-0.9999999777180507
2004-10-04,17.68,785564047.5,-0.9999999774938784
2004-10-05,17.5,806271106.0,-0.9999999782951419
2004-10-06,18.0,777695365.27,-0.9999999768546904
2004-10-07,17.31,768170118.3599999,-0.999999977465929
2004-10-08,17.08,776867082.9299998,-0.999999978014257
2004-10-11,17.29,773139812.4000001,-0.9999999776366452
2004-10-12,17.2,747877201.03,-0.999999977001572
2004-10-13,16.59,754503459.75,-0.9999999780120292
2004-10-14,16.75,757816589.1099999,-0.9999999778970264
2004-10-15,16.83,759473153.79,-0.9999999778399014
2004-10-18,16.87,764856989.0,-0.9999999779435892
2004-10-19,17.0,766099412.51,-0.9999999778096684
2004-10-20,17.03,775210518.25,-0.9999999780317739
2004-10-21,17.25,769826683.04,-0.9999999775923589
2004-10-22,17.12,780594353.46,-0.999999978067994
2004-10-25,17.38,787634753.3499999,-0.9999999779339346
2004-10-26,17.55,799230706.1099999,-0.9999999780413842
2004-10-27,17.83,801715553.1300001,-0.999999977760192
2004-10-28,17.89,802957976.6400001,-0.9999999777198801
2004-10-29,17.92,810826658.8699999,-0.9999999778990987
2004-11-01,18.11,804614541.3200002,-0.9999999774923283
2004-11-02,17.96,829048870.3499999,-0.9999999783366209
2004-11-03,18.55,850584211.19,-0.9999999781914598
2004-11-04,19.07,841473105.45,-0.9999999773373625
2004-11-05,18.85,823250893.97,-0.9999999771029705
2004-11-08,18.41,839402399.5999999,-0.9999999780677301
2004-11-09,18.8,849755928.8499999,-0.9999999778760001
2004-11-10,19.05,865079152.1400001,-0.9999999779788936
2004-11-11,19.42,872533693.2,-0.9999999777429799
2004-11-12,19.6,870462987.3499999,-0.9999999774832471
2004-11-15,19.55,853897340.55,-0.9999999771049761
2004-11-16,19.15,865079152.1400001,-0.9999999778632973
2004-11-17,19.42,857210469.9099998,-0.9999999773451204
2004-11-18,19.23,853897340.55,-0.9999999774797285
2004-11-19,19.15,870462987.3499999,-0.9999999780002133
2004-11-22,19.55,861351881.6099999,-0.9999999773031203
2004-11-23,19.33,877917528.4099998,-0.9999999779819865
2004-11-24,19.73,872947834.3699999,-0.9999999773984204
2004-11-26,19.61,875432681.3900001,-0.9999999775996482
2004-11-29,19.67,885786210.6400001,-0.9999999777937387
2004-11-30,19.92,895725598.72,-0.9999999777610464
2004-12-01,20.16,884543787.1300001,-0.9999999772085901
2004-12-02,19.89,882058940.1099999,-0.9999999774504865
2004-12-03,19.83,879159951.9200001,-0.9999999774443775
2004-12-06,19.76,867563999.1599998,-0.9999999772235824
2004-12-07,19.48,871705410.8599999,-0.999999977653001
2004-12-08,19.58,871705410.8599999,-0.9999999775382833
2004-12-09,19.58,871705410.8599999,-0.9999999775382833
2004-12-10,19.58,874604399.05,-0.9999999776127355
2004-12-13,19.65,885372069.47,-0.999999977805941
2004-12-14,19.91,890755904.6799998,-0.9999999776481976
2004-12-15,20.04,889927622.3400002,-0.9999999774813148
2004-12-16,20.02,885372069.47,-0.9999999773880376
2004-12-17,19.91,880402375.4299998,-0.9999999773853404
2004-12-20,19.79,871705410.8599999,-0.9999999772973762
2004-12-21,19.58,889513481.1700001,-0.9999999779879671
2004-12-22,20.01,884957928.3,-0.9999999773887556
2004-12-23,19.9,874604399.05,-0.9999999772468559
2004-12-27,19.65,882473081.28,-0.9999999777330318
2004-12-28,19.84,878745810.75,-0.9999999774223675
2004-12-29,19.75,869634705.01,-0.9999999772893148
2004-12-30,19.53,862594305.1199999,-0.9999999773589973
2004-12-31,19.36,837410010.0,-0.999999976881098
2005-01-03,19.03,804987750.0,-0.9999999763598887
2005-01-04,18.25,786698270.0,-0.9999999768017794
2005-01-05,17.81,801246720.0,-0.9999999777721399
2005-01-06,18.16,803740740.0,-0.9999999774056495
2005-01-07,18.22,797921360.0,-0.9999999771656696
2005-01-10,18.08,790439300.0,-0.9999999771266433
2005-01-11,17.9,789607960.0,-0.9999999773305224
2005-01-12,17.88,780047550.0,-0.9999999770783204
2005-01-13,17.65,754691680.0,-0.999999976612966
2005-01-14,17.04,762173740.0,-0.9999999776428928
2005-01-18,17.22,754691680.0,-0.999999977182735
2005-01-19,17.04,753029000.0,-0.9999999773713895
2005-01-20,17.0,755938690.0,-0.9999999775114037
2005-01-21,17.07,753029000.0,-0.9999999773315503
2005-01-24,17.0,755938690.0,-0.9999999775114037
2005-01-25,17.07,757185700.0,-0.9999999774559927
2005-01-26,17.1,757601370.0,-0.9999999774287631
2005-01-27,17.11,756354360.0,-0.9999999773783284
2005-01-28,17.08,776306520.0,-0.9999999779983814
2005-01-31,17.56,782125900.0,-0.9999999775483717
2005-02-01,17.7,785451260.0,-0.9999999774651835
2005-02-02,17.78,777137860.0,-0.9999999771211764
2005-02-03,17.58,787113940.0,-0.9999999776652412
2005-02-04,17.82,795427340.0,-0.999999977596948
2005-02-07,18.02,805403420.0,-0.9999999776261194
2005-02-08,18.26,797921360.0,-0.9999999771155393
2005-02-09,18.08,797921360.0,-0.9999999773411254
2005-02-10,18.08,794596000.0,-0.9999999772462987
2005-02-11,18.0,794596000.0,-0.9999999773469789
2005-02-14,18.0,787113940.0,-0.9999999771316462
2005-02-15,17.82,792517650.0,-0.9999999775146964
2005-02-16,17.95,776306520.0,-0.99999997687769
2005-02-17,17.56,774643840.0,-0.9999999773315179
2005-02-18,17.52,758017040.0,-0.9999999768870631
2005-02-22,17.12,770487140.0,-0.999999977780291
2005-02-23,17.42,819120530.0,-0.9999999787332885
2005-02-24,18.59,842813720.0,-0.9999999779429315
2005-02-25,19.16,836163000.0,-0.9999999770858075
2005-02-28,19.0,844476400.0,-0.9999999775008515
2005-03-01,19.2,839488360.0,-0.9999999771289265
2005-03-02,19.08,840735370.0,-0.9999999773055819
2005-03-03,19.11,855283820.0,-0.9999999776565398
2005-03-04,19.46,847801760.0,-0.9999999770465209
2005-03-07,19.28,849880110.0,-0.9999999773144473
2005-03-08,19.33,832837640.0,-0.999999976790194
2005-03-09,18.92,830343620.0,-0.9999999772142526
2005-03-10,18.86,818704860.0,-0.9999999769636154
2005-03-11,18.58,829096610.0,-0.9999999775900664
2005-03-14,18.83,821614550.0,-0.9999999770817106
2005-03-15,18.65,810807130.0,-0.999999976998229
2005-03-16,18.39,826186920.0,-0.9999999777411146
2005-03-17,18.76,834084650.0,-0.9999999775082781
2005-03-18,18.95,821198880.0,-0.9999999769239821
2005-03-21,18.64,799999710.0,-0.9999999766999915
2005-03-22,18.13,801246720.0,-0.9999999773727622
2005-03-23,18.16,806650430.0,-0.9999999774871502
2005-03-24,18.29,800415380.0,-0.9999999771493646
2005-03-28,18.14,781294560.0,-0.9999999767821243
2005-03-29,17.68,803325070.0,-0.9999999779914749
2005-03-30,18.21,802078060.0,-0.9999999772964742
2005-03-31,18.18,899249440.9499998,-0.99999997978314
2005-04-01,17.99,903379082.4000001,-0.9999999800858794
2005-04-04,18.08,909344120.0500002,-0.9999999801175379
2005-04-05,18.21,904296780.5,-0.9999999798628056
2005-04-06,18.1,906132176.7,-0.9999999800249892
2005-04-07,18.14,890072459.9499998,-0.9999999796196368
2005-04-08,17.79,884566271.3499999,-0.9999999798884487
2005-04-11,17.67,888237063.75,-0.9999999801066621
2005-04-12,17.75,864835762.1999998,-0.9999999794758718
2005-04-13,17.24,861164969.8,-0.999999979980607
2005-04-14,17.16,818492008.1500001,-0.9999999790346151
2005-04-15,16.23,826751291.05,-0.9999999803689451
2005-04-18,16.41,838222517.3,-0.9999999804228595
2005-04-19,16.66,818950857.1999998,-0.999999979656899
2005-04-20,16.24,840975611.5999999,-0.9999999806890951
2005-04-21,16.72,823080498.6500001,-0.9999999796860696
2005-04-22,16.33,848317196.4000001,-0.999999980750125
2005-04-25,16.88,893743252.3499999,-0.9999999811131441
2005-04-26,17.87,892825554.25,-0.9999999799848919
2005-04-27,17.85,890531309.0,-0.9999999799557862
2005-04-28,17.8,913932610.55,-0.9999999805237281
2005-04-29,18.31,920356497.25,-0.9999999801055351
2005-05-02,18.45,923109591.5500002,-0.9999999800132073
2005-05-03,18.51,943298949.75,-0.9999999803773767
2005-05-04,18.95,929533478.25,-0.9999999796134292
2005-05-05,18.65,933663119.6999998,-0.9999999800249152
2005-05-06,18.74,936875063.05,-0.9999999799973329
2005-05-09,18.81,915768006.75,-0.9999999794598633
2005-05-10,18.35,929992327.3,-0.9999999802686544
2005-05-11,18.66,920356497.25,-0.9999999797252477
2005-05-12,18.45,905673327.6500001,-0.9999999796284162
2005-05-13,18.13,927239233.0,-0.999999980447333
2005-05-16,18.6,934121968.75,-0.9999999800882533
2005-05-17,18.75,961194062.7,-0.9999999804930131
2005-05-18,19.34,945593195.0,-0.9999999795472302
2005-05-19,19.0,944216647.8499999,-0.9999999798774994
2005-05-20,18.97,957064421.25,-0.9999999801789727
2005-05-23,19.25,956605572.1999998,-0.9999999798767637
2005-05-24,19.24,948805138.3499999,-0.9999999797218636
2005-05-25,19.07,957523270.3000002,-0.9999999800840349
2005-05-26,19.26,958440968.4000001,-0.9999999799048657
2005-05-27,19.28,946510893.0999999,-0.9999999796304511
2005-05-31,19.02,959817515.55,-0.9999999801837332
2005-06-01,19.31,940545855.45,-0.9999999794693689
2005-06-02,18.89,927698082.05,-0.9999999796377719
2005-06-03,18.61,924944987.75,-0.9999999798798845
2005-06-06,18.55,923109591.5500002,-0.9999999799048779
2005-06-07,18.51,908885271.0,-0.9999999796343932
2005-06-08,18.2,903379082.4000001,-0.9999999798534188
2005-06-09,18.08,896496346.6500001,-0.9999999798326005
2005-06-10,17.93,896496346.6500001,-0.9999999799999185
2005-06-13,17.93,899708290.0,-0.9999999800713184
2005-06-14,18.0,899708290.0,-0.9999999799935154
2005-06-15,18.0,901084837.1500001,-0.9999999800240784
2005-06-16,18.03,902002535.25,-0.9999999800111427
2005-06-17,18.05,895578648.55,-0.9999999798454329
2005-06-20,17.91,888237063.75,-0.999999979836464
2005-06-21,17.75,890531309.0,-0.9999999800680787
2005-06-22,17.8,869883101.75,-0.9999999795374804
2005-06-23,17.35,876765837.5,-0.999999980211364
2005-06-24,17.5,883189724.2,-0.9999999801854579
2005-06-27,17.64,909802969.0999999,-0.9999999806111866
2005-06-28,18.22,913473761.5,-0.9999999800541617
2005-06-29,18.3,910720667.1999998,-0.9999999799060232
2005-06-30,18.24,945329306.1500001,-0.9999999807051364
2005-07-01,18.33,925458724.5,-0.9999999801936061
2005-07-05,17.9,912981847.6500001,-0.9999999803939147
2005-07-06,17.63,922686085.2,-0.9999999808927432
2005-07-07,17.84,946253519.25,-0.9999999811467015
2005-07-08,18.35,957806183.0,-0.9999999808416354
2005-07-11,18.6,960578822.3,-0.999999980636675
2005-07-12,18.66,960116715.75,-0.999999980564863
2005-07-13,18.65,947177732.3499999,-0.9999999803099257
2005-07-14,18.37,949026158.55,-0.9999999806433154
2005-07-15,18.41,956881969.9000001,-0.9999999807604275
2005-07-18,18.58,984146256.3499999,-0.9999999811206923
2005-07-19,19.17,953185117.5,-0.9999999798884817
2005-07-20,18.5,953185117.5,-0.9999999805913881
2005-07-21,18.5,959192502.6500001,-0.9999999807129435
2005-07-22,18.63,967048314.0,-0.9999999807351921
2005-07-25,18.8,971669379.5,-0.999999980651855
2005-07-26,18.9,979063084.3,-0.9999999806958302
2005-07-27,19.06,984608362.9000001,-0.9999999806420494
2005-07-28,19.18,978600977.75,-0.9999999804005918
2005-07-29,19.05,967972527.0999999,-0.9999999803196894
2005-08-01,18.82,975828338.4499998,-0.999999980713821
2005-08-02,18.99,975366231.9000001,-0.9999999805303902
2005-08-03,18.98,965199887.8000002,-0.9999999803356794
2005-08-04,18.76,959654609.2,-0.9999999804513
2005-08-05,18.64,961503035.4000001,-0.9999999806136858
2005-08-08,18.68,962427248.5,-0.9999999805907407
2005-08-09,18.7,959192502.6500001,-0.9999999805044347
2005-08-10,18.63,961040928.8499999,-0.9999999806147695
2005-08-11,18.67,960578822.3,-0.9999999805638022
2005-08-12,18.66,951798797.8499999,-0.9999999803950163
2005-08-15,18.47,940708240.6500001,-0.9999999803658571
2005-08-16,18.23,934238748.95,-0.9999999804867867
2005-08-17,18.09,931928216.1999998,-0.9999999805886337
2005-08-18,18.04,929155576.9000001,-0.9999999805845217
2005-08-19,17.98,940246134.0999999,-0.9999999808773475
2005-08-22,18.22,913906060.75,-0.9999999800635965
2005-08-23,17.65,903739716.6500001,-0.9999999804700406
2005-08-24,17.43,918527126.25,-0.9999999810239681
2005-08-25,17.75,917602913.1500001,-0.9999999806561207
2005-08-26,17.73,928231363.8000002,-0.9999999808991586
2005-08-29,17.96,926382937.5999999,-0.999999980612769
2005-08-30,17.92,937473494.8,-0.9999999808847929
2005-08-31,18.16,927769257.25,-0.9999999804261676
2005-09-01,17.95,924996617.95,-0.9999999805945237
2005-09-02,17.89,932390322.75,-0.9999999808127567
2005-09-06,18.05,930079790.0,-0.9999999805930628
2005-09-07,18.0,930541896.5500002,-0.9999999806564325
2005-09-08,18.01,933314535.8499999,-0.9999999807031827
2005-09-09,18.07,924996617.95,-0.9999999804647934
2005-09-12,17.89,924072404.8499999,-0.9999999806400451
2005-09-13,17.87,929155576.9000001,-0.9999999807674834
2005-09-14,17.98,930079790.0,-0.9999999806683253
2005-09-15,18.0,931466109.6500001,-0.9999999806756255
2005-09-16,18.03,930541896.5500002,-0.9999999806241932
2005-09-19,18.01,899118651.1500001,-0.9999999799692733
2005-09-20,17.33,929155576.9000001,-0.9999999813486563
2005-09-21,17.98,930079790.0,-0.9999999806683253
2005-09-22,18.0,948564052.0,-0.9999999810239488
2005-09-23,18.4,943018773.4000001,-0.9999999804881933
2005-09-26,18.28,943480879.9499998,-0.9999999806249386
2005-09-27,18.29,935162962.05,-0.9999999804419115
2005-09-28,18.11,943480879.9499998,-0.9999999808051224
2005-09-29,18.29,969358846.75,-0.9999999811318584
2005-09-30,18.85,923041972.0999999,-0.9999999795783935
2005-10-03,18.95,915652564.4200001,-0.9999999793043773
2005-10-04,18.79,889327799.56,-0.9999999788716826
2005-10-05,18.22,893022503.4000001,-0.9999999795973786
2005-10-06,18.3,890713313.5,-0.9999999794546688
2005-10-07,18.25,897179045.22,-0.9999999796584639
2005-10-10,18.39,908263156.74,-0.9999999797525642
2005-10-11,18.63,879629201.98,-0.9999999788206213
2005-10-12,18.01,882400229.8600001,-0.9999999795897605
2005-10-13,18.07,887018609.6600001,-0.9999999796283868
2005-10-14,18.17,891175151.48,-0.9999999796111909
2005-10-17,18.26,867621414.5,-0.9999999789539542
2005-10-18,17.75,866235900.56,-0.999999979509046
2005-10-19,17.72,867621414.5,-0.9999999795763455
2005-10-20,17.75,869006928.44,-0.9999999795743861
2005-10-21,17.78,875472660.1600001,-0.9999999796909705
2005-10-24,17.92,850995247.22,-0.9999999789423031
2005-10-25,17.39,847300543.3800001,-0.9999999794759957
2005-10-26,17.31,821899454.48,-0.9999999789390297
2005-10-27,16.76,837601945.8000002,-0.9999999799904954
2005-10-28,17.1,858384654.9000001,-0.999999980078861
2005-10-31,17.55,862541196.72,-0.9999999796531458
2005-11-01,17.64,870392442.3800001,-0.9999999797332799
2005-11-02,17.81,877781850.06,-0.9999999797102207
2005-11-03,17.97,875010822.1799998,-0.9999999794631111
2005-11-04,17.91,877320012.0799999,-0.9999999795855563
2005-11-07,17.96,887018609.6600001,-0.9999999797523977
2005-11-08,18.17,888865961.5799999,-0.9999999795582227
2005-11-09,18.21,896717207.24,-0.9999999796925945
2005-11-10,18.38,906415804.8200002,-0.9999999797223307
2005-11-11,18.59,905492128.8600001,-0.9999999794697276
2005-11-14,18.57,899026397.1399999,-0.9999999793443217
2005-11-15,18.43,900873749.06,-0.9999999795420834
2005-11-16,18.47,906877642.8000002,-0.9999999796334157
2005-11-17,18.6,910110508.6600001,-0.9999999795629214
2005-11-18,18.67,911034184.6199999,-0.9999999795068063
2005-11-21,18.69,911496022.5999999,-0.9999999794952479
2005-11-22,18.7,908263156.74,-0.9999999794112534
2005-11-23,18.63,913343374.52,-0.999999979602414
2005-11-25,18.74,904568452.9000001,-0.9999999792829388
2005-11-28,18.55,906415804.8200002,-0.9999999795347787
2005-11-29,18.59,897640883.1999998,-0.9999999792901589
2005-11-30,18.4,910572346.6399999,-0.9999999797929291
2005-12-01,18.68,921194620.1799998,-0.9999999797219832
2005-12-02,18.91,916114402.4000001,-0.9999999793584732
2005-12-05,18.8,925351162.0,-0.9999999796833886
2005-12-06,19.0,927198513.9200001,-0.9999999795081639
2005-12-07,19.04,917038078.3600001,-0.9999999792375034
2005-12-08,18.82,913805212.5,-0.9999999794048012
2005-12-09,18.75,912419698.56,-0.9999999794502464
2005-12-12,18.72,931816893.72,-0.9999999799102162
2005-12-13,19.14,929507703.8200002,-0.9999999794084546
2005-12-14,19.09,925351162.0,-0.9999999793699941
2005-12-15,19.0,924427486.04,-0.9999999794467384
2005-12-16,18.98,909648670.6799998,-0.9999999791348015
2005-12-19,18.66,909186832.6999998,-0.9999999794761656
2005-12-20,18.65,909186832.6999998,-0.9999999794871645
2005-12-21,18.65,928122189.8800001,-0.999999979905663
2005-12-22,19.06,945210195.1399999,-0.9999999798351731
2005-12-23,19.43,939206301.4000001,-0.9999999793123194
2005-12-27,19.3,946595709.0799999,-0.9999999796111478
2005-12-28,19.46,945672033.1199999,-0.9999999794220413
2005-12-29,19.44,933202407.6600001,-0.9999999791685064
2005-12-30,19.17,994165021.02,-0.999999980717487
2006-01-03,20.49,975229663.8399999,-0.9999999789895645
2006-01-04,20.08,975229663.8399999,-0.9999999794099782
2006-01-05,20.08,968302094.1399999,-0.99999997926267
2006-01-06,19.93,969687608.0799999,-0.999999979446989
2006-01-09,19.96,967378418.1799998,-0.9999999793669162
2006-01-10,19.91,963683714.3399999,-0.9999999793396944
2006-01-11,19.83,962760038.3800001,-0.9999999794029673
2006-01-12,19.81,963221876.3600001,-0.9999999794336066
2006-01-13,19.82,967378418.1799998,-0.9999999795116372
2006-01-17,19.91,960912686.46,-0.9999999792801154
2006-01-18,19.77,970611284.04,-0.9999999796313928
2006-01-19,19.98,944748357.1600001,-0.9999999788515113
2006-01-20,19.42,959989010.5,-0.9999999797706017
2006-01-23,19.75,977077015.76,-0.9999999797866497
2006-01-24,20.12,960450848.48,-0.9999999790515048
2006-01-25,19.76,1027879193.56,-0.999999980775951
2006-01-26,21.22,1067597259.8399999,-0.9999999801235908
2006-01-27,22.08,1049123740.6399999,-0.9999999789538648
2006-01-30,21.68,1058822338.22,-0.9999999795244214
2006-01-31,21.89,1063902556.0,-0.9999999794248075
2006-02-01,22.0,1090227320.8600001,-0.9999999798207222
2006-02-02,22.57,1047276388.72,-0.99999997844886
2006-02-03,21.64,1065288069.94,-0.9999999796862458
2006-02-06,22.03,1048661902.6600001,-0.9999999789922759
2006-02-07,21.67,1048200064.6799998,-0.9999999793264657
2006-02-08,21.66,1035268601.24,-0.9999999790778934
2006-02-09,21.38,1046814550.74,-0.9999999795761341
2006-02-10,21.63,1035268601.24,-0.9999999791068714
2006-02-13,21.38,1044043522.8600001,-0.9999999795219265
2006-02-14,21.57,1040348819.02,-0.9999999792665695
