date,EXC,dcf,Deviation
1999-11-16,17.72,,
1999-11-17,17.47,,
1999-11-18,17.41,,
1999-11-19,17.34,,
1999-11-22,17.03,,
1999-11-23,16.66,,
1999-11-24,16.41,,
1999-11-26,16.47,,
1999-11-29,15.75,,
1999-11-30,16.47,,
1999-12-01,16.09,,
1999-12-02,16.69,,
1999-12-03,16.66,,
1999-12-06,16.75,,
1999-12-07,16.88,,
1999-12-08,16.66,,
1999-12-09,16.53,,
1999-12-10,16.88,,
1999-12-13,16.56,,
1999-12-14,16.38,,
1999-12-15,16.78,,
1999-12-16,16.63,,
1999-12-17,16.78,,
1999-12-20,17.0,,
1999-12-21,17.16,,
1999-12-22,17.25,,
1999-12-23,17.31,,
1999-12-27,17.25,,
1999-12-28,17.09,,
1999-12-29,16.94,,
1999-12-30,17.34,,
1999-12-31,17.38,,
2000-01-03,16.94,,
2000-01-04,16.81,,
2000-01-05,17.63,,
2000-01-06,17.66,,
2000-01-07,17.66,,
2000-01-10,18.72,,
2000-01-11,18.59,,
2000-01-12,18.75,,
2000-01-13,19.31,,
2000-01-14,19.25,,
2000-01-18,18.84,,
2000-01-19,19.19,,
2000-01-20,18.91,,
2000-01-21,19.44,,
2000-01-24,20.31,,
2000-01-25,20.0,,
2000-01-26,20.44,,
2000-01-27,21.0,,
2000-01-28,20.59,,
2000-01-31,20.88,,
2000-02-01,20.78,,
2000-02-02,20.84,,
2000-02-03,21.75,,
2000-02-04,21.5,,
2000-02-07,21.0,,
2000-02-08,21.19,,
2000-02-09,21.25,,
2000-02-10,20.97,,
2000-02-11,20.63,,
2000-02-14,20.59,,
2000-02-15,20.44,,
2000-02-16,20.38,,
2000-02-17,20.13,,
2000-02-18,19.78,,
2000-02-22,19.91,,
2000-02-23,20.19,,
2000-02-24,19.0,,
2000-02-25,19.28,,
2000-02-28,19.66,,
2000-02-29,18.66,,
2000-03-01,18.88,,
2000-03-02,19.5,,
2000-03-03,19.75,,
2000-03-06,19.38,,
2000-03-07,18.88,,
2000-03-08,19.09,,
2000-03-09,19.16,,
2000-03-10,19.13,,
2000-03-13,19.06,,
2000-03-14,18.66,,
2000-03-15,19.31,,
2000-03-16,20.03,,
2000-03-17,19.25,,
2000-03-20,19.22,,
2000-03-21,19.38,,
2000-03-22,18.88,,
2000-03-23,18.72,,
2000-03-24,19.0,,
2000-03-27,18.66,,
2000-03-28,18.34,,
2000-03-29,18.59,,
2000-03-30,18.56,,
2000-03-31,18.44,,
2000-04-03,18.47,,
2000-04-04,19.69,,
2000-04-05,20.28,,
2000-04-06,19.81,,
2000-04-07,19.84,,
2000-04-10,20.69,,
2000-04-11,20.84,,
2000-04-12,21.25,,
2000-04-13,21.78,,
2000-04-14,21.48,,
2000-04-17,21.0,,
2000-04-18,20.47,,
2000-04-19,20.34,,
2000-04-20,20.81,,
2000-04-24,21.0,,
2000-04-25,21.59,,
2000-04-26,21.81,,
2000-04-27,21.53,,
2000-04-28,20.84,,
2000-05-01,20.88,,
2000-05-02,20.34,,
2000-05-03,20.78,,
2000-05-04,21.28,,
2000-05-05,21.5,,
2000-05-08,21.63,,
2000-05-09,21.88,,
2000-05-10,22.38,,
2000-05-11,22.75,,
2000-05-12,22.31,,
2000-05-15,22.41,,
2000-05-16,22.31,,
2000-05-17,21.63,,
2000-05-18,21.63,,
2000-05-19,21.72,,
2000-05-22,22.59,,
2000-05-23,22.59,,
2000-05-24,23.0,,
2000-05-25,22.59,,
2000-05-26,22.59,,
2000-05-30,22.13,,
2000-05-31,21.97,,
2000-06-01,21.81,,
2000-06-02,21.75,,
2000-06-05,21.06,,
2000-06-06,21.25,,
2000-06-07,20.91,,
2000-06-08,21.41,,
2000-06-09,22.16,,
2000-06-12,22.2,,
2000-06-13,22.09,,
2000-06-14,21.5,,
2000-06-15,21.53,,
2000-06-16,21.56,,
2000-06-19,21.41,,
2000-06-20,21.22,,
2000-06-21,21.19,,
2000-06-22,21.06,,
2000-06-23,21.16,,
2000-06-26,21.38,,
2000-06-27,20.59,,
2000-06-28,21.36,,
2000-06-29,21.06,,
2000-06-30,20.16,,
2000-07-03,20.81,,
2000-07-05,20.31,,
2000-07-06,20.56,,
2000-07-07,20.63,,
2000-07-10,21.0,,
2000-07-11,21.56,,
2000-07-12,21.34,,
2000-07-13,21.5,,
2000-07-14,21.34,,
2000-07-17,21.91,,
2000-07-18,22.06,,
2000-07-19,22.28,,
2000-07-20,21.75,,
2000-07-21,22.0,,
2000-07-24,21.75,,
2000-07-25,21.91,,
2000-07-26,21.45,,
2000-07-27,21.81,,
2000-07-28,21.75,,
2000-07-31,21.34,,
2000-08-01,21.91,,
2000-08-02,21.97,,
2000-08-03,22.57,,
2000-08-04,23.0,,
2000-08-07,23.6,,
2000-08-08,23.53,,
2000-08-09,23.34,,
2000-08-10,23.23,,
2000-08-11,23.66,,
2000-08-14,24.03,,
2000-08-15,24.47,,
2000-08-16,24.25,,
2000-08-17,24.38,,
2000-08-18,24.34,,
2000-08-21,24.19,,
2000-08-22,24.28,,
2000-08-23,24.5,,
2000-08-24,24.22,,
2000-08-25,23.91,,
2000-08-28,24.31,,
2000-08-29,23.88,,
2000-08-30,24.0,,
2000-08-31,24.1,,
2000-09-01,24.16,,
2000-09-05,24.44,,
2000-09-06,24.91,,
2000-09-07,25.34,,
2000-09-08,26.86,,
2000-09-11,27.88,,
2000-09-12,28.09,,
2000-09-13,28.56,,
2000-09-14,28.13,,
2000-09-15,29.26,,
2000-09-18,28.84,,
2000-09-19,27.69,,
2000-09-20,27.25,,
2000-09-21,27.22,,
2000-09-22,28.03,,
2000-09-25,27.81,,
2000-09-26,28.78,,
2000-09-27,29.63,,
2000-09-28,29.94,,
2000-09-29,30.29,,
2000-10-02,30.78,,
2000-10-03,29.56,,
2000-10-04,28.5,,
2000-10-05,27.81,,
2000-10-06,28.31,,
2000-10-09,28.28,,
2000-10-10,29.41,,
2000-10-11,29.13,,
2000-10-12,28.72,,
2000-10-13,28.97,,
2000-10-16,30.22,,
2000-10-17,30.81,,
2000-10-18,29.94,,
2000-10-19,30.03,,
2000-10-20,29.75,,
2000-10-23,30.44,,
2000-10-24,29.84,,
2000-10-25,30.41,,
2000-10-26,28.25,,
2000-10-27,29.0,,
2000-10-30,30.38,,
2000-10-31,30.06,,
2000-11-01,29.94,,
2000-11-02,29.44,,
2000-11-03,28.56,,
2000-11-06,27.94,,
2000-11-07,28.22,,
2000-11-08,29.28,,
2000-11-09,29.44,,
2000-11-10,29.84,,
2000-11-13,30.03,,
2000-11-14,29.19,,
2000-11-15,29.28,,
2000-11-16,29.94,,
2000-11-17,30.59,,
2000-11-20,30.75,,
2000-11-21,30.88,,
2000-11-22,31.41,,
2000-11-24,30.78,,
2000-11-27,31.03,,
2000-11-28,32.13,,
2000-11-29,32.41,,
2000-11-30,33.13,,
2000-12-01,32.25,,
2000-12-04,32.65,,
2000-12-05,31.5,,
2000-12-06,31.61,,
2000-12-07,33.45,,
2000-12-08,33.33,,
2000-12-11,32.78,,
2000-12-12,33.83,,
2000-12-13,33.01,,
2000-12-14,32.67,,
2000-12-15,31.87,,
2000-12-18,32.06,,
2000-12-19,33.01,,
2000-12-20,34.15,,
2000-12-21,33.62,,
2000-12-22,34.24,,
2000-12-26,35.25,,
2000-12-27,35.42,,
2000-12-28,34.68,,
2000-12-29,35.11,,
2001-01-02,33.94,,
2001-01-03,31.48,,
2001-01-04,30.17,,
2001-01-05,29.85,,
2001-01-08,30.86,,
2001-01-09,31.25,,
2001-01-10,29.63,,
2001-01-11,28.33,,
2001-01-12,28.48,,
2001-01-16,27.75,,
2001-01-17,29.28,,
2001-01-18,29.33,,
2001-01-19,29.68,,
2001-01-22,29.67,,
2001-01-23,30.06,,
2001-01-24,30.5,,
2001-01-25,30.87,,
2001-01-26,30.42,,
2001-01-29,30.96,,
2001-01-30,30.57,,
2001-01-31,30.25,,
2001-02-01,30.34,,
2001-02-02,30.57,,
2001-02-05,30.66,,
2001-02-06,30.75,,
2001-02-07,31.38,,
2001-02-08,32.03,,
2001-02-09,32.63,,
2001-02-12,32.37,,
2001-02-13,32.0,,
2001-02-14,32.37,,
2001-02-15,32.0,,
2001-02-16,32.06,,
2001-02-20,32.43,,
2001-02-21,32.63,,
2001-02-22,33.22,,
2001-02-23,32.36,,
2001-02-26,32.53,,
2001-02-27,32.72,,
2001-02-28,32.69,,
2001-03-01,32.79,,
2001-03-02,33.31,,
2001-03-05,33.14,,
2001-03-06,32.62,,
2001-03-07,32.33,,
2001-03-08,32.65,,
2001-03-09,32.35,,
2001-03-12,32.47,,
2001-03-13,31.99,,
2001-03-14,31.11,,
2001-03-15,31.75,,
2001-03-16,31.98,,
2001-03-19,31.75,,
2001-03-20,31.32,,
2001-03-21,31.48,,
2001-03-22,30.5,,
2001-03-23,29.9,,
2001-03-26,31.25,,
2001-03-27,32.07,,
2001-03-28,32.08,,
2001-03-29,32.5,,
2001-03-30,32.8,,
2001-04-02,32.83,,
2001-04-03,34.33,,
2001-04-04,33.49,,
2001-04-05,32.99,,
2001-04-06,32.33,,
2001-04-09,32.97,,
2001-04-10,34.46,,
2001-04-11,33.48,,
2001-04-12,33.51,,
2001-04-16,33.99,,
2001-04-17,34.74,,
2001-04-18,34.15,,
2001-04-19,33.5,,
2001-04-20,33.49,,
2001-04-23,34.72,,
2001-04-24,34.79,,
2001-04-25,34.61,,
2001-04-26,34.88,,
2001-04-27,34.29,,
2001-04-30,34.53,,
2001-05-01,34.69,,
2001-05-02,33.72,,
2001-05-03,33.58,,
2001-05-04,34.0,,
2001-05-07,34.1,,
2001-05-08,33.76,,
2001-05-09,34.13,,
2001-05-10,34.47,,
2001-05-11,34.49,,
2001-05-14,34.9,,
2001-05-15,34.06,,
2001-05-16,34.2,,
2001-05-17,34.25,,
2001-05-18,34.19,,
2001-05-21,34.24,,
2001-05-22,34.38,,
2001-05-23,34.4,,
2001-05-24,34.21,,
2001-05-25,33.5,,
2001-05-29,33.35,,
2001-05-30,33.37,,
2001-05-31,33.91,,
2001-06-01,33.65,,
2001-06-04,33.35,,
2001-06-05,32.72,,
2001-06-06,31.78,,
2001-06-07,31.79,,
2001-06-08,32.35,,
2001-06-11,33.38,,
2001-06-12,33.42,,
2001-06-13,32.6,,
2001-06-14,31.76,,
2001-06-15,32.65,,
2001-06-18,33.01,,
2001-06-19,33.56,,
2001-06-20,32.97,,
2001-06-21,31.3,,
2001-06-22,32.03,,
2001-06-25,31.96,,
2001-06-26,31.82,,
2001-06-27,32.0,,
2001-06-28,32.0,,
2001-06-29,32.06,,
2001-07-02,31.81,,
2001-07-03,32.29,,
2001-07-05,32.69,,
2001-07-06,32.95,,
2001-07-09,33.54,,
2001-07-10,33.54,,
2001-07-11,33.01,,
2001-07-12,32.8,,
2001-07-13,32.45,,
2001-07-16,32.64,,
2001-07-17,32.43,,
2001-07-18,32.26,,
2001-07-19,32.04,,
2001-07-20,30.28,,
2001-07-23,29.0,,
2001-07-24,27.2,,
2001-07-25,29.55,,
2001-07-26,29.92,,
2001-07-27,28.95,,
2001-07-30,29.76,,
2001-07-31,28.25,,
2001-08-01,28.82,,
2001-08-02,29.04,,
2001-08-03,29.36,,
2001-08-06,28.25,,
2001-08-07,28.34,,
2001-08-08,27.54,,
2001-08-09,27.58,,
2001-08-10,27.67,,
2001-08-13,27.09,,
2001-08-14,27.17,,
2001-08-15,26.86,,
2001-08-16,27.25,,
2001-08-17,27.46,,
2001-08-20,27.58,,
2001-08-21,27.49,,
2001-08-22,27.87,,
2001-08-23,27.7,,
2001-08-24,27.91,,
2001-08-27,28.16,,
2001-08-28,28.3,,
2001-08-29,27.88,,
2001-08-30,27.44,,
2001-08-31,27.3,,
2001-09-04,27.23,,
2001-09-05,27.23,,
2001-09-06,27.13,,
2001-09-07,27.58,,
2001-09-10,27.64,,
2001-09-17,27.12,,
2001-09-18,26.42,,
2001-09-19,26.2,,
2001-09-20,26.33,,
2001-09-21,25.53,,
2001-09-24,25.51,,
2001-09-25,25.8,,
2001-09-26,25.23,,
2001-09-27,22.25,,
2001-09-28,22.3,,
2001-10-01,22.17,,
2001-10-02,21.88,,
2001-10-03,22.5,,
2001-10-04,22.13,,
2001-10-05,22.8,,
2001-10-08,22.5,,
2001-10-09,22.15,,
2001-10-10,22.24,,
2001-10-11,22.05,,
2001-10-12,22.48,,
2001-10-15,22.5,,
2001-10-16,22.54,,
2001-10-17,22.0,,
2001-10-18,21.35,,
2001-10-19,21.92,,
2001-10-22,22.25,,
2001-10-23,20.54,,
2001-10-24,20.6,,
2001-10-25,20.98,,
2001-10-26,20.53,,
2001-10-29,20.75,,
2001-10-30,21.0,,
2001-10-31,21.04,,
2001-11-01,21.0,,
2001-11-02,20.68,,
2001-11-05,21.33,,
2001-11-06,21.59,,
2001-11-07,21.75,,
2001-11-08,22.0,,
2001-11-09,21.88,,
2001-11-12,21.92,,
2001-11-13,21.75,,
2001-11-14,21.51,,
2001-11-15,21.47,,
2001-11-16,21.42,,
2001-11-19,21.13,,
2001-11-20,21.72,,
2001-11-21,21.4,,
2001-11-23,21.63,,
2001-11-26,21.55,,
2001-11-27,21.91,,
2001-11-28,21.6,,
2001-11-29,21.81,,
2001-11-30,22.31,,
2001-12-03,22.2,,
2001-12-04,22.5,,
2001-12-05,22.46,,
2001-12-06,22.23,,
2001-12-07,22.7,,
2001-12-10,23.17,,
2001-12-11,22.58,,
2001-12-12,22.84,,
2001-12-13,22.95,,
2001-12-14,23.01,,
2001-12-17,22.92,,
2001-12-18,23.39,,
2001-12-19,23.65,,
2001-12-20,23.41,,
2001-12-21,23.15,,
2001-12-24,23.56,,
2001-12-26,23.81,,
2001-12-27,23.75,,
2001-12-28,23.78,,
2001-12-31,23.94,,
2002-01-02,24.24,,
2002-01-03,24.2,,
2002-01-04,23.95,,
2002-01-07,24.03,,
2002-01-08,23.65,,
2002-01-09,23.28,,
2002-01-10,23.68,,
2002-01-11,23.63,,
2002-01-14,24.13,,
2002-01-15,24.08,,
2002-01-16,24.05,,
2002-01-17,23.5,,
2002-01-18,23.41,,
2002-01-22,23.01,,
2002-01-23,23.15,,
2002-01-24,23.43,,
2002-01-25,23.45,,
2002-01-28,23.46,,
2002-01-29,23.39,,
2002-01-30,24.0,,
2002-01-31,24.62,,
2002-02-01,25.07,,
2002-02-04,25.25,,
2002-02-05,25.15,,
2002-02-06,25.0,,
2002-02-07,25.3,,
2002-02-08,25.31,,
2002-02-11,25.43,,
2002-02-12,25.88,,
2002-02-13,25.2,,
2002-02-14,24.99,,
2002-02-15,25.15,,
2002-02-19,24.71,,
2002-02-20,24.74,,
2002-02-21,24.26,,
2002-02-22,24.73,,
2002-02-25,24.83,,
2002-02-26,24.86,,
2002-02-27,24.89,,
2002-02-28,24.64,,
2002-03-01,25.26,,
2002-03-04,25.38,,
2002-03-05,25.42,,
2002-03-06,26.18,,
2002-03-07,26.2,,
2002-03-08,26.0,,
2002-03-11,26.13,,
2002-03-12,26.0,,
2002-03-13,25.85,,
2002-03-14,26.2,,
2002-03-15,26.21,,
2002-03-18,26.38,,
2002-03-19,26.47,,
2002-03-20,25.9,,
2002-03-21,26.36,,
2002-03-22,26.6,,
2002-03-25,26.55,,
2002-03-26,26.05,,
2002-03-27,26.42,,
2002-03-28,26.49,,
2002-04-01,26.37,,
2002-04-02,26.25,,
2002-04-03,26.25,,
2002-04-04,26.1,,
2002-04-05,25.87,,
2002-04-08,26.06,,
2002-04-09,25.78,,
2002-04-10,26.33,,
2002-04-11,26.04,,
2002-04-12,26.08,,
2002-04-15,25.93,,
2002-04-16,26.22,,
2002-04-17,26.26,,
2002-04-18,26.36,,
2002-04-19,26.73,,
2002-04-22,27.0,,
2002-04-23,27.0,,
2002-04-24,27.2,,
2002-04-25,26.95,,
2002-04-26,27.19,,
2002-04-29,26.7,,
2002-04-30,27.15,,
2002-05-01,27.3,,
2002-05-02,27.38,,
2002-05-03,27.49,,
2002-05-06,27.7,,
2002-05-07,28.14,,
2002-05-08,28.46,,
2002-05-09,28.0,,
2002-05-10,27.98,,
2002-05-13,27.53,,
2002-05-14,27.45,,
2002-05-15,27.43,,
2002-05-16,26.52,,
2002-05-17,26.0,,
2002-05-20,25.95,,
2002-05-21,26.08,,
2002-05-22,27.0,,
2002-05-23,27.47,,
2002-05-24,27.3,,
2002-05-28,27.15,,
2002-05-29,26.85,,
2002-05-30,27.25,,
2002-05-31,26.75,,
2002-06-03,26.17,,
2002-06-04,26.4,,
2002-06-05,26.43,,
2002-06-06,25.74,,
2002-06-07,25.92,,
2002-06-10,26.25,,
2002-06-11,26.33,,
2002-06-12,26.58,,
2002-06-13,26.82,,
2002-06-14,26.35,,
2002-06-17,26.5,,
2002-06-18,27.05,,
2002-06-19,27.12,,
2002-06-20,26.51,,
2002-06-21,26.65,,
2002-06-24,26.05,,
2002-06-25,25.91,,
2002-06-26,25.83,,
2002-06-27,25.85,,
2002-06-28,26.15,,
2002-07-01,25.72,224000000.0,-0.9999998851785714
2002-07-02,25.35,224000000.0,-0.9999998868303571
2002-07-03,25.2,224000000.0,-0.9999998875
2002-07-05,25.15,224000000.0,-0.9999998877232142
2002-07-08,24.81,224000000.0,-0.9999998892410714
2002-07-09,24.13,224000000.0,-0.9999998922767858
2002-07-10,23.18,224000000.0,-0.9999998965178571
2002-07-11,23.7,224000000.0,-0.9999998941964285
2002-07-12,22.7,224000000.0,-0.9999998986607143
2002-07-15,22.63,224000000.0,-0.9999998989732143
2002-07-16,22.8,224000000.0,-0.9999998982142857
2002-07-17,22.4,224000000.0,-0.9999999
2002-07-18,22.12,224000000.0,-0.99999990125
2002-07-19,21.31,224000000.0,-0.9999999048660714
2002-07-22,21.22,224000000.0,-0.9999999052678571
2002-07-23,20.17,224000000.0,-0.9999999099553571
2002-07-24,22.0,224000000.0,-0.9999999017857143
2002-07-25,22.78,224000000.0,-0.9999998983035714
2002-07-26,22.48,224000000.0,-0.9999998996428572
2002-07-29,22.13,224000000.0,-0.9999999012053571
2002-07-30,24.03,224000000.0,-0.9999998927232143
2002-07-31,24.53,224000000.0,-0.9999998904910714
2002-08-01,24.0,224000000.0,-0.9999998928571429
2002-08-02,23.39,224000000.0,-0.9999998955803572
2002-08-05,23.48,224000000.0,-0.9999998951785715
2002-08-06,24.06,224000000.0,-0.9999998925892857
2002-08-07,24.09,224000000.0,-0.9999998924553571
2002-08-08,24.41,224000000.0,-0.9999998910267857
2002-08-09,24.6,224000000.0,-0.9999998901785714
2002-08-12,24.86,224000000.0,-0.9999998890178572
2002-08-13,23.99,224000000.0,-0.9999998929017857
2002-08-14,24.98,224000000.0,-0.9999998884821428
2002-08-15,24.67,224000000.0,-0.9999998898660715
2002-08-16,24.3,224000000.0,-0.9999998915178572
2002-08-19,24.73,224000000.0,-0.9999998895982143
2002-08-20,24.93,224000000.0,-0.9999998887053572
2002-08-21,25.95,224000000.0,-0.9999998841517858
2002-08-22,25.9,224000000.0,-0.999999884375
2002-08-23,25.56,224000000.0,-0.9999998858928572
2002-08-26,25.71,224000000.0,-0.9999998852232143
2002-08-27,25.68,224000000.0,-0.9999998853571429
2002-08-28,25.41,224000000.0,-0.9999998865625
2002-08-29,25.0,224000000.0,-0.9999998883928571
2002-08-30,23.41,224000000.0,-0.9999998954910714
2002-09-03,22.67,224000000.0,-0.9999998987946429
2002-09-04,22.33,224000000.0,-0.9999999003125
2002-09-05,22.0,224000000.0,-0.9999999017857143
2002-09-06,22.2,224000000.0,-0.9999999008928572
2002-09-09,22.49,224000000.0,-0.9999998995982143
2002-09-10,22.38,224000000.0,-0.9999999000892857
2002-09-11,22.82,224000000.0,-0.999999898125
2002-09-12,22.0,224000000.0,-0.9999999017857143
2002-09-13,21.93,224000000.0,-0.9999999020982143
2002-09-16,22.03,224000000.0,-0.9999999016517858
2002-09-17,21.23,224000000.0,-0.9999999052232142
2002-09-18,22.3,224000000.0,-0.9999999004464286
2002-09-19,22.46,224000000.0,-0.9999998997321429
2002-09-20,22.26,224000000.0,-0.999999900625
2002-09-23,22.25,224000000.0,-0.9999999006696428
2002-09-24,21.95,224000000.0,-0.9999999020089285
2002-09-25,22.81,224000000.0,-0.9999998981696429
2002-09-26,23.98,224000000.0,-0.9999998929464285
2002-09-27,23.58,224000000.0,-0.9999998947321429
2002-09-30,23.75,224000000.0,-0.9999998939732143
2002-10-01,24.4,224000000.0,-0.9999998910714286
2002-10-02,24.4,224000000.0,-0.9999998910714286
2002-10-03,23.94,224000000.0,-0.999999893125
2002-10-04,23.59,224000000.0,-0.9999998946875
2002-10-07,23.49,224000000.0,-0.9999998951339286
2002-10-08,23.02,224000000.0,-0.9999998972321429
2002-10-09,21.47,224000000.0,-0.9999999041517857
2002-10-10,23.29,224000000.0,-0.9999998960267857
2002-10-11,22.87,224000000.0,-0.9999998979017857
2002-10-14,23.3,224000000.0,-0.9999998959821429
2002-10-15,23.5,224000000.0,-0.9999998950892857
2002-10-16,22.53,224000000.0,-0.9999998994196428
2002-10-17,23.35,224000000.0,-0.9999998957589286
2002-10-18,23.62,224000000.0,-0.9999998945535714
2002-10-21,24.5,224000000.0,-0.999999890625
2002-10-22,23.86,224000000.0,-0.9999998934821429
2002-10-23,23.96,224000000.0,-0.9999998930357142
2002-10-24,24.08,224000000.0,-0.9999998925
2002-10-25,24.42,224000000.0,-0.9999998909821428
2002-10-28,24.62,224000000.0,-0.9999998900892857
2002-10-29,24.67,224000000.0,-0.9999998898660715
2002-10-30,25.21,224000000.0,-0.9999998874553572
2002-10-31,25.2,224000000.0,-0.9999998875
2002-11-01,25.08,224000000.0,-0.9999998880357143
2002-11-04,25.42,224000000.0,-0.9999998865178571
2002-11-05,25.92,224000000.0,-0.9999998842857143
2002-11-06,26.28,224000000.0,-0.9999998826785714
2002-11-07,25.7,224000000.0,-0.9999998852678571
2002-11-08,25.15,224000000.0,-0.9999998877232142
2002-11-11,25.0,224000000.0,-0.9999998883928571
2002-11-12,24.74,224000000.0,-0.9999998895535714
2002-11-13,24.83,224000000.0,-0.9999998891517857
2002-11-14,24.93,224000000.0,-0.9999998887053572
2002-11-15,25.26,224000000.0,-0.9999998872321428
2002-11-18,24.88,224000000.0,-0.9999998889285714
2002-11-19,25.0,224000000.0,-0.9999998883928571
2002-11-20,24.9,224000000.0,-0.9999998888392857
2002-11-21,24.63,224000000.0,-0.9999998900446428
2002-11-22,25.08,224000000.0,-0.9999998880357143
2002-11-25,25.23,224000000.0,-0.9999998873660715
2002-11-26,24.98,224000000.0,-0.9999998884821428
2002-11-27,25.47,224000000.0,-0.9999998862946429
2002-11-29,25.09,224000000.0,-0.9999998879910714
2002-12-02,24.8,224000000.0,-0.9999998892857143
2002-12-03,25.68,224000000.0,-0.9999998853571429
2002-12-04,24.9,224000000.0,-0.9999998888392857
2002-12-05,24.9,224000000.0,-0.9999998888392857
2002-12-06,25.27,224000000.0,-0.9999998871875
2002-12-09,25.86,224000000.0,-0.9999998845535715
2002-12-10,25.89,224000000.0,-0.9999998844196428
2002-12-11,25.99,224000000.0,-0.9999998839732143
2002-12-12,26.16,224000000.0,-0.9999998832142857
2002-12-13,26.23,224000000.0,-0.9999998829017858
2002-12-16,26.23,224000000.0,-0.9999998829017858
2002-12-17,26.19,224000000.0,-0.9999998830803571
2002-12-18,26.0,224000000.0,-0.9999998839285714
2002-12-19,25.67,224000000.0,-0.9999998854017857
2002-12-20,26.0,224000000.0,-0.9999998839285714
2002-12-23,26.19,224000000.0,-0.9999998830803571
2002-12-24,26.15,224000000.0,-0.9999998832589285
2002-12-26,26.37,224000000.0,-0.9999998822767857
2002-12-27,26.0,224000000.0,-0.9999998839285714
2002-12-30,26.35,224000000.0,-0.9999998823660714
2002-12-31,26.39,16000000.0,-0.999998350625
2003-01-02,26.9,16000000.0,-0.99999831875
2003-01-03,26.97,16000000.0,-0.999998314375
2003-01-06,27.59,16000000.0,-0.999998275625
2003-01-07,26.73,16000000.0,-0.999998329375
2003-01-08,26.91,16000000.0,-0.999998318125
2003-01-09,26.92,16000000.0,-0.9999983175
2003-01-10,26.68,16000000.0,-0.9999983325
2003-01-13,26.93,16000000.0,-0.999998316875
2003-01-14,27.42,16000000.0,-0.99999828625
2003-01-15,27.45,16000000.0,-0.999998284375
2003-01-16,27.13,16000000.0,-0.999998304375
2003-01-17,26.86,16000000.0,-0.99999832125
2003-01-21,26.31,16000000.0,-0.999998355625
2003-01-22,26.11,16000000.0,-0.999998368125
2003-01-23,26.13,16000000.0,-0.999998366875
2003-01-24,25.58,16000000.0,-0.99999840125
2003-01-27,24.81,16000000.0,-0.999998449375
2003-01-28,25.17,16000000.0,-0.999998426875
2003-01-29,25.67,16000000.0,-0.999998395625
2003-01-30,25.43,16000000.0,-0.999998410625
2003-01-31,25.47,16000000.0,-0.999998408125
2003-02-03,25.65,16000000.0,-0.999998396875
2003-02-04,25.23,16000000.0,-0.999998423125
2003-02-05,25.09,16000000.0,-0.999998431875
2003-02-06,25.02,16000000.0,-0.99999843625
2003-02-07,24.72,16000000.0,-0.999998455
2003-02-10,24.86,16000000.0,-0.99999844625
2003-02-11,24.25,16000000.0,-0.999998484375
2003-02-12,23.42,16000000.0,-0.99999853625
2003-02-13,24.0,16000000.0,-0.9999985
2003-02-14,24.02,16000000.0,-0.99999849875
2003-02-18,24.53,16000000.0,-0.999998466875
2003-02-19,24.71,16000000.0,-0.999998455625
2003-02-20,24.98,16000000.0,-0.99999843875
2003-02-21,25.06,16000000.0,-0.99999843375
2003-02-24,25.1,16000000.0,-0.99999843125
2003-02-25,25.23,16000000.0,-0.999998423125
2003-02-26,24.71,16000000.0,-0.999998455625
2003-02-27,24.84,16000000.0,-0.9999984475
2003-02-28,24.58,16000000.0,-0.99999846375
2003-03-03,24.63,16000000.0,-0.999998460625
2003-03-04,24.2,16000000.0,-0.9999984875
2003-03-05,24.56,16000000.0,-0.999998465
2003-03-06,24.72,16000000.0,-0.999998455
2003-03-07,24.73,16000000.0,-0.999998454375
2003-03-10,24.34,16000000.0,-0.99999847875
2003-03-11,24.17,16000000.0,-0.999998489375
2003-03-12,24.0,16000000.0,-0.9999985
2003-03-13,24.03,16000000.0,-0.999998498125
2003-03-14,24.13,16000000.0,-0.999998491875
2003-03-17,24.75,16000000.0,-0.999998453125
2003-03-18,24.83,16000000.0,-0.999998448125
2003-03-19,24.91,16000000.0,-0.999998443125
2003-03-20,25.05,16000000.0,-0.999998434375
2003-03-21,25.43,16000000.0,-0.999998410625
2003-03-24,24.89,16000000.0,-0.999998444375
2003-03-25,25.22,16000000.0,-0.99999842375
2003-03-26,24.99,16000000.0,-0.999998438125
2003-03-27,25.23,16000000.0,-0.999998423125
2003-03-28,25.3,16000000.0,-0.99999841875
2003-03-31,25.21,16000000.0,-0.999998424375
2003-04-01,25.61,16000000.0,-0.999998399375
2003-04-02,25.37,16000000.0,-0.999998414375
2003-04-03,24.83,16000000.0,-0.999998448125
2003-04-04,25.26,16000000.0,-0.99999842125
2003-04-07,25.13,16000000.0,-0.999998429375
2003-04-08,25.04,16000000.0,-0.999998435
2003-04-09,25.01,16000000.0,-0.999998436875
2003-04-10,25.36,16000000.0,-0.999998415
2003-04-11,24.99,16000000.0,-0.999998438125
2003-04-14,25.37,16000000.0,-0.999998414375
2003-04-15,25.71,16000000.0,-0.999998393125
2003-04-16,25.54,16000000.0,-0.99999840375
2003-04-17,25.69,16000000.0,-0.999998394375
2003-04-21,25.67,16000000.0,-0.999998395625
2003-04-22,25.62,16000000.0,-0.99999839875
2003-04-23,25.45,16000000.0,-0.999998409375
2003-04-24,25.66,16000000.0,-0.99999839625
2003-04-25,25.7,16000000.0,-0.99999839375
2003-04-28,25.81,16000000.0,-0.999998386875
2003-04-29,26.04,16000000.0,-0.9999983725
