date,PAYC,dcf,Deviation
2014-04-15,15.35,15.891339317848614,-0.03406505310981556
2014-04-16,15.62,16.521339317848614,-0.054556068397848656
2014-04-17,16.25,16.371339317848616,-0.007411691584470859
2014-04-21,16.1,16.251339317848615,-0.00931242126502152
2014-04-22,15.98,16.341339317848615,-0.02211197692063993
2014-04-23,16.07,16.021339317848614,0.0030372418426451997
2014-04-24,15.75,15.571339317848615,0.011473687555353385
2014-04-25,15.3,15.241339317848615,0.0038487878872095482
2014-04-28,14.97,15.551339317848612,-0.03738194543677631
2014-04-29,15.28,15.681339317848613,-0.02559343368023459
2014-04-30,15.41,15.941339317848614,-0.033330908228877854
2014-05-01,15.67,16.071339317848615,-0.02497236290710958
2014-05-02,15.8,15.951339317848612,-0.009487561817412504
2014-05-05,15.68,15.581339317848613,0.00633197699753385
2014-05-06,15.31,15.321339317848615,-0.0007400996488214906
2014-05-07,15.05,15.451339317848612,-0.025974403227622123
2014-05-08,15.18,14.781339317848612,0.0269705385675032
2014-05-09,14.51,14.361339317848614,0.01035144974024993
2014-05-12,14.09,14.141339317848614,-0.0036304423997389756
2014-05-13,13.87,14.341339317848615,-0.03286578104054805
2014-05-14,14.07,14.561339317848613,-0.033742728407293754
2014-05-15,14.29,14.081339317848613,0.014818241180148295
2014-05-16,13.81,13.511339317848615,0.022104446874252615
2014-05-19,13.24,14.271339317848614,-0.07226647022250798
2014-05-20,14.0,14.271339317848614,-0.019012883921080914
2014-05-21,14.0,15.651339317848613,-0.10550786001843593
2014-05-22,15.38,14.801339317848612,0.03909515684527243
2014-05-23,14.53,14.301339317848612,0.015988760008372793
2014-05-27,14.03,13.521339317848614,0.03761910489739262
2014-05-28,13.25,13.751339317848613,-0.03645749015864208
2014-05-29,13.48,13.621339317848612,-0.010376315760918575
2014-05-30,13.35,13.811339317848613,-0.03340293850086051
2014-06-02,13.54,14.301339317848612,-0.05323552577334012
2014-06-03,14.03,14.571339317848615,-0.037150965058203145
2014-06-04,14.3,14.441339317848614,-0.009787133640293821
2014-06-05,14.17,14.721339317848612,-0.037451709110471465
2014-06-06,14.45,14.911339317848615,-0.03093882501194245
