date,MMM,dcf,Deviation
1994-01-26,27.75,,
1994-01-27,26.81,,
1994-01-28,26.88,,
1994-01-31,26.81,,
1994-02-01,26.47,,
1994-02-02,26.63,,
1994-02-03,26.69,,
1994-02-04,26.22,,
1994-02-07,26.22,,
1994-02-08,26.47,,
1994-02-09,26.31,,
1994-02-10,26.16,,
1994-02-11,26.22,,
1994-02-14,26.47,,
1994-02-15,27.13,,
1994-02-16,27.38,,
1994-02-17,27.0,,
1994-02-18,26.34,,
1994-02-22,26.94,,
1994-02-23,26.72,,
1994-02-24,26.56,,
1994-02-25,26.44,,
1994-02-28,26.34,,
1994-03-01,25.88,,
1994-03-02,25.94,,
1994-03-03,25.81,,
1994-03-04,25.81,,
1994-03-07,26.09,,
1994-03-08,26.22,,
1994-03-09,26.44,,
1994-03-10,26.13,,
1994-03-11,25.81,,
1994-03-14,25.72,,
1994-03-15,25.75,,
1994-03-16,25.63,,
1994-03-17,25.47,,
1994-03-18,25.75,,
1994-03-21,25.34,,
1994-03-22,25.25,,
1994-03-23,25.31,,
1994-03-24,25.0,,
1994-03-25,25.0,,
1994-03-28,25.0,,
1994-03-29,24.59,,
1994-03-30,24.75,,
1994-03-31,24.75,,
1994-04-04,24.5,,
1994-04-05,24.81,,
1994-04-06,24.75,,
1994-04-07,24.97,,
1994-04-08,25.59,,
1994-04-11,25.81,,
1994-04-12,25.5,,
1994-04-13,25.19,,
1994-04-14,24.75,,
1994-04-15,24.38,,
1994-04-18,24.0,,
1994-04-19,23.88,,
1994-04-20,24.25,,
1994-04-21,24.25,,
1994-04-22,23.63,,
1994-04-25,23.88,,
1994-04-26,24.38,,
1994-04-28,24.5,,
1994-04-29,24.5,,
1994-05-02,24.75,,
1994-05-03,24.75,,
1994-05-04,24.81,,
1994-05-05,24.94,,
1994-05-06,24.81,,
1994-05-09,24.81,,
1994-05-10,25.19,,
1994-05-11,24.69,,
1994-05-12,24.75,,
1994-05-13,24.56,,
1994-05-16,24.69,,
1994-05-17,25.25,,
1994-05-18,25.44,,
1994-05-19,25.75,,
1994-05-20,25.69,,
1994-05-23,25.56,,
1994-05-24,25.63,,
1994-05-25,25.88,,
1994-05-26,25.63,,
1994-05-27,25.63,,
1994-05-31,25.5,,
1994-06-01,25.13,,
1994-06-02,25.31,,
1994-06-03,25.88,,
1994-06-06,25.63,,
1994-06-07,25.31,,
1994-06-08,25.56,,
1994-06-09,25.75,,
1994-06-10,25.94,,
1994-06-13,26.0,,
1994-06-14,26.0,,
1994-06-15,26.06,,
1994-06-16,26.19,,
1994-06-17,25.5,,
1994-06-20,25.56,,
1994-06-21,25.25,,
1994-06-22,25.38,,
1994-06-23,25.44,,
1994-06-24,24.94,,
1994-06-27,25.13,,
1994-06-28,25.25,,
1994-06-29,25.31,,
1994-06-30,24.81,,
1994-07-01,24.94,,
1994-07-05,24.94,,
1994-07-06,24.88,,
1994-07-07,25.13,,
1994-07-08,24.88,,
1994-07-11,24.88,,
1994-07-12,25.0,,
1994-07-13,25.31,,
1994-07-14,25.81,,
1994-07-15,25.69,,
1994-07-18,25.63,,
1994-07-19,25.38,,
1994-07-20,25.63,,
1994-07-21,25.38,,
1994-07-22,25.56,,
1994-07-25,25.44,,
1994-07-26,25.44,,
1994-07-27,25.69,,
1994-07-28,26.25,,
1994-07-29,26.56,,
1994-08-01,26.94,,
1994-08-02,26.88,,
1994-08-03,27.0,,
1994-08-04,26.94,,
1994-08-05,27.0,,
1994-08-08,27.31,,
1994-08-09,27.44,,
1994-08-10,27.81,,
1994-08-11,27.56,,
1994-08-12,27.75,,
1994-08-15,27.38,,
1994-08-16,27.31,,
1994-08-17,27.13,,
1994-08-18,26.81,,
1994-08-19,27.0,,
1994-08-22,27.5,,
1994-08-23,27.5,,
1994-08-24,28.19,,
1994-08-25,28.25,,
1994-08-26,27.94,,
1994-08-29,27.56,,
1994-08-30,27.56,,
1994-08-31,27.56,,
1994-09-01,27.38,,
1994-09-02,27.19,,
1994-09-06,27.31,,
1994-09-07,27.31,,
1994-09-08,28.19,,
1994-09-09,27.88,,
1994-09-12,27.88,,
1994-09-13,27.94,,
1994-09-14,27.56,,
1994-09-15,28.13,,
1994-09-16,28.19,,
1994-09-19,28.38,,
1994-09-20,27.75,,
1994-09-21,28.19,,
1994-09-22,27.81,,
1994-09-23,27.56,,
1994-09-26,27.44,,
1994-09-27,27.44,,
1994-09-28,27.56,,
1994-09-29,27.5,,
1994-09-30,27.63,,
1994-10-03,27.31,,
1994-10-04,26.94,,
1994-10-05,26.81,,
1994-10-06,26.69,,
1994-10-07,26.69,,
1994-10-10,26.88,,
1994-10-11,27.25,,
1994-10-12,27.31,,
1994-10-13,27.56,,
1994-10-14,27.75,,
1994-10-17,28.19,,
1994-10-18,27.94,,
1994-10-19,28.13,,
1994-10-20,27.94,,
1994-10-21,27.94,,
1994-10-24,27.69,,
1994-10-25,27.06,,
1994-10-26,26.94,,
1994-10-27,26.94,,
1994-10-28,27.44,,
1994-10-31,27.69,,
1994-11-01,27.19,,
1994-11-02,27.0,,
1994-11-03,27.0,,
1994-11-04,26.56,,
1994-11-07,26.56,,
1994-11-08,26.44,,
1994-11-09,26.63,,
1994-11-10,26.75,,
1994-11-11,26.56,,
1994-11-14,26.63,,
1994-11-15,26.31,,
1994-11-16,26.44,,
1994-11-17,26.5,,
1994-11-18,26.38,,
1994-11-21,26.31,,
1994-11-22,25.31,,
1994-11-23,25.44,,
1994-11-25,25.38,,
1994-11-28,25.69,,
1994-11-29,25.63,,
1994-11-30,25.63,,
1994-12-01,25.38,,
1994-12-02,25.81,,
1994-12-05,26.0,,
1994-12-06,26.0,,
1994-12-07,25.88,,
1994-12-08,25.5,,
1994-12-09,25.75,,
1994-12-12,26.38,,
1994-12-13,26.0,,
1994-12-14,26.06,,
1994-12-15,26.0,,
1994-12-16,25.75,,
1994-12-19,25.63,,
1994-12-20,25.69,,
1994-12-21,26.13,,
1994-12-22,25.94,,
1994-12-23,26.19,,
1994-12-27,26.56,,
1994-12-28,26.56,,
1994-12-29,26.38,,
1994-12-30,26.69,,
1995-01-03,27.0,,
1995-01-04,26.69,,
1995-01-05,26.69,,
1995-01-06,26.56,,
1995-01-09,26.56,,
1995-01-10,26.56,,
1995-01-11,26.5,,
1995-01-12,26.0,,
1995-01-13,26.0,,
1995-01-16,26.63,,
1995-01-17,26.56,,
1995-01-18,26.56,,
1995-01-19,26.25,,
1995-01-20,26.44,,
1995-01-23,26.38,,
1995-01-24,26.06,,
1995-01-25,25.94,,
1995-01-26,26.31,,
1995-01-27,25.88,,
1995-01-30,26.0,,
1995-01-31,26.19,,
1995-02-01,25.5,,
1995-02-02,25.63,,
1995-02-03,25.69,,
1995-02-06,26.13,,
1995-02-07,26.06,,
1995-02-08,26.06,,
1995-02-09,26.25,,
1995-02-10,26.44,,
1995-02-13,26.56,,
1995-02-14,26.5,,
1995-02-15,26.88,,
1995-02-16,26.88,,
1995-02-17,26.25,,
1995-02-21,26.44,,
1995-02-22,26.75,,
1995-02-23,26.88,,
1995-02-24,27.25,,
1995-02-27,27.25,,
1995-02-28,27.38,,
1995-03-01,27.44,,
1995-03-02,27.06,,
1995-03-03,27.19,,
1995-03-06,26.94,,
1995-03-07,26.94,,
1995-03-08,26.88,,
1995-03-09,27.69,,
1995-03-10,28.06,,
1995-03-13,27.94,,
1995-03-14,28.81,,
1995-03-15,28.31,,
1995-03-16,28.38,,
1995-03-17,28.56,,
1995-03-20,28.88,,
1995-03-21,28.81,,
1995-03-22,28.38,,
1995-03-23,28.44,,
1995-03-24,29.25,,
1995-03-27,29.19,,
1995-03-28,28.81,,
1995-03-29,29.0,,
1995-03-30,29.25,,
1995-03-31,29.06,,
1995-04-03,28.75,,
1995-04-04,29.13,,
1995-04-05,28.75,,
1995-04-06,29.06,,
1995-04-07,29.0,,
1995-04-10,28.69,,
1995-04-11,28.56,,
1995-04-12,28.81,,
1995-04-13,28.94,,
1995-04-17,29.0,,
1995-04-18,29.06,,
1995-04-19,29.38,,
1995-04-20,29.31,,
1995-04-21,30.19,,
1995-04-24,30.25,,
1995-04-25,29.56,,
1995-04-26,29.75,,
1995-04-27,30.0,,
1995-04-28,29.81,,
1995-05-01,29.5,,
1995-05-02,29.5,,
1995-05-03,29.94,,
1995-05-04,30.06,,
1995-05-05,30.0,,
1995-05-08,29.75,,
1995-05-09,29.75,,
1995-05-10,30.81,,
1995-05-11,30.88,,
1995-05-12,30.81,,
1995-05-15,30.69,,
1995-05-16,30.75,,
1995-05-17,30.13,,
1995-05-18,28.94,,
1995-05-19,28.88,,
1995-05-22,29.38,,
1995-05-23,29.63,,
1995-05-24,29.56,,
1995-05-25,29.25,,
1995-05-26,29.0,,
1995-05-30,29.0,,
1995-05-31,30.0,,
1995-06-01,29.44,,
1995-06-02,29.25,,
1995-06-05,29.31,,
1995-06-06,29.31,,
1995-06-07,29.38,,
1995-06-08,29.44,,
1995-06-09,29.31,,
1995-06-12,29.63,,
1995-06-13,29.94,,
1995-06-14,29.88,,
1995-06-15,29.69,,
1995-06-16,29.5,,
1995-06-19,30.13,,
1995-06-20,29.63,,
1995-06-21,29.44,,
1995-06-22,29.5,,
1995-06-23,29.38,,
1995-06-26,29.38,,
1995-06-27,29.31,,
1995-06-28,29.06,,
1995-06-29,28.56,,
1995-06-30,28.69,,
1995-07-03,28.81,,
1995-07-05,29.25,,
1995-07-06,29.56,,
1995-07-07,29.88,,
1995-07-10,29.38,,
1995-07-11,29.69,,
1995-07-12,29.75,,
1995-07-13,29.56,,
1995-07-14,29.5,,
1995-07-17,29.88,,
1995-07-18,29.44,,
1995-07-19,29.25,,
1995-07-20,29.5,,
1995-07-21,29.44,,
1995-07-24,29.38,,
1995-07-25,29.75,,
1995-07-26,28.0,,
1995-07-27,28.38,,
1995-07-28,28.38,,
1995-07-31,28.31,,
1995-08-01,28.5,,
1995-08-02,28.56,,
1995-08-03,28.44,,
1995-08-04,27.88,,
1995-08-07,28.06,,
1995-08-08,27.81,,
1995-08-09,27.56,,
1995-08-10,27.56,,
1995-08-11,27.75,,
1995-08-14,27.81,,
1995-08-15,27.69,,
1995-08-16,27.81,,
1995-08-17,27.88,,
1995-08-18,27.75,,
1995-08-21,27.75,,
1995-08-22,27.69,,
1995-08-23,27.38,,
1995-08-24,27.06,,
1995-08-25,27.31,,
1995-08-28,27.19,,
1995-08-29,27.25,,
1995-08-30,27.19,,
1995-08-31,27.31,,
1995-09-01,27.19,,
1995-09-05,27.25,,
1995-09-06,27.38,,
1995-09-07,26.94,,
1995-09-08,27.75,,
1995-09-11,27.38,,
1995-09-12,27.44,,
1995-09-13,28.0,,
1995-09-14,28.13,,
1995-09-15,28.31,,
1995-09-18,28.13,,
1995-09-19,28.19,,
1995-09-20,28.19,,
1995-09-21,27.44,,
1995-09-22,27.63,,
1995-09-25,27.31,,
1995-09-26,27.38,,
1995-09-27,27.31,,
1995-09-28,27.81,,
1995-09-29,28.19,,
1995-10-02,28.5,,
1995-10-03,28.56,,
1995-10-04,28.44,,
1995-10-05,28.75,,
1995-10-06,28.44,,
1995-10-09,28.44,,
1995-10-10,28.19,,
1995-10-11,28.0,,
1995-10-12,28.63,,
1995-10-13,28.38,,
1995-10-16,28.38,,
1995-10-17,28.13,,
1995-10-18,27.94,,
1995-10-19,27.94,,
1995-10-20,28.25,,
1995-10-23,28.13,,
1995-10-24,28.25,,
1995-10-25,28.13,,
1995-10-26,28.06,,
1995-10-27,27.75,,
1995-10-30,28.19,,
1995-10-31,28.44,,
1995-11-01,28.44,,
1995-11-02,28.63,,
1995-11-03,29.75,,
1995-11-06,29.56,,
1995-11-07,29.06,,
1995-11-08,29.56,,
1995-11-09,30.0,,
1995-11-10,29.88,,
1995-11-13,29.5,,
1995-11-14,30.81,,
1995-11-15,30.63,,
1995-11-16,31.88,,
1995-11-17,32.13,,
1995-11-20,32.38,,
1995-11-21,32.25,,
1995-11-22,32.13,,
1995-11-24,32.13,,
1995-11-27,32.19,,
1995-11-28,32.19,,
1995-11-29,32.94,,
1995-11-30,32.69,,
1995-12-01,32.63,,
1995-12-04,32.56,,
1995-12-05,33.0,,
1995-12-06,33.44,,
1995-12-07,33.44,,
1995-12-08,33.44,,
1995-12-11,34.19,,
1995-12-12,34.5,,
1995-12-13,34.88,,
1995-12-14,34.38,,
1995-12-15,33.31,,
1995-12-18,33.94,,
1995-12-19,33.5,,
1995-12-20,33.0,,
1995-12-21,32.75,,
1995-12-22,32.0,,
1995-12-26,31.94,,
1995-12-27,32.31,,
1995-12-28,32.25,,
1995-12-29,33.19,,
1996-01-02,33.88,,
1996-01-03,33.81,,
1996-01-04,33.69,,
1996-01-05,33.75,,
1996-01-08,33.5,,
1996-01-09,33.02,,
1996-01-10,32.75,,
1996-01-11,32.88,,
1996-01-12,32.5,,
1996-01-15,32.5,,
1996-01-16,33.63,,
1996-01-17,31.88,,
1996-01-18,31.31,,
1996-01-19,31.31,,
1996-01-22,31.5,,
1996-01-23,31.25,,
1996-01-24,31.63,,
1996-01-25,31.81,,
1996-01-26,32.63,,
1996-01-29,32.56,,
1996-01-30,32.19,,
1996-01-31,32.25,,
1996-02-01,32.63,,
1996-02-02,32.81,,
1996-02-05,33.31,,
1996-02-06,33.38,,
1996-02-07,33.56,,
1996-02-08,34.13,,
1996-02-09,34.19,,
1996-02-12,34.63,,
1996-02-13,34.25,,
1996-02-14,34.25,,
1996-02-15,33.75,,
1996-02-16,33.25,,
1996-02-20,33.25,,
1996-02-21,32.5,,
1996-02-22,33.25,,
1996-02-23,32.88,,
1996-02-26,32.13,,
1996-02-27,32.38,,
1996-02-28,32.5,,
1996-02-29,32.56,,
1996-03-01,32.5,,
1996-03-04,32.5,,
1996-03-05,32.75,,
1996-03-06,32.94,,
1996-03-07,32.88,,
1996-03-08,31.5,,
1996-03-11,31.75,,
1996-03-12,32.75,,
1996-03-13,32.44,,
1996-03-14,31.63,,
1996-03-15,31.75,,
1996-03-18,32.31,,
1996-03-19,32.56,,
1996-03-20,32.5,,
1996-03-21,32.25,,
1996-03-22,32.25,,
1996-03-25,32.44,,
1996-03-26,32.56,,
1996-03-27,32.5,,
1996-03-28,33.19,,
1996-03-29,32.31,,
1996-04-01,33.25,,
1996-04-02,32.88,,
1996-04-03,32.81,,
1996-04-04,32.63,,
1996-04-08,32.25,,
1996-04-09,32.06,,
1996-04-10,32.0,,
1996-04-11,31.94,,
1996-04-12,32.06,,
1996-04-15,32.5,,
1996-04-16,32.25,,
1996-04-17,32.31,,
1996-04-18,32.31,,
1996-04-19,32.19,,
1996-04-22,32.31,,
1996-04-23,32.25,,
1996-04-24,32.38,,
1996-04-25,32.5,,
1996-04-26,32.56,,
1996-04-29,33.0,,
1996-04-30,32.88,,
1996-05-01,32.94,,
1996-05-02,32.69,,
1996-05-03,32.19,,
1996-05-06,32.88,,
1996-05-07,32.31,,
1996-05-08,32.25,,
1996-05-09,32.06,,
1996-05-10,32.63,,
1996-05-13,32.81,,
1996-05-14,32.63,,
1996-05-15,32.75,,
1996-05-16,33.69,,
1996-05-17,34.31,,
1996-05-20,34.81,,
1996-05-21,35.0,,
1996-05-22,34.81,,
1996-05-23,34.69,,
1996-05-24,35.19,,
1996-05-28,35.13,,
1996-05-29,34.5,,
1996-05-30,34.44,,
1996-05-31,34.13,,
1996-06-03,34.19,,
1996-06-04,34.25,,
1996-06-05,34.75,,
1996-06-06,34.5,,
1996-06-07,35.0,,
1996-06-10,34.69,,
1996-06-11,34.13,,
1996-06-12,34.69,,
1996-06-13,34.25,,
1996-06-14,34.19,,
1996-06-17,34.19,,
1996-06-18,33.69,,
1996-06-19,34.31,,
1996-06-20,34.5,,
1996-06-21,34.5,,
1996-06-24,34.75,,
1996-06-25,34.88,,
1996-06-26,34.88,,
1996-06-27,34.31,,
1996-06-28,34.5,,
1996-07-01,35.69,,
1996-07-02,34.38,,
1996-07-03,34.5,,
1996-07-05,33.88,,
1996-07-08,33.69,,
1996-07-09,33.81,,
1996-07-10,34.5,,
1996-07-11,33.75,,
1996-07-12,33.5,,
1996-07-15,32.0,,
1996-07-16,31.88,,
1996-07-17,31.5,,
1996-07-18,32.56,,
1996-07-19,32.69,,
1996-07-22,32.56,,
1996-07-23,32.38,,
1996-07-24,31.69,,
1996-07-25,31.75,,
1996-07-26,31.69,,
1996-07-29,31.94,,
1996-07-30,32.5,,
1996-07-31,32.5,,
1996-08-01,32.94,,
1996-08-02,33.63,,
1996-08-05,33.19,,
1996-08-06,33.5,,
1996-08-07,32.94,,
1996-08-08,33.13,,
1996-08-09,32.81,,
1996-08-12,33.0,,
1996-08-13,32.88,,
1996-08-14,33.19,,
1996-08-15,33.38,,
1996-08-16,33.5,,
1996-08-19,33.81,,
1996-08-20,34.25,,
1996-08-21,33.44,,
1996-08-22,33.44,,
1996-08-23,33.0,,
1996-08-26,33.06,,
1996-08-27,33.69,,
1996-08-28,33.75,,
1996-08-29,33.69,,
1996-08-30,34.38,,
1996-09-03,34.19,,
1996-09-04,34.0,,
1996-09-05,33.75,,
1996-09-06,34.0,,
1996-09-09,34.19,,
1996-09-10,34.0,,
1996-09-11,34.06,,
1996-09-12,34.5,,
1996-09-13,34.94,,
1996-09-16,34.94,,
1996-09-17,35.75,,
1996-09-18,35.38,,
1996-09-19,35.25,,
1996-09-20,35.0,,
1996-09-23,35.0,,
1996-09-24,34.88,,
1996-09-25,34.81,,
1996-09-26,34.88,,
1996-09-27,34.88,,
1996-09-30,34.88,,
1996-10-01,34.69,,
1996-10-02,35.06,,
1996-10-03,35.06,,
1996-10-04,35.19,,
1996-10-07,34.94,,
1996-10-08,35.06,,
1996-10-09,35.06,,
1996-10-10,35.38,,
1996-10-11,36.0,,
1996-10-14,35.69,,
1996-10-15,35.5,,
1996-10-16,36.06,,
1996-10-17,36.06,,
1996-10-18,36.25,,
1996-10-21,35.81,,
1996-10-22,35.75,,
1996-10-23,35.88,,
1996-10-24,35.63,,
1996-10-25,37.19,,
1996-10-28,37.63,,
1996-10-29,38.25,,
1996-10-30,37.69,,
1996-10-31,38.19,,
1996-11-01,38.0,,
1996-11-04,37.75,,
1996-11-05,38.5,,
1996-11-06,39.88,,
1996-11-07,39.94,,
1996-11-08,40.0,,
1996-11-11,40.63,,
1996-11-12,40.69,,
1996-11-13,40.31,,
1996-11-14,40.88,,
1996-11-15,40.63,,
1996-11-18,41.19,,
1996-11-19,41.19,,
1996-11-20,41.44,,
1996-11-21,41.69,,
1996-11-22,42.38,,
1996-11-25,42.44,,
1996-11-26,41.88,,
1996-11-27,41.69,,
1996-11-29,41.88,,
1996-12-02,41.56,,
1996-12-03,41.56,,
1996-12-04,41.38,,
1996-12-05,41.25,,
1996-12-06,40.81,,
1996-12-09,41.69,,
1996-12-10,42.19,,
1996-12-11,41.56,,
1996-12-12,40.13,,
1996-12-13,40.75,,
1996-12-16,40.5,,
1996-12-17,40.13,,
1996-12-18,40.56,,
1996-12-19,41.13,,
1996-12-20,42.38,,
1996-12-23,42.25,,
1996-12-24,42.38,,
1996-12-26,42.75,,
1996-12-27,42.69,,
1996-12-30,42.44,,
1996-12-31,41.5,,
1997-01-02,43.13,,
1997-01-03,42.38,,
1997-01-06,42.44,,
1997-01-07,41.94,,
1997-01-08,41.88,,
1997-01-09,41.81,,
1997-01-10,41.88,,
1997-01-13,41.69,,
1997-01-14,42.63,,
1997-01-15,42.25,,
1997-01-16,42.81,,
1997-01-17,42.81,,
1997-01-20,42.38,,
1997-01-21,42.44,,
1997-01-22,42.0,,
1997-01-23,40.81,,
1997-01-24,40.5,,
1997-01-27,41.0,,
1997-01-28,41.69,,
1997-01-29,42.13,,
1997-01-30,42.81,,
1997-01-31,42.63,,
1997-02-03,42.31,,
1997-02-04,42.56,,
1997-02-05,42.06,,
1997-02-06,41.94,,
1997-02-07,42.19,,
1997-02-10,41.75,,
1997-02-11,42.06,,
1997-02-12,43.13,,
1997-02-13,43.13,,
1997-02-14,42.5,,
1997-02-18,42.81,,
1997-02-19,42.19,,
1997-02-20,41.63,,
1997-02-21,42.63,,
1997-02-24,43.25,,
1997-02-25,45.0,,
1997-02-26,46.5,,
1997-02-27,46.06,,
1997-02-28,46.0,,
1997-03-03,46.25,,
1997-03-04,45.0,,
1997-03-05,45.94,,
1997-03-06,45.44,,
1997-03-07,45.69,,
1997-03-10,46.25,,
1997-03-11,46.06,,
1997-03-12,45.5,,
1997-03-13,44.56,,
1997-03-14,44.88,,
1997-03-17,45.0,,
1997-03-18,44.63,,
1997-03-19,44.31,,
1997-03-20,44.31,,
1997-03-21,43.56,,
1997-03-24,44.31,,
1997-03-25,44.38,,
1997-03-26,43.69,,
1997-03-27,42.75,,
1997-03-31,42.31,,
1997-04-01,42.81,,
1997-04-02,42.06,,
1997-04-03,41.88,,
1997-04-04,41.63,,
1997-04-07,41.06,,
1997-04-08,42.31,,
1997-04-09,41.19,,
1997-04-10,41.69,,
1997-04-11,40.63,,
1997-04-14,40.69,,
1997-04-15,41.56,,
1997-04-16,41.94,,
1997-04-17,41.31,,
1997-04-18,41.63,,
1997-04-21,41.56,,
1997-04-22,43.75,,
1997-04-23,43.0,,
1997-04-24,43.06,,
1997-04-25,42.69,,
1997-04-28,43.19,,
1997-04-29,43.44,,
1997-04-30,43.5,,
1997-05-01,43.56,,
1997-05-02,43.81,,
1997-05-05,45.06,,
1997-05-06,45.13,,
1997-05-07,44.88,,
1997-05-08,45.56,,
1997-05-09,45.75,,
1997-05-12,46.19,,
1997-05-13,45.75,,
1997-05-14,46.31,,
1997-05-15,47.25,,
1997-05-16,46.56,,
1997-05-19,45.69,,
1997-05-20,45.88,,
1997-05-21,45.44,,
1997-05-22,45.13,,
1997-05-23,46.06,,
1997-05-27,45.5,,
1997-05-28,46.5,,
1997-05-29,46.31,,
1997-05-30,45.94,,
1997-06-02,45.44,,
1997-06-03,45.69,,
1997-06-04,44.88,,
1997-06-05,45.5,,
1997-06-06,46.25,,
1997-06-09,46.38,,
1997-06-10,47.31,,
1997-06-11,47.19,,
1997-06-12,49.19,,
1997-06-13,49.38,,
1997-06-16,48.88,,
1997-06-17,50.0,,
1997-06-18,49.94,,
1997-06-19,49.94,,
1997-06-20,51.06,,
1997-06-23,50.0,,
1997-06-24,50.5,,
1997-06-25,50.63,,
1997-06-26,51.0,,
1997-06-27,51.0,,
1997-06-30,51.13,,
1997-07-01,50.38,,
1997-07-02,50.38,,
1997-07-03,50.91,,
1997-07-07,50.66,,
1997-07-08,51.53,,
1997-07-09,51.34,,
1997-07-10,51.38,,
1997-07-11,51.66,,
1997-07-14,51.75,,
1997-07-15,51.25,,
1997-07-16,51.0,,
1997-07-17,49.75,,
1997-07-18,49.19,,
1997-07-21,49.28,,
1997-07-22,50.16,,
1997-07-23,49.25,,
1997-07-24,47.81,,
1997-07-25,47.31,,
1997-07-28,47.63,,
1997-07-29,48.28,,
1997-07-30,47.53,,
1997-07-31,47.38,,
1997-08-01,47.13,,
1997-08-04,47.59,,
1997-08-05,47.78,,
1997-08-06,47.94,,
1997-08-07,47.97,,
1997-08-08,47.41,,
1997-08-11,47.53,,
1997-08-12,47.25,,
1997-08-13,46.94,,
1997-08-14,47.38,,
1997-08-15,45.75,,
1997-08-18,45.88,,
1997-08-19,46.47,,
1997-08-20,46.63,,
1997-08-21,45.75,,
1997-08-22,46.25,,
1997-08-25,46.34,,
1997-08-26,45.88,,
1997-08-27,45.75,,
1997-08-28,45.47,,
1997-08-29,44.94,,
1997-09-02,45.78,,
1997-09-03,46.19,,
1997-09-04,46.25,,
1997-09-05,45.94,,
1997-09-08,46.03,,
1997-09-09,46.06,,
1997-09-10,45.03,,
1997-09-11,45.03,,
1997-09-12,45.88,,
1997-09-15,44.63,,
1997-09-16,44.19,,
1997-09-17,44.5,,
1997-09-18,43.75,,
1997-09-19,43.34,,
1997-09-22,43.47,,
1997-09-23,44.03,,
1997-09-24,43.5,,
1997-09-25,43.91,,
1997-09-26,45.22,,
1997-09-29,46.16,,
1997-09-30,46.22,,
1997-10-01,47.19,,
1997-10-02,47.56,,
1997-10-03,47.47,,
1997-10-06,48.0,,
1997-10-07,49.44,,
1997-10-08,49.0,,
1997-10-09,48.25,,
1997-10-10,47.91,,
1997-10-13,48.22,,
1997-10-14,49.31,,
1997-10-15,48.81,,
1997-10-16,47.78,,
1997-10-17,47.19,,
1997-10-20,46.91,,
1997-10-21,47.31,,
1997-10-22,50.19,,
1997-10-23,49.69,,
1997-10-24,47.88,,
1997-10-27,46.13,,
1997-10-28,46.97,,
1997-10-29,46.72,,
1997-10-30,46.06,,
1997-10-31,45.75,,
1997-11-03,46.09,,
1997-11-04,46.44,,
1997-11-05,46.5,,
1997-11-06,46.63,,
1997-11-07,46.5,,
1997-11-10,47.0,,
1997-11-11,48.13,,
1997-11-12,47.72,,
1997-11-13,47.53,,
1997-11-14,47.38,,
1997-11-17,47.44,,
1997-11-18,47.06,,
1997-11-19,47.16,,
1997-11-20,48.44,,
1997-11-21,48.38,,
1997-11-24,47.84,,
1997-11-25,48.63,,
1997-11-26,48.63,,
1997-11-28,48.72,,
1997-12-01,49.31,,
1997-12-02,49.16,,
1997-12-03,48.16,,
1997-12-04,48.47,,
1997-12-05,48.28,,
1997-12-08,48.0,,
1997-12-09,47.25,,
1997-12-10,46.94,,
1997-12-11,46.44,,
1997-12-12,46.19,,
1997-12-15,46.34,,
1997-12-16,46.94,,
1997-12-17,42.44,,
1997-12-18,42.97,,
1997-12-19,41.81,,
1997-12-22,42.13,,
1997-12-23,41.75,,
1997-12-24,42.13,,
1997-12-26,41.78,,
1997-12-29,41.53,,
1997-12-30,41.56,,
1997-12-31,41.03,,
1998-01-02,41.75,,
1998-01-05,41.69,,
1998-01-06,41.81,,
1998-01-07,42.16,,
1998-01-08,41.66,,
1998-01-09,41.31,,
1998-01-12,41.41,,
1998-01-13,42.06,,
1998-01-14,42.03,,
1998-01-15,41.25,,
1998-01-16,41.63,,
1998-01-20,41.63,,
1998-01-21,41.19,,
1998-01-22,40.38,,
1998-01-23,40.78,,
1998-01-26,41.0,,
1998-01-27,40.28,,
1998-01-28,42.25,,
1998-01-29,42.66,,
1998-01-30,41.75,,
1998-02-02,43.44,,
1998-02-03,44.19,,
1998-02-04,43.91,,
1998-02-05,43.75,,
1998-02-06,43.78,,
1998-02-09,43.56,,
1998-02-10,43.0,,
1998-02-11,43.94,,
1998-02-12,44.34,,
1998-02-13,44.0,,
1998-02-17,44.06,,
1998-02-18,43.94,,
1998-02-19,43.75,,
1998-02-20,43.97,,
1998-02-23,43.0,,
1998-02-24,42.38,,
1998-02-25,42.63,,
1998-02-26,43.13,,
1998-02-27,42.66,,
1998-03-02,44.5,,
1998-03-03,44.38,,
1998-03-04,44.94,,
1998-03-05,44.47,,
1998-03-06,44.78,,
1998-03-09,44.94,,
1998-03-10,45.06,,
1998-03-11,45.28,,
1998-03-12,45.09,,
1998-03-13,44.88,,
1998-03-16,45.75,,
1998-03-17,46.66,,
1998-03-18,46.88,,
1998-03-19,47.09,,
1998-03-20,46.84,,
1998-03-23,47.03,,
1998-03-24,47.47,,
1998-03-25,47.75,,
1998-03-26,47.78,,
1998-03-27,47.31,,
1998-03-30,46.88,,
1998-03-31,45.5,,
1998-04-01,46.06,,
1998-04-02,46.25,,
1998-04-03,46.06,,
1998-04-06,45.91,,
1998-04-07,46.25,,
1998-04-08,46.31,,
1998-04-09,47.03,,
1998-04-13,47.38,,
1998-04-14,47.0,,
1998-04-15,48.47,,
1998-04-16,48.19,,
1998-04-17,48.72,,
1998-04-20,48.31,,
1998-04-21,48.56,,
1998-04-22,47.75,,
1998-04-23,47.13,,
1998-04-24,46.16,,
1998-04-27,45.09,,
1998-04-28,46.25,,
1998-04-29,46.47,,
