BMY,dcf,Deviation
55.38,,
53.86,,
53.89,,
54.55,,
53.78,,
54.04,,
53.24,,
54.37,,
54.79,,
54.25,,
55.92,,
56.36,,
54.7,,
55.53,,
56.66,,
56.87,,
57.02,,
57.23,,
56.07,,
56.9,,
56.69,,
58.42,,
57.73,,
58.09,,
58.71,,
59.87,,
57.08,,
57.17,,
55.68,,
55.11,,
56.1,,
54.31,,
54.7,,
55.86,,
54.22,,
53.45,,
50.95,,
51.13,,
50.83,,
51.46,,
51.6,,
51.19,,
51.87,,
51.19,,
50.62,,
51.87,,
51.9,,
52.23,,
51.9,,
52.11,,
52.2,,
51.66,,
53.6,,
52.17,,
51.78,,
46.58,,
50.03,,
49.22,,
50.8,,
49.58,,
51.51,,
51.34,,
49.52,,
49.4,,
49.91,,
50.44,,
49.76,,
48.9,,
48.39,,
49.14,,
48.63,,
47.56,,
47.56,,
47.89,,
48.18,,
49.43,,
49.43,,
47.11,,
45.74,,
46.04,,
46.58,,
44.14,,
43.9,,
45.27,,
46.13,,
46.22,,
46.96,,
48.96,,
49.61,,
49.97,,
50.3,,
50.41,,
51.75,,
51.66,,
51.46,,
51.75,,
51.72,,
52.5,,
52.67,,
52.73,,
52.59,,
52.08,,
52.23,,
53.51,,
52.08,,
53.39,,
53.24,,
52.56,,
52.85,,
53.18,,
53.83,,
55.23,,
56.45,,
57.08,,
58.36,,
58.03,,
58.42,,
58.71,,
58.06,,
59.46,,
61.09,,
59.43,,
60.05,,
60.44,,
61.24,,
60.74,,
58.53,,
59.55,,
57.61,,
58.45,,
57.73,,
58.89,,
57.52,,
57.61,,
60.26,,
61.03,,
60.85,,
61.3,,
63.65,,
62.7,,
63.68,,
62.04,,
62.4,,
62.43,,
63.0,,
62.46,,
61.75,,
61.21,,
59.87,,
58.53,,
58.92,,
57.88,,
58.74,,
58.03,,
56.57,,
56.3,,
58.36,,
60.62,,
60.94,,
61.03,,
61.3,,
61.87,,
61.92,,
62.1,,
60.26,,
59.75,,
58.3,,
58.18,,
59.25,,
59.69,,
60.11,,
60.41,,
59.55,,
59.9,,
61.39,,
62.52,,
61.48,,
60.74,,
59.93,,
61.21,,
61.69,,
60.56,,
62.04,,
62.1,,
60.44,,
60.68,,
60.02,,
59.49,,
59.61,,
61.98,,
61.45,,
60.79,,
59.61,,
57.64,,
58.65,,
56.75,,
55.68,,
56.33,,
56.63,,
59.19,,
61.63,,
61.03,,
60.14,,
61.87,,
60.97,,
60.68,,
60.91,,
61.69,,
62.46,,
64.24,,
61.51,,
58.65,,
58.42,,
54.67,,
56.39,,
61.15,,
64.72,,
63.83,,
64.72,,
65.85,,
62.94,,
62.1,,
60.5,,
62.76,,
64.07,,
64.54,,
64.3,,
64.24,,
62.76,,
63.11,,
65.79,,
66.03,,
63.77,,
64.48,,
64.3,,
66.62,,
65.67,,
64.66,,
62.04,,
61.63,,
63.29,,
62.46,,
65.43,,
64.07,,
62.46,,
62.76,,
65.08,,
64.66,,
63.83,,
64.07,,
62.16,,
62.52,,
61.81,,
63.41,,
63.83,,
64.72,,
64.1,,
64.54,,
65.67,,
64.6,,
65.38,,
64.13,,
65.08,,
65.79,,
67.04,,
66.09,,
68.29,,
68.77,,
69.24,,
69.24,,
69.48,,
70.43,,
71.62,,
71.2,,
71.8,,
71.32,,
69.72,,
68.05,,
66.74,,
67.16,,
66.86,,
66.51,,
65.97,,
65.61,,
64.01,,
63.29,,
63.47,,
63.71,,
62.34,,
62.64,,
62.52,,
62.76,,
61.51,,
61.75,,
63.95,,
65.08,,
65.61,,
65.67,,
64.54,,
64.54,,
67.28,,
69.48,,
69.48,,
72.28,,
69.72,,
68.17,,
68.77,,
66.98,,
68.29,,
67.64,,
69.6,,
68.47,,
68.77,,
68.29,,
69.84,,
70.02,,
68.71,,
68.77,,
69.84,,
71.26,,
69.96,,
68.47,,
67.99,,
66.09,,
66.15,,
65.26,,
64.48,,
62.34,,
64.24,,
66.92,,
68.35,,
67.58,,
70.43,,
69.48,,
72.28,,
72.69,,
71.86,,
71.03,,
70.07,,
66.86,,
68.05,,
72.45,,
72.16,,
71.32,,
72.34,,
71.2,,
68.59,,
71.56,,
74.18,,
73.11,,
73.52,,
71.15,,
72.45,,
72.57,,
72.45,,
73.23,,
71.98,,
73.23,,
73.29,,
73.41,,
72.81,,
73.88,,
72.22,,
71.5,,
72.34,,
71.86,,
70.73,,
71.26,,
71.56,,
70.97,,
69.48,,
68.65,,
68.3,,
69.48,,
66.8,,
63.47,,
64.35,,
63.35,,
64.96,,
63.35,,
62.88,,
64.24,,
61.45,,
59.13,,
58.46,,
57.23,,
60.14,,
63.47,,
64.72,,
64.01,,
62.34,,
62.1,,
61.09,,
61.33,,
56.69,,
56.1,,
56.87,,
65.2,,
64.48,,
63.59,,
63.41,,
62.22,,
63.95,,
62.16,,
60.97,,
58.89,,
58.24,,
55.86,,
56.99,,
58.53,,
59.25,,
61.15,,
63.06,,
61.51,,
61.69,,
62.22,,
61.57,,
61.15,,
60.68,,
59.49,,
58.42,,
57.11,,
58.18,,
59.07,,
60.5,,
60.44,,
56.87,,
57.05,,
57.05,,
55.08,,
53.89,,
53.6,,
54.49,,
48.78,,
50.16,,
49.02,,
44.2,,
41.4,,
45.45,,
51.16,,
49.85,,
48.48,,
45.63,,
48.06,,
53.0,,
50.92,,
50.38,,
50.68,,
51.99,,
53.3,,
52.35,,
51.99,,
52.41,,
55.08,,
54.49,,
54.37,,
58.71,,
63.06,,
61.33,,
57.58,,
56.63,,
58.42,,
61.15,,
61.69,,
63.29,,
60.32,,
61.75,,
61.98,,
48.48,,
47.59,,
47.11,,
48.3,,
49.08,,
49.73,,
49.91,,
49.02,,
49.08,,
48.3,,
49.55,,
50.33,,
51.51,,
51.04,,
51.1,,
50.8,,
51.81,,
53.0,,
53.72,,
54.07,,
54.07,,
54.31,,
54.73,,
54.61,,
54.07,,
53.18,,
53.54,,
53.54,,
52.41,,
50.74,,
48.42,,
48.9,,
49.91,,
50.03,,
49.08,,
49.19,,
49.55,,
50.68,,
51.87,,
52.41,,
50.56,,
52.35,,
50.68,,
51.51,,
51.16,,
51.28,,
51.63,,
53.54,,
51.68,,
55.08,,
55.44,56.4153643873649,-0.017288984976995936
54.97,57.54536438736491,-0.044753637669733504
56.1,56.88536438736491,-0.013806088715841103
55.44,56.645364387364914,-0.02127913555506722
55.2,57.42536438736491,-0.03875229023108373
55.98,57.305364387364904,-0.023128103302962888
55.86,54.75536438736491,0.020174016281224727
53.31,52.8453643873649,0.008792362736478543
51.4,53.67536438736491,-0.04239122385726224
52.23,53.83536438736491,-0.029819885230342957
52.39,51.945364387364904,0.008559678382836555
50.5,51.29536438736491,-0.015505580218878934
49.85,49.97536438736491,-0.0025085237276750716
48.53,49.0953643873649,-0.01151563685125434
47.65,49.035364387364915,-0.028252352249714008
47.59,47.905364387364905,-0.006583070422236048
46.46,46.895364387364914,-0.009283740366504367
45.45,49.50536438736491,-0.08191767574182207
48.06,49.27536438736491,-0.02466474682583064
47.83,50.58536438736491,-0.05446959650750571
49.14,50.9953643873649,-0.03638300087967605
49.55,52.12536438736491,-0.04940712487353238
50.68,53.015364387364905,-0.04405070896620089
51.57,51.29536438736491,0.00535400451707746
49.85,51.04536438736491,-0.023417687418072264
49.6,50.32536438736491,-0.01441349498796718
48.88,50.93536438736491,-0.04035240371962012
49.49,50.22536438736491,-0.014641295216763162
48.78,49.945364387364904,-0.02333278376600878
48.5,49.62536438736491,-0.022677201492780186
48.18,51.77536438736491,-0.06944160470732119
50.33,51.17536438736491,-0.016518971530247284
49.73,51.88536438736491,-0.04154089332925226
50.44,49.98536438736491,0.009095374580284199
48.54,52.54536438736491,-0.07622678868182031
51.1,53.9153643873649,-0.0522182205268501
52.47,54.865364387364906,-0.04365895340552117
53.42,54.62536438736491,-0.022066020078462256
53.18,55.1653643873649,-0.035989327894653256
53.72,54.2053643873649,-0.008954176267433
52.76,52.365364387364906,0.00753619529343541
50.92,52.00536438736491,-0.020870239063810914
50.56,51.905364387364905,-0.025919563483353558
50.46,52.12536438736491,-0.03194921334245082
50.68,51.88536438736491,-0.023231298490378083
50.44,49.92536438736491,0.010308099278797389
48.48,49.7453643873649,-0.025436830204148664
48.3,50.615364387364906,-0.04574429949066794
49.17,50.75536438736491,-0.031235405488677093
49.31,51.2453643873649,-0.03776662358638794
49.8,51.17536438736491,-0.0268755172304056
49.73,52.18536438736491,-0.0470508238505164
50.74,52.305364387364904,-0.029927415776555333
50.86,52.365364387364906,-0.02874732955602488
50.92,53.67536438736491,-0.051333873906844185
52.23,54.58536438736491,-0.04315010834497823
53.14,55.22536438736491,-0.03776098918492654
53.78,56.7053643873649,-0.051588847351040634
55.26,56.0953643873649,-0.014891861323804267
54.65,55.87536438736491,-0.021930315816284907
54.43,55.22536438736491,-0.01440215734541872
53.78,56.645364387364914,-0.05058426966362761
55.2,56.17536438736491,-0.017362849320195717
54.73,55.59563476623014,-0.01557019305328533
54.25,55.23563476623014,-0.017844182843223866
53.89,54.16563476623014,-0.005088738780958391
52.82,55.17563476623014,-0.04269338769205944
53.83,54.88563476623014,-0.019233352601756737
53.54,55.06563476623014,-0.027705751013438973
53.72,56.545634766230144,-0.04997087357692298
55.2,56.90563476623015,-0.029973038227882665
55.56,56.90563476623015,-0.023646775433716738
55.56,57.02563476623014,-0.02570133190517454
55.68,58.45563476623014,-0.04748275811784741
57.11,58.03563476623014,-0.01594942090249607
56.69,57.38563476623014,-0.012122106326155069
56.04,57.44563476623014,-0.02446895698777196
56.1,59.225634766230144,-0.05277503193621058
57.88,60.35563476623014,-0.04101745886392849
59.01,60.17563476623014,-0.01937054375509939
58.83,60.95563476623014,-0.03487183382442205
59.61,60.95563476623014,-0.022075641922043143
59.61,59.40563476623015,0.003440165812116147
58.06,59.225634766230144,-0.01968125408585364
57.88,59.34563476623014,-0.024696589260582602
58.0,61.66563476623014,-0.05944372064159065
60.32,61.78563476623014,-0.02372128686183217
60.44,60.295634766230144,0.0023942899735538425
58.95,60.59563476623014,-0.02715764547361832
59.25,59.46563476623014,-0.0036262080961186882
58.12,60.65563476623015,-0.041803779253199114
59.31,62.31563476623014,-0.04823243440439029
60.97,62.49563476623014,-0.024411861275381863
61.15,59.34563476623014,0.03040434634960909
58.0,61.12563476623014,-0.051134598081212124
59.78,61.30563476623014,-0.02488571845063947
59.96,61.60563476623014,-0.026712406624405327
60.26,63.21563476623014,-0.04675480642027885
61.87,63.32563476623014,-0.02298650098974442
61.98,64.99563476623014,-0.04639749695616446
63.65,66.00563476623013,-0.035688388946989225
64.66,65.58563476623013,-0.014113376649161236
64.24,68.62563476623015,-0.06390665501557258
67.28,68.32563476623014,-0.01530369633312123
66.98,70.05563476623013,-0.04390274638854197
68.71,67.31563476623015,0.02071383919370473
65.97,65.82563476623014,0.0021931460939579317
64.48,67.61563476623014,-0.046374404042365036
66.27,67.25563476623013,-0.014655051129262908
65.91,64.22563476623014,0.026225746773864467
62.88,65.35563476623015,-0.03787943878267297
64.01,66.24563476623014,-0.033747654077424416
64.9,65.05563476623014,-0.0023923333741864283
63.71,65.82563476623014,-0.03213998275509988
64.48,68.62563476623015,-0.06040941960467172
67.28,66.66563476623013,0.009215621150600484
65.32,66.24563476623014,-0.013972766198052988
64.9,66.60563476623015,-0.02560796503503826
65.26,68.02563476623016,-0.0406557730146031
66.68,69.45563476623015,-0.03996270101874699
68.11,67.49563476623014,0.00910229581361377
66.15,66.42563476623013,-0.004149524008316363
65.08,67.96563476623014,-0.042457262058323564
66.62,69.81563476623013,-0.04577248028941305
68.47,71.06563476623013,-0.03652447170518425
69.72,71.71563476623015,-0.027827052953449782
70.37,68.75398230088496,0.023504350512279393
68.05,64.29398230088495,0.05841942845502279
63.59,60.723982300884956,0.04719745956241872
60.02,61.91398230088495,-0.030590542402533782
61.21,62.623982300884954,-0.022578926617781936
61.92,64.05398230088495,-0.033315372818833566
63.35,63.46398230088496,-0.0017960155784829679
62.76,62.09398230088495,0.010725962072906992
61.39,64.65398230088496,-0.05048385551403667
63.95,65.36398230088496,-0.021632438096811146
64.66,63.52398230088495,0.017883288452134938
62.82,64.89398230088496,-0.03195954736247819
64.19,63.583982300884955,0.009530980558080104
62.88,64.41398230088495,-0.023814430440265988
63.71,63.763982300884955,-0.0008465955063819974
63.06,62.45398230088495,0.009703427656469366
61.75,61.973982300884956,-0.0036141343926797687
61.27,61.67398230088496,-0.006550287265610244
60.97,59.85398230088496,0.018645671619723414
59.15,60.02398230088495,-0.014560551755861573
59.32,59.61398230088495,-0.004931432015414683
58.91,60.78398230088496,-0.030830199502372535
60.08,62.183982300884956,-0.033834795119820016
61.48,61.903982300884955,-0.006849031114415038
61.2,61.193982300884954,9.83380863408545e-05
60.49,62.553982300884954,-0.032995218289335826
61.85,62.27398230088495,-0.0068083376912757565
61.57,61.863982300884956,-0.004752075277907664
61.16,62.723982300884956,-0.024934359132087414
62.02,60.70398230088495,0.021679264674796528
60.0,59.95398230088495,0.0007675503335893286
59.25,60.95398230088495,-0.02795522518075433
60.25,60.653982300884955,-0.006660441500459635
59.95,60.433982300884956,-0.008008446282347093
59.73,60.193982300884954,-0.007708117707941331
59.49,59.473982300884956,0.0002693227945289589
58.77,59.653982300884955,-0.014818496046521967
58.95,61.23398230088495,-0.03729926121188987
60.53,59.77398230088495,0.012647939287522725
59.07,61.053982300884954,-0.0324955428968996
60.35,60.933982300884956,-0.009583852537346393
60.23,61.803982300884954,-0.025467328192902206
61.1,61.043982300884956,0.0009176612829571162
60.34,59.71398230088496,0.01048360325326625
59.01,58.38398230088496,0.010722422048719205
57.68,59.623982300884954,-0.032604033240766994
58.92,60.85398230088496,-0.03178070239220532
60.15,59.71398230088496,0.007301768904275141
59.01,58.763982300884955,0.004186538922011485
58.06,56.75398230088496,0.023011912929582712
56.05,56.513982300884955,-0.00821004434645356
55.81,54.14398230088496,0.03077013600249745
53.44,56.39398230088496,-0.052381161612674476
55.69,54.67398230088496,0.018583202765871887
53.97,52.81398230088496,0.021888478178546
52.11,53.053982300884954,-0.01779286417240744
52.35,54.52398230088495,-0.039872038122381714
53.82,55.28398230088496,-0.02648112961394833
54.58,56.153982300884955,-0.028029753837425564
55.45,56.54398230088496,-0.019347457613855368
55.84,57.403982300884955,-0.027245188194214176
56.7,57.24398230088496,-0.009502873123426014
56.54,56.02274336283186,0.009232975861573234
55.44,53.402743362831856,0.038148913499190584
52.82,54.45274336283186,-0.029984593282150973
53.87,55.942743362831855,-0.03705115691929006
55.36,55.31274336283186,0.0008543535231682053
54.73,56.262743362831856,-0.027242599120120725
55.68,56.16274336283186,-0.008595437721287236
55.58,54.22274336283186,0.0250311318275811
53.64,55.75274336283186,-0.03789487719164575
55.17,55.60274336283186,-0.007782769997660366
55.02,57.54274336283186,-0.04384120769016642
56.96,55.16274336283186,0.032580987231666914
54.58,54.45274336283186,0.0023370105766791216
53.87,54.172743362831866,-0.00558848129222822
53.59,54.78274336283186,-0.021772245959502112
54.2,52.832743362831856,0.025878963501448915
52.25,54.70274336283186,-0.04483766648709597
54.12,54.872743362831855,-0.013717983040405612
54.29,55.55274336283186,-0.02273053113839041
54.97,53.88274336283186,0.020178197495380745
53.3,53.32274336283186,-0.000426522744283897
52.74,52.692743362831855,0.0008968338741208726
52.11,52.98274336283186,-0.01647221920645403
52.4,53.71274336283186,-0.024440072888554987
53.13,54.95274336283186,-0.033169287851508744
54.37,53.88274336283186,0.009042907000615719
53.3,53.88274336283186,-0.010815027715048275
53.3,53.41274336283186,-0.0021107952097872973
52.83,53.85274336283186,-0.018991481194210458
53.27,53.81274336283186,-0.010085777622828362
53.23,54.122743362831855,-0.016494791419699895
53.54,54.74274336283185,-0.021970827345281885
54.16,54.45274336283186,-0.0053760994350871005
53.87,53.88274336283186,-0.00023650174502165555
53.3,53.20274336283186,0.001828038011214339
52.62,52.872743362831855,-0.004780220332004315
52.29,52.22274336283186,0.0012878802000282352
51.64,51.50274336283186,0.0026650354564841106
50.92,52.172743362831866,-0.024011452764132857
51.59,52.13274336283186,-0.010410796129689315
51.55,52.82274336283186,-0.024094609287699575
52.24,52.20274336283186,0.0007136911734539897
51.62,54.122743362831855,-0.04624199010116303
53.54,54.832743362831856,-0.02357612046287183
54.25,55.70274336283186,-0.026080283934475257
55.12,54.45274336283186,0.012253866306093153
53.87,54.53274336283186,-0.012153127129921226
53.95,54.32274336283186,-0.006861644676930845
53.74,53.96274336283186,-0.004127724962650348
53.38,53.21274336283186,0.0031431688463738894
52.63,53.88274336283186,-0.023249435434202437
53.3,53.97274336283186,-0.012464501911813919
53.39,53.402743362831856,-0.00023862749419578666
52.82,52.98274336283186,-0.003071629600554626
52.4,52.88274336283186,-0.009128561268460067
52.3,53.082743362831856,-0.014745721740145212
52.5,53.27274336283186,-0.014505417105494911
52.69,52.402743362831856,0.005481709901697274
51.82,51.79274336283186,0.0005262636307405977
51.21,51.28274336283186,-0.0014184764320658294
50.7,50.172743362831866,0.010508826144012051
49.59,50.74274336283185,-0.022717403246987455
50.16,50.36274336283186,-0.004025661615993048
49.78,51.47274336283186,-0.03288620835496747
50.89,51.64274336283186,-0.014575975515925377
51.06,51.21274336283186,-0.0029825264729463896
50.63,51.122743362831855,-0.009638437423725832
50.54,51.95274336283186,-0.027192853955091967
51.37,52.45274336283186,-0.020642263748574474
51.87,51.38274336283186,0.00948288482238957
50.8,50.43274336283186,0.007282107073294908
49.85,50.80274336283186,-0.018753777842810404
50.22,50.30274336283186,-0.001644907559713804
49.72,51.04274336283186,-0.025914425355809678
50.46,52.85274336283186,-0.045271885820680646
52.27,53.45274336283186,-0.022126897300733694
52.87,53.922743362831866,-0.01952317885142152
53.34,53.71274336283186,-0.006939570379303817
53.13,52.63274336283186,0.009447667087011391
52.05,54.61274336283186,-0.0469257393975927
54.03,54.14274336283186,-0.0020823356156211004
53.56,54.29274336283186,-0.013496156529336112
53.71,54.84274336283186,-0.02065438913837314
54.26,56.872743362831855,-0.045940167615324934
56.29,55.77274336283186,0.009274362456999974
55.19,56.29274336283186,-0.019589440786784595
55.71,55.59274336283186,0.0021092076065190035
55.01,55.81274336283186,-0.014382797090143451
55.23,56.99274336283185,-0.03092925974118732
56.41,56.53274336283186,-0.002171190632729192
55.95,57.06274336283186,-0.01950034816511559
56.48,57.28274336283186,-0.014013703180157489
56.7,56.73274336283186,-0.0005771510575903749
56.15,56.72274336283186,-0.010097243695853297
56.14,56.74274336283185,-0.01062238670727833
56.16,57.192743362831855,-0.0180572447151226
56.61,55.582743362831856,0.01848157494606628
55.0,57.70274336283186,-0.04683907913766161
57.12,57.96274336283186,-0.014539397446330371
57.38,58.46274336283186,-0.01852022844894785
57.88,59.13274336283186,-0.02118527387009872
58.55,59.63274336283186,-0.01815685983527504
59.05,59.43274336283186,-0.0064399410354532005
58.85,59.28274336283186,-0.0072996514379118915
58.7,58.442743362831855,0.004401857653584251
57.86,58.14274336283186,-0.00486291747651868
57.56,56.72274336283186,0.014760510291481621
56.14,57.902743362831856,-0.030443175235862374
57.32,60.31274336283186,-0.049620415122356376
59.73,58.00274336283186,0.02977887832586501
57.42,56.762743362831856,0.011579014653448239
56.18,58.70274336283186,-0.04297488018982698
58.12,58.88274336283186,-0.012953597595341093
58.3,57.07274336283186,0.021503375602010655
56.49,56.582743362831856,-0.0016390750486795502
56.0,54.97274336283186,0.01868665404577019
54.39,51.582743362831856,0.05442239892946299
51.0,51.082743362831856,-0.001619790899720197
50.5,52.70274336283186,-0.04179561104944918
52.12,53.832743362831856,-0.031816014860843955
53.25,56.38274336283186,-0.055562095350206064
55.8,56.14274336283186,-0.00610485598498145
55.56,57.692743362831855,-0.03696727245953535
57.11,58.582743362831856,-0.025139542436762086
58.0,57.332743362831856,0.011638316920322245
56.75,56.68274336283186,0.0011865452019077516
56.1,58.082743362831856,-0.03413653088742785
57.5,58.05274336283186,-0.009521399520728835
57.47,58.082743362831856,-0.010549490732628897
57.5,59.64274336283186,-0.03592630455974588
59.06,58.81274336283186,0.004204133713721747
58.23,59.28274336283186,-0.017758006851820163
58.7,59.34274336283186,-0.010831035547211099
58.76,59.082743362831856,-0.0054625656234319475
58.5,59.692743362831855,-0.0199813795720859
59.11,59.34274336283186,-0.003922018930079263
58.76,58.81274336283186,-0.0008968016082241403
58.23,60.28274336283186,-0.034051923458040756
59.7,58.60274336283186,0.018723639444225615
58.02,57.52274336283186,0.008644522289759982
56.94,57.10274336283186,-0.002850009531026987
56.52,56.54274336283186,-0.0004022330979929212
55.96,55.48274336283186,0.0086018932778269
54.9,54.24274336283185,0.012116950515790315
53.66,54.03274336283186,-0.006898471919681626
53.45,54.84274336283186,-0.02539521689529034
54.26,53.622743362831855,0.011884073756842639
53.04,53.85274336283186,-0.015091958405090256
53.27,56.34274336283186,-0.05453663026388744
55.76,54.84274336283186,0.016725214329627924
54.26,55.03274336283186,-0.014041519931818569
54.45,55.53274336283186,-0.019497386537480788
54.95,55.172743362831866,-0.004037199335313768
54.59,55.05274336283186,-0.008405455106607396
54.47,55.262743362831856,-0.014344987501381135
54.68,55.48274336283186,-0.014468343023024022
54.9,56.24274336283185,-0.02387407303675748
55.66,56.96274336283186,-0.022870095187197403
56.38,56.53274336283186,-0.002701856548010362
55.95,56.38274336283186,-0.007675103001765771
55.8,56.332743362831856,-0.009457081814754353
55.75,55.93274336283186,-0.0032671982785899
55.35,54.582743362831856,0.014056762080789875
54.0,54.582743362831856,-0.010676329677278051
54.0,54.582743362831856,-0.010676329677278051
54.0,54.34274336283186,-0.006307067726475601
53.76,54.55274336283186,-0.014531686473754468
53.97,54.28274336283186,-0.005761377252830546
53.7,53.30274336283186,0.007452836610378766
52.72,54.38274336283186,-0.03057483422155327
53.8,54.402743362831856,-0.011079282506250565
53.82,54.78274336283186,-0.01757384358164593
54.2,54.332743362831856,-0.0024431559059221453
53.75,51.03274336283186,0.0532453569632545
50.45,49.582743362831856,0.017491098280339568
49.0,50.582743362831856,-0.031290184312044556
50.0,50.73274336283186,-0.014443204018978584
50.15,51.77274336283186,-0.031343584624430876
51.19,52.29274336283186,-0.02108788508532633
51.71,52.942743362831855,-0.02328446326219835
52.36,53.48274336283186,-0.020992628504769573
52.9,52.66274336283186,0.004505208464616217
52.08,53.402743362831856,-0.02476920247045744
52.82,53.43274336283186,-0.01146756322562481
52.85,52.38274336283186,0.008920048992693275
51.8,51.582743362831856,0.004211808504250403
51.0,55.12681044736519,-0.07486031594926834
50.85,55.276810447365186,-0.08008440450051679
51.0,55.57681044736519,-0.08235108151267023
51.3,54.3468104473652,-0.05606235991192221
50.07,53.67681044736519,-0.06719494726502029
49.4,53.946810447365195,-0.08428321173503717
49.67,53.76681044736519,-0.07619589879477306
49.49,53.82681044736519,-0.08056970887409276
49.55,53.57681044736519,-0.07515957769306192
49.3,53.33681044736519,-0.07568526152025667
49.06,53.01681044736519,-0.07463312888830775
48.74,52.96681044736519,-0.07980111340790486
48.69,52.216810447365184,-0.06754166746588686
47.94,53.12681044736519,-0.09763075184993397
48.85,53.656810447365196,-0.08958434926131975
49.38,51.12681044736519,-0.03416623161273713
46.85,50.526810447365186,-0.07276949434984414
46.25,50.086810447365195,-0.07660320976911061
45.81,49.39681044736519,-0.07261218720158291
45.12,49.206810447365186,-0.08305375638473267
44.93,49.64681044736519,-0.09500732080998198
45.37,48.776810447365186,-0.06984487948512874
44.5,47.76681044736519,-0.06839080141147225
43.49,47.97681044736519,-0.09352039882450325
43.7,47.07681044736519,-0.07172980529640327
42.8,47.37681044736519,-0.09660444432936122
43.1,48.57681044736519,-0.11274536958945713
44.3,49.446810447365195,-0.10408781478117457
45.17,49.65681044736519,-0.09035639637227766
45.38,50.446810447365195,-0.10043866802345736
46.17,49.80681044736519,-0.07301833654272027
45.53,49.62681044736519,-0.08255236253215015
45.35,49.34681044736519,-0.08099430157959875
45.07,50.09681044736519,-0.10034192601236902
45.82,49.586810447365195,-0.07596395923394883
45.31,50.276810447365186,-0.09878929079172472
46.0,49.80681044736519,-0.07643152438737566
45.53,49.78681044736519,-0.08550076634986503
45.51,51.76681044736519,-0.12086528788028983
47.49,51.276810447365186,-0.07385035095449788
47.0,52.276810447365186,-0.10093979342290083
48.0,52.07681044736519,-0.07828456490217817
47.8,52.706810447365186,-0.09309632675013213
48.43,54.49681044736519,-0.11132413801032848
50.22,54.20681044736518,-0.07354814670817744
49.93,52.276810447365186,-0.044891997566073205
48.0,52.87681044736519,-0.09222966374304442
48.6,53.62681044736519,-0.09373689028735
49.35,53.42681044736519,-0.07630645388014634
49.15,54.07681044736519,-0.0911076375734221
49.8,55.18681044736518,-0.09761046894534509
50.91,53.356810447365184,-0.0458575096009326
49.08,52.92681044736519,-0.07268169789280576
48.65,45.356810447365184,0.072606286027463
41.08,44.87681044736519,-0.08460517602556372
40.6,44.37681044736519,-0.08510774905386265
40.1,44.18681044736519,-0.09248937422702974
39.91,43.776810447365186,-0.0883301092027805
39.5,43.946810447365195,-0.10118619308427657
39.67,44.76681044736519,-0.11385243658039446
40.49,51.684895762298744,-0.2165989811372474
40.4,49.52489576229874,-0.18424866164473885
38.24,48.98489576229875,-0.21935120193863022
37.7,43.434895762298744,-0.1320342932024854
32.15,43.854895762298746,-0.26690054915969574
32.57,43.394895762298745,-0.24945089905489204
32.11,42.84489576229875,-0.25055250039247123
31.56,42.65489576229874,-0.26010837827682975
31.37,41.84489576229875,-0.2503267261508243
30.56,42.434895762298744,-0.2798379859070843
31.15,43.02489576229874,-0.2760005701792847
31.74,43.26489576229874,-0.2663798342567971
31.98,43.26489576229874,-0.2608326118315176
31.98,44.004895762298744,-0.2732626802993382
32.72,43.754895762298744,-0.25219796710856124
32.47,43.01489576229874,-0.2451452124996436
31.73,42.27489576229874,-0.24943635157825284
30.99,42.284895762298746,-0.26711419192782515
31.0,41.174895762298746,-0.2471140624383864
29.89,40.604895762298746,-0.2638818684580253
29.32,40.22489576229875,-0.2710981732989223
28.94,40.08489576229875,-0.2780322999562572
28.8,40.964895762298745,-0.29695903128586676
29.68,40.684895762298744,-0.27049094156698306
29.4,40.72489576229875,-0.2780828667653171
29.44,40.12489576229874,-0.2662909288436892
28.84,39.29489576229875,-0.26606243786832073
28.01,39.784895762298746,-0.295963971670298
28.5,39.58489576229875,-0.28002841863881256
28.3,39.38489576229875,-0.28145042782897955
28.1,39.65489576229874,-0.2913863607550917
28.37,41.48489576229875,-0.31613664494771354
30.2,41.31489576229875,-0.2690287741798315
30.03,41.324895762298745,-0.27331940114905817
30.04,41.754895762298744,-0.2805634057617823
30.47,41.94489576229875,-0.2735707302105804
30.66,41.37489576229874,-0.25897094276337185
30.09,42.16489576229875,-0.28637319134784567
30.88,42.20489576229875,-0.2683313288126913
30.92,41.684895762298744,-0.2582445167593507
30.4,41.55489576229875,-0.2684375825680493
30.27,41.31489576229875,-0.2673344700140232
30.03,41.13489576229875,-0.26996290027010805
29.85,42.40489576229874,-0.2960718458707078
31.12,41.114895762298744,-0.24309670685007045
29.83,39.934895762298744,-0.25303423408052195
28.65,39.364895762298744,-0.27219418608395773
28.08,37.48489576229875,-0.25089827705371215
26.2,38.364895762298744,-0.31708403009016406
27.08,38.184895762298744,-0.2908190670841896
26.9,37.284895762298746,-0.27852822302374813
26.0,36.72489576229875,-0.2920333887866
25.44,38.16489576229875,-0.3334188528000397
26.88,38.08489576229875,-0.29420838728908316
26.8,37.434895762298744,-0.2840904334241344
26.15,37.83489576229875,-0.30883911602955627
26.55,37.55489576229874,-0.2930349169906771
26.27,37.184895762298744,-0.29353035791928206
25.9,36.434895762298744,-0.2891430191272786
25.15,36.424895762298746,-0.30953817509530734
25.14,36.48489576229875,-0.3109477367349879
25.2,37.114895762298744,-0.32102732656471256
