BMY,dcf,Deviation
52.35,53.64751054852321,-0.024185848238934216
52.58,53.60751054852321,-0.01916728715826399
52.54,52.92751054852321,-0.0073215336317007385
51.86,53.807510548523204,-0.03619402809514771
52.74,53.487510548523204,-0.013975422315552932
52.42,52.92751054852321,-0.009588785553364176
51.86,53.047510548523206,-0.022385792212378686
51.98,52.85751054852321,-0.016601435433052703
51.79,53.417510548523204,-0.03046773486467158
52.35,54.477510548523206,-0.03905300604050599
53.41,53.917510548523204,-0.009412722200266899
52.85,52.947510548523205,-0.001841645575269113
51.88,52.737510548523204,-0.016259973965479735
51.67,52.447510548523205,-0.014824546301465902
51.38,52.547510548523206,-0.022218189526697074
51.48,52.0275105485232,-0.01052348157255334
50.96,52.14751054852321,-0.022772142639833737
51.08,51.86751054852321,-0.015183118298813914
50.8,51.74751054852321,-0.01831026340165176
50.68,52.2775105485232,-0.030558275093080733
51.21,52.297510548523206,-0.02079469055251071
51.23,51.71751054852321,-0.009426411738550522
50.65,51.61751054852321,-0.01874384367323756
50.55,51.797510548523206,-0.024084372691126843
50.73,51.947510548523205,-0.023437322321460452
50.88,52.167510548523204,-0.024680314145441806
51.1,53.657510548523206,-0.04766360799035607
52.59,54.907510548523206,-0.04220753272860833
53.84,54.43751054852321,-0.010976081428091922
53.37,54.39751054852321,-0.01888892594830527
53.33,54.267510548523205,-0.017275724260189418
53.2,54.667510548523204,-0.026844290764267198
53.6,54.21751054852321,-0.011389503912588417
53.15,54.487510548523204,-0.024547103272998694
53.42,54.21751054852321,-0.014709464533777417
53.15,54.427641395908545,-0.02347412754146261
52.27,55.00764139590854,-0.04976838356338187
52.85,54.79764139590854,-0.035542431139270914
52.64,54.717641395908544,-0.037970229397787936
52.56,55.57764139590854,-0.054295960032062274
53.42,57.18764139590854,-0.06588209102426967
55.03,58.33764139590854,-0.05669823662326734
56.18,57.57764139590854,-0.0242740300231864
55.42,57.83764139590854,-0.04180048386412183
55.68,56.65764139590854,-0.017255243455636338
54.5,56.957641395908546,-0.043148580869521114
54.8,56.51764139590854,-0.030391243397373757
54.36,56.747641395908545,-0.04207472481985286
54.59,56.967641395908544,-0.041736700654054215
54.81,56.107641395908544,-0.023127712440308867
53.95,53.097641395908546,0.016052664142576
50.94,51.87764139590855,-0.018074094555549647
49.72,53.22764139590854,-0.06589886953319268
51.07,52.37764139590855,-0.024965641083844137
50.22,52.64764139590854,-0.0461111140317334
50.49,52.12764139590855,-0.03141598875480833
49.97,50.79764139590854,-0.016292909929774946
48.64,51.097641395908546,-0.04809696355388593
48.94,50.69764139590854,-0.0346690959877749
48.54,51.137641395908545,-0.050797051350052635
48.98,52.48764139590855,-0.0668279484965002
50.33,54.277641395908546,-0.07273052576315742
52.12,54.777641395908546,-0.04851690084098903
52.62,55.00764139590854,-0.04340563120537899
52.85,55.64764139590854,-0.05027421334903581
53.49,56.527641395908546,-0.05373727473668144
54.37,56.787641395908544,-0.04257337224226987
54.63,55.61764139590854,-0.017757700095157092
53.46,56.00764139590854,-0.045487389442088744
53.85,56.29764139590854,-0.04347680178456681
54.14,56.467641395908544,-0.041220800769574795
54.31,55.83764139590854,-0.02735863044567055
53.68,55.72764139590854,-0.03674372976529516
53.57,56.107641395908544,-0.045228088951420276
53.95,55.927641395908545,-0.03536071514099681
53.77,55.64764139590854,-0.033741616873749325
53.49,58.57764139590854,-0.08685295745389798
56.42,58.76764139590854,-0.03994785804134693
56.61,57.717641395908544,-0.019190690560461188
55.56,57.98764139590855,-0.04186480666343906
55.83,58.29764139590854,-0.04232832301311129
56.14,57.98764139590855,-0.03186267541550514
55.83,57.39764139590854,-0.027311947978759465
55.24,56.33764139590854,-0.01948326853435245
54.18,56.15764139590854,-0.035215891315061976
54.0,56.87764139590855,-0.050593543003623065
54.72,56.887641395908545,-0.038103906977314916
54.73,56.89764139590854,-0.03809721005525579
54.74,55.93764139590854,-0.021410294857304057
53.78,54.217641395908544,-0.008071937189461864
52.06,53.19764139590854,-0.021385184870170493
51.04,53.19764139590854,-0.04055896726418562
51.04,54.817641395908545,-0.06891287730942941
52.66,54.48764139590855,-0.03354231067975333
52.33,53.97764139590854,-0.030524516323779838
51.82,54.107641395908544,-0.04227945142109868
51.95,55.00625450180072,-0.05556194526389113
51.87,54.72625450180072,-0.05219166792616403
51.59,54.00625450180072,-0.04474027173501083
50.87,53.02625450180072,-0.04066390360887173
49.89,53.41625450180072,-0.06601463420992659
50.28,52.19625450180072,-0.03671249058176407
49.06,53.70625450180072,-0.0865123540060857
50.57,52.42625450180072,-0.03540696392371423
49.29,51.96625450180072,-0.051499853654220606
48.83,51.09625450180072,-0.0443526541015028
47.96,51.30625450180072,-0.0652211808149682
48.17,52.24625450180072,-0.07802003302763505
49.11,52.59625450180072,-0.06628332254498015
49.46,53.64625450180072,-0.0780344227323494
50.51,54.12625450180072,-0.06681146765254953
50.99,54.08625450180072,-0.057246606005923906
50.95,53.84625450180072,-0.05378748305889802
50.71,53.63625450180072,-0.05455739833031181
50.5,53.49625450180072,-0.056008678172036586
50.36,52.45625450180072,-0.039961955379958725
49.32,53.22625450180072,-0.0733896183070436
50.09,52.65625450180072,-0.04873598637200738
49.52,52.93625450180072,-0.06453525157667706
49.8,53.16625450180072,-0.06331562253810286
50.03,54.06625450180072,-0.07465385828911619
50.93,53.90625450180072,-0.05521167310374531
50.77,53.87625450180072,-0.05765535356020157
50.74,54.31625450180072,-0.0658413311927124
51.18,55.14625450180072,-0.07192246395756952
52.01,55.32625450180072,-0.05993997843632781
52.19,55.25625450180072,-0.055491537192424056
52.12,52.06625450180072,0.0010322520548777803
48.93,51.91625450180072,-0.057520607571895255
48.78,52.47625450180072,-0.07043670583756845
49.34,51.89625450180072,-0.0492570133690865
48.76,51.84625450180072,-0.05952704841375822
48.71,51.93625450180072,-0.06211950655180298
48.8,51.92625450180072,-0.06020566150582474
48.79,52.02625450180072,-0.06220425692356368
48.89,51.766254501800724,-0.055562345189580364
48.63,52.65625450180072,-0.07646298696887044
49.52,52.87625450180072,-0.0634737564796013
49.74,52.22625450180072,-0.047605452956902994
49.09,52.11625450180072,-0.05806738282959589
48.98,50.65625450180072,-0.033090770691329596
47.52,50.34625450180072,-0.05613634082153285
47.21,50.38625450180072,-0.06303811492253719
47.25,49.72625450180072,-0.04979772811384875
46.59,50.04625450180072,-0.06906120220597833
46.91,50.09625450180072,-0.06360264920975667
46.96,50.016254501800724,-0.06110522533610929
46.88,50.22625450180072,-0.06662361219231949
47.09,50.40625450180072,-0.06579053600743623
47.27,50.59625450180072,-0.06574112124608622
47.46,51.19625450180072,-0.0729790594675106
48.06,50.97625450180072,-0.05720809679529715
47.84,50.92625450180072,-0.060602424662736354
47.79,51.13625450180072,-0.06543800546993306
48.0,51.43625450180072,-0.06680607939056715
48.3,52.86625450180072,-0.08637370936965438
49.73,52.68625450180072,-0.05611054590528319
49.55,52.18625450180072,-0.05051626193463943
49.05,51.64625450180072,-0.05026994748883873
48.51,50.68714628297362,-0.04295263084686529
48.12,50.80714628297362,-0.052889140201014095
48.24,51.00714628297362,-0.05425016854740816
48.44,50.57714628297362,-0.04225517728929429
48.01,50.427146282973624,-0.047933433897086486
47.86,50.48714628297362,-0.05203594333196848
47.92,51.07714628297362,-0.06181132879825835
48.51,51.18714628297362,-0.05230114349750581
48.62,51.64714628297362,-0.05861207251196332
49.08,51.27714628297362,-0.04284845086441902
48.71,51.36714628297362,-0.051728516673591574
48.8,50.98714628297362,-0.0428960324791503
48.42,51.68714628297362,-0.06321003417536053
49.12,51.48714628297362,-0.04597548036482302
48.92,51.68714628297362,-0.053536449232933436
49.12,51.887146282973625,-0.05333009196309657
49.32,52.02714628297362,-0.05203334175296781
49.46,51.95714628297362,-0.048061651988610676
49.39,52.36714628297362,-0.056851413420280106
49.8,53.57714628297362,-0.07049920619183803
51.01,53.68714628297362,-0.04986568421541626
51.12,53.18714628297362,-0.03886552348523653
50.62,52.37714628297362,-0.03354795760502938
49.81,52.54714628297362,-0.05208934217347805
49.98,51.927146282973624,-0.03749765628102841
49.36,52.04714628297362,-0.05162908007220901
49.48,51.21714628297362,-0.03391727983780923
48.65,51.75714628297362,-0.06003318393919588
49.19,51.65714628297362,-0.047760018903460044
49.09,51.54714628297362,-0.047667940131638886
48.98,51.73714628297362,-0.05329142562084033
49.17,52.387146282973625,-0.06141098554206281
49.82,52.247146282973624,-0.04645509765888567
49.68,52.55714628297362,-0.05474319833658281
49.99,52.86714628297362,-0.05442219762673728
50.3,52.60714628297362,-0.043856138300365055
50.04,52.55714628297362,-0.04789351136800735
49.99,52.747146282973624,-0.05227100378440008
50.18,53.29714628297362,-0.05848617609700102
50.73,53.33714628297362,-0.0488804982017923
50.77,52.817146282973624,-0.038759123259060835
50.25,53.10714628297362,-0.053799657540432255
50.54,53.21714628297362,-0.05030608497378508
50.65,53.14714628297362,-0.046985519592678826
50.58,53.09714628297362,-0.04740643253328247
50.53,53.11714628297362,-0.048706424648473856
50.55,53.68714628297362,-0.058433843110944794
51.12,53.75714628297362,-0.04905666437522338
51.19,53.04714628297362,-0.03500935324714549
50.48,53.64714628297362,-0.05903662174811353
51.08,53.247146282973624,-0.040699763917049436
50.68,52.82714628297362,-0.04064475244360599
50.26,52.51714628297362,-0.04297922569538781
49.95,53.71714628297362,-0.07012930774708093
51.15,53.44714628297362,-0.042979774276656
50.88,53.68714628297362,-0.05228712042502215
51.12,54.07714628297362,-0.05468384495549261
51.51,54.23714628297362,-0.050281891099969944
51.67,53.85714628297362,-0.040610140601992195
51.29,54.52714628297362,-0.059367608680163664
51.96,54.18714628297362,-0.04110100707911646
51.62,53.66714628297362,-0.03814524201043823
51.1,54.27714628297362,-0.058535617668799
51.71,53.747146282973624,-0.03790240829249314
51.18,53.43827338129496,-0.04225947506165928
50.53,53.11827338129496,-0.04872660981872945
50.21,53.75827338129496,-0.06600422889566937
50.85,54.01827338129496,-0.058651881724010146
51.11,52.678273381294964,-0.02977078177835324
49.77,53.11827338129496,-0.06303430379335373
50.21,52.40827338129496,-0.04194515940835297
49.5,53.18827338129496,-0.06934373212032185
50.28,51.998273381294965,-0.03304481609793353
49.09,51.82827338129496,-0.052833582958663916
48.92,51.86827338129496,-0.05684155629437593
48.96,52.12827338129497,-0.06077840633854237
49.22,53.32827338129496,-0.07703743475662483
50.42,53.46827338129496,-0.057010881192235296
50.56,54.858273381294964,-0.07835232712155582
51.95,54.748273381294965,-0.05111162797420765
51.84,55.40827338129496,-0.06439964943032417
52.5,56.538273381294964,-0.0714254811791083
53.63,56.43827338129496,-0.04975831493501515
53.53,57.108273381294964,-0.06265770560780037
54.2,57.068273381294965,-0.05026038482242012
54.16,61.888273381294965,-0.12487459996954375
58.98,61.098273381294966,-0.03466993851160893
58.19,60.708273381294966,-0.041481551706770814
57.8,60.748273381294965,-0.04853262845496398
57.84,60.72827338129496,-0.04756060431951259
57.82,61.36827338129496,-0.0578193451728507
58.46,61.22827338129496,-0.0452123378370598
58.32,61.71827338129496,-0.05506105720586929
58.81,61.62827338129497,-0.04573020184839949
58.72,61.51827338129496,-0.04548686475563202
58.61,60.708273381294966,-0.034563219548613855
57.8,60.858273381294964,-0.05025238494910933
57.95,61.33827338129496,-0.05523913854295426
58.43,61.608273381294964,-0.051588418354537535
58.7,61.71827338129496,-0.04890404763347955
58.81,61.51827338129496,-0.04402388481401087
58.61,61.708273381294966,-0.050208395268990236
58.8,61.778273381294966,-0.04820907445750533
58.87,61.428273381294964,-0.04164651292435584
58.52,61.76827338129496,-0.05258805537987754
58.86,61.958273381294966,-0.0500058057174706
59.05,61.958273381294966,-0.04693922574951814
59.05,62.14827338129496,-0.04985292772795624
59.24,61.93827338129496,-0.04356391022856354
59.03,61.79827338129496,-0.04479531918658519
58.89,63.55827338129497,-0.07344871301473754
60.65,63.57827338129496,-0.04605776825258168
60.67,62.87827338129497,-0.03511981583692603
59.97,62.18827338129496,-0.035670284133699326
59.28,62.58827338129496,-0.05285771922705995
59.68,61.65827338129496,-0.03208447581821361
58.75,61.458273381294966,-0.04406686410619598
58.55,60.598273381294966,-0.03380085383632758
57.69,62.098273381294966,-0.07098866266743598
59.19,63.69827338129497,-0.0707754408711937
60.79,64.20827338129496,-0.05323727303794412
61.3,63.96827338129496,-0.04171244962936893
61.06,62.068273381294965,-0.016244585621078667
59.16,62.05827338129497,-0.04670244954266711
59.15,62.48827338129497,-0.05342239752609701
59.58,62.71827338129496,-0.05003762399860523
59.81,62.29827338129496,-0.03994128964161725
59.39,61.93827338129496,-0.041142144302403594
59.03,62.84592814371258,-0.06071878093655525
59.51,61.91592814371258,-0.03885798397672724
58.58,61.815928143712576,-0.05234780486009272
58.48,62.575928143712574,-0.06545533186988173
59.24,64.05592814371258,-0.07518317637842675
60.72,63.65592814371257,-0.046121833886143104
60.32,65.51592814371257,-0.07930786132366219
62.18,66.45592814371257,-0.06434231321644879
63.12,66.28592814371258,-0.04776169290182719
62.95,64.96592814371257,-0.031030544799623194
61.63,65.64592814371258,-0.06117558632000564
62.31,65.78592814371258,-0.05283695528501542
62.45,65.28592814371258,-0.0434385820091262
61.95,65.42592814371257,-0.05312768564898995
62.09,65.40592814371257,-0.05069766973456402
62.07,65.79592814371257,-0.05662855208265072
62.46,65.32592814371257,-0.043871219669588624
61.99,64.66592814371258,-0.041380804707011
61.33,64.47592814371258,-0.04879228937504421
61.14,63.605928143712575,-0.03876884145359849
60.27,63.565928143712576,-0.051850546982669665
60.23,63.19592814371258,-0.046932266537296874
59.86,62.575928143712574,-0.04340212321701631
59.24,63.565928143712576,-0.06805419617145103
60.23,63.00592814371257,-0.044058205719640475
59.67,62.18592814371257,-0.040458158602991734
58.85,63.16592814371258,-0.06832683806835149
59.83,62.645928143712574,-0.044949899014229744
59.31,62.815928143712576,-0.05581272532806625
59.48,63.37592814371258,-0.06147331104765985
60.04,63.43592814371257,-0.05353319866336914
60.1,63.34592814371258,-0.05124130688161288
60.01,62.885928143712576,-0.04573245920995628
59.55,63.855928143712575,-0.06743192478577342
60.52,64.62592814371257,-0.06353375899812175
61.29,64.78592814371258,-0.053961226517549865
61.45,64.55592814371258,-0.04811220646999681
61.22,64.79592814371257,-0.05518754412748639
61.46,64.25592814371258,-0.043512376592853896
60.92,65.63592814371258,-0.07184979746743059
62.3,65.25592814371258,-0.04529746534602597
61.92,69.00592814371258,-0.10268578851595678
65.67,69.38592814371258,-0.05355449214451846
66.05,68.45592814371257,-0.03514565077054688
65.12,69.69592814371258,-0.06565560235136025
66.36,68.86592814371258,-0.03638850460975551
65.53,68.93592814371256,-0.049407155824639504
65.6,69.98592814371258,-0.06266871441222166
66.65,70.20592814371257,-0.05064996984917747
66.87,71.36592814371258,-0.06299824384906672
68.03,70.95592814371257,-0.04123585189085899
67.62,71.80592814371258,-0.058295021761084254
68.47,71.65592814371257,-0.0444614734083536
68.32,71.09592814371258,-0.039044826000461774
67.76,70.91592814371258,-0.04450238791653438
67.58,69.02592814371258,-0.020947608856517586
65.69,68.03592814371258,-0.03448072522443246
64.7,68.33592814371258,-0.053206684133507376
65.0,68.59592814371258,-0.05242188918530122
65.26,69.09592814371258,-0.05551597969324962
65.76,67.83592814371258,-0.030602192680472373
64.5,67.31536992840095,-0.04182358251013818
63.56,66.98536992840096,-0.051136090344238605
63.23,66.75536992840095,-0.052810282261668506
63.0,66.75536992840095,-0.056255697967501406
63.0,67.27536992840095,-0.06355029980438742
63.52,67.21536992840096,-0.054978049400566165
63.46,68.39536992840095,-0.07215941566757367
64.64,67.70536992840096,-0.04527513743212108
63.95,67.78536992840095,-0.056581087223572024
64.03,67.18536992840096,-0.04696513439999839
63.43,67.43536992840096,-0.05939568408468188
63.68,69.10536992840095,-0.07850865908137228
65.35,69.61536992840095,-0.06127052018523882
65.86,70.56536992840095,-0.0666810070318522
66.81,70.35536992840095,-0.05039231450291548
66.6,69.75536992840095,-0.04523479599692071
66.0,69.55536992840095,-0.05111567851714083
65.8,68.91536992840095,-0.045205734680632825
65.16,68.29536992840096,-0.04590896764580088
64.54,68.04536992840096,-0.05151518658932108
64.29,67.48536992840096,-0.047349076278178526
63.73,68.41536992840095,-0.06848417151444708
64.66,69.07536992840095,-0.06392104643055307
65.32,68.78536992840095,-0.0503794619700102
65.03,68.42536992840095,-0.04962150634996643
64.67,68.80536992840095,-0.0601024299804539
65.05,70.68536992840096,-0.07972470023300682
66.93,71.86536992840095,-0.06867521774838181
68.11,71.25536992840095,-0.04414221596998924
67.5,71.15536992840096,-0.05137166642628832
67.4,71.20536992840096,-0.053442176232317284
67.45,71.39536992840095,-0.0552608654084652
67.64,71.75536992840095,-0.057352779764181516
68.0,72.02536992840095,-0.05588822289149631
68.27,72.83536992840095,-0.06268067194398586
69.08,72.64536992840095,-0.04907910761435963
68.89,72.05536992840095,-0.04392968812104181
68.3,71.25536992840095,-0.041475750267952805
67.5,72.15536992840096,-0.06451868978040631
68.4,72.90536992840096,-0.061797504529852776
69.15,68.35536992840095,0.011624983851764581
64.6,70.23536992840096,-0.08023549864043922
66.48,69.55536992840095,-0.04421470163362906
65.8,69.45536992840096,-0.05262904700052917
65.7,69.52536992840095,-0.0550212092699458
65.77,69.95536992840096,-0.05982914439141229
66.2,69.07536992840095,-0.04162655851689778
65.32,68.83536992840095,-0.051069238562347574
65.08,69.28536992840095,-0.06069636248961008
65.53,69.60536992840095,-0.05854964828996734
65.85,69.03536992840095,-0.04614112927481406
65.28,69.17536992840095,-0.05631151568011572
65.42,69.72536992840095,-0.06174753798828192
65.97,70.05536992840095,-0.058316299415395845
66.3,70.37536992840096,-0.05790903738832476
66.62,70.55536992840095,-0.05577704336883971
66.8,70.81536992840095,-0.05670195513291487
67.06,71.08536992840095,-0.056627262859508365
67.33,70.56536992840095,-0.04584925908676907
66.81,70.59536992840096,-0.053620654332432016
66.84,71.29536992840096,-0.06249171485995941
67.54,69.72536992840095,-0.03134253616216076
65.97,70.29536992840096,-0.06153136305857054
66.54,70.17387596899225,-0.051783885652802564
67.67,69.98387596899225,-0.03306298682309994
67.48,70.00387596899225,-0.03605337467471337
67.5,70.73387596899225,-0.045718913670302674
68.23,70.24387596899224,-0.02866977286220973
67.74,70.39387596899225,-0.03770038135364584
67.89,71.77387596899224,-0.05411266866331921
69.27,72.16387596899224,-0.04010144868376675
69.66,72.56387596899225,-0.040018203689024645
70.06,71.78387596899225,-0.024014807583487063
69.28,71.88387596899224,-0.03622336628196632
69.38,71.79387596899225,-0.03362231020978457
69.29,72.47387596899225,-0.043931360458138724
69.97,71.37387596899225,-0.019669325084743283
68.87,71.87387596899225,-0.04179371055887082
69.37,70.74387596899224,-0.019420422618551814
68.24,68.48387596899225,-0.0035610713549957262
65.98,66.80387596899224,-0.012332757000127481
64.3,67.16387596899224,-0.04264012354371005
64.66,67.39387596899225,-0.04056564383164574
64.89,66.96387596899224,-0.0309700706385716
64.46,68.14387596899225,-0.05406026464753111
65.64,67.84387596899225,-0.032484523289906364
65.34,67.34387596899225,-0.02975587520259315
64.84,67.56387596899225,-0.04031556700865324
65.06,66.04387596899225,-0.01489730810853962
63.54,65.91387596899224,-0.03601481378684179
63.41,66.39387596899225,-0.04494203607552305
63.89,65.16387596899224,-0.019548805991810636
62.66,64.89387596899225,-0.034423525111362596
62.39,64.92387596899225,-0.03902841491167952
62.42,65.58387596899225,-0.04824167407379387
63.08,65.97387596899225,-0.04386396776736856
63.47,66.78387596899225,-0.049620899070471514
64.28,66.62387596899225,-0.03518072064860245
64.12,65.21387596899226,-0.016773668988979695
62.71,63.57387596899225,-0.01358853704961449
61.07,61.153875968992246,-0.001371556056966483
58.65,60.38387596899225,-0.02871422115868505
57.88,62.53387596899225,-0.07442167780068354
60.03,63.32387596899225,-0.05201633536464434
60.82,63.11387596899225,-0.0363450340162792
60.61,61.973875968992246,-0.022007272381586063
59.47,60.70387596899225,-0.02032614803085253
58.2,62.11387596899225,-0.0630112983280271
59.61,61.25387596899225,-0.026837093049008165
58.75,59.80387596899225,-0.017622201770645662
57.3,61.49387596899225,-0.06819989637841295
58.99,60.53387596899225,-0.025504330332045466
58.03,61.25387596899225,-0.052631379124877364
58.75,61.723875968992246,-0.048180317945137
59.22,61.67387596899225,-0.0397879317691332
59.17,62.59387596899225,-0.05469985547289591
60.09,64.11387596899225,-0.06276138992030889
61.61,64.69387596899224,-0.04766874642771979
62.19,66.84387596899225,-0.06962307169547
64.34,65.22387596899225,-0.01355141741978727
62.72,64.59387596899225,-0.02901011807824927
62.09,64.24387596899224,-0.03352655699092344
61.74,64.30387596899224,-0.03987125084386145
61.8,62.74387596899225,-0.015043316250636374
60.24,59.96387596899225,0.004604839606274558
57.46,61.45387596899225,-0.06498981400306525
58.95,61.70387596899225,-0.04463051835473253
59.2,62.42030411449016,-0.05159065083347769
60.05,64.60030411449016,-0.0704378125902585
62.23,64.34030411449017,-0.03279910071197356
61.97,62.25030411449016,-0.004502855343078038
59.88,62.92030411449016,-0.04831992084714021
60.55,62.88030411449016,-0.03705936457061698
60.51,63.81030411449016,-0.051720551410766924
61.44,65.08030411449016,-0.05593557319717024
62.71,64.71030411449016,-0.030911678470110004
62.34,64.45030411449017,-0.03274312113006317
62.08,65.99030411449016,-0.05925573714141341
63.62,66.86030411449015,-0.0484637956318823
64.49,67.45030411449017,-0.043888669641360734
65.08,66.26030411449017,-0.01781314061660111
63.89,64.88030411449016,-0.015263555373332238
62.51,65.55030411449016,-0.046381235839576984
63.18,67.53030411449016,-0.0644200284825418
65.16,66.92030411449016,-0.026304484681936913
64.55,69.17030411449016,-0.06679606478009226
66.8,69.96030411449016,-0.045172818421691185
67.59,69.68030411449016,-0.029998492989577352
67.31,68.32030411449016,-0.014787757864735185
65.95,68.12030411449017,-0.031859871189690026
65.75,68.45030411449017,-0.03944911785890137
66.08,67.99030411449016,-0.028096713779561355
65.62,67.92030411449016,-0.0338676945646863
65.55,67.82030411449016,-0.03347528655515264
65.45,67.36030411449015,-0.028359493615754183
64.99,67.42030411449016,-0.03604706544134151
65.05,66.61030411449015,-0.02342436557275418
64.24,66.09030411449017,-0.027996604634846878
63.72,66.52030411449017,-0.04209698304551468
64.15,67.39030411449016,-0.048082645672368085
65.02,68.10030411449016,-0.04523187017361274
65.73,69.98030411449017,-0.060735719403798516
67.61,69.31030411449017,-0.024531765315609078
66.94,70.19030411449015,-0.04630702424637523
67.82,70.36030411449015,-0.03610422306243277
67.99,70.19030411449015,-0.031347693135808985
67.82,70.45030411449017,-0.03733559631219785
68.08,70.22030411449015,-0.030479846840317126
67.85,69.38030411449017,-0.02205675132188667
67.01,70.63030411449017,-0.05125709367783171
68.26,70.15030411449015,-0.0269464849561456
67.78,68.82030411449016,-0.015116238265374338
66.45,71.48030411449017,-0.07037328921311126
69.11,71.21030411449016,-0.02949438484511091
68.84,71.77030411449017,-0.04082892152464146
69.4,70.93030411449016,-0.02157475755383842
68.56,71.31030411449017,-0.03856811646847691
68.94,69.99030411449016,-0.015006423072145392
67.62,71.01030411449017,-0.04774383319108122
68.64,72.59030411449017,-0.05441917020019238
70.22,73.08030411449015,-0.03913919282559497
70.71,71.65030411449015,-0.01312351881978957
69.28,70.01030411449017,-0.010431380405031221
67.64,70.41030411449017,-0.03934515195369048
68.04,70.68030411449016,-0.03735558508935255
68.31,71.36030411449015,-0.04274511091763644
68.99,71.34030411449017,-0.032944969097949084
68.97,71.54030411449016,-0.03592805686675227
69.17,72.11030411449015,-0.0407750896435245
69.74,71.89030411449016,-0.029910905802619236
69.52,71.16030411449017,-0.02305083058457824
68.79,68.45048838594401,0.004959958972706291
67.03,69.770488385944,-0.039278618357731054
68.35,68.57048838594402,-0.0032154997161901733
67.15,66.71048838594402,0.006588343522734519
65.29,65.05048838594402,0.003681934140677967
63.63,64.40048838594402,-0.011964014641109189
62.98,64.86048838594401,-0.028992818782899166
63.44,62.70048838594401,0.01179435173621024
61.28,64.93048838594402,-0.05622148356940837
63.51,64.20048838594401,-0.010755188991602549
62.78,64.63048838594402,-0.028631818080868232
63.21,64.97048838594401,-0.027096739299328987
63.55,64.55048838594402,-0.015499315511947165
63.13,65.82048838594402,-0.04087615348838047
64.4,64.34048838594401,0.0009249481244066882
62.92,64.11048838594401,-0.018569323302878082
62.69,63.13048838594401,-0.00697742718622929
61.71,62.580488385944015,-0.01390990080766985
61.16,63.580488385944015,-0.03806967274694806
62.16,62.24048838594401,-0.0012931837141912927
60.82,60.290488385944016,0.008782672494977328
58.87,61.540488385944016,-0.04339400703478924
60.12,61.120488385944014,-0.016369116353037838
59.7,61.050488385944014,-0.022120844921118432
59.63,62.14048838594402,-0.04040020365388497
60.72,62.440488385944015,-0.027554050751648407
61.02,62.50048838594402,-0.02368762907582278
61.08,60.940488385944015,0.002289309090738545
59.52,61.620488385944014,-0.034087499806690014
60.2,63.60048838594401,-0.0534663879514411
62.18,65.34048838594401,-0.04836952499155023
63.92,64.74048838594402,-0.012673497009363821
63.32,65.22048838594401,-0.02913943812713904
63.8,65.12048838594401,-0.02027761797666494
63.7,63.49048838594401,0.0032998897847882347
62.07,63.650488385944016,-0.0248307346262725
62.23,64.45048838594401,-0.03445262311508379
63.03,63.67048838594401,-0.010059423167317894
62.25,63.35048838594401,-0.017371427024202468
61.93,65.64048838594401,-0.056527434167271684
64.22,66.32048838594402,-0.031671787061043344
64.9,66.42048838594401,-0.022891857962697104
65.0,66.130488385944,-0.017094813807307263
64.71,67.910488385944,-0.047128042545581894
66.49,67.68048838594402,-0.017589831491098717
66.26,66.96048838594402,-0.010461219785413811
65.54,66.36048838594401,-0.012364110118842864
64.94,66.380488385944,-0.021700478875190554
64.96,65.54048838594403,-0.008856943245917681
64.12,65.10048838594402,-0.015061152538998646
63.68,64.06048838594401,-0.0059395174081672275
62.64,62.89048838594402,-0.003982929571270444
61.47,64.25048838594401,-0.04327575487429747
62.83,64.12048838594401,-0.02012599121479719
62.7,64.22048838594401,-0.023676063887997367
62.8,63.760488385944015,-0.015064006099359761
62.34,63.940488385944015,-0.025030906493605176
62.52,64.19048838594401,-0.0260239239168929
62.77,65.61048838594401,-0.043293205946513535
64.19,64.86048838594401,-0.010337393421313124
63.44,65.30048838594402,-0.028491186389725254
63.88,66.48380952380953,-0.03916456566582627
64.91,67.54380952380953,-0.03899409201787918
65.97,67.33380952380953,-0.02025445364601397
65.76,68.11380952380954,-0.03455700892763525
66.54,67.85380952380953,-0.019362354641982438
66.28,67.64380952380951,-0.020161630952045484
66.07,67.55380952380952,-0.021964853414914387
65.98,68.41380952380952,-0.035574828251049184
66.84,69.14380952380951,-0.03331910028787455
67.57,69.44380952380953,-0.02698310384552116
67.87,69.62380952380953,-0.025189795499623857
68.05,70.43380952380953,-0.03384467686649417
68.86,70.48380952380953,-0.023038049940547034
68.91,70.80380952380952,-0.026747282901108393
69.23,71.73380952380953,-0.03490417615390229
70.16,72.25380952380954,-0.028978534662861932
70.68,72.20380952380951,-0.02110428153111532
70.63,72.43380952380953,-0.02490286698529376
70.86,71.80380952380952,-0.01314428203835849
70.23,73.83380952380953,-0.04880974647051628
72.26,73.75380952380954,-0.02025399817927087
72.18,73.53380952380951,-0.018410708388107544
71.96,72.70380952380951,-0.010230681565123856
71.13,72.35380952380953,-0.016914237575933244
70.78,72.72380952380954,-0.026728653745416553
71.15,72.79380952380953,-0.022581721365631524
71.22,72.91380952380952,-0.023230298003513505
71.34,73.10380952380953,-0.024127463880457056
71.53,72.38380952380952,-0.0117955870163019
70.81,72.85380952380953,-0.02805357107841544
71.28,72.75380952380954,-0.020257489380363203
71.18,74.40380952380953,-0.04332855460549889
72.83,72.78380952380951,0.0006346257016869306
71.21,72.66380952380952,-0.020007339738128627
71.09,71.90380952380953,-0.011318030702393456
70.33,72.34380952380953,-0.027836653019312596
