date,XOM,dcf,Deviation
1987-04-22,10.94,,
1987-04-23,11.09,,
1987-04-24,10.81,,
1987-04-27,10.69,,
1987-04-28,10.56,,
1987-04-29,10.63,,
1987-04-30,10.83,,
1987-05-01,10.72,,
1987-05-04,10.8,,
1987-05-05,11.13,,
1987-05-06,11.06,,
1987-05-07,10.86,,
1987-05-08,10.83,,
1987-05-11,11.06,,
1987-05-12,11.25,,
1987-05-13,11.28,,
1987-05-14,11.25,,
1987-05-15,10.89,,
1987-05-18,11.05,,
1987-05-19,10.88,,
1987-05-20,10.92,,
1987-05-21,10.91,,
1987-05-22,10.84,,
1987-05-26,10.98,,
1987-05-27,10.94,,
1987-05-28,10.94,,
1987-05-29,10.88,,
1987-06-01,10.91,,
1987-06-02,10.91,,
1987-06-03,11.03,,
1987-06-04,11.06,,
1987-06-05,10.91,,
1987-06-08,10.94,,
1987-06-09,10.86,,
1987-06-10,10.92,,
1987-06-11,11.02,,
1987-06-12,11.17,,
1987-06-15,11.17,,
1987-06-16,11.19,,
1987-06-17,11.22,,
1987-06-18,11.23,,
1987-06-19,11.27,,
1987-06-22,11.45,,
1987-06-23,11.41,,
1987-06-24,11.36,,
1987-06-25,11.45,,
1987-06-26,11.44,,
1987-06-29,11.7,,
1987-06-30,11.66,,
1987-07-01,11.53,,
1987-07-02,11.59,,
1987-07-06,11.67,,
1987-07-07,11.86,,
1987-07-08,11.86,,
1987-07-09,11.8,,
1987-07-10,11.77,,
1987-07-13,11.72,,
1987-07-14,11.75,,
1987-07-15,11.75,,
1987-07-16,11.84,,
1987-07-17,11.92,,
1987-07-20,11.88,,
1987-07-21,11.75,,
1987-07-22,11.55,,
1987-07-23,11.63,,
1987-07-24,11.61,,
1987-07-27,11.5,,
1987-07-28,11.5,,
1987-07-29,11.5,,
1987-07-30,11.67,,
1987-07-31,11.77,,
1987-08-03,12.19,,
1987-08-04,12.14,,
1987-08-05,12.08,,
1987-08-06,12.09,,
1987-08-07,11.92,,
1987-08-10,12.28,,
1987-08-11,12.53,,
1987-08-12,12.38,,
1987-08-13,12.22,,
1987-08-14,12.16,,
1987-08-17,12.23,,
1987-08-18,12.19,,
1987-08-19,12.25,,
1987-08-20,12.44,,
1987-08-21,12.38,,
1987-08-24,12.23,,
1987-08-25,12.28,,
1987-08-26,12.23,,
1987-08-27,12.25,,
1987-08-28,12.25,,
1987-08-31,12.45,,
1987-09-01,12.19,,
1987-09-02,12.11,,
1987-09-03,12.2,,
1987-09-04,12.13,,
1987-09-08,12.13,,
1987-09-09,12.0,,
1987-09-10,11.91,,
1987-09-11,11.97,,
1987-09-14,11.75,,
1987-09-15,11.69,,
1987-09-16,11.5,,
1987-09-17,11.44,,
1987-09-18,11.5,,
1987-09-21,11.56,,
1987-09-22,12.25,,
1987-09-23,12.19,,
1987-09-24,11.97,,
1987-09-25,12.16,,
1987-09-28,12.41,,
1987-09-29,12.31,,
1987-09-30,12.16,,
1987-10-01,12.41,,
1987-10-02,12.44,,
1987-10-05,12.44,,
1987-10-06,12.03,,
1987-10-07,11.91,,
1987-10-08,11.75,,
1987-10-09,12.0,,
1987-10-12,11.94,,
1987-10-13,12.28,,
1987-10-14,11.78,,
1987-10-15,11.69,,
1987-10-16,10.94,,
1987-10-19,8.38,,
1987-10-20,9.88,,
1987-10-21,10.94,,
1987-10-22,10.88,,
1987-10-23,11.22,,
1987-10-26,10.28,,
1987-10-27,10.75,,
1987-10-28,10.19,,
1987-10-29,10.31,,
1987-10-30,10.66,,
1987-11-02,10.91,,
1987-11-03,10.88,,
1987-11-04,10.66,,
1987-11-05,10.44,,
1987-11-06,10.31,,
1987-11-09,10.06,,
1987-11-10,9.91,,
1987-11-11,9.97,,
1987-11-12,10.28,,
1987-11-13,10.16,,
1987-11-16,10.31,,
1987-11-17,10.13,,
1987-11-18,10.38,,
1987-11-19,9.84,,
1987-11-20,10.06,,
1987-11-23,9.94,,
1987-11-24,10.09,,
1987-11-25,9.78,,
1987-11-27,9.78,,
1987-11-30,9.19,,
1987-12-01,9.25,,
1987-12-02,9.44,,
1987-12-03,9.0,,
1987-12-04,9.06,,
1987-12-07,9.41,,
1987-12-08,9.97,,
1987-12-09,9.88,,
1987-12-10,9.5,,
1987-12-11,9.81,,
1987-12-14,9.97,,
1987-12-15,9.81,,
1987-12-16,10.03,,
1987-12-17,9.72,,
1987-12-18,10.0,,
1987-12-21,9.88,,
1987-12-22,9.97,,
1987-12-23,10.09,,
1987-12-24,10.09,,
1987-12-28,9.66,,
1987-12-29,9.59,,
1987-12-30,9.72,,
1987-12-31,9.53,,
1988-01-04,10.13,,
1988-01-05,10.19,,
1988-01-06,10.09,,
1988-01-07,10.28,,
1988-01-08,9.5,,
1988-01-11,9.69,,
1988-01-12,9.84,,
1988-01-13,9.78,,
1988-01-14,9.69,,
1988-01-15,10.22,,
1988-01-18,10.19,,
1988-01-19,9.97,,
1988-01-20,9.63,,
1988-01-21,9.69,,
1988-01-22,9.91,,
1988-01-25,10.19,,
1988-01-26,10.06,,
1988-01-27,9.94,,
1988-01-28,10.28,,
1988-01-29,10.5,,
1988-02-01,10.25,,
1988-02-02,10.34,,
1988-02-03,10.28,,
1988-02-04,10.25,,
1988-02-05,9.97,,
1988-02-08,10.0,,
1988-02-09,10.25,,
1988-02-10,10.31,,
1988-02-11,10.06,,
1988-02-12,10.13,,
1988-02-16,10.38,,
1988-02-17,10.53,,
1988-02-18,10.5,,
1988-02-19,10.69,,
1988-02-22,10.84,,
1988-02-23,10.72,,
1988-02-24,10.56,,
1988-02-25,10.41,,
1988-02-26,10.31,,
1988-02-29,10.66,,
1988-03-01,10.66,,
1988-03-02,10.66,,
1988-03-03,10.56,,
1988-03-04,10.47,,
1988-03-07,10.53,,
1988-03-08,10.63,,
1988-03-09,10.47,,
1988-03-10,10.41,,
1988-03-11,10.53,,
1988-03-14,10.56,,
1988-03-15,10.63,,
1988-03-16,10.88,,
1988-03-17,11.0,,
1988-03-18,11.03,,
1988-03-21,11.03,,
1988-03-22,10.88,,
1988-03-23,11.03,,
1988-03-24,10.69,,
1988-03-25,10.41,,
1988-03-28,10.66,,
1988-03-29,10.59,,
1988-03-30,10.44,,
1988-03-31,10.5,,
1988-04-04,10.31,,
1988-04-05,10.5,,
1988-04-06,11.0,,
1988-04-07,11.13,,
1988-04-08,11.16,,
1988-04-11,11.19,,
1988-04-12,11.34,,
1988-04-13,11.38,,
1988-04-14,10.75,,
1988-04-15,10.91,,
1988-04-18,10.84,,
1988-04-19,10.53,,
1988-04-20,10.47,,
1988-04-21,10.69,,
1988-04-22,11.0,,
1988-04-25,11.19,,
1988-04-26,11.25,,
1988-04-27,11.19,,
1988-04-28,11.25,,
1988-04-29,11.22,,
1988-05-02,11.16,,
1988-05-03,11.28,,
1988-05-04,11.06,,
1988-05-05,10.97,,
1988-05-06,11.03,,
1988-05-09,10.91,,
1988-05-10,11.03,,
1988-05-11,10.91,,
1988-05-12,11.0,,
1988-05-13,11.25,,
1988-05-16,11.25,,
1988-05-17,11.0,,
1988-05-18,10.94,,
1988-05-19,11.03,,
1988-05-20,11.03,,
1988-05-23,10.97,,
1988-05-24,10.97,,
1988-05-25,11.0,,
1988-05-26,10.91,,
1988-05-27,10.84,,
1988-05-31,11.25,,
1988-06-01,11.28,,
1988-06-02,11.03,,
1988-06-03,11.06,,
1988-06-06,11.06,,
1988-06-07,11.06,,
1988-06-08,11.44,,
1988-06-09,11.34,,
1988-06-10,11.47,,
1988-06-13,11.47,,
1988-06-14,11.69,,
1988-06-15,11.66,,
1988-06-16,11.5,,
1988-06-17,11.72,,
1988-06-20,11.56,,
1988-06-21,11.63,,
1988-06-22,11.84,,
1988-06-23,11.66,,
1988-06-24,11.53,,
1988-06-27,11.19,,
1988-06-28,11.56,,
1988-06-29,11.44,,
1988-06-30,11.34,,
1988-07-01,11.16,,
1988-07-05,11.47,,
1988-07-06,11.16,,
1988-07-07,11.19,,
1988-07-08,11.16,,
1988-07-11,11.22,,
1988-07-12,11.13,,
1988-07-13,11.28,,
1988-07-14,11.41,,
1988-07-15,11.66,,
1988-07-18,11.56,,
1988-07-19,11.41,,
1988-07-20,11.53,,
1988-07-21,11.28,,
1988-07-22,11.13,,
1988-07-25,11.34,,
1988-07-26,11.44,,
1988-07-27,11.41,,
1988-07-28,11.53,,
1988-07-29,11.84,,
1988-08-01,11.69,,
1988-08-02,11.72,,
1988-08-03,11.84,,
1988-08-04,11.78,,
1988-08-05,11.72,,
1988-08-08,11.72,,
1988-08-09,11.47,,
1988-08-10,11.38,,
1988-08-11,11.47,,
1988-08-12,11.59,,
1988-08-15,11.44,,
1988-08-16,11.38,,
1988-08-17,11.53,,
1988-08-18,11.47,,
1988-08-19,11.44,,
1988-08-22,11.28,,
1988-08-23,11.31,,
1988-08-24,11.5,,
1988-08-25,11.44,,
1988-08-26,11.56,,
1988-08-29,11.69,,
1988-08-30,11.66,,
1988-08-31,11.63,,
1988-09-01,11.47,,
1988-09-02,11.72,,
1988-09-06,11.66,,
1988-09-07,11.44,,
1988-09-08,11.41,,
1988-09-09,11.28,,
1988-09-12,11.22,,
1988-09-13,11.22,,
1988-09-14,11.31,,
1988-09-15,11.25,,
1988-09-16,11.44,,
1988-09-19,11.25,,
1988-09-20,11.28,,
1988-09-21,11.25,,
1988-09-22,11.13,,
1988-09-23,11.22,,
1988-09-26,11.19,,
1988-09-27,11.06,,
1988-09-28,11.13,,
1988-09-29,11.31,,
1988-09-30,11.19,,
1988-10-03,11.09,,
1988-10-04,11.0,,
1988-10-05,11.06,,
1988-10-06,11.09,,
1988-10-07,11.38,,
1988-10-10,11.38,,
1988-10-11,11.41,,
1988-10-12,11.25,,
1988-10-13,11.25,,
1988-10-14,11.28,,
1988-10-17,11.28,,
1988-10-18,11.28,,
1988-10-19,11.16,,
1988-10-20,11.38,,
1988-10-21,11.53,,
1988-10-24,11.38,,
1988-10-25,11.38,,
1988-10-26,11.31,,
1988-10-27,11.09,,
1988-10-28,11.19,,
1988-10-31,11.19,,
1988-11-01,11.25,,
1988-11-02,11.28,,
1988-11-03,11.16,,
1988-11-04,11.16,,
1988-11-07,10.97,,
1988-11-08,11.06,,
1988-11-09,11.06,,
1988-11-10,11.03,,
1988-11-11,10.69,,
1988-11-14,10.72,,
1988-11-15,10.72,,
1988-11-16,10.25,,
1988-11-17,10.38,,
1988-11-18,10.53,,
1988-11-21,10.53,,
1988-11-22,10.66,,
1988-11-23,10.5,,
1988-11-25,10.5,,
1988-11-28,10.63,,
1988-11-29,10.75,,
1988-11-30,10.81,,
1988-12-01,10.75,,
1988-12-02,10.59,,
1988-12-05,10.72,,
1988-12-06,11.09,,
1988-12-07,11.09,,
1988-12-08,11.06,,
1988-12-09,11.16,,
1988-12-12,11.16,,
1988-12-13,11.41,,
1988-12-14,11.25,,
1988-12-15,11.25,,
1988-12-16,11.38,,
1988-12-19,11.53,,
1988-12-20,11.38,,
1988-12-21,11.34,,
1988-12-22,11.25,,
1988-12-23,11.25,,
1988-12-27,11.25,,
1988-12-28,11.28,,
1988-12-29,11.19,,
1988-12-30,11.0,,
1989-01-03,10.81,,
1989-01-04,11.0,,
1989-01-05,11.09,,
1989-01-06,11.13,,
1989-01-09,11.09,,
1989-01-10,11.0,,
1989-01-11,11.13,,
1989-01-12,11.13,,
1989-01-13,11.13,,
1989-01-16,11.19,,
1989-01-17,11.19,,
1989-01-18,11.28,,
1989-01-19,11.25,,
1989-01-20,11.25,,
1989-01-23,11.19,,
1989-01-24,11.31,,
1989-01-25,11.25,,
1989-01-26,11.41,,
1989-01-27,11.47,,
1989-01-30,11.5,,
1989-01-31,11.59,,
1989-02-01,11.5,,
1989-02-02,11.47,,
1989-02-03,11.5,,
1989-02-06,11.28,,
1989-02-07,11.41,,
1989-02-08,11.31,,
1989-02-09,11.34,,
1989-02-10,11.13,,
1989-02-13,11.22,,
1989-02-14,11.06,,
1989-02-15,11.25,,
1989-02-16,11.22,,
1989-02-17,11.19,,
1989-02-21,11.13,,
1989-02-22,10.97,,
1989-02-23,11.06,,
1989-02-24,10.84,,
1989-02-27,10.94,,
1989-02-28,10.97,,
1989-03-01,10.88,,
1989-03-02,11.03,,
1989-03-03,11.06,,
1989-03-06,11.38,,
1989-03-07,11.22,,
1989-03-08,11.19,,
1989-03-09,11.25,,
1989-03-10,11.13,,
1989-03-13,11.22,,
1989-03-14,11.25,,
1989-03-15,11.38,,
1989-03-16,11.53,,
1989-03-17,11.28,,
1989-03-20,11.13,,
1989-03-21,11.16,,
1989-03-22,11.22,,
1989-03-23,11.13,,
1989-03-27,11.13,,
1989-03-28,11.03,,
1989-03-29,10.91,,
1989-03-30,10.88,,
1989-03-31,10.97,,
1989-04-03,10.81,,
1989-04-04,10.81,,
1989-04-05,10.88,,
1989-04-06,10.75,,
1989-04-07,10.69,,
1989-04-10,10.5,,
1989-04-11,10.44,,
1989-04-12,10.5,,
1989-04-13,10.5,,
1989-04-14,10.5,,
1989-04-17,10.53,,
1989-04-18,10.81,,
1989-04-19,10.88,,
1989-04-20,10.97,,
1989-04-21,11.16,,
1989-04-24,11.13,,
1989-04-25,10.97,,
1989-04-26,10.78,,
1989-04-27,10.81,,
1989-04-28,10.78,,
1989-05-01,10.72,,
1989-05-02,10.63,,
1989-05-03,10.63,,
1989-05-04,10.59,,
1989-05-05,10.56,,
1989-05-08,10.59,,
1989-05-09,10.53,,
1989-05-10,10.53,,
1989-05-11,10.5,,
1989-05-12,10.78,,
1989-05-15,10.75,,
1989-05-16,10.72,,
1989-05-17,10.72,,
1989-05-18,10.81,,
1989-05-19,10.97,,
1989-05-22,11.06,,
1989-05-23,10.91,,
1989-05-24,10.97,,
1989-05-25,10.91,,
1989-05-26,10.94,,
1989-05-30,10.72,,
1989-05-31,10.78,,
1989-06-01,10.78,,
1989-06-02,10.91,,
1989-06-05,10.88,,
1989-06-06,11.0,,
1989-06-07,11.06,,
1989-06-08,10.94,,
1989-06-09,10.97,,
1989-06-12,11.06,,
1989-06-13,11.09,,
1989-06-14,11.13,,
1989-06-15,10.94,,
1989-06-16,11.03,,
1989-06-19,11.13,,
1989-06-20,11.19,,
1989-06-21,11.16,,
1989-06-22,11.0,,
1989-06-23,11.16,,
1989-06-26,11.31,,
1989-06-27,11.44,,
1989-06-28,11.28,,
1989-06-29,11.13,,
1989-06-30,11.0,,
1989-07-03,11.0,,
1989-07-05,11.03,,
1989-07-06,11.0,,
1989-07-07,11.06,,
1989-07-10,11.09,,
1989-07-11,11.09,,
1989-07-12,11.25,,
1989-07-13,11.25,,
1989-07-14,11.41,,
1989-07-17,11.41,,
1989-07-18,11.31,,
1989-07-19,11.53,,
1989-07-20,11.44,,
1989-07-21,11.69,,
1989-07-24,11.28,,
1989-07-25,11.0,,
1989-07-26,11.13,,
1989-07-27,11.25,,
1989-07-28,11.22,,
1989-07-31,11.44,,
1989-08-01,11.22,,
1989-08-02,11.19,,
1989-08-03,11.19,,
1989-08-04,11.34,,
1989-08-07,11.5,,
1989-08-08,11.22,,
1989-08-09,11.03,,
1989-08-10,11.06,,
1989-08-11,10.91,,
1989-08-14,11.06,,
1989-08-15,11.28,,
1989-08-16,11.09,,
1989-08-17,10.94,,
1989-08-18,10.94,,
1989-08-21,10.81,,
1989-08-22,10.88,,
1989-08-23,10.97,,
1989-08-24,11.06,,
1989-08-25,10.97,,
1989-08-28,11.0,,
1989-08-29,10.94,,
1989-08-30,10.97,,
1989-08-31,10.94,,
1989-09-01,11.0,,
1989-09-05,10.97,,
1989-09-06,10.97,,
1989-09-07,11.06,,
1989-09-08,11.09,,
1989-09-11,11.16,,
1989-09-12,11.34,,
1989-09-13,11.13,,
1989-09-14,11.16,,
1989-09-15,11.22,,
1989-09-18,11.34,,
1989-09-19,11.28,,
1989-09-20,11.25,,
1989-09-21,11.25,,
1989-09-22,11.34,,
1989-09-25,11.19,,
1989-09-26,11.13,,
1989-09-27,11.16,,
1989-09-28,11.16,,
1989-09-29,11.19,,
1989-10-02,11.28,,
1989-10-03,11.31,,
1989-10-04,11.22,,
1989-10-05,11.19,,
1989-10-06,11.34,,
1989-10-09,11.41,,
1989-10-10,11.44,,
1989-10-11,11.53,,
1989-10-12,11.59,,
1989-10-13,11.06,,
1989-10-16,11.34,,
1989-10-17,11.38,,
1989-10-18,11.41,,
1989-10-19,11.44,,
1989-10-20,11.53,,
1989-10-23,11.44,,
1989-10-24,11.38,,
1989-10-25,11.38,,
1989-10-26,11.22,,
1989-10-27,11.44,,
1989-10-30,11.28,,
1989-10-31,11.5,,
1989-11-01,11.44,,
1989-11-02,11.5,,
1989-11-03,11.5,,
1989-11-06,11.53,,
1989-11-07,11.47,,
1989-11-08,11.5,,
1989-11-09,11.28,,
1989-11-10,11.28,,
1989-11-13,11.44,,
1989-11-14,11.47,,
1989-11-15,11.44,,
1989-11-16,11.38,,
1989-11-17,11.56,,
1989-11-20,11.44,,
1989-11-21,11.44,,
1989-11-22,11.47,,
1989-11-24,11.47,,
1989-11-27,11.72,,
1989-11-28,11.97,,
1989-11-29,11.75,,
1989-11-30,11.81,,
1989-12-01,12.09,,
1989-12-04,12.03,,
1989-12-05,11.97,,
1989-12-06,12.03,,
1989-12-07,12.16,,
1989-12-08,12.25,,
1989-12-11,12.44,,
1989-12-12,12.81,,
1989-12-13,12.69,,
1989-12-14,12.41,,
1989-12-15,12.53,,
1989-12-18,12.56,,
1989-12-19,12.56,,
1989-12-20,12.66,,
1989-12-21,12.72,,
1989-12-22,12.66,,
1989-12-26,12.53,,
1989-12-27,12.63,,
1989-12-28,12.53,,
1989-12-29,12.5,,
1990-01-02,12.5,,
1990-01-03,12.38,,
1990-01-04,12.25,,
1990-01-05,12.19,,
1990-01-08,12.38,,
1990-01-09,12.13,,
1990-01-10,12.19,,
1990-01-11,12.25,,
1990-01-12,11.94,,
1990-01-15,12.09,,
1990-01-16,12.03,,
1990-01-17,11.84,,
1990-01-18,12.0,,
1990-01-19,12.16,,
1990-01-22,11.75,,
1990-01-23,11.78,,
1990-01-24,11.75,,
1990-01-25,11.5,,
1990-01-26,11.69,,
1990-01-29,11.75,,
1990-01-30,11.75,,
1990-01-31,11.75,,
1990-02-01,11.75,,
1990-02-02,11.97,,
1990-02-05,12.0,,
1990-02-06,11.81,,
1990-02-07,12.0,,
1990-02-08,12.03,,
1990-02-09,12.06,,
1990-02-12,11.78,,
1990-02-13,11.81,,
1990-02-14,11.75,,
1990-02-15,12.13,,
1990-02-16,12.0,,
1990-02-20,11.84,,
1990-02-21,11.91,,
1990-02-22,11.78,,
1990-02-23,11.78,,
1990-02-26,12.06,,
1990-02-27,12.09,,
1990-02-28,11.75,,
1990-03-01,11.63,,
1990-03-02,11.69,,
1990-03-05,11.56,,
1990-03-06,11.78,,
1990-03-07,11.63,,
1990-03-08,11.69,,
1990-03-09,11.59,,
1990-03-12,11.63,,
1990-03-13,11.41,,
1990-03-14,11.63,,
1990-03-15,11.72,,
1990-03-16,11.88,,
1990-03-19,11.88,,
1990-03-20,11.69,,
1990-03-21,11.56,,
1990-03-22,11.5,,
1990-03-23,11.53,,
1990-03-26,11.44,,
1990-03-27,11.66,,
1990-03-28,11.56,,
1990-03-29,11.53,,
1990-03-30,11.56,,
1990-04-02,11.56,,
1990-04-03,11.78,,
1990-04-04,11.63,,
1990-04-05,11.56,,
1990-04-06,11.53,,
1990-04-09,11.5,,
1990-04-10,11.5,,
1990-04-11,11.41,,
1990-04-12,11.44,,
1990-04-16,11.41,,
1990-04-17,11.44,,
1990-04-18,11.38,,
1990-04-19,11.5,,
1990-04-20,11.59,,
1990-04-23,11.44,,
1990-04-24,11.31,,
1990-04-25,11.31,,
1990-04-26,11.41,,
1990-04-27,11.25,,
1990-04-30,11.31,,
1990-05-01,11.28,,
1990-05-02,11.47,,
1990-05-03,11.59,,
1990-05-04,11.63,,
1990-05-07,11.63,,
1990-05-08,11.44,,
1990-05-09,11.5,,
1990-05-10,11.66,,
1990-05-11,11.97,,
1990-05-14,12.0,,
1990-05-15,11.88,,
1990-05-16,11.97,,
1990-05-17,11.97,,
1990-05-18,11.94,,
1990-05-21,11.97,,
1990-05-22,11.97,,
1990-05-23,11.84,,
1990-05-24,11.78,,
1990-05-25,11.63,,
1990-05-29,11.91,,
1990-05-30,11.94,,
1990-05-31,12.0,,
1990-06-01,11.94,,
1990-06-04,12.06,,
1990-06-05,12.06,,
1990-06-06,11.97,,
1990-06-07,11.91,,
1990-06-08,11.75,,
1990-06-11,11.97,,
1990-06-12,12.22,,
1990-06-13,12.03,,
1990-06-14,12.03,,
1990-06-15,11.97,,
1990-06-18,11.88,,
1990-06-19,11.84,,
1990-06-20,11.97,,
1990-06-21,12.16,,
1990-06-22,11.97,,
1990-06-25,11.81,,
1990-06-26,11.75,,
1990-06-27,12.0,,
1990-06-28,12.06,,
1990-06-29,11.97,,
1990-07-02,11.94,,
1990-07-03,11.84,,
1990-07-05,11.69,,
1990-07-06,11.94,,
1990-07-09,11.84,,
1990-07-10,11.69,,
1990-07-11,11.97,,
1990-07-12,12.31,,
1990-07-13,12.19,,
1990-07-16,12.19,,
1990-07-17,12.16,,
1990-07-18,12.13,,
1990-07-19,12.5,,
1990-07-20,12.16,,
1990-07-23,11.97,,
1990-07-24,12.5,,
1990-07-25,12.41,,
1990-07-26,12.22,,
1990-07-27,12.31,,
1990-07-30,12.69,,
1990-07-31,12.97,,
1990-08-01,13.03,,
1990-08-02,13.31,,
1990-08-03,13.28,,
1990-08-06,13.56,,
1990-08-07,13.34,,
1990-08-08,12.94,,
1990-08-09,12.97,,
1990-08-10,12.91,,
1990-08-13,13.09,,
1990-08-14,13.06,,
1990-08-15,13.0,,
1990-08-16,12.94,,
1990-08-17,13.03,,
1990-08-20,13.19,,
1990-08-21,12.97,,
1990-08-22,12.84,,
1990-08-23,12.41,,
1990-08-24,12.22,,
1990-08-27,12.41,,
1990-08-28,12.53,,
1990-08-29,12.47,,
1990-08-30,12.22,,
1990-08-31,12.5,,
1990-09-04,12.53,,
1990-09-05,12.72,,
1990-09-06,12.59,,
1990-09-07,12.72,,
1990-09-10,12.59,,
1990-09-11,12.72,,
1990-09-12,12.84,,
1990-09-13,12.69,,
1990-09-14,12.84,,
1990-09-17,12.91,,
1990-09-18,12.81,,
1990-09-19,12.81,,
1990-09-20,12.78,,
1990-09-21,12.81,,
1990-09-24,12.63,,
1990-09-25,12.63,,
1990-09-26,12.47,,
1990-09-27,12.44,,
1990-09-28,12.25,,
1990-10-01,12.41,,
1990-10-02,12.38,,
1990-10-03,12.41,,
1990-10-04,12.59,,
1990-10-05,12.47,,
1990-10-08,12.59,,
1990-10-09,12.44,,
1990-10-10,12.19,,
1990-10-11,12.03,,
1990-10-12,12.13,,
1990-10-15,12.31,,
1990-10-16,12.16,,
1990-10-17,12.13,,
1990-10-18,12.13,,
1990-10-19,12.47,,
1990-10-22,12.41,,
1990-10-23,12.13,,
1990-10-24,12.13,,
1990-10-25,11.94,,
1990-10-26,11.81,,
1990-10-29,11.91,,
1990-10-30,12.22,,
1990-10-31,12.25,,
1990-11-01,12.44,,
1990-11-02,12.41,,
1990-11-05,12.25,,
1990-11-06,12.31,,
1990-11-07,12.06,,
1990-11-08,12.31,,
1990-11-09,12.59,,
1990-11-12,12.56,,
1990-11-13,12.5,,
1990-11-14,12.56,,
1990-11-15,12.5,,
1990-11-16,12.59,,
1990-11-19,12.66,,
1990-11-20,12.66,,
1990-11-21,12.69,,
1990-11-23,12.78,,
1990-11-26,12.75,,
1990-11-27,12.59,,
1990-11-28,12.59,,
1990-11-29,12.56,,
1990-11-30,12.66,,
1990-12-03,12.69,,
1990-12-04,12.59,,
1990-12-05,12.56,,
1990-12-06,12.41,,
1990-12-07,12.31,,
1990-12-10,12.41,,
1990-12-11,12.44,,
1990-12-12,12.59,,
1990-12-13,12.63,,
1990-12-14,12.69,,
1990-12-17,12.75,,
1990-12-18,12.75,,
1990-12-19,12.63,,
1990-12-20,12.59,,
1990-12-21,12.69,,
1990-12-24,12.81,,
1990-12-26,12.94,,
1990-12-27,12.81,,
1990-12-28,12.91,,
1990-12-31,12.94,,
1991-01-02,12.69,,
1991-01-03,12.75,,
1991-01-04,12.88,,
1991-01-07,12.72,,
1991-01-08,12.69,,
1991-01-09,12.47,,
1991-01-10,12.59,,
1991-01-11,12.47,,
1991-01-14,12.5,,
1991-01-15,12.47,,
1991-01-16,12.44,,
1991-01-17,12.72,,
1991-01-18,12.91,,
1991-01-21,12.81,,
1991-01-22,12.72,,
1991-01-23,13.0,,
1991-01-24,13.0,,
1991-01-25,13.16,,
1991-01-28,13.13,,
1991-01-29,13.0,,
1991-01-30,12.94,,
1991-01-31,12.91,,
1991-02-01,12.63,,
1991-02-04,12.81,,
1991-02-05,12.66,,
1991-02-06,13.22,,
1991-02-07,13.44,,
1991-02-08,13.28,,
1991-02-11,13.63,,
1991-02-12,13.34,,
1991-02-13,13.69,,
1991-02-14,13.44,,
1991-02-15,13.34,,
1991-02-19,13.38,,
1991-02-20,13.41,,
1991-02-21,13.47,,
1991-02-22,13.44,,
1991-02-25,13.47,,
1991-02-26,13.44,,
1991-02-27,13.94,,
1991-02-28,13.78,,
1991-03-01,13.94,,
1991-03-04,13.66,,
1991-03-05,13.72,,
1991-03-06,13.72,,
1991-03-07,13.81,,
1991-03-08,13.84,,
1991-03-11,13.88,,
1991-03-12,14.06,,
1991-03-13,14.31,,
1991-03-14,14.25,,
1991-03-15,14.28,,
1991-03-18,14.09,,
1991-03-19,14.09,,
1991-03-20,14.28,,
1991-03-21,14.31,,
1991-03-22,14.47,,
1991-03-25,14.78,,
1991-03-26,14.88,,
1991-03-27,14.59,,
1991-03-28,14.63,,
1991-04-01,14.38,,
1991-04-02,14.72,,
1991-04-03,14.47,,
1991-04-04,14.38,,
1991-04-05,14.34,,
1991-04-08,14.41,,
1991-04-09,14.25,,
1991-04-10,14.28,,
1991-04-11,14.56,,
1991-04-12,14.94,,
1991-04-15,14.88,,
1991-04-16,15.03,,
1991-04-17,15.03,,
1991-04-18,14.97,,
1991-04-19,15.03,,
1991-04-22,15.03,,
1991-04-23,15.22,,
1991-04-24,15.22,,
1991-04-25,14.78,,
1991-04-26,14.88,,
1991-04-29,14.78,,
1991-04-30,14.88,,
1991-05-01,15.09,,
1991-05-02,14.91,,
1991-05-03,14.81,,
1991-05-06,14.72,,
1991-05-07,14.41,,
1991-05-08,14.56,,
1991-05-09,14.91,,
1991-05-10,14.47,,
1991-05-13,14.38,,
1991-05-14,14.06,,
1991-05-15,14.09,,
1991-05-16,14.41,,
1991-05-17,14.5,,
1991-05-20,14.56,,
1991-05-21,14.75,,
1991-05-22,14.75,,
1991-05-23,14.69,,
1991-05-24,14.66,,
1991-05-28,14.66,,
1991-05-29,14.69,,
1991-05-30,14.63,,
1991-05-31,14.56,,
1991-06-03,14.72,,
1991-06-04,14.63,,
1991-06-05,14.47,,
1991-06-06,14.56,,
1991-06-07,14.38,,
1991-06-10,14.5,,
1991-06-11,14.63,,
1991-06-12,14.41,,
1991-06-13,14.47,,
1991-06-14,14.56,,
1991-06-17,14.38,,
1991-06-18,14.25,,
1991-06-19,14.25,,
1991-06-20,14.53,,
1991-06-21,14.63,,
1991-06-24,14.53,,
1991-06-25,14.63,,
1991-06-26,14.81,,
1991-06-27,14.75,,
1991-06-28,14.53,,
1991-07-01,14.97,,
1991-07-02,14.69,,
1991-07-03,14.34,,
1991-07-05,14.38,,
1991-07-08,14.63,,
1991-07-09,14.41,,
1991-07-10,14.34,,
1991-07-11,14.47,,
1991-07-12,14.69,,
1991-07-15,14.78,,
1991-07-16,14.75,,
1991-07-17,14.97,,
1991-07-18,14.97,,
1991-07-19,14.91,,
1991-07-22,14.88,,
