date,CBOE,dcf,Deviation
2010-06-15,32.490002,,
2010-06-16,32.07,,
2010-06-17,31.5,,
2010-06-18,31.01,,
2010-06-21,32.040001,,
2010-06-22,32.689999,,
2010-06-23,33.48,,
2010-06-24,33.290001,,
2010-06-25,32.07,,
2010-06-28,32.779999,,
2010-06-29,31.76,,
2010-06-30,32.549999,33.84509734080571,-0.0382654636139651
2010-07-01,30.309999,34.39509934080571,-0.11876983695637178
2010-07-02,30.860001,33.33509734080571,-0.07424896095251321
2010-07-06,29.799999,32.76509834080571,-0.09049566431830203
2010-07-07,29.23,32.54509834080571,-0.10186167840363136
2010-07-08,29.01,32.505097340805705,-0.10752459234810796
2010-07-09,28.969999,30.335097340805707,-0.045000625034073094
2010-07-12,26.799999,31.38509834080571,-0.1460916034423998
2010-07-13,27.85,30.875098340805707,-0.09797858155507866
2010-07-14,27.34,30.035098340805707,-0.08973163031546139
2010-07-15,26.5,29.985099340805707,-0.11622770700855922
2010-07-16,26.450001,30.02509834080571,-0.11907029579806439
2010-07-19,26.49,29.61509834080571,-0.10552382115509429
2010-07-20,26.08,30.145099340805707,-0.13485108457755235
2010-07-21,26.610001,30.56509934080571,-0.12939916526053896
2010-07-22,27.030001,30.68509834080571,-0.11911636391743552
2010-07-23,27.15,30.035098340805707,-0.09605756265781928
2010-07-26,26.5,30.72509934080571,-0.13751295948437814
2010-07-27,27.190001,30.68509834080571,-0.11390210655306432
2010-07-28,27.15,30.20509834080571,-0.10114512147369548
2010-07-29,26.67,30.13509834080571,-0.11498546650214991
2010-07-30,26.6,31.075099340805707,-0.14400917248007983
2010-08-02,27.540001,30.785098340805707,-0.10541130338064653
2010-08-03,27.25,30.245097340805707,-0.0990275318692666
2010-08-04,26.709999,28.335097340805707,-0.05735284129288598
2010-08-05,24.799999,27.335097340805707,-0.09274151502732442
2010-08-06,23.799999,27.50509734080571,-0.13470587996461802
2010-08-09,23.969999,26.535098340805707,-0.09666816786810595
2010-08-10,23.0,26.485099340805707,-0.13158717269510856
2010-08-11,22.950001,26.845097340805708,-0.14509525859997507
2010-08-12,23.309999,26.535098340805707,-0.12154088518474204
2010-08-13,23.0,26.325099340805707,-0.12630908995855428
2010-08-16,22.790001,26.6550993408057,-0.1450040868873712
2010-08-17,23.120001,26.645099340805707,-0.1322981872095026
2010-08-18,23.110001,26.535098340805707,-0.12907799687851873
2010-08-19,23.0,26.4050993408057,-0.12895612687749125
2010-08-20,22.870001,26.535098340805707,-0.13812262135729558
2010-08-23,23.0,25.325099340805707,-0.091810077801327
2010-08-24,21.790001,25.20509834080571,-0.13549232360172336
2010-08-25,21.67,24.815099340805702,-0.1267413560434123
2010-08-26,21.280001,24.4050993408057,-0.12805103954567765
2010-08-27,20.870001,24.1550993408057,-0.13600019997666168
2010-08-30,20.620001,24.445098340805707,-0.15647706904171255
2010-08-31,20.91,25.1550993408057,-0.1687570095944504
2010-09-01,21.620001,25.20509834080571,-0.14223699079966012
2010-09-02,21.67,25.70509834080571,-0.15697657668168363
2010-09-03,22.17,25.765098340805707,-0.13953365491766578
2010-09-07,22.23,25.585097340805707,-0.131134828064721
2010-09-08,22.049999,25.335097340805707,-0.1296659056254975
2010-09-09,21.799999,25.47509934080571,-0.14426245376476232
2010-09-10,21.940001,25.36509834080571,-0.13503189677351413
2010-09-13,21.83,25.70509834080571,-0.1507521305473538
2010-09-14,22.17,25.875098340805707,-0.14319166219216517
2010-09-15,22.34,25.835097340805707,-0.13528485279926983
2010-09-16,22.299999,25.995097340805707,-0.1421459705405811
2010-09-17,22.459999,25.395099340805707,-0.1155774309608425
2010-09-20,21.860001,25.055098340805706,-0.1275228417524128
2010-09-21,21.52,24.86509834080571,-0.13452986571607972
2010-09-22,21.33,24.11509834080571,-0.11549189231764323
2010-09-23,20.58,24.145099340805707,-0.14765312374509965
2010-09-24,20.610001,24.605098340805707,-0.16236868007880045
2010-09-27,21.07,24.845097340805708,-0.15194536326510866
2010-09-28,21.309999,24.315099340805702,-0.12358988539119509
2010-09-29,20.780001,23.735099340805707,-0.12450330619536376
2010-09-30,20.200001,23.997002051228108,-0.1582281421288534
2010-10-01,20.6,23.787001051228106,-0.13398078405783576
2010-10-04,20.389999,24.22700205122811,-0.15837712991127617
2010-10-05,20.83,24.22700205122811,-0.14021553488314953
2010-10-06,20.83,23.997002051228108,-0.13197490438460957
2010-10-07,20.6,24.247002051228108,-0.15041043191743309
2010-10-08,20.85,24.45700105122811,-0.14748337474708428
2010-10-11,21.059999,25.627002051228107,-0.17821058593192896
2010-10-12,22.23,25.607001051228107,-0.1318780377472647
2010-10-13,22.209999,26.02700105122811,-0.14665546920735228
2010-10-14,22.629999,25.877002051228107,-0.12547833187167845
2010-10-15,22.48,26.597003051228107,-0.15479199078551842
2010-10-18,23.200001,26.52700105122811,-0.12541938098479777
2010-10-19,23.129999,27.127002051228107,-0.14734407597566246
2010-10-20,23.73,27.307002051228107,-0.13099211859718718
2010-10-21,23.91,27.937003051228107,-0.1441458499984335
2010-10-22,24.540001,27.76700305122811,-0.1162171533339239
2010-10-25,24.370001,27.627002051228107,-0.1178919466248537
2010-10-26,24.23,27.56700205122811,-0.12105059683410313
2010-10-27,24.17,27.397002051228107,-0.11778668502466494
2010-10-28,24.0,27.40700205122811,-0.12431137286959992
2010-10-29,24.01,26.987002051228107,-0.11031244024723486
2010-11-01,23.59,27.507003051228107,-0.14240021146372117
2010-11-02,24.110001,27.397002051228107,-0.11997666916555061
2010-11-03,24.0,27.40700205122811,-0.12431137286959992
2010-11-04,24.01,28.04700205122811,-0.14393702556353383
2010-11-05,24.65,28.26700305122811,-0.12795849084789923
2010-11-08,24.870001,28.31700205122811,-0.1217290250215105
2010-11-09,24.92,28.237002051228107,-0.11747005029819868
2010-11-10,24.84,28.107001051228107,-0.11623442306326592
2010-11-11,24.709999,27.54700205122811,-0.10298772425225233
2010-11-12,24.15,27.737002051228107,-0.1293219088567391
2010-11-15,24.34,27.997002051228108,-0.13062120167497326
2010-11-16,24.6,27.79700205122811,-0.11501247671731774
