date,RSG,dcf,Deviation
2005-12-23,25.39,25.48076923076923,-0.003562264150943295
2005-12-27,25.25,25.58076923076923,-0.012930386408058991
2005-12-28,25.35,25.14076923076923,0.008322369427531173
2005-12-29,24.91,25.26076923076923,-0.013885928316940244
2005-12-30,25.03,26.422535211267604,-0.052702558635394414
2006-01-03,25.5,26.552535211267607,-0.039639725656816505
2006-01-04,25.63,26.602535211267604,-0.03655798981353042
2006-01-05,25.68,26.482535211267606,-0.030304319615372388
2006-01-06,25.56,26.902535211267605,-0.04990366895627407
2006-01-09,25.98,26.752535211267606,-0.028877084177884926
2006-01-10,25.83,26.532535211267607,-0.026478254176376725
2006-01-11,25.61,26.272535211267606,-0.025217787546573
2006-01-12,25.35,26.512535211267604,-0.04384851173242521
2006-01-13,25.59,26.272535211267606,-0.025979038786286712
2006-01-17,25.35,26.062535211267605,-0.0273394435917943
2006-01-18,25.14,26.062535211267605,-0.03539698666263158
2006-01-19,25.14,25.832535211267604,-0.026808642884014522
2006-01-20,24.91,25.572535211267606,-0.025908076997218643
2006-01-23,24.65,25.852535211267604,-0.04651517545341122
2006-01-24,24.93,25.712535211267607,-0.030433996680525266
2006-01-25,24.79,25.682535211267606,-0.034752613163985036
2006-01-26,24.76,25.792535211267605,-0.04003232729198858
2006-01-27,24.87,25.892535211267607,-0.03949150606243579
2006-01-30,24.97,26.152535211267605,-0.04521684806902082
2006-01-31,25.23,26.052535211267607,-0.03157217539857171
2006-02-01,25.13,26.072535211267606,-0.036150501039894145
2006-02-02,25.15,26.092535211267606,-0.03612279158142484
2006-02-03,25.17,26.472535211267605,-0.049203266739379026
2006-02-06,25.55,26.932535211267606,-0.05133327406508692
2006-02-07,26.01,26.812535211267605,-0.029931343863759285
2006-02-08,25.89,26.592535211267606,-0.02641851202550749
2006-02-09,25.67,26.952535211267605,-0.0475849563395222
2006-02-10,26.03,26.812535211267605,-0.02918542409741076
2006-02-13,25.89,27.072535211267606,-0.04368025388237129
2006-02-14,26.15,27.152535211267605,-0.03692234273768957
2006-02-15,26.23,27.062535211267605,-0.03076338579398774
2006-02-16,26.14,27.072535211267606,-0.03444580287698673
2006-02-17,26.15,26.922535211267604,-0.02869474234894065
2006-02-21,26.0,26.972535211267605,-0.03605649983029158
2006-02-22,26.05,26.912535211267606,-0.03204957111979856
2006-02-23,25.99,27.112535211267605,-0.04140281248214284
2006-02-24,26.19,27.002535211267606,-0.03009107126091448
2006-02-27,26.08,26.832535211267604,-0.02804562466209304
2006-02-28,25.91,27.092535211267606,-0.04364800865058205
2006-03-01,26.17,26.962535211267607,-0.02939394255983785
2006-03-02,26.04,27.012535211267604,-0.0360031075817695
2006-03-03,26.09,26.972535211267605,-0.03271977232970413
2006-03-06,26.05,27.112535211267605,-0.03918981397305954
2006-03-07,26.19,27.522535211267606,-0.04841615065759164
2006-03-08,26.6,27.182535211267606,-0.02143049596882829
2006-03-09,26.26,27.772535211267606,-0.054461546263660954
2006-03-10,26.85,28.082535211267604,-0.04388974150642466
2006-03-13,27.16,28.222535211267605,-0.0376484679109691
2006-03-14,27.3,28.182535211267606,-0.03131496881496876
2006-03-15,27.26,28.292535211267605,-0.03649496955848597
2006-03-16,27.37,28.482535211267606,-0.03906025931383694
2006-03-17,27.56,28.252535211267606,-0.024512320968329004
2006-03-20,27.33,28.072535211267606,-0.026450593281990953
2006-03-21,27.15,28.292535211267605,-0.04038292089188911
2006-03-22,27.37,28.492535211267604,-0.03939751948867254
2006-03-23,27.57,28.682535211267606,-0.0387878966441767
2006-03-24,27.76,28.752535211267606,-0.03451991986009806
2006-03-27,27.83,28.812535211267605,-0.03410096348909175
2006-03-28,27.89,28.872535211267607,-0.03403009829508041
2006-03-29,27.95,28.872535211267607,-0.031951998829239825
2006-03-30,27.95,29.262535211267604,-0.04485377640014632
2006-03-31,28.34,28.752189781021897,-0.01433594394587523
2006-04-03,28.65,28.752189781021897,-0.003554156459044777
2006-04-04,28.65,28.952189781021897,-0.010437544907915153
2006-04-05,28.85,28.822189781021898,0.0009648891770330792
2006-04-06,28.72,28.682189781021897,0.0013182472909762932
2006-04-07,28.58,28.632189781021896,-0.001822765964498152
2006-04-10,28.53,28.7121897810219,-0.006345380913521326
2006-04-11,28.61,28.972189781021896,-0.012501291195432751
2006-04-12,28.87,29.1221897810219,-0.0086597121616947
2006-04-13,29.02,28.972189781021896,0.0016502107482887496
2006-04-17,28.87,29.3521897810219,-0.016427727696611716
2006-04-18,29.25,28.952189781021897,0.010286276141133754
2006-04-19,28.85,29.202189781021897,-0.012060389431849394
2006-04-20,29.1,29.3521897810219,-0.008591855766241774
2006-04-21,29.25,29.0321897810219,0.007502369632499617
2006-04-24,28.93,28.932189781021897,-7.568666728896556e-05
2006-04-25,28.83,29.072189781021898,-0.008330634288167715
2006-04-26,28.97,29.4021897810219,-0.014699237854075231
2006-04-27,29.3,29.4421897810219,-0.00482945671091195
2006-04-28,29.34,28.9921897810219,0.011996686749262908
2006-05-01,28.89,29.052189781021898,-0.005582704169440844
2006-05-02,28.95,28.9221897810219,0.0009615530216993129
2006-05-03,28.82,29.2121897810219,-0.01342555227669684
2006-05-04,29.11,29.312189781021896,-0.006897805402201751
2006-05-05,29.21,29.2621897810219,-0.001783522744280286
2006-05-08,29.16,29.1021897810219,0.0019864559819413596
2006-05-09,29.0,28.982189781021898,0.0006145228884590903
2006-05-10,28.88,28.132189781021896,0.026582012449047898
2006-05-11,28.03,27.7621897810219,0.009646581234783458
2006-05-12,27.66,27.3321897810219,0.011993558569746154
2006-05-15,27.23,27.7421897810219,-0.018462485660460826
2006-05-16,27.64,27.572189781021898,0.002459370094165525
2006-05-17,27.47,27.572189781021898,-0.003706262789915815
2006-05-18,27.47,27.632189781021896,-0.005869595653012372
2006-05-19,27.53,27.4221897810219,0.003931495618658243
2006-05-22,27.32,26.9221897810219,0.01477629502703115
2006-05-23,26.82,26.8521897810219,-0.0011987767584098474
2006-05-24,26.75,27.072189781021898,-0.011901134840882288
2006-05-25,26.97,27.292189781021897,-0.011805200814114847
2006-05-26,27.19,26.9621897810219,0.008449247662311699
2006-05-30,26.86,27.302189781021898,-0.016196128756282735
2006-05-31,27.2,27.7121897810219,-0.018482472336872502
2006-06-01,27.61,27.8321897810219,-0.007983194379243774
2006-06-02,27.73,27.4421897810219,0.010487873645460333
2006-06-05,27.34,27.1521897810219,0.006916945575762501
2006-06-06,27.05,27.3721897810219,-0.011770698055194817
2006-06-07,27.27,27.2121897810219,0.0021244236293846974
2006-06-08,27.11,27.1921897810219,-0.0030225510223256258
2006-06-09,27.09,26.812189781021896,0.010361340168296929
2006-06-12,26.71,26.4921897810219,0.008221676682013346
2006-06-13,26.39,26.3521897810219,0.0014348036839553213
2006-06-14,26.25,26.1721897810219,0.002973011415136728
2006-06-15,26.07,26.432189781021897,-0.0137026021688883
2006-06-16,26.33,26.0321897810219,0.011440075594224997
2006-06-19,25.93,26.0121897810219,-0.0031596640541913246
2006-06-20,25.91,26.4921897810219,-0.021975902552191395
2006-06-21,26.39,26.1521897810219,0.009093319564034141
2006-06-22,26.05,26.312189781021896,-0.009964574716278651
2006-06-23,26.21,26.3721897810219,-0.006150030860865963
2006-06-26,26.27,26.432189781021897,-0.006136070539957572
2006-06-27,26.33,26.6221897810219,-0.010975422511268929
2006-06-28,26.52,27.0121897810219,-0.01822102484144772
2006-06-29,26.91,26.9921897810219,-0.003044946767515988
2006-06-30,26.89,27.320588235294117,-0.015760577026590616
2006-07-03,27.1,26.83058823529412,0.010041217223537569
2006-07-05,26.61,26.770588235294117,-0.005998681608437639
2006-07-06,26.55,26.65058823529412,-0.003774334525228462
2006-07-07,26.43,26.85058823529412,-0.01566402313455728
2006-07-10,26.63,27.35058823529412,-0.026346352374397863
2006-07-11,27.13,27.03058823529412,0.0036777506963787676
2006-07-12,26.81,26.540588235294116,0.010150934196236694
2006-07-13,26.32,26.08058823529412,0.009179691905180754
2006-07-14,25.86,26.67058823529412,-0.03039258932509936
2006-07-17,26.45,26.65058823529412,-0.007526596918730477
2006-07-18,26.43,26.750588235294117,-0.011984343389919938
2006-07-19,26.53,26.470588235294116,0.0022444444444444933
2006-07-20,26.25,26.390588235294118,-0.00532721112696144
2006-07-21,26.17,27.17058823529412,-0.03682615284693658
2006-07-24,26.95,27.06058823529412,-0.004086689998478499
2006-07-25,26.84,26.67058823529412,0.0063520070577856025
2006-07-26,26.45,27.020588235294117,-0.021116795471862404
2006-07-27,26.8,27.160588235294117,-0.013276157061486105
2006-07-28,26.94,26.99058823529412,-0.0018742916920930774
2006-07-31,26.77,27.070588235294117,-0.011103867883528906
2006-08-01,26.85,27.35058823529412,-0.018302649690295936
2006-08-02,27.13,27.370588235294118,-0.008790027938964107
2006-08-03,27.15,27.550588235294118,-0.014540097361004367
2006-08-04,27.33,27.070588235294117,0.009582790091264615
2006-08-07,26.85,26.99058823529412,-0.005208787376863366
2006-08-08,26.77,26.590588235294117,0.006747190514113877
2006-08-09,26.37,26.67058823529412,-0.011270401411557107
2006-08-10,26.45,26.40058823529412,0.0018716160513356783
2006-08-11,26.18,26.610588235294117,-0.01618108669702456
2006-08-14,26.39,26.90058823529412,-0.018980560232664923
2006-08-15,26.68,27.120588235294118,-0.016245526515562325
2006-08-16,26.9,27.17058823529412,-0.00995886555531511
2006-08-17,26.95,26.750588235294117,0.0074544814847392615
2006-08-18,26.53,26.40058823529412,0.0049018515630221415
2006-08-21,26.18,26.28058823529412,-0.003827472748841765
2006-08-22,26.06,26.040588235294116,0.0007454426348008081
2006-08-23,25.82,25.790588235294116,0.0011404068971809789
2006-08-24,25.57,25.720588235294116,-0.0058547741566609135
2006-08-25,25.5,25.970588235294116,-0.01812004530011324
2006-08-28,25.75,25.870588235294118,-0.004661209640745789
2006-08-29,25.65,25.92058823529412,-0.01043912402133218
2006-08-30,25.7,26.070588235294117,-0.014214801444043301
2006-08-31,25.85,26.410588235294117,-0.02122588979464557
2006-09-01,26.19,26.250588235294117,-0.002308071527808875
2006-09-05,26.03,25.870588235294118,0.00616189176898585
2006-09-06,25.65,25.65058823529412,-2.2932623950921993e-05
2006-09-07,25.43,25.590588235294117,-0.006275285031261513
2006-09-08,25.37,25.550588235294118,-0.007067869969610396
2006-09-11,25.33,25.49058823529412,-0.006299903078414326
2006-09-12,25.27,25.550588235294118,-0.010981674187310109
2006-09-13,25.33,25.53058823529412,-0.00785678079351193
2006-09-14,25.31,25.480588235294118,-0.006694831128656209
2006-09-15,25.26,25.67058823529412,-0.01599450045829509
2006-09-18,25.45,26.000588235294117,-0.0211759914934051
2006-09-19,25.78,26.24058823529412,-0.017552511824968087
2006-09-20,26.02,26.230588235294118,-0.00802834589163981
2006-09-21,26.01,26.230588235294118,-0.008409580193756705
2006-09-22,26.01,26.450588235294116,-0.0166570297558154
2006-09-25,26.23,26.480588235294118,-0.009463091720905425
2006-09-26,26.26,26.750588235294117,-0.01833934382971225
2006-09-27,26.53,27.070588235294117,-0.0199695784441547
2006-09-28,26.85,27.03058823529412,-0.00668088440111414
2006-09-29,26.81,27.005671641791047,-0.007245575832605766
2006-10-02,26.64,27.095671641791046,-0.016817137726463982
2006-10-03,26.73,27.405671641791045,-0.02465444564258401
2006-10-04,27.04,27.765671641791045,-0.026135569531795966
2006-10-05,27.4,27.665671641791043,-0.009602934829520904
2006-10-06,27.3,27.835671641791045,-0.019244071013785558
2006-10-09,27.47,27.765671641791045,-0.01064882008278234
2006-10-10,27.4,27.935671641791046,-0.019175183924688532
2006-10-11,27.57,28.275671641791046,-0.02495684808943932
2006-10-12,27.91,28.395671641791044,-0.017103720874003248
2006-10-13,28.03,28.155671641791045,-0.004463457430172291
2006-10-16,27.79,27.875671641791044,-0.0030733480754094877
2006-10-17,27.51,27.735671641791043,-0.008136512600293688
2006-10-18,27.37,27.625671641791044,-0.00925485704406448
2006-10-19,27.26,27.835671641791045,-0.020681076037941115
2006-10-20,27.47,28.125671641791044,-0.023312212776344987
2006-10-23,27.76,27.905671641791045,-0.005220144623678924
2006-10-24,27.54,27.895671641791044,-0.012750065542720512
2006-10-25,27.53,28.265671641791045,-0.026027035589819336
2006-10-26,27.9,27.975671641791045,-0.0027049088493734663
2006-10-27,27.61,27.835671641791045,-0.008107282076579514
2006-10-30,27.47,27.705671641791046,-0.008506259831491003
2006-10-31,27.34,28.045671641791046,-0.025161516928677186
2006-11-01,27.68,28.235671641791043,-0.019679774182123744
2006-11-02,27.87,28.255671641791047,-0.013649353187578317
2006-11-03,27.89,28.465671641791044,-0.02022336409395964
2006-11-06,28.1,28.335671641791045,-0.008317136250388435
2006-11-07,27.97,28.555671641791044,-0.02050981847451694
2006-11-08,28.19,28.625671641791044,-0.0152196129139901
2006-11-09,28.26,28.915671641791043,-0.022675303894494903
2006-11-10,28.55,28.875671641791044,-0.011278409237751141
2006-11-13,28.51,28.755671641791047,-0.008543415186102132
2006-11-14,28.39,28.895671641791044,-0.017499909607904818
2006-11-15,28.53,29.025671641791046,-0.017077008515364644
2006-11-16,28.66,29.115671641791046,-0.0156503908753044
2006-11-17,28.75,28.675671641791045,0.0025920354765338605
2006-11-20,28.31,28.435671641791046,-0.004419506715865662
2006-11-21,28.07,28.245671641791045,-0.006219418111875541
2006-11-22,27.88,28.395671641791044,-0.018160219920000387
2006-11-24,28.03,27.915671641791043,0.004095490148902758
2006-11-27,27.55,28.165671641791043,-0.021858936993270017
2006-11-28,27.8,28.445671641791044,-0.022698414364119013
2006-11-29,28.08,28.015671641791045,0.002296156202551858
2006-11-30,27.65,27.955671641791046,-0.010934154818662889
2006-12-01,27.59,28.345671641791046,-0.026659154573601018
2006-12-04,27.98,28.245671641791045,-0.009405747017109944
2006-12-05,27.88,28.355671641791044,-0.0167751851481448
2006-12-06,27.99,28.375671641791044,-0.01359163041705902
2006-12-07,28.01,28.255671641791047,-0.008694595722427922
2006-12-08,27.89,28.085671641791045,-0.00696695611508491
2006-12-11,27.72,28.435671641791046,-0.02516809347099247
2006-12-12,28.07,28.025671641791046,0.0015817054725943969
2006-12-13,27.66,27.935671641791046,-0.009868087129813241
2006-12-14,27.57,27.765671641791045,-0.007047250443476871
2006-12-15,27.4,27.675671641791045,-0.009960793196244433
2006-12-18,27.31,27.685671641791046,-0.01356917204869168
2006-12-19,27.32,27.435671641791046,-0.00421610388479976
2006-12-20,27.07,27.475671641791045,-0.014764757967700048
2006-12-21,27.11,27.245671641791045,-0.004979566794123147
2006-12-22,26.88,27.515671641791045,-0.023102167014727004
2006-12-26,27.15,27.835671641791045,-0.02463283985436926
2006-12-27,27.47,27.565671641791045,-0.0034706805999242807
2006-12-28,27.2,27.475671641791045,-0.010033299472532065
2006-12-29,27.11,27.548045112781956,-0.015901132402992513
2007-01-03,27.33,27.808045112781954,-0.017190892450121287
2007-01-04,27.59,27.738045112781954,-0.005337258346073348
2007-01-05,27.52,27.698045112781955,-0.0064280750521195085
2007-01-08,27.48,27.868045112781957,-0.01392437507588129
2007-01-09,27.65,27.968045112781954,-0.011371731971234644
2007-01-10,27.75,28.208045112781956,-0.01623810196525821
2007-01-11,27.99,28.128045112781955,-0.004907739312435377
2007-01-12,27.91,28.508045112781954,-0.02097811724430776
2007-01-16,28.29,28.728045112781956,-0.01524799585430403
2007-01-17,28.51,28.388045112781956,0.004295994554522231
2007-01-18,28.17,28.428045112781955,-0.009077131816775164
2007-01-19,28.21,28.548045112781956,-0.011841270092101674
2007-01-22,28.33,28.748045112781956,-0.014541688352787685
2007-01-23,28.53,28.698045112781955,-0.0058556292639984076
2007-01-24,28.48,28.508045112781954,-0.0009837613442451598
2007-01-25,28.29,28.558045112781954,-0.00938597553590892
2007-01-26,28.34,28.718045112781954,-0.013164026705066112
2007-01-29,28.5,29.078045112781954,-0.019879091271093108
2007-01-30,28.86,29.048045112781956,-0.006473589257103285
2007-01-31,28.83,29.048045112781956,-0.007506360993842276
2007-02-01,28.83,29.528045112781953,-0.0236400720100427
2007-02-02,29.31,29.418045112781954,-0.0036727495782855613
2007-02-05,29.2,29.498045112781956,-0.01010389372049636
2007-02-06,29.28,29.768045112781955,-0.0163949332558756
2007-02-07,29.55,29.198045112781955,0.01205405655955949
2007-02-08,28.98,28.918045112781954,0.002142429994020034
2007-02-09,28.7,28.808045112781954,-0.0037505187304089915
2007-02-12,28.59,29.128045112781955,-0.018471720662978863
2007-02-13,28.91,29.278045112781953,-0.012570686033312906
2007-02-14,29.06,29.178045112781955,-0.0040456827154004005
2007-02-15,28.96,29.368045112781957,-0.013894187073567266
2007-02-16,29.15,29.188045112781953,-0.0013034484712816097
2007-02-20,28.97,29.218045112781954,-0.008489449305198127
2007-02-21,29.0,28.798045112781956,0.007012798487783689
2007-02-22,28.58,28.938045112781953,-0.012372816179756607
2007-02-23,28.72,28.958045112781956,-0.008220344704031324
2007-02-26,28.74,28.098045112781953,0.02284695909061707
2007-02-27,27.88,28.278045112781953,-0.014076118458486886
2007-02-28,28.06,28.088045112781955,-0.000998471508762755
2007-03-01,27.87,27.928045112781955,-0.002078380801361135
2007-03-02,27.71,27.648045112781954,0.002240841512132885
2007-03-05,27.43,27.808045112781954,-0.013594810827179837
2007-03-06,27.59,27.828045112781954,-0.008554144274856568
2007-03-07,27.61,27.548045112781956,0.0022489758153219075
2007-03-08,27.33,27.588045112781955,-0.00935351206390489
2007-03-09,27.37,27.548045112781956,-0.006463076129468948
2007-03-12,27.33,26.918045112781954,0.01530404178654221
2007-03-13,26.7,26.828045112781954,-0.004772808165621756
2007-03-14,26.61,27.148045112781954,-0.01981892657636075
2007-03-15,26.93,27.208045112781956,-0.010219224190103016
2007-03-16,26.99,27.618045112781957,-0.022740389850811393
2007-03-19,27.4,27.368045112781957,0.001167598456022656
2007-03-20,27.15,27.898045112781954,-0.026813531548819047
2007-03-21,27.68,28.068045112781956,-0.013825156373474812
2007-03-22,27.85,28.498045112781956,-0.022739984803073154
2007-03-23,28.28,28.358045112781955,-0.0027521330356716778
2007-03-26,28.14,27.828045112781954,0.011210089891465547
2007-03-27,27.61,28.078045112781954,-0.01666943374803853
2007-03-28,27.86,27.898045112781954,-0.00136371966667026
2007-03-29,27.68,28.038045112781955,-0.012769974202614054
2007-03-30,27.82,27.973626943005183,-0.0054918492806881325
2007-04-02,27.87,28.223626943005183,-0.012529464895468467
2007-04-03,28.12,27.993626943005182,0.004514350971816405
2007-04-04,27.89,27.96362694300518,-0.0026329539853769957
2007-04-05,27.86,27.59362694300518,0.009653426769341111
2007-04-09,27.49,27.293626943005183,0.007194831870637186
2007-04-10,27.19,27.35362694300518,-0.0059819103092294545
2007-04-11,27.25,27.563626943005183,-0.011378290079664954
2007-04-12,27.46,27.60362694300518,-0.005203190990145434
2007-04-13,27.5,28.32362694300518,-0.029079148114136033
2007-04-16,28.22,28.55362694300518,-0.011684222942014433
2007-04-17,28.45,28.19362694300518,0.009093298195123722
2007-04-18,28.09,27.723626943005183,0.013215192144520493
2007-04-19,27.62,27.73362694300518,-0.004097081973399752
2007-04-20,27.63,27.69362694300518,-0.0022975301550833827
2007-04-23,27.59,27.793626943005183,-0.0073263897303776915
2007-04-24,27.69,27.98362694300518,-0.010492812229208726
2007-04-25,27.88,27.94362694300518,-0.002276975109027801
2007-04-26,27.84,28.66362694300518,-0.02873421931714648
2007-04-27,28.56,28.03362694300518,0.018776487896659866
2007-04-30,27.93,27.96362694300518,-0.001202524374742886
2007-05-01,27.86,28.53362694300518,-0.023608177970179778
2007-05-02,28.43,28.64362694300518,-0.007458096819591087
2007-05-03,28.54,28.68362694300518,-0.0050072797031759375
2007-05-04,28.58,28.973626943005183,-0.013585697910016514
2007-05-07,28.87,28.883626943005183,-0.0004717878067069803
2007-05-08,28.78,28.82362694300518,-0.0015135826969814303
2007-05-09,28.72,28.71362694300518,0.00022195235061972518
2007-05-10,28.61,28.75362694300518,-0.004995089603474168
2007-05-11,28.65,28.723626943005183,-0.0025632885133649586
2007-05-14,28.62,28.473626943005183,0.005140653745580481
2007-05-15,28.37,29.16362694300518,-0.027212902721467924
2007-05-16,29.06,28.813626943005183,0.008550574264120092
2007-05-17,28.71,29.12362694300518,-0.014202453005411897
2007-05-18,29.02,29.423626943005182,-0.013717783459769373
2007-05-21,29.32,29.44362694300518,-0.004198767469934639
2007-05-22,29.34,29.383626943005183,-0.001484736485724003
2007-05-23,29.28,28.80362694300518,0.01653864834235752
2007-05-24,28.7,29.513626943005182,-0.02756783991938394
2007-05-25,29.41,30.18362694300518,-0.025630681974237124
2007-05-29,30.08,30.53362694300518,-0.01485663474738641
2007-05-30,30.43,30.383626943005183,0.0015262515262515208
2007-05-31,30.28,30.53362694300518,-0.008306479393313082
2007-06-01,30.43,31.10362694300518,-0.021657504581042875
2007-06-04,31.0,30.793626943005183,0.006701810649871964
2007-06-05,30.69,30.75362694300518,-0.0020689248498427792
2007-06-06,30.65,30.223626943005183,0.014107276330496576
2007-06-07,30.12,30.313626943005183,-0.006387455495485028
2007-06-08,30.21,30.383626943005183,-0.005714490351361845
2007-06-11,30.28,30.12362694300518,0.005191043471979073
2007-06-12,30.02,30.69362694300518,-0.021946801668503935
2007-06-13,30.59,30.59362694300518,-0.0001185522400445338
2007-06-14,30.49,30.60362694300518,-0.0037128587149750647
2007-06-15,30.5,30.82362694300518,-0.010499314165837381
2007-06-18,30.72,31.013626943005182,-0.009467675081821003
2007-06-19,30.91,30.813626943005183,0.003127611597721902
2007-06-20,30.71,30.85362694300518,-0.004655107267307557
2007-06-21,30.75,30.493626943005182,0.00840743075508854
2007-06-22,30.39,30.39362694300518,-0.00011933235253502872
2007-06-25,30.29,30.10362694300518,0.006191049913941482
2007-06-26,30.0,30.23362694300518,-0.007727387238243066
2007-06-27,30.13,30.50362694300518,-0.012248607147710255
2007-06-28,30.4,30.743626943005182,-0.011177176448381454
2007-06-29,30.64,31.359533678756478,-0.022944654921444263
2007-07-02,31.23,31.589533678756478,-0.01138141773198309
2007-07-03,31.46,31.559533678756477,-0.003153838702739553
2007-07-05,31.43,31.309533678756477,0.003847592317392401
2007-07-06,31.18,30.949533678756477,0.007446519990758738
2007-07-09,30.82,30.619533678756476,0.006547007650302916
2007-07-10,30.49,31.089533678756478,-0.01928410007532988
2007-07-11,30.96,31.389533678756475,-0.01368397769627172
2007-07-12,31.26,32.35953367875647,-0.033978662661578896
2007-07-13,32.23,31.869533678756476,0.01131068703034721
2007-07-16,31.74,31.859533678756478,-0.0037518966837918333
2007-07-17,31.73,31.06953367875648,0.02125768375130499
2007-07-18,30.94,31.299533678756475,-0.011486870138276095
2007-07-19,31.17,30.649533678756477,0.01698121500635641
2007-07-20,30.52,30.949533678756477,-0.013878518597884582
2007-07-23,30.82,30.589533678756478,0.007534156083051746
2007-07-24,30.46,30.509533678756476,-0.0016235475533001864
2007-07-25,30.38,29.809533678756477,0.019137042779372893
2007-07-26,29.68,31.419533678756476,-0.055364719812268204
2007-07-27,31.29,32.009533678756476,-0.022478730430053218
2007-07-30,31.88,32.079533678756476,-0.006219968181414459
2007-07-31,31.95,32.969533678756484,-0.030923509221891354
2007-08-01,32.84,32.92953367875647,-0.002718947666551008
2007-08-02,32.8,31.879533678756477,0.028873268050871426
2007-08-03,31.75,32.049533678756475,-0.009345960592088587
2007-08-06,31.92,31.759533678756476,0.0050525402188401625
2007-08-07,31.63,30.40953367875648,0.04013433202022809
2007-08-08,30.28,28.40953367875648,0.06583938836849623
2007-08-09,28.28,30.109533678756478,-0.060762604239443574
2007-08-10,29.98,30.949533678756477,-0.03132627744313832
2007-08-13,30.82,30.279533678756476,0.01784922868949934
2007-08-14,30.15,29.519533678756478,0.021357597586212362
2007-08-15,29.39,28.929533678756478,0.015916824873732915
2007-08-16,28.8,29.939533678756476,-0.03806116992279773
2007-08-17,29.81,30.109533678756478,-0.009948134101054218
2007-08-20,29.98,30.099533678756476,-0.003971280087998186
2007-08-21,29.97,30.469533678756477,-0.016394529828487547
2007-08-22,30.34,30.639533678756475,-0.009776052138944724
2007-08-23,30.51,30.479533678756475,0.0009995665145219323
2007-08-24,30.35,30.389533678756475,-0.001300897841157389
2007-08-27,30.26,29.949533678756477,0.010366315702061923
2007-08-28,29.82,30.779533678756476,-0.031174405979344955
2007-08-29,30.65,30.749533678756478,-0.003236916689414504
2007-08-30,30.62,31.219533678756477,-0.019203799932618226
2007-08-31,31.09,31.449533678756477,-0.011432082981864267
2007-09-04,31.32,31.40953367875648,-0.0028505255656512407
2007-09-05,31.28,31.709533678756475,-0.013545884436775402
2007-09-06,31.58,31.429533678756478,0.004787418190210779
2007-09-07,31.3,31.459533678756475,-0.005071075763090627
2007-09-10,31.33,31.329533678756476,1.4884397843362152e-05
2007-09-11,31.2,31.529533678756476,-0.010451587458095046
2007-09-12,31.4,31.349533678756476,0.0016097949577387194
2007-09-13,31.22,31.349533678756476,-0.004131917242655936
2007-09-14,31.22,31.499533678756478,-0.00887421641244801
2007-09-17,31.37,32.03953367875648,-0.020897110596850066
2007-09-18,31.91,32.67953367875647,-0.023547878201723216
2007-09-19,32.55,32.449533678756474,0.003096079045021627
2007-09-20,32.32,32.479533678756475,-0.0049118217131552955
2007-09-21,32.35,32.28953367875647,0.0018726291263633232
2007-09-24,32.16,32.34953367875648,-0.005858930785173855
2007-09-25,32.22,32.95953367875648,-0.022437625664380456
2007-09-26,32.83,32.839533678756474,-0.0002903110272434173
2007-09-27,32.71,32.839533678756474,-0.003944443304938483
2007-09-28,32.71,33.605183246073295,-0.02663824921049629
2007-10-01,33.49,33.5051832460733,-0.00045316111127602365
2007-10-02,33.39,33.3751832460733,0.0004439452457072335
2007-10-03,33.26,33.2551832460733,0.0001448422007197525
2007-10-04,33.14,33.6451832460733,-0.015015024361095142
2007-10-05,33.53,33.635183246073304,-0.0031271792189679903
2007-10-08,33.52,33.785183246073295,-0.007849098942037336
2007-10-09,33.67,33.285183246073295,0.011561202805518755
2007-10-10,33.17,33.5851832460733,-0.012362095601245238
2007-10-11,33.47,33.8151832460733,-0.010207936581665189
2007-10-12,33.7,34.0751832460733,-0.011010454246538348
2007-10-15,33.96,33.355183246073295,0.018132616734998885
2007-10-16,33.24,33.5551832460733,-0.009392982412342543
2007-10-17,33.44,33.355183246073295,0.0025428357955936676
2007-10-18,33.24,32.98518324607329,0.007725188367933233
2007-10-19,32.87,33.2651832460733,-0.011879785635028783
2007-10-22,33.15,33.98518324607329,-0.02457492254863125
2007-10-23,33.87,34.135183246073304,-0.007768619379062813
2007-10-24,34.02,34.0151832460733,0.00014160599670609564
2007-10-25,33.9,33.5851832460733,0.00937367980457604
2007-10-26,33.47,33.91518324607329,-0.013126370063910375
2007-10-29,33.8,33.91518324607329,-0.0033962147642716545
2007-10-30,33.8,34.3051832460733,-0.014726149178378889
2007-10-31,34.19,34.2951832460733,-0.003066997639831648
2007-11-01,34.18,33.955183246073304,0.006620984852222733
2007-11-02,33.84,33.91518324607329,-0.0022168020006788636
2007-11-05,33.8,33.6251832460733,0.0051989829363119355
2007-11-06,33.51,33.4751832460733,0.0010400765746600982
2007-11-07,33.36,34.9651832460733,-0.045908046149123805
2007-11-08,34.85,32.9351832460733,0.0581389433791899
2007-11-09,32.82,33.3351832460733,-0.015454639690153371
2007-11-12,33.22,33.8051832460733,-0.017310459221997365
2007-11-13,33.69,33.855183246073295,-0.004879112450010381
2007-11-14,33.74,33.535183246073295,0.006107518555178659
2007-11-15,33.42,34.0651832460733,-0.018939667560651463
2007-11-16,33.95,33.1251832460733,0.024899990674752903
2007-11-19,33.01,32.9451832460733,0.001967412153775827
2007-11-20,32.83,32.2951832460733,0.01656026379697728
2007-11-21,32.18,32.635183246073304,-0.013947623417376431
2007-11-23,32.52,32.035183246073295,0.015133884211077087
2007-11-26,31.92,32.035183246073295,-0.0035955232466919895
