date,TXT,dcf,Deviation
2001-04-20,27.4,,
2001-04-23,27.07,,
2001-04-24,26.66,,
2001-04-25,26.78,,
2001-04-26,26.48,,
2001-04-27,27.01,,
2001-04-30,26.51,,
2001-05-01,26.98,,
2001-05-02,26.9,,
2001-05-03,27.18,,
2001-05-04,27.53,,
2001-05-07,27.17,,
2001-05-08,27.6,,
2001-05-09,27.28,,
2001-05-10,27.7,,
2001-05-11,27.52,,
2001-05-14,27.53,,
2001-05-15,27.95,,
2001-05-16,28.79,,
2001-05-17,29.03,,
2001-05-18,28.83,,
2001-05-21,28.75,,
2001-05-22,28.74,,
2001-05-23,28.97,,
2001-05-24,28.86,,
2001-05-25,28.67,,
2001-05-29,28.64,,
2001-05-30,28.33,,
2001-05-31,28.81,,
2001-06-01,28.85,,
2001-06-04,29.08,,
2001-06-05,29.95,,
2001-06-06,29.83,,
2001-06-07,29.95,,
2001-06-08,29.64,,
2001-06-11,29.39,,
2001-06-12,29.65,,
2001-06-13,29.3,,
2001-06-14,28.66,,
2001-06-15,28.5,,
2001-06-18,29.01,,
2001-06-19,28.5,,
2001-06-20,28.41,,
2001-06-21,29.24,,
2001-06-22,28.38,,
2001-06-25,28.17,,
2001-06-26,28.17,,
2001-06-27,28.25,,
2001-06-28,28.15,,
2001-06-29,27.52,,
2001-07-02,27.75,,
2001-07-03,27.97,,
2001-07-05,27.92,,
2001-07-06,27.44,,
2001-07-09,27.25,,
2001-07-10,26.99,,
2001-07-11,27.03,,
2001-07-12,27.73,,
2001-07-13,27.4,,
2001-07-16,26.75,,
2001-07-17,27.9,,
2001-07-18,27.5,,
2001-07-19,27.64,,
2001-07-20,27.49,,
2001-07-23,27.0,,
2001-07-24,26.76,,
2001-07-25,27.18,,
2001-07-26,27.13,,
2001-07-27,27.25,,
2001-07-30,27.43,,
2001-07-31,28.16,,
2001-08-01,28.08,,
2001-08-02,27.92,,
2001-08-03,28.2,,
2001-08-06,27.5,,
2001-08-07,28.45,,
2001-08-08,27.64,,
2001-08-09,27.54,,
2001-08-10,27.98,,
2001-08-13,27.73,,
2001-08-14,28.01,,
2001-08-15,27.97,,
2001-08-16,28.18,,
2001-08-17,27.63,,
2001-08-20,27.7,,
2001-08-21,27.49,,
2001-08-22,27.45,,
2001-08-23,27.25,,
2001-08-24,27.7,,
2001-08-27,27.36,,
2001-08-28,26.65,,
2001-08-29,26.54,,
2001-08-30,26.08,,
2001-08-31,26.2,,
2001-09-04,26.5,,
2001-09-05,26.19,,
2001-09-06,25.64,,
2001-09-07,24.72,,
2001-09-10,24.5,,
2001-09-17,22.0,,
2001-09-18,22.12,,
2001-09-19,21.45,,
2001-09-20,20.2,,
2001-09-21,19.25,,
2001-09-24,21.18,,
2001-09-25,21.5,,
2001-09-26,16.4,,
2001-09-27,16.4,,
2001-09-28,16.81,,
2001-10-01,16.99,,
2001-10-02,17.55,,
2001-10-03,17.89,,
2001-10-04,17.73,,
2001-10-05,17.64,,
2001-10-08,17.57,,
2001-10-09,17.07,,
2001-10-10,17.92,,
2001-10-11,18.53,,
2001-10-12,18.43,,
2001-10-15,18.58,,
2001-10-16,18.95,,
2001-10-17,17.94,,
2001-10-18,17.59,,
2001-10-19,17.25,,
2001-10-22,17.55,,
2001-10-23,17.44,,
2001-10-24,17.15,,
2001-10-25,16.93,,
2001-10-26,17.0,,
2001-10-29,16.58,,
2001-10-30,16.19,,
2001-10-31,15.83,,
2001-11-01,16.53,,
2001-11-02,16.95,,
2001-11-05,17.4,,
2001-11-06,17.89,,
2001-11-07,18.05,,
2001-11-08,18.86,,
2001-11-09,18.65,,
2001-11-12,18.58,,
2001-11-13,19.12,,
2001-11-14,19.4,,
2001-11-15,19.66,,
2001-11-16,19.8,,
2001-11-19,19.75,,
2001-11-20,19.67,,
2001-11-21,19.49,,
2001-11-23,19.76,,
2001-11-26,20.33,,
2001-11-27,20.17,,
2001-11-28,19.91,,
2001-11-29,19.88,,
2001-11-30,19.83,,
2001-12-03,19.6,,
2001-12-04,19.6,,
2001-12-05,19.98,,
2001-12-06,20.5,,
2001-12-07,20.33,,
2001-12-10,19.3,,
2001-12-11,19.33,,
2001-12-12,19.16,,
2001-12-13,18.91,,
2001-12-14,18.8,,
2001-12-17,18.95,,
2001-12-18,19.32,,
2001-12-19,19.48,,
2001-12-20,19.25,,
2001-12-21,19.49,,
2001-12-24,19.75,,
2001-12-26,20.06,,
2001-12-27,20.63,,
2001-12-28,21.2,,
2001-12-31,20.73,,
2002-01-02,21.25,,
2002-01-03,20.98,,
2002-01-04,21.92,,
2002-01-07,21.83,,
2002-01-08,21.64,,
2002-01-09,21.86,,
2002-01-10,21.71,,
2002-01-11,20.63,,
2002-01-14,20.32,,
2002-01-15,20.34,,
2002-01-16,19.63,,
2002-01-17,19.49,,
2002-01-18,19.5,,
2002-01-22,19.53,,
2002-01-23,19.53,,
2002-01-24,20.06,,
2002-01-25,20.69,,
2002-01-28,21.62,,
2002-01-29,21.93,,
2002-01-30,22.13,,
2002-01-31,22.92,,
2002-02-01,22.25,,
2002-02-04,21.48,,
2002-02-05,21.54,,
2002-02-06,22.07,,
2002-02-07,21.68,,
2002-02-08,21.84,,
2002-02-11,21.9,,
2002-02-12,21.67,,
2002-02-13,22.0,,
2002-02-14,21.94,,
2002-02-15,21.98,,
2002-02-19,21.8,,
2002-02-20,21.77,,
2002-02-21,22.78,,
2002-02-22,23.2,,
2002-02-25,24.12,,
2002-02-26,24.56,,
2002-02-27,23.88,,
2002-02-28,23.76,,
2002-03-01,24.21,,
2002-03-04,24.87,,
2002-03-05,24.76,,
2002-03-06,25.42,,
2002-03-07,25.35,,
2002-03-08,24.66,,
2002-03-11,24.97,,
2002-03-12,25.0,,
2002-03-13,24.42,,
2002-03-14,24.46,,
2002-03-15,24.36,,
2002-03-18,24.72,,
2002-03-19,25.37,,
2002-03-20,25.34,,
2002-03-21,25.15,,
2002-03-22,25.31,,
2002-03-25,24.91,,
2002-03-26,24.92,,
2002-03-27,25.17,,
2002-03-28,25.55,,
2002-04-01,25.15,,
2002-04-02,25.46,,
2002-04-03,24.78,,
2002-04-04,25.18,,
2002-04-05,25.13,,
2002-04-08,25.25,,
2002-04-09,25.47,,
2002-04-10,26.5,,
2002-04-11,26.29,,
2002-04-12,26.58,,
2002-04-15,26.05,,
2002-04-16,26.38,,
2002-04-17,26.0,,
2002-04-18,25.41,,
2002-04-19,25.17,,
2002-04-22,24.82,,
2002-04-23,24.87,,
2002-04-24,24.79,,
2002-04-25,25.01,,
2002-04-26,24.7,,
2002-04-29,24.3,,
2002-04-30,24.59,,
2002-05-01,24.71,,
2002-05-02,24.73,,
2002-05-03,24.61,,
2002-05-06,23.9,,
2002-05-07,24.3,,
2002-05-08,24.53,,
2002-05-09,24.67,,
2002-05-10,24.54,,
2002-05-13,24.31,,
2002-05-14,24.59,,
2002-05-15,24.4,,
2002-05-16,24.23,,
2002-05-17,24.26,,
2002-05-20,23.66,,
2002-05-21,23.39,,
2002-05-22,23.28,,
2002-05-23,23.51,,
2002-05-24,23.54,,
2002-05-28,23.4,,
2002-05-29,23.05,,
2002-05-30,23.36,,
2002-05-31,23.46,,
2002-06-03,23.22,,
2002-06-04,23.24,,
2002-06-05,23.66,,
2002-06-06,23.14,,
2002-06-07,23.33,,
2002-06-10,23.33,,
2002-06-11,23.06,,
2002-06-12,23.29,,
2002-06-13,22.76,,
2002-06-14,22.58,,
2002-06-17,22.92,,
2002-06-18,23.46,,
2002-06-19,23.3,,
2002-06-20,23.34,,
2002-06-21,22.8,,
2002-06-24,23.18,,
2002-06-25,22.93,,
2002-06-26,22.3,,
2002-06-27,23.17,,
2002-06-28,23.45,,
2002-07-01,22.91,,
2002-07-02,21.95,,
2002-07-03,21.59,,
2002-07-05,22.43,,
2002-07-08,21.83,,
2002-07-09,21.25,,
2002-07-10,20.38,,
2002-07-11,20.17,,
2002-07-12,19.86,,
2002-07-15,19.57,,
2002-07-16,19.55,,
2002-07-17,19.34,,
2002-07-18,19.72,,
2002-07-19,18.22,,
2002-07-22,18.21,,
2002-07-23,18.16,,
2002-07-24,18.48,,
2002-07-25,18.86,,
2002-07-26,18.56,,
2002-07-29,20.01,,
2002-07-30,20.01,,
2002-07-31,19.7,,
2002-08-01,19.42,,
2002-08-02,18.5,,
2002-08-05,17.76,,
2002-08-06,18.71,,
2002-08-07,19.23,,
2002-08-08,20.0,,
2002-08-09,19.89,,
2002-08-12,20.03,,
2002-08-13,19.34,,
2002-08-14,19.49,,
2002-08-15,19.83,,
2002-08-16,19.38,,
2002-08-19,19.98,,
2002-08-20,19.42,,
2002-08-21,19.71,,
2002-08-22,20.34,,
2002-08-23,19.89,,
2002-08-26,20.02,,
2002-08-27,20.02,,
2002-08-28,19.62,,
2002-08-29,19.38,,
2002-08-30,19.42,,
2002-09-03,18.63,,
2002-09-04,18.88,,
2002-09-05,18.39,,
2002-09-06,18.8,,
2002-09-09,19.09,,
2002-09-10,19.07,,
2002-09-11,19.02,,
2002-09-12,18.37,,
2002-09-13,18.15,,
2002-09-16,17.81,,
2002-09-17,17.82,,
2002-09-18,18.01,,
2002-09-19,17.67,,
2002-09-20,17.97,,
2002-09-23,17.5,,
2002-09-24,17.21,,
2002-09-25,17.98,,
2002-09-26,18.71,,
2002-09-27,17.42,,
2002-09-30,17.05,,
2002-10-01,18.39,,
2002-10-02,18.08,,
2002-10-03,17.5,,
2002-10-04,16.93,,
2002-10-07,16.55,,
2002-10-08,17.15,,
2002-10-09,16.25,,
2002-10-10,17.19,,
2002-10-11,18.09,,
2002-10-14,17.43,,
2002-10-15,19.24,,
2002-10-16,18.08,,
2002-10-17,19.39,,
2002-10-18,19.85,,
2002-10-21,20.7,,
2002-10-22,20.08,,
2002-10-23,20.74,,
2002-10-24,20.23,,
2002-10-25,20.41,,
2002-10-28,20.0,,
2002-10-29,20.01,,
2002-10-30,20.14,,
2002-10-31,20.5,,
2002-11-01,20.75,,
2002-11-04,20.56,,
2002-11-05,21.16,,
2002-11-06,22.46,,
2002-11-07,21.45,,
2002-11-08,21.42,,
2002-11-11,20.7,,
2002-11-12,21.2,,
2002-11-13,21.13,,
2002-11-14,21.3,,
2002-11-15,21.29,,
2002-11-18,20.76,,
2002-11-19,20.72,,
2002-11-20,21.09,,
2002-11-21,21.56,,
2002-11-22,21.71,,
2002-11-25,21.54,,
2002-11-26,20.97,,
2002-11-27,21.57,,
2002-11-29,21.55,,
2002-12-02,21.25,,
2002-12-03,21.04,,
2002-12-04,21.07,,
2002-12-05,20.84,,
2002-12-06,21.09,,
2002-12-09,20.52,,
2002-12-10,20.88,,
2002-12-11,21.09,,
2002-12-12,20.88,,
2002-12-13,20.41,,
2002-12-16,20.91,,
2002-12-17,21.19,,
2002-12-18,21.12,,
2002-12-19,21.11,,
2002-12-20,21.29,,
2002-12-23,21.32,,
2002-12-24,21.15,,
2002-12-26,21.33,,
2002-12-27,21.08,,
2002-12-30,21.46,,
2002-12-31,21.5,,
2003-01-02,22.45,,
2003-01-03,22.01,,
2003-01-06,22.73,,
2003-01-07,22.42,,
2003-01-08,21.75,,
2003-01-09,21.95,,
2003-01-10,22.09,,
2003-01-13,22.13,,
2003-01-14,22.32,,
2003-01-15,22.03,,
2003-01-16,21.92,,
2003-01-17,21.58,,
2003-01-21,21.0,,
2003-01-22,20.14,,
2003-01-23,19.78,,
2003-01-24,19.53,,
2003-01-27,18.99,,
2003-01-28,19.38,,
2003-01-29,19.18,,
2003-01-30,18.93,,
2003-01-31,19.28,,
2003-02-03,19.36,,
2003-02-04,19.37,,
2003-02-05,19.21,,
2003-02-06,19.24,,
2003-02-07,19.15,,
2003-02-10,19.2,,
2003-02-11,19.05,,
2003-02-12,18.95,,
2003-02-13,18.6,,
2003-02-14,18.69,,
2003-02-18,19.05,,
2003-02-19,18.88,,
2003-02-20,18.4,,
2003-02-21,18.7,,
2003-02-24,18.0,,
2003-02-25,18.17,,
2003-02-26,17.81,,
2003-02-27,18.11,,
2003-02-28,18.07,,
2003-03-03,18.06,,
2003-03-04,17.71,,
2003-03-05,17.55,,
2003-03-06,17.05,,
2003-03-07,17.01,,
2003-03-10,16.46,,
2003-03-11,16.23,,
2003-03-12,15.55,,
2003-03-13,16.58,,
2003-03-14,16.47,,
2003-03-17,17.37,,
2003-03-18,17.19,,
2003-03-19,16.7,,
2003-03-20,14.08,,
2003-03-21,14.28,,
2003-03-24,13.43,,
2003-03-25,14.23,,
2003-03-26,14.25,,
2003-03-27,14.29,,
2003-03-28,14.14,,
2003-03-31,13.73,,
2003-04-01,13.97,,
2003-04-02,14.7,,
2003-04-03,14.87,,
2003-04-04,14.87,,
2003-04-07,14.9,,
2003-04-08,14.65,,
2003-04-09,14.47,,
2003-04-10,14.31,,
2003-04-11,14.32,,
2003-04-14,14.63,,
2003-04-15,14.8,,
2003-04-16,14.43,,
2003-04-17,14.68,,
2003-04-21,14.69,,
2003-04-22,14.98,,
2003-04-23,14.92,,
2003-04-24,14.71,,
2003-04-25,14.5,,
2003-04-28,14.8,,
2003-04-29,14.83,,
2003-04-30,14.75,,
2003-05-01,14.84,,
2003-05-02,15.32,,
2003-05-05,15.44,,
2003-05-06,15.74,,
2003-05-07,15.67,,
2003-05-08,15.51,,
2003-05-09,15.85,,
2003-05-12,16.38,,
2003-05-13,16.25,,
2003-05-14,16.15,,
2003-05-15,16.34,,
2003-05-16,16.4,,
2003-05-19,15.91,,
2003-05-20,15.9,,
2003-05-21,16.01,,
2003-05-22,16.16,,
2003-05-23,17.0,,
2003-05-27,17.45,,
2003-05-28,17.17,,
2003-05-29,17.16,,
2003-05-30,17.42,,
2003-06-02,18.13,,
2003-06-03,18.27,,
2003-06-04,18.18,,
2003-06-05,18.12,,
2003-06-06,18.09,,
2003-06-09,17.95,,
2003-06-10,18.14,,
2003-06-11,18.66,,
2003-06-12,19.0,,
2003-06-13,18.76,,
2003-06-16,18.95,,
2003-06-17,19.07,,
2003-06-18,19.31,,
2003-06-19,19.18,,
2003-06-20,19.34,,
2003-06-23,19.2,,
2003-06-24,19.15,,
2003-06-25,19.15,,
2003-06-26,19.27,,
2003-06-27,19.18,,
2003-06-30,19.51,,
2003-07-01,19.42,,
2003-07-02,19.5,,
2003-07-03,19.36,,
2003-07-07,19.44,,
2003-07-08,19.8,,
2003-07-09,19.66,,
2003-07-10,19.37,,
2003-07-11,19.38,,
2003-07-14,19.14,,
2003-07-15,19.04,,
2003-07-16,19.55,,
2003-07-17,20.71,,
2003-07-18,20.78,,
2003-07-21,20.91,,
2003-07-22,21.56,,
2003-07-23,21.68,,
2003-07-24,21.31,,
2003-07-25,21.8,,
2003-07-28,21.89,,
2003-07-29,21.65,,
2003-07-30,21.51,,
2003-07-31,21.71,,
2003-08-01,21.58,,
2003-08-04,21.5,,
2003-08-05,21.03,,
2003-08-06,20.83,,
2003-08-07,20.58,,
2003-08-08,20.69,,
2003-08-11,20.9,,
2003-08-12,20.92,,
2003-08-13,21.11,,
2003-08-14,21.4,,
2003-08-15,21.3,,
2003-08-18,21.79,,
2003-08-19,22.16,,
2003-08-20,22.17,,
2003-08-21,22.41,,
2003-08-22,22.32,,
2003-08-25,22.24,,
2003-08-26,22.16,,
2003-08-27,21.97,,
2003-08-28,22.25,,
2003-08-29,22.5,,
2003-09-02,22.72,,
2003-09-03,22.76,,
2003-09-04,22.5,,
2003-09-05,21.91,,
2003-09-08,22.3,,
2003-09-09,21.95,,
2003-09-10,20.81,,
2003-09-11,21.05,,
2003-09-12,21.12,,
2003-09-15,21.03,,
2003-09-16,21.49,,
2003-09-17,21.6,,
2003-09-18,21.89,,
2003-09-19,21.85,,
2003-09-22,20.83,,
2003-09-23,21.05,,
2003-09-24,20.56,,
2003-09-25,20.34,,
2003-09-26,20.05,,
2003-09-29,20.01,,
2003-09-30,19.73,,
2003-10-01,20.5,,
2003-10-02,20.25,,
2003-10-03,20.4,,
2003-10-06,20.76,,
2003-10-07,20.86,,
2003-10-08,21.95,,
2003-10-09,21.34,,
2003-10-10,22.02,,
2003-10-13,22.57,,
2003-10-14,22.87,,
2003-10-15,23.25,,
2003-10-16,23.58,,
2003-10-17,23.47,,
2003-10-20,23.56,,
2003-10-21,23.58,,
2003-10-22,23.43,,
2003-10-23,23.58,,
2003-10-24,23.55,,
2003-10-27,23.88,,
2003-10-28,24.39,,
2003-10-29,24.61,,
2003-10-30,25.0,,
2003-10-31,24.84,,
2003-11-03,25.29,,
2003-11-04,25.24,,
2003-11-05,25.04,,
2003-11-06,25.26,,
2003-11-07,25.06,,
2003-11-10,24.85,,
2003-11-11,24.5,,
2003-11-12,25.07,,
2003-11-13,24.8,,
2003-11-14,24.65,,
2003-11-17,24.33,,
2003-11-18,23.99,,
2003-11-19,24.53,,
2003-11-20,24.54,,
2003-11-21,24.57,,
2003-11-24,24.65,,
2003-11-25,24.87,,
2003-11-26,24.88,,
2003-11-28,24.92,,
2003-12-01,25.33,,
2003-12-02,25.29,,
2003-12-03,25.55,,
2003-12-04,25.88,,
2003-12-05,25.58,,
2003-12-08,26.98,,
2003-12-09,26.71,,
2003-12-10,26.2,,
2003-12-11,26.96,,
2003-12-12,27.05,,
2003-12-15,26.97,,
2003-12-16,26.93,,
2003-12-17,28.2,,
2003-12-18,28.57,,
2003-12-19,28.49,,
2003-12-22,28.45,,
2003-12-23,28.45,,
2003-12-24,28.24,,
2003-12-26,28.38,,
2003-12-29,28.85,,
2003-12-30,28.63,,
2003-12-31,28.53,,
2004-01-02,28.59,,
2004-01-05,28.56,,
2004-01-06,28.25,,
2004-01-07,28.49,,
2004-01-08,29.14,,
2004-01-09,29.0,,
2004-01-12,28.67,,
2004-01-13,28.96,,
2004-01-14,28.83,,
2004-01-15,28.84,,
2004-01-16,28.95,,
2004-01-20,28.47,,
2004-01-21,28.92,,
2004-01-22,28.82,,
2004-01-23,28.25,,
2004-01-26,28.26,,
2004-01-27,27.75,,
2004-01-28,27.29,,
2004-01-29,26.81,,
2004-01-30,26.64,,
2004-02-02,26.91,,
2004-02-03,26.72,,
2004-02-04,26.73,,
2004-02-05,27.19,,
2004-02-06,27.75,,
2004-02-09,27.55,,
2004-02-10,27.41,,
2004-02-11,28.12,,
2004-02-12,28.52,,
2004-02-13,27.95,,
2004-02-17,28.26,,
2004-02-18,27.99,,
2004-02-19,27.91,,
2004-02-20,27.72,,
2004-02-23,27.34,,
2004-02-24,27.15,,
2004-02-25,27.36,,
2004-02-26,27.29,,
2004-02-27,27.67,,
2004-03-01,28.21,,
2004-03-02,28.0,,
2004-03-03,28.07,,
2004-03-04,28.19,,
2004-03-05,28.1,,
2004-03-08,27.81,,
2004-03-09,27.56,,
2004-03-10,26.7,,
2004-03-11,26.01,,
2004-03-12,26.79,,
2004-03-15,25.9,,
2004-03-16,26.03,,
2004-03-17,26.69,,
2004-03-18,27.07,,
2004-03-19,26.56,,
2004-03-22,26.05,,
2004-03-23,25.82,,
2004-03-24,25.42,,
2004-03-25,26.08,,
2004-03-26,26.35,,
2004-03-29,26.83,,
2004-03-30,26.63,,
2004-03-31,26.58,,
2004-04-01,26.49,,
2004-04-02,26.92,,
2004-04-05,27.17,,
2004-04-06,27.07,,
2004-04-07,26.47,,
2004-04-08,26.29,,
2004-04-12,26.72,,
2004-04-13,26.23,,
2004-04-14,26.46,,
2004-04-15,26.33,,
2004-04-16,26.7,,
2004-04-19,26.58,,
2004-04-20,26.98,,
2004-04-21,27.45,,
2004-04-22,28.96,,
2004-04-23,28.75,,
2004-04-26,29.03,,
2004-04-27,28.98,,
2004-04-28,28.48,,
2004-04-29,28.07,,
2004-04-30,27.59,,
2004-05-03,27.8,,
2004-05-04,27.76,,
2004-05-05,27.67,,
2004-05-06,27.42,,
2004-05-07,26.94,,
2004-05-10,26.62,,
2004-05-11,26.7,,
2004-05-12,26.71,,
2004-05-13,26.72,,
2004-05-14,26.72,,
2004-05-17,26.27,,
2004-05-18,26.5,,
2004-05-19,26.48,,
2004-05-20,26.32,,
2004-05-21,26.5,,
2004-05-24,26.5,,
2004-05-25,26.84,,
2004-05-26,27.26,,
2004-05-27,27.49,,
2004-05-28,27.33,,
2004-06-01,27.64,,
2004-06-02,28.08,,
2004-06-03,27.8,,
2004-06-04,27.92,,
2004-06-07,28.45,,
2004-06-08,28.65,,
2004-06-09,28.33,,
2004-06-10,28.4,,
2004-06-14,27.99,,
2004-06-15,28.16,,
2004-06-16,28.19,,
2004-06-17,28.64,,
2004-06-18,29.65,,
2004-06-21,29.59,,
2004-06-22,29.72,,
2004-06-23,29.62,,
2004-06-24,29.33,,
2004-06-25,29.4,,
2004-06-28,28.99,,
2004-06-29,29.55,,
2004-06-30,29.67,,
2004-07-01,29.22,,
2004-07-02,29.05,,
2004-07-06,28.83,,
2004-07-07,29.12,,
2004-07-08,28.69,,
2004-07-09,28.95,,
2004-07-12,29.07,,
2004-07-13,29.17,,
2004-07-14,28.83,,
2004-07-15,28.84,,
2004-07-16,28.95,,
2004-07-19,28.73,,
2004-07-20,28.92,,
2004-07-21,28.83,,
2004-07-22,29.34,,
2004-07-23,29.8,,
2004-07-26,30.36,,
2004-07-27,30.67,,
2004-07-28,30.46,,
2004-07-29,30.81,,
2004-07-30,30.65,,
2004-08-02,31.15,,
2004-08-03,31.25,,
2004-08-04,31.68,,
2004-08-05,31.01,,
2004-08-06,30.66,,
2004-08-09,30.48,,
2004-08-10,31.03,,
2004-08-11,31.2,,
2004-08-12,30.85,,
2004-08-13,30.9,,
2004-08-16,31.55,,
2004-08-17,31.47,,
2004-08-18,31.75,,
2004-08-19,31.43,,
2004-08-20,31.67,,
2004-08-23,31.85,,
2004-08-24,32.13,,
2004-08-25,32.66,,
2004-08-26,32.22,,
2004-08-27,32.22,,
2004-08-30,31.91,,
2004-08-31,31.75,,
2004-09-01,31.7,,
2004-09-02,32.08,,
2004-09-03,31.91,,
2004-09-07,32.08,,
2004-09-08,32.01,,
2004-09-09,31.95,,
2004-09-10,31.63,,
2004-09-13,31.63,,
2004-09-14,31.38,,
2004-09-15,31.5,,
2004-09-16,31.75,,
2004-09-17,31.63,,
2004-09-20,31.31,,
2004-09-21,31.57,,
2004-09-22,31.2,,
2004-09-23,30.65,,
2004-09-24,30.74,,
2004-09-27,30.64,,
2004-09-28,31.47,,
2004-09-29,31.7,,
2004-09-30,32.13,,
2004-10-01,32.74,,
2004-10-04,32.76,,
2004-10-05,32.37,,
2004-10-06,32.67,,
2004-10-07,32.28,,
2004-10-08,32.19,,
2004-10-11,32.52,,
2004-10-12,32.42,,
2004-10-13,31.83,,
2004-10-14,31.52,,
2004-10-15,31.55,,
2004-10-18,31.78,,
2004-10-19,32.42,,
2004-10-20,32.2,,
2004-10-21,33.51,,
2004-10-22,33.11,,
2004-10-25,33.63,,
2004-10-26,33.95,,
2004-10-27,34.4,,
2004-10-28,34.28,,
2004-10-29,34.08,,
2004-11-01,34.25,,
2004-11-02,34.17,,
2004-11-03,34.6,,
2004-11-04,35.22,,
2004-11-05,35.51,,
2004-11-08,35.37,,
2004-11-09,35.35,,
2004-11-10,35.4,,
2004-11-11,35.76,,
2004-11-12,35.75,,
2004-11-15,35.56,,
2004-11-16,35.45,,
2004-11-17,36.04,,
2004-11-18,36.13,,
2004-11-19,36.13,,
2004-11-22,36.29,,
2004-11-23,36.51,,
2004-11-24,36.64,,
2004-11-26,36.57,,
2004-11-29,36.5,,
2004-11-30,36.31,,
2004-12-01,37.31,,
2004-12-02,37.29,,
2004-12-03,36.87,,
2004-12-06,36.56,,
2004-12-07,35.95,,
2004-12-08,36.37,,
2004-12-09,36.39,,
2004-12-10,36.57,,
2004-12-13,36.8,,
2004-12-14,36.88,,
2004-12-15,36.85,,
2004-12-16,36.42,,
2004-12-17,36.18,,
2004-12-20,36.57,,
2004-12-21,36.74,,
2004-12-22,36.67,,
2004-12-23,36.79,,
2004-12-27,36.79,,
2004-12-28,36.83,,
2004-12-29,36.88,,
2004-12-30,36.75,,
2004-12-31,36.9,,
2005-01-03,36.16,,
2005-01-04,35.4,,
2005-01-05,35.5,,
2005-01-06,35.07,,
2005-01-07,35.01,,
2005-01-10,35.15,,
2005-01-11,35.12,,
2005-01-12,35.81,,
2005-01-13,35.69,,
2005-01-14,36.01,,
2005-01-18,36.09,,
2005-01-19,35.49,,
2005-01-20,35.13,,
2005-01-21,34.63,,
2005-01-24,34.31,,
2005-01-25,34.38,,
2005-01-26,35.04,,
2005-01-27,35.58,,
2005-01-28,35.33,,
2005-01-31,35.99,,
2005-02-01,36.15,,
2005-02-02,36.72,,
2005-02-03,36.58,,
2005-02-04,37.25,,
2005-02-07,37.21,,
2005-02-08,37.47,,
2005-02-09,37.13,,
2005-02-10,37.08,,
2005-02-11,37.47,,
2005-02-14,37.42,,
2005-02-15,37.74,,
2005-02-16,38.45,,
2005-02-17,38.28,,
2005-02-18,38.67,,
2005-02-22,38.25,,
2005-02-23,38.32,,
2005-02-24,38.76,,
2005-02-25,39.38,,
2005-02-28,38.67,,
2005-03-01,39.17,,
2005-03-02,39.67,,
2005-03-03,39.4,,
2005-03-04,39.9,,
2005-03-07,40.03,,
2005-03-08,39.76,,
2005-03-09,38.84,,
2005-03-10,38.85,,
2005-03-11,38.69,,
2005-03-14,38.97,,
2005-03-15,38.96,,
2005-03-16,38.95,,
2005-03-17,38.12,,
2005-03-18,37.72,,
2005-03-21,37.93,,
2005-03-22,37.99,,
2005-03-23,37.64,,
2005-03-24,37.88,,
2005-03-28,37.38,,
2005-03-29,35.9,,
2005-03-30,37.31,,
2005-03-31,37.31,,
2005-04-01,37.79,,
2005-04-04,37.73,,
2005-04-05,37.78,,
2005-04-06,37.99,,
2005-04-07,38.5,,
2005-04-08,38.44,,
2005-04-11,38.0,,
2005-04-12,38.22,,
2005-04-13,37.6,,
2005-04-14,36.89,,
2005-04-15,35.78,,
2005-04-18,35.66,,
2005-04-19,35.92,,
2005-04-20,35.56,,
2005-04-21,38.01,,
2005-04-22,37.38,,
2005-04-25,38.16,,
2005-04-26,37.76,,
2005-04-27,37.41,,
2005-04-28,37.09,,
2005-04-29,37.67,,
2005-05-02,37.65,,
2005-05-03,38.05,,
2005-05-04,38.63,,
2005-05-05,38.56,,
2005-05-06,38.95,,
2005-05-09,38.88,,
2005-05-10,38.53,,
2005-05-11,38.38,,
2005-05-12,37.71,,
2005-05-13,37.49,,
2005-05-16,37.83,,
2005-05-17,37.88,,
2005-05-18,38.88,,
2005-05-19,39.15,,
2005-05-20,39.06,,
2005-05-23,39.08,,
2005-05-24,38.93,,
2005-05-25,38.45,,
2005-05-26,38.9,,
2005-05-27,38.99,,
2005-05-31,38.65,,
2005-06-01,38.83,,
2005-06-02,39.0,,
2005-06-03,38.74,,
2005-06-06,38.62,,
2005-06-07,38.41,,
2005-06-08,38.31,,
2005-06-09,38.72,,
2005-06-10,38.64,,
2005-06-13,38.72,,
2005-06-14,38.23,,
2005-06-15,38.05,,
2005-06-16,37.97,,
2005-06-17,38.04,,
2005-06-20,38.19,,
2005-06-21,38.29,,
2005-06-22,38.44,,
2005-06-23,38.04,,
2005-06-24,37.4,,
2005-06-27,37.79,,
2005-06-28,38.1,,
2005-06-29,38.15,,
2005-06-30,37.92,,
2005-07-01,38.2,,
2005-07-05,38.31,,
2005-07-06,38.03,,
2005-07-07,37.7,,
2005-07-08,38.63,,
2005-07-11,38.54,,
2005-07-12,38.48,,
2005-07-13,38.6,,
2005-07-14,39.0,,
2005-07-15,38.5,,
2005-07-18,38.45,,
2005-07-19,38.81,,
2005-07-20,39.4,,
2005-07-21,38.5,,
2005-07-22,38.61,,
2005-07-25,37.95,,
2005-07-26,37.43,,
2005-07-27,37.54,,
2005-07-28,37.56,,
2005-07-29,37.08,,
2005-08-01,37.65,,
