date,EXPE,dcf,Deviation
2009-10-26,53.04,,
2009-10-27,50.48,,
2009-10-28,48.68,,
2009-10-29,48.6,,
2009-10-30,45.34,,
2009-11-02,46.14,,
2009-11-03,45.98,,
2009-11-04,44.86,,
2009-11-05,47.26,,
2009-11-06,46.96,,
2009-11-09,48.06,,
2009-11-10,48.84,,
2009-11-11,48.18,,
2009-11-12,47.14,,
2009-11-13,47.36,,
2009-11-16,47.84,,
2009-11-17,49.92,,
2009-11-18,50.8,,
2009-11-19,49.18,,
2009-11-20,49.9,,
2009-11-23,51.5,,
2009-11-24,51.14,,
2009-11-25,52.22,,
2009-11-27,50.42,,
2009-11-30,50.96,,
2009-12-01,51.54,,
2009-12-02,51.54,,
2009-12-03,52.0,,
2009-12-04,51.7,,
2009-12-07,50.34,,
2009-12-08,50.2,,
2009-12-09,50.6,,
2009-12-10,51.34,,
2009-12-11,51.32,,
2009-12-14,51.66,,
2009-12-15,50.94,,
2009-12-16,51.72,,
2009-12-17,50.28,,
2009-12-18,50.48,,
2009-12-21,52.28,,
2009-12-22,53.06,,
2009-12-23,54.18,,
2009-12-24,54.0,,
2009-12-28,54.16,,
2009-12-29,53.12,,
2009-12-30,52.92,,
2009-12-31,51.46,,
2010-01-04,51.64,,
2010-01-05,51.86,,
2010-01-06,49.2,,
2010-01-07,48.94,,
2010-01-08,48.48,,
2010-01-11,48.06,,
2010-01-12,46.56,,
2010-01-13,47.14,,
2010-01-14,46.12,,
2010-01-15,45.46,,
2010-01-19,45.5,,
2010-01-20,44.44,,
2010-01-21,44.46,,
2010-01-22,43.54,,
2010-01-25,43.46,,
2010-01-26,44.34,,
2010-01-27,44.24,,
2010-01-28,43.36,,
2010-01-29,42.82,,
2010-02-01,44.2,,
2010-02-02,44.14,,
2010-02-03,44.22,,
2010-02-04,42.8,,
2010-02-05,42.52,,
2010-02-08,42.84,,
2010-02-09,43.76,,
2010-02-10,44.48,,
2010-02-11,42.54,,
2010-02-12,42.7,,
2010-02-16,44.36,,
2010-02-17,43.76,,
2010-02-18,45.7,,
2010-02-19,45.18,,
2010-02-22,44.76,,
2010-02-23,44.84,,
2010-02-24,45.26,,
2010-02-25,44.8,,
2010-02-26,44.48,,
2010-03-01,46.26,,
2010-03-02,46.22,,
2010-03-03,45.74,,
2010-03-04,46.14,,
2010-03-05,46.46,,
2010-03-08,46.26,,
2010-03-09,45.9,,
2010-03-10,46.02,,
2010-03-11,45.8,,
2010-03-12,44.62,,
2010-03-15,45.26,,
2010-03-16,45.52,,
2010-03-17,45.8,,
2010-03-18,45.4,,
2010-03-19,45.38,,
2010-03-22,46.9,,
2010-03-23,45.82,,
2010-03-24,45.6,,
2010-03-25,45.76,,
2010-03-26,45.88,,
2010-03-29,48.7,,
2010-03-30,48.72,,
2010-03-31,49.9,,
2010-04-01,48.86,,
2010-04-05,50.08,,
2010-04-06,50.58,,
2010-04-07,49.88,,
2010-04-08,49.46,,
2010-04-09,49.14,,
2010-04-12,50.36,,
2010-04-13,50.1,,
2010-04-14,50.96,,
2010-04-15,50.76,,
2010-04-16,49.7,,
2010-04-19,49.42,,
2010-04-20,50.12,,
2010-04-21,49.26,,
2010-04-22,49.06,,
2010-04-23,48.36,,
2010-04-26,49.26,,
2010-04-27,47.36,,
2010-04-28,47.0,,
2010-04-29,49.02,,
2010-04-30,47.22,,
2010-05-03,48.32,,
2010-05-04,46.92,,
2010-05-05,47.1,,
2010-05-06,46.12,,
2010-05-07,44.0,,
2010-05-10,47.3,,
2010-05-11,46.36,,
2010-05-12,47.16,,
2010-05-13,47.0,,
2010-05-14,45.6,,
2010-05-17,46.22,,
2010-05-18,45.4,,
2010-05-19,45.28,,
2010-05-20,43.34,,
2010-05-21,43.56,,
2010-05-24,43.06,,
2010-05-25,43.22,,
2010-05-26,43.28,,
2010-05-27,44.08,,
2010-05-28,43.12,,
2010-06-01,42.0,,
2010-06-02,42.7,,
2010-06-03,42.66,,
2010-06-04,40.36,,
2010-06-07,39.76,,
2010-06-08,39.44,,
2010-06-09,39.6,,
2010-06-10,41.1,,
2010-06-11,41.1,,
2010-06-14,41.6,,
2010-06-15,43.0,,
2010-06-16,43.26,,
2010-06-17,41.76,,
2010-06-18,41.94,,
2010-06-21,40.88,,
2010-06-22,40.86,,
2010-06-23,40.42,,
2010-06-24,38.76,,
2010-06-25,39.12,,
2010-06-28,39.4,,
2010-06-29,37.86,,
2010-06-30,37.56,40.6880873148091,-0.07687968447881754
2010-07-01,37.96,39.3880873148091,-0.036256833275378875
2010-07-02,36.66,39.748087314809105,-0.07769146953792083
2010-07-06,37.02,41.0480873148091,-0.09813093808528972
2010-07-07,38.32,40.6880873148091,-0.05820099864825046
2010-07-08,37.96,40.4880873148091,-0.062440275213603735
2010-07-09,37.76,40.3680873148091,-0.06460765144679825
2010-07-12,37.64,42.1280873148091,-0.1065343242685367
2010-07-13,39.4,43.248087314809105,-0.08897705202078232
2010-07-14,40.52,44.0280873148091,-0.07967839460582538
2010-07-15,41.3,42.8080873148091,-0.03522902819083418
2010-07-16,40.08,43.4080873148091,-0.07666975258948328
2010-07-19,40.68,44.248087314809105,-0.08063822712659774
2010-07-20,41.52,43.9480873148091,-0.05524898722932381
2010-07-21,41.22,45.108087314809104,-0.08619490530986529
2010-07-22,42.38,46.6480873148091,-0.09149544087425288
2010-07-23,43.92,45.928087314809105,-0.04372242416813232
2010-07-26,43.2,45.9480873148091,-0.05980852469398412
2010-07-27,43.22,45.3280873148091,-0.04650730793400082
2010-07-28,42.6,44.8680873148091,-0.05055012260485858
2010-07-29,42.14,48.0880873148091,-0.12369149298598414
2010-07-30,45.36,48.2680873148091,-0.060248654475208
2010-08-02,45.54,48.4480873148091,-0.06002481162801632
2010-08-03,45.72,51.3680873148091,-0.10995323380827526
2010-08-04,48.64,51.2680873148091,-0.051261661053814245
2010-08-05,48.54,51.9480873148091,-0.06560563614509718
2010-08-06,49.22,51.788087314809104,-0.04958837925792148
2010-08-09,49.06,52.0880873148091,-0.05813397018224142
2010-08-10,49.36,49.8680873148091,-0.010188626477723783
2010-08-11,47.14,50.2680873148091,-0.06222809503809301
2010-08-12,47.54,50.0880873148091,-0.05087212252274864
2010-08-13,47.36,50.3680873148091,-0.05972208744016916
2010-08-16,47.64,51.3680873148091,-0.07257594178972515
2010-08-17,48.64,50.2080873148091,-0.03123176760303681
2010-08-18,47.48,49.7280873148091,-0.04520759667624741
2010-08-19,47.0,50.0080873148091,-0.06015201693023575
2010-08-20,47.28,49.8080873148091,-0.05075656286157848
2010-08-23,47.08,47.9480873148091,-0.018104732918949762
2010-08-24,45.22,48.7680873148091,-0.07275428482370838
2010-08-25,46.04,48.8680873148091,-0.057871864241186954
2010-08-26,46.14,49.5480873148091,-0.06878342837243046
2010-08-27,46.82,48.2080873148091,-0.028793660817625688
2010-08-30,45.48,48.4480873148091,-0.061263250611378606
2010-08-31,45.72,51.7080873148091,-0.11580562395109373
2010-09-01,48.98,53.4880873148091,-0.08428208113474567
2010-09-02,50.76,53.5480873148091,-0.05206698230728479
2010-09-03,50.82,52.0080873148091,-0.022844280113927584
2010-09-07,49.28,53.108087314809104,-0.07208106163035644
2010-09-08,50.38,53.8080873148091,-0.06370951813902548
2010-09-09,51.08,54.4480873148091,-0.06185868927471083
2010-09-10,51.72,55.7280873148091,-0.0719222120825238
2010-09-13,53.0,56.4080873148091,-0.060418416525787055
2010-09-14,53.68,56.0480873148091,-0.04225099246488295
2010-09-15,53.32,58.108087314809104,-0.08239967164757867
2010-09-16,55.38,60.248087314809105,-0.08080069479006546
2010-09-17,57.52,60.428087314809105,-0.048124761911774394
2010-09-20,57.7,60.0280873148091,-0.03878329993424179
2010-09-21,57.3,59.5280873148091,-0.03742917697029402
2010-09-22,56.8,59.3480873148091,-0.0429346155890904
2010-09-23,56.62,62.0080873148091,-0.08689329969902637
2010-09-24,59.28,61.3080873148091,-0.03308025749352006
2010-09-27,58.58,60.748087314809105,-0.0356898037558554
2010-09-28,58.02,59.5480873148091,-0.025661400453227956
2010-09-29,56.82,59.1880873148091,-0.040009525940815416
2010-09-30,56.46,58.70007575208784,-0.038161377534647656
2010-10-01,55.42,57.62007575208784,-0.03818245157388778
2010-10-04,54.34,59.88007575208784,-0.09251951809520997
2010-10-05,56.6,58.68007575208784,-0.035447734608860415
2010-10-06,55.4,59.80007575208784,-0.07357976886733664
2010-10-07,56.52,59.86007575208784,-0.055798054214312276
2010-10-08,56.58,60.28007575208784,-0.06138140514794699
2010-10-11,57.0,59.10007575208784,-0.035534231138674155
2010-10-12,55.82,59.86007575208784,-0.06749199197174294
2010-10-13,56.58,58.68007575208784,-0.03578856579804468
2010-10-14,55.4,58.92007575208784,-0.05974323194863007
2010-10-15,55.64,58.18007575208784,-0.04365885948501336
2010-10-18,54.9,56.98007575208784,-0.036505317422496186
2010-10-19,53.7,57.60007575208784,-0.06770955942616919
2010-10-20,54.32,59.06007575208784,-0.08025854507848773
2010-10-21,55.78,59.84007575208784,-0.0678487736029676
2010-10-22,56.56,60.46007575208784,-0.0645066302609314
2010-10-25,57.18,59.86007575208784,-0.044772341471591925
2010-10-26,56.58,61.28007575208784,-0.07669826928906343
2010-10-27,58.0,61.56007575208784,-0.05783091896158199
2010-10-28,58.28,61.18007575208784,-0.047402290965435245
2010-10-29,57.9,60.36007575208784,-0.040756671051771276
2010-11-01,57.08,60.66007575208784,-0.05901864954338809
2010-11-02,57.38,60.64007575208784,-0.05376107651012607
2010-11-03,57.36,57.62007575208784,-0.004513630860306872
2010-11-04,54.34,57.88007575208784,-0.06116225153627486
2010-11-05,54.6,59.32007575208784,-0.07956961774314164
2010-11-08,56.04,57.98007575208784,-0.033461076532277256
2010-11-09,54.7,58.20007575208784,-0.06013868035149894
2010-11-10,54.92,57.92007575208784,-0.051796820241204466
2010-11-11,54.64,56.60007575208784,-0.034630267292805494
2010-11-12,53.32,54.92007575208784,-0.029134623908944834
2010-11-15,51.64,54.28007575208784,-0.04863802630169123
2010-11-16,51.0,55.40007575208784,-0.07942364143648328
2010-11-17,52.12,56.18007575208784,-0.0722689618647756
2010-11-18,52.9,55.70007575208784,-0.05027059145396018
2010-11-19,52.42,55.02007575208784,-0.04725685518506717
2010-11-22,51.74,54.00007575208784,-0.041853195955941835
2010-11-23,50.72,55.72007575208784,-0.0897356237334348
2010-11-24,52.44,56.02007575208784,-0.0639070137629083
2010-11-26,52.74,56.84007575208784,-0.07213353778715248
2010-11-29,53.56,55.940075752087836,-0.042546881106055756
2010-11-30,52.66,56.86007575208784,-0.07386686873933013
2010-12-01,53.58,57.20007575208784,-0.06328795380932184
2010-12-02,53.92,57.38007575208784,-0.0603009965869894
2010-12-03,54.1,57.66007575208784,-0.06174247441842684
2010-12-06,54.38,57.14007575208784,-0.04830367681105119
2010-12-07,53.86,57.30007575208784,-0.06003614667058266
2010-12-08,54.02,57.62007575208784,-0.062479538686781244
2010-12-09,54.34,58.16007575208784,-0.06568209725811269
2010-12-10,54.88,55.54007575208784,-0.011884675041391568
2010-12-13,52.26,54.42007575208784,-0.03969262670504403
2010-12-14,51.14,54.66007575208784,-0.06439939395717698
2010-12-15,51.38,55.24007575208784,-0.06987817629743098
2010-12-16,51.96,56.940075752087836,-0.08746169874748067
2010-12-17,53.66,57.080075752087836,-0.059917155102281794
2010-12-20,53.8,57.66007575208784,-0.0669453812146279
2010-12-21,54.38,56.52007575208784,-0.037863992990292195
2010-12-22,53.24,55.940075752087836,-0.04826728808973879
2010-12-23,52.66,54.42007575208784,-0.032342398053724075
2010-12-27,51.14,54.24007575208784,-0.057154709116874924
2010-12-28,50.96,54.440075752087836,-0.06392488812718766
2010-12-29,51.16,53.84007575208784,-0.04977845433257799
2010-12-30,50.56,53.46007575208784,-0.05424750547560864
2010-12-31,50.18,52.06007832571833,-0.036113628449720325
2011-01-03,49.58,51.32007832571834,-0.033906384839758275
2011-01-04,48.84,53.34007832571833,-0.08436579898212448
2011-01-05,50.86,52.680078325718334,-0.03454965109324404
2011-01-06,50.2,53.72007832571833,-0.06552630665158776
2011-01-07,51.24,53.500078325718334,-0.042244392839176026
2011-01-10,51.02,55.20007832571833,-0.07572594917443776
2011-01-11,52.72,55.780078325718335,-0.054859699332968415
2011-01-12,53.3,56.72007832571833,-0.06029748947239355
2011-01-13,54.24,57.08007832571833,-0.04975603413702201
2011-01-14,54.6,55.860078325718334,-0.022557761526413422
2011-01-18,53.38,55.16007832571833,-0.03227113484515065
2011-01-19,52.68,55.06007832571833,-0.04322693316269044
2011-01-20,52.58,54.44007832571833,-0.03416744396636184
2011-01-21,51.96,54.44007832571833,-0.045556112371475166
2011-01-24,51.96,54.000078325718334,-0.037779173456248816
2011-01-25,51.52,53.16007832571833,-0.03085169129491061
2011-01-26,50.68,53.26007832571833,-0.048443006597541194
2011-01-27,50.78,52.44007832571833,-0.031656671361304456
2011-01-28,49.96,52.80007832571833,-0.053789282436252805
2011-01-31,50.32,53.12007832571833,-0.05271224015425935
2011-02-01,50.64,52.94007832571833,-0.043446825136277734
2011-02-02,50.46,52.44007832571833,-0.037758874298767675
2011-02-03,49.96,52.98007832571833,-0.057004036633375055
2011-02-04,50.5,53.08007832571833,-0.048607281810815195
2011-02-07,50.6,54.44007832571833,-0.07053770758269129
2011-02-08,51.96,53.34007832571833,-0.025873196460098113
2011-02-09,50.86,53.860078325718334,-0.0557013361097507
2011-02-10,51.38,45.100078325718336,0.13924414119477357
2011-02-11,42.62,45.860078325718334,-0.0706513910138985
2011-02-14,43.38,45.90007832571833,-0.05490357353717856
2011-02-15,43.42,44.860078325718334,-0.03210155620465638
2011-02-16,42.38,44.500078325718334,-0.047642125710440686
2011-02-17,42.02,44.40007832571833,-0.05360527313168484
2011-02-18,41.92,43.20007832571833,-0.029631389000428277
2011-02-22,40.72,43.12007832571833,-0.05566034244160545
2011-02-23,40.64,43.02007832571833,-0.055324825484928675
2011-02-24,40.54,42.76007832571833,-0.05191941672340328
2011-02-25,40.28,42.20007832571833,-0.045499401941824336
2011-02-28,39.72,41.860078325718334,-0.05112456572742474
2011-03-01,39.38,42.280078325718335,-0.06859207552494673
2011-03-02,39.8,42.88007832571833,-0.07183005362821326
2011-03-03,40.4,44.04007832571833,-0.0826537659355755
2011-03-04,41.56,44.48007832571833,-0.06564912733145845
2011-03-07,42.0,45.680078325718334,-0.08056199683979992
2011-03-08,43.2,45.38007832571833,-0.04804042668394437
2011-03-09,42.9,45.420078325718336,-0.055483795242409095
2011-03-10,42.94,46.08007832571833,-0.06814394505848287
2011-03-11,43.6,45.88007832571833,-0.04969647849184722
2011-03-14,43.4,45.860078325718334,-0.053643133974734636
2011-03-15,43.38,45.460078325718335,-0.0457561535819343
2011-03-16,42.98,45.56007832571833,-0.05663024341777523
2011-03-17,43.08,45.12007832571833,-0.0452144234101538
2011-03-18,42.64,45.680078325718334,-0.0665515129821207
2011-03-21,43.2,45.64007832571833,-0.05346349995949351
2011-03-22,43.16,45.54007832571833,-0.052263377956779045
2011-03-23,43.06,46.20007832571833,-0.06796694809866444
2011-03-24,43.72,46.14007832571833,-0.05245067658173841
2011-03-25,43.66,45.72007832571833,-0.04505850385998811
2011-03-28,43.24,46.460078325718335,-0.06930849972191788
2011-03-29,43.98,48.14007832571833,-0.08641611045106778
2011-03-30,45.66,47.80007832571833,-0.04477143972726272
2011-03-31,45.32,47.94660703821805,-0.05478191681268274
2011-04-01,44.52,48.28660703821805,-0.07800521240262004
2011-04-04,44.86,48.86660703821805,-0.08199069428095396
2011-04-05,45.44,48.386607038218045,-0.06089716180947913
2011-04-06,44.96,48.22660703821805,-0.0677345398905912
2011-04-07,44.8,54.026607038218046,-0.17077894659739068
2011-04-08,50.6,52.46660703821805,-0.03557704878568502
2011-04-11,49.04,51.846607038218046,-0.054132896992645896
2011-04-12,48.42,51.40660703821805,-0.0580977273212695
2011-04-13,47.98,50.72660703821805,-0.054145293734089606
2011-04-14,47.3,50.74660703821805,-0.06791797992765036
2011-04-15,47.32,50.24660703821805,-0.0582448688722812
2011-04-18,46.82,50.00660703821805,-0.06372372026325746
2011-04-19,46.58,50.60660703821805,-0.0795668248451662
2011-04-20,47.18,51.10660703821805,-0.07683169096476494
2011-04-21,47.68,52.18660703821805,-0.08635562444053335
2011-04-25,48.76,52.18660703821805,-0.06566065955789446
2011-04-26,48.76,51.92660703821805,-0.060982359888976156
2011-04-27,48.5,52.78660703821805,-0.08120633771961328
2011-04-28,49.36,53.46660703821805,-0.07680695046316743
2011-04-29,50.04,54.16660703821805,-0.07618359841712918
2011-05-02,50.74,53.386607038218045,-0.04957436302935314
2011-05-03,49.96,52.86660703821805,-0.05498001859882595
2011-05-04,49.44,52.886607038218045,-0.06516975149733817
2011-05-05,49.46,53.94660703821805,-0.08316754814699556
2011-05-06,50.52,54.22660703821805,-0.06835402841276217
2011-05-09,50.8,54.12660703821805,-0.06145973709139352
2011-05-10,50.7,53.58660703821805,-0.053868068865776775
2011-05-11,50.16,53.66660703821805,-0.06534057641693014
2011-05-12,50.24,53.76660703821805,-0.06559102819546125
2011-05-13,50.34,53.32660703821805,-0.05600594532627223
2011-05-16,49.9,54.54660703821805,-0.08518599580286279
2011-05-17,51.12,56.706607038218046,-0.09851774475684805
2011-05-18,53.28,57.94660703821805,-0.08053287805341625
2011-05-19,54.52,58.56660703821805,-0.0690941005951976
2011-05-20,55.14,58.526607038218046,-0.05786440064783838
2011-05-23,55.1,58.14660703821805,-0.05239526764159441
2011-05-24,54.72,58.08660703821805,-0.057958404008741526
2011-05-25,54.66,58.14660703821805,-0.05996234717403903
2011-05-26,54.72,58.80660703821805,-0.06949231122214183
2011-05-27,55.38,59.44660703821805,-0.06840772317928312
2011-05-31,56.02,59.026607038218046,-0.05093647067112206
2011-06-01,55.6,59.26660703821805,-0.061866322731342405
2011-06-02,55.84,58.68660703821805,-0.04850522430721327
2011-06-03,55.26,57.28660703821805,-0.035376628901516716
2011-06-06,53.86,57.206607038218046,-0.05850035881313986
2011-06-07,53.78,57.72660703821805,-0.06836720951926356
2011-06-08,54.3,58.06660703821805,-0.06486700756837682
2011-06-09,54.64,57.42660703821805,-0.04852466795336752
2011-06-10,54.0,58.386607038218045,-0.07513036397793604
2011-06-13,54.96,58.86660703821805,-0.06636372019338155
2011-06-14,55.44,57.886607038218045,-0.04226551120197353
2011-06-15,54.46,57.44660703821805,-0.05198926781230295
2011-06-16,54.02,57.48660703821805,-0.060302863863810674
2011-06-17,54.06,58.16660703821805,-0.07060076644181468
2011-06-20,54.74,59.98660703821805,-0.08746297377471912
2011-06-21,56.56,59.56660703821805,-0.05047470701644974
2011-06-22,56.14,60.00660703821805,-0.06443635507929013
2011-06-23,56.58,59.346607038218046,-0.04661777945344725
2011-06-24,55.92,59.206607038218046,-0.055510815475315556
2011-06-27,55.78,60.28660703821805,-0.0747530381890813
2011-06-28,56.86,60.60660703821805,-0.0618184587673003
2011-06-29,57.18,61.40660703821805,-0.06882984164208106
2011-06-30,57.98,64.14589582074956,-0.09612299807893632
2011-07-01,59.08,64.92589582074956,-0.09003950961091367
2011-07-05,59.86,64.82589582074957,-0.07660358191548622
2011-07-06,59.76,65.56589582074956,-0.08855054518925942
2011-07-07,60.5,66.42589582074956,-0.08921062708345862
2011-07-08,61.36,65.84589582074956,-0.06812718947527707
2011-07-11,60.78,66.20589582074956,-0.0819548735574851
2011-07-12,61.14,66.28589582074956,-0.07763183641155125
2011-07-13,61.22,65.48589582074956,-0.06514220760492206
2011-07-14,60.42,65.58589582074956,-0.07876534666642776
2011-07-15,60.52,64.56589582074956,-0.06266304787254773
2011-07-18,59.5,65.70589582074956,-0.0944496036958341
2011-07-19,60.64,64.86589582074956,-0.06514819177750042
2011-07-20,59.8,65.16589582074955,-0.08234208635003515
2011-07-21,60.1,65.16589582074955,-0.0777384513317243
2011-07-22,60.1,65.40589582074956,-0.08112259230101859
2011-07-25,60.34,66.24589582074957,-0.08915112019512783
2011-07-26,61.18,64.58589582074956,-0.05273435906505364
2011-07-27,59.52,63.045895820749564,-0.05592585805703032
2011-07-28,57.98,68.44589582074956,-0.15290757313131398
2011-07-29,63.38,67.86589582074956,-0.06609941217895221
2011-08-01,62.8,65.96589582074957,-0.047992917876114705
2011-08-02,60.9,66.34589582074956,-0.08208338667192083
2011-08-03,61.28,62.80589582074956,-0.024295423237087888
2011-08-04,57.74,62.225895820749564,-0.07209049804074841
2011-08-05,57.16,58.62589582074956,-0.02500423746583913
2011-08-08,53.56,61.685895820749565,-0.13173020692383652
2011-08-09,56.62,59.96589582074956,-0.05579664532572204
2011-08-10,54.9,61.92589582074956,-0.11345650680753472
2011-08-11,56.86,62.60589582074956,-0.09177882922082858
2011-08-12,57.54,64.32589582074957,-0.10549244179450112
2011-08-15,59.26,63.74589582074956,-0.07037152373485644
2011-08-16,58.68,62.90589582074956,-0.06717805645421948
2011-08-17,57.84,59.16589582074956,-0.022409798792982438
2011-08-18,54.1,58.12589582074956,-0.06926165633928028
2011-08-19,53.06,58.66589582074956,-0.09555629795338105
2011-08-22,53.6,60.34589582074956,-0.11178715186841304
2011-08-23,55.28,60.545895820749564,-0.08697362140515064
2011-08-24,55.48,59.52589582074956,-0.06796866750116581
2011-08-25,54.46,61.12589582074956,-0.10905191214370358
2011-08-26,56.06,63.58589582074956,-0.11835794280488354
2011-08-29,58.52,65.04589582074956,-0.100327557002725
2011-08-30,59.98,65.68589582074956,-0.08686637746892278
2011-08-31,60.62,65.46589582074957,-0.07402168350400318
2011-09-01,60.4,63.545895820749564,-0.04950588515776877
2011-09-02,58.48,64.60589582074957,-0.09481945483344123
2011-09-06,59.54,65.96589582074957,-0.09741239379528444
2011-09-07,60.9,65.06589582074956,-0.06402579674344622
2011-09-08,60.0,63.32589582074956,-0.05252031222998954
2011-09-09,58.26,64.34589582074956,-0.094580947908523
2011-09-12,59.28,64.62589582074956,-0.08272064553777747
2011-09-13,59.56,64.48589582074956,-0.07638718138369349
2011-09-14,59.42,64.14589582074956,-0.07367417291911682
2011-09-15,59.08,64.26589582074956,-0.0806943675882783
2011-09-16,59.2,62.64589582074956,-0.055005930964885486
2011-09-19,57.58,62.80589582074956,-0.08320708991500525
2011-09-20,57.74,61.50589582074956,-0.06122820862124734
2011-09-21,56.44,58.225895820749564,-0.030671847905054284
2011-09-22,53.16,59.40589582074956,-0.1051393255577836
2011-09-23,54.34,61.94589582074956,-0.12278288529006742
2011-09-26,56.88,62.88589582074956,-0.09550465557283006
2011-09-27,57.82,62.185895820749565,-0.07020717098510942
2011-09-28,57.12,59.26589582074956,-0.03620793697677083
2011-09-29,54.2,56.56589582074956,-0.04182548135093256
2011-09-30,51.5,53.8382910235836,-0.043431746794476145
2011-10-03,48.62,55.6182910235836,-0.12582714957236185
2011-10-04,50.4,57.0782910235836,-0.11700229463464962
2011-10-05,51.86,59.5182910235836,-0.12867121840828843
2011-10-06,54.3,59.178291023583604,-0.08243379352809499
2011-10-07,53.96,61.138291023583605,-0.11741072416981091
2011-10-10,55.92,61.678291023583604,-0.09336009360865449
2011-10-11,56.46,61.678291023583604,-0.08460498721646348
2011-10-12,56.46,61.6582910235836,-0.08430806201870422
2011-10-13,56.44,61.2382910235836,-0.07835442406019666
2011-10-14,56.02,60.7782910235836,-0.07828931915405868
2011-10-17,55.56,61.2182910235836,-0.09242811141859242
2011-10-18,56.0,59.9382910235836,-0.06570576098063963
2011-10-19,54.72,59.6182910235836,-0.0821608761251803
2011-10-20,54.4,60.858291023583604,-0.10612015084486859
2011-10-21,55.64,62.9382910235836,-0.11595947244339477
2011-10-24,57.72,61.178291023583604,-0.056528075003769995
2011-10-25,55.96,61.5582910235836,-0.09094292467344223
2011-10-26,56.34,63.3982910235836,-0.11133251243251929
2011-10-27,58.18,59.7782910235836,-0.026736980870748606
2011-10-28,54.56,57.7382910235836,-0.05504650323448956
2011-10-31,52.52,59.9782910235836,-0.12434984218958456
2011-11-01,54.76,60.4382910235836,-0.09395187930393134
2011-11-02,55.22,61.498291023583604,-0.10208886977324272
2011-11-03,56.28,61.9582910235836,-0.09164699235203622
2011-11-04,56.74,62.8982910235836,-0.09790871776269028
2011-11-07,57.68,61.6582910235836,-0.06452159081188202
2011-11-08,56.44,59.2582910235836,-0.04755943809553975
2011-11-09,54.04,60.1582910235836,-0.10170320531853327
2011-11-10,54.94,61.178291023583604,-0.10196903050428152
2011-11-11,55.96,60.7582910235836,-0.07897343626273368
2011-11-14,55.54,61.5782910235836,-0.09805876264528068
2011-11-15,56.36,60.9382910235836,-0.07512995436337011
2011-11-16,55.72,59.2382910235836,-0.05939217628987503
2011-11-17,54.02,60.138291023583605,-0.10173702842976162
2011-11-18,54.92,59.0182910235836,-0.06944103179717509
2011-11-21,53.8,58.818291023583605,-0.08531854523912452
2011-11-22,53.6,56.9182910235836,-0.058299203365201
2011-11-23,51.7,57.4382910235836,-0.0999035821108869
2011-11-25,52.22,59.0982910235836,-0.1163873084052256
2011-11-28,53.88,59.9782910235836,-0.10167497138565917
2011-11-29,54.76,60.858291023583604,-0.10020476949016555
2011-11-30,55.64,61.2782910235836,-0.09201123153734236
2011-12-01,56.06,61.4182910235836,-0.08724259392899913
2011-12-02,56.2,63.0582910235836,-0.10876113057073844
2011-12-05,57.84,62.8382910235836,-0.07954212220233214
2011-12-06,57.62,63.638291023583605,-0.0945702803576749
2011-12-07,58.42,61.2982910235836,-0.046955485634603056
2011-12-08,56.08,62.2182910235836,-0.09865733890467854
2011-12-09,57.0,62.0782910235836,-0.08180462026015434
2011-12-12,56.86,61.0782910235836,-0.06906367144350578
2011-12-13,55.86,59.9582910235836,-0.06835236551307977
2011-12-14,54.74,60.3982910235836,-0.09368296565500867
2011-12-15,55.18,61.178291023583604,-0.09804607031718693
2011-12-16,55.96,60.358291023583604,-0.0728697076904492
2011-12-19,55.14,62.318291023583605,-0.11518754615506166
2011-12-20,57.1,33.108291023583604,0.7246435329243268
2011-12-21,27.89,34.3682910235836,-0.18849616406990333
2011-12-22,29.15,35.2582910235836,-0.1732441036208443
2011-12-23,30.04,35.288291023583604,-0.14872613185138683
2011-12-27,30.07,34.7682910235836,-0.1351314915190026
2011-12-28,29.55,34.5582910235836,-0.14492299460542746
2011-12-29,29.34,34.2382910235836,-0.1430647055429729
2011-12-30,29.02,34.628450346786636,-0.1619607660932212
2012-01-03,29.66,33.99845034678663,-0.12760729687777317
2012-01-04,29.03,33.738450346786635,-0.1395573981137247
2012-01-05,28.77,34.21845034678664,-0.1592255140595018
2012-01-06,29.25,33.598450346786635,-0.12942413420571708
2012-01-09,28.63,34.46845034678664,-0.1693853448021616
2012-01-10,29.5,34.278450346786634,-0.1394010026253879
2012-01-11,29.31,33.83845034678664,-0.1338255830387537
2012-01-12,28.87,33.638450346786634,-0.1417559458782306
2012-01-13,28.67,34.65845034678664,-0.17278471157444164
2012-01-17,29.69,35.848450346786635,-0.17179125700585995
2012-01-18,30.88,36.29845034678664,-0.1492749771689995
2012-01-19,31.33,36.00845034678664,-0.12992645619930543
2012-01-20,31.04,35.878450346786636,-0.1348567259739517
2012-01-23,30.91,36.36845034678664,-0.15008751527046915
2012-01-24,31.4,36.18845034678664,-0.1323198506954535
2012-01-25,31.22,36.07845034678664,-0.1346634985728915
2012-01-26,31.11,36.768450346786636,-0.1538941753981523
2012-01-27,31.8,36.958450346786634,-0.13957431381413798
2012-01-30,31.99,37.33845034678664,-0.1432424296432251
2012-01-31,32.37,37.89845034678664,-0.14587536683423763
2012-02-01,32.93,37.988450346786635,-0.1331575860718025
2012-02-02,33.02,39.18845034678664,-0.15740480402263302
2012-02-03,34.22,38.53845034678664,-0.11205563036207333
2012-02-06,33.57,39.00845034678664,-0.13941723648180337
2012-02-07,34.04,38.61845034678664,-0.1185560348919491
