date,RF,dcf,Deviation
1990-08-10,5.94,,
1990-08-13,5.8,,
1990-08-14,5.8,,
1990-08-15,5.84,,
1990-08-16,5.84,,
1990-08-17,5.75,,
1990-08-20,5.71,,
1990-08-21,5.66,,
1990-08-22,5.66,,
1990-08-23,5.48,,
1990-08-24,5.52,,
1990-08-27,5.71,,
1990-08-28,5.89,,
1990-08-29,5.98,,
1990-08-30,6.07,,
1990-08-31,6.07,,
1990-09-04,5.98,,
1990-09-05,6.03,,
1990-09-06,5.98,,
1990-09-07,5.94,,
1990-09-10,6.03,,
1990-09-11,5.94,,
1990-09-12,5.84,,
1990-09-13,5.84,,
1990-09-14,5.71,,
1990-09-17,5.84,,
1990-09-18,5.75,,
1990-09-19,5.84,,
1990-09-20,5.8,,
1990-09-21,5.8,,
1990-09-24,5.84,,
1990-09-25,5.66,,
1990-09-26,5.57,,
1990-09-27,5.48,,
1990-09-28,5.48,,
1990-10-01,5.48,,
1990-10-02,5.48,,
1990-10-03,5.57,,
1990-10-04,5.52,,
1990-10-05,5.57,,
1990-10-08,5.71,,
1990-10-09,5.75,,
1990-10-10,5.75,,
1990-10-11,5.8,,
1990-10-12,5.94,,
1990-10-15,6.26,,
1990-10-16,6.3,,
1990-10-17,6.12,,
1990-10-18,6.26,,
1990-10-19,6.12,,
1990-10-22,6.12,,
1990-10-23,5.98,,
1990-10-24,5.89,,
1990-10-25,5.89,,
1990-10-26,5.71,,
1990-10-29,5.75,,
1990-10-30,5.75,,
1990-10-31,5.75,,
1990-11-01,5.71,,
1990-11-02,5.8,,
1990-11-05,5.75,,
1990-11-06,5.66,,
1990-11-07,5.66,,
1990-11-08,5.61,,
1990-11-09,5.75,,
1990-11-12,5.94,,
1990-11-13,6.17,,
1990-11-14,6.3,,
1990-11-15,6.21,,
1990-11-16,6.26,,
1990-11-19,6.17,,
1990-11-20,6.03,,
1990-11-21,5.98,,
1990-11-23,6.07,,
1990-11-26,6.07,,
1990-11-27,6.12,,
1990-11-28,6.21,,
1990-11-29,6.26,,
1990-11-30,6.26,,
1990-12-03,6.26,,
1990-12-04,6.4,,
1990-12-05,6.63,,
1990-12-06,6.44,,
1990-12-07,6.44,,
1990-12-10,6.58,,
1990-12-11,6.44,,
1990-12-12,6.54,,
1990-12-13,6.54,,
1990-12-14,6.35,,
1990-12-17,6.17,,
1990-12-18,6.4,,
1990-12-19,6.49,,
1990-12-20,6.58,,
1990-12-21,6.54,,
1990-12-24,6.54,,
1990-12-26,6.54,,
1990-12-27,6.54,,
1990-12-28,6.58,,
1990-12-31,6.54,,
1991-01-02,6.49,,
1991-01-03,6.49,,
1991-01-04,6.54,,
1991-01-07,6.54,,
1991-01-08,6.44,,
1991-01-09,6.54,,
1991-01-10,6.58,,
1991-01-11,6.72,,
1991-01-14,6.67,,
1991-01-15,6.67,,
1991-01-16,6.9,,
1991-01-17,6.9,,
1991-01-18,6.9,,
1991-01-21,7.0,,
1991-01-22,7.0,,
1991-01-23,7.0,,
1991-01-24,7.13,,
1991-01-25,7.18,,
1991-01-28,7.18,,
1991-01-29,7.41,,
1991-01-30,7.55,,
1991-01-31,7.41,,
1991-02-01,7.5,,
1991-02-04,7.69,,
1991-02-05,7.96,,
1991-02-06,7.92,,
1991-02-07,7.96,,
1991-02-08,7.87,,
1991-02-11,8.01,,
1991-02-12,8.01,,
1991-02-13,8.15,,
1991-02-14,8.1,,
1991-02-15,8.19,,
1991-02-19,8.15,,
1991-02-20,8.15,,
1991-02-21,8.24,,
1991-02-22,8.24,,
1991-02-25,8.33,,
1991-02-26,8.28,,
1991-02-27,8.28,,
1991-02-28,8.33,,
1991-03-01,8.28,,
1991-03-04,8.33,,
1991-03-05,8.47,,
1991-03-06,8.51,,
1991-03-07,8.47,,
1991-03-08,8.47,,
1991-03-11,8.47,,
1991-03-12,8.51,,
1991-03-13,8.38,,
1991-03-14,8.47,,
1991-03-15,8.28,,
1991-03-18,8.05,,
1991-03-19,8.01,,
1991-03-20,7.96,,
1991-03-21,8.01,,
1991-03-22,8.1,,
1991-03-25,8.1,,
1991-03-26,8.24,,
1991-03-27,8.47,,
1991-03-28,8.65,,
1991-04-01,8.84,,
1991-04-02,8.7,,
1991-04-03,8.7,,
1991-04-04,8.42,,
1991-04-05,8.56,,
1991-04-08,8.61,,
1991-04-09,8.61,,
1991-04-10,8.65,,
1991-04-11,8.65,,
1991-04-12,8.84,,
1991-04-15,9.16,,
1991-04-16,9.34,,
1991-04-17,9.34,,
1991-04-18,9.25,,
1991-04-19,9.16,,
1991-04-22,8.97,,
1991-04-23,9.16,,
1991-04-24,9.3,,
1991-04-25,9.39,,
1991-04-26,9.43,,
1991-04-29,9.25,,
1991-04-30,9.25,,
1991-05-01,9.53,,
1991-05-02,9.43,,
1991-05-03,9.39,,
1991-05-06,9.43,,
1991-05-07,9.3,,
1991-05-08,9.34,,
1991-05-09,9.39,,
1991-05-10,9.39,,
1991-05-13,9.39,,
1991-05-14,9.25,,
1991-05-15,9.16,,
1991-05-16,9.2,,
1991-05-17,9.2,,
1991-05-20,9.11,,
1991-05-21,9.02,,
1991-05-22,9.02,,
1991-05-23,9.02,,
1991-05-24,9.11,,
1991-05-28,9.16,,
1991-05-29,9.16,,
1991-05-30,9.16,,
1991-05-31,9.16,,
1991-06-03,9.07,,
1991-06-04,9.11,,
1991-06-05,9.25,,
1991-06-06,9.34,,
1991-06-07,9.71,,
1991-06-10,9.53,,
1991-06-11,9.43,,
1991-06-12,9.43,,
1991-06-13,9.43,,
1991-06-14,9.43,,
1991-06-17,9.43,,
1991-06-18,9.53,,
1991-06-19,9.39,,
1991-06-20,9.3,,
1991-06-21,9.16,,
1991-06-24,9.02,,
1991-06-25,8.88,,
1991-06-26,8.93,,
1991-06-27,9.02,,
1991-06-28,8.93,,
1991-07-01,8.93,,
1991-07-02,9.07,,
1991-07-03,9.02,,
1991-07-05,9.02,,
1991-07-08,9.02,,
1991-07-09,8.97,,
1991-07-10,8.97,,
1991-07-11,9.02,,
1991-07-12,8.97,,
1991-07-15,9.43,,
1991-07-16,9.57,,
1991-07-17,9.66,,
1991-07-18,9.76,,
1991-07-19,9.71,,
1991-07-22,9.8,,
1991-07-23,9.89,,
1991-07-24,9.62,,
1991-07-25,9.48,,
1991-07-26,9.48,,
1991-07-29,9.48,,
1991-07-30,9.57,,
1991-07-31,9.66,,
1991-08-01,9.76,,
1991-08-02,9.89,,
1991-08-05,9.94,,
1991-08-06,10.12,,
1991-08-07,9.99,,
1991-08-08,10.03,,
1991-08-09,10.12,,
1991-08-12,10.12,,
1991-08-13,10.26,,
1991-08-14,10.12,,
1991-08-15,10.08,,
1991-08-16,9.85,,
1991-08-19,9.76,,
1991-08-20,9.99,,
1991-08-21,10.31,,
1991-08-22,10.35,,
1991-08-23,10.35,,
1991-08-26,10.31,,
1991-08-27,10.12,,
1991-08-28,10.12,,
1991-08-29,10.12,,
1991-08-30,10.17,,
1991-09-03,10.22,,
1991-09-04,10.12,,
1991-09-05,10.22,,
1991-09-06,10.31,,
1991-09-09,10.35,,
1991-09-10,10.22,,
1991-09-11,10.12,,
1991-09-12,10.12,,
1991-09-13,10.08,,
1991-09-16,9.94,,
1991-09-17,9.8,,
1991-09-18,9.66,,
1991-09-19,9.89,,
1991-09-20,9.99,,
1991-09-23,10.12,,
1991-09-24,10.22,,
1991-09-25,10.26,,
1991-09-26,10.31,,
1991-09-27,10.26,,
1991-09-30,10.45,,
1991-10-01,10.77,,
1991-10-02,10.58,,
1991-10-03,10.54,,
1991-10-04,10.45,,
1991-10-07,10.35,,
1991-10-08,10.26,,
1991-10-09,10.12,,
1991-10-10,10.03,,
1991-10-11,9.99,,
1991-10-14,9.99,,
1991-10-15,10.31,,
1991-10-16,10.54,,
1991-10-17,10.35,,
1991-10-18,10.45,,
1991-10-21,10.35,,
1991-10-22,10.31,,
1991-10-23,10.35,,
1991-10-24,10.22,,
1991-10-25,10.22,,
1991-10-28,10.12,,
1991-10-29,10.17,,
1991-10-30,10.17,,
1991-10-31,10.35,,
1991-11-01,10.49,,
1991-11-04,10.54,,
1991-11-05,10.72,,
1991-11-06,10.63,,
1991-11-07,10.68,,
1991-11-08,10.72,,
1991-11-11,10.72,,
1991-11-12,10.72,,
1991-11-13,10.54,,
1991-11-14,10.54,,
1991-11-15,10.31,,
1991-11-18,10.26,,
1991-11-19,10.03,,
1991-11-20,10.17,,
1991-11-21,10.22,,
1991-11-22,10.31,,
1991-11-25,10.22,,
1991-11-26,10.17,,
1991-11-27,10.12,,
1991-11-29,10.03,,
1991-12-02,10.12,,
1991-12-03,10.35,,
1991-12-04,10.4,,
1991-12-05,10.35,,
1991-12-06,10.54,,
1991-12-09,10.68,,
1991-12-10,10.63,,
1991-12-11,10.54,,
1991-12-12,10.49,,
1991-12-13,10.45,,
1991-12-16,10.4,,
1991-12-17,10.35,,
1991-12-18,10.31,,
1991-12-19,10.26,,
1991-12-20,10.4,,
1991-12-23,10.49,,
1991-12-24,10.68,,
1991-12-26,10.72,,
1991-12-27,10.68,,
1991-12-30,10.86,,
1991-12-31,11.0,,
1992-01-02,10.86,,
1992-01-03,11.0,,
1992-01-06,10.95,,
1992-01-07,10.86,,
1992-01-08,10.86,,
1992-01-09,10.95,,
1992-01-10,11.0,,
1992-01-13,11.18,,
1992-01-14,11.37,,
1992-01-15,11.28,,
1992-01-16,11.18,,
1992-01-17,10.77,,
1992-01-20,10.12,,
1992-01-21,9.99,,
1992-01-22,10.12,,
1992-01-23,10.22,,
1992-01-24,10.35,,
1992-01-27,10.35,,
1992-01-28,10.63,,
1992-01-29,10.63,,
1992-01-30,10.68,,
1992-01-31,10.58,,
1992-02-03,10.72,,
1992-02-04,10.72,,
1992-02-05,10.86,,
1992-02-06,10.91,,
1992-02-07,10.95,,
1992-02-10,10.82,,
1992-02-11,10.91,,
1992-02-12,10.82,,
1992-02-13,10.91,,
1992-02-14,10.72,,
1992-02-18,10.22,,
1992-02-19,10.03,,
1992-02-20,10.31,,
1992-02-21,10.26,,
1992-02-24,10.22,,
1992-02-25,9.99,,
1992-02-26,10.17,,
1992-02-27,10.26,,
1992-02-28,10.12,,
1992-03-02,10.22,,
1992-03-03,10.26,,
1992-03-04,10.12,,
1992-03-05,9.99,,
1992-03-06,9.99,,
1992-03-09,9.94,,
1992-03-10,9.66,,
1992-03-11,9.85,,
1992-03-12,9.76,,
1992-03-13,9.94,,
1992-03-16,10.08,,
1992-03-17,10.26,,
1992-03-18,10.35,,
1992-03-19,10.26,,
1992-03-20,10.12,,
1992-03-23,10.03,,
1992-03-24,9.99,,
1992-03-25,10.22,,
1992-03-26,10.4,,
1992-03-27,10.63,,
1992-03-30,10.63,,
1992-03-31,10.58,,
1992-04-01,10.68,,
1992-04-02,10.63,,
1992-04-03,10.58,,
1992-04-06,10.68,,
1992-04-07,10.63,,
1992-04-08,10.31,,
1992-04-09,10.45,,
1992-04-10,10.58,,
1992-04-13,10.72,,
1992-04-14,10.95,,
1992-04-15,11.28,,
1992-04-16,11.28,,
1992-04-20,10.63,,
1992-04-21,10.72,,
1992-04-22,10.63,,
1992-04-23,10.68,,
1992-04-24,10.72,,
1992-04-27,10.72,,
1992-04-28,10.72,,
1992-04-29,11.05,,
1992-04-30,11.28,,
1992-05-01,11.14,,
1992-05-04,11.28,,
1992-05-05,11.28,,
1992-05-06,11.41,,
1992-05-07,11.14,,
1992-05-08,11.14,,
1992-05-11,11.09,,
1992-05-12,10.86,,
1992-05-13,10.72,,
1992-05-14,10.82,,
1992-05-15,11.0,,
1992-05-18,11.18,,
1992-05-19,11.6,,
1992-05-20,11.64,,
1992-05-21,11.64,,
1992-05-22,11.55,,
1992-05-26,11.41,,
1992-05-27,11.51,,
1992-05-28,11.55,,
1992-05-29,11.78,,
1992-06-01,11.78,,
1992-06-02,12.06,,
1992-06-03,12.06,,
1992-06-04,11.97,,
1992-06-05,11.97,,
1992-06-08,11.92,,
1992-06-09,11.83,,
1992-06-10,11.83,,
1992-06-11,11.83,,
1992-06-12,11.97,,
1992-06-15,11.97,,
1992-06-16,12.01,,
1992-06-17,11.87,,
1992-06-18,11.37,,
1992-06-19,11.32,,
1992-06-22,11.09,,
1992-06-23,11.09,,
1992-06-24,11.09,,
1992-06-25,11.32,,
1992-06-26,11.37,,
1992-06-29,11.41,,
1992-06-30,11.64,,
1992-07-01,11.78,,
1992-07-02,11.69,,
1992-07-06,11.6,,
1992-07-07,11.78,,
1992-07-08,11.78,,
1992-07-09,12.2,,
1992-07-10,12.2,,
1992-07-13,12.29,,
1992-07-14,12.29,,
1992-07-15,12.2,,
1992-07-16,12.15,,
1992-07-17,12.15,,
1992-07-20,12.2,,
1992-07-21,12.2,,
1992-07-22,11.92,,
1992-07-23,12.01,,
1992-07-24,12.1,,
1992-07-27,12.2,,
1992-07-28,12.43,,
1992-07-29,12.47,,
1992-07-30,12.24,,
1992-07-31,12.24,,
1992-08-03,12.1,,
1992-08-04,12.06,,
1992-08-05,12.01,,
1992-08-06,11.87,,
1992-08-07,11.83,,
1992-08-10,11.69,,
1992-08-11,11.78,,
1992-08-12,11.78,,
1992-08-13,11.64,,
1992-08-14,11.78,,
1992-08-17,11.92,,
1992-08-18,11.6,,
1992-08-19,11.64,,
1992-08-20,11.64,,
1992-08-21,11.74,,
1992-08-24,11.51,,
1992-08-25,11.18,,
1992-08-26,11.41,,
1992-08-27,11.78,,
1992-08-28,11.74,,
1992-08-31,11.64,,
1992-09-01,11.64,,
1992-09-02,11.69,,
1992-09-03,11.64,,
1992-09-04,11.64,,
1992-09-08,11.51,,
1992-09-09,11.6,,
1992-09-10,11.6,,
1992-09-11,11.69,,
1992-09-14,11.78,,
1992-09-15,11.74,,
1992-09-16,11.55,,
1992-09-17,11.55,,
1992-09-18,11.55,,
1992-09-21,11.55,,
1992-09-22,11.51,,
1992-09-23,11.41,,
1992-09-24,11.32,,
1992-09-25,11.41,,
1992-09-28,11.37,,
1992-09-29,11.37,,
1992-09-30,11.51,,
1992-10-01,11.64,,
1992-10-02,11.69,,
1992-10-05,11.69,,
1992-10-06,12.06,,
1992-10-07,12.06,,
1992-10-08,11.92,,
1992-10-09,11.78,,
1992-10-12,11.78,,
1992-10-13,11.69,,
1992-10-14,11.78,,
1992-10-15,11.87,,
1992-10-16,11.97,,
1992-10-19,12.06,,
1992-10-20,12.1,,
1992-10-21,12.24,,
1992-10-22,12.2,,
1992-10-23,12.15,,
1992-10-26,12.1,,
1992-10-27,12.2,,
1992-10-28,12.33,,
1992-10-29,12.38,,
1992-10-30,12.29,,
1992-11-02,12.61,,
1992-11-03,12.75,,
1992-11-04,12.52,,
1992-11-05,12.66,,
1992-11-06,12.66,,
1992-11-09,12.56,,
1992-11-10,12.84,,
1992-11-11,12.79,,
1992-11-12,12.7,,
1992-11-13,12.79,,
1992-11-16,12.7,,
1992-11-17,12.56,,
1992-11-18,12.61,,
1992-11-19,12.47,,
1992-11-20,12.47,,
1992-11-23,12.47,,
1992-11-24,12.33,,
1992-11-25,12.38,,
1992-11-27,12.29,,
1992-11-30,12.33,,
1992-12-01,12.38,,
1992-12-02,12.52,,
1992-12-03,12.84,,
1992-12-04,13.07,,
1992-12-07,13.25,,
1992-12-08,13.39,,
1992-12-09,13.53,,
1992-12-10,13.58,,
1992-12-11,13.35,,
1992-12-14,13.07,,
1992-12-15,13.07,,
1992-12-16,13.12,,
1992-12-17,13.39,,
1992-12-18,13.39,,
1992-12-21,13.12,,
1992-12-22,12.93,,
1992-12-23,12.98,,
1992-12-24,13.02,,
1992-12-28,12.98,,
1992-12-29,13.16,,
1992-12-30,13.35,,
1992-12-31,13.35,,
1993-01-04,13.07,,
1993-01-05,12.98,,
1993-01-06,12.93,,
1993-01-07,12.84,,
1993-01-08,12.75,,
1993-01-11,12.84,,
1993-01-12,12.84,,
1993-01-13,12.89,,
1993-01-14,12.89,,
1993-01-15,12.93,,
1993-01-18,13.02,,
1993-01-19,13.02,,
1993-01-20,13.39,,
1993-01-21,13.44,,
1993-01-22,13.58,,
1993-01-25,13.67,,
1993-01-26,13.67,,
1993-01-27,13.39,,
1993-01-28,13.35,,
1993-01-29,13.25,,
1993-02-01,13.44,,
1993-02-02,13.53,,
1993-02-03,13.53,,
1993-02-04,13.99,,
1993-02-05,13.99,,
1993-02-08,14.13,,
1993-02-09,14.04,,
1993-02-10,14.04,,
1993-02-11,14.08,,
1993-02-12,14.17,,
1993-02-16,13.94,,
1993-02-17,13.71,,
1993-02-18,13.44,,
1993-02-19,13.53,,
1993-02-22,13.48,,
1993-02-23,13.58,,
1993-02-24,13.76,,
1993-02-25,14.04,,
1993-02-26,14.22,,
1993-03-01,14.28,,
1993-03-02,14.63,,
1993-03-03,14.83,,
1993-03-04,14.98,,
1993-03-05,14.68,,
1993-03-08,14.88,,
1993-03-09,14.88,,
1993-03-10,15.09,,
1993-03-11,15.14,,
1993-03-12,14.98,,
1993-03-15,14.88,,
1993-03-16,14.98,,
1993-03-17,15.09,,
1993-03-18,15.09,,
1993-03-19,15.29,,
1993-03-22,15.19,,
1993-03-23,15.24,,
1993-03-24,15.09,,
1993-03-25,15.39,,
1993-03-26,15.39,,
1993-03-29,15.34,,
1993-03-30,15.49,,
1993-03-31,15.54,,
1993-04-01,15.29,,
1993-04-02,14.98,,
1993-04-05,14.88,,
1993-04-06,14.68,,
1993-04-07,14.48,,
1993-04-08,14.73,,
1993-04-12,14.83,,
1993-04-13,15.04,,
1993-04-14,15.44,,
1993-04-15,15.29,,
1993-04-16,15.24,,
1993-04-19,14.98,,
1993-04-20,14.58,,
1993-04-21,14.28,,
1993-04-22,14.07,,
1993-04-23,14.07,,
1993-04-26,13.87,,
1993-04-27,14.12,,
1993-04-28,14.38,,
1993-04-29,14.58,,
1993-04-30,14.68,,
1993-05-03,14.53,,
1993-05-04,14.73,,
1993-05-05,14.73,,
1993-05-06,14.63,,
1993-05-07,14.23,,
1993-05-10,14.38,,
1993-05-11,14.38,,
1993-05-12,14.12,,
1993-05-13,13.77,,
1993-05-14,13.31,,
1993-05-17,13.42,,
1993-05-18,13.31,,
1993-05-19,12.91,,
1993-05-20,13.06,,
1993-05-21,13.11,,
1993-05-24,13.42,,
1993-05-25,13.57,,
1993-05-26,13.52,,
1993-05-27,13.36,,
1993-05-28,13.21,,
1993-06-01,13.11,,
1993-06-02,13.11,,
1993-06-03,13.01,,
1993-06-04,12.81,,
1993-06-07,12.35,,
1993-06-08,12.66,,
1993-06-09,12.91,,
1993-06-10,12.76,,
1993-06-11,12.96,,
1993-06-14,12.76,,
1993-06-15,12.55,,
1993-06-16,12.4,,
1993-06-17,12.3,,
1993-06-18,12.5,,
1993-06-21,12.45,,
1993-06-22,12.71,,
1993-06-23,12.91,,
1993-06-24,13.16,,
1993-06-25,13.42,,
1993-06-28,13.52,,
1993-06-29,13.57,,
1993-06-30,13.67,,
1993-07-01,14.17,,
1993-07-02,14.07,,
1993-07-06,14.12,,
1993-07-07,14.17,,
1993-07-08,14.12,,
1993-07-09,14.17,,
1993-07-12,13.87,,
1993-07-13,13.67,,
1993-07-14,13.52,,
1993-07-15,13.42,,
1993-07-16,13.47,,
1993-07-19,13.47,,
1993-07-20,13.52,,
1993-07-21,13.62,,
1993-07-22,13.52,,
1993-07-23,13.57,,
1993-07-26,13.47,,
1993-07-27,13.47,,
1993-07-28,13.52,,
1993-07-29,13.36,,
1993-07-30,13.36,,
1993-08-02,13.31,,
1993-08-03,13.47,,
1993-08-04,13.26,,
1993-08-05,13.01,,
1993-08-06,12.96,,
1993-08-09,12.91,,
1993-08-10,12.71,,
1993-08-11,12.66,,
1993-08-12,12.81,,
1993-08-13,12.81,,
1993-08-16,12.71,,
1993-08-17,12.71,,
1993-08-18,12.81,,
1993-08-19,12.81,,
1993-08-20,12.91,,
1993-08-23,12.91,,
1993-08-24,13.31,,
1993-08-25,13.36,,
1993-08-26,13.21,,
1993-08-27,13.01,,
1993-08-30,13.16,,
1993-08-31,13.11,,
1993-09-01,12.96,,
1993-09-02,12.91,,
1993-09-03,13.01,,
1993-09-07,12.96,,
1993-09-08,12.86,,
1993-09-09,13.06,,
1993-09-10,13.62,,
1993-09-13,13.47,,
1993-09-14,13.21,,
1993-09-15,12.96,,
1993-09-16,12.96,,
1993-09-17,12.91,,
1993-09-20,13.01,,
1993-09-21,13.11,,
1993-09-22,13.26,,
1993-09-23,13.31,,
1993-09-24,13.42,,
1993-09-27,13.72,,
1993-09-28,13.77,,
1993-09-29,13.97,,
1993-09-30,14.07,,
1993-10-01,14.07,,
1993-10-04,14.07,,
1993-10-05,13.97,,
1993-10-06,13.92,,
1993-10-07,13.82,,
1993-10-08,13.82,,
1993-10-11,13.87,,
1993-10-12,13.92,,
1993-10-13,13.77,,
1993-10-14,13.77,,
1993-10-15,13.67,,
1993-10-18,13.42,,
1993-10-19,13.42,,
1993-10-20,13.36,,
1993-10-21,13.47,,
1993-10-22,13.42,,
1993-10-25,13.52,,
1993-10-26,13.31,,
1993-10-27,13.42,,
1993-10-28,13.62,,
1993-10-29,13.57,,
1993-11-01,13.72,,
1993-11-02,13.77,,
1993-11-03,13.31,,
1993-11-04,13.01,,
1993-11-05,13.01,,
1993-11-08,12.76,,
1993-11-09,12.66,,
1993-11-10,12.66,,
1993-11-11,12.66,,
1993-11-12,12.81,,
1993-11-15,12.81,,
1993-11-16,12.81,,
1993-11-17,12.76,,
1993-11-18,12.5,,
1993-11-19,12.86,,
1993-11-22,12.05,,
1993-11-23,12.2,,
1993-11-24,12.35,,
1993-11-26,12.35,,
1993-11-29,12.35,,
1993-11-30,12.25,,
1993-12-01,12.2,,
1993-12-02,12.15,,
1993-12-03,12.15,,
1993-12-06,12.25,,
1993-12-07,12.35,,
1993-12-08,12.45,,
1993-12-09,12.45,,
1993-12-10,12.45,,
1993-12-13,12.35,,
1993-12-14,12.35,,
1993-12-15,12.3,,
1993-12-16,12.25,,
1993-12-17,12.3,,
1993-12-20,12.66,,
1993-12-21,12.71,,
1993-12-22,12.55,,
1993-12-23,12.61,,
1993-12-27,12.76,,
1993-12-28,12.96,,
1993-12-29,13.21,,
1993-12-30,13.06,,
1993-12-31,13.11,,
1994-01-03,12.96,,
1994-01-04,13.01,,
1994-01-05,13.11,,
1994-01-06,13.11,,
1994-01-07,13.11,,
1994-01-10,13.26,,
1994-01-11,13.42,,
1994-01-12,13.47,,
1994-01-13,13.52,,
1994-01-14,13.21,,
1994-01-17,13.21,,
1994-01-18,13.26,,
1994-01-19,13.11,,
1994-01-20,13.01,,
1994-01-21,13.06,,
1994-01-24,12.91,,
1994-01-25,13.06,,
1994-01-26,13.06,,
1994-01-27,13.01,,
1994-01-28,13.16,,
1994-01-31,13.42,,
1994-02-01,13.26,,
1994-02-02,13.26,,
1994-02-03,12.96,,
1994-02-04,12.76,,
1994-02-07,12.76,,
1994-02-08,12.81,,
1994-02-09,12.81,,
1994-02-10,12.61,,
1994-02-11,12.55,,
1994-02-14,12.55,,
1994-02-15,12.66,,
1994-02-16,12.45,,
1994-02-17,12.45,,
1994-02-18,12.4,,
1994-02-22,12.5,,
1994-02-23,12.35,,
1994-02-24,12.35,,
1994-02-25,12.35,,
1994-02-28,12.25,,
1994-03-01,12.4,,
1994-03-02,12.3,,
1994-03-03,12.25,,
1994-03-04,12.3,,
1994-03-07,12.45,,
1994-03-08,12.55,,
1994-03-09,12.61,,
1994-03-10,12.66,,
1994-03-11,12.66,,
1994-03-14,12.61,,
1994-03-15,12.66,,
1994-03-16,12.96,,
1994-03-17,13.21,,
1994-03-18,13.47,,
1994-03-21,13.47,,
1994-03-22,13.26,,
1994-03-23,13.11,,
1994-03-24,12.86,,
1994-03-25,12.81,,
1994-03-28,12.86,,
1994-03-29,12.96,,
1994-03-30,12.86,,
1994-03-31,12.66,,
1994-04-04,12.5,,
1994-04-05,12.76,,
1994-04-06,12.96,,
1994-04-07,13.11,,
1994-04-08,13.06,,
1994-04-11,13.57,,
1994-04-12,13.47,,
1994-04-13,13.47,,
1994-04-14,13.42,,
1994-04-15,13.47,,
1994-04-18,13.42,,
1994-04-19,13.62,,
1994-04-20,13.72,,
1994-04-21,13.92,,
1994-04-22,13.97,,
1994-04-25,14.12,,
1994-04-26,14.48,,
1994-04-28,14.43,,
1994-04-29,14.33,,
1994-05-02,14.33,,
1994-05-03,14.35,,
1994-05-04,14.07,,
1994-05-05,13.97,,
1994-05-06,13.82,,
1994-05-09,13.62,,
1994-05-10,13.57,,
1994-05-11,13.26,,
1994-05-12,13.42,,
1994-05-13,13.47,,
1994-05-16,13.67,,
1994-05-17,13.72,,
1994-05-18,13.62,,
1994-05-19,13.72,,
1994-05-20,13.72,,
1994-05-23,13.62,,
1994-05-24,13.59,,
1994-05-25,13.57,,
1994-05-26,13.87,,
1994-05-27,13.82,,
1994-05-31,13.85,,
1994-06-01,13.95,,
1994-06-02,13.87,,
1994-06-03,13.87,,
1994-06-06,13.92,,
1994-06-07,14.12,,
1994-06-08,14.17,,
1994-06-09,14.12,,
1994-06-10,14.17,,
1994-06-13,13.92,,
1994-06-14,13.87,,
1994-06-15,13.72,,
1994-06-16,13.57,,
1994-06-17,13.36,,
1994-06-20,13.21,,
1994-06-21,13.11,,
1994-06-22,13.42,,
1994-06-23,13.47,,
1994-06-24,13.47,,
1994-06-27,13.52,,
1994-06-28,13.79,,
1994-06-29,13.92,,
1994-06-30,14.12,,
1994-07-01,14.23,,
1994-07-05,14.48,,
1994-07-06,14.53,,
1994-07-07,14.68,,
1994-07-08,14.68,,
1994-07-11,14.63,,
1994-07-12,14.63,,
1994-07-13,14.63,,
1994-07-14,14.63,,
1994-07-15,14.68,,
1994-07-18,14.73,,
1994-07-19,14.68,,
1994-07-20,14.68,,
1994-07-21,14.68,,
1994-07-22,14.55,,
1994-07-25,14.63,,
1994-07-26,14.38,,
1994-07-27,14.33,,
1994-07-28,14.33,,
1994-07-29,14.43,,
1994-08-01,14.53,,
1994-08-02,14.48,,
1994-08-03,14.53,,
1994-08-04,14.68,,
1994-08-05,14.58,,
1994-08-08,14.68,,
1994-08-09,14.58,,
1994-08-10,14.53,,
1994-08-11,14.48,,
1994-08-12,14.63,,
1994-08-15,14.73,,
1994-08-16,14.78,,
1994-08-17,14.58,,
1994-08-18,14.53,,
1994-08-19,14.5,,
1994-08-22,14.33,,
1994-08-23,14.17,,
1994-08-24,14.2,,
1994-08-25,14.23,,
1994-08-26,14.23,,
1994-08-29,14.48,,
1994-08-30,14.53,,
1994-08-31,14.63,,
1994-09-01,14.68,,
1994-09-02,14.68,,
1994-09-06,14.58,,
1994-09-07,14.38,,
1994-09-08,14.48,,
1994-09-09,14.17,,
1994-09-12,14.07,,
1994-09-13,14.23,,
1994-09-14,14.19,,
1994-09-15,14.33,,
1994-09-16,14.38,,
1994-09-19,14.35,,
1994-09-20,14.33,,
1994-09-21,14.33,,
1994-09-22,14.33,,
1994-09-23,14.33,,
1994-09-26,14.28,,
1994-09-27,14.38,,
1994-09-28,14.33,,
1994-09-29,14.12,,
1994-09-30,14.15,,
1994-10-03,14.07,,
1994-10-04,14.0,,
1994-10-05,13.92,,
1994-10-06,13.97,,
1994-10-07,14.05,,
1994-10-10,14.02,,
1994-10-11,13.97,,
1994-10-12,13.9,,
1994-10-13,14.02,,
1994-10-14,13.97,,
1994-10-17,13.87,,
1994-10-18,13.57,,
1994-10-19,13.77,,
1994-10-20,13.72,,
1994-10-21,13.52,,
1994-10-24,13.26,,
1994-10-25,12.96,,
1994-10-26,12.86,,
1994-10-27,12.86,,
1994-10-28,12.86,,
1994-10-31,12.83,,
1994-11-01,12.76,,
1994-11-02,12.5,,
1994-11-03,12.48,,
1994-11-04,12.2,,
1994-11-07,12.25,,
1994-11-08,12.45,,
